context: I am not about to be stranded by something such as rain! response:	We are leaving, Sophia Ring!
context: Don't worry. I've checked in on Rikka.\I see. Thanks.\The next time you come back...\Yeah.\Disappear! My netherworld barrier is active...\I think this is an extremely formidable foe.\YOU'VE GOT MAIL WICKED LORD SHINGAN UNSEAL\I am completely restored! HP/MP are topped up! response:	You're pumped up with magical energy!
context: I see. Thanks.\The next time you come back...\Yeah.\Disappear! My netherworld barrier is active...\I think this is an extremely formidable foe.\YOU'VE GOT MAIL WICKED LORD SHINGAN UNSEAL\I am completely restored! HP/MP are topped up!\You're pumped up with magical energy! response:	The barrier on this room is impeccable.
context: The next time you come back...\Yeah.\Disappear! My netherworld barrier is active...\I think this is an extremely formidable foe.\YOU'VE GOT MAIL WICKED LORD SHINGAN UNSEAL\I am completely restored! HP/MP are topped up!\You're pumped up with magical energy!\The barrier on this room is impeccable. response:	As I would expect from a magical devil girl.
context: Yeah.\Disappear! My netherworld barrier is active...\I think this is an extremely formidable foe.\YOU'VE GOT MAIL WICKED LORD SHINGAN UNSEAL\I am completely restored! HP/MP are topped up!\You're pumped up with magical energy!\The barrier on this room is impeccable.\As I would expect from a magical devil girl. response:	Tonight I will once again attempt to locate the parallel world.
context: Disappear! My netherworld barrier is active...\I think this is an extremely formidable foe.\YOU'VE GOT MAIL WICKED LORD SHINGAN UNSEAL\I am completely restored! HP/MP are topped up!\You're pumped up with magical energy!\The barrier on this room is impeccable.\As I would expect from a magical devil girl.\Tonight I will once again attempt to locate the parallel world. response:	What did you want to talk to me about?
context: I think this is an extremely formidable foe.\YOU'VE GOT MAIL WICKED LORD SHINGAN UNSEAL\I am completely restored! HP/MP are topped up!\You're pumped up with magical energy!\The barrier on this room is impeccable.\As I would expect from a magical devil girl.\Tonight I will once again attempt to locate the parallel world.\What did you want to talk to me about? response:	Regarding the whereabouts of the key to the Dark Flame Dragon.
context: YOU'VE GOT MAIL WICKED LORD SHINGAN UNSEAL\I am completely restored! HP/MP are topped up!\You're pumped up with magical energy!\The barrier on this room is impeccable.\As I would expect from a magical devil girl.\Tonight I will once again attempt to locate the parallel world.\What did you want to talk to me about?\Regarding the whereabouts of the key to the Dark Flame Dragon. response:	You're still looking for the last one then?
context: I am completely restored! HP/MP are topped up!\You're pumped up with magical energy!\The barrier on this room is impeccable.\As I would expect from a magical devil girl.\Tonight I will once again attempt to locate the parallel world.\What did you want to talk to me about?\Regarding the whereabouts of the key to the Dark Flame Dragon.\You're still looking for the last one then? response:	Naturally, for I am bound by contract to the Dark Flame Master.
context: You're pumped up with magical energy!\The barrier on this room is impeccable.\As I would expect from a magical devil girl.\Tonight I will once again attempt to locate the parallel world.\What did you want to talk to me about?\Regarding the whereabouts of the key to the Dark Flame Dragon.\You're still looking for the last one then?\Naturally, for I am bound by contract to the Dark Flame Master. response:	It is Wicked Lord Shingan's mission. Only I can locate it.
context: The barrier on this room is impeccable.\As I would expect from a magical devil girl.\Tonight I will once again attempt to locate the parallel world.\What did you want to talk to me about?\Regarding the whereabouts of the key to the Dark Flame Dragon.\You're still looking for the last one then?\Naturally, for I am bound by contract to the Dark Flame Master.\It is Wicked Lord Shingan's mission. Only I can locate it. response:	But...
context: As I would expect from a magical devil girl.\Tonight I will once again attempt to locate the parallel world.\What did you want to talk to me about?\Regarding the whereabouts of the key to the Dark Flame Dragon.\You're still looking for the last one then?\Naturally, for I am bound by contract to the Dark Flame Master.\It is Wicked Lord Shingan's mission. Only I can locate it.\But... response:	You just can't find it?
context: Tonight I will once again attempt to locate the parallel world.\What did you want to talk to me about?\Regarding the whereabouts of the key to the Dark Flame Dragon.\You're still looking for the last one then?\Naturally, for I am bound by contract to the Dark Flame Master.\It is Wicked Lord Shingan's mission. Only I can locate it.\But...\You just can't find it? response:	Magical Girl TWIRLY CURLY KURI
context: What did you want to talk to me about?\Regarding the whereabouts of the key to the Dark Flame Dragon.\You're still looking for the last one then?\Naturally, for I am bound by contract to the Dark Flame Master.\It is Wicked Lord Shingan's mission. Only I can locate it.\But...\You just can't find it?\Magical Girl TWIRLY CURLY KURI response:	Someone is interfering. Perhaps it is the Mage Association's doing...
context: Regarding the whereabouts of the key to the Dark Flame Dragon.\You're still looking for the last one then?\Naturally, for I am bound by contract to the Dark Flame Master.\It is Wicked Lord Shingan's mission. Only I can locate it.\But...\You just can't find it?\Magical Girl TWIRLY CURLY KURI\Someone is interfering. Perhaps it is the Mage Association's doing... response:	The night of the blue moon could be upon us at any time.
context: You're still looking for the last one then?\Naturally, for I am bound by contract to the Dark Flame Master.\It is Wicked Lord Shingan's mission. Only I can locate it.\But...\You just can't find it?\Magical Girl TWIRLY CURLY KURI\Someone is interfering. Perhaps it is the Mage Association's doing...\The night of the blue moon could be upon us at any time. response:	This is tricky. Why don't you ask Hero?
context: Naturally, for I am bound by contract to the Dark Flame Master.\It is Wicked Lord Shingan's mission. Only I can locate it.\But...\You just can't find it?\Magical Girl TWIRLY CURLY KURI\Someone is interfering. Perhaps it is the Mage Association's doing...\The night of the blue moon could be upon us at any time.\This is tricky. Why don't you ask Hero? response:	Maybe he remembers something.
context: It is Wicked Lord Shingan's mission. Only I can locate it.\But...\You just can't find it?\Magical Girl TWIRLY CURLY KURI\Someone is interfering. Perhaps it is the Mage Association's doing...\The night of the blue moon could be upon us at any time.\This is tricky. Why don't you ask Hero?\Maybe he remembers something. response:	That I cannot do.
context: But...\You just can't find it?\Magical Girl TWIRLY CURLY KURI\Someone is interfering. Perhaps it is the Mage Association's doing...\The night of the blue moon could be upon us at any time.\This is tricky. Why don't you ask Hero?\Maybe he remembers something.\That I cannot do. response:	That will not hold as proof of our contract.
context: You just can't find it?\Magical Girl TWIRLY CURLY KURI\Someone is interfering. Perhaps it is the Mage Association's doing...\The night of the blue moon could be upon us at any time.\This is tricky. Why don't you ask Hero?\Maybe he remembers something.\That I cannot do.\That will not hold as proof of our contract. response:	Really?
context: Magical Girl TWIRLY CURLY KURI\Someone is interfering. Perhaps it is the Mage Association's doing...\The night of the blue moon could be upon us at any time.\This is tricky. Why don't you ask Hero?\Maybe he remembers something.\That I cannot do.\That will not hold as proof of our contract.\Really? response:	Yes.
context: Someone is interfering. Perhaps it is the Mage Association's doing...\The night of the blue moon could be upon us at any time.\This is tricky. Why don't you ask Hero?\Maybe he remembers something.\That I cannot do.\That will not hold as proof of our contract.\Really?\Yes. response:	Yuta, that hurts.
context: The night of the blue moon could be upon us at any time.\This is tricky. Why don't you ask Hero?\Maybe he remembers something.\That I cannot do.\That will not hold as proof of our contract.\Really?\Yes.\Yuta, that hurts. response:	I said you'd be punished the next time you left without saying anything!
context: This is tricky. Why don't you ask Hero?\Maybe he remembers something.\That I cannot do.\That will not hold as proof of our contract.\Really?\Yes.\Yuta, that hurts.\I said you'd be punished the next time you left without saying anything! response:	Where were you?
context: Maybe he remembers something.\That I cannot do.\That will not hold as proof of our contract.\Really?\Yes.\Yuta, that hurts.\I said you'd be punished the next time you left without saying anything!\Where were you? response:	That I cannot say.
context: That I cannot do.\That will not hold as proof of our contract.\Really?\Yes.\Yuta, that hurts.\I said you'd be punished the next time you left without saying anything!\Where were you?\That I cannot say. response:	Yuta, this is a time of repose for Dark Beings.
context: That will not hold as proof of our contract.\Really?\Yes.\Yuta, that hurts.\I said you'd be punished the next time you left without saying anything!\Where were you?\That I cannot say.\Yuta, this is a time of repose for Dark Beings. response:	The attack of the Light Beings is taking its toll on my barrier...
context: Really?\Yes.\Yuta, that hurts.\I said you'd be punished the next time you left without saying anything!\Where were you?\That I cannot say.\Yuta, this is a time of repose for Dark Beings.\The attack of the Light Beings is taking its toll on my barrier... response:	No sleeping!
context: Yes.\Yuta, that hurts.\I said you'd be punished the next time you left without saying anything!\Where were you?\That I cannot say.\Yuta, this is a time of repose for Dark Beings.\The attack of the Light Beings is taking its toll on my barrier...\No sleeping! response:	Honestly. You and your sordid hobbies.
context: Yuta, that hurts.\I said you'd be punished the next time you left without saying anything!\Where were you?\That I cannot say.\Yuta, this is a time of repose for Dark Beings.\The attack of the Light Beings is taking its toll on my barrier...\No sleeping!\Honestly. You and your sordid hobbies. response:	What other choice do I have? And I never asked you to tag along.
context: I said you'd be punished the next time you left without saying anything!\Where were you?\That I cannot say.\Yuta, this is a time of repose for Dark Beings.\The attack of the Light Beings is taking its toll on my barrier...\No sleeping!\Honestly. You and your sordid hobbies.\What other choice do I have? And I never asked you to tag along. response:	There's Shichimiya now!
context: Where were you?\That I cannot say.\Yuta, this is a time of repose for Dark Beings.\The attack of the Light Beings is taking its toll on my barrier...\No sleeping!\Honestly. You and your sordid hobbies.\What other choice do I have? And I never asked you to tag along.\There's Shichimiya now! response:	She looks out of it.
context: That I cannot say.\Yuta, this is a time of repose for Dark Beings.\The attack of the Light Beings is taking its toll on my barrier...\No sleeping!\Honestly. You and your sordid hobbies.\What other choice do I have? And I never asked you to tag along.\There's Shichimiya now!\She looks out of it. response:	She sighed!
context: Yuta, this is a time of repose for Dark Beings.\The attack of the Light Beings is taking its toll on my barrier...\No sleeping!\Honestly. You and your sordid hobbies.\What other choice do I have? And I never asked you to tag along.\There's Shichimiya now!\She looks out of it.\She sighed! response:	She looked at Togashi's apartment!
context: The attack of the Light Beings is taking its toll on my barrier...\No sleeping!\Honestly. You and your sordid hobbies.\What other choice do I have? And I never asked you to tag along.\There's Shichimiya now!\She looks out of it.\She sighed!\She looked at Togashi's apartment! response:	It looks like Toka was right.
context: No sleeping!\Honestly. You and your sordid hobbies.\What other choice do I have? And I never asked you to tag along.\There's Shichimiya now!\She looks out of it.\She sighed!\She looked at Togashi's apartment!\It looks like Toka was right. response:	She's in love...
context: Honestly. You and your sordid hobbies.\What other choice do I have? And I never asked you to tag along.\There's Shichimiya now!\She looks out of it.\She sighed!\She looked at Togashi's apartment!\It looks like Toka was right.\She's in love... response:	Exactly!
context: What other choice do I have? And I never asked you to tag along.\There's Shichimiya now!\She looks out of it.\She sighed!\She looked at Togashi's apartment!\It looks like Toka was right.\She's in love...\Exactly! response:	Tell us if it isn't so.
context: There's Shichimiya now!\She looks out of it.\She sighed!\She looked at Togashi's apartment!\It looks like Toka was right.\She's in love...\Exactly!\Tell us if it isn't so. response:	Well?
context: She looks out of it.\She sighed!\She looked at Togashi's apartment!\It looks like Toka was right.\She's in love...\Exactly!\Tell us if it isn't so.\Well? response:	What are you talking about? I am a magical devil girl!
context: She sighed!\She looked at Togashi's apartment!\It looks like Toka was right.\She's in love...\Exactly!\Tell us if it isn't so.\Well?\What are you talking about? I am a magical devil girl! response:	I am charged with my eternal battle against the angel.
context: She looked at Togashi's apartment!\It looks like Toka was right.\She's in love...\Exactly!\Tell us if it isn't so.\Well?\What are you talking about? I am a magical devil girl!\I am charged with my eternal battle against the angel. response:	I am not like your average human being.
context: It looks like Toka was right.\She's in love...\Exactly!\Tell us if it isn't so.\Well?\What are you talking about? I am a magical devil girl!\I am charged with my eternal battle against the angel.\I am not like your average human being. response:	She averted her eyes!
context: She's in love...\Exactly!\Tell us if it isn't so.\Well?\What are you talking about? I am a magical devil girl!\I am charged with my eternal battle against the angel.\I am not like your average human being.\She averted her eyes! response:	What?
context: Exactly!\Tell us if it isn't so.\Well?\What are you talking about? I am a magical devil girl!\I am charged with my eternal battle against the angel.\I am not like your average human being.\She averted her eyes!\What? response:	You are alone in a classroom with Togashi.
context: Tell us if it isn't so.\Well?\What are you talking about? I am a magical devil girl!\I am charged with my eternal battle against the angel.\I am not like your average human being.\She averted her eyes!\What?\You are alone in a classroom with Togashi. response:	You are alone in a movie theatre with Togashi.
context: Well?\What are you talking about? I am a magical devil girl!\I am charged with my eternal battle against the angel.\I am not like your average human being.\She averted her eyes!\What?\You are alone in a classroom with Togashi.\You are alone in a movie theatre with Togashi. response:	You are alone on a desert island with Togashi.
context: What are you talking about? I am a magical devil girl!\I am charged with my eternal battle against the angel.\I am not like your average human being.\She averted her eyes!\What?\You are alone in a classroom with Togashi.\You are alone in a movie theatre with Togashi.\You are alone on a desert island with Togashi. response:	Activating Devil Barrier!
context: I am charged with my eternal battle against the angel.\I am not like your average human being.\She averted her eyes!\What?\You are alone in a classroom with Togashi.\You are alone in a movie theatre with Togashi.\You are alone on a desert island with Togashi.\Activating Devil Barrier! response:	This renders any psychological attack ineffective!
context: I am not like your average human being.\She averted her eyes!\What?\You are alone in a classroom with Togashi.\You are alone in a movie theatre with Togashi.\You are alone on a desert island with Togashi.\Activating Devil Barrier!\This renders any psychological attack ineffective! response:	She even reacts identically to Takanashi.
context: She averted her eyes!\What?\You are alone in a classroom with Togashi.\You are alone in a movie theatre with Togashi.\You are alone on a desert island with Togashi.\Activating Devil Barrier!\This renders any psychological attack ineffective!\She even reacts identically to Takanashi. response:	Because she's in love.
context: What?\You are alone in a classroom with Togashi.\You are alone in a movie theatre with Togashi.\You are alone on a desert island with Togashi.\Activating Devil Barrier!\This renders any psychological attack ineffective!\She even reacts identically to Takanashi.\Because she's in love. response:	So you're in love with Togashi, huh?
context: You are alone in a classroom with Togashi.\You are alone in a movie theatre with Togashi.\You are alone on a desert island with Togashi.\Activating Devil Barrier!\This renders any psychological attack ineffective!\She even reacts identically to Takanashi.\Because she's in love.\So you're in love with Togashi, huh? response:	Are you in fact a marauder who showed up on this land...
context: You are alone in a movie theatre with Togashi.\You are alone on a desert island with Togashi.\Activating Devil Barrier!\This renders any psychological attack ineffective!\She even reacts identically to Takanashi.\Because she's in love.\So you're in love with Togashi, huh?\Are you in fact a marauder who showed up on this land... response:	to wrest Ghelzonianses away from my master?!
context: You are alone on a desert island with Togashi.\Activating Devil Barrier!\This renders any psychological attack ineffective!\She even reacts identically to Takanashi.\Because she's in love.\So you're in love with Togashi, huh?\Are you in fact a marauder who showed up on this land...\to wrest Ghelzonianses away from my master?! response:	Are you a homewrecker?
context: Activating Devil Barrier!\This renders any psychological attack ineffective!\She even reacts identically to Takanashi.\Because she's in love.\So you're in love with Togashi, huh?\Are you in fact a marauder who showed up on this land...\to wrest Ghelzonianses away from my master?!\Are you a homewrecker? response:	N-no! I'm not! Please believe me!
context: This renders any psychological attack ineffective!\She even reacts identically to Takanashi.\Because she's in love.\So you're in love with Togashi, huh?\Are you in fact a marauder who showed up on this land...\to wrest Ghelzonianses away from my master?!\Are you a homewrecker?\N-no! I'm not! Please believe me! response:	But you've always had a thing for him, haven't you?
context: She even reacts identically to Takanashi.\Because she's in love.\So you're in love with Togashi, huh?\Are you in fact a marauder who showed up on this land...\to wrest Ghelzonianses away from my master?!\Are you a homewrecker?\N-no! I'm not! Please believe me!\But you've always had a thing for him, haven't you? response:	I admit, there once was a period of time...
context: Because she's in love.\So you're in love with Togashi, huh?\Are you in fact a marauder who showed up on this land...\to wrest Ghelzonianses away from my master?!\Are you a homewrecker?\N-no! I'm not! Please believe me!\But you've always had a thing for him, haven't you?\I admit, there once was a period of time... response:	But that was then that I made
context: So you're in love with Togashi, huh?\Are you in fact a marauder who showed up on this land...\to wrest Ghelzonianses away from my master?!\Are you a homewrecker?\N-no! I'm not! Please believe me!\But you've always had a thing for him, haven't you?\I admit, there once was a period of time...\But that was then that I made response:	my decision to live my life as a magical devil girl for eternity!
context: Are you in fact a marauder who showed up on this land...\to wrest Ghelzonianses away from my master?!\Are you a homewrecker?\N-no! I'm not! Please believe me!\But you've always had a thing for him, haven't you?\I admit, there once was a period of time...\But that was then that I made\my decision to live my life as a magical devil girl for eternity! response:	I'm saying that everything is resolved.
context: to wrest Ghelzonianses away from my master?!\Are you a homewrecker?\N-no! I'm not! Please believe me!\But you've always had a thing for him, haven't you?\I admit, there once was a period of time...\But that was then that I made\my decision to live my life as a magical devil girl for eternity!\I'm saying that everything is resolved. response:	In accordance to the logic of the world and its natural laws.
context: Are you a homewrecker?\N-no! I'm not! Please believe me!\But you've always had a thing for him, haven't you?\I admit, there once was a period of time...\But that was then that I made\my decision to live my life as a magical devil girl for eternity!\I'm saying that everything is resolved.\In accordance to the logic of the world and its natural laws. response:	What's that?
context: N-no! I'm not! Please believe me!\But you've always had a thing for him, haven't you?\I admit, there once was a period of time...\But that was then that I made\my decision to live my life as a magical devil girl for eternity!\I'm saying that everything is resolved.\In accordance to the logic of the world and its natural laws.\What's that? response:	That makes sense!
context: But you've always had a thing for him, haven't you?\I admit, there once was a period of time...\But that was then that I made\my decision to live my life as a magical devil girl for eternity!\I'm saying that everything is resolved.\In accordance to the logic of the world and its natural laws.\What's that?\That makes sense! response:	Deko seems to get it.
context: I admit, there once was a period of time...\But that was then that I made\my decision to live my life as a magical devil girl for eternity!\I'm saying that everything is resolved.\In accordance to the logic of the world and its natural laws.\What's that?\That makes sense!\Deko seems to get it. response:	Don't worry. I have defeated the enemy within once before.
context: But that was then that I made\my decision to live my life as a magical devil girl for eternity!\I'm saying that everything is resolved.\In accordance to the logic of the world and its natural laws.\What's that?\That makes sense!\Deko seems to get it.\Don't worry. I have defeated the enemy within once before. response:	I will stamp it out thoroughly this time.
context: my decision to live my life as a magical devil girl for eternity!\I'm saying that everything is resolved.\In accordance to the logic of the world and its natural laws.\What's that?\That makes sense!\Deko seems to get it.\Don't worry. I have defeated the enemy within once before.\I will stamp it out thoroughly this time. response:	Yuta, over here.
context: I'm saying that everything is resolved.\In accordance to the logic of the world and its natural laws.\What's that?\That makes sense!\Deko seems to get it.\Don't worry. I have defeated the enemy within once before.\I will stamp it out thoroughly this time.\Yuta, over here. response:	There is a shortcut through this park.
context: In accordance to the logic of the world and its natural laws.\What's that?\That makes sense!\Deko seems to get it.\Don't worry. I have defeated the enemy within once before.\I will stamp it out thoroughly this time.\Yuta, over here.\There is a shortcut through this park. response:	It's Master!
context: What's that?\That makes sense!\Deko seems to get it.\Don't worry. I have defeated the enemy within once before.\I will stamp it out thoroughly this time.\Yuta, over here.\There is a shortcut through this park.\It's Master! response:	Hide, you idiot!
context: That makes sense!\Deko seems to get it.\Don't worry. I have defeated the enemy within once before.\I will stamp it out thoroughly this time.\Yuta, over here.\There is a shortcut through this park.\It's Master!\Hide, you idiot! response:	Is that the festival of the living dead?!
context: Deko seems to get it.\Don't worry. I have defeated the enemy within once before.\I will stamp it out thoroughly this time.\Yuta, over here.\There is a shortcut through this park.\It's Master!\Hide, you idiot!\Is that the festival of the living dead?! response:	Don't talk about it like that! It's the Bon Festival dance!
context: Don't worry. I have defeated the enemy within once before.\I will stamp it out thoroughly this time.\Yuta, over here.\There is a shortcut through this park.\It's Master!\Hide, you idiot!\Is that the festival of the living dead?!\Don't talk about it like that! It's the Bon Festival dance! response:	The ceremonial dance performed by a myriad of people...
context: I will stamp it out thoroughly this time.\Yuta, over here.\There is a shortcut through this park.\It's Master!\Hide, you idiot!\Is that the festival of the living dead?!\Don't talk about it like that! It's the Bon Festival dance!\The ceremonial dance performed by a myriad of people... response:	to summon the dark follower converts to this world.
context: Yuta, over here.\There is a shortcut through this park.\It's Master!\Hide, you idiot!\Is that the festival of the living dead?!\Don't talk about it like that! It's the Bon Festival dance!\The ceremonial dance performed by a myriad of people...\to summon the dark follower converts to this world. response:	I said, don't talk about it like that!
context: There is a shortcut through this park.\It's Master!\Hide, you idiot!\Is that the festival of the living dead?!\Don't talk about it like that! It's the Bon Festival dance!\The ceremonial dance performed by a myriad of people...\to summon the dark follower converts to this world.\I said, don't talk about it like that! response:	Now come on. Let's go!
context: It's Master!\Hide, you idiot!\Is that the festival of the living dead?!\Don't talk about it like that! It's the Bon Festival dance!\The ceremonial dance performed by a myriad of people...\to summon the dark follower converts to this world.\I said, don't talk about it like that!\Now come on. Let's go! response:	Yuta, wait!
context: Hide, you idiot!\Is that the festival of the living dead?!\Don't talk about it like that! It's the Bon Festival dance!\The ceremonial dance performed by a myriad of people...\to summon the dark follower converts to this world.\I said, don't talk about it like that!\Now come on. Let's go!\Yuta, wait! response:	I'm glad they didn't see us.
context: Is that the festival of the living dead?!\Don't talk about it like that! It's the Bon Festival dance!\The ceremonial dance performed by a myriad of people...\to summon the dark follower converts to this world.\I said, don't talk about it like that!\Now come on. Let's go!\Yuta, wait!\I'm glad they didn't see us. response:	That's because I put up a barrier.
context: Don't talk about it like that! It's the Bon Festival dance!\The ceremonial dance performed by a myriad of people...\to summon the dark follower converts to this world.\I said, don't talk about it like that!\Now come on. Let's go!\Yuta, wait!\I'm glad they didn't see us.\That's because I put up a barrier. response:	I am tops when it comes to barriers!
context: The ceremonial dance performed by a myriad of people...\to summon the dark follower converts to this world.\I said, don't talk about it like that!\Now come on. Let's go!\Yuta, wait!\I'm glad they didn't see us.\That's because I put up a barrier.\I am tops when it comes to barriers! response:	Shichimiya.
context: to summon the dark follower converts to this world.\I said, don't talk about it like that!\Now come on. Let's go!\Yuta, wait!\I'm glad they didn't see us.\That's because I put up a barrier.\I am tops when it comes to barriers!\Shichimiya. response:	What are you gonna do?
context: I said, don't talk about it like that!\Now come on. Let's go!\Yuta, wait!\I'm glad they didn't see us.\That's because I put up a barrier.\I am tops when it comes to barriers!\Shichimiya.\What are you gonna do? response:	Nothing changes for me.
context: Now come on. Let's go!\Yuta, wait!\I'm glad they didn't see us.\That's because I put up a barrier.\I am tops when it comes to barriers!\Shichimiya.\What are you gonna do?\Nothing changes for me. response:	I am and always will be the devilish girl who rules the magical seven holy lands.
context: Yuta, wait!\I'm glad they didn't see us.\That's because I put up a barrier.\I am tops when it comes to barriers!\Shichimiya.\What are you gonna do?\Nothing changes for me.\I am and always will be the devilish girl who rules the magical seven holy lands. response:	That's all.
context: I'm glad they didn't see us.\That's because I put up a barrier.\I am tops when it comes to barriers!\Shichimiya.\What are you gonna do?\Nothing changes for me.\I am and always will be the devilish girl who rules the magical seven holy lands.\That's all. response:	I doubt it.
context: That's because I put up a barrier.\I am tops when it comes to barriers!\Shichimiya.\What are you gonna do?\Nothing changes for me.\I am and always will be the devilish girl who rules the magical seven holy lands.\That's all.\I doubt it. response:	I doubt it's that easy.
context: I am tops when it comes to barriers!\Shichimiya.\What are you gonna do?\Nothing changes for me.\I am and always will be the devilish girl who rules the magical seven holy lands.\That's all.\I doubt it.\I doubt it's that easy. response:	I am at war with myself...
context: Shichimiya.\What are you gonna do?\Nothing changes for me.\I am and always will be the devilish girl who rules the magical seven holy lands.\That's all.\I doubt it.\I doubt it's that easy.\I am at war with myself... response:	so naturally I've factored in the personal damage!
context: What are you gonna do?\Nothing changes for me.\I am and always will be the devilish girl who rules the magical seven holy lands.\That's all.\I doubt it.\I doubt it's that easy.\I am at war with myself...\so naturally I've factored in the personal damage! response:	Kuzuha, are you done yet?
context: Nothing changes for me.\I am and always will be the devilish girl who rules the magical seven holy lands.\That's all.\I doubt it.\I doubt it's that easy.\I am at war with myself...\so naturally I've factored in the personal damage!\Kuzuha, are you done yet? response:	Yes, almost.
context: I am and always will be the devilish girl who rules the magical seven holy lands.\That's all.\I doubt it.\I doubt it's that easy.\I am at war with myself...\so naturally I've factored in the personal damage!\Kuzuha, are you done yet?\Yes, almost. response:	That ought to do it. There, done!
context: That's all.\I doubt it.\I doubt it's that easy.\I am at war with myself...\so naturally I've factored in the personal damage!\Kuzuha, are you done yet?\Yes, almost.\That ought to do it. There, done! response:	You look so cute, Rikka!
context: I doubt it.\I doubt it's that easy.\I am at war with myself...\so naturally I've factored in the personal damage!\Kuzuha, are you done yet?\Yes, almost.\That ought to do it. There, done!\You look so cute, Rikka! response:	What do you think? Not too tight?
context: I doubt it's that easy.\I am at war with myself...\so naturally I've factored in the personal damage!\Kuzuha, are you done yet?\Yes, almost.\That ought to do it. There, done!\You look so cute, Rikka!\What do you think? Not too tight? response:	It is difficult to access my weapon.
context: I am at war with myself...\so naturally I've factored in the personal damage!\Kuzuha, are you done yet?\Yes, almost.\That ought to do it. There, done!\You look so cute, Rikka!\What do you think? Not too tight?\It is difficult to access my weapon. response:	Weapon?
context: so naturally I've factored in the personal damage!\Kuzuha, are you done yet?\Yes, almost.\That ought to do it. There, done!\You look so cute, Rikka!\What do you think? Not too tight?\It is difficult to access my weapon.\Weapon? response:	The Schwartz Z/X Perfect Customized Ghelzonianses!
context: Kuzuha, are you done yet?\Yes, almost.\That ought to do it. There, done!\You look so cute, Rikka!\What do you think? Not too tight?\It is difficult to access my weapon.\Weapon?\The Schwartz Z/X Perfect Customized Ghelzonianses! response:	You can't take that with you.
context: Yes, almost.\That ought to do it. There, done!\You look so cute, Rikka!\What do you think? Not too tight?\It is difficult to access my weapon.\Weapon?\The Schwartz Z/X Perfect Customized Ghelzonianses!\You can't take that with you. response:	No. I must keep this on my person at all times.
context: That ought to do it. There, done!\You look so cute, Rikka!\What do you think? Not too tight?\It is difficult to access my weapon.\Weapon?\The Schwartz Z/X Perfect Customized Ghelzonianses!\You can't take that with you.\No. I must keep this on my person at all times. response:	To Wicked Lord Shingan, it is essential.
context: You look so cute, Rikka!\What do you think? Not too tight?\It is difficult to access my weapon.\Weapon?\The Schwartz Z/X Perfect Customized Ghelzonianses!\You can't take that with you.\No. I must keep this on my person at all times.\To Wicked Lord Shingan, it is essential. response:	Oh, I see. That's because my big brother gave it to you!
context: What do you think? Not too tight?\It is difficult to access my weapon.\Weapon?\The Schwartz Z/X Perfect Customized Ghelzonianses!\You can't take that with you.\No. I must keep this on my person at all times.\To Wicked Lord Shingan, it is essential.\Oh, I see. That's because my big brother gave it to you! response:	You two are so lovey dovey.
context: It is difficult to access my weapon.\Weapon?\The Schwartz Z/X Perfect Customized Ghelzonianses!\You can't take that with you.\No. I must keep this on my person at all times.\To Wicked Lord Shingan, it is essential.\Oh, I see. That's because my big brother gave it to you!\You two are so lovey dovey. response:	Ow, ow! That hurts, Rikka!
context: Weapon?\The Schwartz Z/X Perfect Customized Ghelzonianses!\You can't take that with you.\No. I must keep this on my person at all times.\To Wicked Lord Shingan, it is essential.\Oh, I see. That's because my big brother gave it to you!\You two are so lovey dovey.\Ow, ow! That hurts, Rikka! response:	What should I do?
context: The Schwartz Z/X Perfect Customized Ghelzonianses!\You can't take that with you.\No. I must keep this on my person at all times.\To Wicked Lord Shingan, it is essential.\Oh, I see. That's because my big brother gave it to you!\You two are so lovey dovey.\Ow, ow! That hurts, Rikka!\What should I do? response:	Huh?
context: You can't take that with you.\No. I must keep this on my person at all times.\To Wicked Lord Shingan, it is essential.\Oh, I see. That's because my big brother gave it to you!\You two are so lovey dovey.\Ow, ow! That hurts, Rikka!\What should I do?\Huh? response:	My power is now gone and I've lost everything.
context: No. I must keep this on my person at all times.\To Wicked Lord Shingan, it is essential.\Oh, I see. That's because my big brother gave it to you!\You two are so lovey dovey.\Ow, ow! That hurts, Rikka!\What should I do?\Huh?\My power is now gone and I've lost everything. response:	What am I?
context: To Wicked Lord Shingan, it is essential.\Oh, I see. That's because my big brother gave it to you!\You two are so lovey dovey.\Ow, ow! That hurts, Rikka!\What should I do?\Huh?\My power is now gone and I've lost everything.\What am I? response:	Wha-?
context: Oh, I see. That's because my big brother gave it to you!\You two are so lovey dovey.\Ow, ow! That hurts, Rikka!\What should I do?\Huh?\My power is now gone and I've lost everything.\What am I?\Wha-? response:	What?!
context: You two are so lovey dovey.\Ow, ow! That hurts, Rikka!\What should I do?\Huh?\My power is now gone and I've lost everything.\What am I?\Wha-?\What?! response:	I split my magic with you.
context: Ow, ow! That hurts, Rikka!\What should I do?\Huh?\My power is now gone and I've lost everything.\What am I?\Wha-?\What?!\I split my magic with you. response:	You got a job, Kuzuha?
context: What should I do?\Huh?\My power is now gone and I've lost everything.\What am I?\Wha-?\What?!\I split my magic with you.\You got a job, Kuzuha? response:	Yeah. The neighborhood association director urged me to come...
context: Huh?\My power is now gone and I've lost everything.\What am I?\Wha-?\What?!\I split my magic with you.\You got a job, Kuzuha?\Yeah. The neighborhood association director urged me to come... response:	saying they'd pay me for my time.
