context: Mob Psycho 100 response:	Namu Amida Butsu
context: That's the same guy who keeps headbutting me in my dreams!\I can't believe he actually appeared.\I've got this!\Salt Splash!\Salt Splash\This is Reigen's special move\where he violently throws table salt everywhere.\This is just table salt you can buy in stores. response:	It has to be purified salt, or it won't work.
context: I can't believe he actually appeared.\I've got this!\Salt Splash!\Salt Splash\This is Reigen's special move\where he violently throws table salt everywhere.\This is just table salt you can buy in stores.\It has to be purified salt, or it won't work. response:	Hakata Salt
context: I've got this!\Salt Splash!\Salt Splash\This is Reigen's special move\where he violently throws table salt everywhere.\This is just table salt you can buy in stores.\It has to be purified salt, or it won't work.\Hakata Salt response:	Impossible...
context: Salt Splash!\Salt Splash\This is Reigen's special move\where he violently throws table salt everywhere.\This is just table salt you can buy in stores.\It has to be purified salt, or it won't work.\Hakata Salt\Impossible... response:	Did I only imagine that spirits are weak against salt?
context: Salt Splash\This is Reigen's special move\where he violently throws table salt everywhere.\This is just table salt you can buy in stores.\It has to be purified salt, or it won't work.\Hakata Salt\Impossible...\Did I only imagine that spirits are weak against salt? response:	Well, if salt won't melt it, I guess I'll have to call my ultimate weapon.
context: This is Reigen's special move\where he violently throws table salt everywhere.\This is just table salt you can buy in stores.\It has to be purified salt, or it won't work.\Hakata Salt\Impossible...\Did I only imagine that spirits are weak against salt?\Well, if salt won't melt it, I guess I'll have to call my ultimate weapon. response:	Oh, Mob?
context: where he violently throws table salt everywhere.\This is just table salt you can buy in stores.\It has to be purified salt, or it won't work.\Hakata Salt\Impossible...\Did I only imagine that spirits are weak against salt?\Well, if salt won't melt it, I guess I'll have to call my ultimate weapon.\Oh, Mob? response:	Sorry, but could you come by?
context: This is just table salt you can buy in stores.\It has to be purified salt, or it won't work.\Hakata Salt\Impossible...\Did I only imagine that spirits are weak against salt?\Well, if salt won't melt it, I guess I'll have to call my ultimate weapon.\Oh, Mob?\Sorry, but could you come by? response:	No, seriously.
context: It has to be purified salt, or it won't work.\Hakata Salt\Impossible...\Did I only imagine that spirits are weak against salt?\Well, if salt won't melt it, I guess I'll have to call my ultimate weapon.\Oh, Mob?\Sorry, but could you come by?\No, seriously. response:	There's an evil spirit.
context: Hakata Salt\Impossible...\Did I only imagine that spirits are weak against salt?\Well, if salt won't melt it, I guess I'll have to call my ultimate weapon.\Oh, Mob?\Sorry, but could you come by?\No, seriously.\There's an evil spirit. response:	The client and the evil spirit are both waiting,
context: Impossible...\Did I only imagine that spirits are weak against salt?\Well, if salt won't melt it, I guess I'll have to call my ultimate weapon.\Oh, Mob?\Sorry, but could you come by?\No, seriously.\There's an evil spirit.\The client and the evil spirit are both waiting, response:	so hurry up, okay?
context: Did I only imagine that spirits are weak against salt?\Well, if salt won't melt it, I guess I'll have to call my ultimate weapon.\Oh, Mob?\Sorry, but could you come by?\No, seriously.\There's an evil spirit.\The client and the evil spirit are both waiting,\so hurry up, okay? response:	Thanks.
context: Well, if salt won't melt it, I guess I'll have to call my ultimate weapon.\Oh, Mob?\Sorry, but could you come by?\No, seriously.\There's an evil spirit.\The client and the evil spirit are both waiting,\so hurry up, okay?\Thanks. response:	Ah, Mob.
context: Oh, Mob?\Sorry, but could you come by?\No, seriously.\There's an evil spirit.\The client and the evil spirit are both waiting,\so hurry up, okay?\Thanks.\Ah, Mob. response:	We were waiting for you.
context: Sorry, but could you come by?\No, seriously.\There's an evil spirit.\The client and the evil spirit are both waiting,\so hurry up, okay?\Thanks.\Ah, Mob.\We were waiting for you. response:	Hmph.
context: No, seriously.\There's an evil spirit.\The client and the evil spirit are both waiting,\so hurry up, okay?\Thanks.\Ah, Mob.\We were waiting for you.\Hmph. response:	So after the salt, you're using a middle schooler?
context: There's an evil spirit.\The client and the evil spirit are both waiting,\so hurry up, okay?\Thanks.\Ah, Mob.\We were waiting for you.\Hmph.\So after the salt, you're using a middle schooler? response:	Quit looking down on
context: The client and the evil spirit are both waiting,\so hurry up, okay?\Thanks.\Ah, Mob.\We were waiting for you.\Hmph.\So after the salt, you're using a middle schooler?\Quit looking down on response:	He is Kageyama Shigeo, also known as Mob.
context: so hurry up, okay?\Thanks.\Ah, Mob.\We were waiting for you.\Hmph.\So after the salt, you're using a middle schooler?\Quit looking down on\He is Kageyama Shigeo, also known as Mob. response:	Kageyama Shigeo
context: Thanks.\Ah, Mob.\We were waiting for you.\Hmph.\So after the salt, you're using a middle schooler?\Quit looking down on\He is Kageyama Shigeo, also known as Mob.\Kageyama Shigeo response:	Mob
context: Ah, Mob.\We were waiting for you.\Hmph.\So after the salt, you're using a middle schooler?\Quit looking down on\He is Kageyama Shigeo, also known as Mob.\Kageyama Shigeo\Mob response:	He's an actual psychic,
context: We were waiting for you.\Hmph.\So after the salt, you're using a middle schooler?\Quit looking down on\He is Kageyama Shigeo, also known as Mob.\Kageyama Shigeo\Mob\He's an actual psychic, response:	Reigen Arataka's student,
context: Hmph.\So after the salt, you're using a middle schooler?\Quit looking down on\He is Kageyama Shigeo, also known as Mob.\Kageyama Shigeo\Mob\He's an actual psychic,\Reigen Arataka's student, response:	and the protagonist of this story.
context: So after the salt, you're using a middle schooler?\Quit looking down on\He is Kageyama Shigeo, also known as Mob.\Kageyama Shigeo\Mob\He's an actual psychic,\Reigen Arataka's student,\and the protagonist of this story. response:	Master, I asked you not to summon me on such short notice.
context: Quit looking down on\He is Kageyama Shigeo, also known as Mob.\Kageyama Shigeo\Mob\He's an actual psychic,\Reigen Arataka's student,\and the protagonist of this story.\Master, I asked you not to summon me on such short notice. response:	Mob Psycho 100
context: He is Kageyama Shigeo, also known as Mob.\Kageyama Shigeo\Mob\He's an actual psychic,\Reigen Arataka's student,\and the protagonist of this story.\Master, I asked you not to summon me on such short notice.\Mob Psycho 100 response:	Spirits and Such Consultation Office
context: Kageyama Shigeo\Mob\He's an actual psychic,\Reigen Arataka's student,\and the protagonist of this story.\Master, I asked you not to summon me on such short notice.\Mob Psycho 100\Spirits and Such Consultation Office response:	Man, you're a lifesaver.
context: Mob\He's an actual psychic,\Reigen Arataka's student,\and the protagonist of this story.\Master, I asked you not to summon me on such short notice.\Mob Psycho 100\Spirits and Such Consultation Office\Man, you're a lifesaver. response:	I never thought that an evil spirit would actually show up.
context: He's an actual psychic,\Reigen Arataka's student,\and the protagonist of this story.\Master, I asked you not to summon me on such short notice.\Mob Psycho 100\Spirits and Such Consultation Office\Man, you're a lifesaver.\I never thought that an evil spirit would actually show up. response:	Here. Your pay for the day.
context: Reigen Arataka's student,\and the protagonist of this story.\Master, I asked you not to summon me on such short notice.\Mob Psycho 100\Spirits and Such Consultation Office\Man, you're a lifesaver.\I never thought that an evil spirit would actually show up.\Here. Your pay for the day. response:	Oh, thank you.
context: and the protagonist of this story.\Master, I asked you not to summon me on such short notice.\Mob Psycho 100\Spirits and Such Consultation Office\Man, you're a lifesaver.\I never thought that an evil spirit would actually show up.\Here. Your pay for the day.\Oh, thank you. response:	That one today was a lower-level spirit,
context: Master, I asked you not to summon me on such short notice.\Mob Psycho 100\Spirits and Such Consultation Office\Man, you're a lifesaver.\I never thought that an evil spirit would actually show up.\Here. Your pay for the day.\Oh, thank you.\That one today was a lower-level spirit, response:	so I really shouldn't be paying you more than half.
context: Mob Psycho 100\Spirits and Such Consultation Office\Man, you're a lifesaver.\I never thought that an evil spirit would actually show up.\Here. Your pay for the day.\Oh, thank you.\That one today was a lower-level spirit,\so I really shouldn't be paying you more than half. response:	But I'll give you your hourly pay. Think of it as a bonus.
context: Spirits and Such Consultation Office\Man, you're a lifesaver.\I never thought that an evil spirit would actually show up.\Here. Your pay for the day.\Oh, thank you.\That one today was a lower-level spirit,\so I really shouldn't be paying you more than half.\But I'll give you your hourly pay. Think of it as a bonus. response:	Right...
context: Man, you're a lifesaver.\I never thought that an evil spirit would actually show up.\Here. Your pay for the day.\Oh, thank you.\That one today was a lower-level spirit,\so I really shouldn't be paying you more than half.\But I'll give you your hourly pay. Think of it as a bonus.\Right... response:	What? Do you have a problem with that?
context: I never thought that an evil spirit would actually show up.\Here. Your pay for the day.\Oh, thank you.\That one today was a lower-level spirit,\so I really shouldn't be paying you more than half.\But I'll give you your hourly pay. Think of it as a bonus.\Right...\What? Do you have a problem with that? response:	Oh, no.
context: Here. Your pay for the day.\Oh, thank you.\That one today was a lower-level spirit,\so I really shouldn't be paying you more than half.\But I'll give you your hourly pay. Think of it as a bonus.\Right...\What? Do you have a problem with that?\Oh, no. response:	But the spirit back there really was a lower-level spirit.
context: Oh, thank you.\That one today was a lower-level spirit,\so I really shouldn't be paying you more than half.\But I'll give you your hourly pay. Think of it as a bonus.\Right...\What? Do you have a problem with that?\Oh, no.\But the spirit back there really was a lower-level spirit. response:	It was so weak, you...
context: That one today was a lower-level spirit,\so I really shouldn't be paying you more than half.\But I'll give you your hourly pay. Think of it as a bonus.\Right...\What? Do you have a problem with that?\Oh, no.\But the spirit back there really was a lower-level spirit.\It was so weak, you... response:	Y-You idiot!
context: so I really shouldn't be paying you more than half.\But I'll give you your hourly pay. Think of it as a bonus.\Right...\What? Do you have a problem with that?\Oh, no.\But the spirit back there really was a lower-level spirit.\It was so weak, you...\Y-You idiot! response:	When you get to my level, you get so strong,
context: But I'll give you your hourly pay. Think of it as a bonus.\Right...\What? Do you have a problem with that?\Oh, no.\But the spirit back there really was a lower-level spirit.\It was so weak, you...\Y-You idiot!\When you get to my level, you get so strong, response:	you end up melting everyone around you during a simple exorcism.
context: Right...\What? Do you have a problem with that?\Oh, no.\But the spirit back there really was a lower-level spirit.\It was so weak, you...\Y-You idiot!\When you get to my level, you get so strong,\you end up melting everyone around you during a simple exorcism. response:	That's why I ask you to take care of the weaker ones.
context: What? Do you have a problem with that?\Oh, no.\But the spirit back there really was a lower-level spirit.\It was so weak, you...\Y-You idiot!\When you get to my level, you get so strong,\you end up melting everyone around you during a simple exorcism.\That's why I ask you to take care of the weaker ones. response:	Really?
context: Oh, no.\But the spirit back there really was a lower-level spirit.\It was so weak, you...\Y-You idiot!\When you get to my level, you get so strong,\you end up melting everyone around you during a simple exorcism.\That's why I ask you to take care of the weaker ones.\Really? response:	I'm also not quite sure what you mean by melt, either...
context: But the spirit back there really was a lower-level spirit.\It was so weak, you...\Y-You idiot!\When you get to my level, you get so strong,\you end up melting everyone around you during a simple exorcism.\That's why I ask you to take care of the weaker ones.\Really?\I'm also not quite sure what you mean by melt, either... response:	Mob, you idiot!
context: It was so weak, you...\Y-You idiot!\When you get to my level, you get so strong,\you end up melting everyone around you during a simple exorcism.\That's why I ask you to take care of the weaker ones.\Really?\I'm also not quite sure what you mean by melt, either...\Mob, you idiot! response:	That's because you lack training!
context: Y-You idiot!\When you get to my level, you get so strong,\you end up melting everyone around you during a simple exorcism.\That's why I ask you to take care of the weaker ones.\Really?\I'm also not quite sure what you mean by melt, either...\Mob, you idiot!\That's because you lack training! response:	The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office
context: When you get to my level, you get so strong,\you end up melting everyone around you during a simple exorcism.\That's why I ask you to take care of the weaker ones.\Really?\I'm also not quite sure what you mean by melt, either...\Mob, you idiot!\That's because you lack training!\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office response:	You need to learn everything you can from me, your master!
context: you end up melting everyone around you during a simple exorcism.\That's why I ask you to take care of the weaker ones.\Really?\I'm also not quite sure what you mean by melt, either...\Mob, you idiot!\That's because you lack training!\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\You need to learn everything you can from me, your master! response:	Your powers are meant to be used. Not doing so would be a waste.
context: That's why I ask you to take care of the weaker ones.\Really?\I'm also not quite sure what you mean by melt, either...\Mob, you idiot!\That's because you lack training!\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\You need to learn everything you can from me, your master!\Your powers are meant to be used. Not doing so would be a waste. response:	Working for me lets you help others, while also being training for you.
context: Really?\I'm also not quite sure what you mean by melt, either...\Mob, you idiot!\That's because you lack training!\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\You need to learn everything you can from me, your master!\Your powers are meant to be used. Not doing so would be a waste.\Working for me lets you help others, while also being training for you. response:	You're killing two birds with one stone!
context: I'm also not quite sure what you mean by melt, either...\Mob, you idiot!\That's because you lack training!\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\You need to learn everything you can from me, your master!\Your powers are meant to be used. Not doing so would be a waste.\Working for me lets you help others, while also being training for you.\You're killing two birds with one stone! response:	However, if you misuse a power that's all too great,
context: Mob, you idiot!\That's because you lack training!\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\You need to learn everything you can from me, your master!\Your powers are meant to be used. Not doing so would be a waste.\Working for me lets you help others, while also being training for you.\You're killing two birds with one stone!\However, if you misuse a power that's all too great, response:	you will only destroy yourself.
context: That's because you lack training!\The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\You need to learn everything you can from me, your master!\Your powers are meant to be used. Not doing so would be a waste.\Working for me lets you help others, while also being training for you.\You're killing two birds with one stone!\However, if you misuse a power that's all too great,\you will only destroy yourself. response:	That's why I'm teaching you how to control your powers so they don't go berserk.
context: The New Star of the 21st Century Reigen Arataka Spirits and Such Consultation Office\You need to learn everything you can from me, your master!\Your powers are meant to be used. Not doing so would be a waste.\Working for me lets you help others, while also being training for you.\You're killing two birds with one stone!\However, if you misuse a power that's all too great,\you will only destroy yourself.\That's why I'm teaching you how to control your powers so they don't go berserk. response:	That's why I'm teaching you how to control your powers so they don't go berserk.
context: You need to learn everything you can from me, your master!\Your powers are meant to be used. Not doing so would be a waste.\Working for me lets you help others, while also being training for you.\You're killing two birds with one stone!\However, if you misuse a power that's all too great,\you will only destroy yourself.\That's why I'm teaching you how to control your powers so they don't go berserk.\That's why I'm teaching you how to control your powers so they don't go berserk. response:	You promised me, didn't you?
context: Your powers are meant to be used. Not doing so would be a waste.\Working for me lets you help others, while also being training for you.\You're killing two birds with one stone!\However, if you misuse a power that's all too great,\you will only destroy yourself.\That's why I'm teaching you how to control your powers so they don't go berserk.\That's why I'm teaching you how to control your powers so they don't go berserk.\You promised me, didn't you? response:	That you wouldn't use your psychic powers against other people.
context: Working for me lets you help others, while also being training for you.\You're killing two birds with one stone!\However, if you misuse a power that's all too great,\you will only destroy yourself.\That's why I'm teaching you how to control your powers so they don't go berserk.\That's why I'm teaching you how to control your powers so they don't go berserk.\You promised me, didn't you?\That you wouldn't use your psychic powers against other people. response:	Progress Toward
context: You're killing two birds with one stone!\However, if you misuse a power that's all too great,\you will only destroy yourself.\That's why I'm teaching you how to control your powers so they don't go berserk.\That's why I'm teaching you how to control your powers so they don't go berserk.\You promised me, didn't you?\That you wouldn't use your psychic powers against other people.\Progress Toward response:	Mob's Explosion
context: However, if you misuse a power that's all too great,\you will only destroy yourself.\That's why I'm teaching you how to control your powers so they don't go berserk.\That's why I'm teaching you how to control your powers so they don't go berserk.\You promised me, didn't you?\That you wouldn't use your psychic powers against other people.\Progress Toward\Mob's Explosion response:	Progress Toward Mob's Explosion: 22
context: you will only destroy yourself.\That's why I'm teaching you how to control your powers so they don't go berserk.\That's why I'm teaching you how to control your powers so they don't go berserk.\You promised me, didn't you?\That you wouldn't use your psychic powers against other people.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 22 response:	Ah...
context: That's why I'm teaching you how to control your powers so they don't go berserk.\That's why I'm teaching you how to control your powers so they don't go berserk.\You promised me, didn't you?\That you wouldn't use your psychic powers against other people.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 22\Ah... response:	There you go again, bending spoons.
context: That's why I'm teaching you how to control your powers so they don't go berserk.\You promised me, didn't you?\That you wouldn't use your psychic powers against other people.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 22\Ah...\There you go again, bending spoons. response:	You really need to drop that habit.
context: You promised me, didn't you?\That you wouldn't use your psychic powers against other people.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 22\Ah...\There you go again, bending spoons.\You really need to drop that habit. response:	Oh, come now. Shigeo's going through puberty.
context: That you wouldn't use your psychic powers against other people.\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 22\Ah...\There you go again, bending spoons.\You really need to drop that habit.\Oh, come now. Shigeo's going through puberty. response:	Let him bend some spoons.
context: Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 22\Ah...\There you go again, bending spoons.\You really need to drop that habit.\Oh, come now. Shigeo's going through puberty.\Let him bend some spoons. response:	Right?
context: Mob's Explosion\Progress Toward Mob's Explosion: 22\Ah...\There you go again, bending spoons.\You really need to drop that habit.\Oh, come now. Shigeo's going through puberty.\Let him bend some spoons.\Right? response:	Heh, sorry.
context: Progress Toward Mob's Explosion: 22\Ah...\There you go again, bending spoons.\You really need to drop that habit.\Oh, come now. Shigeo's going through puberty.\Let him bend some spoons.\Right?\Heh, sorry. response:	And there you go, spoiling him again.
context: Ah...\There you go again, bending spoons.\You really need to drop that habit.\Oh, come now. Shigeo's going through puberty.\Let him bend some spoons.\Right?\Heh, sorry.\And there you go, spoiling him again. response:	You need to learn from Ritsu, Shige.
context: There you go again, bending spoons.\You really need to drop that habit.\Oh, come now. Shigeo's going through puberty.\Let him bend some spoons.\Right?\Heh, sorry.\And there you go, spoiling him again.\You need to learn from Ritsu, Shige. response:	He got another perfect score on his quiz today.
context: You really need to drop that habit.\Oh, come now. Shigeo's going through puberty.\Let him bend some spoons.\Right?\Heh, sorry.\And there you go, spoiling him again.\You need to learn from Ritsu, Shige.\He got another perfect score on his quiz today. response:	Anyone can do that, Mom.
context: Oh, come now. Shigeo's going through puberty.\Let him bend some spoons.\Right?\Heh, sorry.\And there you go, spoiling him again.\You need to learn from Ritsu, Shige.\He got another perfect score on his quiz today.\Anyone can do that, Mom. response:	If there's anything troubling you, let me know, Nii-san.
context: Let him bend some spoons.\Right?\Heh, sorry.\And there you go, spoiling him again.\You need to learn from Ritsu, Shige.\He got another perfect score on his quiz today.\Anyone can do that, Mom.\If there's anything troubling you, let me know, Nii-san. response:	I'll be there to listen any time.
context: Right?\Heh, sorry.\And there you go, spoiling him again.\You need to learn from Ritsu, Shige.\He got another perfect score on his quiz today.\Anyone can do that, Mom.\If there's anything troubling you, let me know, Nii-san.\I'll be there to listen any time. response:	Kageyama Ritsu
context: Heh, sorry.\And there you go, spoiling him again.\You need to learn from Ritsu, Shige.\He got another perfect score on his quiz today.\Anyone can do that, Mom.\If there's anything troubling you, let me know, Nii-san.\I'll be there to listen any time.\Kageyama Ritsu response:	Right. Thanks, Ritsu.
context: And there you go, spoiling him again.\You need to learn from Ritsu, Shige.\He got another perfect score on his quiz today.\Anyone can do that, Mom.\If there's anything troubling you, let me know, Nii-san.\I'll be there to listen any time.\Kageyama Ritsu\Right. Thanks, Ritsu. response:	And now you're spoiling him, too, Ritsu.
context: You need to learn from Ritsu, Shige.\He got another perfect score on his quiz today.\Anyone can do that, Mom.\If there's anything troubling you, let me know, Nii-san.\I'll be there to listen any time.\Kageyama Ritsu\Right. Thanks, Ritsu.\And now you're spoiling him, too, Ritsu. response:	The next one you bend gets replaced using your allowance, you hear?
context: He got another perfect score on his quiz today.\Anyone can do that, Mom.\If there's anything troubling you, let me know, Nii-san.\I'll be there to listen any time.\Kageyama Ritsu\Right. Thanks, Ritsu.\And now you're spoiling him, too, Ritsu.\The next one you bend gets replaced using your allowance, you hear? response:	Huh?
context: Anyone can do that, Mom.\If there's anything troubling you, let me know, Nii-san.\I'll be there to listen any time.\Kageyama Ritsu\Right. Thanks, Ritsu.\And now you're spoiling him, too, Ritsu.\The next one you bend gets replaced using your allowance, you hear?\Huh? response:	Sorry, Nii-san.
context: If there's anything troubling you, let me know, Nii-san.\I'll be there to listen any time.\Kageyama Ritsu\Right. Thanks, Ritsu.\And now you're spoiling him, too, Ritsu.\The next one you bend gets replaced using your allowance, you hear?\Huh?\Sorry, Nii-san. response:	There's nothing I can do about that.
context: I'll be there to listen any time.\Kageyama Ritsu\Right. Thanks, Ritsu.\And now you're spoiling him, too, Ritsu.\The next one you bend gets replaced using your allowance, you hear?\Huh?\Sorry, Nii-san.\There's nothing I can do about that. response:	Now you're in a real pickle, Shigeo.
context: Kageyama Ritsu\Right. Thanks, Ritsu.\And now you're spoiling him, too, Ritsu.\The next one you bend gets replaced using your allowance, you hear?\Huh?\Sorry, Nii-san.\There's nothing I can do about that.\Now you're in a real pickle, Shigeo. response:	Seasoning City, Salt Middle School
context: Right. Thanks, Ritsu.\And now you're spoiling him, too, Ritsu.\The next one you bend gets replaced using your allowance, you hear?\Huh?\Sorry, Nii-san.\There's nothing I can do about that.\Now you're in a real pickle, Shigeo.\Seasoning City, Salt Middle School response:	Morning!
context: And now you're spoiling him, too, Ritsu.\The next one you bend gets replaced using your allowance, you hear?\Huh?\Sorry, Nii-san.\There's nothing I can do about that.\Now you're in a real pickle, Shigeo.\Seasoning City, Salt Middle School\Morning! response:	Salt Middle School
context: The next one you bend gets replaced using your allowance, you hear?\Huh?\Sorry, Nii-san.\There's nothing I can do about that.\Now you're in a real pickle, Shigeo.\Seasoning City, Salt Middle School\Morning!\Salt Middle School response:	Right?
context: Huh?\Sorry, Nii-san.\There's nothing I can do about that.\Now you're in a real pickle, Shigeo.\Seasoning City, Salt Middle School\Morning!\Salt Middle School\Right? response:	Good morning, Tsubomi!
context: Sorry, Nii-san.\There's nothing I can do about that.\Now you're in a real pickle, Shigeo.\Seasoning City, Salt Middle School\Morning!\Salt Middle School\Right?\Good morning, Tsubomi! response:	Morning!
context: There's nothing I can do about that.\Now you're in a real pickle, Shigeo.\Seasoning City, Salt Middle School\Morning!\Salt Middle School\Right?\Good morning, Tsubomi!\Morning! response:	What a beautiful day!
context: Now you're in a real pickle, Shigeo.\Seasoning City, Salt Middle School\Morning!\Salt Middle School\Right?\Good morning, Tsubomi!\Morning!\What a beautiful day! response:	Oh, yeah. On TV yesterday...
context: Seasoning City, Salt Middle School\Morning!\Salt Middle School\Right?\Good morning, Tsubomi!\Morning!\What a beautiful day!\Oh, yeah. On TV yesterday... response:	What?
context: Morning!\Salt Middle School\Right?\Good morning, Tsubomi!\Morning!\What a beautiful day!\Oh, yeah. On TV yesterday...\What? response:	Tsubomi-chan's as cute as ever today...
context: Salt Middle School\Right?\Good morning, Tsubomi!\Morning!\What a beautiful day!\Oh, yeah. On TV yesterday...\What?\Tsubomi-chan's as cute as ever today... response:	Okay, so, what would be the answer here?
context: Right?\Good morning, Tsubomi!\Morning!\What a beautiful day!\Oh, yeah. On TV yesterday...\What?\Tsubomi-chan's as cute as ever today...\Okay, so, what would be the answer here? response:	Let's go with Kageyama.
context: Good morning, Tsubomi!\Morning!\What a beautiful day!\Oh, yeah. On TV yesterday...\What?\Tsubomi-chan's as cute as ever today...\Okay, so, what would be the answer here?\Let's go with Kageyama. response:	Y-Yes, sir...
context: Morning!\What a beautiful day!\Oh, yeah. On TV yesterday...\What?\Tsubomi-chan's as cute as ever today...\Okay, so, what would be the answer here?\Let's go with Kageyama.\Y-Yes, sir... response:	Arithmetic I
context: What a beautiful day!\Oh, yeah. On TV yesterday...\What?\Tsubomi-chan's as cute as ever today...\Okay, so, what would be the answer here?\Let's go with Kageyama.\Y-Yes, sir...\Arithmetic I response:	I have no idea.
context: Oh, yeah. On TV yesterday...\What?\Tsubomi-chan's as cute as ever today...\Okay, so, what would be the answer here?\Let's go with Kageyama.\Y-Yes, sir...\Arithmetic I\I have no idea. response:	If you can't solve this, that'd mean the only thing you know is addition.
context: What?\Tsubomi-chan's as cute as ever today...\Okay, so, what would be the answer here?\Let's go with Kageyama.\Y-Yes, sir...\Arithmetic I\I have no idea.\If you can't solve this, that'd mean the only thing you know is addition. response:	You were asleep, weren't you?
context: Tsubomi-chan's as cute as ever today...\Okay, so, what would be the answer here?\Let's go with Kageyama.\Y-Yes, sir...\Arithmetic I\I have no idea.\If you can't solve this, that'd mean the only thing you know is addition.\You were asleep, weren't you? response:	Forget it. Sit down.
context: Okay, so, what would be the answer here?\Let's go with Kageyama.\Y-Yes, sir...\Arithmetic I\I have no idea.\If you can't solve this, that'd mean the only thing you know is addition.\You were asleep, weren't you?\Forget it. Sit down. response:	There it goes!
context: Let's go with Kageyama.\Y-Yes, sir...\Arithmetic I\I have no idea.\If you can't solve this, that'd mean the only thing you know is addition.\You were asleep, weren't you?\Forget it. Sit down.\There it goes! response:	This way!
context: Y-Yes, sir...\Arithmetic I\I have no idea.\If you can't solve this, that'd mean the only thing you know is addition.\You were asleep, weren't you?\Forget it. Sit down.\There it goes!\This way! response:	Pass, pass, pass!
context: Arithmetic I\I have no idea.\If you can't solve this, that'd mean the only thing you know is addition.\You were asleep, weren't you?\Forget it. Sit down.\There it goes!\This way!\Pass, pass, pass! response:	Go, go!
context: I have no idea.\If you can't solve this, that'd mean the only thing you know is addition.\You were asleep, weren't you?\Forget it. Sit down.\There it goes!\This way!\Pass, pass, pass!\Go, go! response:	Stop'em!
context: If you can't solve this, that'd mean the only thing you know is addition.\You were asleep, weren't you?\Forget it. Sit down.\There it goes!\This way!\Pass, pass, pass!\Go, go!\Stop'em! response:	Pass, pass!
context: You were asleep, weren't you?\Forget it. Sit down.\There it goes!\This way!\Pass, pass, pass!\Go, go!\Stop'em!\Pass, pass! response:	Go!
context: Forget it. Sit down.\There it goes!\This way!\Pass, pass, pass!\Go, go!\Stop'em!\Pass, pass!\Go! response:	Reigen Arataka
context: There it goes!\This way!\Pass, pass, pass!\Go, go!\Stop'em!\Pass, pass!\Go!\Reigen Arataka response:	Hello?
context: This way!\Pass, pass, pass!\Go, go!\Stop'em!\Pass, pass!\Go!\Reigen Arataka\Hello? response:	Ah, Mob?
context: Pass, pass, pass!\Go, go!\Stop'em!\Pass, pass!\Go!\Reigen Arataka\Hello?\Ah, Mob? response:	Sorry to call you two days in a row,
context: Go, go!\Stop'em!\Pass, pass!\Go!\Reigen Arataka\Hello?\Ah, Mob?\Sorry to call you two days in a row, response:	but could you come down to the station right now?
context: Stop'em!\Pass, pass!\Go!\Reigen Arataka\Hello?\Ah, Mob?\Sorry to call you two days in a row,\but could you come down to the station right now? response:	The station?
context: Pass, pass!\Go!\Reigen Arataka\Hello?\Ah, Mob?\Sorry to call you two days in a row,\but could you come down to the station right now?\The station? response:	Yeah.
context: Go!\Reigen Arataka\Hello?\Ah, Mob?\Sorry to call you two days in a row,\but could you come down to the station right now?\The station?\Yeah. response:	Today's job is a big one.
context: Reigen Arataka\Hello?\Ah, Mob?\Sorry to call you two days in a row,\but could you come down to the station right now?\The station?\Yeah.\Today's job is a big one. response:	Oh. All right.
context: Hello?\Ah, Mob?\Sorry to call you two days in a row,\but could you come down to the station right now?\The station?\Yeah.\Today's job is a big one.\Oh. All right. response:	Progress Toward Mob's Explosion: 25
context: Ah, Mob?\Sorry to call you two days in a row,\but could you come down to the station right now?\The station?\Yeah.\Today's job is a big one.\Oh. All right.\Progress Toward Mob's Explosion: 25 response:	Today's job is from a local neighborhood council.
context: Sorry to call you two days in a row,\but could you come down to the station right now?\The station?\Yeah.\Today's job is a big one.\Oh. All right.\Progress Toward Mob's Explosion: 25\Today's job is from a local neighborhood council. response:	The location is Honeido Tunnel along the old highway.
context: but could you come down to the station right now?\The station?\Yeah.\Today's job is a big one.\Oh. All right.\Progress Toward Mob's Explosion: 25\Today's job is from a local neighborhood council.\The location is Honeido Tunnel along the old highway. response:	It's a famous haunted place.
context: The station?\Yeah.\Today's job is a big one.\Oh. All right.\Progress Toward Mob's Explosion: 25\Today's job is from a local neighborhood council.\The location is Honeido Tunnel along the old highway.\It's a famous haunted place. response:	Famous Haunted Spot
context: Yeah.\Today's job is a big one.\Oh. All right.\Progress Toward Mob's Explosion: 25\Today's job is from a local neighborhood council.\The location is Honeido Tunnel along the old highway.\It's a famous haunted place.\Famous Haunted Spot response:	Terror
