context: Episode 10 Umaru and Now and Once Upon a Time response:	I keep telling her she needs to sleep in her bed,
context: You idiot!\At least eat your green peppers.\I don't care if you make those dramatic reactions, as long as you eat them.\Umaru, wake up.\Good morning, Onii-chan.\Here's your lunch.\Onii-chan, you didn't put green peppers in my lunch, did you?\Nope... response:	Stop sniffing it, and go!
context: At least eat your green peppers.\I don't care if you make those dramatic reactions, as long as you eat them.\Umaru, wake up.\Good morning, Onii-chan.\Here's your lunch.\Onii-chan, you didn't put green peppers in my lunch, did you?\Nope...\Stop sniffing it, and go! response:	You always bring a lunch, Ebina-chan.
context: I don't care if you make those dramatic reactions, as long as you eat them.\Umaru, wake up.\Good morning, Onii-chan.\Here's your lunch.\Onii-chan, you didn't put green peppers in my lunch, did you?\Nope...\Stop sniffing it, and go!\You always bring a lunch, Ebina-chan. response:	Y-Yes.
context: Umaru, wake up.\Good morning, Onii-chan.\Here's your lunch.\Onii-chan, you didn't put green peppers in my lunch, did you?\Nope...\Stop sniffing it, and go!\You always bring a lunch, Ebina-chan.\Y-Yes. response:	I finished my lunch first!
context: Good morning, Onii-chan.\Here's your lunch.\Onii-chan, you didn't put green peppers in my lunch, did you?\Nope...\Stop sniffing it, and go!\You always bring a lunch, Ebina-chan.\Y-Yes.\I finished my lunch first! response:	It's so hard to make them in the morning...
context: Here's your lunch.\Onii-chan, you didn't put green peppers in my lunch, did you?\Nope...\Stop sniffing it, and go!\You always bring a lunch, Ebina-chan.\Y-Yes.\I finished my lunch first!\It's so hard to make them in the morning... response:	Oh, but I guess it's the same for you, Umaru-chan.
context: Onii-chan, you didn't put green peppers in my lunch, did you?\Nope...\Stop sniffing it, and go!\You always bring a lunch, Ebina-chan.\Y-Yes.\I finished my lunch first!\It's so hard to make them in the morning...\Oh, but I guess it's the same for you, Umaru-chan. response:	Oh, well, in my case, Onii-chan...
context: Nope...\Stop sniffing it, and go!\You always bring a lunch, Ebina-chan.\Y-Yes.\I finished my lunch first!\It's so hard to make them in the morning...\Oh, but I guess it's the same for you, Umaru-chan.\Oh, well, in my case, Onii-chan... response:	Don't be a picky eater.
context: Stop sniffing it, and go!\You always bring a lunch, Ebina-chan.\Y-Yes.\I finished my lunch first!\It's so hard to make them in the morning...\Oh, but I guess it's the same for you, Umaru-chan.\Oh, well, in my case, Onii-chan...\Don't be a picky eater. response:	Onii-chan's such a picky eater, it's difficult to make his lunches.
context: You always bring a lunch, Ebina-chan.\Y-Yes.\I finished my lunch first!\It's so hard to make them in the morning...\Oh, but I guess it's the same for you, Umaru-chan.\Oh, well, in my case, Onii-chan...\Don't be a picky eater.\Onii-chan's such a picky eater, it's difficult to make his lunches. response:	Wow. You make your brother's lunches, too?
context: Y-Yes.\I finished my lunch first!\It's so hard to make them in the morning...\Oh, but I guess it's the same for you, Umaru-chan.\Oh, well, in my case, Onii-chan...\Don't be a picky eater.\Onii-chan's such a picky eater, it's difficult to make his lunches.\Wow. You make your brother's lunches, too? response:	It's not a big deal.
context: I finished my lunch first!\It's so hard to make them in the morning...\Oh, but I guess it's the same for you, Umaru-chan.\Oh, well, in my case, Onii-chan...\Don't be a picky eater.\Onii-chan's such a picky eater, it's difficult to make his lunches.\Wow. You make your brother's lunches, too?\It's not a big deal. response:	No, it's amazing.
context: It's so hard to make them in the morning...\Oh, but I guess it's the same for you, Umaru-chan.\Oh, well, in my case, Onii-chan...\Don't be a picky eater.\Onii-chan's such a picky eater, it's difficult to make his lunches.\Wow. You make your brother's lunches, too?\It's not a big deal.\No, it's amazing. response:	It's hard enough for me just to make my own.
context: Oh, but I guess it's the same for you, Umaru-chan.\Oh, well, in my case, Onii-chan...\Don't be a picky eater.\Onii-chan's such a picky eater, it's difficult to make his lunches.\Wow. You make your brother's lunches, too?\It's not a big deal.\No, it's amazing.\It's hard enough for me just to make my own. response:	Making two really isn't that much more work than making one.
context: Oh, well, in my case, Onii-chan...\Don't be a picky eater.\Onii-chan's such a picky eater, it's difficult to make his lunches.\Wow. You make your brother's lunches, too?\It's not a big deal.\No, it's amazing.\It's hard enough for me just to make my own.\Making two really isn't that much more work than making one. response:	Really?
context: Don't be a picky eater.\Onii-chan's such a picky eater, it's difficult to make his lunches.\Wow. You make your brother's lunches, too?\It's not a big deal.\No, it's amazing.\It's hard enough for me just to make my own.\Making two really isn't that much more work than making one.\Really? response:	Y-Yeah...
context: Onii-chan's such a picky eater, it's difficult to make his lunches.\Wow. You make your brother's lunches, too?\It's not a big deal.\No, it's amazing.\It's hard enough for me just to make my own.\Making two really isn't that much more work than making one.\Really?\Y-Yeah... response:	Lunch break's almost over, so let's hurry and eat.
context: Wow. You make your brother's lunches, too?\It's not a big deal.\No, it's amazing.\It's hard enough for me just to make my own.\Making two really isn't that much more work than making one.\Really?\Y-Yeah...\Lunch break's almost over, so let's hurry and eat. response:	Okay.
context: It's not a big deal.\No, it's amazing.\It's hard enough for me just to make my own.\Making two really isn't that much more work than making one.\Really?\Y-Yeah...\Lunch break's almost over, so let's hurry and eat.\Okay. response:	Hamburg steak!
context: No, it's amazing.\It's hard enough for me just to make my own.\Making two really isn't that much more work than making one.\Really?\Y-Yeah...\Lunch break's almost over, so let's hurry and eat.\Okay.\Hamburg steak! response:	There are green peppers in it!
context: It's hard enough for me just to make my own.\Making two really isn't that much more work than making one.\Really?\Y-Yeah...\Lunch break's almost over, so let's hurry and eat.\Okay.\Hamburg steak!\There are green peppers in it! response:	Ah, Hamburg steak with green peppers.
context: Making two really isn't that much more work than making one.\Really?\Y-Yeah...\Lunch break's almost over, so let's hurry and eat.\Okay.\Hamburg steak!\There are green peppers in it!\Ah, Hamburg steak with green peppers. response:	Huh? Y-Yeah. Onii-chan hates green peppers.
context: Really?\Y-Yeah...\Lunch break's almost over, so let's hurry and eat.\Okay.\Hamburg steak!\There are green peppers in it!\Ah, Hamburg steak with green peppers.\Huh? Y-Yeah. Onii-chan hates green peppers. response:	Huh? He does?
context: Y-Yeah...\Lunch break's almost over, so let's hurry and eat.\Okay.\Hamburg steak!\There are green peppers in it!\Ah, Hamburg steak with green peppers.\Huh? Y-Yeah. Onii-chan hates green peppers.\Huh? He does? response:	But you're amazing, Umaru-chan.
context: Lunch break's almost over, so let's hurry and eat.\Okay.\Hamburg steak!\There are green peppers in it!\Ah, Hamburg steak with green peppers.\Huh? Y-Yeah. Onii-chan hates green peppers.\Huh? He does?\But you're amazing, Umaru-chan. response:	Hamburg steak with green peppers is a lot of work to do in the morning.
context: Okay.\Hamburg steak!\There are green peppers in it!\Ah, Hamburg steak with green peppers.\Huh? Y-Yeah. Onii-chan hates green peppers.\Huh? He does?\But you're amazing, Umaru-chan.\Hamburg steak with green peppers is a lot of work to do in the morning. response:	You don't eat vegetables,
context: Hamburg steak!\There are green peppers in it!\Ah, Hamburg steak with green peppers.\Huh? Y-Yeah. Onii-chan hates green peppers.\Huh? He does?\But you're amazing, Umaru-chan.\Hamburg steak with green peppers is a lot of work to do in the morning.\You don't eat vegetables, response:	so I chop them up finely, change the seasoning...
context: There are green peppers in it!\Ah, Hamburg steak with green peppers.\Huh? Y-Yeah. Onii-chan hates green peppers.\Huh? He does?\But you're amazing, Umaru-chan.\Hamburg steak with green peppers is a lot of work to do in the morning.\You don't eat vegetables,\so I chop them up finely, change the seasoning... response:	I put a lot of work into making it for you.
context: Ah, Hamburg steak with green peppers.\Huh? Y-Yeah. Onii-chan hates green peppers.\Huh? He does?\But you're amazing, Umaru-chan.\Hamburg steak with green peppers is a lot of work to do in the morning.\You don't eat vegetables,\so I chop them up finely, change the seasoning...\I put a lot of work into making it for you. response:	I'm sure Onii-san is very happy
context: Huh? Y-Yeah. Onii-chan hates green peppers.\Huh? He does?\But you're amazing, Umaru-chan.\Hamburg steak with green peppers is a lot of work to do in the morning.\You don't eat vegetables,\so I chop them up finely, change the seasoning...\I put a lot of work into making it for you.\I'm sure Onii-san is very happy response:	that you add them in a way that he can eat them.
context: Huh? He does?\But you're amazing, Umaru-chan.\Hamburg steak with green peppers is a lot of work to do in the morning.\You don't eat vegetables,\so I chop them up finely, change the seasoning...\I put a lot of work into making it for you.\I'm sure Onii-san is very happy\that you add them in a way that he can eat them. response:	Yeah.
context: But you're amazing, Umaru-chan.\Hamburg steak with green peppers is a lot of work to do in the morning.\You don't eat vegetables,\so I chop them up finely, change the seasoning...\I put a lot of work into making it for you.\I'm sure Onii-san is very happy\that you add them in a way that he can eat them.\Yeah. response:	I'm home.
context: Hamburg steak with green peppers is a lot of work to do in the morning.\You don't eat vegetables,\so I chop them up finely, change the seasoning...\I put a lot of work into making it for you.\I'm sure Onii-san is very happy\that you add them in a way that he can eat them.\Yeah.\I'm home. response:	So tired.
context: You don't eat vegetables,\so I chop them up finely, change the seasoning...\I put a lot of work into making it for you.\I'm sure Onii-san is very happy\that you add them in a way that he can eat them.\Yeah.\I'm home.\So tired. response:	Umaru Dive!
context: so I chop them up finely, change the seasoning...\I put a lot of work into making it for you.\I'm sure Onii-san is very happy\that you add them in a way that he can eat them.\Yeah.\I'm home.\So tired.\Umaru Dive! response:	Hey! You really need to stop that!
context: I put a lot of work into making it for you.\I'm sure Onii-san is very happy\that you add them in a way that he can eat them.\Yeah.\I'm home.\So tired.\Umaru Dive!\Hey! You really need to stop that! response:	What're you going to do if my glasses break?
context: I'm sure Onii-san is very happy\that you add them in a way that he can eat them.\Yeah.\I'm home.\So tired.\Umaru Dive!\Hey! You really need to stop that!\What're you going to do if my glasses break? response:	There were green peppers in my lunch today.
context: that you add them in a way that he can eat them.\Yeah.\I'm home.\So tired.\Umaru Dive!\Hey! You really need to stop that!\What're you going to do if my glasses break?\There were green peppers in my lunch today. response:	I guess even Hamburg steak didn't work.
context: Yeah.\I'm home.\So tired.\Umaru Dive!\Hey! You really need to stop that!\What're you going to do if my glasses break?\There were green peppers in my lunch today.\I guess even Hamburg steak didn't work. response:	It was a lot of work to make that.
context: I'm home.\So tired.\Umaru Dive!\Hey! You really need to stop that!\What're you going to do if my glasses break?\There were green peppers in my lunch today.\I guess even Hamburg steak didn't work.\It was a lot of work to make that. response:	I know.
context: So tired.\Umaru Dive!\Hey! You really need to stop that!\What're you going to do if my glasses break?\There were green peppers in my lunch today.\I guess even Hamburg steak didn't work.\It was a lot of work to make that.\I know. response:	Huh?
context: Umaru Dive!\Hey! You really need to stop that!\What're you going to do if my glasses break?\There were green peppers in my lunch today.\I guess even Hamburg steak didn't work.\It was a lot of work to make that.\I know.\Huh? response:	So from now on, just green pepper stir-fry is fine.
context: Hey! You really need to stop that!\What're you going to do if my glasses break?\There were green peppers in my lunch today.\I guess even Hamburg steak didn't work.\It was a lot of work to make that.\I know.\Huh?\So from now on, just green pepper stir-fry is fine. response:	Umaru?
context: What're you going to do if my glasses break?\There were green peppers in my lunch today.\I guess even Hamburg steak didn't work.\It was a lot of work to make that.\I know.\Huh?\So from now on, just green pepper stir-fry is fine.\Umaru? response:	Are you all right? Did you eat something weird?
context: There were green peppers in my lunch today.\I guess even Hamburg steak didn't work.\It was a lot of work to make that.\I know.\Huh?\So from now on, just green pepper stir-fry is fine.\Umaru?\Are you all right? Did you eat something weird? response:	Umaru Dive!
context: I guess even Hamburg steak didn't work.\It was a lot of work to make that.\I know.\Huh?\So from now on, just green pepper stir-fry is fine.\Umaru?\Are you all right? Did you eat something weird?\Umaru Dive! response:	I said stop that!
context: It was a lot of work to make that.\I know.\Huh?\So from now on, just green pepper stir-fry is fine.\Umaru?\Are you all right? Did you eat something weird?\Umaru Dive!\I said stop that! response:	Nassuu's Weird Dance Moves
context: I know.\Huh?\So from now on, just green pepper stir-fry is fine.\Umaru?\Are you all right? Did you eat something weird?\Umaru Dive!\I said stop that!\Nassuu's Weird Dance Moves response:	Nassuu's always so funny.
context: Huh?\So from now on, just green pepper stir-fry is fine.\Umaru?\Are you all right? Did you eat something weird?\Umaru Dive!\I said stop that!\Nassuu's Weird Dance Moves\Nassuu's always so funny. response:	I never get tired of his face or his moves.
context: So from now on, just green pepper stir-fry is fine.\Umaru?\Are you all right? Did you eat something weird?\Umaru Dive!\I said stop that!\Nassuu's Weird Dance Moves\Nassuu's always so funny.\I never get tired of his face or his moves. response:	But the Internet is really amazing, since it lets me watch
context: Umaru?\Are you all right? Did you eat something weird?\Umaru Dive!\I said stop that!\Nassuu's Weird Dance Moves\Nassuu's always so funny.\I never get tired of his face or his moves.\But the Internet is really amazing, since it lets me watch response:	all this amusing stuff for free.
context: Are you all right? Did you eat something weird?\Umaru Dive!\I said stop that!\Nassuu's Weird Dance Moves\Nassuu's always so funny.\I never get tired of his face or his moves.\But the Internet is really amazing, since it lets me watch\all this amusing stuff for free. response:	I'm connected to the world right now!
context: Umaru Dive!\I said stop that!\Nassuu's Weird Dance Moves\Nassuu's always so funny.\I never get tired of his face or his moves.\But the Internet is really amazing, since it lets me watch\all this amusing stuff for free.\I'm connected to the world right now! response:	It's going to spill!
context: I said stop that!\Nassuu's Weird Dance Moves\Nassuu's always so funny.\I never get tired of his face or his moves.\But the Internet is really amazing, since it lets me watch\all this amusing stuff for free.\I'm connected to the world right now!\It's going to spill! response:	Make it in time!
context: Nassuu's Weird Dance Moves\Nassuu's always so funny.\I never get tired of his face or his moves.\But the Internet is really amazing, since it lets me watch\all this amusing stuff for free.\I'm connected to the world right now!\It's going to spill!\Make it in time! response:	Umaruun
context: Nassuu's always so funny.\I never get tired of his face or his moves.\But the Internet is really amazing, since it lets me watch\all this amusing stuff for free.\I'm connected to the world right now!\It's going to spill!\Make it in time!\Umaruun response:	Such a waste.
context: I never get tired of his face or his moves.\But the Internet is really amazing, since it lets me watch\all this amusing stuff for free.\I'm connected to the world right now!\It's going to spill!\Make it in time!\Umaruun\Such a waste. response:	It got under the desk, too.
context: But the Internet is really amazing, since it lets me watch\all this amusing stuff for free.\I'm connected to the world right now!\It's going to spill!\Make it in time!\Umaruun\Such a waste.\It got under the desk, too. response:	What's this contraption?
context: all this amusing stuff for free.\I'm connected to the world right now!\It's going to spill!\Make it in time!\Umaruun\Such a waste.\It got under the desk, too.\What's this contraption? response:	What's it doing under the desk?
context: I'm connected to the world right now!\It's going to spill!\Make it in time!\Umaruun\Such a waste.\It got under the desk, too.\What's this contraption?\What's it doing under the desk? response:	It's got a lot of glowing lights...
context: It's going to spill!\Make it in time!\Umaruun\Such a waste.\It got under the desk, too.\What's this contraption?\What's it doing under the desk?\It's got a lot of glowing lights... response:	Unable to connect to the Internet
context: Make it in time!\Umaruun\Such a waste.\It got under the desk, too.\What's this contraption?\What's it doing under the desk?\It's got a lot of glowing lights...\Unable to connect to the Internet response:	Details
context: Umaruun\Such a waste.\It got under the desk, too.\What's this contraption?\What's it doing under the desk?\It's got a lot of glowing lights...\Unable to connect to the Internet\Details response:	O-Oh, no! That contraption was for connecting to the Internet!
context: Such a waste.\It got under the desk, too.\What's this contraption?\What's it doing under the desk?\It's got a lot of glowing lights...\Unable to connect to the Internet\Details\O-Oh, no! That contraption was for connecting to the Internet! response:	Wh-Wh-What am I going to do?!
context: It got under the desk, too.\What's this contraption?\What's it doing under the desk?\It's got a lot of glowing lights...\Unable to connect to the Internet\Details\O-Oh, no! That contraption was for connecting to the Internet!\Wh-Wh-What am I going to do?! response:	I can't use the Internet!
context: What's this contraption?\What's it doing under the desk?\It's got a lot of glowing lights...\Unable to connect to the Internet\Details\O-Oh, no! That contraption was for connecting to the Internet!\Wh-Wh-What am I going to do?!\I can't use the Internet! response:	Oh, I know. I'll look it up on Yapoo Answers!
context: What's it doing under the desk?\It's got a lot of glowing lights...\Unable to connect to the Internet\Details\O-Oh, no! That contraption was for connecting to the Internet!\Wh-Wh-What am I going to do?!\I can't use the Internet!\Oh, I know. I'll look it up on Yapoo Answers! response:	Unable to connect to the Internet
context: It's got a lot of glowing lights...\Unable to connect to the Internet\Details\O-Oh, no! That contraption was for connecting to the Internet!\Wh-Wh-What am I going to do?!\I can't use the Internet!\Oh, I know. I'll look it up on Yapoo Answers!\Unable to connect to the Internet response:	Details
context: Unable to connect to the Internet\Details\O-Oh, no! That contraption was for connecting to the Internet!\Wh-Wh-What am I going to do?!\I can't use the Internet!\Oh, I know. I'll look it up on Yapoo Answers!\Unable to connect to the Internet\Details response:	I can't connect to the Internet, so I can't look it up!
context: Details\O-Oh, no! That contraption was for connecting to the Internet!\Wh-Wh-What am I going to do?!\I can't use the Internet!\Oh, I know. I'll look it up on Yapoo Answers!\Unable to connect to the Internet\Details\I can't connect to the Internet, so I can't look it up! response:	I know. I'll use my tablet...
context: O-Oh, no! That contraption was for connecting to the Internet!\Wh-Wh-What am I going to do?!\I can't use the Internet!\Oh, I know. I'll look it up on Yapoo Answers!\Unable to connect to the Internet\Details\I can't connect to the Internet, so I can't look it up!\I know. I'll use my tablet... response:	MogPad is not connected to the Internet.
context: Wh-Wh-What am I going to do?!\I can't use the Internet!\Oh, I know. I'll look it up on Yapoo Answers!\Unable to connect to the Internet\Details\I can't connect to the Internet, so I can't look it up!\I know. I'll use my tablet...\MogPad is not connected to the Internet. response:	This is a Wi-Fi model...
context: I can't use the Internet!\Oh, I know. I'll look it up on Yapoo Answers!\Unable to connect to the Internet\Details\I can't connect to the Internet, so I can't look it up!\I know. I'll use my tablet...\MogPad is not connected to the Internet.\This is a Wi-Fi model... response:	The Internet...
context: Oh, I know. I'll look it up on Yapoo Answers!\Unable to connect to the Internet\Details\I can't connect to the Internet, so I can't look it up!\I know. I'll use my tablet...\MogPad is not connected to the Internet.\This is a Wi-Fi model...\The Internet... response:	Without the Internet, I can't connect to the world.
context: Unable to connect to the Internet\Details\I can't connect to the Internet, so I can't look it up!\I know. I'll use my tablet...\MogPad is not connected to the Internet.\This is a Wi-Fi model...\The Internet...\Without the Internet, I can't connect to the world. response:	I never thought something this awful would happen.
context: Details\I can't connect to the Internet, so I can't look it up!\I know. I'll use my tablet...\MogPad is not connected to the Internet.\This is a Wi-Fi model...\The Internet...\Without the Internet, I can't connect to the world.\I never thought something this awful would happen. response:	I'll just play a game to calm my nerves.
context: I can't connect to the Internet, so I can't look it up!\I know. I'll use my tablet...\MogPad is not connected to the Internet.\This is a Wi-Fi model...\The Internet...\Without the Internet, I can't connect to the world.\I never thought something this awful would happen.\I'll just play a game to calm my nerves. response:	Unable to connect to the Internet
context: I know. I'll use my tablet...\MogPad is not connected to the Internet.\This is a Wi-Fi model...\The Internet...\Without the Internet, I can't connect to the world.\I never thought something this awful would happen.\I'll just play a game to calm my nerves.\Unable to connect to the Internet response:	Details
context: MogPad is not connected to the Internet.\This is a Wi-Fi model...\The Internet...\Without the Internet, I can't connect to the world.\I never thought something this awful would happen.\I'll just play a game to calm my nerves.\Unable to connect to the Internet\Details response:	I've been isolated from the world!
context: This is a Wi-Fi model...\The Internet...\Without the Internet, I can't connect to the world.\I never thought something this awful would happen.\I'll just play a game to calm my nerves.\Unable to connect to the Internet\Details\I've been isolated from the world! response:	Unable to connect to the Internet
context: The Internet...\Without the Internet, I can't connect to the world.\I never thought something this awful would happen.\I'll just play a game to calm my nerves.\Unable to connect to the Internet\Details\I've been isolated from the world!\Unable to connect to the Internet response:	I'm home.
context: Without the Internet, I can't connect to the world.\I never thought something this awful would happen.\I'll just play a game to calm my nerves.\Unable to connect to the Internet\Details\I've been isolated from the world!\Unable to connect to the Internet\I'm home. response:	I came to visit!
context: I never thought something this awful would happen.\I'll just play a game to calm my nerves.\Unable to connect to the Internet\Details\I've been isolated from the world!\Unable to connect to the Internet\I'm home.\I came to visit! response:	Oh, so you broke it.
context: I'll just play a game to calm my nerves.\Unable to connect to the Internet\Details\I've been isolated from the world!\Unable to connect to the Internet\I'm home.\I came to visit!\Oh, so you broke it. response:	Since it got wet, it's too dangerous to turn on the power,
context: Unable to connect to the Internet\Details\I've been isolated from the world!\Unable to connect to the Internet\I'm home.\I came to visit!\Oh, so you broke it.\Since it got wet, it's too dangerous to turn on the power, response:	so it'll have to be fixed.
context: Details\I've been isolated from the world!\Unable to connect to the Internet\I'm home.\I came to visit!\Oh, so you broke it.\Since it got wet, it's too dangerous to turn on the power,\so it'll have to be fixed. response:	Tanukichi.
context: I've been isolated from the world!\Unable to connect to the Internet\I'm home.\I came to visit!\Oh, so you broke it.\Since it got wet, it's too dangerous to turn on the power,\so it'll have to be fixed.\Tanukichi. response:	Nassuu!
context: Unable to connect to the Internet\I'm home.\I came to visit!\Oh, so you broke it.\Since it got wet, it's too dangerous to turn on the power,\so it'll have to be fixed.\Tanukichi.\Nassuu! response:	Taihei... Your turn.
context: I'm home.\I came to visit!\Oh, so you broke it.\Since it got wet, it's too dangerous to turn on the power,\so it'll have to be fixed.\Tanukichi.\Nassuu!\Taihei... Your turn. response:	What's so funny?
context: I came to visit!\Oh, so you broke it.\Since it got wet, it's too dangerous to turn on the power,\so it'll have to be fixed.\Tanukichi.\Nassuu!\Taihei... Your turn.\What's so funny? response:	Where'd you get this?
context: Oh, so you broke it.\Since it got wet, it's too dangerous to turn on the power,\so it'll have to be fixed.\Tanukichi.\Nassuu!\Taihei... Your turn.\What's so funny?\Where'd you get this? response:	I got it playing pachinko.
context: Since it got wet, it's too dangerous to turn on the power,\so it'll have to be fixed.\Tanukichi.\Nassuu!\Taihei... Your turn.\What's so funny?\Where'd you get this?\I got it playing pachinko. response:	You've got such a nice face, and that totally kills it!
context: so it'll have to be fixed.\Tanukichi.\Nassuu!\Taihei... Your turn.\What's so funny?\Where'd you get this?\I got it playing pachinko.\You've got such a nice face, and that totally kills it! response:	Sequence revolution with a joker!
context: Tanukichi.\Nassuu!\Taihei... Your turn.\What's so funny?\Where'd you get this?\I got it playing pachinko.\You've got such a nice face, and that totally kills it!\Sequence revolution with a joker! response:	What? Seriously?!
context: Nassuu!\Taihei... Your turn.\What's so funny?\Where'd you get this?\I got it playing pachinko.\You've got such a nice face, and that totally kills it!\Sequence revolution with a joker!\What? Seriously?! response:	Wait. What happens with a joker revolution, Tanukichi?
context: Taihei... Your turn.\What's so funny?\Where'd you get this?\I got it playing pachinko.\You've got such a nice face, and that totally kills it!\Sequence revolution with a joker!\What? Seriously?!\Wait. What happens with a joker revolution, Tanukichi? response:	Threes are the strongest!
context: What's so funny?\Where'd you get this?\I got it playing pachinko.\You've got such a nice face, and that totally kills it!\Sequence revolution with a joker!\What? Seriously?!\Wait. What happens with a joker revolution, Tanukichi?\Threes are the strongest! response:	We don't have a rule like that where I'm from!
context: Where'd you get this?\I got it playing pachinko.\You've got such a nice face, and that totally kills it!\Sequence revolution with a joker!\What? Seriously?!\Wait. What happens with a joker revolution, Tanukichi?\Threes are the strongest!\We don't have a rule like that where I'm from! response:	By the way, is Tanukichi supposed to be me?
context: I got it playing pachinko.\You've got such a nice face, and that totally kills it!\Sequence revolution with a joker!\What? Seriously?!\Wait. What happens with a joker revolution, Tanukichi?\Threes are the strongest!\We don't have a rule like that where I'm from!\By the way, is Tanukichi supposed to be me? response:	Yeah. That hood is a tanuki, right?
context: You've got such a nice face, and that totally kills it!\Sequence revolution with a joker!\What? Seriously?!\Wait. What happens with a joker revolution, Tanukichi?\Threes are the strongest!\We don't have a rule like that where I'm from!\By the way, is Tanukichi supposed to be me?\Yeah. That hood is a tanuki, right? response:	It's a hamster.
context: Sequence revolution with a joker!\What? Seriously?!\Wait. What happens with a joker revolution, Tanukichi?\Threes are the strongest!\We don't have a rule like that where I'm from!\By the way, is Tanukichi supposed to be me?\Yeah. That hood is a tanuki, right?\It's a hamster. response:	Nassuu!
context: What? Seriously?!\Wait. What happens with a joker revolution, Tanukichi?\Threes are the strongest!\We don't have a rule like that where I'm from!\By the way, is Tanukichi supposed to be me?\Yeah. That hood is a tanuki, right?\It's a hamster.\Nassuu! response:	Manga Cafe
context: Wait. What happens with a joker revolution, Tanukichi?\Threes are the strongest!\We don't have a rule like that where I'm from!\By the way, is Tanukichi supposed to be me?\Yeah. That hood is a tanuki, right?\It's a hamster.\Nassuu!\Manga Cafe response:	Counter
context: Threes are the strongest!\We don't have a rule like that where I'm from!\By the way, is Tanukichi supposed to be me?\Yeah. That hood is a tanuki, right?\It's a hamster.\Nassuu!\Manga Cafe\Counter response:	Please help us achieve 0 drink waste CONBU
context: We don't have a rule like that where I'm from!\By the way, is Tanukichi supposed to be me?\Yeah. That hood is a tanuki, right?\It's a hamster.\Nassuu!\Manga Cafe\Counter\Please help us achieve 0 drink waste CONBU response:	My first time at a manga cafe!
context: By the way, is Tanukichi supposed to be me?\Yeah. That hood is a tanuki, right?\It's a hamster.\Nassuu!\Manga Cafe\Counter\Please help us achieve 0 drink waste CONBU\My first time at a manga cafe! response:	Since our Internet is out, I threw a tantrum, and Onii-chan gave me money.
context: Yeah. That hood is a tanuki, right?\It's a hamster.\Nassuu!\Manga Cafe\Counter\Please help us achieve 0 drink waste CONBU\My first time at a manga cafe!\Since our Internet is out, I threw a tantrum, and Onii-chan gave me money. response:	Then go to a manga cafe or something.
context: It's a hamster.\Nassuu!\Manga Cafe\Counter\Please help us achieve 0 drink waste CONBU\My first time at a manga cafe!\Since our Internet is out, I threw a tantrum, and Onii-chan gave me money.\Then go to a manga cafe or something. response:	Price Guide
context: Nassuu!\Manga Cafe\Counter\Please help us achieve 0 drink waste CONBU\My first time at a manga cafe!\Since our Internet is out, I threw a tantrum, and Onii-chan gave me money.\Then go to a manga cafe or something.\Price Guide response:	Basic Charges Entrance Fee: 300 yen First 30 Minutes: 200 yen Additional 10 Minute Increments: 80 yen 3 Hour Pack: 680 yen 5 Hour Pack: 1000 yen 7 Hour Pack: 1400 yen Long Night Pack: 1580 yen
context: Manga Cafe\Counter\Please help us achieve 0 drink waste CONBU\My first time at a manga cafe!\Since our Internet is out, I threw a tantrum, and Onii-chan gave me money.\Then go to a manga cafe or something.\Price Guide\Basic Charges Entrance Fee: 300 yen First 30 Minutes: 200 yen Additional 10 Minute Increments: 80 yen 3 Hour Pack: 680 yen 5 Hour Pack: 1000 yen 7 Hour Pack: 1400 yen Long Night Pack: 1580 yen response:	How long would you like to stay?
context: Counter\Please help us achieve 0 drink waste CONBU\My first time at a manga cafe!\Since our Internet is out, I threw a tantrum, and Onii-chan gave me money.\Then go to a manga cafe or something.\Price Guide\Basic Charges Entrance Fee: 300 yen First 30 Minutes: 200 yen Additional 10 Minute Increments: 80 yen 3 Hour Pack: 680 yen 5 Hour Pack: 1000 yen 7 Hour Pack: 1400 yen Long Night Pack: 1580 yen\How long would you like to stay? response:	Three? No...
context: Please help us achieve 0 drink waste CONBU\My first time at a manga cafe!\Since our Internet is out, I threw a tantrum, and Onii-chan gave me money.\Then go to a manga cafe or something.\Price Guide\Basic Charges Entrance Fee: 300 yen First 30 Minutes: 200 yen Additional 10 Minute Increments: 80 yen 3 Hour Pack: 680 yen 5 Hour Pack: 1000 yen 7 Hour Pack: 1400 yen Long Night Pack: 1580 yen\How long would you like to stay?\Three? No... response:	What should I do?
context: My first time at a manga cafe!\Since our Internet is out, I threw a tantrum, and Onii-chan gave me money.\Then go to a manga cafe or something.\Price Guide\Basic Charges Entrance Fee: 300 yen First 30 Minutes: 200 yen Additional 10 Minute Increments: 80 yen 3 Hour Pack: 680 yen 5 Hour Pack: 1000 yen 7 Hour Pack: 1400 yen Long Night Pack: 1580 yen\How long would you like to stay?\Three? No...\What should I do? response:	I ended up renting this space for seven hours.
context: Since our Internet is out, I threw a tantrum, and Onii-chan gave me money.\Then go to a manga cafe or something.\Price Guide\Basic Charges Entrance Fee: 300 yen First 30 Minutes: 200 yen Additional 10 Minute Increments: 80 yen 3 Hour Pack: 680 yen 5 Hour Pack: 1000 yen 7 Hour Pack: 1400 yen Long Night Pack: 1580 yen\How long would you like to stay?\Three? No...\What should I do?\I ended up renting this space for seven hours. response:	It's so tiny.
