context: Togashi's place? response:	Yup! After all, they've shacked up!
context: A sign said'no roller skates in the store.'\My foe could attack at any time, but I'm ready for them.\I will topple that pile of candy and block them off.\And then I will immediately destroy the lighting.\And when they have been blinded, I'll finish them with this.\Offense and defense as one!\Don't do it, ever!\Look how late it is. Let's go. response:	Wait.
context: My foe could attack at any time, but I'm ready for them.\I will topple that pile of candy and block them off.\And then I will immediately destroy the lighting.\And when they have been blinded, I'll finish them with this.\Offense and defense as one!\Don't do it, ever!\Look how late it is. Let's go.\Wait. response:	CUMIN
context: I will topple that pile of candy and block them off.\And then I will immediately destroy the lighting.\And when they have been blinded, I'll finish them with this.\Offense and defense as one!\Don't do it, ever!\Look how late it is. Let's go.\Wait.\CUMIN response:	Kumin!
context: And then I will immediately destroy the lighting.\And when they have been blinded, I'll finish them with this.\Offense and defense as one!\Don't do it, ever!\Look how late it is. Let's go.\Wait.\CUMIN\Kumin! response:	Yuta, we must purchase Kumin.
context: And when they have been blinded, I'll finish them with this.\Offense and defense as one!\Don't do it, ever!\Look how late it is. Let's go.\Wait.\CUMIN\Kumin!\Yuta, we must purchase Kumin. response:	We don't need any. Put it back.
context: Offense and defense as one!\Don't do it, ever!\Look how late it is. Let's go.\Wait.\CUMIN\Kumin!\Yuta, we must purchase Kumin.\We don't need any. Put it back. response:	What? C'mon, we need to buy Kumin!
context: Don't do it, ever!\Look how late it is. Let's go.\Wait.\CUMIN\Kumin!\Yuta, we must purchase Kumin.\We don't need any. Put it back.\What? C'mon, we need to buy Kumin! response:	Rikka is so cute.
context: Look how late it is. Let's go.\Wait.\CUMIN\Kumin!\Yuta, we must purchase Kumin.\We don't need any. Put it back.\What? C'mon, we need to buy Kumin!\Rikka is so cute. response:	What about Dekomori? Maybe they have Dekomori!
context: Wait.\CUMIN\Kumin!\Yuta, we must purchase Kumin.\We don't need any. Put it back.\What? C'mon, we need to buy Kumin!\Rikka is so cute.\What about Dekomori? Maybe they have Dekomori! response:	You're not a spice, dummy.
context: CUMIN\Kumin!\Yuta, we must purchase Kumin.\We don't need any. Put it back.\What? C'mon, we need to buy Kumin!\Rikka is so cute.\What about Dekomori? Maybe they have Dekomori!\You're not a spice, dummy. response:	These are cumin seeds. Effective for putting monsters to sleep.
context: Kumin!\Yuta, we must purchase Kumin.\We don't need any. Put it back.\What? C'mon, we need to buy Kumin!\Rikka is so cute.\What about Dekomori? Maybe they have Dekomori!\You're not a spice, dummy.\These are cumin seeds. Effective for putting monsters to sleep. response:	Cumin is used for making curry.
context: Yuta, we must purchase Kumin.\We don't need any. Put it back.\What? C'mon, we need to buy Kumin!\Rikka is so cute.\What about Dekomori? Maybe they have Dekomori!\You're not a spice, dummy.\These are cumin seeds. Effective for putting monsters to sleep.\Cumin is used for making curry. response:	We don't make authentic curry at our house.
context: We don't need any. Put it back.\What? C'mon, we need to buy Kumin!\Rikka is so cute.\What about Dekomori? Maybe they have Dekomori!\You're not a spice, dummy.\These are cumin seeds. Effective for putting monsters to sleep.\Cumin is used for making curry.\We don't make authentic curry at our house. response:	The usual roux cubes will suffice.
context: What? C'mon, we need to buy Kumin!\Rikka is so cute.\What about Dekomori? Maybe they have Dekomori!\You're not a spice, dummy.\These are cumin seeds. Effective for putting monsters to sleep.\Cumin is used for making curry.\We don't make authentic curry at our house.\The usual roux cubes will suffice. response:	Do you have something against Kumin?
context: Rikka is so cute.\What about Dekomori? Maybe they have Dekomori!\You're not a spice, dummy.\These are cumin seeds. Effective for putting monsters to sleep.\Cumin is used for making curry.\We don't make authentic curry at our house.\The usual roux cubes will suffice.\Do you have something against Kumin? response:	I never said that. C'mon, we're going.
context: What about Dekomori? Maybe they have Dekomori!\You're not a spice, dummy.\These are cumin seeds. Effective for putting monsters to sleep.\Cumin is used for making curry.\We don't make authentic curry at our house.\The usual roux cubes will suffice.\Do you have something against Kumin?\I never said that. C'mon, we're going. response:	She seems to have split up with Togashi.
context: You're not a spice, dummy.\These are cumin seeds. Effective for putting monsters to sleep.\Cumin is used for making curry.\We don't make authentic curry at our house.\The usual roux cubes will suffice.\Do you have something against Kumin?\I never said that. C'mon, we're going.\She seems to have split up with Togashi. response:	What is she staring at?
context: These are cumin seeds. Effective for putting monsters to sleep.\Cumin is used for making curry.\We don't make authentic curry at our house.\The usual roux cubes will suffice.\Do you have something against Kumin?\I never said that. C'mon, we're going.\She seems to have split up with Togashi.\What is she staring at? response:	Today, I will have the blue crystal.
context: Cumin is used for making curry.\We don't make authentic curry at our house.\The usual roux cubes will suffice.\Do you have something against Kumin?\I never said that. C'mon, we're going.\She seems to have split up with Togashi.\What is she staring at?\Today, I will have the blue crystal. response:	MYSTERY JEWEL
context: We don't make authentic curry at our house.\The usual roux cubes will suffice.\Do you have something against Kumin?\I never said that. C'mon, we're going.\She seems to have split up with Togashi.\What is she staring at?\Today, I will have the blue crystal.\MYSTERY JEWEL response:	Are you done? Let's go.
context: The usual roux cubes will suffice.\Do you have something against Kumin?\I never said that. C'mon, we're going.\She seems to have split up with Togashi.\What is she staring at?\Today, I will have the blue crystal.\MYSTERY JEWEL\Are you done? Let's go. response:	Yuta, I must go to verify the condition of a singularity.
context: Do you have something against Kumin?\I never said that. C'mon, we're going.\She seems to have split up with Togashi.\What is she staring at?\Today, I will have the blue crystal.\MYSTERY JEWEL\Are you done? Let's go.\Yuta, I must go to verify the condition of a singularity. response:	At your leave.
context: I never said that. C'mon, we're going.\She seems to have split up with Togashi.\What is she staring at?\Today, I will have the blue crystal.\MYSTERY JEWEL\Are you done? Let's go.\Yuta, I must go to verify the condition of a singularity.\At your leave. response:	What, now?
context: She seems to have split up with Togashi.\What is she staring at?\Today, I will have the blue crystal.\MYSTERY JEWEL\Are you done? Let's go.\Yuta, I must go to verify the condition of a singularity.\At your leave.\What, now? response:	Make it back home by supper time.
context: What is she staring at?\Today, I will have the blue crystal.\MYSTERY JEWEL\Are you done? Let's go.\Yuta, I must go to verify the condition of a singularity.\At your leave.\What, now?\Make it back home by supper time. response:	I swear it on the name of the Wicked Lord Shingan.
context: Today, I will have the blue crystal.\MYSTERY JEWEL\Are you done? Let's go.\Yuta, I must go to verify the condition of a singularity.\At your leave.\What, now?\Make it back home by supper time.\I swear it on the name of the Wicked Lord Shingan. response:	My Master summons me!
context: MYSTERY JEWEL\Are you done? Let's go.\Yuta, I must go to verify the condition of a singularity.\At your leave.\What, now?\Make it back home by supper time.\I swear it on the name of the Wicked Lord Shingan.\My Master summons me! response:	I'm on my way! Dekomori is on her way!
context: Are you done? Let's go.\Yuta, I must go to verify the condition of a singularity.\At your leave.\What, now?\Make it back home by supper time.\I swear it on the name of the Wicked Lord Shingan.\My Master summons me!\I'm on my way! Dekomori is on her way! response:	It's so nice that they're such good friends.
context: Yuta, I must go to verify the condition of a singularity.\At your leave.\What, now?\Make it back home by supper time.\I swear it on the name of the Wicked Lord Shingan.\My Master summons me!\I'm on my way! Dekomori is on her way!\It's so nice that they're such good friends. response:	Although they didn't look that lovey-dovey.
context: At your leave.\What, now?\Make it back home by supper time.\I swear it on the name of the Wicked Lord Shingan.\My Master summons me!\I'm on my way! Dekomori is on her way!\It's so nice that they're such good friends.\Although they didn't look that lovey-dovey. response:	That's the problem.
context: What, now?\Make it back home by supper time.\I swear it on the name of the Wicked Lord Shingan.\My Master summons me!\I'm on my way! Dekomori is on her way!\It's so nice that they're such good friends.\Although they didn't look that lovey-dovey.\That's the problem. response:	Huh?
context: Make it back home by supper time.\I swear it on the name of the Wicked Lord Shingan.\My Master summons me!\I'm on my way! Dekomori is on her way!\It's so nice that they're such good friends.\Although they didn't look that lovey-dovey.\That's the problem.\Huh? response:	They've been going out for six months.
context: I swear it on the name of the Wicked Lord Shingan.\My Master summons me!\I'm on my way! Dekomori is on her way!\It's so nice that they're such good friends.\Although they didn't look that lovey-dovey.\That's the problem.\Huh?\They've been going out for six months. response:	This is the time most couples are supposed to be at their busiest.
context: My Master summons me!\I'm on my way! Dekomori is on her way!\It's so nice that they're such good friends.\Although they didn't look that lovey-dovey.\That's the problem.\Huh?\They've been going out for six months.\This is the time most couples are supposed to be at their busiest. response:	Really?
context: I'm on my way! Dekomori is on her way!\It's so nice that they're such good friends.\Although they didn't look that lovey-dovey.\That's the problem.\Huh?\They've been going out for six months.\This is the time most couples are supposed to be at their busiest.\Really? response:	But look at the state of them. I suspect...
context: It's so nice that they're such good friends.\Although they didn't look that lovey-dovey.\That's the problem.\Huh?\They've been going out for six months.\This is the time most couples are supposed to be at their busiest.\Really?\But look at the state of them. I suspect... response:	Burnout paradise!
context: Although they didn't look that lovey-dovey.\That's the problem.\Huh?\They've been going out for six months.\This is the time most couples are supposed to be at their busiest.\Really?\But look at the state of them. I suspect...\Burnout paradise! response:	That hurt, Morisummer.
context: That's the problem.\Huh?\They've been going out for six months.\This is the time most couples are supposed to be at their busiest.\Really?\But look at the state of them. I suspect...\Burnout paradise!\That hurt, Morisummer. response:	You're supposed to respect your senpai.
context: Huh?\They've been going out for six months.\This is the time most couples are supposed to be at their busiest.\Really?\But look at the state of them. I suspect...\Burnout paradise!\That hurt, Morisummer.\You're supposed to respect your senpai. response:	But really, you're burning out.
context: They've been going out for six months.\This is the time most couples are supposed to be at their busiest.\Really?\But look at the state of them. I suspect...\Burnout paradise!\That hurt, Morisummer.\You're supposed to respect your senpai.\But really, you're burning out. response:	So you say.
context: This is the time most couples are supposed to be at their busiest.\Really?\But look at the state of them. I suspect...\Burnout paradise!\That hurt, Morisummer.\You're supposed to respect your senpai.\But really, you're burning out.\So you say. response:	How do you feel about Takanashi?
context: Really?\But look at the state of them. I suspect...\Burnout paradise!\That hurt, Morisummer.\You're supposed to respect your senpai.\But really, you're burning out.\So you say.\How do you feel about Takanashi? response:	In what way?
context: But look at the state of them. I suspect...\Burnout paradise!\That hurt, Morisummer.\You're supposed to respect your senpai.\But really, you're burning out.\So you say.\How do you feel about Takanashi?\In what way? response:	You're boyfriend and girlfriend, aren't you?
context: Burnout paradise!\That hurt, Morisummer.\You're supposed to respect your senpai.\But really, you're burning out.\So you say.\How do you feel about Takanashi?\In what way?\You're boyfriend and girlfriend, aren't you? response:	You've sounded out your feelings for one another, haven't you?
context: That hurt, Morisummer.\You're supposed to respect your senpai.\But really, you're burning out.\So you say.\How do you feel about Takanashi?\In what way?\You're boyfriend and girlfriend, aren't you?\You've sounded out your feelings for one another, haven't you? response:	Well, yeah, sure.
context: You're supposed to respect your senpai.\But really, you're burning out.\So you say.\How do you feel about Takanashi?\In what way?\You're boyfriend and girlfriend, aren't you?\You've sounded out your feelings for one another, haven't you?\Well, yeah, sure. response:	Don't you feel excitement when you're together?
context: But really, you're burning out.\So you say.\How do you feel about Takanashi?\In what way?\You're boyfriend and girlfriend, aren't you?\You've sounded out your feelings for one another, haven't you?\Well, yeah, sure.\Don't you feel excitement when you're together? response:	Don't you hold hands and gaze into one another's eyes?
context: So you say.\How do you feel about Takanashi?\In what way?\You're boyfriend and girlfriend, aren't you?\You've sounded out your feelings for one another, haven't you?\Well, yeah, sure.\Don't you feel excitement when you're together?\Don't you hold hands and gaze into one another's eyes? response:	T-that has nothing to do with you.
context: How do you feel about Takanashi?\In what way?\You're boyfriend and girlfriend, aren't you?\You've sounded out your feelings for one another, haven't you?\Well, yeah, sure.\Don't you feel excitement when you're together?\Don't you hold hands and gaze into one another's eyes?\T-that has nothing to do with you. response:	Just tell me.
context: In what way?\You're boyfriend and girlfriend, aren't you?\You've sounded out your feelings for one another, haven't you?\Well, yeah, sure.\Don't you feel excitement when you're together?\Don't you hold hands and gaze into one another's eyes?\T-that has nothing to do with you.\Just tell me. response:	She hasn't changed a bit in the last year.
context: You're boyfriend and girlfriend, aren't you?\You've sounded out your feelings for one another, haven't you?\Well, yeah, sure.\Don't you feel excitement when you're together?\Don't you hold hands and gaze into one another's eyes?\T-that has nothing to do with you.\Just tell me.\She hasn't changed a bit in the last year. response:	And you seem totally oblivious too.
context: You've sounded out your feelings for one another, haven't you?\Well, yeah, sure.\Don't you feel excitement when you're together?\Don't you hold hands and gaze into one another's eyes?\T-that has nothing to do with you.\Just tell me.\She hasn't changed a bit in the last year.\And you seem totally oblivious too. response:	Oblivious?!
context: Well, yeah, sure.\Don't you feel excitement when you're together?\Don't you hold hands and gaze into one another's eyes?\T-that has nothing to do with you.\Just tell me.\She hasn't changed a bit in the last year.\And you seem totally oblivious too.\Oblivious?! response:	I spied on you two yesterday...
context: Don't you feel excitement when you're together?\Don't you hold hands and gaze into one another's eyes?\T-that has nothing to do with you.\Just tell me.\She hasn't changed a bit in the last year.\And you seem totally oblivious too.\Oblivious?!\I spied on you two yesterday... response:	More like grampa and grandkid.
context: Don't you hold hands and gaze into one another's eyes?\T-that has nothing to do with you.\Just tell me.\She hasn't changed a bit in the last year.\And you seem totally oblivious too.\Oblivious?!\I spied on you two yesterday...\More like grampa and grandkid. response:	Who are you calling grampa? You were tailing us?!
context: T-that has nothing to do with you.\Just tell me.\She hasn't changed a bit in the last year.\And you seem totally oblivious too.\Oblivious?!\I spied on you two yesterday...\More like grampa and grandkid.\Who are you calling grampa? You were tailing us?! response:	So, you don't like cumin, huh?
context: Just tell me.\She hasn't changed a bit in the last year.\And you seem totally oblivious too.\Oblivious?!\I spied on you two yesterday...\More like grampa and grandkid.\Who are you calling grampa? You were tailing us?!\So, you don't like cumin, huh? response:	What are you talking about?!
context: She hasn't changed a bit in the last year.\And you seem totally oblivious too.\Oblivious?!\I spied on you two yesterday...\More like grampa and grandkid.\Who are you calling grampa? You were tailing us?!\So, you don't like cumin, huh?\What are you talking about?! response:	You've shacked up! Togashi, you're living with your girlfriend!
context: And you seem totally oblivious too.\Oblivious?!\I spied on you two yesterday...\More like grampa and grandkid.\Who are you calling grampa? You were tailing us?!\So, you don't like cumin, huh?\What are you talking about?!\You've shacked up! Togashi, you're living with your girlfriend! response:	Don't you ever bill and coo like normal couples?
context: Oblivious?!\I spied on you two yesterday...\More like grampa and grandkid.\Who are you calling grampa? You were tailing us?!\So, you don't like cumin, huh?\What are you talking about?!\You've shacked up! Togashi, you're living with your girlfriend!\Don't you ever bill and coo like normal couples? response:	I think you're wrong about the marital burnout thing.
context: I spied on you two yesterday...\More like grampa and grandkid.\Who are you calling grampa? You were tailing us?!\So, you don't like cumin, huh?\What are you talking about?!\You've shacked up! Togashi, you're living with your girlfriend!\Don't you ever bill and coo like normal couples?\I think you're wrong about the marital burnout thing. response:	Why?
context: More like grampa and grandkid.\Who are you calling grampa? You were tailing us?!\So, you don't like cumin, huh?\What are you talking about?!\You've shacked up! Togashi, you're living with your girlfriend!\Don't you ever bill and coo like normal couples?\I think you're wrong about the marital burnout thing.\Why? response:	Because that refers to a couple growing dispassionate about one another.
context: Who are you calling grampa? You were tailing us?!\So, you don't like cumin, huh?\What are you talking about?!\You've shacked up! Togashi, you're living with your girlfriend!\Don't you ever bill and coo like normal couples?\I think you're wrong about the marital burnout thing.\Why?\Because that refers to a couple growing dispassionate about one another. response:	In our case, me and Rikka,
context: So, you don't like cumin, huh?\What are you talking about?!\You've shacked up! Togashi, you're living with your girlfriend!\Don't you ever bill and coo like normal couples?\I think you're wrong about the marital burnout thing.\Why?\Because that refers to a couple growing dispassionate about one another.\In our case, me and Rikka, response:	we haven't even gotten to the hand-holding stage.
context: What are you talking about?!\You've shacked up! Togashi, you're living with your girlfriend!\Don't you ever bill and coo like normal couples?\I think you're wrong about the marital burnout thing.\Why?\Because that refers to a couple growing dispassionate about one another.\In our case, me and Rikka,\we haven't even gotten to the hand-holding stage. response:	Wha-?
context: You've shacked up! Togashi, you're living with your girlfriend!\Don't you ever bill and coo like normal couples?\I think you're wrong about the marital burnout thing.\Why?\Because that refers to a couple growing dispassionate about one another.\In our case, me and Rikka,\we haven't even gotten to the hand-holding stage.\Wha-? response:	Really!
context: Don't you ever bill and coo like normal couples?\I think you're wrong about the marital burnout thing.\Why?\Because that refers to a couple growing dispassionate about one another.\In our case, me and Rikka,\we haven't even gotten to the hand-holding stage.\Wha-?\Really! response:	Yeah. So, the marital burnout thing...
context: I think you're wrong about the marital burnout thing.\Why?\Because that refers to a couple growing dispassionate about one another.\In our case, me and Rikka,\we haven't even gotten to the hand-holding stage.\Wha-?\Really!\Yeah. So, the marital burnout thing... response:	Yuta Togashi.
context: Why?\Because that refers to a couple growing dispassionate about one another.\In our case, me and Rikka,\we haven't even gotten to the hand-holding stage.\Wha-?\Really!\Yeah. So, the marital burnout thing...\Yuta Togashi. response:	Why does that make you so angry anyway?!
context: Because that refers to a couple growing dispassionate about one another.\In our case, me and Rikka,\we haven't even gotten to the hand-holding stage.\Wha-?\Really!\Yeah. So, the marital burnout thing...\Yuta Togashi.\Why does that make you so angry anyway?! response:	When did you start going out?
context: In our case, me and Rikka,\we haven't even gotten to the hand-holding stage.\Wha-?\Really!\Yeah. So, the marital burnout thing...\Yuta Togashi.\Why does that make you so angry anyway?!\When did you start going out? response:	Last fall.
context: we haven't even gotten to the hand-holding stage.\Wha-?\Really!\Yeah. So, the marital burnout thing...\Yuta Togashi.\Why does that make you so angry anyway?!\When did you start going out?\Last fall. response:	When did you go on a boat date?
context: Wha-?\Really!\Yeah. So, the marital burnout thing...\Yuta Togashi.\Why does that make you so angry anyway?!\When did you start going out?\Last fall.\When did you go on a boat date? response:	Christmas.
context: Really!\Yeah. So, the marital burnout thing...\Yuta Togashi.\Why does that make you so angry anyway?!\When did you start going out?\Last fall.\When did you go on a boat date?\Christmas. response:	So, you're saying that New Year's Eve and Valentine's Day went by...
context: Yeah. So, the marital burnout thing...\Yuta Togashi.\Why does that make you so angry anyway?!\When did you start going out?\Last fall.\When did you go on a boat date?\Christmas.\So, you're saying that New Year's Eve and Valentine's Day went by... response:	You're choking me, Nibutani.
context: Yuta Togashi.\Why does that make you so angry anyway?!\When did you start going out?\Last fall.\When did you go on a boat date?\Christmas.\So, you're saying that New Year's Eve and Valentine's Day went by...\You're choking me, Nibutani. response:	Come with me!
context: Why does that make you so angry anyway?!\When did you start going out?\Last fall.\When did you go on a boat date?\Christmas.\So, you're saying that New Year's Eve and Valentine's Day went by...\You're choking me, Nibutani.\Come with me! response:	Wait! Wait, Nibutani!
context: When did you start going out?\Last fall.\When did you go on a boat date?\Christmas.\So, you're saying that New Year's Eve and Valentine's Day went by...\You're choking me, Nibutani.\Come with me!\Wait! Wait, Nibutani! response:	Togashi, look what they did to me.
context: Last fall.\When did you go on a boat date?\Christmas.\So, you're saying that New Year's Eve and Valentine's Day went by...\You're choking me, Nibutani.\Come with me!\Wait! Wait, Nibutani!\Togashi, look what they did to me. response:	Move it!
context: When did you go on a boat date?\Christmas.\So, you're saying that New Year's Eve and Valentine's Day went by...\You're choking me, Nibutani.\Come with me!\Wait! Wait, Nibutani!\Togashi, look what they did to me.\Move it! response:	This is Kazari Kannagi!
context: Christmas.\So, you're saying that New Year's Eve and Valentine's Day went by...\You're choking me, Nibutani.\Come with me!\Wait! Wait, Nibutani!\Togashi, look what they did to me.\Move it!\This is Kazari Kannagi! response:	Hello, my name is Kazari.
context: So, you're saying that New Year's Eve and Valentine's Day went by...\You're choking me, Nibutani.\Come with me!\Wait! Wait, Nibutani!\Togashi, look what they did to me.\Move it!\This is Kazari Kannagi!\Hello, my name is Kazari. response:	Oh.
context: You're choking me, Nibutani.\Come with me!\Wait! Wait, Nibutani!\Togashi, look what they did to me.\Move it!\This is Kazari Kannagi!\Hello, my name is Kazari.\Oh. response:	Kannagi knows everything to do with romance.
context: Come with me!\Wait! Wait, Nibutani!\Togashi, look what they did to me.\Move it!\This is Kazari Kannagi!\Hello, my name is Kazari.\Oh.\Kannagi knows everything to do with romance. response:	I'm sure she'll give you good advice.
context: Wait! Wait, Nibutani!\Togashi, look what they did to me.\Move it!\This is Kazari Kannagi!\Hello, my name is Kazari.\Oh.\Kannagi knows everything to do with romance.\I'm sure she'll give you good advice. response:	Wait, what are you talking about?
context: Togashi, look what they did to me.\Move it!\This is Kazari Kannagi!\Hello, my name is Kazari.\Oh.\Kannagi knows everything to do with romance.\I'm sure she'll give you good advice.\Wait, what are you talking about? response:	I told you to keep me and Rikka living together a secret.
context: Move it!\This is Kazari Kannagi!\Hello, my name is Kazari.\Oh.\Kannagi knows everything to do with romance.\I'm sure she'll give you good advice.\Wait, what are you talking about?\I told you to keep me and Rikka living together a secret. response:	I know that. I didn't tell her that.
context: This is Kazari Kannagi!\Hello, my name is Kazari.\Oh.\Kannagi knows everything to do with romance.\I'm sure she'll give you good advice.\Wait, what are you talking about?\I told you to keep me and Rikka living together a secret.\I know that. I didn't tell her that. response:	I only told her that your love life isn't going so well.
context: Hello, my name is Kazari.\Oh.\Kannagi knows everything to do with romance.\I'm sure she'll give you good advice.\Wait, what are you talking about?\I told you to keep me and Rikka living together a secret.\I know that. I didn't tell her that.\I only told her that your love life isn't going so well. response:	Rikka is your girlfriend, right?
context: Oh.\Kannagi knows everything to do with romance.\I'm sure she'll give you good advice.\Wait, what are you talking about?\I told you to keep me and Rikka living together a secret.\I know that. I didn't tell her that.\I only told her that your love life isn't going so well.\Rikka is your girlfriend, right? response:	Huh? Uh, well, it's kind of...
context: Kannagi knows everything to do with romance.\I'm sure she'll give you good advice.\Wait, what are you talking about?\I told you to keep me and Rikka living together a secret.\I know that. I didn't tell her that.\I only told her that your love life isn't going so well.\Rikka is your girlfriend, right?\Huh? Uh, well, it's kind of... response:	Why hide it?
context: I'm sure she'll give you good advice.\Wait, what are you talking about?\I told you to keep me and Rikka living together a secret.\I know that. I didn't tell her that.\I only told her that your love life isn't going so well.\Rikka is your girlfriend, right?\Huh? Uh, well, it's kind of...\Why hide it? response:	You two have been famous ever since Year One.
context: Wait, what are you talking about?\I told you to keep me and Rikka living together a secret.\I know that. I didn't tell her that.\I only told her that your love life isn't going so well.\Rikka is your girlfriend, right?\Huh? Uh, well, it's kind of...\Why hide it?\You two have been famous ever since Year One. response:	I see, so you're having problems with Rikka.
context: I told you to keep me and Rikka living together a secret.\I know that. I didn't tell her that.\I only told her that your love life isn't going so well.\Rikka is your girlfriend, right?\Huh? Uh, well, it's kind of...\Why hide it?\You two have been famous ever since Year One.\I see, so you're having problems with Rikka. response:	This could be my big chance.
context: I know that. I didn't tell her that.\I only told her that your love life isn't going so well.\Rikka is your girlfriend, right?\Huh? Uh, well, it's kind of...\Why hide it?\You two have been famous ever since Year One.\I see, so you're having problems with Rikka.\This could be my big chance. response:	Pardon?
context: I only told her that your love life isn't going so well.\Rikka is your girlfriend, right?\Huh? Uh, well, it's kind of...\Why hide it?\You two have been famous ever since Year One.\I see, so you're having problems with Rikka.\This could be my big chance.\Pardon? response:	I actually like girls. And I'm infatuated with Rikka.
context: Rikka is your girlfriend, right?\Huh? Uh, well, it's kind of...\Why hide it?\You two have been famous ever since Year One.\I see, so you're having problems with Rikka.\This could be my big chance.\Pardon?\I actually like girls. And I'm infatuated with Rikka. response:	I didn't tell her because if she found out, that would be the end of it.
context: Huh? Uh, well, it's kind of...\Why hide it?\You two have been famous ever since Year One.\I see, so you're having problems with Rikka.\This could be my big chance.\Pardon?\I actually like girls. And I'm infatuated with Rikka.\I didn't tell her because if she found out, that would be the end of it. response:	You're my rival? I hope that is the end of it!
context: Why hide it?\You two have been famous ever since Year One.\I see, so you're having problems with Rikka.\This could be my big chance.\Pardon?\I actually like girls. And I'm infatuated with Rikka.\I didn't tell her because if she found out, that would be the end of it.\You're my rival? I hope that is the end of it! response:	But all joking aside...
context: You two have been famous ever since Year One.\I see, so you're having problems with Rikka.\This could be my big chance.\Pardon?\I actually like girls. And I'm infatuated with Rikka.\I didn't tell her because if she found out, that would be the end of it.\You're my rival? I hope that is the end of it!\But all joking aside... response:	That was a joke?
context: I see, so you're having problems with Rikka.\This could be my big chance.\Pardon?\I actually like girls. And I'm infatuated with Rikka.\I didn't tell her because if she found out, that would be the end of it.\You're my rival? I hope that is the end of it!\But all joking aside...\That was a joke? response:	For now, please give me your cell phone.
context: This could be my big chance.\Pardon?\I actually like girls. And I'm infatuated with Rikka.\I didn't tell her because if she found out, that would be the end of it.\You're my rival? I hope that is the end of it!\But all joking aside...\That was a joke?\For now, please give me your cell phone. response:	Sure.
context: Pardon?\I actually like girls. And I'm infatuated with Rikka.\I didn't tell her because if she found out, that would be the end of it.\You're my rival? I hope that is the end of it!\But all joking aside...\That was a joke?\For now, please give me your cell phone.\Sure. response:	The best thing to do is ask her on a date,
context: I actually like girls. And I'm infatuated with Rikka.\I didn't tell her because if she found out, that would be the end of it.\You're my rival? I hope that is the end of it!\But all joking aside...\That was a joke?\For now, please give me your cell phone.\Sure.\The best thing to do is ask her on a date, response:	set the right mood, and see how she reacts.
context: I didn't tell her because if she found out, that would be the end of it.\You're my rival? I hope that is the end of it!\But all joking aside...\That was a joke?\For now, please give me your cell phone.\Sure.\The best thing to do is ask her on a date,\set the right mood, and see how she reacts. response:	Wait, what are you doing with my phone?!
context: You're my rival? I hope that is the end of it!\But all joking aside...\That was a joke?\For now, please give me your cell phone.\Sure.\The best thing to do is ask her on a date,\set the right mood, and see how she reacts.\Wait, what are you doing with my phone?! response:	I'm sending mail. Will you please go out on a date with me this Sunday?
context: But all joking aside...\That was a joke?\For now, please give me your cell phone.\Sure.\The best thing to do is ask her on a date,\set the right mood, and see how she reacts.\Wait, what are you doing with my phone?!\I'm sending mail. Will you please go out on a date with me this Sunday? response:	What?!
context: That was a joke?\For now, please give me your cell phone.\Sure.\The best thing to do is ask her on a date,\set the right mood, and see how she reacts.\Wait, what are you doing with my phone?!\I'm sending mail. Will you please go out on a date with me this Sunday?\What?! response:	I have something important to talk to you about. Send.
context: For now, please give me your cell phone.\Sure.\The best thing to do is ask her on a date,\set the right mood, and see how she reacts.\Wait, what are you doing with my phone?!\I'm sending mail. Will you please go out on a date with me this Sunday?\What?!\I have something important to talk to you about. Send. response:	Hey!
context: Sure.\The best thing to do is ask her on a date,\set the right mood, and see how she reacts.\Wait, what are you doing with my phone?!\I'm sending mail. Will you please go out on a date with me this Sunday?\What?!\I have something important to talk to you about. Send.\Hey! response:	That was kind of exciting because it was like telling Rikka I love her.
context: The best thing to do is ask her on a date,\set the right mood, and see how she reacts.\Wait, what are you doing with my phone?!\I'm sending mail. Will you please go out on a date with me this Sunday?\What?!\I have something important to talk to you about. Send.\Hey!\That was kind of exciting because it was like telling Rikka I love her. response:	Look here!
context: set the right mood, and see how she reacts.\Wait, what are you doing with my phone?!\I'm sending mail. Will you please go out on a date with me this Sunday?\What?!\I have something important to talk to you about. Send.\Hey!\That was kind of exciting because it was like telling Rikka I love her.\Look here! response:	We may look calm...
context: Wait, what are you doing with my phone?!\I'm sending mail. Will you please go out on a date with me this Sunday?\What?!\I have something important to talk to you about. Send.\Hey!\That was kind of exciting because it was like telling Rikka I love her.\Look here!\We may look calm... response:	Even Rikka?
context: I'm sending mail. Will you please go out on a date with me this Sunday?\What?!\I have something important to talk to you about. Send.\Hey!\That was kind of exciting because it was like telling Rikka I love her.\Look here!\We may look calm...\Even Rikka? response:	I could be wrong.
context: What?!\I have something important to talk to you about. Send.\Hey!\That was kind of exciting because it was like telling Rikka I love her.\Look here!\We may look calm...\Even Rikka?\I could be wrong. response:	Takanashi can't say what's on her mind, partly due to her syndrome.
context: I have something important to talk to you about. Send.\Hey!\That was kind of exciting because it was like telling Rikka I love her.\Look here!\We may look calm...\Even Rikka?\I could be wrong.\Takanashi can't say what's on her mind, partly due to her syndrome. response:	You need to coax her out of her shell.
context: Hey!\That was kind of exciting because it was like telling Rikka I love her.\Look here!\We may look calm...\Even Rikka?\I could be wrong.\Takanashi can't say what's on her mind, partly due to her syndrome.\You need to coax her out of her shell. response:	Well, yeah, you could have a point.
