context: Are you ready? response:	Start.
context: If I were to whine over such an insignificant degree of pain,\how could I ever serve as Mistress's bodyguard?\Only a fool would make herself endure unnecessary pain!\Jeez! Guess I'm gonna have to...\Hey, what are you\There!\I-Idiot! Idiot! Idiot! Idiot! Put me down!\You don't have to do this! I can walk on my response:	Hell no! Now that I know, I won't let you.
context: how could I ever serve as Mistress's bodyguard?\Only a fool would make herself endure unnecessary pain!\Jeez! Guess I'm gonna have to...\Hey, what are you\There!\I-Idiot! Idiot! Idiot! Idiot! Put me down!\You don't have to do this! I can walk on my\Hell no! Now that I know, I won't let you. response:	Just calm down, will you?
context: Only a fool would make herself endure unnecessary pain!\Jeez! Guess I'm gonna have to...\Hey, what are you\There!\I-Idiot! Idiot! Idiot! Idiot! Put me down!\You don't have to do this! I can walk on my\Hell no! Now that I know, I won't let you.\Just calm down, will you? response:	Seriously, what's his deal?
context: Jeez! Guess I'm gonna have to...\Hey, what are you\There!\I-Idiot! Idiot! Idiot! Idiot! Put me down!\You don't have to do this! I can walk on my\Hell no! Now that I know, I won't let you.\Just calm down, will you?\Seriously, what's his deal? response:	Just when I think he's my enemy, he treats me so nicely, tells me that I'm cute...
context: Hey, what are you\There!\I-Idiot! Idiot! Idiot! Idiot! Put me down!\You don't have to do this! I can walk on my\Hell no! Now that I know, I won't let you.\Just calm down, will you?\Seriously, what's his deal?\Just when I think he's my enemy, he treats me so nicely, tells me that I'm cute... response:	He really...
context: There!\I-Idiot! Idiot! Idiot! Idiot! Put me down!\You don't have to do this! I can walk on my\Hell no! Now that I know, I won't let you.\Just calm down, will you?\Seriously, what's his deal?\Just when I think he's my enemy, he treats me so nicely, tells me that I'm cute...\He really... response:	By the way, you and Kirisaki grew up together, didn't you?
context: I-Idiot! Idiot! Idiot! Idiot! Put me down!\You don't have to do this! I can walk on my\Hell no! Now that I know, I won't let you.\Just calm down, will you?\Seriously, what's his deal?\Just when I think he's my enemy, he treats me so nicely, tells me that I'm cute...\He really...\By the way, you and Kirisaki grew up together, didn't you? response:	How long have you known each other?
context: You don't have to do this! I can walk on my\Hell no! Now that I know, I won't let you.\Just calm down, will you?\Seriously, what's his deal?\Just when I think he's my enemy, he treats me so nicely, tells me that I'm cute...\He really...\By the way, you and Kirisaki grew up together, didn't you?\How long have you known each other? response:	Let's see... We were like five or six when we met, so it's been about ten years at this point.
context: Hell no! Now that I know, I won't let you.\Just calm down, will you?\Seriously, what's his deal?\Just when I think he's my enemy, he treats me so nicely, tells me that I'm cute...\He really...\By the way, you and Kirisaki grew up together, didn't you?\How long have you known each other?\Let's see... We were like five or six when we met, so it's been about ten years at this point. response:	Back then, Mistress also seemed to have found her first love.
context: Just calm down, will you?\Seriously, what's his deal?\Just when I think he's my enemy, he treats me so nicely, tells me that I'm cute...\He really...\By the way, you and Kirisaki grew up together, didn't you?\How long have you known each other?\Let's see... We were like five or six when we met, so it's been about ten years at this point.\Back then, Mistress also seemed to have found her first love. response:	She often told me about the boy with a grin on her face.
context: Seriously, what's his deal?\Just when I think he's my enemy, he treats me so nicely, tells me that I'm cute...\He really...\By the way, you and Kirisaki grew up together, didn't you?\How long have you known each other?\Let's see... We were like five or six when we met, so it's been about ten years at this point.\Back then, Mistress also seemed to have found her first love.\She often told me about the boy with a grin on her face. response:	First love?
context: Just when I think he's my enemy, he treats me so nicely, tells me that I'm cute...\He really...\By the way, you and Kirisaki grew up together, didn't you?\How long have you known each other?\Let's see... We were like five or six when we met, so it's been about ten years at this point.\Back then, Mistress also seemed to have found her first love.\She often told me about the boy with a grin on her face.\First love? response:	But she told me that she'd never fallen in love before.
context: He really...\By the way, you and Kirisaki grew up together, didn't you?\How long have you known each other?\Let's see... We were like five or six when we met, so it's been about ten years at this point.\Back then, Mistress also seemed to have found her first love.\She often told me about the boy with a grin on her face.\First love?\But she told me that she'd never fallen in love before. response:	That just goes to show that she doesn't trust you, doesn't it? Serves you right!
context: By the way, you and Kirisaki grew up together, didn't you?\How long have you known each other?\Let's see... We were like five or six when we met, so it's been about ten years at this point.\Back then, Mistress also seemed to have found her first love.\She often told me about the boy with a grin on her face.\First love?\But she told me that she'd never fallen in love before.\That just goes to show that she doesn't trust you, doesn't it? Serves you right! response:	Oh, is that so? Then what about your first love?
context: How long have you known each other?\Let's see... We were like five or six when we met, so it's been about ten years at this point.\Back then, Mistress also seemed to have found her first love.\She often told me about the boy with a grin on her face.\First love?\But she told me that she'd never fallen in love before.\That just goes to show that she doesn't trust you, doesn't it? Serves you right!\Oh, is that so? Then what about your first love? response:	M-My first love?
context: Let's see... We were like five or six when we met, so it's been about ten years at this point.\Back then, Mistress also seemed to have found her first love.\She often told me about the boy with a grin on her face.\First love?\But she told me that she'd never fallen in love before.\That just goes to show that she doesn't trust you, doesn't it? Serves you right!\Oh, is that so? Then what about your first love?\M-My first love? response:	As if I'd experience such a thing!
context: Back then, Mistress also seemed to have found her first love.\She often told me about the boy with a grin on her face.\First love?\But she told me that she'd never fallen in love before.\That just goes to show that she doesn't trust you, doesn't it? Serves you right!\Oh, is that so? Then what about your first love?\M-My first love?\As if I'd experience such a thing! response:	What? Really? Not that I would know...
context: She often told me about the boy with a grin on her face.\First love?\But she told me that she'd never fallen in love before.\That just goes to show that she doesn't trust you, doesn't it? Serves you right!\Oh, is that so? Then what about your first love?\M-My first love?\As if I'd experience such a thing!\What? Really? Not that I would know... response:	I don't have a first love.
context: First love?\But she told me that she'd never fallen in love before.\That just goes to show that she doesn't trust you, doesn't it? Serves you right!\Oh, is that so? Then what about your first love?\M-My first love?\As if I'd experience such a thing!\What? Really? Not that I would know...\I don't have a first love. response:	Never have, never will.
context: But she told me that she'd never fallen in love before.\That just goes to show that she doesn't trust you, doesn't it? Serves you right!\Oh, is that so? Then what about your first love?\M-My first love?\As if I'd experience such a thing!\What? Really? Not that I would know...\I don't have a first love.\Never have, never will. response:	Serving Mistress is my mission, and that's what makes me happy.
context: That just goes to show that she doesn't trust you, doesn't it? Serves you right!\Oh, is that so? Then what about your first love?\M-My first love?\As if I'd experience such a thing!\What? Really? Not that I would know...\I don't have a first love.\Never have, never will.\Serving Mistress is my mission, and that's what makes me happy. response:	And didn't you hear me the first time? I've abandoned my womanhood!
context: Oh, is that so? Then what about your first love?\M-My first love?\As if I'd experience such a thing!\What? Really? Not that I would know...\I don't have a first love.\Never have, never will.\Serving Mistress is my mission, and that's what makes me happy.\And didn't you hear me the first time? I've abandoned my womanhood! response:	As long as Mistress is happy, that's enough for me.
context: M-My first love?\As if I'd experience such a thing!\What? Really? Not that I would know...\I don't have a first love.\Never have, never will.\Serving Mistress is my mission, and that's what makes me happy.\And didn't you hear me the first time? I've abandoned my womanhood!\As long as Mistress is happy, that's enough for me. response:	But...
context: As if I'd experience such a thing!\What? Really? Not that I would know...\I don't have a first love.\Never have, never will.\Serving Mistress is my mission, and that's what makes me happy.\And didn't you hear me the first time? I've abandoned my womanhood!\As long as Mistress is happy, that's enough for me.\But... response:	If you're the kind of person who can devote herself like that to someone,
context: What? Really? Not that I would know...\I don't have a first love.\Never have, never will.\Serving Mistress is my mission, and that's what makes me happy.\And didn't you hear me the first time? I've abandoned my womanhood!\As long as Mistress is happy, that's enough for me.\But...\If you're the kind of person who can devote herself like that to someone, response:	then I'll bet you anything there's someone out there who'll fall in love with you.
context: I don't have a first love.\Never have, never will.\Serving Mistress is my mission, and that's what makes me happy.\And didn't you hear me the first time? I've abandoned my womanhood!\As long as Mistress is happy, that's enough for me.\But...\If you're the kind of person who can devote herself like that to someone,\then I'll bet you anything there's someone out there who'll fall in love with you. response:	In other words, it means that your first love has yet to bloom.
context: Never have, never will.\Serving Mistress is my mission, and that's what makes me happy.\And didn't you hear me the first time? I've abandoned my womanhood!\As long as Mistress is happy, that's enough for me.\But...\If you're the kind of person who can devote herself like that to someone,\then I'll bet you anything there's someone out there who'll fall in love with you.\In other words, it means that your first love has yet to bloom. response:	I can't even imagine...
context: Serving Mistress is my mission, and that's what makes me happy.\And didn't you hear me the first time? I've abandoned my womanhood!\As long as Mistress is happy, that's enough for me.\But...\If you're the kind of person who can devote herself like that to someone,\then I'll bet you anything there's someone out there who'll fall in love with you.\In other words, it means that your first love has yet to bloom.\I can't even imagine... response:	the look on your face when you actually fall in love.
context: And didn't you hear me the first time? I've abandoned my womanhood!\As long as Mistress is happy, that's enough for me.\But...\If you're the kind of person who can devote herself like that to someone,\then I'll bet you anything there's someone out there who'll fall in love with you.\In other words, it means that your first love has yet to bloom.\I can't even imagine...\the look on your face when you actually fall in love. response:	Anyway, I'm sure that it'll come a lot quicker than you think.
context: As long as Mistress is happy, that's enough for me.\But...\If you're the kind of person who can devote herself like that to someone,\then I'll bet you anything there's someone out there who'll fall in love with you.\In other words, it means that your first love has yet to bloom.\I can't even imagine...\the look on your face when you actually fall in love.\Anyway, I'm sure that it'll come a lot quicker than you think. response:	I swear, you're the most infuriating man I've ever met.
context: But...\If you're the kind of person who can devote herself like that to someone,\then I'll bet you anything there's someone out there who'll fall in love with you.\In other words, it means that your first love has yet to bloom.\I can't even imagine...\the look on your face when you actually fall in love.\Anyway, I'm sure that it'll come a lot quicker than you think.\I swear, you're the most infuriating man I've ever met. response:	You'd better not think I owe you for this!
context: If you're the kind of person who can devote herself like that to someone,\then I'll bet you anything there's someone out there who'll fall in love with you.\In other words, it means that your first love has yet to bloom.\I can't even imagine...\the look on your face when you actually fall in love.\Anyway, I'm sure that it'll come a lot quicker than you think.\I swear, you're the most infuriating man I've ever met.\You'd better not think I owe you for this! response:	Owe me what?
context: then I'll bet you anything there's someone out there who'll fall in love with you.\In other words, it means that your first love has yet to bloom.\I can't even imagine...\the look on your face when you actually fall in love.\Anyway, I'm sure that it'll come a lot quicker than you think.\I swear, you're the most infuriating man I've ever met.\You'd better not think I owe you for this!\Owe me what? response:	Ready, set,
context: In other words, it means that your first love has yet to bloom.\I can't even imagine...\the look on your face when you actually fall in love.\Anyway, I'm sure that it'll come a lot quicker than you think.\I swear, you're the most infuriating man I've ever met.\You'd better not think I owe you for this!\Owe me what?\Ready, set, response:	go!
context: I can't even imagine...\the look on your face when you actually fall in love.\Anyway, I'm sure that it'll come a lot quicker than you think.\I swear, you're the most infuriating man I've ever met.\You'd better not think I owe you for this!\Owe me what?\Ready, set,\go! response:	By the way, about the Shuei syndicate's heir...
context: the look on your face when you actually fall in love.\Anyway, I'm sure that it'll come a lot quicker than you think.\I swear, you're the most infuriating man I've ever met.\You'd better not think I owe you for this!\Owe me what?\Ready, set,\go!\By the way, about the Shuei syndicate's heir... response:	What's wrong? Your concentration's shot.
context: Anyway, I'm sure that it'll come a lot quicker than you think.\I swear, you're the most infuriating man I've ever met.\You'd better not think I owe you for this!\Owe me what?\Ready, set,\go!\By the way, about the Shuei syndicate's heir...\What's wrong? Your concentration's shot. response:	My apologies.
context: I swear, you're the most infuriating man I've ever met.\You'd better not think I owe you for this!\Owe me what?\Ready, set,\go!\By the way, about the Shuei syndicate's heir...\What's wrong? Your concentration's shot.\My apologies. response:	How's your mission? Has he changed at all?
context: You'd better not think I owe you for this!\Owe me what?\Ready, set,\go!\By the way, about the Shuei syndicate's heir...\What's wrong? Your concentration's shot.\My apologies.\How's your mission? Has he changed at all? response:	No, there's nothing different about him.
context: Owe me what?\Ready, set,\go!\By the way, about the Shuei syndicate's heir...\What's wrong? Your concentration's shot.\My apologies.\How's your mission? Has he changed at all?\No, there's nothing different about him. response:	I see. Carry on with your mission, then.
context: Ready, set,\go!\By the way, about the Shuei syndicate's heir...\What's wrong? Your concentration's shot.\My apologies.\How's your mission? Has he changed at all?\No, there's nothing different about him.\I see. Carry on with your mission, then. response:	Right.
context: go!\By the way, about the Shuei syndicate's heir...\What's wrong? Your concentration's shot.\My apologies.\How's your mission? Has he changed at all?\No, there's nothing different about him.\I see. Carry on with your mission, then.\Right. response:	There's something strange going on with me lately.
context: By the way, about the Shuei syndicate's heir...\What's wrong? Your concentration's shot.\My apologies.\How's your mission? Has he changed at all?\No, there's nothing different about him.\I see. Carry on with your mission, then.\Right.\There's something strange going on with me lately. response:	I told you! You don't have to follow me everywhere!
context: What's wrong? Your concentration's shot.\My apologies.\How's your mission? Has he changed at all?\No, there's nothing different about him.\I see. Carry on with your mission, then.\Right.\There's something strange going on with me lately.\I told you! You don't have to follow me everywhere! response:	That's not how this works.
context: My apologies.\How's your mission? Has he changed at all?\No, there's nothing different about him.\I see. Carry on with your mission, then.\Right.\There's something strange going on with me lately.\I told you! You don't have to follow me everywhere!\That's not how this works. response:	My job is to follow and protect you 24/7.
context: How's your mission? Has he changed at all?\No, there's nothing different about him.\I see. Carry on with your mission, then.\Right.\There's something strange going on with me lately.\I told you! You don't have to follow me everywhere!\That's not how this works.\My job is to follow and protect you 24/7. response:	And besides, I finally have a chance to spend time with you, Mistress!
context: No, there's nothing different about him.\I see. Carry on with your mission, then.\Right.\There's something strange going on with me lately.\I told you! You don't have to follow me everywhere!\That's not how this works.\My job is to follow and protect you 24/7.\And besides, I finally have a chance to spend time with you, Mistress! response:	Hey, good morning, darling!
context: I see. Carry on with your mission, then.\Right.\There's something strange going on with me lately.\I told you! You don't have to follow me everywhere!\That's not how this works.\My job is to follow and protect you 24/7.\And besides, I finally have a chance to spend time with you, Mistress!\Hey, good morning, darling! response:	Yo, honey!
context: Right.\There's something strange going on with me lately.\I told you! You don't have to follow me everywhere!\That's not how this works.\My job is to follow and protect you 24/7.\And besides, I finally have a chance to spend time with you, Mistress!\Hey, good morning, darling!\Yo, honey! response:	Morn
context: There's something strange going on with me lately.\I told you! You don't have to follow me everywhere!\That's not how this works.\My job is to follow and protect you 24/7.\And besides, I finally have a chance to spend time with you, Mistress!\Hey, good morning, darling!\Yo, honey!\Morn response:	What's wrong, Tsugumi?
context: I told you! You don't have to follow me everywhere!\That's not how this works.\My job is to follow and protect you 24/7.\And besides, I finally have a chance to spend time with you, Mistress!\Hey, good morning, darling!\Yo, honey!\Morn\What's wrong, Tsugumi? response:	It's... nothing.
context: That's not how this works.\My job is to follow and protect you 24/7.\And besides, I finally have a chance to spend time with you, Mistress!\Hey, good morning, darling!\Yo, honey!\Morn\What's wrong, Tsugumi?\It's... nothing. response:	Don't come near me! Don't touch me! Don't talk to me!
context: My job is to follow and protect you 24/7.\And besides, I finally have a chance to spend time with you, Mistress!\Hey, good morning, darling!\Yo, honey!\Morn\What's wrong, Tsugumi?\It's... nothing.\Don't come near me! Don't touch me! Don't talk to me! response:	The Three Principles?
context: And besides, I finally have a chance to spend time with you, Mistress!\Hey, good morning, darling!\Yo, honey!\Morn\What's wrong, Tsugumi?\It's... nothing.\Don't come near me! Don't touch me! Don't talk to me!\The Three Principles? response:	She really hates my guts.
context: Hey, good morning, darling!\Yo, honey!\Morn\What's wrong, Tsugumi?\It's... nothing.\Don't come near me! Don't touch me! Don't talk to me!\The Three Principles?\She really hates my guts. response:	Shall we be on our way, Mistress?
context: Yo, honey!\Morn\What's wrong, Tsugumi?\It's... nothing.\Don't come near me! Don't touch me! Don't talk to me!\The Three Principles?\She really hates my guts.\Shall we be on our way, Mistress? response:	I'll carry your books.
context: Morn\What's wrong, Tsugumi?\It's... nothing.\Don't come near me! Don't touch me! Don't talk to me!\The Three Principles?\She really hates my guts.\Shall we be on our way, Mistress?\I'll carry your books. response:	There's some dust on your shoulder.
context: What's wrong, Tsugumi?\It's... nothing.\Don't come near me! Don't touch me! Don't talk to me!\The Three Principles?\She really hates my guts.\Shall we be on our way, Mistress?\I'll carry your books.\There's some dust on your shoulder. response:	What's wrong with you, Tsugumi?
context: It's... nothing.\Don't come near me! Don't touch me! Don't talk to me!\The Three Principles?\She really hates my guts.\Shall we be on our way, Mistress?\I'll carry your books.\There's some dust on your shoulder.\What's wrong with you, Tsugumi? response:	Was I being too touchy-feely? Sorry!
context: Don't come near me! Don't touch me! Don't talk to me!\The Three Principles?\She really hates my guts.\Shall we be on our way, Mistress?\I'll carry your books.\There's some dust on your shoulder.\What's wrong with you, Tsugumi?\Was I being too touchy-feely? Sorry! response:	Something is wrong with me.
context: The Three Principles?\She really hates my guts.\Shall we be on our way, Mistress?\I'll carry your books.\There's some dust on your shoulder.\What's wrong with you, Tsugumi?\Was I being too touchy-feely? Sorry!\Something is wrong with me. response:	You need advice? What's up?
context: She really hates my guts.\Shall we be on our way, Mistress?\I'll carry your books.\There's some dust on your shoulder.\What's wrong with you, Tsugumi?\Was I being too touchy-feely? Sorry!\Something is wrong with me.\You need advice? What's up? response:	Oh, it's actually not that important, but...
context: Shall we be on our way, Mistress?\I'll carry your books.\There's some dust on your shoulder.\What's wrong with you, Tsugumi?\Was I being too touchy-feely? Sorry!\Something is wrong with me.\You need advice? What's up?\Oh, it's actually not that important, but... response:	The thing is, I've been feeling strange lately.
context: I'll carry your books.\There's some dust on your shoulder.\What's wrong with you, Tsugumi?\Was I being too touchy-feely? Sorry!\Something is wrong with me.\You need advice? What's up?\Oh, it's actually not that important, but...\The thing is, I've been feeling strange lately. response:	These physical changes seem to come about only under certain conditions,
context: There's some dust on your shoulder.\What's wrong with you, Tsugumi?\Was I being too touchy-feely? Sorry!\Something is wrong with me.\You need advice? What's up?\Oh, it's actually not that important, but...\The thing is, I've been feeling strange lately.\These physical changes seem to come about only under certain conditions, response:	and they're like nothing I've ever experienced before.
context: What's wrong with you, Tsugumi?\Was I being too touchy-feely? Sorry!\Something is wrong with me.\You need advice? What's up?\Oh, it's actually not that important, but...\The thing is, I've been feeling strange lately.\These physical changes seem to come about only under certain conditions,\and they're like nothing I've ever experienced before. response:	Oh, really? What kind of changes?
context: Was I being too touchy-feely? Sorry!\Something is wrong with me.\You need advice? What's up?\Oh, it's actually not that important, but...\The thing is, I've been feeling strange lately.\These physical changes seem to come about only under certain conditions,\and they're like nothing I've ever experienced before.\Oh, really? What kind of changes? response:	You see...
context: Something is wrong with me.\You need advice? What's up?\Oh, it's actually not that important, but...\The thing is, I've been feeling strange lately.\These physical changes seem to come about only under certain conditions,\and they're like nothing I've ever experienced before.\Oh, really? What kind of changes?\You see... response:	My pulse skyrockets, but only in front of a certain person.
context: You need advice? What's up?\Oh, it's actually not that important, but...\The thing is, I've been feeling strange lately.\These physical changes seem to come about only under certain conditions,\and they're like nothing I've ever experienced before.\Oh, really? What kind of changes?\You see...\My pulse skyrockets, but only in front of a certain person. response:	It feels like my heart's being crushed, and my face grows hot,
context: Oh, it's actually not that important, but...\The thing is, I've been feeling strange lately.\These physical changes seem to come about only under certain conditions,\and they're like nothing I've ever experienced before.\Oh, really? What kind of changes?\You see...\My pulse skyrockets, but only in front of a certain person.\It feels like my heart's being crushed, and my face grows hot, response:	and whenever that person is around, everything I say turns to gibberish.
context: The thing is, I've been feeling strange lately.\These physical changes seem to come about only under certain conditions,\and they're like nothing I've ever experienced before.\Oh, really? What kind of changes?\You see...\My pulse skyrockets, but only in front of a certain person.\It feels like my heart's being crushed, and my face grows hot,\and whenever that person is around, everything I say turns to gibberish. response:	Tsugumi... that's not...
context: These physical changes seem to come about only under certain conditions,\and they're like nothing I've ever experienced before.\Oh, really? What kind of changes?\You see...\My pulse skyrockets, but only in front of a certain person.\It feels like my heart's being crushed, and my face grows hot,\and whenever that person is around, everything I say turns to gibberish.\Tsugumi... that's not... response:	some kind of serious disease or anything, is it?
context: and they're like nothing I've ever experienced before.\Oh, really? What kind of changes?\You see...\My pulse skyrockets, but only in front of a certain person.\It feels like my heart's being crushed, and my face grows hot,\and whenever that person is around, everything I say turns to gibberish.\Tsugumi... that's not...\some kind of serious disease or anything, is it? response:	Maybe you should go to the hospital or something.
context: Oh, really? What kind of changes?\You see...\My pulse skyrockets, but only in front of a certain person.\It feels like my heart's being crushed, and my face grows hot,\and whenever that person is around, everything I say turns to gibberish.\Tsugumi... that's not...\some kind of serious disease or anything, is it?\Maybe you should go to the hospital or something. response:	No, I don't think that's what it is.
context: You see...\My pulse skyrockets, but only in front of a certain person.\It feels like my heart's being crushed, and my face grows hot,\and whenever that person is around, everything I say turns to gibberish.\Tsugumi... that's not...\some kind of serious disease or anything, is it?\Maybe you should go to the hospital or something.\No, I don't think that's what it is. response:	Insensitives
context: My pulse skyrockets, but only in front of a certain person.\It feels like my heart's being crushed, and my face grows hot,\and whenever that person is around, everything I say turns to gibberish.\Tsugumi... that's not...\some kind of serious disease or anything, is it?\Maybe you should go to the hospital or something.\No, I don't think that's what it is.\Insensitives response:	Insensitives
context: It feels like my heart's being crushed, and my face grows hot,\and whenever that person is around, everything I say turns to gibberish.\Tsugumi... that's not...\some kind of serious disease or anything, is it?\Maybe you should go to the hospital or something.\No, I don't think that's what it is.\Insensitives\Insensitives response:	Seriously, what's going on?
context: and whenever that person is around, everything I say turns to gibberish.\Tsugumi... that's not...\some kind of serious disease or anything, is it?\Maybe you should go to the hospital or something.\No, I don't think that's what it is.\Insensitives\Insensitives\Seriously, what's going on? response:	Despite these incredibly abnormal changes to my body,
context: Tsugumi... that's not...\some kind of serious disease or anything, is it?\Maybe you should go to the hospital or something.\No, I don't think that's what it is.\Insensitives\Insensitives\Seriously, what's going on?\Despite these incredibly abnormal changes to my body, response:	I wouldn't say it's unpleasant.
context: some kind of serious disease or anything, is it?\Maybe you should go to the hospital or something.\No, I don't think that's what it is.\Insensitives\Insensitives\Seriously, what's going on?\Despite these incredibly abnormal changes to my body,\I wouldn't say it's unpleasant. response:	In fact...
context: Maybe you should go to the hospital or something.\No, I don't think that's what it is.\Insensitives\Insensitives\Seriously, what's going on?\Despite these incredibly abnormal changes to my body,\I wouldn't say it's unpleasant.\In fact... response:	This is bad! How can I be so nonchalant about this?
context: No, I don't think that's what it is.\Insensitives\Insensitives\Seriously, what's going on?\Despite these incredibly abnormal changes to my body,\I wouldn't say it's unpleasant.\In fact...\This is bad! How can I be so nonchalant about this? response:	There's a high chance this will come to interfere with my mission!
context: Insensitives\Insensitives\Seriously, what's going on?\Despite these incredibly abnormal changes to my body,\I wouldn't say it's unpleasant.\In fact...\This is bad! How can I be so nonchalant about this?\There's a high chance this will come to interfere with my mission! response:	Maybe I'll try asking someone else.
context: Insensitives\Seriously, what's going on?\Despite these incredibly abnormal changes to my body,\I wouldn't say it's unpleasant.\In fact...\This is bad! How can I be so nonchalant about this?\There's a high chance this will come to interfere with my mission!\Maybe I'll try asking someone else. response:	That's the first I've ever heard of those symptoms.
context: Seriously, what's going on?\Despite these incredibly abnormal changes to my body,\I wouldn't say it's unpleasant.\In fact...\This is bad! How can I be so nonchalant about this?\There's a high chance this will come to interfere with my mission!\Maybe I'll try asking someone else.\That's the first I've ever heard of those symptoms. response:	There's nothing I can do.
context: Despite these incredibly abnormal changes to my body,\I wouldn't say it's unpleasant.\In fact...\This is bad! How can I be so nonchalant about this?\There's a high chance this will come to interfere with my mission!\Maybe I'll try asking someone else.\That's the first I've ever heard of those symptoms.\There's nothing I can do. response:	I recommend that you get yourself examined by a professional.
context: I wouldn't say it's unpleasant.\In fact...\This is bad! How can I be so nonchalant about this?\There's a high chance this will come to interfere with my mission!\Maybe I'll try asking someone else.\That's the first I've ever heard of those symptoms.\There's nothing I can do.\I recommend that you get yourself examined by a professional. response:	I suppose keeping fit is another part of your mission.
context: In fact...\This is bad! How can I be so nonchalant about this?\There's a high chance this will come to interfere with my mission!\Maybe I'll try asking someone else.\That's the first I've ever heard of those symptoms.\There's nothing I can do.\I recommend that you get yourself examined by a professional.\I suppose keeping fit is another part of your mission. response:	Be ever vigilant!
context: This is bad! How can I be so nonchalant about this?\There's a high chance this will come to interfere with my mission!\Maybe I'll try asking someone else.\That's the first I've ever heard of those symptoms.\There's nothing I can do.\I recommend that you get yourself examined by a professional.\I suppose keeping fit is another part of your mission.\Be ever vigilant! response:	R-Right! I'm very sorry.
context: There's a high chance this will come to interfere with my mission!\Maybe I'll try asking someone else.\That's the first I've ever heard of those symptoms.\There's nothing I can do.\I recommend that you get yourself examined by a professional.\I suppose keeping fit is another part of your mission.\Be ever vigilant!\R-Right! I'm very sorry. response:	No dice, huh?
context: Maybe I'll try asking someone else.\That's the first I've ever heard of those symptoms.\There's nothing I can do.\I recommend that you get yourself examined by a professional.\I suppose keeping fit is another part of your mission.\Be ever vigilant!\R-Right! I'm very sorry.\No dice, huh? response:	I wish I could have that photo, too.
context: That's the first I've ever heard of those symptoms.\There's nothing I can do.\I recommend that you get yourself examined by a professional.\I suppose keeping fit is another part of your mission.\Be ever vigilant!\R-Right! I'm very sorry.\No dice, huh?\I wish I could have that photo, too. response:	But of course, Seishirou-chan! Needless to say, that's...
context: There's nothing I can do.\I recommend that you get yourself examined by a professional.\I suppose keeping fit is another part of your mission.\Be ever vigilant!\R-Right! I'm very sorry.\No dice, huh?\I wish I could have that photo, too.\But of course, Seishirou-chan! Needless to say, that's... response:	But wait, by any chance, are you talking about Raku?
context: I recommend that you get yourself examined by a professional.\I suppose keeping fit is another part of your mission.\Be ever vigilant!\R-Right! I'm very sorry.\No dice, huh?\I wish I could have that photo, too.\But of course, Seishirou-chan! Needless to say, that's...\But wait, by any chance, are you talking about Raku? response:	How can you tell?
context: I suppose keeping fit is another part of your mission.\Be ever vigilant!\R-Right! I'm very sorry.\No dice, huh?\I wish I could have that photo, too.\But of course, Seishirou-chan! Needless to say, that's...\But wait, by any chance, are you talking about Raku?\How can you tell? response:	Hey, you! What's so funny?
context: Be ever vigilant!\R-Right! I'm very sorry.\No dice, huh?\I wish I could have that photo, too.\But of course, Seishirou-chan! Needless to say, that's...\But wait, by any chance, are you talking about Raku?\How can you tell?\Hey, you! What's so funny? response:	Don't laugh! Do you hear me?
context: R-Right! I'm very sorry.\No dice, huh?\I wish I could have that photo, too.\But of course, Seishirou-chan! Needless to say, that's...\But wait, by any chance, are you talking about Raku?\How can you tell?\Hey, you! What's so funny?\Don't laugh! Do you hear me? response:	Stop laughing!
context: No dice, huh?\I wish I could have that photo, too.\But of course, Seishirou-chan! Needless to say, that's...\But wait, by any chance, are you talking about Raku?\How can you tell?\Hey, you! What's so funny?\Don't laugh! Do you hear me?\Stop laughing! response:	Isn't that...
context: I wish I could have that photo, too.\But of course, Seishirou-chan! Needless to say, that's...\But wait, by any chance, are you talking about Raku?\How can you tell?\Hey, you! What's so funny?\Don't laugh! Do you hear me?\Stop laughing!\Isn't that... response:	It's got to be that, right?
context: But of course, Seishirou-chan! Needless to say, that's...\But wait, by any chance, are you talking about Raku?\How can you tell?\Hey, you! What's so funny?\Don't laugh! Do you hear me?\Stop laughing!\Isn't that...\It's got to be that, right? response:	Oh, my, it must be nice to be young!
context: But wait, by any chance, are you talking about Raku?\How can you tell?\Hey, you! What's so funny?\Don't laugh! Do you hear me?\Stop laughing!\Isn't that...\It's got to be that, right?\Oh, my, it must be nice to be young! response:	I wonder why.
context: How can you tell?\Hey, you! What's so funny?\Don't laugh! Do you hear me?\Stop laughing!\Isn't that...\It's got to be that, right?\Oh, my, it must be nice to be young!\I wonder why. response:	No matter who I ask, all I get are vague answers.
context: Hey, you! What's so funny?\Don't laugh! Do you hear me?\Stop laughing!\Isn't that...\It's got to be that, right?\Oh, my, it must be nice to be young!\I wonder why.\No matter who I ask, all I get are vague answers. response:	What exactly am I going through?
context: Don't laugh! Do you hear me?\Stop laughing!\Isn't that...\It's got to be that, right?\Oh, my, it must be nice to be young!\I wonder why.\No matter who I ask, all I get are vague answers.\What exactly am I going through? response:	But that's...
context: Stop laughing!\Isn't that...\It's got to be that, right?\Oh, my, it must be nice to be young!\I wonder why.\No matter who I ask, all I get are vague answers.\What exactly am I going through?\But that's... response:	Yeah.
context: Isn't that...\It's got to be that, right?\Oh, my, it must be nice to be young!\I wonder why.\No matter who I ask, all I get are vague answers.\What exactly am I going through?\But that's...\Yeah. response:	You mean you have an idea what it could be, Onodera-sama?!
