context: First, I'd like to say, thank you! response:	Well that was sudden.
context: I guess I lost her.\Ma'am, give me a slice of tomato pizza.\Sure.\Thank you for your business.\There she is!\They have some new outfits, President Aria!\What is she doing?\Akatsukin! response:	Huh?
context: Ma'am, give me a slice of tomato pizza.\Sure.\Thank you for your business.\There she is!\They have some new outfits, President Aria!\What is she doing?\Akatsukin!\Huh? response:	Are you off today?
context: Sure.\Thank you for your business.\There she is!\They have some new outfits, President Aria!\What is she doing?\Akatsukin!\Huh?\Are you off today? response:	Yeah.
context: Thank you for your business.\There she is!\They have some new outfits, President Aria!\What is she doing?\Akatsukin!\Huh?\Are you off today?\Yeah. response:	Are you going to our middle school reunion, Akatsukin?
context: There she is!\They have some new outfits, President Aria!\What is she doing?\Akatsukin!\Huh?\Are you off today?\Yeah.\Are you going to our middle school reunion, Akatsukin? response:	Yeah.
context: They have some new outfits, President Aria!\What is she doing?\Akatsukin!\Huh?\Are you off today?\Yeah.\Are you going to our middle school reunion, Akatsukin?\Yeah. response:	Then I'll send the RSVPs for both of us.
context: What is she doing?\Akatsukin!\Huh?\Are you off today?\Yeah.\Are you going to our middle school reunion, Akatsukin?\Yeah.\Then I'll send the RSVPs for both of us. response:	Yeah.
context: Akatsukin!\Huh?\Are you off today?\Yeah.\Are you going to our middle school reunion, Akatsukin?\Yeah.\Then I'll send the RSVPs for both of us.\Yeah. response:	That pizza sure looks good.
context: Huh?\Are you off today?\Yeah.\Are you going to our middle school reunion, Akatsukin?\Yeah.\Then I'll send the RSVPs for both of us.\Yeah.\That pizza sure looks good. response:	Are you sure?
context: Are you off today?\Yeah.\Are you going to our middle school reunion, Akatsukin?\Yeah.\Then I'll send the RSVPs for both of us.\Yeah.\That pizza sure looks good.\Are you sure? response:	Yeah.
context: Yeah.\Are you going to our middle school reunion, Akatsukin?\Yeah.\Then I'll send the RSVPs for both of us.\Yeah.\That pizza sure looks good.\Are you sure?\Yeah. response:	Thanks!
context: Are you going to our middle school reunion, Akatsukin?\Yeah.\Then I'll send the RSVPs for both of us.\Yeah.\That pizza sure looks good.\Are you sure?\Yeah.\Thanks! response:	She went inside.
context: Yeah.\Then I'll send the RSVPs for both of us.\Yeah.\That pizza sure looks good.\Are you sure?\Yeah.\Thanks!\She went inside. response:	See ya.
context: Then I'll send the RSVPs for both of us.\Yeah.\That pizza sure looks good.\Are you sure?\Yeah.\Thanks!\She went inside.\See ya. response:	Yeah. See ya.
context: Yeah.\That pizza sure looks good.\Are you sure?\Yeah.\Thanks!\She went inside.\See ya.\Yeah. See ya. response:	Yeah.
context: That pizza sure looks good.\Are you sure?\Yeah.\Thanks!\She went inside.\See ya.\Yeah. See ya.\Yeah. response:	Huh? My pizza...
context: Are you sure?\Yeah.\Thanks!\She went inside.\See ya.\Yeah. See ya.\Yeah.\Huh? My pizza... response:	Where'd it go?
context: Yeah.\Thanks!\She went inside.\See ya.\Yeah. See ya.\Yeah.\Huh? My pizza...\Where'd it go? response:	It looks great on you.
context: Thanks!\She went inside.\See ya.\Yeah. See ya.\Yeah.\Huh? My pizza...\Where'd it go?\It looks great on you. response:	I'm happy for you, President Aria.
context: She went inside.\See ya.\Yeah. See ya.\Yeah.\Huh? My pizza...\Where'd it go?\It looks great on you.\I'm happy for you, President Aria. response:	Caffe Florian's restoration has begun, President Aria.
context: See ya.\Yeah. See ya.\Yeah.\Huh? My pizza...\Where'd it go?\It looks great on you.\I'm happy for you, President Aria.\Caffe Florian's restoration has begun, President Aria. response:	I'm sure it'll be more radiant than ever when it's reborn.
context: Yeah. See ya.\Yeah.\Huh? My pizza...\Where'd it go?\It looks great on you.\I'm happy for you, President Aria.\Caffe Florian's restoration has begun, President Aria.\I'm sure it'll be more radiant than ever when it's reborn. response:	I lost her again.
context: Yeah.\Huh? My pizza...\Where'd it go?\It looks great on you.\I'm happy for you, President Aria.\Caffe Florian's restoration has begun, President Aria.\I'm sure it'll be more radiant than ever when it's reborn.\I lost her again. response:	Stupid fast girl!
context: Huh? My pizza...\Where'd it go?\It looks great on you.\I'm happy for you, President Aria.\Caffe Florian's restoration has begun, President Aria.\I'm sure it'll be more radiant than ever when it's reborn.\I lost her again.\Stupid fast girl! response:	She's elusive, that's for sure.
context: Where'd it go?\It looks great on you.\I'm happy for you, President Aria.\Caffe Florian's restoration has begun, President Aria.\I'm sure it'll be more radiant than ever when it's reborn.\I lost her again.\Stupid fast girl!\She's elusive, that's for sure. response:	Huh? It won't open.
context: It looks great on you.\I'm happy for you, President Aria.\Caffe Florian's restoration has begun, President Aria.\I'm sure it'll be more radiant than ever when it's reborn.\I lost her again.\Stupid fast girl!\She's elusive, that's for sure.\Huh? It won't open. response:	This entrance is off limits to the public. Please use the elevator like everyone else.
context: I'm happy for you, President Aria.\Caffe Florian's restoration has begun, President Aria.\I'm sure it'll be more radiant than ever when it's reborn.\I lost her again.\Stupid fast girl!\She's elusive, that's for sure.\Huh? It won't open.\This entrance is off limits to the public. Please use the elevator like everyone else. response:	What? But I-
context: Caffe Florian's restoration has begun, President Aria.\I'm sure it'll be more radiant than ever when it's reborn.\I lost her again.\Stupid fast girl!\She's elusive, that's for sure.\Huh? It won't open.\This entrance is off limits to the public. Please use the elevator like everyone else.\What? But I- response:	It can't be helped!
context: I'm sure it'll be more radiant than ever when it's reborn.\I lost her again.\Stupid fast girl!\She's elusive, that's for sure.\Huh? It won't open.\This entrance is off limits to the public. Please use the elevator like everyone else.\What? But I-\It can't be helped! response:	Thank you so much.
context: I lost her again.\Stupid fast girl!\She's elusive, that's for sure.\Huh? It won't open.\This entrance is off limits to the public. Please use the elevator like everyone else.\What? But I-\It can't be helped!\Thank you so much. response:	Not at all. Come again anytime. Ah, and please send Alicia my regards.
context: Stupid fast girl!\She's elusive, that's for sure.\Huh? It won't open.\This entrance is off limits to the public. Please use the elevator like everyone else.\What? But I-\It can't be helped!\Thank you so much.\Not at all. Come again anytime. Ah, and please send Alicia my regards. response:	I will!
context: She's elusive, that's for sure.\Huh? It won't open.\This entrance is off limits to the public. Please use the elevator like everyone else.\What? But I-\It can't be helped!\Thank you so much.\Not at all. Come again anytime. Ah, and please send Alicia my regards.\I will! response:	This is taking forever!
context: Huh? It won't open.\This entrance is off limits to the public. Please use the elevator like everyone else.\What? But I-\It can't be helped!\Thank you so much.\Not at all. Come again anytime. Ah, and please send Alicia my regards.\I will!\This is taking forever! response:	What?!
context: This entrance is off limits to the public. Please use the elevator like everyone else.\What? But I-\It can't be helped!\Thank you so much.\Not at all. Come again anytime. Ah, and please send Alicia my regards.\I will!\This is taking forever!\What?! response:	How in the world did she...
context: What? But I-\It can't be helped!\Thank you so much.\Not at all. Come again anytime. Ah, and please send Alicia my regards.\I will!\This is taking forever!\What?!\How in the world did she... response:	You're not getting away this time! Prepare yourself to be caught!
context: It can't be helped!\Thank you so much.\Not at all. Come again anytime. Ah, and please send Alicia my regards.\I will!\This is taking forever!\What?!\How in the world did she...\You're not getting away this time! Prepare yourself to be caught! response:	Huh? Pony-boy?
context: Thank you so much.\Not at all. Come again anytime. Ah, and please send Alicia my regards.\I will!\This is taking forever!\What?!\How in the world did she...\You're not getting away this time! Prepare yourself to be caught!\Huh? Pony-boy? response:	I wonder what he's doing.
context: Not at all. Come again anytime. Ah, and please send Alicia my regards.\I will!\This is taking forever!\What?!\How in the world did she...\You're not getting away this time! Prepare yourself to be caught!\Huh? Pony-boy?\I wonder what he's doing. response:	He's really acting sneaky, isn't he?
context: I will!\This is taking forever!\What?!\How in the world did she...\You're not getting away this time! Prepare yourself to be caught!\Huh? Pony-boy?\I wonder what he's doing.\He's really acting sneaky, isn't he? response:	Junior.
context: This is taking forever!\What?!\How in the world did she...\You're not getting away this time! Prepare yourself to be caught!\Huh? Pony-boy?\I wonder what he's doing.\He's really acting sneaky, isn't he?\Junior. response:	I wonder where he's headed?
context: What?!\How in the world did she...\You're not getting away this time! Prepare yourself to be caught!\Huh? Pony-boy?\I wonder what he's doing.\He's really acting sneaky, isn't he?\Junior.\I wonder where he's headed? response:	Who knows.
context: How in the world did she...\You're not getting away this time! Prepare yourself to be caught!\Huh? Pony-boy?\I wonder what he's doing.\He's really acting sneaky, isn't he?\Junior.\I wonder where he's headed?\Who knows. response:	Want to go see?
context: You're not getting away this time! Prepare yourself to be caught!\Huh? Pony-boy?\I wonder what he's doing.\He's really acting sneaky, isn't he?\Junior.\I wonder where he's headed?\Who knows.\Want to go see? response:	Yes!
context: Huh? Pony-boy?\I wonder what he's doing.\He's really acting sneaky, isn't he?\Junior.\I wonder where he's headed?\Who knows.\Want to go see?\Yes! response:	We haven't been here for a while, have we?
context: I wonder what he's doing.\He's really acting sneaky, isn't he?\Junior.\I wonder where he's headed?\Who knows.\Want to go see?\Yes!\We haven't been here for a while, have we? response:	It's a tourist attraction, so there are lots of people nearby.
context: He's really acting sneaky, isn't he?\Junior.\I wonder where he's headed?\Who knows.\Want to go see?\Yes!\We haven't been here for a while, have we?\It's a tourist attraction, so there are lots of people nearby. response:	But strangely, no one ever notices this spot.
context: Junior.\I wonder where he's headed?\Who knows.\Want to go see?\Yes!\We haven't been here for a while, have we?\It's a tourist attraction, so there are lots of people nearby.\But strangely, no one ever notices this spot. response:	Not Aika, not Alice... I bet not even Alicia knows about it.
context: I wonder where he's headed?\Who knows.\Want to go see?\Yes!\We haven't been here for a while, have we?\It's a tourist attraction, so there are lots of people nearby.\But strangely, no one ever notices this spot.\Not Aika, not Alice... I bet not even Alicia knows about it. response:	It's my very own place.
context: Who knows.\Want to go see?\Yes!\We haven't been here for a while, have we?\It's a tourist attraction, so there are lots of people nearby.\But strangely, no one ever notices this spot.\Not Aika, not Alice... I bet not even Alicia knows about it.\It's my very own place. response:	If I stay here like this, no one can find me.
context: Want to go see?\Yes!\We haven't been here for a while, have we?\It's a tourist attraction, so there are lots of people nearby.\But strangely, no one ever notices this spot.\Not Aika, not Alice... I bet not even Alicia knows about it.\It's my very own place.\If I stay here like this, no one can find me. response:	President Aria, the city of Neo-Venezia is changing little by little, isn't it?
context: Yes!\We haven't been here for a while, have we?\It's a tourist attraction, so there are lots of people nearby.\But strangely, no one ever notices this spot.\Not Aika, not Alice... I bet not even Alicia knows about it.\It's my very own place.\If I stay here like this, no one can find me.\President Aria, the city of Neo-Venezia is changing little by little, isn't it? response:	It's not here!
context: We haven't been here for a while, have we?\It's a tourist attraction, so there are lots of people nearby.\But strangely, no one ever notices this spot.\Not Aika, not Alice... I bet not even Alicia knows about it.\It's my very own place.\If I stay here like this, no one can find me.\President Aria, the city of Neo-Venezia is changing little by little, isn't it?\It's not here! response:	I can't find the stairway anywhere!
context: It's a tourist attraction, so there are lots of people nearby.\But strangely, no one ever notices this spot.\Not Aika, not Alice... I bet not even Alicia knows about it.\It's my very own place.\If I stay here like this, no one can find me.\President Aria, the city of Neo-Venezia is changing little by little, isn't it?\It's not here!\I can't find the stairway anywhere! response:	Where is it?!
context: But strangely, no one ever notices this spot.\Not Aika, not Alice... I bet not even Alicia knows about it.\It's my very own place.\If I stay here like this, no one can find me.\President Aria, the city of Neo-Venezia is changing little by little, isn't it?\It's not here!\I can't find the stairway anywhere!\Where is it?! response:	Just how did she get up there?
context: Not Aika, not Alice... I bet not even Alicia knows about it.\It's my very own place.\If I stay here like this, no one can find me.\President Aria, the city of Neo-Venezia is changing little by little, isn't it?\It's not here!\I can't find the stairway anywhere!\Where is it?!\Just how did she get up there? response:	Could that be it?
context: It's my very own place.\If I stay here like this, no one can find me.\President Aria, the city of Neo-Venezia is changing little by little, isn't it?\It's not here!\I can't find the stairway anywhere!\Where is it?!\Just how did she get up there?\Could that be it? response:	Is it all right to enter without permission?
context: If I stay here like this, no one can find me.\President Aria, the city of Neo-Venezia is changing little by little, isn't it?\It's not here!\I can't find the stairway anywhere!\Where is it?!\Just how did she get up there?\Could that be it?\Is it all right to enter without permission? response:	Eh, whatever.
context: President Aria, the city of Neo-Venezia is changing little by little, isn't it?\It's not here!\I can't find the stairway anywhere!\Where is it?!\Just how did she get up there?\Could that be it?\Is it all right to enter without permission?\Eh, whatever. response:	Oh, wow!
context: It's not here!\I can't find the stairway anywhere!\Where is it?!\Just how did she get up there?\Could that be it?\Is it all right to enter without permission?\Eh, whatever.\Oh, wow! response:	You can see the entire inside stretch of the basilica from here.
context: I can't find the stairway anywhere!\Where is it?!\Just how did she get up there?\Could that be it?\Is it all right to enter without permission?\Eh, whatever.\Oh, wow!\You can see the entire inside stretch of the basilica from here. response:	Horse butts...
context: Where is it?!\Just how did she get up there?\Could that be it?\Is it all right to enter without permission?\Eh, whatever.\Oh, wow!\You can see the entire inside stretch of the basilica from here.\Horse butts... response:	She's sleeping...
context: Just how did she get up there?\Could that be it?\Is it all right to enter without permission?\Eh, whatever.\Oh, wow!\You can see the entire inside stretch of the basilica from here.\Horse butts...\She's sleeping... response:	BIG-DOUBLE-SIDEBURN-YANK!!
context: Could that be it?\Is it all right to enter without permission?\Eh, whatever.\Oh, wow!\You can see the entire inside stretch of the basilica from here.\Horse butts...\She's sleeping...\BIG-DOUBLE-SIDEBURN-YANK!! response:	That'll teach you, Sideburns!
context: Is it all right to enter without permission?\Eh, whatever.\Oh, wow!\You can see the entire inside stretch of the basilica from here.\Horse butts...\She's sleeping...\BIG-DOUBLE-SIDEBURN-YANK!!\That'll teach you, Sideburns! response:	Akatsuki, an ambush isn't fair.
context: Eh, whatever.\Oh, wow!\You can see the entire inside stretch of the basilica from here.\Horse butts...\She's sleeping...\BIG-DOUBLE-SIDEBURN-YANK!!\That'll teach you, Sideburns!\Akatsuki, an ambush isn't fair. response:	I've finally caught you.
context: Oh, wow!\You can see the entire inside stretch of the basilica from here.\Horse butts...\She's sleeping...\BIG-DOUBLE-SIDEBURN-YANK!!\That'll teach you, Sideburns!\Akatsuki, an ambush isn't fair.\I've finally caught you. response:	Caught me?
context: You can see the entire inside stretch of the basilica from here.\Horse butts...\She's sleeping...\BIG-DOUBLE-SIDEBURN-YANK!!\That'll teach you, Sideburns!\Akatsuki, an ambush isn't fair.\I've finally caught you.\Caught me? response:	Come to think of it, why did I have to follow Sideburns in the first place?
context: Horse butts...\She's sleeping...\BIG-DOUBLE-SIDEBURN-YANK!!\That'll teach you, Sideburns!\Akatsuki, an ambush isn't fair.\I've finally caught you.\Caught me?\Come to think of it, why did I have to follow Sideburns in the first place? response:	No, I absolutely was not following you!
context: She's sleeping...\BIG-DOUBLE-SIDEBURN-YANK!!\That'll teach you, Sideburns!\Akatsuki, an ambush isn't fair.\I've finally caught you.\Caught me?\Come to think of it, why did I have to follow Sideburns in the first place?\No, I absolutely was not following you! response:	At any rate, I'm amazed you managed to find your way up here.
context: BIG-DOUBLE-SIDEBURN-YANK!!\That'll teach you, Sideburns!\Akatsuki, an ambush isn't fair.\I've finally caught you.\Caught me?\Come to think of it, why did I have to follow Sideburns in the first place?\No, I absolutely was not following you!\At any rate, I'm amazed you managed to find your way up here. response:	The stairs leading up here are inconspicuous, so most people don't even notice them.
context: That'll teach you, Sideburns!\Akatsuki, an ambush isn't fair.\I've finally caught you.\Caught me?\Come to think of it, why did I have to follow Sideburns in the first place?\No, I absolutely was not following you!\At any rate, I'm amazed you managed to find your way up here.\The stairs leading up here are inconspicuous, so most people don't even notice them. response:	it was a piece a cake.
context: Akatsuki, an ambush isn't fair.\I've finally caught you.\Caught me?\Come to think of it, why did I have to follow Sideburns in the first place?\No, I absolutely was not following you!\At any rate, I'm amazed you managed to find your way up here.\The stairs leading up here are inconspicuous, so most people don't even notice them.\it was a piece a cake. response:	So, what brings you to this place?
context: I've finally caught you.\Caught me?\Come to think of it, why did I have to follow Sideburns in the first place?\No, I absolutely was not following you!\At any rate, I'm amazed you managed to find your way up here.\The stairs leading up here are inconspicuous, so most people don't even notice them.\it was a piece a cake.\So, what brings you to this place? response:	The truth is, there's someone here that I'm interested in.
context: Caught me?\Come to think of it, why did I have to follow Sideburns in the first place?\No, I absolutely was not following you!\At any rate, I'm amazed you managed to find your way up here.\The stairs leading up here are inconspicuous, so most people don't even notice them.\it was a piece a cake.\So, what brings you to this place?\The truth is, there's someone here that I'm interested in. response:	So every once in a while, I secretly come here to see him.
context: Come to think of it, why did I have to follow Sideburns in the first place?\No, I absolutely was not following you!\At any rate, I'm amazed you managed to find your way up here.\The stairs leading up here are inconspicuous, so most people don't even notice them.\it was a piece a cake.\So, what brings you to this place?\The truth is, there's someone here that I'm interested in.\So every once in a while, I secretly come here to see him. response:	You see this person in secret?
context: No, I absolutely was not following you!\At any rate, I'm amazed you managed to find your way up here.\The stairs leading up here are inconspicuous, so most people don't even notice them.\it was a piece a cake.\So, what brings you to this place?\The truth is, there's someone here that I'm interested in.\So every once in a while, I secretly come here to see him.\You see this person in secret? response:	Yes. You see this person in secret?
context: At any rate, I'm amazed you managed to find your way up here.\The stairs leading up here are inconspicuous, so most people don't even notice them.\it was a piece a cake.\So, what brings you to this place?\The truth is, there's someone here that I'm interested in.\So every once in a while, I secretly come here to see him.\You see this person in secret?\Yes. You see this person in secret? response:	Yes.
context: The stairs leading up here are inconspicuous, so most people don't even notice them.\it was a piece a cake.\So, what brings you to this place?\The truth is, there's someone here that I'm interested in.\So every once in a while, I secretly come here to see him.\You see this person in secret?\Yes. You see this person in secret?\Yes. response:	Just the two of you?
context: it was a piece a cake.\So, what brings you to this place?\The truth is, there's someone here that I'm interested in.\So every once in a while, I secretly come here to see him.\You see this person in secret?\Yes. You see this person in secret?\Yes.\Just the two of you? response:	Yes. Just the two of you?
context: So, what brings you to this place?\The truth is, there's someone here that I'm interested in.\So every once in a while, I secretly come here to see him.\You see this person in secret?\Yes. You see this person in secret?\Yes.\Just the two of you?\Yes. Just the two of you? response:	Yes.
context: The truth is, there's someone here that I'm interested in.\So every once in a while, I secretly come here to see him.\You see this person in secret?\Yes. You see this person in secret?\Yes.\Just the two of you?\Yes. Just the two of you?\Yes. response:	Ah, but President Aria is with us, too.
context: So every once in a while, I secretly come here to see him.\You see this person in secret?\Yes. You see this person in secret?\Yes.\Just the two of you?\Yes. Just the two of you?\Yes.\Ah, but President Aria is with us, too. response:	He always gazes out to sea from here, all alone.
context: You see this person in secret?\Yes. You see this person in secret?\Yes.\Just the two of you?\Yes. Just the two of you?\Yes.\Ah, but President Aria is with us, too.\He always gazes out to sea from here, all alone. response:	Sideburns, just who is this guy?
context: Yes. You see this person in secret?\Yes.\Just the two of you?\Yes. Just the two of you?\Yes.\Ah, but President Aria is with us, too.\He always gazes out to sea from here, all alone.\Sideburns, just who is this guy? response:	Huh?
context: Yes.\Just the two of you?\Yes. Just the two of you?\Yes.\Ah, but President Aria is with us, too.\He always gazes out to sea from here, all alone.\Sideburns, just who is this guy?\Huh? response:	I'm asking you who he is!
context: Just the two of you?\Yes. Just the two of you?\Yes.\Ah, but President Aria is with us, too.\He always gazes out to sea from here, all alone.\Sideburns, just who is this guy?\Huh?\I'm asking you who he is! response:	It's this person right here.
context: Yes. Just the two of you?\Yes.\Ah, but President Aria is with us, too.\He always gazes out to sea from here, all alone.\Sideburns, just who is this guy?\Huh?\I'm asking you who he is!\It's this person right here. response:	But anyway, come here Akatsuki, come here.
context: Yes.\Ah, but President Aria is with us, too.\He always gazes out to sea from here, all alone.\Sideburns, just who is this guy?\Huh?\I'm asking you who he is!\It's this person right here.\But anyway, come here Akatsuki, come here. response:	Huh? What is it? But anyway, come here Akatsuki, come here.
context: Ah, but President Aria is with us, too.\He always gazes out to sea from here, all alone.\Sideburns, just who is this guy?\Huh?\I'm asking you who he is!\It's this person right here.\But anyway, come here Akatsuki, come here.\Huh? What is it? But anyway, come here Akatsuki, come here. response:	Huh? What is it?
context: He always gazes out to sea from here, all alone.\Sideburns, just who is this guy?\Huh?\I'm asking you who he is!\It's this person right here.\But anyway, come here Akatsuki, come here.\Huh? What is it? But anyway, come here Akatsuki, come here.\Huh? What is it? response:	If you crouch here, you can see the world from his point of view.
context: Sideburns, just who is this guy?\Huh?\I'm asking you who he is!\It's this person right here.\But anyway, come here Akatsuki, come here.\Huh? What is it? But anyway, come here Akatsuki, come here.\Huh? What is it?\If you crouch here, you can see the world from his point of view. response:	See?
context: Huh?\I'm asking you who he is!\It's this person right here.\But anyway, come here Akatsuki, come here.\Huh? What is it? But anyway, come here Akatsuki, come here.\Huh? What is it?\If you crouch here, you can see the world from his point of view.\See? response:	A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori
context: I'm asking you who he is!\It's this person right here.\But anyway, come here Akatsuki, come here.\Huh? What is it? But anyway, come here Akatsuki, come here.\Huh? What is it?\If you crouch here, you can see the world from his point of view.\See?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori response:	Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu
context: It's this person right here.\But anyway, come here Akatsuki, come here.\Huh? What is it? But anyway, come here Akatsuki, come here.\Huh? What is it?\If you crouch here, you can see the world from his point of view.\See?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu response:	Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu Surrounded by this scenery that never changes, happy things, new things, even sad things...
context: But anyway, come here Akatsuki, come here.\Huh? What is it? But anyway, come here Akatsuki, come here.\Huh? What is it?\If you crouch here, you can see the world from his point of view.\See?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu Surrounded by this scenery that never changes, happy things, new things, even sad things... response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku
context: Huh? What is it? But anyway, come here Akatsuki, come here.\Huh? What is it?\If you crouch here, you can see the world from his point of view.\See?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu Surrounded by this scenery that never changes, happy things, new things, even sad things...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku It's just like how the shapes of the clouds and the color of the sea are always quietly changing.
context: Huh? What is it?\If you crouch here, you can see the world from his point of view.\See?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu Surrounded by this scenery that never changes, happy things, new things, even sad things...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku It's just like how the shapes of the clouds and the color of the sea are always quietly changing. response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku
context: If you crouch here, you can see the world from his point of view.\See?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu Surrounded by this scenery that never changes, happy things, new things, even sad things...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku It's just like how the shapes of the clouds and the color of the sea are always quietly changing.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku response:	The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta
context: See?\A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu Surrounded by this scenery that never changes, happy things, new things, even sad things...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku It's just like how the shapes of the clouds and the color of the sea are always quietly changing.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta response:	The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta For hundreds of years, a time so unfathomably long,
context: A white seabird with a tilted neck... Kubi o kashigeta shiroi umidori\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu Surrounded by this scenery that never changes, happy things, new things, even sad things...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku It's just like how the shapes of the clouds and the color of the sea are always quietly changing.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta For hundreds of years, a time so unfathomably long, response:	The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta he has been watching over this piazza, unbeknownst to everyone.
context: Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu\Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu Surrounded by this scenery that never changes, happy things, new things, even sad things...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku It's just like how the shapes of the clouds and the color of the sea are always quietly changing.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta For hundreds of years, a time so unfathomably long,\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta he has been watching over this piazza, unbeknownst to everyone. response:	That's why...
context: Soon, a ship sailing beyond the sky... Sora no mukou no fune ga mousugu Surrounded by this scenery that never changes, happy things, new things, even sad things...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku It's just like how the shapes of the clouds and the color of the sea are always quietly changing.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta For hundreds of years, a time so unfathomably long,\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta he has been watching over this piazza, unbeknownst to everyone.\That's why... response:	Until the bells ring, I shall wait here Kane ga naru made koko de machimashou
context: Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku It's just like how the shapes of the clouds and the color of the sea are always quietly changing.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta For hundreds of years, a time so unfathomably long,\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta he has been watching over this piazza, unbeknownst to everyone.\That's why...\Until the bells ring, I shall wait here Kane ga naru made koko de machimashou response:	Aprecious treasure that was left behind Oiteitta no daiji na takaramono
context: Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku It's just like how the shapes of the clouds and the color of the sea are always quietly changing.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta For hundreds of years, a time so unfathomably long,\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta he has been watching over this piazza, unbeknownst to everyone.\That's why...\Until the bells ring, I shall wait here Kane ga naru made koko de machimashou\Aprecious treasure that was left behind Oiteitta no daiji na takaramono response:	I dream of a birdcage that lost its key Kagi o nakushita torikago no yume
