context: Shiina-san? response:	It's time to get up.
context: Osaka?\Jin-san, what's this about?\Exactly what it looks like.\I'm not going to Suimei.\I'm going to an art school in Osaka.\What? What about Misaki-senpai?\It's not as though we're dating.\But... response:	Don't say anything to Misaki.
context: Jin-san, what's this about?\Exactly what it looks like.\I'm not going to Suimei.\I'm going to an art school in Osaka.\What? What about Misaki-senpai?\It's not as though we're dating.\But...\Don't say anything to Misaki. response:	I'll tell her myself.
context: Exactly what it looks like.\I'm not going to Suimei.\I'm going to an art school in Osaka.\What? What about Misaki-senpai?\It's not as though we're dating.\But...\Don't say anything to Misaki.\I'll tell her myself. response:	Don't look so stressed.
context: I'm not going to Suimei.\I'm going to an art school in Osaka.\What? What about Misaki-senpai?\It's not as though we're dating.\But...\Don't say anything to Misaki.\I'll tell her myself.\Don't look so stressed. response:	Just act like you never found out.
context: I'm going to an art school in Osaka.\What? What about Misaki-senpai?\It's not as though we're dating.\But...\Don't say anything to Misaki.\I'll tell her myself.\Don't look so stressed.\Just act like you never found out. response:	It's that simple.
context: What? What about Misaki-senpai?\It's not as though we're dating.\But...\Don't say anything to Misaki.\I'll tell her myself.\Don't look so stressed.\Just act like you never found out.\It's that simple. response:	I don't know how to act around Misaki-senpai anymore...
context: It's not as though we're dating.\But...\Don't say anything to Misaki.\I'll tell her myself.\Don't look so stressed.\Just act like you never found out.\It's that simple.\I don't know how to act around Misaki-senpai anymore... response:	What's wrong with you, Jin-san?!
context: But...\Don't say anything to Misaki.\I'll tell her myself.\Don't look so stressed.\Just act like you never found out.\It's that simple.\I don't know how to act around Misaki-senpai anymore...\What's wrong with you, Jin-san?! response:	What do you mean, how to act?
context: Don't say anything to Misaki.\I'll tell her myself.\Don't look so stressed.\Just act like you never found out.\It's that simple.\I don't know how to act around Misaki-senpai anymore...\What's wrong with you, Jin-san?!\What do you mean, how to act? response:	How long have you been there?!
context: I'll tell her myself.\Don't look so stressed.\Just act like you never found out.\It's that simple.\I don't know how to act around Misaki-senpai anymore...\What's wrong with you, Jin-san?!\What do you mean, how to act?\How long have you been there?! response:	Only for a minute.
context: Don't look so stressed.\Just act like you never found out.\It's that simple.\I don't know how to act around Misaki-senpai anymore...\What's wrong with you, Jin-san?!\What do you mean, how to act?\How long have you been there?!\Only for a minute. response:	Is something wrong with Jin?
context: Just act like you never found out.\It's that simple.\I don't know how to act around Misaki-senpai anymore...\What's wrong with you, Jin-san?!\What do you mean, how to act?\How long have you been there?!\Only for a minute.\Is something wrong with Jin? response:	No! I mean... I was talking to him about my pitch!
context: It's that simple.\I don't know how to act around Misaki-senpai anymore...\What's wrong with you, Jin-san?!\What do you mean, how to act?\How long have you been there?!\Only for a minute.\Is something wrong with Jin?\No! I mean... I was talking to him about my pitch! response:	We didn't even mention you for a millisecond!
context: I don't know how to act around Misaki-senpai anymore...\What's wrong with you, Jin-san?!\What do you mean, how to act?\How long have you been there?!\Only for a minute.\Is something wrong with Jin?\No! I mean... I was talking to him about my pitch!\We didn't even mention you for a millisecond! response:	Me?
context: What's wrong with you, Jin-san?!\What do you mean, how to act?\How long have you been there?!\Only for a minute.\Is something wrong with Jin?\No! I mean... I was talking to him about my pitch!\We didn't even mention you for a millisecond!\Me? response:	Uh, u-um...
context: What do you mean, how to act?\How long have you been there?!\Only for a minute.\Is something wrong with Jin?\No! I mean... I was talking to him about my pitch!\We didn't even mention you for a millisecond!\Me?\Uh, u-um... response:	I see...
context: How long have you been there?!\Only for a minute.\Is something wrong with Jin?\No! I mean... I was talking to him about my pitch!\We didn't even mention you for a millisecond!\Me?\Uh, u-um...\I see... response:	M-Misaki-senpai?
context: Only for a minute.\Is something wrong with Jin?\No! I mean... I was talking to him about my pitch!\We didn't even mention you for a millisecond!\Me?\Uh, u-um...\I see...\M-Misaki-senpai? response:	Hey, kouhai-kun.
context: Is something wrong with Jin?\No! I mean... I was talking to him about my pitch!\We didn't even mention you for a millisecond!\Me?\Uh, u-um...\I see...\M-Misaki-senpai?\Hey, kouhai-kun. response:	What do you think I need to do to make Jin look at me?
context: No! I mean... I was talking to him about my pitch!\We didn't even mention you for a millisecond!\Me?\Uh, u-um...\I see...\M-Misaki-senpai?\Hey, kouhai-kun.\What do you think I need to do to make Jin look at me? response:	Let's Make a Game! Pitch Train Train (Temp.): Original Train Puzzle Game Downloadable Mobile Phone Content Entry No. 780411: Kanda Sorata
context: We didn't even mention you for a millisecond!\Me?\Uh, u-um...\I see...\M-Misaki-senpai?\Hey, kouhai-kun.\What do you think I need to do to make Jin look at me?\Let's Make a Game! Pitch Train Train (Temp.): Original Train Puzzle Game Downloadable Mobile Phone Content Entry No. 780411: Kanda Sorata response:	Senpai, what do you want from Jin?
context: Me?\Uh, u-um...\I see...\M-Misaki-senpai?\Hey, kouhai-kun.\What do you think I need to do to make Jin look at me?\Let's Make a Game! Pitch Train Train (Temp.): Original Train Puzzle Game Downloadable Mobile Phone Content Entry No. 780411: Kanda Sorata\Senpai, what do you want from Jin? response:	What do I want?
context: Uh, u-um...\I see...\M-Misaki-senpai?\Hey, kouhai-kun.\What do you think I need to do to make Jin look at me?\Let's Make a Game! Pitch Train Train (Temp.): Original Train Puzzle Game Downloadable Mobile Phone Content Entry No. 780411: Kanda Sorata\Senpai, what do you want from Jin?\What do I want? response:	The things that lovers do...
context: I see...\M-Misaki-senpai?\Hey, kouhai-kun.\What do you think I need to do to make Jin look at me?\Let's Make a Game! Pitch Train Train (Temp.): Original Train Puzzle Game Downloadable Mobile Phone Content Entry No. 780411: Kanda Sorata\Senpai, what do you want from Jin?\What do I want?\The things that lovers do... response:	I want to kiss him.
context: M-Misaki-senpai?\Hey, kouhai-kun.\What do you think I need to do to make Jin look at me?\Let's Make a Game! Pitch Train Train (Temp.): Original Train Puzzle Game Downloadable Mobile Phone Content Entry No. 780411: Kanda Sorata\Senpai, what do you want from Jin?\What do I want?\The things that lovers do...\I want to kiss him. response:	I want to walk hand in hand with him.
context: Hey, kouhai-kun.\What do you think I need to do to make Jin look at me?\Let's Make a Game! Pitch Train Train (Temp.): Original Train Puzzle Game Downloadable Mobile Phone Content Entry No. 780411: Kanda Sorata\Senpai, what do you want from Jin?\What do I want?\The things that lovers do...\I want to kiss him.\I want to walk hand in hand with him. response:	I want him to hold me.
context: What do you think I need to do to make Jin look at me?\Let's Make a Game! Pitch Train Train (Temp.): Original Train Puzzle Game Downloadable Mobile Phone Content Entry No. 780411: Kanda Sorata\Senpai, what do you want from Jin?\What do I want?\The things that lovers do...\I want to kiss him.\I want to walk hand in hand with him.\I want him to hold me. response:	But I don't know how to make it happen.
context: Let's Make a Game! Pitch Train Train (Temp.): Original Train Puzzle Game Downloadable Mobile Phone Content Entry No. 780411: Kanda Sorata\Senpai, what do you want from Jin?\What do I want?\The things that lovers do...\I want to kiss him.\I want to walk hand in hand with him.\I want him to hold me.\But I don't know how to make it happen. response:	How does everyone else manage it?
context: Senpai, what do you want from Jin?\What do I want?\The things that lovers do...\I want to kiss him.\I want to walk hand in hand with him.\I want him to hold me.\But I don't know how to make it happen.\How does everyone else manage it? response:	Kouhai-kun, help me.
context: What do I want?\The things that lovers do...\I want to kiss him.\I want to walk hand in hand with him.\I want him to hold me.\But I don't know how to make it happen.\How does everyone else manage it?\Kouhai-kun, help me. response:	Senpai, you're cute, so you'll be fine.
context: The things that lovers do...\I want to kiss him.\I want to walk hand in hand with him.\I want him to hold me.\But I don't know how to make it happen.\How does everyone else manage it?\Kouhai-kun, help me.\Senpai, you're cute, so you'll be fine. response:	Do you wanna play some games to cheer up?
context: I want to kiss him.\I want to walk hand in hand with him.\I want him to hold me.\But I don't know how to make it happen.\How does everyone else manage it?\Kouhai-kun, help me.\Senpai, you're cute, so you'll be fine.\Do you wanna play some games to cheer up? response:	To pick a fight with me... You've grown up!
context: I want to walk hand in hand with him.\I want him to hold me.\But I don't know how to make it happen.\How does everyone else manage it?\Kouhai-kun, help me.\Senpai, you're cute, so you'll be fine.\Do you wanna play some games to cheer up?\To pick a fight with me... You've grown up! response:	Kouhai-kun, let's play a lot during the rest of summer vacation!
context: I want him to hold me.\But I don't know how to make it happen.\How does everyone else manage it?\Kouhai-kun, help me.\Senpai, you're cute, so you'll be fine.\Do you wanna play some games to cheer up?\To pick a fight with me... You've grown up!\Kouhai-kun, let's play a lot during the rest of summer vacation! response:	For me and Jin, it'll be our last summer together!
context: But I don't know how to make it happen.\How does everyone else manage it?\Kouhai-kun, help me.\Senpai, you're cute, so you'll be fine.\Do you wanna play some games to cheer up?\To pick a fight with me... You've grown up!\Kouhai-kun, let's play a lot during the rest of summer vacation!\For me and Jin, it'll be our last summer together! response:	Aoyama-san?
context: How does everyone else manage it?\Kouhai-kun, help me.\Senpai, you're cute, so you'll be fine.\Do you wanna play some games to cheer up?\To pick a fight with me... You've grown up!\Kouhai-kun, let's play a lot during the rest of summer vacation!\For me and Jin, it'll be our last summer together!\Aoyama-san? response:	Are you all right?!
context: Kouhai-kun, help me.\Senpai, you're cute, so you'll be fine.\Do you wanna play some games to cheer up?\To pick a fight with me... You've grown up!\Kouhai-kun, let's play a lot during the rest of summer vacation!\For me and Jin, it'll be our last summer together!\Aoyama-san?\Are you all right?! response:	Don't push yourself too
context: Senpai, you're cute, so you'll be fine.\Do you wanna play some games to cheer up?\To pick a fight with me... You've grown up!\Kouhai-kun, let's play a lot during the rest of summer vacation!\For me and Jin, it'll be our last summer together!\Aoyama-san?\Are you all right?!\Don't push yourself too response:	I'm sorry! I just tripped.
context: Do you wanna play some games to cheer up?\To pick a fight with me... You've grown up!\Kouhai-kun, let's play a lot during the rest of summer vacation!\For me and Jin, it'll be our last summer together!\Aoyama-san?\Are you all right?!\Don't push yourself too\I'm sorry! I just tripped. response:	I'm so clumsy.
context: To pick a fight with me... You've grown up!\Kouhai-kun, let's play a lot during the rest of summer vacation!\For me and Jin, it'll be our last summer together!\Aoyama-san?\Are you all right?!\Don't push yourself too\I'm sorry! I just tripped.\I'm so clumsy. response:	Mashiron's Magazine On Sale
context: Kouhai-kun, let's play a lot during the rest of summer vacation!\For me and Jin, it'll be our last summer together!\Aoyama-san?\Are you all right?!\Don't push yourself too\I'm sorry! I just tripped.\I'm so clumsy.\Mashiron's Magazine On Sale response:	Nanamin's Midterm Presentation
context: For me and Jin, it'll be our last summer together!\Aoyama-san?\Are you all right?!\Don't push yourself too\I'm sorry! I just tripped.\I'm so clumsy.\Mashiron's Magazine On Sale\Nanamin's Midterm Presentation response:	Okay! 10, 9, 8...
context: Aoyama-san?\Are you all right?!\Don't push yourself too\I'm sorry! I just tripped.\I'm so clumsy.\Mashiron's Magazine On Sale\Nanamin's Midterm Presentation\Okay! 10, 9, 8... response:	Your entry has been submitted.
context: Are you all right?!\Don't push yourself too\I'm sorry! I just tripped.\I'm so clumsy.\Mashiron's Magazine On Sale\Nanamin's Midterm Presentation\Okay! 10, 9, 8...\Your entry has been submitted. response:	You...
context: Don't push yourself too\I'm sorry! I just tripped.\I'm so clumsy.\Mashiron's Magazine On Sale\Nanamin's Midterm Presentation\Okay! 10, 9, 8...\Your entry has been submitted.\You... response:	Sorata.
context: I'm sorry! I just tripped.\I'm so clumsy.\Mashiron's Magazine On Sale\Nanamin's Midterm Presentation\Okay! 10, 9, 8...\Your entry has been submitted.\You...\Sorata. response:	Ouch...
context: I'm so clumsy.\Mashiron's Magazine On Sale\Nanamin's Midterm Presentation\Okay! 10, 9, 8...\Your entry has been submitted.\You...\Sorata.\Ouch... response:	What's wrong?
context: Mashiron's Magazine On Sale\Nanamin's Midterm Presentation\Okay! 10, 9, 8...\Your entry has been submitted.\You...\Sorata.\Ouch...\What's wrong? response:	Nanami's acting strange.
context: Nanamin's Midterm Presentation\Okay! 10, 9, 8...\Your entry has been submitted.\You...\Sorata.\Ouch...\What's wrong?\Nanami's acting strange. response:	What?
context: Okay! 10, 9, 8...\Your entry has been submitted.\You...\Sorata.\Ouch...\What's wrong?\Nanami's acting strange.\What? response:	Aoyama!
context: Your entry has been submitted.\You...\Sorata.\Ouch...\What's wrong?\Nanami's acting strange.\What?\Aoyama! response:	What is it?! Mashiron, what's wrong with Nanamin?!
context: You...\Sorata.\Ouch...\What's wrong?\Nanami's acting strange.\What?\Aoyama!\What is it?! Mashiron, what's wrong with Nanamin?! response:	Aoyama-san?
context: Sorata.\Ouch...\What's wrong?\Nanami's acting strange.\What?\Aoyama!\What is it?! Mashiron, what's wrong with Nanamin?!\Aoyama-san? response:	Nanamin?
context: Ouch...\What's wrong?\Nanami's acting strange.\What?\Aoyama!\What is it?! Mashiron, what's wrong with Nanamin?!\Aoyama-san?\Nanamin? response:	Hey, Aoyama! Are you okay?!
context: What's wrong?\Nanami's acting strange.\What?\Aoyama!\What is it?! Mashiron, what's wrong with Nanamin?!\Aoyama-san?\Nanamin?\Hey, Aoyama! Are you okay?! response:	Aoyama, you...
context: Nanami's acting strange.\What?\Aoyama!\What is it?! Mashiron, what's wrong with Nanamin?!\Aoyama-san?\Nanamin?\Hey, Aoyama! Are you okay?!\Aoyama, you... response:	I'm going!
context: What?\Aoyama!\What is it?! Mashiron, what's wrong with Nanamin?!\Aoyama-san?\Nanamin?\Hey, Aoyama! Are you okay?!\Aoyama, you...\I'm going! response:	I'm going today...
context: Aoyama!\What is it?! Mashiron, what's wrong with Nanamin?!\Aoyama-san?\Nanamin?\Hey, Aoyama! Are you okay?!\Aoyama, you...\I'm going!\I'm going today... response:	Please, let me go!
context: What is it?! Mashiron, what's wrong with Nanamin?!\Aoyama-san?\Nanamin?\Hey, Aoyama! Are you okay?!\Aoyama, you...\I'm going!\I'm going today...\Please, let me go! response:	This sure is bad timing...
context: Aoyama-san?\Nanamin?\Hey, Aoyama! Are you okay?!\Aoyama, you...\I'm going!\I'm going today...\Please, let me go!\This sure is bad timing... response:	I knew working so hard would catch up with her eventually.
context: Nanamin?\Hey, Aoyama! Are you okay?!\Aoyama, you...\I'm going!\I'm going today...\Please, let me go!\This sure is bad timing...\I knew working so hard would catch up with her eventually. response:	Isn't her presentation at her training school today?
context: Hey, Aoyama! Are you okay?!\Aoyama, you...\I'm going!\I'm going today...\Please, let me go!\This sure is bad timing...\I knew working so hard would catch up with her eventually.\Isn't her presentation at her training school today? response:	She probably tried to leave early so we wouldn't notice.
context: Aoyama, you...\I'm going!\I'm going today...\Please, let me go!\This sure is bad timing...\I knew working so hard would catch up with her eventually.\Isn't her presentation at her training school today?\She probably tried to leave early so we wouldn't notice. response:	It looks like she intended to go.
context: I'm going!\I'm going today...\Please, let me go!\This sure is bad timing...\I knew working so hard would catch up with her eventually.\Isn't her presentation at her training school today?\She probably tried to leave early so we wouldn't notice.\It looks like she intended to go. response:	We can't let her go.
context: I'm going today...\Please, let me go!\This sure is bad timing...\I knew working so hard would catch up with her eventually.\Isn't her presentation at her training school today?\She probably tried to leave early so we wouldn't notice.\It looks like she intended to go.\We can't let her go. response:	I feel sorry for her, but...
context: Please, let me go!\This sure is bad timing...\I knew working so hard would catch up with her eventually.\Isn't her presentation at her training school today?\She probably tried to leave early so we wouldn't notice.\It looks like she intended to go.\We can't let her go.\I feel sorry for her, but... response:	You're right...
context: This sure is bad timing...\I knew working so hard would catch up with her eventually.\Isn't her presentation at her training school today?\She probably tried to leave early so we wouldn't notice.\It looks like she intended to go.\We can't let her go.\I feel sorry for her, but...\You're right... response:	I would go.
context: I knew working so hard would catch up with her eventually.\Isn't her presentation at her training school today?\She probably tried to leave early so we wouldn't notice.\It looks like she intended to go.\We can't let her go.\I feel sorry for her, but...\You're right...\I would go. response:	I would go.
context: Isn't her presentation at her training school today?\She probably tried to leave early so we wouldn't notice.\It looks like she intended to go.\We can't let her go.\I feel sorry for her, but...\You're right...\I would go.\I would go. response:	But, Shiina...
context: She probably tried to leave early so we wouldn't notice.\It looks like she intended to go.\We can't let her go.\I feel sorry for her, but...\You're right...\I would go.\I would go.\But, Shiina... response:	If Nanami wants to go, let her.
context: It looks like she intended to go.\We can't let her go.\I feel sorry for her, but...\You're right...\I would go.\I would go.\But, Shiina...\If Nanami wants to go, let her. response:	Let her go. Please.
context: We can't let her go.\I feel sorry for her, but...\You're right...\I would go.\I would go.\But, Shiina...\If Nanami wants to go, let her.\Let her go. Please. response:	Nanami worked hard. She stayed up late every night.
context: I feel sorry for her, but...\You're right...\I would go.\I would go.\But, Shiina...\If Nanami wants to go, let her.\Let her go. Please.\Nanami worked hard. She stayed up late every night. response:	I know that, but...
context: You're right...\I would go.\I would go.\But, Shiina...\If Nanami wants to go, let her.\Let her go. Please.\Nanami worked hard. She stayed up late every night.\I know that, but... response:	Please.
context: I would go.\I would go.\But, Shiina...\If Nanami wants to go, let her.\Let her go. Please.\Nanami worked hard. She stayed up late every night.\I know that, but...\Please. response:	Shiina!
context: I would go.\But, Shiina...\If Nanami wants to go, let her.\Let her go. Please.\Nanami worked hard. She stayed up late every night.\I know that, but...\Please.\Shiina! response:	Take your time.
context: But, Shiina...\If Nanami wants to go, let her.\Let her go. Please.\Nanami worked hard. She stayed up late every night.\I know that, but...\Please.\Shiina!\Take your time. response:	You guys sure are loud.
context: If Nanami wants to go, let her.\Let her go. Please.\Nanami worked hard. She stayed up late every night.\I know that, but...\Please.\Shiina!\Take your time.\You guys sure are loud. response:	What's all the fuss about?
context: Let her go. Please.\Nanami worked hard. She stayed up late every night.\I know that, but...\Please.\Shiina!\Take your time.\You guys sure are loud.\What's all the fuss about? response:	Aoyama?
context: Nanami worked hard. She stayed up late every night.\I know that, but...\Please.\Shiina!\Take your time.\You guys sure are loud.\What's all the fuss about?\Aoyama? response:	What's wrong?
context: I know that, but...\Please.\Shiina!\Take your time.\You guys sure are loud.\What's all the fuss about?\Aoyama?\What's wrong? response:	Nothing's wrong!
context: Please.\Shiina!\Take your time.\You guys sure are loud.\What's all the fuss about?\Aoyama?\What's wrong?\Nothing's wrong! response:	Let me see you.
context: Shiina!\Take your time.\You guys sure are loud.\What's all the fuss about?\Aoyama?\What's wrong?\Nothing's wrong!\Let me see you. response:	You're going out with this fever?
context: Take your time.\You guys sure are loud.\What's all the fuss about?\Aoyama?\What's wrong?\Nothing's wrong!\Let me see you.\You're going out with this fever? response:	You should rest.
context: You guys sure are loud.\What's all the fuss about?\Aoyama?\What's wrong?\Nothing's wrong!\Let me see you.\You're going out with this fever?\You should rest. response:	I don't want to.
context: What's all the fuss about?\Aoyama?\What's wrong?\Nothing's wrong!\Let me see you.\You're going out with this fever?\You should rest.\I don't want to. response:	I don't care what you want.
context: Aoyama?\What's wrong?\Nothing's wrong!\Let me see you.\You're going out with this fever?\You should rest.\I don't want to.\I don't care what you want. response:	Go back to your room and
context: What's wrong?\Nothing's wrong!\Let me see you.\You're going out with this fever?\You should rest.\I don't want to.\I don't care what you want.\Go back to your room and response:	The taxi's here!
context: Nothing's wrong!\Let me see you.\You're going out with this fever?\You should rest.\I don't want to.\I don't care what you want.\Go back to your room and\The taxi's here! response:	Hurry!
context: Let me see you.\You're going out with this fever?\You should rest.\I don't want to.\I don't care what you want.\Go back to your room and\The taxi's here!\Hurry! response:	The princess is mine!
context: You're going out with this fever?\You should rest.\I don't want to.\I don't care what you want.\Go back to your room and\The taxi's here!\Hurry!\The princess is mine! response:	Hey! Hey, wait!
context: You should rest.\I don't want to.\I don't care what you want.\Go back to your room and\The taxi's here!\Hurry!\The princess is mine!\Hey! Hey, wait! response:	Sorata, the rest is up to you!
context: I don't want to.\I don't care what you want.\Go back to your room and\The taxi's here!\Hurry!\The princess is mine!\Hey! Hey, wait!\Sorata, the rest is up to you! response:	Mitaka? What are you doing?
context: I don't care what you want.\Go back to your room and\The taxi's here!\Hurry!\The princess is mine!\Hey! Hey, wait!\Sorata, the rest is up to you!\Mitaka? What are you doing? response:	Got it!
context: Go back to your room and\The taxi's here!\Hurry!\The princess is mine!\Hey! Hey, wait!\Sorata, the rest is up to you!\Mitaka? What are you doing?\Got it! response:	Nanamin, get in! Kouhai-kun, hurry up!
context: The taxi's here!\Hurry!\The princess is mine!\Hey! Hey, wait!\Sorata, the rest is up to you!\Mitaka? What are you doing?\Got it!\Nanamin, get in! Kouhai-kun, hurry up! response:	Okay.
context: Hurry!\The princess is mine!\Hey! Hey, wait!\Sorata, the rest is up to you!\Mitaka? What are you doing?\Got it!\Nanamin, get in! Kouhai-kun, hurry up!\Okay. response:	Go, go! Get in!
context: The princess is mine!\Hey! Hey, wait!\Sorata, the rest is up to you!\Mitaka? What are you doing?\Got it!\Nanamin, get in! Kouhai-kun, hurry up!\Okay.\Go, go! Get in! response:	Let's go, Shiina!
context: Hey! Hey, wait!\Sorata, the rest is up to you!\Mitaka? What are you doing?\Got it!\Nanamin, get in! Kouhai-kun, hurry up!\Okay.\Go, go! Get in!\Let's go, Shiina! response:	Okay!
context: Sorata, the rest is up to you!\Mitaka? What are you doing?\Got it!\Nanamin, get in! Kouhai-kun, hurry up!\Okay.\Go, go! Get in!\Let's go, Shiina!\Okay! response:	Go forth, taxi! Go, go!
context: Mitaka? What are you doing?\Got it!\Nanamin, get in! Kouhai-kun, hurry up!\Okay.\Go, go! Get in!\Let's go, Shiina!\Okay!\Go forth, taxi! Go, go! response:	Mitaka! Don't try to cop a feel in the chaos!
context: Got it!\Nanamin, get in! Kouhai-kun, hurry up!\Okay.\Go, go! Get in!\Let's go, Shiina!\Okay!\Go forth, taxi! Go, go!\Mitaka! Don't try to cop a feel in the chaos! response:	But where there are boobs, I have to...
context: Nanamin, get in! Kouhai-kun, hurry up!\Okay.\Go, go! Get in!\Let's go, Shiina!\Okay!\Go forth, taxi! Go, go!\Mitaka! Don't try to cop a feel in the chaos!\But where there are boobs, I have to... response:	Don't talk about them like they're mountains!
context: Okay.\Go, go! Get in!\Let's go, Shiina!\Okay!\Go forth, taxi! Go, go!\Mitaka! Don't try to cop a feel in the chaos!\But where there are boobs, I have to...\Don't talk about them like they're mountains! response:	Aoyama, are you okay?
context: Go, go! Get in!\Let's go, Shiina!\Okay!\Go forth, taxi! Go, go!\Mitaka! Don't try to cop a feel in the chaos!\But where there are boobs, I have to...\Don't talk about them like they're mountains!\Aoyama, are you okay? response:	Uh huh...
context: Let's go, Shiina!\Okay!\Go forth, taxi! Go, go!\Mitaka! Don't try to cop a feel in the chaos!\But where there are boobs, I have to...\Don't talk about them like they're mountains!\Aoyama, are you okay?\Uh huh... response:	Thanks. I can make it the rest of the way myself.
context: Okay!\Go forth, taxi! Go, go!\Mitaka! Don't try to cop a feel in the chaos!\But where there are boobs, I have to...\Don't talk about them like they're mountains!\Aoyama, are you okay?\Uh huh...\Thanks. I can make it the rest of the way myself. response:	I'll be here when you're done.
context: Go forth, taxi! Go, go!\Mitaka! Don't try to cop a feel in the chaos!\But where there are boobs, I have to...\Don't talk about them like they're mountains!\Aoyama, are you okay?\Uh huh...\Thanks. I can make it the rest of the way myself.\I'll be here when you're done. response:	Okay.
context: Mitaka! Don't try to cop a feel in the chaos!\But where there are boobs, I have to...\Don't talk about them like they're mountains!\Aoyama, are you okay?\Uh huh...\Thanks. I can make it the rest of the way myself.\I'll be here when you're done.\Okay. response:	Aoyama-san?! We've been looking for you! Hurry!
context: But where there are boobs, I have to...\Don't talk about them like they're mountains!\Aoyama, are you okay?\Uh huh...\Thanks. I can make it the rest of the way myself.\I'll be here when you're done.\Okay.\Aoyama-san?! We've been looking for you! Hurry! response:	Sorry.
context: Don't talk about them like they're mountains!\Aoyama, are you okay?\Uh huh...\Thanks. I can make it the rest of the way myself.\I'll be here when you're done.\Okay.\Aoyama-san?! We've been looking for you! Hurry!\Sorry. response:	Do you want to go to a cafe?
context: Aoyama, are you okay?\Uh huh...\Thanks. I can make it the rest of the way myself.\I'll be here when you're done.\Okay.\Aoyama-san?! We've been looking for you! Hurry!\Sorry.\Do you want to go to a cafe? response:	I'm staying right here.
context: Uh huh...\Thanks. I can make it the rest of the way myself.\I'll be here when you're done.\Okay.\Aoyama-san?! We've been looking for you! Hurry!\Sorry.\Do you want to go to a cafe?\I'm staying right here. response:	It'll be a while.
context: Thanks. I can make it the rest of the way myself.\I'll be here when you're done.\Okay.\Aoyama-san?! We've been looking for you! Hurry!\Sorry.\Do you want to go to a cafe?\I'm staying right here.\It'll be a while. response:	But...
context: I'll be here when you're done.\Okay.\Aoyama-san?! We've been looking for you! Hurry!\Sorry.\Do you want to go to a cafe?\I'm staying right here.\It'll be a while.\But... response:	It's my fault.
context: Okay.\Aoyama-san?! We've been looking for you! Hurry!\Sorry.\Do you want to go to a cafe?\I'm staying right here.\It'll be a while.\But...\It's my fault. response:	Huh?
context: Aoyama-san?! We've been looking for you! Hurry!\Sorry.\Do you want to go to a cafe?\I'm staying right here.\It'll be a while.\But...\It's my fault.\Huh? response:	Nanami was exhausted.
context: Sorry.\Do you want to go to a cafe?\I'm staying right here.\It'll be a while.\But...\It's my fault.\Huh?\Nanami was exhausted. response:	It wasn't your fault.
context: Do you want to go to a cafe?\I'm staying right here.\It'll be a while.\But...\It's my fault.\Huh?\Nanami was exhausted.\It wasn't your fault. response:	I need to apologize.
context: I'm staying right here.\It'll be a while.\But...\It's my fault.\Huh?\Nanami was exhausted.\It wasn't your fault.\I need to apologize. response:	Don't bother.
context: It'll be a while.\But...\It's my fault.\Huh?\Nanami was exhausted.\It wasn't your fault.\I need to apologize.\Don't bother. response:	I'm sure she'd only get mad.
context: But...\It's my fault.\Huh?\Nanami was exhausted.\It wasn't your fault.\I need to apologize.\Don't bother.\I'm sure she'd only get mad. response:	You're right.
context: It's my fault.\Huh?\Nanami was exhausted.\It wasn't your fault.\I need to apologize.\Don't bother.\I'm sure she'd only get mad.\You're right. response:	We left the house in a hurry.
context: Huh?\Nanami was exhausted.\It wasn't your fault.\I need to apologize.\Don't bother.\I'm sure she'd only get mad.\You're right.\We left the house in a hurry. response:	I guess we should buy an umbrella.
context: Nanami was exhausted.\It wasn't your fault.\I need to apologize.\Don't bother.\I'm sure she'd only get mad.\You're right.\We left the house in a hurry.\I guess we should buy an umbrella. response:	Crap...
context: It wasn't your fault.\I need to apologize.\Don't bother.\I'm sure she'd only get mad.\You're right.\We left the house in a hurry.\I guess we should buy an umbrella.\Crap... response:	Do you want to go buy it together?
context: I need to apologize.\Don't bother.\I'm sure she'd only get mad.\You're right.\We left the house in a hurry.\I guess we should buy an umbrella.\Crap...\Do you want to go buy it together? response:	Sorry! With everything that's been going on, I forgot it was out today!
context: Don't bother.\I'm sure she'd only get mad.\You're right.\We left the house in a hurry.\I guess we should buy an umbrella.\Crap...\Do you want to go buy it together?\Sorry! With everything that's been going on, I forgot it was out today! response:	It's okay.
context: I'm sure she'd only get mad.\You're right.\We left the house in a hurry.\I guess we should buy an umbrella.\Crap...\Do you want to go buy it together?\Sorry! With everything that's been going on, I forgot it was out today!\It's okay. response:	It's not okay.
context: You're right.\We left the house in a hurry.\I guess we should buy an umbrella.\Crap...\Do you want to go buy it together?\Sorry! With everything that's been going on, I forgot it was out today!\It's okay.\It's not okay. response:	I don't care much about release dates.
context: We left the house in a hurry.\I guess we should buy an umbrella.\Crap...\Do you want to go buy it together?\Sorry! With everything that's been going on, I forgot it was out today!\It's okay.\It's not okay.\I don't care much about release dates. response:	Nanohana Hall
context: I guess we should buy an umbrella.\Crap...\Do you want to go buy it together?\Sorry! With everything that's been going on, I forgot it was out today!\It's okay.\It's not okay.\I don't care much about release dates.\Nanohana Hall response:	Look. It's here.
context: Crap...\Do you want to go buy it together?\Sorry! With everything that's been going on, I forgot it was out today!\It's okay.\It's not okay.\I don't care much about release dates.\Nanohana Hall\Look. It's here. response:	You're not going to look?
context: Do you want to go buy it together?\Sorry! With everything that's been going on, I forgot it was out today!\It's okay.\It's not okay.\I don't care much about release dates.\Nanohana Hall\Look. It's here.\You're not going to look? response:	I already know the story.
