context: Seriously! response:	What are you going to do?!
context: Well, we can talk about it later.\I guess I can kind of trust him now.\Kosaki, show him how to make bean jam paste and the easiest sweets.\I'll be in the shop till noon.\But really, you...\You should see your face when you're in front of a guy!\Not only that, but to took this opportunity to introduce me to a guy.\My little Kosaki... response:	You. Little. Devil.
context: I guess I can kind of trust him now.\Kosaki, show him how to make bean jam paste and the easiest sweets.\I'll be in the shop till noon.\But really, you...\You should see your face when you're in front of a guy!\Not only that, but to took this opportunity to introduce me to a guy.\My little Kosaki...\You. Little. Devil. response:	Mom!
context: Kosaki, show him how to make bean jam paste and the easiest sweets.\I'll be in the shop till noon.\But really, you...\You should see your face when you're in front of a guy!\Not only that, but to took this opportunity to introduce me to a guy.\My little Kosaki...\You. Little. Devil.\Mom! response:	See ya!
context: I'll be in the shop till noon.\But really, you...\You should see your face when you're in front of a guy!\Not only that, but to took this opportunity to introduce me to a guy.\My little Kosaki...\You. Little. Devil.\Mom!\See ya! response:	That mother of yours is something else.
context: But really, you...\You should see your face when you're in front of a guy!\Not only that, but to took this opportunity to introduce me to a guy.\My little Kosaki...\You. Little. Devil.\Mom!\See ya!\That mother of yours is something else. response:	Sorry, Ichijou-kun.
context: You should see your face when you're in front of a guy!\Not only that, but to took this opportunity to introduce me to a guy.\My little Kosaki...\You. Little. Devil.\Mom!\See ya!\That mother of yours is something else.\Sorry, Ichijou-kun. response:	Please forgive her.
context: Not only that, but to took this opportunity to introduce me to a guy.\My little Kosaki...\You. Little. Devil.\Mom!\See ya!\That mother of yours is something else.\Sorry, Ichijou-kun.\Please forgive her. response:	All right, come with me. I'm going to show you some stuff.
context: My little Kosaki...\You. Little. Devil.\Mom!\See ya!\That mother of yours is something else.\Sorry, Ichijou-kun.\Please forgive her.\All right, come with me. I'm going to show you some stuff. response:	And next... You add some granulated sugar to this dough over here...
context: You. Little. Devil.\Mom!\See ya!\That mother of yours is something else.\Sorry, Ichijou-kun.\Please forgive her.\All right, come with me. I'm going to show you some stuff.\And next... You add some granulated sugar to this dough over here... response:	But really, Onodera, I can't believe you remember every little step.
context: Mom!\See ya!\That mother of yours is something else.\Sorry, Ichijou-kun.\Please forgive her.\All right, come with me. I'm going to show you some stuff.\And next... You add some granulated sugar to this dough over here...\But really, Onodera, I can't believe you remember every little step. response:	I guess you help out a lot, making stuff like this, right?
context: See ya!\That mother of yours is something else.\Sorry, Ichijou-kun.\Please forgive her.\All right, come with me. I'm going to show you some stuff.\And next... You add some granulated sugar to this dough over here...\But really, Onodera, I can't believe you remember every little step.\I guess you help out a lot, making stuff like this, right? response:	Nope.
context: That mother of yours is something else.\Sorry, Ichijou-kun.\Please forgive her.\All right, come with me. I'm going to show you some stuff.\And next... You add some granulated sugar to this dough over here...\But really, Onodera, I can't believe you remember every little step.\I guess you help out a lot, making stuff like this, right?\Nope. response:	I don't actually get to make anything. I'm pretty awful at it.
context: Sorry, Ichijou-kun.\Please forgive her.\All right, come with me. I'm going to show you some stuff.\And next... You add some granulated sugar to this dough over here...\But really, Onodera, I can't believe you remember every little step.\I guess you help out a lot, making stuff like this, right?\Nope.\I don't actually get to make anything. I'm pretty awful at it. response:	Ever since I was little, I've always thought it looked fun, so I watched.
context: Please forgive her.\All right, come with me. I'm going to show you some stuff.\And next... You add some granulated sugar to this dough over here...\But really, Onodera, I can't believe you remember every little step.\I guess you help out a lot, making stuff like this, right?\Nope.\I don't actually get to make anything. I'm pretty awful at it.\Ever since I was little, I've always thought it looked fun, so I watched. response:	That's probably why.
context: All right, come with me. I'm going to show you some stuff.\And next... You add some granulated sugar to this dough over here...\But really, Onodera, I can't believe you remember every little step.\I guess you help out a lot, making stuff like this, right?\Nope.\I don't actually get to make anything. I'm pretty awful at it.\Ever since I was little, I've always thought it looked fun, so I watched.\That's probably why. response:	Well, they did let me try making some myself one time, but...
context: And next... You add some granulated sugar to this dough over here...\But really, Onodera, I can't believe you remember every little step.\I guess you help out a lot, making stuff like this, right?\Nope.\I don't actually get to make anything. I'm pretty awful at it.\Ever since I was little, I've always thought it looked fun, so I watched.\That's probably why.\Well, they did let me try making some myself one time, but... response:	Everyone who ate my sweets ended up keeling over,
context: But really, Onodera, I can't believe you remember every little step.\I guess you help out a lot, making stuff like this, right?\Nope.\I don't actually get to make anything. I'm pretty awful at it.\Ever since I was little, I've always thought it looked fun, so I watched.\That's probably why.\Well, they did let me try making some myself one time, but...\Everyone who ate my sweets ended up keeling over, response:	and the shop was shut down for three days!
context: I guess you help out a lot, making stuff like this, right?\Nope.\I don't actually get to make anything. I'm pretty awful at it.\Ever since I was little, I've always thought it looked fun, so I watched.\That's probably why.\Well, they did let me try making some myself one time, but...\Everyone who ate my sweets ended up keeling over,\and the shop was shut down for three days! response:	She's had her deadly touch forever, then!
context: Nope.\I don't actually get to make anything. I'm pretty awful at it.\Ever since I was little, I've always thought it looked fun, so I watched.\That's probably why.\Well, they did let me try making some myself one time, but...\Everyone who ate my sweets ended up keeling over,\and the shop was shut down for three days!\She's had her deadly touch forever, then! response:	But the one thing I did get praised for was my finishing touches,
context: I don't actually get to make anything. I'm pretty awful at it.\Ever since I was little, I've always thought it looked fun, so I watched.\That's probably why.\Well, they did let me try making some myself one time, but...\Everyone who ate my sweets ended up keeling over,\and the shop was shut down for three days!\She's had her deadly touch forever, then!\But the one thing I did get praised for was my finishing touches, response:	and since I've been helping with that all this time, it's become my area of expertise.
context: Ever since I was little, I've always thought it looked fun, so I watched.\That's probably why.\Well, they did let me try making some myself one time, but...\Everyone who ate my sweets ended up keeling over,\and the shop was shut down for three days!\She's had her deadly touch forever, then!\But the one thing I did get praised for was my finishing touches,\and since I've been helping with that all this time, it's become my area of expertise. response:	See?
context: That's probably why.\Well, they did let me try making some myself one time, but...\Everyone who ate my sweets ended up keeling over,\and the shop was shut down for three days!\She's had her deadly touch forever, then!\But the one thing I did get praised for was my finishing touches,\and since I've been helping with that all this time, it's become my area of expertise.\See? response:	Whoa... Awesome!
context: Well, they did let me try making some myself one time, but...\Everyone who ate my sweets ended up keeling over,\and the shop was shut down for three days!\She's had her deadly touch forever, then!\But the one thing I did get praised for was my finishing touches,\and since I've been helping with that all this time, it's become my area of expertise.\See?\Whoa... Awesome! response:	Hey, I'm done mixing.
context: Everyone who ate my sweets ended up keeling over,\and the shop was shut down for three days!\She's had her deadly touch forever, then!\But the one thing I did get praised for was my finishing touches,\and since I've been helping with that all this time, it's become my area of expertise.\See?\Whoa... Awesome!\Hey, I'm done mixing. response:	Does this look about right?
context: and the shop was shut down for three days!\She's had her deadly touch forever, then!\But the one thing I did get praised for was my finishing touches,\and since I've been helping with that all this time, it's become my area of expertise.\See?\Whoa... Awesome!\Hey, I'm done mixing.\Does this look about right? response:	Oh! Just like that! It looks so yummy!
context: She's had her deadly touch forever, then!\But the one thing I did get praised for was my finishing touches,\and since I've been helping with that all this time, it's become my area of expertise.\See?\Whoa... Awesome!\Hey, I'm done mixing.\Does this look about right?\Oh! Just like that! It looks so yummy! response:	You perfect the taste, Ichijou-kun, and I'll perfect the shape.
context: But the one thing I did get praised for was my finishing touches,\and since I've been helping with that all this time, it's become my area of expertise.\See?\Whoa... Awesome!\Hey, I'm done mixing.\Does this look about right?\Oh! Just like that! It looks so yummy!\You perfect the taste, Ichijou-kun, and I'll perfect the shape. response:	That way we'll make some great Japanese sweets!
context: and since I've been helping with that all this time, it's become my area of expertise.\See?\Whoa... Awesome!\Hey, I'm done mixing.\Does this look about right?\Oh! Just like that! It looks so yummy!\You perfect the taste, Ichijou-kun, and I'll perfect the shape.\That way we'll make some great Japanese sweets! response:	What was that just now? A proposal? Y-You want me to marry into this family?
context: See?\Whoa... Awesome!\Hey, I'm done mixing.\Does this look about right?\Oh! Just like that! It looks so yummy!\You perfect the taste, Ichijou-kun, and I'll perfect the shape.\That way we'll make some great Japanese sweets!\What was that just now? A proposal? Y-You want me to marry into this family? response:	Kosaki! I'm stepping out for a bit, so watch over the shop!
context: Whoa... Awesome!\Hey, I'm done mixing.\Does this look about right?\Oh! Just like that! It looks so yummy!\You perfect the taste, Ichijou-kun, and I'll perfect the shape.\That way we'll make some great Japanese sweets!\What was that just now? A proposal? Y-You want me to marry into this family?\Kosaki! I'm stepping out for a bit, so watch over the shop! response:	Okay!
context: Hey, I'm done mixing.\Does this look about right?\Oh! Just like that! It looks so yummy!\You perfect the taste, Ichijou-kun, and I'll perfect the shape.\That way we'll make some great Japanese sweets!\What was that just now? A proposal? Y-You want me to marry into this family?\Kosaki! I'm stepping out for a bit, so watch over the shop!\Okay! response:	Hey, just look at us now! Can you believe the great vibe we've got going on?
context: Does this look about right?\Oh! Just like that! It looks so yummy!\You perfect the taste, Ichijou-kun, and I'll perfect the shape.\That way we'll make some great Japanese sweets!\What was that just now? A proposal? Y-You want me to marry into this family?\Kosaki! I'm stepping out for a bit, so watch over the shop!\Okay!\Hey, just look at us now! Can you believe the great vibe we've got going on? response:	I almost want to stay here forever and start a family!
context: Oh! Just like that! It looks so yummy!\You perfect the taste, Ichijou-kun, and I'll perfect the shape.\That way we'll make some great Japanese sweets!\What was that just now? A proposal? Y-You want me to marry into this family?\Kosaki! I'm stepping out for a bit, so watch over the shop!\Okay!\Hey, just look at us now! Can you believe the great vibe we've got going on?\I almost want to stay here forever and start a family! response:	Hey! So you're holding down the fort today, Kosaki-chan? Lucky me!
context: You perfect the taste, Ichijou-kun, and I'll perfect the shape.\That way we'll make some great Japanese sweets!\What was that just now? A proposal? Y-You want me to marry into this family?\Kosaki! I'm stepping out for a bit, so watch over the shop!\Okay!\Hey, just look at us now! Can you believe the great vibe we've got going on?\I almost want to stay here forever and start a family!\Hey! So you're holding down the fort today, Kosaki-chan? Lucky me! response:	Hello, Yoshino-san.
context: That way we'll make some great Japanese sweets!\What was that just now? A proposal? Y-You want me to marry into this family?\Kosaki! I'm stepping out for a bit, so watch over the shop!\Okay!\Hey, just look at us now! Can you believe the great vibe we've got going on?\I almost want to stay here forever and start a family!\Hey! So you're holding down the fort today, Kosaki-chan? Lucky me!\Hello, Yoshino-san. response:	Thank you for your patronage!
context: What was that just now? A proposal? Y-You want me to marry into this family?\Kosaki! I'm stepping out for a bit, so watch over the shop!\Okay!\Hey, just look at us now! Can you believe the great vibe we've got going on?\I almost want to stay here forever and start a family!\Hey! So you're holding down the fort today, Kosaki-chan? Lucky me!\Hello, Yoshino-san.\Thank you for your patronage! response:	Would you like your usual?
context: Kosaki! I'm stepping out for a bit, so watch over the shop!\Okay!\Hey, just look at us now! Can you believe the great vibe we've got going on?\I almost want to stay here forever and start a family!\Hey! So you're holding down the fort today, Kosaki-chan? Lucky me!\Hello, Yoshino-san.\Thank you for your patronage!\Would you like your usual? response:	You certainly have a good memory!
context: Okay!\Hey, just look at us now! Can you believe the great vibe we've got going on?\I almost want to stay here forever and start a family!\Hey! So you're holding down the fort today, Kosaki-chan? Lucky me!\Hello, Yoshino-san.\Thank you for your patronage!\Would you like your usual?\You certainly have a good memory! response:	What do you say? How about we go on a date sometime, you and I?
context: Hey, just look at us now! Can you believe the great vibe we've got going on?\I almost want to stay here forever and start a family!\Hey! So you're holding down the fort today, Kosaki-chan? Lucky me!\Hello, Yoshino-san.\Thank you for your patronage!\Would you like your usual?\You certainly have a good memory!\What do you say? How about we go on a date sometime, you and I? response:	Oh, please! There you go again!
context: I almost want to stay here forever and start a family!\Hey! So you're holding down the fort today, Kosaki-chan? Lucky me!\Hello, Yoshino-san.\Thank you for your patronage!\Would you like your usual?\You certainly have a good memory!\What do you say? How about we go on a date sometime, you and I?\Oh, please! There you go again! response:	Your change comes out to 615 yen.
context: Hey! So you're holding down the fort today, Kosaki-chan? Lucky me!\Hello, Yoshino-san.\Thank you for your patronage!\Would you like your usual?\You certainly have a good memory!\What do you say? How about we go on a date sometime, you and I?\Oh, please! There you go again!\Your change comes out to 615 yen. response:	Oh, uh, thanks.
context: Hello, Yoshino-san.\Thank you for your patronage!\Would you like your usual?\You certainly have a good memory!\What do you say? How about we go on a date sometime, you and I?\Oh, please! There you go again!\Your change comes out to 615 yen.\Oh, uh, thanks. response:	See you around, Kosaki-chwan!
context: Thank you for your patronage!\Would you like your usual?\You certainly have a good memory!\What do you say? How about we go on a date sometime, you and I?\Oh, please! There you go again!\Your change comes out to 615 yen.\Oh, uh, thanks.\See you around, Kosaki-chwan! response:	Seriously! Flirting around like that at his age!
context: Would you like your usual?\You certainly have a good memory!\What do you say? How about we go on a date sometime, you and I?\Oh, please! There you go again!\Your change comes out to 615 yen.\Oh, uh, thanks.\See you around, Kosaki-chwan!\Seriously! Flirting around like that at his age! response:	He's always like that.
context: You certainly have a good memory!\What do you say? How about we go on a date sometime, you and I?\Oh, please! There you go again!\Your change comes out to 615 yen.\Oh, uh, thanks.\See you around, Kosaki-chwan!\Seriously! Flirting around like that at his age!\He's always like that. response:	Hey, Ichijou-kun.
context: What do you say? How about we go on a date sometime, you and I?\Oh, please! There you go again!\Your change comes out to 615 yen.\Oh, uh, thanks.\See you around, Kosaki-chwan!\Seriously! Flirting around like that at his age!\He's always like that.\Hey, Ichijou-kun. response:	Do you still go out on dates with Chitoge-chan?
context: Oh, please! There you go again!\Your change comes out to 615 yen.\Oh, uh, thanks.\See you around, Kosaki-chwan!\Seriously! Flirting around like that at his age!\He's always like that.\Hey, Ichijou-kun.\Do you still go out on dates with Chitoge-chan? response:	What theWhy would I go out with her?!
context: Your change comes out to 615 yen.\Oh, uh, thanks.\See you around, Kosaki-chwan!\Seriously! Flirting around like that at his age!\He's always like that.\Hey, Ichijou-kun.\Do you still go out on dates with Chitoge-chan?\What theWhy would I go out with her?! response:	What do you mean, why?
context: Oh, uh, thanks.\See you around, Kosaki-chwan!\Seriously! Flirting around like that at his age!\He's always like that.\Hey, Ichijou-kun.\Do you still go out on dates with Chitoge-chan?\What theWhy would I go out with her?!\What do you mean, why? response:	U-Uh, sure we do!
context: See you around, Kosaki-chwan!\Seriously! Flirting around like that at his age!\He's always like that.\Hey, Ichijou-kun.\Do you still go out on dates with Chitoge-chan?\What theWhy would I go out with her?!\What do you mean, why?\U-Uh, sure we do! response:	Of course we do!
context: Seriously! Flirting around like that at his age!\He's always like that.\Hey, Ichijou-kun.\Do you still go out on dates with Chitoge-chan?\What theWhy would I go out with her?!\What do you mean, why?\U-Uh, sure we do!\Of course we do! response:	I mean, we are going out and all...
context: He's always like that.\Hey, Ichijou-kun.\Do you still go out on dates with Chitoge-chan?\What theWhy would I go out with her?!\What do you mean, why?\U-Uh, sure we do!\Of course we do!\I mean, we are going out and all... response:	Um, Ichijou-kun...
context: Hey, Ichijou-kun.\Do you still go out on dates with Chitoge-chan?\What theWhy would I go out with her?!\What do you mean, why?\U-Uh, sure we do!\Of course we do!\I mean, we are going out and all...\Um, Ichijou-kun... response:	I guess you haven't heard.
context: Do you still go out on dates with Chitoge-chan?\What theWhy would I go out with her?!\What do you mean, why?\U-Uh, sure we do!\Of course we do!\I mean, we are going out and all...\Um, Ichijou-kun...\I guess you haven't heard. response:	I know that you two aren't really boyfriend and girlfriend.
context: What theWhy would I go out with her?!\What do you mean, why?\U-Uh, sure we do!\Of course we do!\I mean, we are going out and all...\Um, Ichijou-kun...\I guess you haven't heard.\I know that you two aren't really boyfriend and girlfriend. response:	I knew it! I thought it was strange.
context: What do you mean, why?\U-Uh, sure we do!\Of course we do!\I mean, we are going out and all...\Um, Ichijou-kun...\I guess you haven't heard.\I know that you two aren't really boyfriend and girlfriend.\I knew it! I thought it was strange. response:	How did you... Since when?
context: U-Uh, sure we do!\Of course we do!\I mean, we are going out and all...\Um, Ichijou-kun...\I guess you haven't heard.\I know that you two aren't really boyfriend and girlfriend.\I knew it! I thought it was strange.\How did you... Since when? response:	Chitoge-chan told me quite a while ago.
context: Of course we do!\I mean, we are going out and all...\Um, Ichijou-kun...\I guess you haven't heard.\I know that you two aren't really boyfriend and girlfriend.\I knew it! I thought it was strange.\How did you... Since when?\Chitoge-chan told me quite a while ago. response:	I was sure that you already knew.
context: I mean, we are going out and all...\Um, Ichijou-kun...\I guess you haven't heard.\I know that you two aren't really boyfriend and girlfriend.\I knew it! I thought it was strange.\How did you... Since when?\Chitoge-chan told me quite a while ago.\I was sure that you already knew. response:	I can't believe that moron!
context: Um, Ichijou-kun...\I guess you haven't heard.\I know that you two aren't really boyfriend and girlfriend.\I knew it! I thought it was strange.\How did you... Since when?\Chitoge-chan told me quite a while ago.\I was sure that you already knew.\I can't believe that moron! response:	If you're gonna tell Onodera, then let me know, damn it!
context: I guess you haven't heard.\I know that you two aren't really boyfriend and girlfriend.\I knew it! I thought it was strange.\How did you... Since when?\Chitoge-chan told me quite a while ago.\I was sure that you already knew.\I can't believe that moron!\If you're gonna tell Onodera, then let me know, damn it! response:	I see...
context: I know that you two aren't really boyfriend and girlfriend.\I knew it! I thought it was strange.\How did you... Since when?\Chitoge-chan told me quite a while ago.\I was sure that you already knew.\I can't believe that moron!\If you're gonna tell Onodera, then let me know, damn it!\I see... response:	Ichijou-kun never knew about it.
context: I knew it! I thought it was strange.\How did you... Since when?\Chitoge-chan told me quite a while ago.\I was sure that you already knew.\I can't believe that moron!\If you're gonna tell Onodera, then let me know, damn it!\I see...\Ichijou-kun never knew about it. response:	That's why he acted like he was in a relationship even when we were alone.
context: How did you... Since when?\Chitoge-chan told me quite a while ago.\I was sure that you already knew.\I can't believe that moron!\If you're gonna tell Onodera, then let me know, damn it!\I see...\Ichijou-kun never knew about it.\That's why he acted like he was in a relationship even when we were alone. response:	But then, why would he hide that photo?
context: Chitoge-chan told me quite a while ago.\I was sure that you already knew.\I can't believe that moron!\If you're gonna tell Onodera, then let me know, damn it!\I see...\Ichijou-kun never knew about it.\That's why he acted like he was in a relationship even when we were alone.\But then, why would he hide that photo? response:	Did you say something?
context: I was sure that you already knew.\I can't believe that moron!\If you're gonna tell Onodera, then let me know, damn it!\I see...\Ichijou-kun never knew about it.\That's why he acted like he was in a relationship even when we were alone.\But then, why would he hide that photo?\Did you say something? response:	No, nothing.
context: I can't believe that moron!\If you're gonna tell Onodera, then let me know, damn it!\I see...\Ichijou-kun never knew about it.\That's why he acted like he was in a relationship even when we were alone.\But then, why would he hide that photo?\Did you say something?\No, nothing. response:	Seriously?
context: If you're gonna tell Onodera, then let me know, damn it!\I see...\Ichijou-kun never knew about it.\That's why he acted like he was in a relationship even when we were alone.\But then, why would he hide that photo?\Did you say something?\No, nothing.\Seriously? response:	Onodera knew all this time that we weren't dating?
context: I see...\Ichijou-kun never knew about it.\That's why he acted like he was in a relationship even when we were alone.\But then, why would he hide that photo?\Did you say something?\No, nothing.\Seriously?\Onodera knew all this time that we weren't dating? response:	Hold up. If that's the case...
context: Ichijou-kun never knew about it.\That's why he acted like he was in a relationship even when we were alone.\But then, why would he hide that photo?\Did you say something?\No, nothing.\Seriously?\Onodera knew all this time that we weren't dating?\Hold up. If that's the case... response:	Then does that mean I'm in the clear to tell her how I feel about her now?
context: That's why he acted like he was in a relationship even when we were alone.\But then, why would he hide that photo?\Did you say something?\No, nothing.\Seriously?\Onodera knew all this time that we weren't dating?\Hold up. If that's the case...\Then does that mean I'm in the clear to tell her how I feel about her now? response:	No, no, hold on a second! No way it's that simple!
context: But then, why would he hide that photo?\Did you say something?\No, nothing.\Seriously?\Onodera knew all this time that we weren't dating?\Hold up. If that's the case...\Then does that mean I'm in the clear to tell her how I feel about her now?\No, no, hold on a second! No way it's that simple! response:	Gotta get the timing right too and all...
context: Did you say something?\No, nothing.\Seriously?\Onodera knew all this time that we weren't dating?\Hold up. If that's the case...\Then does that mean I'm in the clear to tell her how I feel about her now?\No, no, hold on a second! No way it's that simple!\Gotta get the timing right too and all... response:	Seems like it's gotten really windy outside, huh?
context: No, nothing.\Seriously?\Onodera knew all this time that we weren't dating?\Hold up. If that's the case...\Then does that mean I'm in the clear to tell her how I feel about her now?\No, no, hold on a second! No way it's that simple!\Gotta get the timing right too and all...\Seems like it's gotten really windy outside, huh? response:	Yeah, you're right.
context: Seriously?\Onodera knew all this time that we weren't dating?\Hold up. If that's the case...\Then does that mean I'm in the clear to tell her how I feel about her now?\No, no, hold on a second! No way it's that simple!\Gotta get the timing right too and all...\Seems like it's gotten really windy outside, huh?\Yeah, you're right. response:	Come to think of it, they just said on the news that a typhoon was coming.
context: Onodera knew all this time that we weren't dating?\Hold up. If that's the case...\Then does that mean I'm in the clear to tell her how I feel about her now?\No, no, hold on a second! No way it's that simple!\Gotta get the timing right too and all...\Seems like it's gotten really windy outside, huh?\Yeah, you're right.\Come to think of it, they just said on the news that a typhoon was coming. response:	It's starting to come down.
context: Hold up. If that's the case...\Then does that mean I'm in the clear to tell her how I feel about her now?\No, no, hold on a second! No way it's that simple!\Gotta get the timing right too and all...\Seems like it's gotten really windy outside, huh?\Yeah, you're right.\Come to think of it, they just said on the news that a typhoon was coming.\It's starting to come down. response:	It's getting pretty heavy. I wonder if your mom is all right.
context: Then does that mean I'm in the clear to tell her how I feel about her now?\No, no, hold on a second! No way it's that simple!\Gotta get the timing right too and all...\Seems like it's gotten really windy outside, huh?\Yeah, you're right.\Come to think of it, they just said on the news that a typhoon was coming.\It's starting to come down.\It's getting pretty heavy. I wonder if your mom is all right. response:	Yes? This is Japanese Sweets Onodera.
context: No, no, hold on a second! No way it's that simple!\Gotta get the timing right too and all...\Seems like it's gotten really windy outside, huh?\Yeah, you're right.\Come to think of it, they just said on the news that a typhoon was coming.\It's starting to come down.\It's getting pretty heavy. I wonder if your mom is all right.\Yes? This is Japanese Sweets Onodera. response:	Mom?
context: Gotta get the timing right too and all...\Seems like it's gotten really windy outside, huh?\Yeah, you're right.\Come to think of it, they just said on the news that a typhoon was coming.\It's starting to come down.\It's getting pretty heavy. I wonder if your mom is all right.\Yes? This is Japanese Sweets Onodera.\Mom? response:	Wait a second, Mom!
context: Seems like it's gotten really windy outside, huh?\Yeah, you're right.\Come to think of it, they just said on the news that a typhoon was coming.\It's starting to come down.\It's getting pretty heavy. I wonder if your mom is all right.\Yes? This is Japanese Sweets Onodera.\Mom?\Wait a second, Mom! response:	Is something wrong?
context: Yeah, you're right.\Come to think of it, they just said on the news that a typhoon was coming.\It's starting to come down.\It's getting pretty heavy. I wonder if your mom is all right.\Yes? This is Japanese Sweets Onodera.\Mom?\Wait a second, Mom!\Is something wrong? response:	She says she can't make it back because the weather's too bad.
context: Come to think of it, they just said on the news that a typhoon was coming.\It's starting to come down.\It's getting pretty heavy. I wonder if your mom is all right.\Yes? This is Japanese Sweets Onodera.\Mom?\Wait a second, Mom!\Is something wrong?\She says she can't make it back because the weather's too bad. response:	And to look after the shop...
context: It's starting to come down.\It's getting pretty heavy. I wonder if your mom is all right.\Yes? This is Japanese Sweets Onodera.\Mom?\Wait a second, Mom!\Is something wrong?\She says she can't make it back because the weather's too bad.\And to look after the shop... response:	Oh, man. Well, I can understand why, though.
context: It's getting pretty heavy. I wonder if your mom is all right.\Yes? This is Japanese Sweets Onodera.\Mom?\Wait a second, Mom!\Is something wrong?\She says she can't make it back because the weather's too bad.\And to look after the shop...\Oh, man. Well, I can understand why, though. response:	She also said...
context: Yes? This is Japanese Sweets Onodera.\Mom?\Wait a second, Mom!\Is something wrong?\She says she can't make it back because the weather's too bad.\And to look after the shop...\Oh, man. Well, I can understand why, though.\She also said... response:	It would be too dangerous for you to go home,
context: Mom?\Wait a second, Mom!\Is something wrong?\She says she can't make it back because the weather's too bad.\And to look after the shop...\Oh, man. Well, I can understand why, though.\She also said...\It would be too dangerous for you to go home, response:	so I should have you stay the night.
context: Wait a second, Mom!\Is something wrong?\She says she can't make it back because the weather's too bad.\And to look after the shop...\Oh, man. Well, I can understand why, though.\She also said...\It would be too dangerous for you to go home,\so I should have you stay the night. response:	What?!
context: Is something wrong?\She says she can't make it back because the weather's too bad.\And to look after the shop...\Oh, man. Well, I can understand why, though.\She also said...\It would be too dangerous for you to go home,\so I should have you stay the night.\What?! response:	She wants me to stay the night? Me, spend the night at Onodera's?
context: She says she can't make it back because the weather's too bad.\And to look after the shop...\Oh, man. Well, I can understand why, though.\She also said...\It would be too dangerous for you to go home,\so I should have you stay the night.\What?!\She wants me to stay the night? Me, spend the night at Onodera's? response:	B-But... Onodera, isn't there anyone else home?
context: And to look after the shop...\Oh, man. Well, I can understand why, though.\She also said...\It would be too dangerous for you to go home,\so I should have you stay the night.\What?!\She wants me to stay the night? Me, spend the night at Onodera's?\B-But... Onodera, isn't there anyone else home? response:	Dad had some business to take care of and won't be coming home.
context: Oh, man. Well, I can understand why, though.\She also said...\It would be too dangerous for you to go home,\so I should have you stay the night.\What?!\She wants me to stay the night? Me, spend the night at Onodera's?\B-But... Onodera, isn't there anyone else home?\Dad had some business to take care of and won't be coming home. response:	My little sister lives in a dorm.
context: She also said...\It would be too dangerous for you to go home,\so I should have you stay the night.\What?!\She wants me to stay the night? Me, spend the night at Onodera's?\B-But... Onodera, isn't there anyone else home?\Dad had some business to take care of and won't be coming home.\My little sister lives in a dorm. response:	You have a little sister?
context: It would be too dangerous for you to go home,\so I should have you stay the night.\What?!\She wants me to stay the night? Me, spend the night at Onodera's?\B-But... Onodera, isn't there anyone else home?\Dad had some business to take care of and won't be coming home.\My little sister lives in a dorm.\You have a little sister? response:	I never knew that
context: so I should have you stay the night.\What?!\She wants me to stay the night? Me, spend the night at Onodera's?\B-But... Onodera, isn't there anyone else home?\Dad had some business to take care of and won't be coming home.\My little sister lives in a dorm.\You have a little sister?\I never knew that response:	Wait, what am I saying?!
context: What?!\She wants me to stay the night? Me, spend the night at Onodera's?\B-But... Onodera, isn't there anyone else home?\Dad had some business to take care of and won't be coming home.\My little sister lives in a dorm.\You have a little sister?\I never knew that\Wait, what am I saying?! response:	Is this for real? A night alone with Onodera?
context: She wants me to stay the night? Me, spend the night at Onodera's?\B-But... Onodera, isn't there anyone else home?\Dad had some business to take care of and won't be coming home.\My little sister lives in a dorm.\You have a little sister?\I never knew that\Wait, what am I saying?!\Is this for real? A night alone with Onodera? response:	Can I really stay the night here?
context: B-But... Onodera, isn't there anyone else home?\Dad had some business to take care of and won't be coming home.\My little sister lives in a dorm.\You have a little sister?\I never knew that\Wait, what am I saying?!\Is this for real? A night alone with Onodera?\Can I really stay the night here? response:	Come on, no way! Of course I can't!
context: Dad had some business to take care of and won't be coming home.\My little sister lives in a dorm.\You have a little sister?\I never knew that\Wait, what am I saying?!\Is this for real? A night alone with Onodera?\Can I really stay the night here?\Come on, no way! Of course I can't! response:	I can't just spend the night at a girl's house alone with her.
context: My little sister lives in a dorm.\You have a little sister?\I never knew that\Wait, what am I saying?!\Is this for real? A night alone with Onodera?\Can I really stay the night here?\Come on, no way! Of course I can't!\I can't just spend the night at a girl's house alone with her. response:	Sorry, but can I borrow an umbrella? I can handle a little drizzle on my own.
context: You have a little sister?\I never knew that\Wait, what am I saying?!\Is this for real? A night alone with Onodera?\Can I really stay the night here?\Come on, no way! Of course I can't!\I can't just spend the night at a girl's house alone with her.\Sorry, but can I borrow an umbrella? I can handle a little drizzle on my own. response:	What? But
context: I never knew that\Wait, what am I saying?!\Is this for real? A night alone with Onodera?\Can I really stay the night here?\Come on, no way! Of course I can't!\I can't just spend the night at a girl's house alone with her.\Sorry, but can I borrow an umbrella? I can handle a little drizzle on my own.\What? But response:	Whoa! The roof tiles are coming down!
context: Wait, what am I saying?!\Is this for real? A night alone with Onodera?\Can I really stay the night here?\Come on, no way! Of course I can't!\I can't just spend the night at a girl's house alone with her.\Sorry, but can I borrow an umbrella? I can handle a little drizzle on my own.\What? But\Whoa! The roof tiles are coming down! response:	Watch out! Better not wander around outside too much!
