context: Vitya! response:	Don't go! Stay here!
context: I get it now.\My heart's pounding because of how happy I am.\Hello!\Hi!\I'm Victor Nikiforov.\I'll be Yuri's coach from now on.\Huh? What? What?!\Victor's really going to be Yuri's coach?! response:	Wow!
context: My heart's pounding because of how happy I am.\Hello!\Hi!\I'm Victor Nikiforov.\I'll be Yuri's coach from now on.\Huh? What? What?!\Victor's really going to be Yuri's coach?!\Wow! response:	A quadruple flip!
context: Hello!\Hi!\I'm Victor Nikiforov.\I'll be Yuri's coach from now on.\Huh? What? What?!\Victor's really going to be Yuri's coach?!\Wow!\A quadruple flip! response:	Mom, I've got this!
context: Hi!\I'm Victor Nikiforov.\I'll be Yuri's coach from now on.\Huh? What? What?!\Victor's really going to be Yuri's coach?!\Wow!\A quadruple flip!\Mom, I've got this! response:	I'll take the video!
context: I'm Victor Nikiforov.\I'll be Yuri's coach from now on.\Huh? What? What?!\Victor's really going to be Yuri's coach?!\Wow!\A quadruple flip!\Mom, I've got this!\I'll take the video! response:	Can I upload this?
context: I'll be Yuri's coach from now on.\Huh? What? What?!\Victor's really going to be Yuri's coach?!\Wow!\A quadruple flip!\Mom, I've got this!\I'll take the video!\Can I upload this? response:	It's not for the public, you skating otaku trio!
context: Huh? What? What?!\Victor's really going to be Yuri's coach?!\Wow!\A quadruple flip!\Mom, I've got this!\I'll take the video!\Can I upload this?\It's not for the public, you skating otaku trio! response:	Seriously?
context: Victor's really going to be Yuri's coach?!\Wow!\A quadruple flip!\Mom, I've got this!\I'll take the video!\Can I upload this?\It's not for the public, you skating otaku trio!\Seriously? response:	Yeah.
context: Wow!\A quadruple flip!\Mom, I've got this!\I'll take the video!\Can I upload this?\It's not for the public, you skating otaku trio!\Seriously?\Yeah. response:	He says he'd like to use this rink as our home base for now.
context: A quadruple flip!\Mom, I've got this!\I'll take the video!\Can I upload this?\It's not for the public, you skating otaku trio!\Seriously?\Yeah.\He says he'd like to use this rink as our home base for now. response:	Is that okay?
context: Mom, I've got this!\I'll take the video!\Can I upload this?\It's not for the public, you skating otaku trio!\Seriously?\Yeah.\He says he'd like to use this rink as our home base for now.\Is that okay? response:	Okay, sure!
context: I'll take the video!\Can I upload this?\It's not for the public, you skating otaku trio!\Seriously?\Yeah.\He says he'd like to use this rink as our home base for now.\Is that okay?\Okay, sure! response:	I'll talk to the higher-ups.
context: Can I upload this?\It's not for the public, you skating otaku trio!\Seriously?\Yeah.\He says he'd like to use this rink as our home base for now.\Is that okay?\Okay, sure!\I'll talk to the higher-ups. response:	Victor teaching you himself... It's like a dream come true!
context: It's not for the public, you skating otaku trio!\Seriously?\Yeah.\He says he'd like to use this rink as our home base for now.\Is that okay?\Okay, sure!\I'll talk to the higher-ups.\Victor teaching you himself... It's like a dream come true! response:	Yeah...
context: Seriously?\Yeah.\He says he'd like to use this rink as our home base for now.\Is that okay?\Okay, sure!\I'll talk to the higher-ups.\Victor teaching you himself... It's like a dream come true!\Yeah... response:	By the time I was twelve,
context: Yeah.\He says he'd like to use this rink as our home base for now.\Is that okay?\Okay, sure!\I'll talk to the higher-ups.\Victor teaching you himself... It's like a dream come true!\Yeah...\By the time I was twelve, response:	Victor, four years my senior, was already number one in the world.
context: He says he'd like to use this rink as our home base for now.\Is that okay?\Okay, sure!\I'll talk to the higher-ups.\Victor teaching you himself... It's like a dream come true!\Yeah...\By the time I was twelve,\Victor, four years my senior, was already number one in the world. response:	Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria
context: Is that okay?\Okay, sure!\I'll talk to the higher-ups.\Victor teaching you himself... It's like a dream come true!\Yeah...\By the time I was twelve,\Victor, four years my senior, was already number one in the world.\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria response:	I've imitated him for years, trying to catch up to him.
context: Okay, sure!\I'll talk to the higher-ups.\Victor teaching you himself... It's like a dream come true!\Yeah...\By the time I was twelve,\Victor, four years my senior, was already number one in the world.\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\I've imitated him for years, trying to catch up to him. response:	How could seeing the video of me skating his routine inspire him?
context: I'll talk to the higher-ups.\Victor teaching you himself... It's like a dream come true!\Yeah...\By the time I was twelve,\Victor, four years my senior, was already number one in the world.\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\I've imitated him for years, trying to catch up to him.\How could seeing the video of me skating his routine inspire him? response:	How did I inspire you, Victor?
context: Victor teaching you himself... It's like a dream come true!\Yeah...\By the time I was twelve,\Victor, four years my senior, was already number one in the world.\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\I've imitated him for years, trying to catch up to him.\How could seeing the video of me skating his routine inspire him?\How did I inspire you, Victor? response:	The little piggy can't enter the rink until he drops some body fat.
context: Yeah...\By the time I was twelve,\Victor, four years my senior, was already number one in the world.\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\I've imitated him for years, trying to catch up to him.\How could seeing the video of me skating his routine inspire him?\How did I inspire you, Victor?\The little piggy can't enter the rink until he drops some body fat. response:	Are you really serious about making me win?
context: By the time I was twelve,\Victor, four years my senior, was already number one in the world.\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\I've imitated him for years, trying to catch up to him.\How could seeing the video of me skating his routine inspire him?\How did I inspire you, Victor?\The little piggy can't enter the rink until he drops some body fat.\Are you really serious about making me win? response:	Okukawa Minako Ballet
context: Victor, four years my senior, was already number one in the world.\Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\I've imitated him for years, trying to catch up to him.\How could seeing the video of me skating his routine inspire him?\How did I inspire you, Victor?\The little piggy can't enter the rink until he drops some body fat.\Are you really serious about making me win?\Okukawa Minako Ballet response:	Maybe he just wanted an excuse to take a break.
context: Junior World Championships, Gold Victor Nikiforov Sofia, Bulgaria\I've imitated him for years, trying to catch up to him.\How could seeing the video of me skating his routine inspire him?\How did I inspire you, Victor?\The little piggy can't enter the rink until he drops some body fat.\Are you really serious about making me win?\Okukawa Minako Ballet\Maybe he just wanted an excuse to take a break. response:	Please don't say that.
context: I've imitated him for years, trying to catch up to him.\How could seeing the video of me skating his routine inspire him?\How did I inspire you, Victor?\The little piggy can't enter the rink until he drops some body fat.\Are you really serious about making me win?\Okukawa Minako Ballet\Maybe he just wanted an excuse to take a break.\Please don't say that. response:	That's what I suspect, too, but...
context: How could seeing the video of me skating his routine inspire him?\How did I inspire you, Victor?\The little piggy can't enter the rink until he drops some body fat.\Are you really serious about making me win?\Okukawa Minako Ballet\Maybe he just wanted an excuse to take a break.\Please don't say that.\That's what I suspect, too, but... response:	You decided to keep skating, didn't you?
context: How did I inspire you, Victor?\The little piggy can't enter the rink until he drops some body fat.\Are you really serious about making me win?\Okukawa Minako Ballet\Maybe he just wanted an excuse to take a break.\Please don't say that.\That's what I suspect, too, but...\You decided to keep skating, didn't you? response:	You need to take advantage of Victor!
context: The little piggy can't enter the rink until he drops some body fat.\Are you really serious about making me win?\Okukawa Minako Ballet\Maybe he just wanted an excuse to take a break.\Please don't say that.\That's what I suspect, too, but...\You decided to keep skating, didn't you?\You need to take advantage of Victor! response:	Okay, let's get you slimmed down!
context: Are you really serious about making me win?\Okukawa Minako Ballet\Maybe he just wanted an excuse to take a break.\Please don't say that.\That's what I suspect, too, but...\You decided to keep skating, didn't you?\You need to take advantage of Victor!\Okay, let's get you slimmed down! response:	O-Okay.
context: Okukawa Minako Ballet\Maybe he just wanted an excuse to take a break.\Please don't say that.\That's what I suspect, too, but...\You decided to keep skating, didn't you?\You need to take advantage of Victor!\Okay, let's get you slimmed down!\O-Okay. response:	Minako-sensei is a ballet instructor.
context: Maybe he just wanted an excuse to take a break.\Please don't say that.\That's what I suspect, too, but...\You decided to keep skating, didn't you?\You need to take advantage of Victor!\Okay, let's get you slimmed down!\O-Okay.\Minako-sensei is a ballet instructor. response:	She used to travel the world as a dancer.
context: Please don't say that.\That's what I suspect, too, but...\You decided to keep skating, didn't you?\You need to take advantage of Victor!\Okay, let's get you slimmed down!\O-Okay.\Minako-sensei is a ballet instructor.\She used to travel the world as a dancer. response:	When I was younger,
context: That's what I suspect, too, but...\You decided to keep skating, didn't you?\You need to take advantage of Victor!\Okay, let's get you slimmed down!\O-Okay.\Minako-sensei is a ballet instructor.\She used to travel the world as a dancer.\When I was younger, response:	I spent more time in her ballet class than at home.
context: You decided to keep skating, didn't you?\You need to take advantage of Victor!\Okay, let's get you slimmed down!\O-Okay.\Minako-sensei is a ballet instructor.\She used to travel the world as a dancer.\When I was younger,\I spent more time in her ballet class than at home. response:	I even started skating because Minako-sensei urged me to.
context: You need to take advantage of Victor!\Okay, let's get you slimmed down!\O-Okay.\Minako-sensei is a ballet instructor.\She used to travel the world as a dancer.\When I was younger,\I spent more time in her ballet class than at home.\I even started skating because Minako-sensei urged me to. response:	She's always cheered me on,
context: Okay, let's get you slimmed down!\O-Okay.\Minako-sensei is a ballet instructor.\She used to travel the world as a dancer.\When I was younger,\I spent more time in her ballet class than at home.\I even started skating because Minako-sensei urged me to.\She's always cheered me on, response:	but she likes to meddle, too.
context: O-Okay.\Minako-sensei is a ballet instructor.\She used to travel the world as a dancer.\When I was younger,\I spent more time in her ballet class than at home.\I even started skating because Minako-sensei urged me to.\She's always cheered me on,\but she likes to meddle, too. response:	Do you have feelings for Minako?
context: Minako-sensei is a ballet instructor.\She used to travel the world as a dancer.\When I was younger,\I spent more time in her ballet class than at home.\I even started skating because Minako-sensei urged me to.\She's always cheered me on,\but she likes to meddle, too.\Do you have feelings for Minako? response:	What?! No way!
context: She used to travel the world as a dancer.\When I was younger,\I spent more time in her ballet class than at home.\I even started skating because Minako-sensei urged me to.\She's always cheered me on,\but she likes to meddle, too.\Do you have feelings for Minako?\What?! No way! response:	Do you have a girlfriend?
context: When I was younger,\I spent more time in her ballet class than at home.\I even started skating because Minako-sensei urged me to.\She's always cheered me on,\but she likes to meddle, too.\Do you have feelings for Minako?\What?! No way!\Do you have a girlfriend? response:	No.
context: I spent more time in her ballet class than at home.\I even started skating because Minako-sensei urged me to.\She's always cheered me on,\but she likes to meddle, too.\Do you have feelings for Minako?\What?! No way!\Do you have a girlfriend?\No. response:	Any ex-girlfriends?
context: I even started skating because Minako-sensei urged me to.\She's always cheered me on,\but she likes to meddle, too.\Do you have feelings for Minako?\What?! No way!\Do you have a girlfriend?\No.\Any ex-girlfriends? response:	N-No comment.
context: She's always cheered me on,\but she likes to meddle, too.\Do you have feelings for Minako?\What?! No way!\Do you have a girlfriend?\No.\Any ex-girlfriends?\N-No comment. response:	Let's talk about me!
context: but she likes to meddle, too.\Do you have feelings for Minako?\What?! No way!\Do you have a girlfriend?\No.\Any ex-girlfriends?\N-No comment.\Let's talk about me! response:	My first girlfriend was
context: Do you have feelings for Minako?\What?! No way!\Do you have a girlfriend?\No.\Any ex-girlfriends?\N-No comment.\Let's talk about me!\My first girlfriend was response:	Stop!
context: What?! No way!\Do you have a girlfriend?\No.\Any ex-girlfriends?\N-No comment.\Let's talk about me!\My first girlfriend was\Stop! response:	Yuri, what's that castle over there?
context: Do you have a girlfriend?\No.\Any ex-girlfriends?\N-No comment.\Let's talk about me!\My first girlfriend was\Stop!\Yuri, what's that castle over there? response:	Oh, that's Hasetsu Castle.
context: No.\Any ex-girlfriends?\N-No comment.\Let's talk about me!\My first girlfriend was\Stop!\Yuri, what's that castle over there?\Oh, that's Hasetsu Castle. response:	Inside is ninja house.
context: Any ex-girlfriends?\N-No comment.\Let's talk about me!\My first girlfriend was\Stop!\Yuri, what's that castle over there?\Oh, that's Hasetsu Castle.\Inside is ninja house. response:	Really? Ninjas?!
context: N-No comment.\Let's talk about me!\My first girlfriend was\Stop!\Yuri, what's that castle over there?\Oh, that's Hasetsu Castle.\Inside is ninja house.\Really? Ninjas?! response:	Hasetsu Castle!
context: Let's talk about me!\My first girlfriend was\Stop!\Yuri, what's that castle over there?\Oh, that's Hasetsu Castle.\Inside is ninja house.\Really? Ninjas?!\Hasetsu Castle! response:	Let me see! Let me see!
context: My first girlfriend was\Stop!\Yuri, what's that castle over there?\Oh, that's Hasetsu Castle.\Inside is ninja house.\Really? Ninjas?!\Hasetsu Castle!\Let me see! Let me see! response:	Who's that good-looking foreigner?
context: Stop!\Yuri, what's that castle over there?\Oh, that's Hasetsu Castle.\Inside is ninja house.\Really? Ninjas?!\Hasetsu Castle!\Let me see! Let me see!\Who's that good-looking foreigner? response:	Hashtag ninja!
context: Yuri, what's that castle over there?\Oh, that's Hasetsu Castle.\Inside is ninja house.\Really? Ninjas?!\Hasetsu Castle!\Let me see! Let me see!\Who's that good-looking foreigner?\Hashtag ninja! response:	Yes!
context: Oh, that's Hasetsu Castle.\Inside is ninja house.\Really? Ninjas?!\Hasetsu Castle!\Let me see! Let me see!\Who's that good-looking foreigner?\Hashtag ninja!\Yes! response:	What the... () Victor's photo?!
context: Inside is ninja house.\Really? Ninjas?!\Hasetsu Castle!\Let me see! Let me see!\Who's that good-looking foreigner?\Hashtag ninja!\Yes!\What the... () Victor's photo?! response:	So it's true that he's going to be Katsuki Yuri's coach...
context: Really? Ninjas?!\Hasetsu Castle!\Let me see! Let me see!\Who's that good-looking foreigner?\Hashtag ninja!\Yes!\What the... () Victor's photo?!\So it's true that he's going to be Katsuki Yuri's coach... response:	Hasetsu Castle?
context: Hasetsu Castle!\Let me see! Let me see!\Who's that good-looking foreigner?\Hashtag ninja!\Yes!\What the... () Victor's photo?!\So it's true that he's going to be Katsuki Yuri's coach...\Hasetsu Castle? response:	Does he want to become a ninja or something?
context: Let me see! Let me see!\Who's that good-looking foreigner?\Hashtag ninja!\Yes!\What the... () Victor's photo?!\So it's true that he's going to be Katsuki Yuri's coach...\Hasetsu Castle?\Does he want to become a ninja or something? response:	I finally found you.
context: Who's that good-looking foreigner?\Hashtag ninja!\Yes!\What the... () Victor's photo?!\So it's true that he's going to be Katsuki Yuri's coach...\Hasetsu Castle?\Does he want to become a ninja or something?\I finally found you. response:	Just you wait, Victor.
context: Hashtag ninja!\Yes!\What the... () Victor's photo?!\So it's true that he's going to be Katsuki Yuri's coach...\Hasetsu Castle?\Does he want to become a ninja or something?\I finally found you.\Just you wait, Victor. response:	Oh?
context: Yes!\What the... () Victor's photo?!\So it's true that he's going to be Katsuki Yuri's coach...\Hasetsu Castle?\Does he want to become a ninja or something?\I finally found you.\Just you wait, Victor.\Oh? response:	Is it true that Victor is here?!
context: What the... () Victor's photo?!\So it's true that he's going to be Katsuki Yuri's coach...\Hasetsu Castle?\Does he want to become a ninja or something?\I finally found you.\Just you wait, Victor.\Oh?\Is it true that Victor is here?! response:	Comment, please!
context: So it's true that he's going to be Katsuki Yuri's coach...\Hasetsu Castle?\Does he want to become a ninja or something?\I finally found you.\Just you wait, Victor.\Oh?\Is it true that Victor is here?!\Comment, please! response:	Can we share a bath with him?!
context: Hasetsu Castle?\Does he want to become a ninja or something?\I finally found you.\Just you wait, Victor.\Oh?\Is it true that Victor is here?!\Comment, please!\Can we share a bath with him?! response:	Mari
context: Does he want to become a ninja or something?\I finally found you.\Just you wait, Victor.\Oh?\Is it true that Victor is here?!\Comment, please!\Can we share a bath with him?!\Mari response:	Mari
context: I finally found you.\Just you wait, Victor.\Oh?\Is it true that Victor is here?!\Comment, please!\Can we share a bath with him?!\Mari\Mari response:	Mari
context: Just you wait, Victor.\Oh?\Is it true that Victor is here?!\Comment, please!\Can we share a bath with him?!\Mari\Mari\Mari response:	It's been a long time since we had so many customers!
context: Oh?\Is it true that Victor is here?!\Comment, please!\Can we share a bath with him?!\Mari\Mari\Mari\It's been a long time since we had so many customers! response:	Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri
context: Is it true that Victor is here?!\Comment, please!\Can we share a bath with him?!\Mari\Mari\Mari\It's been a long time since we had so many customers!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri response:	Victor's here, right?
context: Comment, please!\Can we share a bath with him?!\Mari\Mari\Mari\It's been a long time since we had so many customers!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\Victor's here, right? response:	Excuse me! We'd like to film a special feature!
context: Can we share a bath with him?!\Mari\Mari\Mari\It's been a long time since we had so many customers!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\Victor's here, right?\Excuse me! We'd like to film a special feature! response:	I want to learn how to skate, too!
context: Mari\Mari\Mari\It's been a long time since we had so many customers!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\Victor's here, right?\Excuse me! We'd like to film a special feature!\I want to learn how to skate, too! response:	Wh-What the hell?
context: Mari\Mari\It's been a long time since we had so many customers!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\Victor's here, right?\Excuse me! We'd like to film a special feature!\I want to learn how to skate, too!\Wh-What the hell? response:	Me, too!
context: Mari\It's been a long time since we had so many customers!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\Victor's here, right?\Excuse me! We'd like to film a special feature!\I want to learn how to skate, too!\Wh-What the hell?\Me, too! response:	Oh...
context: It's been a long time since we had so many customers!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\Victor's here, right?\Excuse me! We'd like to film a special feature!\I want to learn how to skate, too!\Wh-What the hell?\Me, too!\Oh... response:	Victor!
context: Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\Victor's here, right?\Excuse me! We'd like to film a special feature!\I want to learn how to skate, too!\Wh-What the hell?\Me, too!\Oh...\Victor! response:	Oh my God! He's super hot!
context: Victor's here, right?\Excuse me! We'd like to film a special feature!\I want to learn how to skate, too!\Wh-What the hell?\Me, too!\Oh...\Victor!\Oh my God! He's super hot! response:	C-Can I take a photo with you?
context: Excuse me! We'd like to film a special feature!\I want to learn how to skate, too!\Wh-What the hell?\Me, too!\Oh...\Victor!\Oh my God! He's super hot!\C-Can I take a photo with you? response:	He's really good-looking.
context: I want to learn how to skate, too!\Wh-What the hell?\Me, too!\Oh...\Victor!\Oh my God! He's super hot!\C-Can I take a photo with you?\He's really good-looking. response:	Please let us interview you!
context: Wh-What the hell?\Me, too!\Oh...\Victor!\Oh my God! He's super hot!\C-Can I take a photo with you?\He's really good-looking.\Please let us interview you! response:	Apparently Victor's at Ice Castle.
context: Me, too!\Oh...\Victor!\Oh my God! He's super hot!\C-Can I take a photo with you?\He's really good-looking.\Please let us interview you!\Apparently Victor's at Ice Castle. response:	Oh, wow!
context: Oh...\Victor!\Oh my God! He's super hot!\C-Can I take a photo with you?\He's really good-looking.\Please let us interview you!\Apparently Victor's at Ice Castle.\Oh, wow! response:	One Week Later
context: Victor!\Oh my God! He's super hot!\C-Can I take a photo with you?\He's really good-looking.\Please let us interview you!\Apparently Victor's at Ice Castle.\Oh, wow!\One Week Later response:	Hasetsu City Hasetsu Float Statue Photos are best taken from right here!
context: Oh my God! He's super hot!\C-Can I take a photo with you?\He's really good-looking.\Please let us interview you!\Apparently Victor's at Ice Castle.\Oh, wow!\One Week Later\Hasetsu City Hasetsu Float Statue Photos are best taken from right here! response:	Wow. Creepy.
context: C-Can I take a photo with you?\He's really good-looking.\Please let us interview you!\Apparently Victor's at Ice Castle.\Oh, wow!\One Week Later\Hasetsu City Hasetsu Float Statue Photos are best taken from right here!\Wow. Creepy. response:	Crap, no!
context: He's really good-looking.\Please let us interview you!\Apparently Victor's at Ice Castle.\Oh, wow!\One Week Later\Hasetsu City Hasetsu Float Statue Photos are best taken from right here!\Wow. Creepy.\Crap, no! response:	If I post this, Yakov will know I'm here!
context: Please let us interview you!\Apparently Victor's at Ice Castle.\Oh, wow!\One Week Later\Hasetsu City Hasetsu Float Statue Photos are best taken from right here!\Wow. Creepy.\Crap, no!\If I post this, Yakov will know I'm here! response:	Victor's been uploading tons of pictures with this city tagged...
context: Apparently Victor's at Ice Castle.\Oh, wow!\One Week Later\Hasetsu City Hasetsu Float Statue Photos are best taken from right here!\Wow. Creepy.\Crap, no!\If I post this, Yakov will know I'm here!\Victor's been uploading tons of pictures with this city tagged... response:	Hey! Where's Victor?!
context: Oh, wow!\One Week Later\Hasetsu City Hasetsu Float Statue Photos are best taken from right here!\Wow. Creepy.\Crap, no!\If I post this, Yakov will know I'm here!\Victor's been uploading tons of pictures with this city tagged...\Hey! Where's Victor?! response:	Victor!
context: One Week Later\Hasetsu City Hasetsu Float Statue Photos are best taken from right here!\Wow. Creepy.\Crap, no!\If I post this, Yakov will know I'm here!\Victor's been uploading tons of pictures with this city tagged...\Hey! Where's Victor?!\Victor! response:	Tiger Sweatshirt 1,300 Yen
context: Hasetsu City Hasetsu Float Statue Photos are best taken from right here!\Wow. Creepy.\Crap, no!\If I post this, Yakov will know I'm here!\Victor's been uploading tons of pictures with this city tagged...\Hey! Where's Victor?!\Victor!\Tiger Sweatshirt 1,300 Yen response:	Wha
context: Wow. Creepy.\Crap, no!\If I post this, Yakov will know I'm here!\Victor's been uploading tons of pictures with this city tagged...\Hey! Where's Victor?!\Victor!\Tiger Sweatshirt 1,300 Yen\Wha response:	My God...
context: Crap, no!\If I post this, Yakov will know I'm here!\Victor's been uploading tons of pictures with this city tagged...\Hey! Where's Victor?!\Victor!\Tiger Sweatshirt 1,300 Yen\Wha\My God... response:	That's awesome fashion!
context: If I post this, Yakov will know I'm here!\Victor's been uploading tons of pictures with this city tagged...\Hey! Where's Victor?!\Victor!\Tiger Sweatshirt 1,300 Yen\Wha\My God...\That's awesome fashion! response:	Yuri!
context: Victor's been uploading tons of pictures with this city tagged...\Hey! Where's Victor?!\Victor!\Tiger Sweatshirt 1,300 Yen\Wha\My God...\That's awesome fashion!\Yuri! response:	Why are you in Japan, too?!
context: Hey! Where's Victor?!\Victor!\Tiger Sweatshirt 1,300 Yen\Wha\My God...\That's awesome fashion!\Yuri!\Why are you in Japan, too?! response:	Oops, you found out?
context: Victor!\Tiger Sweatshirt 1,300 Yen\Wha\My God...\That's awesome fashion!\Yuri!\Why are you in Japan, too?!\Oops, you found out? response:	You know how important this time before your senior debut is, right?!
context: Tiger Sweatshirt 1,300 Yen\Wha\My God...\That's awesome fashion!\Yuri!\Why are you in Japan, too?!\Oops, you found out?\You know how important this time before your senior debut is, right?! response:	I told you!
context: Wha\My God...\That's awesome fashion!\Yuri!\Why are you in Japan, too?!\Oops, you found out?\You know how important this time before your senior debut is, right?!\I told you! response:	I'm not coming back to Russia until Victor makes good on his promise!
context: My God...\That's awesome fashion!\Yuri!\Why are you in Japan, too?!\Oops, you found out?\You know how important this time before your senior debut is, right?!\I told you!\I'm not coming back to Russia until Victor makes good on his promise! response:	That geezer's such a nag!
context: That's awesome fashion!\Yuri!\Why are you in Japan, too?!\Oops, you found out?\You know how important this time before your senior debut is, right?!\I told you!\I'm not coming back to Russia until Victor makes good on his promise!\That geezer's such a nag! response:	I have my own plan, okay?
context: Yuri!\Why are you in Japan, too?!\Oops, you found out?\You know how important this time before your senior debut is, right?!\I told you!\I'm not coming back to Russia until Victor makes good on his promise!\That geezer's such a nag!\I have my own plan, okay? response:	I'm supposed to do a triple Salchow next.
context: Why are you in Japan, too?!\Oops, you found out?\You know how important this time before your senior debut is, right?!\I told you!\I'm not coming back to Russia until Victor makes good on his promise!\That geezer's such a nag!\I have my own plan, okay?\I'm supposed to do a triple Salchow next. response:	He'd better not...
context: Oops, you found out?\You know how important this time before your senior debut is, right?!\I told you!\I'm not coming back to Russia until Victor makes good on his promise!\That geezer's such a nag!\I have my own plan, okay?\I'm supposed to do a triple Salchow next.\He'd better not... response:	I can do it!
context: You know how important this time before your senior debut is, right?!\I told you!\I'm not coming back to Russia until Victor makes good on his promise!\That geezer's such a nag!\I have my own plan, okay?\I'm supposed to do a triple Salchow next.\He'd better not...\I can do it! response:	A quadruple Salchow?
context: I told you!\I'm not coming back to Russia until Victor makes good on his promise!\That geezer's such a nag!\I have my own plan, okay?\I'm supposed to do a triple Salchow next.\He'd better not...\I can do it!\A quadruple Salchow? response:	See that, Yakov?
context: I'm not coming back to Russia until Victor makes good on his promise!\That geezer's such a nag!\I have my own plan, okay?\I'm supposed to do a triple Salchow next.\He'd better not...\I can do it!\A quadruple Salchow?\See that, Yakov? response:	You idiot!
context: That geezer's such a nag!\I have my own plan, okay?\I'm supposed to do a triple Salchow next.\He'd better not...\I can do it!\A quadruple Salchow?\See that, Yakov?\You idiot! response:	I told you repeatedly that quads are off-limits because your body's still developing!
context: I have my own plan, okay?\I'm supposed to do a triple Salchow next.\He'd better not...\I can do it!\A quadruple Salchow?\See that, Yakov?\You idiot!\I told you repeatedly that quads are off-limits because your body's still developing! response:	If you can't follow orders, then quit!
context: I'm supposed to do a triple Salchow next.\He'd better not...\I can do it!\A quadruple Salchow?\See that, Yakov?\You idiot!\I told you repeatedly that quads are off-limits because your body's still developing!\If you can't follow orders, then quit! response:	Yakov!
context: He'd better not...\I can do it!\A quadruple Salchow?\See that, Yakov?\You idiot!\I told you repeatedly that quads are off-limits because your body's still developing!\If you can't follow orders, then quit!\Yakov! response:	You should praise him more.
context: I can do it!\A quadruple Salchow?\See that, Yakov?\You idiot!\I told you repeatedly that quads are off-limits because your body's still developing!\If you can't follow orders, then quit!\Yakov!\You should praise him more. response:	Don't butt in! It's none of your business!
context: A quadruple Salchow?\See that, Yakov?\You idiot!\I told you repeatedly that quads are off-limits because your body's still developing!\If you can't follow orders, then quit!\Yakov!\You should praise him more.\Don't butt in! It's none of your business! response:	I used to get scolded for doing that, too.
context: See that, Yakov?\You idiot!\I told you repeatedly that quads are off-limits because your body's still developing!\If you can't follow orders, then quit!\Yakov!\You should praise him more.\Don't butt in! It's none of your business!\I used to get scolded for doing that, too. response:	You can win, even without quads.
context: You idiot!\I told you repeatedly that quads are off-limits because your body's still developing!\If you can't follow orders, then quit!\Yakov!\You should praise him more.\Don't butt in! It's none of your business!\I used to get scolded for doing that, too.\You can win, even without quads. response:	I'd bet money on it.
context: I told you repeatedly that quads are off-limits because your body's still developing!\If you can't follow orders, then quit!\Yakov!\You should praise him more.\Don't butt in! It's none of your business!\I used to get scolded for doing that, too.\You can win, even without quads.\I'd bet money on it. response:	You can win the Junior World Championship.
context: If you can't follow orders, then quit!\Yakov!\You should praise him more.\Don't butt in! It's none of your business!\I used to get scolded for doing that, too.\You can win, even without quads.\I'd bet money on it.\You can win the Junior World Championship. response:	Okay, if I win without quad jumps,
context: Yakov!\You should praise him more.\Don't butt in! It's none of your business!\I used to get scolded for doing that, too.\You can win, even without quads.\I'd bet money on it.\You can win the Junior World Championship.\Okay, if I win without quad jumps, response:	then choreograph a program just for me!
context: You should praise him more.\Don't butt in! It's none of your business!\I used to get scolded for doing that, too.\You can win, even without quads.\I'd bet money on it.\You can win the Junior World Championship.\Okay, if I win without quad jumps,\then choreograph a program just for me! response:	Sure.
context: Don't butt in! It's none of your business!\I used to get scolded for doing that, too.\You can win, even without quads.\I'd bet money on it.\You can win the Junior World Championship.\Okay, if I win without quad jumps,\then choreograph a program just for me!\Sure. response:	When you win the Junior World Championship, come see me.
context: I used to get scolded for doing that, too.\You can win, even without quads.\I'd bet money on it.\You can win the Junior World Championship.\Okay, if I win without quad jumps,\then choreograph a program just for me!\Sure.\When you win the Junior World Championship, come see me. response:	I'll give you the best senior debut ever.
context: You can win, even without quads.\I'd bet money on it.\You can win the Junior World Championship.\Okay, if I win without quad jumps,\then choreograph a program just for me!\Sure.\When you win the Junior World Championship, come see me.\I'll give you the best senior debut ever. response:	Where am I?
context: I'd bet money on it.\You can win the Junior World Championship.\Okay, if I win without quad jumps,\then choreograph a program just for me!\Sure.\When you win the Junior World Championship, come see me.\I'll give you the best senior debut ever.\Where am I? response:	Victor!
context: You can win the Junior World Championship.\Okay, if I win without quad jumps,\then choreograph a program just for me!\Sure.\When you win the Junior World Championship, come see me.\I'll give you the best senior debut ever.\Where am I?\Victor! response:	Oh? Are you a fan of Victor's?
