context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: are a politician who's been critical of JJ Systems,\the owner of a rival company, and a critic who released a tell-all book...\In other words, all enemies of Kaishou Rinroku.\C-Could Chairman Kaishou's sudden request to be on the show be because of that?!\Oh, come on!\Are you saying that Chairman Kaishou of all people\would murder us on a public TV program?\Speaking of Full Circle... response:	Didn't they recently expose you
context: the owner of a rival company, and a critic who released a tell-all book...\In other words, all enemies of Kaishou Rinroku.\C-Could Chairman Kaishou's sudden request to be on the show be because of that?!\Oh, come on!\Are you saying that Chairman Kaishou of all people\would murder us on a public TV program?\Speaking of Full Circle...\Didn't they recently expose you response:	Fuwa Jujirou
context: In other words, all enemies of Kaishou Rinroku.\C-Could Chairman Kaishou's sudden request to be on the show be because of that?!\Oh, come on!\Are you saying that Chairman Kaishou of all people\would murder us on a public TV program?\Speaking of Full Circle...\Didn't they recently expose you\Fuwa Jujirou response:	Solar Power Advocate, Entrepreneur
context: C-Could Chairman Kaishou's sudden request to be on the show be because of that?!\Oh, come on!\Are you saying that Chairman Kaishou of all people\would murder us on a public TV program?\Speaking of Full Circle...\Didn't they recently expose you\Fuwa Jujirou\Solar Power Advocate, Entrepreneur response:	for putting out government propaganda news reports during the war?
context: Oh, come on!\Are you saying that Chairman Kaishou of all people\would murder us on a public TV program?\Speaking of Full Circle...\Didn't they recently expose you\Fuwa Jujirou\Solar Power Advocate, Entrepreneur\for putting out government propaganda news reports during the war? response:	Well, that doesn't have a direct connection to this...
context: Are you saying that Chairman Kaishou of all people\would murder us on a public TV program?\Speaking of Full Circle...\Didn't they recently expose you\Fuwa Jujirou\Solar Power Advocate, Entrepreneur\for putting out government propaganda news reports during the war?\Well, that doesn't have a direct connection to this... response:	So what about Mr. Kaishou?
context: would murder us on a public TV program?\Speaking of Full Circle...\Didn't they recently expose you\Fuwa Jujirou\Solar Power Advocate, Entrepreneur\for putting out government propaganda news reports during the war?\Well, that doesn't have a direct connection to this...\So what about Mr. Kaishou? response:	Is he really going to show?
context: Speaking of Full Circle...\Didn't they recently expose you\Fuwa Jujirou\Solar Power Advocate, Entrepreneur\for putting out government propaganda news reports during the war?\Well, that doesn't have a direct connection to this...\So what about Mr. Kaishou?\Is he really going to show? response:	Kaishou Rinroku
context: Didn't they recently expose you\Fuwa Jujirou\Solar Power Advocate, Entrepreneur\for putting out government propaganda news reports during the war?\Well, that doesn't have a direct connection to this...\So what about Mr. Kaishou?\Is he really going to show?\Kaishou Rinroku response:	Assuming he actually exists in the first place...
context: Fuwa Jujirou\Solar Power Advocate, Entrepreneur\for putting out government propaganda news reports during the war?\Well, that doesn't have a direct connection to this...\So what about Mr. Kaishou?\Is he really going to show?\Kaishou Rinroku\Assuming he actually exists in the first place... response:	Chairman Kaishou is here!
context: Solar Power Advocate, Entrepreneur\for putting out government propaganda news reports during the war?\Well, that doesn't have a direct connection to this...\So what about Mr. Kaishou?\Is he really going to show?\Kaishou Rinroku\Assuming he actually exists in the first place...\Chairman Kaishou is here! response:	Chairman!
context: for putting out government propaganda news reports during the war?\Well, that doesn't have a direct connection to this...\So what about Mr. Kaishou?\Is he really going to show?\Kaishou Rinroku\Assuming he actually exists in the first place...\Chairman Kaishou is here!\Chairman! response:	Pardon my lateness.
context: Well, that doesn't have a direct connection to this...\So what about Mr. Kaishou?\Is he really going to show?\Kaishou Rinroku\Assuming he actually exists in the first place...\Chairman Kaishou is here!\Chairman!\Pardon my lateness. response:	I hadn't taken the train for so long
context: So what about Mr. Kaishou?\Is he really going to show?\Kaishou Rinroku\Assuming he actually exists in the first place...\Chairman Kaishou is here!\Chairman!\Pardon my lateness.\I hadn't taken the train for so long response:	Y-You took the train?
context: Is he really going to show?\Kaishou Rinroku\Assuming he actually exists in the first place...\Chairman Kaishou is here!\Chairman!\Pardon my lateness.\I hadn't taken the train for so long\Y-You took the train? response:	Kaishou Rinroku
context: Kaishou Rinroku\Assuming he actually exists in the first place...\Chairman Kaishou is here!\Chairman!\Pardon my lateness.\I hadn't taken the train for so long\Y-You took the train?\Kaishou Rinroku response:	Well, shall we get started?
context: Assuming he actually exists in the first place...\Chairman Kaishou is here!\Chairman!\Pardon my lateness.\I hadn't taken the train for so long\Y-You took the train?\Kaishou Rinroku\Well, shall we get started? response:	Kaishou Rinroku
context: Chairman Kaishou is here!\Chairman!\Pardon my lateness.\I hadn't taken the train for so long\Y-You took the train?\Kaishou Rinroku\Well, shall we get started?\Kaishou Rinroku response:	Chairman of JJ Systems
context: Chairman!\Pardon my lateness.\I hadn't taken the train for so long\Y-You took the train?\Kaishou Rinroku\Well, shall we get started?\Kaishou Rinroku\Chairman of JJ Systems response:	This should be a heated discussion.
context: Pardon my lateness.\I hadn't taken the train for so long\Y-You took the train?\Kaishou Rinroku\Well, shall we get started?\Kaishou Rinroku\Chairman of JJ Systems\This should be a heated discussion. response:	Miss, the Master's program is about to start!
context: I hadn't taken the train for so long\Y-You took the train?\Kaishou Rinroku\Well, shall we get started?\Kaishou Rinroku\Chairman of JJ Systems\This should be a heated discussion.\Miss, the Master's program is about to start! response:	Kaishou Family Maid (Head Maid)
context: Y-You took the train?\Kaishou Rinroku\Well, shall we get started?\Kaishou Rinroku\Chairman of JJ Systems\This should be a heated discussion.\Miss, the Master's program is about to start!\Kaishou Family Maid (Head Maid) response:	Kaishou Family Maid
context: Kaishou Rinroku\Well, shall we get started?\Kaishou Rinroku\Chairman of JJ Systems\This should be a heated discussion.\Miss, the Master's program is about to start!\Kaishou Family Maid (Head Maid)\Kaishou Family Maid response:	I don't care!
context: Well, shall we get started?\Kaishou Rinroku\Chairman of JJ Systems\This should be a heated discussion.\Miss, the Master's program is about to start!\Kaishou Family Maid (Head Maid)\Kaishou Family Maid\I don't care! response:	Again with that!
context: Kaishou Rinroku\Chairman of JJ Systems\This should be a heated discussion.\Miss, the Master's program is about to start!\Kaishou Family Maid (Head Maid)\Kaishou Family Maid\I don't care!\Again with that! response:	I'm sure you're secretly going to watch it alone.
context: Chairman of JJ Systems\This should be a heated discussion.\Miss, the Master's program is about to start!\Kaishou Family Maid (Head Maid)\Kaishou Family Maid\I don't care!\Again with that!\I'm sure you're secretly going to watch it alone. response:	Kaishou Rie
context: This should be a heated discussion.\Miss, the Master's program is about to start!\Kaishou Family Maid (Head Maid)\Kaishou Family Maid\I don't care!\Again with that!\I'm sure you're secretly going to watch it alone.\Kaishou Rie response:	Daughter of Kaishou Rinroku, Lives at Home
context: Miss, the Master's program is about to start!\Kaishou Family Maid (Head Maid)\Kaishou Family Maid\I don't care!\Again with that!\I'm sure you're secretly going to watch it alone.\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home response:	What am I, a cockroach?!
context: Kaishou Family Maid (Head Maid)\Kaishou Family Maid\I don't care!\Again with that!\I'm sure you're secretly going to watch it alone.\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\What am I, a cockroach?! response:	He looks good on camera, I have to admit...
context: Kaishou Family Maid\I don't care!\Again with that!\I'm sure you're secretly going to watch it alone.\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\What am I, a cockroach?!\He looks good on camera, I have to admit... response:	We're going to commercial.
context: I don't care!\Again with that!\I'm sure you're secretly going to watch it alone.\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\What am I, a cockroach?!\He looks good on camera, I have to admit...\We're going to commercial. response:	Chairman Kaishou!
context: Again with that!\I'm sure you're secretly going to watch it alone.\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\What am I, a cockroach?!\He looks good on camera, I have to admit...\We're going to commercial.\Chairman Kaishou! response:	I'll be right back.
context: I'm sure you're secretly going to watch it alone.\Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\What am I, a cockroach?!\He looks good on camera, I have to admit...\We're going to commercial.\Chairman Kaishou!\I'll be right back. response:	I have a phone call.
context: Kaishou Rie\Daughter of Kaishou Rinroku, Lives at Home\What am I, a cockroach?!\He looks good on camera, I have to admit...\We're going to commercial.\Chairman Kaishou!\I'll be right back.\I have a phone call. response:	From home, you see...
context: Daughter of Kaishou Rinroku, Lives at Home\What am I, a cockroach?!\He looks good on camera, I have to admit...\We're going to commercial.\Chairman Kaishou!\I'll be right back.\I have a phone call.\From home, you see... response:	I can't believe this guy...
context: What am I, a cockroach?!\He looks good on camera, I have to admit...\We're going to commercial.\Chairman Kaishou!\I'll be right back.\I have a phone call.\From home, you see...\I can't believe this guy... response:	Maybe he's consulting someone about wiping us all out.
context: He looks good on camera, I have to admit...\We're going to commercial.\Chairman Kaishou!\I'll be right back.\I have a phone call.\From home, you see...\I can't believe this guy...\Maybe he's consulting someone about wiping us all out. response:	Like all of a sudden, boom!
context: We're going to commercial.\Chairman Kaishou!\I'll be right back.\I have a phone call.\From home, you see...\I can't believe this guy...\Maybe he's consulting someone about wiping us all out.\Like all of a sudden, boom! response:	Father?
context: Chairman Kaishou!\I'll be right back.\I have a phone call.\From home, you see...\I can't believe this guy...\Maybe he's consulting someone about wiping us all out.\Like all of a sudden, boom!\Father? response:	You know I'm not good with machines.
context: I'll be right back.\I have a phone call.\From home, you see...\I can't believe this guy...\Maybe he's consulting someone about wiping us all out.\Like all of a sudden, boom!\Father?\You know I'm not good with machines. response:	I don't know the difference between a crack and a hack.
context: I have a phone call.\From home, you see...\I can't believe this guy...\Maybe he's consulting someone about wiping us all out.\Like all of a sudden, boom!\Father?\You know I'm not good with machines.\I don't know the difference between a crack and a hack. response:	Then why is Full Circle targeting Chairman Kaishou?
context: From home, you see...\I can't believe this guy...\Maybe he's consulting someone about wiping us all out.\Like all of a sudden, boom!\Father?\You know I'm not good with machines.\I don't know the difference between a crack and a hack.\Then why is Full Circle targeting Chairman Kaishou? response:	They're leaking too much personal information.
context: I can't believe this guy...\Maybe he's consulting someone about wiping us all out.\Like all of a sudden, boom!\Father?\You know I'm not good with machines.\I don't know the difference between a crack and a hack.\Then why is Full Circle targeting Chairman Kaishou?\They're leaking too much personal information. response:	You're by yourself today?
context: Maybe he's consulting someone about wiping us all out.\Like all of a sudden, boom!\Father?\You know I'm not good with machines.\I don't know the difference between a crack and a hack.\Then why is Full Circle targeting Chairman Kaishou?\They're leaking too much personal information.\You're by yourself today? response:	It's a public holiday.
context: Like all of a sudden, boom!\Father?\You know I'm not good with machines.\I don't know the difference between a crack and a hack.\Then why is Full Circle targeting Chairman Kaishou?\They're leaking too much personal information.\You're by yourself today?\It's a public holiday. response:	Thanks to that, I had to drive myself...
context: Father?\You know I'm not good with machines.\I don't know the difference between a crack and a hack.\Then why is Full Circle targeting Chairman Kaishou?\They're leaking too much personal information.\You're by yourself today?\It's a public holiday.\Thanks to that, I had to drive myself... response:	Don't change the subject!
context: You know I'm not good with machines.\I don't know the difference between a crack and a hack.\Then why is Full Circle targeting Chairman Kaishou?\They're leaking too much personal information.\You're by yourself today?\It's a public holiday.\Thanks to that, I had to drive myself...\Don't change the subject! response:	I'm at the site...
context: I don't know the difference between a crack and a hack.\Then why is Full Circle targeting Chairman Kaishou?\They're leaking too much personal information.\You're by yourself today?\It's a public holiday.\Thanks to that, I had to drive myself...\Don't change the subject!\I'm at the site... response:	Oh my god! And what about the Chairman?!
context: Then why is Full Circle targeting Chairman Kaishou?\They're leaking too much personal information.\You're by yourself today?\It's a public holiday.\Thanks to that, I had to drive myself...\Don't change the subject!\I'm at the site...\Oh my god! And what about the Chairman?! response:	What about Chairman Kaishou?!
context: They're leaking too much personal information.\You're by yourself today?\It's a public holiday.\Thanks to that, I had to drive myself...\Don't change the subject!\I'm at the site...\Oh my god! And what about the Chairman?!\What about Chairman Kaishou?! response:	The TV station's server is down.
context: You're by yourself today?\It's a public holiday.\Thanks to that, I had to drive myself...\Don't change the subject!\I'm at the site...\Oh my god! And what about the Chairman?!\What about Chairman Kaishou?!\The TV station's server is down. response:	The nearby fixed cameras...
context: It's a public holiday.\Thanks to that, I had to drive myself...\Don't change the subject!\I'm at the site...\Oh my god! And what about the Chairman?!\What about Chairman Kaishou?!\The TV station's server is down.\The nearby fixed cameras... response:	Kaishou Rinroku
context: Thanks to that, I had to drive myself...\Don't change the subject!\I'm at the site...\Oh my god! And what about the Chairman?!\What about Chairman Kaishou?!\The TV station's server is down.\The nearby fixed cameras...\Kaishou Rinroku response:	Run! Quickly! Quickly!
context: Don't change the subject!\I'm at the site...\Oh my god! And what about the Chairman?!\What about Chairman Kaishou?!\The TV station's server is down.\The nearby fixed cameras...\Kaishou Rinroku\Run! Quickly! Quickly! response:	He may call the house, so stay put!
context: I'm at the site...\Oh my god! And what about the Chairman?!\What about Chairman Kaishou?!\The TV station's server is down.\The nearby fixed cameras...\Kaishou Rinroku\Run! Quickly! Quickly!\He may call the house, so stay put! response:	Check the email, too!
context: Oh my god! And what about the Chairman?!\What about Chairman Kaishou?!\The TV station's server is down.\The nearby fixed cameras...\Kaishou Rinroku\Run! Quickly! Quickly!\He may call the house, so stay put!\Check the email, too! response:	Y-Yes, but...
context: What about Chairman Kaishou?!\The TV station's server is down.\The nearby fixed cameras...\Kaishou Rinroku\Run! Quickly! Quickly!\He may call the house, so stay put!\Check the email, too!\Y-Yes, but... response:	Please just do it!
context: The TV station's server is down.\The nearby fixed cameras...\Kaishou Rinroku\Run! Quickly! Quickly!\He may call the house, so stay put!\Check the email, too!\Y-Yes, but...\Please just do it! response:	You stay home, Rie.
context: The nearby fixed cameras...\Kaishou Rinroku\Run! Quickly! Quickly!\He may call the house, so stay put!\Check the email, too!\Y-Yes, but...\Please just do it!\You stay home, Rie. response:	Father?!
context: Kaishou Rinroku\Run! Quickly! Quickly!\He may call the house, so stay put!\Check the email, too!\Y-Yes, but...\Please just do it!\You stay home, Rie.\Father?! response:	But... That was a live show...
context: Run! Quickly! Quickly!\He may call the house, so stay put!\Check the email, too!\Y-Yes, but...\Please just do it!\You stay home, Rie.\Father?!\But... That was a live show... response:	I appeared via private webcam from the house.
context: He may call the house, so stay put!\Check the email, too!\Y-Yes, but...\Please just do it!\You stay home, Rie.\Father?!\But... That was a live show...\I appeared via private webcam from the house. response:	Anyway, I'm going to see what's happening over there.
context: Check the email, too!\Y-Yes, but...\Please just do it!\You stay home, Rie.\Father?!\But... That was a live show...\I appeared via private webcam from the house.\Anyway, I'm going to see what's happening over there. response:	But... They said it was a live appearance...
context: Y-Yes, but...\Please just do it!\You stay home, Rie.\Father?!\But... That was a live show...\I appeared via private webcam from the house.\Anyway, I'm going to see what's happening over there.\But... They said it was a live appearance... response:	Give me a break!
context: Please just do it!\You stay home, Rie.\Father?!\But... That was a live show...\I appeared via private webcam from the house.\Anyway, I'm going to see what's happening over there.\But... They said it was a live appearance...\Give me a break! response:	You think I'll be satisfied with, He's not here?!
context: You stay home, Rie.\Father?!\But... That was a live show...\I appeared via private webcam from the house.\Anyway, I'm going to see what's happening over there.\But... They said it was a live appearance...\Give me a break!\You think I'll be satisfied with, He's not here?! response:	Prosecutor! Over there!
context: Father?!\But... That was a live show...\I appeared via private webcam from the house.\Anyway, I'm going to see what's happening over there.\But... They said it was a live appearance...\Give me a break!\You think I'll be satisfied with, He's not here?!\Prosecutor! Over there! response:	Chairman...
context: But... That was a live show...\I appeared via private webcam from the house.\Anyway, I'm going to see what's happening over there.\But... They said it was a live appearance...\Give me a break!\You think I'll be satisfied with, He's not here?!\Prosecutor! Over there!\Chairman... response:	Hayami Seigen
context: I appeared via private webcam from the house.\Anyway, I'm going to see what's happening over there.\But... They said it was a live appearance...\Give me a break!\You think I'll be satisfied with, He's not here?!\Prosecutor! Over there!\Chairman...\Hayami Seigen response:	Director of the Security Bureau Metropolitan Police Dept.
context: Anyway, I'm going to see what's happening over there.\But... They said it was a live appearance...\Give me a break!\You think I'll be satisfied with, He's not here?!\Prosecutor! Over there!\Chairman...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept. response:	Um...
context: But... They said it was a live appearance...\Give me a break!\You think I'll be satisfied with, He's not here?!\Prosecutor! Over there!\Chairman...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Um... response:	Hospital, hospital...
context: Give me a break!\You think I'll be satisfied with, He's not here?!\Prosecutor! Over there!\Chairman...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Um...\Hospital, hospital... response:	Bettenou
context: You think I'll be satisfied with, He's not here?!\Prosecutor! Over there!\Chairman...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Um...\Hospital, hospital...\Bettenou response:	Eight people have been listed as missing or dead,
context: Prosecutor! Over there!\Chairman...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Um...\Hospital, hospital...\Bettenou\Eight people have been listed as missing or dead, response:	among them the participants in a live TV program.
context: Chairman...\Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Um...\Hospital, hospital...\Bettenou\Eight people have been listed as missing or dead,\among them the participants in a live TV program. response:	Word from the hospital is...
context: Hayami Seigen\Director of the Security Bureau Metropolitan Police Dept.\Um...\Hospital, hospital...\Bettenou\Eight people have been listed as missing or dead,\among them the participants in a live TV program.\Word from the hospital is... response:	We're told that there was antipathy between Mr. Kaishou Rinroku
context: Director of the Security Bureau Metropolitan Police Dept.\Um...\Hospital, hospital...\Bettenou\Eight people have been listed as missing or dead,\among them the participants in a live TV program.\Word from the hospital is...\We're told that there was antipathy between Mr. Kaishou Rinroku response:	and the president of Solar Field, Fuwa Jujirou, who's been badly injured.
context: Um...\Hospital, hospital...\Bettenou\Eight people have been listed as missing or dead,\among them the participants in a live TV program.\Word from the hospital is...\We're told that there was antipathy between Mr. Kaishou Rinroku\and the president of Solar Field, Fuwa Jujirou, who's been badly injured. response:	Mr. Kaishou Rinroku will eliminate those who stand in his way.
context: Hospital, hospital...\Bettenou\Eight people have been listed as missing or dead,\among them the participants in a live TV program.\Word from the hospital is...\We're told that there was antipathy between Mr. Kaishou Rinroku\and the president of Solar Field, Fuwa Jujirou, who's been badly injured.\Mr. Kaishou Rinroku will eliminate those who stand in his way. response:	Strangely enough, Full Circle's prediction has come true.
context: Bettenou\Eight people have been listed as missing or dead,\among them the participants in a live TV program.\Word from the hospital is...\We're told that there was antipathy between Mr. Kaishou Rinroku\and the president of Solar Field, Fuwa Jujirou, who's been badly injured.\Mr. Kaishou Rinroku will eliminate those who stand in his way.\Strangely enough, Full Circle's prediction has come true. response:	He isn't anywhere.
context: Eight people have been listed as missing or dead,\among them the participants in a live TV program.\Word from the hospital is...\We're told that there was antipathy between Mr. Kaishou Rinroku\and the president of Solar Field, Fuwa Jujirou, who's been badly injured.\Mr. Kaishou Rinroku will eliminate those who stand in his way.\Strangely enough, Full Circle's prediction has come true.\He isn't anywhere. response:	And that was on the floor.
context: among them the participants in a live TV program.\Word from the hospital is...\We're told that there was antipathy between Mr. Kaishou Rinroku\and the president of Solar Field, Fuwa Jujirou, who's been badly injured.\Mr. Kaishou Rinroku will eliminate those who stand in his way.\Strangely enough, Full Circle's prediction has come true.\He isn't anywhere.\And that was on the floor. response:	Go to the hospital here
context: Word from the hospital is...\We're told that there was antipathy between Mr. Kaishou Rinroku\and the president of Solar Field, Fuwa Jujirou, who's been badly injured.\Mr. Kaishou Rinroku will eliminate those who stand in his way.\Strangely enough, Full Circle's prediction has come true.\He isn't anywhere.\And that was on the floor.\Go to the hospital here response:	Stupid Inga... Where the hell did you wander off to?
context: We're told that there was antipathy between Mr. Kaishou Rinroku\and the president of Solar Field, Fuwa Jujirou, who's been badly injured.\Mr. Kaishou Rinroku will eliminate those who stand in his way.\Strangely enough, Full Circle's prediction has come true.\He isn't anywhere.\And that was on the floor.\Go to the hospital here\Stupid Inga... Where the hell did you wander off to? response:	Keep out! Everyone, keep out!
context: and the president of Solar Field, Fuwa Jujirou, who's been badly injured.\Mr. Kaishou Rinroku will eliminate those who stand in his way.\Strangely enough, Full Circle's prediction has come true.\He isn't anywhere.\And that was on the floor.\Go to the hospital here\Stupid Inga... Where the hell did you wander off to?\Keep out! Everyone, keep out! response:	Explosion during a popular debate television program... Live from the hospital where the injured are being treated
context: Mr. Kaishou Rinroku will eliminate those who stand in his way.\Strangely enough, Full Circle's prediction has come true.\He isn't anywhere.\And that was on the floor.\Go to the hospital here\Stupid Inga... Where the hell did you wander off to?\Keep out! Everyone, keep out!\Explosion during a popular debate television program... Live from the hospital where the injured are being treated response:	What's the Public Security Force doing here?
context: Strangely enough, Full Circle's prediction has come true.\He isn't anywhere.\And that was on the floor.\Go to the hospital here\Stupid Inga... Where the hell did you wander off to?\Keep out! Everyone, keep out!\Explosion during a popular debate television program... Live from the hospital where the injured are being treated\What's the Public Security Force doing here? response:	8 people dead or missing
context: He isn't anywhere.\And that was on the floor.\Go to the hospital here\Stupid Inga... Where the hell did you wander off to?\Keep out! Everyone, keep out!\Explosion during a popular debate television program... Live from the hospital where the injured are being treated\What's the Public Security Force doing here?\8 people dead or missing response:	We're in charge of private security for Chairman Kaishou!
context: And that was on the floor.\Go to the hospital here\Stupid Inga... Where the hell did you wander off to?\Keep out! Everyone, keep out!\Explosion during a popular debate television program... Live from the hospital where the injured are being treated\What's the Public Security Force doing here?\8 people dead or missing\We're in charge of private security for Chairman Kaishou! response:	We dropped him off at a TV station yesterday too,
context: Go to the hospital here\Stupid Inga... Where the hell did you wander off to?\Keep out! Everyone, keep out!\Explosion during a popular debate television program... Live from the hospital where the injured are being treated\What's the Public Security Force doing here?\8 people dead or missing\We're in charge of private security for Chairman Kaishou!\We dropped him off at a TV station yesterday too, response:	but to think this could happen...
context: Stupid Inga... Where the hell did you wander off to?\Keep out! Everyone, keep out!\Explosion during a popular debate television program... Live from the hospital where the injured are being treated\What's the Public Security Force doing here?\8 people dead or missing\We're in charge of private security for Chairman Kaishou!\We dropped him off at a TV station yesterday too,\but to think this could happen... response:	Nobody's allowed in.
context: Keep out! Everyone, keep out!\Explosion during a popular debate television program... Live from the hospital where the injured are being treated\What's the Public Security Force doing here?\8 people dead or missing\We're in charge of private security for Chairman Kaishou!\We dropped him off at a TV station yesterday too,\but to think this could happen...\Nobody's allowed in. response:	I've got a fever. Maybe a cold...?
context: Explosion during a popular debate television program... Live from the hospital where the injured are being treated\What's the Public Security Force doing here?\8 people dead or missing\We're in charge of private security for Chairman Kaishou!\We dropped him off at a TV station yesterday too,\but to think this could happen...\Nobody's allowed in.\I've got a fever. Maybe a cold...? response:	Or it could be the flu...
context: What's the Public Security Force doing here?\8 people dead or missing\We're in charge of private security for Chairman Kaishou!\We dropped him off at a TV station yesterday too,\but to think this could happen...\Nobody's allowed in.\I've got a fever. Maybe a cold...?\Or it could be the flu... response:	If I don't get some medicine, I think I'm gonna keel over...
context: 8 people dead or missing\We're in charge of private security for Chairman Kaishou!\We dropped him off at a TV station yesterday too,\but to think this could happen...\Nobody's allowed in.\I've got a fever. Maybe a cold...?\Or it could be the flu...\If I don't get some medicine, I think I'm gonna keel over... response:	The Defeated Detective!
context: We're in charge of private security for Chairman Kaishou!\We dropped him off at a TV station yesterday too,\but to think this could happen...\Nobody's allowed in.\I've got a fever. Maybe a cold...?\Or it could be the flu...\If I don't get some medicine, I think I'm gonna keel over...\The Defeated Detective! response:	You're probably the one who targeted Professor Kaishou.
context: We dropped him off at a TV station yesterday too,\but to think this could happen...\Nobody's allowed in.\I've got a fever. Maybe a cold...?\Or it could be the flu...\If I don't get some medicine, I think I'm gonna keel over...\The Defeated Detective!\You're probably the one who targeted Professor Kaishou. response:	Mizuno Sakon
context: but to think this could happen...\Nobody's allowed in.\I've got a fever. Maybe a cold...?\Or it could be the flu...\If I don't get some medicine, I think I'm gonna keel over...\The Defeated Detective!\You're probably the one who targeted Professor Kaishou.\Mizuno Sakon response:	Public Security Force Commander
context: Nobody's allowed in.\I've got a fever. Maybe a cold...?\Or it could be the flu...\If I don't get some medicine, I think I'm gonna keel over...\The Defeated Detective!\You're probably the one who targeted Professor Kaishou.\Mizuno Sakon\Public Security Force Commander response:	I'm Mizuno, the commander of the Public Security Force.
context: I've got a fever. Maybe a cold...?\Or it could be the flu...\If I don't get some medicine, I think I'm gonna keel over...\The Defeated Detective!\You're probably the one who targeted Professor Kaishou.\Mizuno Sakon\Public Security Force Commander\I'm Mizuno, the commander of the Public Security Force. response:	That's Mihara, one of my men.
context: Or it could be the flu...\If I don't get some medicine, I think I'm gonna keel over...\The Defeated Detective!\You're probably the one who targeted Professor Kaishou.\Mizuno Sakon\Public Security Force Commander\I'm Mizuno, the commander of the Public Security Force.\That's Mihara, one of my men. response:	Mihara Yasutarou
context: If I don't get some medicine, I think I'm gonna keel over...\The Defeated Detective!\You're probably the one who targeted Professor Kaishou.\Mizuno Sakon\Public Security Force Commander\I'm Mizuno, the commander of the Public Security Force.\That's Mihara, one of my men.\Mihara Yasutarou response:	Member of the Public Security Force, Commanded by Mizuno
context: The Defeated Detective!\You're probably the one who targeted Professor Kaishou.\Mizuno Sakon\Public Security Force Commander\I'm Mizuno, the commander of the Public Security Force.\That's Mihara, one of my men.\Mihara Yasutarou\Member of the Public Security Force, Commanded by Mizuno response:	As long as we're around, you're not getting anywhere near Professor Kaishou!
context: You're probably the one who targeted Professor Kaishou.\Mizuno Sakon\Public Security Force Commander\I'm Mizuno, the commander of the Public Security Force.\That's Mihara, one of my men.\Mihara Yasutarou\Member of the Public Security Force, Commanded by Mizuno\As long as we're around, you're not getting anywhere near Professor Kaishou! response:	Mr. Yajima! You were here to pay a visit to Chairman Kaishou, weren't you?
context: Mizuno Sakon\Public Security Force Commander\I'm Mizuno, the commander of the Public Security Force.\That's Mihara, one of my men.\Mihara Yasutarou\Member of the Public Security Force, Commanded by Mizuno\As long as we're around, you're not getting anywhere near Professor Kaishou!\Mr. Yajima! You were here to pay a visit to Chairman Kaishou, weren't you? response:	Yajima
context: Public Security Force Commander\I'm Mizuno, the commander of the Public Security Force.\That's Mihara, one of my men.\Mihara Yasutarou\Member of the Public Security Force, Commanded by Mizuno\As long as we're around, you're not getting anywhere near Professor Kaishou!\Mr. Yajima! You were here to pay a visit to Chairman Kaishou, weren't you?\Yajima response:	Critic
context: I'm Mizuno, the commander of the Public Security Force.\That's Mihara, one of my men.\Mihara Yasutarou\Member of the Public Security Force, Commanded by Mizuno\As long as we're around, you're not getting anywhere near Professor Kaishou!\Mr. Yajima! You were here to pay a visit to Chairman Kaishou, weren't you?\Yajima\Critic response:	Aren't you a friend of his from way back?
context: That's Mihara, one of my men.\Mihara Yasutarou\Member of the Public Security Force, Commanded by Mizuno\As long as we're around, you're not getting anywhere near Professor Kaishou!\Mr. Yajima! You were here to pay a visit to Chairman Kaishou, weren't you?\Yajima\Critic\Aren't you a friend of his from way back? response:	Yes, and if this hadn't happened,
context: Mihara Yasutarou\Member of the Public Security Force, Commanded by Mizuno\As long as we're around, you're not getting anywhere near Professor Kaishou!\Mr. Yajima! You were here to pay a visit to Chairman Kaishou, weren't you?\Yajima\Critic\Aren't you a friend of his from way back?\Yes, and if this hadn't happened, response:	he would be working now as always, around the clock.
context: Member of the Public Security Force, Commanded by Mizuno\As long as we're around, you're not getting anywhere near Professor Kaishou!\Mr. Yajima! You were here to pay a visit to Chairman Kaishou, weren't you?\Yajima\Critic\Aren't you a friend of his from way back?\Yes, and if this hadn't happened,\he would be working now as always, around the clock. response:	Perhaps this will serve as a chance for him to relax.
context: As long as we're around, you're not getting anywhere near Professor Kaishou!\Mr. Yajima! You were here to pay a visit to Chairman Kaishou, weren't you?\Yajima\Critic\Aren't you a friend of his from way back?\Yes, and if this hadn't happened,\he would be working now as always, around the clock.\Perhaps this will serve as a chance for him to relax. response:	Was the perpetrator after Mr. Kaishou? Or...
