context: The fifth match, response:	the exam with Team Uraraka and Aoyama against Thirteen,
context: Team Ashido and Kaminari retires due to running out of time.\-Damn it! -Man!\And I left one escape route for you, too. Too bad.\Kaminari... Ashido...\They really couldn't do a thing.\They must be very frustrated.\What? Mina's team lost?\Yes. The principal's strategy was too perfect. response:	Really? That's too bad!
context: -Damn it! -Man!\And I left one escape route for you, too. Too bad.\Kaminari... Ashido...\They really couldn't do a thing.\They must be very frustrated.\What? Mina's team lost?\Yes. The principal's strategy was too perfect.\Really? That's too bad! response:	Uraraka, congratulations on passing!
context: And I left one escape route for you, too. Too bad.\Kaminari... Ashido...\They really couldn't do a thing.\They must be very frustrated.\What? Mina's team lost?\Yes. The principal's strategy was too perfect.\Really? That's too bad!\Uraraka, congratulations on passing! response:	Thanks! You too, Iida!
context: Kaminari... Ashido...\They really couldn't do a thing.\They must be very frustrated.\What? Mina's team lost?\Yes. The principal's strategy was too perfect.\Really? That's too bad!\Uraraka, congratulations on passing!\Thanks! You too, Iida! response:	Ochaco, when you were fighting against Thirteen,
context: They really couldn't do a thing.\They must be very frustrated.\What? Mina's team lost?\Yes. The principal's strategy was too perfect.\Really? That's too bad!\Uraraka, congratulations on passing!\Thanks! You too, Iida!\Ochaco, when you were fighting against Thirteen, response:	what were you talking to Aoyama about?
context: They must be very frustrated.\What? Mina's team lost?\Yes. The principal's strategy was too perfect.\Really? That's too bad!\Uraraka, congratulations on passing!\Thanks! You too, Iida!\Ochaco, when you were fighting against Thirteen,\what were you talking to Aoyama about? response:	Hm? We were talking about...
context: What? Mina's team lost?\Yes. The principal's strategy was too perfect.\Really? That's too bad!\Uraraka, congratulations on passing!\Thanks! You too, Iida!\Ochaco, when you were fighting against Thirteen,\what were you talking to Aoyama about?\Hm? We were talking about... response:	Do you... like him?
context: Yes. The principal's strategy was too perfect.\Really? That's too bad!\Uraraka, congratulations on passing!\Thanks! You too, Iida!\Ochaco, when you were fighting against Thirteen,\what were you talking to Aoyama about?\Hm? We were talking about...\Do you... like him? response:	-What's the matter, Uraraka? -Th-That's not it! It's not!
context: Really? That's too bad!\Uraraka, congratulations on passing!\Thanks! You too, Iida!\Ochaco, when you were fighting against Thirteen,\what were you talking to Aoyama about?\Hm? We were talking about...\Do you... like him?\-What's the matter, Uraraka? -Th-That's not it! It's not! response:	-Your face is red. Are you sick? -It's not! It's not!
context: Uraraka, congratulations on passing!\Thanks! You too, Iida!\Ochaco, when you were fighting against Thirteen,\what were you talking to Aoyama about?\Hm? We were talking about...\Do you... like him?\-What's the matter, Uraraka? -Th-That's not it! It's not!\-Your face is red. Are you sick? -It's not! It's not! response:	Something happened, huh, Ochaco?
context: Thanks! You too, Iida!\Ochaco, when you were fighting against Thirteen,\what were you talking to Aoyama about?\Hm? We were talking about...\Do you... like him?\-What's the matter, Uraraka? -Th-That's not it! It's not!\-Your face is red. Are you sick? -It's not! It's not!\Something happened, huh, Ochaco? response:	Team Koda and Jiro, practical exam.
context: Ochaco, when you were fighting against Thirteen,\what were you talking to Aoyama about?\Hm? We were talking about...\Do you... like him?\-What's the matter, Uraraka? -Th-That's not it! It's not!\-Your face is red. Are you sick? -It's not! It's not!\Something happened, huh, Ochaco?\Team Koda and Jiro, practical exam. response:	Ready, go!
context: what were you talking to Aoyama about?\Hm? We were talking about...\Do you... like him?\-What's the matter, Uraraka? -Th-That's not it! It's not!\-Your face is red. Are you sick? -It's not! It's not!\Something happened, huh, Ochaco?\Team Koda and Jiro, practical exam.\Ready, go! response:	Let's avoid combat with Present Mic if possible and head toward the escape gate.
context: Hm? We were talking about...\Do you... like him?\-What's the matter, Uraraka? -Th-That's not it! It's not!\-Your face is red. Are you sick? -It's not! It's not!\Something happened, huh, Ochaco?\Team Koda and Jiro, practical exam.\Ready, go!\Let's avoid combat with Present Mic if possible and head toward the escape gate. response:	Koji Koda - Quirk: Anivoice Kyoka Jiro - Quirk: Earphone Jack
context: Do you... like him?\-What's the matter, Uraraka? -Th-That's not it! It's not!\-Your face is red. Are you sick? -It's not! It's not!\Something happened, huh, Ochaco?\Team Koda and Jiro, practical exam.\Ready, go!\Let's avoid combat with Present Mic if possible and head toward the escape gate.\Koji Koda - Quirk: Anivoice Kyoka Jiro - Quirk: Earphone Jack response:	Sound good?
context: -What's the matter, Uraraka? -Th-That's not it! It's not!\-Your face is red. Are you sick? -It's not! It's not!\Something happened, huh, Ochaco?\Team Koda and Jiro, practical exam.\Ready, go!\Let's avoid combat with Present Mic if possible and head toward the escape gate.\Koji Koda - Quirk: Anivoice Kyoka Jiro - Quirk: Earphone Jack\Sound good? response:	All right, let's go!
context: -Your face is red. Are you sick? -It's not! It's not!\Something happened, huh, Ochaco?\Team Koda and Jiro, practical exam.\Ready, go!\Let's avoid combat with Present Mic if possible and head toward the escape gate.\Koji Koda - Quirk: Anivoice Kyoka Jiro - Quirk: Earphone Jack\Sound good?\All right, let's go! response:	The practical exam matches up students with the teachers
context: Something happened, huh, Ochaco?\Team Koda and Jiro, practical exam.\Ready, go!\Let's avoid combat with Present Mic if possible and head toward the escape gate.\Koji Koda - Quirk: Anivoice Kyoka Jiro - Quirk: Earphone Jack\Sound good?\All right, let's go!\The practical exam matches up students with the teachers response:	they'd have the hardest time with on purpose, right?
context: Team Koda and Jiro, practical exam.\Ready, go!\Let's avoid combat with Present Mic if possible and head toward the escape gate.\Koji Koda - Quirk: Anivoice Kyoka Jiro - Quirk: Earphone Jack\Sound good?\All right, let's go!\The practical exam matches up students with the teachers\they'd have the hardest time with on purpose, right? response:	Yes.
context: Ready, go!\Let's avoid combat with Present Mic if possible and head toward the escape gate.\Koji Koda - Quirk: Anivoice Kyoka Jiro - Quirk: Earphone Jack\Sound good?\All right, let's go!\The practical exam matches up students with the teachers\they'd have the hardest time with on purpose, right?\Yes. response:	It's easy to understand Jiro and Koda's match up.
context: Let's avoid combat with Present Mic if possible and head toward the escape gate.\Koji Koda - Quirk: Anivoice Kyoka Jiro - Quirk: Earphone Jack\Sound good?\All right, let's go!\The practical exam matches up students with the teachers\they'd have the hardest time with on purpose, right?\Yes.\It's easy to understand Jiro and Koda's match up. response:	Ribbit.
context: Koji Koda - Quirk: Anivoice Kyoka Jiro - Quirk: Earphone Jack\Sound good?\All right, let's go!\The practical exam matches up students with the teachers\they'd have the hardest time with on purpose, right?\Yes.\It's easy to understand Jiro and Koda's match up.\Ribbit. response:	They're up against Mr. Present Mic.
context: Sound good?\All right, let's go!\The practical exam matches up students with the teachers\they'd have the hardest time with on purpose, right?\Yes.\It's easy to understand Jiro and Koda's match up.\Ribbit.\They're up against Mr. Present Mic. response:	The two of them have sound-related Quirks.
context: All right, let's go!\The practical exam matches up students with the teachers\they'd have the hardest time with on purpose, right?\Yes.\It's easy to understand Jiro and Koda's match up.\Ribbit.\They're up against Mr. Present Mic.\The two of them have sound-related Quirks. response:	What will they do against a Quirk that drowns out sound?
context: The practical exam matches up students with the teachers\they'd have the hardest time with on purpose, right?\Yes.\It's easy to understand Jiro and Koda's match up.\Ribbit.\They're up against Mr. Present Mic.\The two of them have sound-related Quirks.\What will they do against a Quirk that drowns out sound? response:	Do your best!!
context: they'd have the hardest time with on purpose, right?\Yes.\It's easy to understand Jiro and Koda's match up.\Ribbit.\They're up against Mr. Present Mic.\The two of them have sound-related Quirks.\What will they do against a Quirk that drowns out sound?\Do your best!! response:	Come on, let's hurry up and finish this.
context: Yes.\It's easy to understand Jiro and Koda's match up.\Ribbit.\They're up against Mr. Present Mic.\The two of them have sound-related Quirks.\What will they do against a Quirk that drowns out sound?\Do your best!!\Come on, let's hurry up and finish this. response:	I don't like working with ardor in an arbor like this.
context: It's easy to understand Jiro and Koda's match up.\Ribbit.\They're up against Mr. Present Mic.\The two of them have sound-related Quirks.\What will they do against a Quirk that drowns out sound?\Do your best!!\Come on, let's hurry up and finish this.\I don't like working with ardor in an arbor like this. response:	Arbor Ardor
context: Ribbit.\They're up against Mr. Present Mic.\The two of them have sound-related Quirks.\What will they do against a Quirk that drowns out sound?\Do your best!!\Come on, let's hurry up and finish this.\I don't like working with ardor in an arbor like this.\Arbor Ardor response:	Yeahhh!
context: They're up against Mr. Present Mic.\The two of them have sound-related Quirks.\What will they do against a Quirk that drowns out sound?\Do your best!!\Come on, let's hurry up and finish this.\I don't like working with ardor in an arbor like this.\Arbor Ardor\Yeahhh! response:	So loud...!
context: The two of them have sound-related Quirks.\What will they do against a Quirk that drowns out sound?\Do your best!!\Come on, let's hurry up and finish this.\I don't like working with ardor in an arbor like this.\Arbor Ardor\Yeahhh!\So loud...! response:	Koda! You can control animals with your Quirk, right?
context: What will they do against a Quirk that drowns out sound?\Do your best!!\Come on, let's hurry up and finish this.\I don't like working with ardor in an arbor like this.\Arbor Ardor\Yeahhh!\So loud...!\Koda! You can control animals with your Quirk, right? response:	Can't you get the birds to attack him or something?
context: Do your best!!\Come on, let's hurry up and finish this.\I don't like working with ardor in an arbor like this.\Arbor Ardor\Yeahhh!\So loud...!\Koda! You can control animals with your Quirk, right?\Can't you get the birds to attack him or something? response:	Even if I wanted to order them to do that,
context: Come on, let's hurry up and finish this.\I don't like working with ardor in an arbor like this.\Arbor Ardor\Yeahhh!\So loud...!\Koda! You can control animals with your Quirk, right?\Can't you get the birds to attack him or something?\Even if I wanted to order them to do that, response:	Present Mic's Voice
context: I don't like working with ardor in an arbor like this.\Arbor Ardor\Yeahhh!\So loud...!\Koda! You can control animals with your Quirk, right?\Can't you get the birds to attack him or something?\Even if I wanted to order them to do that,\Present Mic's Voice response:	will make the animals run away!
context: Arbor Ardor\Yeahhh!\So loud...!\Koda! You can control animals with your Quirk, right?\Can't you get the birds to attack him or something?\Even if I wanted to order them to do that,\Present Mic's Voice\will make the animals run away! response:	Even if I plug my ears, I feel like my eardrums would burst.
context: Yeahhh!\So loud...!\Koda! You can control animals with your Quirk, right?\Can't you get the birds to attack him or something?\Even if I wanted to order them to do that,\Present Mic's Voice\will make the animals run away!\Even if I plug my ears, I feel like my eardrums would burst. response:	He's not just better...
context: So loud...!\Koda! You can control animals with your Quirk, right?\Can't you get the birds to attack him or something?\Even if I wanted to order them to do that,\Present Mic's Voice\will make the animals run away!\Even if I plug my ears, I feel like my eardrums would burst.\He's not just better... response:	He's like a new and enhanced version!
context: Koda! You can control animals with your Quirk, right?\Can't you get the birds to attack him or something?\Even if I wanted to order them to do that,\Present Mic's Voice\will make the animals run away!\Even if I plug my ears, I feel like my eardrums would burst.\He's not just better...\He's like a new and enhanced version! response:	I can't even get close to him!
context: Can't you get the birds to attack him or something?\Even if I wanted to order them to do that,\Present Mic's Voice\will make the animals run away!\Even if I plug my ears, I feel like my eardrums would burst.\He's not just better...\He's like a new and enhanced version!\I can't even get close to him! response:	Even if we got close to him,
context: Even if I wanted to order them to do that,\Present Mic's Voice\will make the animals run away!\Even if I plug my ears, I feel like my eardrums would burst.\He's not just better...\He's like a new and enhanced version!\I can't even get close to him!\Even if we got close to him, response:	whether to handcuff him or escape through the gate,
context: Present Mic's Voice\will make the animals run away!\Even if I plug my ears, I feel like my eardrums would burst.\He's not just better...\He's like a new and enhanced version!\I can't even get close to him!\Even if we got close to him,\whether to handcuff him or escape through the gate, response:	he's probably in front of the gate, so we wouldn't be able to avoid fighting him.
context: will make the animals run away!\Even if I plug my ears, I feel like my eardrums would burst.\He's not just better...\He's like a new and enhanced version!\I can't even get close to him!\Even if we got close to him,\whether to handcuff him or escape through the gate,\he's probably in front of the gate, so we wouldn't be able to avoid fighting him. response:	Hurry up and...
context: Even if I plug my ears, I feel like my eardrums would burst.\He's not just better...\He's like a new and enhanced version!\I can't even get close to him!\Even if we got close to him,\whether to handcuff him or escape through the gate,\he's probably in front of the gate, so we wouldn't be able to avoid fighting him.\Hurry up and... response:	My ears...!
context: He's not just better...\He's like a new and enhanced version!\I can't even get close to him!\Even if we got close to him,\whether to handcuff him or escape through the gate,\he's probably in front of the gate, so we wouldn't be able to avoid fighting him.\Hurry up and...\My ears...! response:	You coming yet?
context: He's like a new and enhanced version!\I can't even get close to him!\Even if we got close to him,\whether to handcuff him or escape through the gate,\he's probably in front of the gate, so we wouldn't be able to avoid fighting him.\Hurry up and...\My ears...!\You coming yet? response:	I can't take this anymore! I can't...
context: I can't even get close to him!\Even if we got close to him,\whether to handcuff him or escape through the gate,\he's probably in front of the gate, so we wouldn't be able to avoid fighting him.\Hurry up and...\My ears...!\You coming yet?\I can't take this anymore! I can't... response:	Present Mic - Quirk: Voice
context: Even if we got close to him,\whether to handcuff him or escape through the gate,\he's probably in front of the gate, so we wouldn't be able to avoid fighting him.\Hurry up and...\My ears...!\You coming yet?\I can't take this anymore! I can't...\Present Mic - Quirk: Voice response:	Present Mic. Quirk: Voice.
context: whether to handcuff him or escape through the gate,\he's probably in front of the gate, so we wouldn't be able to avoid fighting him.\Hurry up and...\My ears...!\You coming yet?\I can't take this anymore! I can't...\Present Mic - Quirk: Voice\Present Mic. Quirk: Voice. response:	He's got crazy volume, crazy high pitches, and crazy low tones.
context: he's probably in front of the gate, so we wouldn't be able to avoid fighting him.\Hurry up and...\My ears...!\You coming yet?\I can't take this anymore! I can't...\Present Mic - Quirk: Voice\Present Mic. Quirk: Voice.\He's got crazy volume, crazy high pitches, and crazy low tones. response:	'Put Your Hands Up' Radio Every Friday night from 1 a.m. to 5 a.m. on HERO FM! It's a nonstop blast! Please listen
context: Hurry up and...\My ears...!\You coming yet?\I can't take this anymore! I can't...\Present Mic - Quirk: Voice\Present Mic. Quirk: Voice.\He's got crazy volume, crazy high pitches, and crazy low tones.\'Put Your Hands Up' Radio Every Friday night from 1 a.m. to 5 a.m. on HERO FM! It's a nonstop blast! Please listen response:	With his first cry, his parents and the delivery doctor had blood coming out of their ears.
context: My ears...!\You coming yet?\I can't take this anymore! I can't...\Present Mic - Quirk: Voice\Present Mic. Quirk: Voice.\He's got crazy volume, crazy high pitches, and crazy low tones.\'Put Your Hands Up' Radio Every Friday night from 1 a.m. to 5 a.m. on HERO FM! It's a nonstop blast! Please listen\With his first cry, his parents and the delivery doctor had blood coming out of their ears. response:	By the way, the device on his neck is a directional speaker.
context: You coming yet?\I can't take this anymore! I can't...\Present Mic - Quirk: Voice\Present Mic. Quirk: Voice.\He's got crazy volume, crazy high pitches, and crazy low tones.\'Put Your Hands Up' Radio Every Friday night from 1 a.m. to 5 a.m. on HERO FM! It's a nonstop blast! Please listen\With his first cry, his parents and the delivery doctor had blood coming out of their ears.\By the way, the device on his neck is a directional speaker. response:	Hurry up!
context: I can't take this anymore! I can't...\Present Mic - Quirk: Voice\Present Mic. Quirk: Voice.\He's got crazy volume, crazy high pitches, and crazy low tones.\'Put Your Hands Up' Radio Every Friday night from 1 a.m. to 5 a.m. on HERO FM! It's a nonstop blast! Please listen\With his first cry, his parents and the delivery doctor had blood coming out of their ears.\By the way, the device on his neck is a directional speaker.\Hurry up! response:	If this keeps up, our eardrums'll be shot.
context: Present Mic - Quirk: Voice\Present Mic. Quirk: Voice.\He's got crazy volume, crazy high pitches, and crazy low tones.\'Put Your Hands Up' Radio Every Friday night from 1 a.m. to 5 a.m. on HERO FM! It's a nonstop blast! Please listen\With his first cry, his parents and the delivery doctor had blood coming out of their ears.\By the way, the device on his neck is a directional speaker.\Hurry up!\If this keeps up, our eardrums'll be shot. response:	What should we do?
context: Present Mic. Quirk: Voice.\He's got crazy volume, crazy high pitches, and crazy low tones.\'Put Your Hands Up' Radio Every Friday night from 1 a.m. to 5 a.m. on HERO FM! It's a nonstop blast! Please listen\With his first cry, his parents and the delivery doctor had blood coming out of their ears.\By the way, the device on his neck is a directional speaker.\Hurry up!\If this keeps up, our eardrums'll be shot.\What should we do? response:	An ant?
context: He's got crazy volume, crazy high pitches, and crazy low tones.\'Put Your Hands Up' Radio Every Friday night from 1 a.m. to 5 a.m. on HERO FM! It's a nonstop blast! Please listen\With his first cry, his parents and the delivery doctor had blood coming out of their ears.\By the way, the device on his neck is a directional speaker.\Hurry up!\If this keeps up, our eardrums'll be shot.\What should we do?\An ant? response:	Koda! Can you control bugs?
context: 'Put Your Hands Up' Radio Every Friday night from 1 a.m. to 5 a.m. on HERO FM! It's a nonstop blast! Please listen\With his first cry, his parents and the delivery doctor had blood coming out of their ears.\By the way, the device on his neck is a directional speaker.\Hurry up!\If this keeps up, our eardrums'll be shot.\What should we do?\An ant?\Koda! Can you control bugs? response:	There was a bug! A little ant.
context: With his first cry, his parents and the delivery doctor had blood coming out of their ears.\By the way, the device on his neck is a directional speaker.\Hurry up!\If this keeps up, our eardrums'll be shot.\What should we do?\An ant?\Koda! Can you control bugs?\There was a bug! A little ant. response:	He's not good with bugs, huh?
context: By the way, the device on his neck is a directional speaker.\Hurry up!\If this keeps up, our eardrums'll be shot.\What should we do?\An ant?\Koda! Can you control bugs?\There was a bug! A little ant.\He's not good with bugs, huh? response:	There you are!
context: Hurry up!\If this keeps up, our eardrums'll be shot.\What should we do?\An ant?\Koda! Can you control bugs?\There was a bug! A little ant.\He's not good with bugs, huh?\There you are! response:	This isn't good... For now...
context: If this keeps up, our eardrums'll be shot.\What should we do?\An ant?\Koda! Can you control bugs?\There was a bug! A little ant.\He's not good with bugs, huh?\There you are!\This isn't good... For now... response:	Cancel out!
context: What should we do?\An ant?\Koda! Can you control bugs?\There was a bug! A little ant.\He's not good with bugs, huh?\There you are!\This isn't good... For now...\Cancel out! response:	What a cheap sound.
context: An ant?\Koda! Can you control bugs?\There was a bug! A little ant.\He's not good with bugs, huh?\There you are!\This isn't good... For now...\Cancel out!\What a cheap sound. response:	Do you have a plan?
context: Koda! Can you control bugs?\There was a bug! A little ant.\He's not good with bugs, huh?\There you are!\This isn't good... For now...\Cancel out!\What a cheap sound.\Do you have a plan? response:	-What should we- -You coming yet?
context: There was a bug! A little ant.\He's not good with bugs, huh?\There you are!\This isn't good... For now...\Cancel out!\What a cheap sound.\Do you have a plan?\-What should we- -You coming yet? response:	W-We need some way to break out of this!
context: He's not good with bugs, huh?\There you are!\This isn't good... For now...\Cancel out!\What a cheap sound.\Do you have a plan?\-What should we- -You coming yet?\W-We need some way to break out of this! response:	At this rate, we won't even be able to get close to him.
context: There you are!\This isn't good... For now...\Cancel out!\What a cheap sound.\Do you have a plan?\-What should we- -You coming yet?\W-We need some way to break out of this!\At this rate, we won't even be able to get close to him. response:	What a joke!
context: This isn't good... For now...\Cancel out!\What a cheap sound.\Do you have a plan?\-What should we- -You coming yet?\W-We need some way to break out of this!\At this rate, we won't even be able to get close to him.\What a joke! response:	Koda...
context: Cancel out!\What a cheap sound.\Do you have a plan?\-What should we- -You coming yet?\W-We need some way to break out of this!\At this rate, we won't even be able to get close to him.\What a joke!\Koda... response:	Just tell me if it's possible for you to control bugs or not.
context: What a cheap sound.\Do you have a plan?\-What should we- -You coming yet?\W-We need some way to break out of this!\At this rate, we won't even be able to get close to him.\What a joke!\Koda...\Just tell me if it's possible for you to control bugs or not. response:	It's possible...
context: Do you have a plan?\-What should we- -You coming yet?\W-We need some way to break out of this!\At this rate, we won't even be able to get close to him.\What a joke!\Koda...\Just tell me if it's possible for you to control bugs or not.\It's possible... response:	Then...
context: -What should we- -You coming yet?\W-We need some way to break out of this!\At this rate, we won't even be able to get close to him.\What a joke!\Koda...\Just tell me if it's possible for you to control bugs or not.\It's possible...\Then... response:	Sorry, I know it's scary, but...
context: W-We need some way to break out of this!\At this rate, we won't even be able to get close to him.\What a joke!\Koda...\Just tell me if it's possible for you to control bugs or not.\It's possible...\Then...\Sorry, I know it's scary, but... response:	Hey...!
context: At this rate, we won't even be able to get close to him.\What a joke!\Koda...\Just tell me if it's possible for you to control bugs or not.\It's possible...\Then...\Sorry, I know it's scary, but...\Hey...! response:	I can't think of anything else!
context: What a joke!\Koda...\Just tell me if it's possible for you to control bugs or not.\It's possible...\Then...\Sorry, I know it's scary, but...\Hey...!\I can't think of anything else! response:	If you can do it, we might be able to win!
context: Koda...\Just tell me if it's possible for you to control bugs or not.\It's possible...\Then...\Sorry, I know it's scary, but...\Hey...!\I can't think of anything else!\If you can do it, we might be able to win! response:	You can do it. You want to be a hero, don't you?
context: Just tell me if it's possible for you to control bugs or not.\It's possible...\Then...\Sorry, I know it's scary, but...\Hey...!\I can't think of anything else!\If you can do it, we might be able to win!\You can do it. You want to be a hero, don't you? response:	If so, then let's pass this!
context: It's possible...\Then...\Sorry, I know it's scary, but...\Hey...!\I can't think of anything else!\If you can do it, we might be able to win!\You can do it. You want to be a hero, don't you?\If so, then let's pass this! response:	Jiro's ears are...
context: Then...\Sorry, I know it's scary, but...\Hey...!\I can't think of anything else!\If you can do it, we might be able to win!\You can do it. You want to be a hero, don't you?\If so, then let's pass this!\Jiro's ears are... response:	Because I've just been running away, Jiro's...
context: Sorry, I know it's scary, but...\Hey...!\I can't think of anything else!\If you can do it, we might be able to win!\You can do it. You want to be a hero, don't you?\If so, then let's pass this!\Jiro's ears are...\Because I've just been running away, Jiro's... response:	You got into U.A.?
context: Hey...!\I can't think of anything else!\If you can do it, we might be able to win!\You can do it. You want to be a hero, don't you?\If so, then let's pass this!\Jiro's ears are...\Because I've just been running away, Jiro's...\You got into U.A.? response:	As your mom, I'm so happy!
context: I can't think of anything else!\If you can do it, we might be able to win!\You can do it. You want to be a hero, don't you?\If so, then let's pass this!\Jiro's ears are...\Because I've just been running away, Jiro's...\You got into U.A.?\As your mom, I'm so happy! response:	Koji, you're amazing!
context: If you can do it, we might be able to win!\You can do it. You want to be a hero, don't you?\If so, then let's pass this!\Jiro's ears are...\Because I've just been running away, Jiro's...\You got into U.A.?\As your mom, I'm so happy!\Koji, you're amazing! response:	That's right, I got into my dream school, U.A.!
context: You can do it. You want to be a hero, don't you?\If so, then let's pass this!\Jiro's ears are...\Because I've just been running away, Jiro's...\You got into U.A.?\As your mom, I'm so happy!\Koji, you're amazing!\That's right, I got into my dream school, U.A.! response:	That's right, my heart should always be Plus Ultra!
context: If so, then let's pass this!\Jiro's ears are...\Because I've just been running away, Jiro's...\You got into U.A.?\As your mom, I'm so happy!\Koji, you're amazing!\That's right, I got into my dream school, U.A.!\That's right, my heart should always be Plus Ultra! response:	tremble tremble tremble
context: Jiro's ears are...\Because I've just been running away, Jiro's...\You got into U.A.?\As your mom, I'm so happy!\Koji, you're amazing!\That's right, I got into my dream school, U.A.!\That's right, my heart should always be Plus Ultra!\tremble tremble tremble response:	Go on, little ones. Now is the time to take out the man responsible for the noise.
context: Because I've just been running away, Jiro's...\You got into U.A.?\As your mom, I'm so happy!\Koji, you're amazing!\That's right, I got into my dream school, U.A.!\That's right, my heart should always be Plus Ultra!\tremble tremble tremble\Go on, little ones. Now is the time to take out the man responsible for the noise. response:	-You can totally talk! -Listen...
context: You got into U.A.?\As your mom, I'm so happy!\Koji, you're amazing!\That's right, I got into my dream school, U.A.!\That's right, my heart should always be Plus Ultra!\tremble tremble tremble\Go on, little ones. Now is the time to take out the man responsible for the noise.\-You can totally talk! -Listen... response:	What, are they planning on hiding until time's up?
context: As your mom, I'm so happy!\Koji, you're amazing!\That's right, I got into my dream school, U.A.!\That's right, my heart should always be Plus Ultra!\tremble tremble tremble\Go on, little ones. Now is the time to take out the man responsible for the noise.\-You can totally talk! -Listen...\What, are they planning on hiding until time's up? response:	They're coming from underground, where it's hard for sound to travel...!
context: Koji, you're amazing!\That's right, I got into my dream school, U.A.!\That's right, my heart should always be Plus Ultra!\tremble tremble tremble\Go on, little ones. Now is the time to take out the man responsible for the noise.\-You can totally talk! -Listen...\What, are they planning on hiding until time's up?\They're coming from underground, where it's hard for sound to travel...! response:	This is why I hate forests!
context: That's right, I got into my dream school, U.A.!\That's right, my heart should always be Plus Ultra!\tremble tremble tremble\Go on, little ones. Now is the time to take out the man responsible for the noise.\-You can totally talk! -Listen...\What, are they planning on hiding until time's up?\They're coming from underground, where it's hard for sound to travel...!\This is why I hate forests! response:	That's hard even for a pro...
context: That's right, my heart should always be Plus Ultra!\tremble tremble tremble\Go on, little ones. Now is the time to take out the man responsible for the noise.\-You can totally talk! -Listen...\What, are they planning on hiding until time's up?\They're coming from underground, where it's hard for sound to travel...!\This is why I hate forests!\That's hard even for a pro... response:	Koda, that's harsh...
context: tremble tremble tremble\Go on, little ones. Now is the time to take out the man responsible for the noise.\-You can totally talk! -Listen...\What, are they planning on hiding until time's up?\They're coming from underground, where it's hard for sound to travel...!\This is why I hate forests!\That's hard even for a pro...\Koda, that's harsh... response:	How pathetic, to be taken down by some bugs!
context: Go on, little ones. Now is the time to take out the man responsible for the noise.\-You can totally talk! -Listen...\What, are they planning on hiding until time's up?\They're coming from underground, where it's hard for sound to travel...!\This is why I hate forests!\That's hard even for a pro...\Koda, that's harsh...\How pathetic, to be taken down by some bugs! response:	Team Koda and Jiro have passed!
context: -You can totally talk! -Listen...\What, are they planning on hiding until time's up?\They're coming from underground, where it's hard for sound to travel...!\This is why I hate forests!\That's hard even for a pro...\Koda, that's harsh...\How pathetic, to be taken down by some bugs!\Team Koda and Jiro have passed! response:	Affiliation: U.A. High School Hero Class 1-A Birthday: 5/30 Height: 168 cm Blood Type: O Likes: Himself
context: What, are they planning on hiding until time's up?\They're coming from underground, where it's hard for sound to travel...!\This is why I hate forests!\That's hard even for a pro...\Koda, that's harsh...\How pathetic, to be taken down by some bugs!\Team Koda and Jiro have passed!\Affiliation: U.A. High School Hero Class 1-A Birthday: 5/30 Height: 168 cm Blood Type: O Likes: Himself response:	Yuga Aoyama Quirk: Naval Laser He can shoot a strong laser beam from his bellybutton.
context: They're coming from underground, where it's hard for sound to travel...!\This is why I hate forests!\That's hard even for a pro...\Koda, that's harsh...\How pathetic, to be taken down by some bugs!\Team Koda and Jiro have passed!\Affiliation: U.A. High School Hero Class 1-A Birthday: 5/30 Height: 168 cm Blood Type: O Likes: Himself\Yuga Aoyama Quirk: Naval Laser He can shoot a strong laser beam from his bellybutton. response:	Affiliation: U.A. High School Hero Class 1-A Birthday: 2/1 Height: 186 cm Blood Type: A Likes: Nature
context: This is why I hate forests!\That's hard even for a pro...\Koda, that's harsh...\How pathetic, to be taken down by some bugs!\Team Koda and Jiro have passed!\Affiliation: U.A. High School Hero Class 1-A Birthday: 5/30 Height: 168 cm Blood Type: O Likes: Himself\Yuga Aoyama Quirk: Naval Laser He can shoot a strong laser beam from his bellybutton.\Affiliation: U.A. High School Hero Class 1-A Birthday: 2/1 Height: 186 cm Blood Type: A Likes: Nature response:	Koji Koda Quirk: Anivoice He can put his will into his voice and make animals do as he says.
context: That's hard even for a pro...\Koda, that's harsh...\How pathetic, to be taken down by some bugs!\Team Koda and Jiro have passed!\Affiliation: U.A. High School Hero Class 1-A Birthday: 5/30 Height: 168 cm Blood Type: O Likes: Himself\Yuga Aoyama Quirk: Naval Laser He can shoot a strong laser beam from his bellybutton.\Affiliation: U.A. High School Hero Class 1-A Birthday: 2/1 Height: 186 cm Blood Type: A Likes: Nature\Koji Koda Quirk: Anivoice He can put his will into his voice and make animals do as he says. response:	Eighth Match Team Hagakure and Shoji vs Snipe
context: Koda, that's harsh...\How pathetic, to be taken down by some bugs!\Team Koda and Jiro have passed!\Affiliation: U.A. High School Hero Class 1-A Birthday: 5/30 Height: 168 cm Blood Type: O Likes: Himself\Yuga Aoyama Quirk: Naval Laser He can shoot a strong laser beam from his bellybutton.\Affiliation: U.A. High School Hero Class 1-A Birthday: 2/1 Height: 186 cm Blood Type: A Likes: Nature\Koji Koda Quirk: Anivoice He can put his will into his voice and make animals do as he says.\Eighth Match Team Hagakure and Shoji vs Snipe response:	Shoji, at this rate, we can't move at all!
