context: You pesky moth! response:	I don't remember a thing while I was transformed.
context: I'm sorry. Are you all right?\Inuyasha has gone to the Valley of Ryukotsusei.\The Valley of Ryukotsusei?\Master Inuyasha, over there!\So that's... Ryukotsusei.\Correct.\And look at the seal...\where your father's claw has immobilized him. response:	Ryukotsusei's heart lies beneath it.
context: Inuyasha has gone to the Valley of Ryukotsusei.\The Valley of Ryukotsusei?\Master Inuyasha, over there!\So that's... Ryukotsusei.\Correct.\And look at the seal...\where your father's claw has immobilized him.\Ryukotsusei's heart lies beneath it. response:	Naraku!
context: The Valley of Ryukotsusei?\Master Inuyasha, over there!\So that's... Ryukotsusei.\Correct.\And look at the seal...\where your father's claw has immobilized him.\Ryukotsusei's heart lies beneath it.\Naraku! response:	But, Master Totosai...
context: Master Inuyasha, over there!\So that's... Ryukotsusei.\Correct.\And look at the seal...\where your father's claw has immobilized him.\Ryukotsusei's heart lies beneath it.\Naraku!\But, Master Totosai... response:	if there was such a way, why didn't you tell it to him earlier?
context: So that's... Ryukotsusei.\Correct.\And look at the seal...\where your father's claw has immobilized him.\Ryukotsusei's heart lies beneath it.\Naraku!\But, Master Totosai...\if there was such a way, why didn't you tell it to him earlier? response:	That'd have been too easy.
context: Correct.\And look at the seal...\where your father's claw has immobilized him.\Ryukotsusei's heart lies beneath it.\Naraku!\But, Master Totosai...\if there was such a way, why didn't you tell it to him earlier?\That'd have been too easy. response:	If it's too easy, he won't learn.
context: And look at the seal...\where your father's claw has immobilized him.\Ryukotsusei's heart lies beneath it.\Naraku!\But, Master Totosai...\if there was such a way, why didn't you tell it to him earlier?\That'd have been too easy.\If it's too easy, he won't learn. response:	But Inuyasha has suffered enough.
context: where your father's claw has immobilized him.\Ryukotsusei's heart lies beneath it.\Naraku!\But, Master Totosai...\if there was such a way, why didn't you tell it to him earlier?\That'd have been too easy.\If it's too easy, he won't learn.\But Inuyasha has suffered enough. response:	Kagome...
context: Ryukotsusei's heart lies beneath it.\Naraku!\But, Master Totosai...\if there was such a way, why didn't you tell it to him earlier?\That'd have been too easy.\If it's too easy, he won't learn.\But Inuyasha has suffered enough.\Kagome... response:	He agonized over it, then decided to come to you.
context: Naraku!\But, Master Totosai...\if there was such a way, why didn't you tell it to him earlier?\That'd have been too easy.\If it's too easy, he won't learn.\But Inuyasha has suffered enough.\Kagome...\He agonized over it, then decided to come to you. response:	That's true.
context: But, Master Totosai...\if there was such a way, why didn't you tell it to him earlier?\That'd have been too easy.\If it's too easy, he won't learn.\But Inuyasha has suffered enough.\Kagome...\He agonized over it, then decided to come to you.\That's true. response:	Even if they were bandits, he did kill human beings.
context: if there was such a way, why didn't you tell it to him earlier?\That'd have been too easy.\If it's too easy, he won't learn.\But Inuyasha has suffered enough.\Kagome...\He agonized over it, then decided to come to you.\That's true.\Even if they were bandits, he did kill human beings. response:	Hmm... that's why I told him.
context: That'd have been too easy.\If it's too easy, he won't learn.\But Inuyasha has suffered enough.\Kagome...\He agonized over it, then decided to come to you.\That's true.\Even if they were bandits, he did kill human beings.\Hmm... that's why I told him. response:	If he felt nothing after killing humans, he has no right to wield Tetsusaiga.
context: If it's too easy, he won't learn.\But Inuyasha has suffered enough.\Kagome...\He agonized over it, then decided to come to you.\That's true.\Even if they were bandits, he did kill human beings.\Hmm... that's why I told him.\If he felt nothing after killing humans, he has no right to wield Tetsusaiga. response:	Naraku! What're you up to?!
context: But Inuyasha has suffered enough.\Kagome...\He agonized over it, then decided to come to you.\That's true.\Even if they were bandits, he did kill human beings.\Hmm... that's why I told him.\If he felt nothing after killing humans, he has no right to wield Tetsusaiga.\Naraku! What're you up to?! response:	Huh?!
context: Kagome...\He agonized over it, then decided to come to you.\That's true.\Even if they were bandits, he did kill human beings.\Hmm... that's why I told him.\If he felt nothing after killing humans, he has no right to wield Tetsusaiga.\Naraku! What're you up to?!\Huh?! response:	The claw that seals Ryukotsusei!
context: He agonized over it, then decided to come to you.\That's true.\Even if they were bandits, he did kill human beings.\Hmm... that's why I told him.\If he felt nothing after killing humans, he has no right to wield Tetsusaiga.\Naraku! What're you up to?!\Huh?!\The claw that seals Ryukotsusei! response:	Listen, Ryukotsusei.
context: That's true.\Even if they were bandits, he did kill human beings.\Hmm... that's why I told him.\If he felt nothing after killing humans, he has no right to wield Tetsusaiga.\Naraku! What're you up to?!\Huh?!\The claw that seals Ryukotsusei!\Listen, Ryukotsusei. response:	The one over there is the son of the hated man who put you under seal.
context: Even if they were bandits, he did kill human beings.\Hmm... that's why I told him.\If he felt nothing after killing humans, he has no right to wield Tetsusaiga.\Naraku! What're you up to?!\Huh?!\The claw that seals Ryukotsusei!\Listen, Ryukotsusei.\The one over there is the son of the hated man who put you under seal. response:	Fight him to your heart's content.
context: Hmm... that's why I told him.\If he felt nothing after killing humans, he has no right to wield Tetsusaiga.\Naraku! What're you up to?!\Huh?!\The claw that seals Ryukotsusei!\Listen, Ryukotsusei.\The one over there is the son of the hated man who put you under seal.\Fight him to your heart's content. response:	N-No! Let's run for it, Master Inuyasha!
context: If he felt nothing after killing humans, he has no right to wield Tetsusaiga.\Naraku! What're you up to?!\Huh?!\The claw that seals Ryukotsusei!\Listen, Ryukotsusei.\The one over there is the son of the hated man who put you under seal.\Fight him to your heart's content.\N-No! Let's run for it, Master Inuyasha! response:	What are you blubbering?
context: Naraku! What're you up to?!\Huh?!\The claw that seals Ryukotsusei!\Listen, Ryukotsusei.\The one over there is the son of the hated man who put you under seal.\Fight him to your heart's content.\N-No! Let's run for it, Master Inuyasha!\What are you blubbering? response:	I didn't like the idea of prickling someone held under a seal!
context: Huh?!\The claw that seals Ryukotsusei!\Listen, Ryukotsusei.\The one over there is the son of the hated man who put you under seal.\Fight him to your heart's content.\N-No! Let's run for it, Master Inuyasha!\What are you blubbering?\I didn't like the idea of prickling someone held under a seal! response:	I'll face him head on and make Tetsusaiga lighter!
context: The claw that seals Ryukotsusei!\Listen, Ryukotsusei.\The one over there is the son of the hated man who put you under seal.\Fight him to your heart's content.\N-No! Let's run for it, Master Inuyasha!\What are you blubbering?\I didn't like the idea of prickling someone held under a seal!\I'll face him head on and make Tetsusaiga lighter! response:	Come at me!
context: Listen, Ryukotsusei.\The one over there is the son of the hated man who put you under seal.\Fight him to your heart's content.\N-No! Let's run for it, Master Inuyasha!\What are you blubbering?\I didn't like the idea of prickling someone held under a seal!\I'll face him head on and make Tetsusaiga lighter!\Come at me! response:	Little man! You say you'll kill me, Ryukotsusei?
context: The one over there is the son of the hated man who put you under seal.\Fight him to your heart's content.\N-No! Let's run for it, Master Inuyasha!\What are you blubbering?\I didn't like the idea of prickling someone held under a seal!\I'll face him head on and make Tetsusaiga lighter!\Come at me!\Little man! You say you'll kill me, Ryukotsusei? response:	Not a bad idea for entertainment.
context: Fight him to your heart's content.\N-No! Let's run for it, Master Inuyasha!\What are you blubbering?\I didn't like the idea of prickling someone held under a seal!\I'll face him head on and make Tetsusaiga lighter!\Come at me!\Little man! You say you'll kill me, Ryukotsusei?\Not a bad idea for entertainment. response:	I'll have some fun with you.
context: N-No! Let's run for it, Master Inuyasha!\What are you blubbering?\I didn't like the idea of prickling someone held under a seal!\I'll face him head on and make Tetsusaiga lighter!\Come at me!\Little man! You say you'll kill me, Ryukotsusei?\Not a bad idea for entertainment.\I'll have some fun with you. response:	Fun?!
context: What are you blubbering?\I didn't like the idea of prickling someone held under a seal!\I'll face him head on and make Tetsusaiga lighter!\Come at me!\Little man! You say you'll kill me, Ryukotsusei?\Not a bad idea for entertainment.\I'll have some fun with you.\Fun?! response:	No! It's hopeless!
context: I didn't like the idea of prickling someone held under a seal!\I'll face him head on and make Tetsusaiga lighter!\Come at me!\Little man! You say you'll kill me, Ryukotsusei?\Not a bad idea for entertainment.\I'll have some fun with you.\Fun?!\No! It's hopeless! response:	Such an eyesore!
context: I'll face him head on and make Tetsusaiga lighter!\Come at me!\Little man! You say you'll kill me, Ryukotsusei?\Not a bad idea for entertainment.\I'll have some fun with you.\Fun?!\No! It's hopeless!\Such an eyesore! response:	Hmm... Ryukotsusei isn't bad at all.
context: Come at me!\Little man! You say you'll kill me, Ryukotsusei?\Not a bad idea for entertainment.\I'll have some fun with you.\Fun?!\No! It's hopeless!\Such an eyesore!\Hmm... Ryukotsusei isn't bad at all. response:	It should be easy for him to kill Inuyasha.
context: Little man! You say you'll kill me, Ryukotsusei?\Not a bad idea for entertainment.\I'll have some fun with you.\Fun?!\No! It's hopeless!\Such an eyesore!\Hmm... Ryukotsusei isn't bad at all.\It should be easy for him to kill Inuyasha. response:	What a good show.
context: Not a bad idea for entertainment.\I'll have some fun with you.\Fun?!\No! It's hopeless!\Such an eyesore!\Hmm... Ryukotsusei isn't bad at all.\It should be easy for him to kill Inuyasha.\What a good show. response:	I'll enjoy this.
context: I'll have some fun with you.\Fun?!\No! It's hopeless!\Such an eyesore!\Hmm... Ryukotsusei isn't bad at all.\It should be easy for him to kill Inuyasha.\What a good show.\I'll enjoy this. response:	A mere demon puppet.
context: Fun?!\No! It's hopeless!\Such an eyesore!\Hmm... Ryukotsusei isn't bad at all.\It should be easy for him to kill Inuyasha.\What a good show.\I'll enjoy this.\A mere demon puppet. response:	It didn't even serve as a warm-up.
context: No! It's hopeless!\Such an eyesore!\Hmm... Ryukotsusei isn't bad at all.\It should be easy for him to kill Inuyasha.\What a good show.\I'll enjoy this.\A mere demon puppet.\It didn't even serve as a warm-up. response:	So you were going after Naraku from the start?
context: Such an eyesore!\Hmm... Ryukotsusei isn't bad at all.\It should be easy for him to kill Inuyasha.\What a good show.\I'll enjoy this.\A mere demon puppet.\It didn't even serve as a warm-up.\So you were going after Naraku from the start? response:	Hey, little man...
context: Hmm... Ryukotsusei isn't bad at all.\It should be easy for him to kill Inuyasha.\What a good show.\I'll enjoy this.\A mere demon puppet.\It didn't even serve as a warm-up.\So you were going after Naraku from the start?\Hey, little man... response:	I hope you'll give me more fun than that.
context: It should be easy for him to kill Inuyasha.\What a good show.\I'll enjoy this.\A mere demon puppet.\It didn't even serve as a warm-up.\So you were going after Naraku from the start?\Hey, little man...\I hope you'll give me more fun than that. response:	Be more than happy to, Ryukotsusei!
context: What a good show.\I'll enjoy this.\A mere demon puppet.\It didn't even serve as a warm-up.\So you were going after Naraku from the start?\Hey, little man...\I hope you'll give me more fun than that.\Be more than happy to, Ryukotsusei! response:	W-what's he doing?!
context: I'll enjoy this.\A mere demon puppet.\It didn't even serve as a warm-up.\So you were going after Naraku from the start?\Hey, little man...\I hope you'll give me more fun than that.\Be more than happy to, Ryukotsusei!\W-what's he doing?! response:	What's this strong evil aura?
context: A mere demon puppet.\It didn't even serve as a warm-up.\So you were going after Naraku from the start?\Hey, little man...\I hope you'll give me more fun than that.\Be more than happy to, Ryukotsusei!\W-what's he doing?!\What's this strong evil aura? response:	W-what happened?!
context: It didn't even serve as a warm-up.\So you were going after Naraku from the start?\Hey, little man...\I hope you'll give me more fun than that.\Be more than happy to, Ryukotsusei!\W-what's he doing?!\What's this strong evil aura?\W-what happened?! response:	Old man... could it mean Inuyasha is?
context: So you were going after Naraku from the start?\Hey, little man...\I hope you'll give me more fun than that.\Be more than happy to, Ryukotsusei!\W-what's he doing?!\What's this strong evil aura?\W-what happened?!\Old man... could it mean Inuyasha is? response:	That fool! He's awakened Ryukotsusei.
context: Hey, little man...\I hope you'll give me more fun than that.\Be more than happy to, Ryukotsusei!\W-what's he doing?!\What's this strong evil aura?\W-what happened?!\Old man... could it mean Inuyasha is?\That fool! He's awakened Ryukotsusei. response:	I've never felt such a powerful evil aura.
context: I hope you'll give me more fun than that.\Be more than happy to, Ryukotsusei!\W-what's he doing?!\What's this strong evil aura?\W-what happened?!\Old man... could it mean Inuyasha is?\That fool! He's awakened Ryukotsusei.\I've never felt such a powerful evil aura. response:	Does that mean Inuyasha is fighting such a formidable foe?
context: Be more than happy to, Ryukotsusei!\W-what's he doing?!\What's this strong evil aura?\W-what happened?!\Old man... could it mean Inuyasha is?\That fool! He's awakened Ryukotsusei.\I've never felt such a powerful evil aura.\Does that mean Inuyasha is fighting such a formidable foe? response:	Kagome!
context: W-what's he doing?!\What's this strong evil aura?\W-what happened?!\Old man... could it mean Inuyasha is?\That fool! He's awakened Ryukotsusei.\I've never felt such a powerful evil aura.\Does that mean Inuyasha is fighting such a formidable foe?\Kagome! response:	Let's go, too!
context: What's this strong evil aura?\W-what happened?!\Old man... could it mean Inuyasha is?\That fool! He's awakened Ryukotsusei.\I've never felt such a powerful evil aura.\Does that mean Inuyasha is fighting such a formidable foe?\Kagome!\Let's go, too! response:	Hey, wait!
context: W-what happened?!\Old man... could it mean Inuyasha is?\That fool! He's awakened Ryukotsusei.\I've never felt such a powerful evil aura.\Does that mean Inuyasha is fighting such a formidable foe?\Kagome!\Let's go, too!\Hey, wait! response:	Oh boy... what a bad day this is.
context: Old man... could it mean Inuyasha is?\That fool! He's awakened Ryukotsusei.\I've never felt such a powerful evil aura.\Does that mean Inuyasha is fighting such a formidable foe?\Kagome!\Let's go, too!\Hey, wait!\Oh boy... what a bad day this is. response:	Come at me, little man! I'll have my fun with you.
context: That fool! He's awakened Ryukotsusei.\I've never felt such a powerful evil aura.\Does that mean Inuyasha is fighting such a formidable foe?\Kagome!\Let's go, too!\Hey, wait!\Oh boy... what a bad day this is.\Come at me, little man! I'll have my fun with you. response:	Stop talking so big!
context: I've never felt such a powerful evil aura.\Does that mean Inuyasha is fighting such a formidable foe?\Kagome!\Let's go, too!\Hey, wait!\Oh boy... what a bad day this is.\Come at me, little man! I'll have my fun with you.\Stop talking so big! response:	The scar left by my father's claw...
context: Does that mean Inuyasha is fighting such a formidable foe?\Kagome!\Let's go, too!\Hey, wait!\Oh boy... what a bad day this is.\Come at me, little man! I'll have my fun with you.\Stop talking so big!\The scar left by my father's claw... response:	If I pierce through it...
context: Kagome!\Let's go, too!\Hey, wait!\Oh boy... what a bad day this is.\Come at me, little man! I'll have my fun with you.\Stop talking so big!\The scar left by my father's claw...\If I pierce through it... response:	Tetsusaiga will become lighter!
context: Let's go, too!\Hey, wait!\Oh boy... what a bad day this is.\Come at me, little man! I'll have my fun with you.\Stop talking so big!\The scar left by my father's claw...\If I pierce through it...\Tetsusaiga will become lighter! response:	Tetsusaiga...couldn't pierce it!
context: Hey, wait!\Oh boy... what a bad day this is.\Come at me, little man! I'll have my fun with you.\Stop talking so big!\The scar left by my father's claw...\If I pierce through it...\Tetsusaiga will become lighter!\Tetsusaiga...couldn't pierce it! response:	Just because it's for fun, doesn't mean you have to go easy on me.
context: Oh boy... what a bad day this is.\Come at me, little man! I'll have my fun with you.\Stop talking so big!\The scar left by my father's claw...\If I pierce through it...\Tetsusaiga will become lighter!\Tetsusaiga...couldn't pierce it!\Just because it's for fun, doesn't mean you have to go easy on me. response:	My body is harder than steel.
context: Come at me, little man! I'll have my fun with you.\Stop talking so big!\The scar left by my father's claw...\If I pierce through it...\Tetsusaiga will become lighter!\Tetsusaiga...couldn't pierce it!\Just because it's for fun, doesn't mean you have to go easy on me.\My body is harder than steel. response:	M-Master Inuyasha! This is hopeless!
context: Stop talking so big!\The scar left by my father's claw...\If I pierce through it...\Tetsusaiga will become lighter!\Tetsusaiga...couldn't pierce it!\Just because it's for fun, doesn't mean you have to go easy on me.\My body is harder than steel.\M-Master Inuyasha! This is hopeless! response:	Shaddup! I just got started.
context: The scar left by my father's claw...\If I pierce through it...\Tetsusaiga will become lighter!\Tetsusaiga...couldn't pierce it!\Just because it's for fun, doesn't mean you have to go easy on me.\My body is harder than steel.\M-Master Inuyasha! This is hopeless!\Shaddup! I just got started. response:	I already told you...
context: If I pierce through it...\Tetsusaiga will become lighter!\Tetsusaiga...couldn't pierce it!\Just because it's for fun, doesn't mean you have to go easy on me.\My body is harder than steel.\M-Master Inuyasha! This is hopeless!\Shaddup! I just got started.\I already told you... response:	even your father barely managed to put this Ryukotsusei under seal!
context: Tetsusaiga will become lighter!\Tetsusaiga...couldn't pierce it!\Just because it's for fun, doesn't mean you have to go easy on me.\My body is harder than steel.\M-Master Inuyasha! This is hopeless!\Shaddup! I just got started.\I already told you...\even your father barely managed to put this Ryukotsusei under seal! response:	Not only that, the wound inflicted upon him during the battle...
context: Tetsusaiga...couldn't pierce it!\Just because it's for fun, doesn't mean you have to go easy on me.\My body is harder than steel.\M-Master Inuyasha! This is hopeless!\Shaddup! I just got started.\I already told you...\even your father barely managed to put this Ryukotsusei under seal!\Not only that, the wound inflicted upon him during the battle... response:	ultimately killed him.
context: Just because it's for fun, doesn't mean you have to go easy on me.\My body is harder than steel.\M-Master Inuyasha! This is hopeless!\Shaddup! I just got started.\I already told you...\even your father barely managed to put this Ryukotsusei under seal!\Not only that, the wound inflicted upon him during the battle...\ultimately killed him. response:	W-what?
context: My body is harder than steel.\M-Master Inuyasha! This is hopeless!\Shaddup! I just got started.\I already told you...\even your father barely managed to put this Ryukotsusei under seal!\Not only that, the wound inflicted upon him during the battle...\ultimately killed him.\W-what? response:	Oh... so he died.
context: M-Master Inuyasha! This is hopeless!\Shaddup! I just got started.\I already told you...\even your father barely managed to put this Ryukotsusei under seal!\Not only that, the wound inflicted upon him during the battle...\ultimately killed him.\W-what?\Oh... so he died. response:	Little man... you're his son, huh?
context: Shaddup! I just got started.\I already told you...\even your father barely managed to put this Ryukotsusei under seal!\Not only that, the wound inflicted upon him during the battle...\ultimately killed him.\W-what?\Oh... so he died.\Little man... you're his son, huh? response:	Could it be you came to avenge him with that silly sword?
context: I already told you...\even your father barely managed to put this Ryukotsusei under seal!\Not only that, the wound inflicted upon him during the battle...\ultimately killed him.\W-what?\Oh... so he died.\Little man... you're his son, huh?\Could it be you came to avenge him with that silly sword? response:	As if I'd care about avenging him!
context: even your father barely managed to put this Ryukotsusei under seal!\Not only that, the wound inflicted upon him during the battle...\ultimately killed him.\W-what?\Oh... so he died.\Little man... you're his son, huh?\Could it be you came to avenge him with that silly sword?\As if I'd care about avenging him! response:	Hey!
context: Not only that, the wound inflicted upon him during the battle...\ultimately killed him.\W-what?\Oh... so he died.\Little man... you're his son, huh?\Could it be you came to avenge him with that silly sword?\As if I'd care about avenging him!\Hey! response:	You've been saved countless times by Tetsusaiga, your father's heirloom!
context: ultimately killed him.\W-what?\Oh... so he died.\Little man... you're his son, huh?\Could it be you came to avenge him with that silly sword?\As if I'd care about avenging him!\Hey!\You've been saved countless times by Tetsusaiga, your father's heirloom! response:	Shaddup!
context: W-what?\Oh... so he died.\Little man... you're his son, huh?\Could it be you came to avenge him with that silly sword?\As if I'd care about avenging him!\Hey!\You've been saved countless times by Tetsusaiga, your father's heirloom!\Shaddup! response:	Ungrateful son!
context: Oh... so he died.\Little man... you're his son, huh?\Could it be you came to avenge him with that silly sword?\As if I'd care about avenging him!\Hey!\You've been saved countless times by Tetsusaiga, your father's heirloom!\Shaddup!\Ungrateful son! response:	I'll have nothing to do with you!
context: Little man... you're his son, huh?\Could it be you came to avenge him with that silly sword?\As if I'd care about avenging him!\Hey!\You've been saved countless times by Tetsusaiga, your father's heirloom!\Shaddup!\Ungrateful son!\I'll have nothing to do with you! response:	Running away, are you?!
context: Could it be you came to avenge him with that silly sword?\As if I'd care about avenging him!\Hey!\You've been saved countless times by Tetsusaiga, your father's heirloom!\Shaddup!\Ungrateful son!\I'll have nothing to do with you!\Running away, are you?! response:	Damn!
context: As if I'd care about avenging him!\Hey!\You've been saved countless times by Tetsusaiga, your father's heirloom!\Shaddup!\Ungrateful son!\I'll have nothing to do with you!\Running away, are you?!\Damn! response:	The reason why this new Tetsusaiga is so heavy...
context: Hey!\You've been saved countless times by Tetsusaiga, your father's heirloom!\Shaddup!\Ungrateful son!\I'll have nothing to do with you!\Running away, are you?!\Damn!\The reason why this new Tetsusaiga is so heavy... response:	is because my fang, used to forge it...
context: You've been saved countless times by Tetsusaiga, your father's heirloom!\Shaddup!\Ungrateful son!\I'll have nothing to do with you!\Running away, are you?!\Damn!\The reason why this new Tetsusaiga is so heavy...\is because my fang, used to forge it... response:	isn't up to par in strength with my father's.
context: Shaddup!\Ungrateful son!\I'll have nothing to do with you!\Running away, are you?!\Damn!\The reason why this new Tetsusaiga is so heavy...\is because my fang, used to forge it...\isn't up to par in strength with my father's. response:	Yes...
context: Ungrateful son!\I'll have nothing to do with you!\Running away, are you?!\Damn!\The reason why this new Tetsusaiga is so heavy...\is because my fang, used to forge it...\isn't up to par in strength with my father's.\Yes... response:	I must somehow destroy Ryukotsusei...
context: I'll have nothing to do with you!\Running away, are you?!\Damn!\The reason why this new Tetsusaiga is so heavy...\is because my fang, used to forge it...\isn't up to par in strength with my father's.\Yes...\I must somehow destroy Ryukotsusei... response:	and surpass my father!
context: Running away, are you?!\Damn!\The reason why this new Tetsusaiga is so heavy...\is because my fang, used to forge it...\isn't up to par in strength with my father's.\Yes...\I must somehow destroy Ryukotsusei...\and surpass my father! response:	Such an ominous evil aura!
context: Damn!\The reason why this new Tetsusaiga is so heavy...\is because my fang, used to forge it...\isn't up to par in strength with my father's.\Yes...\I must somehow destroy Ryukotsusei...\and surpass my father!\Such an ominous evil aura! response:	This is bad.
context: The reason why this new Tetsusaiga is so heavy...\is because my fang, used to forge it...\isn't up to par in strength with my father's.\Yes...\I must somehow destroy Ryukotsusei...\and surpass my father!\Such an ominous evil aura!\This is bad. response:	But how did Ryukotsusei's seal get broken?
context: is because my fang, used to forge it...\isn't up to par in strength with my father's.\Yes...\I must somehow destroy Ryukotsusei...\and surpass my father!\Such an ominous evil aura!\This is bad.\But how did Ryukotsusei's seal get broken? response:	As if I'd know...
context: isn't up to par in strength with my father's.\Yes...\I must somehow destroy Ryukotsusei...\and surpass my father!\Such an ominous evil aura!\This is bad.\But how did Ryukotsusei's seal get broken?\As if I'd know... response:	But what a problem this poses.
context: Yes...\I must somehow destroy Ryukotsusei...\and surpass my father!\Such an ominous evil aura!\This is bad.\But how did Ryukotsusei's seal get broken?\As if I'd know...\But what a problem this poses. response:	Huh?
context: I must somehow destroy Ryukotsusei...\and surpass my father!\Such an ominous evil aura!\This is bad.\But how did Ryukotsusei's seal get broken?\As if I'd know...\But what a problem this poses.\Huh? response:	If Ryukotsusei acts up once more...
context: and surpass my father!\Such an ominous evil aura!\This is bad.\But how did Ryukotsusei's seal get broken?\As if I'd know...\But what a problem this poses.\Huh?\If Ryukotsusei acts up once more... response:	this plain of Musashi will become a field of ashes.
context: Such an ominous evil aura!\This is bad.\But how did Ryukotsusei's seal get broken?\As if I'd know...\But what a problem this poses.\Huh?\If Ryukotsusei acts up once more...\this plain of Musashi will become a field of ashes. response:	l-Is he that frightening a demon?
context: This is bad.\But how did Ryukotsusei's seal get broken?\As if I'd know...\But what a problem this poses.\Huh?\If Ryukotsusei acts up once more...\this plain of Musashi will become a field of ashes.\l-Is he that frightening a demon? response:	Uh-huh.
context: But how did Ryukotsusei's seal get broken?\As if I'd know...\But what a problem this poses.\Huh?\If Ryukotsusei acts up once more...\this plain of Musashi will become a field of ashes.\l-Is he that frightening a demon?\Uh-huh. response:	How can we defeat such a demon?
context: As if I'd know...\But what a problem this poses.\Huh?\If Ryukotsusei acts up once more...\this plain of Musashi will become a field of ashes.\l-Is he that frightening a demon?\Uh-huh.\How can we defeat such a demon? response:	There's only one way to defeat the reawakened Ryukotsusei.
context: But what a problem this poses.\Huh?\If Ryukotsusei acts up once more...\this plain of Musashi will become a field of ashes.\l-Is he that frightening a demon?\Uh-huh.\How can we defeat such a demon?\There's only one way to defeat the reawakened Ryukotsusei. response:	He must use the Backlash Wave.
context: Huh?\If Ryukotsusei acts up once more...\this plain of Musashi will become a field of ashes.\l-Is he that frightening a demon?\Uh-huh.\How can we defeat such a demon?\There's only one way to defeat the reawakened Ryukotsusei.\He must use the Backlash Wave. response:	Backlash Wave? What is that?
context: If Ryukotsusei acts up once more...\this plain of Musashi will become a field of ashes.\l-Is he that frightening a demon?\Uh-huh.\How can we defeat such a demon?\There's only one way to defeat the reawakened Ryukotsusei.\He must use the Backlash Wave.\Backlash Wave? What is that? response:	It is the ultimate technique of Tetsusaiga.
context: this plain of Musashi will become a field of ashes.\l-Is he that frightening a demon?\Uh-huh.\How can we defeat such a demon?\There's only one way to defeat the reawakened Ryukotsusei.\He must use the Backlash Wave.\Backlash Wave? What is that?\It is the ultimate technique of Tetsusaiga. response:	You mean it's even stronger than the Wind Scar?
context: l-Is he that frightening a demon?\Uh-huh.\How can we defeat such a demon?\There's only one way to defeat the reawakened Ryukotsusei.\He must use the Backlash Wave.\Backlash Wave? What is that?\It is the ultimate technique of Tetsusaiga.\You mean it's even stronger than the Wind Scar? response:	The Wind Scar is a trick for a beginner.
context: Uh-huh.\How can we defeat such a demon?\There's only one way to defeat the reawakened Ryukotsusei.\He must use the Backlash Wave.\Backlash Wave? What is that?\It is the ultimate technique of Tetsusaiga.\You mean it's even stronger than the Wind Scar?\The Wind Scar is a trick for a beginner. response:	But...
context: How can we defeat such a demon?\There's only one way to defeat the reawakened Ryukotsusei.\He must use the Backlash Wave.\Backlash Wave? What is that?\It is the ultimate technique of Tetsusaiga.\You mean it's even stronger than the Wind Scar?\The Wind Scar is a trick for a beginner.\But... response:	Inuyasha can barely wield Tetsusaiga, not to mention the Wind Scar!
context: There's only one way to defeat the reawakened Ryukotsusei.\He must use the Backlash Wave.\Backlash Wave? What is that?\It is the ultimate technique of Tetsusaiga.\You mean it's even stronger than the Wind Scar?\The Wind Scar is a trick for a beginner.\But...\Inuyasha can barely wield Tetsusaiga, not to mention the Wind Scar! response:	Let alone the ultimate technique...
context: He must use the Backlash Wave.\Backlash Wave? What is that?\It is the ultimate technique of Tetsusaiga.\You mean it's even stronger than the Wind Scar?\The Wind Scar is a trick for a beginner.\But...\Inuyasha can barely wield Tetsusaiga, not to mention the Wind Scar!\Let alone the ultimate technique... response:	I guess it's impossible.
context: Backlash Wave? What is that?\It is the ultimate technique of Tetsusaiga.\You mean it's even stronger than the Wind Scar?\The Wind Scar is a trick for a beginner.\But...\Inuyasha can barely wield Tetsusaiga, not to mention the Wind Scar!\Let alone the ultimate technique...\I guess it's impossible. response:	Ouch.
context: It is the ultimate technique of Tetsusaiga.\You mean it's even stronger than the Wind Scar?\The Wind Scar is a trick for a beginner.\But...\Inuyasha can barely wield Tetsusaiga, not to mention the Wind Scar!\Let alone the ultimate technique...\I guess it's impossible.\Ouch. response:	Master Myoga... did you abandon Inuyasha again?
context: You mean it's even stronger than the Wind Scar?\The Wind Scar is a trick for a beginner.\But...\Inuyasha can barely wield Tetsusaiga, not to mention the Wind Scar!\Let alone the ultimate technique...\I guess it's impossible.\Ouch.\Master Myoga... did you abandon Inuyasha again? response:	Kagome!
context: The Wind Scar is a trick for a beginner.\But...\Inuyasha can barely wield Tetsusaiga, not to mention the Wind Scar!\Let alone the ultimate technique...\I guess it's impossible.\Ouch.\Master Myoga... did you abandon Inuyasha again?\Kagome! response:	Inuyasha!
context: But...\Inuyasha can barely wield Tetsusaiga, not to mention the Wind Scar!\Let alone the ultimate technique...\I guess it's impossible.\Ouch.\Master Myoga... did you abandon Inuyasha again?\Kagome!\Inuyasha! response:	Stay alive!
context: Inuyasha can barely wield Tetsusaiga, not to mention the Wind Scar!\Let alone the ultimate technique...\I guess it's impossible.\Ouch.\Master Myoga... did you abandon Inuyasha again?\Kagome!\Inuyasha!\Stay alive! response:	So weak.
context: Let alone the ultimate technique...\I guess it's impossible.\Ouch.\Master Myoga... did you abandon Inuyasha again?\Kagome!\Inuyasha!\Stay alive!\So weak. response:	You're not worth tormenting.
context: I guess it's impossible.\Ouch.\Master Myoga... did you abandon Inuyasha again?\Kagome!\Inuyasha!\Stay alive!\So weak.\You're not worth tormenting. response:	It won't relieve my anger towards your father for putting me under seal.
