context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: Of course! Sorry!\I won't talk about it anymore.\Damn, is that the only way I can talk right now?\But you know, Saki...\I think cosplaying was the right thing to do.\That became more a way for us to appeal to other clubs...\After that, the others weren't so harsh towards Genshiken.\Uh, yeah, that's very true. response:	The mood around us changed a bit after that.
context: I won't talk about it anymore.\Damn, is that the only way I can talk right now?\But you know, Saki...\I think cosplaying was the right thing to do.\That became more a way for us to appeal to other clubs...\After that, the others weren't so harsh towards Genshiken.\Uh, yeah, that's very true.\The mood around us changed a bit after that. response:	The video the manga club shot seems to have quite the cult following.
context: Damn, is that the only way I can talk right now?\But you know, Saki...\I think cosplaying was the right thing to do.\That became more a way for us to appeal to other clubs...\After that, the others weren't so harsh towards Genshiken.\Uh, yeah, that's very true.\The mood around us changed a bit after that.\The video the manga club shot seems to have quite the cult following. response:	So even if it takes time, part of why Genshiken can pick up the pieces...
context: But you know, Saki...\I think cosplaying was the right thing to do.\That became more a way for us to appeal to other clubs...\After that, the others weren't so harsh towards Genshiken.\Uh, yeah, that's very true.\The mood around us changed a bit after that.\The video the manga club shot seems to have quite the cult following.\So even if it takes time, part of why Genshiken can pick up the pieces... response:	Besides, the reason we pick on you...
context: I think cosplaying was the right thing to do.\That became more a way for us to appeal to other clubs...\After that, the others weren't so harsh towards Genshiken.\Uh, yeah, that's very true.\The mood around us changed a bit after that.\The video the manga club shot seems to have quite the cult following.\So even if it takes time, part of why Genshiken can pick up the pieces...\Besides, the reason we pick on you... response:	That sounded so embarrassing, I just...
context: That became more a way for us to appeal to other clubs...\After that, the others weren't so harsh towards Genshiken.\Uh, yeah, that's very true.\The mood around us changed a bit after that.\The video the manga club shot seems to have quite the cult following.\So even if it takes time, part of why Genshiken can pick up the pieces...\Besides, the reason we pick on you...\That sounded so embarrassing, I just... response:	I'm going to the bathroom.
context: After that, the others weren't so harsh towards Genshiken.\Uh, yeah, that's very true.\The mood around us changed a bit after that.\The video the manga club shot seems to have quite the cult following.\So even if it takes time, part of why Genshiken can pick up the pieces...\Besides, the reason we pick on you...\That sounded so embarrassing, I just...\I'm going to the bathroom. response:	Okay.
context: Uh, yeah, that's very true.\The mood around us changed a bit after that.\The video the manga club shot seems to have quite the cult following.\So even if it takes time, part of why Genshiken can pick up the pieces...\Besides, the reason we pick on you...\That sounded so embarrassing, I just...\I'm going to the bathroom.\Okay. response:	Yeah, she hasn't been smoking lately.
context: The mood around us changed a bit after that.\The video the manga club shot seems to have quite the cult following.\So even if it takes time, part of why Genshiken can pick up the pieces...\Besides, the reason we pick on you...\That sounded so embarrassing, I just...\I'm going to the bathroom.\Okay.\Yeah, she hasn't been smoking lately. response:	You're right, and she no longer smells of it.
context: The video the manga club shot seems to have quite the cult following.\So even if it takes time, part of why Genshiken can pick up the pieces...\Besides, the reason we pick on you...\That sounded so embarrassing, I just...\I'm going to the bathroom.\Okay.\Yeah, she hasn't been smoking lately.\You're right, and she no longer smells of it. response:	Well, maybe this is an unexpected side of her.
context: So even if it takes time, part of why Genshiken can pick up the pieces...\Besides, the reason we pick on you...\That sounded so embarrassing, I just...\I'm going to the bathroom.\Okay.\Yeah, she hasn't been smoking lately.\You're right, and she no longer smells of it.\Well, maybe this is an unexpected side of her. response:	I wouldn't call it unexpected...
context: Besides, the reason we pick on you...\That sounded so embarrassing, I just...\I'm going to the bathroom.\Okay.\Yeah, she hasn't been smoking lately.\You're right, and she no longer smells of it.\Well, maybe this is an unexpected side of her.\I wouldn't call it unexpected... response:	But it's something we easily fail to notice.
context: That sounded so embarrassing, I just...\I'm going to the bathroom.\Okay.\Yeah, she hasn't been smoking lately.\You're right, and she no longer smells of it.\Well, maybe this is an unexpected side of her.\I wouldn't call it unexpected...\But it's something we easily fail to notice. response:	Saki.
context: I'm going to the bathroom.\Okay.\Yeah, she hasn't been smoking lately.\You're right, and she no longer smells of it.\Well, maybe this is an unexpected side of her.\I wouldn't call it unexpected...\But it's something we easily fail to notice.\Saki. response:	Hold on, I need to fix my face. Saki.
context: Okay.\Yeah, she hasn't been smoking lately.\You're right, and she no longer smells of it.\Well, maybe this is an unexpected side of her.\I wouldn't call it unexpected...\But it's something we easily fail to notice.\Saki.\Hold on, I need to fix my face. Saki. response:	Hold on, I need to fix my face.
context: Yeah, she hasn't been smoking lately.\You're right, and she no longer smells of it.\Well, maybe this is an unexpected side of her.\I wouldn't call it unexpected...\But it's something we easily fail to notice.\Saki.\Hold on, I need to fix my face. Saki.\Hold on, I need to fix my face. response:	Here's the key.
context: You're right, and she no longer smells of it.\Well, maybe this is an unexpected side of her.\I wouldn't call it unexpected...\But it's something we easily fail to notice.\Saki.\Hold on, I need to fix my face. Saki.\Hold on, I need to fix my face.\Here's the key. response:	All right, I'll accept responsibility for it.
context: Well, maybe this is an unexpected side of her.\I wouldn't call it unexpected...\But it's something we easily fail to notice.\Saki.\Hold on, I need to fix my face. Saki.\Hold on, I need to fix my face.\Here's the key.\All right, I'll accept responsibility for it. response:	This is the volunteer work schedule.
context: I wouldn't call it unexpected...\But it's something we easily fail to notice.\Saki.\Hold on, I need to fix my face. Saki.\Hold on, I need to fix my face.\Here's the key.\All right, I'll accept responsibility for it.\This is the volunteer work schedule. response:	Many thanks.
context: But it's something we easily fail to notice.\Saki.\Hold on, I need to fix my face. Saki.\Hold on, I need to fix my face.\Here's the key.\All right, I'll accept responsibility for it.\This is the volunteer work schedule.\Many thanks. response:	We're sorry for the trouble.
context: Saki.\Hold on, I need to fix my face. Saki.\Hold on, I need to fix my face.\Here's the key.\All right, I'll accept responsibility for it.\This is the volunteer work schedule.\Many thanks.\We're sorry for the trouble. response:	You should tell that to your club members.
context: Hold on, I need to fix my face. Saki.\Hold on, I need to fix my face.\Here's the key.\All right, I'll accept responsibility for it.\This is the volunteer work schedule.\Many thanks.\We're sorry for the trouble.\You should tell that to your club members. response:	That's true.
context: Hold on, I need to fix my face.\Here's the key.\All right, I'll accept responsibility for it.\This is the volunteer work schedule.\Many thanks.\We're sorry for the trouble.\You should tell that to your club members.\That's true. response:	Well, good luck.
context: Here's the key.\All right, I'll accept responsibility for it.\This is the volunteer work schedule.\Many thanks.\We're sorry for the trouble.\You should tell that to your club members.\That's true.\Well, good luck. response:	Pardon?
context: All right, I'll accept responsibility for it.\This is the volunteer work schedule.\Many thanks.\We're sorry for the trouble.\You should tell that to your club members.\That's true.\Well, good luck.\Pardon? response:	Nothing.
context: This is the volunteer work schedule.\Many thanks.\We're sorry for the trouble.\You should tell that to your club members.\That's true.\Well, good luck.\Pardon?\Nothing. response:	Ah, there they are.
context: Many thanks.\We're sorry for the trouble.\You should tell that to your club members.\That's true.\Well, good luck.\Pardon?\Nothing.\Ah, there they are. response:	Are we done?
context: We're sorry for the trouble.\You should tell that to your club members.\That's true.\Well, good luck.\Pardon?\Nothing.\Ah, there they are.\Are we done? response:	Yup, thanks for helping.
context: You should tell that to your club members.\That's true.\Well, good luck.\Pardon?\Nothing.\Ah, there they are.\Are we done?\Yup, thanks for helping. response:	Let's call it a day.
context: That's true.\Well, good luck.\Pardon?\Nothing.\Ah, there they are.\Are we done?\Yup, thanks for helping.\Let's call it a day. response:	Are you sure?
context: Well, good luck.\Pardon?\Nothing.\Ah, there they are.\Are we done?\Yup, thanks for helping.\Let's call it a day.\Are you sure? response:	Well, you know...
context: Pardon?\Nothing.\Ah, there they are.\Are we done?\Yup, thanks for helping.\Let's call it a day.\Are you sure?\Well, you know... response:	You're right.
context: Nothing.\Ah, there they are.\Are we done?\Yup, thanks for helping.\Let's call it a day.\Are you sure?\Well, you know...\You're right. response:	It'd also be better for Saki to settle down a little more.
context: Ah, there they are.\Are we done?\Yup, thanks for helping.\Let's call it a day.\Are you sure?\Well, you know...\You're right.\It'd also be better for Saki to settle down a little more. response:	Bye.
context: Are we done?\Yup, thanks for helping.\Let's call it a day.\Are you sure?\Well, you know...\You're right.\It'd also be better for Saki to settle down a little more.\Bye. response:	Yeah.
context: Yup, thanks for helping.\Let's call it a day.\Are you sure?\Well, you know...\You're right.\It'd also be better for Saki to settle down a little more.\Bye.\Yeah. response:	So, shall we grab some food?
context: Let's call it a day.\Are you sure?\Well, you know...\You're right.\It'd also be better for Saki to settle down a little more.\Bye.\Yeah.\So, shall we grab some food? response:	Sure, it'd be a good way to finish up.
context: Are you sure?\Well, you know...\You're right.\It'd also be better for Saki to settle down a little more.\Bye.\Yeah.\So, shall we grab some food?\Sure, it'd be a good way to finish up. response:	Where to?
context: Well, you know...\You're right.\It'd also be better for Saki to settle down a little more.\Bye.\Yeah.\So, shall we grab some food?\Sure, it'd be a good way to finish up.\Where to? response:	How about some beef bowl from Handaya?
context: You're right.\It'd also be better for Saki to settle down a little more.\Bye.\Yeah.\So, shall we grab some food?\Sure, it'd be a good way to finish up.\Where to?\How about some beef bowl from Handaya? response:	Or cabbage fried rice at Soukutsuya.
context: It'd also be better for Saki to settle down a little more.\Bye.\Yeah.\So, shall we grab some food?\Sure, it'd be a good way to finish up.\Where to?\How about some beef bowl from Handaya?\Or cabbage fried rice at Soukutsuya. response:	I'm for kiev style cutlet at Chiruchiru.
context: Bye.\Yeah.\So, shall we grab some food?\Sure, it'd be a good way to finish up.\Where to?\How about some beef bowl from Handaya?\Or cabbage fried rice at Soukutsuya.\I'm for kiev style cutlet at Chiruchiru. response:	W-Want to sing?
context: Yeah.\So, shall we grab some food?\Sure, it'd be a good way to finish up.\Where to?\How about some beef bowl from Handaya?\Or cabbage fried rice at Soukutsuya.\I'm for kiev style cutlet at Chiruchiru.\W-Want to sing? response:	No singing!
context: So, shall we grab some food?\Sure, it'd be a good way to finish up.\Where to?\How about some beef bowl from Handaya?\Or cabbage fried rice at Soukutsuya.\I'm for kiev style cutlet at Chiruchiru.\W-Want to sing?\No singing! response:	Ehhh!
context: Sure, it'd be a good way to finish up.\Where to?\How about some beef bowl from Handaya?\Or cabbage fried rice at Soukutsuya.\I'm for kiev style cutlet at Chiruchiru.\W-Want to sing?\No singing!\Ehhh! response:	Volunteer work schedule
context: Where to?\How about some beef bowl from Handaya?\Or cabbage fried rice at Soukutsuya.\I'm for kiev style cutlet at Chiruchiru.\W-Want to sing?\No singing!\Ehhh!\Volunteer work schedule response:	That can't be!
context: How about some beef bowl from Handaya?\Or cabbage fried rice at Soukutsuya.\I'm for kiev style cutlet at Chiruchiru.\W-Want to sing?\No singing!\Ehhh!\Volunteer work schedule\That can't be! response:	T-This sucks.
context: Or cabbage fried rice at Soukutsuya.\I'm for kiev style cutlet at Chiruchiru.\W-Want to sing?\No singing!\Ehhh!\Volunteer work schedule\That can't be!\T-This sucks. response:	So much for Comic Fest.
context: I'm for kiev style cutlet at Chiruchiru.\W-Want to sing?\No singing!\Ehhh!\Volunteer work schedule\That can't be!\T-This sucks.\So much for Comic Fest. response:	All three days.
context: W-Want to sing?\No singing!\Ehhh!\Volunteer work schedule\That can't be!\T-This sucks.\So much for Comic Fest.\All three days. response:	Man...
context: No singing!\Ehhh!\Volunteer work schedule\That can't be!\T-This sucks.\So much for Comic Fest.\All three days.\Man... response:	No.
context: Ehhh!\Volunteer work schedule\That can't be!\T-This sucks.\So much for Comic Fest.\All three days.\Man...\No. response:	Just one of us has the 30th free.
context: Volunteer work schedule\That can't be!\T-This sucks.\So much for Comic Fest.\All three days.\Man...\No.\Just one of us has the 30th free. response:	I don't suppose you're going to suggest another penalty game.
context: That can't be!\T-This sucks.\So much for Comic Fest.\All three days.\Man...\No.\Just one of us has the 30th free.\I don't suppose you're going to suggest another penalty game. response:	No, this is a request.
context: T-This sucks.\So much for Comic Fest.\All three days.\Man...\No.\Just one of us has the 30th free.\I don't suppose you're going to suggest another penalty game.\No, this is a request. response:	No! No, this is a request.
context: So much for Comic Fest.\All three days.\Man...\No.\Just one of us has the 30th free.\I don't suppose you're going to suggest another penalty game.\No, this is a request.\No! No, this is a request. response:	But even if Kasukabe did that for us,
context: All three days.\Man...\No.\Just one of us has the 30th free.\I don't suppose you're going to suggest another penalty game.\No, this is a request.\No! No, this is a request.\But even if Kasukabe did that for us, response:	she'd probably just get more mainstream dojinshi.
context: Man...\No.\Just one of us has the 30th free.\I don't suppose you're going to suggest another penalty game.\No, this is a request.\No! No, this is a request.\But even if Kasukabe did that for us,\she'd probably just get more mainstream dojinshi. response:	We can always just buy that kind afterwards at dojin shops.
context: No.\Just one of us has the 30th free.\I don't suppose you're going to suggest another penalty game.\No, this is a request.\No! No, this is a request.\But even if Kasukabe did that for us,\she'd probably just get more mainstream dojinshi.\We can always just buy that kind afterwards at dojin shops. response:	No, there's also Comic Fest-specific limited editions!
context: Just one of us has the 30th free.\I don't suppose you're going to suggest another penalty game.\No, this is a request.\No! No, this is a request.\But even if Kasukabe did that for us,\she'd probably just get more mainstream dojinshi.\We can always just buy that kind afterwards at dojin shops.\No, there's also Comic Fest-specific limited editions! response:	That's why someone must go in person!
context: I don't suppose you're going to suggest another penalty game.\No, this is a request.\No! No, this is a request.\But even if Kasukabe did that for us,\she'd probably just get more mainstream dojinshi.\We can always just buy that kind afterwards at dojin shops.\No, there's also Comic Fest-specific limited editions!\That's why someone must go in person! response:	I know better than that.
context: No, this is a request.\No! No, this is a request.\But even if Kasukabe did that for us,\she'd probably just get more mainstream dojinshi.\We can always just buy that kind afterwards at dojin shops.\No, there's also Comic Fest-specific limited editions!\That's why someone must go in person!\I know better than that. response:	Your ultimate goal isn't to buy dojinshi, it's to use them.
context: No! No, this is a request.\But even if Kasukabe did that for us,\she'd probably just get more mainstream dojinshi.\We can always just buy that kind afterwards at dojin shops.\No, there's also Comic Fest-specific limited editions!\That's why someone must go in person!\I know better than that.\Your ultimate goal isn't to buy dojinshi, it's to use them. response:	You'd make me be your gopher for something like that?
context: But even if Kasukabe did that for us,\she'd probably just get more mainstream dojinshi.\We can always just buy that kind afterwards at dojin shops.\No, there's also Comic Fest-specific limited editions!\That's why someone must go in person!\I know better than that.\Your ultimate goal isn't to buy dojinshi, it's to use them.\You'd make me be your gopher for something like that? response:	She's a tough one.
context: she'd probably just get more mainstream dojinshi.\We can always just buy that kind afterwards at dojin shops.\No, there's also Comic Fest-specific limited editions!\That's why someone must go in person!\I know better than that.\Your ultimate goal isn't to buy dojinshi, it's to use them.\You'd make me be your gopher for something like that?\She's a tough one. response:	If you understand us that well, I'll get to the point.
context: We can always just buy that kind afterwards at dojin shops.\No, there's also Comic Fest-specific limited editions!\That's why someone must go in person!\I know better than that.\Your ultimate goal isn't to buy dojinshi, it's to use them.\You'd make me be your gopher for something like that?\She's a tough one.\If you understand us that well, I'll get to the point. response:	Here it comes.
context: No, there's also Comic Fest-specific limited editions!\That's why someone must go in person!\I know better than that.\Your ultimate goal isn't to buy dojinshi, it's to use them.\You'd make me be your gopher for something like that?\She's a tough one.\If you understand us that well, I'll get to the point.\Here it comes. response:	If I may be so bold!
context: That's why someone must go in person!\I know better than that.\Your ultimate goal isn't to buy dojinshi, it's to use them.\You'd make me be your gopher for something like that?\She's a tough one.\If you understand us that well, I'll get to the point.\Here it comes.\If I may be so bold! response:	It's always gotta be some big production.
context: I know better than that.\Your ultimate goal isn't to buy dojinshi, it's to use them.\You'd make me be your gopher for something like that?\She's a tough one.\If you understand us that well, I'll get to the point.\Here it comes.\If I may be so bold!\It's always gotta be some big production. response:	A winter break without new books from Comic Fest...
context: Your ultimate goal isn't to buy dojinshi, it's to use them.\You'd make me be your gopher for something like that?\She's a tough one.\If you understand us that well, I'll get to the point.\Here it comes.\If I may be so bold!\It's always gotta be some big production.\A winter break without new books from Comic Fest... response:	And when it's that boring, we're of course going to spend it doing you-know-what!
context: You'd make me be your gopher for something like that?\She's a tough one.\If you understand us that well, I'll get to the point.\Here it comes.\If I may be so bold!\It's always gotta be some big production.\A winter break without new books from Comic Fest...\And when it's that boring, we're of course going to spend it doing you-know-what! response:	In other words, nothing but m- m-m...the whole time!
context: She's a tough one.\If you understand us that well, I'll get to the point.\Here it comes.\If I may be so bold!\It's always gotta be some big production.\A winter break without new books from Comic Fest...\And when it's that boring, we're of course going to spend it doing you-know-what!\In other words, nothing but m- m-m...the whole time! response:	Wham.
context: If you understand us that well, I'll get to the point.\Here it comes.\If I may be so bold!\It's always gotta be some big production.\A winter break without new books from Comic Fest...\And when it's that boring, we're of course going to spend it doing you-know-what!\In other words, nothing but m- m-m...the whole time!\Wham. response:	She really punched him.
context: Here it comes.\If I may be so bold!\It's always gotta be some big production.\A winter break without new books from Comic Fest...\And when it's that boring, we're of course going to spend it doing you-know-what!\In other words, nothing but m- m-m...the whole time!\Wham.\She really punched him. response:	Like her arm just extended.
context: If I may be so bold!\It's always gotta be some big production.\A winter break without new books from Comic Fest...\And when it's that boring, we're of course going to spend it doing you-know-what!\In other words, nothing but m- m-m...the whole time!\Wham.\She really punched him.\Like her arm just extended. response:	This is volunteer work, and the last time...
context: It's always gotta be some big production.\A winter break without new books from Comic Fest...\And when it's that boring, we're of course going to spend it doing you-know-what!\In other words, nothing but m- m-m...the whole time!\Wham.\She really punched him.\Like her arm just extended.\This is volunteer work, and the last time... response:	I'll go!
context: A winter break without new books from Comic Fest...\And when it's that boring, we're of course going to spend it doing you-know-what!\In other words, nothing but m- m-m...the whole time!\Wham.\She really punched him.\Like her arm just extended.\This is volunteer work, and the last time...\I'll go! response:	So, this is the first Kujiun series summarization meeting.
context: And when it's that boring, we're of course going to spend it doing you-know-what!\In other words, nothing but m- m-m...the whole time!\Wham.\She really punched him.\Like her arm just extended.\This is volunteer work, and the last time...\I'll go!\So, this is the first Kujiun series summarization meeting. response:	Wasn't it the New Year's/ Genshiken is back in business party?
context: In other words, nothing but m- m-m...the whole time!\Wham.\She really punched him.\Like her arm just extended.\This is volunteer work, and the last time...\I'll go!\So, this is the first Kujiun series summarization meeting.\Wasn't it the New Year's/ Genshiken is back in business party? response:	Well, it certainly did take a long time to come home!
context: Wham.\She really punched him.\Like her arm just extended.\This is volunteer work, and the last time...\I'll go!\So, this is the first Kujiun series summarization meeting.\Wasn't it the New Year's/ Genshiken is back in business party?\Well, it certainly did take a long time to come home! response:	All kinds of volunteer work, forced labor, working for free, compulsory service!
context: She really punched him.\Like her arm just extended.\This is volunteer work, and the last time...\I'll go!\So, this is the first Kujiun series summarization meeting.\Wasn't it the New Year's/ Genshiken is back in business party?\Well, it certainly did take a long time to come home!\All kinds of volunteer work, forced labor, working for free, compulsory service! response:	You can stop making it sound like all I did was go buy dojinshi.
context: Like her arm just extended.\This is volunteer work, and the last time...\I'll go!\So, this is the first Kujiun series summarization meeting.\Wasn't it the New Year's/ Genshiken is back in business party?\Well, it certainly did take a long time to come home!\All kinds of volunteer work, forced labor, working for free, compulsory service!\You can stop making it sound like all I did was go buy dojinshi. response:	I worked at a nursery.
context: This is volunteer work, and the last time...\I'll go!\So, this is the first Kujiun series summarization meeting.\Wasn't it the New Year's/ Genshiken is back in business party?\Well, it certainly did take a long time to come home!\All kinds of volunteer work, forced labor, working for free, compulsory service!\You can stop making it sound like all I did was go buy dojinshi.\I worked at a nursery. response:	So anyway, yes, let's stop talking about that and cut! Right?
context: I'll go!\So, this is the first Kujiun series summarization meeting.\Wasn't it the New Year's/ Genshiken is back in business party?\Well, it certainly did take a long time to come home!\All kinds of volunteer work, forced labor, working for free, compulsory service!\You can stop making it sound like all I did was go buy dojinshi.\I worked at a nursery.\So anyway, yes, let's stop talking about that and cut! Right? response:	Tokino!
context: So, this is the first Kujiun series summarization meeting.\Wasn't it the New Year's/ Genshiken is back in business party?\Well, it certainly did take a long time to come home!\All kinds of volunteer work, forced labor, working for free, compulsory service!\You can stop making it sound like all I did was go buy dojinshi.\I worked at a nursery.\So anyway, yes, let's stop talking about that and cut! Right?\Tokino! response:	Tokino!
context: Wasn't it the New Year's/ Genshiken is back in business party?\Well, it certainly did take a long time to come home!\All kinds of volunteer work, forced labor, working for free, compulsory service!\You can stop making it sound like all I did was go buy dojinshi.\I worked at a nursery.\So anyway, yes, let's stop talking about that and cut! Right?\Tokino!\Tokino! response:	Please come over, Tokino! We're waiting for you!
context: Well, it certainly did take a long time to come home!\All kinds of volunteer work, forced labor, working for free, compulsory service!\You can stop making it sound like all I did was go buy dojinshi.\I worked at a nursery.\So anyway, yes, let's stop talking about that and cut! Right?\Tokino!\Tokino!\Please come over, Tokino! We're waiting for you! response:	Come on!
context: All kinds of volunteer work, forced labor, working for free, compulsory service!\You can stop making it sound like all I did was go buy dojinshi.\I worked at a nursery.\So anyway, yes, let's stop talking about that and cut! Right?\Tokino!\Tokino!\Please come over, Tokino! We're waiting for you!\Come on! response:	What can you see from there?
context: You can stop making it sound like all I did was go buy dojinshi.\I worked at a nursery.\So anyway, yes, let's stop talking about that and cut! Right?\Tokino!\Tokino!\Please come over, Tokino! We're waiting for you!\Come on!\What can you see from there? response:	What I can see from here is...
context: I worked at a nursery.\So anyway, yes, let's stop talking about that and cut! Right?\Tokino!\Tokino!\Please come over, Tokino! We're waiting for you!\Come on!\What can you see from there?\What I can see from here is... response:	A view I'm sure we've never seen before!
context: So anyway, yes, let's stop talking about that and cut! Right?\Tokino!\Tokino!\Please come over, Tokino! We're waiting for you!\Come on!\What can you see from there?\What I can see from here is...\A view I'm sure we've never seen before! response:	This is it! This is the quality I wanted to see!
context: Tokino!\Tokino!\Please come over, Tokino! We're waiting for you!\Come on!\What can you see from there?\What I can see from here is...\A view I'm sure we've never seen before!\This is it! This is the quality I wanted to see! response:	The sale date got pushed back again and again...
context: Tokino!\Please come over, Tokino! We're waiting for you!\Come on!\What can you see from there?\What I can see from here is...\A view I'm sure we've never seen before!\This is it! This is the quality I wanted to see!\The sale date got pushed back again and again... response:	But this changes my opinion of Yamabata now.
context: Please come over, Tokino! We're waiting for you!\Come on!\What can you see from there?\What I can see from here is...\A view I'm sure we've never seen before!\This is it! This is the quality I wanted to see!\The sale date got pushed back again and again...\But this changes my opinion of Yamabata now. response:	T-These days only a-artist type directors tend to stand out.
context: Come on!\What can you see from there?\What I can see from here is...\A view I'm sure we've never seen before!\This is it! This is the quality I wanted to see!\The sale date got pushed back again and again...\But this changes my opinion of Yamabata now.\T-These days only a-artist type directors tend to stand out. response:	Like Aizawa and Seki.
context: What can you see from there?\What I can see from here is...\A view I'm sure we've never seen before!\This is it! This is the quality I wanted to see!\The sale date got pushed back again and again...\But this changes my opinion of Yamabata now.\T-These days only a-artist type directors tend to stand out.\Like Aizawa and Seki. response:	Yeah, they're a bit over-hyped.
context: What I can see from here is...\A view I'm sure we've never seen before!\This is it! This is the quality I wanted to see!\The sale date got pushed back again and again...\But this changes my opinion of Yamabata now.\T-These days only a-artist type directors tend to stand out.\Like Aizawa and Seki.\Yeah, they're a bit over-hyped. response:	Their tricks are too obvious and polished.
context: A view I'm sure we've never seen before!\This is it! This is the quality I wanted to see!\The sale date got pushed back again and again...\But this changes my opinion of Yamabata now.\T-These days only a-artist type directors tend to stand out.\Like Aizawa and Seki.\Yeah, they're a bit over-hyped.\Their tricks are too obvious and polished. response:	I'll say.
context: This is it! This is the quality I wanted to see!\The sale date got pushed back again and again...\But this changes my opinion of Yamabata now.\T-These days only a-artist type directors tend to stand out.\Like Aizawa and Seki.\Yeah, they're a bit over-hyped.\Their tricks are too obvious and polished.\I'll say. response:	It shows we need to pay more respect towards these...
context: The sale date got pushed back again and again...\But this changes my opinion of Yamabata now.\T-These days only a-artist type directors tend to stand out.\Like Aizawa and Seki.\Yeah, they're a bit over-hyped.\Their tricks are too obvious and polished.\I'll say.\It shows we need to pay more respect towards these... response:	It's the same as ever.
context: But this changes my opinion of Yamabata now.\T-These days only a-artist type directors tend to stand out.\Like Aizawa and Seki.\Yeah, they're a bit over-hyped.\Their tricks are too obvious and polished.\I'll say.\It shows we need to pay more respect towards these...\It's the same as ever. response:	Yes, it is.
context: T-These days only a-artist type directors tend to stand out.\Like Aizawa and Seki.\Yeah, they're a bit over-hyped.\Their tricks are too obvious and polished.\I'll say.\It shows we need to pay more respect towards these...\It's the same as ever.\Yes, it is. response:	I've got something I need to say, if now's a good time.
context: Like Aizawa and Seki.\Yeah, they're a bit over-hyped.\Their tricks are too obvious and polished.\I'll say.\It shows we need to pay more respect towards these...\It's the same as ever.\Yes, it is.\I've got something I need to say, if now's a good time. response:	What is it?
context: Yeah, they're a bit over-hyped.\Their tricks are too obvious and polished.\I'll say.\It shows we need to pay more respect towards these...\It's the same as ever.\Yes, it is.\I've got something I need to say, if now's a good time.\What is it? response:	Well, h-how to say this...
context: Their tricks are too obvious and polished.\I'll say.\It shows we need to pay more respect towards these...\It's the same as ever.\Yes, it is.\I've got something I need to say, if now's a good time.\What is it?\Well, h-how to say this... response:	Um...
context: I'll say.\It shows we need to pay more respect towards these...\It's the same as ever.\Yes, it is.\I've got something I need to say, if now's a good time.\What is it?\Well, h-how to say this...\Um... response:	Might I retire as chairman?
context: It shows we need to pay more respect towards these...\It's the same as ever.\Yes, it is.\I've got something I need to say, if now's a good time.\What is it?\Well, h-how to say this...\Um...\Might I retire as chairman? response:	Huh?
context: It's the same as ever.\Yes, it is.\I've got something I need to say, if now's a good time.\What is it?\Well, h-how to say this...\Um...\Might I retire as chairman?\Huh? response:	W-What brought this on?
context: Yes, it is.\I've got something I need to say, if now's a good time.\What is it?\Well, h-how to say this...\Um...\Might I retire as chairman?\Huh?\W-What brought this on? response:	Well, I guess, this seemed like a good stopping point.
context: I've got something I need to say, if now's a good time.\What is it?\Well, h-how to say this...\Um...\Might I retire as chairman?\Huh?\W-What brought this on?\Well, I guess, this seemed like a good stopping point. response:	I'm not too sure.
context: What is it?\Well, h-how to say this...\Um...\Might I retire as chairman?\Huh?\W-What brought this on?\Well, I guess, this seemed like a good stopping point.\I'm not too sure. response:	Oh really?
context: Well, h-how to say this...\Um...\Might I retire as chairman?\Huh?\W-What brought this on?\Well, I guess, this seemed like a good stopping point.\I'm not too sure.\Oh really? response:	Just come out and say it...
context: Um...\Might I retire as chairman?\Huh?\W-What brought this on?\Well, I guess, this seemed like a good stopping point.\I'm not too sure.\Oh really?\Just come out and say it... response:	Someone's been causing too many problems and you're tired of it!
context: Might I retire as chairman?\Huh?\W-What brought this on?\Well, I guess, this seemed like a good stopping point.\I'm not too sure.\Oh really?\Just come out and say it...\Someone's been causing too many problems and you're tired of it! response:	Uh, no, I was afraid to say it since I thought you'd take it that way.
context: Huh?\W-What brought this on?\Well, I guess, this seemed like a good stopping point.\I'm not too sure.\Oh really?\Just come out and say it...\Someone's been causing too many problems and you're tired of it!\Uh, no, I was afraid to say it since I thought you'd take it that way. response:	Besides.
context: W-What brought this on?\Well, I guess, this seemed like a good stopping point.\I'm not too sure.\Oh really?\Just come out and say it...\Someone's been causing too many problems and you're tired of it!\Uh, no, I was afraid to say it since I thought you'd take it that way.\Besides. response:	I have to start job hunting this year.
context: Well, I guess, this seemed like a good stopping point.\I'm not too sure.\Oh really?\Just come out and say it...\Someone's been causing too many problems and you're tired of it!\Uh, no, I was afraid to say it since I thought you'd take it that way.\Besides.\I have to start job hunting this year. response:	Job hunting?
context: I'm not too sure.\Oh really?\Just come out and say it...\Someone's been causing too many problems and you're tired of it!\Uh, no, I was afraid to say it since I thought you'd take it that way.\Besides.\I have to start job hunting this year.\Job hunting? response:	Knock off the harmony, you two! Job hunting?
context: Oh really?\Just come out and say it...\Someone's been causing too many problems and you're tired of it!\Uh, no, I was afraid to say it since I thought you'd take it that way.\Besides.\I have to start job hunting this year.\Job hunting?\Knock off the harmony, you two! Job hunting? response:	Well, I think it could be good timing, not really too early.
context: Just come out and say it...\Someone's been causing too many problems and you're tired of it!\Uh, no, I was afraid to say it since I thought you'd take it that way.\Besides.\I have to start job hunting this year.\Job hunting?\Knock off the harmony, you two! Job hunting?\Well, I think it could be good timing, not really too early. response:	It's January, after all.
