context: Biba-sama! response:	Lord Liberator!
context: Be gone.\Is that...\H-Help me!\You lied to me.\You already decided you would betray me.\You are weak.\Stop!\Why... did you kill him?! response:	He asked for help!
context: Is that...\H-Help me!\You lied to me.\You already decided you would betray me.\You are weak.\Stop!\Why... did you kill him?!\He asked for help! response:	Ikoma!
context: H-Help me!\You lied to me.\You already decided you would betray me.\You are weak.\Stop!\Why... did you kill him?!\He asked for help!\Ikoma! response:	Leave it to the commander.
context: You lied to me.\You already decided you would betray me.\You are weak.\Stop!\Why... did you kill him?!\He asked for help!\Ikoma!\Leave it to the commander. response:	Is this man your blood?
context: You already decided you would betray me.\You are weak.\Stop!\Why... did you kill him?!\He asked for help!\Ikoma!\Leave it to the commander.\Is this man your blood? response:	Perhaps a long-lost brother?
context: You are weak.\Stop!\Why... did you kill him?!\He asked for help!\Ikoma!\Leave it to the commander.\Is this man your blood?\Perhaps a long-lost brother? response:	No!
context: Stop!\Why... did you kill him?!\He asked for help!\Ikoma!\Leave it to the commander.\Is this man your blood?\Perhaps a long-lost brother?\No! response:	Then why are you so upset over a man you barely know?
context: Why... did you kill him?!\He asked for help!\Ikoma!\Leave it to the commander.\Is this man your blood?\Perhaps a long-lost brother?\No!\Then why are you so upset over a man you barely know? response:	Because he was asking for help!
context: He asked for help!\Ikoma!\Leave it to the commander.\Is this man your blood?\Perhaps a long-lost brother?\No!\Then why are you so upset over a man you barely know?\Because he was asking for help! response:	Stop it, you idiot!
context: Ikoma!\Leave it to the commander.\Is this man your blood?\Perhaps a long-lost brother?\No!\Then why are you so upset over a man you barely know?\Because he was asking for help!\Stop it, you idiot! response:	Biba-sama was the one in danger!
context: Leave it to the commander.\Is this man your blood?\Perhaps a long-lost brother?\No!\Then why are you so upset over a man you barely know?\Because he was asking for help!\Stop it, you idiot!\Biba-sama was the one in danger! response:	I'm so sorry.
context: Is this man your blood?\Perhaps a long-lost brother?\No!\Then why are you so upset over a man you barely know?\Because he was asking for help!\Stop it, you idiot!\Biba-sama was the one in danger!\I'm so sorry. response:	I promise I will talk to him.
context: Perhaps a long-lost brother?\No!\Then why are you so upset over a man you barely know?\Because he was asking for help!\Stop it, you idiot!\Biba-sama was the one in danger!\I'm so sorry.\I promise I will talk to him. response:	I would also like to offer my apologies.
context: No!\Then why are you so upset over a man you barely know?\Because he was asking for help!\Stop it, you idiot!\Biba-sama was the one in danger!\I'm so sorry.\I promise I will talk to him.\I would also like to offer my apologies. response:	It is just as we feared!
context: Then why are you so upset over a man you barely know?\Because he was asking for help!\Stop it, you idiot!\Biba-sama was the one in danger!\I'm so sorry.\I promise I will talk to him.\I would also like to offer my apologies.\It is just as we feared! response:	If Biba could be killed by some assassin...!
context: Because he was asking for help!\Stop it, you idiot!\Biba-sama was the one in danger!\I'm so sorry.\I promise I will talk to him.\I would also like to offer my apologies.\It is just as we feared!\If Biba could be killed by some assassin...! response:	Who goes there?!
context: Stop it, you idiot!\Biba-sama was the one in danger!\I'm so sorry.\I promise I will talk to him.\I would also like to offer my apologies.\It is just as we feared!\If Biba could be killed by some assassin...!\Who goes there?! response:	Please come with me.
context: Biba-sama was the one in danger!\I'm so sorry.\I promise I will talk to him.\I would also like to offer my apologies.\It is just as we feared!\If Biba could be killed by some assassin...!\Who goes there?!\Please come with me. response:	I'm sure he only felt sympathy for him.
context: I'm so sorry.\I promise I will talk to him.\I would also like to offer my apologies.\It is just as we feared!\If Biba could be killed by some assassin...!\Who goes there?!\Please come with me.\I'm sure he only felt sympathy for him. response:	Please forgive him.
context: I promise I will talk to him.\I would also like to offer my apologies.\It is just as we feared!\If Biba could be killed by some assassin...!\Who goes there?!\Please come with me.\I'm sure he only felt sympathy for him.\Please forgive him. response:	Very well.
context: I would also like to offer my apologies.\It is just as we feared!\If Biba could be killed by some assassin...!\Who goes there?!\Please come with me.\I'm sure he only felt sympathy for him.\Please forgive him.\Very well. response:	In any case, it seems there is still much danger.
context: It is just as we feared!\If Biba could be killed by some assassin...!\Who goes there?!\Please come with me.\I'm sure he only felt sympathy for him.\Please forgive him.\Very well.\In any case, it seems there is still much danger. response:	If you would like, we could accompany your Iron Fortress to Diamond Citadel.
context: If Biba could be killed by some assassin...!\Who goes there?!\Please come with me.\I'm sure he only felt sympathy for him.\Please forgive him.\Very well.\In any case, it seems there is still much danger.\If you would like, we could accompany your Iron Fortress to Diamond Citadel. response:	We can rest easy knowing Biba-sama will protect us.
context: Who goes there?!\Please come with me.\I'm sure he only felt sympathy for him.\Please forgive him.\Very well.\In any case, it seems there is still much danger.\If you would like, we could accompany your Iron Fortress to Diamond Citadel.\We can rest easy knowing Biba-sama will protect us. response:	Yes.
context: Please come with me.\I'm sure he only felt sympathy for him.\Please forgive him.\Very well.\In any case, it seems there is still much danger.\If you would like, we could accompany your Iron Fortress to Diamond Citadel.\We can rest easy knowing Biba-sama will protect us.\Yes. response:	We've all but made it to Diamond Citadel.
context: I'm sure he only felt sympathy for him.\Please forgive him.\Very well.\In any case, it seems there is still much danger.\If you would like, we could accompany your Iron Fortress to Diamond Citadel.\We can rest easy knowing Biba-sama will protect us.\Yes.\We've all but made it to Diamond Citadel. response:	Is it really that easy?
context: Please forgive him.\Very well.\In any case, it seems there is still much danger.\If you would like, we could accompany your Iron Fortress to Diamond Citadel.\We can rest easy knowing Biba-sama will protect us.\Yes.\We've all but made it to Diamond Citadel.\Is it really that easy? response:	Did I make the right decision?
context: Very well.\In any case, it seems there is still much danger.\If you would like, we could accompany your Iron Fortress to Diamond Citadel.\We can rest easy knowing Biba-sama will protect us.\Yes.\We've all but made it to Diamond Citadel.\Is it really that easy?\Did I make the right decision? response:	It will reduce the Corpses threat.
context: In any case, it seems there is still much danger.\If you would like, we could accompany your Iron Fortress to Diamond Citadel.\We can rest easy knowing Biba-sama will protect us.\Yes.\We've all but made it to Diamond Citadel.\Is it really that easy?\Did I make the right decision?\It will reduce the Corpses threat. response:	Is there something that bothering you?
context: If you would like, we could accompany your Iron Fortress to Diamond Citadel.\We can rest easy knowing Biba-sama will protect us.\Yes.\We've all but made it to Diamond Citadel.\Is it really that easy?\Did I make the right decision?\It will reduce the Corpses threat.\Is there something that bothering you? response:	No.
context: We can rest easy knowing Biba-sama will protect us.\Yes.\We've all but made it to Diamond Citadel.\Is it really that easy?\Did I make the right decision?\It will reduce the Corpses threat.\Is there something that bothering you?\No. response:	So, what's bothering you so much?
context: Yes.\We've all but made it to Diamond Citadel.\Is it really that easy?\Did I make the right decision?\It will reduce the Corpses threat.\Is there something that bothering you?\No.\So, what's bothering you so much? response:	He taught Nameless that the weak are expected to die!
context: We've all but made it to Diamond Citadel.\Is it really that easy?\Did I make the right decision?\It will reduce the Corpses threat.\Is there something that bothering you?\No.\So, what's bothering you so much?\He taught Nameless that the weak are expected to die! response:	He's not exactly wrong.
context: Is it really that easy?\Did I make the right decision?\It will reduce the Corpses threat.\Is there something that bothering you?\No.\So, what's bothering you so much?\He taught Nameless that the weak are expected to die!\He's not exactly wrong. response:	And Nameless said that she's never been bitten by a Corpse before!
context: Did I make the right decision?\It will reduce the Corpses threat.\Is there something that bothering you?\No.\So, what's bothering you so much?\He taught Nameless that the weak are expected to die!\He's not exactly wrong.\And Nameless said that she's never been bitten by a Corpse before! response:	Doesn't that mean...
context: It will reduce the Corpses threat.\Is there something that bothering you?\No.\So, what's bothering you so much?\He taught Nameless that the weak are expected to die!\He's not exactly wrong.\And Nameless said that she's never been bitten by a Corpse before!\Doesn't that mean... response:	Let's talk outside.
context: Is there something that bothering you?\No.\So, what's bothering you so much?\He taught Nameless that the weak are expected to die!\He's not exactly wrong.\And Nameless said that she's never been bitten by a Corpse before!\Doesn't that mean...\Let's talk outside. response:	Fight.
context: No.\So, what's bothering you so much?\He taught Nameless that the weak are expected to die!\He's not exactly wrong.\And Nameless said that she's never been bitten by a Corpse before!\Doesn't that mean...\Let's talk outside.\Fight. response:	If you want to live...
context: So, what's bothering you so much?\He taught Nameless that the weak are expected to die!\He's not exactly wrong.\And Nameless said that she's never been bitten by a Corpse before!\Doesn't that mean...\Let's talk outside.\Fight.\If you want to live... response:	That's right.
context: He taught Nameless that the weak are expected to die!\He's not exactly wrong.\And Nameless said that she's never been bitten by a Corpse before!\Doesn't that mean...\Let's talk outside.\Fight.\If you want to live...\That's right. response:	Your mother...
context: He's not exactly wrong.\And Nameless said that she's never been bitten by a Corpse before!\Doesn't that mean...\Let's talk outside.\Fight.\If you want to live...\That's right.\Your mother... response:	Live on your own.
context: And Nameless said that she's never been bitten by a Corpse before!\Doesn't that mean...\Let's talk outside.\Fight.\If you want to live...\That's right.\Your mother...\Live on your own. response:	Do not rely on others.
context: Doesn't that mean...\Let's talk outside.\Fight.\If you want to live...\That's right.\Your mother...\Live on your own.\Do not rely on others. response:	You no longer need a name for people to call you with.
context: Let's talk outside.\Fight.\If you want to live...\That's right.\Your mother...\Live on your own.\Do not rely on others.\You no longer need a name for people to call you with. response:	From this day forth you will be Nameless.
context: Fight.\If you want to live...\That's right.\Your mother...\Live on your own.\Do not rely on others.\You no longer need a name for people to call you with.\From this day forth you will be Nameless. response:	You will be Mumei, the one without a name.
context: If you want to live...\That's right.\Your mother...\Live on your own.\Do not rely on others.\You no longer need a name for people to call you with.\From this day forth you will be Nameless.\You will be Mumei, the one without a name. response:	Indeed the bruise is quite large...
context: That's right.\Your mother...\Live on your own.\Do not rely on others.\You no longer need a name for people to call you with.\From this day forth you will be Nameless.\You will be Mumei, the one without a name.\Indeed the bruise is quite large... response:	Are you afraid?
context: Your mother...\Live on your own.\Do not rely on others.\You no longer need a name for people to call you with.\From this day forth you will be Nameless.\You will be Mumei, the one without a name.\Indeed the bruise is quite large...\Are you afraid? response:	No, I'm fine.
context: Live on your own.\Do not rely on others.\You no longer need a name for people to call you with.\From this day forth you will be Nameless.\You will be Mumei, the one without a name.\Indeed the bruise is quite large...\Are you afraid?\No, I'm fine. response:	We're so close to getting you back to your home.
context: Do not rely on others.\You no longer need a name for people to call you with.\From this day forth you will be Nameless.\You will be Mumei, the one without a name.\Indeed the bruise is quite large...\Are you afraid?\No, I'm fine.\We're so close to getting you back to your home. response:	You're strong, Nameless.
context: You no longer need a name for people to call you with.\From this day forth you will be Nameless.\You will be Mumei, the one without a name.\Indeed the bruise is quite large...\Are you afraid?\No, I'm fine.\We're so close to getting you back to your home.\You're strong, Nameless. response:	Perhaps I could ask you to do one thing for me then.
context: From this day forth you will be Nameless.\You will be Mumei, the one without a name.\Indeed the bruise is quite large...\Are you afraid?\No, I'm fine.\We're so close to getting you back to your home.\You're strong, Nameless.\Perhaps I could ask you to do one thing for me then. response:	What did you say, brother?
context: You will be Mumei, the one without a name.\Indeed the bruise is quite large...\Are you afraid?\No, I'm fine.\We're so close to getting you back to your home.\You're strong, Nameless.\Perhaps I could ask you to do one thing for me then.\What did you say, brother? response:	Get the Iron Fortress's master key for me.
context: Indeed the bruise is quite large...\Are you afraid?\No, I'm fine.\We're so close to getting you back to your home.\You're strong, Nameless.\Perhaps I could ask you to do one thing for me then.\What did you say, brother?\Get the Iron Fortress's master key for me. response:	But Ayame-san has the master key!
context: Are you afraid?\No, I'm fine.\We're so close to getting you back to your home.\You're strong, Nameless.\Perhaps I could ask you to do one thing for me then.\What did you say, brother?\Get the Iron Fortress's master key for me.\But Ayame-san has the master key! response:	Is this Ayame-san...
context: No, I'm fine.\We're so close to getting you back to your home.\You're strong, Nameless.\Perhaps I could ask you to do one thing for me then.\What did you say, brother?\Get the Iron Fortress's master key for me.\But Ayame-san has the master key!\Is this Ayame-san... response:	No.
context: We're so close to getting you back to your home.\You're strong, Nameless.\Perhaps I could ask you to do one thing for me then.\What did you say, brother?\Get the Iron Fortress's master key for me.\But Ayame-san has the master key!\Is this Ayame-san...\No. response:	She's not, but...
context: You're strong, Nameless.\Perhaps I could ask you to do one thing for me then.\What did you say, brother?\Get the Iron Fortress's master key for me.\But Ayame-san has the master key!\Is this Ayame-san...\No.\She's not, but... response:	Then... there shouldn't be an issue.
context: Perhaps I could ask you to do one thing for me then.\What did you say, brother?\Get the Iron Fortress's master key for me.\But Ayame-san has the master key!\Is this Ayame-san...\No.\She's not, but...\Then... there shouldn't be an issue. response:	L-Lord Biba!
context: What did you say, brother?\Get the Iron Fortress's master key for me.\But Ayame-san has the master key!\Is this Ayame-san...\No.\She's not, but...\Then... there shouldn't be an issue.\L-Lord Biba! response:	What is this place?!
context: Get the Iron Fortress's master key for me.\But Ayame-san has the master key!\Is this Ayame-san...\No.\She's not, but...\Then... there shouldn't be an issue.\L-Lord Biba!\What is this place?! response:	What are you going to do with us?!
context: But Ayame-san has the master key!\Is this Ayame-san...\No.\She's not, but...\Then... there shouldn't be an issue.\L-Lord Biba!\What is this place?!\What are you going to do with us?! response:	I have not forgotten what I've done.
context: Is this Ayame-san...\No.\She's not, but...\Then... there shouldn't be an issue.\L-Lord Biba!\What is this place?!\What are you going to do with us?!\I have not forgotten what I've done. response:	That is why you tried to kill me.
context: No.\She's not, but...\Then... there shouldn't be an issue.\L-Lord Biba!\What is this place?!\What are you going to do with us?!\I have not forgotten what I've done.\That is why you tried to kill me. response:	I only have one thing to ask you.
context: She's not, but...\Then... there shouldn't be an issue.\L-Lord Biba!\What is this place?!\What are you going to do with us?!\I have not forgotten what I've done.\That is why you tried to kill me.\I only have one thing to ask you. response:	Who left us on that battlefield 10 years ago...
context: Then... there shouldn't be an issue.\L-Lord Biba!\What is this place?!\What are you going to do with us?!\I have not forgotten what I've done.\That is why you tried to kill me.\I only have one thing to ask you.\Who left us on that battlefield 10 years ago... response:	You were... in charge of supplies at that time, so you should know.
context: L-Lord Biba!\What is this place?!\What are you going to do with us?!\I have not forgotten what I've done.\That is why you tried to kill me.\I only have one thing to ask you.\Who left us on that battlefield 10 years ago...\You were... in charge of supplies at that time, so you should know. response:	Stop!
context: What is this place?!\What are you going to do with us?!\I have not forgotten what I've done.\That is why you tried to kill me.\I only have one thing to ask you.\Who left us on that battlefield 10 years ago...\You were... in charge of supplies at that time, so you should know.\Stop! response:	Do not lay a hand on Hirotsuka-sa
context: What are you going to do with us?!\I have not forgotten what I've done.\That is why you tried to kill me.\I only have one thing to ask you.\Who left us on that battlefield 10 years ago...\You were... in charge of supplies at that time, so you should know.\Stop!\Do not lay a hand on Hirotsuka-sa response:	Would you like...
context: I have not forgotten what I've done.\That is why you tried to kill me.\I only have one thing to ask you.\Who left us on that battlefield 10 years ago...\You were... in charge of supplies at that time, so you should know.\Stop!\Do not lay a hand on Hirotsuka-sa\Would you like... response:	I-It wasn't me!
context: That is why you tried to kill me.\I only have one thing to ask you.\Who left us on that battlefield 10 years ago...\You were... in charge of supplies at that time, so you should know.\Stop!\Do not lay a hand on Hirotsuka-sa\Would you like...\I-It wasn't me! response:	It was the Warlord!
context: I only have one thing to ask you.\Who left us on that battlefield 10 years ago...\You were... in charge of supplies at that time, so you should know.\Stop!\Do not lay a hand on Hirotsuka-sa\Would you like...\I-It wasn't me!\It was the Warlord! response:	Don't kill me!
context: Who left us on that battlefield 10 years ago...\You were... in charge of supplies at that time, so you should know.\Stop!\Do not lay a hand on Hirotsuka-sa\Would you like...\I-It wasn't me!\It was the Warlord!\Don't kill me! response:	What is it?
context: You were... in charge of supplies at that time, so you should know.\Stop!\Do not lay a hand on Hirotsuka-sa\Would you like...\I-It wasn't me!\It was the Warlord!\Don't kill me!\What is it? response:	It's the Corpses!
context: Stop!\Do not lay a hand on Hirotsuka-sa\Would you like...\I-It wasn't me!\It was the Warlord!\Don't kill me!\What is it?\It's the Corpses! response:	The Corpses are here!
context: Do not lay a hand on Hirotsuka-sa\Would you like...\I-It wasn't me!\It was the Warlord!\Don't kill me!\What is it?\It's the Corpses!\The Corpses are here! response:	Over there!
context: Would you like...\I-It wasn't me!\It was the Warlord!\Don't kill me!\What is it?\It's the Corpses!\The Corpses are here!\Over there! response:	On the Master Fortress?!
context: I-It wasn't me!\It was the Warlord!\Don't kill me!\What is it?\It's the Corpses!\The Corpses are here!\Over there!\On the Master Fortress?! response:	There are a lot of them!
context: It was the Warlord!\Don't kill me!\What is it?\It's the Corpses!\The Corpses are here!\Over there!\On the Master Fortress?!\There are a lot of them! response:	What are they doing...
context: Don't kill me!\What is it?\It's the Corpses!\The Corpses are here!\Over there!\On the Master Fortress?!\There are a lot of them!\What are they doing... response:	Nameless -san?
context: What is it?\It's the Corpses!\The Corpses are here!\Over there!\On the Master Fortress?!\There are a lot of them!\What are they doing...\Nameless -san? response:	Do you need something?
context: It's the Corpses!\The Corpses are here!\Over there!\On the Master Fortress?!\There are a lot of them!\What are they doing...\Nameless -san?\Do you need something? response:	Yes.
context: The Corpses are here!\Over there!\On the Master Fortress?!\There are a lot of them!\What are they doing...\Nameless -san?\Do you need something?\Yes. response:	Give me...
context: Over there!\On the Master Fortress?!\There are a lot of them!\What are they doing...\Nameless -san?\Do you need something?\Yes.\Give me... response:	What?
context: On the Master Fortress?!\There are a lot of them!\What are they doing...\Nameless -san?\Do you need something?\Yes.\Give me...\What? response:	The master key.
context: There are a lot of them!\What are they doing...\Nameless -san?\Do you need something?\Yes.\Give me...\What?\The master key. response:	The one you have.
context: What are they doing...\Nameless -san?\Do you need something?\Yes.\Give me...\What?\The master key.\The one you have. response:	Why do you need the master key?
context: Nameless -san?\Do you need something?\Yes.\Give me...\What?\The master key.\The one you have.\Why do you need the master key? response:	Are you not going to give it to me?
context: Do you need something?\Yes.\Give me...\What?\The master key.\The one you have.\Why do you need the master key?\Are you not going to give it to me? response:	Are you going to use it?
context: Yes.\Give me...\What?\The master key.\The one you have.\Why do you need the master key?\Are you not going to give it to me?\Are you going to use it? response:	Or did someone ask you to get it for them?
context: Give me...\What?\The master key.\The one you have.\Why do you need the master key?\Are you not going to give it to me?\Are you going to use it?\Or did someone ask you to get it for them? response:	Enough questions, just hand it over!
context: What?\The master key.\The one you have.\Why do you need the master key?\Are you not going to give it to me?\Are you going to use it?\Or did someone ask you to get it for them?\Enough questions, just hand it over! response:	Nameless -san...!
context: The master key.\The one you have.\Why do you need the master key?\Are you not going to give it to me?\Are you going to use it?\Or did someone ask you to get it for them?\Enough questions, just hand it over!\Nameless -san...! response:	You won't be able to beat me... Ayame-san.
context: The one you have.\Why do you need the master key?\Are you not going to give it to me?\Are you going to use it?\Or did someone ask you to get it for them?\Enough questions, just hand it over!\Nameless -san...!\You won't be able to beat me... Ayame-san. response:	So just...
context: Why do you need the master key?\Are you not going to give it to me?\Are you going to use it?\Or did someone ask you to get it for them?\Enough questions, just hand it over!\Nameless -san...!\You won't be able to beat me... Ayame-san.\So just... response:	I have the master key here.
context: Are you not going to give it to me?\Are you going to use it?\Or did someone ask you to get it for them?\Enough questions, just hand it over!\Nameless -san...!\You won't be able to beat me... Ayame-san.\So just...\I have the master key here. response:	What?
context: Are you going to use it?\Or did someone ask you to get it for them?\Enough questions, just hand it over!\Nameless -san...!\You won't be able to beat me... Ayame-san.\So just...\I have the master key here.\What? response:	I was using it for some coupling work I was doing.
context: Or did someone ask you to get it for them?\Enough questions, just hand it over!\Nameless -san...!\You won't be able to beat me... Ayame-san.\So just...\I have the master key here.\What?\I was using it for some coupling work I was doing. response:	May I hand it to her?
context: Enough questions, just hand it over!\Nameless -san...!\You won't be able to beat me... Ayame-san.\So just...\I have the master key here.\What?\I was using it for some coupling work I was doing.\May I hand it to her? response:	What? Yes...
context: Nameless -san...!\You won't be able to beat me... Ayame-san.\So just...\I have the master key here.\What?\I was using it for some coupling work I was doing.\May I hand it to her?\What? Yes... response:	Thank you.
context: You won't be able to beat me... Ayame-san.\So just...\I have the master key here.\What?\I was using it for some coupling work I was doing.\May I hand it to her?\What? Yes...\Thank you. response:	Yukina-san, what did you hand her?
context: So just...\I have the master key here.\What?\I was using it for some coupling work I was doing.\May I hand it to her?\What? Yes...\Thank you.\Yukina-san, what did you hand her? response:	The key to the boiler room.
context: I have the master key here.\What?\I was using it for some coupling work I was doing.\May I hand it to her?\What? Yes...\Thank you.\Yukina-san, what did you hand her?\The key to the boiler room. response:	In any case, why would she need the master key?
context: What?\I was using it for some coupling work I was doing.\May I hand it to her?\What? Yes...\Thank you.\Yukina-san, what did you hand her?\The key to the boiler room.\In any case, why would she need the master key? response:	I can't imagine it was Nameless -san's idea...
context: I was using it for some coupling work I was doing.\May I hand it to her?\What? Yes...\Thank you.\Yukina-san, what did you hand her?\The key to the boiler room.\In any case, why would she need the master key?\I can't imagine it was Nameless -san's idea... response:	Ayame-sama!
context: May I hand it to her?\What? Yes...\Thank you.\Yukina-san, what did you hand her?\The key to the boiler room.\In any case, why would she need the master key?\I can't imagine it was Nameless -san's idea...\Ayame-sama! response:	Please come with me!
context: What? Yes...\Thank you.\Yukina-san, what did you hand her?\The key to the boiler room.\In any case, why would she need the master key?\I can't imagine it was Nameless -san's idea...\Ayame-sama!\Please come with me! response:	It's Ikoma!
context: Thank you.\Yukina-san, what did you hand her?\The key to the boiler room.\In any case, why would she need the master key?\I can't imagine it was Nameless -san's idea...\Ayame-sama!\Please come with me!\It's Ikoma! response:	Huh? A fake?
context: Yukina-san, what did you hand her?\The key to the boiler room.\In any case, why would she need the master key?\I can't imagine it was Nameless -san's idea...\Ayame-sama!\Please come with me!\It's Ikoma!\Huh? A fake? response:	This key is to the boiler room.
context: The key to the boiler room.\In any case, why would she need the master key?\I can't imagine it was Nameless -san's idea...\Ayame-sama!\Please come with me!\It's Ikoma!\Huh? A fake?\This key is to the boiler room. response:	That can't be!
context: In any case, why would she need the master key?\I can't imagine it was Nameless -san's idea...\Ayame-sama!\Please come with me!\It's Ikoma!\Huh? A fake?\This key is to the boiler room.\That can't be! response:	Because!
context: I can't imagine it was Nameless -san's idea...\Ayame-sama!\Please come with me!\It's Ikoma!\Huh? A fake?\This key is to the boiler room.\That can't be!\Because! response:	They lied to you.
context: Ayame-sama!\Please come with me!\It's Ikoma!\Huh? A fake?\This key is to the boiler room.\That can't be!\Because!\They lied to you. response:	Unfortunately...
context: Please come with me!\It's Ikoma!\Huh? A fake?\This key is to the boiler room.\That can't be!\Because!\They lied to you.\Unfortunately... response:	Commander.
context: It's Ikoma!\Huh? A fake?\This key is to the boiler room.\That can't be!\Because!\They lied to you.\Unfortunately...\Commander. response:	The Corpseless man is at the freight car.
context: Huh? A fake?\This key is to the boiler room.\That can't be!\Because!\They lied to you.\Unfortunately...\Commander.\The Corpseless man is at the freight car. response:	Open this!
context: This key is to the boiler room.\That can't be!\Because!\They lied to you.\Unfortunately...\Commander.\The Corpseless man is at the freight car.\Open this! response:	Is nobody here?!
context: That can't be!\Because!\They lied to you.\Unfortunately...\Commander.\The Corpseless man is at the freight car.\Open this!\Is nobody here?! response:	Ikoma?
context: Because!\They lied to you.\Unfortunately...\Commander.\The Corpseless man is at the freight car.\Open this!\Is nobody here?!\Ikoma? response:	Nameless.
context: They lied to you.\Unfortunately...\Commander.\The Corpseless man is at the freight car.\Open this!\Is nobody here?!\Ikoma?\Nameless. response:	If he forces his way in here...
context: Unfortunately...\Commander.\The Corpseless man is at the freight car.\Open this!\Is nobody here?!\Ikoma?\Nameless.\If he forces his way in here... response:	I know.
context: Commander.\The Corpseless man is at the freight car.\Open this!\Is nobody here?!\Ikoma?\Nameless.\If he forces his way in here...\I know. response:	I'll turn him away.
context: The Corpseless man is at the freight car.\Open this!\Is nobody here?!\Ikoma?\Nameless.\If he forces his way in here...\I know.\I'll turn him away. response:	Why are you here?
context: Open this!\Is nobody here?!\Ikoma?\Nameless.\If he forces his way in here...\I know.\I'll turn him away.\Why are you here? response:	Nameless... you have to come back to the Iron Fortress with me.
context: Is nobody here?!\Ikoma?\Nameless.\If he forces his way in here...\I know.\I'll turn him away.\Why are you here?\Nameless... you have to come back to the Iron Fortress with me. response:	I have to ask you something!
context: Ikoma?\Nameless.\If he forces his way in here...\I know.\I'll turn him away.\Why are you here?\Nameless... you have to come back to the Iron Fortress with me.\I have to ask you something! response:	There he is!
context: Nameless.\If he forces his way in here...\I know.\I'll turn him away.\Why are you here?\Nameless... you have to come back to the Iron Fortress with me.\I have to ask you something!\There he is! response:	Let's trust him.
context: If he forces his way in here...\I know.\I'll turn him away.\Why are you here?\Nameless... you have to come back to the Iron Fortress with me.\I have to ask you something!\There he is!\Let's trust him. response:	Biba is hiding a horde of Corpses on the Master Fortress!
context: I know.\I'll turn him away.\Why are you here?\Nameless... you have to come back to the Iron Fortress with me.\I have to ask you something!\There he is!\Let's trust him.\Biba is hiding a horde of Corpses on the Master Fortress! response:	You must have heard it too.
context: I'll turn him away.\Why are you here?\Nameless... you have to come back to the Iron Fortress with me.\I have to ask you something!\There he is!\Let's trust him.\Biba is hiding a horde of Corpses on the Master Fortress!\You must have heard it too. response:	You mean the Sickbay?
context: Why are you here?\Nameless... you have to come back to the Iron Fortress with me.\I have to ask you something!\There he is!\Let's trust him.\Biba is hiding a horde of Corpses on the Master Fortress!\You must have heard it too.\You mean the Sickbay? response:	You knew about it?!
context: Nameless... you have to come back to the Iron Fortress with me.\I have to ask you something!\There he is!\Let's trust him.\Biba is hiding a horde of Corpses on the Master Fortress!\You must have heard it too.\You mean the Sickbay?\You knew about it?! response:	It's because we have to know our enemy.
context: I have to ask you something!\There he is!\Let's trust him.\Biba is hiding a horde of Corpses on the Master Fortress!\You must have heard it too.\You mean the Sickbay?\You knew about it?!\It's because we have to know our enemy. response:	Did they use that technology...
context: There he is!\Let's trust him.\Biba is hiding a horde of Corpses on the Master Fortress!\You must have heard it too.\You mean the Sickbay?\You knew about it?!\It's because we have to know our enemy.\Did they use that technology... response:	That's right.
context: Let's trust him.\Biba is hiding a horde of Corpses on the Master Fortress!\You must have heard it too.\You mean the Sickbay?\You knew about it?!\It's because we have to know our enemy.\Did they use that technology...\That's right. response:	I asked my brother to turn me into a Corpseless.
context: Biba is hiding a horde of Corpses on the Master Fortress!\You must have heard it too.\You mean the Sickbay?\You knew about it?!\It's because we have to know our enemy.\Did they use that technology...\That's right.\I asked my brother to turn me into a Corpseless. response:	Why would you do that?!
context: You must have heard it too.\You mean the Sickbay?\You knew about it?!\It's because we have to know our enemy.\Did they use that technology...\That's right.\I asked my brother to turn me into a Corpseless.\Why would you do that?! response:	It's because brother told me...
context: You mean the Sickbay?\You knew about it?!\It's because we have to know our enemy.\Did they use that technology...\That's right.\I asked my brother to turn me into a Corpseless.\Why would you do that?!\It's because brother told me... response:	To become strong!
context: You knew about it?!\It's because we have to know our enemy.\Did they use that technology...\That's right.\I asked my brother to turn me into a Corpseless.\Why would you do that?!\It's because brother told me...\To become strong! response:	It was the only way for a child like me to become strong...
context: It's because we have to know our enemy.\Did they use that technology...\That's right.\I asked my brother to turn me into a Corpseless.\Why would you do that?!\It's because brother told me...\To become strong!\It was the only way for a child like me to become strong... response:	Do you still want to talk about this?
context: Did they use that technology...\That's right.\I asked my brother to turn me into a Corpseless.\Why would you do that?!\It's because brother told me...\To become strong!\It was the only way for a child like me to become strong...\Do you still want to talk about this? response:	It's not like you'd ever understand.
context: That's right.\I asked my brother to turn me into a Corpseless.\Why would you do that?!\It's because brother told me...\To become strong!\It was the only way for a child like me to become strong...\Do you still want to talk about this?\It's not like you'd ever understand. response:	No!
context: I asked my brother to turn me into a Corpseless.\Why would you do that?!\It's because brother told me...\To become strong!\It was the only way for a child like me to become strong...\Do you still want to talk about this?\It's not like you'd ever understand.\No! response:	You shouldn't be in a place like this!
context: Why would you do that?!\It's because brother told me...\To become strong!\It was the only way for a child like me to become strong...\Do you still want to talk about this?\It's not like you'd ever understand.\No!\You shouldn't be in a place like this! response:	Stop!
context: It's because brother told me...\To become strong!\It was the only way for a child like me to become strong...\Do you still want to talk about this?\It's not like you'd ever understand.\No!\You shouldn't be in a place like this!\Stop! response:	I am staying with my brother!
