context: Damn! response:	Found some sake, Chief.
context: Inuyasha!\No, Inuyasha!\Sesshomaru's Tokijin can slay an enemy with the slightest pressure.\You will be killed before you even reach him!\He punched away the sword!\Huh... Pointless!\He's full of lacerations!\Stop already! Inuyasha! response:	Inuyasha...
context: No, Inuyasha!\Sesshomaru's Tokijin can slay an enemy with the slightest pressure.\You will be killed before you even reach him!\He punched away the sword!\Huh... Pointless!\He's full of lacerations!\Stop already! Inuyasha!\Inuyasha... response:	you feel no fear...
context: Sesshomaru's Tokijin can slay an enemy with the slightest pressure.\You will be killed before you even reach him!\He punched away the sword!\Huh... Pointless!\He's full of lacerations!\Stop already! Inuyasha!\Inuyasha...\you feel no fear... response:	nor even pain.
context: You will be killed before you even reach him!\He punched away the sword!\Huh... Pointless!\He's full of lacerations!\Stop already! Inuyasha!\Inuyasha...\you feel no fear...\nor even pain. response:	The demon blood has devoured your soul.
context: He punched away the sword!\Huh... Pointless!\He's full of lacerations!\Stop already! Inuyasha!\Inuyasha...\you feel no fear...\nor even pain.\The demon blood has devoured your soul. response:	You don't even recognize who you are.
context: Huh... Pointless!\He's full of lacerations!\Stop already! Inuyasha!\Inuyasha...\you feel no fear...\nor even pain.\The demon blood has devoured your soul.\You don't even recognize who you are. response:	You will continue fighting until you die.
context: He's full of lacerations!\Stop already! Inuyasha!\Inuyasha...\you feel no fear...\nor even pain.\The demon blood has devoured your soul.\You don't even recognize who you are.\You will continue fighting until you die. response:	Just to make sure if Bokusen-Oh's words were true...
context: Stop already! Inuyasha!\Inuyasha...\you feel no fear...\nor even pain.\The demon blood has devoured your soul.\You don't even recognize who you are.\You will continue fighting until you die.\Just to make sure if Bokusen-Oh's words were true... response:	I have come after you...
context: Inuyasha...\you feel no fear...\nor even pain.\The demon blood has devoured your soul.\You don't even recognize who you are.\You will continue fighting until you die.\Just to make sure if Bokusen-Oh's words were true...\I have come after you... response:	Pathetic...
context: you feel no fear...\nor even pain.\The demon blood has devoured your soul.\You don't even recognize who you are.\You will continue fighting until you die.\Just to make sure if Bokusen-Oh's words were true...\I have come after you...\Pathetic... response:	I understand fully now.
context: nor even pain.\The demon blood has devoured your soul.\You don't even recognize who you are.\You will continue fighting until you die.\Just to make sure if Bokusen-Oh's words were true...\I have come after you...\Pathetic...\I understand fully now. response:	You are not a full-fledged demon.
context: The demon blood has devoured your soul.\You don't even recognize who you are.\You will continue fighting until you die.\Just to make sure if Bokusen-Oh's words were true...\I have come after you...\Pathetic...\I understand fully now.\You are not a full-fledged demon. response:	All you are...is a half-demon.
context: You don't even recognize who you are.\You will continue fighting until you die.\Just to make sure if Bokusen-Oh's words were true...\I have come after you...\Pathetic...\I understand fully now.\You are not a full-fledged demon.\All you are...is a half-demon. response:	So know your place!
context: You will continue fighting until you die.\Just to make sure if Bokusen-Oh's words were true...\I have come after you...\Pathetic...\I understand fully now.\You are not a full-fledged demon.\All you are...is a half-demon.\So know your place! response:	Inuyasha, a half-demon should act like a half-demon...
context: Just to make sure if Bokusen-Oh's words were true...\I have come after you...\Pathetic...\I understand fully now.\You are not a full-fledged demon.\All you are...is a half-demon.\So know your place!\Inuyasha, a half-demon should act like a half-demon... response:	and crawl on the ground!
context: I have come after you...\Pathetic...\I understand fully now.\You are not a full-fledged demon.\All you are...is a half-demon.\So know your place!\Inuyasha, a half-demon should act like a half-demon...\and crawl on the ground! response:	Inuyasha!
context: Pathetic...\I understand fully now.\You are not a full-fledged demon.\All you are...is a half-demon.\So know your place!\Inuyasha, a half-demon should act like a half-demon...\and crawl on the ground!\Inuyasha! response:	Inuyasha!
context: I understand fully now.\You are not a full-fledged demon.\All you are...is a half-demon.\So know your place!\Inuyasha, a half-demon should act like a half-demon...\and crawl on the ground!\Inuyasha!\Inuyasha! response:	Inuyasha!
context: You are not a full-fledged demon.\All you are...is a half-demon.\So know your place!\Inuyasha, a half-demon should act like a half-demon...\and crawl on the ground!\Inuyasha!\Inuyasha!\Inuyasha! response:	Please stop!
context: All you are...is a half-demon.\So know your place!\Inuyasha, a half-demon should act like a half-demon...\and crawl on the ground!\Inuyasha!\Inuyasha!\Inuyasha!\Please stop! response:	He finally stopped moving.
context: So know your place!\Inuyasha, a half-demon should act like a half-demon...\and crawl on the ground!\Inuyasha!\Inuyasha!\Inuyasha!\Please stop!\He finally stopped moving. response:	Stay away, stupid!
context: Inuyasha, a half-demon should act like a half-demon...\and crawl on the ground!\Inuyasha!\Inuyasha!\Inuyasha!\Please stop!\He finally stopped moving.\Stay away, stupid! response:	Watch out!
context: and crawl on the ground!\Inuyasha!\Inuyasha!\Inuyasha!\Please stop!\He finally stopped moving.\Stay away, stupid!\Watch out! response:	Kagome, you'll be!
context: Inuyasha!\Inuyasha!\Inuyasha!\Please stop!\He finally stopped moving.\Stay away, stupid!\Watch out!\Kagome, you'll be! response:	If you want him to stop, use Tetsusaiga to undo the transformation.
context: Inuyasha!\Inuyasha!\Please stop!\He finally stopped moving.\Stay away, stupid!\Watch out!\Kagome, you'll be!\If you want him to stop, use Tetsusaiga to undo the transformation. response:	Huh?!
context: Inuyasha!\Please stop!\He finally stopped moving.\Stay away, stupid!\Watch out!\Kagome, you'll be!\If you want him to stop, use Tetsusaiga to undo the transformation.\Huh?! response:	If he revives as is, he will fight again.
context: Please stop!\He finally stopped moving.\Stay away, stupid!\Watch out!\Kagome, you'll be!\If you want him to stop, use Tetsusaiga to undo the transformation.\Huh?!\If he revives as is, he will fight again. response:	Doesn't he intend to kill...?
context: He finally stopped moving.\Stay away, stupid!\Watch out!\Kagome, you'll be!\If you want him to stop, use Tetsusaiga to undo the transformation.\Huh?!\If he revives as is, he will fight again.\Doesn't he intend to kill...? response:	If you wanted to, you had a chance to bisect Inuyasha earlier.
context: Stay away, stupid!\Watch out!\Kagome, you'll be!\If you want him to stop, use Tetsusaiga to undo the transformation.\Huh?!\If he revives as is, he will fight again.\Doesn't he intend to kill...?\If you wanted to, you had a chance to bisect Inuyasha earlier. response:	But you only threw Inuyasha off with the sword.
context: Watch out!\Kagome, you'll be!\If you want him to stop, use Tetsusaiga to undo the transformation.\Huh?!\If he revives as is, he will fight again.\Doesn't he intend to kill...?\If you wanted to, you had a chance to bisect Inuyasha earlier.\But you only threw Inuyasha off with the sword. response:	Why did you stop there?
context: Kagome, you'll be!\If you want him to stop, use Tetsusaiga to undo the transformation.\Huh?!\If he revives as is, he will fight again.\Doesn't he intend to kill...?\If you wanted to, you had a chance to bisect Inuyasha earlier.\But you only threw Inuyasha off with the sword.\Why did you stop there? response:	You despise Inuyasha.
context: If you want him to stop, use Tetsusaiga to undo the transformation.\Huh?!\If he revives as is, he will fight again.\Doesn't he intend to kill...?\If you wanted to, you had a chance to bisect Inuyasha earlier.\But you only threw Inuyasha off with the sword.\Why did you stop there?\You despise Inuyasha. response:	I can't believe you suddenly found brotherly love.
context: Huh?!\If he revives as is, he will fight again.\Doesn't he intend to kill...?\If you wanted to, you had a chance to bisect Inuyasha earlier.\But you only threw Inuyasha off with the sword.\Why did you stop there?\You despise Inuyasha.\I can't believe you suddenly found brotherly love. response:	I will kill him, in time.
context: If he revives as is, he will fight again.\Doesn't he intend to kill...?\If you wanted to, you had a chance to bisect Inuyasha earlier.\But you only threw Inuyasha off with the sword.\Why did you stop there?\You despise Inuyasha.\I can't believe you suddenly found brotherly love.\I will kill him, in time. response:	But now... when he doesn't even know himself...
context: Doesn't he intend to kill...?\If you wanted to, you had a chance to bisect Inuyasha earlier.\But you only threw Inuyasha off with the sword.\Why did you stop there?\You despise Inuyasha.\I can't believe you suddenly found brotherly love.\I will kill him, in time.\But now... when he doesn't even know himself... response:	there's no point in killing him.
context: If you wanted to, you had a chance to bisect Inuyasha earlier.\But you only threw Inuyasha off with the sword.\Why did you stop there?\You despise Inuyasha.\I can't believe you suddenly found brotherly love.\I will kill him, in time.\But now... when he doesn't even know himself...\there's no point in killing him. response:	It's as if...he came to stop Inuyasha running out of control.
context: But you only threw Inuyasha off with the sword.\Why did you stop there?\You despise Inuyasha.\I can't believe you suddenly found brotherly love.\I will kill him, in time.\But now... when he doesn't even know himself...\there's no point in killing him.\It's as if...he came to stop Inuyasha running out of control. response:	Huh?
context: Why did you stop there?\You despise Inuyasha.\I can't believe you suddenly found brotherly love.\I will kill him, in time.\But now... when he doesn't even know himself...\there's no point in killing him.\It's as if...he came to stop Inuyasha running out of control.\Huh? response:	Inuyasha!
context: You despise Inuyasha.\I can't believe you suddenly found brotherly love.\I will kill him, in time.\But now... when he doesn't even know himself...\there's no point in killing him.\It's as if...he came to stop Inuyasha running out of control.\Huh?\Inuyasha! response:	You've come to!
context: I can't believe you suddenly found brotherly love.\I will kill him, in time.\But now... when he doesn't even know himself...\there's no point in killing him.\It's as if...he came to stop Inuyasha running out of control.\Huh?\Inuyasha!\You've come to! response:	Lord Sesshomaru! You're back!
context: I will kill him, in time.\But now... when he doesn't even know himself...\there's no point in killing him.\It's as if...he came to stop Inuyasha running out of control.\Huh?\Inuyasha!\You've come to!\Lord Sesshomaru! You're back! response:	Rin, have you been good?
context: But now... when he doesn't even know himself...\there's no point in killing him.\It's as if...he came to stop Inuyasha running out of control.\Huh?\Inuyasha!\You've come to!\Lord Sesshomaru! You're back!\Rin, have you been good? response:	Uh-huh!
context: there's no point in killing him.\It's as if...he came to stop Inuyasha running out of control.\Huh?\Inuyasha!\You've come to!\Lord Sesshomaru! You're back!\Rin, have you been good?\Uh-huh! response:	Rin and A-Un were very good.
context: It's as if...he came to stop Inuyasha running out of control.\Huh?\Inuyasha!\You've come to!\Lord Sesshomaru! You're back!\Rin, have you been good?\Uh-huh!\Rin and A-Un were very good. response:	But Jaken seems a bit depressed over there.
context: Huh?\Inuyasha!\You've come to!\Lord Sesshomaru! You're back!\Rin, have you been good?\Uh-huh!\Rin and A-Un were very good.\But Jaken seems a bit depressed over there. response:	Huh?! Lord Sesshomaru!
context: Inuyasha!\You've come to!\Lord Sesshomaru! You're back!\Rin, have you been good?\Uh-huh!\Rin and A-Un were very good.\But Jaken seems a bit depressed over there.\Huh?! Lord Sesshomaru! response:	Lord Sesshomaru, why did you go off alone after Inuyasha?!
context: You've come to!\Lord Sesshomaru! You're back!\Rin, have you been good?\Uh-huh!\Rin and A-Un were very good.\But Jaken seems a bit depressed over there.\Huh?! Lord Sesshomaru!\Lord Sesshomaru, why did you go off alone after Inuyasha?! response:	Err... Oh!
context: Lord Sesshomaru! You're back!\Rin, have you been good?\Uh-huh!\Rin and A-Un were very good.\But Jaken seems a bit depressed over there.\Huh?! Lord Sesshomaru!\Lord Sesshomaru, why did you go off alone after Inuyasha?!\Err... Oh! response:	I'm sorry. That was uncalled for.
context: Rin, have you been good?\Uh-huh!\Rin and A-Un were very good.\But Jaken seems a bit depressed over there.\Huh?! Lord Sesshomaru!\Lord Sesshomaru, why did you go off alone after Inuyasha?!\Err... Oh!\I'm sorry. That was uncalled for. response:	Hmmm?
context: Uh-huh!\Rin and A-Un were very good.\But Jaken seems a bit depressed over there.\Huh?! Lord Sesshomaru!\Lord Sesshomaru, why did you go off alone after Inuyasha?!\Err... Oh!\I'm sorry. That was uncalled for.\Hmmm? response:	Lord Sesshomaru...
context: Rin and A-Un were very good.\But Jaken seems a bit depressed over there.\Huh?! Lord Sesshomaru!\Lord Sesshomaru, why did you go off alone after Inuyasha?!\Err... Oh!\I'm sorry. That was uncalled for.\Hmmm?\Lord Sesshomaru... response:	Inuyasha, you mustn't move.
context: But Jaken seems a bit depressed over there.\Huh?! Lord Sesshomaru!\Lord Sesshomaru, why did you go off alone after Inuyasha?!\Err... Oh!\I'm sorry. That was uncalled for.\Hmmm?\Lord Sesshomaru...\Inuyasha, you mustn't move. response:	Did I do all this?
context: Huh?! Lord Sesshomaru!\Lord Sesshomaru, why did you go off alone after Inuyasha?!\Err... Oh!\I'm sorry. That was uncalled for.\Hmmm?\Lord Sesshomaru...\Inuyasha, you mustn't move.\Did I do all this? response:	Huh?
context: Lord Sesshomaru, why did you go off alone after Inuyasha?!\Err... Oh!\I'm sorry. That was uncalled for.\Hmmm?\Lord Sesshomaru...\Inuyasha, you mustn't move.\Did I do all this?\Huh? response:	He doesn't remember?
context: Err... Oh!\I'm sorry. That was uncalled for.\Hmmm?\Lord Sesshomaru...\Inuyasha, you mustn't move.\Did I do all this?\Huh?\He doesn't remember? response:	Huh? My claws... reek of the bandits' blood.
context: I'm sorry. That was uncalled for.\Hmmm?\Lord Sesshomaru...\Inuyasha, you mustn't move.\Did I do all this?\Huh?\He doesn't remember?\Huh? My claws... reek of the bandits' blood. response:	Inuyasha...
context: Hmmm?\Lord Sesshomaru...\Inuyasha, you mustn't move.\Did I do all this?\Huh?\He doesn't remember?\Huh? My claws... reek of the bandits' blood.\Inuyasha... response:	Inuyasha, you did it to save everyone...
context: Lord Sesshomaru...\Inuyasha, you mustn't move.\Did I do all this?\Huh?\He doesn't remember?\Huh? My claws... reek of the bandits' blood.\Inuyasha...\Inuyasha, you did it to save everyone... response:	That's why you did it.
context: Inuyasha, you mustn't move.\Did I do all this?\Huh?\He doesn't remember?\Huh? My claws... reek of the bandits' blood.\Inuyasha...\Inuyasha, you did it to save everyone...\That's why you did it. response:	Uhh...
context: Did I do all this?\Huh?\He doesn't remember?\Huh? My claws... reek of the bandits' blood.\Inuyasha...\Inuyasha, you did it to save everyone...\That's why you did it.\Uhh... response:	He's a monster!
context: Huh?\He doesn't remember?\Huh? My claws... reek of the bandits' blood.\Inuyasha...\Inuyasha, you did it to save everyone...\That's why you did it.\Uhh...\He's a monster! response:	If you get close, he'll kill you!
context: He doesn't remember?\Huh? My claws... reek of the bandits' blood.\Inuyasha...\Inuyasha, you did it to save everyone...\That's why you did it.\Uhh...\He's a monster!\If you get close, he'll kill you! response:	T-that's not!
context: Huh? My claws... reek of the bandits' blood.\Inuyasha...\Inuyasha, you did it to save everyone...\That's why you did it.\Uhh...\He's a monster!\If you get close, he'll kill you!\T-that's not! response:	I don't care if he's a monster!
context: Inuyasha...\Inuyasha, you did it to save everyone...\That's why you did it.\Uhh...\He's a monster!\If you get close, he'll kill you!\T-that's not!\I don't care if he's a monster! response:	He... he saved Gramps!
context: Inuyasha, you did it to save everyone...\That's why you did it.\Uhh...\He's a monster!\If you get close, he'll kill you!\T-that's not!\I don't care if he's a monster!\He... he saved Gramps! response:	He defeated all the bad men!
context: That's why you did it.\Uhh...\He's a monster!\If you get close, he'll kill you!\T-that's not!\I don't care if he's a monster!\He... he saved Gramps!\He defeated all the bad men! response:	No...all I did was hunt men.
context: Uhh...\He's a monster!\If you get close, he'll kill you!\T-that's not!\I don't care if he's a monster!\He... he saved Gramps!\He defeated all the bad men!\No...all I did was hunt men. response:	The demon that I wanted to become...
context: He's a monster!\If you get close, he'll kill you!\T-that's not!\I don't care if he's a monster!\He... he saved Gramps!\He defeated all the bad men!\No...all I did was hunt men.\The demon that I wanted to become... response:	the power that I desired...
context: If you get close, he'll kill you!\T-that's not!\I don't care if he's a monster!\He... he saved Gramps!\He defeated all the bad men!\No...all I did was hunt men.\The demon that I wanted to become...\the power that I desired... response:	isn't like this!
context: T-that's not!\I don't care if he's a monster!\He... he saved Gramps!\He defeated all the bad men!\No...all I did was hunt men.\The demon that I wanted to become...\the power that I desired...\isn't like this! response:	Each time Inuyasha transforms into a demon, he loses himself.
context: I don't care if he's a monster!\He... he saved Gramps!\He defeated all the bad men!\No...all I did was hunt men.\The demon that I wanted to become...\the power that I desired...\isn't like this!\Each time Inuyasha transforms into a demon, he loses himself. response:	Today, not even Kagome's voice could...
context: He... he saved Gramps!\He defeated all the bad men!\No...all I did was hunt men.\The demon that I wanted to become...\the power that I desired...\isn't like this!\Each time Inuyasha transforms into a demon, he loses himself.\Today, not even Kagome's voice could... response:	Miroku... even if Inuyasha fully transforms into a demon...
context: He defeated all the bad men!\No...all I did was hunt men.\The demon that I wanted to become...\the power that I desired...\isn't like this!\Each time Inuyasha transforms into a demon, he loses himself.\Today, not even Kagome's voice could...\Miroku... even if Inuyasha fully transforms into a demon... response:	I want to stay with him.
context: No...all I did was hunt men.\The demon that I wanted to become...\the power that I desired...\isn't like this!\Each time Inuyasha transforms into a demon, he loses himself.\Today, not even Kagome's voice could...\Miroku... even if Inuyasha fully transforms into a demon...\I want to stay with him. response:	Sango...
context: The demon that I wanted to become...\the power that I desired...\isn't like this!\Each time Inuyasha transforms into a demon, he loses himself.\Today, not even Kagome's voice could...\Miroku... even if Inuyasha fully transforms into a demon...\I want to stay with him.\Sango... response:	Though I caused so much trouble over Kohaku...
context: the power that I desired...\isn't like this!\Each time Inuyasha transforms into a demon, he loses himself.\Today, not even Kagome's voice could...\Miroku... even if Inuyasha fully transforms into a demon...\I want to stay with him.\Sango...\Though I caused so much trouble over Kohaku... response:	all of you stood by me, like it was the natural thing to do.
context: isn't like this!\Each time Inuyasha transforms into a demon, he loses himself.\Today, not even Kagome's voice could...\Miroku... even if Inuyasha fully transforms into a demon...\I want to stay with him.\Sango...\Though I caused so much trouble over Kohaku...\all of you stood by me, like it was the natural thing to do. response:	That's why, I...
context: Each time Inuyasha transforms into a demon, he loses himself.\Today, not even Kagome's voice could...\Miroku... even if Inuyasha fully transforms into a demon...\I want to stay with him.\Sango...\Though I caused so much trouble over Kohaku...\all of you stood by me, like it was the natural thing to do.\That's why, I... response:	Uh-huh...
context: Today, not even Kagome's voice could...\Miroku... even if Inuyasha fully transforms into a demon...\I want to stay with him.\Sango...\Though I caused so much trouble over Kohaku...\all of you stood by me, like it was the natural thing to do.\That's why, I...\Uh-huh... response:	Damn! I can't wash away the smell of blood!
context: Miroku... even if Inuyasha fully transforms into a demon...\I want to stay with him.\Sango...\Though I caused so much trouble over Kohaku...\all of you stood by me, like it was the natural thing to do.\That's why, I...\Uh-huh...\Damn! I can't wash away the smell of blood! response:	It's sickening!
context: I want to stay with him.\Sango...\Though I caused so much trouble over Kohaku...\all of you stood by me, like it was the natural thing to do.\That's why, I...\Uh-huh...\Damn! I can't wash away the smell of blood!\It's sickening! response:	Here, a towel.
context: Sango...\Though I caused so much trouble over Kohaku...\all of you stood by me, like it was the natural thing to do.\That's why, I...\Uh-huh...\Damn! I can't wash away the smell of blood!\It's sickening!\Here, a towel. response:	No thanks.
context: Though I caused so much trouble over Kohaku...\all of you stood by me, like it was the natural thing to do.\That's why, I...\Uh-huh...\Damn! I can't wash away the smell of blood!\It's sickening!\Here, a towel.\No thanks. response:	You don't have to force yourself to stay by me.
context: all of you stood by me, like it was the natural thing to do.\That's why, I...\Uh-huh...\Damn! I can't wash away the smell of blood!\It's sickening!\Here, a towel.\No thanks.\You don't have to force yourself to stay by me. response:	What?!
context: That's why, I...\Uh-huh...\Damn! I can't wash away the smell of blood!\It's sickening!\Here, a towel.\No thanks.\You don't have to force yourself to stay by me.\What?! response:	Everyone's been tiptoeing around me!
context: Uh-huh...\Damn! I can't wash away the smell of blood!\It's sickening!\Here, a towel.\No thanks.\You don't have to force yourself to stay by me.\What?!\Everyone's been tiptoeing around me! response:	Now get this! It doesn't bother me!
context: Damn! I can't wash away the smell of blood!\It's sickening!\Here, a towel.\No thanks.\You don't have to force yourself to stay by me.\What?!\Everyone's been tiptoeing around me!\Now get this! It doesn't bother me! response:	I don't give a damn what I did!
context: It's sickening!\Here, a towel.\No thanks.\You don't have to force yourself to stay by me.\What?!\Everyone's been tiptoeing around me!\Now get this! It doesn't bother me!\I don't give a damn what I did! response:	Inuyasha...
context: Here, a towel.\No thanks.\You don't have to force yourself to stay by me.\What?!\Everyone's been tiptoeing around me!\Now get this! It doesn't bother me!\I don't give a damn what I did!\Inuyasha... response:	It must be hard.
context: No thanks.\You don't have to force yourself to stay by me.\What?!\Everyone's been tiptoeing around me!\Now get this! It doesn't bother me!\I don't give a damn what I did!\Inuyasha...\It must be hard. response:	Inuyasha... I understand.
context: You don't have to force yourself to stay by me.\What?!\Everyone's been tiptoeing around me!\Now get this! It doesn't bother me!\I don't give a damn what I did!\Inuyasha...\It must be hard.\Inuyasha... I understand. response:	Kagome...
context: What?!\Everyone's been tiptoeing around me!\Now get this! It doesn't bother me!\I don't give a damn what I did!\Inuyasha...\It must be hard.\Inuyasha... I understand.\Kagome... response:	I don't remember a thing while I was transformed.
context: Everyone's been tiptoeing around me!\Now get this! It doesn't bother me!\I don't give a damn what I did!\Inuyasha...\It must be hard.\Inuyasha... I understand.\Kagome...\I don't remember a thing while I was transformed. response:	This has never happened before.
context: Now get this! It doesn't bother me!\I don't give a damn what I did!\Inuyasha...\It must be hard.\Inuyasha... I understand.\Kagome...\I don't remember a thing while I was transformed.\This has never happened before. response:	The next time I transform...
context: I don't give a damn what I did!\Inuyasha...\It must be hard.\Inuyasha... I understand.\Kagome...\I don't remember a thing while I was transformed.\This has never happened before.\The next time I transform... response:	I may use these claws, Kagome...
context: Inuyasha...\It must be hard.\Inuyasha... I understand.\Kagome...\I don't remember a thing while I was transformed.\This has never happened before.\The next time I transform...\I may use these claws, Kagome... response:	to tear you up.
context: It must be hard.\Inuyasha... I understand.\Kagome...\I don't remember a thing while I was transformed.\This has never happened before.\The next time I transform...\I may use these claws, Kagome...\to tear you up. response:	Inuyasha cannot suppress his violent demon blood!
context: Inuyasha... I understand.\Kagome...\I don't remember a thing while I was transformed.\This has never happened before.\The next time I transform...\I may use these claws, Kagome...\to tear you up.\Inuyasha cannot suppress his violent demon blood! response:	But he doesn't want to become a monster who only kills.
context: Kagome...\I don't remember a thing while I was transformed.\This has never happened before.\The next time I transform...\I may use these claws, Kagome...\to tear you up.\Inuyasha cannot suppress his violent demon blood!\But he doesn't want to become a monster who only kills. response:	There must be a solution!
context: I don't remember a thing while I was transformed.\This has never happened before.\The next time I transform...\I may use these claws, Kagome...\to tear you up.\Inuyasha cannot suppress his violent demon blood!\But he doesn't want to become a monster who only kills.\There must be a solution! response:	If he defeats Ryukotsusei, Tetsusaiga will become light.
context: This has never happened before.\The next time I transform...\I may use these claws, Kagome...\to tear you up.\Inuyasha cannot suppress his violent demon blood!\But he doesn't want to become a monster who only kills.\There must be a solution!\If he defeats Ryukotsusei, Tetsusaiga will become light. response:	Inuyasha bravely faces the challenge posed by Totosai...
context: The next time I transform...\I may use these claws, Kagome...\to tear you up.\Inuyasha cannot suppress his violent demon blood!\But he doesn't want to become a monster who only kills.\There must be a solution!\If he defeats Ryukotsusei, Tetsusaiga will become light.\Inuyasha bravely faces the challenge posed by Totosai... response:	but that Naraku is up to no good again!
context: I may use these claws, Kagome...\to tear you up.\Inuyasha cannot suppress his violent demon blood!\But he doesn't want to become a monster who only kills.\There must be a solution!\If he defeats Ryukotsusei, Tetsusaiga will become light.\Inuyasha bravely faces the challenge posed by Totosai...\but that Naraku is up to no good again! response:	Next on Inuyasha: Father's Old Enemy: Ryukotsusei.
context: to tear you up.\Inuyasha cannot suppress his violent demon blood!\But he doesn't want to become a monster who only kills.\There must be a solution!\If he defeats Ryukotsusei, Tetsusaiga will become light.\Inuyasha bravely faces the challenge posed by Totosai...\but that Naraku is up to no good again!\Next on Inuyasha: Father's Old Enemy: Ryukotsusei. response:	Don't miss it!
