context: There's no way I could love anyone, response:	There's no way I could love anyone,
context: That's nonsense!\In a truly perfect system, its operator's will is not questioned.\Our will itself is the system and the universal standard of value that transcends ethics.\Don't be ridiculous!\Just who do you think you are?!\It is true that each and every one of us previously exhibited numerous problems with our personalities.\However, by integrating our minds, we have been able to operate in harmony, attaining a universal standard.\The more prejudiced and peculiar the orientations of the individuals who comprise the system, response:	the more new ideas and values they bring to our perception,
context: In a truly perfect system, its operator's will is not questioned.\Our will itself is the system and the universal standard of value that transcends ethics.\Don't be ridiculous!\Just who do you think you are?!\It is true that each and every one of us previously exhibited numerous problems with our personalities.\However, by integrating our minds, we have been able to operate in harmony, attaining a universal standard.\The more prejudiced and peculiar the orientations of the individuals who comprise the system,\the more new ideas and values they bring to our perception, response:	and the more flexible and diversified our thinking becomes.
context: Our will itself is the system and the universal standard of value that transcends ethics.\Don't be ridiculous!\Just who do you think you are?!\It is true that each and every one of us previously exhibited numerous problems with our personalities.\However, by integrating our minds, we have been able to operate in harmony, attaining a universal standard.\The more prejudiced and peculiar the orientations of the individuals who comprise the system,\the more new ideas and values they bring to our perception,\and the more flexible and diversified our thinking becomes. response:	In that regard, Makishima Shougo's idiosyncrasy is quite valuable and as such,
context: Don't be ridiculous!\Just who do you think you are?!\It is true that each and every one of us previously exhibited numerous problems with our personalities.\However, by integrating our minds, we have been able to operate in harmony, attaining a universal standard.\The more prejudiced and peculiar the orientations of the individuals who comprise the system,\the more new ideas and values they bring to our perception,\and the more flexible and diversified our thinking becomes.\In that regard, Makishima Shougo's idiosyncrasy is quite valuable and as such, response:	we have high hopes that he will become an especially useful member.
context: Just who do you think you are?!\It is true that each and every one of us previously exhibited numerous problems with our personalities.\However, by integrating our minds, we have been able to operate in harmony, attaining a universal standard.\The more prejudiced and peculiar the orientations of the individuals who comprise the system,\the more new ideas and values they bring to our perception,\and the more flexible and diversified our thinking becomes.\In that regard, Makishima Shougo's idiosyncrasy is quite valuable and as such,\we have high hopes that he will become an especially useful member. response:	We have attained a logical society in which various contradictions and inequalities are resolved.
context: It is true that each and every one of us previously exhibited numerous problems with our personalities.\However, by integrating our minds, we have been able to operate in harmony, attaining a universal standard.\The more prejudiced and peculiar the orientations of the individuals who comprise the system,\the more new ideas and values they bring to our perception,\and the more flexible and diversified our thinking becomes.\In that regard, Makishima Shougo's idiosyncrasy is quite valuable and as such,\we have high hopes that he will become an especially useful member.\We have attained a logical society in which various contradictions and inequalities are resolved. response:	Is that not the ultimate happiness sought by the rational human mind?
context: However, by integrating our minds, we have been able to operate in harmony, attaining a universal standard.\The more prejudiced and peculiar the orientations of the individuals who comprise the system,\the more new ideas and values they bring to our perception,\and the more flexible and diversified our thinking becomes.\In that regard, Makishima Shougo's idiosyncrasy is quite valuable and as such,\we have high hopes that he will become an especially useful member.\We have attained a logical society in which various contradictions and inequalities are resolved.\Is that not the ultimate happiness sought by the rational human mind? response:	By achieving an absolutely perfect system, Sibyl has come to embody that ideal.
context: The more prejudiced and peculiar the orientations of the individuals who comprise the system,\the more new ideas and values they bring to our perception,\and the more flexible and diversified our thinking becomes.\In that regard, Makishima Shougo's idiosyncrasy is quite valuable and as such,\we have high hopes that he will become an especially useful member.\We have attained a logical society in which various contradictions and inequalities are resolved.\Is that not the ultimate happiness sought by the rational human mind?\By achieving an absolutely perfect system, Sibyl has come to embody that ideal. response:	Why are you telling me all this?
context: the more new ideas and values they bring to our perception,\and the more flexible and diversified our thinking becomes.\In that regard, Makishima Shougo's idiosyncrasy is quite valuable and as such,\we have high hopes that he will become an especially useful member.\We have attained a logical society in which various contradictions and inequalities are resolved.\Is that not the ultimate happiness sought by the rational human mind?\By achieving an absolutely perfect system, Sibyl has come to embody that ideal.\Why are you telling me all this? response:	At this point in time, you detest us emotionally and hate us instinctively.
context: and the more flexible and diversified our thinking becomes.\In that regard, Makishima Shougo's idiosyncrasy is quite valuable and as such,\we have high hopes that he will become an especially useful member.\We have attained a logical society in which various contradictions and inequalities are resolved.\Is that not the ultimate happiness sought by the rational human mind?\By achieving an absolutely perfect system, Sibyl has come to embody that ideal.\Why are you telling me all this?\At this point in time, you detest us emotionally and hate us instinctively. response:	And yet, you still cannot deny the Sibyl System's significance and necessity.
context: In that regard, Makishima Shougo's idiosyncrasy is quite valuable and as such,\we have high hopes that he will become an especially useful member.\We have attained a logical society in which various contradictions and inequalities are resolved.\Is that not the ultimate happiness sought by the rational human mind?\By achieving an absolutely perfect system, Sibyl has come to embody that ideal.\Why are you telling me all this?\At this point in time, you detest us emotionally and hate us instinctively.\And yet, you still cannot deny the Sibyl System's significance and necessity. response:	You accept the fact that the current social order cannot be maintained without Sibyl.
context: we have high hopes that he will become an especially useful member.\We have attained a logical society in which various contradictions and inequalities are resolved.\Is that not the ultimate happiness sought by the rational human mind?\By achieving an absolutely perfect system, Sibyl has come to embody that ideal.\Why are you telling me all this?\At this point in time, you detest us emotionally and hate us instinctively.\And yet, you still cannot deny the Sibyl System's significance and necessity.\You accept the fact that the current social order cannot be maintained without Sibyl. response:	You value its necessity above its justifiability,
context: We have attained a logical society in which various contradictions and inequalities are resolved.\Is that not the ultimate happiness sought by the rational human mind?\By achieving an absolutely perfect system, Sibyl has come to embody that ideal.\Why are you telling me all this?\At this point in time, you detest us emotionally and hate us instinctively.\And yet, you still cannot deny the Sibyl System's significance and necessity.\You accept the fact that the current social order cannot be maintained without Sibyl.\You value its necessity above its justifiability, response:	and we highly value your standards.
context: Is that not the ultimate happiness sought by the rational human mind?\By achieving an absolutely perfect system, Sibyl has come to embody that ideal.\Why are you telling me all this?\At this point in time, you detest us emotionally and hate us instinctively.\And yet, you still cannot deny the Sibyl System's significance and necessity.\You accept the fact that the current social order cannot be maintained without Sibyl.\You value its necessity above its justifiability,\and we highly value your standards. response:	You killed Kagari in order to keep your secrets!
context: By achieving an absolutely perfect system, Sibyl has come to embody that ideal.\Why are you telling me all this?\At this point in time, you detest us emotionally and hate us instinctively.\And yet, you still cannot deny the Sibyl System's significance and necessity.\You accept the fact that the current social order cannot be maintained without Sibyl.\You value its necessity above its justifiability,\and we highly value your standards.\You killed Kagari in order to keep your secrets! response:	Tsunemori Akane possesses a sense of purpose that is shared by the Sibyl System.
context: Why are you telling me all this?\At this point in time, you detest us emotionally and hate us instinctively.\And yet, you still cannot deny the Sibyl System's significance and necessity.\You accept the fact that the current social order cannot be maintained without Sibyl.\You value its necessity above its justifiability,\and we highly value your standards.\You killed Kagari in order to keep your secrets!\Tsunemori Akane possesses a sense of purpose that is shared by the Sibyl System. response:	Hence, we deemed the possibility that you'd reveal our secrets and endanger the system negligibly small.
context: At this point in time, you detest us emotionally and hate us instinctively.\And yet, you still cannot deny the Sibyl System's significance and necessity.\You accept the fact that the current social order cannot be maintained without Sibyl.\You value its necessity above its justifiability,\and we highly value your standards.\You killed Kagari in order to keep your secrets!\Tsunemori Akane possesses a sense of purpose that is shared by the Sibyl System.\Hence, we deemed the possibility that you'd reveal our secrets and endanger the system negligibly small. response:	Don't treat me like a fool!
context: And yet, you still cannot deny the Sibyl System's significance and necessity.\You accept the fact that the current social order cannot be maintained without Sibyl.\You value its necessity above its justifiability,\and we highly value your standards.\You killed Kagari in order to keep your secrets!\Tsunemori Akane possesses a sense of purpose that is shared by the Sibyl System.\Hence, we deemed the possibility that you'd reveal our secrets and endanger the system negligibly small.\Don't treat me like a fool! response:	You are... You are...!
context: You accept the fact that the current social order cannot be maintained without Sibyl.\You value its necessity above its justifiability,\and we highly value your standards.\You killed Kagari in order to keep your secrets!\Tsunemori Akane possesses a sense of purpose that is shared by the Sibyl System.\Hence, we deemed the possibility that you'd reveal our secrets and endanger the system negligibly small.\Don't treat me like a fool!\You are... You are...! response:	Let me ask you once again.
context: You value its necessity above its justifiability,\and we highly value your standards.\You killed Kagari in order to keep your secrets!\Tsunemori Akane possesses a sense of purpose that is shared by the Sibyl System.\Hence, we deemed the possibility that you'd reveal our secrets and endanger the system negligibly small.\Don't treat me like a fool!\You are... You are...!\Let me ask you once again. response:	Tsunemori Akane, do you wish for a world without the Sibyl System?
context: and we highly value your standards.\You killed Kagari in order to keep your secrets!\Tsunemori Akane possesses a sense of purpose that is shared by the Sibyl System.\Hence, we deemed the possibility that you'd reveal our secrets and endanger the system negligibly small.\Don't treat me like a fool!\You are... You are...!\Let me ask you once again.\Tsunemori Akane, do you wish for a world without the Sibyl System? response:	That's right. You try to nod, but then you hesitate.
context: You killed Kagari in order to keep your secrets!\Tsunemori Akane possesses a sense of purpose that is shared by the Sibyl System.\Hence, we deemed the possibility that you'd reveal our secrets and endanger the system negligibly small.\Don't treat me like a fool!\You are... You are...!\Let me ask you once again.\Tsunemori Akane, do you wish for a world without the Sibyl System?\That's right. You try to nod, but then you hesitate. response:	Your own ideals are not clear and well-defined enough to deny the social order achieved at this point.
context: Tsunemori Akane possesses a sense of purpose that is shared by the Sibyl System.\Hence, we deemed the possibility that you'd reveal our secrets and endanger the system negligibly small.\Don't treat me like a fool!\You are... You are...!\Let me ask you once again.\Tsunemori Akane, do you wish for a world without the Sibyl System?\That's right. You try to nod, but then you hesitate.\Your own ideals are not clear and well-defined enough to deny the social order achieved at this point. response:	You recognize that the current peaceful society and harmony
context: Hence, we deemed the possibility that you'd reveal our secrets and endanger the system negligibly small.\Don't treat me like a fool!\You are... You are...!\Let me ask you once again.\Tsunemori Akane, do you wish for a world without the Sibyl System?\That's right. You try to nod, but then you hesitate.\Your own ideals are not clear and well-defined enough to deny the social order achieved at this point.\You recognize that the current peaceful society and harmony response:	achieved through law, order, and public well-being are more important than anything else.
context: Don't treat me like a fool!\You are... You are...!\Let me ask you once again.\Tsunemori Akane, do you wish for a world without the Sibyl System?\That's right. You try to nod, but then you hesitate.\Your own ideals are not clear and well-defined enough to deny the social order achieved at this point.\You recognize that the current peaceful society and harmony\achieved through law, order, and public well-being are more important than anything else. response:	Hence, no matter how much you hate the Sibyl System, or how much you wish to bring it down,
context: You are... You are...!\Let me ask you once again.\Tsunemori Akane, do you wish for a world without the Sibyl System?\That's right. You try to nod, but then you hesitate.\Your own ideals are not clear and well-defined enough to deny the social order achieved at this point.\You recognize that the current peaceful society and harmony\achieved through law, order, and public well-being are more important than anything else.\Hence, no matter how much you hate the Sibyl System, or how much you wish to bring it down, response:	you cannot bring yourself to reject the system on which all those things are built.
context: Let me ask you once again.\Tsunemori Akane, do you wish for a world without the Sibyl System?\That's right. You try to nod, but then you hesitate.\Your own ideals are not clear and well-defined enough to deny the social order achieved at this point.\You recognize that the current peaceful society and harmony\achieved through law, order, and public well-being are more important than anything else.\Hence, no matter how much you hate the Sibyl System, or how much you wish to bring it down,\you cannot bring yourself to reject the system on which all those things are built. response:	Don't talk like you know everything.
context: Tsunemori Akane, do you wish for a world without the Sibyl System?\That's right. You try to nod, but then you hesitate.\Your own ideals are not clear and well-defined enough to deny the social order achieved at this point.\You recognize that the current peaceful society and harmony\achieved through law, order, and public well-being are more important than anything else.\Hence, no matter how much you hate the Sibyl System, or how much you wish to bring it down,\you cannot bring yourself to reject the system on which all those things are built.\Don't talk like you know everything. response:	On the contrary, by analyzing your reactions via cymatic scans, it is easy to grasp your character.
context: That's right. You try to nod, but then you hesitate.\Your own ideals are not clear and well-defined enough to deny the social order achieved at this point.\You recognize that the current peaceful society and harmony\achieved through law, order, and public well-being are more important than anything else.\Hence, no matter how much you hate the Sibyl System, or how much you wish to bring it down,\you cannot bring yourself to reject the system on which all those things are built.\Don't talk like you know everything.\On the contrary, by analyzing your reactions via cymatic scans, it is easy to grasp your character. response:	Please cease this futile posturing and let us discuss the matter in earnest.
context: Your own ideals are not clear and well-defined enough to deny the social order achieved at this point.\You recognize that the current peaceful society and harmony\achieved through law, order, and public well-being are more important than anything else.\Hence, no matter how much you hate the Sibyl System, or how much you wish to bring it down,\you cannot bring yourself to reject the system on which all those things are built.\Don't talk like you know everything.\On the contrary, by analyzing your reactions via cymatic scans, it is easy to grasp your character.\Please cease this futile posturing and let us discuss the matter in earnest. response:	The goal of this meeting is to establish a collaborative relationship.
context: You recognize that the current peaceful society and harmony\achieved through law, order, and public well-being are more important than anything else.\Hence, no matter how much you hate the Sibyl System, or how much you wish to bring it down,\you cannot bring yourself to reject the system on which all those things are built.\Don't talk like you know everything.\On the contrary, by analyzing your reactions via cymatic scans, it is easy to grasp your character.\Please cease this futile posturing and let us discuss the matter in earnest.\The goal of this meeting is to establish a collaborative relationship. response:	Collaborative?
context: achieved through law, order, and public well-being are more important than anything else.\Hence, no matter how much you hate the Sibyl System, or how much you wish to bring it down,\you cannot bring yourself to reject the system on which all those things are built.\Don't talk like you know everything.\On the contrary, by analyzing your reactions via cymatic scans, it is easy to grasp your character.\Please cease this futile posturing and let us discuss the matter in earnest.\The goal of this meeting is to establish a collaborative relationship.\Collaborative? response:	CID Division 1 is currently in a state of crisis.
context: Hence, no matter how much you hate the Sibyl System, or how much you wish to bring it down,\you cannot bring yourself to reject the system on which all those things are built.\Don't talk like you know everything.\On the contrary, by analyzing your reactions via cymatic scans, it is easy to grasp your character.\Please cease this futile posturing and let us discuss the matter in earnest.\The goal of this meeting is to establish a collaborative relationship.\Collaborative?\CID Division 1 is currently in a state of crisis. response:	Due to Kougami Shinya's recklessness and Ginoza Nobuchika's breakdown,
context: you cannot bring yourself to reject the system on which all those things are built.\Don't talk like you know everything.\On the contrary, by analyzing your reactions via cymatic scans, it is easy to grasp your character.\Please cease this futile posturing and let us discuss the matter in earnest.\The goal of this meeting is to establish a collaborative relationship.\Collaborative?\CID Division 1 is currently in a state of crisis.\Due to Kougami Shinya's recklessness and Ginoza Nobuchika's breakdown, response:	the team is starting to show signs of dysfunction.
context: Don't talk like you know everything.\On the contrary, by analyzing your reactions via cymatic scans, it is easy to grasp your character.\Please cease this futile posturing and let us discuss the matter in earnest.\The goal of this meeting is to establish a collaborative relationship.\Collaborative?\CID Division 1 is currently in a state of crisis.\Due to Kougami Shinya's recklessness and Ginoza Nobuchika's breakdown,\the team is starting to show signs of dysfunction. response:	Unless a new leader takes the initiative in the investigation,
context: On the contrary, by analyzing your reactions via cymatic scans, it is easy to grasp your character.\Please cease this futile posturing and let us discuss the matter in earnest.\The goal of this meeting is to establish a collaborative relationship.\Collaborative?\CID Division 1 is currently in a state of crisis.\Due to Kougami Shinya's recklessness and Ginoza Nobuchika's breakdown,\the team is starting to show signs of dysfunction.\Unless a new leader takes the initiative in the investigation, response:	we cannot expect success in tracking down Makishima Shougo.
context: Please cease this futile posturing and let us discuss the matter in earnest.\The goal of this meeting is to establish a collaborative relationship.\Collaborative?\CID Division 1 is currently in a state of crisis.\Due to Kougami Shinya's recklessness and Ginoza Nobuchika's breakdown,\the team is starting to show signs of dysfunction.\Unless a new leader takes the initiative in the investigation,\we cannot expect success in tracking down Makishima Shougo. response:	Inspector Ginoza's... breakdown?
context: The goal of this meeting is to establish a collaborative relationship.\Collaborative?\CID Division 1 is currently in a state of crisis.\Due to Kougami Shinya's recklessness and Ginoza Nobuchika's breakdown,\the team is starting to show signs of dysfunction.\Unless a new leader takes the initiative in the investigation,\we cannot expect success in tracking down Makishima Shougo.\Inspector Ginoza's... breakdown? response:	Tsunemori Akane. Because you were caught in an unnecessary inner conflict,
context: Collaborative?\CID Division 1 is currently in a state of crisis.\Due to Kougami Shinya's recklessness and Ginoza Nobuchika's breakdown,\the team is starting to show signs of dysfunction.\Unless a new leader takes the initiative in the investigation,\we cannot expect success in tracking down Makishima Shougo.\Inspector Ginoza's... breakdown?\Tsunemori Akane. Because you were caught in an unnecessary inner conflict, response:	you have not been able to exhibit your potential capability either.
context: CID Division 1 is currently in a state of crisis.\Due to Kougami Shinya's recklessness and Ginoza Nobuchika's breakdown,\the team is starting to show signs of dysfunction.\Unless a new leader takes the initiative in the investigation,\we cannot expect success in tracking down Makishima Shougo.\Inspector Ginoza's... breakdown?\Tsunemori Akane. Because you were caught in an unnecessary inner conflict,\you have not been able to exhibit your potential capability either. response:	Your lack of understanding of the situation has clouded your judgment.
context: Due to Kougami Shinya's recklessness and Ginoza Nobuchika's breakdown,\the team is starting to show signs of dysfunction.\Unless a new leader takes the initiative in the investigation,\we cannot expect success in tracking down Makishima Shougo.\Inspector Ginoza's... breakdown?\Tsunemori Akane. Because you were caught in an unnecessary inner conflict,\you have not been able to exhibit your potential capability either.\Your lack of understanding of the situation has clouded your judgment. response:	That is why we decided to make an exception and reveal to you the truth behind the Sibyl System.
context: the team is starting to show signs of dysfunction.\Unless a new leader takes the initiative in the investigation,\we cannot expect success in tracking down Makishima Shougo.\Inspector Ginoza's... breakdown?\Tsunemori Akane. Because you were caught in an unnecessary inner conflict,\you have not been able to exhibit your potential capability either.\Your lack of understanding of the situation has clouded your judgment.\That is why we decided to make an exception and reveal to you the truth behind the Sibyl System. response:	We decided that telling you the truth would be the best way to motivate you.
context: Unless a new leader takes the initiative in the investigation,\we cannot expect success in tracking down Makishima Shougo.\Inspector Ginoza's... breakdown?\Tsunemori Akane. Because you were caught in an unnecessary inner conflict,\you have not been able to exhibit your potential capability either.\Your lack of understanding of the situation has clouded your judgment.\That is why we decided to make an exception and reveal to you the truth behind the Sibyl System.\We decided that telling you the truth would be the best way to motivate you. response:	Tsunemori Akane...
context: we cannot expect success in tracking down Makishima Shougo.\Inspector Ginoza's... breakdown?\Tsunemori Akane. Because you were caught in an unnecessary inner conflict,\you have not been able to exhibit your potential capability either.\Your lack of understanding of the situation has clouded your judgment.\That is why we decided to make an exception and reveal to you the truth behind the Sibyl System.\We decided that telling you the truth would be the best way to motivate you.\Tsunemori Akane... response:	You also disagree with Kougami Shinya taking Makishima Shougo's punishment into his own hands.
context: Inspector Ginoza's... breakdown?\Tsunemori Akane. Because you were caught in an unnecessary inner conflict,\you have not been able to exhibit your potential capability either.\Your lack of understanding of the situation has clouded your judgment.\That is why we decided to make an exception and reveal to you the truth behind the Sibyl System.\We decided that telling you the truth would be the best way to motivate you.\Tsunemori Akane...\You also disagree with Kougami Shinya taking Makishima Shougo's punishment into his own hands. response:	You and we both wish to prevent pointless deaths caused by unchecked emotions.
context: Tsunemori Akane. Because you were caught in an unnecessary inner conflict,\you have not been able to exhibit your potential capability either.\Your lack of understanding of the situation has clouded your judgment.\That is why we decided to make an exception and reveal to you the truth behind the Sibyl System.\We decided that telling you the truth would be the best way to motivate you.\Tsunemori Akane...\You also disagree with Kougami Shinya taking Makishima Shougo's punishment into his own hands.\You and we both wish to prevent pointless deaths caused by unchecked emotions. response:	I only want Makishima's crimes to be judged in a fair and just way.
context: you have not been able to exhibit your potential capability either.\Your lack of understanding of the situation has clouded your judgment.\That is why we decided to make an exception and reveal to you the truth behind the Sibyl System.\We decided that telling you the truth would be the best way to motivate you.\Tsunemori Akane...\You also disagree with Kougami Shinya taking Makishima Shougo's punishment into his own hands.\You and we both wish to prevent pointless deaths caused by unchecked emotions.\I only want Makishima's crimes to be judged in a fair and just way. response:	Those among you who broke the law in the past also need to atone for their crimes.
context: Your lack of understanding of the situation has clouded your judgment.\That is why we decided to make an exception and reveal to you the truth behind the Sibyl System.\We decided that telling you the truth would be the best way to motivate you.\Tsunemori Akane...\You also disagree with Kougami Shinya taking Makishima Shougo's punishment into his own hands.\You and we both wish to prevent pointless deaths caused by unchecked emotions.\I only want Makishima's crimes to be judged in a fair and just way.\Those among you who broke the law in the past also need to atone for their crimes. response:	Our contributions to society are more than enough compensation for the damages we caused in the past.
context: That is why we decided to make an exception and reveal to you the truth behind the Sibyl System.\We decided that telling you the truth would be the best way to motivate you.\Tsunemori Akane...\You also disagree with Kougami Shinya taking Makishima Shougo's punishment into his own hands.\You and we both wish to prevent pointless deaths caused by unchecked emotions.\I only want Makishima's crimes to be judged in a fair and just way.\Those among you who broke the law in the past also need to atone for their crimes.\Our contributions to society are more than enough compensation for the damages we caused in the past. response:	Isn't that convenient?
context: We decided that telling you the truth would be the best way to motivate you.\Tsunemori Akane...\You also disagree with Kougami Shinya taking Makishima Shougo's punishment into his own hands.\You and we both wish to prevent pointless deaths caused by unchecked emotions.\I only want Makishima's crimes to be judged in a fair and just way.\Those among you who broke the law in the past also need to atone for their crimes.\Our contributions to society are more than enough compensation for the damages we caused in the past.\Isn't that convenient? response:	Only three minutes left until my future's decided for me.
context: Tsunemori Akane...\You also disagree with Kougami Shinya taking Makishima Shougo's punishment into his own hands.\You and we both wish to prevent pointless deaths caused by unchecked emotions.\I only want Makishima's crimes to be judged in a fair and just way.\Those among you who broke the law in the past also need to atone for their crimes.\Our contributions to society are more than enough compensation for the damages we caused in the past.\Isn't that convenient?\Only three minutes left until my future's decided for me. response:	This sucks.
context: You also disagree with Kougami Shinya taking Makishima Shougo's punishment into his own hands.\You and we both wish to prevent pointless deaths caused by unchecked emotions.\I only want Makishima's crimes to be judged in a fair and just way.\Those among you who broke the law in the past also need to atone for their crimes.\Our contributions to society are more than enough compensation for the damages we caused in the past.\Isn't that convenient?\Only three minutes left until my future's decided for me.\This sucks. response:	Did you do that terribly on the final exam, Yuki?
context: You and we both wish to prevent pointless deaths caused by unchecked emotions.\I only want Makishima's crimes to be judged in a fair and just way.\Those among you who broke the law in the past also need to atone for their crimes.\Our contributions to society are more than enough compensation for the damages we caused in the past.\Isn't that convenient?\Only three minutes left until my future's decided for me.\This sucks.\Did you do that terribly on the final exam, Yuki? response:	I couldn't have done worse. I wonder what kind of job I'll end up with...
context: I only want Makishima's crimes to be judged in a fair and just way.\Those among you who broke the law in the past also need to atone for their crimes.\Our contributions to society are more than enough compensation for the damages we caused in the past.\Isn't that convenient?\Only three minutes left until my future's decided for me.\This sucks.\Did you do that terribly on the final exam, Yuki?\I couldn't have done worse. I wonder what kind of job I'll end up with... response:	If we were living in the days before Sibyl existed, it'd be luck of the draw whether we ended up happy or not.
context: Those among you who broke the law in the past also need to atone for their crimes.\Our contributions to society are more than enough compensation for the damages we caused in the past.\Isn't that convenient?\Only three minutes left until my future's decided for me.\This sucks.\Did you do that terribly on the final exam, Yuki?\I couldn't have done worse. I wonder what kind of job I'll end up with...\If we were living in the days before Sibyl existed, it'd be luck of the draw whether we ended up happy or not. response:	So this is a lot better than the old days, at least.
context: Our contributions to society are more than enough compensation for the damages we caused in the past.\Isn't that convenient?\Only three minutes left until my future's decided for me.\This sucks.\Did you do that terribly on the final exam, Yuki?\I couldn't have done worse. I wonder what kind of job I'll end up with...\If we were living in the days before Sibyl existed, it'd be luck of the draw whether we ended up happy or not.\So this is a lot better than the old days, at least. response:	I envy you. You're likely to end up with multiple aptitudes, Kaori.
context: Isn't that convenient?\Only three minutes left until my future's decided for me.\This sucks.\Did you do that terribly on the final exam, Yuki?\I couldn't have done worse. I wonder what kind of job I'll end up with...\If we were living in the days before Sibyl existed, it'd be luck of the draw whether we ended up happy or not.\So this is a lot better than the old days, at least.\I envy you. You're likely to end up with multiple aptitudes, Kaori. response:	You can just pick and choose the employer you want.
context: Only three minutes left until my future's decided for me.\This sucks.\Did you do that terribly on the final exam, Yuki?\I couldn't have done worse. I wonder what kind of job I'll end up with...\If we were living in the days before Sibyl existed, it'd be luck of the draw whether we ended up happy or not.\So this is a lot better than the old days, at least.\I envy you. You're likely to end up with multiple aptitudes, Kaori.\You can just pick and choose the employer you want. response:	I'm still nowhere near as good as Akane.
context: This sucks.\Did you do that terribly on the final exam, Yuki?\I couldn't have done worse. I wonder what kind of job I'll end up with...\If we were living in the days before Sibyl existed, it'd be luck of the draw whether we ended up happy or not.\So this is a lot better than the old days, at least.\I envy you. You're likely to end up with multiple aptitudes, Kaori.\You can just pick and choose the employer you want.\I'm still nowhere near as good as Akane. response:	Did you see what her score was like?
context: Did you do that terribly on the final exam, Yuki?\I couldn't have done worse. I wonder what kind of job I'll end up with...\If we were living in the days before Sibyl existed, it'd be luck of the draw whether we ended up happy or not.\So this is a lot better than the old days, at least.\I envy you. You're likely to end up with multiple aptitudes, Kaori.\You can just pick and choose the employer you want.\I'm still nowhere near as good as Akane.\Did you see what her score was like? response:	700 points. I can't believe it.
context: I couldn't have done worse. I wonder what kind of job I'll end up with...\If we were living in the days before Sibyl existed, it'd be luck of the draw whether we ended up happy or not.\So this is a lot better than the old days, at least.\I envy you. You're likely to end up with multiple aptitudes, Kaori.\You can just pick and choose the employer you want.\I'm still nowhere near as good as Akane.\Did you see what her score was like?\700 points. I can't believe it. response:	Well, you know, I've always been lucky when it comes to exams.
context: If we were living in the days before Sibyl existed, it'd be luck of the draw whether we ended up happy or not.\So this is a lot better than the old days, at least.\I envy you. You're likely to end up with multiple aptitudes, Kaori.\You can just pick and choose the employer you want.\I'm still nowhere near as good as Akane.\Did you see what her score was like?\700 points. I can't believe it.\Well, you know, I've always been lucky when it comes to exams. response:	With your exam results and Psycho-Pass, Akane...
context: So this is a lot better than the old days, at least.\I envy you. You're likely to end up with multiple aptitudes, Kaori.\You can just pick and choose the employer you want.\I'm still nowhere near as good as Akane.\Did you see what her score was like?\700 points. I can't believe it.\Well, you know, I've always been lucky when it comes to exams.\With your exam results and Psycho-Pass, Akane... response:	Yeah, you've got a bright future ahead of you.
context: I envy you. You're likely to end up with multiple aptitudes, Kaori.\You can just pick and choose the employer you want.\I'm still nowhere near as good as Akane.\Did you see what her score was like?\700 points. I can't believe it.\Well, you know, I've always been lucky when it comes to exams.\With your exam results and Psycho-Pass, Akane...\Yeah, you've got a bright future ahead of you. response:	I-I do?
context: You can just pick and choose the employer you want.\I'm still nowhere near as good as Akane.\Did you see what her score was like?\700 points. I can't believe it.\Well, you know, I've always been lucky when it comes to exams.\With your exam results and Psycho-Pass, Akane...\Yeah, you've got a bright future ahead of you.\I-I do? response:	Ah! It's here!
context: I'm still nowhere near as good as Akane.\Did you see what her score was like?\700 points. I can't believe it.\Well, you know, I've always been lucky when it comes to exams.\With your exam results and Psycho-Pass, Akane...\Yeah, you've got a bright future ahead of you.\I-I do?\Ah! It's here! response:	Whoa... My rank is C...
context: Did you see what her score was like?\700 points. I can't believe it.\Well, you know, I've always been lucky when it comes to exams.\With your exam results and Psycho-Pass, Akane...\Yeah, you've got a bright future ahead of you.\I-I do?\Ah! It's here!\Whoa... My rank is C... response:	I knew this would happen, but I'm still shocked.
context: 700 points. I can't believe it.\Well, you know, I've always been lucky when it comes to exams.\With your exam results and Psycho-Pass, Akane...\Yeah, you've got a bright future ahead of you.\I-I do?\Ah! It's here!\Whoa... My rank is C...\I knew this would happen, but I'm still shocked. response:	Mine are all office jobs. It'll be tough to work my way up from there.
context: Well, you know, I've always been lucky when it comes to exams.\With your exam results and Psycho-Pass, Akane...\Yeah, you've got a bright future ahead of you.\I-I do?\Ah! It's here!\Whoa... My rank is C...\I knew this would happen, but I'm still shocked.\Mine are all office jobs. It'll be tough to work my way up from there. response:	Hey, what did you get, Akane?
context: With your exam results and Psycho-Pass, Akane...\Yeah, you've got a bright future ahead of you.\I-I do?\Ah! It's here!\Whoa... My rank is C...\I knew this would happen, but I'm still shocked.\Mine are all office jobs. It'll be tough to work my way up from there.\Hey, what did you get, Akane? response:	Let me see, let me see!
context: Yeah, you've got a bright future ahead of you.\I-I do?\Ah! It's here!\Whoa... My rank is C...\I knew this would happen, but I'm still shocked.\Mine are all office jobs. It'll be tough to work my way up from there.\Hey, what did you get, Akane?\Let me see, let me see! response:	Whoa! Amazing! You've got the necessary aptitude to work in any of the central ministries!
context: I-I do?\Ah! It's here!\Whoa... My rank is C...\I knew this would happen, but I'm still shocked.\Mine are all office jobs. It'll be tough to work my way up from there.\Hey, what did you get, Akane?\Let me see, let me see!\Whoa! Amazing! You've got the necessary aptitude to work in any of the central ministries! response:	Wow. That score really is amazing.
