context: How do you like it? response:	ULTRA GOKU UNIFORM CENTURION CAVALRY FORMATION
context: Satsuki, you... You can hear me?!\Yes, I can hear you.\So that's it...\Lady Ragyo.\Yes, I suppose it's time.\And now, with this, humanity ends.\Guys!\I will begin with your friends. response:	They will all become part of the uniform cloth that will cover the Earth.
context: Yes, I can hear you.\So that's it...\Lady Ragyo.\Yes, I suppose it's time.\And now, with this, humanity ends.\Guys!\I will begin with your friends.\They will all become part of the uniform cloth that will cover the Earth. response:	H-How?
context: So that's it...\Lady Ragyo.\Yes, I suppose it's time.\And now, with this, humanity ends.\Guys!\I will begin with your friends.\They will all become part of the uniform cloth that will cover the Earth.\H-How? response:	Like Ryuko, I am neither clothing nor human!
context: Lady Ragyo.\Yes, I suppose it's time.\And now, with this, humanity ends.\Guys!\I will begin with your friends.\They will all become part of the uniform cloth that will cover the Earth.\H-How?\Like Ryuko, I am neither clothing nor human! response:	Shippu Senjin!
context: Yes, I suppose it's time.\And now, with this, humanity ends.\Guys!\I will begin with your friends.\They will all become part of the uniform cloth that will cover the Earth.\H-How?\Like Ryuko, I am neither clothing nor human!\Shippu Senjin! response:	- What's going on? - I can move!
context: And now, with this, humanity ends.\Guys!\I will begin with your friends.\They will all become part of the uniform cloth that will cover the Earth.\H-How?\Like Ryuko, I am neither clothing nor human!\Shippu Senjin!\- What's going on? - I can move! response:	This must mean the Goku Uniforms have their strength back!
context: Guys!\I will begin with your friends.\They will all become part of the uniform cloth that will cover the Earth.\H-How?\Like Ryuko, I am neither clothing nor human!\Shippu Senjin!\- What's going on? - I can move!\This must mean the Goku Uniforms have their strength back! response:	It does indeed!
context: I will begin with your friends.\They will all become part of the uniform cloth that will cover the Earth.\H-How?\Like Ryuko, I am neither clothing nor human!\Shippu Senjin!\- What's going on? - I can move!\This must mean the Goku Uniforms have their strength back!\It does indeed! response:	Life Fiber Override! Kamui Junketsu!
context: They will all become part of the uniform cloth that will cover the Earth.\H-How?\Like Ryuko, I am neither clothing nor human!\Shippu Senjin!\- What's going on? - I can move!\This must mean the Goku Uniforms have their strength back!\It does indeed!\Life Fiber Override! Kamui Junketsu! response:	KAMUI JUNKETSU
context: H-How?\Like Ryuko, I am neither clothing nor human!\Shippu Senjin!\- What's going on? - I can move!\This must mean the Goku Uniforms have their strength back!\It does indeed!\Life Fiber Override! Kamui Junketsu!\KAMUI JUNKETSU response:	Mankanshoku!
context: Like Ryuko, I am neither clothing nor human!\Shippu Senjin!\- What's going on? - I can move!\This must mean the Goku Uniforms have their strength back!\It does indeed!\Life Fiber Override! Kamui Junketsu!\KAMUI JUNKETSU\Mankanshoku! response:	I never imagined I would be saved by you...
context: Shippu Senjin!\- What's going on? - I can move!\This must mean the Goku Uniforms have their strength back!\It does indeed!\Life Fiber Override! Kamui Junketsu!\KAMUI JUNKETSU\Mankanshoku!\I never imagined I would be saved by you... response:	There's no need to thank me.
context: - What's going on? - I can move!\This must mean the Goku Uniforms have their strength back!\It does indeed!\Life Fiber Override! Kamui Junketsu!\KAMUI JUNKETSU\Mankanshoku!\I never imagined I would be saved by you...\There's no need to thank me. response:	Way to go, Senketsu!
context: This must mean the Goku Uniforms have their strength back!\It does indeed!\Life Fiber Override! Kamui Junketsu!\KAMUI JUNKETSU\Mankanshoku!\I never imagined I would be saved by you...\There's no need to thank me.\Way to go, Senketsu! response:	Did you see that, Ragyo?!
context: It does indeed!\Life Fiber Override! Kamui Junketsu!\KAMUI JUNKETSU\Mankanshoku!\I never imagined I would be saved by you...\There's no need to thank me.\Way to go, Senketsu!\Did you see that, Ragyo?! response:	This is the power of those you ridiculed as shams!
context: Life Fiber Override! Kamui Junketsu!\KAMUI JUNKETSU\Mankanshoku!\I never imagined I would be saved by you...\There's no need to thank me.\Way to go, Senketsu!\Did you see that, Ragyo?!\This is the power of those you ridiculed as shams! response:	How can this be...? A mere Kamui knock-off...
context: KAMUI JUNKETSU\Mankanshoku!\I never imagined I would be saved by you...\There's no need to thank me.\Way to go, Senketsu!\Did you see that, Ragyo?!\This is the power of those you ridiculed as shams!\How can this be...? A mere Kamui knock-off... response:	It's because he is a knock-off.
context: Mankanshoku!\I never imagined I would be saved by you...\There's no need to thank me.\Way to go, Senketsu!\Did you see that, Ragyo?!\This is the power of those you ridiculed as shams!\How can this be...? A mere Kamui knock-off...\It's because he is a knock-off. response:	When Satsuki heard my voice, that's when I realized it.
context: I never imagined I would be saved by you...\There's no need to thank me.\Way to go, Senketsu!\Did you see that, Ragyo?!\This is the power of those you ridiculed as shams!\How can this be...? A mere Kamui knock-off...\It's because he is a knock-off.\When Satsuki heard my voice, that's when I realized it. response:	I realized that I had been given the same power as Ryuko!
context: There's no need to thank me.\Way to go, Senketsu!\Did you see that, Ragyo?!\This is the power of those you ridiculed as shams!\How can this be...? A mere Kamui knock-off...\It's because he is a knock-off.\When Satsuki heard my voice, that's when I realized it.\I realized that I had been given the same power as Ryuko! response:	- Not human... - ...and not clothing!
context: Way to go, Senketsu!\Did you see that, Ragyo?!\This is the power of those you ridiculed as shams!\How can this be...? A mere Kamui knock-off...\It's because he is a knock-off.\When Satsuki heard my voice, that's when I realized it.\I realized that I had been given the same power as Ryuko!\- Not human... - ...and not clothing! response:	This is true...
context: Did you see that, Ragyo?!\This is the power of those you ridiculed as shams!\How can this be...? A mere Kamui knock-off...\It's because he is a knock-off.\When Satsuki heard my voice, that's when I realized it.\I realized that I had been given the same power as Ryuko!\- Not human... - ...and not clothing!\This is true... response:	Ryuko!
context: This is the power of those you ridiculed as shams!\How can this be...? A mere Kamui knock-off...\It's because he is a knock-off.\When Satsuki heard my voice, that's when I realized it.\I realized that I had been given the same power as Ryuko!\- Not human... - ...and not clothing!\This is true...\Ryuko! response:	The rest of you, see to the transmitter!
context: How can this be...? A mere Kamui knock-off...\It's because he is a knock-off.\When Satsuki heard my voice, that's when I realized it.\I realized that I had been given the same power as Ryuko!\- Not human... - ...and not clothing!\This is true...\Ryuko!\The rest of you, see to the transmitter! response:	On it!
context: It's because he is a knock-off.\When Satsuki heard my voice, that's when I realized it.\I realized that I had been given the same power as Ryuko!\- Not human... - ...and not clothing!\This is true...\Ryuko!\The rest of you, see to the transmitter!\On it! response:	Hup!
context: When Satsuki heard my voice, that's when I realized it.\I realized that I had been given the same power as Ryuko!\- Not human... - ...and not clothing!\This is true...\Ryuko!\The rest of you, see to the transmitter!\On it!\Hup! response:	Nope! Nope, nope, nope!
context: I realized that I had been given the same power as Ryuko!\- Not human... - ...and not clothing!\This is true...\Ryuko!\The rest of you, see to the transmitter!\On it!\Hup!\Nope! Nope, nope, nope! response:	You'll have to go through me!
context: - Not human... - ...and not clothing!\This is true...\Ryuko!\The rest of you, see to the transmitter!\On it!\Hup!\Nope! Nope, nope, nope!\You'll have to go through me! response:	Mon mignon pret-a-porter!
context: This is true...\Ryuko!\The rest of you, see to the transmitter!\On it!\Hup!\Nope! Nope, nope, nope!\You'll have to go through me!\Mon mignon pret-a-porter! response:	What are you talking about, you low-grade, mass-produced crap?!
context: Ryuko!\The rest of you, see to the transmitter!\On it!\Hup!\Nope! Nope, nope, nope!\You'll have to go through me!\Mon mignon pret-a-porter!\What are you talking about, you low-grade, mass-produced crap?! response:	It's not even worth collecting data on you.
context: The rest of you, see to the transmitter!\On it!\Hup!\Nope! Nope, nope, nope!\You'll have to go through me!\Mon mignon pret-a-porter!\What are you talking about, you low-grade, mass-produced crap?!\It's not even worth collecting data on you. response:	There's no end to them!
context: On it!\Hup!\Nope! Nope, nope, nope!\You'll have to go through me!\Mon mignon pret-a-porter!\What are you talking about, you low-grade, mass-produced crap?!\It's not even worth collecting data on you.\There's no end to them! response:	At this rate...
context: Hup!\Nope! Nope, nope, nope!\You'll have to go through me!\Mon mignon pret-a-porter!\What are you talking about, you low-grade, mass-produced crap?!\It's not even worth collecting data on you.\There's no end to them!\At this rate... response:	You just leave the transmitter to me!
context: Nope! Nope, nope, nope!\You'll have to go through me!\Mon mignon pret-a-porter!\What are you talking about, you low-grade, mass-produced crap?!\It's not even worth collecting data on you.\There's no end to them!\At this rate...\You just leave the transmitter to me! response:	You're alive, Senpai?!
context: You'll have to go through me!\Mon mignon pret-a-porter!\What are you talking about, you low-grade, mass-produced crap?!\It's not even worth collecting data on you.\There's no end to them!\At this rate...\You just leave the transmitter to me!\You're alive, Senpai?! response:	Yes! Just to be safe, I was wearing a titanium-steel
context: Mon mignon pret-a-porter!\What are you talking about, you low-grade, mass-produced crap?!\It's not even worth collecting data on you.\There's no end to them!\At this rate...\You just leave the transmitter to me!\You're alive, Senpai?!\Yes! Just to be safe, I was wearing a titanium-steel response:	belly band made at my relatives' metal works!
context: What are you talking about, you low-grade, mass-produced crap?!\It's not even worth collecting data on you.\There's no end to them!\At this rate...\You just leave the transmitter to me!\You're alive, Senpai?!\Yes! Just to be safe, I was wearing a titanium-steel\belly band made at my relatives' metal works! response:	It hurt, but the wound isn't serious!
context: It's not even worth collecting data on you.\There's no end to them!\At this rate...\You just leave the transmitter to me!\You're alive, Senpai?!\Yes! Just to be safe, I was wearing a titanium-steel\belly band made at my relatives' metal works!\It hurt, but the wound isn't serious! response:	Don't act tough when all you did was pass out!
context: There's no end to them!\At this rate...\You just leave the transmitter to me!\You're alive, Senpai?!\Yes! Just to be safe, I was wearing a titanium-steel\belly band made at my relatives' metal works!\It hurt, but the wound isn't serious!\Don't act tough when all you did was pass out! response:	I will atone for my shameful behavior through my actions!
context: At this rate...\You just leave the transmitter to me!\You're alive, Senpai?!\Yes! Just to be safe, I was wearing a titanium-steel\belly band made at my relatives' metal works!\It hurt, but the wound isn't serious!\Don't act tough when all you did was pass out!\I will atone for my shameful behavior through my actions! response:	Shackle Regalia: Persona Unleashed!
context: You just leave the transmitter to me!\You're alive, Senpai?!\Yes! Just to be safe, I was wearing a titanium-steel\belly band made at my relatives' metal works!\It hurt, but the wound isn't serious!\Don't act tough when all you did was pass out!\I will atone for my shameful behavior through my actions!\Shackle Regalia: Persona Unleashed! response:	SHACKLE REGALIA PERSONA UNLEASHED
context: You're alive, Senpai?!\Yes! Just to be safe, I was wearing a titanium-steel\belly band made at my relatives' metal works!\It hurt, but the wound isn't serious!\Don't act tough when all you did was pass out!\I will atone for my shameful behavior through my actions!\Shackle Regalia: Persona Unleashed!\SHACKLE REGALIA PERSONA UNLEASHED response:	Behold the power of my freed ego!
context: Yes! Just to be safe, I was wearing a titanium-steel\belly band made at my relatives' metal works!\It hurt, but the wound isn't serious!\Don't act tough when all you did was pass out!\I will atone for my shameful behavior through my actions!\Shackle Regalia: Persona Unleashed!\SHACKLE REGALIA PERSONA UNLEASHED\Behold the power of my freed ego! response:	The shackles undone (bakukai) and all pride cast aside (gouteki)!
context: belly band made at my relatives' metal works!\It hurt, but the wound isn't serious!\Don't act tough when all you did was pass out!\I will atone for my shameful behavior through my actions!\Shackle Regalia: Persona Unleashed!\SHACKLE REGALIA PERSONA UNLEASHED\Behold the power of my freed ego!\The shackles undone (bakukai) and all pride cast aside (gouteki)! response:	Taste the wrath of Bakukai-Gouteki!
context: It hurt, but the wound isn't serious!\Don't act tough when all you did was pass out!\I will atone for my shameful behavior through my actions!\Shackle Regalia: Persona Unleashed!\SHACKLE REGALIA PERSONA UNLEASHED\Behold the power of my freed ego!\The shackles undone (bakukai) and all pride cast aside (gouteki)!\Taste the wrath of Bakukai-Gouteki! response:	BAKUKAI-GOUTEKI
context: Don't act tough when all you did was pass out!\I will atone for my shameful behavior through my actions!\Shackle Regalia: Persona Unleashed!\SHACKLE REGALIA PERSONA UNLEASHED\Behold the power of my freed ego!\The shackles undone (bakukai) and all pride cast aside (gouteki)!\Taste the wrath of Bakukai-Gouteki!\BAKUKAI-GOUTEKI response:	We'll take it from here!
context: I will atone for my shameful behavior through my actions!\Shackle Regalia: Persona Unleashed!\SHACKLE REGALIA PERSONA UNLEASHED\Behold the power of my freed ego!\The shackles undone (bakukai) and all pride cast aside (gouteki)!\Taste the wrath of Bakukai-Gouteki!\BAKUKAI-GOUTEKI\We'll take it from here! response:	If we Nudists don't strut our stuff, we'll have gotten undressed for nothing!
context: Shackle Regalia: Persona Unleashed!\SHACKLE REGALIA PERSONA UNLEASHED\Behold the power of my freed ego!\The shackles undone (bakukai) and all pride cast aside (gouteki)!\Taste the wrath of Bakukai-Gouteki!\BAKUKAI-GOUTEKI\We'll take it from here!\If we Nudists don't strut our stuff, we'll have gotten undressed for nothing! response:	You get undressed because you like to, and you know it!
context: SHACKLE REGALIA PERSONA UNLEASHED\Behold the power of my freed ego!\The shackles undone (bakukai) and all pride cast aside (gouteki)!\Taste the wrath of Bakukai-Gouteki!\BAKUKAI-GOUTEKI\We'll take it from here!\If we Nudists don't strut our stuff, we'll have gotten undressed for nothing!\You get undressed because you like to, and you know it! response:	What?!
context: Behold the power of my freed ego!\The shackles undone (bakukai) and all pride cast aside (gouteki)!\Taste the wrath of Bakukai-Gouteki!\BAKUKAI-GOUTEKI\We'll take it from here!\If we Nudists don't strut our stuff, we'll have gotten undressed for nothing!\You get undressed because you like to, and you know it!\What?! response:	Impossible!
context: The shackles undone (bakukai) and all pride cast aside (gouteki)!\Taste the wrath of Bakukai-Gouteki!\BAKUKAI-GOUTEKI\We'll take it from here!\If we Nudists don't strut our stuff, we'll have gotten undressed for nothing!\You get undressed because you like to, and you know it!\What?!\Impossible! response:	Your plan for the Cocoon Sphere Nativity has come undone, too, Ragyo!
context: Taste the wrath of Bakukai-Gouteki!\BAKUKAI-GOUTEKI\We'll take it from here!\If we Nudists don't strut our stuff, we'll have gotten undressed for nothing!\You get undressed because you like to, and you know it!\What?!\Impossible!\Your plan for the Cocoon Sphere Nativity has come undone, too, Ragyo! response:	Have they, now?
context: BAKUKAI-GOUTEKI\We'll take it from here!\If we Nudists don't strut our stuff, we'll have gotten undressed for nothing!\You get undressed because you like to, and you know it!\What?!\Impossible!\Your plan for the Cocoon Sphere Nativity has come undone, too, Ragyo!\Have they, now? response:	Nui! Sacrifice your body.
context: We'll take it from here!\If we Nudists don't strut our stuff, we'll have gotten undressed for nothing!\You get undressed because you like to, and you know it!\What?!\Impossible!\Your plan for the Cocoon Sphere Nativity has come undone, too, Ragyo!\Have they, now?\Nui! Sacrifice your body. response:	Oui, Mama!
context: If we Nudists don't strut our stuff, we'll have gotten undressed for nothing!\You get undressed because you like to, and you know it!\What?!\Impossible!\Your plan for the Cocoon Sphere Nativity has come undone, too, Ragyo!\Have they, now?\Nui! Sacrifice your body.\Oui, Mama! response:	What the hell is that?
context: You get undressed because you like to, and you know it!\What?!\Impossible!\Your plan for the Cocoon Sphere Nativity has come undone, too, Ragyo!\Have they, now?\Nui! Sacrifice your body.\Oui, Mama!\What the hell is that? response:	Nui, my poor daughter, the Life Fibers in your body were too powerful,
context: What?!\Impossible!\Your plan for the Cocoon Sphere Nativity has come undone, too, Ragyo!\Have they, now?\Nui! Sacrifice your body.\Oui, Mama!\What the hell is that?\Nui, my poor daughter, the Life Fibers in your body were too powerful, response:	preventing you from ever donning Life Fibers...
context: Impossible!\Your plan for the Cocoon Sphere Nativity has come undone, too, Ragyo!\Have they, now?\Nui! Sacrifice your body.\Oui, Mama!\What the hell is that?\Nui, my poor daughter, the Life Fibers in your body were too powerful,\preventing you from ever donning Life Fibers... response:	But in the end, you were able to wear them!
context: Your plan for the Cocoon Sphere Nativity has come undone, too, Ragyo!\Have they, now?\Nui! Sacrifice your body.\Oui, Mama!\What the hell is that?\Nui, my poor daughter, the Life Fibers in your body were too powerful,\preventing you from ever donning Life Fibers...\But in the end, you were able to wear them! response:	The ultimate dress that is the Original Life Fiber!
context: Have they, now?\Nui! Sacrifice your body.\Oui, Mama!\What the hell is that?\Nui, my poor daughter, the Life Fibers in your body were too powerful,\preventing you from ever donning Life Fibers...\But in the end, you were able to wear them!\The ultimate dress that is the Original Life Fiber! response:	No, Lady Ragyo, you are wearing me!
context: Nui! Sacrifice your body.\Oui, Mama!\What the hell is that?\Nui, my poor daughter, the Life Fibers in your body were too powerful,\preventing you from ever donning Life Fibers...\But in the end, you were able to wear them!\The ultimate dress that is the Original Life Fiber!\No, Lady Ragyo, you are wearing me! response:	Magnificent... You feel so wonderful on me, Nui!
context: Oui, Mama!\What the hell is that?\Nui, my poor daughter, the Life Fibers in your body were too powerful,\preventing you from ever donning Life Fibers...\But in the end, you were able to wear them!\The ultimate dress that is the Original Life Fiber!\No, Lady Ragyo, you are wearing me!\Magnificent... You feel so wonderful on me, Nui! response:	Of course I do! Still, I'm happy that you think so!
context: What the hell is that?\Nui, my poor daughter, the Life Fibers in your body were too powerful,\preventing you from ever donning Life Fibers...\But in the end, you were able to wear them!\The ultimate dress that is the Original Life Fiber!\No, Lady Ragyo, you are wearing me!\Magnificent... You feel so wonderful on me, Nui!\Of course I do! Still, I'm happy that you think so! response:	Nui, leave the rest to me!
context: Nui, my poor daughter, the Life Fibers in your body were too powerful,\preventing you from ever donning Life Fibers...\But in the end, you were able to wear them!\The ultimate dress that is the Original Life Fiber!\No, Lady Ragyo, you are wearing me!\Magnificent... You feel so wonderful on me, Nui!\Of course I do! Still, I'm happy that you think so!\Nui, leave the rest to me! response:	Hey, come back here!
context: preventing you from ever donning Life Fibers...\But in the end, you were able to wear them!\The ultimate dress that is the Original Life Fiber!\No, Lady Ragyo, you are wearing me!\Magnificent... You feel so wonderful on me, Nui!\Of course I do! Still, I'm happy that you think so!\Nui, leave the rest to me!\Hey, come back here! response:	I've determined Ragyo's objective!
context: But in the end, you were able to wear them!\The ultimate dress that is the Original Life Fiber!\No, Lady Ragyo, you are wearing me!\Magnificent... You feel so wonderful on me, Nui!\Of course I do! Still, I'm happy that you think so!\Nui, leave the rest to me!\Hey, come back here!\I've determined Ragyo's objective! response:	Her destination is the REVOCS communications satellite!
context: The ultimate dress that is the Original Life Fiber!\No, Lady Ragyo, you are wearing me!\Magnificent... You feel so wonderful on me, Nui!\Of course I do! Still, I'm happy that you think so!\Nui, leave the rest to me!\Hey, come back here!\I've determined Ragyo's objective!\Her destination is the REVOCS communications satellite! response:	So Ragyo and Koketsu are trying to hook directly in to the satellite
context: No, Lady Ragyo, you are wearing me!\Magnificent... You feel so wonderful on me, Nui!\Of course I do! Still, I'm happy that you think so!\Nui, leave the rest to me!\Hey, come back here!\I've determined Ragyo's objective!\Her destination is the REVOCS communications satellite!\So Ragyo and Koketsu are trying to hook directly in to the satellite response:	and broadcast the Absolute Submission signal around the world?!
context: Magnificent... You feel so wonderful on me, Nui!\Of course I do! Still, I'm happy that you think so!\Nui, leave the rest to me!\Hey, come back here!\I've determined Ragyo's objective!\Her destination is the REVOCS communications satellite!\So Ragyo and Koketsu are trying to hook directly in to the satellite\and broadcast the Absolute Submission signal around the world?! response:	Yes, but since this is an awakening signal,
context: Of course I do! Still, I'm happy that you think so!\Nui, leave the rest to me!\Hey, come back here!\I've determined Ragyo's objective!\Her destination is the REVOCS communications satellite!\So Ragyo and Koketsu are trying to hook directly in to the satellite\and broadcast the Absolute Submission signal around the world?!\Yes, but since this is an awakening signal, response:	it can't render our Goku Uniforms powerless.
context: Nui, leave the rest to me!\Hey, come back here!\I've determined Ragyo's objective!\Her destination is the REVOCS communications satellite!\So Ragyo and Koketsu are trying to hook directly in to the satellite\and broadcast the Absolute Submission signal around the world?!\Yes, but since this is an awakening signal,\it can't render our Goku Uniforms powerless. response:	We will be able to counterattack!
context: Hey, come back here!\I've determined Ragyo's objective!\Her destination is the REVOCS communications satellite!\So Ragyo and Koketsu are trying to hook directly in to the satellite\and broadcast the Absolute Submission signal around the world?!\Yes, but since this is an awakening signal,\it can't render our Goku Uniforms powerless.\We will be able to counterattack! response:	Now...
context: I've determined Ragyo's objective!\Her destination is the REVOCS communications satellite!\So Ragyo and Koketsu are trying to hook directly in to the satellite\and broadcast the Absolute Submission signal around the world?!\Yes, but since this is an awakening signal,\it can't render our Goku Uniforms powerless.\We will be able to counterattack!\Now... response:	Awaken, all you slumbering Life Fibers!
context: Her destination is the REVOCS communications satellite!\So Ragyo and Koketsu are trying to hook directly in to the satellite\and broadcast the Absolute Submission signal around the world?!\Yes, but since this is an awakening signal,\it can't render our Goku Uniforms powerless.\We will be able to counterattack!\Now...\Awaken, all you slumbering Life Fibers! response:	Take on your original form...
context: So Ragyo and Koketsu are trying to hook directly in to the satellite\and broadcast the Absolute Submission signal around the world?!\Yes, but since this is an awakening signal,\it can't render our Goku Uniforms powerless.\We will be able to counterattack!\Now...\Awaken, all you slumbering Life Fibers!\Take on your original form... response:	Shinra-Koketsu, Absolute Submission!
context: and broadcast the Absolute Submission signal around the world?!\Yes, but since this is an awakening signal,\it can't render our Goku Uniforms powerless.\We will be able to counterattack!\Now...\Awaken, all you slumbering Life Fibers!\Take on your original form...\Shinra-Koketsu, Absolute Submission! response:	- It's begun? - I'll go.
context: Yes, but since this is an awakening signal,\it can't render our Goku Uniforms powerless.\We will be able to counterattack!\Now...\Awaken, all you slumbering Life Fibers!\Take on your original form...\Shinra-Koketsu, Absolute Submission!\- It's begun? - I'll go. response:	I'll go.
context: it can't render our Goku Uniforms powerless.\We will be able to counterattack!\Now...\Awaken, all you slumbering Life Fibers!\Take on your original form...\Shinra-Koketsu, Absolute Submission!\- It's begun? - I'll go.\I'll go. response:	Ryuko! Let's go on a date!
context: We will be able to counterattack!\Now...\Awaken, all you slumbering Life Fibers!\Take on your original form...\Shinra-Koketsu, Absolute Submission!\- It's begun? - I'll go.\I'll go.\Ryuko! Let's go on a date! response:	Listen! When you get back, let's go on a date!
context: Now...\Awaken, all you slumbering Life Fibers!\Take on your original form...\Shinra-Koketsu, Absolute Submission!\- It's begun? - I'll go.\I'll go.\Ryuko! Let's go on a date!\Listen! When you get back, let's go on a date! response:	You're making this a world where girls can eat ice cream
context: Awaken, all you slumbering Life Fibers!\Take on your original form...\Shinra-Koketsu, Absolute Submission!\- It's begun? - I'll go.\I'll go.\Ryuko! Let's go on a date!\Listen! When you get back, let's go on a date!\You're making this a world where girls can eat ice cream response:	and go shopping while wearing a cute dress and cute accessories
context: Take on your original form...\Shinra-Koketsu, Absolute Submission!\- It's begun? - I'll go.\I'll go.\Ryuko! Let's go on a date!\Listen! When you get back, let's go on a date!\You're making this a world where girls can eat ice cream\and go shopping while wearing a cute dress and cute accessories response:	and can wear whatever clothes they like
context: Shinra-Koketsu, Absolute Submission!\- It's begun? - I'll go.\I'll go.\Ryuko! Let's go on a date!\Listen! When you get back, let's go on a date!\You're making this a world where girls can eat ice cream\and go shopping while wearing a cute dress and cute accessories\and can wear whatever clothes they like response:	and get all dolled up without fear!
context: - It's begun? - I'll go.\I'll go.\Ryuko! Let's go on a date!\Listen! When you get back, let's go on a date!\You're making this a world where girls can eat ice cream\and go shopping while wearing a cute dress and cute accessories\and can wear whatever clothes they like\and get all dolled up without fear! response:	Without fear... without fear...
context: I'll go.\Ryuko! Let's go on a date!\Listen! When you get back, let's go on a date!\You're making this a world where girls can eat ice cream\and go shopping while wearing a cute dress and cute accessories\and can wear whatever clothes they like\and get all dolled up without fear!\Without fear... without fear... response:	You're on.
context: Ryuko! Let's go on a date!\Listen! When you get back, let's go on a date!\You're making this a world where girls can eat ice cream\and go shopping while wearing a cute dress and cute accessories\and can wear whatever clothes they like\and get all dolled up without fear!\Without fear... without fear...\You're on. response:	It's in your hands now. The survival of the human race-
context: Listen! When you get back, let's go on a date!\You're making this a world where girls can eat ice cream\and go shopping while wearing a cute dress and cute accessories\and can wear whatever clothes they like\and get all dolled up without fear!\Without fear... without fear...\You're on.\It's in your hands now. The survival of the human race- response:	for the sake of girls' fashion!
context: You're making this a world where girls can eat ice cream\and go shopping while wearing a cute dress and cute accessories\and can wear whatever clothes they like\and get all dolled up without fear!\Without fear... without fear...\You're on.\It's in your hands now. The survival of the human race-\for the sake of girls' fashion! response:	You can count on me!
context: and go shopping while wearing a cute dress and cute accessories\and can wear whatever clothes they like\and get all dolled up without fear!\Without fear... without fear...\You're on.\It's in your hands now. The survival of the human race-\for the sake of girls' fashion!\You can count on me! response:	I'm going to put on all of your Goku Uniforms!
context: and can wear whatever clothes they like\and get all dolled up without fear!\Without fear... without fear...\You're on.\It's in your hands now. The survival of the human race-\for the sake of girls' fashion!\You can count on me!\I'm going to put on all of your Goku Uniforms! response:	Senketsu-Kisaragi!
context: and get all dolled up without fear!\Without fear... without fear...\You're on.\It's in your hands now. The survival of the human race-\for the sake of girls' fashion!\You can count on me!\I'm going to put on all of your Goku Uniforms!\Senketsu-Kisaragi! response:	SENKETSU-KISARAGI
context: Without fear... without fear...\You're on.\It's in your hands now. The survival of the human race-\for the sake of girls' fashion!\You can count on me!\I'm going to put on all of your Goku Uniforms!\Senketsu-Kisaragi!\SENKETSU-KISARAGI response:	Beautiful...
context: You're on.\It's in your hands now. The survival of the human race-\for the sake of girls' fashion!\You can count on me!\I'm going to put on all of your Goku Uniforms!\Senketsu-Kisaragi!\SENKETSU-KISARAGI\Beautiful... response:	Truly beautiful. This truly is the Cocoon World Nativity...
context: It's in your hands now. The survival of the human race-\for the sake of girls' fashion!\You can count on me!\I'm going to put on all of your Goku Uniforms!\Senketsu-Kisaragi!\SENKETSU-KISARAGI\Beautiful...\Truly beautiful. This truly is the Cocoon World Nativity... response:	What?
context: for the sake of girls' fashion!\You can count on me!\I'm going to put on all of your Goku Uniforms!\Senketsu-Kisaragi!\SENKETSU-KISARAGI\Beautiful...\Truly beautiful. This truly is the Cocoon World Nativity...\What? response:	That's far enough, Ragyo!
context: You can count on me!\I'm going to put on all of your Goku Uniforms!\Senketsu-Kisaragi!\SENKETSU-KISARAGI\Beautiful...\Truly beautiful. This truly is the Cocoon World Nativity...\What?\That's far enough, Ragyo! response:	Ah, I see.
context: I'm going to put on all of your Goku Uniforms!\Senketsu-Kisaragi!\SENKETSU-KISARAGI\Beautiful...\Truly beautiful. This truly is the Cocoon World Nativity...\What?\That's far enough, Ragyo!\Ah, I see. response:	You made a patchwork garment out
context: Senketsu-Kisaragi!\SENKETSU-KISARAGI\Beautiful...\Truly beautiful. This truly is the Cocoon World Nativity...\What?\That's far enough, Ragyo!\Ah, I see.\You made a patchwork garment out response:	of all the available Life Fibers to come up here.
context: SENKETSU-KISARAGI\Beautiful...\Truly beautiful. This truly is the Cocoon World Nativity...\What?\That's far enough, Ragyo!\Ah, I see.\You made a patchwork garment out\of all the available Life Fibers to come up here. response:	But you are too late.
context: Beautiful...\Truly beautiful. This truly is the Cocoon World Nativity...\What?\That's far enough, Ragyo!\Ah, I see.\You made a patchwork garment out\of all the available Life Fibers to come up here.\But you are too late. response:	Look at the surface.
context: Truly beautiful. This truly is the Cocoon World Nativity...\What?\That's far enough, Ragyo!\Ah, I see.\You made a patchwork garment out\of all the available Life Fibers to come up here.\But you are too late.\Look at the surface. response:	The signal has reached the Life Fibers all across the world!
context: What?\That's far enough, Ragyo!\Ah, I see.\You made a patchwork garment out\of all the available Life Fibers to come up here.\But you are too late.\Look at the surface.\The signal has reached the Life Fibers all across the world! response:	Humanity's conversion into fabric cannot be stopped!
context: That's far enough, Ragyo!\Ah, I see.\You made a patchwork garment out\of all the available Life Fibers to come up here.\But you are too late.\Look at the surface.\The signal has reached the Life Fibers all across the world!\Humanity's conversion into fabric cannot be stopped! response:	I can't give up that easily!
context: Ah, I see.\You made a patchwork garment out\of all the available Life Fibers to come up here.\But you are too late.\Look at the surface.\The signal has reached the Life Fibers all across the world!\Humanity's conversion into fabric cannot be stopped!\I can't give up that easily! response:	You and your nonsense...
context: You made a patchwork garment out\of all the available Life Fibers to come up here.\But you are too late.\Look at the surface.\The signal has reached the Life Fibers all across the world!\Humanity's conversion into fabric cannot be stopped!\I can't give up that easily!\You and your nonsense... response:	Chew on this!
