context: Why are you crying? response:	B-Because everyone is going to go away...
context: Uncle...\But magic is a mysterious and marvelous thing, isn't it?\Next time for sure,\I hope you can become her little sister...\I'm sorry, Michelle. It must've been so hard on you...\You don't have to cry, Nee-san. It's okay.\After all, you can hear them, can't you?\The voices of the people who love you... response:	Everyone!
context: But magic is a mysterious and marvelous thing, isn't it?\Next time for sure,\I hope you can become her little sister...\I'm sorry, Michelle. It must've been so hard on you...\You don't have to cry, Nee-san. It's okay.\After all, you can hear them, can't you?\The voices of the people who love you...\Everyone! response:	I can hear them! I can see them!
context: Next time for sure,\I hope you can become her little sister...\I'm sorry, Michelle. It must've been so hard on you...\You don't have to cry, Nee-san. It's okay.\After all, you can hear them, can't you?\The voices of the people who love you...\Everyone!\I can hear them! I can see them! response:	Hold on, Lucy!
context: I hope you can become her little sister...\I'm sorry, Michelle. It must've been so hard on you...\You don't have to cry, Nee-san. It's okay.\After all, you can hear them, can't you?\The voices of the people who love you...\Everyone!\I can hear them! I can see them!\Hold on, Lucy! response:	Faster! We have to go faster!
context: I'm sorry, Michelle. It must've been so hard on you...\You don't have to cry, Nee-san. It's okay.\After all, you can hear them, can't you?\The voices of the people who love you...\Everyone!\I can hear them! I can see them!\Hold on, Lucy!\Faster! We have to go faster! response:	Alright, on to the next one!
context: You don't have to cry, Nee-san. It's okay.\After all, you can hear them, can't you?\The voices of the people who love you...\Everyone!\I can hear them! I can see them!\Hold on, Lucy!\Faster! We have to go faster!\Alright, on to the next one! response:	What happened with the rest of the Six Generals?!
context: After all, you can hear them, can't you?\The voices of the people who love you...\Everyone!\I can hear them! I can see them!\Hold on, Lucy!\Faster! We have to go faster!\Alright, on to the next one!\What happened with the rest of the Six Generals?! response:	Warren! What's the status of Natsu and the others?!
context: The voices of the people who love you...\Everyone!\I can hear them! I can see them!\Hold on, Lucy!\Faster! We have to go faster!\Alright, on to the next one!\What happened with the rest of the Six Generals?!\Warren! What's the status of Natsu and the others?! response:	Dammit, what's going on?! I've lost contact with Natsu!
context: Everyone!\I can hear them! I can see them!\Hold on, Lucy!\Faster! We have to go faster!\Alright, on to the next one!\What happened with the rest of the Six Generals?!\Warren! What's the status of Natsu and the others?!\Dammit, what's going on?! I've lost contact with Natsu! response:	What's going on?!
context: I can hear them! I can see them!\Hold on, Lucy!\Faster! We have to go faster!\Alright, on to the next one!\What happened with the rest of the Six Generals?!\Warren! What's the status of Natsu and the others?!\Dammit, what's going on?! I've lost contact with Natsu!\What's going on?! response:	Natsu's disappeared!
context: Hold on, Lucy!\Faster! We have to go faster!\Alright, on to the next one!\What happened with the rest of the Six Generals?!\Warren! What's the status of Natsu and the others?!\Dammit, what's going on?! I've lost contact with Natsu!\What's going on?!\Natsu's disappeared! response:	The brat's existence was devoured in the darkness and wiped out!
context: Faster! We have to go faster!\Alright, on to the next one!\What happened with the rest of the Six Generals?!\Warren! What's the status of Natsu and the others?!\Dammit, what's going on?! I've lost contact with Natsu!\What's going on?!\Natsu's disappeared!\The brat's existence was devoured in the darkness and wiped out! response:	Wait for me, Lucy! I'm on my way!
context: Alright, on to the next one!\What happened with the rest of the Six Generals?!\Warren! What's the status of Natsu and the others?!\Dammit, what's going on?! I've lost contact with Natsu!\What's going on?!\Natsu's disappeared!\The brat's existence was devoured in the darkness and wiped out!\Wait for me, Lucy! I'm on my way! response:	Natsu!
context: What happened with the rest of the Six Generals?!\Warren! What's the status of Natsu and the others?!\Dammit, what's going on?! I've lost contact with Natsu!\What's going on?!\Natsu's disappeared!\The brat's existence was devoured in the darkness and wiped out!\Wait for me, Lucy! I'm on my way!\Natsu! response:	It's no good... I'm losing consciousness...
context: Warren! What's the status of Natsu and the others?!\Dammit, what's going on?! I've lost contact with Natsu!\What's going on?!\Natsu's disappeared!\The brat's existence was devoured in the darkness and wiped out!\Wait for me, Lucy! I'm on my way!\Natsu!\It's no good... I'm losing consciousness... response:	Something... I have to do something!
context: Dammit, what's going on?! I've lost contact with Natsu!\What's going on?!\Natsu's disappeared!\The brat's existence was devoured in the darkness and wiped out!\Wait for me, Lucy! I'm on my way!\Natsu!\It's no good... I'm losing consciousness...\Something... I have to do something! response:	Struggle as he might, there's no way he can get out of there.
context: What's going on?!\Natsu's disappeared!\The brat's existence was devoured in the darkness and wiped out!\Wait for me, Lucy! I'm on my way!\Natsu!\It's no good... I'm losing consciousness...\Something... I have to do something!\Struggle as he might, there's no way he can get out of there. response:	Goodbye, Dragon Wizard.
context: Natsu's disappeared!\The brat's existence was devoured in the darkness and wiped out!\Wait for me, Lucy! I'm on my way!\Natsu!\It's no good... I'm losing consciousness...\Something... I have to do something!\Struggle as he might, there's no way he can get out of there.\Goodbye, Dragon Wizard. response:	You... can go to hell!
context: The brat's existence was devoured in the darkness and wiped out!\Wait for me, Lucy! I'm on my way!\Natsu!\It's no good... I'm losing consciousness...\Something... I have to do something!\Struggle as he might, there's no way he can get out of there.\Goodbye, Dragon Wizard.\You... can go to hell! response:	You make Lucy and Michelle cry...
context: Wait for me, Lucy! I'm on my way!\Natsu!\It's no good... I'm losing consciousness...\Something... I have to do something!\Struggle as he might, there's no way he can get out of there.\Goodbye, Dragon Wizard.\You... can go to hell!\You make Lucy and Michelle cry... response:	I can't keep crying forever...
context: Natsu!\It's no good... I'm losing consciousness...\Something... I have to do something!\Struggle as he might, there's no way he can get out of there.\Goodbye, Dragon Wizard.\You... can go to hell!\You make Lucy and Michelle cry...\I can't keep crying forever... response:	Apologize to Michelle! Give Natsu back!
context: It's no good... I'm losing consciousness...\Something... I have to do something!\Struggle as he might, there's no way he can get out of there.\Goodbye, Dragon Wizard.\You... can go to hell!\You make Lucy and Michelle cry...\I can't keep crying forever...\Apologize to Michelle! Give Natsu back! response:	What's happening?!
context: Something... I have to do something!\Struggle as he might, there's no way he can get out of there.\Goodbye, Dragon Wizard.\You... can go to hell!\You make Lucy and Michelle cry...\I can't keep crying forever...\Apologize to Michelle! Give Natsu back!\What's happening?! response:	It's blinding!
context: Struggle as he might, there's no way he can get out of there.\Goodbye, Dragon Wizard.\You... can go to hell!\You make Lucy and Michelle cry...\I can't keep crying forever...\Apologize to Michelle! Give Natsu back!\What's happening?!\It's blinding! response:	Was that...
context: Goodbye, Dragon Wizard.\You... can go to hell!\You make Lucy and Michelle cry...\I can't keep crying forever...\Apologize to Michelle! Give Natsu back!\What's happening?!\It's blinding!\Was that... response:	Lucy's voice!
context: You... can go to hell!\You make Lucy and Michelle cry...\I can't keep crying forever...\Apologize to Michelle! Give Natsu back!\What's happening?!\It's blinding!\Was that...\Lucy's voice! response:	What is this?
context: You make Lucy and Michelle cry...\I can't keep crying forever...\Apologize to Michelle! Give Natsu back!\What's happening?!\It's blinding!\Was that...\Lucy's voice!\What is this? response:	The R-system?!
context: I can't keep crying forever...\Apologize to Michelle! Give Natsu back!\What's happening?!\It's blinding!\Was that...\Lucy's voice!\What is this?\The R-system?! response:	No... It's... Real Nightmare!
context: Apologize to Michelle! Give Natsu back!\What's happening?!\It's blinding!\Was that...\Lucy's voice!\What is this?\The R-system?!\No... It's... Real Nightmare! response:	Oh, no! The girl...
context: What's happening?!\It's blinding!\Was that...\Lucy's voice!\What is this?\The R-system?!\No... It's... Real Nightmare!\Oh, no! The girl... response:	With just one engraved seal left,
context: It's blinding!\Was that...\Lucy's voice!\What is this?\The R-system?!\No... It's... Real Nightmare!\Oh, no! The girl...\With just one engraved seal left, response:	it must be impossible to have complete control over the Infinity Castle!
context: Was that...\Lucy's voice!\What is this?\The R-system?!\No... It's... Real Nightmare!\Oh, no! The girl...\With just one engraved seal left,\it must be impossible to have complete control over the Infinity Castle! response:	I was careless...
context: Lucy's voice!\What is this?\The R-system?!\No... It's... Real Nightmare!\Oh, no! The girl...\With just one engraved seal left,\it must be impossible to have complete control over the Infinity Castle!\I was careless... response:	I heard you, Lucy!
context: What is this?\The R-system?!\No... It's... Real Nightmare!\Oh, no! The girl...\With just one engraved seal left,\it must be impossible to have complete control over the Infinity Castle!\I was careless...\I heard you, Lucy! response:	What's going on?!
context: The R-system?!\No... It's... Real Nightmare!\Oh, no! The girl...\With just one engraved seal left,\it must be impossible to have complete control over the Infinity Castle!\I was careless...\I heard you, Lucy!\What's going on?! response:	It's Lucy! She used the Infinity Clock to sic Real Nightmare on him!
context: No... It's... Real Nightmare!\Oh, no! The girl...\With just one engraved seal left,\it must be impossible to have complete control over the Infinity Castle!\I was careless...\I heard you, Lucy!\What's going on?!\It's Lucy! She used the Infinity Clock to sic Real Nightmare on him! response:	Sacrifice, you say? My ass!
context: Oh, no! The girl...\With just one engraved seal left,\it must be impossible to have complete control over the Infinity Castle!\I was careless...\I heard you, Lucy!\What's going on?!\It's Lucy! She used the Infinity Clock to sic Real Nightmare on him!\Sacrifice, you say? My ass! response:	They say magic is in the heart.
context: With just one engraved seal left,\it must be impossible to have complete control over the Infinity Castle!\I was careless...\I heard you, Lucy!\What's going on?!\It's Lucy! She used the Infinity Clock to sic Real Nightmare on him!\Sacrifice, you say? My ass!\They say magic is in the heart. response:	The more feelings you throw away, the more power you can attain.
context: it must be impossible to have complete control over the Infinity Castle!\I was careless...\I heard you, Lucy!\What's going on?!\It's Lucy! She used the Infinity Clock to sic Real Nightmare on him!\Sacrifice, you say? My ass!\They say magic is in the heart.\The more feelings you throw away, the more power you can attain. response:	Whoa, whoa, whoa! I literally never dreamed this could happen!
context: I was careless...\I heard you, Lucy!\What's going on?!\It's Lucy! She used the Infinity Clock to sic Real Nightmare on him!\Sacrifice, you say? My ass!\They say magic is in the heart.\The more feelings you throw away, the more power you can attain.\Whoa, whoa, whoa! I literally never dreamed this could happen! response:	To think the girl would be able to take over the Infinity Castle?! So, toodles!
context: I heard you, Lucy!\What's going on?!\It's Lucy! She used the Infinity Clock to sic Real Nightmare on him!\Sacrifice, you say? My ass!\They say magic is in the heart.\The more feelings you throw away, the more power you can attain.\Whoa, whoa, whoa! I literally never dreamed this could happen!\To think the girl would be able to take over the Infinity Castle?! So, toodles! response:	It escaped!
context: What's going on?!\It's Lucy! She used the Infinity Clock to sic Real Nightmare on him!\Sacrifice, you say? My ass!\They say magic is in the heart.\The more feelings you throw away, the more power you can attain.\Whoa, whoa, whoa! I literally never dreamed this could happen!\To think the girl would be able to take over the Infinity Castle?! So, toodles!\It escaped! response:	And you call yourself a Man?!
context: It's Lucy! She used the Infinity Clock to sic Real Nightmare on him!\Sacrifice, you say? My ass!\They say magic is in the heart.\The more feelings you throw away, the more power you can attain.\Whoa, whoa, whoa! I literally never dreamed this could happen!\To think the girl would be able to take over the Infinity Castle?! So, toodles!\It escaped!\And you call yourself a Man?! response:	It's a stick.
context: Sacrifice, you say? My ass!\They say magic is in the heart.\The more feelings you throw away, the more power you can attain.\Whoa, whoa, whoa! I literally never dreamed this could happen!\To think the girl would be able to take over the Infinity Castle?! So, toodles!\It escaped!\And you call yourself a Man?!\It's a stick. response:	When you think you'll be able to meet someone one day, you can't stop thinking about them!
context: They say magic is in the heart.\The more feelings you throw away, the more power you can attain.\Whoa, whoa, whoa! I literally never dreamed this could happen!\To think the girl would be able to take over the Infinity Castle?! So, toodles!\It escaped!\And you call yourself a Man?!\It's a stick.\When you think you'll be able to meet someone one day, you can't stop thinking about them! response:	There's nothing more painful than the sacrifice
context: The more feelings you throw away, the more power you can attain.\Whoa, whoa, whoa! I literally never dreamed this could happen!\To think the girl would be able to take over the Infinity Castle?! So, toodles!\It escaped!\And you call yourself a Man?!\It's a stick.\When you think you'll be able to meet someone one day, you can't stop thinking about them!\There's nothing more painful than the sacrifice response:	of cutting out that feeling, that possibility yourself!
context: Whoa, whoa, whoa! I literally never dreamed this could happen!\To think the girl would be able to take over the Infinity Castle?! So, toodles!\It escaped!\And you call yourself a Man?!\It's a stick.\When you think you'll be able to meet someone one day, you can't stop thinking about them!\There's nothing more painful than the sacrifice\of cutting out that feeling, that possibility yourself! response:	I get it...
context: To think the girl would be able to take over the Infinity Castle?! So, toodles!\It escaped!\And you call yourself a Man?!\It's a stick.\When you think you'll be able to meet someone one day, you can't stop thinking about them!\There's nothing more painful than the sacrifice\of cutting out that feeling, that possibility yourself!\I get it... response:	So what are you sayin' you sacrificed?
context: It escaped!\And you call yourself a Man?!\It's a stick.\When you think you'll be able to meet someone one day, you can't stop thinking about them!\There's nothing more painful than the sacrifice\of cutting out that feeling, that possibility yourself!\I get it...\So what are you sayin' you sacrificed? response:	The future... A future in which I'm reunited with my father...
context: And you call yourself a Man?!\It's a stick.\When you think you'll be able to meet someone one day, you can't stop thinking about them!\There's nothing more painful than the sacrifice\of cutting out that feeling, that possibility yourself!\I get it...\So what are you sayin' you sacrificed?\The future... A future in which I'm reunited with my father... response:	Is he saying that in exchange for power,
context: It's a stick.\When you think you'll be able to meet someone one day, you can't stop thinking about them!\There's nothing more painful than the sacrifice\of cutting out that feeling, that possibility yourself!\I get it...\So what are you sayin' you sacrificed?\The future... A future in which I'm reunited with my father...\Is he saying that in exchange for power, response:	he made something that could happen into something that's not going to happen?
context: When you think you'll be able to meet someone one day, you can't stop thinking about them!\There's nothing more painful than the sacrifice\of cutting out that feeling, that possibility yourself!\I get it...\So what are you sayin' you sacrificed?\The future... A future in which I'm reunited with my father...\Is he saying that in exchange for power,\he made something that could happen into something that's not going to happen? response:	That's a front-loading way of looking backwards. He must be sharp...
context: There's nothing more painful than the sacrifice\of cutting out that feeling, that possibility yourself!\I get it...\So what are you sayin' you sacrificed?\The future... A future in which I'm reunited with my father...\Is he saying that in exchange for power,\he made something that could happen into something that's not going to happen?\That's a front-loading way of looking backwards. He must be sharp... response:	What the hell is that? Now you lost me.
context: of cutting out that feeling, that possibility yourself!\I get it...\So what are you sayin' you sacrificed?\The future... A future in which I'm reunited with my father...\Is he saying that in exchange for power,\he made something that could happen into something that's not going to happen?\That's a front-loading way of looking backwards. He must be sharp...\What the hell is that? Now you lost me. response:	If you wanna see your dad, go an' see him already!
context: I get it...\So what are you sayin' you sacrificed?\The future... A future in which I'm reunited with my father...\Is he saying that in exchange for power,\he made something that could happen into something that's not going to happen?\That's a front-loading way of looking backwards. He must be sharp...\What the hell is that? Now you lost me.\If you wanna see your dad, go an' see him already! response:	You people caused a rift between me and my father.
context: So what are you sayin' you sacrificed?\The future... A future in which I'm reunited with my father...\Is he saying that in exchange for power,\he made something that could happen into something that's not going to happen?\That's a front-loading way of looking backwards. He must be sharp...\What the hell is that? Now you lost me.\If you wanna see your dad, go an' see him already!\You people caused a rift between me and my father. response:	Surely you haven't forgotten?
context: The future... A future in which I'm reunited with my father...\Is he saying that in exchange for power,\he made something that could happen into something that's not going to happen?\That's a front-loading way of looking backwards. He must be sharp...\What the hell is that? Now you lost me.\If you wanna see your dad, go an' see him already!\You people caused a rift between me and my father.\Surely you haven't forgotten? response:	Repaying kindness with resentment? But that's no reason to make Lucy cry!
context: Is he saying that in exchange for power,\he made something that could happen into something that's not going to happen?\That's a front-loading way of looking backwards. He must be sharp...\What the hell is that? Now you lost me.\If you wanna see your dad, go an' see him already!\You people caused a rift between me and my father.\Surely you haven't forgotten?\Repaying kindness with resentment? But that's no reason to make Lucy cry! response:	You got a roundabout way of doin' things.
context: he made something that could happen into something that's not going to happen?\That's a front-loading way of looking backwards. He must be sharp...\What the hell is that? Now you lost me.\If you wanna see your dad, go an' see him already!\You people caused a rift between me and my father.\Surely you haven't forgotten?\Repaying kindness with resentment? But that's no reason to make Lucy cry!\You got a roundabout way of doin' things. response:	You sacrificed the future?
context: That's a front-loading way of looking backwards. He must be sharp...\What the hell is that? Now you lost me.\If you wanna see your dad, go an' see him already!\You people caused a rift between me and my father.\Surely you haven't forgotten?\Repaying kindness with resentment? But that's no reason to make Lucy cry!\You got a roundabout way of doin' things.\You sacrificed the future? response:	Talkin' big about things that ain't even happened yet...
context: What the hell is that? Now you lost me.\If you wanna see your dad, go an' see him already!\You people caused a rift between me and my father.\Surely you haven't forgotten?\Repaying kindness with resentment? But that's no reason to make Lucy cry!\You got a roundabout way of doin' things.\You sacrificed the future?\Talkin' big about things that ain't even happened yet... response:	That pisses me off!
context: If you wanna see your dad, go an' see him already!\You people caused a rift between me and my father.\Surely you haven't forgotten?\Repaying kindness with resentment? But that's no reason to make Lucy cry!\You got a roundabout way of doin' things.\You sacrificed the future?\Talkin' big about things that ain't even happened yet...\That pisses me off! response:	Warren!
context: You people caused a rift between me and my father.\Surely you haven't forgotten?\Repaying kindness with resentment? But that's no reason to make Lucy cry!\You got a roundabout way of doin' things.\You sacrificed the future?\Talkin' big about things that ain't even happened yet...\That pisses me off!\Warren! response:	What is it?!
context: Surely you haven't forgotten?\Repaying kindness with resentment? But that's no reason to make Lucy cry!\You got a roundabout way of doin' things.\You sacrificed the future?\Talkin' big about things that ain't even happened yet...\That pisses me off!\Warren!\What is it?! response:	Well, we went over a lot of things and...
context: Repaying kindness with resentment? But that's no reason to make Lucy cry!\You got a roundabout way of doin' things.\You sacrificed the future?\Talkin' big about things that ain't even happened yet...\That pisses me off!\Warren!\What is it?!\Well, we went over a lot of things and... response:	Actually, we discovered something that we had to tell you about right away, actually!
context: You got a roundabout way of doin' things.\You sacrificed the future?\Talkin' big about things that ain't even happened yet...\That pisses me off!\Warren!\What is it?!\Well, we went over a lot of things and...\Actually, we discovered something that we had to tell you about right away, actually! response:	W-What?! Say that one more time!
context: You sacrificed the future?\Talkin' big about things that ain't even happened yet...\That pisses me off!\Warren!\What is it?!\Well, we went over a lot of things and...\Actually, we discovered something that we had to tell you about right away, actually!\W-What?! Say that one more time! response:	Impossible! He's overpowering me?!
context: Talkin' big about things that ain't even happened yet...\That pisses me off!\Warren!\What is it?!\Well, we went over a lot of things and...\Actually, we discovered something that we had to tell you about right away, actually!\W-What?! Say that one more time!\Impossible! He's overpowering me?! response:	I can understand how you're thinkin' about your dad,
context: That pisses me off!\Warren!\What is it?!\Well, we went over a lot of things and...\Actually, we discovered something that we had to tell you about right away, actually!\W-What?! Say that one more time!\Impossible! He's overpowering me?!\I can understand how you're thinkin' about your dad, response:	but you don't gain anything from the power of feelings by tossin' them away!
context: Warren!\What is it?!\Well, we went over a lot of things and...\Actually, we discovered something that we had to tell you about right away, actually!\W-What?! Say that one more time!\Impossible! He's overpowering me?!\I can understand how you're thinkin' about your dad,\but you don't gain anything from the power of feelings by tossin' them away! response:	It's somethin' that's engraved in you somewhere and you gain from that!
context: What is it?!\Well, we went over a lot of things and...\Actually, we discovered something that we had to tell you about right away, actually!\W-What?! Say that one more time!\Impossible! He's overpowering me?!\I can understand how you're thinkin' about your dad,\but you don't gain anything from the power of feelings by tossin' them away!\It's somethin' that's engraved in you somewhere and you gain from that! response:	Wrong! Because you throw them away, because you lose them, their importance shines!
context: Well, we went over a lot of things and...\Actually, we discovered something that we had to tell you about right away, actually!\W-What?! Say that one more time!\Impossible! He's overpowering me?!\I can understand how you're thinkin' about your dad,\but you don't gain anything from the power of feelings by tossin' them away!\It's somethin' that's engraved in you somewhere and you gain from that!\Wrong! Because you throw them away, because you lose them, their importance shines! response:	Why, you...!
context: Actually, we discovered something that we had to tell you about right away, actually!\W-What?! Say that one more time!\Impossible! He's overpowering me?!\I can understand how you're thinkin' about your dad,\but you don't gain anything from the power of feelings by tossin' them away!\It's somethin' that's engraved in you somewhere and you gain from that!\Wrong! Because you throw them away, because you lose them, their importance shines!\Why, you...! response:	You're warped every which way!
context: W-What?! Say that one more time!\Impossible! He's overpowering me?!\I can understand how you're thinkin' about your dad,\but you don't gain anything from the power of feelings by tossin' them away!\It's somethin' that's engraved in you somewhere and you gain from that!\Wrong! Because you throw them away, because you lose them, their importance shines!\Why, you...!\You're warped every which way! response:	The way you look at things, the way you feel, it's twisted!
context: Impossible! He's overpowering me?!\I can understand how you're thinkin' about your dad,\but you don't gain anything from the power of feelings by tossin' them away!\It's somethin' that's engraved in you somewhere and you gain from that!\Wrong! Because you throw them away, because you lose them, their importance shines!\Why, you...!\You're warped every which way!\The way you look at things, the way you feel, it's twisted! response:	That's why the past, the future, even your own heart,
context: I can understand how you're thinkin' about your dad,\but you don't gain anything from the power of feelings by tossin' them away!\It's somethin' that's engraved in you somewhere and you gain from that!\Wrong! Because you throw them away, because you lose them, their importance shines!\Why, you...!\You're warped every which way!\The way you look at things, the way you feel, it's twisted!\That's why the past, the future, even your own heart, response:	you can't face any of it head on!
context: but you don't gain anything from the power of feelings by tossin' them away!\It's somethin' that's engraved in you somewhere and you gain from that!\Wrong! Because you throw them away, because you lose them, their importance shines!\Why, you...!\You're warped every which way!\The way you look at things, the way you feel, it's twisted!\That's why the past, the future, even your own heart,\you can't face any of it head on! response:	You...
context: It's somethin' that's engraved in you somewhere and you gain from that!\Wrong! Because you throw them away, because you lose them, their importance shines!\Why, you...!\You're warped every which way!\The way you look at things, the way you feel, it's twisted!\That's why the past, the future, even your own heart,\you can't face any of it head on!\You... response:	You say I'm not facing my father?!
context: Wrong! Because you throw them away, because you lose them, their importance shines!\Why, you...!\You're warped every which way!\The way you look at things, the way you feel, it's twisted!\That's why the past, the future, even your own heart,\you can't face any of it head on!\You...\You say I'm not facing my father?! response:	Lucy did it to her father, Michelle did it to Lucy...
context: Why, you...!\You're warped every which way!\The way you look at things, the way you feel, it's twisted!\That's why the past, the future, even your own heart,\you can't face any of it head on!\You...\You say I'm not facing my father?!\Lucy did it to her father, Michelle did it to Lucy... response:	They tackled each other head on!
context: You're warped every which way!\The way you look at things, the way you feel, it's twisted!\That's why the past, the future, even your own heart,\you can't face any of it head on!\You...\You say I'm not facing my father?!\Lucy did it to her father, Michelle did it to Lucy...\They tackled each other head on! response:	You've got no right to laugh at that.
context: The way you look at things, the way you feel, it's twisted!\That's why the past, the future, even your own heart,\you can't face any of it head on!\You...\You say I'm not facing my father?!\Lucy did it to her father, Michelle did it to Lucy...\They tackled each other head on!\You've got no right to laugh at that. response:	Right from the start,
context: That's why the past, the future, even your own heart,\you can't face any of it head on!\You...\You say I'm not facing my father?!\Lucy did it to her father, Michelle did it to Lucy...\They tackled each other head on!\You've got no right to laugh at that.\Right from the start, response:	you lost to the power of feelings!
context: you can't face any of it head on!\You...\You say I'm not facing my father?!\Lucy did it to her father, Michelle did it to Lucy...\They tackled each other head on!\You've got no right to laugh at that.\Right from the start,\you lost to the power of feelings! response:	Father...
context: You...\You say I'm not facing my father?!\Lucy did it to her father, Michelle did it to Lucy...\They tackled each other head on!\You've got no right to laugh at that.\Right from the start,\you lost to the power of feelings!\Father... response:	He beat the last one!
context: You say I'm not facing my father?!\Lucy did it to her father, Michelle did it to Lucy...\They tackled each other head on!\You've got no right to laugh at that.\Right from the start,\you lost to the power of feelings!\Father...\He beat the last one! response:	What about Lucy?!
context: Lucy did it to her father, Michelle did it to Lucy...\They tackled each other head on!\You've got no right to laugh at that.\Right from the start,\you lost to the power of feelings!\Father...\He beat the last one!\What about Lucy?! response:	No...
context: They tackled each other head on!\You've got no right to laugh at that.\Right from the start,\you lost to the power of feelings!\Father...\He beat the last one!\What about Lucy?!\No... response:	What should we do? We were too late!
context: You've got no right to laugh at that.\Right from the start,\you lost to the power of feelings!\Father...\He beat the last one!\What about Lucy?!\No...\What should we do? We were too late! response:	Lucy's gone...
context: Right from the start,\you lost to the power of feelings!\Father...\He beat the last one!\What about Lucy?!\No...\What should we do? We were too late!\Lucy's gone... response:	Why?! We made all the engraved seals get erased!
context: you lost to the power of feelings!\Father...\He beat the last one!\What about Lucy?!\No...\What should we do? We were too late!\Lucy's gone...\Why?! We made all the engraved seals get erased! response:	Give us Lucy back! Somebody answer me!
context: Father...\He beat the last one!\What about Lucy?!\No...\What should we do? We were too late!\Lucy's gone...\Why?! We made all the engraved seals get erased!\Give us Lucy back! Somebody answer me! response:	What? What do they mean I'm gone?!
context: He beat the last one!\What about Lucy?!\No...\What should we do? We were too late!\Lucy's gone...\Why?! We made all the engraved seals get erased!\Give us Lucy back! Somebody answer me!\What? What do they mean I'm gone?! response:	Hey, wait! Don't tell me this is...
context: What about Lucy?!\No...\What should we do? We were too late!\Lucy's gone...\Why?! We made all the engraved seals get erased!\Give us Lucy back! Somebody answer me!\What? What do they mean I'm gone?!\Hey, wait! Don't tell me this is... response:	I've got a bad feeling about this!
context: No...\What should we do? We were too late!\Lucy's gone...\Why?! We made all the engraved seals get erased!\Give us Lucy back! Somebody answer me!\What? What do they mean I'm gone?!\Hey, wait! Don't tell me this is...\I've got a bad feeling about this! response:	What the...?!
context: What should we do? We were too late!\Lucy's gone...\Why?! We made all the engraved seals get erased!\Give us Lucy back! Somebody answer me!\What? What do they mean I'm gone?!\Hey, wait! Don't tell me this is...\I've got a bad feeling about this!\What the...?! response:	Lucy-nee's voice!
context: Lucy's gone...\Why?! We made all the engraved seals get erased!\Give us Lucy back! Somebody answer me!\What? What do they mean I'm gone?!\Hey, wait! Don't tell me this is...\I've got a bad feeling about this!\What the...?!\Lucy-nee's voice! response:	I smell Lucy all over the place!
context: Why?! We made all the engraved seals get erased!\Give us Lucy back! Somebody answer me!\What? What do they mean I'm gone?!\Hey, wait! Don't tell me this is...\I've got a bad feeling about this!\What the...?!\Lucy-nee's voice!\I smell Lucy all over the place! response:	It's not telepathy...
context: Give us Lucy back! Somebody answer me!\What? What do they mean I'm gone?!\Hey, wait! Don't tell me this is...\I've got a bad feeling about this!\What the...?!\Lucy-nee's voice!\I smell Lucy all over the place!\It's not telepathy... response:	Where are you, Lucy?
context: What? What do they mean I'm gone?!\Hey, wait! Don't tell me this is...\I've got a bad feeling about this!\What the...?!\Lucy-nee's voice!\I smell Lucy all over the place!\It's not telepathy...\Where are you, Lucy? response:	Has Lucy-san...
context: Hey, wait! Don't tell me this is...\I've got a bad feeling about this!\What the...?!\Lucy-nee's voice!\I smell Lucy all over the place!\It's not telepathy...\Where are you, Lucy?\Has Lucy-san... response:	Then this huge fish castle...
context: I've got a bad feeling about this!\What the...?!\Lucy-nee's voice!\I smell Lucy all over the place!\It's not telepathy...\Where are you, Lucy?\Has Lucy-san...\Then this huge fish castle... response:	No!!
context: What the...?!\Lucy-nee's voice!\I smell Lucy all over the place!\It's not telepathy...\Where are you, Lucy?\Has Lucy-san...\Then this huge fish castle...\No!! response:	This is too cruel... I've become food for Happy...
context: Lucy-nee's voice!\I smell Lucy all over the place!\It's not telepathy...\Where are you, Lucy?\Has Lucy-san...\Then this huge fish castle...\No!!\This is too cruel... I've become food for Happy... response:	I won't eat you!
context: I smell Lucy all over the place!\It's not telepathy...\Where are you, Lucy?\Has Lucy-san...\Then this huge fish castle...\No!!\This is too cruel... I've become food for Happy...\I won't eat you! response:	Stay calm, Lucy!
context: It's not telepathy...\Where are you, Lucy?\Has Lucy-san...\Then this huge fish castle...\No!!\This is too cruel... I've become food for Happy...\I won't eat you!\Stay calm, Lucy! response:	By using Real Nightmare to help Natsu, you only sped up the merging process!
context: Where are you, Lucy?\Has Lucy-san...\Then this huge fish castle...\No!!\This is too cruel... I've become food for Happy...\I won't eat you!\Stay calm, Lucy!\By using Real Nightmare to help Natsu, you only sped up the merging process! response:	What, it's my fault?!
context: Has Lucy-san...\Then this huge fish castle...\No!!\This is too cruel... I've become food for Happy...\I won't eat you!\Stay calm, Lucy!\By using Real Nightmare to help Natsu, you only sped up the merging process!\What, it's my fault?! response:	Anyway, I finally got through!
context: Then this huge fish castle...\No!!\This is too cruel... I've become food for Happy...\I won't eat you!\Stay calm, Lucy!\By using Real Nightmare to help Natsu, you only sped up the merging process!\What, it's my fault?!\Anyway, I finally got through! response:	Everyone, listen! A little while ago, I got a call from the guild.
