context: Pre! Preparation! response:	I'm not strong
context: Will this even be a competition?\Of course Ami-tan will win at swimming! Taiga just sank, remember?\I want to be fought over as well!\What should I do?\Damn, these guys...\Ami's mine, sorry arl.\Were you trying to write all?\Isn't that kinda screwed up that you can't write'all'? response:	Haruta, you...
context: Of course Ami-tan will win at swimming! Taiga just sank, remember?\I want to be fought over as well!\What should I do?\Damn, these guys...\Ami's mine, sorry arl.\Were you trying to write all?\Isn't that kinda screwed up that you can't write'all'?\Haruta, you... response:	I mean, everyone's writing all kinds of crap!
context: I want to be fought over as well!\What should I do?\Damn, these guys...\Ami's mine, sorry arl.\Were you trying to write all?\Isn't that kinda screwed up that you can't write'all'?\Haruta, you...\I mean, everyone's writing all kinds of crap! response:	What?!
context: What should I do?\Damn, these guys...\Ami's mine, sorry arl.\Were you trying to write all?\Isn't that kinda screwed up that you can't write'all'?\Haruta, you...\I mean, everyone's writing all kinds of crap!\What?! response:	W-What's wrong, Aisaka?
context: Damn, these guys...\Ami's mine, sorry arl.\Were you trying to write all?\Isn't that kinda screwed up that you can't write'all'?\Haruta, you...\I mean, everyone's writing all kinds of crap!\What?!\W-What's wrong, Aisaka? response:	If you've solved it, I'd like to see you go up and answer it...
context: Ami's mine, sorry arl.\Were you trying to write all?\Isn't that kinda screwed up that you can't write'all'?\Haruta, you...\I mean, everyone's writing all kinds of crap!\What?!\W-What's wrong, Aisaka?\If you've solved it, I'd like to see you go up and answer it... response:	A-Aisaka-san?
context: Were you trying to write all?\Isn't that kinda screwed up that you can't write'all'?\Haruta, you...\I mean, everyone's writing all kinds of crap!\What?!\W-What's wrong, Aisaka?\If you've solved it, I'd like to see you go up and answer it...\A-Aisaka-san? response:	Don't be afraid, Taiga!
context: Isn't that kinda screwed up that you can't write'all'?\Haruta, you...\I mean, everyone's writing all kinds of crap!\What?!\W-What's wrong, Aisaka?\If you've solved it, I'd like to see you go up and answer it...\A-Aisaka-san?\Don't be afraid, Taiga! response:	Dip your face under as if you're washing it!
context: Haruta, you...\I mean, everyone's writing all kinds of crap!\What?!\W-What's wrong, Aisaka?\If you've solved it, I'd like to see you go up and answer it...\A-Aisaka-san?\Don't be afraid, Taiga!\Dip your face under as if you're washing it! response:	Now, once more!
context: I mean, everyone's writing all kinds of crap!\What?!\W-What's wrong, Aisaka?\If you've solved it, I'd like to see you go up and answer it...\A-Aisaka-san?\Don't be afraid, Taiga!\Dip your face under as if you're washing it!\Now, once more! response:	Even if you say that...
context: What?!\W-What's wrong, Aisaka?\If you've solved it, I'd like to see you go up and answer it...\A-Aisaka-san?\Don't be afraid, Taiga!\Dip your face under as if you're washing it!\Now, once more!\Even if you say that... response:	She can't even dip her face in the water?
context: W-What's wrong, Aisaka?\If you've solved it, I'd like to see you go up and answer it...\A-Aisaka-san?\Don't be afraid, Taiga!\Dip your face under as if you're washing it!\Now, once more!\Even if you say that...\She can't even dip her face in the water? response:	Isn't she a little out of her depth?
context: If you've solved it, I'd like to see you go up and answer it...\A-Aisaka-san?\Don't be afraid, Taiga!\Dip your face under as if you're washing it!\Now, once more!\Even if you say that...\She can't even dip her face in the water?\Isn't she a little out of her depth? response:	I can already see how this fight is going to go...
context: A-Aisaka-san?\Don't be afraid, Taiga!\Dip your face under as if you're washing it!\Now, once more!\Even if you say that...\She can't even dip her face in the water?\Isn't she a little out of her depth?\I can already see how this fight is going to go... response:	I told you to ignore the crowd.
context: Don't be afraid, Taiga!\Dip your face under as if you're washing it!\Now, once more!\Even if you say that...\She can't even dip her face in the water?\Isn't she a little out of her depth?\I can already see how this fight is going to go...\I told you to ignore the crowd. response:	I know!
context: Dip your face under as if you're washing it!\Now, once more!\Even if you say that...\She can't even dip her face in the water?\Isn't she a little out of her depth?\I can already see how this fight is going to go...\I told you to ignore the crowd.\I know! response:	Well, she has to try hard for Takasu's sake too.
context: Now, once more!\Even if you say that...\She can't even dip her face in the water?\Isn't she a little out of her depth?\I can already see how this fight is going to go...\I told you to ignore the crowd.\I know!\Well, she has to try hard for Takasu's sake too. response:	Who has to...!?
context: Even if you say that...\She can't even dip her face in the water?\Isn't she a little out of her depth?\I can already see how this fight is going to go...\I told you to ignore the crowd.\I know!\Well, she has to try hard for Takasu's sake too.\Who has to...!? response:	Did someone do something?
context: She can't even dip her face in the water?\Isn't she a little out of her depth?\I can already see how this fight is going to go...\I told you to ignore the crowd.\I know!\Well, she has to try hard for Takasu's sake too.\Who has to...!?\Did someone do something? response:	Kitamura-ku -
context: Isn't she a little out of her depth?\I can already see how this fight is going to go...\I told you to ignore the crowd.\I know!\Well, she has to try hard for Takasu's sake too.\Who has to...!?\Did someone do something?\Kitamura-ku - response:	Keep working together with Takasu, and try your best!
context: I can already see how this fight is going to go...\I told you to ignore the crowd.\I know!\Well, she has to try hard for Takasu's sake too.\Who has to...!?\Did someone do something?\Kitamura-ku -\Keep working together with Takasu, and try your best! response:	Huh, what? Together...?
context: I told you to ignore the crowd.\I know!\Well, she has to try hard for Takasu's sake too.\Who has to...!?\Did someone do something?\Kitamura-ku -\Keep working together with Takasu, and try your best!\Huh, what? Together...? response:	Hey! Taiga!
context: I know!\Well, she has to try hard for Takasu's sake too.\Who has to...!?\Did someone do something?\Kitamura-ku -\Keep working together with Takasu, and try your best!\Huh, what? Together...?\Hey! Taiga! response:	I absolutely will not practise during class any more.
context: Well, she has to try hard for Takasu's sake too.\Who has to...!?\Did someone do something?\Kitamura-ku -\Keep working together with Takasu, and try your best!\Huh, what? Together...?\Hey! Taiga!\I absolutely will not practise during class any more. response:	Just doing imaginary training is enough!
context: Who has to...!?\Did someone do something?\Kitamura-ku -\Keep working together with Takasu, and try your best!\Huh, what? Together...?\Hey! Taiga!\I absolutely will not practise during class any more.\Just doing imaginary training is enough! response:	Say that after you're able to dip your face into the water.
context: Did someone do something?\Kitamura-ku -\Keep working together with Takasu, and try your best!\Huh, what? Together...?\Hey! Taiga!\I absolutely will not practise during class any more.\Just doing imaginary training is enough!\Say that after you're able to dip your face into the water. response:	What are today's side-dishes?
context: Kitamura-ku -\Keep working together with Takasu, and try your best!\Huh, what? Together...?\Hey! Taiga!\I absolutely will not practise during class any more.\Just doing imaginary training is enough!\Say that after you're able to dip your face into the water.\What are today's side-dishes? response:	Peas bound in eggs, tofu steak, and miso soup.
context: Keep working together with Takasu, and try your best!\Huh, what? Together...?\Hey! Taiga!\I absolutely will not practise during class any more.\Just doing imaginary training is enough!\Say that after you're able to dip your face into the water.\What are today's side-dishes?\Peas bound in eggs, tofu steak, and miso soup. response:	Also, there's spinach and deep-fried -
context: Huh, what? Together...?\Hey! Taiga!\I absolutely will not practise during class any more.\Just doing imaginary training is enough!\Say that after you're able to dip your face into the water.\What are today's side-dishes?\Peas bound in eggs, tofu steak, and miso soup.\Also, there's spinach and deep-fried - response:	It's always something with beans. I want meat!
context: Hey! Taiga!\I absolutely will not practise during class any more.\Just doing imaginary training is enough!\Say that after you're able to dip your face into the water.\What are today's side-dishes?\Peas bound in eggs, tofu steak, and miso soup.\Also, there's spinach and deep-fried -\It's always something with beans. I want meat! response:	Don't be so picky.
context: I absolutely will not practise during class any more.\Just doing imaginary training is enough!\Say that after you're able to dip your face into the water.\What are today's side-dishes?\Peas bound in eggs, tofu steak, and miso soup.\Also, there's spinach and deep-fried -\It's always something with beans. I want meat!\Don't be so picky. response:	Beans are the meat of the field.
context: Just doing imaginary training is enough!\Say that after you're able to dip your face into the water.\What are today's side-dishes?\Peas bound in eggs, tofu steak, and miso soup.\Also, there's spinach and deep-fried -\It's always something with beans. I want meat!\Don't be so picky.\Beans are the meat of the field. response:	Cheapskate.
context: Say that after you're able to dip your face into the water.\What are today's side-dishes?\Peas bound in eggs, tofu steak, and miso soup.\Also, there's spinach and deep-fried -\It's always something with beans. I want meat!\Don't be so picky.\Beans are the meat of the field.\Cheapskate. response:	That aside, make sure you practise properly during swimming class.
context: What are today's side-dishes?\Peas bound in eggs, tofu steak, and miso soup.\Also, there's spinach and deep-fried -\It's always something with beans. I want meat!\Don't be so picky.\Beans are the meat of the field.\Cheapskate.\That aside, make sure you practise properly during swimming class. response:	Loosen up.
context: Peas bound in eggs, tofu steak, and miso soup.\Also, there's spinach and deep-fried -\It's always something with beans. I want meat!\Don't be so picky.\Beans are the meat of the field.\Cheapskate.\That aside, make sure you practise properly during swimming class.\Loosen up. response:	I can't loosen up.
context: Also, there's spinach and deep-fried -\It's always something with beans. I want meat!\Don't be so picky.\Beans are the meat of the field.\Cheapskate.\That aside, make sure you practise properly during swimming class.\Loosen up.\I can't loosen up. response:	Kitamura-kun's watching, after all...
context: It's always something with beans. I want meat!\Don't be so picky.\Beans are the meat of the field.\Cheapskate.\That aside, make sure you practise properly during swimming class.\Loosen up.\I can't loosen up.\Kitamura-kun's watching, after all... response:	Because he's watching, you have to try your best, right?
context: Don't be so picky.\Beans are the meat of the field.\Cheapskate.\That aside, make sure you practise properly during swimming class.\Loosen up.\I can't loosen up.\Kitamura-kun's watching, after all...\Because he's watching, you have to try your best, right? response:	Now, look here...
context: Beans are the meat of the field.\Cheapskate.\That aside, make sure you practise properly during swimming class.\Loosen up.\I can't loosen up.\Kitamura-kun's watching, after all...\Because he's watching, you have to try your best, right?\Now, look here... response:	Whose fault is it to begin with that I'm working so hard,
context: Cheapskate.\That aside, make sure you practise properly during swimming class.\Loosen up.\I can't loosen up.\Kitamura-kun's watching, after all...\Because he's watching, you have to try your best, right?\Now, look here...\Whose fault is it to begin with that I'm working so hard, response:	despite the fact that everyone is misunderstanding?
context: That aside, make sure you practise properly during swimming class.\Loosen up.\I can't loosen up.\Kitamura-kun's watching, after all...\Because he's watching, you have to try your best, right?\Now, look here...\Whose fault is it to begin with that I'm working so hard,\despite the fact that everyone is misunderstanding? response:	Huh? Whose?
context: Loosen up.\I can't loosen up.\Kitamura-kun's watching, after all...\Because he's watching, you have to try your best, right?\Now, look here...\Whose fault is it to begin with that I'm working so hard,\despite the fact that everyone is misunderstanding?\Huh? Whose? response:	Well, it's to keep Kitamura from going to Kawashima's vacation home -
context: I can't loosen up.\Kitamura-kun's watching, after all...\Because he's watching, you have to try your best, right?\Now, look here...\Whose fault is it to begin with that I'm working so hard,\despite the fact that everyone is misunderstanding?\Huh? Whose?\Well, it's to keep Kitamura from going to Kawashima's vacation home - response:	Ow!
context: Kitamura-kun's watching, after all...\Because he's watching, you have to try your best, right?\Now, look here...\Whose fault is it to begin with that I'm working so hard,\despite the fact that everyone is misunderstanding?\Huh? Whose?\Well, it's to keep Kitamura from going to Kawashima's vacation home -\Ow! response:	Whatever. All you need to do is make my food.
context: Because he's watching, you have to try your best, right?\Now, look here...\Whose fault is it to begin with that I'm working so hard,\despite the fact that everyone is misunderstanding?\Huh? Whose?\Well, it's to keep Kitamura from going to Kawashima's vacation home -\Ow!\Whatever. All you need to do is make my food. response:	Sheesh, what now?
context: Now, look here...\Whose fault is it to begin with that I'm working so hard,\despite the fact that everyone is misunderstanding?\Huh? Whose?\Well, it's to keep Kitamura from going to Kawashima's vacation home -\Ow!\Whatever. All you need to do is make my food.\Sheesh, what now? response:	Hey, come on and make it already.
context: Whose fault is it to begin with that I'm working so hard,\despite the fact that everyone is misunderstanding?\Huh? Whose?\Well, it's to keep Kitamura from going to Kawashima's vacation home -\Ow!\Whatever. All you need to do is make my food.\Sheesh, what now?\Hey, come on and make it already. response:	I'm going to take in tons of nutrition and practise like crazy.
context: despite the fact that everyone is misunderstanding?\Huh? Whose?\Well, it's to keep Kitamura from going to Kawashima's vacation home -\Ow!\Whatever. All you need to do is make my food.\Sheesh, what now?\Hey, come on and make it already.\I'm going to take in tons of nutrition and practise like crazy. response:	The rain's not stopping...
context: Huh? Whose?\Well, it's to keep Kitamura from going to Kawashima's vacation home -\Ow!\Whatever. All you need to do is make my food.\Sheesh, what now?\Hey, come on and make it already.\I'm going to take in tons of nutrition and practise like crazy.\The rain's not stopping... response:	No pool classes today, either, I guess...
context: Well, it's to keep Kitamura from going to Kawashima's vacation home -\Ow!\Whatever. All you need to do is make my food.\Sheesh, what now?\Hey, come on and make it already.\I'm going to take in tons of nutrition and practise like crazy.\The rain's not stopping...\No pool classes today, either, I guess... response:	Just when I can finally dip my face into water...
context: Ow!\Whatever. All you need to do is make my food.\Sheesh, what now?\Hey, come on and make it already.\I'm going to take in tons of nutrition and practise like crazy.\The rain's not stopping...\No pool classes today, either, I guess...\Just when I can finally dip my face into water... response:	Why can't we use the pool?!
context: Whatever. All you need to do is make my food.\Sheesh, what now?\Hey, come on and make it already.\I'm going to take in tons of nutrition and practise like crazy.\The rain's not stopping...\No pool classes today, either, I guess...\Just when I can finally dip my face into water...\Why can't we use the pool?! response:	Don't take it out on me.
context: Sheesh, what now?\Hey, come on and make it already.\I'm going to take in tons of nutrition and practise like crazy.\The rain's not stopping...\No pool classes today, either, I guess...\Just when I can finally dip my face into water...\Why can't we use the pool?!\Don't take it out on me. response:	Tickets for the public pool?
context: Hey, come on and make it already.\I'm going to take in tons of nutrition and practise like crazy.\The rain's not stopping...\No pool classes today, either, I guess...\Just when I can finally dip my face into water...\Why can't we use the pool?!\Don't take it out on me.\Tickets for the public pool? response:	Use them.
context: I'm going to take in tons of nutrition and practise like crazy.\The rain's not stopping...\No pool classes today, either, I guess...\Just when I can finally dip my face into water...\Why can't we use the pool?!\Don't take it out on me.\Tickets for the public pool?\Use them. response:	I'm betting on Aisaka too.
context: The rain's not stopping...\No pool classes today, either, I guess...\Just when I can finally dip my face into water...\Why can't we use the pool?!\Don't take it out on me.\Tickets for the public pool?\Use them.\I'm betting on Aisaka too. response:	Takasu went really overboard with how he was cheering for Aisaka on the piece of paper that was being sent around,
context: No pool classes today, either, I guess...\Just when I can finally dip my face into water...\Why can't we use the pool?!\Don't take it out on me.\Tickets for the public pool?\Use them.\I'm betting on Aisaka too.\Takasu went really overboard with how he was cheering for Aisaka on the piece of paper that was being sent around, response:	so I figured, All right, I'm going to root for her too!
context: Just when I can finally dip my face into water...\Why can't we use the pool?!\Don't take it out on me.\Tickets for the public pool?\Use them.\I'm betting on Aisaka too.\Takasu went really overboard with how he was cheering for Aisaka on the piece of paper that was being sent around,\so I figured, All right, I'm going to root for her too! response:	F-For me?
context: Why can't we use the pool?!\Don't take it out on me.\Tickets for the public pool?\Use them.\I'm betting on Aisaka too.\Takasu went really overboard with how he was cheering for Aisaka on the piece of paper that was being sent around,\so I figured, All right, I'm going to root for her too!\F-For me? response:	Yeah!
context: Don't take it out on me.\Tickets for the public pool?\Use them.\I'm betting on Aisaka too.\Takasu went really overboard with how he was cheering for Aisaka on the piece of paper that was being sent around,\so I figured, All right, I'm going to root for her too!\F-For me?\Yeah! response:	W-Why? I can't even swim...
context: Tickets for the public pool?\Use them.\I'm betting on Aisaka too.\Takasu went really overboard with how he was cheering for Aisaka on the piece of paper that was being sent around,\so I figured, All right, I'm going to root for her too!\F-For me?\Yeah!\W-Why? I can't even swim... response:	Aisaka is the type that shows her true strength in moments of desperation.
context: Use them.\I'm betting on Aisaka too.\Takasu went really overboard with how he was cheering for Aisaka on the piece of paper that was being sent around,\so I figured, All right, I'm going to root for her too!\F-For me?\Yeah!\W-Why? I can't even swim...\Aisaka is the type that shows her true strength in moments of desperation. response:	We don't know how this fight will go just yet!
context: I'm betting on Aisaka too.\Takasu went really overboard with how he was cheering for Aisaka on the piece of paper that was being sent around,\so I figured, All right, I'm going to root for her too!\F-For me?\Yeah!\W-Why? I can't even swim...\Aisaka is the type that shows her true strength in moments of desperation.\We don't know how this fight will go just yet! response:	Can't I make it like this?
context: Takasu went really overboard with how he was cheering for Aisaka on the piece of paper that was being sent around,\so I figured, All right, I'm going to root for her too!\F-For me?\Yeah!\W-Why? I can't even swim...\Aisaka is the type that shows her true strength in moments of desperation.\We don't know how this fight will go just yet!\Can't I make it like this? response:	W-What are you doing?!
context: so I figured, All right, I'm going to root for her too!\F-For me?\Yeah!\W-Why? I can't even swim...\Aisaka is the type that shows her true strength in moments of desperation.\We don't know how this fight will go just yet!\Can't I make it like this?\W-What are you doing?! response:	S-Shut up!
context: F-For me?\Yeah!\W-Why? I can't even swim...\Aisaka is the type that shows her true strength in moments of desperation.\We don't know how this fight will go just yet!\Can't I make it like this?\W-What are you doing?!\S-Shut up! response:	Good luck with the practising.
context: Yeah!\W-Why? I can't even swim...\Aisaka is the type that shows her true strength in moments of desperation.\We don't know how this fight will go just yet!\Can't I make it like this?\W-What are you doing?!\S-Shut up!\Good luck with the practising. response:	Aw, man...
context: W-Why? I can't even swim...\Aisaka is the type that shows her true strength in moments of desperation.\We don't know how this fight will go just yet!\Can't I make it like this?\W-What are you doing?!\S-Shut up!\Good luck with the practising.\Aw, man... response:	Idiot.
context: Aisaka is the type that shows her true strength in moments of desperation.\We don't know how this fight will go just yet!\Can't I make it like this?\W-What are you doing?!\S-Shut up!\Good luck with the practising.\Aw, man...\Idiot. response:	Hey, want to stop by somewhere on the way home?
context: We don't know how this fight will go just yet!\Can't I make it like this?\W-What are you doing?!\S-Shut up!\Good luck with the practising.\Aw, man...\Idiot.\Hey, want to stop by somewhere on the way home? response:	How about Sudoba?
context: Can't I make it like this?\W-What are you doing?!\S-Shut up!\Good luck with the practising.\Aw, man...\Idiot.\Hey, want to stop by somewhere on the way home?\How about Sudoba? response:	Good idea.
context: W-What are you doing?!\S-Shut up!\Good luck with the practising.\Aw, man...\Idiot.\Hey, want to stop by somewhere on the way home?\How about Sudoba?\Good idea. response:	What the...? Why are you sitting cramped in between those?
context: S-Shut up!\Good luck with the practising.\Aw, man...\Idiot.\Hey, want to stop by somewhere on the way home?\How about Sudoba?\Good idea.\What the...? Why are you sitting cramped in between those? response:	Gloomy weirdo.
context: Good luck with the practising.\Aw, man...\Idiot.\Hey, want to stop by somewhere on the way home?\How about Sudoba?\Good idea.\What the...? Why are you sitting cramped in between those?\Gloomy weirdo. response:	This cramped feeling calms me down.
context: Aw, man...\Idiot.\Hey, want to stop by somewhere on the way home?\How about Sudoba?\Good idea.\What the...? Why are you sitting cramped in between those?\Gloomy weirdo.\This cramped feeling calms me down. response:	Here we go...
context: Idiot.\Hey, want to stop by somewhere on the way home?\How about Sudoba?\Good idea.\What the...? Why are you sitting cramped in between those?\Gloomy weirdo.\This cramped feeling calms me down.\Here we go... response:	My gosh! Takasu-kun's worn out as well?
context: Hey, want to stop by somewhere on the way home?\How about Sudoba?\Good idea.\What the...? Why are you sitting cramped in between those?\Gloomy weirdo.\This cramped feeling calms me down.\Here we go...\My gosh! Takasu-kun's worn out as well? response:	Yeah, I've been like this for a while now because of a certain someone.
context: How about Sudoba?\Good idea.\What the...? Why are you sitting cramped in between those?\Gloomy weirdo.\This cramped feeling calms me down.\Here we go...\My gosh! Takasu-kun's worn out as well?\Yeah, I've been like this for a while now because of a certain someone. response:	Huh? Because of who? Ami-chan doesn't know!
context: Good idea.\What the...? Why are you sitting cramped in between those?\Gloomy weirdo.\This cramped feeling calms me down.\Here we go...\My gosh! Takasu-kun's worn out as well?\Yeah, I've been like this for a while now because of a certain someone.\Huh? Because of who? Ami-chan doesn't know! response:	Why, you...
context: What the...? Why are you sitting cramped in between those?\Gloomy weirdo.\This cramped feeling calms me down.\Here we go...\My gosh! Takasu-kun's worn out as well?\Yeah, I've been like this for a while now because of a certain someone.\Huh? Because of who? Ami-chan doesn't know!\Why, you... response:	The jealous Taiga is cute...
context: Gloomy weirdo.\This cramped feeling calms me down.\Here we go...\My gosh! Takasu-kun's worn out as well?\Yeah, I've been like this for a while now because of a certain someone.\Huh? Because of who? Ami-chan doesn't know!\Why, you...\The jealous Taiga is cute... response:	What? How is she jealous?
context: This cramped feeling calms me down.\Here we go...\My gosh! Takasu-kun's worn out as well?\Yeah, I've been like this for a while now because of a certain someone.\Huh? Because of who? Ami-chan doesn't know!\Why, you...\The jealous Taiga is cute...\What? How is she jealous? response:	She simply doesn't like you.
context: Here we go...\My gosh! Takasu-kun's worn out as well?\Yeah, I've been like this for a while now because of a certain someone.\Huh? Because of who? Ami-chan doesn't know!\Why, you...\The jealous Taiga is cute...\What? How is she jealous?\She simply doesn't like you. response:	Is Takasu-kun an idiot?
context: My gosh! Takasu-kun's worn out as well?\Yeah, I've been like this for a while now because of a certain someone.\Huh? Because of who? Ami-chan doesn't know!\Why, you...\The jealous Taiga is cute...\What? How is she jealous?\She simply doesn't like you.\Is Takasu-kun an idiot? response:	You're the idiot.
context: Yeah, I've been like this for a while now because of a certain someone.\Huh? Because of who? Ami-chan doesn't know!\Why, you...\The jealous Taiga is cute...\What? How is she jealous?\She simply doesn't like you.\Is Takasu-kun an idiot?\You're the idiot. response:	Either way, don't provoke Taiga so much.
context: Huh? Because of who? Ami-chan doesn't know!\Why, you...\The jealous Taiga is cute...\What? How is she jealous?\She simply doesn't like you.\Is Takasu-kun an idiot?\You're the idiot.\Either way, don't provoke Taiga so much. response:	I mean, what's with the vacation house?
context: Why, you...\The jealous Taiga is cute...\What? How is she jealous?\She simply doesn't like you.\Is Takasu-kun an idiot?\You're the idiot.\Either way, don't provoke Taiga so much.\I mean, what's with the vacation house? response:	You don't intend to invite me, either way.
context: The jealous Taiga is cute...\What? How is she jealous?\She simply doesn't like you.\Is Takasu-kun an idiot?\You're the idiot.\Either way, don't provoke Taiga so much.\I mean, what's with the vacation house?\You don't intend to invite me, either way. response:	I was serious, you know.
context: What? How is she jealous?\She simply doesn't like you.\Is Takasu-kun an idiot?\You're the idiot.\Either way, don't provoke Taiga so much.\I mean, what's with the vacation house?\You don't intend to invite me, either way.\I was serious, you know. response:	I'm seriously intending to win and spend the summer with Takasu-kun.
context: She simply doesn't like you.\Is Takasu-kun an idiot?\You're the idiot.\Either way, don't provoke Taiga so much.\I mean, what's with the vacation house?\You don't intend to invite me, either way.\I was serious, you know.\I'm seriously intending to win and spend the summer with Takasu-kun. response:	I'm really thinking about what to do after I win.
context: Is Takasu-kun an idiot?\You're the idiot.\Either way, don't provoke Taiga so much.\I mean, what's with the vacation house?\You don't intend to invite me, either way.\I was serious, you know.\I'm seriously intending to win and spend the summer with Takasu-kun.\I'm really thinking about what to do after I win. response:	I think it'll be fun!
context: You're the idiot.\Either way, don't provoke Taiga so much.\I mean, what's with the vacation house?\You don't intend to invite me, either way.\I was serious, you know.\I'm seriously intending to win and spend the summer with Takasu-kun.\I'm really thinking about what to do after I win.\I think it'll be fun! response:	See, we're rather compatible, right?
context: Either way, don't provoke Taiga so much.\I mean, what's with the vacation house?\You don't intend to invite me, either way.\I was serious, you know.\I'm seriously intending to win and spend the summer with Takasu-kun.\I'm really thinking about what to do after I win.\I think it'll be fun!\See, we're rather compatible, right? response:	N-No, we're not.
context: I mean, what's with the vacation house?\You don't intend to invite me, either way.\I was serious, you know.\I'm seriously intending to win and spend the summer with Takasu-kun.\I'm really thinking about what to do after I win.\I think it'll be fun!\See, we're rather compatible, right?\N-No, we're not. response:	He's mad!
context: You don't intend to invite me, either way.\I was serious, you know.\I'm seriously intending to win and spend the summer with Takasu-kun.\I'm really thinking about what to do after I win.\I think it'll be fun!\See, we're rather compatible, right?\N-No, we're not.\He's mad! response:	Why you...
context: I was serious, you know.\I'm seriously intending to win and spend the summer with Takasu-kun.\I'm really thinking about what to do after I win.\I think it'll be fun!\See, we're rather compatible, right?\N-No, we're not.\He's mad!\Why you... response:	Sheesh.
context: I'm seriously intending to win and spend the summer with Takasu-kun.\I'm really thinking about what to do after I win.\I think it'll be fun!\See, we're rather compatible, right?\N-No, we're not.\He's mad!\Why you...\Sheesh. response:	Keep your mocking mild, okay?
context: I'm really thinking about what to do after I win.\I think it'll be fun!\See, we're rather compatible, right?\N-No, we're not.\He's mad!\Why you...\Sheesh.\Keep your mocking mild, okay? response:	All right.
context: I think it'll be fun!\See, we're rather compatible, right?\N-No, we're not.\He's mad!\Why you...\Sheesh.\Keep your mocking mild, okay?\All right. response:	Farewell, then.
context: See, we're rather compatible, right?\N-No, we're not.\He's mad!\Why you...\Sheesh.\Keep your mocking mild, okay?\All right.\Farewell, then. response:	I know.
context: N-No, we're not.\He's mad!\Why you...\Sheesh.\Keep your mocking mild, okay?\All right.\Farewell, then.\I know. response:	H-Huh? Know what? What do you know?
context: He's mad!\Why you...\Sheesh.\Keep your mocking mild, okay?\All right.\Farewell, then.\I know.\H-Huh? Know what? What do you know? response:	That the one who super-sized Taiga's swimsuit was...
context: Why you...\Sheesh.\Keep your mocking mild, okay?\All right.\Farewell, then.\I know.\H-Huh? Know what? What do you know?\That the one who super-sized Taiga's swimsuit was... response:	Huh? Um, that was...
context: Sheesh.\Keep your mocking mild, okay?\All right.\Farewell, then.\I know.\H-Huh? Know what? What do you know?\That the one who super-sized Taiga's swimsuit was...\Huh? Um, that was... response:	Tsk, tsk.
context: Keep your mocking mild, okay?\All right.\Farewell, then.\I know.\H-Huh? Know what? What do you know?\That the one who super-sized Taiga's swimsuit was...\Huh? Um, that was...\Tsk, tsk. response:	You don't need to hide it. It was elementary, my dear Akechi-kun.
context: All right.\Farewell, then.\I know.\H-Huh? Know what? What do you know?\That the one who super-sized Taiga's swimsuit was...\Huh? Um, that was...\Tsk, tsk.\You don't need to hide it. It was elementary, my dear Akechi-kun. response:	You see, Taiga was telling me before,
context: Farewell, then.\I know.\H-Huh? Know what? What do you know?\That the one who super-sized Taiga's swimsuit was...\Huh? Um, that was...\Tsk, tsk.\You don't need to hide it. It was elementary, my dear Akechi-kun.\You see, Taiga was telling me before, response:	Ryuuji is always there to help.
context: I know.\H-Huh? Know what? What do you know?\That the one who super-sized Taiga's swimsuit was...\Huh? Um, that was...\Tsk, tsk.\You don't need to hide it. It was elementary, my dear Akechi-kun.\You see, Taiga was telling me before,\Ryuuji is always there to help. response:	Huh?
context: H-Huh? Know what? What do you know?\That the one who super-sized Taiga's swimsuit was...\Huh? Um, that was...\Tsk, tsk.\You don't need to hide it. It was elementary, my dear Akechi-kun.\You see, Taiga was telling me before,\Ryuuji is always there to help.\Huh? response:	Cleaning, fixing buttons, ironing clothes...
context: That the one who super-sized Taiga's swimsuit was...\Huh? Um, that was...\Tsk, tsk.\You don't need to hide it. It was elementary, my dear Akechi-kun.\You see, Taiga was telling me before,\Ryuuji is always there to help.\Huh?\Cleaning, fixing buttons, ironing clothes... response:	Oh, that? Doing those little things...
context: Huh? Um, that was...\Tsk, tsk.\You don't need to hide it. It was elementary, my dear Akechi-kun.\You see, Taiga was telling me before,\Ryuuji is always there to help.\Huh?\Cleaning, fixing buttons, ironing clothes...\Oh, that? Doing those little things... response:	Doing those small things is what makes it great.
context: Tsk, tsk.\You don't need to hide it. It was elementary, my dear Akechi-kun.\You see, Taiga was telling me before,\Ryuuji is always there to help.\Huh?\Cleaning, fixing buttons, ironing clothes...\Oh, that? Doing those little things...\Doing those small things is what makes it great. response:	Huh?
context: You don't need to hide it. It was elementary, my dear Akechi-kun.\You see, Taiga was telling me before,\Ryuuji is always there to help.\Huh?\Cleaning, fixing buttons, ironing clothes...\Oh, that? Doing those little things...\Doing those small things is what makes it great.\Huh? response:	Hey, Kushie -
context: You see, Taiga was telling me before,\Ryuuji is always there to help.\Huh?\Cleaning, fixing buttons, ironing clothes...\Oh, that? Doing those little things...\Doing those small things is what makes it great.\Huh?\Hey, Kushie - response:	I believe in you, and so I'm leaving Taiga in your care.
context: Ryuuji is always there to help.\Huh?\Cleaning, fixing buttons, ironing clothes...\Oh, that? Doing those little things...\Doing those small things is what makes it great.\Huh?\Hey, Kushie -\I believe in you, and so I'm leaving Taiga in your care. response:	Y-Yeah.
context: Huh?\Cleaning, fixing buttons, ironing clothes...\Oh, that? Doing those little things...\Doing those small things is what makes it great.\Huh?\Hey, Kushie -\I believe in you, and so I'm leaving Taiga in your care.\Y-Yeah. response:	I'm the referee, so I can't really help you out, but...
