context: Erza... response:	I apologize.
context: The giant tree growing on the island has collapsed down to the roots!\Then that means the felling of the tree was the cause of our magic power drying up?\It is called the Tenrou Tree.\I hear it gives divine protection to those in the guild.\I dunno the details, but anyone who's got a Fairy Tail mark can't die or something.\Then that's why all the injured people made it.\But then, why did our magic power return?\The tree is still toppled... response:	We cannot relax yet.
context: Then that means the felling of the tree was the cause of our magic power drying up?\It is called the Tenrou Tree.\I hear it gives divine protection to those in the guild.\I dunno the details, but anyone who's got a Fairy Tail mark can't die or something.\Then that's why all the injured people made it.\But then, why did our magic power return?\The tree is still toppled...\We cannot relax yet. response:	Then, we must stay on our guard while our magic power recovers...
context: It is called the Tenrou Tree.\I hear it gives divine protection to those in the guild.\I dunno the details, but anyone who's got a Fairy Tail mark can't die or something.\Then that's why all the injured people made it.\But then, why did our magic power return?\The tree is still toppled...\We cannot relax yet.\Then, we must stay on our guard while our magic power recovers... response:	All right...
context: I hear it gives divine protection to those in the guild.\I dunno the details, but anyone who's got a Fairy Tail mark can't die or something.\Then that's why all the injured people made it.\But then, why did our magic power return?\The tree is still toppled...\We cannot relax yet.\Then, we must stay on our guard while our magic power recovers...\All right... response:	Gray.
context: I dunno the details, but anyone who's got a Fairy Tail mark can't die or something.\Then that's why all the injured people made it.\But then, why did our magic power return?\The tree is still toppled...\We cannot relax yet.\Then, we must stay on our guard while our magic power recovers...\All right...\Gray. response:	Iced Shell requires the caster to give up their life...
context: Then that's why all the injured people made it.\But then, why did our magic power return?\The tree is still toppled...\We cannot relax yet.\Then, we must stay on our guard while our magic power recovers...\All right...\Gray.\Iced Shell requires the caster to give up their life... response:	I know.
context: But then, why did our magic power return?\The tree is still toppled...\We cannot relax yet.\Then, we must stay on our guard while our magic power recovers...\All right...\Gray.\Iced Shell requires the caster to give up their life...\I know. response:	I know full well!
context: The tree is still toppled...\We cannot relax yet.\Then, we must stay on our guard while our magic power recovers...\All right...\Gray.\Iced Shell requires the caster to give up their life...\I know.\I know full well! response:	Thank you.
context: We cannot relax yet.\Then, we must stay on our guard while our magic power recovers...\All right...\Gray.\Iced Shell requires the caster to give up their life...\I know.\I know full well!\Thank you. response:	Back off.
context: Then, we must stay on our guard while our magic power recovers...\All right...\Gray.\Iced Shell requires the caster to give up their life...\I know.\I know full well!\Thank you.\Back off. response:	This isn't for you, or for Ul.
context: All right...\Gray.\Iced Shell requires the caster to give up their life...\I know.\I know full well!\Thank you.\Back off.\This isn't for you, or for Ul. response:	It's for the guild!
context: Gray.\Iced Shell requires the caster to give up their life...\I know.\I know full well!\Thank you.\Back off.\This isn't for you, or for Ul.\It's for the guild! response:	W-What's happened?
context: Iced Shell requires the caster to give up their life...\I know.\I know full well!\Thank you.\Back off.\This isn't for you, or for Ul.\It's for the guild!\W-What's happened? response:	Everyone...
context: I know.\I know full well!\Thank you.\Back off.\This isn't for you, or for Ul.\It's for the guild!\W-What's happened?\Everyone... response:	Even Gajeel and Mira-san?
context: I know full well!\Thank you.\Back off.\This isn't for you, or for Ul.\It's for the guild!\W-What's happened?\Everyone...\Even Gajeel and Mira-san? response:	I'll use healing magic right away!
context: Thank you.\Back off.\This isn't for you, or for Ul.\It's for the guild!\W-What's happened?\Everyone...\Even Gajeel and Mira-san?\I'll use healing magic right away! response:	Natsu.
context: Back off.\This isn't for you, or for Ul.\It's for the guild!\W-What's happened?\Everyone...\Even Gajeel and Mira-san?\I'll use healing magic right away!\Natsu. response:	Lisanna, you're safe!
context: This isn't for you, or for Ul.\It's for the guild!\W-What's happened?\Everyone...\Even Gajeel and Mira-san?\I'll use healing magic right away!\Natsu.\Lisanna, you're safe! response:	Lisanna, thank goodness!
context: It's for the guild!\W-What's happened?\Everyone...\Even Gajeel and Mira-san?\I'll use healing magic right away!\Natsu.\Lisanna, you're safe!\Lisanna, thank goodness! response:	I appreciate the offer, but look at how many...
context: W-What's happened?\Everyone...\Even Gajeel and Mira-san?\I'll use healing magic right away!\Natsu.\Lisanna, you're safe!\Lisanna, thank goodness!\I appreciate the offer, but look at how many... response:	Don't push yourself, Wendy.
context: Everyone...\Even Gajeel and Mira-san?\I'll use healing magic right away!\Natsu.\Lisanna, you're safe!\Lisanna, thank goodness!\I appreciate the offer, but look at how many...\Don't push yourself, Wendy. response:	And look here... You've been using magic all day.
context: Even Gajeel and Mira-san?\I'll use healing magic right away!\Natsu.\Lisanna, you're safe!\Lisanna, thank goodness!\I appreciate the offer, but look at how many...\Don't push yourself, Wendy.\And look here... You've been using magic all day. response:	You have to rest a little, or else...
context: I'll use healing magic right away!\Natsu.\Lisanna, you're safe!\Lisanna, thank goodness!\I appreciate the offer, but look at how many...\Don't push yourself, Wendy.\And look here... You've been using magic all day.\You have to rest a little, or else... response:	I agree!
context: Natsu.\Lisanna, you're safe!\Lisanna, thank goodness!\I appreciate the offer, but look at how many...\Don't push yourself, Wendy.\And look here... You've been using magic all day.\You have to rest a little, or else...\I agree! response:	Lisanna, what happened?
context: Lisanna, you're safe!\Lisanna, thank goodness!\I appreciate the offer, but look at how many...\Don't push yourself, Wendy.\And look here... You've been using magic all day.\You have to rest a little, or else...\I agree!\Lisanna, what happened? response:	This guy attacked us here.
context: Lisanna, thank goodness!\I appreciate the offer, but look at how many...\Don't push yourself, Wendy.\And look here... You've been using magic all day.\You have to rest a little, or else...\I agree!\Lisanna, what happened?\This guy attacked us here. response:	After that, for some unknown reason, our magic power suddenly disappeared.
context: I appreciate the offer, but look at how many...\Don't push yourself, Wendy.\And look here... You've been using magic all day.\You have to rest a little, or else...\I agree!\Lisanna, what happened?\This guy attacked us here.\After that, for some unknown reason, our magic power suddenly disappeared. response:	It was a close call, but Fried and Bickslow fought for us.
context: Don't push yourself, Wendy.\And look here... You've been using magic all day.\You have to rest a little, or else...\I agree!\Lisanna, what happened?\This guy attacked us here.\After that, for some unknown reason, our magic power suddenly disappeared.\It was a close call, but Fried and Bickslow fought for us. response:	But even before that, everyone had already been injured here and there...
context: And look here... You've been using magic all day.\You have to rest a little, or else...\I agree!\Lisanna, what happened?\This guy attacked us here.\After that, for some unknown reason, our magic power suddenly disappeared.\It was a close call, but Fried and Bickslow fought for us.\But even before that, everyone had already been injured here and there... response:	It's gotten so dire without me even realizing it!
context: You have to rest a little, or else...\I agree!\Lisanna, what happened?\This guy attacked us here.\After that, for some unknown reason, our magic power suddenly disappeared.\It was a close call, but Fried and Bickslow fought for us.\But even before that, everyone had already been injured here and there...\It's gotten so dire without me even realizing it! response:	Lisanna, don't cry.
context: I agree!\Lisanna, what happened?\This guy attacked us here.\After that, for some unknown reason, our magic power suddenly disappeared.\It was a close call, but Fried and Bickslow fought for us.\But even before that, everyone had already been injured here and there...\It's gotten so dire without me even realizing it!\Lisanna, don't cry. response:	The cheerful characters like us can't cry!
context: Lisanna, what happened?\This guy attacked us here.\After that, for some unknown reason, our magic power suddenly disappeared.\It was a close call, but Fried and Bickslow fought for us.\But even before that, everyone had already been injured here and there...\It's gotten so dire without me even realizing it!\Lisanna, don't cry.\The cheerful characters like us can't cry! response:	Happy...
context: This guy attacked us here.\After that, for some unknown reason, our magic power suddenly disappeared.\It was a close call, but Fried and Bickslow fought for us.\But even before that, everyone had already been injured here and there...\It's gotten so dire without me even realizing it!\Lisanna, don't cry.\The cheerful characters like us can't cry!\Happy... response:	Y-Yeah...
context: After that, for some unknown reason, our magic power suddenly disappeared.\It was a close call, but Fried and Bickslow fought for us.\But even before that, everyone had already been injured here and there...\It's gotten so dire without me even realizing it!\Lisanna, don't cry.\The cheerful characters like us can't cry!\Happy...\Y-Yeah... response:	Unforgivable...
context: It was a close call, but Fried and Bickslow fought for us.\But even before that, everyone had already been injured here and there...\It's gotten so dire without me even realizing it!\Lisanna, don't cry.\The cheerful characters like us can't cry!\Happy...\Y-Yeah...\Unforgivable... response:	Completely unforgivable...
context: But even before that, everyone had already been injured here and there...\It's gotten so dire without me even realizing it!\Lisanna, don't cry.\The cheerful characters like us can't cry!\Happy...\Y-Yeah...\Unforgivable...\Completely unforgivable... response:	Natsu...
context: It's gotten so dire without me even realizing it!\Lisanna, don't cry.\The cheerful characters like us can't cry!\Happy...\Y-Yeah...\Unforgivable...\Completely unforgivable...\Natsu... response:	Natsu-san.
context: Lisanna, don't cry.\The cheerful characters like us can't cry!\Happy...\Y-Yeah...\Unforgivable...\Completely unforgivable...\Natsu...\Natsu-san. response:	So even the Master and Cana are casualties...
context: The cheerful characters like us can't cry!\Happy...\Y-Yeah...\Unforgivable...\Completely unforgivable...\Natsu...\Natsu-san.\So even the Master and Cana are casualties... response:	What the hell's goin' on here?
context: Happy...\Y-Yeah...\Unforgivable...\Completely unforgivable...\Natsu...\Natsu-san.\So even the Master and Cana are casualties...\What the hell's goin' on here? response:	The Grimoire Heart battleship is anchored off to the east.
context: Y-Yeah...\Unforgivable...\Completely unforgivable...\Natsu...\Natsu-san.\So even the Master and Cana are casualties...\What the hell's goin' on here?\The Grimoire Heart battleship is anchored off to the east. response:	Considering we need to defend this camp, how about splitting into two teams?
context: Unforgivable...\Completely unforgivable...\Natsu...\Natsu-san.\So even the Master and Cana are casualties...\What the hell's goin' on here?\The Grimoire Heart battleship is anchored off to the east.\Considering we need to defend this camp, how about splitting into two teams? response:	One attack team, and one defense team?
context: Completely unforgivable...\Natsu...\Natsu-san.\So even the Master and Cana are casualties...\What the hell's goin' on here?\The Grimoire Heart battleship is anchored off to the east.\Considering we need to defend this camp, how about splitting into two teams?\One attack team, and one defense team? response:	Meldy...
context: Natsu...\Natsu-san.\So even the Master and Cana are casualties...\What the hell's goin' on here?\The Grimoire Heart battleship is anchored off to the east.\Considering we need to defend this camp, how about splitting into two teams?\One attack team, and one defense team?\Meldy... response:	Is that him?
context: Natsu-san.\So even the Master and Cana are casualties...\What the hell's goin' on here?\The Grimoire Heart battleship is anchored off to the east.\Considering we need to defend this camp, how about splitting into two teams?\One attack team, and one defense team?\Meldy...\Is that him? response:	Yes...
context: So even the Master and Cana are casualties...\What the hell's goin' on here?\The Grimoire Heart battleship is anchored off to the east.\Considering we need to defend this camp, how about splitting into two teams?\One attack team, and one defense team?\Meldy...\Is that him?\Yes... response:	This is Zeref.
context: What the hell's goin' on here?\The Grimoire Heart battleship is anchored off to the east.\Considering we need to defend this camp, how about splitting into two teams?\One attack team, and one defense team?\Meldy...\Is that him?\Yes...\This is Zeref. response:	Change of plans.
context: The Grimoire Heart battleship is anchored off to the east.\Considering we need to defend this camp, how about splitting into two teams?\One attack team, and one defense team?\Meldy...\Is that him?\Yes...\This is Zeref.\Change of plans. response:	We're leaving this island like this.
context: Considering we need to defend this camp, how about splitting into two teams?\One attack team, and one defense team?\Meldy...\Is that him?\Yes...\This is Zeref.\Change of plans.\We're leaving this island like this. response:	B-But, I haven't found Gray yet.
context: One attack team, and one defense team?\Meldy...\Is that him?\Yes...\This is Zeref.\Change of plans.\We're leaving this island like this.\B-But, I haven't found Gray yet. response:	Forget about him.
context: Meldy...\Is that him?\Yes...\This is Zeref.\Change of plans.\We're leaving this island like this.\B-But, I haven't found Gray yet.\Forget about him. response:	He's not our enemy.
context: Is that him?\Yes...\This is Zeref.\Change of plans.\We're leaving this island like this.\B-But, I haven't found Gray yet.\Forget about him.\He's not our enemy. response:	What does Zeref have to do with Ul's wishes?
context: Yes...\This is Zeref.\Change of plans.\We're leaving this island like this.\B-But, I haven't found Gray yet.\Forget about him.\He's not our enemy.\What does Zeref have to do with Ul's wishes? response:	Listen to me, Gray.
context: This is Zeref.\Change of plans.\We're leaving this island like this.\B-But, I haven't found Gray yet.\Forget about him.\He's not our enemy.\What does Zeref have to do with Ul's wishes?\Listen to me, Gray. response:	My father was killed by Hades.
context: Change of plans.\We're leaving this island like this.\B-But, I haven't found Gray yet.\Forget about him.\He's not our enemy.\What does Zeref have to do with Ul's wishes?\Listen to me, Gray.\My father was killed by Hades. response:	In order to get revenge, Ul chased after Grimoire Heart behind the scenes.
context: We're leaving this island like this.\B-But, I haven't found Gray yet.\Forget about him.\He's not our enemy.\What does Zeref have to do with Ul's wishes?\Listen to me, Gray.\My father was killed by Hades.\In order to get revenge, Ul chased after Grimoire Heart behind the scenes. response:	After Ul's death, I found her diary and learned the truth.
context: B-But, I haven't found Gray yet.\Forget about him.\He's not our enemy.\What does Zeref have to do with Ul's wishes?\Listen to me, Gray.\My father was killed by Hades.\In order to get revenge, Ul chased after Grimoire Heart behind the scenes.\After Ul's death, I found her diary and learned the truth. response:	In order to get revenge, I infiltrated Grimoire Heart.
context: Forget about him.\He's not our enemy.\What does Zeref have to do with Ul's wishes?\Listen to me, Gray.\My father was killed by Hades.\In order to get revenge, Ul chased after Grimoire Heart behind the scenes.\After Ul's death, I found her diary and learned the truth.\In order to get revenge, I infiltrated Grimoire Heart. response:	But, Hades's magic power was beyond anything I could imagine.
context: He's not our enemy.\What does Zeref have to do with Ul's wishes?\Listen to me, Gray.\My father was killed by Hades.\In order to get revenge, Ul chased after Grimoire Heart behind the scenes.\After Ul's death, I found her diary and learned the truth.\In order to get revenge, I infiltrated Grimoire Heart.\But, Hades's magic power was beyond anything I could imagine. response:	Ul knew this, which is why she mastered Iced Shell.
context: What does Zeref have to do with Ul's wishes?\Listen to me, Gray.\My father was killed by Hades.\In order to get revenge, Ul chased after Grimoire Heart behind the scenes.\After Ul's death, I found her diary and learned the truth.\In order to get revenge, I infiltrated Grimoire Heart.\But, Hades's magic power was beyond anything I could imagine.\Ul knew this, which is why she mastered Iced Shell. response:	Iced Shell?
context: Listen to me, Gray.\My father was killed by Hades.\In order to get revenge, Ul chased after Grimoire Heart behind the scenes.\After Ul's death, I found her diary and learned the truth.\In order to get revenge, I infiltrated Grimoire Heart.\But, Hades's magic power was beyond anything I could imagine.\Ul knew this, which is why she mastered Iced Shell.\Iced Shell? response:	I wasn't able to master it.
context: My father was killed by Hades.\In order to get revenge, Ul chased after Grimoire Heart behind the scenes.\After Ul's death, I found her diary and learned the truth.\In order to get revenge, I infiltrated Grimoire Heart.\But, Hades's magic power was beyond anything I could imagine.\Ul knew this, which is why she mastered Iced Shell.\Iced Shell?\I wasn't able to master it. response:	Even though Ul's blood runs through my veins...
context: In order to get revenge, Ul chased after Grimoire Heart behind the scenes.\After Ul's death, I found her diary and learned the truth.\In order to get revenge, I infiltrated Grimoire Heart.\But, Hades's magic power was beyond anything I could imagine.\Ul knew this, which is why she mastered Iced Shell.\Iced Shell?\I wasn't able to master it.\Even though Ul's blood runs through my veins... response:	The only magic I know of right now that can defeat Hades is Iced Shell.
context: After Ul's death, I found her diary and learned the truth.\In order to get revenge, I infiltrated Grimoire Heart.\But, Hades's magic power was beyond anything I could imagine.\Ul knew this, which is why she mastered Iced Shell.\Iced Shell?\I wasn't able to master it.\Even though Ul's blood runs through my veins...\The only magic I know of right now that can defeat Hades is Iced Shell. response:	Don't worry about Zeref.
context: In order to get revenge, I infiltrated Grimoire Heart.\But, Hades's magic power was beyond anything I could imagine.\Ul knew this, which is why she mastered Iced Shell.\Iced Shell?\I wasn't able to master it.\Even though Ul's blood runs through my veins...\The only magic I know of right now that can defeat Hades is Iced Shell.\Don't worry about Zeref. response:	I will seal him away, outside this island,
context: But, Hades's magic power was beyond anything I could imagine.\Ul knew this, which is why she mastered Iced Shell.\Iced Shell?\I wasn't able to master it.\Even though Ul's blood runs through my veins...\The only magic I know of right now that can defeat Hades is Iced Shell.\Don't worry about Zeref.\I will seal him away, outside this island, response:	so that no one will ever find him again.
context: Ul knew this, which is why she mastered Iced Shell.\Iced Shell?\I wasn't able to master it.\Even though Ul's blood runs through my veins...\The only magic I know of right now that can defeat Hades is Iced Shell.\Don't worry about Zeref.\I will seal him away, outside this island,\so that no one will ever find him again. response:	I'm not handing him over to Hades!
context: Iced Shell?\I wasn't able to master it.\Even though Ul's blood runs through my veins...\The only magic I know of right now that can defeat Hades is Iced Shell.\Don't worry about Zeref.\I will seal him away, outside this island,\so that no one will ever find him again.\I'm not handing him over to Hades! response:	Please, you're the only one who can carry out what Ul and I have wished for!
context: I wasn't able to master it.\Even though Ul's blood runs through my veins...\The only magic I know of right now that can defeat Hades is Iced Shell.\Don't worry about Zeref.\I will seal him away, outside this island,\so that no one will ever find him again.\I'm not handing him over to Hades!\Please, you're the only one who can carry out what Ul and I have wished for! response:	He isn't our enemy.
context: Even though Ul's blood runs through my veins...\The only magic I know of right now that can defeat Hades is Iced Shell.\Don't worry about Zeref.\I will seal him away, outside this island,\so that no one will ever find him again.\I'm not handing him over to Hades!\Please, you're the only one who can carry out what Ul and I have wished for!\He isn't our enemy. response:	He's a pawn!
context: The only magic I know of right now that can defeat Hades is Iced Shell.\Don't worry about Zeref.\I will seal him away, outside this island,\so that no one will ever find him again.\I'm not handing him over to Hades!\Please, you're the only one who can carry out what Ul and I have wished for!\He isn't our enemy.\He's a pawn! response:	He actually bought that story I came up with on the spot?
context: Don't worry about Zeref.\I will seal him away, outside this island,\so that no one will ever find him again.\I'm not handing him over to Hades!\Please, you're the only one who can carry out what Ul and I have wished for!\He isn't our enemy.\He's a pawn!\He actually bought that story I came up with on the spot? response:	Seriously?
context: I will seal him away, outside this island,\so that no one will ever find him again.\I'm not handing him over to Hades!\Please, you're the only one who can carry out what Ul and I have wished for!\He isn't our enemy.\He's a pawn!\He actually bought that story I came up with on the spot?\Seriously? response:	If this goes well, then Hades and Gray will off each other!
context: so that no one will ever find him again.\I'm not handing him over to Hades!\Please, you're the only one who can carry out what Ul and I have wished for!\He isn't our enemy.\He's a pawn!\He actually bought that story I came up with on the spot?\Seriously?\If this goes well, then Hades and Gray will off each other! response:	I couldn't think of anything better!
context: I'm not handing him over to Hades!\Please, you're the only one who can carry out what Ul and I have wished for!\He isn't our enemy.\He's a pawn!\He actually bought that story I came up with on the spot?\Seriously?\If this goes well, then Hades and Gray will off each other!\I couldn't think of anything better! response:	Even Master Hades?
context: Please, you're the only one who can carry out what Ul and I have wished for!\He isn't our enemy.\He's a pawn!\He actually bought that story I came up with on the spot?\Seriously?\If this goes well, then Hades and Gray will off each other!\I couldn't think of anything better!\Even Master Hades? response:	But, why?
context: He isn't our enemy.\He's a pawn!\He actually bought that story I came up with on the spot?\Seriously?\If this goes well, then Hades and Gray will off each other!\I couldn't think of anything better!\Even Master Hades?\But, why? response:	Zeref will be ours alone!
context: He's a pawn!\He actually bought that story I came up with on the spot?\Seriously?\If this goes well, then Hades and Gray will off each other!\I couldn't think of anything better!\Even Master Hades?\But, why?\Zeref will be ours alone! response:	You're going to trick Master Hades?
context: He actually bought that story I came up with on the spot?\Seriously?\If this goes well, then Hades and Gray will off each other!\I couldn't think of anything better!\Even Master Hades?\But, why?\Zeref will be ours alone!\You're going to trick Master Hades? response:	Gray, Hades... Everyone should just dance in the palm of my hand...
context: Seriously?\If this goes well, then Hades and Gray will off each other!\I couldn't think of anything better!\Even Master Hades?\But, why?\Zeref will be ours alone!\You're going to trick Master Hades?\Gray, Hades... Everyone should just dance in the palm of my hand... response:	I'm not handing Zeref over to anyone!
context: If this goes well, then Hades and Gray will off each other!\I couldn't think of anything better!\Even Master Hades?\But, why?\Zeref will be ours alone!\You're going to trick Master Hades?\Gray, Hades... Everyone should just dance in the palm of my hand...\I'm not handing Zeref over to anyone! response:	He's mine, all mine!
context: I couldn't think of anything better!\Even Master Hades?\But, why?\Zeref will be ours alone!\You're going to trick Master Hades?\Gray, Hades... Everyone should just dance in the palm of my hand...\I'm not handing Zeref over to anyone!\He's mine, all mine! response:	Oh, pardon me...
context: Even Master Hades?\But, why?\Zeref will be ours alone!\You're going to trick Master Hades?\Gray, Hades... Everyone should just dance in the palm of my hand...\I'm not handing Zeref over to anyone!\He's mine, all mine!\Oh, pardon me... response:	I really shouldn't put so much confidence in Gray.
context: But, why?\Zeref will be ours alone!\You're going to trick Master Hades?\Gray, Hades... Everyone should just dance in the palm of my hand...\I'm not handing Zeref over to anyone!\He's mine, all mine!\Oh, pardon me...\I really shouldn't put so much confidence in Gray. response:	But he should at least serve to distract Hades.
context: Zeref will be ours alone!\You're going to trick Master Hades?\Gray, Hades... Everyone should just dance in the palm of my hand...\I'm not handing Zeref over to anyone!\He's mine, all mine!\Oh, pardon me...\I really shouldn't put so much confidence in Gray.\But he should at least serve to distract Hades. response:	Let's leave the island before he catches on.
context: You're going to trick Master Hades?\Gray, Hades... Everyone should just dance in the palm of my hand...\I'm not handing Zeref over to anyone!\He's mine, all mine!\Oh, pardon me...\I really shouldn't put so much confidence in Gray.\But he should at least serve to distract Hades.\Let's leave the island before he catches on. response:	Right.
context: Gray, Hades... Everyone should just dance in the palm of my hand...\I'm not handing Zeref over to anyone!\He's mine, all mine!\Oh, pardon me...\I really shouldn't put so much confidence in Gray.\But he should at least serve to distract Hades.\Let's leave the island before he catches on.\Right. response:	Who's this woman?
context: I'm not handing Zeref over to anyone!\He's mine, all mine!\Oh, pardon me...\I really shouldn't put so much confidence in Gray.\But he should at least serve to distract Hades.\Let's leave the island before he catches on.\Right.\Who's this woman? response:	Juvia.
context: He's mine, all mine!\Oh, pardon me...\I really shouldn't put so much confidence in Gray.\But he should at least serve to distract Hades.\Let's leave the island before he catches on.\Right.\Who's this woman?\Juvia. response:	She and Gray are close.
context: Oh, pardon me...\I really shouldn't put so much confidence in Gray.\But he should at least serve to distract Hades.\Let's leave the island before he catches on.\Right.\Who's this woman?\Juvia.\She and Gray are close. response:	What are you doing?
context: I really shouldn't put so much confidence in Gray.\But he should at least serve to distract Hades.\Let's leave the island before he catches on.\Right.\Who's this woman?\Juvia.\She and Gray are close.\What are you doing? response:	I'm going to kill her, obviously.
context: But he should at least serve to distract Hades.\Let's leave the island before he catches on.\Right.\Who's this woman?\Juvia.\She and Gray are close.\What are you doing?\I'm going to kill her, obviously. response:	But, she can't fight any more...
context: Let's leave the island before he catches on.\Right.\Who's this woman?\Juvia.\She and Gray are close.\What are you doing?\I'm going to kill her, obviously.\But, she can't fight any more... response:	Stay quiet.
context: Right.\Who's this woman?\Juvia.\She and Gray are close.\What are you doing?\I'm going to kill her, obviously.\But, she can't fight any more...\Stay quiet. response:	I won't let Gray have even a hint of a future.
context: Who's this woman?\Juvia.\She and Gray are close.\What are you doing?\I'm going to kill her, obviously.\But, she can't fight any more...\Stay quiet.\I won't let Gray have even a hint of a future. response:	He will be destroyed by Hades, or die from Iced Shell.
context: Juvia.\She and Gray are close.\What are you doing?\I'm going to kill her, obviously.\But, she can't fight any more...\Stay quiet.\I won't let Gray have even a hint of a future.\He will be destroyed by Hades, or die from Iced Shell. response:	Or even if you manage to survive, you'll have lost your precious friend!
context: She and Gray are close.\What are you doing?\I'm going to kill her, obviously.\But, she can't fight any more...\Stay quiet.\I won't let Gray have even a hint of a future.\He will be destroyed by Hades, or die from Iced Shell.\Or even if you manage to survive, you'll have lost your precious friend! response:	Gray!
context: What are you doing?\I'm going to kill her, obviously.\But, she can't fight any more...\Stay quiet.\I won't let Gray have even a hint of a future.\He will be destroyed by Hades, or die from Iced Shell.\Or even if you manage to survive, you'll have lost your precious friend!\Gray! response:	I thought as much.
context: I'm going to kill her, obviously.\But, she can't fight any more...\Stay quiet.\I won't let Gray have even a hint of a future.\He will be destroyed by Hades, or die from Iced Shell.\Or even if you manage to survive, you'll have lost your precious friend!\Gray!\I thought as much. response:	Oh, I'm surprised.
context: But, she can't fight any more...\Stay quiet.\I won't let Gray have even a hint of a future.\He will be destroyed by Hades, or die from Iced Shell.\Or even if you manage to survive, you'll have lost your precious friend!\Gray!\I thought as much.\Oh, I'm surprised. response:	When did you catch on?
context: Stay quiet.\I won't let Gray have even a hint of a future.\He will be destroyed by Hades, or die from Iced Shell.\Or even if you manage to survive, you'll have lost your precious friend!\Gray!\I thought as much.\Oh, I'm surprised.\When did you catch on? response:	I never believed a damn thing you said!
context: I won't let Gray have even a hint of a future.\He will be destroyed by Hades, or die from Iced Shell.\Or even if you manage to survive, you'll have lost your precious friend!\Gray!\I thought as much.\Oh, I'm surprised.\When did you catch on?\I never believed a damn thing you said! response:	I see.
context: He will be destroyed by Hades, or die from Iced Shell.\Or even if you manage to survive, you'll have lost your precious friend!\Gray!\I thought as much.\Oh, I'm surprised.\When did you catch on?\I never believed a damn thing you said!\I see. response:	So, you pretended to believe me in order to find out my true aim...
context: Or even if you manage to survive, you'll have lost your precious friend!\Gray!\I thought as much.\Oh, I'm surprised.\When did you catch on?\I never believed a damn thing you said!\I see.\So, you pretended to believe me in order to find out my true aim... response:	You naughty boy.
context: Gray!\I thought as much.\Oh, I'm surprised.\When did you catch on?\I never believed a damn thing you said!\I see.\So, you pretended to believe me in order to find out my true aim...\You naughty boy. response:	I've decided never to use that magic again!
context: I thought as much.\Oh, I'm surprised.\When did you catch on?\I never believed a damn thing you said!\I see.\So, you pretended to believe me in order to find out my true aim...\You naughty boy.\I've decided never to use that magic again! response:	I stopped you before'cause I didn't want you to die.
context: Oh, I'm surprised.\When did you catch on?\I never believed a damn thing you said!\I see.\So, you pretended to believe me in order to find out my true aim...\You naughty boy.\I've decided never to use that magic again!\I stopped you before'cause I didn't want you to die. response:	Maybe I didn't get through to you?
context: When did you catch on?\I never believed a damn thing you said!\I see.\So, you pretended to believe me in order to find out my true aim...\You naughty boy.\I've decided never to use that magic again!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you? response:	No matter what Ul wanted...
context: I never believed a damn thing you said!\I see.\So, you pretended to believe me in order to find out my true aim...\You naughty boy.\I've decided never to use that magic again!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\No matter what Ul wanted... response:	I have my own will!
context: I see.\So, you pretended to believe me in order to find out my true aim...\You naughty boy.\I've decided never to use that magic again!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\No matter what Ul wanted...\I have my own will! response:	I'm going to continue living, along with my friends!
context: So, you pretended to believe me in order to find out my true aim...\You naughty boy.\I've decided never to use that magic again!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\No matter what Ul wanted...\I have my own will!\I'm going to continue living, along with my friends! response:	Live...
context: You naughty boy.\I've decided never to use that magic again!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\No matter what Ul wanted...\I have my own will!\I'm going to continue living, along with my friends!\Live... response:	Sheesh... I guess you're not such a good boy after all.
context: I've decided never to use that magic again!\I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\No matter what Ul wanted...\I have my own will!\I'm going to continue living, along with my friends!\Live...\Sheesh... I guess you're not such a good boy after all. response:	I had hoped you'd get lucky and get rid of Hades for me...
context: I stopped you before'cause I didn't want you to die.\Maybe I didn't get through to you?\No matter what Ul wanted...\I have my own will!\I'm going to continue living, along with my friends!\Live...\Sheesh... I guess you're not such a good boy after all.\I had hoped you'd get lucky and get rid of Hades for me... response:	Honestly, I really didn't want to fight you.
context: Maybe I didn't get through to you?\No matter what Ul wanted...\I have my own will!\I'm going to continue living, along with my friends!\Live...\Sheesh... I guess you're not such a good boy after all.\I had hoped you'd get lucky and get rid of Hades for me...\Honestly, I really didn't want to fight you. response:	After all, you're one of that woman's beloved pupils...
context: No matter what Ul wanted...\I have my own will!\I'm going to continue living, along with my friends!\Live...\Sheesh... I guess you're not such a good boy after all.\I had hoped you'd get lucky and get rid of Hades for me...\Honestly, I really didn't want to fight you.\After all, you're one of that woman's beloved pupils... response:	You've chosen the most painful way to die, you know!
context: I have my own will!\I'm going to continue living, along with my friends!\Live...\Sheesh... I guess you're not such a good boy after all.\I had hoped you'd get lucky and get rid of Hades for me...\Honestly, I really didn't want to fight you.\After all, you're one of that woman's beloved pupils...\You've chosen the most painful way to die, you know! response:	Bring it on, rotten daughter!
