context: *Episode 1 response:	*Prologue
context: H-Hate you?\N-No way.\All the time, I've wished I could be cool like you.\But yeah, I'm not particularly cool.\No,\you are.\Even your name.\What about your name? response:	Sawako.
context: N-No way.\All the time, I've wished I could be cool like you.\But yeah, I'm not particularly cool.\No,\you are.\Even your name.\What about your name?\Sawako. response:	Kuronuma Sawako, right?
context: All the time, I've wished I could be cool like you.\But yeah, I'm not particularly cool.\No,\you are.\Even your name.\What about your name?\Sawako.\Kuronuma Sawako, right? response:	No one ever calls me that.
context: But yeah, I'm not particularly cool.\No,\you are.\Even your name.\What about your name?\Sawako.\Kuronuma Sawako, right?\No one ever calls me that. response:	I think this is the first time someone didn't misunderstand me.
context: No,\you are.\Even your name.\What about your name?\Sawako.\Kuronuma Sawako, right?\No one ever calls me that.\I think this is the first time someone didn't misunderstand me. response:	But when you talked, you said what was on your mind.
context: you are.\Even your name.\What about your name?\Sawako.\Kuronuma Sawako, right?\No one ever calls me that.\I think this is the first time someone didn't misunderstand me.\But when you talked, you said what was on your mind. response:	I like him.
context: Even your name.\What about your name?\Sawako.\Kuronuma Sawako, right?\No one ever calls me that.\I think this is the first time someone didn't misunderstand me.\But when you talked, you said what was on your mind.\I like him. response:	I like this person.
context: What about your name?\Sawako.\Kuronuma Sawako, right?\No one ever calls me that.\I think this is the first time someone didn't misunderstand me.\But when you talked, you said what was on your mind.\I like him.\I like this person. response:	This is the first time I've been called by my name.
context: Sawako.\Kuronuma Sawako, right?\No one ever calls me that.\I think this is the first time someone didn't misunderstand me.\But when you talked, you said what was on your mind.\I like him.\I like this person.\This is the first time I've been called by my name. response:	It's the first time I've felt like this.
context: Kuronuma Sawako, right?\No one ever calls me that.\I think this is the first time someone didn't misunderstand me.\But when you talked, you said what was on your mind.\I like him.\I like this person.\This is the first time I've been called by my name.\It's the first time I've felt like this. response:	You'd better come to the test of courage.
context: No one ever calls me that.\I think this is the first time someone didn't misunderstand me.\But when you talked, you said what was on your mind.\I like him.\I like this person.\This is the first time I've been called by my name.\It's the first time I've felt like this.\You'd better come to the test of courage. response:	It's the first time in my life.
context: I think this is the first time someone didn't misunderstand me.\But when you talked, you said what was on your mind.\I like him.\I like this person.\This is the first time I've been called by my name.\It's the first time I've felt like this.\You'd better come to the test of courage.\It's the first time in my life. response:	I'm going to quietly write my name on the list.
context: But when you talked, you said what was on your mind.\I like him.\I like this person.\This is the first time I've been called by my name.\It's the first time I've felt like this.\You'd better come to the test of courage.\It's the first time in my life.\I'm going to quietly write my name on the list. response:	Sadako?
context: I like him.\I like this person.\This is the first time I've been called by my name.\It's the first time I've felt like this.\You'd better come to the test of courage.\It's the first time in my life.\I'm going to quietly write my name on the list.\Sadako? response:	Yeah.
context: I like this person.\This is the first time I've been called by my name.\It's the first time I've felt like this.\You'd better come to the test of courage.\It's the first time in my life.\I'm going to quietly write my name on the list.\Sadako?\Yeah. response:	It'll be more fun with someone as a ghost.
context: This is the first time I've been called by my name.\It's the first time I've felt like this.\You'd better come to the test of courage.\It's the first time in my life.\I'm going to quietly write my name on the list.\Sadako?\Yeah.\It'll be more fun with someone as a ghost. response:	Everyone would freak out just seeing her there.
context: It's the first time I've felt like this.\You'd better come to the test of courage.\It's the first time in my life.\I'm going to quietly write my name on the list.\Sadako?\Yeah.\It'll be more fun with someone as a ghost.\Everyone would freak out just seeing her there. response:	Hey...
context: You'd better come to the test of courage.\It's the first time in my life.\I'm going to quietly write my name on the list.\Sadako?\Yeah.\It'll be more fun with someone as a ghost.\Everyone would freak out just seeing her there.\Hey... response:	S-Since when were you here?
context: It's the first time in my life.\I'm going to quietly write my name on the list.\Sadako?\Yeah.\It'll be more fun with someone as a ghost.\Everyone would freak out just seeing her there.\Hey...\S-Since when were you here? response:	Um, about that...
context: I'm going to quietly write my name on the list.\Sadako?\Yeah.\It'll be more fun with someone as a ghost.\Everyone would freak out just seeing her there.\Hey...\S-Since when were you here?\Um, about that... response:	may I be a ghost?
context: Sadako?\Yeah.\It'll be more fun with someone as a ghost.\Everyone would freak out just seeing her there.\Hey...\S-Since when were you here?\Um, about that...\may I be a ghost? response:	You don't have to.
context: Yeah.\It'll be more fun with someone as a ghost.\Everyone would freak out just seeing her there.\Hey...\S-Since when were you here?\Um, about that...\may I be a ghost?\You don't have to. response:	Not if you don't really want to.
context: It'll be more fun with someone as a ghost.\Everyone would freak out just seeing her there.\Hey...\S-Since when were you here?\Um, about that...\may I be a ghost?\You don't have to.\Not if you don't really want to. response:	But when you talked,
context: Everyone would freak out just seeing her there.\Hey...\S-Since when were you here?\Um, about that...\may I be a ghost?\You don't have to.\Not if you don't really want to.\But when you talked, response:	you said what was on your mind.
context: Hey...\S-Since when were you here?\Um, about that...\may I be a ghost?\You don't have to.\Not if you don't really want to.\But when you talked,\you said what was on your mind. response:	I never didn't want to.
context: S-Since when were you here?\Um, about that...\may I be a ghost?\You don't have to.\Not if you don't really want to.\But when you talked,\you said what was on your mind.\I never didn't want to. response:	I wanted to fit in with everyone.
context: Um, about that...\may I be a ghost?\You don't have to.\Not if you don't really want to.\But when you talked,\you said what was on your mind.\I never didn't want to.\I wanted to fit in with everyone. response:	But that doesn't mean I was doing it begrudgingly.
context: may I be a ghost?\You don't have to.\Not if you don't really want to.\But when you talked,\you said what was on your mind.\I never didn't want to.\I wanted to fit in with everyone.\But that doesn't mean I was doing it begrudgingly. response:	I just like being helpful.
context: You don't have to.\Not if you don't really want to.\But when you talked,\you said what was on your mind.\I never didn't want to.\I wanted to fit in with everyone.\But that doesn't mean I was doing it begrudgingly.\I just like being helpful. response:	I have to warn you though, I can't live up to your expectations.
context: Not if you don't really want to.\But when you talked,\you said what was on your mind.\I never didn't want to.\I wanted to fit in with everyone.\But that doesn't mean I was doing it begrudgingly.\I just like being helpful.\I have to warn you though, I can't live up to your expectations. response:	What?
context: But when you talked,\you said what was on your mind.\I never didn't want to.\I wanted to fit in with everyone.\But that doesn't mean I was doing it begrudgingly.\I just like being helpful.\I have to warn you though, I can't live up to your expectations.\What? response:	I can't make real ghosts appear.
context: you said what was on your mind.\I never didn't want to.\I wanted to fit in with everyone.\But that doesn't mean I was doing it begrudgingly.\I just like being helpful.\I have to warn you though, I can't live up to your expectations.\What?\I can't make real ghosts appear. response:	Huh?
context: I never didn't want to.\I wanted to fit in with everyone.\But that doesn't mean I was doing it begrudgingly.\I just like being helpful.\I have to warn you though, I can't live up to your expectations.\What?\I can't make real ghosts appear.\Huh? response:	I don't have any psychic aura.
context: I wanted to fit in with everyone.\But that doesn't mean I was doing it begrudgingly.\I just like being helpful.\I have to warn you though, I can't live up to your expectations.\What?\I can't make real ghosts appear.\Huh?\I don't have any psychic aura. response:	You don't?
context: But that doesn't mean I was doing it begrudgingly.\I just like being helpful.\I have to warn you though, I can't live up to your expectations.\What?\I can't make real ghosts appear.\Huh?\I don't have any psychic aura.\You don't? response:	No.
context: I just like being helpful.\I have to warn you though, I can't live up to your expectations.\What?\I can't make real ghosts appear.\Huh?\I don't have any psychic aura.\You don't?\No. response:	Not at all?
context: I have to warn you though, I can't live up to your expectations.\What?\I can't make real ghosts appear.\Huh?\I don't have any psychic aura.\You don't?\No.\Not at all? response:	No.
context: What?\I can't make real ghosts appear.\Huh?\I don't have any psychic aura.\You don't?\No.\Not at all?\No. response:	You're breaking the news now?!
context: I can't make real ghosts appear.\Huh?\I don't have any psychic aura.\You don't?\No.\Not at all?\No.\You're breaking the news now?! response:	And our expectations”?
context: Huh?\I don't have any psychic aura.\You don't?\No.\Not at all?\No.\You're breaking the news now?!\And our expectations”? response:	Seriously, you're so messed up.
context: I don't have any psychic aura.\You don't?\No.\Not at all?\No.\You're breaking the news now?!\And our expectations”?\Seriously, you're so messed up. response:	You're seriously messed up.
context: You don't?\No.\Not at all?\No.\You're breaking the news now?!\And our expectations”?\Seriously, you're so messed up.\You're seriously messed up. response:	Right, Chizu?
context: No.\Not at all?\No.\You're breaking the news now?!\And our expectations”?\Seriously, you're so messed up.\You're seriously messed up.\Right, Chizu? response:	What are you crying about?
context: Not at all?\No.\You're breaking the news now?!\And our expectations”?\Seriously, you're so messed up.\You're seriously messed up.\Right, Chizu?\What are you crying about? response:	I have a soft spot for selfless kids.
context: No.\You're breaking the news now?!\And our expectations”?\Seriously, you're so messed up.\You're seriously messed up.\Right, Chizu?\What are you crying about?\I have a soft spot for selfless kids. response:	You're messed up too.
context: You're breaking the news now?!\And our expectations”?\Seriously, you're so messed up.\You're seriously messed up.\Right, Chizu?\What are you crying about?\I have a soft spot for selfless kids.\You're messed up too. response:	You'll do the ghost thing for us, right?
context: And our expectations”?\Seriously, you're so messed up.\You're seriously messed up.\Right, Chizu?\What are you crying about?\I have a soft spot for selfless kids.\You're messed up too.\You'll do the ghost thing for us, right? response:	It'll be our secret.
context: Seriously, you're so messed up.\You're seriously messed up.\Right, Chizu?\What are you crying about?\I have a soft spot for selfless kids.\You're messed up too.\You'll do the ghost thing for us, right?\It'll be our secret. response:	Scare the hell out of them.
context: You're seriously messed up.\Right, Chizu?\What are you crying about?\I have a soft spot for selfless kids.\You're messed up too.\You'll do the ghost thing for us, right?\It'll be our secret.\Scare the hell out of them. response:	Thanks.
context: Right, Chizu?\What are you crying about?\I have a soft spot for selfless kids.\You're messed up too.\You'll do the ghost thing for us, right?\It'll be our secret.\Scare the hell out of them.\Thanks. response:	They understood me.
context: What are you crying about?\I have a soft spot for selfless kids.\You're messed up too.\You'll do the ghost thing for us, right?\It'll be our secret.\Scare the hell out of them.\Thanks.\They understood me. response:	I think I've changed, even if just a little bit.
context: I have a soft spot for selfless kids.\You're messed up too.\You'll do the ghost thing for us, right?\It'll be our secret.\Scare the hell out of them.\Thanks.\They understood me.\I think I've changed, even if just a little bit. response:	Kazehaya-kun.
context: You're messed up too.\You'll do the ghost thing for us, right?\It'll be our secret.\Scare the hell out of them.\Thanks.\They understood me.\I think I've changed, even if just a little bit.\Kazehaya-kun. response:	Thanks, Kazehaya-kun.
context: You'll do the ghost thing for us, right?\It'll be our secret.\Scare the hell out of them.\Thanks.\They understood me.\I think I've changed, even if just a little bit.\Kazehaya-kun.\Thanks, Kazehaya-kun. response:	Set out every ten minutes.
context: It'll be our secret.\Scare the hell out of them.\Thanks.\They understood me.\I think I've changed, even if just a little bit.\Kazehaya-kun.\Thanks, Kazehaya-kun.\Set out every ten minutes. response:	We've got almost everyone.
context: Scare the hell out of them.\Thanks.\They understood me.\I think I've changed, even if just a little bit.\Kazehaya-kun.\Thanks, Kazehaya-kun.\Set out every ten minutes.\We've got almost everyone. response:	So only Sadako's missing.
context: Thanks.\They understood me.\I think I've changed, even if just a little bit.\Kazehaya-kun.\Thanks, Kazehaya-kun.\Set out every ten minutes.\We've got almost everyone.\So only Sadako's missing. response:	Oh, Sadako's
context: They understood me.\I think I've changed, even if just a little bit.\Kazehaya-kun.\Thanks, Kazehaya-kun.\Set out every ten minutes.\We've got almost everyone.\So only Sadako's missing.\Oh, Sadako's response:	It's a secret, remember?
context: I think I've changed, even if just a little bit.\Kazehaya-kun.\Thanks, Kazehaya-kun.\Set out every ten minutes.\We've got almost everyone.\So only Sadako's missing.\Oh, Sadako's\It's a secret, remember? response:	I have to let everyone have fun.
context: Kazehaya-kun.\Thanks, Kazehaya-kun.\Set out every ten minutes.\We've got almost everyone.\So only Sadako's missing.\Oh, Sadako's\It's a secret, remember?\I have to let everyone have fun. response:	Here goes!
context: Thanks, Kazehaya-kun.\Set out every ten minutes.\We've got almost everyone.\So only Sadako's missing.\Oh, Sadako's\It's a secret, remember?\I have to let everyone have fun.\Here goes! response:	I-It's so dark.
context: Set out every ten minutes.\We've got almost everyone.\So only Sadako's missing.\Oh, Sadako's\It's a secret, remember?\I have to let everyone have fun.\Here goes!\I-It's so dark. response:	Creepy.
context: We've got almost everyone.\So only Sadako's missing.\Oh, Sadako's\It's a secret, remember?\I have to let everyone have fun.\Here goes!\I-It's so dark.\Creepy. response:	They're having fun!
context: So only Sadako's missing.\Oh, Sadako's\It's a secret, remember?\I have to let everyone have fun.\Here goes!\I-It's so dark.\Creepy.\They're having fun! response:	T-Those screams...
context: Oh, Sadako's\It's a secret, remember?\I have to let everyone have fun.\Here goes!\I-It's so dark.\Creepy.\They're having fun!\T-Those screams... response:	What's going on?
context: It's a secret, remember?\I have to let everyone have fun.\Here goes!\I-It's so dark.\Creepy.\They're having fun!\T-Those screams...\What's going on? response:	Good job.
context: I have to let everyone have fun.\Here goes!\I-It's so dark.\Creepy.\They're having fun!\T-Those screams...\What's going on?\Good job. response:	I'm so happy, I'm being so useful.
context: Here goes!\I-It's so dark.\Creepy.\They're having fun!\T-Those screams...\What's going on?\Good job.\I'm so happy, I'm being so useful. response:	I'll try holding some hair in my mouth.
context: I-It's so dark.\Creepy.\They're having fun!\T-Those screams...\What's going on?\Good job.\I'm so happy, I'm being so useful.\I'll try holding some hair in my mouth. response:	Kuronuma!
context: Creepy.\They're having fun!\T-Those screams...\What's going on?\Good job.\I'm so happy, I'm being so useful.\I'll try holding some hair in my mouth.\Kuronuma! response:	Kazehaya-kun!
context: They're having fun!\T-Those screams...\What's going on?\Good job.\I'm so happy, I'm being so useful.\I'll try holding some hair in my mouth.\Kuronuma!\Kazehaya-kun! response:	W-What are you doing...
context: T-Those screams...\What's going on?\Good job.\I'm so happy, I'm being so useful.\I'll try holding some hair in my mouth.\Kuronuma!\Kazehaya-kun!\W-What are you doing... response:	I-I was playing a ghost.
context: What's going on?\Good job.\I'm so happy, I'm being so useful.\I'll try holding some hair in my mouth.\Kuronuma!\Kazehaya-kun!\W-What are you doing...\I-I was playing a ghost. response:	Oh come on.
context: Good job.\I'm so happy, I'm being so useful.\I'll try holding some hair in my mouth.\Kuronuma!\Kazehaya-kun!\W-What are you doing...\I-I was playing a ghost.\Oh come on. response:	You could have told me.
context: I'm so happy, I'm being so useful.\I'll try holding some hair in my mouth.\Kuronuma!\Kazehaya-kun!\W-What are you doing...\I-I was playing a ghost.\Oh come on.\You could have told me. response:	I'm the organizer after all.
context: I'll try holding some hair in my mouth.\Kuronuma!\Kazehaya-kun!\W-What are you doing...\I-I was playing a ghost.\Oh come on.\You could have told me.\I'm the organizer after all. response:	I thought you weren't coming.
context: Kuronuma!\Kazehaya-kun!\W-What are you doing...\I-I was playing a ghost.\Oh come on.\You could have told me.\I'm the organizer after all.\I thought you weren't coming. response:	I thought you wouldn't get as much of a chill if I told you.
context: Kazehaya-kun!\W-What are you doing...\I-I was playing a ghost.\Oh come on.\You could have told me.\I'm the organizer after all.\I thought you weren't coming.\I thought you wouldn't get as much of a chill if I told you. response:	Chill?
context: W-What are you doing...\I-I was playing a ghost.\Oh come on.\You could have told me.\I'm the organizer after all.\I thought you weren't coming.\I thought you wouldn't get as much of a chill if I told you.\Chill? response:	What's that supposed to mean?
context: I-I was playing a ghost.\Oh come on.\You could have told me.\I'm the organizer after all.\I thought you weren't coming.\I thought you wouldn't get as much of a chill if I told you.\Chill?\What's that supposed to mean? response:	Aren't you scared being alone here?
context: Oh come on.\You could have told me.\I'm the organizer after all.\I thought you weren't coming.\I thought you wouldn't get as much of a chill if I told you.\Chill?\What's that supposed to mean?\Aren't you scared being alone here? response:	I sort of like nighttime.
context: You could have told me.\I'm the organizer after all.\I thought you weren't coming.\I thought you wouldn't get as much of a chill if I told you.\Chill?\What's that supposed to mean?\Aren't you scared being alone here?\I sort of like nighttime. response:	Especially during summertime.
context: I'm the organizer after all.\I thought you weren't coming.\I thought you wouldn't get as much of a chill if I told you.\Chill?\What's that supposed to mean?\Aren't you scared being alone here?\I sort of like nighttime.\Especially during summertime. response:	The air, the smell,
context: I thought you weren't coming.\I thought you wouldn't get as much of a chill if I told you.\Chill?\What's that supposed to mean?\Aren't you scared being alone here?\I sort of like nighttime.\Especially during summertime.\The air, the smell, response:	the sound of the leaves, the insects' voices...
context: I thought you wouldn't get as much of a chill if I told you.\Chill?\What's that supposed to mean?\Aren't you scared being alone here?\I sort of like nighttime.\Especially during summertime.\The air, the smell,\the sound of the leaves, the insects' voices... response:	You're right.
context: Chill?\What's that supposed to mean?\Aren't you scared being alone here?\I sort of like nighttime.\Especially during summertime.\The air, the smell,\the sound of the leaves, the insects' voices...\You're right. response:	It's sort of nice.
context: What's that supposed to mean?\Aren't you scared being alone here?\I sort of like nighttime.\Especially during summertime.\The air, the smell,\the sound of the leaves, the insects' voices...\You're right.\It's sort of nice. response:	Can I stay here too?
context: Aren't you scared being alone here?\I sort of like nighttime.\Especially during summertime.\The air, the smell,\the sound of the leaves, the insects' voices...\You're right.\It's sort of nice.\Can I stay here too? response:	But What about the test of courage?
context: I sort of like nighttime.\Especially during summertime.\The air, the smell,\the sound of the leaves, the insects' voices...\You're right.\It's sort of nice.\Can I stay here too?\But What about the test of courage? response:	Thanks to you-know-who,
context: Especially during summertime.\The air, the smell,\the sound of the leaves, the insects' voices...\You're right.\It's sort of nice.\Can I stay here too?\But What about the test of courage?\Thanks to you-know-who, response:	we had an odd number of people, so I had to go alone.
context: The air, the smell,\the sound of the leaves, the insects' voices...\You're right.\It's sort of nice.\Can I stay here too?\But What about the test of courage?\Thanks to you-know-who,\we had an odd number of people, so I had to go alone. response:	I'm scared.
context: the sound of the leaves, the insects' voices...\You're right.\It's sort of nice.\Can I stay here too?\But What about the test of courage?\Thanks to you-know-who,\we had an odd number of people, so I had to go alone.\I'm scared. response:	What's happening right now?
context: You're right.\It's sort of nice.\Can I stay here too?\But What about the test of courage?\Thanks to you-know-who,\we had an odd number of people, so I had to go alone.\I'm scared.\What's happening right now? response:	Sadako.
context: It's sort of nice.\Can I stay here too?\But What about the test of courage?\Thanks to you-know-who,\we had an odd number of people, so I had to go alone.\I'm scared.\What's happening right now?\Sadako. response:	Yano-san, Yoshida-san.
context: Can I stay here too?\But What about the test of courage?\Thanks to you-know-who,\we had an odd number of people, so I had to go alone.\I'm scared.\What's happening right now?\Sadako.\Yano-san, Yoshida-san. response:	Why are you here?
context: But What about the test of courage?\Thanks to you-know-who,\we had an odd number of people, so I had to go alone.\I'm scared.\What's happening right now?\Sadako.\Yano-san, Yoshida-san.\Why are you here? response:	Hey, you could have told me.
context: Thanks to you-know-who,\we had an odd number of people, so I had to go alone.\I'm scared.\What's happening right now?\Sadako.\Yano-san, Yoshida-san.\Why are you here?\Hey, you could have told me. response:	You're a gentleman.
context: we had an odd number of people, so I had to go alone.\I'm scared.\What's happening right now?\Sadako.\Yano-san, Yoshida-san.\Why are you here?\Hey, you could have told me.\You're a gentleman. response:	You sure are cool.
context: I'm scared.\What's happening right now?\Sadako.\Yano-san, Yoshida-san.\Why are you here?\Hey, you could have told me.\You're a gentleman.\You sure are cool. response:	Seriously, stop it!
context: What's happening right now?\Sadako.\Yano-san, Yoshida-san.\Why are you here?\Hey, you could have told me.\You're a gentleman.\You sure are cool.\Seriously, stop it! response:	Sadako,
context: Sadako.\Yano-san, Yoshida-san.\Why are you here?\Hey, you could have told me.\You're a gentleman.\You sure are cool.\Seriously, stop it!\Sadako, response:	good job, you.
context: Yano-san, Yoshida-san.\Why are you here?\Hey, you could have told me.\You're a gentleman.\You sure are cool.\Seriously, stop it!\Sadako,\good job, you. response:	Snack time. Drink up.
context: Why are you here?\Hey, you could have told me.\You're a gentleman.\You sure are cool.\Seriously, stop it!\Sadako,\good job, you.\Snack time. Drink up. response:	Thanks.
context: Hey, you could have told me.\You're a gentleman.\You sure are cool.\Seriously, stop it!\Sadako,\good job, you.\Snack time. Drink up.\Thanks. response:	T-They're nice people.
context: You're a gentleman.\You sure are cool.\Seriously, stop it!\Sadako,\good job, you.\Snack time. Drink up.\Thanks.\T-They're nice people. response:	More like, you're fitting in.
context: You sure are cool.\Seriously, stop it!\Sadako,\good job, you.\Snack time. Drink up.\Thanks.\T-They're nice people.\More like, you're fitting in. response:	That's good.
context: Seriously, stop it!\Sadako,\good job, you.\Snack time. Drink up.\Thanks.\T-They're nice people.\More like, you're fitting in.\That's good. response:	Fitting in?
context: Sadako,\good job, you.\Snack time. Drink up.\Thanks.\T-They're nice people.\More like, you're fitting in.\That's good.\Fitting in? response:	Me?
context: good job, you.\Snack time. Drink up.\Thanks.\T-They're nice people.\More like, you're fitting in.\That's good.\Fitting in?\Me? response:	I It's thanks to you.
context: Snack time. Drink up.\Thanks.\T-They're nice people.\More like, you're fitting in.\That's good.\Fitting in?\Me?\I It's thanks to you. response:	I never did anything.
context: Thanks.\T-They're nice people.\More like, you're fitting in.\That's good.\Fitting in?\Me?\I It's thanks to you.\I never did anything. response:	It's thanks to you that I could speak my mind.
context: T-They're nice people.\More like, you're fitting in.\That's good.\Fitting in?\Me?\I It's thanks to you.\I never did anything.\It's thanks to you that I could speak my mind. response:	I'm so glad I could play a ghost.
context: More like, you're fitting in.\That's good.\Fitting in?\Me?\I It's thanks to you.\I never did anything.\It's thanks to you that I could speak my mind.\I'm so glad I could play a ghost. response:	You're actually pretty cheerful.
context: That's good.\Fitting in?\Me?\I It's thanks to you.\I never did anything.\It's thanks to you that I could speak my mind.\I'm so glad I could play a ghost.\You're actually pretty cheerful. response:	You're so optimistic.
context: Fitting in?\Me?\I It's thanks to you.\I never did anything.\It's thanks to you that I could speak my mind.\I'm so glad I could play a ghost.\You're actually pretty cheerful.\You're so optimistic. response:	Cheerful?
context: Me?\I It's thanks to you.\I never did anything.\It's thanks to you that I could speak my mind.\I'm so glad I could play a ghost.\You're actually pretty cheerful.\You're so optimistic.\Cheerful? response:	Me?
context: I It's thanks to you.\I never did anything.\It's thanks to you that I could speak my mind.\I'm so glad I could play a ghost.\You're actually pretty cheerful.\You're so optimistic.\Cheerful?\Me? response:	That's the first time anyone's ever said that to me.
context: I never did anything.\It's thanks to you that I could speak my mind.\I'm so glad I could play a ghost.\You're actually pretty cheerful.\You're so optimistic.\Cheerful?\Me?\That's the first time anyone's ever said that to me. response:	Don't stare at me like that.
context: It's thanks to you that I could speak my mind.\I'm so glad I could play a ghost.\You're actually pretty cheerful.\You're so optimistic.\Cheerful?\Me?\That's the first time anyone's ever said that to me.\Don't stare at me like that. response:	Sorry.
context: I'm so glad I could play a ghost.\You're actually pretty cheerful.\You're so optimistic.\Cheerful?\Me?\That's the first time anyone's ever said that to me.\Don't stare at me like that.\Sorry. response:	I got carried away.
context: You're actually pretty cheerful.\You're so optimistic.\Cheerful?\Me?\That's the first time anyone's ever said that to me.\Don't stare at me like that.\Sorry.\I got carried away. response:	I'll be careful not to look at you for three seconds.
context: You're so optimistic.\Cheerful?\Me?\That's the first time anyone's ever said that to me.\Don't stare at me like that.\Sorry.\I got carried away.\I'll be careful not to look at you for three seconds. response:	But that thing about bringing bad luck
context: Cheerful?\Me?\That's the first time anyone's ever said that to me.\Don't stare at me like that.\Sorry.\I got carried away.\I'll be careful not to look at you for three seconds.\But that thing about bringing bad luck response:	No, I mean...
context: Me?\That's the first time anyone's ever said that to me.\Don't stare at me like that.\Sorry.\I got carried away.\I'll be careful not to look at you for three seconds.\But that thing about bringing bad luck\No, I mean... response:	You're embarrassing me. Don't make me say it.
context: That's the first time anyone's ever said that to me.\Don't stare at me like that.\Sorry.\I got carried away.\I'll be careful not to look at you for three seconds.\But that thing about bringing bad luck\No, I mean...\You're embarrassing me. Don't make me say it. response:	He just stopped talking all of a sudden.
context: Don't stare at me like that.\Sorry.\I got carried away.\I'll be careful not to look at you for three seconds.\But that thing about bringing bad luck\No, I mean...\You're embarrassing me. Don't make me say it.\He just stopped talking all of a sudden. response:	I don't know what to do anymore.
context: Sorry.\I got carried away.\I'll be careful not to look at you for three seconds.\But that thing about bringing bad luck\No, I mean...\You're embarrassing me. Don't make me say it.\He just stopped talking all of a sudden.\I don't know what to do anymore. response:	My mind's falling to pieces.
context: I got carried away.\I'll be careful not to look at you for three seconds.\But that thing about bringing bad luck\No, I mean...\You're embarrassing me. Don't make me say it.\He just stopped talking all of a sudden.\I don't know what to do anymore.\My mind's falling to pieces. response:	It's like I was just reborn.
context: I'll be careful not to look at you for three seconds.\But that thing about bringing bad luck\No, I mean...\You're embarrassing me. Don't make me say it.\He just stopped talking all of a sudden.\I don't know what to do anymore.\My mind's falling to pieces.\It's like I was just reborn. response:	So many feelings that're new to me.
context: But that thing about bringing bad luck\No, I mean...\You're embarrassing me. Don't make me say it.\He just stopped talking all of a sudden.\I don't know what to do anymore.\My mind's falling to pieces.\It's like I was just reborn.\So many feelings that're new to me. response:	Kazehaya-kun gives me a lot of new experiences.
context: No, I mean...\You're embarrassing me. Don't make me say it.\He just stopped talking all of a sudden.\I don't know what to do anymore.\My mind's falling to pieces.\It's like I was just reborn.\So many feelings that're new to me.\Kazehaya-kun gives me a lot of new experiences. response:	I'm so glad I met Kazehaya-kun.
context: You're embarrassing me. Don't make me say it.\He just stopped talking all of a sudden.\I don't know what to do anymore.\My mind's falling to pieces.\It's like I was just reborn.\So many feelings that're new to me.\Kazehaya-kun gives me a lot of new experiences.\I'm so glad I met Kazehaya-kun. response:	We're done!
context: He just stopped talking all of a sudden.\I don't know what to do anymore.\My mind's falling to pieces.\It's like I was just reborn.\So many feelings that're new to me.\Kazehaya-kun gives me a lot of new experiences.\I'm so glad I met Kazehaya-kun.\We're done! response:	It's summer break!
context: I don't know what to do anymore.\My mind's falling to pieces.\It's like I was just reborn.\So many feelings that're new to me.\Kazehaya-kun gives me a lot of new experiences.\I'm so glad I met Kazehaya-kun.\We're done!\It's summer break! response:	Let's announce the results of the test of courage before we go.
context: My mind's falling to pieces.\It's like I was just reborn.\So many feelings that're new to me.\Kazehaya-kun gives me a lot of new experiences.\I'm so glad I met Kazehaya-kun.\We're done!\It's summer break!\Let's announce the results of the test of courage before we go. response:	Kazehaya, you're in the penalty game.
context: It's like I was just reborn.\So many feelings that're new to me.\Kazehaya-kun gives me a lot of new experiences.\I'm so glad I met Kazehaya-kun.\We're done!\It's summer break!\Let's announce the results of the test of courage before we go.\Kazehaya, you're in the penalty game. response:	You never got to the finish.
context: So many feelings that're new to me.\Kazehaya-kun gives me a lot of new experiences.\I'm so glad I met Kazehaya-kun.\We're done!\It's summer break!\Let's announce the results of the test of courage before we go.\Kazehaya, you're in the penalty game.\You never got to the finish. response:	You found out, huh?
context: Kazehaya-kun gives me a lot of new experiences.\I'm so glad I met Kazehaya-kun.\We're done!\It's summer break!\Let's announce the results of the test of courage before we go.\Kazehaya, you're in the penalty game.\You never got to the finish.\You found out, huh? response:	Tanaka gets first prize.
context: I'm so glad I met Kazehaya-kun.\We're done!\It's summer break!\Let's announce the results of the test of courage before we go.\Kazehaya, you're in the penalty game.\You never got to the finish.\You found out, huh?\Tanaka gets first prize. response:	You win 60 scrub brushes.
context: We're done!\It's summer break!\Let's announce the results of the test of courage before we go.\Kazehaya, you're in the penalty game.\You never got to the finish.\You found out, huh?\Tanaka gets first prize.\You win 60 scrub brushes. response:	I can't use all that!
context: It's summer break!\Let's announce the results of the test of courage before we go.\Kazehaya, you're in the penalty game.\You never got to the finish.\You found out, huh?\Tanaka gets first prize.\You win 60 scrub brushes.\I can't use all that! response:	And the loser, Kazehaya-kun, gets...
context: Let's announce the results of the test of courage before we go.\Kazehaya, you're in the penalty game.\You never got to the finish.\You found out, huh?\Tanaka gets first prize.\You win 60 scrub brushes.\I can't use all that!\And the loser, Kazehaya-kun, gets... response:	to go out with Sadako-chan for a week!
context: Kazehaya, you're in the penalty game.\You never got to the finish.\You found out, huh?\Tanaka gets first prize.\You win 60 scrub brushes.\I can't use all that!\And the loser, Kazehaya-kun, gets...\to go out with Sadako-chan for a week! response:	W-What did he just say?
context: You never got to the finish.\You found out, huh?\Tanaka gets first prize.\You win 60 scrub brushes.\I can't use all that!\And the loser, Kazehaya-kun, gets...\to go out with Sadako-chan for a week!\W-What did he just say? response:	You were with Sadako yesterday, weren't you?
