context: Regarding the Hayase laboratory... response:	We have identified a researcher we believe was involved in his core research.
context: Team Time Travelers?!\W-W-We'll talk about that some other time!\Anyway, send me into the past!\Just an hour back!\Listen, Waka.\The system doesn't let us go back whenever we want to.\We can only travel back to the eras of the people in this book.\Lucky me! response:	Hey!
context: W-W-We'll talk about that some other time!\Anyway, send me into the past!\Just an hour back!\Listen, Waka.\The system doesn't let us go back whenever we want to.\We can only travel back to the eras of the people in this book.\Lucky me!\Hey! response:	-Waka! -Wait up!
context: Anyway, send me into the past!\Just an hour back!\Listen, Waka.\The system doesn't let us go back whenever we want to.\We can only travel back to the eras of the people in this book.\Lucky me!\Hey!\-Waka! -Wait up! response:	God wants it to happen!
context: Just an hour back!\Listen, Waka.\The system doesn't let us go back whenever we want to.\We can only travel back to the eras of the people in this book.\Lucky me!\Hey!\-Waka! -Wait up!\God wants it to happen! response:	He wants me to go one hour into the past!
context: Listen, Waka.\The system doesn't let us go back whenever we want to.\We can only travel back to the eras of the people in this book.\Lucky me!\Hey!\-Waka! -Wait up!\God wants it to happen!\He wants me to go one hour into the past! response:	God, I will do as you ask of me!
context: The system doesn't let us go back whenever we want to.\We can only travel back to the eras of the people in this book.\Lucky me!\Hey!\-Waka! -Wait up!\God wants it to happen!\He wants me to go one hour into the past!\God, I will do as you ask of me! response:	Into the past... one hour ago!
context: We can only travel back to the eras of the people in this book.\Lucky me!\Hey!\-Waka! -Wait up!\God wants it to happen!\He wants me to go one hour into the past!\God, I will do as you ask of me!\Into the past... one hour ago! response:	Michael Faraday.
context: Lucky me!\Hey!\-Waka! -Wait up!\God wants it to happen!\He wants me to go one hour into the past!\God, I will do as you ask of me!\Into the past... one hour ago!\Michael Faraday. response:	Lived from 1791 to 1867. From the 19th century.
context: Hey!\-Waka! -Wait up!\God wants it to happen!\He wants me to go one hour into the past!\God, I will do as you ask of me!\Into the past... one hour ago!\Michael Faraday.\Lived from 1791 to 1867. From the 19th century. response:	Huh?
context: -Waka! -Wait up!\God wants it to happen!\He wants me to go one hour into the past!\God, I will do as you ask of me!\Into the past... one hour ago!\Michael Faraday.\Lived from 1791 to 1867. From the 19th century.\Huh? response:	I can't go that far back!
context: God wants it to happen!\He wants me to go one hour into the past!\God, I will do as you ask of me!\Into the past... one hour ago!\Michael Faraday.\Lived from 1791 to 1867. From the 19th century.\Huh?\I can't go that far back! response:	It's no use, Waka.
context: He wants me to go one hour into the past!\God, I will do as you ask of me!\Into the past... one hour ago!\Michael Faraday.\Lived from 1791 to 1867. From the 19th century.\Huh?\I can't go that far back!\It's no use, Waka. response:	We can only go to the eras of the people written about in that book.
context: God, I will do as you ask of me!\Into the past... one hour ago!\Michael Faraday.\Lived from 1791 to 1867. From the 19th century.\Huh?\I can't go that far back!\It's no use, Waka.\We can only go to the eras of the people written about in that book. response:	Then find a page with Futa Ichikawa on it!
context: Into the past... one hour ago!\Michael Faraday.\Lived from 1791 to 1867. From the 19th century.\Huh?\I can't go that far back!\It's no use, Waka.\We can only go to the eras of the people written about in that book.\Then find a page with Futa Ichikawa on it! response:	I don't think there's a page for Futa...
context: Michael Faraday.\Lived from 1791 to 1867. From the 19th century.\Huh?\I can't go that far back!\It's no use, Waka.\We can only go to the eras of the people written about in that book.\Then find a page with Futa Ichikawa on it!\I don't think there's a page for Futa... response:	How do you know unless you look?!
context: Lived from 1791 to 1867. From the 19th century.\Huh?\I can't go that far back!\It's no use, Waka.\We can only go to the eras of the people written about in that book.\Then find a page with Futa Ichikawa on it!\I don't think there's a page for Futa...\How do you know unless you look?! response:	What the heck?! They're all blank!
context: Huh?\I can't go that far back!\It's no use, Waka.\We can only go to the eras of the people written about in that book.\Then find a page with Futa Ichikawa on it!\I don't think there's a page for Futa...\How do you know unless you look?!\What the heck?! They're all blank! response:	Don't be so reckless! You'll tear it!
context: I can't go that far back!\It's no use, Waka.\We can only go to the eras of the people written about in that book.\Then find a page with Futa Ichikawa on it!\I don't think there's a page for Futa...\How do you know unless you look?!\What the heck?! They're all blank!\Don't be so reckless! You'll tear it! response:	Don't stop me, Mari!
context: It's no use, Waka.\We can only go to the eras of the people written about in that book.\Then find a page with Futa Ichikawa on it!\I don't think there's a page for Futa...\How do you know unless you look?!\What the heck?! They're all blank!\Don't be so reckless! You'll tear it!\Don't stop me, Mari! response:	I told you to stop!
context: We can only go to the eras of the people written about in that book.\Then find a page with Futa Ichikawa on it!\I don't think there's a page for Futa...\How do you know unless you look?!\What the heck?! They're all blank!\Don't be so reckless! You'll tear it!\Don't stop me, Mari!\I told you to stop! response:	They both... traveled?
context: Then find a page with Futa Ichikawa on it!\I don't think there's a page for Futa...\How do you know unless you look?!\What the heck?! They're all blank!\Don't be so reckless! You'll tear it!\Don't stop me, Mari!\I told you to stop!\They both... traveled? response:	The Year 1821 (What is now) London, England
context: I don't think there's a page for Futa...\How do you know unless you look?!\What the heck?! They're all blank!\Don't be so reckless! You'll tear it!\Don't stop me, Mari!\I told you to stop!\They both... traveled?\The Year 1821 (What is now) London, England response:	The Year 1821 (What is now) London, England Ow, ow...
context: How do you know unless you look?!\What the heck?! They're all blank!\Don't be so reckless! You'll tear it!\Don't stop me, Mari!\I told you to stop!\They both... traveled?\The Year 1821 (What is now) London, England\The Year 1821 (What is now) London, England Ow, ow... response:	Ow, ow...
context: What the heck?! They're all blank!\Don't be so reckless! You'll tear it!\Don't stop me, Mari!\I told you to stop!\They both... traveled?\The Year 1821 (What is now) London, England\The Year 1821 (What is now) London, England Ow, ow...\Ow, ow... response:	Were you hurt, Waka?
context: Don't be so reckless! You'll tear it!\Don't stop me, Mari!\I told you to stop!\They both... traveled?\The Year 1821 (What is now) London, England\The Year 1821 (What is now) London, England Ow, ow...\Ow, ow...\Were you hurt, Waka? response:	I'm okay.
context: Don't stop me, Mari!\I told you to stop!\They both... traveled?\The Year 1821 (What is now) London, England\The Year 1821 (What is now) London, England Ow, ow...\Ow, ow...\Were you hurt, Waka?\I'm okay. response:	Where's Futa?
context: I told you to stop!\They both... traveled?\The Year 1821 (What is now) London, England\The Year 1821 (What is now) London, England Ow, ow...\Ow, ow...\Were you hurt, Waka?\I'm okay.\Where's Futa? response:	Where are we? The school?
context: They both... traveled?\The Year 1821 (What is now) London, England\The Year 1821 (What is now) London, England Ow, ow...\Ow, ow...\Were you hurt, Waka?\I'm okay.\Where's Futa?\Where are we? The school? response:	I don't think so...
context: The Year 1821 (What is now) London, England\The Year 1821 (What is now) London, England Ow, ow...\Ow, ow...\Were you hurt, Waka?\I'm okay.\Where's Futa?\Where are we? The school?\I don't think so... response:	This is clearly another country...
context: The Year 1821 (What is now) London, England Ow, ow...\Ow, ow...\Were you hurt, Waka?\I'm okay.\Where's Futa?\Where are we? The school?\I don't think so...\This is clearly another country... response:	Th-Then, you mean...
context: Ow, ow...\Were you hurt, Waka?\I'm okay.\Where's Futa?\Where are we? The school?\I don't think so...\This is clearly another country...\Th-Then, you mean... response:	We're probably in 19th century London.
context: Were you hurt, Waka?\I'm okay.\Where's Futa?\Where are we? The school?\I don't think so...\This is clearly another country...\Th-Then, you mean...\We're probably in 19th century London. response:	The era of Mr. Faraday from the book.
context: I'm okay.\Where's Futa?\Where are we? The school?\I don't think so...\This is clearly another country...\Th-Then, you mean...\We're probably in 19th century London.\The era of Mr. Faraday from the book. response:	Huh?!
context: Where's Futa?\Where are we? The school?\I don't think so...\This is clearly another country...\Th-Then, you mean...\We're probably in 19th century London.\The era of Mr. Faraday from the book.\Huh?! response:	Wait! What are we going to do?!
context: Where are we? The school?\I don't think so...\This is clearly another country...\Th-Then, you mean...\We're probably in 19th century London.\The era of Mr. Faraday from the book.\Huh?!\Wait! What are we going to do?! response:	Nineteenth-century London? In the middle of the industrial revolution?!
context: I don't think so...\This is clearly another country...\Th-Then, you mean...\We're probably in 19th century London.\The era of Mr. Faraday from the book.\Huh?!\Wait! What are we going to do?!\Nineteenth-century London? In the middle of the industrial revolution?! response:	It'll be fine!
context: This is clearly another country...\Th-Then, you mean...\We're probably in 19th century London.\The era of Mr. Faraday from the book.\Huh?!\Wait! What are we going to do?!\Nineteenth-century London? In the middle of the industrial revolution?!\It'll be fine! response:	When the time comes, we'll return to our own time naturally.
context: Th-Then, you mean...\We're probably in 19th century London.\The era of Mr. Faraday from the book.\Huh?!\Wait! What are we going to do?!\Nineteenth-century London? In the middle of the industrial revolution?!\It'll be fine!\When the time comes, we'll return to our own time naturally. response:	I see...
context: We're probably in 19th century London.\The era of Mr. Faraday from the book.\Huh?!\Wait! What are we going to do?!\Nineteenth-century London? In the middle of the industrial revolution?!\It'll be fine!\When the time comes, we'll return to our own time naturally.\I see... response:	And there's a way to get back without having to wait.
context: The era of Mr. Faraday from the book.\Huh?!\Wait! What are we going to do?!\Nineteenth-century London? In the middle of the industrial revolution?!\It'll be fine!\When the time comes, we'll return to our own time naturally.\I see...\And there's a way to get back without having to wait. response:	There is?
context: Huh?!\Wait! What are we going to do?!\Nineteenth-century London? In the middle of the industrial revolution?!\It'll be fine!\When the time comes, we'll return to our own time naturally.\I see...\And there's a way to get back without having to wait.\There is? response:	Yeah!
context: Wait! What are we going to do?!\Nineteenth-century London? In the middle of the industrial revolution?!\It'll be fine!\When the time comes, we'll return to our own time naturally.\I see...\And there's a way to get back without having to wait.\There is?\Yeah! response:	Papa taught me before. See...
context: Nineteenth-century London? In the middle of the industrial revolution?!\It'll be fine!\When the time comes, we'll return to our own time naturally.\I see...\And there's a way to get back without having to wait.\There is?\Yeah!\Papa taught me before. See... response:	Excuse me, my ladies.
context: It'll be fine!\When the time comes, we'll return to our own time naturally.\I see...\And there's a way to get back without having to wait.\There is?\Yeah!\Papa taught me before. See...\Excuse me, my ladies. response:	He's...
context: When the time comes, we'll return to our own time naturally.\I see...\And there's a way to get back without having to wait.\There is?\Yeah!\Papa taught me before. See...\Excuse me, my ladies.\He's... response:	Not that! He's... you know!
context: I see...\And there's a way to get back without having to wait.\There is?\Yeah!\Papa taught me before. See...\Excuse me, my ladies.\He's...\Not that! He's... you know! response:	Yeah, pretty old.
context: And there's a way to get back without having to wait.\There is?\Yeah!\Papa taught me before. See...\Excuse me, my ladies.\He's...\Not that! He's... you know!\Yeah, pretty old. response:	He's a hottie, but I'll pass.
context: There is?\Yeah!\Papa taught me before. See...\Excuse me, my ladies.\He's...\Not that! He's... you know!\Yeah, pretty old.\He's a hottie, but I'll pass. response:	No, Waka!
context: Yeah!\Papa taught me before. See...\Excuse me, my ladies.\He's...\Not that! He's... you know!\Yeah, pretty old.\He's a hottie, but I'll pass.\No, Waka! response:	It's Mr. Faraday, the scientist!
context: Papa taught me before. See...\Excuse me, my ladies.\He's...\Not that! He's... you know!\Yeah, pretty old.\He's a hottie, but I'll pass.\No, Waka!\It's Mr. Faraday, the scientist! response:	Huh?
context: Excuse me, my ladies.\He's...\Not that! He's... you know!\Yeah, pretty old.\He's a hottie, but I'll pass.\No, Waka!\It's Mr. Faraday, the scientist!\Huh? response:	Oh!
context: He's...\Not that! He's... you know!\Yeah, pretty old.\He's a hottie, but I'll pass.\No, Waka!\It's Mr. Faraday, the scientist!\Huh?\Oh! response:	You've heard of me? I'm delighted.
context: Not that! He's... you know!\Yeah, pretty old.\He's a hottie, but I'll pass.\No, Waka!\It's Mr. Faraday, the scientist!\Huh?\Oh!\You've heard of me? I'm delighted. response:	To hear you refer to me as a scientist...
context: Yeah, pretty old.\He's a hottie, but I'll pass.\No, Waka!\It's Mr. Faraday, the scientist!\Huh?\Oh!\You've heard of me? I'm delighted.\To hear you refer to me as a scientist... response:	Anyway, would you get down from there?
context: He's a hottie, but I'll pass.\No, Waka!\It's Mr. Faraday, the scientist!\Huh?\Oh!\You've heard of me? I'm delighted.\To hear you refer to me as a scientist...\Anyway, would you get down from there? response:	You never know when the owner of that cart will come back.
context: No, Waka!\It's Mr. Faraday, the scientist!\Huh?\Oh!\You've heard of me? I'm delighted.\To hear you refer to me as a scientist...\Anyway, would you get down from there?\You never know when the owner of that cart will come back. response:	Hey!
context: It's Mr. Faraday, the scientist!\Huh?\Oh!\You've heard of me? I'm delighted.\To hear you refer to me as a scientist...\Anyway, would you get down from there?\You never know when the owner of that cart will come back.\Hey! response:	You two! What are you doing?!
context: Huh?\Oh!\You've heard of me? I'm delighted.\To hear you refer to me as a scientist...\Anyway, would you get down from there?\You never know when the owner of that cart will come back.\Hey!\You two! What are you doing?! response:	Hey! Don't run away!
context: Oh!\You've heard of me? I'm delighted.\To hear you refer to me as a scientist...\Anyway, would you get down from there?\You never know when the owner of that cart will come back.\Hey!\You two! What are you doing?!\Hey! Don't run away! response:	This way!
context: You've heard of me? I'm delighted.\To hear you refer to me as a scientist...\Anyway, would you get down from there?\You never know when the owner of that cart will come back.\Hey!\You two! What are you doing?!\Hey! Don't run away!\This way! response:	Darn it! What are you doing?!
context: To hear you refer to me as a scientist...\Anyway, would you get down from there?\You never know when the owner of that cart will come back.\Hey!\You two! What are you doing?!\Hey! Don't run away!\This way!\Darn it! What are you doing?! response:	We're sorry!
context: Anyway, would you get down from there?\You never know when the owner of that cart will come back.\Hey!\You two! What are you doing?!\Hey! Don't run away!\This way!\Darn it! What are you doing?!\We're sorry! response:	You mean Dr. Hayase didn't cancel his research because it was a failure?
context: You never know when the owner of that cart will come back.\Hey!\You two! What are you doing?!\Hey! Don't run away!\This way!\Darn it! What are you doing?!\We're sorry!\You mean Dr. Hayase didn't cancel his research because it was a failure? response:	Yes.
context: Hey!\You two! What are you doing?!\Hey! Don't run away!\This way!\Darn it! What are you doing?!\We're sorry!\You mean Dr. Hayase didn't cancel his research because it was a failure?\Yes. response:	On the contrary, it was nearing completion.
context: You two! What are you doing?!\Hey! Don't run away!\This way!\Darn it! What are you doing?!\We're sorry!\You mean Dr. Hayase didn't cancel his research because it was a failure?\Yes.\On the contrary, it was nearing completion. response:	But one day, Dr. Hayase suddenly declared he was stopping his research,
context: Hey! Don't run away!\This way!\Darn it! What are you doing?!\We're sorry!\You mean Dr. Hayase didn't cancel his research because it was a failure?\Yes.\On the contrary, it was nearing completion.\But one day, Dr. Hayase suddenly declared he was stopping his research, response:	and closed his laboratory.
context: This way!\Darn it! What are you doing?!\We're sorry!\You mean Dr. Hayase didn't cancel his research because it was a failure?\Yes.\On the contrary, it was nearing completion.\But one day, Dr. Hayase suddenly declared he was stopping his research,\and closed his laboratory. response:	Yes. He gave me a high severance package
context: Darn it! What are you doing?!\We're sorry!\You mean Dr. Hayase didn't cancel his research because it was a failure?\Yes.\On the contrary, it was nearing completion.\But one day, Dr. Hayase suddenly declared he was stopping his research,\and closed his laboratory.\Yes. He gave me a high severance package response:	and even recommended me to a new place of business.
context: We're sorry!\You mean Dr. Hayase didn't cancel his research because it was a failure?\Yes.\On the contrary, it was nearing completion.\But one day, Dr. Hayase suddenly declared he was stopping his research,\and closed his laboratory.\Yes. He gave me a high severance package\and even recommended me to a new place of business. response:	But he urged me not to say anything about our research.
context: You mean Dr. Hayase didn't cancel his research because it was a failure?\Yes.\On the contrary, it was nearing completion.\But one day, Dr. Hayase suddenly declared he was stopping his research,\and closed his laboratory.\Yes. He gave me a high severance package\and even recommended me to a new place of business.\But he urged me not to say anything about our research. response:	What kind of system was it? The matter transporter...
context: Yes.\On the contrary, it was nearing completion.\But one day, Dr. Hayase suddenly declared he was stopping his research,\and closed his laboratory.\Yes. He gave me a high severance package\and even recommended me to a new place of business.\But he urged me not to say anything about our research.\What kind of system was it? The matter transporter... response:	It was a mysterious device. You know?
context: On the contrary, it was nearing completion.\But one day, Dr. Hayase suddenly declared he was stopping his research,\and closed his laboratory.\Yes. He gave me a high severance package\and even recommended me to a new place of business.\But he urged me not to say anything about our research.\What kind of system was it? The matter transporter...\It was a mysterious device. You know? response:	Gambling is self-destructive.
context: But one day, Dr. Hayase suddenly declared he was stopping his research,\and closed his laboratory.\Yes. He gave me a high severance package\and even recommended me to a new place of business.\But he urged me not to say anything about our research.\What kind of system was it? The matter transporter...\It was a mysterious device. You know?\Gambling is self-destructive. response:	You should play in moderation.
context: and closed his laboratory.\Yes. He gave me a high severance package\and even recommended me to a new place of business.\But he urged me not to say anything about our research.\What kind of system was it? The matter transporter...\It was a mysterious device. You know?\Gambling is self-destructive.\You should play in moderation. response:	So, how was it mysterious?
context: Yes. He gave me a high severance package\and even recommended me to a new place of business.\But he urged me not to say anything about our research.\What kind of system was it? The matter transporter...\It was a mysterious device. You know?\Gambling is self-destructive.\You should play in moderation.\So, how was it mysterious? response:	Well, we managed to make an apple disappear.
context: and even recommended me to a new place of business.\But he urged me not to say anything about our research.\What kind of system was it? The matter transporter...\It was a mysterious device. You know?\Gambling is self-destructive.\You should play in moderation.\So, how was it mysterious?\Well, we managed to make an apple disappear. response:	But we couldn't send it where we wanted it to go.
context: But he urged me not to say anything about our research.\What kind of system was it? The matter transporter...\It was a mysterious device. You know?\Gambling is self-destructive.\You should play in moderation.\So, how was it mysterious?\Well, we managed to make an apple disappear.\But we couldn't send it where we wanted it to go. response:	Oh?
context: What kind of system was it? The matter transporter...\It was a mysterious device. You know?\Gambling is self-destructive.\You should play in moderation.\So, how was it mysterious?\Well, we managed to make an apple disappear.\But we couldn't send it where we wanted it to go.\Oh? response:	But several minutes later, the apple returned to where it had been.
context: It was a mysterious device. You know?\Gambling is self-destructive.\You should play in moderation.\So, how was it mysterious?\Well, we managed to make an apple disappear.\But we couldn't send it where we wanted it to go.\Oh?\But several minutes later, the apple returned to where it had been. response:	And it was rotten.
context: Gambling is self-destructive.\You should play in moderation.\So, how was it mysterious?\Well, we managed to make an apple disappear.\But we couldn't send it where we wanted it to go.\Oh?\But several minutes later, the apple returned to where it had been.\And it was rotten. response:	Rotten?
context: You should play in moderation.\So, how was it mysterious?\Well, we managed to make an apple disappear.\But we couldn't send it where we wanted it to go.\Oh?\But several minutes later, the apple returned to where it had been.\And it was rotten.\Rotten? response:	After that, we stopped the research for a while.
context: So, how was it mysterious?\Well, we managed to make an apple disappear.\But we couldn't send it where we wanted it to go.\Oh?\But several minutes later, the apple returned to where it had been.\And it was rotten.\Rotten?\After that, we stopped the research for a while. response:	I don't know what happened after that.
context: Well, we managed to make an apple disappear.\But we couldn't send it where we wanted it to go.\Oh?\But several minutes later, the apple returned to where it had been.\And it was rotten.\Rotten?\After that, we stopped the research for a while.\I don't know what happened after that. response:	I see. You've been a great help.
context: But we couldn't send it where we wanted it to go.\Oh?\But several minutes later, the apple returned to where it had been.\And it was rotten.\Rotten?\After that, we stopped the research for a while.\I don't know what happened after that.\I see. You've been a great help. response:	Thank you.
context: Oh?\But several minutes later, the apple returned to where it had been.\And it was rotten.\Rotten?\After that, we stopped the research for a while.\I don't know what happened after that.\I see. You've been a great help.\Thank you. response:	Take care.
context: But several minutes later, the apple returned to where it had been.\And it was rotten.\Rotten?\After that, we stopped the research for a while.\I don't know what happened after that.\I see. You've been a great help.\Thank you.\Take care. response:	Some kind of accident must have occurred
context: And it was rotten.\Rotten?\After that, we stopped the research for a while.\I don't know what happened after that.\I see. You've been a great help.\Thank you.\Take care.\Some kind of accident must have occurred response:	during the development of the matter transporter.
context: Rotten?\After that, we stopped the research for a while.\I don't know what happened after that.\I see. You've been a great help.\Thank you.\Take care.\Some kind of accident must have occurred\during the development of the matter transporter. response:	Then someone resembling Hayase sent a jade cup of Napoleon to an auction
context: After that, we stopped the research for a while.\I don't know what happened after that.\I see. You've been a great help.\Thank you.\Take care.\Some kind of accident must have occurred\during the development of the matter transporter.\Then someone resembling Hayase sent a jade cup of Napoleon to an auction response:	to pay back his research funding.
context: I don't know what happened after that.\I see. You've been a great help.\Thank you.\Take care.\Some kind of accident must have occurred\during the development of the matter transporter.\Then someone resembling Hayase sent a jade cup of Napoleon to an auction\to pay back his research funding. response:	It seems it is necessary to take control of that laboratory.
context: I see. You've been a great help.\Thank you.\Take care.\Some kind of accident must have occurred\during the development of the matter transporter.\Then someone resembling Hayase sent a jade cup of Napoleon to an auction\to pay back his research funding.\It seems it is necessary to take control of that laboratory. response:	Oh?
context: Thank you.\Take care.\Some kind of accident must have occurred\during the development of the matter transporter.\Then someone resembling Hayase sent a jade cup of Napoleon to an auction\to pay back his research funding.\It seems it is necessary to take control of that laboratory.\Oh? response:	You came here from the future,
context: Take care.\Some kind of accident must have occurred\during the development of the matter transporter.\Then someone resembling Hayase sent a jade cup of Napoleon to an auction\to pay back his research funding.\It seems it is necessary to take control of that laboratory.\Oh?\You came here from the future, response:	and you met Franklin, who's even further in the past?
context: Some kind of accident must have occurred\during the development of the matter transporter.\Then someone resembling Hayase sent a jade cup of Napoleon to an auction\to pay back his research funding.\It seems it is necessary to take control of that laboratory.\Oh?\You came here from the future,\and you met Franklin, who's even further in the past? response:	Yes!
context: during the development of the matter transporter.\Then someone resembling Hayase sent a jade cup of Napoleon to an auction\to pay back his research funding.\It seems it is necessary to take control of that laboratory.\Oh?\You came here from the future,\and you met Franklin, who's even further in the past?\Yes! response:	You know the kite he used to prove that lightning is electricity?
context: Then someone resembling Hayase sent a jade cup of Napoleon to an auction\to pay back his research funding.\It seems it is necessary to take control of that laboratory.\Oh?\You came here from the future,\and you met Franklin, who's even further in the past?\Yes!\You know the kite he used to prove that lightning is electricity? response:	I made it!
context: to pay back his research funding.\It seems it is necessary to take control of that laboratory.\Oh?\You came here from the future,\and you met Franklin, who's even further in the past?\Yes!\You know the kite he used to prove that lightning is electricity?\I made it! response:	How wonderful!
context: It seems it is necessary to take control of that laboratory.\Oh?\You came here from the future,\and you met Franklin, who's even further in the past?\Yes!\You know the kite he used to prove that lightning is electricity?\I made it!\How wonderful! response:	I wish I could have seen it!
context: Oh?\You came here from the future,\and you met Franklin, who's even further in the past?\Yes!\You know the kite he used to prove that lightning is electricity?\I made it!\How wonderful!\I wish I could have seen it! response:	Um...
context: You came here from the future,\and you met Franklin, who's even further in the past?\Yes!\You know the kite he used to prove that lightning is electricity?\I made it!\How wonderful!\I wish I could have seen it!\Um... response:	Aren't you at all suspicious of our story?
context: and you met Franklin, who's even further in the past?\Yes!\You know the kite he used to prove that lightning is electricity?\I made it!\How wonderful!\I wish I could have seen it!\Um...\Aren't you at all suspicious of our story? response:	Of course!
context: Yes!\You know the kite he used to prove that lightning is electricity?\I made it!\How wonderful!\I wish I could have seen it!\Um...\Aren't you at all suspicious of our story?\Of course! response:	It sounds like an astounding dream!
context: You know the kite he used to prove that lightning is electricity?\I made it!\How wonderful!\I wish I could have seen it!\Um...\Aren't you at all suspicious of our story?\Of course!\It sounds like an astounding dream! response:	But that just means science has turned a dream into reality!
context: I made it!\How wonderful!\I wish I could have seen it!\Um...\Aren't you at all suspicious of our story?\Of course!\It sounds like an astounding dream!\But that just means science has turned a dream into reality! response:	Science... turns dreams into reality?
context: How wonderful!\I wish I could have seen it!\Um...\Aren't you at all suspicious of our story?\Of course!\It sounds like an astounding dream!\But that just means science has turned a dream into reality!\Science... turns dreams into reality? response:	I believe in the greatness of science.
context: I wish I could have seen it!\Um...\Aren't you at all suspicious of our story?\Of course!\It sounds like an astounding dream!\But that just means science has turned a dream into reality!\Science... turns dreams into reality?\I believe in the greatness of science. response:	The truth is, the other day, I had a successful scientific experiment, too.
context: Um...\Aren't you at all suspicious of our story?\Of course!\It sounds like an astounding dream!\But that just means science has turned a dream into reality!\Science... turns dreams into reality?\I believe in the greatness of science.\The truth is, the other day, I had a successful scientific experiment, too. response:	Today, I sent a thesis discussing my results to a publishing company.
context: Aren't you at all suspicious of our story?\Of course!\It sounds like an astounding dream!\But that just means science has turned a dream into reality!\Science... turns dreams into reality?\I believe in the greatness of science.\The truth is, the other day, I had a successful scientific experiment, too.\Today, I sent a thesis discussing my results to a publishing company. response:	-This will change our understanding -Hey, why can he speak fluent Japanese?
context: Of course!\It sounds like an astounding dream!\But that just means science has turned a dream into reality!\Science... turns dreams into reality?\I believe in the greatness of science.\The truth is, the other day, I had a successful scientific experiment, too.\Today, I sent a thesis discussing my results to a publishing company.\-This will change our understanding -Hey, why can he speak fluent Japanese? response:	-of how electricity and magnetism relate. -He's not. We're speaking fluent English, apparently.
context: It sounds like an astounding dream!\But that just means science has turned a dream into reality!\Science... turns dreams into reality?\I believe in the greatness of science.\The truth is, the other day, I had a successful scientific experiment, too.\Today, I sent a thesis discussing my results to a publishing company.\-This will change our understanding -Hey, why can he speak fluent Japanese?\-of how electricity and magnetism relate. -He's not. We're speaking fluent English, apparently. response:	Huh? How?
context: But that just means science has turned a dream into reality!\Science... turns dreams into reality?\I believe in the greatness of science.\The truth is, the other day, I had a successful scientific experiment, too.\Today, I sent a thesis discussing my results to a publishing company.\-This will change our understanding -Hey, why can he speak fluent Japanese?\-of how electricity and magnetism relate. -He's not. We're speaking fluent English, apparently.\Huh? How? response:	I don't really get it...
context: Science... turns dreams into reality?\I believe in the greatness of science.\The truth is, the other day, I had a successful scientific experiment, too.\Today, I sent a thesis discussing my results to a publishing company.\-This will change our understanding -Hey, why can he speak fluent Japanese?\-of how electricity and magnetism relate. -He's not. We're speaking fluent English, apparently.\Huh? How?\I don't really get it... response:	Was that too complicated for you?
context: I believe in the greatness of science.\The truth is, the other day, I had a successful scientific experiment, too.\Today, I sent a thesis discussing my results to a publishing company.\-This will change our understanding -Hey, why can he speak fluent Japanese?\-of how electricity and magnetism relate. -He's not. We're speaking fluent English, apparently.\Huh? How?\I don't really get it...\Was that too complicated for you? response:	A picture is worth a thousand words.
context: The truth is, the other day, I had a successful scientific experiment, too.\Today, I sent a thesis discussing my results to a publishing company.\-This will change our understanding -Hey, why can he speak fluent Japanese?\-of how electricity and magnetism relate. -He's not. We're speaking fluent English, apparently.\Huh? How?\I don't really get it...\Was that too complicated for you?\A picture is worth a thousand words. response:	Okay. I'll show it to you!
context: Today, I sent a thesis discussing my results to a publishing company.\-This will change our understanding -Hey, why can he speak fluent Japanese?\-of how electricity and magnetism relate. -He's not. We're speaking fluent English, apparently.\Huh? How?\I don't really get it...\Was that too complicated for you?\A picture is worth a thousand words.\Okay. I'll show it to you! response:	That's the Royal Institution.
context: -This will change our understanding -Hey, why can he speak fluent Japanese?\-of how electricity and magnetism relate. -He's not. We're speaking fluent English, apparently.\Huh? How?\I don't really get it...\Was that too complicated for you?\A picture is worth a thousand words.\Okay. I'll show it to you!\That's the Royal Institution. response:	It's my laboratory and my home.
context: -of how electricity and magnetism relate. -He's not. We're speaking fluent English, apparently.\Huh? How?\I don't really get it...\Was that too complicated for you?\A picture is worth a thousand words.\Okay. I'll show it to you!\That's the Royal Institution.\It's my laboratory and my home. response:	Huh?
context: Huh? How?\I don't really get it...\Was that too complicated for you?\A picture is worth a thousand words.\Okay. I'll show it to you!\That's the Royal Institution.\It's my laboratory and my home.\Huh? response:	Sir Davy!
context: I don't really get it...\Was that too complicated for you?\A picture is worth a thousand words.\Okay. I'll show it to you!\That's the Royal Institution.\It's my laboratory and my home.\Huh?\Sir Davy! response:	I'm sorry I went out.
context: Was that too complicated for you?\A picture is worth a thousand words.\Okay. I'll show it to you!\That's the Royal Institution.\It's my laboratory and my home.\Huh?\Sir Davy!\I'm sorry I went out. response:	Did you put together the report I asked you for two days ago?
context: A picture is worth a thousand words.\Okay. I'll show it to you!\That's the Royal Institution.\It's my laboratory and my home.\Huh?\Sir Davy!\I'm sorry I went out.\Did you put together the report I asked you for two days ago? response:	I'm sorry. I was almost done...
context: Okay. I'll show it to you!\That's the Royal Institution.\It's my laboratory and my home.\Huh?\Sir Davy!\I'm sorry I went out.\Did you put together the report I asked you for two days ago?\I'm sorry. I was almost done... response:	Were you occupied by some other experiment?
context: That's the Royal Institution.\It's my laboratory and my home.\Huh?\Sir Davy!\I'm sorry I went out.\Did you put together the report I asked you for two days ago?\I'm sorry. I was almost done...\Were you occupied by some other experiment? response:	Yes.
