context: Good morning! response:	It's 8:15 on November 5th!
context: Such is the grace bestowed upon mankind by Sibyl.\Just kidding.\Excuse me!\Is Analyst Karanomori Shion here?\Yeah, yeah. Who are you?\I'm Tsunemori Akane. I've been assigned to the CID as of yesterday.\Oh! You're the new Inspector who shot Shinya, aren't you?\Wow... You're a lot cuter than I thought. response:	That cute face of yours hides how daring you can be, though!
context: Just kidding.\Excuse me!\Is Analyst Karanomori Shion here?\Yeah, yeah. Who are you?\I'm Tsunemori Akane. I've been assigned to the CID as of yesterday.\Oh! You're the new Inspector who shot Shinya, aren't you?\Wow... You're a lot cuter than I thought.\That cute face of yours hides how daring you can be, though! response:	What happened? Did Shinya grab your butt or something?
context: Excuse me!\Is Analyst Karanomori Shion here?\Yeah, yeah. Who are you?\I'm Tsunemori Akane. I've been assigned to the CID as of yesterday.\Oh! You're the new Inspector who shot Shinya, aren't you?\Wow... You're a lot cuter than I thought.\That cute face of yours hides how daring you can be, though!\What happened? Did Shinya grab your butt or something? response:	No. Um...
context: Is Analyst Karanomori Shion here?\Yeah, yeah. Who are you?\I'm Tsunemori Akane. I've been assigned to the CID as of yesterday.\Oh! You're the new Inspector who shot Shinya, aren't you?\Wow... You're a lot cuter than I thought.\That cute face of yours hides how daring you can be, though!\What happened? Did Shinya grab your butt or something?\No. Um... response:	I was told I should come to you to find out how he's doing.
context: Yeah, yeah. Who are you?\I'm Tsunemori Akane. I've been assigned to the CID as of yesterday.\Oh! You're the new Inspector who shot Shinya, aren't you?\Wow... You're a lot cuter than I thought.\That cute face of yours hides how daring you can be, though!\What happened? Did Shinya grab your butt or something?\No. Um...\I was told I should come to you to find out how he's doing. response:	Oh, that.
context: I'm Tsunemori Akane. I've been assigned to the CID as of yesterday.\Oh! You're the new Inspector who shot Shinya, aren't you?\Wow... You're a lot cuter than I thought.\That cute face of yours hides how daring you can be, though!\What happened? Did Shinya grab your butt or something?\No. Um...\I was told I should come to you to find out how he's doing.\Oh, that. response:	While I do have a physician's license,
context: Oh! You're the new Inspector who shot Shinya, aren't you?\Wow... You're a lot cuter than I thought.\That cute face of yours hides how daring you can be, though!\What happened? Did Shinya grab your butt or something?\No. Um...\I was told I should come to you to find out how he's doing.\Oh, that.\While I do have a physician's license, response:	can you believe that's all it took for the government to delegate employee health care to the Analysis Lab?
context: Wow... You're a lot cuter than I thought.\That cute face of yours hides how daring you can be, though!\What happened? Did Shinya grab your butt or something?\No. Um...\I was told I should come to you to find out how he's doing.\Oh, that.\While I do have a physician's license,\can you believe that's all it took for the government to delegate employee health care to the Analysis Lab? response:	Sure, I may be a latent criminal too,
context: That cute face of yours hides how daring you can be, though!\What happened? Did Shinya grab your butt or something?\No. Um...\I was told I should come to you to find out how he's doing.\Oh, that.\While I do have a physician's license,\can you believe that's all it took for the government to delegate employee health care to the Analysis Lab?\Sure, I may be a latent criminal too, response:	but that doesn't mean they can just slave drive me as much as they want, right?
context: What happened? Did Shinya grab your butt or something?\No. Um...\I was told I should come to you to find out how he's doing.\Oh, that.\While I do have a physician's license,\can you believe that's all it took for the government to delegate employee health care to the Analysis Lab?\Sure, I may be a latent criminal too,\but that doesn't mean they can just slave drive me as much as they want, right? response:	R-Right...
context: No. Um...\I was told I should come to you to find out how he's doing.\Oh, that.\While I do have a physician's license,\can you believe that's all it took for the government to delegate employee health care to the Analysis Lab?\Sure, I may be a latent criminal too,\but that doesn't mean they can just slave drive me as much as they want, right?\R-Right... response:	Let's see. Akane, was it?
context: I was told I should come to you to find out how he's doing.\Oh, that.\While I do have a physician's license,\can you believe that's all it took for the government to delegate employee health care to the Analysis Lab?\Sure, I may be a latent criminal too,\but that doesn't mean they can just slave drive me as much as they want, right?\R-Right...\Let's see. Akane, was it? response:	If you're an Inspector, that puts you on the fast track at the Bureau, right?
context: Oh, that.\While I do have a physician's license,\can you believe that's all it took for the government to delegate employee health care to the Analysis Lab?\Sure, I may be a latent criminal too,\but that doesn't mean they can just slave drive me as much as they want, right?\R-Right...\Let's see. Akane, was it?\If you're an Inspector, that puts you on the fast track at the Bureau, right? response:	Hurry up and become a high-ranking official so you can reform the system.
context: While I do have a physician's license,\can you believe that's all it took for the government to delegate employee health care to the Analysis Lab?\Sure, I may be a latent criminal too,\but that doesn't mean they can just slave drive me as much as they want, right?\R-Right...\Let's see. Akane, was it?\If you're an Inspector, that puts you on the fast track at the Bureau, right?\Hurry up and become a high-ranking official so you can reform the system. response:	You can start by splashing out for a swimming pool and bar lounge at the CID.
context: can you believe that's all it took for the government to delegate employee health care to the Analysis Lab?\Sure, I may be a latent criminal too,\but that doesn't mean they can just slave drive me as much as they want, right?\R-Right...\Let's see. Akane, was it?\If you're an Inspector, that puts you on the fast track at the Bureau, right?\Hurry up and become a high-ranking official so you can reform the system.\You can start by splashing out for a swimming pool and bar lounge at the CID. response:	I'm counting on you!
context: Sure, I may be a latent criminal too,\but that doesn't mean they can just slave drive me as much as they want, right?\R-Right...\Let's see. Akane, was it?\If you're an Inspector, that puts you on the fast track at the Bureau, right?\Hurry up and become a high-ranking official so you can reform the system.\You can start by splashing out for a swimming pool and bar lounge at the CID.\I'm counting on you! response:	Right, well.. How's Kougami's treatment going?
context: but that doesn't mean they can just slave drive me as much as they want, right?\R-Right...\Let's see. Akane, was it?\If you're an Inspector, that puts you on the fast track at the Bureau, right?\Hurry up and become a high-ranking official so you can reform the system.\You can start by splashing out for a swimming pool and bar lounge at the CID.\I'm counting on you!\Right, well.. How's Kougami's treatment going? response:	Oh, that's right.
context: R-Right...\Let's see. Akane, was it?\If you're an Inspector, that puts you on the fast track at the Bureau, right?\Hurry up and become a high-ranking official so you can reform the system.\You can start by splashing out for a swimming pool and bar lounge at the CID.\I'm counting on you!\Right, well.. How's Kougami's treatment going?\Oh, that's right. response:	Well, you scored a direct hit on his spinal cord,
context: Let's see. Akane, was it?\If you're an Inspector, that puts you on the fast track at the Bureau, right?\Hurry up and become a high-ranking official so you can reform the system.\You can start by splashing out for a swimming pool and bar lounge at the CID.\I'm counting on you!\Right, well.. How's Kougami's treatment going?\Oh, that's right.\Well, you scored a direct hit on his spinal cord, response:	so he's still out of commission.
context: If you're an Inspector, that puts you on the fast track at the Bureau, right?\Hurry up and become a high-ranking official so you can reform the system.\You can start by splashing out for a swimming pool and bar lounge at the CID.\I'm counting on you!\Right, well.. How's Kougami's treatment going?\Oh, that's right.\Well, you scored a direct hit on his spinal cord,\so he's still out of commission. response:	It'll be a little longer before he's able to stand, talk, or anything like that.
context: Hurry up and become a high-ranking official so you can reform the system.\You can start by splashing out for a swimming pool and bar lounge at the CID.\I'm counting on you!\Right, well.. How's Kougami's treatment going?\Oh, that's right.\Well, you scored a direct hit on his spinal cord,\so he's still out of commission.\It'll be a little longer before he's able to stand, talk, or anything like that. response:	Of course, you wouldn't be able to join him in bed right now, either.
context: You can start by splashing out for a swimming pool and bar lounge at the CID.\I'm counting on you!\Right, well.. How's Kougami's treatment going?\Oh, that's right.\Well, you scored a direct hit on his spinal cord,\so he's still out of commission.\It'll be a little longer before he's able to stand, talk, or anything like that.\Of course, you wouldn't be able to join him in bed right now, either. response:	If you just want to peek in on him, that'd be okay.
context: I'm counting on you!\Right, well.. How's Kougami's treatment going?\Oh, that's right.\Well, you scored a direct hit on his spinal cord,\so he's still out of commission.\It'll be a little longer before he's able to stand, talk, or anything like that.\Of course, you wouldn't be able to join him in bed right now, either.\If you just want to peek in on him, that'd be okay. response:	What do you wanna do?
context: Right, well.. How's Kougami's treatment going?\Oh, that's right.\Well, you scored a direct hit on his spinal cord,\so he's still out of commission.\It'll be a little longer before he's able to stand, talk, or anything like that.\Of course, you wouldn't be able to join him in bed right now, either.\If you just want to peek in on him, that'd be okay.\What do you wanna do? response:	W-Well, I'd better not bother him.
context: Oh, that's right.\Well, you scored a direct hit on his spinal cord,\so he's still out of commission.\It'll be a little longer before he's able to stand, talk, or anything like that.\Of course, you wouldn't be able to join him in bed right now, either.\If you just want to peek in on him, that'd be okay.\What do you wanna do?\W-Well, I'd better not bother him. response:	If he spends today resting, the aftereffects should go away.
context: Well, you scored a direct hit on his spinal cord,\so he's still out of commission.\It'll be a little longer before he's able to stand, talk, or anything like that.\Of course, you wouldn't be able to join him in bed right now, either.\If you just want to peek in on him, that'd be okay.\What do you wanna do?\W-Well, I'd better not bother him.\If he spends today resting, the aftereffects should go away. response:	Come back tomorrow morning.
context: so he's still out of commission.\It'll be a little longer before he's able to stand, talk, or anything like that.\Of course, you wouldn't be able to join him in bed right now, either.\If you just want to peek in on him, that'd be okay.\What do you wanna do?\W-Well, I'd better not bother him.\If he spends today resting, the aftereffects should go away.\Come back tomorrow morning. response:	Okay.
context: It'll be a little longer before he's able to stand, talk, or anything like that.\Of course, you wouldn't be able to join him in bed right now, either.\If you just want to peek in on him, that'd be okay.\What do you wanna do?\W-Well, I'd better not bother him.\If he spends today resting, the aftereffects should go away.\Come back tomorrow morning.\Okay. response:	Work Type
context: Of course, you wouldn't be able to join him in bed right now, either.\If you just want to peek in on him, that'd be okay.\What do you wanna do?\W-Well, I'd better not bother him.\If he spends today resting, the aftereffects should go away.\Come back tomorrow morning.\Okay.\Work Type response:	Latent Criminal Pursuit Apprehension hEnforce-At-Will Authority Granted
context: If you just want to peek in on him, that'd be okay.\What do you wanna do?\W-Well, I'd better not bother him.\If he spends today resting, the aftereffects should go away.\Come back tomorrow morning.\Okay.\Work Type\Latent Criminal Pursuit Apprehension hEnforce-At-Will Authority Granted response:	Casualty Report
context: What do you wanna do?\W-Well, I'd better not bother him.\If he spends today resting, the aftereffects should go away.\Come back tomorrow morning.\Okay.\Work Type\Latent Criminal Pursuit Apprehension hEnforce-At-Will Authority Granted\Casualty Report response:	Ookura Nobuo
context: W-Well, I'd better not bother him.\If he spends today resting, the aftereffects should go away.\Come back tomorrow morning.\Okay.\Work Type\Latent Criminal Pursuit Apprehension hEnforce-At-Will Authority Granted\Casualty Report\Ookura Nobuo response:	After his Criminal Coefficient rose to over 300, lethal enforcement was authorized. Died at the scene.
context: If he spends today resting, the aftereffects should go away.\Come back tomorrow morning.\Okay.\Work Type\Latent Criminal Pursuit Apprehension hEnforce-At-Will Authority Granted\Casualty Report\Ookura Nobuo\After his Criminal Coefficient rose to over 300, lethal enforcement was authorized. Died at the scene. response:	Shimazu Chika
context: Come back tomorrow morning.\Okay.\Work Type\Latent Criminal Pursuit Apprehension hEnforce-At-Will Authority Granted\Casualty Report\Ookura Nobuo\After his Criminal Coefficient rose to over 300, lethal enforcement was authorized. Died at the scene.\Shimazu Chika response:	After being taken hostage by Ookura and released, lethal enforcement was authorized. Currently hospitalized.
context: Okay.\Work Type\Latent Criminal Pursuit Apprehension hEnforce-At-Will Authority Granted\Casualty Report\Ookura Nobuo\After his Criminal Coefficient rose to over 300, lethal enforcement was authorized. Died at the scene.\Shimazu Chika\After being taken hostage by Ookura and released, lethal enforcement was authorized. Currently hospitalized. response:	Kougami Shinya (Enforcer, Public Safety Bureau)
context: Work Type\Latent Criminal Pursuit Apprehension hEnforce-At-Will Authority Granted\Casualty Report\Ookura Nobuo\After his Criminal Coefficient rose to over 300, lethal enforcement was authorized. Died at the scene.\Shimazu Chika\After being taken hostage by Ookura and released, lethal enforcement was authorized. Currently hospitalized.\Kougami Shinya (Enforcer, Public Safety Bureau) response:	After carrying out lethal enforcement on Ookura, he pursued a new enforcement target. Incapacitated by Inspector Tsunemori's Paralyzer.
context: Latent Criminal Pursuit Apprehension hEnforce-At-Will Authority Granted\Casualty Report\Ookura Nobuo\After his Criminal Coefficient rose to over 300, lethal enforcement was authorized. Died at the scene.\Shimazu Chika\After being taken hostage by Ookura and released, lethal enforcement was authorized. Currently hospitalized.\Kougami Shinya (Enforcer, Public Safety Bureau)\After carrying out lethal enforcement on Ookura, he pursued a new enforcement target. Incapacitated by Inspector Tsunemori's Paralyzer. response:	Director of the Criminal Investigation Division
context: Casualty Report\Ookura Nobuo\After his Criminal Coefficient rose to over 300, lethal enforcement was authorized. Died at the scene.\Shimazu Chika\After being taken hostage by Ookura and released, lethal enforcement was authorized. Currently hospitalized.\Kougami Shinya (Enforcer, Public Safety Bureau)\After carrying out lethal enforcement on Ookura, he pursued a new enforcement target. Incapacitated by Inspector Tsunemori's Paralyzer.\Director of the Criminal Investigation Division response:	Chief Investigator: Nobuchika Ginoza
context: Ookura Nobuo\After his Criminal Coefficient rose to over 300, lethal enforcement was authorized. Died at the scene.\Shimazu Chika\After being taken hostage by Ookura and released, lethal enforcement was authorized. Currently hospitalized.\Kougami Shinya (Enforcer, Public Safety Bureau)\After carrying out lethal enforcement on Ookura, he pursued a new enforcement target. Incapacitated by Inspector Tsunemori's Paralyzer.\Director of the Criminal Investigation Division\Chief Investigator: Nobuchika Ginoza response:	Accident Report for PSB Vehicles and Officers
context: After his Criminal Coefficient rose to over 300, lethal enforcement was authorized. Died at the scene.\Shimazu Chika\After being taken hostage by Ookura and released, lethal enforcement was authorized. Currently hospitalized.\Kougami Shinya (Enforcer, Public Safety Bureau)\After carrying out lethal enforcement on Ookura, he pursued a new enforcement target. Incapacitated by Inspector Tsunemori's Paralyzer.\Director of the Criminal Investigation Division\Chief Investigator: Nobuchika Ginoza\Accident Report for PSB Vehicles and Officers response:	Date of Incident
context: Shimazu Chika\After being taken hostage by Ookura and released, lethal enforcement was authorized. Currently hospitalized.\Kougami Shinya (Enforcer, Public Safety Bureau)\After carrying out lethal enforcement on Ookura, he pursued a new enforcement target. Incapacitated by Inspector Tsunemori's Paralyzer.\Director of the Criminal Investigation Division\Chief Investigator: Nobuchika Ginoza\Accident Report for PSB Vehicles and Officers\Date of Incident response:	Oct. 4th, around 3:30pm
context: After being taken hostage by Ookura and released, lethal enforcement was authorized. Currently hospitalized.\Kougami Shinya (Enforcer, Public Safety Bureau)\After carrying out lethal enforcement on Ookura, he pursued a new enforcement target. Incapacitated by Inspector Tsunemori's Paralyzer.\Director of the Criminal Investigation Division\Chief Investigator: Nobuchika Ginoza\Accident Report for PSB Vehicles and Officers\Date of Incident\Oct. 4th, around 3:30pm response:	Weather
context: Kougami Shinya (Enforcer, Public Safety Bureau)\After carrying out lethal enforcement on Ookura, he pursued a new enforcement target. Incapacitated by Inspector Tsunemori's Paralyzer.\Director of the Criminal Investigation Division\Chief Investigator: Nobuchika Ginoza\Accident Report for PSB Vehicles and Officers\Date of Incident\Oct. 4th, around 3:30pm\Weather response:	Fine
context: After carrying out lethal enforcement on Ookura, he pursued a new enforcement target. Incapacitated by Inspector Tsunemori's Paralyzer.\Director of the Criminal Investigation Division\Chief Investigator: Nobuchika Ginoza\Accident Report for PSB Vehicles and Officers\Date of Incident\Oct. 4th, around 3:30pm\Weather\Fine response:	Location of Incident
context: Director of the Criminal Investigation Division\Chief Investigator: Nobuchika Ginoza\Accident Report for PSB Vehicles and Officers\Date of Incident\Oct. 4th, around 3:30pm\Weather\Fine\Location of Incident response:	Vicinity of Tokyo, 13th Jurisdiction Control Area, 6th District
context: Chief Investigator: Nobuchika Ginoza\Accident Report for PSB Vehicles and Officers\Date of Incident\Oct. 4th, around 3:30pm\Weather\Fine\Location of Incident\Vicinity of Tokyo, 13th Jurisdiction Control Area, 6th District response:	KT building, warehouse along the shore
context: Accident Report for PSB Vehicles and Officers\Date of Incident\Oct. 4th, around 3:30pm\Weather\Fine\Location of Incident\Vicinity of Tokyo, 13th Jurisdiction Control Area, 6th District\KT building, warehouse along the shore response:	Police Details
context: Date of Incident\Oct. 4th, around 3:30pm\Weather\Fine\Location of Incident\Vicinity of Tokyo, 13th Jurisdiction Control Area, 6th District\KT building, warehouse along the shore\Police Details response:	Tomomi Masaoka
context: Oct. 4th, around 3:30pm\Weather\Fine\Location of Incident\Vicinity of Tokyo, 13th Jurisdiction Control Area, 6th District\KT building, warehouse along the shore\Police Details\Tomomi Masaoka response:	Work Type
context: Weather\Fine\Location of Incident\Vicinity of Tokyo, 13th Jurisdiction Control Area, 6th District\KT building, warehouse along the shore\Police Details\Tomomi Masaoka\Work Type response:	Latent Criminal Pursuit Apprehension Enforce-At-Will Authority Granted
context: Fine\Location of Incident\Vicinity of Tokyo, 13th Jurisdiction Control Area, 6th District\KT building, warehouse along the shore\Police Details\Tomomi Masaoka\Work Type\Latent Criminal Pursuit Apprehension Enforce-At-Will Authority Granted response:	Huh?
context: Location of Incident\Vicinity of Tokyo, 13th Jurisdiction Control Area, 6th District\KT building, warehouse along the shore\Police Details\Tomomi Masaoka\Work Type\Latent Criminal Pursuit Apprehension Enforce-At-Will Authority Granted\Huh? response:	Um...
context: Vicinity of Tokyo, 13th Jurisdiction Control Area, 6th District\KT building, warehouse along the shore\Police Details\Tomomi Masaoka\Work Type\Latent Criminal Pursuit Apprehension Enforce-At-Will Authority Granted\Huh?\Um... response:	Hmm?
context: KT building, warehouse along the shore\Police Details\Tomomi Masaoka\Work Type\Latent Criminal Pursuit Apprehension Enforce-At-Will Authority Granted\Huh?\Um...\Hmm? response:	Excuse me, are there any other tablets?
context: Police Details\Tomomi Masaoka\Work Type\Latent Criminal Pursuit Apprehension Enforce-At-Will Authority Granted\Huh?\Um...\Hmm?\Excuse me, are there any other tablets? response:	Enforcer Kougami is using the spare equipment.
context: Tomomi Masaoka\Work Type\Latent Criminal Pursuit Apprehension Enforce-At-Will Authority Granted\Huh?\Um...\Hmm?\Excuse me, are there any other tablets?\Enforcer Kougami is using the spare equipment. response:	But, um... Isn't Kougami...
context: Work Type\Latent Criminal Pursuit Apprehension Enforce-At-Will Authority Granted\Huh?\Um...\Hmm?\Excuse me, are there any other tablets?\Enforcer Kougami is using the spare equipment.\But, um... Isn't Kougami... response:	Ow!
context: Latent Criminal Pursuit Apprehension Enforce-At-Will Authority Granted\Huh?\Um...\Hmm?\Excuse me, are there any other tablets?\Enforcer Kougami is using the spare equipment.\But, um... Isn't Kougami...\Ow! response:	That hurt...
context: Huh?\Um...\Hmm?\Excuse me, are there any other tablets?\Enforcer Kougami is using the spare equipment.\But, um... Isn't Kougami...\Ow!\That hurt... response:	Here.
context: Um...\Hmm?\Excuse me, are there any other tablets?\Enforcer Kougami is using the spare equipment.\But, um... Isn't Kougami...\Ow!\That hurt...\Here. response:	Use this.
context: Hmm?\Excuse me, are there any other tablets?\Enforcer Kougami is using the spare equipment.\But, um... Isn't Kougami...\Ow!\That hurt...\Here.\Use this. response:	O-Okay.
context: Excuse me, are there any other tablets?\Enforcer Kougami is using the spare equipment.\But, um... Isn't Kougami...\Ow!\That hurt...\Here.\Use this.\O-Okay. response:	Sorry for getting in late.
context: Enforcer Kougami is using the spare equipment.\But, um... Isn't Kougami...\Ow!\That hurt...\Here.\Use this.\O-Okay.\Sorry for getting in late. response:	Oh? You're on duty tonight, young lady?
context: But, um... Isn't Kougami...\Ow!\That hurt...\Here.\Use this.\O-Okay.\Sorry for getting in late.\Oh? You're on duty tonight, young lady? response:	Ah, yes.
context: Ow!\That hurt...\Here.\Use this.\O-Okay.\Sorry for getting in late.\Oh? You're on duty tonight, young lady?\Ah, yes. response:	It must be tough after what happened yesterday.
context: That hurt...\Here.\Use this.\O-Okay.\Sorry for getting in late.\Oh? You're on duty tonight, young lady?\Ah, yes.\It must be tough after what happened yesterday. response:	Well, let's hope that today's a little quieter
context: Here.\Use this.\O-Okay.\Sorry for getting in late.\Oh? You're on duty tonight, young lady?\Ah, yes.\It must be tough after what happened yesterday.\Well, let's hope that today's a little quieter response:	This is an elevated Area Stress Level warning.
context: Use this.\O-Okay.\Sorry for getting in late.\Oh? You're on duty tonight, young lady?\Ah, yes.\It must be tough after what happened yesterday.\Well, let's hope that today's a little quieter\This is an elevated Area Stress Level warning. response:	A Psycho-Pass above the regulation value has been detected
context: O-Okay.\Sorry for getting in late.\Oh? You're on duty tonight, young lady?\Ah, yes.\It must be tough after what happened yesterday.\Well, let's hope that today's a little quieter\This is an elevated Area Stress Level warning.\A Psycho-Pass above the regulation value has been detected response:	inside Iko Gryce Hill in the Adachi ward.
context: Sorry for getting in late.\Oh? You're on duty tonight, young lady?\Ah, yes.\It must be tough after what happened yesterday.\Well, let's hope that today's a little quieter\This is an elevated Area Stress Level warning.\A Psycho-Pass above the regulation value has been detected\inside Iko Gryce Hill in the Adachi ward. response:	Inspector on duty, please accompany the Enforcers to the site immediately.
context: Oh? You're on duty tonight, young lady?\Ah, yes.\It must be tough after what happened yesterday.\Well, let's hope that today's a little quieter\This is an elevated Area Stress Level warning.\A Psycho-Pass above the regulation value has been detected\inside Iko Gryce Hill in the Adachi ward.\Inspector on duty, please accompany the Enforcers to the site immediately. response:	And just when I was hoping today would be quiet...
context: Ah, yes.\It must be tough after what happened yesterday.\Well, let's hope that today's a little quieter\This is an elevated Area Stress Level warning.\A Psycho-Pass above the regulation value has been detected\inside Iko Gryce Hill in the Adachi ward.\Inspector on duty, please accompany the Enforcers to the site immediately.\And just when I was hoping today would be quiet... response:	Well, our shift just ended, so... good luck.
context: It must be tough after what happened yesterday.\Well, let's hope that today's a little quieter\This is an elevated Area Stress Level warning.\A Psycho-Pass above the regulation value has been detected\inside Iko Gryce Hill in the Adachi ward.\Inspector on duty, please accompany the Enforcers to the site immediately.\And just when I was hoping today would be quiet...\Well, our shift just ended, so... good luck. response:	Would you like me to cover for Kougami?
context: Well, let's hope that today's a little quieter\This is an elevated Area Stress Level warning.\A Psycho-Pass above the regulation value has been detected\inside Iko Gryce Hill in the Adachi ward.\Inspector on duty, please accompany the Enforcers to the site immediately.\And just when I was hoping today would be quiet...\Well, our shift just ended, so... good luck.\Would you like me to cover for Kougami? response:	No, that won't be necessary.
context: This is an elevated Area Stress Level warning.\A Psycho-Pass above the regulation value has been detected\inside Iko Gryce Hill in the Adachi ward.\Inspector on duty, please accompany the Enforcers to the site immediately.\And just when I was hoping today would be quiet...\Well, our shift just ended, so... good luck.\Would you like me to cover for Kougami?\No, that won't be necessary. response:	Let's get going, Ms. Inspector.
context: A Psycho-Pass above the regulation value has been detected\inside Iko Gryce Hill in the Adachi ward.\Inspector on duty, please accompany the Enforcers to the site immediately.\And just when I was hoping today would be quiet...\Well, our shift just ended, so... good luck.\Would you like me to cover for Kougami?\No, that won't be necessary.\Let's get going, Ms. Inspector. response:	What?!
context: inside Iko Gryce Hill in the Adachi ward.\Inspector on duty, please accompany the Enforcers to the site immediately.\And just when I was hoping today would be quiet...\Well, our shift just ended, so... good luck.\Would you like me to cover for Kougami?\No, that won't be necessary.\Let's get going, Ms. Inspector.\What?! response:	Drones have been watching the entrances to the mall since the warning was triggered.
context: Inspector on duty, please accompany the Enforcers to the site immediately.\And just when I was hoping today would be quiet...\Well, our shift just ended, so... good luck.\Would you like me to cover for Kougami?\No, that won't be necessary.\Let's get going, Ms. Inspector.\What?!\Drones have been watching the entrances to the mall since the warning was triggered. response:	They haven't caught anyone yet.
context: And just when I was hoping today would be quiet...\Well, our shift just ended, so... good luck.\Would you like me to cover for Kougami?\No, that won't be necessary.\Let's get going, Ms. Inspector.\What?!\Drones have been watching the entrances to the mall since the warning was triggered.\They haven't caught anyone yet. response:	In other words, whoever's elevating the Area Stress level is still in the mall.
context: Well, our shift just ended, so... good luck.\Would you like me to cover for Kougami?\No, that won't be necessary.\Let's get going, Ms. Inspector.\What?!\Drones have been watching the entrances to the mall since the warning was triggered.\They haven't caught anyone yet.\In other words, whoever's elevating the Area Stress level is still in the mall. response:	Are we going to use Dominators?
context: Would you like me to cover for Kougami?\No, that won't be necessary.\Let's get going, Ms. Inspector.\What?!\Drones have been watching the entrances to the mall since the warning was triggered.\They haven't caught anyone yet.\In other words, whoever's elevating the Area Stress level is still in the mall.\Are we going to use Dominators? response:	We'll have them delivered to us as a precaution.
context: No, that won't be necessary.\Let's get going, Ms. Inspector.\What?!\Drones have been watching the entrances to the mall since the warning was triggered.\They haven't caught anyone yet.\In other words, whoever's elevating the Area Stress level is still in the mall.\Are we going to use Dominators?\We'll have them delivered to us as a precaution. response:	but we probably won't need them.
context: Let's get going, Ms. Inspector.\What?!\Drones have been watching the entrances to the mall since the warning was triggered.\They haven't caught anyone yet.\In other words, whoever's elevating the Area Stress level is still in the mall.\Are we going to use Dominators?\We'll have them delivered to us as a precaution.\but we probably won't need them. response:	Well then, shall we go?
context: What?!\Drones have been watching the entrances to the mall since the warning was triggered.\They haven't caught anyone yet.\In other words, whoever's elevating the Area Stress level is still in the mall.\Are we going to use Dominators?\We'll have them delivered to us as a precaution.\but we probably won't need them.\Well then, shall we go? response:	Do you feel uncomfortable?
context: Drones have been watching the entrances to the mall since the warning was triggered.\They haven't caught anyone yet.\In other words, whoever's elevating the Area Stress level is still in the mall.\Are we going to use Dominators?\We'll have them delivered to us as a precaution.\but we probably won't need them.\Well then, shall we go?\Do you feel uncomfortable? response:	I thought your generation was used to playing with holo-suits on.
context: They haven't caught anyone yet.\In other words, whoever's elevating the Area Stress level is still in the mall.\Are we going to use Dominators?\We'll have them delivered to us as a precaution.\but we probably won't need them.\Well then, shall we go?\Do you feel uncomfortable?\I thought your generation was used to playing with holo-suits on. response:	It feels a bit weird with my whole body as an Avatar.
context: In other words, whoever's elevating the Area Stress level is still in the mall.\Are we going to use Dominators?\We'll have them delivered to us as a precaution.\but we probably won't need them.\Well then, shall we go?\Do you feel uncomfortable?\I thought your generation was used to playing with holo-suits on.\It feels a bit weird with my whole body as an Avatar. response:	It's okay, so let me see.
context: Are we going to use Dominators?\We'll have them delivered to us as a precaution.\but we probably won't need them.\Well then, shall we go?\Do you feel uncomfortable?\I thought your generation was used to playing with holo-suits on.\It feels a bit weird with my whole body as an Avatar.\It's okay, so let me see. response:	Oh, stop it.
context: We'll have them delivered to us as a precaution.\but we probably won't need them.\Well then, shall we go?\Do you feel uncomfortable?\I thought your generation was used to playing with holo-suits on.\It feels a bit weird with my whole body as an Avatar.\It's okay, so let me see.\Oh, stop it. response:	Not a chance!
context: but we probably won't need them.\Well then, shall we go?\Do you feel uncomfortable?\I thought your generation was used to playing with holo-suits on.\It feels a bit weird with my whole body as an Avatar.\It's okay, so let me see.\Oh, stop it.\Not a chance! response:	Oh, there's our man.
context: Well then, shall we go?\Do you feel uncomfortable?\I thought your generation was used to playing with holo-suits on.\It feels a bit weird with my whole body as an Avatar.\It's okay, so let me see.\Oh, stop it.\Not a chance!\Oh, there's our man. response:	On the right, hiding behind the front column.
context: Do you feel uncomfortable?\I thought your generation was used to playing with holo-suits on.\It feels a bit weird with my whole body as an Avatar.\It's okay, so let me see.\Oh, stop it.\Not a chance!\Oh, there's our man.\On the right, hiding behind the front column. response:	But... How can you tell without even using a scanner?
context: I thought your generation was used to playing with holo-suits on.\It feels a bit weird with my whole body as an Avatar.\It's okay, so let me see.\Oh, stop it.\Not a chance!\Oh, there's our man.\On the right, hiding behind the front column.\But... How can you tell without even using a scanner? response:	A beast can sniff out another beast's scent.
context: It feels a bit weird with my whole body as an Avatar.\It's okay, so let me see.\Oh, stop it.\Not a chance!\Oh, there's our man.\On the right, hiding behind the front column.\But... How can you tell without even using a scanner?\A beast can sniff out another beast's scent. response:	Excuse me. Could we please measure your Psycho-Pass?
context: It's okay, so let me see.\Oh, stop it.\Not a chance!\Oh, there's our man.\On the right, hiding behind the front column.\But... How can you tell without even using a scanner?\A beast can sniff out another beast's scent.\Excuse me. Could we please measure your Psycho-Pass? response:	Whoa... It's looking pretty cloudy.
context: Oh, stop it.\Not a chance!\Oh, there's our man.\On the right, hiding behind the front column.\But... How can you tell without even using a scanner?\A beast can sniff out another beast's scent.\Excuse me. Could we please measure your Psycho-Pass?\Whoa... It's looking pretty cloudy. response:	My assessment is that you require emergency therapy.
