context: Hey, you! response:	How are All Might's classes?
context: After all's said and done, Midoriya can be pretty fired up, anyway!\And Yaoyorozu was cool when we were going over the battle results!\There are a lot of people today, too!\That's because everyone in the hero course,\support course, and management course meets in the same place.\The rice is so delicious!\Even though I've been chosen as class rep, I don't know if I'm qualified for it.\You are. response:	It'll be fine.
context: And Yaoyorozu was cool when we were going over the battle results!\There are a lot of people today, too!\That's because everyone in the hero course,\support course, and management course meets in the same place.\The rice is so delicious!\Even though I've been chosen as class rep, I don't know if I'm qualified for it.\You are.\It'll be fine. response:	Your courage and judgment at critical moments...
context: There are a lot of people today, too!\That's because everyone in the hero course,\support course, and management course meets in the same place.\The rice is so delicious!\Even though I've been chosen as class rep, I don't know if I'm qualified for it.\You are.\It'll be fine.\Your courage and judgment at critical moments... response:	That is why I voted for you.
context: That's because everyone in the hero course,\support course, and management course meets in the same place.\The rice is so delicious!\Even though I've been chosen as class rep, I don't know if I'm qualified for it.\You are.\It'll be fine.\Your courage and judgment at critical moments...\That is why I voted for you. response:	It was you?
context: support course, and management course meets in the same place.\The rice is so delicious!\Even though I've been chosen as class rep, I don't know if I'm qualified for it.\You are.\It'll be fine.\Your courage and judgment at critical moments...\That is why I voted for you.\It was you? response:	But didn't you want to be class rep, too, Iida?
context: The rice is so delicious!\Even though I've been chosen as class rep, I don't know if I'm qualified for it.\You are.\It'll be fine.\Your courage and judgment at critical moments...\That is why I voted for you.\It was you?\But didn't you want to be class rep, too, Iida? response:	With glasses and everything.
context: Even though I've been chosen as class rep, I don't know if I'm qualified for it.\You are.\It'll be fine.\Your courage and judgment at critical moments...\That is why I voted for you.\It was you?\But didn't you want to be class rep, too, Iida?\With glasses and everything. response:	Uraraka just talks without thinking...
context: You are.\It'll be fine.\Your courage and judgment at critical moments...\That is why I voted for you.\It was you?\But didn't you want to be class rep, too, Iida?\With glasses and everything.\Uraraka just talks without thinking... response:	Wanting to do it and being suitable for it are different issues.
context: It'll be fine.\Your courage and judgment at critical moments...\That is why I voted for you.\It was you?\But didn't you want to be class rep, too, Iida?\With glasses and everything.\Uraraka just talks without thinking...\Wanting to do it and being suitable for it are different issues. response:	I merely did what I judged to be correct.
context: Your courage and judgment at critical moments...\That is why I voted for you.\It was you?\But didn't you want to be class rep, too, Iida?\With glasses and everything.\Uraraka just talks without thinking...\Wanting to do it and being suitable for it are different issues.\I merely did what I judged to be correct. response:	Oh, that's...
context: That is why I voted for you.\It was you?\But didn't you want to be class rep, too, Iida?\With glasses and everything.\Uraraka just talks without thinking...\Wanting to do it and being suitable for it are different issues.\I merely did what I judged to be correct.\Oh, that's... response:	I've been thinking...
context: It was you?\But didn't you want to be class rep, too, Iida?\With glasses and everything.\Uraraka just talks without thinking...\Wanting to do it and being suitable for it are different issues.\I merely did what I judged to be correct.\Oh, that's...\I've been thinking... response:	Are you a rich boy, Iida?
context: But didn't you want to be class rep, too, Iida?\With glasses and everything.\Uraraka just talks without thinking...\Wanting to do it and being suitable for it are different issues.\I merely did what I judged to be correct.\Oh, that's...\I've been thinking...\Are you a rich boy, Iida? response:	Rich!
context: With glasses and everything.\Uraraka just talks without thinking...\Wanting to do it and being suitable for it are different issues.\I merely did what I judged to be correct.\Oh, that's...\I've been thinking...\Are you a rich boy, Iida?\Rich! response:	I tried to change how I talk because I didn't want to be called that.
context: Uraraka just talks without thinking...\Wanting to do it and being suitable for it are different issues.\I merely did what I judged to be correct.\Oh, that's...\I've been thinking...\Are you a rich boy, Iida?\Rich!\I tried to change how I talk because I didn't want to be called that. response:	Yes, my family has been heroes for generations.
context: Wanting to do it and being suitable for it are different issues.\I merely did what I judged to be correct.\Oh, that's...\I've been thinking...\Are you a rich boy, Iida?\Rich!\I tried to change how I talk because I didn't want to be called that.\Yes, my family has been heroes for generations. response:	I'm the second son.
context: I merely did what I judged to be correct.\Oh, that's...\I've been thinking...\Are you a rich boy, Iida?\Rich!\I tried to change how I talk because I didn't want to be called that.\Yes, my family has been heroes for generations.\I'm the second son. response:	What?! Wow!
context: Oh, that's...\I've been thinking...\Are you a rich boy, Iida?\Rich!\I tried to change how I talk because I didn't want to be called that.\Yes, my family has been heroes for generations.\I'm the second son.\What?! Wow! response:	What?! Wow!
context: I've been thinking...\Are you a rich boy, Iida?\Rich!\I tried to change how I talk because I didn't want to be called that.\Yes, my family has been heroes for generations.\I'm the second son.\What?! Wow!\What?! Wow! response:	Do you know the Turbo Hero, Ingenium?
context: Are you a rich boy, Iida?\Rich!\I tried to change how I talk because I didn't want to be called that.\Yes, my family has been heroes for generations.\I'm the second son.\What?! Wow!\What?! Wow!\Do you know the Turbo Hero, Ingenium? response:	Of course!
context: Rich!\I tried to change how I talk because I didn't want to be called that.\Yes, my family has been heroes for generations.\I'm the second son.\What?! Wow!\What?! Wow!\Do you know the Turbo Hero, Ingenium?\Of course! response:	He's a really popular hero who has 65 sidekicks working at his Tokyo agency!
context: I tried to change how I talk because I didn't want to be called that.\Yes, my family has been heroes for generations.\I'm the second son.\What?! Wow!\What?! Wow!\Do you know the Turbo Hero, Ingenium?\Of course!\He's a really popular hero who has 65 sidekicks working at his Tokyo agency! response:	Don't tell me...!
context: Yes, my family has been heroes for generations.\I'm the second son.\What?! Wow!\What?! Wow!\Do you know the Turbo Hero, Ingenium?\Of course!\He's a really popular hero who has 65 sidekicks working at his Tokyo agency!\Don't tell me...! response:	He is my elder brother!
context: I'm the second son.\What?! Wow!\What?! Wow!\Do you know the Turbo Hero, Ingenium?\Of course!\He's a really popular hero who has 65 sidekicks working at his Tokyo agency!\Don't tell me...!\He is my elder brother! response:	He's telling us straight out!
context: What?! Wow!\What?! Wow!\Do you know the Turbo Hero, Ingenium?\Of course!\He's a really popular hero who has 65 sidekicks working at his Tokyo agency!\Don't tell me...!\He is my elder brother!\He's telling us straight out! response:	That's amazing!
context: What?! Wow!\Do you know the Turbo Hero, Ingenium?\Of course!\He's a really popular hero who has 65 sidekicks working at his Tokyo agency!\Don't tell me...!\He is my elder brother!\He's telling us straight out!\That's amazing! response:	He is a likable hero who honors the rules and leads people.
context: Do you know the Turbo Hero, Ingenium?\Of course!\He's a really popular hero who has 65 sidekicks working at his Tokyo agency!\Don't tell me...!\He is my elder brother!\He's telling us straight out!\That's amazing!\He is a likable hero who honors the rules and leads people. response:	I set my sights on being a hero because I want to be like my brother.
context: Of course!\He's a really popular hero who has 65 sidekicks working at his Tokyo agency!\Don't tell me...!\He is my elder brother!\He's telling us straight out!\That's amazing!\He is a likable hero who honors the rules and leads people.\I set my sights on being a hero because I want to be like my brother. response:	However, I think it is still too soon for me to lead others.
context: He's a really popular hero who has 65 sidekicks working at his Tokyo agency!\Don't tell me...!\He is my elder brother!\He's telling us straight out!\That's amazing!\He is a likable hero who honors the rules and leads people.\I set my sights on being a hero because I want to be like my brother.\However, I think it is still too soon for me to lead others. response:	Unlike me, Midoriya realized the point of the practical portion of the entrance exam,
context: Don't tell me...!\He is my elder brother!\He's telling us straight out!\That's amazing!\He is a likable hero who honors the rules and leads people.\I set my sights on being a hero because I want to be like my brother.\However, I think it is still too soon for me to lead others.\Unlike me, Midoriya realized the point of the practical portion of the entrance exam, response:	so he is more suitable for the job.
context: He is my elder brother!\He's telling us straight out!\That's amazing!\He is a likable hero who honors the rules and leads people.\I set my sights on being a hero because I want to be like my brother.\However, I think it is still too soon for me to lead others.\Unlike me, Midoriya realized the point of the practical portion of the entrance exam,\so he is more suitable for the job. response:	This might be the first time I've seen you smile, Iida.
context: He's telling us straight out!\That's amazing!\He is a likable hero who honors the rules and leads people.\I set my sights on being a hero because I want to be like my brother.\However, I think it is still too soon for me to lead others.\Unlike me, Midoriya realized the point of the practical portion of the entrance exam,\so he is more suitable for the job.\This might be the first time I've seen you smile, Iida. response:	What, really?
context: That's amazing!\He is a likable hero who honors the rules and leads people.\I set my sights on being a hero because I want to be like my brother.\However, I think it is still too soon for me to lead others.\Unlike me, Midoriya realized the point of the practical portion of the entrance exam,\so he is more suitable for the job.\This might be the first time I've seen you smile, Iida.\What, really? response:	I smile!
context: He is a likable hero who honors the rules and leads people.\I set my sights on being a hero because I want to be like my brother.\However, I think it is still too soon for me to lead others.\Unlike me, Midoriya realized the point of the practical portion of the entrance exam,\so he is more suitable for the job.\This might be the first time I've seen you smile, Iida.\What, really?\I smile! response:	Ingenium is to Iida what All Might is to me.
context: I set my sights on being a hero because I want to be like my brother.\However, I think it is still too soon for me to lead others.\Unlike me, Midoriya realized the point of the practical portion of the entrance exam,\so he is more suitable for the job.\This might be the first time I've seen you smile, Iida.\What, really?\I smile!\Ingenium is to Iida what All Might is to me. response:	But, I should tell him...
context: However, I think it is still too soon for me to lead others.\Unlike me, Midoriya realized the point of the practical portion of the entrance exam,\so he is more suitable for the job.\This might be the first time I've seen you smile, Iida.\What, really?\I smile!\Ingenium is to Iida what All Might is to me.\But, I should tell him... response:	About the entrance exam...
context: Unlike me, Midoriya realized the point of the practical portion of the entrance exam,\so he is more suitable for the job.\This might be the first time I've seen you smile, Iida.\What, really?\I smile!\Ingenium is to Iida what All Might is to me.\But, I should tell him...\About the entrance exam... response:	An alarm?!
context: so he is more suitable for the job.\This might be the first time I've seen you smile, Iida.\What, really?\I smile!\Ingenium is to Iida what All Might is to me.\But, I should tell him...\About the entrance exam...\An alarm?! response:	There has been a Level 3 security breach.
context: This might be the first time I've seen you smile, Iida.\What, really?\I smile!\Ingenium is to Iida what All Might is to me.\But, I should tell him...\About the entrance exam...\An alarm?!\There has been a Level 3 security breach. response:	What?!
context: What, really?\I smile!\Ingenium is to Iida what All Might is to me.\But, I should tell him...\About the entrance exam...\An alarm?!\There has been a Level 3 security breach.\What?! response:	All students please evacuate outdoors promptly.
context: I smile!\Ingenium is to Iida what All Might is to me.\But, I should tell him...\About the entrance exam...\An alarm?!\There has been a Level 3 security breach.\What?!\All students please evacuate outdoors promptly. response:	I repeat...
context: Ingenium is to Iida what All Might is to me.\But, I should tell him...\About the entrance exam...\An alarm?!\There has been a Level 3 security breach.\What?!\All students please evacuate outdoors promptly.\I repeat... response:	What's Level 3 security?
context: But, I should tell him...\About the entrance exam...\An alarm?!\There has been a Level 3 security breach.\What?!\All students please evacuate outdoors promptly.\I repeat...\What's Level 3 security? response:	It means someone is trespassing on school grounds!
context: About the entrance exam...\An alarm?!\There has been a Level 3 security breach.\What?!\All students please evacuate outdoors promptly.\I repeat...\What's Level 3 security?\It means someone is trespassing on school grounds! response:	I've never seen anything like this in the three years I've been here!
context: An alarm?!\There has been a Level 3 security breach.\What?!\All students please evacuate outdoors promptly.\I repeat...\What's Level 3 security?\It means someone is trespassing on school grounds!\I've never seen anything like this in the three years I've been here! response:	You should hurry, too!
context: There has been a Level 3 security breach.\What?!\All students please evacuate outdoors promptly.\I repeat...\What's Level 3 security?\It means someone is trespassing on school grounds!\I've never seen anything like this in the three years I've been here!\You should hurry, too! response:	Don't push!
context: What?!\All students please evacuate outdoors promptly.\I repeat...\What's Level 3 security?\It means someone is trespassing on school grounds!\I've never seen anything like this in the three years I've been here!\You should hurry, too!\Don't push! response:	Wait, I'm falling!
context: All students please evacuate outdoors promptly.\I repeat...\What's Level 3 security?\It means someone is trespassing on school grounds!\I've never seen anything like this in the three years I've been here!\You should hurry, too!\Don't push!\Wait, I'm falling! response:	I said, don't push!
context: I repeat...\What's Level 3 security?\It means someone is trespassing on school grounds!\I've never seen anything like this in the three years I've been here!\You should hurry, too!\Don't push!\Wait, I'm falling!\I said, don't push! response:	Ow...!
context: What's Level 3 security?\It means someone is trespassing on school grounds!\I've never seen anything like this in the three years I've been here!\You should hurry, too!\Don't push!\Wait, I'm falling!\I said, don't push!\Ow...! response:	What's going on all of a sudden?
context: It means someone is trespassing on school grounds!\I've never seen anything like this in the three years I've been here!\You should hurry, too!\Don't push!\Wait, I'm falling!\I said, don't push!\Ow...!\What's going on all of a sudden? response:	As expected of the best of the best.
context: I've never seen anything like this in the three years I've been here!\You should hurry, too!\Don't push!\Wait, I'm falling!\I said, don't push!\Ow...!\What's going on all of a sudden?\As expected of the best of the best. response:	Everyone reacts quickly in a crisis!
context: You should hurry, too!\Don't push!\Wait, I'm falling!\I said, don't push!\Ow...!\What's going on all of a sudden?\As expected of the best of the best.\Everyone reacts quickly in a crisis! response:	Th-They're so quick that it's causing a panic!
context: Don't push!\Wait, I'm falling!\I said, don't push!\Ow...!\What's going on all of a sudden?\As expected of the best of the best.\Everyone reacts quickly in a crisis!\Th-They're so quick that it's causing a panic! response:	Oh, shoot!
context: Wait, I'm falling!\I said, don't push!\Ow...!\What's going on all of a sudden?\As expected of the best of the best.\Everyone reacts quickly in a crisis!\Th-They're so quick that it's causing a panic!\Oh, shoot! response:	Midoriya!
context: I said, don't push!\Ow...!\What's going on all of a sudden?\As expected of the best of the best.\Everyone reacts quickly in a crisis!\Th-They're so quick that it's causing a panic!\Oh, shoot!\Midoriya! response:	Deku!
context: Ow...!\What's going on all of a sudden?\As expected of the best of the best.\Everyone reacts quickly in a crisis!\Th-They're so quick that it's causing a panic!\Oh, shoot!\Midoriya!\Deku! response:	Who in the world trespassed?
context: What's going on all of a sudden?\As expected of the best of the best.\Everyone reacts quickly in a crisis!\Th-They're so quick that it's causing a panic!\Oh, shoot!\Midoriya!\Deku!\Who in the world trespassed? response:	That's...
context: As expected of the best of the best.\Everyone reacts quickly in a crisis!\Th-They're so quick that it's causing a panic!\Oh, shoot!\Midoriya!\Deku!\Who in the world trespassed?\That's... response:	Give us All Might!
context: Everyone reacts quickly in a crisis!\Th-They're so quick that it's causing a panic!\Oh, shoot!\Midoriya!\Deku!\Who in the world trespassed?\That's...\Give us All Might! response:	He's here, isn't he?!
context: Th-They're so quick that it's causing a panic!\Oh, shoot!\Midoriya!\Deku!\Who in the world trespassed?\That's...\Give us All Might!\He's here, isn't he?! response:	We told you, he's not here!
context: Oh, shoot!\Midoriya!\Deku!\Who in the world trespassed?\That's...\Give us All Might!\He's here, isn't he?!\We told you, he's not here! response:	If you just give us one brief comment, we'll leave!
context: Midoriya!\Deku!\Who in the world trespassed?\That's...\Give us All Might!\He's here, isn't he?!\We told you, he's not here!\If you just give us one brief comment, we'll leave! response:	If you get one, you'll want another, that's just how you are.
context: Deku!\Who in the world trespassed?\That's...\Give us All Might!\He's here, isn't he?!\We told you, he's not here!\If you just give us one brief comment, we'll leave!\If you get one, you'll want another, that's just how you are. response:	They're illegal trespassers, you know.
context: Who in the world trespassed?\That's...\Give us All Might!\He's here, isn't he?!\We told you, he's not here!\If you just give us one brief comment, we'll leave!\If you get one, you'll want another, that's just how you are.\They're illegal trespassers, you know. response:	You could call them villains.
context: That's...\Give us All Might!\He's here, isn't he?!\We told you, he's not here!\If you just give us one brief comment, we'll leave!\If you get one, you'll want another, that's just how you are.\They're illegal trespassers, you know.\You could call them villains. response:	You think we can beat'em up?
context: Give us All Might!\He's here, isn't he?!\We told you, he's not here!\If you just give us one brief comment, we'll leave!\If you get one, you'll want another, that's just how you are.\They're illegal trespassers, you know.\You could call them villains.\You think we can beat'em up? response:	Don't do it, Mic.
context: He's here, isn't he?!\We told you, he's not here!\If you just give us one brief comment, we'll leave!\If you get one, you'll want another, that's just how you are.\They're illegal trespassers, you know.\You could call them villains.\You think we can beat'em up?\Don't do it, Mic. response:	They'll write up a bunch of half-truths about you.
context: We told you, he's not here!\If you just give us one brief comment, we'll leave!\If you get one, you'll want another, that's just how you are.\They're illegal trespassers, you know.\You could call them villains.\You think we can beat'em up?\Don't do it, Mic.\They'll write up a bunch of half-truths about you. response:	Let's wait for the police.
context: If you just give us one brief comment, we'll leave!\If you get one, you'll want another, that's just how you are.\They're illegal trespassers, you know.\You could call them villains.\You think we can beat'em up?\Don't do it, Mic.\They'll write up a bunch of half-truths about you.\Let's wait for the police. response:	I wondered what it was, but it's just the media.
context: If you get one, you'll want another, that's just how you are.\They're illegal trespassers, you know.\You could call them villains.\You think we can beat'em up?\Don't do it, Mic.\They'll write up a bunch of half-truths about you.\Let's wait for the police.\I wondered what it was, but it's just the media. response:	Everyone, calm dow
context: They're illegal trespassers, you know.\You could call them villains.\You think we can beat'em up?\Don't do it, Mic.\They'll write up a bunch of half-truths about you.\Let's wait for the police.\I wondered what it was, but it's just the media.\Everyone, calm dow response:	Ouch!
context: You could call them villains.\You think we can beat'em up?\Don't do it, Mic.\They'll write up a bunch of half-truths about you.\Let's wait for the police.\I wondered what it was, but it's just the media.\Everyone, calm dow\Ouch! response:	Wait, someone fell!
context: You think we can beat'em up?\Don't do it, Mic.\They'll write up a bunch of half-truths about you.\Let's wait for the police.\I wondered what it was, but it's just the media.\Everyone, calm dow\Ouch!\Wait, someone fell! response:	Don't push!
context: Don't do it, Mic.\They'll write up a bunch of half-truths about you.\Let's wait for the police.\I wondered what it was, but it's just the media.\Everyone, calm dow\Ouch!\Wait, someone fell!\Don't push! response:	Where are the teachers?!
context: They'll write up a bunch of half-truths about you.\Let's wait for the police.\I wondered what it was, but it's just the media.\Everyone, calm dow\Ouch!\Wait, someone fell!\Don't push!\Where are the teachers?! response:	Are they busy trying to deal with everything?!
context: Let's wait for the police.\I wondered what it was, but it's just the media.\Everyone, calm dow\Ouch!\Wait, someone fell!\Don't push!\Where are the teachers?!\Are they busy trying to deal with everything?! response:	Everyone, stop!
context: I wondered what it was, but it's just the media.\Everyone, calm dow\Ouch!\Wait, someone fell!\Don't push!\Where are the teachers?!\Are they busy trying to deal with everything?!\Everyone, stop! response:	Slow down! Slow down!
context: Everyone, calm dow\Ouch!\Wait, someone fell!\Don't push!\Where are the teachers?!\Are they busy trying to deal with everything?!\Everyone, stop!\Slow down! Slow down! response:	Kirishima! Kaminari!
context: Ouch!\Wait, someone fell!\Don't push!\Where are the teachers?!\Are they busy trying to deal with everything?!\Everyone, stop!\Slow down! Slow down!\Kirishima! Kaminari! response:	What the heck?!
context: Wait, someone fell!\Don't push!\Where are the teachers?!\Are they busy trying to deal with everything?!\Everyone, stop!\Slow down! Slow down!\Kirishima! Kaminari!\What the heck?! response:	Is there anyone here who knows everything is fine?!
context: Don't push!\Where are the teachers?!\Are they busy trying to deal with everything?!\Everyone, stop!\Slow down! Slow down!\Kirishima! Kaminari!\What the heck?!\Is there anyone here who knows everything is fine?! response:	No one has noticed and everyone's panicking!
context: Where are the teachers?!\Are they busy trying to deal with everything?!\Everyone, stop!\Slow down! Slow down!\Kirishima! Kaminari!\What the heck?!\Is there anyone here who knows everything is fine?!\No one has noticed and everyone's panicking! response:	Uraraka!
context: Are they busy trying to deal with everything?!\Everyone, stop!\Slow down! Slow down!\Kirishima! Kaminari!\What the heck?!\Is there anyone here who knows everything is fine?!\No one has noticed and everyone's panicking!\Uraraka! response:	Iida!
context: Everyone, stop!\Slow down! Slow down!\Kirishima! Kaminari!\What the heck?!\Is there anyone here who knows everything is fine?!\No one has noticed and everyone's panicking!\Uraraka!\Iida! response:	What Midoriya...
context: Slow down! Slow down!\Kirishima! Kaminari!\What the heck?!\Is there anyone here who knows everything is fine?!\No one has noticed and everyone's panicking!\Uraraka!\Iida!\What Midoriya... response:	Uraraka!
context: Kirishima! Kaminari!\What the heck?!\Is there anyone here who knows everything is fine?!\No one has noticed and everyone's panicking!\Uraraka!\Iida!\What Midoriya...\Uraraka! response:	Make me...
context: What the heck?!\Is there anyone here who knows everything is fine?!\No one has noticed and everyone's panicking!\Uraraka!\Iida!\What Midoriya...\Uraraka!\Make me... response:	Make me float, Uraraka!
context: Is there anyone here who knows everything is fine?!\No one has noticed and everyone's panicking!\Uraraka!\Iida!\What Midoriya...\Uraraka!\Make me...\Make me float, Uraraka! response:	A place in everyone's line of sight...!
context: No one has noticed and everyone's panicking!\Uraraka!\Iida!\What Midoriya...\Uraraka!\Make me...\Make me float, Uraraka!\A place in everyone's line of sight...! response:	Engine boost!
context: Uraraka!\Iida!\What Midoriya...\Uraraka!\Make me...\Make me float, Uraraka!\A place in everyone's line of sight...!\Engine boost! response:	Iida...!
context: Iida!\What Midoriya...\Uraraka!\Make me...\Make me float, Uraraka!\A place in everyone's line of sight...!\Engine boost!\Iida...! response:	Be concise... clear... and bold!
context: What Midoriya...\Uraraka!\Make me...\Make me float, Uraraka!\A place in everyone's line of sight...!\Engine boost!\Iida...!\Be concise... clear... and bold! response:	Everyone, everything is fine!
context: Uraraka!\Make me...\Make me float, Uraraka!\A place in everyone's line of sight...!\Engine boost!\Iida...!\Be concise... clear... and bold!\Everyone, everything is fine! response:	It is just the media!
context: Make me...\Make me float, Uraraka!\A place in everyone's line of sight...!\Engine boost!\Iida...!\Be concise... clear... and bold!\Everyone, everything is fine!\It is just the media! response:	There is nothing to panic about!
context: Make me float, Uraraka!\A place in everyone's line of sight...!\Engine boost!\Iida...!\Be concise... clear... and bold!\Everyone, everything is fine!\It is just the media!\There is nothing to panic about! response:	Everything is fine!
context: A place in everyone's line of sight...!\Engine boost!\Iida...!\Be concise... clear... and bold!\Everyone, everything is fine!\It is just the media!\There is nothing to panic about!\Everything is fine! response:	This is U.A.!
context: Engine boost!\Iida...!\Be concise... clear... and bold!\Everyone, everything is fine!\It is just the media!\There is nothing to panic about!\Everything is fine!\This is U.A.! response:	Let us act in a way befitting the best of the best!
context: Iida...!\Be concise... clear... and bold!\Everyone, everything is fine!\It is just the media!\There is nothing to panic about!\Everything is fine!\This is U.A.!\Let us act in a way befitting the best of the best! response:	The police are here!
context: Be concise... clear... and bold!\Everyone, everything is fine!\It is just the media!\There is nothing to panic about!\Everything is fine!\This is U.A.!\Let us act in a way befitting the best of the best!\The police are here! response:	Oh, good...
context: Everyone, everything is fine!\It is just the media!\There is nothing to panic about!\Everything is fine!\This is U.A.!\Let us act in a way befitting the best of the best!\The police are here!\Oh, good... response:	Goodbye, bad mass media!
context: It is just the media!\There is nothing to panic about!\Everything is fine!\This is U.A.!\Let us act in a way befitting the best of the best!\The police are here!\Oh, good...\Goodbye, bad mass media! response:	Come on, class rep.
context: There is nothing to panic about!\Everything is fine!\This is U.A.!\Let us act in a way befitting the best of the best!\The police are here!\Oh, good...\Goodbye, bad mass media!\Come on, class rep. response:	Start.
context: Everything is fine!\This is U.A.!\Let us act in a way befitting the best of the best!\The police are here!\Oh, good...\Goodbye, bad mass media!\Come on, class rep.\Start. response:	N-Now, let us decide on the other class officers...
context: This is U.A.!\Let us act in a way befitting the best of the best!\The police are here!\Oh, good...\Goodbye, bad mass media!\Come on, class rep.\Start.\N-Now, let us decide on the other class officers... response:	But first...
context: Let us act in a way befitting the best of the best!\The police are here!\Oh, good...\Goodbye, bad mass media!\Come on, class rep.\Start.\N-Now, let us decide on the other class officers...\But first... response:	I think... that Iida Tenya should be the class rep after all!
context: The police are here!\Oh, good...\Goodbye, bad mass media!\Come on, class rep.\Start.\N-Now, let us decide on the other class officers...\But first...\I think... that Iida Tenya should be the class rep after all! response:	He was able to get everyone's attention in such a cool way.
context: Oh, good...\Goodbye, bad mass media!\Come on, class rep.\Start.\N-Now, let us decide on the other class officers...\But first...\I think... that Iida Tenya should be the class rep after all!\He was able to get everyone's attention in such a cool way. response:	I think... it would be best for Iida to do it.
context: Goodbye, bad mass media!\Come on, class rep.\Start.\N-Now, let us decide on the other class officers...\But first...\I think... that Iida Tenya should be the class rep after all!\He was able to get everyone's attention in such a cool way.\I think... it would be best for Iida to do it. response:	I'm good with that, too.
context: Come on, class rep.\Start.\N-Now, let us decide on the other class officers...\But first...\I think... that Iida Tenya should be the class rep after all!\He was able to get everyone's attention in such a cool way.\I think... it would be best for Iida to do it.\I'm good with that, too. response:	Midoriya's saying it...
context: Start.\N-Now, let us decide on the other class officers...\But first...\I think... that Iida Tenya should be the class rep after all!\He was able to get everyone's attention in such a cool way.\I think... it would be best for Iida to do it.\I'm good with that, too.\Midoriya's saying it... response:	Yeah...
context: N-Now, let us decide on the other class officers...\But first...\I think... that Iida Tenya should be the class rep after all!\He was able to get everyone's attention in such a cool way.\I think... it would be best for Iida to do it.\I'm good with that, too.\Midoriya's saying it...\Yeah... response:	You're wasting time.
context: But first...\I think... that Iida Tenya should be the class rep after all!\He was able to get everyone's attention in such a cool way.\I think... it would be best for Iida to do it.\I'm good with that, too.\Midoriya's saying it...\Yeah...\You're wasting time. response:	I don't care what you do, just hurry up and do it.
context: I think... that Iida Tenya should be the class rep after all!\He was able to get everyone's attention in such a cool way.\I think... it would be best for Iida to do it.\I'm good with that, too.\Midoriya's saying it...\Yeah...\You're wasting time.\I don't care what you do, just hurry up and do it. response:	If the class rep has nominated me, then it cannot be helped.
context: He was able to get everyone's attention in such a cool way.\I think... it would be best for Iida to do it.\I'm good with that, too.\Midoriya's saying it...\Yeah...\You're wasting time.\I don't care what you do, just hurry up and do it.\If the class rep has nominated me, then it cannot be helped. response:	From this day forth, I, Iida Tenya,
context: I think... it would be best for Iida to do it.\I'm good with that, too.\Midoriya's saying it...\Yeah...\You're wasting time.\I don't care what you do, just hurry up and do it.\If the class rep has nominated me, then it cannot be helped.\From this day forth, I, Iida Tenya, response:	promise to do my best to carry out the duties of class representative!
context: I'm good with that, too.\Midoriya's saying it...\Yeah...\You're wasting time.\I don't care what you do, just hurry up and do it.\If the class rep has nominated me, then it cannot be helped.\From this day forth, I, Iida Tenya,\promise to do my best to carry out the duties of class representative! response:	We're counting on you, Emergency Exit!
context: Midoriya's saying it...\Yeah...\You're wasting time.\I don't care what you do, just hurry up and do it.\If the class rep has nominated me, then it cannot be helped.\From this day forth, I, Iida Tenya,\promise to do my best to carry out the duties of class representative!\We're counting on you, Emergency Exit! response:	Emergency Exit Iida!
context: Yeah...\You're wasting time.\I don't care what you do, just hurry up and do it.\If the class rep has nominated me, then it cannot be helped.\From this day forth, I, Iida Tenya,\promise to do my best to carry out the duties of class representative!\We're counting on you, Emergency Exit!\Emergency Exit Iida! response:	Do your best!
context: You're wasting time.\I don't care what you do, just hurry up and do it.\If the class rep has nominated me, then it cannot be helped.\From this day forth, I, Iida Tenya,\promise to do my best to carry out the duties of class representative!\We're counting on you, Emergency Exit!\Emergency Exit Iida!\Do your best! response:	What about me...?
context: I don't care what you do, just hurry up and do it.\If the class rep has nominated me, then it cannot be helped.\From this day forth, I, Iida Tenya,\promise to do my best to carry out the duties of class representative!\We're counting on you, Emergency Exit!\Emergency Exit Iida!\Do your best!\What about me...? response:	How were the ordinary members of the press able to do something like this?
context: If the class rep has nominated me, then it cannot be helped.\From this day forth, I, Iida Tenya,\promise to do my best to carry out the duties of class representative!\We're counting on you, Emergency Exit!\Emergency Exit Iida!\Do your best!\What about me...?\How were the ordinary members of the press able to do something like this? response:	Someone instigated this.
context: From this day forth, I, Iida Tenya,\promise to do my best to carry out the duties of class representative!\We're counting on you, Emergency Exit!\Emergency Exit Iida!\Do your best!\What about me...?\How were the ordinary members of the press able to do something like this?\Someone instigated this. response:	Did someone evil slip in...
context: promise to do my best to carry out the duties of class representative!\We're counting on you, Emergency Exit!\Emergency Exit Iida!\Do your best!\What about me...?\How were the ordinary members of the press able to do something like this?\Someone instigated this.\Did someone evil slip in... response:	Listen heroes, don't come after me.
context: We're counting on you, Emergency Exit!\Emergency Exit Iida!\Do your best!\What about me...?\How were the ordinary members of the press able to do something like this?\Someone instigated this.\Did someone evil slip in...\Listen heroes, don't come after me. response:	If you do, I'm gonna kill this rich family here!
context: Emergency Exit Iida!\Do your best!\What about me...?\How were the ordinary members of the press able to do something like this?\Someone instigated this.\Did someone evil slip in...\Listen heroes, don't come after me.\If you do, I'm gonna kill this rich family here! response:	It's fine now, family!
context: Do your best!\What about me...?\How were the ordinary members of the press able to do something like this?\Someone instigated this.\Did someone evil slip in...\Listen heroes, don't come after me.\If you do, I'm gonna kill this rich family here!\It's fine now, family! response:	Missouri Smash!
