context: Yeah! The ocean! response:	The ocean!
context: Well, I saw that code of yours.\I thought it might be useful for learning pronunciation in different languages.\Exactly! Thank you!\Ow!\That's a rather strong handshake.\Oh, I'm sorry. I wasn't thinking.\Mabel?\It's a telegram from Father. response:	From Mr. Hubbard?
context: I thought it might be useful for learning pronunciation in different languages.\Exactly! Thank you!\Ow!\That's a rather strong handshake.\Oh, I'm sorry. I wasn't thinking.\Mabel?\It's a telegram from Father.\From Mr. Hubbard? response:	Is there a problem?
context: Exactly! Thank you!\Ow!\That's a rather strong handshake.\Oh, I'm sorry. I wasn't thinking.\Mabel?\It's a telegram from Father.\From Mr. Hubbard?\Is there a problem? response:	He wants you to attend the exposition, after all.
context: Ow!\That's a rather strong handshake.\Oh, I'm sorry. I wasn't thinking.\Mabel?\It's a telegram from Father.\From Mr. Hubbard?\Is there a problem?\He wants you to attend the exposition, after all. response:	But I told him it was impossible, didn't I?
context: That's a rather strong handshake.\Oh, I'm sorry. I wasn't thinking.\Mabel?\It's a telegram from Father.\From Mr. Hubbard?\Is there a problem?\He wants you to attend the exposition, after all.\But I told him it was impossible, didn't I? response:	Alex, they're holding the Centennial Exposition in Philadelphia.
context: Oh, I'm sorry. I wasn't thinking.\Mabel?\It's a telegram from Father.\From Mr. Hubbard?\Is there a problem?\He wants you to attend the exposition, after all.\But I told him it was impossible, didn't I?\Alex, they're holding the Centennial Exposition in Philadelphia. response:	I made special arrangements so that you could exhibit
context: Mabel?\It's a telegram from Father.\From Mr. Hubbard?\Is there a problem?\He wants you to attend the exposition, after all.\But I told him it was impossible, didn't I?\Alex, they're holding the Centennial Exposition in Philadelphia.\I made special arrangements so that you could exhibit response:	that telephone you developed.
context: It's a telegram from Father.\From Mr. Hubbard?\Is there a problem?\He wants you to attend the exposition, after all.\But I told him it was impossible, didn't I?\Alex, they're holding the Centennial Exposition in Philadelphia.\I made special arrangements so that you could exhibit\that telephone you developed. response:	My telephone?
context: From Mr. Hubbard?\Is there a problem?\He wants you to attend the exposition, after all.\But I told him it was impossible, didn't I?\Alex, they're holding the Centennial Exposition in Philadelphia.\I made special arrangements so that you could exhibit\that telephone you developed.\My telephone? response:	Of course, you can display your visual speech along with it.
context: Is there a problem?\He wants you to attend the exposition, after all.\But I told him it was impossible, didn't I?\Alex, they're holding the Centennial Exposition in Philadelphia.\I made special arrangements so that you could exhibit\that telephone you developed.\My telephone?\Of course, you can display your visual speech along with it. response:	Isn't that wonderful, Dr. Bell?
context: He wants you to attend the exposition, after all.\But I told him it was impossible, didn't I?\Alex, they're holding the Centennial Exposition in Philadelphia.\I made special arrangements so that you could exhibit\that telephone you developed.\My telephone?\Of course, you can display your visual speech along with it.\Isn't that wonderful, Dr. Bell? response:	Yes, but...
context: But I told him it was impossible, didn't I?\Alex, they're holding the Centennial Exposition in Philadelphia.\I made special arrangements so that you could exhibit\that telephone you developed.\My telephone?\Of course, you can display your visual speech along with it.\Isn't that wonderful, Dr. Bell?\Yes, but... response:	If you demonstrate it at the exhibition,
context: Alex, they're holding the Centennial Exposition in Philadelphia.\I made special arrangements so that you could exhibit\that telephone you developed.\My telephone?\Of course, you can display your visual speech along with it.\Isn't that wonderful, Dr. Bell?\Yes, but...\If you demonstrate it at the exhibition, response:	it will spread awareness of the telephone,
context: I made special arrangements so that you could exhibit\that telephone you developed.\My telephone?\Of course, you can display your visual speech along with it.\Isn't that wonderful, Dr. Bell?\Yes, but...\If you demonstrate it at the exhibition,\it will spread awareness of the telephone, response:	and you'll likely be able to make a business of it.
context: that telephone you developed.\My telephone?\Of course, you can display your visual speech along with it.\Isn't that wonderful, Dr. Bell?\Yes, but...\If you demonstrate it at the exhibition,\it will spread awareness of the telephone,\and you'll likely be able to make a business of it. response:	If you can do that, I'll officially allow your marriage to my daughter.
context: My telephone?\Of course, you can display your visual speech along with it.\Isn't that wonderful, Dr. Bell?\Yes, but...\If you demonstrate it at the exhibition,\it will spread awareness of the telephone,\and you'll likely be able to make a business of it.\If you can do that, I'll officially allow your marriage to my daughter. response:	Really?
context: Of course, you can display your visual speech along with it.\Isn't that wonderful, Dr. Bell?\Yes, but...\If you demonstrate it at the exhibition,\it will spread awareness of the telephone,\and you'll likely be able to make a business of it.\If you can do that, I'll officially allow your marriage to my daughter.\Really? response:	I'm sorry, sir, but that invention has room for improvement.
context: Isn't that wonderful, Dr. Bell?\Yes, but...\If you demonstrate it at the exhibition,\it will spread awareness of the telephone,\and you'll likely be able to make a business of it.\If you can do that, I'll officially allow your marriage to my daughter.\Really?\I'm sorry, sir, but that invention has room for improvement. response:	And I can't neglect my school to perform the needed experiments.
context: Yes, but...\If you demonstrate it at the exhibition,\it will spread awareness of the telephone,\and you'll likely be able to make a business of it.\If you can do that, I'll officially allow your marriage to my daughter.\Really?\I'm sorry, sir, but that invention has room for improvement.\And I can't neglect my school to perform the needed experiments. response:	You still haven't changed your mind?
context: If you demonstrate it at the exhibition,\it will spread awareness of the telephone,\and you'll likely be able to make a business of it.\If you can do that, I'll officially allow your marriage to my daughter.\Really?\I'm sorry, sir, but that invention has room for improvement.\And I can't neglect my school to perform the needed experiments.\You still haven't changed your mind? response:	Until I have enough people that I can entrust this work to,
context: it will spread awareness of the telephone,\and you'll likely be able to make a business of it.\If you can do that, I'll officially allow your marriage to my daughter.\Really?\I'm sorry, sir, but that invention has room for improvement.\And I can't neglect my school to perform the needed experiments.\You still haven't changed your mind?\Until I have enough people that I can entrust this work to, response:	I cannot abandon my work as a teacher.
context: and you'll likely be able to make a business of it.\If you can do that, I'll officially allow your marriage to my daughter.\Really?\I'm sorry, sir, but that invention has room for improvement.\And I can't neglect my school to perform the needed experiments.\You still haven't changed your mind?\Until I have enough people that I can entrust this work to,\I cannot abandon my work as a teacher. response:	He who runs after two hares will catch neither.
context: If you can do that, I'll officially allow your marriage to my daughter.\Really?\I'm sorry, sir, but that invention has room for improvement.\And I can't neglect my school to perform the needed experiments.\You still haven't changed your mind?\Until I have enough people that I can entrust this work to,\I cannot abandon my work as a teacher.\He who runs after two hares will catch neither. response:	You should focus on promoting the telephone.
context: Really?\I'm sorry, sir, but that invention has room for improvement.\And I can't neglect my school to perform the needed experiments.\You still haven't changed your mind?\Until I have enough people that I can entrust this work to,\I cannot abandon my work as a teacher.\He who runs after two hares will catch neither.\You should focus on promoting the telephone. response:	But they're both important to me!
context: I'm sorry, sir, but that invention has room for improvement.\And I can't neglect my school to perform the needed experiments.\You still haven't changed your mind?\Until I have enough people that I can entrust this work to,\I cannot abandon my work as a teacher.\He who runs after two hares will catch neither.\You should focus on promoting the telephone.\But they're both important to me! response:	Then I'll go to the exhibition myself.
context: And I can't neglect my school to perform the needed experiments.\You still haven't changed your mind?\Until I have enough people that I can entrust this work to,\I cannot abandon my work as a teacher.\He who runs after two hares will catch neither.\You should focus on promoting the telephone.\But they're both important to me!\Then I'll go to the exhibition myself. response:	You'll allow me to display it, won't you?
context: You still haven't changed your mind?\Until I have enough people that I can entrust this work to,\I cannot abandon my work as a teacher.\He who runs after two hares will catch neither.\You should focus on promoting the telephone.\But they're both important to me!\Then I'll go to the exhibition myself.\You'll allow me to display it, won't you? response:	Understood.
context: Until I have enough people that I can entrust this work to,\I cannot abandon my work as a teacher.\He who runs after two hares will catch neither.\You should focus on promoting the telephone.\But they're both important to me!\Then I'll go to the exhibition myself.\You'll allow me to display it, won't you?\Understood. response:	That's true, but...
context: I cannot abandon my work as a teacher.\He who runs after two hares will catch neither.\You should focus on promoting the telephone.\But they're both important to me!\Then I'll go to the exhibition myself.\You'll allow me to display it, won't you?\Understood.\That's true, but... response:	He said that the display alone might not make the pitch to the judges.
context: He who runs after two hares will catch neither.\You should focus on promoting the telephone.\But they're both important to me!\Then I'll go to the exhibition myself.\You'll allow me to display it, won't you?\Understood.\That's true, but...\He said that the display alone might not make the pitch to the judges. response:	That wasn't what we discussed.
context: You should focus on promoting the telephone.\But they're both important to me!\Then I'll go to the exhibition myself.\You'll allow me to display it, won't you?\Understood.\That's true, but...\He said that the display alone might not make the pitch to the judges.\That wasn't what we discussed. response:	But...
context: But they're both important to me!\Then I'll go to the exhibition myself.\You'll allow me to display it, won't you?\Understood.\That's true, but...\He said that the display alone might not make the pitch to the judges.\That wasn't what we discussed.\But... response:	We'll talk later.
context: Then I'll go to the exhibition myself.\You'll allow me to display it, won't you?\Understood.\That's true, but...\He said that the display alone might not make the pitch to the judges.\That wasn't what we discussed.\But...\We'll talk later. response:	I'm sorry to do this in front of you.
context: You'll allow me to display it, won't you?\Understood.\That's true, but...\He said that the display alone might not make the pitch to the judges.\That wasn't what we discussed.\But...\We'll talk later.\I'm sorry to do this in front of you. response:	No, I suppose we're both having trouble.
context: Understood.\That's true, but...\He said that the display alone might not make the pitch to the judges.\That wasn't what we discussed.\But...\We'll talk later.\I'm sorry to do this in front of you.\No, I suppose we're both having trouble. response:	Both?
context: That's true, but...\He said that the display alone might not make the pitch to the judges.\That wasn't what we discussed.\But...\We'll talk later.\I'm sorry to do this in front of you.\No, I suppose we're both having trouble.\Both? response:	I'm also the type to follow my own path,
context: He said that the display alone might not make the pitch to the judges.\That wasn't what we discussed.\But...\We'll talk later.\I'm sorry to do this in front of you.\No, I suppose we're both having trouble.\Both?\I'm also the type to follow my own path, response:	no matter what my wife says to me.
context: That wasn't what we discussed.\But...\We'll talk later.\I'm sorry to do this in front of you.\No, I suppose we're both having trouble.\Both?\I'm also the type to follow my own path,\no matter what my wife says to me. response:	Even if you love your wife? I see.
context: But...\We'll talk later.\I'm sorry to do this in front of you.\No, I suppose we're both having trouble.\Both?\I'm also the type to follow my own path,\no matter what my wife says to me.\Even if you love your wife? I see. response:	Well, I guess they're different situations.
context: We'll talk later.\I'm sorry to do this in front of you.\No, I suppose we're both having trouble.\Both?\I'm also the type to follow my own path,\no matter what my wife says to me.\Even if you love your wife? I see.\Well, I guess they're different situations. response:	I'm the same way.
context: I'm sorry to do this in front of you.\No, I suppose we're both having trouble.\Both?\I'm also the type to follow my own path,\no matter what my wife says to me.\Even if you love your wife? I see.\Well, I guess they're different situations.\I'm the same way. response:	I love Mabel from the bottom of my heart.
context: No, I suppose we're both having trouble.\Both?\I'm also the type to follow my own path,\no matter what my wife says to me.\Even if you love your wife? I see.\Well, I guess they're different situations.\I'm the same way.\I love Mabel from the bottom of my heart. response:	But I just can't bring myself to agree with her father.
context: Both?\I'm also the type to follow my own path,\no matter what my wife says to me.\Even if you love your wife? I see.\Well, I guess they're different situations.\I'm the same way.\I love Mabel from the bottom of my heart.\But I just can't bring myself to agree with her father. response:	In life, the question of what to prioritize
context: I'm also the type to follow my own path,\no matter what my wife says to me.\Even if you love your wife? I see.\Well, I guess they're different situations.\I'm the same way.\I love Mabel from the bottom of my heart.\But I just can't bring myself to agree with her father.\In life, the question of what to prioritize response:	might be the eternal conflict, no matter how the era might change.
context: no matter what my wife says to me.\Even if you love your wife? I see.\Well, I guess they're different situations.\I'm the same way.\I love Mabel from the bottom of my heart.\But I just can't bring myself to agree with her father.\In life, the question of what to prioritize\might be the eternal conflict, no matter how the era might change. response:	What?
context: Even if you love your wife? I see.\Well, I guess they're different situations.\I'm the same way.\I love Mabel from the bottom of my heart.\But I just can't bring myself to agree with her father.\In life, the question of what to prioritize\might be the eternal conflict, no matter how the era might change.\What? response:	Oh, I mean, do your best.
context: Well, I guess they're different situations.\I'm the same way.\I love Mabel from the bottom of my heart.\But I just can't bring myself to agree with her father.\In life, the question of what to prioritize\might be the eternal conflict, no matter how the era might change.\What?\Oh, I mean, do your best. response:	Mr. Bell, I'll be rooting for you.
context: I'm the same way.\I love Mabel from the bottom of my heart.\But I just can't bring myself to agree with her father.\In life, the question of what to prioritize\might be the eternal conflict, no matter how the era might change.\What?\Oh, I mean, do your best.\Mr. Bell, I'll be rooting for you. response:	Thank you.
context: I love Mabel from the bottom of my heart.\But I just can't bring myself to agree with her father.\In life, the question of what to prioritize\might be the eternal conflict, no matter how the era might change.\What?\Oh, I mean, do your best.\Mr. Bell, I'll be rooting for you.\Thank you. response:	Was the wedding in Japan?
context: But I just can't bring myself to agree with her father.\In life, the question of what to prioritize\might be the eternal conflict, no matter how the era might change.\What?\Oh, I mean, do your best.\Mr. Bell, I'll be rooting for you.\Thank you.\Was the wedding in Japan? response:	Yes. And the day after that, he went away for six months.
context: In life, the question of what to prioritize\might be the eternal conflict, no matter how the era might change.\What?\Oh, I mean, do your best.\Mr. Bell, I'll be rooting for you.\Thank you.\Was the wedding in Japan?\Yes. And the day after that, he went away for six months. response:	Six months?! He's gone missing before, then?
context: might be the eternal conflict, no matter how the era might change.\What?\Oh, I mean, do your best.\Mr. Bell, I'll be rooting for you.\Thank you.\Was the wedding in Japan?\Yes. And the day after that, he went away for six months.\Six months?! He's gone missing before, then? response:	Looks like it.
context: What?\Oh, I mean, do your best.\Mr. Bell, I'll be rooting for you.\Thank you.\Was the wedding in Japan?\Yes. And the day after that, he went away for six months.\Six months?! He's gone missing before, then?\Looks like it. response:	And this time it's three years?
context: Oh, I mean, do your best.\Mr. Bell, I'll be rooting for you.\Thank you.\Was the wedding in Japan?\Yes. And the day after that, he went away for six months.\Six months?! He's gone missing before, then?\Looks like it.\And this time it's three years? response:	That man of mine...
context: Mr. Bell, I'll be rooting for you.\Thank you.\Was the wedding in Japan?\Yes. And the day after that, he went away for six months.\Six months?! He's gone missing before, then?\Looks like it.\And this time it's three years?\That man of mine... response:	But at least he's grown up enough to leave me a letter.
context: Thank you.\Was the wedding in Japan?\Yes. And the day after that, he went away for six months.\Six months?! He's gone missing before, then?\Looks like it.\And this time it's three years?\That man of mine...\But at least he's grown up enough to leave me a letter. response:	He'd been missing for four or five days, so I went to his laboratory,
context: Was the wedding in Japan?\Yes. And the day after that, he went away for six months.\Six months?! He's gone missing before, then?\Looks like it.\And this time it's three years?\That man of mine...\But at least he's grown up enough to leave me a letter.\He'd been missing for four or five days, so I went to his laboratory, response:	and found out he'd gone on a research trip. Exhausting, isn't it?
context: Yes. And the day after that, he went away for six months.\Six months?! He's gone missing before, then?\Looks like it.\And this time it's three years?\That man of mine...\But at least he's grown up enough to leave me a letter.\He'd been missing for four or five days, so I went to his laboratory,\and found out he'd gone on a research trip. Exhausting, isn't it? response:	Shun, does that book have something to do with his research?
context: Six months?! He's gone missing before, then?\Looks like it.\And this time it's three years?\That man of mine...\But at least he's grown up enough to leave me a letter.\He'd been missing for four or five days, so I went to his laboratory,\and found out he'd gone on a research trip. Exhausting, isn't it?\Shun, does that book have something to do with his research? response:	Shun, does that book have something to do with his research?
context: Looks like it.\And this time it's three years?\That man of mine...\But at least he's grown up enough to leave me a letter.\He'd been missing for four or five days, so I went to his laboratory,\and found out he'd gone on a research trip. Exhausting, isn't it?\Shun, does that book have something to do with his research?\Shun, does that book have something to do with his research? response:	Oh... I'm not sure.
context: And this time it's three years?\That man of mine...\But at least he's grown up enough to leave me a letter.\He'd been missing for four or five days, so I went to his laboratory,\and found out he'd gone on a research trip. Exhausting, isn't it?\Shun, does that book have something to do with his research?\Shun, does that book have something to do with his research?\Oh... I'm not sure. response:	I see. That brings a lot of things together, huh?
context: That man of mine...\But at least he's grown up enough to leave me a letter.\He'd been missing for four or five days, so I went to his laboratory,\and found out he'd gone on a research trip. Exhausting, isn't it?\Shun, does that book have something to do with his research?\Shun, does that book have something to do with his research?\Oh... I'm not sure.\I see. That brings a lot of things together, huh? response:	Yeah...
context: But at least he's grown up enough to leave me a letter.\He'd been missing for four or five days, so I went to his laboratory,\and found out he'd gone on a research trip. Exhausting, isn't it?\Shun, does that book have something to do with his research?\Shun, does that book have something to do with his research?\Oh... I'm not sure.\I see. That brings a lot of things together, huh?\Yeah... response:	What things?
context: He'd been missing for four or five days, so I went to his laboratory,\and found out he'd gone on a research trip. Exhausting, isn't it?\Shun, does that book have something to do with his research?\Shun, does that book have something to do with his research?\Oh... I'm not sure.\I see. That brings a lot of things together, huh?\Yeah...\What things? response:	Oh, nothing. Nothing at all.
context: and found out he'd gone on a research trip. Exhausting, isn't it?\Shun, does that book have something to do with his research?\Shun, does that book have something to do with his research?\Oh... I'm not sure.\I see. That brings a lot of things together, huh?\Yeah...\What things?\Oh, nothing. Nothing at all. response:	Hey, why don't we go swimming?
context: Shun, does that book have something to do with his research?\Shun, does that book have something to do with his research?\Oh... I'm not sure.\I see. That brings a lot of things together, huh?\Yeah...\What things?\Oh, nothing. Nothing at all.\Hey, why don't we go swimming? response:	Sure!
context: Shun, does that book have something to do with his research?\Oh... I'm not sure.\I see. That brings a lot of things together, huh?\Yeah...\What things?\Oh, nothing. Nothing at all.\Hey, why don't we go swimming?\Sure! response:	Come on, let's go swimming!
context: Oh... I'm not sure.\I see. That brings a lot of things together, huh?\Yeah...\What things?\Oh, nothing. Nothing at all.\Hey, why don't we go swimming?\Sure!\Come on, let's go swimming! response:	Let's ocean!
context: I see. That brings a lot of things together, huh?\Yeah...\What things?\Oh, nothing. Nothing at all.\Hey, why don't we go swimming?\Sure!\Come on, let's go swimming!\Let's ocean! response:	That's grammatically incorrect!
context: Yeah...\What things?\Oh, nothing. Nothing at all.\Hey, why don't we go swimming?\Sure!\Come on, let's go swimming!\Let's ocean!\That's grammatically incorrect! response:	Incorrect!
context: What things?\Oh, nothing. Nothing at all.\Hey, why don't we go swimming?\Sure!\Come on, let's go swimming!\Let's ocean!\That's grammatically incorrect!\Incorrect! response:	Mari, are you okay?
context: Oh, nothing. Nothing at all.\Hey, why don't we go swimming?\Sure!\Come on, let's go swimming!\Let's ocean!\That's grammatically incorrect!\Incorrect!\Mari, are you okay? response:	Yeah...
context: Hey, why don't we go swimming?\Sure!\Come on, let's go swimming!\Let's ocean!\That's grammatically incorrect!\Incorrect!\Mari, are you okay?\Yeah... response:	So you are here, Mrs. Hayase.
context: Sure!\Come on, let's go swimming!\Let's ocean!\That's grammatically incorrect!\Incorrect!\Mari, are you okay?\Yeah...\So you are here, Mrs. Hayase. response:	Fancy meeting you here.
context: Come on, let's go swimming!\Let's ocean!\That's grammatically incorrect!\Incorrect!\Mari, are you okay?\Yeah...\So you are here, Mrs. Hayase.\Fancy meeting you here. response:	Mr. Mikage?
context: Let's ocean!\That's grammatically incorrect!\Incorrect!\Mari, are you okay?\Yeah...\So you are here, Mrs. Hayase.\Fancy meeting you here.\Mr. Mikage? response:	Who's that?
context: That's grammatically incorrect!\Incorrect!\Mari, are you okay?\Yeah...\So you are here, Mrs. Hayase.\Fancy meeting you here.\Mr. Mikage?\Who's that? response:	Your new almond praline cream puffs were delicious.
context: Incorrect!\Mari, are you okay?\Yeah...\So you are here, Mrs. Hayase.\Fancy meeting you here.\Mr. Mikage?\Who's that?\Your new almond praline cream puffs were delicious. response:	Thank you for your continued patronage.
context: Mari, are you okay?\Yeah...\So you are here, Mrs. Hayase.\Fancy meeting you here.\Mr. Mikage?\Who's that?\Your new almond praline cream puffs were delicious.\Thank you for your continued patronage. response:	Are those your children?
context: Yeah...\So you are here, Mrs. Hayase.\Fancy meeting you here.\Mr. Mikage?\Who's that?\Your new almond praline cream puffs were delicious.\Thank you for your continued patronage.\Are those your children? response:	Yes.
context: So you are here, Mrs. Hayase.\Fancy meeting you here.\Mr. Mikage?\Who's that?\Your new almond praline cream puffs were delicious.\Thank you for your continued patronage.\Are those your children?\Yes. response:	This is Mr. Mikage, a customer at our store.
context: Fancy meeting you here.\Mr. Mikage?\Who's that?\Your new almond praline cream puffs were delicious.\Thank you for your continued patronage.\Are those your children?\Yes.\This is Mr. Mikage, a customer at our store. response:	Hello.
context: Mr. Mikage?\Who's that?\Your new almond praline cream puffs were delicious.\Thank you for your continued patronage.\Are those your children?\Yes.\This is Mr. Mikage, a customer at our store.\Hello. response:	Hello!
context: Who's that?\Your new almond praline cream puffs were delicious.\Thank you for your continued patronage.\Are those your children?\Yes.\This is Mr. Mikage, a customer at our store.\Hello.\Hello! response:	I'm a friend!
context: Your new almond praline cream puffs were delicious.\Thank you for your continued patronage.\Are those your children?\Yes.\This is Mr. Mikage, a customer at our store.\Hello.\Hello!\I'm a friend! response:	I'm Mizuki.
context: Thank you for your continued patronage.\Are those your children?\Yes.\This is Mr. Mikage, a customer at our store.\Hello.\Hello!\I'm a friend!\I'm Mizuki. response:	I see. It is summer vacation, after all.
context: Are those your children?\Yes.\This is Mr. Mikage, a customer at our store.\Hello.\Hello!\I'm a friend!\I'm Mizuki.\I see. It is summer vacation, after all. response:	That's right. If I might, would you like to join me on a cruise?
context: Yes.\This is Mr. Mikage, a customer at our store.\Hello.\Hello!\I'm a friend!\I'm Mizuki.\I see. It is summer vacation, after all.\That's right. If I might, would you like to join me on a cruise? response:	A cruise?!
context: This is Mr. Mikage, a customer at our store.\Hello.\Hello!\I'm a friend!\I'm Mizuki.\I see. It is summer vacation, after all.\That's right. If I might, would you like to join me on a cruise?\A cruise?! response:	I have a cabin cruiser at the marina.
context: Hello.\Hello!\I'm a friend!\I'm Mizuki.\I see. It is summer vacation, after all.\That's right. If I might, would you like to join me on a cruise?\A cruise?!\I have a cabin cruiser at the marina. response:	As long as you're here, why don't we make a party of it?
context: Hello!\I'm a friend!\I'm Mizuki.\I see. It is summer vacation, after all.\That's right. If I might, would you like to join me on a cruise?\A cruise?!\I have a cabin cruiser at the marina.\As long as you're here, why don't we make a party of it? response:	What do you think?
context: I'm a friend!\I'm Mizuki.\I see. It is summer vacation, after all.\That's right. If I might, would you like to join me on a cruise?\A cruise?!\I have a cabin cruiser at the marina.\As long as you're here, why don't we make a party of it?\What do you think? response:	My, I'd love to!
context: I'm Mizuki.\I see. It is summer vacation, after all.\That's right. If I might, would you like to join me on a cruise?\A cruise?!\I have a cabin cruiser at the marina.\As long as you're here, why don't we make a party of it?\What do you think?\My, I'd love to! response:	Mom...
context: I see. It is summer vacation, after all.\That's right. If I might, would you like to join me on a cruise?\A cruise?!\I have a cabin cruiser at the marina.\As long as you're here, why don't we make a party of it?\What do you think?\My, I'd love to!\Mom... response:	Oh, I'm sorry. I've just never been on a cabin cruiser.
context: That's right. If I might, would you like to join me on a cruise?\A cruise?!\I have a cabin cruiser at the marina.\As long as you're here, why don't we make a party of it?\What do you think?\My, I'd love to!\Mom...\Oh, I'm sorry. I've just never been on a cabin cruiser. response:	Mama, what's a cabin cruiser?
context: A cruise?!\I have a cabin cruiser at the marina.\As long as you're here, why don't we make a party of it?\What do you think?\My, I'd love to!\Mom...\Oh, I'm sorry. I've just never been on a cabin cruiser.\Mama, what's a cabin cruiser? response:	It's a boat.
context: I have a cabin cruiser at the marina.\As long as you're here, why don't we make a party of it?\What do you think?\My, I'd love to!\Mom...\Oh, I'm sorry. I've just never been on a cabin cruiser.\Mama, what's a cabin cruiser?\It's a boat. response:	A boat! I wanna ride!
context: As long as you're here, why don't we make a party of it?\What do you think?\My, I'd love to!\Mom...\Oh, I'm sorry. I've just never been on a cabin cruiser.\Mama, what's a cabin cruiser?\It's a boat.\A boat! I wanna ride! response:	I'm glad. Then why don't you all join us?
context: What do you think?\My, I'd love to!\Mom...\Oh, I'm sorry. I've just never been on a cabin cruiser.\Mama, what's a cabin cruiser?\It's a boat.\A boat! I wanna ride!\I'm glad. Then why don't you all join us? response:	If you insist, then we ladies shall accompany you.
context: My, I'd love to!\Mom...\Oh, I'm sorry. I've just never been on a cabin cruiser.\Mama, what's a cabin cruiser?\It's a boat.\A boat! I wanna ride!\I'm glad. Then why don't you all join us?\If you insist, then we ladies shall accompany you. response:	You're getting too carried away, Waka.
context: Mom...\Oh, I'm sorry. I've just never been on a cabin cruiser.\Mama, what's a cabin cruiser?\It's a boat.\A boat! I wanna ride!\I'm glad. Then why don't you all join us?\If you insist, then we ladies shall accompany you.\You're getting too carried away, Waka. response:	I just felt like acting like a lady.
context: Oh, I'm sorry. I've just never been on a cabin cruiser.\Mama, what's a cabin cruiser?\It's a boat.\A boat! I wanna ride!\I'm glad. Then why don't you all join us?\If you insist, then we ladies shall accompany you.\You're getting too carried away, Waka.\I just felt like acting like a lady. response:	Waka, you could be an actress.
context: Mama, what's a cabin cruiser?\It's a boat.\A boat! I wanna ride!\I'm glad. Then why don't you all join us?\If you insist, then we ladies shall accompany you.\You're getting too carried away, Waka.\I just felt like acting like a lady.\Waka, you could be an actress. response:	Thanks.
context: It's a boat.\A boat! I wanna ride!\I'm glad. Then why don't you all join us?\If you insist, then we ladies shall accompany you.\You're getting too carried away, Waka.\I just felt like acting like a lady.\Waka, you could be an actress.\Thanks. response:	But I'm gonna be a TV announcer!
context: A boat! I wanna ride!\I'm glad. Then why don't you all join us?\If you insist, then we ladies shall accompany you.\You're getting too carried away, Waka.\I just felt like acting like a lady.\Waka, you could be an actress.\Thanks.\But I'm gonna be a TV announcer! response:	Really? I didn't know that!
context: I'm glad. Then why don't you all join us?\If you insist, then we ladies shall accompany you.\You're getting too carried away, Waka.\I just felt like acting like a lady.\Waka, you could be an actress.\Thanks.\But I'm gonna be a TV announcer!\Really? I didn't know that! response:	Because I never told you!
context: If you insist, then we ladies shall accompany you.\You're getting too carried away, Waka.\I just felt like acting like a lady.\Waka, you could be an actress.\Thanks.\But I'm gonna be a TV announcer!\Really? I didn't know that!\Because I never told you! response:	I see. So you have a real dream, huh, Waka?
context: You're getting too carried away, Waka.\I just felt like acting like a lady.\Waka, you could be an actress.\Thanks.\But I'm gonna be a TV announcer!\Really? I didn't know that!\Because I never told you!\I see. So you have a real dream, huh, Waka? response:	And Shun, you want to be a doctor, right?
context: I just felt like acting like a lady.\Waka, you could be an actress.\Thanks.\But I'm gonna be a TV announcer!\Really? I didn't know that!\Because I never told you!\I see. So you have a real dream, huh, Waka?\And Shun, you want to be a doctor, right? response:	Yeah...
context: Waka, you could be an actress.\Thanks.\But I'm gonna be a TV announcer!\Really? I didn't know that!\Because I never told you!\I see. So you have a real dream, huh, Waka?\And Shun, you want to be a doctor, right?\Yeah... response:	But lately, I've started to think there might be other possibilities.
context: Thanks.\But I'm gonna be a TV announcer!\Really? I didn't know that!\Because I never told you!\I see. So you have a real dream, huh, Waka?\And Shun, you want to be a doctor, right?\Yeah...\But lately, I've started to think there might be other possibilities. response:	Huh? You won't become a doctor?
context: But I'm gonna be a TV announcer!\Really? I didn't know that!\Because I never told you!\I see. So you have a real dream, huh, Waka?\And Shun, you want to be a doctor, right?\Yeah...\But lately, I've started to think there might be other possibilities.\Huh? You won't become a doctor? response:	They're just possibilities.
context: Really? I didn't know that!\Because I never told you!\I see. So you have a real dream, huh, Waka?\And Shun, you want to be a doctor, right?\Yeah...\But lately, I've started to think there might be other possibilities.\Huh? You won't become a doctor?\They're just possibilities. response:	I might be a researcher.
context: Because I never told you!\I see. So you have a real dream, huh, Waka?\And Shun, you want to be a doctor, right?\Yeah...\But lately, I've started to think there might be other possibilities.\Huh? You won't become a doctor?\They're just possibilities.\I might be a researcher. response:	Oh? Like Papa?
context: I see. So you have a real dream, huh, Waka?\And Shun, you want to be a doctor, right?\Yeah...\But lately, I've started to think there might be other possibilities.\Huh? You won't become a doctor?\They're just possibilities.\I might be a researcher.\Oh? Like Papa? response:	Well, Mari, you work hard, too!
context: And Shun, you want to be a doctor, right?\Yeah...\But lately, I've started to think there might be other possibilities.\Huh? You won't become a doctor?\They're just possibilities.\I might be a researcher.\Oh? Like Papa?\Well, Mari, you work hard, too! response:	I don't even know what I wanna be...
context: Yeah...\But lately, I've started to think there might be other possibilities.\Huh? You won't become a doctor?\They're just possibilities.\I might be a researcher.\Oh? Like Papa?\Well, Mari, you work hard, too!\I don't even know what I wanna be... response:	What is the meaning of this, Mabel?
context: But lately, I've started to think there might be other possibilities.\Huh? You won't become a doctor?\They're just possibilities.\I might be a researcher.\Oh? Like Papa?\Well, Mari, you work hard, too!\I don't even know what I wanna be...\What is the meaning of this, Mabel? response:	I came because you said you had something to show me.
