context: My lord, you must return. response:	Enough, Tsunamoto.
context: Yeah.\Maybe we're supposed to make the correct symbol.\Can those stones be moved?\Hey!\Don't push yourself too hard.\I am shamed.\I think it moves.\It moves? response:	Th-That's impossible.
context: Maybe we're supposed to make the correct symbol.\Can those stones be moved?\Hey!\Don't push yourself too hard.\I am shamed.\I think it moves.\It moves?\Th-That's impossible. response:	I just tried to move it.
context: Can those stones be moved?\Hey!\Don't push yourself too hard.\I am shamed.\I think it moves.\It moves?\Th-That's impossible.\I just tried to move it. response:	I think...
context: Hey!\Don't push yourself too hard.\I am shamed.\I think it moves.\It moves?\Th-That's impossible.\I just tried to move it.\I think... response:	Hey, can I give it a try?
context: Don't push yourself too hard.\I am shamed.\I think it moves.\It moves?\Th-That's impossible.\I just tried to move it.\I think...\Hey, can I give it a try? response:	Sure.
context: I am shamed.\I think it moves.\It moves?\Th-That's impossible.\I just tried to move it.\I think...\Hey, can I give it a try?\Sure. response:	How do I know this?
context: I think it moves.\It moves?\Th-That's impossible.\I just tried to move it.\I think...\Hey, can I give it a try?\Sure.\How do I know this? response:	Have I seen this before?
context: It moves?\Th-That's impossible.\I just tried to move it.\I think...\Hey, can I give it a try?\Sure.\How do I know this?\Have I seen this before? response:	Incredible!
context: Th-That's impossible.\I just tried to move it.\I think...\Hey, can I give it a try?\Sure.\How do I know this?\Have I seen this before?\Incredible! response:	It opened!
context: I just tried to move it.\I think...\Hey, can I give it a try?\Sure.\How do I know this?\Have I seen this before?\Incredible!\It opened! response:	It's pretty deep.
context: I think...\Hey, can I give it a try?\Sure.\How do I know this?\Have I seen this before?\Incredible!\It opened!\It's pretty deep. response:	I heard a tall staircase was constructed...
context: Hey, can I give it a try?\Sure.\How do I know this?\Have I seen this before?\Incredible!\It opened!\It's pretty deep.\I heard a tall staircase was constructed... response:	A stairway to Heaven?
context: Sure.\How do I know this?\Have I seen this before?\Incredible!\It opened!\It's pretty deep.\I heard a tall staircase was constructed...\A stairway to Heaven? response:	These stairs seem to be the opposite.
context: How do I know this?\Have I seen this before?\Incredible!\It opened!\It's pretty deep.\I heard a tall staircase was constructed...\A stairway to Heaven?\These stairs seem to be the opposite. response:	You mean these stairs go to the netherworld?
context: Have I seen this before?\Incredible!\It opened!\It's pretty deep.\I heard a tall staircase was constructed...\A stairway to Heaven?\These stairs seem to be the opposite.\You mean these stairs go to the netherworld? response:	Yeah, right.
context: Incredible!\It opened!\It's pretty deep.\I heard a tall staircase was constructed...\A stairway to Heaven?\These stairs seem to be the opposite.\You mean these stairs go to the netherworld?\Yeah, right. response:	There's no such thing as Heaven or Hell.
context: It opened!\It's pretty deep.\I heard a tall staircase was constructed...\A stairway to Heaven?\These stairs seem to be the opposite.\You mean these stairs go to the netherworld?\Yeah, right.\There's no such thing as Heaven or Hell. response:	You don't believe in them?
context: It's pretty deep.\I heard a tall staircase was constructed...\A stairway to Heaven?\These stairs seem to be the opposite.\You mean these stairs go to the netherworld?\Yeah, right.\There's no such thing as Heaven or Hell.\You don't believe in them? response:	I believed we'd be together in the netherworld even after we died.
context: I heard a tall staircase was constructed...\A stairway to Heaven?\These stairs seem to be the opposite.\You mean these stairs go to the netherworld?\Yeah, right.\There's no such thing as Heaven or Hell.\You don't believe in them?\I believed we'd be together in the netherworld even after we died. response:	I'd like to live a quiet life in the other world.
context: A stairway to Heaven?\These stairs seem to be the opposite.\You mean these stairs go to the netherworld?\Yeah, right.\There's no such thing as Heaven or Hell.\You don't believe in them?\I believed we'd be together in the netherworld even after we died.\I'd like to live a quiet life in the other world. response:	What's that supposed to mean?
context: These stairs seem to be the opposite.\You mean these stairs go to the netherworld?\Yeah, right.\There's no such thing as Heaven or Hell.\You don't believe in them?\I believed we'd be together in the netherworld even after we died.\I'd like to live a quiet life in the other world.\What's that supposed to mean? response:	Hey, I think we're here.
context: You mean these stairs go to the netherworld?\Yeah, right.\There's no such thing as Heaven or Hell.\You don't believe in them?\I believed we'd be together in the netherworld even after we died.\I'd like to live a quiet life in the other world.\What's that supposed to mean?\Hey, I think we're here. response:	It seems to be a dead end.
context: Yeah, right.\There's no such thing as Heaven or Hell.\You don't believe in them?\I believed we'd be together in the netherworld even after we died.\I'd like to live a quiet life in the other world.\What's that supposed to mean?\Hey, I think we're here.\It seems to be a dead end. response:	We came down here for nothing.
context: There's no such thing as Heaven or Hell.\You don't believe in them?\I believed we'd be together in the netherworld even after we died.\I'd like to live a quiet life in the other world.\What's that supposed to mean?\Hey, I think we're here.\It seems to be a dead end.\We came down here for nothing. response:	Wait. There's something written.
context: You don't believe in them?\I believed we'd be together in the netherworld even after we died.\I'd like to live a quiet life in the other world.\What's that supposed to mean?\Hey, I think we're here.\It seems to be a dead end.\We came down here for nothing.\Wait. There's something written. response:	Huh? What is that?
context: I believed we'd be together in the netherworld even after we died.\I'd like to live a quiet life in the other world.\What's that supposed to mean?\Hey, I think we're here.\It seems to be a dead end.\We came down here for nothing.\Wait. There's something written.\Huh? What is that? response:	I think it's Izumo script.
context: I'd like to live a quiet life in the other world.\What's that supposed to mean?\Hey, I think we're here.\It seems to be a dead end.\We came down here for nothing.\Wait. There's something written.\Huh? What is that?\I think it's Izumo script. response:	Izumo script? Can you read it?
context: What's that supposed to mean?\Hey, I think we're here.\It seems to be a dead end.\We came down here for nothing.\Wait. There's something written.\Huh? What is that?\I think it's Izumo script.\Izumo script? Can you read it? response:	No.
context: Hey, I think we're here.\It seems to be a dead end.\We came down here for nothing.\Wait. There's something written.\Huh? What is that?\I think it's Izumo script.\Izumo script? Can you read it?\No. response:	It's worthless if we can't read it.
context: It seems to be a dead end.\We came down here for nothing.\Wait. There's something written.\Huh? What is that?\I think it's Izumo script.\Izumo script? Can you read it?\No.\It's worthless if we can't read it. response:	Saizo?
context: We came down here for nothing.\Wait. There's something written.\Huh? What is that?\I think it's Izumo script.\Izumo script? Can you read it?\No.\It's worthless if we can't read it.\Saizo? response:	It seems you've found it.
context: Wait. There's something written.\Huh? What is that?\I think it's Izumo script.\Izumo script? Can you read it?\No.\It's worthless if we can't read it.\Saizo?\It seems you've found it. response:	I must thank you.
context: Huh? What is that?\I think it's Izumo script.\Izumo script? Can you read it?\No.\It's worthless if we can't read it.\Saizo?\It seems you've found it.\I must thank you. response:	Now I don't have to look for it myself.
context: I think it's Izumo script.\Izumo script? Can you read it?\No.\It's worthless if we can't read it.\Saizo?\It seems you've found it.\I must thank you.\Now I don't have to look for it myself. response:	Who are you?
context: Izumo script? Can you read it?\No.\It's worthless if we can't read it.\Saizo?\It seems you've found it.\I must thank you.\Now I don't have to look for it myself.\Who are you? response:	Bastard.
context: No.\It's worthless if we can't read it.\Saizo?\It seems you've found it.\I must thank you.\Now I don't have to look for it myself.\Who are you?\Bastard. response:	Now, hand over the Kushimitama.
context: It's worthless if we can't read it.\Saizo?\It seems you've found it.\I must thank you.\Now I don't have to look for it myself.\Who are you?\Bastard.\Now, hand over the Kushimitama. response:	The Kushimitama?
context: Saizo?\It seems you've found it.\I must thank you.\Now I don't have to look for it myself.\Who are you?\Bastard.\Now, hand over the Kushimitama.\The Kushimitama? response:	The Kushimitama?
context: It seems you've found it.\I must thank you.\Now I don't have to look for it myself.\Who are you?\Bastard.\Now, hand over the Kushimitama.\The Kushimitama?\The Kushimitama? response:	That's right.
context: I must thank you.\Now I don't have to look for it myself.\Who are you?\Bastard.\Now, hand over the Kushimitama.\The Kushimitama?\The Kushimitama?\That's right. response:	It's your very own protective charm.
context: Now I don't have to look for it myself.\Who are you?\Bastard.\Now, hand over the Kushimitama.\The Kushimitama?\The Kushimitama?\That's right.\It's your very own protective charm. response:	Keep it with you always.
context: Who are you?\Bastard.\Now, hand over the Kushimitama.\The Kushimitama?\The Kushimitama?\That's right.\It's your very own protective charm.\Keep it with you always. response:	Just for me?
context: Bastard.\Now, hand over the Kushimitama.\The Kushimitama?\The Kushimitama?\That's right.\It's your very own protective charm.\Keep it with you always.\Just for me? response:	You must never remove it.
context: Now, hand over the Kushimitama.\The Kushimitama?\The Kushimitama?\That's right.\It's your very own protective charm.\Keep it with you always.\Just for me?\You must never remove it. response:	You're after my hairpin?
context: The Kushimitama?\The Kushimitama?\That's right.\It's your very own protective charm.\Keep it with you always.\Just for me?\You must never remove it.\You're after my hairpin? response:	So that's what they wanted after all.
context: The Kushimitama?\That's right.\It's your very own protective charm.\Keep it with you always.\Just for me?\You must never remove it.\You're after my hairpin?\So that's what they wanted after all. response:	Well, I can't say I was expecting a hairpin.
context: That's right.\It's your very own protective charm.\Keep it with you always.\Just for me?\You must never remove it.\You're after my hairpin?\So that's what they wanted after all.\Well, I can't say I was expecting a hairpin. response:	Now, if you'll hand it over.
context: It's your very own protective charm.\Keep it with you always.\Just for me?\You must never remove it.\You're after my hairpin?\So that's what they wanted after all.\Well, I can't say I was expecting a hairpin.\Now, if you'll hand it over. response:	We'll never let you have it!
context: Keep it with you always.\Just for me?\You must never remove it.\You're after my hairpin?\So that's what they wanted after all.\Well, I can't say I was expecting a hairpin.\Now, if you'll hand it over.\We'll never let you have it! response:	If you intend to take it by force, we accept your challenge.
context: Just for me?\You must never remove it.\You're after my hairpin?\So that's what they wanted after all.\Well, I can't say I was expecting a hairpin.\Now, if you'll hand it over.\We'll never let you have it!\If you intend to take it by force, we accept your challenge. response:	We're surrounded.
context: You must never remove it.\You're after my hairpin?\So that's what they wanted after all.\Well, I can't say I was expecting a hairpin.\Now, if you'll hand it over.\We'll never let you have it!\If you intend to take it by force, we accept your challenge.\We're surrounded. response:	What?
context: You're after my hairpin?\So that's what they wanted after all.\Well, I can't say I was expecting a hairpin.\Now, if you'll hand it over.\We'll never let you have it!\If you intend to take it by force, we accept your challenge.\We're surrounded.\What? response:	What are those lights?
context: So that's what they wanted after all.\Well, I can't say I was expecting a hairpin.\Now, if you'll hand it over.\We'll never let you have it!\If you intend to take it by force, we accept your challenge.\We're surrounded.\What?\What are those lights? response:	They're snakes!
context: Well, I can't say I was expecting a hairpin.\Now, if you'll hand it over.\We'll never let you have it!\If you intend to take it by force, we accept your challenge.\We're surrounded.\What?\What are those lights?\They're snakes! response:	Bastard!
context: Now, if you'll hand it over.\We'll never let you have it!\If you intend to take it by force, we accept your challenge.\We're surrounded.\What?\What are those lights?\They're snakes!\Bastard! response:	No, Kakei-san.
context: We'll never let you have it!\If you intend to take it by force, we accept your challenge.\We're surrounded.\What?\What are those lights?\They're snakes!\Bastard!\No, Kakei-san. response:	They'll explode if you kill them.
context: If you intend to take it by force, we accept your challenge.\We're surrounded.\What?\What are those lights?\They're snakes!\Bastard!\No, Kakei-san.\They'll explode if you kill them. response:	What? I can't cut them?
context: We're surrounded.\What?\What are those lights?\They're snakes!\Bastard!\No, Kakei-san.\They'll explode if you kill them.\What? I can't cut them? response:	If I could, I would've done that already.
context: What?\What are those lights?\They're snakes!\Bastard!\No, Kakei-san.\They'll explode if you kill them.\What? I can't cut them?\If I could, I would've done that already. response:	Damn snakes!
context: What are those lights?\They're snakes!\Bastard!\No, Kakei-san.\They'll explode if you kill them.\What? I can't cut them?\If I could, I would've done that already.\Damn snakes! response:	Leave the older one to me.
context: They're snakes!\Bastard!\No, Kakei-san.\They'll explode if you kill them.\What? I can't cut them?\If I could, I would've done that already.\Damn snakes!\Leave the older one to me. response:	Mushikugutsu Hiki Jagyokuken.
context: Bastard!\No, Kakei-san.\They'll explode if you kill them.\What? I can't cut them?\If I could, I would've done that already.\Damn snakes!\Leave the older one to me.\Mushikugutsu Hiki Jagyokuken. response:	Kakei-san!
context: No, Kakei-san.\They'll explode if you kill them.\What? I can't cut them?\If I could, I would've done that already.\Damn snakes!\Leave the older one to me.\Mushikugutsu Hiki Jagyokuken.\Kakei-san! response:	My hairpin...
context: They'll explode if you kill them.\What? I can't cut them?\If I could, I would've done that already.\Damn snakes!\Leave the older one to me.\Mushikugutsu Hiki Jagyokuken.\Kakei-san!\My hairpin... response:	Hey.
context: What? I can't cut them?\If I could, I would've done that already.\Damn snakes!\Leave the older one to me.\Mushikugutsu Hiki Jagyokuken.\Kakei-san!\My hairpin...\Hey. response:	You idiot, what are you doing?
context: If I could, I would've done that already.\Damn snakes!\Leave the older one to me.\Mushikugutsu Hiki Jagyokuken.\Kakei-san!\My hairpin...\Hey.\You idiot, what are you doing? response:	Hey!
context: Damn snakes!\Leave the older one to me.\Mushikugutsu Hiki Jagyokuken.\Kakei-san!\My hairpin...\Hey.\You idiot, what are you doing?\Hey! response:	It's my fault the priest and sisters...
context: Leave the older one to me.\Mushikugutsu Hiki Jagyokuken.\Kakei-san!\My hairpin...\Hey.\You idiot, what are you doing?\Hey!\It's my fault the priest and sisters... response:	If you must interfere with my job,
context: Mushikugutsu Hiki Jagyokuken.\Kakei-san!\My hairpin...\Hey.\You idiot, what are you doing?\Hey!\It's my fault the priest and sisters...\If you must interfere with my job, response:	just like our meeting at Ueda Castle,
context: Kakei-san!\My hairpin...\Hey.\You idiot, what are you doing?\Hey!\It's my fault the priest and sisters...\If you must interfere with my job,\just like our meeting at Ueda Castle, response:	I will not hold back.
context: My hairpin...\Hey.\You idiot, what are you doing?\Hey!\It's my fault the priest and sisters...\If you must interfere with my job,\just like our meeting at Ueda Castle,\I will not hold back. response:	He's as bloodthirsty as always.
context: Hey.\You idiot, what are you doing?\Hey!\It's my fault the priest and sisters...\If you must interfere with my job,\just like our meeting at Ueda Castle,\I will not hold back.\He's as bloodthirsty as always. response:	No turning back now!
context: You idiot, what are you doing?\Hey!\It's my fault the priest and sisters...\If you must interfere with my job,\just like our meeting at Ueda Castle,\I will not hold back.\He's as bloodthirsty as always.\No turning back now! response:	Missed by a hair.
context: Hey!\It's my fault the priest and sisters...\If you must interfere with my job,\just like our meeting at Ueda Castle,\I will not hold back.\He's as bloodthirsty as always.\No turning back now!\Missed by a hair. response:	How long can you avoid my blades?
context: It's my fault the priest and sisters...\If you must interfere with my job,\just like our meeting at Ueda Castle,\I will not hold back.\He's as bloodthirsty as always.\No turning back now!\Missed by a hair.\How long can you avoid my blades? response:	G-Get off of me!
context: If you must interfere with my job,\just like our meeting at Ueda Castle,\I will not hold back.\He's as bloodthirsty as always.\No turning back now!\Missed by a hair.\How long can you avoid my blades?\G-Get off of me! response:	Your efforts are futile.
context: just like our meeting at Ueda Castle,\I will not hold back.\He's as bloodthirsty as always.\No turning back now!\Missed by a hair.\How long can you avoid my blades?\G-Get off of me!\Your efforts are futile. response:	You're trapped inside my technique.
context: I will not hold back.\He's as bloodthirsty as always.\No turning back now!\Missed by a hair.\How long can you avoid my blades?\G-Get off of me!\Your efforts are futile.\You're trapped inside my technique. response:	I have all the power here.
context: He's as bloodthirsty as always.\No turning back now!\Missed by a hair.\How long can you avoid my blades?\G-Get off of me!\Your efforts are futile.\You're trapped inside my technique.\I have all the power here. response:	An illusionist?
context: No turning back now!\Missed by a hair.\How long can you avoid my blades?\G-Get off of me!\Your efforts are futile.\You're trapped inside my technique.\I have all the power here.\An illusionist? response:	I'll lick you clean.
context: Missed by a hair.\How long can you avoid my blades?\G-Get off of me!\Your efforts are futile.\You're trapped inside my technique.\I have all the power here.\An illusionist?\I'll lick you clean. response:	Too slow.
context: How long can you avoid my blades?\G-Get off of me!\Your efforts are futile.\You're trapped inside my technique.\I have all the power here.\An illusionist?\I'll lick you clean.\Too slow. response:	Don't bore me!
context: G-Get off of me!\Your efforts are futile.\You're trapped inside my technique.\I have all the power here.\An illusionist?\I'll lick you clean.\Too slow.\Don't bore me! response:	I thought you'd be more of a challenge.
context: Your efforts are futile.\You're trapped inside my technique.\I have all the power here.\An illusionist?\I'll lick you clean.\Too slow.\Don't bore me!\I thought you'd be more of a challenge. response:	Let's finish this!
context: You're trapped inside my technique.\I have all the power here.\An illusionist?\I'll lick you clean.\Too slow.\Don't bore me!\I thought you'd be more of a challenge.\Let's finish this! response:	You want a challenge...
context: I have all the power here.\An illusionist?\I'll lick you clean.\Too slow.\Don't bore me!\I thought you'd be more of a challenge.\Let's finish this!\You want a challenge... response:	You got it!
context: An illusionist?\I'll lick you clean.\Too slow.\Don't bore me!\I thought you'd be more of a challenge.\Let's finish this!\You want a challenge...\You got it! response:	You... You bastard!
context: I'll lick you clean.\Too slow.\Don't bore me!\I thought you'd be more of a challenge.\Let's finish this!\You want a challenge...\You got it!\You... You bastard! response:	Now you're symmetrical.
context: Too slow.\Don't bore me!\I thought you'd be more of a challenge.\Let's finish this!\You want a challenge...\You got it!\You... You bastard!\Now you're symmetrical. response:	What would you like next?
context: Don't bore me!\I thought you'd be more of a challenge.\Let's finish this!\You want a challenge...\You got it!\You... You bastard!\Now you're symmetrical.\What would you like next? response:	Enough of your vulgar nonsense!
context: I thought you'd be more of a challenge.\Let's finish this!\You want a challenge...\You got it!\You... You bastard!\Now you're symmetrical.\What would you like next?\Enough of your vulgar nonsense! response:	Vulgar?
context: Let's finish this!\You want a challenge...\You got it!\You... You bastard!\Now you're symmetrical.\What would you like next?\Enough of your vulgar nonsense!\Vulgar? response:	It is not proper for a woman to straddle a man!
context: You want a challenge...\You got it!\You... You bastard!\Now you're symmetrical.\What would you like next?\Enough of your vulgar nonsense!\Vulgar?\It is not proper for a woman to straddle a man! response:	Nothing excites me more than breaking prudish men like you.
context: You got it!\You... You bastard!\Now you're symmetrical.\What would you like next?\Enough of your vulgar nonsense!\Vulgar?\It is not proper for a woman to straddle a man!\Nothing excites me more than breaking prudish men like you. response:	Ougi Kashozanmai.
context: You... You bastard!\Now you're symmetrical.\What would you like next?\Enough of your vulgar nonsense!\Vulgar?\It is not proper for a woman to straddle a man!\Nothing excites me more than breaking prudish men like you.\Ougi Kashozanmai. response:	Saizo...
context: Now you're symmetrical.\What would you like next?\Enough of your vulgar nonsense!\Vulgar?\It is not proper for a woman to straddle a man!\Nothing excites me more than breaking prudish men like you.\Ougi Kashozanmai.\Saizo... response:	Shit...
context: What would you like next?\Enough of your vulgar nonsense!\Vulgar?\It is not proper for a woman to straddle a man!\Nothing excites me more than breaking prudish men like you.\Ougi Kashozanmai.\Saizo...\Shit... response:	Stop!
context: Enough of your vulgar nonsense!\Vulgar?\It is not proper for a woman to straddle a man!\Nothing excites me more than breaking prudish men like you.\Ougi Kashozanmai.\Saizo...\Shit...\Stop! response:	No more.
context: Vulgar?\It is not proper for a woman to straddle a man!\Nothing excites me more than breaking prudish men like you.\Ougi Kashozanmai.\Saizo...\Shit...\Stop!\No more. response:	I don't want anyone else to die for me, Saizo!
context: It is not proper for a woman to straddle a man!\Nothing excites me more than breaking prudish men like you.\Ougi Kashozanmai.\Saizo...\Shit...\Stop!\No more.\I don't want anyone else to die for me, Saizo! response:	Gimme a break.
context: Nothing excites me more than breaking prudish men like you.\Ougi Kashozanmai.\Saizo...\Shit...\Stop!\No more.\I don't want anyone else to die for me, Saizo!\Gimme a break. response:	No one's dying here.
context: Ougi Kashozanmai.\Saizo...\Shit...\Stop!\No more.\I don't want anyone else to die for me, Saizo!\Gimme a break.\No one's dying here. response:	I can't die.
context: Saizo...\Shit...\Stop!\No more.\I don't want anyone else to die for me, Saizo!\Gimme a break.\No one's dying here.\I can't die. response:	Saizo.
context: Shit...\Stop!\No more.\I don't want anyone else to die for me, Saizo!\Gimme a break.\No one's dying here.\I can't die.\Saizo. response:	What can you do in that state?
context: Stop!\No more.\I don't want anyone else to die for me, Saizo!\Gimme a break.\No one's dying here.\I can't die.\Saizo.\What can you do in that state? response:	It's over.
context: No more.\I don't want anyone else to die for me, Saizo!\Gimme a break.\No one's dying here.\I can't die.\Saizo.\What can you do in that state?\It's over. response:	No!
context: I don't want anyone else to die for me, Saizo!\Gimme a break.\No one's dying here.\I can't die.\Saizo.\What can you do in that state?\It's over.\No! response:	This wind...
context: Gimme a break.\No one's dying here.\I can't die.\Saizo.\What can you do in that state?\It's over.\No!\This wind... response:	Who gave you permission to play with my toy?
context: No one's dying here.\I can't die.\Saizo.\What can you do in that state?\It's over.\No!\This wind...\Who gave you permission to play with my toy? response:	I'll kill you, bastard!
context: I can't die.\Saizo.\What can you do in that state?\It's over.\No!\This wind...\Who gave you permission to play with my toy?\I'll kill you, bastard! response:	My toy?
context: Saizo.\What can you do in that state?\It's over.\No!\This wind...\Who gave you permission to play with my toy?\I'll kill you, bastard!\My toy? response:	I'm the only one allowed to shed blood fighting to the death with him!
context: What can you do in that state?\It's over.\No!\This wind...\Who gave you permission to play with my toy?\I'll kill you, bastard!\My toy?\I'm the only one allowed to shed blood fighting to the death with him! response:	What?
context: It's over.\No!\This wind...\Who gave you permission to play with my toy?\I'll kill you, bastard!\My toy?\I'm the only one allowed to shed blood fighting to the death with him!\What? response:	And he's the only one allowed to push me to the edge and kill me!
context: No!\This wind...\Who gave you permission to play with my toy?\I'll kill you, bastard!\My toy?\I'm the only one allowed to shed blood fighting to the death with him!\What?\And he's the only one allowed to push me to the edge and kill me! response:	Pervert.
context: This wind...\Who gave you permission to play with my toy?\I'll kill you, bastard!\My toy?\I'm the only one allowed to shed blood fighting to the death with him!\What?\And he's the only one allowed to push me to the edge and kill me!\Pervert. response:	I don't wanna hear that from some gross, masked bastard!
context: Who gave you permission to play with my toy?\I'll kill you, bastard!\My toy?\I'm the only one allowed to shed blood fighting to the death with him!\What?\And he's the only one allowed to push me to the edge and kill me!\Pervert.\I don't wanna hear that from some gross, masked bastard! response:	You can't do shit.
context: I'll kill you, bastard!\My toy?\I'm the only one allowed to shed blood fighting to the death with him!\What?\And he's the only one allowed to push me to the edge and kill me!\Pervert.\I don't wanna hear that from some gross, masked bastard!\You can't do shit. response:	Behind you, idiot!
context: My toy?\I'm the only one allowed to shed blood fighting to the death with him!\What?\And he's the only one allowed to push me to the edge and kill me!\Pervert.\I don't wanna hear that from some gross, masked bastard!\You can't do shit.\Behind you, idiot! response:	Bastard.
context: I'm the only one allowed to shed blood fighting to the death with him!\What?\And he's the only one allowed to push me to the edge and kill me!\Pervert.\I don't wanna hear that from some gross, masked bastard!\You can't do shit.\Behind you, idiot!\Bastard. response:	I've had enough of you and your swords.
context: What?\And he's the only one allowed to push me to the edge and kill me!\Pervert.\I don't wanna hear that from some gross, masked bastard!\You can't do shit.\Behind you, idiot!\Bastard.\I've had enough of you and your swords. response:	You dumb-ass, you just suck at fighting.
context: And he's the only one allowed to push me to the edge and kill me!\Pervert.\I don't wanna hear that from some gross, masked bastard!\You can't do shit.\Behind you, idiot!\Bastard.\I've had enough of you and your swords.\You dumb-ass, you just suck at fighting. response:	What? Who're you calling a dumb-ass?
context: Pervert.\I don't wanna hear that from some gross, masked bastard!\You can't do shit.\Behind you, idiot!\Bastard.\I've had enough of you and your swords.\You dumb-ass, you just suck at fighting.\What? Who're you calling a dumb-ass? response:	If you don't want both of us to die, assist me.
context: I don't wanna hear that from some gross, masked bastard!\You can't do shit.\Behind you, idiot!\Bastard.\I've had enough of you and your swords.\You dumb-ass, you just suck at fighting.\What? Who're you calling a dumb-ass?\If you don't want both of us to die, assist me. response:	You can't order me around!
context: You can't do shit.\Behind you, idiot!\Bastard.\I've had enough of you and your swords.\You dumb-ass, you just suck at fighting.\What? Who're you calling a dumb-ass?\If you don't want both of us to die, assist me.\You can't order me around! response:	Once we're done with him,
context: Behind you, idiot!\Bastard.\I've had enough of you and your swords.\You dumb-ass, you just suck at fighting.\What? Who're you calling a dumb-ass?\If you don't want both of us to die, assist me.\You can't order me around!\Once we're done with him, response:	I'll play with you until you cry, so come on.
context: Bastard.\I've had enough of you and your swords.\You dumb-ass, you just suck at fighting.\What? Who're you calling a dumb-ass?\If you don't want both of us to die, assist me.\You can't order me around!\Once we're done with him,\I'll play with you until you cry, so come on. response:	Until I cry?
context: I've had enough of you and your swords.\You dumb-ass, you just suck at fighting.\What? Who're you calling a dumb-ass?\If you don't want both of us to die, assist me.\You can't order me around!\Once we're done with him,\I'll play with you until you cry, so come on.\Until I cry? response:	You're serious?
context: You dumb-ass, you just suck at fighting.\What? Who're you calling a dumb-ass?\If you don't want both of us to die, assist me.\You can't order me around!\Once we're done with him,\I'll play with you until you cry, so come on.\Until I cry?\You're serious? response:	All right! Bring it on!
context: What? Who're you calling a dumb-ass?\If you don't want both of us to die, assist me.\You can't order me around!\Once we're done with him,\I'll play with you until you cry, so come on.\Until I cry?\You're serious?\All right! Bring it on! response:	What an unromantic child.
context: If you don't want both of us to die, assist me.\You can't order me around!\Once we're done with him,\I'll play with you until you cry, so come on.\Until I cry?\You're serious?\All right! Bring it on!\What an unromantic child. response:	I can move.
context: You can't order me around!\Once we're done with him,\I'll play with you until you cry, so come on.\Until I cry?\You're serious?\All right! Bring it on!\What an unromantic child.\I can move. response:	That wind must have torn her barrier and broken the illusion.
context: Once we're done with him,\I'll play with you until you cry, so come on.\Until I cry?\You're serious?\All right! Bring it on!\What an unromantic child.\I can move.\That wind must have torn her barrier and broken the illusion. response:	A hidden gun? That's no fair.
context: I'll play with you until you cry, so come on.\Until I cry?\You're serious?\All right! Bring it on!\What an unromantic child.\I can move.\That wind must have torn her barrier and broken the illusion.\A hidden gun? That's no fair. response:	I, Okatsu the snake charmer, will constrict you myself, like a snake.
context: Until I cry?\You're serious?\All right! Bring it on!\What an unromantic child.\I can move.\That wind must have torn her barrier and broken the illusion.\A hidden gun? That's no fair.\I, Okatsu the snake charmer, will constrict you myself, like a snake. response:	Now you cannot fire your gun.
context: You're serious?\All right! Bring it on!\What an unromantic child.\I can move.\That wind must have torn her barrier and broken the illusion.\A hidden gun? That's no fair.\I, Okatsu the snake charmer, will constrict you myself, like a snake.\Now you cannot fire your gun. response:	Prepare yourself.
context: All right! Bring it on!\What an unromantic child.\I can move.\That wind must have torn her barrier and broken the illusion.\A hidden gun? That's no fair.\I, Okatsu the snake charmer, will constrict you myself, like a snake.\Now you cannot fire your gun.\Prepare yourself. response:	You shot through your own arm...
context: What an unromantic child.\I can move.\That wind must have torn her barrier and broken the illusion.\A hidden gun? That's no fair.\I, Okatsu the snake charmer, will constrict you myself, like a snake.\Now you cannot fire your gun.\Prepare yourself.\You shot through your own arm... response:	What a strong man...
context: I can move.\That wind must have torn her barrier and broken the illusion.\A hidden gun? That's no fair.\I, Okatsu the snake charmer, will constrict you myself, like a snake.\Now you cannot fire your gun.\Prepare yourself.\You shot through your own arm...\What a strong man... response:	Yuri Kusarigama Ougi Fujinsho!
context: That wind must have torn her barrier and broken the illusion.\A hidden gun? That's no fair.\I, Okatsu the snake charmer, will constrict you myself, like a snake.\Now you cannot fire your gun.\Prepare yourself.\You shot through your own arm...\What a strong man...\Yuri Kusarigama Ougi Fujinsho! response:	This ends now!
context: A hidden gun? That's no fair.\I, Okatsu the snake charmer, will constrict you myself, like a snake.\Now you cannot fire your gun.\Prepare yourself.\You shot through your own arm...\What a strong man...\Yuri Kusarigama Ougi Fujinsho!\This ends now! response:	Shunko!
context: I, Okatsu the snake charmer, will constrict you myself, like a snake.\Now you cannot fire your gun.\Prepare yourself.\You shot through your own arm...\What a strong man...\Yuri Kusarigama Ougi Fujinsho!\This ends now!\Shunko! response:	We did it.
context: Now you cannot fire your gun.\Prepare yourself.\You shot through your own arm...\What a strong man...\Yuri Kusarigama Ougi Fujinsho!\This ends now!\Shunko!\We did it. response:	Your crappy fighting made me waste my energy.
context: Prepare yourself.\You shot through your own arm...\What a strong man...\Yuri Kusarigama Ougi Fujinsho!\This ends now!\Shunko!\We did it.\Your crappy fighting made me waste my energy. response:	Shut up.
context: You shot through your own arm...\What a strong man...\Yuri Kusarigama Ougi Fujinsho!\This ends now!\Shunko!\We did it.\Your crappy fighting made me waste my energy.\Shut up. response:	Your support just sucks.
context: What a strong man...\Yuri Kusarigama Ougi Fujinsho!\This ends now!\Shunko!\We did it.\Your crappy fighting made me waste my energy.\Shut up.\Your support just sucks. response:	I'm sorry.
