context: Stop, Kohaku! response:	What's happened, Kohaku?!
context: Silence, half-demon!\I will avenge everyone from my village!\Old Myoga! What's she saying?!\I have no idea!\Master Inuyasha, it's coming again!\We must do something about that weapon!\Agreed!\Wind Tunnel! response:	Got it!
context: I will avenge everyone from my village!\Old Myoga! What's she saying?!\I have no idea!\Master Inuyasha, it's coming again!\We must do something about that weapon!\Agreed!\Wind Tunnel!\Got it! response:	Look! Naraku's poison insects!
context: Old Myoga! What's she saying?!\I have no idea!\Master Inuyasha, it's coming again!\We must do something about that weapon!\Agreed!\Wind Tunnel!\Got it!\Look! Naraku's poison insects! response:	No, Miroku! You suck them in, you'll be poisoned!
context: I have no idea!\Master Inuyasha, it's coming again!\We must do something about that weapon!\Agreed!\Wind Tunnel!\Got it!\Look! Naraku's poison insects!\No, Miroku! You suck them in, you'll be poisoned! response:	W-why are they here?!
context: Master Inuyasha, it's coming again!\We must do something about that weapon!\Agreed!\Wind Tunnel!\Got it!\Look! Naraku's poison insects!\No, Miroku! You suck them in, you'll be poisoned!\W-why are they here?! response:	It can't be!
context: We must do something about that weapon!\Agreed!\Wind Tunnel!\Got it!\Look! Naraku's poison insects!\No, Miroku! You suck them in, you'll be poisoned!\W-why are they here?!\It can't be! response:	Naraku!
context: Agreed!\Wind Tunnel!\Got it!\Look! Naraku's poison insects!\No, Miroku! You suck them in, you'll be poisoned!\W-why are they here?!\It can't be!\Naraku! response:	Inuyasha, give up and let her slay you.
context: Wind Tunnel!\Got it!\Look! Naraku's poison insects!\No, Miroku! You suck them in, you'll be poisoned!\W-why are they here?!\It can't be!\Naraku!\Inuyasha, give up and let her slay you. response:	Why you!
context: Got it!\Look! Naraku's poison insects!\No, Miroku! You suck them in, you'll be poisoned!\W-why are they here?!\It can't be!\Naraku!\Inuyasha, give up and let her slay you.\Why you! response:	Not in a hundred years!
context: Look! Naraku's poison insects!\No, Miroku! You suck them in, you'll be poisoned!\W-why are they here?!\It can't be!\Naraku!\Inuyasha, give up and let her slay you.\Why you!\Not in a hundred years! response:	I am your opponent!
context: No, Miroku! You suck them in, you'll be poisoned!\W-why are they here?!\It can't be!\Naraku!\Inuyasha, give up and let her slay you.\Why you!\Not in a hundred years!\I am your opponent! response:	Why you! Interfere and I'll kill you first!
context: W-why are they here?!\It can't be!\Naraku!\Inuyasha, give up and let her slay you.\Why you!\Not in a hundred years!\I am your opponent!\Why you! Interfere and I'll kill you first! response:	Try it!
context: It can't be!\Naraku!\Inuyasha, give up and let her slay you.\Why you!\Not in a hundred years!\I am your opponent!\Why you! Interfere and I'll kill you first!\Try it! response:	You may have said those words when you killed my people?!
context: Naraku!\Inuyasha, give up and let her slay you.\Why you!\Not in a hundred years!\I am your opponent!\Why you! Interfere and I'll kill you first!\Try it!\You may have said those words when you killed my people?! response:	But I'll not die so easily!
context: Inuyasha, give up and let her slay you.\Why you!\Not in a hundred years!\I am your opponent!\Why you! Interfere and I'll kill you first!\Try it!\You may have said those words when you killed my people?!\But I'll not die so easily! response:	She believes that Inuyasha attacked the village!
context: Why you!\Not in a hundred years!\I am your opponent!\Why you! Interfere and I'll kill you first!\Try it!\You may have said those words when you killed my people?!\But I'll not die so easily!\She believes that Inuyasha attacked the village! response:	She's being deceived by Naraku!
context: Not in a hundred years!\I am your opponent!\Why you! Interfere and I'll kill you first!\Try it!\You may have said those words when you killed my people?!\But I'll not die so easily!\She believes that Inuyasha attacked the village!\She's being deceived by Naraku! response:	She has a Sacred Jewel fragment in her back!
context: I am your opponent!\Why you! Interfere and I'll kill you first!\Try it!\You may have said those words when you killed my people?!\But I'll not die so easily!\She believes that Inuyasha attacked the village!\She's being deceived by Naraku!\She has a Sacred Jewel fragment in her back! response:	Before that weapon returns!
context: Why you! Interfere and I'll kill you first!\Try it!\You may have said those words when you killed my people?!\But I'll not die so easily!\She believes that Inuyasha attacked the village!\She's being deceived by Naraku!\She has a Sacred Jewel fragment in her back!\Before that weapon returns! response:	Poison Powder!
context: Try it!\You may have said those words when you killed my people?!\But I'll not die so easily!\She believes that Inuyasha attacked the village!\She's being deceived by Naraku!\She has a Sacred Jewel fragment in her back!\Before that weapon returns!\Poison Powder! response:	A miasma!
context: You may have said those words when you killed my people?!\But I'll not die so easily!\She believes that Inuyasha attacked the village!\She's being deceived by Naraku!\She has a Sacred Jewel fragment in her back!\Before that weapon returns!\Poison Powder!\A miasma! response:	Demons with ears like yours have a weakness against strong scents!
context: But I'll not die so easily!\She believes that Inuyasha attacked the village!\She's being deceived by Naraku!\She has a Sacred Jewel fragment in her back!\Before that weapon returns!\Poison Powder!\A miasma!\Demons with ears like yours have a weakness against strong scents! response:	I can't get close!
context: She believes that Inuyasha attacked the village!\She's being deceived by Naraku!\She has a Sacred Jewel fragment in her back!\Before that weapon returns!\Poison Powder!\A miasma!\Demons with ears like yours have a weakness against strong scents!\I can't get close! response:	Leave it to a Demon Slayer.
context: She's being deceived by Naraku!\She has a Sacred Jewel fragment in her back!\Before that weapon returns!\Poison Powder!\A miasma!\Demons with ears like yours have a weakness against strong scents!\I can't get close!\Leave it to a Demon Slayer. response:	Well, well... if it isn't the monk.
context: She has a Sacred Jewel fragment in her back!\Before that weapon returns!\Poison Powder!\A miasma!\Demons with ears like yours have a weakness against strong scents!\I can't get close!\Leave it to a Demon Slayer.\Well, well... if it isn't the monk. response:	Naraku... die now!
context: Before that weapon returns!\Poison Powder!\A miasma!\Demons with ears like yours have a weakness against strong scents!\I can't get close!\Leave it to a Demon Slayer.\Well, well... if it isn't the monk.\Naraku... die now! response:	I can't. Not until I gather all the Sacred Jewel fragments.
context: Poison Powder!\A miasma!\Demons with ears like yours have a weakness against strong scents!\I can't get close!\Leave it to a Demon Slayer.\Well, well... if it isn't the monk.\Naraku... die now!\I can't. Not until I gather all the Sacred Jewel fragments. response:	I don't know what you are scheming, but it's over!
context: A miasma!\Demons with ears like yours have a weakness against strong scents!\I can't get close!\Leave it to a Demon Slayer.\Well, well... if it isn't the monk.\Naraku... die now!\I can't. Not until I gather all the Sacred Jewel fragments.\I don't know what you are scheming, but it's over! response:	He did it!
context: Demons with ears like yours have a weakness against strong scents!\I can't get close!\Leave it to a Demon Slayer.\Well, well... if it isn't the monk.\Naraku... die now!\I can't. Not until I gather all the Sacred Jewel fragments.\I don't know what you are scheming, but it's over!\He did it! response:	Kagome!
context: I can't get close!\Leave it to a Demon Slayer.\Well, well... if it isn't the monk.\Naraku... die now!\I can't. Not until I gather all the Sacred Jewel fragments.\I don't know what you are scheming, but it's over!\He did it!\Kagome! response:	This is not for the likes of you.
context: Leave it to a Demon Slayer.\Well, well... if it isn't the monk.\Naraku... die now!\I can't. Not until I gather all the Sacred Jewel fragments.\I don't know what you are scheming, but it's over!\He did it!\Kagome!\This is not for the likes of you. response:	Now that I have the fragment in my possession...
context: Well, well... if it isn't the monk.\Naraku... die now!\I can't. Not until I gather all the Sacred Jewel fragments.\I don't know what you are scheming, but it's over!\He did it!\Kagome!\This is not for the likes of you.\Now that I have the fragment in my possession... response:	I need not to linger.
context: Naraku... die now!\I can't. Not until I gather all the Sacred Jewel fragments.\I don't know what you are scheming, but it's over!\He did it!\Kagome!\This is not for the likes of you.\Now that I have the fragment in my possession...\I need not to linger. response:	Naraku... why you!
context: I can't. Not until I gather all the Sacred Jewel fragments.\I don't know what you are scheming, but it's over!\He did it!\Kagome!\This is not for the likes of you.\Now that I have the fragment in my possession...\I need not to linger.\Naraku... why you! response:	Farewell, Monk... and Inuyasha.
context: I don't know what you are scheming, but it's over!\He did it!\Kagome!\This is not for the likes of you.\Now that I have the fragment in my possession...\I need not to linger.\Naraku... why you!\Farewell, Monk... and Inuyasha. response:	- Why you...! - You won't get away!
context: He did it!\Kagome!\This is not for the likes of you.\Now that I have the fragment in my possession...\I need not to linger.\Naraku... why you!\Farewell, Monk... and Inuyasha.\- Why you...! - You won't get away! response:	Sango... I await you at the castle.
context: Kagome!\This is not for the likes of you.\Now that I have the fragment in my possession...\I need not to linger.\Naraku... why you!\Farewell, Monk... and Inuyasha.\- Why you...! - You won't get away!\Sango... I await you at the castle. response:	Kill Inuyasha without fail and return.
context: This is not for the likes of you.\Now that I have the fragment in my possession...\I need not to linger.\Naraku... why you!\Farewell, Monk... and Inuyasha.\- Why you...! - You won't get away!\Sango... I await you at the castle.\Kill Inuyasha without fail and return. response:	Naraku... Can I really trust him?
context: Now that I have the fragment in my possession...\I need not to linger.\Naraku... why you!\Farewell, Monk... and Inuyasha.\- Why you...! - You won't get away!\Sango... I await you at the castle.\Kill Inuyasha without fail and return.\Naraku... Can I really trust him? response:	Kirara...
context: I need not to linger.\Naraku... why you!\Farewell, Monk... and Inuyasha.\- Why you...! - You won't get away!\Sango... I await you at the castle.\Kill Inuyasha without fail and return.\Naraku... Can I really trust him?\Kirara... response:	You're still alive!
context: Naraku... why you!\Farewell, Monk... and Inuyasha.\- Why you...! - You won't get away!\Sango... I await you at the castle.\Kill Inuyasha without fail and return.\Naraku... Can I really trust him?\Kirara...\You're still alive! response:	Kirara, follow him.
context: Farewell, Monk... and Inuyasha.\- Why you...! - You won't get away!\Sango... I await you at the castle.\Kill Inuyasha without fail and return.\Naraku... Can I really trust him?\Kirara...\You're still alive!\Kirara, follow him. response:	If he does anything strange, kill him.
context: - Why you...! - You won't get away!\Sango... I await you at the castle.\Kill Inuyasha without fail and return.\Naraku... Can I really trust him?\Kirara...\You're still alive!\Kirara, follow him.\If he does anything strange, kill him. response:	You won't get away!
context: Sango... I await you at the castle.\Kill Inuyasha without fail and return.\Naraku... Can I really trust him?\Kirara...\You're still alive!\Kirara, follow him.\If he does anything strange, kill him.\You won't get away! response:	Stop, Naraku!
context: Kill Inuyasha without fail and return.\Naraku... Can I really trust him?\Kirara...\You're still alive!\Kirara, follow him.\If he does anything strange, kill him.\You won't get away!\Stop, Naraku! response:	Inuyasha! I will fight you!
context: Naraku... Can I really trust him?\Kirara...\You're still alive!\Kirara, follow him.\If he does anything strange, kill him.\You won't get away!\Stop, Naraku!\Inuyasha! I will fight you! response:	You will die right here!
context: Kirara...\You're still alive!\Kirara, follow him.\If he does anything strange, kill him.\You won't get away!\Stop, Naraku!\Inuyasha! I will fight you!\You will die right here! response:	Are you still saying that?!
context: You're still alive!\Kirara, follow him.\If he does anything strange, kill him.\You won't get away!\Stop, Naraku!\Inuyasha! I will fight you!\You will die right here!\Are you still saying that?! response:	I must kill him now!
context: Kirara, follow him.\If he does anything strange, kill him.\You won't get away!\Stop, Naraku!\Inuyasha! I will fight you!\You will die right here!\Are you still saying that?!\I must kill him now! response:	Before my life wanes.
context: If he does anything strange, kill him.\You won't get away!\Stop, Naraku!\Inuyasha! I will fight you!\You will die right here!\Are you still saying that?!\I must kill him now!\Before my life wanes. response:	Cut it out!
context: You won't get away!\Stop, Naraku!\Inuyasha! I will fight you!\You will die right here!\Are you still saying that?!\I must kill him now!\Before my life wanes.\Cut it out! response:	No!
context: Stop, Naraku!\Inuyasha! I will fight you!\You will die right here!\Are you still saying that?!\I must kill him now!\Before my life wanes.\Cut it out!\No! response:	Without your weapon!
context: Inuyasha! I will fight you!\You will die right here!\Are you still saying that?!\I must kill him now!\Before my life wanes.\Cut it out!\No!\Without your weapon! response:	Poison Powder!
context: You will die right here!\Are you still saying that?!\I must kill him now!\Before my life wanes.\Cut it out!\No!\Without your weapon!\Poison Powder! response:	My poison shield mask!
context: Are you still saying that?!\I must kill him now!\Before my life wanes.\Cut it out!\No!\Without your weapon!\Poison Powder!\My poison shield mask! response:	What is he up to?!
context: I must kill him now!\Before my life wanes.\Cut it out!\No!\Without your weapon!\Poison Powder!\My poison shield mask!\What is he up to?! response:	H- he's...not trying to save me?!
context: Before my life wanes.\Cut it out!\No!\Without your weapon!\Poison Powder!\My poison shield mask!\What is he up to?!\H- he's...not trying to save me?! response:	No, he isn't!
context: Cut it out!\No!\Without your weapon!\Poison Powder!\My poison shield mask!\What is he up to?!\H- he's...not trying to save me?!\No, he isn't! response:	He's the enemy who attacked my village!
context: No!\Without your weapon!\Poison Powder!\My poison shield mask!\What is he up to?!\H- he's...not trying to save me?!\No, he isn't!\He's the enemy who attacked my village! response:	Inuyasha!
context: Without your weapon!\Poison Powder!\My poison shield mask!\What is he up to?!\H- he's...not trying to save me?!\No, he isn't!\He's the enemy who attacked my village!\Inuyasha! response:	You! Haven't you realized yet that Naraku is tricking you?
context: Poison Powder!\My poison shield mask!\What is he up to?!\H- he's...not trying to save me?!\No, he isn't!\He's the enemy who attacked my village!\Inuyasha!\You! Haven't you realized yet that Naraku is tricking you? response:	And... you're covered with blood.
context: My poison shield mask!\What is he up to?!\H- he's...not trying to save me?!\No, he isn't!\He's the enemy who attacked my village!\Inuyasha!\You! Haven't you realized yet that Naraku is tricking you?\And... you're covered with blood. response:	W-what?!
context: What is he up to?!\H- he's...not trying to save me?!\No, he isn't!\He's the enemy who attacked my village!\Inuyasha!\You! Haven't you realized yet that Naraku is tricking you?\And... you're covered with blood.\W-what?! response:	l-I didn't know it was this bad...
context: H- he's...not trying to save me?!\No, he isn't!\He's the enemy who attacked my village!\Inuyasha!\You! Haven't you realized yet that Naraku is tricking you?\And... you're covered with blood.\W-what?!\l-I didn't know it was this bad... response:	I didn't feel any pain.
context: No, he isn't!\He's the enemy who attacked my village!\Inuyasha!\You! Haven't you realized yet that Naraku is tricking you?\And... you're covered with blood.\W-what?!\l-I didn't know it was this bad...\I didn't feel any pain. response:	Inuyasha, are you all right?
context: He's the enemy who attacked my village!\Inuyasha!\You! Haven't you realized yet that Naraku is tricking you?\And... you're covered with blood.\W-what?!\l-I didn't know it was this bad...\I didn't feel any pain.\Inuyasha, are you all right? response:	I am.
context: Inuyasha!\You! Haven't you realized yet that Naraku is tricking you?\And... you're covered with blood.\W-what?!\l-I didn't know it was this bad...\I didn't feel any pain.\Inuyasha, are you all right?\I am. response:	Kohaku, are you afraid about becoming a Slayer?
context: You! Haven't you realized yet that Naraku is tricking you?\And... you're covered with blood.\W-what?!\l-I didn't know it was this bad...\I didn't feel any pain.\Inuyasha, are you all right?\I am.\Kohaku, are you afraid about becoming a Slayer? response:	N-no...
context: And... you're covered with blood.\W-what?!\l-I didn't know it was this bad...\I didn't feel any pain.\Inuyasha, are you all right?\I am.\Kohaku, are you afraid about becoming a Slayer?\N-no... response:	Kohaku... this is just between you and me.
context: W-what?!\l-I didn't know it was this bad...\I didn't feel any pain.\Inuyasha, are you all right?\I am.\Kohaku, are you afraid about becoming a Slayer?\N-no...\Kohaku... this is just between you and me. response:	There isn't a soul who's not afraid of fighting a demon.
context: l-I didn't know it was this bad...\I didn't feel any pain.\Inuyasha, are you all right?\I am.\Kohaku, are you afraid about becoming a Slayer?\N-no...\Kohaku... this is just between you and me.\There isn't a soul who's not afraid of fighting a demon. response:	Huh?
context: I didn't feel any pain.\Inuyasha, are you all right?\I am.\Kohaku, are you afraid about becoming a Slayer?\N-no...\Kohaku... this is just between you and me.\There isn't a soul who's not afraid of fighting a demon.\Huh? response:	Then, you too?
context: Inuyasha, are you all right?\I am.\Kohaku, are you afraid about becoming a Slayer?\N-no...\Kohaku... this is just between you and me.\There isn't a soul who's not afraid of fighting a demon.\Huh?\Then, you too? response:	Yup... not only me.
context: I am.\Kohaku, are you afraid about becoming a Slayer?\N-no...\Kohaku... this is just between you and me.\There isn't a soul who's not afraid of fighting a demon.\Huh?\Then, you too?\Yup... not only me. response:	Father and all the others.
context: Kohaku, are you afraid about becoming a Slayer?\N-no...\Kohaku... this is just between you and me.\There isn't a soul who's not afraid of fighting a demon.\Huh?\Then, you too?\Yup... not only me.\Father and all the others. response:	But we're not fighting alone.
context: N-no...\Kohaku... this is just between you and me.\There isn't a soul who's not afraid of fighting a demon.\Huh?\Then, you too?\Yup... not only me.\Father and all the others.\But we're not fighting alone. response:	We're always together.
context: Kohaku... this is just between you and me.\There isn't a soul who's not afraid of fighting a demon.\Huh?\Then, you too?\Yup... not only me.\Father and all the others.\But we're not fighting alone.\We're always together. response:	We fight together with our comrades.
context: There isn't a soul who's not afraid of fighting a demon.\Huh?\Then, you too?\Yup... not only me.\Father and all the others.\But we're not fighting alone.\We're always together.\We fight together with our comrades. response:	So it'll be okay, since we're with everyone.
context: Huh?\Then, you too?\Yup... not only me.\Father and all the others.\But we're not fighting alone.\We're always together.\We fight together with our comrades.\So it'll be okay, since we're with everyone. response:	Kohaku!
context: Then, you too?\Yup... not only me.\Father and all the others.\But we're not fighting alone.\We're always together.\We fight together with our comrades.\So it'll be okay, since we're with everyone.\Kohaku! response:	Sister... I'm afraid.
context: Yup... not only me.\Father and all the others.\But we're not fighting alone.\We're always together.\We fight together with our comrades.\So it'll be okay, since we're with everyone.\Kohaku!\Sister... I'm afraid. response:	Kohaku!
context: Father and all the others.\But we're not fighting alone.\We're always together.\We fight together with our comrades.\So it'll be okay, since we're with everyone.\Kohaku!\Sister... I'm afraid.\Kohaku! response:	Is she dead?
context: But we're not fighting alone.\We're always together.\We fight together with our comrades.\So it'll be okay, since we're with everyone.\Kohaku!\Sister... I'm afraid.\Kohaku!\Is she dead? response:	She just fainted.
context: We're always together.\We fight together with our comrades.\So it'll be okay, since we're with everyone.\Kohaku!\Sister... I'm afraid.\Kohaku!\Is she dead?\She just fainted. response:	Inuyasha, she has a Sacred Jewel fragment imbedded in her back.
context: We fight together with our comrades.\So it'll be okay, since we're with everyone.\Kohaku!\Sister... I'm afraid.\Kohaku!\Is she dead?\She just fainted.\Inuyasha, she has a Sacred Jewel fragment imbedded in her back. response:	No wonder...
context: So it'll be okay, since we're with everyone.\Kohaku!\Sister... I'm afraid.\Kohaku!\Is she dead?\She just fainted.\Inuyasha, she has a Sacred Jewel fragment imbedded in her back.\No wonder... response:	I knew from the scent of her blood that she was badly injured.
context: Kohaku!\Sister... I'm afraid.\Kohaku!\Is she dead?\She just fainted.\Inuyasha, she has a Sacred Jewel fragment imbedded in her back.\No wonder...\I knew from the scent of her blood that she was badly injured. response:	That Naraku... He used the Sacred Jewel...
context: Sister... I'm afraid.\Kohaku!\Is she dead?\She just fainted.\Inuyasha, she has a Sacred Jewel fragment imbedded in her back.\No wonder...\I knew from the scent of her blood that she was badly injured.\That Naraku... He used the Sacred Jewel... response:	to make her fight until she died.
context: Kohaku!\Is she dead?\She just fainted.\Inuyasha, she has a Sacred Jewel fragment imbedded in her back.\No wonder...\I knew from the scent of her blood that she was badly injured.\That Naraku... He used the Sacred Jewel...\to make her fight until she died. response:	No way will I lose him!
context: Is she dead?\She just fainted.\Inuyasha, she has a Sacred Jewel fragment imbedded in her back.\No wonder...\I knew from the scent of her blood that she was badly injured.\That Naraku... He used the Sacred Jewel...\to make her fight until she died.\No way will I lose him! response:	Thanks... you're gonna give me a ride?
context: She just fainted.\Inuyasha, she has a Sacred Jewel fragment imbedded in her back.\No wonder...\I knew from the scent of her blood that she was badly injured.\That Naraku... He used the Sacred Jewel...\to make her fight until she died.\No way will I lose him!\Thanks... you're gonna give me a ride? response:	Naraku!
context: Inuyasha, she has a Sacred Jewel fragment imbedded in her back.\No wonder...\I knew from the scent of her blood that she was badly injured.\That Naraku... He used the Sacred Jewel...\to make her fight until she died.\No way will I lose him!\Thanks... you're gonna give me a ride?\Naraku! response:	Don't take me lightly!
context: No wonder...\I knew from the scent of her blood that she was badly injured.\That Naraku... He used the Sacred Jewel...\to make her fight until she died.\No way will I lose him!\Thanks... you're gonna give me a ride?\Naraku!\Don't take me lightly! response:	W-why... you!
context: I knew from the scent of her blood that she was badly injured.\That Naraku... He used the Sacred Jewel...\to make her fight until she died.\No way will I lose him!\Thanks... you're gonna give me a ride?\Naraku!\Don't take me lightly!\W-why... you! response:	Sister!
context: That Naraku... He used the Sacred Jewel...\to make her fight until she died.\No way will I lose him!\Thanks... you're gonna give me a ride?\Naraku!\Don't take me lightly!\W-why... you!\Sister! response:	Sister!
context: to make her fight until she died.\No way will I lose him!\Thanks... you're gonna give me a ride?\Naraku!\Don't take me lightly!\W-why... you!\Sister!\Sister! response:	Sister!
context: No way will I lose him!\Thanks... you're gonna give me a ride?\Naraku!\Don't take me lightly!\W-why... you!\Sister!\Sister!\Sister! response:	I have no voice!
context: Thanks... you're gonna give me a ride?\Naraku!\Don't take me lightly!\W-why... you!\Sister!\Sister!\Sister!\I have no voice! response:	My body won't move!
context: Naraku!\Don't take me lightly!\W-why... you!\Sister!\Sister!\Sister!\I have no voice!\My body won't move! response:	What's wrong with me?!
context: Don't take me lightly!\W-why... you!\Sister!\Sister!\Sister!\I have no voice!\My body won't move!\What's wrong with me?! response:	Someone's back... Warm. Whose...?
context: W-why... you!\Sister!\Sister!\Sister!\I have no voice!\My body won't move!\What's wrong with me?!\Someone's back... Warm. Whose...? response:	You!
context: Sister!\Sister!\Sister!\I have no voice!\My body won't move!\What's wrong with me?!\Someone's back... Warm. Whose...?\You! response:	Conscious, are you?
context: Sister!\Sister!\I have no voice!\My body won't move!\What's wrong with me?!\Someone's back... Warm. Whose...?\You!\Conscious, are you? response:	Put me down! What're you doing?!
context: Sister!\I have no voice!\My body won't move!\What's wrong with me?!\Someone's back... Warm. Whose...?\You!\Conscious, are you?\Put me down! What're you doing?! response:	What?!
context: I have no voice!\My body won't move!\What's wrong with me?!\Someone's back... Warm. Whose...?\You!\Conscious, are you?\Put me down! What're you doing?!\What?! response:	We're going after Naraku.
context: My body won't move!\What's wrong with me?!\Someone's back... Warm. Whose...?\You!\Conscious, are you?\Put me down! What're you doing?!\What?!\We're going after Naraku. response:	He took our Sacred Jewel fragment.
context: What's wrong with me?!\Someone's back... Warm. Whose...?\You!\Conscious, are you?\Put me down! What're you doing?!\What?!\We're going after Naraku.\He took our Sacred Jewel fragment. response:	Your name's Sango, right?
context: Someone's back... Warm. Whose...?\You!\Conscious, are you?\Put me down! What're you doing?!\What?!\We're going after Naraku.\He took our Sacred Jewel fragment.\Your name's Sango, right? response:	Keep bothering me, and I'll leave you right here!
context: You!\Conscious, are you?\Put me down! What're you doing?!\What?!\We're going after Naraku.\He took our Sacred Jewel fragment.\Your name's Sango, right?\Keep bothering me, and I'll leave you right here! response:	What?!
context: Conscious, are you?\Put me down! What're you doing?!\What?!\We're going after Naraku.\He took our Sacred Jewel fragment.\Your name's Sango, right?\Keep bothering me, and I'll leave you right here!\What?! response:	Inuyasha! You're so rude! No wonder people misjudge you!
context: Put me down! What're you doing?!\What?!\We're going after Naraku.\He took our Sacred Jewel fragment.\Your name's Sango, right?\Keep bothering me, and I'll leave you right here!\What?!\Inuyasha! You're so rude! No wonder people misjudge you! response:	Forgive him. He talks rough, but he's actually quite nice.
context: What?!\We're going after Naraku.\He took our Sacred Jewel fragment.\Your name's Sango, right?\Keep bothering me, and I'll leave you right here!\What?!\Inuyasha! You're so rude! No wonder people misjudge you!\Forgive him. He talks rough, but he's actually quite nice. response:	Hey you!
context: We're going after Naraku.\He took our Sacred Jewel fragment.\Your name's Sango, right?\Keep bothering me, and I'll leave you right here!\What?!\Inuyasha! You're so rude! No wonder people misjudge you!\Forgive him. He talks rough, but he's actually quite nice.\Hey you! response:	Sango, Master Inuyasha and the others could not leave you to die...
context: He took our Sacred Jewel fragment.\Your name's Sango, right?\Keep bothering me, and I'll leave you right here!\What?!\Inuyasha! You're so rude! No wonder people misjudge you!\Forgive him. He talks rough, but he's actually quite nice.\Hey you!\Sango, Master Inuyasha and the others could not leave you to die... response:	with your deep wound.
context: Your name's Sango, right?\Keep bothering me, and I'll leave you right here!\What?!\Inuyasha! You're so rude! No wonder people misjudge you!\Forgive him. He talks rough, but he's actually quite nice.\Hey you!\Sango, Master Inuyasha and the others could not leave you to die...\with your deep wound. response:	Old Myoga...
context: Keep bothering me, and I'll leave you right here!\What?!\Inuyasha! You're so rude! No wonder people misjudge you!\Forgive him. He talks rough, but he's actually quite nice.\Hey you!\Sango, Master Inuyasha and the others could not leave you to die...\with your deep wound.\Old Myoga... response:	Let's speed it up!
context: What?!\Inuyasha! You're so rude! No wonder people misjudge you!\Forgive him. He talks rough, but he's actually quite nice.\Hey you!\Sango, Master Inuyasha and the others could not leave you to die...\with your deep wound.\Old Myoga...\Let's speed it up! response:	Naraku... You won't get away!
context: Inuyasha! You're so rude! No wonder people misjudge you!\Forgive him. He talks rough, but he's actually quite nice.\Hey you!\Sango, Master Inuyasha and the others could not leave you to die...\with your deep wound.\Old Myoga...\Let's speed it up!\Naraku... You won't get away! response:	Is Naraku's appearance a deception?
context: Forgive him. He talks rough, but he's actually quite nice.\Hey you!\Sango, Master Inuyasha and the others could not leave you to die...\with your deep wound.\Old Myoga...\Let's speed it up!\Naraku... You won't get away!\Is Naraku's appearance a deception? response:	Deception or not... find out for yourself!
context: Hey you!\Sango, Master Inuyasha and the others could not leave you to die...\with your deep wound.\Old Myoga...\Let's speed it up!\Naraku... You won't get away!\Is Naraku's appearance a deception?\Deception or not... find out for yourself! response:	Damn! No matter I slash them, they revert back!
context: Sango, Master Inuyasha and the others could not leave you to die...\with your deep wound.\Old Myoga...\Let's speed it up!\Naraku... You won't get away!\Is Naraku's appearance a deception?\Deception or not... find out for yourself!\Damn! No matter I slash them, they revert back! response:	He'll impale me!
context: with your deep wound.\Old Myoga...\Let's speed it up!\Naraku... You won't get away!\Is Naraku's appearance a deception?\Deception or not... find out for yourself!\Damn! No matter I slash them, they revert back!\He'll impale me! response:	Miroku!
context: Old Myoga...\Let's speed it up!\Naraku... You won't get away!\Is Naraku's appearance a deception?\Deception or not... find out for yourself!\Damn! No matter I slash them, they revert back!\He'll impale me!\Miroku! response:	What're you doing?! You're hopeless!
context: Let's speed it up!\Naraku... You won't get away!\Is Naraku's appearance a deception?\Deception or not... find out for yourself!\Damn! No matter I slash them, they revert back!\He'll impale me!\Miroku!\What're you doing?! You're hopeless! response:	Inuyasha, behind you!
context: Naraku... You won't get away!\Is Naraku's appearance a deception?\Deception or not... find out for yourself!\Damn! No matter I slash them, they revert back!\He'll impale me!\Miroku!\What're you doing?! You're hopeless!\Inuyasha, behind you! response:	Inuyasha, so you're still alive?
context: Is Naraku's appearance a deception?\Deception or not... find out for yourself!\Damn! No matter I slash them, they revert back!\He'll impale me!\Miroku!\What're you doing?! You're hopeless!\Inuyasha, behind you!\Inuyasha, so you're still alive? response:	As if a human can kill me!
context: Deception or not... find out for yourself!\Damn! No matter I slash them, they revert back!\He'll impale me!\Miroku!\What're you doing?! You're hopeless!\Inuyasha, behind you!\Inuyasha, so you're still alive?\As if a human can kill me! response:	You looked to be losing to that wounded Slayer.
context: Damn! No matter I slash them, they revert back!\He'll impale me!\Miroku!\What're you doing?! You're hopeless!\Inuyasha, behind you!\Inuyasha, so you're still alive?\As if a human can kill me!\You looked to be losing to that wounded Slayer. response:	Shaddup!
context: He'll impale me!\Miroku!\What're you doing?! You're hopeless!\Inuyasha, behind you!\Inuyasha, so you're still alive?\As if a human can kill me!\You looked to be losing to that wounded Slayer.\Shaddup! response:	Naraku, you're the one, huh?!
context: Miroku!\What're you doing?! You're hopeless!\Inuyasha, behind you!\Inuyasha, so you're still alive?\As if a human can kill me!\You looked to be losing to that wounded Slayer.\Shaddup!\Naraku, you're the one, huh?! response:	You turned the pack of demons on the village...
context: What're you doing?! You're hopeless!\Inuyasha, behind you!\Inuyasha, so you're still alive?\As if a human can kill me!\You looked to be losing to that wounded Slayer.\Shaddup!\Naraku, you're the one, huh?!\You turned the pack of demons on the village... response:	and annihilated everyone!
context: Inuyasha, behind you!\Inuyasha, so you're still alive?\As if a human can kill me!\You looked to be losing to that wounded Slayer.\Shaddup!\Naraku, you're the one, huh?!\You turned the pack of demons on the village...\and annihilated everyone! response:	I just told the demons that...
