context: Why the hell are you empty?! response:	Taking it out on the shampoo won't get you anywhere.
context: Are you trying to put all the blame on me?\Not really. I just think you need to be more mindful of others.\Quit messing with me!\And why do you stink so bad?\Did you make sure to wash thoroughly?\I most certainly did!\It's just... I was able to change most of my clothes...\but my underwear... response:	Are you serious?
context: Not really. I just think you need to be more mindful of others.\Quit messing with me!\And why do you stink so bad?\Did you make sure to wash thoroughly?\I most certainly did!\It's just... I was able to change most of my clothes...\but my underwear...\Are you serious? response:	I couldn't help it! I'm a girl, after all!
context: Quit messing with me!\And why do you stink so bad?\Did you make sure to wash thoroughly?\I most certainly did!\It's just... I was able to change most of my clothes...\but my underwear...\Are you serious?\I couldn't help it! I'm a girl, after all! response:	Even if I went commando,
context: And why do you stink so bad?\Did you make sure to wash thoroughly?\I most certainly did!\It's just... I was able to change most of my clothes...\but my underwear...\Are you serious?\I couldn't help it! I'm a girl, after all!\Even if I went commando, response:	I couldn't possibly go around without proper upper support.
context: Did you make sure to wash thoroughly?\I most certainly did!\It's just... I was able to change most of my clothes...\but my underwear...\Are you serious?\I couldn't help it! I'm a girl, after all!\Even if I went commando,\I couldn't possibly go around without proper upper support. response:	You couldn't go without...
context: I most certainly did!\It's just... I was able to change most of my clothes...\but my underwear...\Are you serious?\I couldn't help it! I'm a girl, after all!\Even if I went commando,\I couldn't possibly go around without proper upper support.\You couldn't go without... response:	I couldn't...
context: It's just... I was able to change most of my clothes...\but my underwear...\Are you serious?\I couldn't help it! I'm a girl, after all!\Even if I went commando,\I couldn't possibly go around without proper upper support.\You couldn't go without...\I couldn't... response:	All right! They wouldn't jiggle around even if I wasn't wearing anything!
context: but my underwear...\Are you serious?\I couldn't help it! I'm a girl, after all!\Even if I went commando,\I couldn't possibly go around without proper upper support.\You couldn't go without...\I couldn't...\All right! They wouldn't jiggle around even if I wasn't wearing anything! response:	The only way to describe my figure is cute, underdeveloped, or slender.
context: Are you serious?\I couldn't help it! I'm a girl, after all!\Even if I went commando,\I couldn't possibly go around without proper upper support.\You couldn't go without...\I couldn't...\All right! They wouldn't jiggle around even if I wasn't wearing anything!\The only way to describe my figure is cute, underdeveloped, or slender. response:	And why the heck do they have to be graded A, B, C, and D?!
context: I couldn't help it! I'm a girl, after all!\Even if I went commando,\I couldn't possibly go around without proper upper support.\You couldn't go without...\I couldn't...\All right! They wouldn't jiggle around even if I wasn't wearing anything!\The only way to describe my figure is cute, underdeveloped, or slender.\And why the heck do they have to be graded A, B, C, and D?! response:	I think those grades must have hurt a bunch of people!
context: Even if I went commando,\I couldn't possibly go around without proper upper support.\You couldn't go without...\I couldn't...\All right! They wouldn't jiggle around even if I wasn't wearing anything!\The only way to describe my figure is cute, underdeveloped, or slender.\And why the heck do they have to be graded A, B, C, and D?!\I think those grades must have hurt a bunch of people! response:	Okay, I get it! I'm sorry!
context: I couldn't possibly go around without proper upper support.\You couldn't go without...\I couldn't...\All right! They wouldn't jiggle around even if I wasn't wearing anything!\The only way to describe my figure is cute, underdeveloped, or slender.\And why the heck do they have to be graded A, B, C, and D?!\I think those grades must have hurt a bunch of people!\Okay, I get it! I'm sorry! response:	What do you guys think?!
context: You couldn't go without...\I couldn't...\All right! They wouldn't jiggle around even if I wasn't wearing anything!\The only way to describe my figure is cute, underdeveloped, or slender.\And why the heck do they have to be graded A, B, C, and D?!\I think those grades must have hurt a bunch of people!\Okay, I get it! I'm sorry!\What do you guys think?! response:	People are bound to pick on you if you whine like that!
context: I couldn't...\All right! They wouldn't jiggle around even if I wasn't wearing anything!\The only way to describe my figure is cute, underdeveloped, or slender.\And why the heck do they have to be graded A, B, C, and D?!\I think those grades must have hurt a bunch of people!\Okay, I get it! I'm sorry!\What do you guys think?!\People are bound to pick on you if you whine like that! response:	Isn't tomorrow Sunday?
context: All right! They wouldn't jiggle around even if I wasn't wearing anything!\The only way to describe my figure is cute, underdeveloped, or slender.\And why the heck do they have to be graded A, B, C, and D?!\I think those grades must have hurt a bunch of people!\Okay, I get it! I'm sorry!\What do you guys think?!\People are bound to pick on you if you whine like that!\Isn't tomorrow Sunday? response:	I swear I'll get it tomorrow.
context: The only way to describe my figure is cute, underdeveloped, or slender.\And why the heck do they have to be graded A, B, C, and D?!\I think those grades must have hurt a bunch of people!\Okay, I get it! I'm sorry!\What do you guys think?!\People are bound to pick on you if you whine like that!\Isn't tomorrow Sunday?\I swear I'll get it tomorrow. response:	You're going to try again?
context: And why the heck do they have to be graded A, B, C, and D?!\I think those grades must have hurt a bunch of people!\Okay, I get it! I'm sorry!\What do you guys think?!\People are bound to pick on you if you whine like that!\Isn't tomorrow Sunday?\I swear I'll get it tomorrow.\You're going to try again? response:	Of course I am!
context: I think those grades must have hurt a bunch of people!\Okay, I get it! I'm sorry!\What do you guys think?!\People are bound to pick on you if you whine like that!\Isn't tomorrow Sunday?\I swear I'll get it tomorrow.\You're going to try again?\Of course I am! response:	Laundry doesn't pay for itself.
context: Okay, I get it! I'm sorry!\What do you guys think?!\People are bound to pick on you if you whine like that!\Isn't tomorrow Sunday?\I swear I'll get it tomorrow.\You're going to try again?\Of course I am!\Laundry doesn't pay for itself. response:	Shindou Photo Studio
context: What do you guys think?!\People are bound to pick on you if you whine like that!\Isn't tomorrow Sunday?\I swear I'll get it tomorrow.\You're going to try again?\Of course I am!\Laundry doesn't pay for itself.\Shindou Photo Studio response:	What's this?
context: People are bound to pick on you if you whine like that!\Isn't tomorrow Sunday?\I swear I'll get it tomorrow.\You're going to try again?\Of course I am!\Laundry doesn't pay for itself.\Shindou Photo Studio\What's this? response:	That's all I have available at the moment.
context: Isn't tomorrow Sunday?\I swear I'll get it tomorrow.\You're going to try again?\Of course I am!\Laundry doesn't pay for itself.\Shindou Photo Studio\What's this?\That's all I have available at the moment. response:	It's not as embarrassing as your PE uniform, is it?
context: I swear I'll get it tomorrow.\You're going to try again?\Of course I am!\Laundry doesn't pay for itself.\Shindou Photo Studio\What's this?\That's all I have available at the moment.\It's not as embarrassing as your PE uniform, is it? response:	But these are pajamas!
context: You're going to try again?\Of course I am!\Laundry doesn't pay for itself.\Shindou Photo Studio\What's this?\That's all I have available at the moment.\It's not as embarrassing as your PE uniform, is it?\But these are pajamas! response:	Right, exactly.
context: Of course I am!\Laundry doesn't pay for itself.\Shindou Photo Studio\What's this?\That's all I have available at the moment.\It's not as embarrassing as your PE uniform, is it?\But these are pajamas!\Right, exactly. response:	Did you learn anything?
context: Laundry doesn't pay for itself.\Shindou Photo Studio\What's this?\That's all I have available at the moment.\It's not as embarrassing as your PE uniform, is it?\But these are pajamas!\Right, exactly.\Did you learn anything? response:	What's with those clothes? Are you spending the night?
context: Shindou Photo Studio\What's this?\That's all I have available at the moment.\It's not as embarrassing as your PE uniform, is it?\But these are pajamas!\Right, exactly.\Did you learn anything?\What's with those clothes? Are you spending the night? response:	Forget about what I'm wearing.
context: What's this?\That's all I have available at the moment.\It's not as embarrassing as your PE uniform, is it?\But these are pajamas!\Right, exactly.\Did you learn anything?\What's with those clothes? Are you spending the night?\Forget about what I'm wearing. response:	So, what did you learn about the demon?
context: That's all I have available at the moment.\It's not as embarrassing as your PE uniform, is it?\But these are pajamas!\Right, exactly.\Did you learn anything?\What's with those clothes? Are you spending the night?\Forget about what I'm wearing.\So, what did you learn about the demon? response:	This type of demon is commonly handled by diverting its attention and defeating it while its guard is down.
context: It's not as embarrassing as your PE uniform, is it?\But these are pajamas!\Right, exactly.\Did you learn anything?\What's with those clothes? Are you spending the night?\Forget about what I'm wearing.\So, what did you learn about the demon?\This type of demon is commonly handled by diverting its attention and defeating it while its guard is down. response:	Makes sense.
context: But these are pajamas!\Right, exactly.\Did you learn anything?\What's with those clothes? Are you spending the night?\Forget about what I'm wearing.\So, what did you learn about the demon?\This type of demon is commonly handled by diverting its attention and defeating it while its guard is down.\Makes sense. response:	Unfortunately, there's a problem with that whole distraction part.
context: Right, exactly.\Did you learn anything?\What's with those clothes? Are you spending the night?\Forget about what I'm wearing.\So, what did you learn about the demon?\This type of demon is commonly handled by diverting its attention and defeating it while its guard is down.\Makes sense.\Unfortunately, there's a problem with that whole distraction part. response:	Apparently it's not your typical demon.
context: Did you learn anything?\What's with those clothes? Are you spending the night?\Forget about what I'm wearing.\So, what did you learn about the demon?\This type of demon is commonly handled by diverting its attention and defeating it while its guard is down.\Makes sense.\Unfortunately, there's a problem with that whole distraction part.\Apparently it's not your typical demon. response:	How so?
context: What's with those clothes? Are you spending the night?\Forget about what I'm wearing.\So, what did you learn about the demon?\This type of demon is commonly handled by diverting its attention and defeating it while its guard is down.\Makes sense.\Unfortunately, there's a problem with that whole distraction part.\Apparently it's not your typical demon.\How so? response:	How should I say this?
context: Forget about what I'm wearing.\So, what did you learn about the demon?\This type of demon is commonly handled by diverting its attention and defeating it while its guard is down.\Makes sense.\Unfortunately, there's a problem with that whole distraction part.\Apparently it's not your typical demon.\How so?\How should I say this? response:	It's a bit unusual for a demon.
context: So, what did you learn about the demon?\This type of demon is commonly handled by diverting its attention and defeating it while its guard is down.\Makes sense.\Unfortunately, there's a problem with that whole distraction part.\Apparently it's not your typical demon.\How so?\How should I say this?\It's a bit unusual for a demon. response:	Kinda weird, even.
context: This type of demon is commonly handled by diverting its attention and defeating it while its guard is down.\Makes sense.\Unfortunately, there's a problem with that whole distraction part.\Apparently it's not your typical demon.\How so?\How should I say this?\It's a bit unusual for a demon.\Kinda weird, even. response:	It seems to have a thing for human girls.
context: Makes sense.\Unfortunately, there's a problem with that whole distraction part.\Apparently it's not your typical demon.\How so?\How should I say this?\It's a bit unusual for a demon.\Kinda weird, even.\It seems to have a thing for human girls. response:	In other words, it's a pervert!
context: Unfortunately, there's a problem with that whole distraction part.\Apparently it's not your typical demon.\How so?\How should I say this?\It's a bit unusual for a demon.\Kinda weird, even.\It seems to have a thing for human girls.\In other words, it's a pervert! response:	A-A pervert?!
context: Apparently it's not your typical demon.\How so?\How should I say this?\It's a bit unusual for a demon.\Kinda weird, even.\It seems to have a thing for human girls.\In other words, it's a pervert!\A-A pervert?! response:	Yeah, basically.
context: How so?\How should I say this?\It's a bit unusual for a demon.\Kinda weird, even.\It seems to have a thing for human girls.\In other words, it's a pervert!\A-A pervert?!\Yeah, basically. response:	So if we could get a girl to draw its attention while another person attacked it...
context: How should I say this?\It's a bit unusual for a demon.\Kinda weird, even.\It seems to have a thing for human girls.\In other words, it's a pervert!\A-A pervert?!\Yeah, basically.\So if we could get a girl to draw its attention while another person attacked it... response:	Not happening.
context: It's a bit unusual for a demon.\Kinda weird, even.\It seems to have a thing for human girls.\In other words, it's a pervert!\A-A pervert?!\Yeah, basically.\So if we could get a girl to draw its attention while another person attacked it...\Not happening. response:	Mitsuki, it's for your cute underclassman!
context: Kinda weird, even.\It seems to have a thing for human girls.\In other words, it's a pervert!\A-A pervert?!\Yeah, basically.\So if we could get a girl to draw its attention while another person attacked it...\Not happening.\Mitsuki, it's for your cute underclassman! response:	That has nothing to do with this! Why can't Ai do it?
context: It seems to have a thing for human girls.\In other words, it's a pervert!\A-A pervert?!\Yeah, basically.\So if we could get a girl to draw its attention while another person attacked it...\Not happening.\Mitsuki, it's for your cute underclassman!\That has nothing to do with this! Why can't Ai do it? response:	I'm a demon, so it wouldn't work.
context: In other words, it's a pervert!\A-A pervert?!\Yeah, basically.\So if we could get a girl to draw its attention while another person attacked it...\Not happening.\Mitsuki, it's for your cute underclassman!\That has nothing to do with this! Why can't Ai do it?\I'm a demon, so it wouldn't work. response:	Exactly! Mitsuki, you're our only hope!
context: A-A pervert?!\Yeah, basically.\So if we could get a girl to draw its attention while another person attacked it...\Not happening.\Mitsuki, it's for your cute underclassman!\That has nothing to do with this! Why can't Ai do it?\I'm a demon, so it wouldn't work.\Exactly! Mitsuki, you're our only hope! response:	Please! For the sake of the Literary Club's bonsai!
context: Yeah, basically.\So if we could get a girl to draw its attention while another person attacked it...\Not happening.\Mitsuki, it's for your cute underclassman!\That has nothing to do with this! Why can't Ai do it?\I'm a demon, so it wouldn't work.\Exactly! Mitsuki, you're our only hope!\Please! For the sake of the Literary Club's bonsai! response:	You brought those into our clubroom without consulting me.
context: So if we could get a girl to draw its attention while another person attacked it...\Not happening.\Mitsuki, it's for your cute underclassman!\That has nothing to do with this! Why can't Ai do it?\I'm a demon, so it wouldn't work.\Exactly! Mitsuki, you're our only hope!\Please! For the sake of the Literary Club's bonsai!\You brought those into our clubroom without consulting me. response:	Please, Mitsuki!
context: Not happening.\Mitsuki, it's for your cute underclassman!\That has nothing to do with this! Why can't Ai do it?\I'm a demon, so it wouldn't work.\Exactly! Mitsuki, you're our only hope!\Please! For the sake of the Literary Club's bonsai!\You brought those into our clubroom without consulting me.\Please, Mitsuki! response:	What is that?!
context: Mitsuki, it's for your cute underclassman!\That has nothing to do with this! Why can't Ai do it?\I'm a demon, so it wouldn't work.\Exactly! Mitsuki, you're our only hope!\Please! For the sake of the Literary Club's bonsai!\You brought those into our clubroom without consulting me.\Please, Mitsuki!\What is that?! response:	My uniform.
context: That has nothing to do with this! Why can't Ai do it?\I'm a demon, so it wouldn't work.\Exactly! Mitsuki, you're our only hope!\Please! For the sake of the Literary Club's bonsai!\You brought those into our clubroom without consulting me.\Please, Mitsuki!\What is that?!\My uniform. response:	It's soaked with the demon's bodily fluids.
context: I'm a demon, so it wouldn't work.\Exactly! Mitsuki, you're our only hope!\Please! For the sake of the Literary Club's bonsai!\You brought those into our clubroom without consulting me.\Please, Mitsuki!\What is that?!\My uniform.\It's soaked with the demon's bodily fluids. response:	Quit it!
context: Exactly! Mitsuki, you're our only hope!\Please! For the sake of the Literary Club's bonsai!\You brought those into our clubroom without consulting me.\Please, Mitsuki!\What is that?!\My uniform.\It's soaked with the demon's bodily fluids.\Quit it! response:	Please help me, Mitsuki-senpai!
context: Please! For the sake of the Literary Club's bonsai!\You brought those into our clubroom without consulting me.\Please, Mitsuki!\What is that?!\My uniform.\It's soaked with the demon's bodily fluids.\Quit it!\Please help me, Mitsuki-senpai! response:	Not you too, Kuriyama-san!
context: You brought those into our clubroom without consulting me.\Please, Mitsuki!\What is that?!\My uniform.\It's soaked with the demon's bodily fluids.\Quit it!\Please help me, Mitsuki-senpai!\Not you too, Kuriyama-san! response:	Please, Mitsuki!
context: Please, Mitsuki!\What is that?!\My uniform.\It's soaked with the demon's bodily fluids.\Quit it!\Please help me, Mitsuki-senpai!\Not you too, Kuriyama-san!\Please, Mitsuki! response:	Mitsuki-senpai!
context: What is that?!\My uniform.\It's soaked with the demon's bodily fluids.\Quit it!\Please help me, Mitsuki-senpai!\Not you too, Kuriyama-san!\Please, Mitsuki!\Mitsuki-senpai! response:	It's dripping! It's dripping! I-It's dripping!
context: My uniform.\It's soaked with the demon's bodily fluids.\Quit it!\Please help me, Mitsuki-senpai!\Not you too, Kuriyama-san!\Please, Mitsuki!\Mitsuki-senpai!\It's dripping! It's dripping! I-It's dripping! response:	It's dripping! That goo is dripping!
context: It's soaked with the demon's bodily fluids.\Quit it!\Please help me, Mitsuki-senpai!\Not you too, Kuriyama-san!\Please, Mitsuki!\Mitsuki-senpai!\It's dripping! It's dripping! I-It's dripping!\It's dripping! That goo is dripping! response:	Next Day: Sunday
context: Quit it!\Please help me, Mitsuki-senpai!\Not you too, Kuriyama-san!\Please, Mitsuki!\Mitsuki-senpai!\It's dripping! It's dripping! I-It's dripping!\It's dripping! That goo is dripping!\Next Day: Sunday response:	Next Day: Sunday
context: Please help me, Mitsuki-senpai!\Not you too, Kuriyama-san!\Please, Mitsuki!\Mitsuki-senpai!\It's dripping! It's dripping! I-It's dripping!\It's dripping! That goo is dripping!\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Not you too, Kuriyama-san!\Please, Mitsuki!\Mitsuki-senpai!\It's dripping! It's dripping! I-It's dripping!\It's dripping! That goo is dripping!\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Please, Mitsuki!\Mitsuki-senpai!\It's dripping! It's dripping! I-It's dripping!\It's dripping! That goo is dripping!\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Mitsuki-senpai!\It's dripping! It's dripping! I-It's dripping!\It's dripping! That goo is dripping!\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: It's dripping! It's dripping! I-It's dripping!\It's dripping! That goo is dripping!\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: It's dripping! That goo is dripping!\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Next Day: Sunday
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday response:	Can't we just lock it in a Cage and call it a day?
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Can't we just lock it in a Cage and call it a day? response:	No. It's very cautious, so it'd pop the moment you tried.
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Can't we just lock it in a Cage and call it a day?\No. It's very cautious, so it'd pop the moment you tried. response:	Ai-chan, sorry we're making you help us out.
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Can't we just lock it in a Cage and call it a day?\No. It's very cautious, so it'd pop the moment you tried.\Ai-chan, sorry we're making you help us out. response:	It's fine! Aya-chan told me to lend you a hand.
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Can't we just lock it in a Cage and call it a day?\No. It's very cautious, so it'd pop the moment you tried.\Ai-chan, sorry we're making you help us out.\It's fine! Aya-chan told me to lend you a hand. response:	Um... Mitsuki-senpai, shouldn't you be the one drawing it's attention?
context: Next Day: Sunday\Next Day: Sunday\Next Day: Sunday\Can't we just lock it in a Cage and call it a day?\No. It's very cautious, so it'd pop the moment you tried.\Ai-chan, sorry we're making you help us out.\It's fine! Aya-chan told me to lend you a hand.\Um... Mitsuki-senpai, shouldn't you be the one drawing it's attention? response:	I don't have to do this.
context: Next Day: Sunday\Next Day: Sunday\Can't we just lock it in a Cage and call it a day?\No. It's very cautious, so it'd pop the moment you tried.\Ai-chan, sorry we're making you help us out.\It's fine! Aya-chan told me to lend you a hand.\Um... Mitsuki-senpai, shouldn't you be the one drawing it's attention?\I don't have to do this. response:	Right, right!
context: Next Day: Sunday\Can't we just lock it in a Cage and call it a day?\No. It's very cautious, so it'd pop the moment you tried.\Ai-chan, sorry we're making you help us out.\It's fine! Aya-chan told me to lend you a hand.\Um... Mitsuki-senpai, shouldn't you be the one drawing it's attention?\I don't have to do this.\Right, right! response:	Kuriyama-san, give it your best shot!
context: Can't we just lock it in a Cage and call it a day?\No. It's very cautious, so it'd pop the moment you tried.\Ai-chan, sorry we're making you help us out.\It's fine! Aya-chan told me to lend you a hand.\Um... Mitsuki-senpai, shouldn't you be the one drawing it's attention?\I don't have to do this.\Right, right!\Kuriyama-san, give it your best shot! response:	All right...
context: No. It's very cautious, so it'd pop the moment you tried.\Ai-chan, sorry we're making you help us out.\It's fine! Aya-chan told me to lend you a hand.\Um... Mitsuki-senpai, shouldn't you be the one drawing it's attention?\I don't have to do this.\Right, right!\Kuriyama-san, give it your best shot!\All right... response:	Um, excuse me! Hello!
context: Ai-chan, sorry we're making you help us out.\It's fine! Aya-chan told me to lend you a hand.\Um... Mitsuki-senpai, shouldn't you be the one drawing it's attention?\I don't have to do this.\Right, right!\Kuriyama-san, give it your best shot!\All right...\Um, excuse me! Hello! response:	Uh, I'm not here to attack you.
context: It's fine! Aya-chan told me to lend you a hand.\Um... Mitsuki-senpai, shouldn't you be the one drawing it's attention?\I don't have to do this.\Right, right!\Kuriyama-san, give it your best shot!\All right...\Um, excuse me! Hello!\Uh, I'm not here to attack you. response:	Look. I don't have any weapons or anything.
context: Um... Mitsuki-senpai, shouldn't you be the one drawing it's attention?\I don't have to do this.\Right, right!\Kuriyama-san, give it your best shot!\All right...\Um, excuse me! Hello!\Uh, I'm not here to attack you.\Look. I don't have any weapons or anything. response:	So, um...
context: I don't have to do this.\Right, right!\Kuriyama-san, give it your best shot!\All right...\Um, excuse me! Hello!\Uh, I'm not here to attack you.\Look. I don't have any weapons or anything.\So, um... response:	It's ogling you, Kuriyama-san!
context: Right, right!\Kuriyama-san, give it your best shot!\All right...\Um, excuse me! Hello!\Uh, I'm not here to attack you.\Look. I don't have any weapons or anything.\So, um...\It's ogling you, Kuriyama-san! response:	Right!
context: Kuriyama-san, give it your best shot!\All right...\Um, excuse me! Hello!\Uh, I'm not here to attack you.\Look. I don't have any weapons or anything.\So, um...\It's ogling you, Kuriyama-san!\Right! response:	Um...
context: All right...\Um, excuse me! Hello!\Uh, I'm not here to attack you.\Look. I don't have any weapons or anything.\So, um...\It's ogling you, Kuriyama-san!\Right!\Um... response:	It likes her!
context: Um, excuse me! Hello!\Uh, I'm not here to attack you.\Look. I don't have any weapons or anything.\So, um...\It's ogling you, Kuriyama-san!\Right!\Um...\It likes her! response:	They say that when its eye changes color,
context: Uh, I'm not here to attack you.\Look. I don't have any weapons or anything.\So, um...\It's ogling you, Kuriyama-san!\Right!\Um...\It likes her!\They say that when its eye changes color, response:	it means that its becoming less alert!
context: Look. I don't have any weapons or anything.\So, um...\It's ogling you, Kuriyama-san!\Right!\Um...\It likes her!\They say that when its eye changes color,\it means that its becoming less alert! response:	Great! Keep it up.
context: So, um...\It's ogling you, Kuriyama-san!\Right!\Um...\It likes her!\They say that when its eye changes color,\it means that its becoming less alert!\Great! Keep it up. response:	I think I've waited long enough.
context: It's ogling you, Kuriyama-san!\Right!\Um...\It likes her!\They say that when its eye changes color,\it means that its becoming less alert!\Great! Keep it up.\I think I've waited long enough. response:	Go, Yakiimo!
context: Right!\Um...\It likes her!\They say that when its eye changes color,\it means that its becoming less alert!\Great! Keep it up.\I think I've waited long enough.\Go, Yakiimo! response:	Y-Yakiimo?!
context: Um...\It likes her!\They say that when its eye changes color,\it means that its becoming less alert!\Great! Keep it up.\I think I've waited long enough.\Go, Yakiimo!\Y-Yakiimo?! response:	It ate too much!
context: It likes her!\They say that when its eye changes color,\it means that its becoming less alert!\Great! Keep it up.\I think I've waited long enough.\Go, Yakiimo!\Y-Yakiimo?!\It ate too much! response:	What a disaster.
context: They say that when its eye changes color,\it means that its becoming less alert!\Great! Keep it up.\I think I've waited long enough.\Go, Yakiimo!\Y-Yakiimo?!\It ate too much!\What a disaster. response:	Same Day: Sunday
context: it means that its becoming less alert!\Great! Keep it up.\I think I've waited long enough.\Go, Yakiimo!\Y-Yakiimo?!\It ate too much!\What a disaster.\Same Day: Sunday response:	I see.
context: Great! Keep it up.\I think I've waited long enough.\Go, Yakiimo!\Y-Yakiimo?!\It ate too much!\What a disaster.\Same Day: Sunday\I see. response:	So the liquid it hit Mitsuki with is from what it's previously used.
context: I think I've waited long enough.\Go, Yakiimo!\Y-Yakiimo?!\It ate too much!\What a disaster.\Same Day: Sunday\I see.\So the liquid it hit Mitsuki with is from what it's previously used. response:	Right! Put simply, it's like how pollen gets shot toward a pistil.
context: Go, Yakiimo!\Y-Yakiimo?!\It ate too much!\What a disaster.\Same Day: Sunday\I see.\So the liquid it hit Mitsuki with is from what it's previously used.\Right! Put simply, it's like how pollen gets shot toward a pistil. response:	It marked her with a unique scent so that it wouldn't lose track of where she is.
context: Y-Yakiimo?!\It ate too much!\What a disaster.\Same Day: Sunday\I see.\So the liquid it hit Mitsuki with is from what it's previously used.\Right! Put simply, it's like how pollen gets shot toward a pistil.\It marked her with a unique scent so that it wouldn't lose track of where she is. response:	The person who has been marked is oblivious to the smell!
context: It ate too much!\What a disaster.\Same Day: Sunday\I see.\So the liquid it hit Mitsuki with is from what it's previously used.\Right! Put simply, it's like how pollen gets shot toward a pistil.\It marked her with a unique scent so that it wouldn't lose track of where she is.\The person who has been marked is oblivious to the smell! response:	No matter many times I bathe or change my clothes,
context: What a disaster.\Same Day: Sunday\I see.\So the liquid it hit Mitsuki with is from what it's previously used.\Right! Put simply, it's like how pollen gets shot toward a pistil.\It marked her with a unique scent so that it wouldn't lose track of where she is.\The person who has been marked is oblivious to the smell!\No matter many times I bathe or change my clothes, response:	I'm going to smell awful to everyone around me, right?
