context: I'm so sorry. response:	I set my alarm to a wrong time'
context: Yeah. Good night.\G'night.\Goin' to your father's school?\Why don't you come along too?\I don't need to study. I'm already so smart.\No, I'm thinking of bringing him some snacks.\He's staying there overnight and probably even has a change of clothes.\Oh, maybe I'll ask Tomoyo to come with me too. response:	Tomoyo too?
context: G'night.\Goin' to your father's school?\Why don't you come along too?\I don't need to study. I'm already so smart.\No, I'm thinking of bringing him some snacks.\He's staying there overnight and probably even has a change of clothes.\Oh, maybe I'll ask Tomoyo to come with me too.\Tomoyo too? response:	Oh, she's gonna bring cookies, right?
context: Goin' to your father's school?\Why don't you come along too?\I don't need to study. I'm already so smart.\No, I'm thinking of bringing him some snacks.\He's staying there overnight and probably even has a change of clothes.\Oh, maybe I'll ask Tomoyo to come with me too.\Tomoyo too?\Oh, she's gonna bring cookies, right? response:	All you care is the food.
context: Why don't you come along too?\I don't need to study. I'm already so smart.\No, I'm thinking of bringing him some snacks.\He's staying there overnight and probably even has a change of clothes.\Oh, maybe I'll ask Tomoyo to come with me too.\Tomoyo too?\Oh, she's gonna bring cookies, right?\All you care is the food. response:	Okay, it's decided!
context: I don't need to study. I'm already so smart.\No, I'm thinking of bringing him some snacks.\He's staying there overnight and probably even has a change of clothes.\Oh, maybe I'll ask Tomoyo to come with me too.\Tomoyo too?\Oh, she's gonna bring cookies, right?\All you care is the food.\Okay, it's decided! response:	Let's go to the university on Saturday!
context: No, I'm thinking of bringing him some snacks.\He's staying there overnight and probably even has a change of clothes.\Oh, maybe I'll ask Tomoyo to come with me too.\Tomoyo too?\Oh, she's gonna bring cookies, right?\All you care is the food.\Okay, it's decided!\Let's go to the university on Saturday! response:	But I'm glad for you, Sakura.
context: He's staying there overnight and probably even has a change of clothes.\Oh, maybe I'll ask Tomoyo to come with me too.\Tomoyo too?\Oh, she's gonna bring cookies, right?\All you care is the food.\Okay, it's decided!\Let's go to the university on Saturday!\But I'm glad for you, Sakura. response:	Eh!
context: Oh, maybe I'll ask Tomoyo to come with me too.\Tomoyo too?\Oh, she's gonna bring cookies, right?\All you care is the food.\Okay, it's decided!\Let's go to the university on Saturday!\But I'm glad for you, Sakura.\Eh! response:	The entrance exams to the university must be real hard, right?
context: Tomoyo too?\Oh, she's gonna bring cookies, right?\All you care is the food.\Okay, it's decided!\Let's go to the university on Saturday!\But I'm glad for you, Sakura.\Eh!\The entrance exams to the university must be real hard, right? response:	You can get in without takin' the exam, aren't you lucky or what?
context: Oh, she's gonna bring cookies, right?\All you care is the food.\Okay, it's decided!\Let's go to the university on Saturday!\But I'm glad for you, Sakura.\Eh!\The entrance exams to the university must be real hard, right?\You can get in without takin' the exam, aren't you lucky or what? response:	What do you mean by that'
context: All you care is the food.\Okay, it's decided!\Let's go to the university on Saturday!\But I'm glad for you, Sakura.\Eh!\The entrance exams to the university must be real hard, right?\You can get in without takin' the exam, aren't you lucky or what?\What do you mean by that' response:	Universities are really big.
context: Okay, it's decided!\Let's go to the university on Saturday!\But I'm glad for you, Sakura.\Eh!\The entrance exams to the university must be real hard, right?\You can get in without takin' the exam, aren't you lucky or what?\What do you mean by that'\Universities are really big. response:	I wonder where your father is.
context: Let's go to the university on Saturday!\But I'm glad for you, Sakura.\Eh!\The entrance exams to the university must be real hard, right?\You can get in without takin' the exam, aren't you lucky or what?\What do you mean by that'\Universities are really big.\I wonder where your father is. response:	Um' The department of history in the faculty of literature'
context: But I'm glad for you, Sakura.\Eh!\The entrance exams to the university must be real hard, right?\You can get in without takin' the exam, aren't you lucky or what?\What do you mean by that'\Universities are really big.\I wonder where your father is.\Um' The department of history in the faculty of literature' response:	Let us ask someone.
context: Eh!\The entrance exams to the university must be real hard, right?\You can get in without takin' the exam, aren't you lucky or what?\What do you mean by that'\Universities are really big.\I wonder where your father is.\Um' The department of history in the faculty of literature'\Let us ask someone. response:	Thanks very much for coming with me.
context: The entrance exams to the university must be real hard, right?\You can get in without takin' the exam, aren't you lucky or what?\What do you mean by that'\Universities are really big.\I wonder where your father is.\Um' The department of history in the faculty of literature'\Let us ask someone.\Thanks very much for coming with me. response:	Not at all. I am happy to be able to come with you.
context: You can get in without takin' the exam, aren't you lucky or what?\What do you mean by that'\Universities are really big.\I wonder where your father is.\Um' The department of history in the faculty of literature'\Let us ask someone.\Thanks very much for coming with me.\Not at all. I am happy to be able to come with you. response:	Oh, that's right. Thanks to the books I bought yesterday,
context: What do you mean by that'\Universities are really big.\I wonder where your father is.\Um' The department of history in the faculty of literature'\Let us ask someone.\Thanks very much for coming with me.\Not at all. I am happy to be able to come with you.\Oh, that's right. Thanks to the books I bought yesterday, response:	I had a nice idea for your new costume.
context: Universities are really big.\I wonder where your father is.\Um' The department of history in the faculty of literature'\Let us ask someone.\Thanks very much for coming with me.\Not at all. I am happy to be able to come with you.\Oh, that's right. Thanks to the books I bought yesterday,\I had a nice idea for your new costume. response:	It is very cute.
context: I wonder where your father is.\Um' The department of history in the faculty of literature'\Let us ask someone.\Thanks very much for coming with me.\Not at all. I am happy to be able to come with you.\Oh, that's right. Thanks to the books I bought yesterday,\I had a nice idea for your new costume.\It is very cute. response:	Do you need some help?
context: Um' The department of history in the faculty of literature'\Let us ask someone.\Thanks very much for coming with me.\Not at all. I am happy to be able to come with you.\Oh, that's right. Thanks to the books I bought yesterday,\I had a nice idea for your new costume.\It is very cute.\Do you need some help? response:	Um' I would like to get to the faculty of literature'
context: Let us ask someone.\Thanks very much for coming with me.\Not at all. I am happy to be able to come with you.\Oh, that's right. Thanks to the books I bought yesterday,\I had a nice idea for your new costume.\It is very cute.\Do you need some help?\Um' I would like to get to the faculty of literature' response:	Faculty of literature?
context: Thanks very much for coming with me.\Not at all. I am happy to be able to come with you.\Oh, that's right. Thanks to the books I bought yesterday,\I had a nice idea for your new costume.\It is very cute.\Do you need some help?\Um' I would like to get to the faculty of literature'\Faculty of literature? response:	Yes.
context: Not at all. I am happy to be able to come with you.\Oh, that's right. Thanks to the books I bought yesterday,\I had a nice idea for your new costume.\It is very cute.\Do you need some help?\Um' I would like to get to the faculty of literature'\Faculty of literature?\Yes. response:	Who do you need to see from the faculty of literature?
context: Oh, that's right. Thanks to the books I bought yesterday,\I had a nice idea for your new costume.\It is very cute.\Do you need some help?\Um' I would like to get to the faculty of literature'\Faculty of literature?\Yes.\Who do you need to see from the faculty of literature? response:	Kinomoto from the department of history.
context: I had a nice idea for your new costume.\It is very cute.\Do you need some help?\Um' I would like to get to the faculty of literature'\Faculty of literature?\Yes.\Who do you need to see from the faculty of literature?\Kinomoto from the department of history. response:	Oh? Professor Kinomoto?
context: It is very cute.\Do you need some help?\Um' I would like to get to the faculty of literature'\Faculty of literature?\Yes.\Who do you need to see from the faculty of literature?\Kinomoto from the department of history.\Oh? Professor Kinomoto? response:	Do you know my father?
context: Do you need some help?\Um' I would like to get to the faculty of literature'\Faculty of literature?\Yes.\Who do you need to see from the faculty of literature?\Kinomoto from the department of history.\Oh? Professor Kinomoto?\Do you know my father? response:	Oh, you are Professor Kinomoto's daughter?
context: Um' I would like to get to the faculty of literature'\Faculty of literature?\Yes.\Who do you need to see from the faculty of literature?\Kinomoto from the department of history.\Oh? Professor Kinomoto?\Do you know my father?\Oh, you are Professor Kinomoto's daughter? response:	Yes, I'm Sakura Kinomoto.
context: Faculty of literature?\Yes.\Who do you need to see from the faculty of literature?\Kinomoto from the department of history.\Oh? Professor Kinomoto?\Do you know my father?\Oh, you are Professor Kinomoto's daughter?\Yes, I'm Sakura Kinomoto. response:	You're cute.
context: Yes.\Who do you need to see from the faculty of literature?\Kinomoto from the department of history.\Oh? Professor Kinomoto?\Do you know my father?\Oh, you are Professor Kinomoto's daughter?\Yes, I'm Sakura Kinomoto.\You're cute. response:	Hey, Sakura,
context: Who do you need to see from the faculty of literature?\Kinomoto from the department of history.\Oh? Professor Kinomoto?\Do you know my father?\Oh, you are Professor Kinomoto's daughter?\Yes, I'm Sakura Kinomoto.\You're cute.\Hey, Sakura, response:	do you want to see your father's lecture?
context: Kinomoto from the department of history.\Oh? Professor Kinomoto?\Do you know my father?\Oh, you are Professor Kinomoto's daughter?\Yes, I'm Sakura Kinomoto.\You're cute.\Hey, Sakura,\do you want to see your father's lecture? response:	Is that really okay?
context: Oh? Professor Kinomoto?\Do you know my father?\Oh, you are Professor Kinomoto's daughter?\Yes, I'm Sakura Kinomoto.\You're cute.\Hey, Sakura,\do you want to see your father's lecture?\Is that really okay? response:	Look, over here.
context: Do you know my father?\Oh, you are Professor Kinomoto's daughter?\Yes, I'm Sakura Kinomoto.\You're cute.\Hey, Sakura,\do you want to see your father's lecture?\Is that really okay?\Look, over here. response:	In this way, the ancient,
context: Oh, you are Professor Kinomoto's daughter?\Yes, I'm Sakura Kinomoto.\You're cute.\Hey, Sakura,\do you want to see your father's lecture?\Is that really okay?\Look, over here.\In this way, the ancient, response:	which spreaded agriculture
context: Yes, I'm Sakura Kinomoto.\You're cute.\Hey, Sakura,\do you want to see your father's lecture?\Is that really okay?\Look, over here.\In this way, the ancient,\which spreaded agriculture response:	that originated from Mesopotamia to Europe,
context: You're cute.\Hey, Sakura,\do you want to see your father's lecture?\Is that really okay?\Look, over here.\In this way, the ancient,\which spreaded agriculture\that originated from Mesopotamia to Europe, response:	has a very important implication.
context: Hey, Sakura,\do you want to see your father's lecture?\Is that really okay?\Look, over here.\In this way, the ancient,\which spreaded agriculture\that originated from Mesopotamia to Europe,\has a very important implication. response:	The widespread knowledge of how to grow
context: do you want to see your father's lecture?\Is that really okay?\Look, over here.\In this way, the ancient,\which spreaded agriculture\that originated from Mesopotamia to Europe,\has a very important implication.\The widespread knowledge of how to grow response:	wheat, barley, and soya bean,
context: Is that really okay?\Look, over here.\In this way, the ancient,\which spreaded agriculture\that originated from Mesopotamia to Europe,\has a very important implication.\The widespread knowledge of how to grow\wheat, barley, and soya bean, response:	and even things like pottery and ceramics'
context: Look, over here.\In this way, the ancient,\which spreaded agriculture\that originated from Mesopotamia to Europe,\has a very important implication.\The widespread knowledge of how to grow\wheat, barley, and soya bean,\and even things like pottery and ceramics' response:	'could be seen distinctively'
context: In this way, the ancient,\which spreaded agriculture\that originated from Mesopotamia to Europe,\has a very important implication.\The widespread knowledge of how to grow\wheat, barley, and soya bean,\and even things like pottery and ceramics'\'could be seen distinctively' response:	Your father is wonderful.
context: which spreaded agriculture\that originated from Mesopotamia to Europe,\has a very important implication.\The widespread knowledge of how to grow\wheat, barley, and soya bean,\and even things like pottery and ceramics'\'could be seen distinctively'\Your father is wonderful. response:	Professor Kinomoto's lectures are popular.
context: that originated from Mesopotamia to Europe,\has a very important implication.\The widespread knowledge of how to grow\wheat, barley, and soya bean,\and even things like pottery and ceramics'\'could be seen distinctively'\Your father is wonderful.\Professor Kinomoto's lectures are popular. response:	He made them really interesting.
context: has a very important implication.\The widespread knowledge of how to grow\wheat, barley, and soya bean,\and even things like pottery and ceramics'\'could be seen distinctively'\Your father is wonderful.\Professor Kinomoto's lectures are popular.\He made them really interesting. response:	When I first came to this university,
context: The widespread knowledge of how to grow\wheat, barley, and soya bean,\and even things like pottery and ceramics'\'could be seen distinctively'\Your father is wonderful.\Professor Kinomoto's lectures are popular.\He made them really interesting.\When I first came to this university, response:	I never thought history is this interesting.
context: wheat, barley, and soya bean,\and even things like pottery and ceramics'\'could be seen distinctively'\Your father is wonderful.\Professor Kinomoto's lectures are popular.\He made them really interesting.\When I first came to this university,\I never thought history is this interesting. response:	We are
context: and even things like pottery and ceramics'\'could be seen distinctively'\Your father is wonderful.\Professor Kinomoto's lectures are popular.\He made them really interesting.\When I first came to this university,\I never thought history is this interesting.\We are response:	Professor Kinomoto's assistants.
context: 'could be seen distinctively'\Your father is wonderful.\Professor Kinomoto's lectures are popular.\He made them really interesting.\When I first came to this university,\I never thought history is this interesting.\We are\Professor Kinomoto's assistants. response:	We help him with various research projects.
context: Your father is wonderful.\Professor Kinomoto's lectures are popular.\He made them really interesting.\When I first came to this university,\I never thought history is this interesting.\We are\Professor Kinomoto's assistants.\We help him with various research projects. response:	I see.
context: Professor Kinomoto's lectures are popular.\He made them really interesting.\When I first came to this university,\I never thought history is this interesting.\We are\Professor Kinomoto's assistants.\We help him with various research projects.\I see. response:	Um' Thanks for helping Father out all this time.
context: He made them really interesting.\When I first came to this university,\I never thought history is this interesting.\We are\Professor Kinomoto's assistants.\We help him with various research projects.\I see.\Um' Thanks for helping Father out all this time. response:	Not at all. We thank him for helping us too.
context: When I first came to this university,\I never thought history is this interesting.\We are\Professor Kinomoto's assistants.\We help him with various research projects.\I see.\Um' Thanks for helping Father out all this time.\Not at all. We thank him for helping us too. response:	Lecture is almost over. Now, let's go.
context: I never thought history is this interesting.\We are\Professor Kinomoto's assistants.\We help him with various research projects.\I see.\Um' Thanks for helping Father out all this time.\Not at all. We thank him for helping us too.\Lecture is almost over. Now, let's go. response:	Come in!
context: We are\Professor Kinomoto's assistants.\We help him with various research projects.\I see.\Um' Thanks for helping Father out all this time.\Not at all. We thank him for helping us too.\Lecture is almost over. Now, let's go.\Come in! response:	Professor Kinomoto, your daughter is here.
context: Professor Kinomoto's assistants.\We help him with various research projects.\I see.\Um' Thanks for helping Father out all this time.\Not at all. We thank him for helping us too.\Lecture is almost over. Now, let's go.\Come in!\Professor Kinomoto, your daughter is here. response:	Sakura?
context: We help him with various research projects.\I see.\Um' Thanks for helping Father out all this time.\Not at all. We thank him for helping us too.\Lecture is almost over. Now, let's go.\Come in!\Professor Kinomoto, your daughter is here.\Sakura? response:	Sorry for bothering you.
context: I see.\Um' Thanks for helping Father out all this time.\Not at all. We thank him for helping us too.\Lecture is almost over. Now, let's go.\Come in!\Professor Kinomoto, your daughter is here.\Sakura?\Sorry for bothering you. response:	Hello.
context: Um' Thanks for helping Father out all this time.\Not at all. We thank him for helping us too.\Lecture is almost over. Now, let's go.\Come in!\Professor Kinomoto, your daughter is here.\Sakura?\Sorry for bothering you.\Hello. response:	Oh my God. Why do you come'?
context: Not at all. We thank him for helping us too.\Lecture is almost over. Now, let's go.\Come in!\Professor Kinomoto, your daughter is here.\Sakura?\Sorry for bothering you.\Hello.\Oh my God. Why do you come'? response:	We brought snacks.
context: Lecture is almost over. Now, let's go.\Come in!\Professor Kinomoto, your daughter is here.\Sakura?\Sorry for bothering you.\Hello.\Oh my God. Why do you come'?\We brought snacks. response:	Thanks for taking the trouble, Sakura, Tomoyo.
context: Come in!\Professor Kinomoto, your daughter is here.\Sakura?\Sorry for bothering you.\Hello.\Oh my God. Why do you come'?\We brought snacks.\Thanks for taking the trouble, Sakura, Tomoyo. response:	I'm in here too!
context: Professor Kinomoto, your daughter is here.\Sakura?\Sorry for bothering you.\Hello.\Oh my God. Why do you come'?\We brought snacks.\Thanks for taking the trouble, Sakura, Tomoyo.\I'm in here too! response:	Professor, we'll be in the data research room.
context: Sakura?\Sorry for bothering you.\Hello.\Oh my God. Why do you come'?\We brought snacks.\Thanks for taking the trouble, Sakura, Tomoyo.\I'm in here too!\Professor, we'll be in the data research room. response:	Data research room?
context: Sorry for bothering you.\Hello.\Oh my God. Why do you come'?\We brought snacks.\Thanks for taking the trouble, Sakura, Tomoyo.\I'm in here too!\Professor, we'll be in the data research room.\Data research room? response:	As you see,
context: Hello.\Oh my God. Why do you come'?\We brought snacks.\Thanks for taking the trouble, Sakura, Tomoyo.\I'm in here too!\Professor, we'll be in the data research room.\Data research room?\As you see, response:	just myself and these books are already taking lots of space here.
context: Oh my God. Why do you come'?\We brought snacks.\Thanks for taking the trouble, Sakura, Tomoyo.\I'm in here too!\Professor, we'll be in the data research room.\Data research room?\As you see,\just myself and these books are already taking lots of space here. response:	The three of them use the data research room next door.
context: We brought snacks.\Thanks for taking the trouble, Sakura, Tomoyo.\I'm in here too!\Professor, we'll be in the data research room.\Data research room?\As you see,\just myself and these books are already taking lots of space here.\The three of them use the data research room next door. response:	They're all staying behind to help out with this.
context: Thanks for taking the trouble, Sakura, Tomoyo.\I'm in here too!\Professor, we'll be in the data research room.\Data research room?\As you see,\just myself and these books are already taking lots of space here.\The three of them use the data research room next door.\They're all staying behind to help out with this. response:	It sounds like very tough work.
context: I'm in here too!\Professor, we'll be in the data research room.\Data research room?\As you see,\just myself and these books are already taking lots of space here.\The three of them use the data research room next door.\They're all staying behind to help out with this.\It sounds like very tough work. response:	Not really, we'll be fine.
context: Professor, we'll be in the data research room.\Data research room?\As you see,\just myself and these books are already taking lots of space here.\The three of them use the data research room next door.\They're all staying behind to help out with this.\It sounds like very tough work.\Not really, we'll be fine. response:	Thanks to them,
context: Data research room?\As you see,\just myself and these books are already taking lots of space here.\The three of them use the data research room next door.\They're all staying behind to help out with this.\It sounds like very tough work.\Not really, we'll be fine.\Thanks to them, response:	things are wrapping up here.
context: As you see,\just myself and these books are already taking lots of space here.\The three of them use the data research room next door.\They're all staying behind to help out with this.\It sounds like very tough work.\Not really, we'll be fine.\Thanks to them,\things are wrapping up here. response:	Sakura, you guys also helped a lot.
context: just myself and these books are already taking lots of space here.\The three of them use the data research room next door.\They're all staying behind to help out with this.\It sounds like very tough work.\Not really, we'll be fine.\Thanks to them,\things are wrapping up here.\Sakura, you guys also helped a lot. response:	I didn't really do anything at all. But I'm glad.
context: The three of them use the data research room next door.\They're all staying behind to help out with this.\It sounds like very tough work.\Not really, we'll be fine.\Thanks to them,\things are wrapping up here.\Sakura, you guys also helped a lot.\I didn't really do anything at all. But I'm glad. response:	You work so hard all this time, I was thinking what if you can't make it in time.
context: They're all staying behind to help out with this.\It sounds like very tough work.\Not really, we'll be fine.\Thanks to them,\things are wrapping up here.\Sakura, you guys also helped a lot.\I didn't really do anything at all. But I'm glad.\You work so hard all this time, I was thinking what if you can't make it in time. response:	Sakura'
context: It sounds like very tough work.\Not really, we'll be fine.\Thanks to them,\things are wrapping up here.\Sakura, you guys also helped a lot.\I didn't really do anything at all. But I'm glad.\You work so hard all this time, I was thinking what if you can't make it in time.\Sakura' response:	Father'
context: Not really, we'll be fine.\Thanks to them,\things are wrapping up here.\Sakura, you guys also helped a lot.\I didn't really do anything at all. But I'm glad.\You work so hard all this time, I was thinking what if you can't make it in time.\Sakura'\Father' response:	Father'
context: Thanks to them,\things are wrapping up here.\Sakura, you guys also helped a lot.\I didn't really do anything at all. But I'm glad.\You work so hard all this time, I was thinking what if you can't make it in time.\Sakura'\Father'\Father' response:	Maybe he is tired'
context: things are wrapping up here.\Sakura, you guys also helped a lot.\I didn't really do anything at all. But I'm glad.\You work so hard all this time, I was thinking what if you can't make it in time.\Sakura'\Father'\Father'\Maybe he is tired' response:	I'm sorry. I didn't have much sleep, that's why'
context: Sakura, you guys also helped a lot.\I didn't really do anything at all. But I'm glad.\You work so hard all this time, I was thinking what if you can't make it in time.\Sakura'\Father'\Father'\Maybe he is tired'\I'm sorry. I didn't have much sleep, that's why' response:	Father is sleepy.
context: I didn't really do anything at all. But I'm glad.\You work so hard all this time, I was thinking what if you can't make it in time.\Sakura'\Father'\Father'\Maybe he is tired'\I'm sorry. I didn't have much sleep, that's why'\Father is sleepy. response:	It's probably because of the all-nighters.
context: You work so hard all this time, I was thinking what if you can't make it in time.\Sakura'\Father'\Father'\Maybe he is tired'\I'm sorry. I didn't have much sleep, that's why'\Father is sleepy.\It's probably because of the all-nighters. response:	But Kero seemed to be asleep all along.
context: Sakura'\Father'\Father'\Maybe he is tired'\I'm sorry. I didn't have much sleep, that's why'\Father is sleepy.\It's probably because of the all-nighters.\But Kero seemed to be asleep all along. response:	What are you talkin' about?!
context: Father'\Father'\Maybe he is tired'\I'm sorry. I didn't have much sleep, that's why'\Father is sleepy.\It's probably because of the all-nighters.\But Kero seemed to be asleep all along.\What are you talkin' about?! response:	I was desperately hidin'! I didn't fall asleep!
context: Father'\Maybe he is tired'\I'm sorry. I didn't have much sleep, that's why'\Father is sleepy.\It's probably because of the all-nighters.\But Kero seemed to be asleep all along.\What are you talkin' about?!\I was desperately hidin'! I didn't fall asleep! response:	Then what's that mark of the basket on your cheek?
context: Maybe he is tired'\I'm sorry. I didn't have much sleep, that's why'\Father is sleepy.\It's probably because of the all-nighters.\But Kero seemed to be asleep all along.\What are you talkin' about?!\I was desperately hidin'! I didn't fall asleep!\Then what's that mark of the basket on your cheek? response:	But I wonder if there is anything else I can help with.
context: I'm sorry. I didn't have much sleep, that's why'\Father is sleepy.\It's probably because of the all-nighters.\But Kero seemed to be asleep all along.\What are you talkin' about?!\I was desperately hidin'! I didn't fall asleep!\Then what's that mark of the basket on your cheek?\But I wonder if there is anything else I can help with. response:	Right.
context: Father is sleepy.\It's probably because of the all-nighters.\But Kero seemed to be asleep all along.\What are you talkin' about?!\I was desperately hidin'! I didn't fall asleep!\Then what's that mark of the basket on your cheek?\But I wonder if there is anything else I can help with.\Right. response:	How about bringing them coffee
context: It's probably because of the all-nighters.\But Kero seemed to be asleep all along.\What are you talkin' about?!\I was desperately hidin'! I didn't fall asleep!\Then what's that mark of the basket on your cheek?\But I wonder if there is anything else I can help with.\Right.\How about bringing them coffee response:	to help them stay awake?
context: But Kero seemed to be asleep all along.\What are you talkin' about?!\I was desperately hidin'! I didn't fall asleep!\Then what's that mark of the basket on your cheek?\But I wonder if there is anything else I can help with.\Right.\How about bringing them coffee\to help them stay awake? response:	That's a good idea!
context: What are you talkin' about?!\I was desperately hidin'! I didn't fall asleep!\Then what's that mark of the basket on your cheek?\But I wonder if there is anything else I can help with.\Right.\How about bringing them coffee\to help them stay awake?\That's a good idea! response:	Thank you very much!
context: I was desperately hidin'! I didn't fall asleep!\Then what's that mark of the basket on your cheek?\But I wonder if there is anything else I can help with.\Right.\How about bringing them coffee\to help them stay awake?\That's a good idea!\Thank you very much! response:	It looks like Father isn't in here.
context: Then what's that mark of the basket on your cheek?\But I wonder if there is anything else I can help with.\Right.\How about bringing them coffee\to help them stay awake?\That's a good idea!\Thank you very much!\It looks like Father isn't in here. response:	It does not seem so.
context: But I wonder if there is anything else I can help with.\Right.\How about bringing them coffee\to help them stay awake?\That's a good idea!\Thank you very much!\It looks like Father isn't in here.\It does not seem so. response:	Come in!
context: Right.\How about bringing them coffee\to help them stay awake?\That's a good idea!\Thank you very much!\It looks like Father isn't in here.\It does not seem so.\Come in! response:	Oh, it's Professor Kinomoto's daughter.
context: How about bringing them coffee\to help them stay awake?\That's a good idea!\Thank you very much!\It looks like Father isn't in here.\It does not seem so.\Come in!\Oh, it's Professor Kinomoto's daughter. response:	Excuse me, Father wasn't there.
context: to help them stay awake?\That's a good idea!\Thank you very much!\It looks like Father isn't in here.\It does not seem so.\Come in!\Oh, it's Professor Kinomoto's daughter.\Excuse me, Father wasn't there. response:	He left the room just for a little bit
context: That's a good idea!\Thank you very much!\It looks like Father isn't in here.\It does not seem so.\Come in!\Oh, it's Professor Kinomoto's daughter.\Excuse me, Father wasn't there.\He left the room just for a little bit response:	to talk to another professor.
context: Thank you very much!\It looks like Father isn't in here.\It does not seem so.\Come in!\Oh, it's Professor Kinomoto's daughter.\Excuse me, Father wasn't there.\He left the room just for a little bit\to talk to another professor. response:	I see. Oh, I brought coffee for everyone. Please help yourself.
context: It looks like Father isn't in here.\It does not seem so.\Come in!\Oh, it's Professor Kinomoto's daughter.\Excuse me, Father wasn't there.\He left the room just for a little bit\to talk to another professor.\I see. Oh, I brought coffee for everyone. Please help yourself. response:	Thanks.
context: It does not seem so.\Come in!\Oh, it's Professor Kinomoto's daughter.\Excuse me, Father wasn't there.\He left the room just for a little bit\to talk to another professor.\I see. Oh, I brought coffee for everyone. Please help yourself.\Thanks. response:	They fell asleep?
context: Come in!\Oh, it's Professor Kinomoto's daughter.\Excuse me, Father wasn't there.\He left the room just for a little bit\to talk to another professor.\I see. Oh, I brought coffee for everyone. Please help yourself.\Thanks.\They fell asleep? response:	They are all tired.
context: Oh, it's Professor Kinomoto's daughter.\Excuse me, Father wasn't there.\He left the room just for a little bit\to talk to another professor.\I see. Oh, I brought coffee for everyone. Please help yourself.\Thanks.\They fell asleep?\They are all tired. response:	I wonder why. Just a second ago, they were'
context: Excuse me, Father wasn't there.\He left the room just for a little bit\to talk to another professor.\I see. Oh, I brought coffee for everyone. Please help yourself.\Thanks.\They fell asleep?\They are all tired.\I wonder why. Just a second ago, they were' response:	Kero, this is'
context: He left the room just for a little bit\to talk to another professor.\I see. Oh, I brought coffee for everyone. Please help yourself.\Thanks.\They fell asleep?\They are all tired.\I wonder why. Just a second ago, they were'\Kero, this is' response:	It's a Clow Card!
context: to talk to another professor.\I see. Oh, I brought coffee for everyone. Please help yourself.\Thanks.\They fell asleep?\They are all tired.\I wonder why. Just a second ago, they were'\Kero, this is'\It's a Clow Card! response:	I'm sure it's in this room!
context: I see. Oh, I brought coffee for everyone. Please help yourself.\Thanks.\They fell asleep?\They are all tired.\I wonder why. Just a second ago, they were'\Kero, this is'\It's a Clow Card!\I'm sure it's in this room! response:	There it is!
context: Thanks.\They fell asleep?\They are all tired.\I wonder why. Just a second ago, they were'\Kero, this is'\It's a Clow Card!\I'm sure it's in this room!\There it is! response:	That's Sleep!
context: They fell asleep?\They are all tired.\I wonder why. Just a second ago, they were'\Kero, this is'\It's a Clow Card!\I'm sure it's in this room!\There it is!\That's Sleep! response:	If its powder falls on you,
context: They are all tired.\I wonder why. Just a second ago, they were'\Kero, this is'\It's a Clow Card!\I'm sure it's in this room!\There it is!\That's Sleep!\If its powder falls on you, response:	you'd feel sleepy!
context: I wonder why. Just a second ago, they were'\Kero, this is'\It's a Clow Card!\I'm sure it's in this room!\There it is!\That's Sleep!\If its powder falls on you,\you'd feel sleepy! response:	Then just now, when Father was feeling sleepy'
context: Kero, this is'\It's a Clow Card!\I'm sure it's in this room!\There it is!\That's Sleep!\If its powder falls on you,\you'd feel sleepy!\Then just now, when Father was feeling sleepy' response:	There's no mistake.
context: It's a Clow Card!\I'm sure it's in this room!\There it is!\That's Sleep!\If its powder falls on you,\you'd feel sleepy!\Then just now, when Father was feeling sleepy'\There's no mistake. response:	Sleep doesn't care
context: I'm sure it's in this room!\There it is!\That's Sleep!\If its powder falls on you,\you'd feel sleepy!\Then just now, when Father was feeling sleepy'\There's no mistake.\Sleep doesn't care response:	and would make anyone fall asleep.
context: There it is!\That's Sleep!\If its powder falls on you,\you'd feel sleepy!\Then just now, when Father was feeling sleepy'\There's no mistake.\Sleep doesn't care\and would make anyone fall asleep. response:	No way!
context: That's Sleep!\If its powder falls on you,\you'd feel sleepy!\Then just now, when Father was feeling sleepy'\There's no mistake.\Sleep doesn't care\and would make anyone fall asleep.\No way! response:	If I don't seal it quickly,
context: If its powder falls on you,\you'd feel sleepy!\Then just now, when Father was feeling sleepy'\There's no mistake.\Sleep doesn't care\and would make anyone fall asleep.\No way!\If I don't seal it quickly, response:	Father will never finish his work!
context: you'd feel sleepy!\Then just now, when Father was feeling sleepy'\There's no mistake.\Sleep doesn't care\and would make anyone fall asleep.\No way!\If I don't seal it quickly,\Father will never finish his work! response:	Key which hides the forces of darkness,
context: Then just now, when Father was feeling sleepy'\There's no mistake.\Sleep doesn't care\and would make anyone fall asleep.\No way!\If I don't seal it quickly,\Father will never finish his work!\Key which hides the forces of darkness, response:	reveal thy true form before me!
context: There's no mistake.\Sleep doesn't care\and would make anyone fall asleep.\No way!\If I don't seal it quickly,\Father will never finish his work!\Key which hides the forces of darkness,\reveal thy true form before me! response:	I, Sakura, command thee under contract.
context: Sleep doesn't care\and would make anyone fall asleep.\No way!\If I don't seal it quickly,\Father will never finish his work!\Key which hides the forces of darkness,\reveal thy true form before me!\I, Sakura, command thee under contract. response:	Release!
context: and would make anyone fall asleep.\No way!\If I don't seal it quickly,\Father will never finish his work!\Key which hides the forces of darkness,\reveal thy true form before me!\I, Sakura, command thee under contract.\Release! response:	Eh!
