context: OP response:	Eyecatch
context: It just is.\Yeah, we've got one at Yuueisha at 6.\Wanna have a little chat together?\Or because we're rivals in the Golden Future Cup, do you not want to?\Eh? You're in it too?\Let me introduce you.\This is the person who took the runner-up spot for last year's Story King, Aoki Kou-san.\For the longest time she didn't have an artist to draw her story, but I've since stepped up. response:	And we got entered in the Golden Future Cup.
context: Yeah, we've got one at Yuueisha at 6.\Wanna have a little chat together?\Or because we're rivals in the Golden Future Cup, do you not want to?\Eh? You're in it too?\Let me introduce you.\This is the person who took the runner-up spot for last year's Story King, Aoki Kou-san.\For the longest time she didn't have an artist to draw her story, but I've since stepped up.\And we got entered in the Golden Future Cup. response:	I happen to be looking for someone to do the artwork for the second place winner of the Story King for the name category.
context: Wanna have a little chat together?\Or because we're rivals in the Golden Future Cup, do you not want to?\Eh? You're in it too?\Let me introduce you.\This is the person who took the runner-up spot for last year's Story King, Aoki Kou-san.\For the longest time she didn't have an artist to draw her story, but I've since stepped up.\And we got entered in the Golden Future Cup.\I happen to be looking for someone to do the artwork for the second place winner of the Story King for the name category. response:	I see.
context: Or because we're rivals in the Golden Future Cup, do you not want to?\Eh? You're in it too?\Let me introduce you.\This is the person who took the runner-up spot for last year's Story King, Aoki Kou-san.\For the longest time she didn't have an artist to draw her story, but I've since stepped up.\And we got entered in the Golden Future Cup.\I happen to be looking for someone to do the artwork for the second place winner of the Story King for the name category.\I see. response:	The person from back then, huh?
context: Eh? You're in it too?\Let me introduce you.\This is the person who took the runner-up spot for last year's Story King, Aoki Kou-san.\For the longest time she didn't have an artist to draw her story, but I've since stepped up.\And we got entered in the Golden Future Cup.\I happen to be looking for someone to do the artwork for the second place winner of the Story King for the name category.\I see.\The person from back then, huh? response:	This is the person whom I taught a few things to while he was an assistant on CROW for a time, Mashiro-kun.
context: Let me introduce you.\This is the person who took the runner-up spot for last year's Story King, Aoki Kou-san.\For the longest time she didn't have an artist to draw her story, but I've since stepped up.\And we got entered in the Golden Future Cup.\I happen to be looking for someone to do the artwork for the second place winner of the Story King for the name category.\I see.\The person from back then, huh?\This is the person whom I taught a few things to while he was an assistant on CROW for a time, Mashiro-kun. response:	You were a big help, Nakai-san! I learned a lot from you.
context: This is the person who took the runner-up spot for last year's Story King, Aoki Kou-san.\For the longest time she didn't have an artist to draw her story, but I've since stepped up.\And we got entered in the Golden Future Cup.\I happen to be looking for someone to do the artwork for the second place winner of the Story King for the name category.\I see.\The person from back then, huh?\This is the person whom I taught a few things to while he was an assistant on CROW for a time, Mashiro-kun.\You were a big help, Nakai-san! I learned a lot from you. response:	It was nothing...
context: For the longest time she didn't have an artist to draw her story, but I've since stepped up.\And we got entered in the Golden Future Cup.\I happen to be looking for someone to do the artwork for the second place winner of the Story King for the name category.\I see.\The person from back then, huh?\This is the person whom I taught a few things to while he was an assistant on CROW for a time, Mashiro-kun.\You were a big help, Nakai-san! I learned a lot from you.\It was nothing... response:	So, you're the one teamed up with Mashiro-kun...
context: And we got entered in the Golden Future Cup.\I happen to be looking for someone to do the artwork for the second place winner of the Story King for the name category.\I see.\The person from back then, huh?\This is the person whom I taught a few things to while he was an assistant on CROW for a time, Mashiro-kun.\You were a big help, Nakai-san! I learned a lot from you.\It was nothing...\So, you're the one teamed up with Mashiro-kun... response:	Takagi, it's nice to meet you.
context: I happen to be looking for someone to do the artwork for the second place winner of the Story King for the name category.\I see.\The person from back then, huh?\This is the person whom I taught a few things to while he was an assistant on CROW for a time, Mashiro-kun.\You were a big help, Nakai-san! I learned a lot from you.\It was nothing...\So, you're the one teamed up with Mashiro-kun...\Takagi, it's nice to meet you. response:	And your two-man team is called Ashirogi Muto, right?
context: I see.\The person from back then, huh?\This is the person whom I taught a few things to while he was an assistant on CROW for a time, Mashiro-kun.\You were a big help, Nakai-san! I learned a lot from you.\It was nothing...\So, you're the one teamed up with Mashiro-kun...\Takagi, it's nice to meet you.\And your two-man team is called Ashirogi Muto, right? response:	So you are Ashirogi-san?
context: The person from back then, huh?\This is the person whom I taught a few things to while he was an assistant on CROW for a time, Mashiro-kun.\You were a big help, Nakai-san! I learned a lot from you.\It was nothing...\So, you're the one teamed up with Mashiro-kun...\Takagi, it's nice to meet you.\And your two-man team is called Ashirogi Muto, right?\So you are Ashirogi-san? response:	Kono Yo wa Kane to Chie?
context: This is the person whom I taught a few things to while he was an assistant on CROW for a time, Mashiro-kun.\You were a big help, Nakai-san! I learned a lot from you.\It was nothing...\So, you're the one teamed up with Mashiro-kun...\Takagi, it's nice to meet you.\And your two-man team is called Ashirogi Muto, right?\So you are Ashirogi-san?\Kono Yo wa Kane to Chie? response:	I did not think it was very good.
context: You were a big help, Nakai-san! I learned a lot from you.\It was nothing...\So, you're the one teamed up with Mashiro-kun...\Takagi, it's nice to meet you.\And your two-man team is called Ashirogi Muto, right?\So you are Ashirogi-san?\Kono Yo wa Kane to Chie?\I did not think it was very good. response:	She said that right to our faces?
context: It was nothing...\So, you're the one teamed up with Mashiro-kun...\Takagi, it's nice to meet you.\And your two-man team is called Ashirogi Muto, right?\So you are Ashirogi-san?\Kono Yo wa Kane to Chie?\I did not think it was very good.\She said that right to our faces? response:	I did not think it was the right kind of story for a shounen magazine.
context: So, you're the one teamed up with Mashiro-kun...\Takagi, it's nice to meet you.\And your two-man team is called Ashirogi Muto, right?\So you are Ashirogi-san?\Kono Yo wa Kane to Chie?\I did not think it was very good.\She said that right to our faces?\I did not think it was the right kind of story for a shounen magazine. response:	It was too bleak.
context: Takagi, it's nice to meet you.\And your two-man team is called Ashirogi Muto, right?\So you are Ashirogi-san?\Kono Yo wa Kane to Chie?\I did not think it was very good.\She said that right to our faces?\I did not think it was the right kind of story for a shounen magazine.\It was too bleak. response:	Excuse me, but what kind of story are you doing, Aoki-san?
context: And your two-man team is called Ashirogi Muto, right?\So you are Ashirogi-san?\Kono Yo wa Kane to Chie?\I did not think it was very good.\She said that right to our faces?\I did not think it was the right kind of story for a shounen magazine.\It was too bleak.\Excuse me, but what kind of story are you doing, Aoki-san? response:	Don't get angry...
context: So you are Ashirogi-san?\Kono Yo wa Kane to Chie?\I did not think it was very good.\She said that right to our faces?\I did not think it was the right kind of story for a shounen magazine.\It was too bleak.\Excuse me, but what kind of story are you doing, Aoki-san?\Don't get angry... response:	To classify it simply, it is a fantasy.
context: Kono Yo wa Kane to Chie?\I did not think it was very good.\She said that right to our faces?\I did not think it was the right kind of story for a shounen magazine.\It was too bleak.\Excuse me, but what kind of story are you doing, Aoki-san?\Don't get angry...\To classify it simply, it is a fantasy. response:	I was working with Magnolia, a shoujo magazine, but...
context: I did not think it was very good.\She said that right to our faces?\I did not think it was the right kind of story for a shounen magazine.\It was too bleak.\Excuse me, but what kind of story are you doing, Aoki-san?\Don't get angry...\To classify it simply, it is a fantasy.\I was working with Magnolia, a shoujo magazine, but... response:	TL note: Magnolia is a parody of Margaret, Shuueisha's bi-weekly shoujo (young-girl demographic) magazine.
context: She said that right to our faces?\I did not think it was the right kind of story for a shounen magazine.\It was too bleak.\Excuse me, but what kind of story are you doing, Aoki-san?\Don't get angry...\To classify it simply, it is a fantasy.\I was working with Magnolia, a shoujo magazine, but...\TL note: Magnolia is a parody of Margaret, Shuueisha's bi-weekly shoujo (young-girl demographic) magazine. response:	they said I would be better off doing this kind of fantasy story in a shounen magazine.
context: I did not think it was the right kind of story for a shounen magazine.\It was too bleak.\Excuse me, but what kind of story are you doing, Aoki-san?\Don't get angry...\To classify it simply, it is a fantasy.\I was working with Magnolia, a shoujo magazine, but...\TL note: Magnolia is a parody of Margaret, Shuueisha's bi-weekly shoujo (young-girl demographic) magazine.\they said I would be better off doing this kind of fantasy story in a shounen magazine. response:	I can't tell you any of the details yet,
context: It was too bleak.\Excuse me, but what kind of story are you doing, Aoki-san?\Don't get angry...\To classify it simply, it is a fantasy.\I was working with Magnolia, a shoujo magazine, but...\TL note: Magnolia is a parody of Margaret, Shuueisha's bi-weekly shoujo (young-girl demographic) magazine.\they said I would be better off doing this kind of fantasy story in a shounen magazine.\I can't tell you any of the details yet, response:	but it's a really great escapist fantasy.
context: Excuse me, but what kind of story are you doing, Aoki-san?\Don't get angry...\To classify it simply, it is a fantasy.\I was working with Magnolia, a shoujo magazine, but...\TL note: Magnolia is a parody of Margaret, Shuueisha's bi-weekly shoujo (young-girl demographic) magazine.\they said I would be better off doing this kind of fantasy story in a shounen magazine.\I can't tell you any of the details yet,\but it's a really great escapist fantasy. response:	I was introduced to Jack in order to have my name made into a completed work.
context: Don't get angry...\To classify it simply, it is a fantasy.\I was working with Magnolia, a shoujo magazine, but...\TL note: Magnolia is a parody of Margaret, Shuueisha's bi-weekly shoujo (young-girl demographic) magazine.\they said I would be better off doing this kind of fantasy story in a shounen magazine.\I can't tell you any of the details yet,\but it's a really great escapist fantasy.\I was introduced to Jack in order to have my name made into a completed work. response:	Because the drawings were not the right style for a shounen manga.
context: To classify it simply, it is a fantasy.\I was working with Magnolia, a shoujo magazine, but...\TL note: Magnolia is a parody of Margaret, Shuueisha's bi-weekly shoujo (young-girl demographic) magazine.\they said I would be better off doing this kind of fantasy story in a shounen magazine.\I can't tell you any of the details yet,\but it's a really great escapist fantasy.\I was introduced to Jack in order to have my name made into a completed work.\Because the drawings were not the right style for a shounen manga. response:	But she can draw really cute female characters.
context: I was working with Magnolia, a shoujo magazine, but...\TL note: Magnolia is a parody of Margaret, Shuueisha's bi-weekly shoujo (young-girl demographic) magazine.\they said I would be better off doing this kind of fantasy story in a shounen magazine.\I can't tell you any of the details yet,\but it's a really great escapist fantasy.\I was introduced to Jack in order to have my name made into a completed work.\Because the drawings were not the right style for a shounen manga.\But she can draw really cute female characters. response:	Aoki-san is just going to draw the under-sketches for the girls' faces, and I'll be doing the rest.
context: TL note: Magnolia is a parody of Margaret, Shuueisha's bi-weekly shoujo (young-girl demographic) magazine.\they said I would be better off doing this kind of fantasy story in a shounen magazine.\I can't tell you any of the details yet,\but it's a really great escapist fantasy.\I was introduced to Jack in order to have my name made into a completed work.\Because the drawings were not the right style for a shounen manga.\But she can draw really cute female characters.\Aoki-san is just going to draw the under-sketches for the girls' faces, and I'll be doing the rest. response:	I'm betting my life as a mangaka on this work with Aoki-san!
context: they said I would be better off doing this kind of fantasy story in a shounen magazine.\I can't tell you any of the details yet,\but it's a really great escapist fantasy.\I was introduced to Jack in order to have my name made into a completed work.\Because the drawings were not the right style for a shounen manga.\But she can draw really cute female characters.\Aoki-san is just going to draw the under-sketches for the girls' faces, and I'll be doing the rest.\I'm betting my life as a mangaka on this work with Aoki-san! response:	If I fail here, I'll live my whole life as an assistant or go home to the countryside!
context: I can't tell you any of the details yet,\but it's a really great escapist fantasy.\I was introduced to Jack in order to have my name made into a completed work.\Because the drawings were not the right style for a shounen manga.\But she can draw really cute female characters.\Aoki-san is just going to draw the under-sketches for the girls' faces, and I'll be doing the rest.\I'm betting my life as a mangaka on this work with Aoki-san!\If I fail here, I'll live my whole life as an assistant or go home to the countryside! response:	Life as a mangaka? He hasn't even debuted yet, has he?
context: but it's a really great escapist fantasy.\I was introduced to Jack in order to have my name made into a completed work.\Because the drawings were not the right style for a shounen manga.\But she can draw really cute female characters.\Aoki-san is just going to draw the under-sketches for the girls' faces, and I'll be doing the rest.\I'm betting my life as a mangaka on this work with Aoki-san!\If I fail here, I'll live my whole life as an assistant or go home to the countryside!\Life as a mangaka? He hasn't even debuted yet, has he? response:	Still, I can't believe I'm up against Fukuda-kun and Ashirogi-kun like this.
context: I was introduced to Jack in order to have my name made into a completed work.\Because the drawings were not the right style for a shounen manga.\But she can draw really cute female characters.\Aoki-san is just going to draw the under-sketches for the girls' faces, and I'll be doing the rest.\I'm betting my life as a mangaka on this work with Aoki-san!\If I fail here, I'll live my whole life as an assistant or go home to the countryside!\Life as a mangaka? He hasn't even debuted yet, has he?\Still, I can't believe I'm up against Fukuda-kun and Ashirogi-kun like this. response:	Ah, so Fukuda-san got in too?
context: Because the drawings were not the right style for a shounen manga.\But she can draw really cute female characters.\Aoki-san is just going to draw the under-sketches for the girls' faces, and I'll be doing the rest.\I'm betting my life as a mangaka on this work with Aoki-san!\If I fail here, I'll live my whole life as an assistant or go home to the countryside!\Life as a mangaka? He hasn't even debuted yet, has he?\Still, I can't believe I'm up against Fukuda-kun and Ashirogi-kun like this.\Ah, so Fukuda-san got in too? response:	Yeah, there's no way I'll lose to him.
context: But she can draw really cute female characters.\Aoki-san is just going to draw the under-sketches for the girls' faces, and I'll be doing the rest.\I'm betting my life as a mangaka on this work with Aoki-san!\If I fail here, I'll live my whole life as an assistant or go home to the countryside!\Life as a mangaka? He hasn't even debuted yet, has he?\Still, I can't believe I'm up against Fukuda-kun and Ashirogi-kun like this.\Ah, so Fukuda-san got in too?\Yeah, there's no way I'll lose to him. response:	Although, unfortunately, the editorial department has the highest expectations for him.
context: Aoki-san is just going to draw the under-sketches for the girls' faces, and I'll be doing the rest.\I'm betting my life as a mangaka on this work with Aoki-san!\If I fail here, I'll live my whole life as an assistant or go home to the countryside!\Life as a mangaka? He hasn't even debuted yet, has he?\Still, I can't believe I'm up against Fukuda-kun and Ashirogi-kun like this.\Ah, so Fukuda-san got in too?\Yeah, there's no way I'll lose to him.\Although, unfortunately, the editorial department has the highest expectations for him. response:	They really think he'll win?
context: I'm betting my life as a mangaka on this work with Aoki-san!\If I fail here, I'll live my whole life as an assistant or go home to the countryside!\Life as a mangaka? He hasn't even debuted yet, has he?\Still, I can't believe I'm up against Fukuda-kun and Ashirogi-kun like this.\Ah, so Fukuda-san got in too?\Yeah, there's no way I'll lose to him.\Although, unfortunately, the editorial department has the highest expectations for him.\They really think he'll win? response:	Have you heard about the order they're running them in the main magazine?
context: If I fail here, I'll live my whole life as an assistant or go home to the countryside!\Life as a mangaka? He hasn't even debuted yet, has he?\Still, I can't believe I'm up against Fukuda-kun and Ashirogi-kun like this.\Ah, so Fukuda-san got in too?\Yeah, there's no way I'll lose to him.\Although, unfortunately, the editorial department has the highest expectations for him.\They really think he'll win?\Have you heard about the order they're running them in the main magazine? response:	The order they're running in?
context: Life as a mangaka? He hasn't even debuted yet, has he?\Still, I can't believe I'm up against Fukuda-kun and Ashirogi-kun like this.\Ah, so Fukuda-san got in too?\Yeah, there's no way I'll lose to him.\Although, unfortunately, the editorial department has the highest expectations for him.\They really think he'll win?\Have you heard about the order they're running them in the main magazine?\The order they're running in? response:	We haven't even heard who the entrants are, let alone their order.
context: Still, I can't believe I'm up against Fukuda-kun and Ashirogi-kun like this.\Ah, so Fukuda-san got in too?\Yeah, there's no way I'll lose to him.\Although, unfortunately, the editorial department has the highest expectations for him.\They really think he'll win?\Have you heard about the order they're running them in the main magazine?\The order they're running in?\We haven't even heard who the entrants are, let alone their order. response:	There are four works entered in total.
context: Ah, so Fukuda-san got in too?\Yeah, there's no way I'll lose to him.\Although, unfortunately, the editorial department has the highest expectations for him.\They really think he'll win?\Have you heard about the order they're running them in the main magazine?\The order they're running in?\We haven't even heard who the entrants are, let alone their order.\There are four works entered in total. response:	Combined issue 37-38 is Fukuda-kun's Kiyoshi Knight.
context: Yeah, there's no way I'll lose to him.\Although, unfortunately, the editorial department has the highest expectations for him.\They really think he'll win?\Have you heard about the order they're running them in the main magazine?\The order they're running in?\We haven't even heard who the entrants are, let alone their order.\There are four works entered in total.\Combined issue 37-38 is Fukuda-kun's Kiyoshi Knight. response:	Issue 39 is you two's Gitantei TRAP.
context: Although, unfortunately, the editorial department has the highest expectations for him.\They really think he'll win?\Have you heard about the order they're running them in the main magazine?\The order they're running in?\We haven't even heard who the entrants are, let alone their order.\There are four works entered in total.\Combined issue 37-38 is Fukuda-kun's Kiyoshi Knight.\Issue 39 is you two's Gitantei TRAP. response:	Issue 40 is our hideout door.
context: They really think he'll win?\Have you heard about the order they're running them in the main magazine?\The order they're running in?\We haven't even heard who the entrants are, let alone their order.\There are four works entered in total.\Combined issue 37-38 is Fukuda-kun's Kiyoshi Knight.\Issue 39 is you two's Gitantei TRAP.\Issue 40 is our hideout door. response:	Issue 41 is Makino Kouji's Colorfusical.
context: Have you heard about the order they're running them in the main magazine?\The order they're running in?\We haven't even heard who the entrants are, let alone their order.\There are four works entered in total.\Combined issue 37-38 is Fukuda-kun's Kiyoshi Knight.\Issue 39 is you two's Gitantei TRAP.\Issue 40 is our hideout door.\Issue 41 is Makino Kouji's Colorfusical. response:	The work they have the highest hopes for runs first.
context: The order they're running in?\We haven't even heard who the entrants are, let alone their order.\There are four works entered in total.\Combined issue 37-38 is Fukuda-kun's Kiyoshi Knight.\Issue 39 is you two's Gitantei TRAP.\Issue 40 is our hideout door.\Issue 41 is Makino Kouji's Colorfusical.\The work they have the highest hopes for runs first. response:	Does the order they're run in really matter?
context: We haven't even heard who the entrants are, let alone their order.\There are four works entered in total.\Combined issue 37-38 is Fukuda-kun's Kiyoshi Knight.\Issue 39 is you two's Gitantei TRAP.\Issue 40 is our hideout door.\Issue 41 is Makino Kouji's Colorfusical.\The work they have the highest hopes for runs first.\Does the order they're run in really matter? response:	Well, it makes sense that it would, doesn't it?
context: There are four works entered in total.\Combined issue 37-38 is Fukuda-kun's Kiyoshi Knight.\Issue 39 is you two's Gitantei TRAP.\Issue 40 is our hideout door.\Issue 41 is Makino Kouji's Colorfusical.\The work they have the highest hopes for runs first.\Does the order they're run in really matter?\Well, it makes sense that it would, doesn't it? response:	It is called the Golden Future Cup.
context: Combined issue 37-38 is Fukuda-kun's Kiyoshi Knight.\Issue 39 is you two's Gitantei TRAP.\Issue 40 is our hideout door.\Issue 41 is Makino Kouji's Colorfusical.\The work they have the highest hopes for runs first.\Does the order they're run in really matter?\Well, it makes sense that it would, doesn't it?\It is called the Golden Future Cup. response:	They want to get the reader's attention with their top batter first.
context: Issue 39 is you two's Gitantei TRAP.\Issue 40 is our hideout door.\Issue 41 is Makino Kouji's Colorfusical.\The work they have the highest hopes for runs first.\Does the order they're run in really matter?\Well, it makes sense that it would, doesn't it?\It is called the Golden Future Cup.\They want to get the reader's attention with their top batter first. response:	Recently, the works Nurarihyon no Mago and Beelzebub ran first in them and got good results.
context: Issue 40 is our hideout door.\Issue 41 is Makino Kouji's Colorfusical.\The work they have the highest hopes for runs first.\Does the order they're run in really matter?\Well, it makes sense that it would, doesn't it?\It is called the Golden Future Cup.\They want to get the reader's attention with their top batter first.\Recently, the works Nurarihyon no Mago and Beelzebub ran first in them and got good results. response:	Well, even though I think running first may give it that extra something, beyond that I don't think it matters.
context: Issue 41 is Makino Kouji's Colorfusical.\The work they have the highest hopes for runs first.\Does the order they're run in really matter?\Well, it makes sense that it would, doesn't it?\It is called the Golden Future Cup.\They want to get the reader's attention with their top batter first.\Recently, the works Nurarihyon no Mago and Beelzebub ran first in them and got good results.\Well, even though I think running first may give it that extra something, beyond that I don't think it matters. response:	It's a question of whether we can beat Fukuda-kun.
context: The work they have the highest hopes for runs first.\Does the order they're run in really matter?\Well, it makes sense that it would, doesn't it?\It is called the Golden Future Cup.\They want to get the reader's attention with their top batter first.\Recently, the works Nurarihyon no Mago and Beelzebub ran first in them and got good results.\Well, even though I think running first may give it that extra something, beyond that I don't think it matters.\It's a question of whether we can beat Fukuda-kun. response:	He doesn't even consider us a threat.
context: Does the order they're run in really matter?\Well, it makes sense that it would, doesn't it?\It is called the Golden Future Cup.\They want to get the reader's attention with their top batter first.\Recently, the works Nurarihyon no Mago and Beelzebub ran first in them and got good results.\Well, even though I think running first may give it that extra something, beyond that I don't think it matters.\It's a question of whether we can beat Fukuda-kun.\He doesn't even consider us a threat. response:	But I read Fukuda-san's one-shot.
context: Well, it makes sense that it would, doesn't it?\It is called the Golden Future Cup.\They want to get the reader's attention with their top batter first.\Recently, the works Nurarihyon no Mago and Beelzebub ran first in them and got good results.\Well, even though I think running first may give it that extra something, beyond that I don't think it matters.\It's a question of whether we can beat Fukuda-kun.\He doesn't even consider us a threat.\But I read Fukuda-san's one-shot. response:	I don't think I've read anything in Jack as defiant and exciting as that in a long time.
context: It is called the Golden Future Cup.\They want to get the reader's attention with their top batter first.\Recently, the works Nurarihyon no Mago and Beelzebub ran first in them and got good results.\Well, even though I think running first may give it that extra something, beyond that I don't think it matters.\It's a question of whether we can beat Fukuda-kun.\He doesn't even consider us a threat.\But I read Fukuda-san's one-shot.\I don't think I've read anything in Jack as defiant and exciting as that in a long time. response:	It got 7th place in the questionnaire rankings, but that was good enough to get submitted to a serialization meeting.
context: They want to get the reader's attention with their top batter first.\Recently, the works Nurarihyon no Mago and Beelzebub ran first in them and got good results.\Well, even though I think running first may give it that extra something, beyond that I don't think it matters.\It's a question of whether we can beat Fukuda-kun.\He doesn't even consider us a threat.\But I read Fukuda-san's one-shot.\I don't think I've read anything in Jack as defiant and exciting as that in a long time.\It got 7th place in the questionnaire rankings, but that was good enough to get submitted to a serialization meeting. response:	And he's powered that up for this, so of course they'll be expecting the most from it.
context: Recently, the works Nurarihyon no Mago and Beelzebub ran first in them and got good results.\Well, even though I think running first may give it that extra something, beyond that I don't think it matters.\It's a question of whether we can beat Fukuda-kun.\He doesn't even consider us a threat.\But I read Fukuda-san's one-shot.\I don't think I've read anything in Jack as defiant and exciting as that in a long time.\It got 7th place in the questionnaire rankings, but that was good enough to get submitted to a serialization meeting.\And he's powered that up for this, so of course they'll be expecting the most from it. response:	I did not like that work either.
context: Well, even though I think running first may give it that extra something, beyond that I don't think it matters.\It's a question of whether we can beat Fukuda-kun.\He doesn't even consider us a threat.\But I read Fukuda-san's one-shot.\I don't think I've read anything in Jack as defiant and exciting as that in a long time.\It got 7th place in the questionnaire rankings, but that was good enough to get submitted to a serialization meeting.\And he's powered that up for this, so of course they'll be expecting the most from it.\I did not like that work either. response:	It seemed like he was trying to portray modern city youths,
context: It's a question of whether we can beat Fukuda-kun.\He doesn't even consider us a threat.\But I read Fukuda-san's one-shot.\I don't think I've read anything in Jack as defiant and exciting as that in a long time.\It got 7th place in the questionnaire rankings, but that was good enough to get submitted to a serialization meeting.\And he's powered that up for this, so of course they'll be expecting the most from it.\I did not like that work either.\It seemed like he was trying to portray modern city youths, response:	but in a shounen magazine, they don't even want you to use words like drugs.
context: He doesn't even consider us a threat.\But I read Fukuda-san's one-shot.\I don't think I've read anything in Jack as defiant and exciting as that in a long time.\It got 7th place in the questionnaire rankings, but that was good enough to get submitted to a serialization meeting.\And he's powered that up for this, so of course they'll be expecting the most from it.\I did not like that work either.\It seemed like he was trying to portray modern city youths,\but in a shounen magazine, they don't even want you to use words like drugs. response:	If he really must draw like that, then he is better off doing so in a seinen magazine.
context: But I read Fukuda-san's one-shot.\I don't think I've read anything in Jack as defiant and exciting as that in a long time.\It got 7th place in the questionnaire rankings, but that was good enough to get submitted to a serialization meeting.\And he's powered that up for this, so of course they'll be expecting the most from it.\I did not like that work either.\It seemed like he was trying to portray modern city youths,\but in a shounen magazine, they don't even want you to use words like drugs.\If he really must draw like that, then he is better off doing so in a seinen magazine. response:	Yeah, I think so too.
context: I don't think I've read anything in Jack as defiant and exciting as that in a long time.\It got 7th place in the questionnaire rankings, but that was good enough to get submitted to a serialization meeting.\And he's powered that up for this, so of course they'll be expecting the most from it.\I did not like that work either.\It seemed like he was trying to portray modern city youths,\but in a shounen magazine, they don't even want you to use words like drugs.\If he really must draw like that, then he is better off doing so in a seinen magazine.\Yeah, I think so too. response:	I much prefer your escapist work, Aoki-san.
context: It got 7th place in the questionnaire rankings, but that was good enough to get submitted to a serialization meeting.\And he's powered that up for this, so of course they'll be expecting the most from it.\I did not like that work either.\It seemed like he was trying to portray modern city youths,\but in a shounen magazine, they don't even want you to use words like drugs.\If he really must draw like that, then he is better off doing so in a seinen magazine.\Yeah, I think so too.\I much prefer your escapist work, Aoki-san. response:	Colorfusical, that took second prize in the last Tezuka Award and was run in the magazine, right?
context: And he's powered that up for this, so of course they'll be expecting the most from it.\I did not like that work either.\It seemed like he was trying to portray modern city youths,\but in a shounen magazine, they don't even want you to use words like drugs.\If he really must draw like that, then he is better off doing so in a seinen magazine.\Yeah, I think so too.\I much prefer your escapist work, Aoki-san.\Colorfusical, that took second prize in the last Tezuka Award and was run in the magazine, right? response:	Yeah, it did.
context: I did not like that work either.\It seemed like he was trying to portray modern city youths,\but in a shounen magazine, they don't even want you to use words like drugs.\If he really must draw like that, then he is better off doing so in a seinen magazine.\Yeah, I think so too.\I much prefer your escapist work, Aoki-san.\Colorfusical, that took second prize in the last Tezuka Award and was run in the magazine, right?\Yeah, it did. response:	Makaino Kouji...
context: It seemed like he was trying to portray modern city youths,\but in a shounen magazine, they don't even want you to use words like drugs.\If he really must draw like that, then he is better off doing so in a seinen magazine.\Yeah, I think so too.\I much prefer your escapist work, Aoki-san.\Colorfusical, that took second prize in the last Tezuka Award and was run in the magazine, right?\Yeah, it did.\Makaino Kouji... response:	Wasn't that...
context: but in a shounen magazine, they don't even want you to use words like drugs.\If he really must draw like that, then he is better off doing so in a seinen magazine.\Yeah, I think so too.\I much prefer your escapist work, Aoki-san.\Colorfusical, that took second prize in the last Tezuka Award and was run in the magazine, right?\Yeah, it did.\Makaino Kouji...\Wasn't that... response:	the one about the guy who was changing the world by
context: If he really must draw like that, then he is better off doing so in a seinen magazine.\Yeah, I think so too.\I much prefer your escapist work, Aoki-san.\Colorfusical, that took second prize in the last Tezuka Award and was run in the magazine, right?\Yeah, it did.\Makaino Kouji...\Wasn't that...\the one about the guy who was changing the world by response:	changing the colors of things with his eyes and changing people's hearts with his singing voice?
context: Yeah, I think so too.\I much prefer your escapist work, Aoki-san.\Colorfusical, that took second prize in the last Tezuka Award and was run in the magazine, right?\Yeah, it did.\Makaino Kouji...\Wasn't that...\the one about the guy who was changing the world by\changing the colors of things with his eyes and changing people's hearts with his singing voice? response:	It didn't really hit home with me, but it did well in the questionnaires.
context: I much prefer your escapist work, Aoki-san.\Colorfusical, that took second prize in the last Tezuka Award and was run in the magazine, right?\Yeah, it did.\Makaino Kouji...\Wasn't that...\the one about the guy who was changing the world by\changing the colors of things with his eyes and changing people's hearts with his singing voice?\It didn't really hit home with me, but it did well in the questionnaires. response:	I thought that the artwork was original, but it felt more like it should be in a picture book or a musical rather than a manga.
context: Colorfusical, that took second prize in the last Tezuka Award and was run in the magazine, right?\Yeah, it did.\Makaino Kouji...\Wasn't that...\the one about the guy who was changing the world by\changing the colors of things with his eyes and changing people's hearts with his singing voice?\It didn't really hit home with me, but it did well in the questionnaires.\I thought that the artwork was original, but it felt more like it should be in a picture book or a musical rather than a manga. response:	It was too surreal, which made it not so good.
context: Yeah, it did.\Makaino Kouji...\Wasn't that...\the one about the guy who was changing the world by\changing the colors of things with his eyes and changing people's hearts with his singing voice?\It didn't really hit home with me, but it did well in the questionnaires.\I thought that the artwork was original, but it felt more like it should be in a picture book or a musical rather than a manga.\It was too surreal, which made it not so good. response:	I liked it.
context: Makaino Kouji...\Wasn't that...\the one about the guy who was changing the world by\changing the colors of things with his eyes and changing people's hearts with his singing voice?\It didn't really hit home with me, but it did well in the questionnaires.\I thought that the artwork was original, but it felt more like it should be in a picture book or a musical rather than a manga.\It was too surreal, which made it not so good.\I liked it. response:	It was artistic. You could feel the hopes and dreams in it.
context: Wasn't that...\the one about the guy who was changing the world by\changing the colors of things with his eyes and changing people's hearts with his singing voice?\It didn't really hit home with me, but it did well in the questionnaires.\I thought that the artwork was original, but it felt more like it should be in a picture book or a musical rather than a manga.\It was too surreal, which made it not so good.\I liked it.\It was artistic. You could feel the hopes and dreams in it. response:	Yeah, yeah.
