context: TS response:	Even if it's really an aftereffect of Nirvash's weapon,
context: That sounds like what this book says.\The one you got from Japan...\A world without Scub Coral and Secrets.\Our country believes that it might be more than just a dream.\Isn't this Johansson dude some shady prophet?\He says that the Scub Coral and the Secrets are twisting our world...\or I should say, our history.\The conspiracy theory is that governments know about it too. response:	He's been talking about another world for years.
context: The one you got from Japan...\A world without Scub Coral and Secrets.\Our country believes that it might be more than just a dream.\Isn't this Johansson dude some shady prophet?\He says that the Scub Coral and the Secrets are twisting our world...\or I should say, our history.\The conspiracy theory is that governments know about it too.\He's been talking about another world for years. response:	And then ten years ago in Okinawa...
context: A world without Scub Coral and Secrets.\Our country believes that it might be more than just a dream.\Isn't this Johansson dude some shady prophet?\He says that the Scub Coral and the Secrets are twisting our world...\or I should say, our history.\The conspiracy theory is that governments know about it too.\He's been talking about another world for years.\And then ten years ago in Okinawa... response:	Okinawa?
context: Our country believes that it might be more than just a dream.\Isn't this Johansson dude some shady prophet?\He says that the Scub Coral and the Secrets are twisting our world...\or I should say, our history.\The conspiracy theory is that governments know about it too.\He's been talking about another world for years.\And then ten years ago in Okinawa...\Okinawa? response:	He met a young boy near the Scub Coral after it had calmed down.
context: Isn't this Johansson dude some shady prophet?\He says that the Scub Coral and the Secrets are twisting our world...\or I should say, our history.\The conspiracy theory is that governments know about it too.\He's been talking about another world for years.\And then ten years ago in Okinawa...\Okinawa?\He met a young boy near the Scub Coral after it had calmed down. response:	That young boy knew of another history as well.
context: He says that the Scub Coral and the Secrets are twisting our world...\or I should say, our history.\The conspiracy theory is that governments know about it too.\He's been talking about another world for years.\And then ten years ago in Okinawa...\Okinawa?\He met a young boy near the Scub Coral after it had calmed down.\That young boy knew of another history as well. response:	Johansson adopted him and wrote down his story.
context: or I should say, our history.\The conspiracy theory is that governments know about it too.\He's been talking about another world for years.\And then ten years ago in Okinawa...\Okinawa?\He met a young boy near the Scub Coral after it had calmed down.\That young boy knew of another history as well.\Johansson adopted him and wrote down his story. response:	I hope you aren't going to tell me that Germany and Japan won WWII!
context: The conspiracy theory is that governments know about it too.\He's been talking about another world for years.\And then ten years ago in Okinawa...\Okinawa?\He met a young boy near the Scub Coral after it had calmed down.\That young boy knew of another history as well.\Johansson adopted him and wrote down his story.\I hope you aren't going to tell me that Germany and Japan won WWII! response:	It's not that drastic.
context: He's been talking about another world for years.\And then ten years ago in Okinawa...\Okinawa?\He met a young boy near the Scub Coral after it had calmed down.\That young boy knew of another history as well.\Johansson adopted him and wrote down his story.\I hope you aren't going to tell me that Germany and Japan won WWII!\It's not that drastic. response:	But without Scub Bursts, the world would be a more peaceful and flourishing place.
context: And then ten years ago in Okinawa...\Okinawa?\He met a young boy near the Scub Coral after it had calmed down.\That young boy knew of another history as well.\Johansson adopted him and wrote down his story.\I hope you aren't going to tell me that Germany and Japan won WWII!\It's not that drastic.\But without Scub Bursts, the world would be a more peaceful and flourishing place. response:	For example, in the history he saw, the Earth's population is over 7 billion.
context: Okinawa?\He met a young boy near the Scub Coral after it had calmed down.\That young boy knew of another history as well.\Johansson adopted him and wrote down his story.\I hope you aren't going to tell me that Germany and Japan won WWII!\It's not that drastic.\But without Scub Bursts, the world would be a more peaceful and flourishing place.\For example, in the history he saw, the Earth's population is over 7 billion. response:	What's the population now?
context: He met a young boy near the Scub Coral after it had calmed down.\That young boy knew of another history as well.\Johansson adopted him and wrote down his story.\I hope you aren't going to tell me that Germany and Japan won WWII!\It's not that drastic.\But without Scub Bursts, the world would be a more peaceful and flourishing place.\For example, in the history he saw, the Earth's population is over 7 billion.\What's the population now? response:	A bit over 3.5 billion.
context: That young boy knew of another history as well.\Johansson adopted him and wrote down his story.\I hope you aren't going to tell me that Germany and Japan won WWII!\It's not that drastic.\But without Scub Bursts, the world would be a more peaceful and flourishing place.\For example, in the history he saw, the Earth's population is over 7 billion.\What's the population now?\A bit over 3.5 billion. response:	The continuous Scub Bursts inside and outside of Siberia in 1908 dealt a huge blow to the Soviet Union and China.
context: Johansson adopted him and wrote down his story.\I hope you aren't going to tell me that Germany and Japan won WWII!\It's not that drastic.\But without Scub Bursts, the world would be a more peaceful and flourishing place.\For example, in the history he saw, the Earth's population is over 7 billion.\What's the population now?\A bit over 3.5 billion.\The continuous Scub Bursts inside and outside of Siberia in 1908 dealt a huge blow to the Soviet Union and China. response:	Japan's reconstruction after the war was slowed by a Scub Burst in the capital.
context: I hope you aren't going to tell me that Germany and Japan won WWII!\It's not that drastic.\But without Scub Bursts, the world would be a more peaceful and flourishing place.\For example, in the history he saw, the Earth's population is over 7 billion.\What's the population now?\A bit over 3.5 billion.\The continuous Scub Bursts inside and outside of Siberia in 1908 dealt a huge blow to the Soviet Union and China.\Japan's reconstruction after the war was slowed by a Scub Burst in the capital. response:	These events never happened in his version of history.
context: It's not that drastic.\But without Scub Bursts, the world would be a more peaceful and flourishing place.\For example, in the history he saw, the Earth's population is over 7 billion.\What's the population now?\A bit over 3.5 billion.\The continuous Scub Bursts inside and outside of Siberia in 1908 dealt a huge blow to the Soviet Union and China.\Japan's reconstruction after the war was slowed by a Scub Burst in the capital.\These events never happened in his version of history. response:	How convenient.
context: But without Scub Bursts, the world would be a more peaceful and flourishing place.\For example, in the history he saw, the Earth's population is over 7 billion.\What's the population now?\A bit over 3.5 billion.\The continuous Scub Bursts inside and outside of Siberia in 1908 dealt a huge blow to the Soviet Union and China.\Japan's reconstruction after the war was slowed by a Scub Burst in the capital.\These events never happened in his version of history.\How convenient. response:	Religion's different too... Oh, and of course, trapar doesn't exist.
context: For example, in the history he saw, the Earth's population is over 7 billion.\What's the population now?\A bit over 3.5 billion.\The continuous Scub Bursts inside and outside of Siberia in 1908 dealt a huge blow to the Soviet Union and China.\Japan's reconstruction after the war was slowed by a Scub Burst in the capital.\These events never happened in his version of history.\How convenient.\Religion's different too... Oh, and of course, trapar doesn't exist. response:	But they're using energy from nuclear fission instead.
context: What's the population now?\A bit over 3.5 billion.\The continuous Scub Bursts inside and outside of Siberia in 1908 dealt a huge blow to the Soviet Union and China.\Japan's reconstruction after the war was slowed by a Scub Burst in the capital.\These events never happened in his version of history.\How convenient.\Religion's different too... Oh, and of course, trapar doesn't exist.\But they're using energy from nuclear fission instead. response:	Nuclear fission?
context: A bit over 3.5 billion.\The continuous Scub Bursts inside and outside of Siberia in 1908 dealt a huge blow to the Soviet Union and China.\Japan's reconstruction after the war was slowed by a Scub Burst in the capital.\These events never happened in his version of history.\How convenient.\Religion's different too... Oh, and of course, trapar doesn't exist.\But they're using energy from nuclear fission instead.\Nuclear fission? response:	A Scub Burst near a nuclear reactor would cause unbelievable amounts of damage,
context: The continuous Scub Bursts inside and outside of Siberia in 1908 dealt a huge blow to the Soviet Union and China.\Japan's reconstruction after the war was slowed by a Scub Burst in the capital.\These events never happened in his version of history.\How convenient.\Religion's different too... Oh, and of course, trapar doesn't exist.\But they're using energy from nuclear fission instead.\Nuclear fission?\A Scub Burst near a nuclear reactor would cause unbelievable amounts of damage, response:	so nuclear energy development was cut off.
context: Japan's reconstruction after the war was slowed by a Scub Burst in the capital.\These events never happened in his version of history.\How convenient.\Religion's different too... Oh, and of course, trapar doesn't exist.\But they're using energy from nuclear fission instead.\Nuclear fission?\A Scub Burst near a nuclear reactor would cause unbelievable amounts of damage,\so nuclear energy development was cut off. response:	He's delusional.
context: These events never happened in his version of history.\How convenient.\Religion's different too... Oh, and of course, trapar doesn't exist.\But they're using energy from nuclear fission instead.\Nuclear fission?\A Scub Burst near a nuclear reactor would cause unbelievable amounts of damage,\so nuclear energy development was cut off.\He's delusional. response:	Johansson claims that's the correct reality.
context: How convenient.\Religion's different too... Oh, and of course, trapar doesn't exist.\But they're using energy from nuclear fission instead.\Nuclear fission?\A Scub Burst near a nuclear reactor would cause unbelievable amounts of damage,\so nuclear energy development was cut off.\He's delusional.\Johansson claims that's the correct reality. response:	So does that Japanese official named Nakamura.
context: Religion's different too... Oh, and of course, trapar doesn't exist.\But they're using energy from nuclear fission instead.\Nuclear fission?\A Scub Burst near a nuclear reactor would cause unbelievable amounts of damage,\so nuclear energy development was cut off.\He's delusional.\Johansson claims that's the correct reality.\So does that Japanese official named Nakamura. response:	Then the third team that Ao's talking about is also from that world?
context: But they're using energy from nuclear fission instead.\Nuclear fission?\A Scub Burst near a nuclear reactor would cause unbelievable amounts of damage,\so nuclear energy development was cut off.\He's delusional.\Johansson claims that's the correct reality.\So does that Japanese official named Nakamura.\Then the third team that Ao's talking about is also from that world? response:	Georg, could you look something up for me?
context: Nuclear fission?\A Scub Burst near a nuclear reactor would cause unbelievable amounts of damage,\so nuclear energy development was cut off.\He's delusional.\Johansson claims that's the correct reality.\So does that Japanese official named Nakamura.\Then the third team that Ao's talking about is also from that world?\Georg, could you look something up for me? response:	Look for Chloe McCaffrey and Maeve McCaffrey in Ireland!
context: A Scub Burst near a nuclear reactor would cause unbelievable amounts of damage,\so nuclear energy development was cut off.\He's delusional.\Johansson claims that's the correct reality.\So does that Japanese official named Nakamura.\Then the third team that Ao's talking about is also from that world?\Georg, could you look something up for me?\Look for Chloe McCaffrey and Maeve McCaffrey in Ireland! response:	Can we do the three-man shot next?
context: so nuclear energy development was cut off.\He's delusional.\Johansson claims that's the correct reality.\So does that Japanese official named Nakamura.\Then the third team that Ao's talking about is also from that world?\Georg, could you look something up for me?\Look for Chloe McCaffrey and Maeve McCaffrey in Ireland!\Can we do the three-man shot next? response:	Ao? He became a fictional character, too?
context: He's delusional.\Johansson claims that's the correct reality.\So does that Japanese official named Nakamura.\Then the third team that Ao's talking about is also from that world?\Georg, could you look something up for me?\Look for Chloe McCaffrey and Maeve McCaffrey in Ireland!\Can we do the three-man shot next?\Ao? He became a fictional character, too? response:	Of. Course.
context: Johansson claims that's the correct reality.\So does that Japanese official named Nakamura.\Then the third team that Ao's talking about is also from that world?\Georg, could you look something up for me?\Look for Chloe McCaffrey and Maeve McCaffrey in Ireland!\Can we do the three-man shot next?\Ao? He became a fictional character, too?\Of. Course. response:	The new male pilot stirs everything up as you try to control your shaking hearts!
context: So does that Japanese official named Nakamura.\Then the third team that Ao's talking about is also from that world?\Georg, could you look something up for me?\Look for Chloe McCaffrey and Maeve McCaffrey in Ireland!\Can we do the three-man shot next?\Ao? He became a fictional character, too?\Of. Course.\The new male pilot stirs everything up as you try to control your shaking hearts! response:	Our hearts aren't shaking.
context: Then the third team that Ao's talking about is also from that world?\Georg, could you look something up for me?\Look for Chloe McCaffrey and Maeve McCaffrey in Ireland!\Can we do the three-man shot next?\Ao? He became a fictional character, too?\Of. Course.\The new male pilot stirs everything up as you try to control your shaking hearts!\Our hearts aren't shaking. response:	But Ao has a childhood friend who became the enemy pilot!
context: Georg, could you look something up for me?\Look for Chloe McCaffrey and Maeve McCaffrey in Ireland!\Can we do the three-man shot next?\Ao? He became a fictional character, too?\Of. Course.\The new male pilot stirs everything up as you try to control your shaking hearts!\Our hearts aren't shaking.\But Ao has a childhood friend who became the enemy pilot! response:	How is that in the story too?
context: Look for Chloe McCaffrey and Maeve McCaffrey in Ireland!\Can we do the three-man shot next?\Ao? He became a fictional character, too?\Of. Course.\The new male pilot stirs everything up as you try to control your shaking hearts!\Our hearts aren't shaking.\But Ao has a childhood friend who became the enemy pilot!\How is that in the story too? response:	I oversee the script.
context: Can we do the three-man shot next?\Ao? He became a fictional character, too?\Of. Course.\The new male pilot stirs everything up as you try to control your shaking hearts!\Our hearts aren't shaking.\But Ao has a childhood friend who became the enemy pilot!\How is that in the story too?\I oversee the script. response:	You do that too?!
context: Ao? He became a fictional character, too?\Of. Course.\The new male pilot stirs everything up as you try to control your shaking hearts!\Our hearts aren't shaking.\But Ao has a childhood friend who became the enemy pilot!\How is that in the story too?\I oversee the script.\You do that too?! response:	So, where's Ao?
context: Of. Course.\The new male pilot stirs everything up as you try to control your shaking hearts!\Our hearts aren't shaking.\But Ao has a childhood friend who became the enemy pilot!\How is that in the story too?\I oversee the script.\You do that too?!\So, where's Ao? response:	Say, Elena, you and Ao have been...
context: The new male pilot stirs everything up as you try to control your shaking hearts!\Our hearts aren't shaking.\But Ao has a childhood friend who became the enemy pilot!\How is that in the story too?\I oversee the script.\You do that too?!\So, where's Ao?\Say, Elena, you and Ao have been... response:	Yeah! Chloe said that they moved there to work at the plant!
context: Our hearts aren't shaking.\But Ao has a childhood friend who became the enemy pilot!\How is that in the story too?\I oversee the script.\You do that too?!\So, where's Ao?\Say, Elena, you and Ao have been...\Yeah! Chloe said that they moved there to work at the plant! response:	Chloe?
context: But Ao has a childhood friend who became the enemy pilot!\How is that in the story too?\I oversee the script.\You do that too?!\So, where's Ao?\Say, Elena, you and Ao have been...\Yeah! Chloe said that they moved there to work at the plant!\Chloe? response:	The sisters exist in Irish census records.
context: How is that in the story too?\I oversee the script.\You do that too?!\So, where's Ao?\Say, Elena, you and Ao have been...\Yeah! Chloe said that they moved there to work at the plant!\Chloe?\The sisters exist in Irish census records. response:	Girls with the name of Maggie Kwan have been found in Hong Kong and Singapore...
context: I oversee the script.\You do that too?!\So, where's Ao?\Say, Elena, you and Ao have been...\Yeah! Chloe said that they moved there to work at the plant!\Chloe?\The sisters exist in Irish census records.\Girls with the name of Maggie Kwan have been found in Hong Kong and Singapore... response:	Nirvash changed history in the sense that...
context: You do that too?!\So, where's Ao?\Say, Elena, you and Ao have been...\Yeah! Chloe said that they moved there to work at the plant!\Chloe?\The sisters exist in Irish census records.\Girls with the name of Maggie Kwan have been found in Hong Kong and Singapore...\Nirvash changed history in the sense that... response:	they never became IFO pilots in the first place!
context: So, where's Ao?\Say, Elena, you and Ao have been...\Yeah! Chloe said that they moved there to work at the plant!\Chloe?\The sisters exist in Irish census records.\Girls with the name of Maggie Kwan have been found in Hong Kong and Singapore...\Nirvash changed history in the sense that...\they never became IFO pilots in the first place! response:	That's Johansson's theory of another version of history, correct?
context: Say, Elena, you and Ao have been...\Yeah! Chloe said that they moved there to work at the plant!\Chloe?\The sisters exist in Irish census records.\Girls with the name of Maggie Kwan have been found in Hong Kong and Singapore...\Nirvash changed history in the sense that...\they never became IFO pilots in the first place!\That's Johansson's theory of another version of history, correct? response:	Interesting.
context: Yeah! Chloe said that they moved there to work at the plant!\Chloe?\The sisters exist in Irish census records.\Girls with the name of Maggie Kwan have been found in Hong Kong and Singapore...\Nirvash changed history in the sense that...\they never became IFO pilots in the first place!\That's Johansson's theory of another version of history, correct?\Interesting. response:	Georg, did you just switch personalities?
context: Chloe?\The sisters exist in Irish census records.\Girls with the name of Maggie Kwan have been found in Hong Kong and Singapore...\Nirvash changed history in the sense that...\they never became IFO pilots in the first place!\That's Johansson's theory of another version of history, correct?\Interesting.\Georg, did you just switch personalities? response:	Another history? A choice of worlds?
context: The sisters exist in Irish census records.\Girls with the name of Maggie Kwan have been found in Hong Kong and Singapore...\Nirvash changed history in the sense that...\they never became IFO pilots in the first place!\That's Johansson's theory of another version of history, correct?\Interesting.\Georg, did you just switch personalities?\Another history? A choice of worlds? response:	Why did you want to take a day off so suddenly?
context: Girls with the name of Maggie Kwan have been found in Hong Kong and Singapore...\Nirvash changed history in the sense that...\they never became IFO pilots in the first place!\That's Johansson's theory of another version of history, correct?\Interesting.\Georg, did you just switch personalities?\Another history? A choice of worlds?\Why did you want to take a day off so suddenly? response:	Just half a day will do! Please!
context: Nirvash changed history in the sense that...\they never became IFO pilots in the first place!\That's Johansson's theory of another version of history, correct?\Interesting.\Georg, did you just switch personalities?\Another history? A choice of worlds?\Why did you want to take a day off so suddenly?\Just half a day will do! Please! response:	Then we'll tag along as bodyguards.
context: they never became IFO pilots in the first place!\That's Johansson's theory of another version of history, correct?\Interesting.\Georg, did you just switch personalities?\Another history? A choice of worlds?\Why did you want to take a day off so suddenly?\Just half a day will do! Please!\Then we'll tag along as bodyguards. response:	Hurray, vacation.
context: That's Johansson's theory of another version of history, correct?\Interesting.\Georg, did you just switch personalities?\Another history? A choice of worlds?\Why did you want to take a day off so suddenly?\Just half a day will do! Please!\Then we'll tag along as bodyguards.\Hurray, vacation. response:	Hang on a second.
context: Interesting.\Georg, did you just switch personalities?\Another history? A choice of worlds?\Why did you want to take a day off so suddenly?\Just half a day will do! Please!\Then we'll tag along as bodyguards.\Hurray, vacation.\Hang on a second. response:	I didn't know Ao had a penpal in Ireland.
context: Georg, did you just switch personalities?\Another history? A choice of worlds?\Why did you want to take a day off so suddenly?\Just half a day will do! Please!\Then we'll tag along as bodyguards.\Hurray, vacation.\Hang on a second.\I didn't know Ao had a penpal in Ireland. response:	Arrived at destination.
context: Another history? A choice of worlds?\Why did you want to take a day off so suddenly?\Just half a day will do! Please!\Then we'll tag along as bodyguards.\Hurray, vacation.\Hang on a second.\I didn't know Ao had a penpal in Ireland.\Arrived at destination. response:	The McCaffrey bakery.
context: Why did you want to take a day off so suddenly?\Just half a day will do! Please!\Then we'll tag along as bodyguards.\Hurray, vacation.\Hang on a second.\I didn't know Ao had a penpal in Ireland.\Arrived at destination.\The McCaffrey bakery. response:	If Chloe and Maeve chose a life where they don't pilot IFOs,
context: Just half a day will do! Please!\Then we'll tag along as bodyguards.\Hurray, vacation.\Hang on a second.\I didn't know Ao had a penpal in Ireland.\Arrived at destination.\The McCaffrey bakery.\If Chloe and Maeve chose a life where they don't pilot IFOs, response:	they'd be living happily without knowing about me...
context: Then we'll tag along as bodyguards.\Hurray, vacation.\Hang on a second.\I didn't know Ao had a penpal in Ireland.\Arrived at destination.\The McCaffrey bakery.\If Chloe and Maeve chose a life where they don't pilot IFOs,\they'd be living happily without knowing about me... response:	That's an irrational conclusion.
context: Hurray, vacation.\Hang on a second.\I didn't know Ao had a penpal in Ireland.\Arrived at destination.\The McCaffrey bakery.\If Chloe and Maeve chose a life where they don't pilot IFOs,\they'd be living happily without knowing about me...\That's an irrational conclusion. response:	You cannot be certain that they're living happily because they aren't piloting IFOs.
context: Hang on a second.\I didn't know Ao had a penpal in Ireland.\Arrived at destination.\The McCaffrey bakery.\If Chloe and Maeve chose a life where they don't pilot IFOs,\they'd be living happily without knowing about me...\That's an irrational conclusion.\You cannot be certain that they're living happily because they aren't piloting IFOs. response:	Girls, if you're done with your homework, then help me out.
context: I didn't know Ao had a penpal in Ireland.\Arrived at destination.\The McCaffrey bakery.\If Chloe and Maeve chose a life where they don't pilot IFOs,\they'd be living happily without knowing about me...\That's an irrational conclusion.\You cannot be certain that they're living happily because they aren't piloting IFOs.\Girls, if you're done with your homework, then help me out. response:	Come here!
context: Arrived at destination.\The McCaffrey bakery.\If Chloe and Maeve chose a life where they don't pilot IFOs,\they'd be living happily without knowing about me...\That's an irrational conclusion.\You cannot be certain that they're living happily because they aren't piloting IFOs.\Girls, if you're done with your homework, then help me out.\Come here! response:	Yes!
context: The McCaffrey bakery.\If Chloe and Maeve chose a life where they don't pilot IFOs,\they'd be living happily without knowing about me...\That's an irrational conclusion.\You cannot be certain that they're living happily because they aren't piloting IFOs.\Girls, if you're done with your homework, then help me out.\Come here!\Yes! response:	Ao, what's wrong?
context: If Chloe and Maeve chose a life where they don't pilot IFOs,\they'd be living happily without knowing about me...\That's an irrational conclusion.\You cannot be certain that they're living happily because they aren't piloting IFOs.\Girls, if you're done with your homework, then help me out.\Come here!\Yes!\Ao, what's wrong? response:	Didn't you want to find out the consequences of your actions?
context: they'd be living happily without knowing about me...\That's an irrational conclusion.\You cannot be certain that they're living happily because they aren't piloting IFOs.\Girls, if you're done with your homework, then help me out.\Come here!\Yes!\Ao, what's wrong?\Didn't you want to find out the consequences of your actions? response:	Whether or not you've brought fortune upon them?
context: That's an irrational conclusion.\You cannot be certain that they're living happily because they aren't piloting IFOs.\Girls, if you're done with your homework, then help me out.\Come here!\Yes!\Ao, what's wrong?\Didn't you want to find out the consequences of your actions?\Whether or not you've brought fortune upon them? response:	Ao.
context: You cannot be certain that they're living happily because they aren't piloting IFOs.\Girls, if you're done with your homework, then help me out.\Come here!\Yes!\Ao, what's wrong?\Didn't you want to find out the consequences of your actions?\Whether or not you've brought fortune upon them?\Ao. response:	I'm the only one who understands you.
context: Girls, if you're done with your homework, then help me out.\Come here!\Yes!\Ao, what's wrong?\Didn't you want to find out the consequences of your actions?\Whether or not you've brought fortune upon them?\Ao.\I'm the only one who understands you. response:	Our country has not requested action from Generation Bleu.
context: Come here!\Yes!\Ao, what's wrong?\Didn't you want to find out the consequences of your actions?\Whether or not you've brought fortune upon them?\Ao.\I'm the only one who understands you.\Our country has not requested action from Generation Bleu. response:	We do not permit your presence on our waters.
context: Yes!\Ao, what's wrong?\Didn't you want to find out the consequences of your actions?\Whether or not you've brought fortune upon them?\Ao.\I'm the only one who understands you.\Our country has not requested action from Generation Bleu.\We do not permit your presence on our waters. response:	This Scub Coral was on the seabed and no country claimed ownership of it!
context: Ao, what's wrong?\Didn't you want to find out the consequences of your actions?\Whether or not you've brought fortune upon them?\Ao.\I'm the only one who understands you.\Our country has not requested action from Generation Bleu.\We do not permit your presence on our waters.\This Scub Coral was on the seabed and no country claimed ownership of it! response:	Due to its reactivation, trapar extraction has become possible,
context: Didn't you want to find out the consequences of your actions?\Whether or not you've brought fortune upon them?\Ao.\I'm the only one who understands you.\Our country has not requested action from Generation Bleu.\We do not permit your presence on our waters.\This Scub Coral was on the seabed and no country claimed ownership of it!\Due to its reactivation, trapar extraction has become possible, response:	so we are claiming the ownership of it.
context: Whether or not you've brought fortune upon them?\Ao.\I'm the only one who understands you.\Our country has not requested action from Generation Bleu.\We do not permit your presence on our waters.\This Scub Coral was on the seabed and no country claimed ownership of it!\Due to its reactivation, trapar extraction has become possible,\so we are claiming the ownership of it. response:	You'd have to negotiate with your neighboring countries before you can say that.
context: Ao.\I'm the only one who understands you.\Our country has not requested action from Generation Bleu.\We do not permit your presence on our waters.\This Scub Coral was on the seabed and no country claimed ownership of it!\Due to its reactivation, trapar extraction has become possible,\so we are claiming the ownership of it.\You'd have to negotiate with your neighboring countries before you can say that. response:	Besides, we won't know when a burst will happen since it's reactivated.
context: I'm the only one who understands you.\Our country has not requested action from Generation Bleu.\We do not permit your presence on our waters.\This Scub Coral was on the seabed and no country claimed ownership of it!\Due to its reactivation, trapar extraction has become possible,\so we are claiming the ownership of it.\You'd have to negotiate with your neighboring countries before you can say that.\Besides, we won't know when a burst will happen since it's reactivated. response:	Are you planning to take that Quartz material again? Or should I say steal?
context: Our country has not requested action from Generation Bleu.\We do not permit your presence on our waters.\This Scub Coral was on the seabed and no country claimed ownership of it!\Due to its reactivation, trapar extraction has become possible,\so we are claiming the ownership of it.\You'd have to negotiate with your neighboring countries before you can say that.\Besides, we won't know when a burst will happen since it's reactivated.\Are you planning to take that Quartz material again? Or should I say steal? response:	Generation Bleu has been misleading the world!
context: We do not permit your presence on our waters.\This Scub Coral was on the seabed and no country claimed ownership of it!\Due to its reactivation, trapar extraction has become possible,\so we are claiming the ownership of it.\You'd have to negotiate with your neighboring countries before you can say that.\Besides, we won't know when a burst will happen since it's reactivated.\Are you planning to take that Quartz material again? Or should I say steal?\Generation Bleu has been misleading the world! response:	What are you going to do if a Secret appears?
context: This Scub Coral was on the seabed and no country claimed ownership of it!\Due to its reactivation, trapar extraction has become possible,\so we are claiming the ownership of it.\You'd have to negotiate with your neighboring countries before you can say that.\Besides, we won't know when a burst will happen since it's reactivated.\Are you planning to take that Quartz material again? Or should I say steal?\Generation Bleu has been misleading the world!\What are you going to do if a Secret appears? response:	There are scientists who claim that Secrets are gone for good.
context: Due to its reactivation, trapar extraction has become possible,\so we are claiming the ownership of it.\You'd have to negotiate with your neighboring countries before you can say that.\Besides, we won't know when a burst will happen since it's reactivated.\Are you planning to take that Quartz material again? Or should I say steal?\Generation Bleu has been misleading the world!\What are you going to do if a Secret appears?\There are scientists who claim that Secrets are gone for good. response:	Scientists, huh?
context: so we are claiming the ownership of it.\You'd have to negotiate with your neighboring countries before you can say that.\Besides, we won't know when a burst will happen since it's reactivated.\Are you planning to take that Quartz material again? Or should I say steal?\Generation Bleu has been misleading the world!\What are you going to do if a Secret appears?\There are scientists who claim that Secrets are gone for good.\Scientists, huh? response:	Whoa.
context: You'd have to negotiate with your neighboring countries before you can say that.\Besides, we won't know when a burst will happen since it's reactivated.\Are you planning to take that Quartz material again? Or should I say steal?\Generation Bleu has been misleading the world!\What are you going to do if a Secret appears?\There are scientists who claim that Secrets are gone for good.\Scientists, huh?\Whoa. response:	Withdraw for now.
context: Besides, we won't know when a burst will happen since it's reactivated.\Are you planning to take that Quartz material again? Or should I say steal?\Generation Bleu has been misleading the world!\What are you going to do if a Secret appears?\There are scientists who claim that Secrets are gone for good.\Scientists, huh?\Whoa.\Withdraw for now. response:	The UN warned us about the Quartz.
context: Are you planning to take that Quartz material again? Or should I say steal?\Generation Bleu has been misleading the world!\What are you going to do if a Secret appears?\There are scientists who claim that Secrets are gone for good.\Scientists, huh?\Whoa.\Withdraw for now.\The UN warned us about the Quartz. response:	Our courses of action are limited.
context: Generation Bleu has been misleading the world!\What are you going to do if a Secret appears?\There are scientists who claim that Secrets are gone for good.\Scientists, huh?\Whoa.\Withdraw for now.\The UN warned us about the Quartz.\Our courses of action are limited. response:	But reactivated Scub are all over the world!
context: What are you going to do if a Secret appears?\There are scientists who claim that Secrets are gone for good.\Scientists, huh?\Whoa.\Withdraw for now.\The UN warned us about the Quartz.\Our courses of action are limited.\But reactivated Scub are all over the world! response:	Are we being attacked?!
context: There are scientists who claim that Secrets are gone for good.\Scientists, huh?\Whoa.\Withdraw for now.\The UN warned us about the Quartz.\Our courses of action are limited.\But reactivated Scub are all over the world!\Are we being attacked?! response:	The Quartz Gun has gone berserk.
context: Scientists, huh?\Whoa.\Withdraw for now.\The UN warned us about the Quartz.\Our courses of action are limited.\But reactivated Scub are all over the world!\Are we being attacked?!\The Quartz Gun has gone berserk. response:	What?!
context: Whoa.\Withdraw for now.\The UN warned us about the Quartz.\Our courses of action are limited.\But reactivated Scub are all over the world!\Are we being attacked?!\The Quartz Gun has gone berserk.\What?! response:	If you don't release it, the ship's frame won't hold.
context: Withdraw for now.\The UN warned us about the Quartz.\Our courses of action are limited.\But reactivated Scub are all over the world!\Are we being attacked?!\The Quartz Gun has gone berserk.\What?!\If you don't release it, the ship's frame won't hold. response:	But why? Now it looks like we're the bad guys!
context: The UN warned us about the Quartz.\Our courses of action are limited.\But reactivated Scub are all over the world!\Are we being attacked?!\The Quartz Gun has gone berserk.\What?!\If you don't release it, the ship's frame won't hold.\But why? Now it looks like we're the bad guys! response:	Fleur!
context: Our courses of action are limited.\But reactivated Scub are all over the world!\Are we being attacked?!\The Quartz Gun has gone berserk.\What?!\If you don't release it, the ship's frame won't hold.\But why? Now it looks like we're the bad guys!\Fleur! response:	Ao, use of the Quartz Gun isn't permitted!
context: But reactivated Scub are all over the world!\Are we being attacked?!\The Quartz Gun has gone berserk.\What?!\If you don't release it, the ship's frame won't hold.\But why? Now it looks like we're the bad guys!\Fleur!\Ao, use of the Quartz Gun isn't permitted! response:	You saw it, didn't you?! It moved on its own!
context: Are we being attacked?!\The Quartz Gun has gone berserk.\What?!\If you don't release it, the ship's frame won't hold.\But why? Now it looks like we're the bad guys!\Fleur!\Ao, use of the Quartz Gun isn't permitted!\You saw it, didn't you?! It moved on its own! response:	What the hell's going on?!
context: The Quartz Gun has gone berserk.\What?!\If you don't release it, the ship's frame won't hold.\But why? Now it looks like we're the bad guys!\Fleur!\Ao, use of the Quartz Gun isn't permitted!\You saw it, didn't you?! It moved on its own!\What the hell's going on?! response:	Are you ignoring our warning?!
context: What?!\If you don't release it, the ship's frame won't hold.\But why? Now it looks like we're the bad guys!\Fleur!\Ao, use of the Quartz Gun isn't permitted!\You saw it, didn't you?! It moved on its own!\What the hell's going on?!\Are you ignoring our warning?! response:	It swallowed the Quartz!
