context: Seriously, I was about to lose it. response:	Who would ruin a school trip like that?
context: Uh, so, do you want to come to the cram\No.\Off-leash dogs are causing problems.\Please keep your dog on a leash.\Here we go!\Go!\Sorry, Sensei.\Well, it's exam season. response:	You're doing the best you can.
context: No.\Off-leash dogs are causing problems.\Please keep your dog on a leash.\Here we go!\Go!\Sorry, Sensei.\Well, it's exam season.\You're doing the best you can. response:	Here we go!
context: Off-leash dogs are causing problems.\Please keep your dog on a leash.\Here we go!\Go!\Sorry, Sensei.\Well, it's exam season.\You're doing the best you can.\Here we go! response:	Go!
context: Please keep your dog on a leash.\Here we go!\Go!\Sorry, Sensei.\Well, it's exam season.\You're doing the best you can.\Here we go!\Go! response:	Mizuno.
context: Here we go!\Go!\Sorry, Sensei.\Well, it's exam season.\You're doing the best you can.\Here we go!\Go!\Mizuno. response:	Your time was pretty bad.
context: Go!\Sorry, Sensei.\Well, it's exam season.\You're doing the best you can.\Here we go!\Go!\Mizuno.\Your time was pretty bad. response:	Sorry.
context: Sorry, Sensei.\Well, it's exam season.\You're doing the best you can.\Here we go!\Go!\Mizuno.\Your time was pretty bad.\Sorry. response:	I'm not doing too well.
context: Well, it's exam season.\You're doing the best you can.\Here we go!\Go!\Mizuno.\Your time was pretty bad.\Sorry.\I'm not doing too well. response:	Is something wrong?
context: You're doing the best you can.\Here we go!\Go!\Mizuno.\Your time was pretty bad.\Sorry.\I'm not doing too well.\Is something wrong? response:	Want to talk on our way home?
context: Here we go!\Go!\Mizuno.\Your time was pretty bad.\Sorry.\I'm not doing too well.\Is something wrong?\Want to talk on our way home? response:	All right, let's get back to practice.
context: Go!\Mizuno.\Your time was pretty bad.\Sorry.\I'm not doing too well.\Is something wrong?\Want to talk on our way home?\All right, let's get back to practice. response:	Okay.
context: Mizuno.\Your time was pretty bad.\Sorry.\I'm not doing too well.\Is something wrong?\Want to talk on our way home?\All right, let's get back to practice.\Okay. response:	Is something going on?
context: Your time was pretty bad.\Sorry.\I'm not doing too well.\Is something wrong?\Want to talk on our way home?\All right, let's get back to practice.\Okay.\Is something going on? response:	Well, all right.
context: Sorry.\I'm not doing too well.\Is something wrong?\Want to talk on our way home?\All right, let's get back to practice.\Okay.\Is something going on?\Well, all right. response:	Hang in there.
context: I'm not doing too well.\Is something wrong?\Want to talk on our way home?\All right, let's get back to practice.\Okay.\Is something going on?\Well, all right.\Hang in there. response:	We don't have much longer...
context: Is something wrong?\Want to talk on our way home?\All right, let's get back to practice.\Okay.\Is something going on?\Well, all right.\Hang in there.\We don't have much longer... response:	to run together.
context: Want to talk on our way home?\All right, let's get back to practice.\Okay.\Is something going on?\Well, all right.\Hang in there.\We don't have much longer...\to run together. response:	Later.
context: All right, let's get back to practice.\Okay.\Is something going on?\Well, all right.\Hang in there.\We don't have much longer...\to run together.\Later. response:	Kokoro is a novel by Natsume Souseki.
context: Okay.\Is something going on?\Well, all right.\Hang in there.\We don't have much longer...\to run together.\Later.\Kokoro is a novel by Natsume Souseki. response:	Put simply, it's a story about a love triangle during the Meiji era.
context: Is something going on?\Well, all right.\Hang in there.\We don't have much longer...\to run together.\Later.\Kokoro is a novel by Natsume Souseki.\Put simply, it's a story about a love triangle during the Meiji era. response:	Does that grab your interest, at least a little?
context: Well, all right.\Hang in there.\We don't have much longer...\to run together.\Later.\Kokoro is a novel by Natsume Souseki.\Put simply, it's a story about a love triangle during the Meiji era.\Does that grab your interest, at least a little? response:	Not many people from Daisan Middle, huh?
context: Hang in there.\We don't have much longer...\to run together.\Later.\Kokoro is a novel by Natsume Souseki.\Put simply, it's a story about a love triangle during the Meiji era.\Does that grab your interest, at least a little?\Not many people from Daisan Middle, huh? response:	Yeah.
context: We don't have much longer...\to run together.\Later.\Kokoro is a novel by Natsume Souseki.\Put simply, it's a story about a love triangle during the Meiji era.\Does that grab your interest, at least a little?\Not many people from Daisan Middle, huh?\Yeah. response:	Might be easier not knowing too many people there.
context: to run together.\Later.\Kokoro is a novel by Natsume Souseki.\Put simply, it's a story about a love triangle during the Meiji era.\Does that grab your interest, at least a little?\Not many people from Daisan Middle, huh?\Yeah.\Might be easier not knowing too many people there. response:	That's true.
context: Later.\Kokoro is a novel by Natsume Souseki.\Put simply, it's a story about a love triangle during the Meiji era.\Does that grab your interest, at least a little?\Not many people from Daisan Middle, huh?\Yeah.\Might be easier not knowing too many people there.\That's true. response:	I'm going to go to that cram school.
context: Kokoro is a novel by Natsume Souseki.\Put simply, it's a story about a love triangle during the Meiji era.\Does that grab your interest, at least a little?\Not many people from Daisan Middle, huh?\Yeah.\Might be easier not knowing too many people there.\That's true.\I'm going to go to that cram school. response:	Yeah?
context: Put simply, it's a story about a love triangle during the Meiji era.\Does that grab your interest, at least a little?\Not many people from Daisan Middle, huh?\Yeah.\Might be easier not knowing too many people there.\That's true.\I'm going to go to that cram school.\Yeah? response:	Tell me your LINE ID?
context: Does that grab your interest, at least a little?\Not many people from Daisan Middle, huh?\Yeah.\Might be easier not knowing too many people there.\That's true.\I'm going to go to that cram school.\Yeah?\Tell me your LINE ID? response:	Okay.
context: Not many people from Daisan Middle, huh?\Yeah.\Might be easier not knowing too many people there.\That's true.\I'm going to go to that cram school.\Yeah?\Tell me your LINE ID?\Okay. response:	Whoops...
context: Yeah.\Might be easier not knowing too many people there.\That's true.\I'm going to go to that cram school.\Yeah?\Tell me your LINE ID?\Okay.\Whoops... response:	Sorry.
context: Might be easier not knowing too many people there.\That's true.\I'm going to go to that cram school.\Yeah?\Tell me your LINE ID?\Okay.\Whoops...\Sorry. response:	Are you okay?
context: That's true.\I'm going to go to that cram school.\Yeah?\Tell me your LINE ID?\Okay.\Whoops...\Sorry.\Are you okay? response:	I'm fine.
context: I'm going to go to that cram school.\Yeah?\Tell me your LINE ID?\Okay.\Whoops...\Sorry.\Are you okay?\I'm fine. response:	Man, I'm stuffed.
context: Yeah?\Tell me your LINE ID?\Okay.\Whoops...\Sorry.\Are you okay?\I'm fine.\Man, I'm stuffed. response:	I'm thinking of breaking up with him.
context: Tell me your LINE ID?\Okay.\Whoops...\Sorry.\Are you okay?\I'm fine.\Man, I'm stuffed.\I'm thinking of breaking up with him. response:	What?! It's happening?
context: Okay.\Whoops...\Sorry.\Are you okay?\I'm fine.\Man, I'm stuffed.\I'm thinking of breaking up with him.\What?! It's happening? response:	Why?
context: Whoops...\Sorry.\Are you okay?\I'm fine.\Man, I'm stuffed.\I'm thinking of breaking up with him.\What?! It's happening?\Why? response:	I mean, I'm not even enjoying dating him.
context: Sorry.\Are you okay?\I'm fine.\Man, I'm stuffed.\I'm thinking of breaking up with him.\What?! It's happening?\Why?\I mean, I'm not even enjoying dating him. response:	I guess things don't really work out how you expect.
context: Are you okay?\I'm fine.\Man, I'm stuffed.\I'm thinking of breaking up with him.\What?! It's happening?\Why?\I mean, I'm not even enjoying dating him.\I guess things don't really work out how you expect. response:	Like, as a girl, I want to talk lots and date lots and cuddle and stuff.
context: I'm fine.\Man, I'm stuffed.\I'm thinking of breaking up with him.\What?! It's happening?\Why?\I mean, I'm not even enjoying dating him.\I guess things don't really work out how you expect.\Like, as a girl, I want to talk lots and date lots and cuddle and stuff. response:	I know.
context: Man, I'm stuffed.\I'm thinking of breaking up with him.\What?! It's happening?\Why?\I mean, I'm not even enjoying dating him.\I guess things don't really work out how you expect.\Like, as a girl, I want to talk lots and date lots and cuddle and stuff.\I know. response:	He doesn't do any of that.
context: I'm thinking of breaking up with him.\What?! It's happening?\Why?\I mean, I'm not even enjoying dating him.\I guess things don't really work out how you expect.\Like, as a girl, I want to talk lots and date lots and cuddle and stuff.\I know.\He doesn't do any of that. response:	Straight to the hotel?
context: What?! It's happening?\Why?\I mean, I'm not even enjoying dating him.\I guess things don't really work out how you expect.\Like, as a girl, I want to talk lots and date lots and cuddle and stuff.\I know.\He doesn't do any of that.\Straight to the hotel? response:	What is he, a monkey?
context: Why?\I mean, I'm not even enjoying dating him.\I guess things don't really work out how you expect.\Like, as a girl, I want to talk lots and date lots and cuddle and stuff.\I know.\He doesn't do any of that.\Straight to the hotel?\What is he, a monkey? response:	Dating is tough, huh?
context: I mean, I'm not even enjoying dating him.\I guess things don't really work out how you expect.\Like, as a girl, I want to talk lots and date lots and cuddle and stuff.\I know.\He doesn't do any of that.\Straight to the hotel?\What is he, a monkey?\Dating is tough, huh? response:	It is.
context: I guess things don't really work out how you expect.\Like, as a girl, I want to talk lots and date lots and cuddle and stuff.\I know.\He doesn't do any of that.\Straight to the hotel?\What is he, a monkey?\Dating is tough, huh?\It is. response:	Is it tough for you, too, Akane?
context: Like, as a girl, I want to talk lots and date lots and cuddle and stuff.\I know.\He doesn't do any of that.\Straight to the hotel?\What is he, a monkey?\Dating is tough, huh?\It is.\Is it tough for you, too, Akane? response:	Wh-Why?
context: I know.\He doesn't do any of that.\Straight to the hotel?\What is he, a monkey?\Dating is tough, huh?\It is.\Is it tough for you, too, Akane?\Wh-Why? response:	No reason.
context: He doesn't do any of that.\Straight to the hotel?\What is he, a monkey?\Dating is tough, huh?\It is.\Is it tough for you, too, Akane?\Wh-Why?\No reason. response:	I think it's over.
context: Straight to the hotel?\What is he, a monkey?\Dating is tough, huh?\It is.\Is it tough for you, too, Akane?\Wh-Why?\No reason.\I think it's over. response:	I found a painful pressure point!
context: What is he, a monkey?\Dating is tough, huh?\It is.\Is it tough for you, too, Akane?\Wh-Why?\No reason.\I think it's over.\I found a painful pressure point! response:	Ow!
context: Dating is tough, huh?\It is.\Is it tough for you, too, Akane?\Wh-Why?\No reason.\I think it's over.\I found a painful pressure point!\Ow! response:	No, I can handle it.
context: It is.\Is it tough for you, too, Akane?\Wh-Why?\No reason.\I think it's over.\I found a painful pressure point!\Ow!\No, I can handle it. response:	Seriously, he's unbelievable.
context: Is it tough for you, too, Akane?\Wh-Why?\No reason.\I think it's over.\I found a painful pressure point!\Ow!\No, I can handle it.\Seriously, he's unbelievable. response:	Hey, Mizuno-senpai.
context: Wh-Why?\No reason.\I think it's over.\I found a painful pressure point!\Ow!\No, I can handle it.\Seriously, he's unbelievable.\Hey, Mizuno-senpai. response:	Are you dating Hira-senpai?
context: No reason.\I think it's over.\I found a painful pressure point!\Ow!\No, I can handle it.\Seriously, he's unbelievable.\Hey, Mizuno-senpai.\Are you dating Hira-senpai? response:	Huh?
context: I think it's over.\I found a painful pressure point!\Ow!\No, I can handle it.\Seriously, he's unbelievable.\Hey, Mizuno-senpai.\Are you dating Hira-senpai?\Huh? response:	Someone saw you walking home with him.
context: I found a painful pressure point!\Ow!\No, I can handle it.\Seriously, he's unbelievable.\Hey, Mizuno-senpai.\Are you dating Hira-senpai?\Huh?\Someone saw you walking home with him. response:	Not at all.
context: Ow!\No, I can handle it.\Seriously, he's unbelievable.\Hey, Mizuno-senpai.\Are you dating Hira-senpai?\Huh?\Someone saw you walking home with him.\Not at all. response:	Oh, okay!
context: No, I can handle it.\Seriously, he's unbelievable.\Hey, Mizuno-senpai.\Are you dating Hira-senpai?\Huh?\Someone saw you walking home with him.\Not at all.\Oh, okay! response:	Thank goodness.
context: Seriously, he's unbelievable.\Hey, Mizuno-senpai.\Are you dating Hira-senpai?\Huh?\Someone saw you walking home with him.\Not at all.\Oh, okay!\Thank goodness. response:	Thanks for your time.
context: Hey, Mizuno-senpai.\Are you dating Hira-senpai?\Huh?\Someone saw you walking home with him.\Not at all.\Oh, okay!\Thank goodness.\Thanks for your time. response:	So they aren't dating.
context: Are you dating Hira-senpai?\Huh?\Someone saw you walking home with him.\Not at all.\Oh, okay!\Thank goodness.\Thanks for your time.\So they aren't dating. response:	Told you so.
context: Huh?\Someone saw you walking home with him.\Not at all.\Oh, okay!\Thank goodness.\Thanks for your time.\So they aren't dating.\Told you so. response:	I just can't...
context: Someone saw you walking home with him.\Not at all.\Oh, okay!\Thank goodness.\Thanks for your time.\So they aren't dating.\Told you so.\I just can't... response:	What is it?
context: Not at all.\Oh, okay!\Thank goodness.\Thanks for your time.\So they aren't dating.\Told you so.\I just can't...\What is it? response:	It's nothing.
context: Oh, okay!\Thank goodness.\Thanks for your time.\So they aren't dating.\Told you so.\I just can't...\What is it?\It's nothing. response:	Are you stuck on your novel?
context: Thank goodness.\Thanks for your time.\So they aren't dating.\Told you so.\I just can't...\What is it?\It's nothing.\Are you stuck on your novel? response:	Were you asking about relationships for story ideas?
context: Thanks for your time.\So they aren't dating.\Told you so.\I just can't...\What is it?\It's nothing.\Are you stuck on your novel?\Were you asking about relationships for story ideas? response:	So what happened after that?
context: So they aren't dating.\Told you so.\I just can't...\What is it?\It's nothing.\Are you stuck on your novel?\Were you asking about relationships for story ideas?\So what happened after that? response:	It's not working too well.
context: Told you so.\I just can't...\What is it?\It's nothing.\Are you stuck on your novel?\Were you asking about relationships for story ideas?\So what happened after that?\It's not working too well. response:	We can't find a place to meet.
context: I just can't...\What is it?\It's nothing.\Are you stuck on your novel?\Were you asking about relationships for story ideas?\So what happened after that?\It's not working too well.\We can't find a place to meet. response:	Are you keeping it a secret?
context: What is it?\It's nothing.\Are you stuck on your novel?\Were you asking about relationships for story ideas?\So what happened after that?\It's not working too well.\We can't find a place to meet.\Are you keeping it a secret? response:	Yeah.
context: It's nothing.\Are you stuck on your novel?\Were you asking about relationships for story ideas?\So what happened after that?\It's not working too well.\We can't find a place to meet.\Are you keeping it a secret?\Yeah. response:	I see.
context: Are you stuck on your novel?\Were you asking about relationships for story ideas?\So what happened after that?\It's not working too well.\We can't find a place to meet.\Are you keeping it a secret?\Yeah.\I see. response:	You can't go on dates when you don't have money, either.
context: Were you asking about relationships for story ideas?\So what happened after that?\It's not working too well.\We can't find a place to meet.\Are you keeping it a secret?\Yeah.\I see.\You can't go on dates when you don't have money, either. response:	Of course it's hard, huh?
context: So what happened after that?\It's not working too well.\We can't find a place to meet.\Are you keeping it a secret?\Yeah.\I see.\You can't go on dates when you don't have money, either.\Of course it's hard, huh? response:	Hey, Kotarou...
context: It's not working too well.\We can't find a place to meet.\Are you keeping it a secret?\Yeah.\I see.\You can't go on dates when you don't have money, either.\Of course it's hard, huh?\Hey, Kotarou... response:	Thank goodness.
context: We can't find a place to meet.\Are you keeping it a secret?\Yeah.\I see.\You can't go on dates when you don't have money, either.\Of course it's hard, huh?\Hey, Kotarou...\Thank goodness. response:	Did you find the place okay?
context: Are you keeping it a secret?\Yeah.\I see.\You can't go on dates when you don't have money, either.\Of course it's hard, huh?\Hey, Kotarou...\Thank goodness.\Did you find the place okay? response:	I used Maps.
context: Yeah.\I see.\You can't go on dates when you don't have money, either.\Of course it's hard, huh?\Hey, Kotarou...\Thank goodness.\Did you find the place okay?\I used Maps. response:	Where are we?
context: I see.\You can't go on dates when you don't have money, either.\Of course it's hard, huh?\Hey, Kotarou...\Thank goodness.\Did you find the place okay?\I used Maps.\Where are we? response:	My friend's shop.
context: You can't go on dates when you don't have money, either.\Of course it's hard, huh?\Hey, Kotarou...\Thank goodness.\Did you find the place okay?\I used Maps.\Where are we?\My friend's shop. response:	Uh...
context: Of course it's hard, huh?\Hey, Kotarou...\Thank goodness.\Did you find the place okay?\I used Maps.\Where are we?\My friend's shop.\Uh... response:	Yeah?
context: Hey, Kotarou...\Thank goodness.\Did you find the place okay?\I used Maps.\Where are we?\My friend's shop.\Uh...\Yeah? response:	I wanted to talk to you alone.
context: Thank goodness.\Did you find the place okay?\I used Maps.\Where are we?\My friend's shop.\Uh...\Yeah?\I wanted to talk to you alone. response:	We don't get to at school.
context: Did you find the place okay?\I used Maps.\Where are we?\My friend's shop.\Uh...\Yeah?\I wanted to talk to you alone.\We don't get to at school. response:	Yeah.
context: I used Maps.\Where are we?\My friend's shop.\Uh...\Yeah?\I wanted to talk to you alone.\We don't get to at school.\Yeah. response:	We're finally going out, so...
context: Where are we?\My friend's shop.\Uh...\Yeah?\I wanted to talk to you alone.\We don't get to at school.\Yeah.\We're finally going out, so... response:	Yeah.
context: My friend's shop.\Uh...\Yeah?\I wanted to talk to you alone.\We don't get to at school.\Yeah.\We're finally going out, so...\Yeah. response:	No one comes here.
context: Uh...\Yeah?\I wanted to talk to you alone.\We don't get to at school.\Yeah.\We're finally going out, so...\Yeah.\No one comes here. response:	Oh, really?
context: Yeah?\I wanted to talk to you alone.\We don't get to at school.\Yeah.\We're finally going out, so...\Yeah.\No one comes here.\Oh, really? response:	He said he'll be back at seven.
context: I wanted to talk to you alone.\We don't get to at school.\Yeah.\We're finally going out, so...\Yeah.\No one comes here.\Oh, really?\He said he'll be back at seven. response:	You know...
context: We don't get to at school.\Yeah.\We're finally going out, so...\Yeah.\No one comes here.\Oh, really?\He said he'll be back at seven.\You know... response:	Yeah?
context: Yeah.\We're finally going out, so...\Yeah.\No one comes here.\Oh, really?\He said he'll be back at seven.\You know...\Yeah? response:	I can't really talk when I'm at school.
context: We're finally going out, so...\Yeah.\No one comes here.\Oh, really?\He said he'll be back at seven.\You know...\Yeah?\I can't really talk when I'm at school. response:	Me neither.
context: Yeah.\No one comes here.\Oh, really?\He said he'll be back at seven.\You know...\Yeah?\I can't really talk when I'm at school.\Me neither. response:	Sorry about the library.
context: No one comes here.\Oh, really?\He said he'll be back at seven.\You know...\Yeah?\I can't really talk when I'm at school.\Me neither.\Sorry about the library. response:	Y-Yeah.
context: Oh, really?\He said he'll be back at seven.\You know...\Yeah?\I can't really talk when I'm at school.\Me neither.\Sorry about the library.\Y-Yeah. response:	Is Chinatsu going to your cram school?
context: He said he'll be back at seven.\You know...\Yeah?\I can't really talk when I'm at school.\Me neither.\Sorry about the library.\Y-Yeah.\Is Chinatsu going to your cram school? response:	She said she's going to.
context: You know...\Yeah?\I can't really talk when I'm at school.\Me neither.\Sorry about the library.\Y-Yeah.\Is Chinatsu going to your cram school?\She said she's going to. response:	Oh.
context: Yeah?\I can't really talk when I'm at school.\Me neither.\Sorry about the library.\Y-Yeah.\Is Chinatsu going to your cram school?\She said she's going to.\Oh. response:	How did the exam go?
context: I can't really talk when I'm at school.\Me neither.\Sorry about the library.\Y-Yeah.\Is Chinatsu going to your cram school?\She said she's going to.\Oh.\How did the exam go? response:	Decent.
context: Me neither.\Sorry about the library.\Y-Yeah.\Is Chinatsu going to your cram school?\She said she's going to.\Oh.\How did the exam go?\Decent. response:	Lucky.
context: Sorry about the library.\Y-Yeah.\Is Chinatsu going to your cram school?\She said she's going to.\Oh.\How did the exam go?\Decent.\Lucky. response:	I did awful.
context: Y-Yeah.\Is Chinatsu going to your cram school?\She said she's going to.\Oh.\How did the exam go?\Decent.\Lucky.\I did awful. response:	Really?
context: Is Chinatsu going to your cram school?\She said she's going to.\Oh.\How did the exam go?\Decent.\Lucky.\I did awful.\Really? response:	I'm not studying.
context: She said she's going to.\Oh.\How did the exam go?\Decent.\Lucky.\I did awful.\Really?\I'm not studying. response:	Your novel?
context: Oh.\How did the exam go?\Decent.\Lucky.\I did awful.\Really?\I'm not studying.\Your novel? response:	Yeah.
context: How did the exam go?\Decent.\Lucky.\I did awful.\Really?\I'm not studying.\Your novel?\Yeah. response:	That's okay, then.
context: Decent.\Lucky.\I did awful.\Really?\I'm not studying.\Your novel?\Yeah.\That's okay, then. response:	I mean, I think it's okay.
context: Lucky.\I did awful.\Really?\I'm not studying.\Your novel?\Yeah.\That's okay, then.\I mean, I think it's okay. response:	Me too, actually.
context: I did awful.\Really?\I'm not studying.\Your novel?\Yeah.\That's okay, then.\I mean, I think it's okay.\Me too, actually. response:	The preliminary for the prefectural meet is coming up.
context: Really?\I'm not studying.\Your novel?\Yeah.\That's okay, then.\I mean, I think it's okay.\Me too, actually.\The preliminary for the prefectural meet is coming up. response:	Yeah?
context: I'm not studying.\Your novel?\Yeah.\That's okay, then.\I mean, I think it's okay.\Me too, actually.\The preliminary for the prefectural meet is coming up.\Yeah? response:	I can't improve my time at all.
context: Your novel?\Yeah.\That's okay, then.\I mean, I think it's okay.\Me too, actually.\The preliminary for the prefectural meet is coming up.\Yeah?\I can't improve my time at all. response:	Watching you run...
context: Yeah.\That's okay, then.\I mean, I think it's okay.\Me too, actually.\The preliminary for the prefectural meet is coming up.\Yeah?\I can't improve my time at all.\Watching you run... response:	is really...
context: That's okay, then.\I mean, I think it's okay.\Me too, actually.\The preliminary for the prefectural meet is coming up.\Yeah?\I can't improve my time at all.\Watching you run...\is really... response:	I guess I really...
context: I mean, I think it's okay.\Me too, actually.\The preliminary for the prefectural meet is coming up.\Yeah?\I can't improve my time at all.\Watching you run...\is really...\I guess I really... response:	like it.
context: Me too, actually.\The preliminary for the prefectural meet is coming up.\Yeah?\I can't improve my time at all.\Watching you run...\is really...\I guess I really...\like it. response:	Thanks.
context: The preliminary for the prefectural meet is coming up.\Yeah?\I can't improve my time at all.\Watching you run...\is really...\I guess I really...\like it.\Thanks. response:	I think I'll go watch.
context: Yeah?\I can't improve my time at all.\Watching you run...\is really...\I guess I really...\like it.\Thanks.\I think I'll go watch. response:	To cheer for you.
context: I can't improve my time at all.\Watching you run...\is really...\I guess I really...\like it.\Thanks.\I think I'll go watch.\To cheer for you. response:	I, u-uh...
context: Watching you run...\is really...\I guess I really...\like it.\Thanks.\I think I'll go watch.\To cheer for you.\I, u-uh... response:	If you don't want
context: is really...\I guess I really...\like it.\Thanks.\I think I'll go watch.\To cheer for you.\I, u-uh...\If you don't want response:	No.
context: I guess I really...\like it.\Thanks.\I think I'll go watch.\To cheer for you.\I, u-uh...\If you don't want\No. response:	It's not that I don't want you to.
context: like it.\Thanks.\I think I'll go watch.\To cheer for you.\I, u-uh...\If you don't want\No.\It's not that I don't want you to. response:	We have secrets.
context: Thanks.\I think I'll go watch.\To cheer for you.\I, u-uh...\If you don't want\No.\It's not that I don't want you to.\We have secrets. response:	Sorry.
context: I think I'll go watch.\To cheer for you.\I, u-uh...\If you don't want\No.\It's not that I don't want you to.\We have secrets.\Sorry. response:	Chinatsu
context: To cheer for you.\I, u-uh...\If you don't want\No.\It's not that I don't want you to.\We have secrets.\Sorry.\Chinatsu response:	Notice to Akane! I think I have a crush on Azumi-kun
context: I, u-uh...\If you don't want\No.\It's not that I don't want you to.\We have secrets.\Sorry.\Chinatsu\Notice to Akane! I think I have a crush on Azumi-kun response:	I think I have a crush on Azumi-kun
context: If you don't want\No.\It's not that I don't want you to.\We have secrets.\Sorry.\Chinatsu\Notice to Akane! I think I have a crush on Azumi-kun\I think I have a crush on Azumi-kun response:	Kokoro
context: No.\It's not that I don't want you to.\We have secrets.\Sorry.\Chinatsu\Notice to Akane! I think I have a crush on Azumi-kun\I think I have a crush on Azumi-kun\Kokoro response:	Story of a Man!! Ogasawara Daichi 1
context: It's not that I don't want you to.\We have secrets.\Sorry.\Chinatsu\Notice to Akane! I think I have a crush on Azumi-kun\I think I have a crush on Azumi-kun\Kokoro\Story of a Man!! Ogasawara Daichi 1 response:	You've gained weight, haven't you, Roman?
context: We have secrets.\Sorry.\Chinatsu\Notice to Akane! I think I have a crush on Azumi-kun\I think I have a crush on Azumi-kun\Kokoro\Story of a Man!! Ogasawara Daichi 1\You've gained weight, haven't you, Roman? response:	Can you tell?
context: Sorry.\Chinatsu\Notice to Akane! I think I have a crush on Azumi-kun\I think I have a crush on Azumi-kun\Kokoro\Story of a Man!! Ogasawara Daichi 1\You've gained weight, haven't you, Roman?\Can you tell? response:	About two kilos.
context: Chinatsu\Notice to Akane! I think I have a crush on Azumi-kun\I think I have a crush on Azumi-kun\Kokoro\Story of a Man!! Ogasawara Daichi 1\You've gained weight, haven't you, Roman?\Can you tell?\About two kilos. response:	Damn, spot on!
context: Notice to Akane! I think I have a crush on Azumi-kun\I think I have a crush on Azumi-kun\Kokoro\Story of a Man!! Ogasawara Daichi 1\You've gained weight, haven't you, Roman?\Can you tell?\About two kilos.\Damn, spot on! response:	I can usually guess a person's weight just by looking.
context: I think I have a crush on Azumi-kun\Kokoro\Story of a Man!! Ogasawara Daichi 1\You've gained weight, haven't you, Roman?\Can you tell?\About two kilos.\Damn, spot on!\I can usually guess a person's weight just by looking. response:	Ack!
context: Kokoro\Story of a Man!! Ogasawara Daichi 1\You've gained weight, haven't you, Roman?\Can you tell?\About two kilos.\Damn, spot on!\I can usually guess a person's weight just by looking.\Ack! response:	What kind of superpower is that?
context: Story of a Man!! Ogasawara Daichi 1\You've gained weight, haven't you, Roman?\Can you tell?\About two kilos.\Damn, spot on!\I can usually guess a person's weight just by looking.\Ack!\What kind of superpower is that? response:	Talk about unwanted.
context: You've gained weight, haven't you, Roman?\Can you tell?\About two kilos.\Damn, spot on!\I can usually guess a person's weight just by looking.\Ack!\What kind of superpower is that?\Talk about unwanted. response:	Miu and Inaba 1
context: Can you tell?\About two kilos.\Damn, spot on!\I can usually guess a person's weight just by looking.\Ack!\What kind of superpower is that?\Talk about unwanted.\Miu and Inaba 1 response:	Hey, hey. Which one's better?
context: About two kilos.\Damn, spot on!\I can usually guess a person's weight just by looking.\Ack!\What kind of superpower is that?\Talk about unwanted.\Miu and Inaba 1\Hey, hey. Which one's better? response:	Cheerleader Costumes
context: Damn, spot on!\I can usually guess a person's weight just by looking.\Ack!\What kind of superpower is that?\Talk about unwanted.\Miu and Inaba 1\Hey, hey. Which one's better?\Cheerleader Costumes response:	This one.
context: I can usually guess a person's weight just by looking.\Ack!\What kind of superpower is that?\Talk about unwanted.\Miu and Inaba 1\Hey, hey. Which one's better?\Cheerleader Costumes\This one. response:	I'll go with this one.
context: Ack!\What kind of superpower is that?\Talk about unwanted.\Miu and Inaba 1\Hey, hey. Which one's better?\Cheerleader Costumes\This one.\I'll go with this one. response:	Why'd you ask in the first place?
context: What kind of superpower is that?\Talk about unwanted.\Miu and Inaba 1\Hey, hey. Which one's better?\Cheerleader Costumes\This one.\I'll go with this one.\Why'd you ask in the first place? response:	Miu and Inaba 2
context: Talk about unwanted.\Miu and Inaba 1\Hey, hey. Which one's better?\Cheerleader Costumes\This one.\I'll go with this one.\Why'd you ask in the first place?\Miu and Inaba 2 response:	Hey, hey, which one's better?
context: Miu and Inaba 1\Hey, hey. Which one's better?\Cheerleader Costumes\This one.\I'll go with this one.\Why'd you ask in the first place?\Miu and Inaba 2\Hey, hey, which one's better? response:	Whichever one you like.
context: Hey, hey. Which one's better?\Cheerleader Costumes\This one.\I'll go with this one.\Why'd you ask in the first place?\Miu and Inaba 2\Hey, hey, which one's better?\Whichever one you like. response:	You're so useless.
context: Cheerleader Costumes\This one.\I'll go with this one.\Why'd you ask in the first place?\Miu and Inaba 2\Hey, hey, which one's better?\Whichever one you like.\You're so useless. response:	What am I supposed to do?!
context: This one.\I'll go with this one.\Why'd you ask in the first place?\Miu and Inaba 2\Hey, hey, which one's better?\Whichever one you like.\You're so useless.\What am I supposed to do?! response:	Ayane's Boyfriend 1
context: I'll go with this one.\Why'd you ask in the first place?\Miu and Inaba 2\Hey, hey, which one's better?\Whichever one you like.\You're so useless.\What am I supposed to do?!\Ayane's Boyfriend 1 response:	What a noisy car.
context: Why'd you ask in the first place?\Miu and Inaba 2\Hey, hey, which one's better?\Whichever one you like.\You're so useless.\What am I supposed to do?!\Ayane's Boyfriend 1\What a noisy car. response:	Probably some hooligan.
context: Miu and Inaba 2\Hey, hey, which one's better?\Whichever one you like.\You're so useless.\What am I supposed to do?!\Ayane's Boyfriend 1\What a noisy car.\Probably some hooligan. response:	Hey, Dad, Mom!
context: Hey, hey, which one's better?\Whichever one you like.\You're so useless.\What am I supposed to do?!\Ayane's Boyfriend 1\What a noisy car.\Probably some hooligan.\Hey, Dad, Mom! response:	Ayane...
context: Whichever one you like.\You're so useless.\What am I supposed to do?!\Ayane's Boyfriend 1\What a noisy car.\Probably some hooligan.\Hey, Dad, Mom!\Ayane... response:	My boyfriend gave me a ride.
