context: /** TS by scol **/ response:	/** Full box motion **/
context: Uncle did a gag manga, so the panels were small.\And it's too simple.\Write a name that fits your own story.\I told you, didn't I?\Unless you can write a name I approve of, I won't team up with you.\Of course, when it comes to the point of doing the art,\I'll think of the composition and fix the panel splits too.\So Shuujin, please think of a story that would make me want to draw it. response:	Saikou... I knew you were great.
context: And it's too simple.\Write a name that fits your own story.\I told you, didn't I?\Unless you can write a name I approve of, I won't team up with you.\Of course, when it comes to the point of doing the art,\I'll think of the composition and fix the panel splits too.\So Shuujin, please think of a story that would make me want to draw it.\Saikou... I knew you were great. response:	Got it!
context: Write a name that fits your own story.\I told you, didn't I?\Unless you can write a name I approve of, I won't team up with you.\Of course, when it comes to the point of doing the art,\I'll think of the composition and fix the panel splits too.\So Shuujin, please think of a story that would make me want to draw it.\Saikou... I knew you were great.\Got it! response:	I'll do it! I'm gonna do it!
context: I told you, didn't I?\Unless you can write a name I approve of, I won't team up with you.\Of course, when it comes to the point of doing the art,\I'll think of the composition and fix the panel splits too.\So Shuujin, please think of a story that would make me want to draw it.\Saikou... I knew you were great.\Got it!\I'll do it! I'm gonna do it! response:	I'm kinda fired up about it.
context: Unless you can write a name I approve of, I won't team up with you.\Of course, when it comes to the point of doing the art,\I'll think of the composition and fix the panel splits too.\So Shuujin, please think of a story that would make me want to draw it.\Saikou... I knew you were great.\Got it!\I'll do it! I'm gonna do it!\I'm kinda fired up about it. response:	Saikou, what kind of manga do you wanna draw?
context: Of course, when it comes to the point of doing the art,\I'll think of the composition and fix the panel splits too.\So Shuujin, please think of a story that would make me want to draw it.\Saikou... I knew you were great.\Got it!\I'll do it! I'm gonna do it!\I'm kinda fired up about it.\Saikou, what kind of manga do you wanna draw? response:	I like manly manga.
context: I'll think of the composition and fix the panel splits too.\So Shuujin, please think of a story that would make me want to draw it.\Saikou... I knew you were great.\Got it!\I'll do it! I'm gonna do it!\I'm kinda fired up about it.\Saikou, what kind of manga do you wanna draw?\I like manly manga. response:	A manly manga, huh?
context: So Shuujin, please think of a story that would make me want to draw it.\Saikou... I knew you were great.\Got it!\I'll do it! I'm gonna do it!\I'm kinda fired up about it.\Saikou, what kind of manga do you wanna draw?\I like manly manga.\A manly manga, huh? response:	What kind, specifically?
context: Saikou... I knew you were great.\Got it!\I'll do it! I'm gonna do it!\I'm kinda fired up about it.\Saikou, what kind of manga do you wanna draw?\I like manly manga.\A manly manga, huh?\What kind, specifically? response:	What's your favorite manga?
context: Got it!\I'll do it! I'm gonna do it!\I'm kinda fired up about it.\Saikou, what kind of manga do you wanna draw?\I like manly manga.\A manly manga, huh?\What kind, specifically?\What's your favorite manga? response:	Ashita no Joe!
context: I'll do it! I'm gonna do it!\I'm kinda fired up about it.\Saikou, what kind of manga do you wanna draw?\I like manly manga.\A manly manga, huh?\What kind, specifically?\What's your favorite manga?\Ashita no Joe! response:	With his elbow readied, planted under his left armpit,
context: I'm kinda fired up about it.\Saikou, what kind of manga do you wanna draw?\I like manly manga.\A manly manga, huh?\What kind, specifically?\What's your favorite manga?\Ashita no Joe!\With his elbow readied, planted under his left armpit, response:	aiming slightly on the inside, like he's boring into him, pow!
context: Saikou, what kind of manga do you wanna draw?\I like manly manga.\A manly manga, huh?\What kind, specifically?\What's your favorite manga?\Ashita no Joe!\With his elbow readied, planted under his left armpit,\aiming slightly on the inside, like he's boring into him, pow! response:	It was a real masterpiece, eh?!
context: I like manly manga.\A manly manga, huh?\What kind, specifically?\What's your favorite manga?\Ashita no Joe!\With his elbow readied, planted under his left armpit,\aiming slightly on the inside, like he's boring into him, pow!\It was a real masterpiece, eh?! response:	What's your favourite manga, Shuujin?
context: A manly manga, huh?\What kind, specifically?\What's your favorite manga?\Ashita no Joe!\With his elbow readied, planted under his left armpit,\aiming slightly on the inside, like he's boring into him, pow!\It was a real masterpiece, eh?!\What's your favourite manga, Shuujin? response:	Hm, Dragonball I guess.
context: What kind, specifically?\What's your favorite manga?\Ashita no Joe!\With his elbow readied, planted under his left armpit,\aiming slightly on the inside, like he's boring into him, pow!\It was a real masterpiece, eh?!\What's your favourite manga, Shuujin?\Hm, Dragonball I guess. response:	Just like you said, it's a manga that was written by a genius.
context: What's your favorite manga?\Ashita no Joe!\With his elbow readied, planted under his left armpit,\aiming slightly on the inside, like he's boring into him, pow!\It was a real masterpiece, eh?!\What's your favourite manga, Shuujin?\Hm, Dragonball I guess.\Just like you said, it's a manga that was written by a genius. response:	Same with Joe...
context: Ashita no Joe!\With his elbow readied, planted under his left armpit,\aiming slightly on the inside, like he's boring into him, pow!\It was a real masterpiece, eh?!\What's your favourite manga, Shuujin?\Hm, Dragonball I guess.\Just like you said, it's a manga that was written by a genius.\Same with Joe... response:	Whether it's manga or novels,
context: With his elbow readied, planted under his left armpit,\aiming slightly on the inside, like he's boring into him, pow!\It was a real masterpiece, eh?!\What's your favourite manga, Shuujin?\Hm, Dragonball I guess.\Just like you said, it's a manga that was written by a genius.\Same with Joe...\Whether it's manga or novels, response:	I'm gonna read and study everything I can get my hands on.
context: aiming slightly on the inside, like he's boring into him, pow!\It was a real masterpiece, eh?!\What's your favourite manga, Shuujin?\Hm, Dragonball I guess.\Just like you said, it's a manga that was written by a genius.\Same with Joe...\Whether it's manga or novels,\I'm gonna read and study everything I can get my hands on. response:	Whatever the type; battle stories, love stories,
context: It was a real masterpiece, eh?!\What's your favourite manga, Shuujin?\Hm, Dragonball I guess.\Just like you said, it's a manga that was written by a genius.\Same with Joe...\Whether it's manga or novels,\I'm gonna read and study everything I can get my hands on.\Whatever the type; battle stories, love stories, response:	clear characteristics and rising plot developments...
context: What's your favourite manga, Shuujin?\Hm, Dragonball I guess.\Just like you said, it's a manga that was written by a genius.\Same with Joe...\Whether it's manga or novels,\I'm gonna read and study everything I can get my hands on.\Whatever the type; battle stories, love stories,\clear characteristics and rising plot developments... response:	are strong things to have, don't you think?
context: Hm, Dragonball I guess.\Just like you said, it's a manga that was written by a genius.\Same with Joe...\Whether it's manga or novels,\I'm gonna read and study everything I can get my hands on.\Whatever the type; battle stories, love stories,\clear characteristics and rising plot developments...\are strong things to have, don't you think? response:	Maybe you really can do it.
context: Just like you said, it's a manga that was written by a genius.\Same with Joe...\Whether it's manga or novels,\I'm gonna read and study everything I can get my hands on.\Whatever the type; battle stories, love stories,\clear characteristics and rising plot developments...\are strong things to have, don't you think?\Maybe you really can do it. response:	Huh? Really? Why?
context: Same with Joe...\Whether it's manga or novels,\I'm gonna read and study everything I can get my hands on.\Whatever the type; battle stories, love stories,\clear characteristics and rising plot developments...\are strong things to have, don't you think?\Maybe you really can do it.\Huh? Really? Why? response:	Uncle once entered to win the Akatsuka Award.
context: Whether it's manga or novels,\I'm gonna read and study everything I can get my hands on.\Whatever the type; battle stories, love stories,\clear characteristics and rising plot developments...\are strong things to have, don't you think?\Maybe you really can do it.\Huh? Really? Why?\Uncle once entered to win the Akatsuka Award. response:	Akatsuka Award
context: I'm gonna read and study everything I can get my hands on.\Whatever the type; battle stories, love stories,\clear characteristics and rising plot developments...\are strong things to have, don't you think?\Maybe you really can do it.\Huh? Really? Why?\Uncle once entered to win the Akatsuka Award.\Akatsuka Award response:	Of the two big awards, that's the one for gag manga, right?
context: Whatever the type; battle stories, love stories,\clear characteristics and rising plot developments...\are strong things to have, don't you think?\Maybe you really can do it.\Huh? Really? Why?\Uncle once entered to win the Akatsuka Award.\Akatsuka Award\Of the two big awards, that's the one for gag manga, right? response:	Uncle told me he gathered up all the past winning works...
context: clear characteristics and rising plot developments...\are strong things to have, don't you think?\Maybe you really can do it.\Huh? Really? Why?\Uncle once entered to win the Akatsuka Award.\Akatsuka Award\Of the two big awards, that's the one for gag manga, right?\Uncle told me he gathered up all the past winning works... response:	and figured out which ones had value and should be studied.
context: are strong things to have, don't you think?\Maybe you really can do it.\Huh? Really? Why?\Uncle once entered to win the Akatsuka Award.\Akatsuka Award\Of the two big awards, that's the one for gag manga, right?\Uncle told me he gathered up all the past winning works...\and figured out which ones had value and should be studied. response:	And he concluded that gag manga with social satire were valued, and it seems it paid off.
context: Maybe you really can do it.\Huh? Really? Why?\Uncle once entered to win the Akatsuka Award.\Akatsuka Award\Of the two big awards, that's the one for gag manga, right?\Uncle told me he gathered up all the past winning works...\and figured out which ones had value and should be studied.\And he concluded that gag manga with social satire were valued, and it seems it paid off. response:	So he won the Atatsuka Award?
context: Huh? Really? Why?\Uncle once entered to win the Akatsuka Award.\Akatsuka Award\Of the two big awards, that's the one for gag manga, right?\Uncle told me he gathered up all the past winning works...\and figured out which ones had value and should be studied.\And he concluded that gag manga with social satire were valued, and it seems it paid off.\So he won the Atatsuka Award? response:	He only got an honorable mention, though.
context: Uncle once entered to win the Akatsuka Award.\Akatsuka Award\Of the two big awards, that's the one for gag manga, right?\Uncle told me he gathered up all the past winning works...\and figured out which ones had value and should be studied.\And he concluded that gag manga with social satire were valued, and it seems it paid off.\So he won the Atatsuka Award?\He only got an honorable mention, though. response:	But if you're really going for it, I think that's one strategy.
context: Akatsuka Award\Of the two big awards, that's the one for gag manga, right?\Uncle told me he gathered up all the past winning works...\and figured out which ones had value and should be studied.\And he concluded that gag manga with social satire were valued, and it seems it paid off.\So he won the Atatsuka Award?\He only got an honorable mention, though.\But if you're really going for it, I think that's one strategy. response:	And you actually just thought of starting with the same kinda thing, didn't you?
context: Of the two big awards, that's the one for gag manga, right?\Uncle told me he gathered up all the past winning works...\and figured out which ones had value and should be studied.\And he concluded that gag manga with social satire were valued, and it seems it paid off.\So he won the Atatsuka Award?\He only got an honorable mention, though.\But if you're really going for it, I think that's one strategy.\And you actually just thought of starting with the same kinda thing, didn't you? response:	That's true.
context: Uncle told me he gathered up all the past winning works...\and figured out which ones had value and should be studied.\And he concluded that gag manga with social satire were valued, and it seems it paid off.\So he won the Atatsuka Award?\He only got an honorable mention, though.\But if you're really going for it, I think that's one strategy.\And you actually just thought of starting with the same kinda thing, didn't you?\That's true. response:	Anyhow, I came all the way here, so...
context: and figured out which ones had value and should be studied.\And he concluded that gag manga with social satire were valued, and it seems it paid off.\So he won the Atatsuka Award?\He only got an honorable mention, though.\But if you're really going for it, I think that's one strategy.\And you actually just thought of starting with the same kinda thing, didn't you?\That's true.\Anyhow, I came all the way here, so... response:	I'm gonna look at as many names as I can.
context: And he concluded that gag manga with social satire were valued, and it seems it paid off.\So he won the Atatsuka Award?\He only got an honorable mention, though.\But if you're really going for it, I think that's one strategy.\And you actually just thought of starting with the same kinda thing, didn't you?\That's true.\Anyhow, I came all the way here, so...\I'm gonna look at as many names as I can. response:	They'll be great for reference.
context: So he won the Atatsuka Award?\He only got an honorable mention, though.\But if you're really going for it, I think that's one strategy.\And you actually just thought of starting with the same kinda thing, didn't you?\That's true.\Anyhow, I came all the way here, so...\I'm gonna look at as many names as I can.\They'll be great for reference. response:	Especially the places where corrections are marked in red pen.
context: He only got an honorable mention, though.\But if you're really going for it, I think that's one strategy.\And you actually just thought of starting with the same kinda thing, didn't you?\That's true.\Anyhow, I came all the way here, so...\I'm gonna look at as many names as I can.\They'll be great for reference.\Especially the places where corrections are marked in red pen. response:	I see what they meant.
context: But if you're really going for it, I think that's one strategy.\And you actually just thought of starting with the same kinda thing, didn't you?\That's true.\Anyhow, I came all the way here, so...\I'm gonna look at as many names as I can.\They'll be great for reference.\Especially the places where corrections are marked in red pen.\I see what they meant. response:	I'm sure Shuujin will be able to think of an interesting story and make it into a name.
context: And you actually just thought of starting with the same kinda thing, didn't you?\That's true.\Anyhow, I came all the way here, so...\I'm gonna look at as many names as I can.\They'll be great for reference.\Especially the places where corrections are marked in red pen.\I see what they meant.\I'm sure Shuujin will be able to think of an interesting story and make it into a name. response:	I've still never drawn real manga before...
context: That's true.\Anyhow, I came all the way here, so...\I'm gonna look at as many names as I can.\They'll be great for reference.\Especially the places where corrections are marked in red pen.\I see what they meant.\I'm sure Shuujin will be able to think of an interesting story and make it into a name.\I've still never drawn real manga before... response:	Shuujin?
context: Anyhow, I came all the way here, so...\I'm gonna look at as many names as I can.\They'll be great for reference.\Especially the places where corrections are marked in red pen.\I see what they meant.\I'm sure Shuujin will be able to think of an interesting story and make it into a name.\I've still never drawn real manga before...\Shuujin? response:	Hm? What?
context: I'm gonna look at as many names as I can.\They'll be great for reference.\Especially the places where corrections are marked in red pen.\I see what they meant.\I'm sure Shuujin will be able to think of an interesting story and make it into a name.\I've still never drawn real manga before...\Shuujin?\Hm? What? response:	Do you think we can get an anime version by the time we're 18?
context: They'll be great for reference.\Especially the places where corrections are marked in red pen.\I see what they meant.\I'm sure Shuujin will be able to think of an interesting story and make it into a name.\I've still never drawn real manga before...\Shuujin?\Hm? What?\Do you think we can get an anime version by the time we're 18? response:	No, not one bit.
context: Especially the places where corrections are marked in red pen.\I see what they meant.\I'm sure Shuujin will be able to think of an interesting story and make it into a name.\I've still never drawn real manga before...\Shuujin?\Hm? What?\Do you think we can get an anime version by the time we're 18?\No, not one bit. response:	You don't have to be so straightforward about it.
context: I see what they meant.\I'm sure Shuujin will be able to think of an interesting story and make it into a name.\I've still never drawn real manga before...\Shuujin?\Hm? What?\Do you think we can get an anime version by the time we're 18?\No, not one bit.\You don't have to be so straightforward about it. response:	But I'm pretty sure that, like idols, lots of seiyuus get out there at 18.
context: I'm sure Shuujin will be able to think of an interesting story and make it into a name.\I've still never drawn real manga before...\Shuujin?\Hm? What?\Do you think we can get an anime version by the time we're 18?\No, not one bit.\You don't have to be so straightforward about it.\But I'm pretty sure that, like idols, lots of seiyuus get out there at 18. response:	Azuki's cute, so... Even before she's earned any real merit,
context: I've still never drawn real manga before...\Shuujin?\Hm? What?\Do you think we can get an anime version by the time we're 18?\No, not one bit.\You don't have to be so straightforward about it.\But I'm pretty sure that, like idols, lots of seiyuus get out there at 18.\Azuki's cute, so... Even before she's earned any real merit, response:	she may already have enough to get popular.
context: Shuujin?\Hm? What?\Do you think we can get an anime version by the time we're 18?\No, not one bit.\You don't have to be so straightforward about it.\But I'm pretty sure that, like idols, lots of seiyuus get out there at 18.\Azuki's cute, so... Even before she's earned any real merit,\she may already have enough to get popular. response:	Saikou...
context: Hm? What?\Do you think we can get an anime version by the time we're 18?\No, not one bit.\You don't have to be so straightforward about it.\But I'm pretty sure that, like idols, lots of seiyuus get out there at 18.\Azuki's cute, so... Even before she's earned any real merit,\she may already have enough to get popular.\Saikou... response:	I want to become a mangaka with you.
context: Do you think we can get an anime version by the time we're 18?\No, not one bit.\You don't have to be so straightforward about it.\But I'm pretty sure that, like idols, lots of seiyuus get out there at 18.\Azuki's cute, so... Even before she's earned any real merit,\she may already have enough to get popular.\Saikou...\I want to become a mangaka with you. response:	But, right now I feel the same as you.
context: No, not one bit.\You don't have to be so straightforward about it.\But I'm pretty sure that, like idols, lots of seiyuus get out there at 18.\Azuki's cute, so... Even before she's earned any real merit,\she may already have enough to get popular.\Saikou...\I want to become a mangaka with you.\But, right now I feel the same as you. response:	I really want you and Azuki to be able to get married.
context: You don't have to be so straightforward about it.\But I'm pretty sure that, like idols, lots of seiyuus get out there at 18.\Azuki's cute, so... Even before she's earned any real merit,\she may already have enough to get popular.\Saikou...\I want to become a mangaka with you.\But, right now I feel the same as you.\I really want you and Azuki to be able to get married. response:	An anime by 18 years old.
context: But I'm pretty sure that, like idols, lots of seiyuus get out there at 18.\Azuki's cute, so... Even before she's earned any real merit,\she may already have enough to get popular.\Saikou...\I want to become a mangaka with you.\But, right now I feel the same as you.\I really want you and Azuki to be able to get married.\An anime by 18 years old. response:	We'll make that our goal-
context: Azuki's cute, so... Even before she's earned any real merit,\she may already have enough to get popular.\Saikou...\I want to become a mangaka with you.\But, right now I feel the same as you.\I really want you and Azuki to be able to get married.\An anime by 18 years old.\We'll make that our goal- response:	No, we'll make that our reality!
context: she may already have enough to get popular.\Saikou...\I want to become a mangaka with you.\But, right now I feel the same as you.\I really want you and Azuki to be able to get married.\An anime by 18 years old.\We'll make that our goal-\No, we'll make that our reality! response:	Shuujin...
context: Saikou...\I want to become a mangaka with you.\But, right now I feel the same as you.\I really want you and Azuki to be able to get married.\An anime by 18 years old.\We'll make that our goal-\No, we'll make that our reality!\Shuujin... response:	We'll do it! For sure.
context: I want to become a mangaka with you.\But, right now I feel the same as you.\I really want you and Azuki to be able to get married.\An anime by 18 years old.\We'll make that our goal-\No, we'll make that our reality!\Shuujin...\We'll do it! For sure. response:	Hey, Saikou, is the manuscript this name was made into around somewhere?
context: But, right now I feel the same as you.\I really want you and Azuki to be able to get married.\An anime by 18 years old.\We'll make that our goal-\No, we'll make that our reality!\Shuujin...\We'll do it! For sure.\Hey, Saikou, is the manuscript this name was made into around somewhere? response:	I thought I'd like to compare them.
context: I really want you and Azuki to be able to get married.\An anime by 18 years old.\We'll make that our goal-\No, we'll make that our reality!\Shuujin...\We'll do it! For sure.\Hey, Saikou, is the manuscript this name was made into around somewhere?\I thought I'd like to compare them. response:	It should be in one of the boxes.
context: An anime by 18 years old.\We'll make that our goal-\No, we'll make that our reality!\Shuujin...\We'll do it! For sure.\Hey, Saikou, is the manuscript this name was made into around somewhere?\I thought I'd like to compare them.\It should be in one of the boxes. response:	Okay, I'm gonna look for it.
context: We'll make that our goal-\No, we'll make that our reality!\Shuujin...\We'll do it! For sure.\Hey, Saikou, is the manuscript this name was made into around somewhere?\I thought I'd like to compare them.\It should be in one of the boxes.\Okay, I'm gonna look for it. response:	I'll help.
context: No, we'll make that our reality!\Shuujin...\We'll do it! For sure.\Hey, Saikou, is the manuscript this name was made into around somewhere?\I thought I'd like to compare them.\It should be in one of the boxes.\Okay, I'm gonna look for it.\I'll help. response:	Thanks.
context: Shuujin...\We'll do it! For sure.\Hey, Saikou, is the manuscript this name was made into around somewhere?\I thought I'd like to compare them.\It should be in one of the boxes.\Okay, I'm gonna look for it.\I'll help.\Thanks. response:	But man, there sure are a lot of names.
context: We'll do it! For sure.\Hey, Saikou, is the manuscript this name was made into around somewhere?\I thought I'd like to compare them.\It should be in one of the boxes.\Okay, I'm gonna look for it.\I'll help.\Thanks.\But man, there sure are a lot of names. response:	And every one of these boxes is packed to the brim.
context: Hey, Saikou, is the manuscript this name was made into around somewhere?\I thought I'd like to compare them.\It should be in one of the boxes.\Okay, I'm gonna look for it.\I'll help.\Thanks.\But man, there sure are a lot of names.\And every one of these boxes is packed to the brim. response:	But to make just one into a manuscript, just how many minutes would it take?
context: I thought I'd like to compare them.\It should be in one of the boxes.\Okay, I'm gonna look for it.\I'll help.\Thanks.\But man, there sure are a lot of names.\And every one of these boxes is packed to the brim.\But to make just one into a manuscript, just how many minutes would it take? response:	No, how many hours?
context: It should be in one of the boxes.\Okay, I'm gonna look for it.\I'll help.\Thanks.\But man, there sure are a lot of names.\And every one of these boxes is packed to the brim.\But to make just one into a manuscript, just how many minutes would it take?\No, how many hours? response:	At just what pace did he draw?
context: Okay, I'm gonna look for it.\I'll help.\Thanks.\But man, there sure are a lot of names.\And every one of these boxes is packed to the brim.\But to make just one into a manuscript, just how many minutes would it take?\No, how many hours?\At just what pace did he draw? response:	With all these...
context: I'll help.\Thanks.\But man, there sure are a lot of names.\And every one of these boxes is packed to the brim.\But to make just one into a manuscript, just how many minutes would it take?\No, how many hours?\At just what pace did he draw?\With all these... response:	I'm going to go outside for a bit.
context: Thanks.\But man, there sure are a lot of names.\And every one of these boxes is packed to the brim.\But to make just one into a manuscript, just how many minutes would it take?\No, how many hours?\At just what pace did he draw?\With all these...\I'm going to go outside for a bit. response:	Azuki?
context: But man, there sure are a lot of names.\And every one of these boxes is packed to the brim.\But to make just one into a manuscript, just how many minutes would it take?\No, how many hours?\At just what pace did he draw?\With all these...\I'm going to go outside for a bit.\Azuki? response:	I told you, I don't know her number.
context: And every one of these boxes is packed to the brim.\But to make just one into a manuscript, just how many minutes would it take?\No, how many hours?\At just what pace did he draw?\With all these...\I'm going to go outside for a bit.\Azuki?\I told you, I don't know her number. response:	It is now awaiting government action.
context: But to make just one into a manuscript, just how many minutes would it take?\No, how many hours?\At just what pace did he draw?\With all these...\I'm going to go outside for a bit.\Azuki?\I told you, I don't know her number.\It is now awaiting government action. response:	On to the next new topic, the popular rock singer, KOOGY-san's concert is having its premier...
context: No, how many hours?\At just what pace did he draw?\With all these...\I'm going to go outside for a bit.\Azuki?\I told you, I don't know her number.\It is now awaiting government action.\On to the next new topic, the popular rock singer, KOOGY-san's concert is having its premier... response:	with his female fans first in line, it's quite a happening as the opening time approaches.
context: At just what pace did he draw?\With all these...\I'm going to go outside for a bit.\Azuki?\I told you, I don't know her number.\It is now awaiting government action.\On to the next new topic, the popular rock singer, KOOGY-san's concert is having its premier...\with his female fans first in line, it's quite a happening as the opening time approaches. response:	What's wrong?
context: With all these...\I'm going to go outside for a bit.\Azuki?\I told you, I don't know her number.\It is now awaiting government action.\On to the next new topic, the popular rock singer, KOOGY-san's concert is having its premier...\with his female fans first in line, it's quite a happening as the opening time approaches.\What's wrong? response:	This is the first time you've given me a phone call, isn't it?
context: I'm going to go outside for a bit.\Azuki?\I told you, I don't know her number.\It is now awaiting government action.\On to the next new topic, the popular rock singer, KOOGY-san's concert is having its premier...\with his female fans first in line, it's quite a happening as the opening time approaches.\What's wrong?\This is the first time you've given me a phone call, isn't it? response:	Dad...
context: Azuki?\I told you, I don't know her number.\It is now awaiting government action.\On to the next new topic, the popular rock singer, KOOGY-san's concert is having its premier...\with his female fans first in line, it's quite a happening as the opening time approaches.\What's wrong?\This is the first time you've given me a phone call, isn't it?\Dad... response:	What is it?
context: I told you, I don't know her number.\It is now awaiting government action.\On to the next new topic, the popular rock singer, KOOGY-san's concert is having its premier...\with his female fans first in line, it's quite a happening as the opening time approaches.\What's wrong?\This is the first time you've given me a phone call, isn't it?\Dad...\What is it? response:	Sorry... I...
context: It is now awaiting government action.\On to the next new topic, the popular rock singer, KOOGY-san's concert is having its premier...\with his female fans first in line, it's quite a happening as the opening time approaches.\What's wrong?\This is the first time you've given me a phone call, isn't it?\Dad...\What is it?\Sorry... I... response:	thought uncle committed suicide.
context: On to the next new topic, the popular rock singer, KOOGY-san's concert is having its premier...\with his female fans first in line, it's quite a happening as the opening time approaches.\What's wrong?\This is the first time you've given me a phone call, isn't it?\Dad...\What is it?\Sorry... I...\thought uncle committed suicide. response:	He wasn't such a coward.
context: with his female fans first in line, it's quite a happening as the opening time approaches.\What's wrong?\This is the first time you've given me a phone call, isn't it?\Dad...\What is it?\Sorry... I...\thought uncle committed suicide.\He wasn't such a coward. response:	He was a man that the more difficult things got, the more he'd bare with it and work hard.
context: What's wrong?\This is the first time you've given me a phone call, isn't it?\Dad...\What is it?\Sorry... I...\thought uncle committed suicide.\He wasn't such a coward.\He was a man that the more difficult things got, the more he'd bare with it and work hard. response:	And he never once complained about it.
context: This is the first time you've given me a phone call, isn't it?\Dad...\What is it?\Sorry... I...\thought uncle committed suicide.\He wasn't such a coward.\He was a man that the more difficult things got, the more he'd bare with it and work hard.\And he never once complained about it. response:	Yeah, you're right.
context: Dad...\What is it?\Sorry... I...\thought uncle committed suicide.\He wasn't such a coward.\He was a man that the more difficult things got, the more he'd bare with it and work hard.\And he never once complained about it.\Yeah, you're right. response:	He even gave up sleep, and just focused on drawing something.
context: What is it?\Sorry... I...\thought uncle committed suicide.\He wasn't such a coward.\He was a man that the more difficult things got, the more he'd bare with it and work hard.\And he never once complained about it.\Yeah, you're right.\He even gave up sleep, and just focused on drawing something. response:	Moritaka, have you read Kyojin no Hoshi?
context: Sorry... I...\thought uncle committed suicide.\He wasn't such a coward.\He was a man that the more difficult things got, the more he'd bare with it and work hard.\And he never once complained about it.\Yeah, you're right.\He even gave up sleep, and just focused on drawing something.\Moritaka, have you read Kyojin no Hoshi? response:	Eh, yes.
context: thought uncle committed suicide.\He wasn't such a coward.\He was a man that the more difficult things got, the more he'd bare with it and work hard.\And he never once complained about it.\Yeah, you're right.\He even gave up sleep, and just focused on drawing something.\Moritaka, have you read Kyojin no Hoshi?\Eh, yes. response:	Then you know Sakamoto Ryouma's line, right?
context: He wasn't such a coward.\He was a man that the more difficult things got, the more he'd bare with it and work hard.\And he never once complained about it.\Yeah, you're right.\He even gave up sleep, and just focused on drawing something.\Moritaka, have you read Kyojin no Hoshi?\Eh, yes.\Then you know Sakamoto Ryouma's line, right? response:	Yes.
context: He was a man that the more difficult things got, the more he'd bare with it and work hard.\And he never once complained about it.\Yeah, you're right.\He even gave up sleep, and just focused on drawing something.\Moritaka, have you read Kyojin no Hoshi?\Eh, yes.\Then you know Sakamoto Ryouma's line, right?\Yes. response:	You really liked Ashita no Joe, right?
context: And he never once complained about it.\Yeah, you're right.\He even gave up sleep, and just focused on drawing something.\Moritaka, have you read Kyojin no Hoshi?\Eh, yes.\Then you know Sakamoto Ryouma's line, right?\Yes.\You really liked Ashita no Joe, right? response:	Yes.
context: Yeah, you're right.\He even gave up sleep, and just focused on drawing something.\Moritaka, have you read Kyojin no Hoshi?\Eh, yes.\Then you know Sakamoto Ryouma's line, right?\Yes.\You really liked Ashita no Joe, right?\Yes. response:	Dad, you don't need to say any more.
context: He even gave up sleep, and just focused on drawing something.\Moritaka, have you read Kyojin no Hoshi?\Eh, yes.\Then you know Sakamoto Ryouma's line, right?\Yes.\You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more. response:	Thank you.
context: Moritaka, have you read Kyojin no Hoshi?\Eh, yes.\Then you know Sakamoto Ryouma's line, right?\Yes.\You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more.\Thank you. response:	Yeah.
context: Eh, yes.\Then you know Sakamoto Ryouma's line, right?\Yes.\You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more.\Thank you.\Yeah. response:	When men die, even if it's in a ditch, die pitching forward.
context: Then you know Sakamoto Ryouma's line, right?\Yes.\You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more.\Thank you.\Yeah.\When men die, even if it's in a ditch, die pitching forward. response:	And Yabuki Joe, when he was completely worn out, burned away and turned into pure white ash...
context: Yes.\You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more.\Thank you.\Yeah.\When men die, even if it's in a ditch, die pitching forward.\And Yabuki Joe, when he was completely worn out, burned away and turned into pure white ash... response:	Those manga scenes that Dad read to me...
context: You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more.\Thank you.\Yeah.\When men die, even if it's in a ditch, die pitching forward.\And Yabuki Joe, when he was completely worn out, burned away and turned into pure white ash...\Those manga scenes that Dad read to me... response:	I'm not going to give it anything less than my all.
context: Yes.\Dad, you don't need to say any more.\Thank you.\Yeah.\When men die, even if it's in a ditch, die pitching forward.\And Yabuki Joe, when he was completely worn out, burned away and turned into pure white ash...\Those manga scenes that Dad read to me...\I'm not going to give it anything less than my all. response:	Manga, Azuki Miho...
context: Dad, you don't need to say any more.\Thank you.\Yeah.\When men die, even if it's in a ditch, die pitching forward.\And Yabuki Joe, when he was completely worn out, burned away and turned into pure white ash...\Those manga scenes that Dad read to me...\I'm not going to give it anything less than my all.\Manga, Azuki Miho... response:	I'll put my life on the line for them.
context: Thank you.\Yeah.\When men die, even if it's in a ditch, die pitching forward.\And Yabuki Joe, when he was completely worn out, burned away and turned into pure white ash...\Those manga scenes that Dad read to me...\I'm not going to give it anything less than my all.\Manga, Azuki Miho...\I'll put my life on the line for them. response:	This is interesting, but why was it rejected?
context: Yeah.\When men die, even if it's in a ditch, die pitching forward.\And Yabuki Joe, when he was completely worn out, burned away and turned into pure white ash...\Those manga scenes that Dad read to me...\I'm not going to give it anything less than my all.\Manga, Azuki Miho...\I'll put my life on the line for them.\This is interesting, but why was it rejected? response:	Don't plagiarize.
