context: CITY A HERO ASSOCIATION HQ response:	Then it is decided that Mumen Rider CITY A HERO ASSOCIATION HQ
context: lose points and get demoted.\Don't you forget it!\What should I have for dinner?\Apparently, the Hero Association was formed about three years ago.\So it's only been three years?\It was after the grandchild of a millionaire called Agoni\was attacked by a monster.\The child was saved by a passerby. response:	When Agoni heard what had happened,
context: Don't you forget it!\What should I have for dinner?\Apparently, the Hero Association was formed about three years ago.\So it's only been three years?\It was after the grandchild of a millionaire called Agoni\was attacked by a monster.\The child was saved by a passerby.\When Agoni heard what had happened, response:	he came up with this system and used his fortune
context: What should I have for dinner?\Apparently, the Hero Association was formed about three years ago.\So it's only been three years?\It was after the grandchild of a millionaire called Agoni\was attacked by a monster.\The child was saved by a passerby.\When Agoni heard what had happened,\he came up with this system and used his fortune response:	to establish the Hero Association.
context: Apparently, the Hero Association was formed about three years ago.\So it's only been three years?\It was after the grandchild of a millionaire called Agoni\was attacked by a monster.\The child was saved by a passerby.\When Agoni heard what had happened,\he came up with this system and used his fortune\to establish the Hero Association. response:	Well, they put on some pretty boring seminars.
context: So it's only been three years?\It was after the grandchild of a millionaire called Agoni\was attacked by a monster.\The child was saved by a passerby.\When Agoni heard what had happened,\he came up with this system and used his fortune\to establish the Hero Association.\Well, they put on some pretty boring seminars. response:	In any case, as new heroes, we'll be known around the world.
context: It was after the grandchild of a millionaire called Agoni\was attacked by a monster.\The child was saved by a passerby.\When Agoni heard what had happened,\he came up with this system and used his fortune\to establish the Hero Association.\Well, they put on some pretty boring seminars.\In any case, as new heroes, we'll be known around the world. response:	Now we can work with our heads held high.
context: was attacked by a monster.\The child was saved by a passerby.\When Agoni heard what had happened,\he came up with this system and used his fortune\to establish the Hero Association.\Well, they put on some pretty boring seminars.\In any case, as new heroes, we'll be known around the world.\Now we can work with our heads held high. response:	Master
context: The child was saved by a passerby.\When Agoni heard what had happened,\he came up with this system and used his fortune\to establish the Hero Association.\Well, they put on some pretty boring seminars.\In any case, as new heroes, we'll be known around the world.\Now we can work with our heads held high.\Master response:	I guess I'm now officially your disciple.
context: When Agoni heard what had happened,\he came up with this system and used his fortune\to establish the Hero Association.\Well, they put on some pretty boring seminars.\In any case, as new heroes, we'll be known around the world.\Now we can work with our heads held high.\Master\I guess I'm now officially your disciple. response:	Please continue to guide me as my mentor.
context: he came up with this system and used his fortune\to establish the Hero Association.\Well, they put on some pretty boring seminars.\In any case, as new heroes, we'll be known around the world.\Now we can work with our heads held high.\Master\I guess I'm now officially your disciple.\Please continue to guide me as my mentor. response:	Yeah
context: to establish the Hero Association.\Well, they put on some pretty boring seminars.\In any case, as new heroes, we'll be known around the world.\Now we can work with our heads held high.\Master\I guess I'm now officially your disciple.\Please continue to guide me as my mentor.\Yeah response:	All right, Master. Good night.
context: Well, they put on some pretty boring seminars.\In any case, as new heroes, we'll be known around the world.\Now we can work with our heads held high.\Master\I guess I'm now officially your disciple.\Please continue to guide me as my mentor.\Yeah\All right, Master. Good night. response:	Yeah, see you.
context: In any case, as new heroes, we'll be known around the world.\Now we can work with our heads held high.\Master\I guess I'm now officially your disciple.\Please continue to guide me as my mentor.\Yeah\All right, Master. Good night.\Yeah, see you. response:	Crap
context: Now we can work with our heads held high.\Master\I guess I'm now officially your disciple.\Please continue to guide me as my mentor.\Yeah\All right, Master. Good night.\Yeah, see you.\Crap response:	Maybe I shouldn't have been so quick to say I'd take a disciple.
context: Master\I guess I'm now officially your disciple.\Please continue to guide me as my mentor.\Yeah\All right, Master. Good night.\Yeah, see you.\Crap\Maybe I shouldn't have been so quick to say I'd take a disciple. response:	Especially this guy
context: I guess I'm now officially your disciple.\Please continue to guide me as my mentor.\Yeah\All right, Master. Good night.\Yeah, see you.\Crap\Maybe I shouldn't have been so quick to say I'd take a disciple.\Especially this guy response:	Those two newcomers today did they really pass the exam?
context: Please continue to guide me as my mentor.\Yeah\All right, Master. Good night.\Yeah, see you.\Crap\Maybe I shouldn't have been so quick to say I'd take a disciple.\Especially this guy\Those two newcomers today did they really pass the exam? response:	Their attitudes were awful!
context: Yeah\All right, Master. Good night.\Yeah, see you.\Crap\Maybe I shouldn't have been so quick to say I'd take a disciple.\Especially this guy\Those two newcomers today did they really pass the exam?\Their attitudes were awful! response:	I'm Class A, rank 38 damn it, and they had no idea who I was.
context: All right, Master. Good night.\Yeah, see you.\Crap\Maybe I shouldn't have been so quick to say I'd take a disciple.\Especially this guy\Those two newcomers today did they really pass the exam?\Their attitudes were awful!\I'm Class A, rank 38 damn it, and they had no idea who I was. response:	Plus they don't know the first thing about how the world works.
context: Yeah, see you.\Crap\Maybe I shouldn't have been so quick to say I'd take a disciple.\Especially this guy\Those two newcomers today did they really pass the exam?\Their attitudes were awful!\I'm Class A, rank 38 damn it, and they had no idea who I was.\Plus they don't know the first thing about how the world works. response:	Damn amateurs!
context: Crap\Maybe I shouldn't have been so quick to say I'd take a disciple.\Especially this guy\Those two newcomers today did they really pass the exam?\Their attitudes were awful!\I'm Class A, rank 38 damn it, and they had no idea who I was.\Plus they don't know the first thing about how the world works.\Damn amateurs! response:	They'll be dirt-napping in no time.
context: Maybe I shouldn't have been so quick to say I'd take a disciple.\Especially this guy\Those two newcomers today did they really pass the exam?\Their attitudes were awful!\I'm Class A, rank 38 damn it, and they had no idea who I was.\Plus they don't know the first thing about how the world works.\Damn amateurs!\They'll be dirt-napping in no time. response:	No.
context: Especially this guy\Those two newcomers today did they really pass the exam?\Their attitudes were awful!\I'm Class A, rank 38 damn it, and they had no idea who I was.\Plus they don't know the first thing about how the world works.\Damn amateurs!\They'll be dirt-napping in no time.\No. response:	Genos got perfect scores on both the written and physical exams.
context: Those two newcomers today did they really pass the exam?\Their attitudes were awful!\I'm Class A, rank 38 damn it, and they had no idea who I was.\Plus they don't know the first thing about how the world works.\Damn amateurs!\They'll be dirt-napping in no time.\No.\Genos got perfect scores on both the written and physical exams. response:	He's a phenomenal rookie
context: Their attitudes were awful!\I'm Class A, rank 38 damn it, and they had no idea who I was.\Plus they don't know the first thing about how the world works.\Damn amateurs!\They'll be dirt-napping in no time.\No.\Genos got perfect scores on both the written and physical exams.\He's a phenomenal rookie response:	who gained a class S ranking right off the bat.
context: I'm Class A, rank 38 damn it, and they had no idea who I was.\Plus they don't know the first thing about how the world works.\Damn amateurs!\They'll be dirt-napping in no time.\No.\Genos got perfect scores on both the written and physical exams.\He's a phenomenal rookie\who gained a class S ranking right off the bat. response:	The other one, Saitama, had terrible scores on the essay,
context: Plus they don't know the first thing about how the world works.\Damn amateurs!\They'll be dirt-napping in no time.\No.\Genos got perfect scores on both the written and physical exams.\He's a phenomenal rookie\who gained a class S ranking right off the bat.\The other one, Saitama, had terrible scores on the essay, response:	but scored a perfect 50 on the physical.
context: Damn amateurs!\They'll be dirt-napping in no time.\No.\Genos got perfect scores on both the written and physical exams.\He's a phenomenal rookie\who gained a class S ranking right off the bat.\The other one, Saitama, had terrible scores on the essay,\but scored a perfect 50 on the physical. response:	That's how he was able to pass at all.
context: They'll be dirt-napping in no time.\No.\Genos got perfect scores on both the written and physical exams.\He's a phenomenal rookie\who gained a class S ranking right off the bat.\The other one, Saitama, had terrible scores on the essay,\but scored a perfect 50 on the physical.\That's how he was able to pass at all. response:	But in practically every activity on the fitness exam,
context: No.\Genos got perfect scores on both the written and physical exams.\He's a phenomenal rookie\who gained a class S ranking right off the bat.\The other one, Saitama, had terrible scores on the essay,\but scored a perfect 50 on the physical.\That's how he was able to pass at all.\But in practically every activity on the fitness exam, response:	he broke the Hero Association's test records by inconceivable margins.
context: Genos got perfect scores on both the written and physical exams.\He's a phenomenal rookie\who gained a class S ranking right off the bat.\The other one, Saitama, had terrible scores on the essay,\but scored a perfect 50 on the physical.\That's how he was able to pass at all.\But in practically every activity on the fitness exam,\he broke the Hero Association's test records by inconceivable margins. response:	It's as if there's a god residing in that body.
context: He's a phenomenal rookie\who gained a class S ranking right off the bat.\The other one, Saitama, had terrible scores on the essay,\but scored a perfect 50 on the physical.\That's how he was able to pass at all.\But in practically every activity on the fitness exam,\he broke the Hero Association's test records by inconceivable margins.\It's as if there's a god residing in that body. response:	Snek, you've already been outranked by Genos.
context: who gained a class S ranking right off the bat.\The other one, Saitama, had terrible scores on the essay,\but scored a perfect 50 on the physical.\That's how he was able to pass at all.\But in practically every activity on the fitness exam,\he broke the Hero Association's test records by inconceivable margins.\It's as if there's a god residing in that body.\Snek, you've already been outranked by Genos. response:	And Saitama may catch up with you soon enough.
context: The other one, Saitama, had terrible scores on the essay,\but scored a perfect 50 on the physical.\That's how he was able to pass at all.\But in practically every activity on the fitness exam,\he broke the Hero Association's test records by inconceivable margins.\It's as if there's a god residing in that body.\Snek, you've already been outranked by Genos.\And Saitama may catch up with you soon enough. response:	That jackass?
context: but scored a perfect 50 on the physical.\That's how he was able to pass at all.\But in practically every activity on the fitness exam,\he broke the Hero Association's test records by inconceivable margins.\It's as if there's a god residing in that body.\Snek, you've already been outranked by Genos.\And Saitama may catch up with you soon enough.\That jackass? response:	If I get to the top of class C, then I'll get promoted to class B
context: That's how he was able to pass at all.\But in practically every activity on the fitness exam,\he broke the Hero Association's test records by inconceivable margins.\It's as if there's a god residing in that body.\Snek, you've already been outranked by Genos.\And Saitama may catch up with you soon enough.\That jackass?\If I get to the top of class C, then I'll get promoted to class B response:	And class A is above that, with class S even above that
context: But in practically every activity on the fitness exam,\he broke the Hero Association's test records by inconceivable margins.\It's as if there's a god residing in that body.\Snek, you've already been outranked by Genos.\And Saitama may catch up with you soon enough.\That jackass?\If I get to the top of class C, then I'll get promoted to class B\And class A is above that, with class S even above that response:	I guess Genos is actually pretty amazing.
context: he broke the Hero Association's test records by inconceivable margins.\It's as if there's a god residing in that body.\Snek, you've already been outranked by Genos.\And Saitama may catch up with you soon enough.\That jackass?\If I get to the top of class C, then I'll get promoted to class B\And class A is above that, with class S even above that\I guess Genos is actually pretty amazing. response:	I don't know
context: It's as if there's a god residing in that body.\Snek, you've already been outranked by Genos.\And Saitama may catch up with you soon enough.\That jackass?\If I get to the top of class C, then I'll get promoted to class B\And class A is above that, with class S even above that\I guess Genos is actually pretty amazing.\I don't know response:	but maybe this isn't the kind of hero I wanted to be.
context: Snek, you've already been outranked by Genos.\And Saitama may catch up with you soon enough.\That jackass?\If I get to the top of class C, then I'll get promoted to class B\And class A is above that, with class S even above that\I guess Genos is actually pretty amazing.\I don't know\but maybe this isn't the kind of hero I wanted to be. response:	The newcomer seminar isn't over yet!
context: And Saitama may catch up with you soon enough.\That jackass?\If I get to the top of class C, then I'll get promoted to class B\And class A is above that, with class S even above that\I guess Genos is actually pretty amazing.\I don't know\but maybe this isn't the kind of hero I wanted to be.\The newcomer seminar isn't over yet! response:	In this business, there's a thing called rookie crushing.
context: That jackass?\If I get to the top of class C, then I'll get promoted to class B\And class A is above that, with class S even above that\I guess Genos is actually pretty amazing.\I don't know\but maybe this isn't the kind of hero I wanted to be.\The newcomer seminar isn't over yet!\In this business, there's a thing called rookie crushing. response:	A lot of us heroes hate to be outranked.
context: If I get to the top of class C, then I'll get promoted to class B\And class A is above that, with class S even above that\I guess Genos is actually pretty amazing.\I don't know\but maybe this isn't the kind of hero I wanted to be.\The newcomer seminar isn't over yet!\In this business, there's a thing called rookie crushing.\A lot of us heroes hate to be outranked. response:	So we crush newbies early on like this!
context: And class A is above that, with class S even above that\I guess Genos is actually pretty amazing.\I don't know\but maybe this isn't the kind of hero I wanted to be.\The newcomer seminar isn't over yet!\In this business, there's a thing called rookie crushing.\A lot of us heroes hate to be outranked.\So we crush newbies early on like this! response:	Hero Registry?
context: I guess Genos is actually pretty amazing.\I don't know\but maybe this isn't the kind of hero I wanted to be.\The newcomer seminar isn't over yet!\In this business, there's a thing called rookie crushing.\A lot of us heroes hate to be outranked.\So we crush newbies early on like this!\Hero Registry? response:	Yes, I am a class S hero and you are a class C hero.
context: I don't know\but maybe this isn't the kind of hero I wanted to be.\The newcomer seminar isn't over yet!\In this business, there's a thing called rookie crushing.\A lot of us heroes hate to be outranked.\So we crush newbies early on like this!\Hero Registry?\Yes, I am a class S hero and you are a class C hero. response:	We are both ranked last in our classes.
context: but maybe this isn't the kind of hero I wanted to be.\The newcomer seminar isn't over yet!\In this business, there's a thing called rookie crushing.\A lot of us heroes hate to be outranked.\So we crush newbies early on like this!\Hero Registry?\Yes, I am a class S hero and you are a class C hero.\We are both ranked last in our classes. response:	Right now, we are still listed as Genos and Saitama,
context: The newcomer seminar isn't over yet!\In this business, there's a thing called rookie crushing.\A lot of us heroes hate to be outranked.\So we crush newbies early on like this!\Hero Registry?\Yes, I am a class S hero and you are a class C hero.\We are both ranked last in our classes.\Right now, we are still listed as Genos and Saitama, response:	but as we perform more heroic acts, we will acquire hero names.
context: In this business, there's a thing called rookie crushing.\A lot of us heroes hate to be outranked.\So we crush newbies early on like this!\Hero Registry?\Yes, I am a class S hero and you are a class C hero.\We are both ranked last in our classes.\Right now, we are still listed as Genos and Saitama,\but as we perform more heroic acts, we will acquire hero names. response:	Hero names? What are those?
context: A lot of us heroes hate to be outranked.\So we crush newbies early on like this!\Hero Registry?\Yes, I am a class S hero and you are a class C hero.\We are both ranked last in our classes.\Right now, we are still listed as Genos and Saitama,\but as we perform more heroic acts, we will acquire hero names.\Hero names? What are those? response:	I believe they are like nicknames that capture a hero's characteristics.
context: So we crush newbies early on like this!\Hero Registry?\Yes, I am a class S hero and you are a class C hero.\We are both ranked last in our classes.\Right now, we are still listed as Genos and Saitama,\but as we perform more heroic acts, we will acquire hero names.\Hero names? What are those?\I believe they are like nicknames that capture a hero's characteristics. response:	For example, I might be the Blond Cyborg.
context: Hero Registry?\Yes, I am a class S hero and you are a class C hero.\We are both ranked last in our classes.\Right now, we are still listed as Genos and Saitama,\but as we perform more heroic acts, we will acquire hero names.\Hero names? What are those?\I believe they are like nicknames that capture a hero's characteristics.\For example, I might be the Blond Cyborg. response:	Wait, if that's how it works, won't I be like the Caped Baldy?
context: Yes, I am a class S hero and you are a class C hero.\We are both ranked last in our classes.\Right now, we are still listed as Genos and Saitama,\but as we perform more heroic acts, we will acquire hero names.\Hero names? What are those?\I believe they are like nicknames that capture a hero's characteristics.\For example, I might be the Blond Cyborg.\Wait, if that's how it works, won't I be like the Caped Baldy? response:	Aside from being ranked by ability,
context: We are both ranked last in our classes.\Right now, we are still listed as Genos and Saitama,\but as we perform more heroic acts, we will acquire hero names.\Hero names? What are those?\I believe they are like nicknames that capture a hero's characteristics.\For example, I might be the Blond Cyborg.\Wait, if that's how it works, won't I be like the Caped Baldy?\Aside from being ranked by ability, response:	you can also be ranked by popularity.
context: Right now, we are still listed as Genos and Saitama,\but as we perform more heroic acts, we will acquire hero names.\Hero names? What are those?\I believe they are like nicknames that capture a hero's characteristics.\For example, I might be the Blond Cyborg.\Wait, if that's how it works, won't I be like the Caped Baldy?\Aside from being ranked by ability,\you can also be ranked by popularity. response:	There are some heroes that have fan clubs.
context: but as we perform more heroic acts, we will acquire hero names.\Hero names? What are those?\I believe they are like nicknames that capture a hero's characteristics.\For example, I might be the Blond Cyborg.\Wait, if that's how it works, won't I be like the Caped Baldy?\Aside from being ranked by ability,\you can also be ranked by popularity.\There are some heroes that have fan clubs. response:	Well, no one cares about that.
context: Hero names? What are those?\I believe they are like nicknames that capture a hero's characteristics.\For example, I might be the Blond Cyborg.\Wait, if that's how it works, won't I be like the Caped Baldy?\Aside from being ranked by ability,\you can also be ranked by popularity.\There are some heroes that have fan clubs.\Well, no one cares about that. response:	Wha?!
context: I believe they are like nicknames that capture a hero's characteristics.\For example, I might be the Blond Cyborg.\Wait, if that's how it works, won't I be like the Caped Baldy?\Aside from being ranked by ability,\you can also be ranked by popularity.\There are some heroes that have fan clubs.\Well, no one cares about that.\Wha?! response:	Thank you for agreeing to my unreasonable request today.
context: For example, I might be the Blond Cyborg.\Wait, if that's how it works, won't I be like the Caped Baldy?\Aside from being ranked by ability,\you can also be ranked by popularity.\There are some heroes that have fan clubs.\Well, no one cares about that.\Wha?!\Thank you for agreeing to my unreasonable request today. response:	Yeah, well I did promise to make you my disciple
context: Wait, if that's how it works, won't I be like the Caped Baldy?\Aside from being ranked by ability,\you can also be ranked by popularity.\There are some heroes that have fan clubs.\Well, no one cares about that.\Wha?!\Thank you for agreeing to my unreasonable request today.\Yeah, well I did promise to make you my disciple response:	Is right here good?
context: Aside from being ranked by ability,\you can also be ranked by popularity.\There are some heroes that have fan clubs.\Well, no one cares about that.\Wha?!\Thank you for agreeing to my unreasonable request today.\Yeah, well I did promise to make you my disciple\Is right here good? response:	Yes
context: you can also be ranked by popularity.\There are some heroes that have fan clubs.\Well, no one cares about that.\Wha?!\Thank you for agreeing to my unreasonable request today.\Yeah, well I did promise to make you my disciple\Is right here good?\Yes response:	So we're just having a practice bout, right?
context: There are some heroes that have fan clubs.\Well, no one cares about that.\Wha?!\Thank you for agreeing to my unreasonable request today.\Yeah, well I did promise to make you my disciple\Is right here good?\Yes\So we're just having a practice bout, right? response:	Not fighting for real?
context: Well, no one cares about that.\Wha?!\Thank you for agreeing to my unreasonable request today.\Yeah, well I did promise to make you my disciple\Is right here good?\Yes\So we're just having a practice bout, right?\Not fighting for real? response:	Yes, that's what I have in mind.
context: Wha?!\Thank you for agreeing to my unreasonable request today.\Yeah, well I did promise to make you my disciple\Is right here good?\Yes\So we're just having a practice bout, right?\Not fighting for real?\Yes, that's what I have in mind. response:	Please grant my request.
context: Thank you for agreeing to my unreasonable request today.\Yeah, well I did promise to make you my disciple\Is right here good?\Yes\So we're just having a practice bout, right?\Not fighting for real?\Yes, that's what I have in mind.\Please grant my request. response:	That was close
context: Yeah, well I did promise to make you my disciple\Is right here good?\Yes\So we're just having a practice bout, right?\Not fighting for real?\Yes, that's what I have in mind.\Please grant my request.\That was close response:	My clothes could have got burnt up again.
context: Is right here good?\Yes\So we're just having a practice bout, right?\Not fighting for real?\Yes, that's what I have in mind.\Please grant my request.\That was close\My clothes could have got burnt up again. response:	I need more speed!
context: Yes\So we're just having a practice bout, right?\Not fighting for real?\Yes, that's what I have in mind.\Please grant my request.\That was close\My clothes could have got burnt up again.\I need more speed! response:	He's gone?
context: So we're just having a practice bout, right?\Not fighting for real?\Yes, that's what I have in mind.\Please grant my request.\That was close\My clothes could have got burnt up again.\I need more speed!\He's gone? response:	Have I been chasing his afterimage this whole time?
context: Not fighting for real?\Yes, that's what I have in mind.\Please grant my request.\That was close\My clothes could have got burnt up again.\I need more speed!\He's gone?\Have I been chasing his afterimage this whole time? response:	There!
context: Yes, that's what I have in mind.\Please grant my request.\That was close\My clothes could have got burnt up again.\I need more speed!\He's gone?\Have I been chasing his afterimage this whole time?\There! response:	Incinerate!
context: Please grant my request.\That was close\My clothes could have got burnt up again.\I need more speed!\He's gone?\Have I been chasing his afterimage this whole time?\There!\Incinerate! response:	I got him this time.
context: That was close\My clothes could have got burnt up again.\I need more speed!\He's gone?\Have I been chasing his afterimage this whole time?\There!\Incinerate!\I got him this time. response:	Master will have to take me more seriously now
context: My clothes could have got burnt up again.\I need more speed!\He's gone?\Have I been chasing his afterimage this whole time?\There!\Incinerate!\I got him this time.\Master will have to take me more seriously now response:	Behind
context: I need more speed!\He's gone?\Have I been chasing his afterimage this whole time?\There!\Incinerate!\I got him this time.\Master will have to take me more seriously now\Behind response:	Okay, I win.
context: He's gone?\Have I been chasing his afterimage this whole time?\There!\Incinerate!\I got him this time.\Master will have to take me more seriously now\Behind\Okay, I win. response:	Master
context: Have I been chasing his afterimage this whole time?\There!\Incinerate!\I got him this time.\Master will have to take me more seriously now\Behind\Okay, I win.\Master response:	Yah?
context: There!\Incinerate!\I got him this time.\Master will have to take me more seriously now\Behind\Okay, I win.\Master\Yah? response:	Have you forgotten the rules of the bout?
context: Incinerate!\I got him this time.\Master will have to take me more seriously now\Behind\Okay, I win.\Master\Yah?\Have you forgotten the rules of the bout? response:	Dodge any attack you are able to dodge.
context: I got him this time.\Master will have to take me more seriously now\Behind\Okay, I win.\Master\Yah?\Have you forgotten the rules of the bout?\Dodge any attack you are able to dodge. response:	Take it seriously and no fooling around.
context: Master will have to take me more seriously now\Behind\Okay, I win.\Master\Yah?\Have you forgotten the rules of the bout?\Dodge any attack you are able to dodge.\Take it seriously and no fooling around. response:	Do not hold back.
context: Behind\Okay, I win.\Master\Yah?\Have you forgotten the rules of the bout?\Dodge any attack you are able to dodge.\Take it seriously and no fooling around.\Do not hold back. response:	And
context: Okay, I win.\Master\Yah?\Have you forgotten the rules of the bout?\Dodge any attack you are able to dodge.\Take it seriously and no fooling around.\Do not hold back.\And response:	keep fighting until I am no longer able to fight.
context: Master\Yah?\Have you forgotten the rules of the bout?\Dodge any attack you are able to dodge.\Take it seriously and no fooling around.\Do not hold back.\And\keep fighting until I am no longer able to fight. response:	Even Master Saitama himself cannot explain.
context: Yah?\Have you forgotten the rules of the bout?\Dodge any attack you are able to dodge.\Take it seriously and no fooling around.\Do not hold back.\And\keep fighting until I am no longer able to fight.\Even Master Saitama himself cannot explain. response:	The secret to his power
context: Have you forgotten the rules of the bout?\Dodge any attack you are able to dodge.\Take it seriously and no fooling around.\Do not hold back.\And\keep fighting until I am no longer able to fight.\Even Master Saitama himself cannot explain.\The secret to his power response:	This fight may give me some insight into it.
context: Dodge any attack you are able to dodge.\Take it seriously and no fooling around.\Do not hold back.\And\keep fighting until I am no longer able to fight.\Even Master Saitama himself cannot explain.\The secret to his power\This fight may give me some insight into it. response:	Show me no mercy.
context: Take it seriously and no fooling around.\Do not hold back.\And\keep fighting until I am no longer able to fight.\Even Master Saitama himself cannot explain.\The secret to his power\This fight may give me some insight into it.\Show me no mercy. response:	Those were the rules, Master
context: Do not hold back.\And\keep fighting until I am no longer able to fight.\Even Master Saitama himself cannot explain.\The secret to his power\This fight may give me some insight into it.\Show me no mercy.\Those were the rules, Master response:	What the?!
context: And\keep fighting until I am no longer able to fight.\Even Master Saitama himself cannot explain.\The secret to his power\This fight may give me some insight into it.\Show me no mercy.\Those were the rules, Master\What the?! response:	DEATH
context: keep fighting until I am no longer able to fight.\Even Master Saitama himself cannot explain.\The secret to his power\This fight may give me some insight into it.\Show me no mercy.\Those were the rules, Master\What the?!\DEATH response:	I'm starving. Time for lunch.
context: Even Master Saitama himself cannot explain.\The secret to his power\This fight may give me some insight into it.\Show me no mercy.\Those were the rules, Master\What the?!\DEATH\I'm starving. Time for lunch. response:	Let's grab some udon noodles.
context: The secret to his power\This fight may give me some insight into it.\Show me no mercy.\Those were the rules, Master\What the?!\DEATH\I'm starving. Time for lunch.\Let's grab some udon noodles. response:	Okay
context: This fight may give me some insight into it.\Show me no mercy.\Those were the rules, Master\What the?!\DEATH\I'm starving. Time for lunch.\Let's grab some udon noodles.\Okay response:	I am prepared to do anything in order to become stronger.
context: Show me no mercy.\Those were the rules, Master\What the?!\DEATH\I'm starving. Time for lunch.\Let's grab some udon noodles.\Okay\I am prepared to do anything in order to become stronger. response:	But
context: Those were the rules, Master\What the?!\DEATH\I'm starving. Time for lunch.\Let's grab some udon noodles.\Okay\I am prepared to do anything in order to become stronger.\But response:	I can't picture myself even approaching Master's power.
context: What the?!\DEATH\I'm starving. Time for lunch.\Let's grab some udon noodles.\Okay\I am prepared to do anything in order to become stronger.\But\I can't picture myself even approaching Master's power. response:	Not at all
context: DEATH\I'm starving. Time for lunch.\Let's grab some udon noodles.\Okay\I am prepared to do anything in order to become stronger.\But\I can't picture myself even approaching Master's power.\Not at all response:	He's on a different level.
context: I'm starving. Time for lunch.\Let's grab some udon noodles.\Okay\I am prepared to do anything in order to become stronger.\But\I can't picture myself even approaching Master's power.\Not at all\He's on a different level. response:	What's the matter? You don't like udon?
context: Let's grab some udon noodles.\Okay\I am prepared to do anything in order to become stronger.\But\I can't picture myself even approaching Master's power.\Not at all\He's on a different level.\What's the matter? You don't like udon? response:	I see, that's his location? Thanks, I'll head there now.
context: Okay\I am prepared to do anything in order to become stronger.\But\I can't picture myself even approaching Master's power.\Not at all\He's on a different level.\What's the matter? You don't like udon?\I see, that's his location? Thanks, I'll head there now. response:	No, don't worry.
context: I am prepared to do anything in order to become stronger.\But\I can't picture myself even approaching Master's power.\Not at all\He's on a different level.\What's the matter? You don't like udon?\I see, that's his location? Thanks, I'll head there now.\No, don't worry. response:	I'm just going to let him know what the industry expects of him.
context: But\I can't picture myself even approaching Master's power.\Not at all\He's on a different level.\What's the matter? You don't like udon?\I see, that's his location? Thanks, I'll head there now.\No, don't worry.\I'm just going to let him know what the industry expects of him. response:	I'm glad you like udon.
context: I can't picture myself even approaching Master's power.\Not at all\He's on a different level.\What's the matter? You don't like udon?\I see, that's his location? Thanks, I'll head there now.\No, don't worry.\I'm just going to let him know what the industry expects of him.\I'm glad you like udon. response:	Yes, I'm not very picky.
context: Not at all\He's on a different level.\What's the matter? You don't like udon?\I see, that's his location? Thanks, I'll head there now.\No, don't worry.\I'm just going to let him know what the industry expects of him.\I'm glad you like udon.\Yes, I'm not very picky. response:	Well, I'm also kinda low on funds right now
context: He's on a different level.\What's the matter? You don't like udon?\I see, that's his location? Thanks, I'll head there now.\No, don't worry.\I'm just going to let him know what the industry expects of him.\I'm glad you like udon.\Yes, I'm not very picky.\Well, I'm also kinda low on funds right now response:	Hey, how about another match, Genos?
context: What's the matter? You don't like udon?\I see, that's his location? Thanks, I'll head there now.\No, don't worry.\I'm just going to let him know what the industry expects of him.\I'm glad you like udon.\Yes, I'm not very picky.\Well, I'm also kinda low on funds right now\Hey, how about another match, Genos? response:	SUPER-SPICY MEGA-MONSTER UDON CHALLENGE PRIZE: Y50,000 FAILURE: Y10,000
context: I see, that's his location? Thanks, I'll head there now.\No, don't worry.\I'm just going to let him know what the industry expects of him.\I'm glad you like udon.\Yes, I'm not very picky.\Well, I'm also kinda low on funds right now\Hey, how about another match, Genos?\SUPER-SPICY MEGA-MONSTER UDON CHALLENGE PRIZE: Y50,000 FAILURE: Y10,000 response:	That's insane!
context: No, don't worry.\I'm just going to let him know what the industry expects of him.\I'm glad you like udon.\Yes, I'm not very picky.\Well, I'm also kinda low on funds right now\Hey, how about another match, Genos?\SUPER-SPICY MEGA-MONSTER UDON CHALLENGE PRIZE: Y50,000 FAILURE: Y10,000\That's insane! response:	No way!
context: I'm just going to let him know what the industry expects of him.\I'm glad you like udon.\Yes, I'm not very picky.\Well, I'm also kinda low on funds right now\Hey, how about another match, Genos?\SUPER-SPICY MEGA-MONSTER UDON CHALLENGE PRIZE: Y50,000 FAILURE: Y10,000\That's insane!\No way! response:	I give up
context: I'm glad you like udon.\Yes, I'm not very picky.\Well, I'm also kinda low on funds right now\Hey, how about another match, Genos?\SUPER-SPICY MEGA-MONSTER UDON CHALLENGE PRIZE: Y50,000 FAILURE: Y10,000\That's insane!\No way!\I give up response:	Is that it?
context: Yes, I'm not very picky.\Well, I'm also kinda low on funds right now\Hey, how about another match, Genos?\SUPER-SPICY MEGA-MONSTER UDON CHALLENGE PRIZE: Y50,000 FAILURE: Y10,000\That's insane!\No way!\I give up\Is that it? response:	Man, you're awesome!
context: Well, I'm also kinda low on funds right now\Hey, how about another match, Genos?\SUPER-SPICY MEGA-MONSTER UDON CHALLENGE PRIZE: Y50,000 FAILURE: Y10,000\That's insane!\No way!\I give up\Is that it?\Man, you're awesome! response:	You must be Genos.
context: Hey, how about another match, Genos?\SUPER-SPICY MEGA-MONSTER UDON CHALLENGE PRIZE: Y50,000 FAILURE: Y10,000\That's insane!\No way!\I give up\Is that it?\Man, you're awesome!\You must be Genos. response:	I'm Amai Mask, class A rank 1.
