context: Halloween? response:	Yeah, Halloween!
context: What happened to your hair?\I cut it all off!\What do you think?\Skinheads are popular nowadays!\That's a monk's buzzcut, you know...\No skinhead looks like that.\No way, An-chan!\The barber said, Right, skinhead. Skinhead. then cut it with his clipper. response:	He even asked how short I wanted it.
context: I cut it all off!\What do you think?\Skinheads are popular nowadays!\That's a monk's buzzcut, you know...\No skinhead looks like that.\No way, An-chan!\The barber said, Right, skinhead. Skinhead. then cut it with his clipper.\He even asked how short I wanted it. response:	That's a totally different hairstyle.
context: What do you think?\Skinheads are popular nowadays!\That's a monk's buzzcut, you know...\No skinhead looks like that.\No way, An-chan!\The barber said, Right, skinhead. Skinhead. then cut it with his clipper.\He even asked how short I wanted it.\That's a totally different hairstyle. response:	You're supposed to use a special razor for that.
context: Skinheads are popular nowadays!\That's a monk's buzzcut, you know...\No skinhead looks like that.\No way, An-chan!\The barber said, Right, skinhead. Skinhead. then cut it with his clipper.\He even asked how short I wanted it.\That's a totally different hairstyle.\You're supposed to use a special razor for that. response:	Not that I know much about it...
context: That's a monk's buzzcut, you know...\No skinhead looks like that.\No way, An-chan!\The barber said, Right, skinhead. Skinhead. then cut it with his clipper.\He even asked how short I wanted it.\That's a totally different hairstyle.\You're supposed to use a special razor for that.\Not that I know much about it... response:	No way!!
context: No skinhead looks like that.\No way, An-chan!\The barber said, Right, skinhead. Skinhead. then cut it with his clipper.\He even asked how short I wanted it.\That's a totally different hairstyle.\You're supposed to use a special razor for that.\Not that I know much about it...\No way!! response:	That barber ripped me off!
context: No way, An-chan!\The barber said, Right, skinhead. Skinhead. then cut it with his clipper.\He even asked how short I wanted it.\That's a totally different hairstyle.\You're supposed to use a special razor for that.\Not that I know much about it...\No way!!\That barber ripped me off! response:	I thought so!
context: The barber said, Right, skinhead. Skinhead. then cut it with his clipper.\He even asked how short I wanted it.\That's a totally different hairstyle.\You're supposed to use a special razor for that.\Not that I know much about it...\No way!!\That barber ripped me off!\I thought so! response:	Ever since you came back with that I've been wanting to say,
context: He even asked how short I wanted it.\That's a totally different hairstyle.\You're supposed to use a special razor for that.\Not that I know much about it...\No way!!\That barber ripped me off!\I thought so!\Ever since you came back with that I've been wanting to say, response:	There's no skin there!
context: That's a totally different hairstyle.\You're supposed to use a special razor for that.\Not that I know much about it...\No way!!\That barber ripped me off!\I thought so!\Ever since you came back with that I've been wanting to say,\There's no skin there! response:	for the longest time!
context: You're supposed to use a special razor for that.\Not that I know much about it...\No way!!\That barber ripped me off!\I thought so!\Ever since you came back with that I've been wanting to say,\There's no skin there!\for the longest time! response:	You should have just told him...
context: Not that I know much about it...\No way!!\That barber ripped me off!\I thought so!\Ever since you came back with that I've been wanting to say,\There's no skin there!\for the longest time!\You should have just told him... response:	You cut your hair on a whim so you got what's coming to you!
context: No way!!\That barber ripped me off!\I thought so!\Ever since you came back with that I've been wanting to say,\There's no skin there!\for the longest time!\You should have just told him...\You cut your hair on a whim so you got what's coming to you! response:	Stupid Rock!
context: That barber ripped me off!\I thought so!\Ever since you came back with that I've been wanting to say,\There's no skin there!\for the longest time!\You should have just told him...\You cut your hair on a whim so you got what's coming to you!\Stupid Rock! response:	Rock?
context: I thought so!\Ever since you came back with that I've been wanting to say,\There's no skin there!\for the longest time!\You should have just told him...\You cut your hair on a whim so you got what's coming to you!\Stupid Rock!\Rock? response:	Hey, get this!
context: Ever since you came back with that I've been wanting to say,\There's no skin there!\for the longest time!\You should have just told him...\You cut your hair on a whim so you got what's coming to you!\Stupid Rock!\Rock?\Hey, get this! response:	When he got back from the barber he was all like,
context: There's no skin there!\for the longest time!\You should have just told him...\You cut your hair on a whim so you got what's coming to you!\Stupid Rock!\Rock?\Hey, get this!\When he got back from the barber he was all like, response:	Check out my awesome hairstyle! From now on you can call me Rock!
context: for the longest time!\You should have just told him...\You cut your hair on a whim so you got what's coming to you!\Stupid Rock!\Rock?\Hey, get this!\When he got back from the barber he was all like,\Check out my awesome hairstyle! From now on you can call me Rock! response:	Your name's Iwao though...
context: You should have just told him...\You cut your hair on a whim so you got what's coming to you!\Stupid Rock!\Rock?\Hey, get this!\When he got back from the barber he was all like,\Check out my awesome hairstyle! From now on you can call me Rock!\Your name's Iwao though... response:	Tamura Iwao...
context: You cut your hair on a whim so you got what's coming to you!\Stupid Rock!\Rock?\Hey, get this!\When he got back from the barber he was all like,\Check out my awesome hairstyle! From now on you can call me Rock!\Your name's Iwao though...\Tamura Iwao... response:	Adults are all liars!
context: Stupid Rock!\Rock?\Hey, get this!\When he got back from the barber he was all like,\Check out my awesome hairstyle! From now on you can call me Rock!\Your name's Iwao though...\Tamura Iwao...\Adults are all liars! response:	Don't trust those over-50s!
context: Rock?\Hey, get this!\When he got back from the barber he was all like,\Check out my awesome hairstyle! From now on you can call me Rock!\Your name's Iwao though...\Tamura Iwao...\Adults are all liars!\Don't trust those over-50s! response:	These are really elaborate...
context: Hey, get this!\When he got back from the barber he was all like,\Check out my awesome hairstyle! From now on you can call me Rock!\Your name's Iwao though...\Tamura Iwao...\Adults are all liars!\Don't trust those over-50s!\These are really elaborate... response:	Right?
context: When he got back from the barber he was all like,\Check out my awesome hairstyle! From now on you can call me Rock!\Your name's Iwao though...\Tamura Iwao...\Adults are all liars!\Don't trust those over-50s!\These are really elaborate...\Right? response:	P-Please go ahead and try some!
context: Check out my awesome hairstyle! From now on you can call me Rock!\Your name's Iwao though...\Tamura Iwao...\Adults are all liars!\Don't trust those over-50s!\These are really elaborate...\Right?\P-Please go ahead and try some! response:	S-Sure...
context: Your name's Iwao though...\Tamura Iwao...\Adults are all liars!\Don't trust those over-50s!\These are really elaborate...\Right?\P-Please go ahead and try some!\S-Sure... response:	It's great!
context: Tamura Iwao...\Adults are all liars!\Don't trust those over-50s!\These are really elaborate...\Right?\P-Please go ahead and try some!\S-Sure...\It's great! response:	Really?
context: Adults are all liars!\Don't trust those over-50s!\These are really elaborate...\Right?\P-Please go ahead and try some!\S-Sure...\It's great!\Really? response:	You put actual pumpkin inside?
context: Don't trust those over-50s!\These are really elaborate...\Right?\P-Please go ahead and try some!\S-Sure...\It's great!\Really?\You put actual pumpkin inside? response:	Yeah! You can tell?
context: These are really elaborate...\Right?\P-Please go ahead and try some!\S-Sure...\It's great!\Really?\You put actual pumpkin inside?\Yeah! You can tell? response:	Did you make these?
context: Right?\P-Please go ahead and try some!\S-Sure...\It's great!\Really?\You put actual pumpkin inside?\Yeah! You can tell?\Did you make these? response:	Why?
context: P-Please go ahead and try some!\S-Sure...\It's great!\Really?\You put actual pumpkin inside?\Yeah! You can tell?\Did you make these?\Why? response:	Well, you wanted to know what I thought...
context: S-Sure...\It's great!\Really?\You put actual pumpkin inside?\Yeah! You can tell?\Did you make these?\Why?\Well, you wanted to know what I thought... response:	Yeah, I made them...
context: It's great!\Really?\You put actual pumpkin inside?\Yeah! You can tell?\Did you make these?\Why?\Well, you wanted to know what I thought...\Yeah, I made them... response:	I'm so glad you like them!
context: Really?\You put actual pumpkin inside?\Yeah! You can tell?\Did you make these?\Why?\Well, you wanted to know what I thought...\Yeah, I made them...\I'm so glad you like them! response:	Yeah...
context: You put actual pumpkin inside?\Yeah! You can tell?\Did you make these?\Why?\Well, you wanted to know what I thought...\Yeah, I made them...\I'm so glad you like them!\Yeah... response:	Why don't you two just get married already?
context: Yeah! You can tell?\Did you make these?\Why?\Well, you wanted to know what I thought...\Yeah, I made them...\I'm so glad you like them!\Yeah...\Why don't you two just get married already? response:	Grandpa!
context: Did you make these?\Why?\Well, you wanted to know what I thought...\Yeah, I made them...\I'm so glad you like them!\Yeah...\Why don't you two just get married already?\Grandpa! response:	Sometimes even he makes sense.
context: Why?\Well, you wanted to know what I thought...\Yeah, I made them...\I'm so glad you like them!\Yeah...\Why don't you two just get married already?\Grandpa!\Sometimes even he makes sense. response:	Oh, stop that you two!
context: Well, you wanted to know what I thought...\Yeah, I made them...\I'm so glad you like them!\Yeah...\Why don't you two just get married already?\Grandpa!\Sometimes even he makes sense.\Oh, stop that you two! response:	Kyou-chan, let's go to my room.
context: Yeah, I made them...\I'm so glad you like them!\Yeah...\Why don't you two just get married already?\Grandpa!\Sometimes even he makes sense.\Oh, stop that you two!\Kyou-chan, let's go to my room. response:	Sure...
context: I'm so glad you like them!\Yeah...\Why don't you two just get married already?\Grandpa!\Sometimes even he makes sense.\Oh, stop that you two!\Kyou-chan, let's go to my room.\Sure... response:	Woo! Getting hot up there!
context: Yeah...\Why don't you two just get married already?\Grandpa!\Sometimes even he makes sense.\Oh, stop that you two!\Kyou-chan, let's go to my room.\Sure...\Woo! Getting hot up there! response:	That's so old...
context: Why don't you two just get married already?\Grandpa!\Sometimes even he makes sense.\Oh, stop that you two!\Kyou-chan, let's go to my room.\Sure...\Woo! Getting hot up there!\That's so old... response:	Oh, really?
context: Grandpa!\Sometimes even he makes sense.\Oh, stop that you two!\Kyou-chan, let's go to my room.\Sure...\Woo! Getting hot up there!\That's so old...\Oh, really? response:	Wait here a second.
context: Sometimes even he makes sense.\Oh, stop that you two!\Kyou-chan, let's go to my room.\Sure...\Woo! Getting hot up there!\That's so old...\Oh, really?\Wait here a second. response:	You need to hide something?
context: Oh, stop that you two!\Kyou-chan, let's go to my room.\Sure...\Woo! Getting hot up there!\That's so old...\Oh, really?\Wait here a second.\You need to hide something? response:	Oh, come on!
context: Kyou-chan, let's go to my room.\Sure...\Woo! Getting hot up there!\That's so old...\Oh, really?\Wait here a second.\You need to hide something?\Oh, come on! response:	Yeah, I guess this isn't her we're talking about.
context: Sure...\Woo! Getting hot up there!\That's so old...\Oh, really?\Wait here a second.\You need to hide something?\Oh, come on!\Yeah, I guess this isn't her we're talking about. response:	What was that??
context: Woo! Getting hot up there!\That's so old...\Oh, really?\Wait here a second.\You need to hide something?\Oh, come on!\Yeah, I guess this isn't her we're talking about.\What was that?? response:	I knew it!
context: That's so old...\Oh, really?\Wait here a second.\You need to hide something?\Oh, come on!\Yeah, I guess this isn't her we're talking about.\What was that??\I knew it! response:	Nothing's really changed here...
context: Oh, really?\Wait here a second.\You need to hide something?\Oh, come on!\Yeah, I guess this isn't her we're talking about.\What was that??\I knew it!\Nothing's really changed here... response:	Stop staring!
context: Wait here a second.\You need to hide something?\Oh, come on!\Yeah, I guess this isn't her we're talking about.\What was that??\I knew it!\Nothing's really changed here...\Stop staring! response:	Its embarrassing...
context: You need to hide something?\Oh, come on!\Yeah, I guess this isn't her we're talking about.\What was that??\I knew it!\Nothing's really changed here...\Stop staring!\Its embarrassing... response:	Um... what should we do?
context: Oh, come on!\Yeah, I guess this isn't her we're talking about.\What was that??\I knew it!\Nothing's really changed here...\Stop staring!\Its embarrassing...\Um... what should we do? response:	Sleep.
context: Yeah, I guess this isn't her we're talking about.\What was that??\I knew it!\Nothing's really changed here...\Stop staring!\Its embarrassing...\Um... what should we do?\Sleep. response:	I think I've been staying up late studying too much these days.
context: What was that??\I knew it!\Nothing's really changed here...\Stop staring!\Its embarrassing...\Um... what should we do?\Sleep.\I think I've been staying up late studying too much these days. response:	I feel like just relaxing and taking a nap.
context: I knew it!\Nothing's really changed here...\Stop staring!\Its embarrassing...\Um... what should we do?\Sleep.\I think I've been staying up late studying too much these days.\I feel like just relaxing and taking a nap. response:	That okay?
context: Nothing's really changed here...\Stop staring!\Its embarrassing...\Um... what should we do?\Sleep.\I think I've been staying up late studying too much these days.\I feel like just relaxing and taking a nap.\That okay? response:	So that's what you meant...
context: Stop staring!\Its embarrassing...\Um... what should we do?\Sleep.\I think I've been staying up late studying too much these days.\I feel like just relaxing and taking a nap.\That okay?\So that's what you meant... response:	No studying allowed.
context: Its embarrassing...\Um... what should we do?\Sleep.\I think I've been staying up late studying too much these days.\I feel like just relaxing and taking a nap.\That okay?\So that's what you meant...\No studying allowed. response:	I even left my textbooks at school.
context: Um... what should we do?\Sleep.\I think I've been staying up late studying too much these days.\I feel like just relaxing and taking a nap.\That okay?\So that's what you meant...\No studying allowed.\I even left my textbooks at school. response:	I see...
context: Sleep.\I think I've been staying up late studying too much these days.\I feel like just relaxing and taking a nap.\That okay?\So that's what you meant...\No studying allowed.\I even left my textbooks at school.\I see... response:	Let's just relax then.
context: I think I've been staying up late studying too much these days.\I feel like just relaxing and taking a nap.\That okay?\So that's what you meant...\No studying allowed.\I even left my textbooks at school.\I see...\Let's just relax then. response:	I'll go get some tea.
context: I feel like just relaxing and taking a nap.\That okay?\So that's what you meant...\No studying allowed.\I even left my textbooks at school.\I see...\Let's just relax then.\I'll go get some tea. response:	Kay.
context: That okay?\So that's what you meant...\No studying allowed.\I even left my textbooks at school.\I see...\Let's just relax then.\I'll go get some tea.\Kay. response:	Don't you need to help prepare for the fair?
context: So that's what you meant...\No studying allowed.\I even left my textbooks at school.\I see...\Let's just relax then.\I'll go get some tea.\Kay.\Don't you need to help prepare for the fair? response:	Yeah, but that'll be after the shop closes.
context: No studying allowed.\I even left my textbooks at school.\I see...\Let's just relax then.\I'll go get some tea.\Kay.\Don't you need to help prepare for the fair?\Yeah, but that'll be after the shop closes. response:	The whole family will be working on it.
context: I even left my textbooks at school.\I see...\Let's just relax then.\I'll go get some tea.\Kay.\Don't you need to help prepare for the fair?\Yeah, but that'll be after the shop closes.\The whole family will be working on it. response:	I'll lend a hand then.
context: I see...\Let's just relax then.\I'll go get some tea.\Kay.\Don't you need to help prepare for the fair?\Yeah, but that'll be after the shop closes.\The whole family will be working on it.\I'll lend a hand then. response:	Really?
context: Let's just relax then.\I'll go get some tea.\Kay.\Don't you need to help prepare for the fair?\Yeah, but that'll be after the shop closes.\The whole family will be working on it.\I'll lend a hand then.\Really? response:	That'd be a great help!
context: I'll go get some tea.\Kay.\Don't you need to help prepare for the fair?\Yeah, but that'll be after the shop closes.\The whole family will be working on it.\I'll lend a hand then.\Really?\That'd be a great help! response:	But aren't you tired?
context: Kay.\Don't you need to help prepare for the fair?\Yeah, but that'll be after the shop closes.\The whole family will be working on it.\I'll lend a hand then.\Really?\That'd be a great help!\But aren't you tired? response:	It's fine.
context: Don't you need to help prepare for the fair?\Yeah, but that'll be after the shop closes.\The whole family will be working on it.\I'll lend a hand then.\Really?\That'd be a great help!\But aren't you tired?\It's fine. response:	Don't worry about me.
context: Yeah, but that'll be after the shop closes.\The whole family will be working on it.\I'll lend a hand then.\Really?\That'd be a great help!\But aren't you tired?\It's fine.\Don't worry about me. response:	Thanks so much!
context: The whole family will be working on it.\I'll lend a hand then.\Really?\That'd be a great help!\But aren't you tired?\It's fine.\Don't worry about me.\Thanks so much! response:	It's not exactly payment, but you can have dinner here then.
context: I'll lend a hand then.\Really?\That'd be a great help!\But aren't you tired?\It's fine.\Don't worry about me.\Thanks so much!\It's not exactly payment, but you can have dinner here then. response:	Look, a tea stalk is standing.
context: Really?\That'd be a great help!\But aren't you tired?\It's fine.\Don't worry about me.\Thanks so much!\It's not exactly payment, but you can have dinner here then.\Look, a tea stalk is standing. response:	Hey, neat.
context: That'd be a great help!\But aren't you tired?\It's fine.\Don't worry about me.\Thanks so much!\It's not exactly payment, but you can have dinner here then.\Look, a tea stalk is standing.\Hey, neat. response:	Woah, this is heavy!
context: But aren't you tired?\It's fine.\Don't worry about me.\Thanks so much!\It's not exactly payment, but you can have dinner here then.\Look, a tea stalk is standing.\Hey, neat.\Woah, this is heavy! response:	Ah, thanks.
context: It's fine.\Don't worry about me.\Thanks so much!\It's not exactly payment, but you can have dinner here then.\Look, a tea stalk is standing.\Hey, neat.\Woah, this is heavy!\Ah, thanks. response:	What the heck are you doing?
context: Don't worry about me.\Thanks so much!\It's not exactly payment, but you can have dinner here then.\Look, a tea stalk is standing.\Hey, neat.\Woah, this is heavy!\Ah, thanks.\What the heck are you doing? response:	An-chan, I understand now.
context: Thanks so much!\It's not exactly payment, but you can have dinner here then.\Look, a tea stalk is standing.\Hey, neat.\Woah, this is heavy!\Ah, thanks.\What the heck are you doing?\An-chan, I understand now. response:	Rock isn't how you look...
context: It's not exactly payment, but you can have dinner here then.\Look, a tea stalk is standing.\Hey, neat.\Woah, this is heavy!\Ah, thanks.\What the heck are you doing?\An-chan, I understand now.\Rock isn't how you look... response:	It's a way of life!
context: Look, a tea stalk is standing.\Hey, neat.\Woah, this is heavy!\Ah, thanks.\What the heck are you doing?\An-chan, I understand now.\Rock isn't how you look...\It's a way of life! response:	There's little difference between a skinhead and a short buzz!
context: Hey, neat.\Woah, this is heavy!\Ah, thanks.\What the heck are you doing?\An-chan, I understand now.\Rock isn't how you look...\It's a way of life!\There's little difference between a skinhead and a short buzz! response:	Tomorrow, I shout with all my soul!
context: Woah, this is heavy!\Ah, thanks.\What the heck are you doing?\An-chan, I understand now.\Rock isn't how you look...\It's a way of life!\There's little difference between a skinhead and a short buzz!\Tomorrow, I shout with all my soul! response:	And why are you playing a shamisen?
context: Ah, thanks.\What the heck are you doing?\An-chan, I understand now.\Rock isn't how you look...\It's a way of life!\There's little difference between a skinhead and a short buzz!\Tomorrow, I shout with all my soul!\And why are you playing a shamisen? response:	That's more like a biwa player than a rocker.
context: What the heck are you doing?\An-chan, I understand now.\Rock isn't how you look...\It's a way of life!\There's little difference between a skinhead and a short buzz!\Tomorrow, I shout with all my soul!\And why are you playing a shamisen?\That's more like a biwa player than a rocker. response:	We don't have a guitar
context: An-chan, I understand now.\Rock isn't how you look...\It's a way of life!\There's little difference between a skinhead and a short buzz!\Tomorrow, I shout with all my soul!\And why are you playing a shamisen?\That's more like a biwa player than a rocker.\We don't have a guitar response:	Help out.
context: Rock isn't how you look...\It's a way of life!\There's little difference between a skinhead and a short buzz!\Tomorrow, I shout with all my soul!\And why are you playing a shamisen?\That's more like a biwa player than a rocker.\We don't have a guitar\Help out. response:	Fine.
context: It's a way of life!\There's little difference between a skinhead and a short buzz!\Tomorrow, I shout with all my soul!\And why are you playing a shamisen?\That's more like a biwa player than a rocker.\We don't have a guitar\Help out.\Fine. response:	Man, I'm tired.
context: There's little difference between a skinhead and a short buzz!\Tomorrow, I shout with all my soul!\And why are you playing a shamisen?\That's more like a biwa player than a rocker.\We don't have a guitar\Help out.\Fine.\Man, I'm tired. response:	Good work, Kyou-chan.
context: Tomorrow, I shout with all my soul!\And why are you playing a shamisen?\That's more like a biwa player than a rocker.\We don't have a guitar\Help out.\Fine.\Man, I'm tired.\Good work, Kyou-chan. response:	Um... do you want dinner first or a bath first?
context: And why are you playing a shamisen?\That's more like a biwa player than a rocker.\We don't have a guitar\Help out.\Fine.\Man, I'm tired.\Good work, Kyou-chan.\Um... do you want dinner first or a bath first? response:	A bath?
context: That's more like a biwa player than a rocker.\We don't have a guitar\Help out.\Fine.\Man, I'm tired.\Good work, Kyou-chan.\Um... do you want dinner first or a bath first?\A bath? response:	It's been a while since you visited, so Grandpa and Grandma and Dad said you should stay over.
context: We don't have a guitar\Help out.\Fine.\Man, I'm tired.\Good work, Kyou-chan.\Um... do you want dinner first or a bath first?\A bath?\It's been a while since you visited, so Grandpa and Grandma and Dad said you should stay over. response:	Oh, I see.
context: Help out.\Fine.\Man, I'm tired.\Good work, Kyou-chan.\Um... do you want dinner first or a bath first?\A bath?\It's been a while since you visited, so Grandpa and Grandma and Dad said you should stay over.\Oh, I see. response:	Grandpa and Grandma and Dad are really happy to see you again.
context: Fine.\Man, I'm tired.\Good work, Kyou-chan.\Um... do you want dinner first or a bath first?\A bath?\It's been a while since you visited, so Grandpa and Grandma and Dad said you should stay over.\Oh, I see.\Grandpa and Grandma and Dad are really happy to see you again. response:	Grandpa's
context: Man, I'm tired.\Good work, Kyou-chan.\Um... do you want dinner first or a bath first?\A bath?\It's been a while since you visited, so Grandpa and Grandma and Dad said you should stay over.\Oh, I see.\Grandpa and Grandma and Dad are really happy to see you again.\Grandpa's response:	Grandpa and Grandma
context: Good work, Kyou-chan.\Um... do you want dinner first or a bath first?\A bath?\It's been a while since you visited, so Grandpa and Grandma and Dad said you should stay over.\Oh, I see.\Grandpa and Grandma and Dad are really happy to see you again.\Grandpa's\Grandpa and Grandma response:	Gra
context: Um... do you want dinner first or a bath first?\A bath?\It's been a while since you visited, so Grandpa and Grandma and Dad said you should stay over.\Oh, I see.\Grandpa and Grandma and Dad are really happy to see you again.\Grandpa's\Grandpa and Grandma\Gra response:	Grandpa had Grandma
context: A bath?\It's been a while since you visited, so Grandpa and Grandma and Dad said you should stay over.\Oh, I see.\Grandpa and Grandma and Dad are really happy to see you again.\Grandpa's\Grandpa and Grandma\Gra\Grandpa had Grandma response:	I get it, I'll sleep over.
context: It's been a while since you visited, so Grandpa and Grandma and Dad said you should stay over.\Oh, I see.\Grandpa and Grandma and Dad are really happy to see you again.\Grandpa's\Grandpa and Grandma\Gra\Grandpa had Grandma\I get it, I'll sleep over. response:	Are you sure?
context: Oh, I see.\Grandpa and Grandma and Dad are really happy to see you again.\Grandpa's\Grandpa and Grandma\Gra\Grandpa had Grandma\I get it, I'll sleep over.\Are you sure? response:	Well, yeah.
context: Grandpa and Grandma and Dad are really happy to see you again.\Grandpa's\Grandpa and Grandma\Gra\Grandpa had Grandma\I get it, I'll sleep over.\Are you sure?\Well, yeah. response:	Tomorrow's the weekend.
context: Grandpa's\Grandpa and Grandma\Gra\Grandpa had Grandma\I get it, I'll sleep over.\Are you sure?\Well, yeah.\Tomorrow's the weekend. response:	It's been so long since you slept over.
context: Grandpa and Grandma\Gra\Grandpa had Grandma\I get it, I'll sleep over.\Are you sure?\Well, yeah.\Tomorrow's the weekend.\It's been so long since you slept over. response:	I guess you're right.
context: Gra\Grandpa had Grandma\I get it, I'll sleep over.\Are you sure?\Well, yeah.\Tomorrow's the weekend.\It's been so long since you slept over.\I guess you're right. response:	I used to come over all the time too.
context: Grandpa had Grandma\I get it, I'll sleep over.\Are you sure?\Well, yeah.\Tomorrow's the weekend.\It's been so long since you slept over.\I guess you're right.\I used to come over all the time too. response:	It might be because, you know...
context: I get it, I'll sleep over.\Are you sure?\Well, yeah.\Tomorrow's the weekend.\It's been so long since you slept over.\I guess you're right.\I used to come over all the time too.\It might be because, you know... response:	You're that age now, so you get nervous staying at a girl's house.
context: Are you sure?\Well, yeah.\Tomorrow's the weekend.\It's been so long since you slept over.\I guess you're right.\I used to come over all the time too.\It might be because, you know...\You're that age now, so you get nervous staying at a girl's house. response:	Why would I get nervous staying at your place?
context: Well, yeah.\Tomorrow's the weekend.\It's been so long since you slept over.\I guess you're right.\I used to come over all the time too.\It might be because, you know...\You're that age now, so you get nervous staying at a girl's house.\Why would I get nervous staying at your place? response:	You don't?
context: Tomorrow's the weekend.\It's been so long since you slept over.\I guess you're right.\I used to come over all the time too.\It might be because, you know...\You're that age now, so you get nervous staying at a girl's house.\Why would I get nervous staying at your place?\You don't? response:	Of course not.
context: It's been so long since you slept over.\I guess you're right.\I used to come over all the time too.\It might be because, you know...\You're that age now, so you get nervous staying at a girl's house.\Why would I get nervous staying at your place?\You don't?\Of course not. response:	It's more relaxing here than at home.
context: I guess you're right.\I used to come over all the time too.\It might be because, you know...\You're that age now, so you get nervous staying at a girl's house.\Why would I get nervous staying at your place?\You don't?\Of course not.\It's more relaxing here than at home. response:	Huh?
context: I used to come over all the time too.\It might be because, you know...\You're that age now, so you get nervous staying at a girl's house.\Why would I get nervous staying at your place?\You don't?\Of course not.\It's more relaxing here than at home.\Huh? response:	What's wrong?
context: It might be because, you know...\You're that age now, so you get nervous staying at a girl's house.\Why would I get nervous staying at your place?\You don't?\Of course not.\It's more relaxing here than at home.\Huh?\What's wrong? response:	Nothing, I just thought it might be better that way.
context: You're that age now, so you get nervous staying at a girl's house.\Why would I get nervous staying at your place?\You don't?\Of course not.\It's more relaxing here than at home.\Huh?\What's wrong?\Nothing, I just thought it might be better that way. response:	Where is he?
context: Why would I get nervous staying at your place?\You don't?\Of course not.\It's more relaxing here than at home.\Huh?\What's wrong?\Nothing, I just thought it might be better that way.\Where is he? response:	He's staying at the Tamuras'.
context: You don't?\Of course not.\It's more relaxing here than at home.\Huh?\What's wrong?\Nothing, I just thought it might be better that way.\Where is he?\He's staying at the Tamuras'. response:	Honestly, he's always acting like a little kid.
context: Of course not.\It's more relaxing here than at home.\Huh?\What's wrong?\Nothing, I just thought it might be better that way.\Where is he?\He's staying at the Tamuras'.\Honestly, he's always acting like a little kid. response:	Did you talk to the parents?
context: It's more relaxing here than at home.\Huh?\What's wrong?\Nothing, I just thought it might be better that way.\Where is he?\He's staying at the Tamuras'.\Honestly, he's always acting like a little kid.\Did you talk to the parents? response:	Of course.
context: Huh?\What's wrong?\Nothing, I just thought it might be better that way.\Where is he?\He's staying at the Tamuras'.\Honestly, he's always acting like a little kid.\Did you talk to the parents?\Of course. response:	They said it'd help with their Halloween.
context: What's wrong?\Nothing, I just thought it might be better that way.\Where is he?\He's staying at the Tamuras'.\Honestly, he's always acting like a little kid.\Did you talk to the parents?\Of course.\They said it'd help with their Halloween. response:	Halloween?
context: Nothing, I just thought it might be better that way.\Where is he?\He's staying at the Tamuras'.\Honestly, he's always acting like a little kid.\Did you talk to the parents?\Of course.\They said it'd help with their Halloween.\Halloween? response:	Thanks for the food.
context: Where is he?\He's staying at the Tamuras'.\Honestly, he's always acting like a little kid.\Did you talk to the parents?\Of course.\They said it'd help with their Halloween.\Halloween?\Thanks for the food. response:	Yes.
context: He's staying at the Tamuras'.\Honestly, he's always acting like a little kid.\Did you talk to the parents?\Of course.\They said it'd help with their Halloween.\Halloween?\Thanks for the food.\Yes. response:	Thanks for the meal.
context: Honestly, he's always acting like a little kid.\Did you talk to the parents?\Of course.\They said it'd help with their Halloween.\Halloween?\Thanks for the food.\Yes.\Thanks for the meal. response:	An-chan, how do you play a C minor?
context: Did you talk to the parents?\Of course.\They said it'd help with their Halloween.\Halloween?\Thanks for the food.\Yes.\Thanks for the meal.\An-chan, how do you play a C minor? response:	There aren't any chords on a shamisen, you know...
context: Of course.\They said it'd help with their Halloween.\Halloween?\Thanks for the food.\Yes.\Thanks for the meal.\An-chan, how do you play a C minor?\There aren't any chords on a shamisen, you know... response:	Kyou-chan, Dad's about to get out of the bath. Do you want to take one next?
context: They said it'd help with their Halloween.\Halloween?\Thanks for the food.\Yes.\Thanks for the meal.\An-chan, how do you play a C minor?\There aren't any chords on a shamisen, you know...\Kyou-chan, Dad's about to get out of the bath. Do you want to take one next? response:	I can go last. You take one first.
context: Halloween?\Thanks for the food.\Yes.\Thanks for the meal.\An-chan, how do you play a C minor?\There aren't any chords on a shamisen, you know...\Kyou-chan, Dad's about to get out of the bath. Do you want to take one next?\I can go last. You take one first. response:	I'm fine going after you.
context: Thanks for the food.\Yes.\Thanks for the meal.\An-chan, how do you play a C minor?\There aren't any chords on a shamisen, you know...\Kyou-chan, Dad's about to get out of the bath. Do you want to take one next?\I can go last. You take one first.\I'm fine going after you. response:	No, you take one first.
context: Yes.\Thanks for the meal.\An-chan, how do you play a C minor?\There aren't any chords on a shamisen, you know...\Kyou-chan, Dad's about to get out of the bath. Do you want to take one next?\I can go last. You take one first.\I'm fine going after you.\No, you take one first. response:	Then how about taking one together?
context: Thanks for the meal.\An-chan, how do you play a C minor?\There aren't any chords on a shamisen, you know...\Kyou-chan, Dad's about to get out of the bath. Do you want to take one next?\I can go last. You take one first.\I'm fine going after you.\No, you take one first.\Then how about taking one together? response:	Kyou-chan, you're blushing!
context: An-chan, how do you play a C minor?\There aren't any chords on a shamisen, you know...\Kyou-chan, Dad's about to get out of the bath. Do you want to take one next?\I can go last. You take one first.\I'm fine going after you.\No, you take one first.\Then how about taking one together?\Kyou-chan, you're blushing! response:	Alright! Let's take one together!
