context: Kimi ni Todoke response:	Episode 11 TL
context: Aren't you lonely, drinking all the way out here by yourself?\So lonely!\Shut up!\Oh, it's our class.\What?\Strawberry time?\Now he's a confessed and successful Kazehaya!\Sadako! response:	This is just wonderful!
context: So lonely!\Shut up!\Oh, it's our class.\What?\Strawberry time?\Now he's a confessed and successful Kazehaya!\Sadako!\This is just wonderful! response:	Teacher!
context: Shut up!\Oh, it's our class.\What?\Strawberry time?\Now he's a confessed and successful Kazehaya!\Sadako!\This is just wonderful!\Teacher! response:	Kazehaya, come here a sec.
context: Oh, it's our class.\What?\Strawberry time?\Now he's a confessed and successful Kazehaya!\Sadako!\This is just wonderful!\Teacher!\Kazehaya, come here a sec. response:	What?
context: What?\Strawberry time?\Now he's a confessed and successful Kazehaya!\Sadako!\This is just wonderful!\Teacher!\Kazehaya, come here a sec.\What? response:	Just come on.
context: Strawberry time?\Now he's a confessed and successful Kazehaya!\Sadako!\This is just wonderful!\Teacher!\Kazehaya, come here a sec.\What?\Just come on. response:	Why?
context: Now he's a confessed and successful Kazehaya!\Sadako!\This is just wonderful!\Teacher!\Kazehaya, come here a sec.\What?\Just come on.\Why? response:	Let's go!
context: Sadako!\This is just wonderful!\Teacher!\Kazehaya, come here a sec.\What?\Just come on.\Why?\Let's go! response:	What's with them?
context: This is just wonderful!\Teacher!\Kazehaya, come here a sec.\What?\Just come on.\Why?\Let's go!\What's with them? response:	Were they really such good friends?
context: Teacher!\Kazehaya, come here a sec.\What?\Just come on.\Why?\Let's go!\What's with them?\Were they really such good friends? response:	Kuronuma.
context: Kazehaya, come here a sec.\What?\Just come on.\Why?\Let's go!\What's with them?\Were they really such good friends?\Kuronuma. response:	Kuronuma.
context: What?\Just come on.\Why?\Let's go!\What's with them?\Were they really such good friends?\Kuronuma.\Kuronuma. response:	Don't make Sadako cry anymore, now.
context: Just come on.\Why?\Let's go!\What's with them?\Were they really such good friends?\Kuronuma.\Kuronuma.\Don't make Sadako cry anymore, now. response:	Did you hear why Sadako was crying outside that day?
context: Why?\Let's go!\What's with them?\Were they really such good friends?\Kuronuma.\Kuronuma.\Don't make Sadako cry anymore, now.\Did you hear why Sadako was crying outside that day? response:	Cause she thought you liked someone!
context: Let's go!\What's with them?\Were they really such good friends?\Kuronuma.\Kuronuma.\Don't make Sadako cry anymore, now.\Did you hear why Sadako was crying outside that day?\Cause she thought you liked someone! response:	Why would she think that?
context: What's with them?\Were they really such good friends?\Kuronuma.\Kuronuma.\Don't make Sadako cry anymore, now.\Did you hear why Sadako was crying outside that day?\Cause she thought you liked someone!\Why would she think that? response:	Cause she heard it.
context: Were they really such good friends?\Kuronuma.\Kuronuma.\Don't make Sadako cry anymore, now.\Did you hear why Sadako was crying outside that day?\Cause she thought you liked someone!\Why would she think that?\Cause she heard it. response:	From who?
context: Kuronuma.\Kuronuma.\Don't make Sadako cry anymore, now.\Did you hear why Sadako was crying outside that day?\Cause she thought you liked someone!\Why would she think that?\Cause she heard it.\From who? response:	From me.
context: Kuronuma.\Don't make Sadako cry anymore, now.\Did you hear why Sadako was crying outside that day?\Cause she thought you liked someone!\Why would she think that?\Cause she heard it.\From who?\From me. response:	I knew that was your fault!
context: Don't make Sadako cry anymore, now.\Did you hear why Sadako was crying outside that day?\Cause she thought you liked someone!\Why would she think that?\Cause she heard it.\From who?\From me.\I knew that was your fault! response:	Oops!
context: Did you hear why Sadako was crying outside that day?\Cause she thought you liked someone!\Why would she think that?\Cause she heard it.\From who?\From me.\I knew that was your fault!\Oops! response:	And it's Sawako, not Sadako!
context: Cause she thought you liked someone!\Why would she think that?\Cause she heard it.\From who?\From me.\I knew that was your fault!\Oops!\And it's Sawako, not Sadako! response:	Are you sure it's okay for me to call her Sawako?
context: Why would she think that?\Cause she heard it.\From who?\From me.\I knew that was your fault!\Oops!\And it's Sawako, not Sadako!\Are you sure it's okay for me to call her Sawako? response:	It's okay. I'm just using Sadako as a cute nickname for her.
context: Cause she heard it.\From who?\From me.\I knew that was your fault!\Oops!\And it's Sawako, not Sadako!\Are you sure it's okay for me to call her Sawako?\It's okay. I'm just using Sadako as a cute nickname for her. response:	Did you manage to tell him?
context: From who?\From me.\I knew that was your fault!\Oops!\And it's Sawako, not Sadako!\Are you sure it's okay for me to call her Sawako?\It's okay. I'm just using Sadako as a cute nickname for her.\Did you manage to tell him? response:	What we talked about yesterday?
context: From me.\I knew that was your fault!\Oops!\And it's Sawako, not Sadako!\Are you sure it's okay for me to call her Sawako?\It's okay. I'm just using Sadako as a cute nickname for her.\Did you manage to tell him?\What we talked about yesterday? response:	What we...
context: I knew that was your fault!\Oops!\And it's Sawako, not Sadako!\Are you sure it's okay for me to call her Sawako?\It's okay. I'm just using Sadako as a cute nickname for her.\Did you manage to tell him?\What we talked about yesterday?\What we... response:	Oh right!
context: Oops!\And it's Sawako, not Sadako!\Are you sure it's okay for me to call her Sawako?\It's okay. I'm just using Sadako as a cute nickname for her.\Did you manage to tell him?\What we talked about yesterday?\What we...\Oh right! response:	You're too loud!
context: And it's Sawako, not Sadako!\Are you sure it's okay for me to call her Sawako?\It's okay. I'm just using Sadako as a cute nickname for her.\Did you manage to tell him?\What we talked about yesterday?\What we...\Oh right!\You're too loud! response:	Pin!
context: Are you sure it's okay for me to call her Sawako?\It's okay. I'm just using Sadako as a cute nickname for her.\Did you manage to tell him?\What we talked about yesterday?\What we...\Oh right!\You're too loud!\Pin! response:	Shota!
context: It's okay. I'm just using Sadako as a cute nickname for her.\Did you manage to tell him?\What we talked about yesterday?\What we...\Oh right!\You're too loud!\Pin!\Shota! response:	Come here for a sec.
context: Did you manage to tell him?\What we talked about yesterday?\What we...\Oh right!\You're too loud!\Pin!\Shota!\Come here for a sec. response:	What?
context: What we talked about yesterday?\What we...\Oh right!\You're too loud!\Pin!\Shota!\Come here for a sec.\What? response:	Are you two dating?
context: What we...\Oh right!\You're too loud!\Pin!\Shota!\Come here for a sec.\What?\Are you two dating? response:	Yeah.
context: Oh right!\You're too loud!\Pin!\Shota!\Come here for a sec.\What?\Are you two dating?\Yeah. response:	Really?
context: You're too loud!\Pin!\Shota!\Come here for a sec.\What?\Are you two dating?\Yeah.\Really? response:	You sure you aren't the only one who thinks that?
context: Pin!\Shota!\Come here for a sec.\What?\Are you two dating?\Yeah.\Really?\You sure you aren't the only one who thinks that? response:	Did you actually ask her Kuronuma, go out with me?
context: Shota!\Come here for a sec.\What?\Are you two dating?\Yeah.\Really?\You sure you aren't the only one who thinks that?\Did you actually ask her Kuronuma, go out with me? response:	No, but she under
context: Come here for a sec.\What?\Are you two dating?\Yeah.\Really?\You sure you aren't the only one who thinks that?\Did you actually ask her Kuronuma, go out with me?\No, but she under response:	What!
context: What?\Are you two dating?\Yeah.\Really?\You sure you aren't the only one who thinks that?\Did you actually ask her Kuronuma, go out with me?\No, but she under\What! response:	Does she really look like someone who would just somehow understand things?
context: Are you two dating?\Yeah.\Really?\You sure you aren't the only one who thinks that?\Did you actually ask her Kuronuma, go out with me?\No, but she under\What!\Does she really look like someone who would just somehow understand things? response:	Ask her right now!
context: Yeah.\Really?\You sure you aren't the only one who thinks that?\Did you actually ask her Kuronuma, go out with me?\No, but she under\What!\Does she really look like someone who would just somehow understand things?\Ask her right now! response:	Yeah... Asking Do you understand? isn't the right way to do it.
context: Really?\You sure you aren't the only one who thinks that?\Did you actually ask her Kuronuma, go out with me?\No, but she under\What!\Does she really look like someone who would just somehow understand things?\Ask her right now!\Yeah... Asking Do you understand? isn't the right way to do it. response:	Kuronuma.
context: You sure you aren't the only one who thinks that?\Did you actually ask her Kuronuma, go out with me?\No, but she under\What!\Does she really look like someone who would just somehow understand things?\Ask her right now!\Yeah... Asking Do you understand? isn't the right way to do it.\Kuronuma. response:	Yes?
context: Did you actually ask her Kuronuma, go out with me?\No, but she under\What!\Does she really look like someone who would just somehow understand things?\Ask her right now!\Yeah... Asking Do you understand? isn't the right way to do it.\Kuronuma.\Yes? response:	Will you marry me?
context: No, but she under\What!\Does she really look like someone who would just somehow understand things?\Ask her right now!\Yeah... Asking Do you understand? isn't the right way to do it.\Kuronuma.\Yes?\Will you marry me? response:	Get...
context: What!\Does she really look like someone who would just somehow understand things?\Ask her right now!\Yeah... Asking Do you understand? isn't the right way to do it.\Kuronuma.\Yes?\Will you marry me?\Get... response:	Marr
context: Does she really look like someone who would just somehow understand things?\Ask her right now!\Yeah... Asking Do you understand? isn't the right way to do it.\Kuronuma.\Yes?\Will you marry me?\Get...\Marr response:	iage
context: Ask her right now!\Yeah... Asking Do you understand? isn't the right way to do it.\Kuronuma.\Yes?\Will you marry me?\Get...\Marr\iage response:	Just kidding.
context: Yeah... Asking Do you understand? isn't the right way to do it.\Kuronuma.\Yes?\Will you marry me?\Get...\Marr\iage\Just kidding. response:	Leave!
context: Kuronuma.\Yes?\Will you marry me?\Get...\Marr\iage\Just kidding.\Leave! response:	Go away!!
context: Yes?\Will you marry me?\Get...\Marr\iage\Just kidding.\Leave!\Go away!! response:	Who do you think helped you two get this far?
context: Will you marry me?\Get...\Marr\iage\Just kidding.\Leave!\Go away!!\Who do you think helped you two get this far? response:	Let...
context: Get...\Marr\iage\Just kidding.\Leave!\Go away!!\Who do you think helped you two get this far?\Let... response:	Let?
context: Marr\iage\Just kidding.\Leave!\Go away!!\Who do you think helped you two get this far?\Let...\Let? response:	Let me think about it.
context: iage\Just kidding.\Leave!\Go away!!\Who do you think helped you two get this far?\Let...\Let?\Let me think about it. response:	What?!
context: Just kidding.\Leave!\Go away!!\Who do you think helped you two get this far?\Let...\Let?\Let me think about it.\What?! response:	Wait, Kuronuma.
context: Leave!\Go away!!\Who do you think helped you two get this far?\Let...\Let?\Let me think about it.\What?!\Wait, Kuronuma. response:	Please let me think about it!
context: Go away!!\Who do you think helped you two get this far?\Let...\Let?\Let me think about it.\What?!\Wait, Kuronuma.\Please let me think about it! response:	Kuronuma!
context: Who do you think helped you two get this far?\Let...\Let?\Let me think about it.\What?!\Wait, Kuronuma.\Please let me think about it!\Kuronuma! response:	Are you sure it's okay to not go after her and explain?
context: Let...\Let?\Let me think about it.\What?!\Wait, Kuronuma.\Please let me think about it!\Kuronuma!\Are you sure it's okay to not go after her and explain? response:	What do you think you're doing?!
context: Let?\Let me think about it.\What?!\Wait, Kuronuma.\Please let me think about it!\Kuronuma!\Are you sure it's okay to not go after her and explain?\What do you think you're doing?! response:	Whose fault is it that things are like this?
context: Let me think about it.\What?!\Wait, Kuronuma.\Please let me think about it!\Kuronuma!\Are you sure it's okay to not go after her and explain?\What do you think you're doing?!\Whose fault is it that things are like this? response:	That's true... Worst case scenario, she might say yes.
context: What?!\Wait, Kuronuma.\Please let me think about it!\Kuronuma!\Are you sure it's okay to not go after her and explain?\What do you think you're doing?!\Whose fault is it that things are like this?\That's true... Worst case scenario, she might say yes. response:	She doesn't understand jokes.
context: Wait, Kuronuma.\Please let me think about it!\Kuronuma!\Are you sure it's okay to not go after her and explain?\What do you think you're doing?!\Whose fault is it that things are like this?\That's true... Worst case scenario, she might say yes.\She doesn't understand jokes. response:	She thinks you're serious, and when you tell her you're not,
context: Please let me think about it!\Kuronuma!\Are you sure it's okay to not go after her and explain?\What do you think you're doing?!\Whose fault is it that things are like this?\That's true... Worst case scenario, she might say yes.\She doesn't understand jokes.\She thinks you're serious, and when you tell her you're not, response:	she'll be so upset.
context: Kuronuma!\Are you sure it's okay to not go after her and explain?\What do you think you're doing?!\Whose fault is it that things are like this?\That's true... Worst case scenario, she might say yes.\She doesn't understand jokes.\She thinks you're serious, and when you tell her you're not,\she'll be so upset. response:	So upset...
context: Are you sure it's okay to not go after her and explain?\What do you think you're doing?!\Whose fault is it that things are like this?\That's true... Worst case scenario, she might say yes.\She doesn't understand jokes.\She thinks you're serious, and when you tell her you're not,\she'll be so upset.\So upset... response:	Now it's not a question of asking her out anymore.
context: What do you think you're doing?!\Whose fault is it that things are like this?\That's true... Worst case scenario, she might say yes.\She doesn't understand jokes.\She thinks you're serious, and when you tell her you're not,\she'll be so upset.\So upset...\Now it's not a question of asking her out anymore. response:	She might turn you down.
context: Whose fault is it that things are like this?\That's true... Worst case scenario, she might say yes.\She doesn't understand jokes.\She thinks you're serious, and when you tell her you're not,\she'll be so upset.\So upset...\Now it's not a question of asking her out anymore.\She might turn you down. response:	Good luck!
context: That's true... Worst case scenario, she might say yes.\She doesn't understand jokes.\She thinks you're serious, and when you tell her you're not,\she'll be so upset.\So upset...\Now it's not a question of asking her out anymore.\She might turn you down.\Good luck! response:	Hello? Dad?
context: She doesn't understand jokes.\She thinks you're serious, and when you tell her you're not,\she'll be so upset.\So upset...\Now it's not a question of asking her out anymore.\She might turn you down.\Good luck!\Hello? Dad? response:	Yes, I'm fine.
context: She thinks you're serious, and when you tell her you're not,\she'll be so upset.\So upset...\Now it's not a question of asking her out anymore.\She might turn you down.\Good luck!\Hello? Dad?\Yes, I'm fine. response:	I'll try not to stay out too late.
context: she'll be so upset.\So upset...\Now it's not a question of asking her out anymore.\She might turn you down.\Good luck!\Hello? Dad?\Yes, I'm fine.\I'll try not to stay out too late. response:	Yeah.
context: So upset...\Now it's not a question of asking her out anymore.\She might turn you down.\Good luck!\Hello? Dad?\Yes, I'm fine.\I'll try not to stay out too late.\Yeah. response:	I wanted to ask
context: Now it's not a question of asking her out anymore.\She might turn you down.\Good luck!\Hello? Dad?\Yes, I'm fine.\I'll try not to stay out too late.\Yeah.\I wanted to ask response:	No, never mind.
context: She might turn you down.\Good luck!\Hello? Dad?\Yes, I'm fine.\I'll try not to stay out too late.\Yeah.\I wanted to ask\No, never mind. response:	What is it? It's okay.
context: Good luck!\Hello? Dad?\Yes, I'm fine.\I'll try not to stay out too late.\Yeah.\I wanted to ask\No, never mind.\What is it? It's okay. response:	If I were to get married, how would you feel?
context: Hello? Dad?\Yes, I'm fine.\I'll try not to stay out too late.\Yeah.\I wanted to ask\No, never mind.\What is it? It's okay.\If I were to get married, how would you feel? response:	Never mind! Forget I asked!
context: Yes, I'm fine.\I'll try not to stay out too late.\Yeah.\I wanted to ask\No, never mind.\What is it? It's okay.\If I were to get married, how would you feel?\Never mind! Forget I asked! response:	What's wrong?
context: I'll try not to stay out too late.\Yeah.\I wanted to ask\No, never mind.\What is it? It's okay.\If I were to get married, how would you feel?\Never mind! Forget I asked!\What's wrong? response:	Kuronuma.
context: Yeah.\I wanted to ask\No, never mind.\What is it? It's okay.\If I were to get married, how would you feel?\Never mind! Forget I asked!\What's wrong?\Kuronuma. response:	Kazehaya.
context: I wanted to ask\No, never mind.\What is it? It's okay.\If I were to get married, how would you feel?\Never mind! Forget I asked!\What's wrong?\Kuronuma.\Kazehaya. response:	You've got it wrong.
context: No, never mind.\What is it? It's okay.\If I were to get married, how would you feel?\Never mind! Forget I asked!\What's wrong?\Kuronuma.\Kazehaya.\You've got it wrong. response:	I didn't mean that.
context: What is it? It's okay.\If I were to get married, how would you feel?\Never mind! Forget I asked!\What's wrong?\Kuronuma.\Kazehaya.\You've got it wrong.\I didn't mean that. response:	About... Getting married, I mean.
context: If I were to get married, how would you feel?\Never mind! Forget I asked!\What's wrong?\Kuronuma.\Kazehaya.\You've got it wrong.\I didn't mean that.\About... Getting married, I mean. response:	Kazehaya, are you saying that was a misunderstanding?
context: Never mind! Forget I asked!\What's wrong?\Kuronuma.\Kazehaya.\You've got it wrong.\I didn't mean that.\About... Getting married, I mean.\Kazehaya, are you saying that was a misunderstanding? response:	Yeah.
context: What's wrong?\Kuronuma.\Kazehaya.\You've got it wrong.\I didn't mean that.\About... Getting married, I mean.\Kazehaya, are you saying that was a misunderstanding?\Yeah. response:	You can hit me.
context: Kuronuma.\Kazehaya.\You've got it wrong.\I didn't mean that.\About... Getting married, I mean.\Kazehaya, are you saying that was a misunderstanding?\Yeah.\You can hit me. response:	No, wait.
context: Kazehaya.\You've got it wrong.\I didn't mean that.\About... Getting married, I mean.\Kazehaya, are you saying that was a misunderstanding?\Yeah.\You can hit me.\No, wait. response:	Even I didn't really take that seriously.
context: You've got it wrong.\I didn't mean that.\About... Getting married, I mean.\Kazehaya, are you saying that was a misunderstanding?\Yeah.\You can hit me.\No, wait.\Even I didn't really take that seriously. response:	I knew it was Mr. Arai who said that.
context: I didn't mean that.\About... Getting married, I mean.\Kazehaya, are you saying that was a misunderstanding?\Yeah.\You can hit me.\No, wait.\Even I didn't really take that seriously.\I knew it was Mr. Arai who said that. response:	What?
context: About... Getting married, I mean.\Kazehaya, are you saying that was a misunderstanding?\Yeah.\You can hit me.\No, wait.\Even I didn't really take that seriously.\I knew it was Mr. Arai who said that.\What? response:	Yes.
context: Kazehaya, are you saying that was a misunderstanding?\Yeah.\You can hit me.\No, wait.\Even I didn't really take that seriously.\I knew it was Mr. Arai who said that.\What?\Yes. response:	What?!
context: Yeah.\You can hit me.\No, wait.\Even I didn't really take that seriously.\I knew it was Mr. Arai who said that.\What?\Yes.\What?! response:	Let me think about it.
context: You can hit me.\No, wait.\Even I didn't really take that seriously.\I knew it was Mr. Arai who said that.\What?\Yes.\What?!\Let me think about it. response:	Let me fantasize about it.
context: No, wait.\Even I didn't really take that seriously.\I knew it was Mr. Arai who said that.\What?\Yes.\What?!\Let me think about it.\Let me fantasize about it. response:	Hide... I need to find a hole and hide...
context: Even I didn't really take that seriously.\I knew it was Mr. Arai who said that.\What?\Yes.\What?!\Let me think about it.\Let me fantasize about it.\Hide... I need to find a hole and hide... response:	I'm sorry.
context: I knew it was Mr. Arai who said that.\What?\Yes.\What?!\Let me think about it.\Let me fantasize about it.\Hide... I need to find a hole and hide...\I'm sorry. response:	I didn't mean to make you misunderstand things.
context: What?\Yes.\What?!\Let me think about it.\Let me fantasize about it.\Hide... I need to find a hole and hide...\I'm sorry.\I didn't mean to make you misunderstand things. response:	I wanted to imagine it.
context: Yes.\What?!\Let me think about it.\Let me fantasize about it.\Hide... I need to find a hole and hide...\I'm sorry.\I didn't mean to make you misunderstand things.\I wanted to imagine it. response:	The idea was so beautiful that I couldn't help myself.
context: What?!\Let me think about it.\Let me fantasize about it.\Hide... I need to find a hole and hide...\I'm sorry.\I didn't mean to make you misunderstand things.\I wanted to imagine it.\The idea was so beautiful that I couldn't help myself. response:	I'm sorry for being so selfish.
context: Let me think about it.\Let me fantasize about it.\Hide... I need to find a hole and hide...\I'm sorry.\I didn't mean to make you misunderstand things.\I wanted to imagine it.\The idea was so beautiful that I couldn't help myself.\I'm sorry for being so selfish. response:	I shouldn't have asked if you understood.
context: Let me fantasize about it.\Hide... I need to find a hole and hide...\I'm sorry.\I didn't mean to make you misunderstand things.\I wanted to imagine it.\The idea was so beautiful that I couldn't help myself.\I'm sorry for being so selfish.\I shouldn't have asked if you understood. response:	What?
context: Hide... I need to find a hole and hide...\I'm sorry.\I didn't mean to make you misunderstand things.\I wanted to imagine it.\The idea was so beautiful that I couldn't help myself.\I'm sorry for being so selfish.\I shouldn't have asked if you understood.\What? response:	This is too important not to say straight out.
context: I'm sorry.\I didn't mean to make you misunderstand things.\I wanted to imagine it.\The idea was so beautiful that I couldn't help myself.\I'm sorry for being so selfish.\I shouldn't have asked if you understood.\What?\This is too important not to say straight out. response:	We'll never move forward otherwise.
context: I didn't mean to make you misunderstand things.\I wanted to imagine it.\The idea was so beautiful that I couldn't help myself.\I'm sorry for being so selfish.\I shouldn't have asked if you understood.\What?\This is too important not to say straight out.\We'll never move forward otherwise. response:	Please go out with me!
context: I wanted to imagine it.\The idea was so beautiful that I couldn't help myself.\I'm sorry for being so selfish.\I shouldn't have asked if you understood.\What?\This is too important not to say straight out.\We'll never move forward otherwise.\Please go out with me! response:	I'll always take care of you.
context: The idea was so beautiful that I couldn't help myself.\I'm sorry for being so selfish.\I shouldn't have asked if you understood.\What?\This is too important not to say straight out.\We'll never move forward otherwise.\Please go out with me!\I'll always take care of you. response:	Always...
context: I'm sorry for being so selfish.\I shouldn't have asked if you understood.\What?\This is too important not to say straight out.\We'll never move forward otherwise.\Please go out with me!\I'll always take care of you.\Always... response:	Always...
context: I shouldn't have asked if you understood.\What?\This is too important not to say straight out.\We'll never move forward otherwise.\Please go out with me!\I'll always take care of you.\Always...\Always... response:	Yes.
context: What?\This is too important not to say straight out.\We'll never move forward otherwise.\Please go out with me!\I'll always take care of you.\Always...\Always...\Yes. response:	I also have something important to say to you.
context: This is too important not to say straight out.\We'll never move forward otherwise.\Please go out with me!\I'll always take care of you.\Always...\Always...\Yes.\I also have something important to say to you. response:	What is it?
context: We'll never move forward otherwise.\Please go out with me!\I'll always take care of you.\Always...\Always...\Yes.\I also have something important to say to you.\What is it? response:	Don't hate me, okay?
context: Please go out with me!\I'll always take care of you.\Always...\Always...\Yes.\I also have something important to say to you.\What is it?\Don't hate me, okay? response:	No matter what you say, I'll never hate you.
context: I'll always take care of you.\Always...\Always...\Yes.\I also have something important to say to you.\What is it?\Don't hate me, okay?\No matter what you say, I'll never hate you. response:	I can't look at you without hidden desires anymore.
context: Always...\Always...\Yes.\I also have something important to say to you.\What is it?\Don't hate me, okay?\No matter what you say, I'll never hate you.\I can't look at you without hidden desires anymore. response:	There's no way I could hate you for that!
context: Always...\Yes.\I also have something important to say to you.\What is it?\Don't hate me, okay?\No matter what you say, I'll never hate you.\I can't look at you without hidden desires anymore.\There's no way I could hate you for that! response:	I guess we had nothing to worry about.
context: Yes.\I also have something important to say to you.\What is it?\Don't hate me, okay?\No matter what you say, I'll never hate you.\I can't look at you without hidden desires anymore.\There's no way I could hate you for that!\I guess we had nothing to worry about. response:	Lucky them!
context: I also have something important to say to you.\What is it?\Don't hate me, okay?\No matter what you say, I'll never hate you.\I can't look at you without hidden desires anymore.\There's no way I could hate you for that!\I guess we had nothing to worry about.\Lucky them! response:	We can see what you want.
context: What is it?\Don't hate me, okay?\No matter what you say, I'll never hate you.\I can't look at you without hidden desires anymore.\There's no way I could hate you for that!\I guess we had nothing to worry about.\Lucky them!\We can see what you want. response:	Nah, I just think they look really good together.
context: Don't hate me, okay?\No matter what you say, I'll never hate you.\I can't look at you without hidden desires anymore.\There's no way I could hate you for that!\I guess we had nothing to worry about.\Lucky them!\We can see what you want.\Nah, I just think they look really good together. response:	Yeah. I feel bad for saying that he's the most distant from her.
context: No matter what you say, I'll never hate you.\I can't look at you without hidden desires anymore.\There's no way I could hate you for that!\I guess we had nothing to worry about.\Lucky them!\We can see what you want.\Nah, I just think they look really good together.\Yeah. I feel bad for saying that he's the most distant from her. response:	Who'd you say that to?
context: I can't look at you without hidden desires anymore.\There's no way I could hate you for that!\I guess we had nothing to worry about.\Lucky them!\We can see what you want.\Nah, I just think they look really good together.\Yeah. I feel bad for saying that he's the most distant from her.\Who'd you say that to? response:	Who?
context: There's no way I could hate you for that!\I guess we had nothing to worry about.\Lucky them!\We can see what you want.\Nah, I just think they look really good together.\Yeah. I feel bad for saying that he's the most distant from her.\Who'd you say that to?\Who? response:	K-Kazehaya.
context: I guess we had nothing to worry about.\Lucky them!\We can see what you want.\Nah, I just think they look really good together.\Yeah. I feel bad for saying that he's the most distant from her.\Who'd you say that to?\Who?\K-Kazehaya. response:	When?
context: Lucky them!\We can see what you want.\Nah, I just think they look really good together.\Yeah. I feel bad for saying that he's the most distant from her.\Who'd you say that to?\Who?\K-Kazehaya.\When? response:	Just before they started being really awkward with each other.
context: We can see what you want.\Nah, I just think they look really good together.\Yeah. I feel bad for saying that he's the most distant from her.\Who'd you say that to?\Who?\K-Kazehaya.\When?\Just before they started being really awkward with each other. response:	It was you?!
context: Nah, I just think they look really good together.\Yeah. I feel bad for saying that he's the most distant from her.\Who'd you say that to?\Who?\K-Kazehaya.\When?\Just before they started being really awkward with each other.\It was you?! response:	I-I'm sorry!
context: Yeah. I feel bad for saying that he's the most distant from her.\Who'd you say that to?\Who?\K-Kazehaya.\When?\Just before they started being really awkward with each other.\It was you?!\I-I'm sorry! response:	Forgive her.
context: Who'd you say that to?\Who?\K-Kazehaya.\When?\Just before they started being really awkward with each other.\It was you?!\I-I'm sorry!\Forgive her. response:	Everything turned out okay in the end!
context: Who?\K-Kazehaya.\When?\Just before they started being really awkward with each other.\It was you?!\I-I'm sorry!\Forgive her.\Everything turned out okay in the end! response:	You too!
context: K-Kazehaya.\When?\Just before they started being really awkward with each other.\It was you?!\I-I'm sorry!\Forgive her.\Everything turned out okay in the end!\You too! response:	Go back to the girls from the other class!
context: When?\Just before they started being really awkward with each other.\It was you?!\I-I'm sorry!\Forgive her.\Everything turned out okay in the end!\You too!\Go back to the girls from the other class! response:	Yano-chin!
context: Just before they started being really awkward with each other.\It was you?!\I-I'm sorry!\Forgive her.\Everything turned out okay in the end!\You too!\Go back to the girls from the other class!\Yano-chin! response:	Chigusa!
context: It was you?!\I-I'm sorry!\Forgive her.\Everything turned out okay in the end!\You too!\Go back to the girls from the other class!\Yano-chin!\Chigusa! response:	Class C extended their party too?
context: I-I'm sorry!\Forgive her.\Everything turned out okay in the end!\You too!\Go back to the girls from the other class!\Yano-chin!\Chigusa!\Class C extended their party too? response:	Yup.
context: Forgive her.\Everything turned out okay in the end!\You too!\Go back to the girls from the other class!\Yano-chin!\Chigusa!\Class C extended their party too?\Yup. response:	Where's Sadako?
context: Everything turned out okay in the end!\You too!\Go back to the girls from the other class!\Yano-chin!\Chigusa!\Class C extended their party too?\Yup.\Where's Sadako? response:	Strawberry time?
context: You too!\Go back to the girls from the other class!\Yano-chin!\Chigusa!\Class C extended their party too?\Yup.\Where's Sadako?\Strawberry time? response:	You guessed it.
context: Go back to the girls from the other class!\Yano-chin!\Chigusa!\Class C extended their party too?\Yup.\Where's Sadako?\Strawberry time?\You guessed it. response:	Good job, Sadako!
context: Yano-chin!\Chigusa!\Class C extended their party too?\Yup.\Where's Sadako?\Strawberry time?\You guessed it.\Good job, Sadako! response:	It wasn't a dream
context: Chigusa!\Class C extended their party too?\Yup.\Where's Sadako?\Strawberry time?\You guessed it.\Good job, Sadako!\It wasn't a dream response:	Not a dream
context: Class C extended their party too?\Yup.\Where's Sadako?\Strawberry time?\You guessed it.\Good job, Sadako!\It wasn't a dream\Not a dream response:	Read your diary!!
context: Yup.\Where's Sadako?\Strawberry time?\You guessed it.\Good job, Sadako!\It wasn't a dream\Not a dream\Read your diary!! response:	Read me
context: Where's Sadako?\Strawberry time?\You guessed it.\Good job, Sadako!\It wasn't a dream\Not a dream\Read your diary!!\Read me response:	Note
context: Strawberry time?\You guessed it.\Good job, Sadako!\It wasn't a dream\Not a dream\Read your diary!!\Read me\Note response:	This diary is not a dream.
context: You guessed it.\Good job, Sadako!\It wasn't a dream\Not a dream\Read your diary!!\Read me\Note\This diary is not a dream. response:	It looked very good on him.
context: Good job, Sadako!\It wasn't a dream\Not a dream\Read your diary!!\Read me\Note\This diary is not a dream.\It looked very good on him. response:	I made it.
context: It wasn't a dream\Not a dream\Read your diary!!\Read me\Note\This diary is not a dream.\It looked very good on him.\I made it. response:	He was wearing regular clothes at the party.
context: Not a dream\Read your diary!!\Read me\Note\This diary is not a dream.\It looked very good on him.\I made it.\He was wearing regular clothes at the party. response:	It seems like it wasn't a dream!
context: Read your diary!!\Read me\Note\This diary is not a dream.\It looked very good on him.\I made it.\He was wearing regular clothes at the party.\It seems like it wasn't a dream! response:	Sleeping made it seem like it was nothing but a dream.
context: Read me\Note\This diary is not a dream.\It looked very good on him.\I made it.\He was wearing regular clothes at the party.\It seems like it wasn't a dream!\Sleeping made it seem like it was nothing but a dream. response:	But all of these reminders I left for myself before bed...
context: Note\This diary is not a dream.\It looked very good on him.\I made it.\He was wearing regular clothes at the party.\It seems like it wasn't a dream!\Sleeping made it seem like it was nothing but a dream.\But all of these reminders I left for myself before bed... response:	Dad's going to be!!
