context: Ichika likes you. response:	What do you want?
context: Yeah, and that always makes doing the cooking a real pain.\Nino, do you like Futaro-kun?\I love him.\So do I.\Why does this have to be the one thing we agree on?\Sorry, Nino, but I don't plan on letting you have him.\How condescending, just because you're technically the oldest sister.\Who even gives a guy aromatherapy candles? response:	What? Your gift card's pretty tacky, too!
context: Nino, do you like Futaro-kun?\I love him.\So do I.\Why does this have to be the one thing we agree on?\Sorry, Nino, but I don't plan on letting you have him.\How condescending, just because you're technically the oldest sister.\Who even gives a guy aromatherapy candles?\What? Your gift card's pretty tacky, too! response:	Why?
context: I love him.\So do I.\Why does this have to be the one thing we agree on?\Sorry, Nino, but I don't plan on letting you have him.\How condescending, just because you're technically the oldest sister.\Who even gives a guy aromatherapy candles?\What? Your gift card's pretty tacky, too!\Why? response:	He can use it to buy what he really wants!
context: So do I.\Why does this have to be the one thing we agree on?\Sorry, Nino, but I don't plan on letting you have him.\How condescending, just because you're technically the oldest sister.\Who even gives a guy aromatherapy candles?\What? Your gift card's pretty tacky, too!\Why?\He can use it to buy what he really wants! response:	You scared me.
context: Why does this have to be the one thing we agree on?\Sorry, Nino, but I don't plan on letting you have him.\How condescending, just because you're technically the oldest sister.\Who even gives a guy aromatherapy candles?\What? Your gift card's pretty tacky, too!\Why?\He can use it to buy what he really wants!\You scared me. response:	I thought Uesugi-san came back.
context: Sorry, Nino, but I don't plan on letting you have him.\How condescending, just because you're technically the oldest sister.\Who even gives a guy aromatherapy candles?\What? Your gift card's pretty tacky, too!\Why?\He can use it to buy what he really wants!\You scared me.\I thought Uesugi-san came back. response:	What are you making, Yotsuba?
context: How condescending, just because you're technically the oldest sister.\Who even gives a guy aromatherapy candles?\What? Your gift card's pretty tacky, too!\Why?\He can use it to buy what he really wants!\You scared me.\I thought Uesugi-san came back.\What are you making, Yotsuba? response:	One crane of thousand.
context: Who even gives a guy aromatherapy candles?\What? Your gift card's pretty tacky, too!\Why?\He can use it to buy what he really wants!\You scared me.\I thought Uesugi-san came back.\What are you making, Yotsuba?\One crane of thousand. response:	I thought we could make them for him to help his grades.
context: What? Your gift card's pretty tacky, too!\Why?\He can use it to buy what he really wants!\You scared me.\I thought Uesugi-san came back.\What are you making, Yotsuba?\One crane of thousand.\I thought we could make them for him to help his grades. response:	Isn't that something you give to sick people?
context: Why?\He can use it to buy what he really wants!\You scared me.\I thought Uesugi-san came back.\What are you making, Yotsuba?\One crane of thousand.\I thought we could make them for him to help his grades.\Isn't that something you give to sick people? response:	I've heard they do bring good luck.
context: He can use it to buy what he really wants!\You scared me.\I thought Uesugi-san came back.\What are you making, Yotsuba?\One crane of thousand.\I thought we could make them for him to help his grades.\Isn't that something you give to sick people?\I've heard they do bring good luck. response:	Uesugi-san seems kind of tired.
context: You scared me.\I thought Uesugi-san came back.\What are you making, Yotsuba?\One crane of thousand.\I thought we could make them for him to help his grades.\Isn't that something you give to sick people?\I've heard they do bring good luck.\Uesugi-san seems kind of tired. response:	He never admits it,
context: I thought Uesugi-san came back.\What are you making, Yotsuba?\One crane of thousand.\I thought we could make them for him to help his grades.\Isn't that something you give to sick people?\I've heard they do bring good luck.\Uesugi-san seems kind of tired.\He never admits it, response:	but tutoring us while he's also studying himself is a huge burden,
context: What are you making, Yotsuba?\One crane of thousand.\I thought we could make them for him to help his grades.\Isn't that something you give to sick people?\I've heard they do bring good luck.\Uesugi-san seems kind of tired.\He never admits it,\but tutoring us while he's also studying himself is a huge burden, response:	so I want him to at least stay healthy.
context: One crane of thousand.\I thought we could make them for him to help his grades.\Isn't that something you give to sick people?\I've heard they do bring good luck.\Uesugi-san seems kind of tired.\He never admits it,\but tutoring us while he's also studying himself is a huge burden,\so I want him to at least stay healthy. response:	Done!
context: I thought we could make them for him to help his grades.\Isn't that something you give to sick people?\I've heard they do bring good luck.\Uesugi-san seems kind of tired.\He never admits it,\but tutoring us while he's also studying himself is a huge burden,\so I want him to at least stay healthy.\Done! response:	Didn't we agree not to do gifts, though?
context: Isn't that something you give to sick people?\I've heard they do bring good luck.\Uesugi-san seems kind of tired.\He never admits it,\but tutoring us while he's also studying himself is a huge burden,\so I want him to at least stay healthy.\Done!\Didn't we agree not to do gifts, though? response:	Sorry!
context: I've heard they do bring good luck.\Uesugi-san seems kind of tired.\He never admits it,\but tutoring us while he's also studying himself is a huge burden,\so I want him to at least stay healthy.\Done!\Didn't we agree not to do gifts, though?\Sorry! response:	I didn't mean it that way!
context: Uesugi-san seems kind of tired.\He never admits it,\but tutoring us while he's also studying himself is a huge burden,\so I want him to at least stay healthy.\Done!\Didn't we agree not to do gifts, though?\Sorry!\I didn't mean it that way! response:	Y-Yotsuba, we're in the library.
context: He never admits it,\but tutoring us while he's also studying himself is a huge burden,\so I want him to at least stay healthy.\Done!\Didn't we agree not to do gifts, though?\Sorry!\I didn't mean it that way!\Y-Yotsuba, we're in the library. response:	You don't have to beat yourself up over it!
context: but tutoring us while he's also studying himself is a huge burden,\so I want him to at least stay healthy.\Done!\Didn't we agree not to do gifts, though?\Sorry!\I didn't mean it that way!\Y-Yotsuba, we're in the library.\You don't have to beat yourself up over it! response:	I hate myself!
context: so I want him to at least stay healthy.\Done!\Didn't we agree not to do gifts, though?\Sorry!\I didn't mean it that way!\Y-Yotsuba, we're in the library.\You don't have to beat yourself up over it!\I hate myself! response:	I feel like I'm cheating!
context: Done!\Didn't we agree not to do gifts, though?\Sorry!\I didn't mean it that way!\Y-Yotsuba, we're in the library.\You don't have to beat yourself up over it!\I hate myself!\I feel like I'm cheating! response:	I'm a horrible human being for breaking our agreement!
context: Didn't we agree not to do gifts, though?\Sorry!\I didn't mean it that way!\Y-Yotsuba, we're in the library.\You don't have to beat yourself up over it!\I hate myself!\I feel like I'm cheating!\I'm a horrible human being for breaking our agreement! response:	Um...
context: Sorry!\I didn't mean it that way!\Y-Yotsuba, we're in the library.\You don't have to beat yourself up over it!\I hate myself!\I feel like I'm cheating!\I'm a horrible human being for breaking our agreement!\Um... response:	Sorry.
context: I didn't mean it that way!\Y-Yotsuba, we're in the library.\You don't have to beat yourself up over it!\I hate myself!\I feel like I'm cheating!\I'm a horrible human being for breaking our agreement!\Um...\Sorry. response:	These are couples tickets for the gym.
context: Y-Yotsuba, we're in the library.\You don't have to beat yourself up over it!\I hate myself!\I feel like I'm cheating!\I'm a horrible human being for breaking our agreement!\Um...\Sorry.\These are couples tickets for the gym. response:	I thought we could train together.
context: You don't have to beat yourself up over it!\I hate myself!\I feel like I'm cheating!\I'm a horrible human being for breaking our agreement!\Um...\Sorry.\These are couples tickets for the gym.\I thought we could train together. response:	I asked for a partial advance on my pay so I could afford them.
context: I hate myself!\I feel like I'm cheating!\I'm a horrible human being for breaking our agreement!\Um...\Sorry.\These are couples tickets for the gym.\I thought we could train together.\I asked for a partial advance on my pay so I could afford them. response:	Sorry for trying to get ahead.
context: I feel like I'm cheating!\I'm a horrible human being for breaking our agreement!\Um...\Sorry.\These are couples tickets for the gym.\I thought we could train together.\I asked for a partial advance on my pay so I could afford them.\Sorry for trying to get ahead. response:	We sure are quintuplets.
context: I'm a horrible human being for breaking our agreement!\Um...\Sorry.\These are couples tickets for the gym.\I thought we could train together.\I asked for a partial advance on my pay so I could afford them.\Sorry for trying to get ahead.\We sure are quintuplets. response:	Let's do this, then.
context: Um...\Sorry.\These are couples tickets for the gym.\I thought we could train together.\I asked for a partial advance on my pay so I could afford them.\Sorry for trying to get ahead.\We sure are quintuplets.\Let's do this, then. response:	It'll get in the way of his studying if we give him anything before the mock exams.
context: Sorry.\These are couples tickets for the gym.\I thought we could train together.\I asked for a partial advance on my pay so I could afford them.\Sorry for trying to get ahead.\We sure are quintuplets.\Let's do this, then.\It'll get in the way of his studying if we give him anything before the mock exams. response:	So let's all give him our gifts after.
context: These are couples tickets for the gym.\I thought we could train together.\I asked for a partial advance on my pay so I could afford them.\Sorry for trying to get ahead.\We sure are quintuplets.\Let's do this, then.\It'll get in the way of his studying if we give him anything before the mock exams.\So let's all give him our gifts after. response:	Okay!
context: I thought we could train together.\I asked for a partial advance on my pay so I could afford them.\Sorry for trying to get ahead.\We sure are quintuplets.\Let's do this, then.\It'll get in the way of his studying if we give him anything before the mock exams.\So let's all give him our gifts after.\Okay! response:	That sounds good.
context: I asked for a partial advance on my pay so I could afford them.\Sorry for trying to get ahead.\We sure are quintuplets.\Let's do this, then.\It'll get in the way of his studying if we give him anything before the mock exams.\So let's all give him our gifts after.\Okay!\That sounds good. response:	H-Hey!
context: Sorry for trying to get ahead.\We sure are quintuplets.\Let's do this, then.\It'll get in the way of his studying if we give him anything before the mock exams.\So let's all give him our gifts after.\Okay!\That sounds good.\H-Hey! response:	Who said you could decide?
context: We sure are quintuplets.\Let's do this, then.\It'll get in the way of his studying if we give him anything before the mock exams.\So let's all give him our gifts after.\Okay!\That sounds good.\H-Hey!\Who said you could decide? response:	Are you even okay with that?
context: Let's do this, then.\It'll get in the way of his studying if we give him anything before the mock exams.\So let's all give him our gifts after.\Okay!\That sounds good.\H-Hey!\Who said you could decide?\Are you even okay with that? response:	You guys don't get him.
context: It'll get in the way of his studying if we give him anything before the mock exams.\So let's all give him our gifts after.\Okay!\That sounds good.\H-Hey!\Who said you could decide?\Are you even okay with that?\You guys don't get him. response:	Even if we all give him our gifts, he's going to like mine the best.
context: So let's all give him our gifts after.\Okay!\That sounds good.\H-Hey!\Who said you could decide?\Are you even okay with that?\You guys don't get him.\Even if we all give him our gifts, he's going to like mine the best. response:	So nothing on his actual birthday, then?
context: Okay!\That sounds good.\H-Hey!\Who said you could decide?\Are you even okay with that?\You guys don't get him.\Even if we all give him our gifts, he's going to like mine the best.\So nothing on his actual birthday, then? response:	I know!
context: That sounds good.\H-Hey!\Who said you could decide?\Are you even okay with that?\You guys don't get him.\Even if we all give him our gifts, he's going to like mine the best.\So nothing on his actual birthday, then?\I know! response:	How about this?
context: H-Hey!\Who said you could decide?\Are you even okay with that?\You guys don't get him.\Even if we all give him our gifts, he's going to like mine the best.\So nothing on his actual birthday, then?\I know!\How about this? response:	Studying so late?
context: Who said you could decide?\Are you even okay with that?\You guys don't get him.\Even if we all give him our gifts, he's going to like mine the best.\So nothing on his actual birthday, then?\I know!\How about this?\Studying so late? response:	You must be having a rough time.
context: Are you even okay with that?\You guys don't get him.\Even if we all give him our gifts, he's going to like mine the best.\So nothing on his actual birthday, then?\I know!\How about this?\Studying so late?\You must be having a rough time. response:	De-drowsifier
context: You guys don't get him.\Even if we all give him our gifts, he's going to like mine the best.\So nothing on his actual birthday, then?\I know!\How about this?\Studying so late?\You must be having a rough time.\De-drowsifier response:	This is for you.
context: Even if we all give him our gifts, he's going to like mine the best.\So nothing on his actual birthday, then?\I know!\How about this?\Studying so late?\You must be having a rough time.\De-drowsifier\This is for you. response:	Itsuki.
context: So nothing on his actual birthday, then?\I know!\How about this?\Studying so late?\You must be having a rough time.\De-drowsifier\This is for you.\Itsuki. response:	What do you mean?
context: I know!\How about this?\Studying so late?\You must be having a rough time.\De-drowsifier\This is for you.\Itsuki.\What do you mean? response:	This isn't rough.
context: How about this?\Studying so late?\You must be having a rough time.\De-drowsifier\This is for you.\Itsuki.\What do you mean?\This isn't rough. response:	Who do you think I am?
context: Studying so late?\You must be having a rough time.\De-drowsifier\This is for you.\Itsuki.\What do you mean?\This isn't rough.\Who do you think I am? response:	I visited a cram school instructor named Shimoda-san the other day.
context: You must be having a rough time.\De-drowsifier\This is for you.\Itsuki.\What do you mean?\This isn't rough.\Who do you think I am?\I visited a cram school instructor named Shimoda-san the other day. response:	I don't know if it counts as work,
context: De-drowsifier\This is for you.\Itsuki.\What do you mean?\This isn't rough.\Who do you think I am?\I visited a cram school instructor named Shimoda-san the other day.\I don't know if it counts as work, response:	but I'm going to aim to improve my academic capabilities while I assist Shimoda-san.
context: This is for you.\Itsuki.\What do you mean?\This isn't rough.\Who do you think I am?\I visited a cram school instructor named Shimoda-san the other day.\I don't know if it counts as work,\but I'm going to aim to improve my academic capabilities while I assist Shimoda-san. response:	Am I not good enough?
context: Itsuki.\What do you mean?\This isn't rough.\Who do you think I am?\I visited a cram school instructor named Shimoda-san the other day.\I don't know if it counts as work,\but I'm going to aim to improve my academic capabilities while I assist Shimoda-san.\Am I not good enough? response:	Please don't get upset.
context: What do you mean?\This isn't rough.\Who do you think I am?\I visited a cram school instructor named Shimoda-san the other day.\I don't know if it counts as work,\but I'm going to aim to improve my academic capabilities while I assist Shimoda-san.\Am I not good enough?\Please don't get upset. response:	This isn't about you.
context: This isn't rough.\Who do you think I am?\I visited a cram school instructor named Shimoda-san the other day.\I don't know if it counts as work,\but I'm going to aim to improve my academic capabilities while I assist Shimoda-san.\Am I not good enough?\Please don't get upset.\This isn't about you. response:	I just wanted to do a job that I could make part of myself.
context: Who do you think I am?\I visited a cram school instructor named Shimoda-san the other day.\I don't know if it counts as work,\but I'm going to aim to improve my academic capabilities while I assist Shimoda-san.\Am I not good enough?\Please don't get upset.\This isn't about you.\I just wanted to do a job that I could make part of myself. response:	For the sake of my dream past the mock exams and past graduation,
context: I visited a cram school instructor named Shimoda-san the other day.\I don't know if it counts as work,\but I'm going to aim to improve my academic capabilities while I assist Shimoda-san.\Am I not good enough?\Please don't get upset.\This isn't about you.\I just wanted to do a job that I could make part of myself.\For the sake of my dream past the mock exams and past graduation, response:	I wanted to get a look at education in action.
context: I don't know if it counts as work,\but I'm going to aim to improve my academic capabilities while I assist Shimoda-san.\Am I not good enough?\Please don't get upset.\This isn't about you.\I just wanted to do a job that I could make part of myself.\For the sake of my dream past the mock exams and past graduation,\I wanted to get a look at education in action. response:	I can never predict you guys.
context: but I'm going to aim to improve my academic capabilities while I assist Shimoda-san.\Am I not good enough?\Please don't get upset.\This isn't about you.\I just wanted to do a job that I could make part of myself.\For the sake of my dream past the mock exams and past graduation,\I wanted to get a look at education in action.\I can never predict you guys. response:	Ever since the new term, Yotsuba, Nino, Ichika, and even Miku...
context: Am I not good enough?\Please don't get upset.\This isn't about you.\I just wanted to do a job that I could make part of myself.\For the sake of my dream past the mock exams and past graduation,\I wanted to get a look at education in action.\I can never predict you guys.\Ever since the new term, Yotsuba, Nino, Ichika, and even Miku... response:	Has something happened?
context: Please don't get upset.\This isn't about you.\I just wanted to do a job that I could make part of myself.\For the sake of my dream past the mock exams and past graduation,\I wanted to get a look at education in action.\I can never predict you guys.\Ever since the new term, Yotsuba, Nino, Ichika, and even Miku...\Has something happened? response:	I'll tell you someday.
context: This isn't about you.\I just wanted to do a job that I could make part of myself.\For the sake of my dream past the mock exams and past graduation,\I wanted to get a look at education in action.\I can never predict you guys.\Ever since the new term, Yotsuba, Nino, Ichika, and even Miku...\Has something happened?\I'll tell you someday. response:	How long has it been?
context: I just wanted to do a job that I could make part of myself.\For the sake of my dream past the mock exams and past graduation,\I wanted to get a look at education in action.\I can never predict you guys.\Ever since the new term, Yotsuba, Nino, Ichika, and even Miku...\Has something happened?\I'll tell you someday.\How long has it been? response:	From: Raiha Onii-chan, when are you coming home? We're ready for your birthday party
context: For the sake of my dream past the mock exams and past graduation,\I wanted to get a look at education in action.\I can never predict you guys.\Ever since the new term, Yotsuba, Nino, Ichika, and even Miku...\Has something happened?\I'll tell you someday.\How long has it been?\From: Raiha Onii-chan, when are you coming home? We're ready for your birthday party response:	Oh, yeah, that was today.
context: I wanted to get a look at education in action.\I can never predict you guys.\Ever since the new term, Yotsuba, Nino, Ichika, and even Miku...\Has something happened?\I'll tell you someday.\How long has it been?\From: Raiha Onii-chan, when are you coming home? We're ready for your birthday party\Oh, yeah, that was today. response:	I should go home.
context: I can never predict you guys.\Ever since the new term, Yotsuba, Nino, Ichika, and even Miku...\Has something happened?\I'll tell you someday.\How long has it been?\From: Raiha Onii-chan, when are you coming home? We're ready for your birthday party\Oh, yeah, that was today.\I should go home. response:	Five cranes?
context: Ever since the new term, Yotsuba, Nino, Ichika, and even Miku...\Has something happened?\I'll tell you someday.\How long has it been?\From: Raiha Onii-chan, when are you coming home? We're ready for your birthday party\Oh, yeah, that was today.\I should go home.\Five cranes? response:	What's this?
context: Has something happened?\I'll tell you someday.\How long has it been?\From: Raiha Onii-chan, when are you coming home? We're ready for your birthday party\Oh, yeah, that was today.\I should go home.\Five cranes?\What's this? response:	National Mock Exams Day 1 Day 2 840 Socials 1 840 Science 1 950 Socials 2 950 Science 2 1100 Japanese 1100 Math 1 1320 English (written)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 1420 English (listening)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
context: I'll tell you someday.\How long has it been?\From: Raiha Onii-chan, when are you coming home? We're ready for your birthday party\Oh, yeah, that was today.\I should go home.\Five cranes?\What's this?\National Mock Exams Day 1 Day 2 840 Socials 1 840 Science 1 950 Socials 2 950 Science 2 1100 Japanese 1100 Math 1 1320 English (written)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 1420 English (listening)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh response:	I guess I'm not alone.
context: How long has it been?\From: Raiha Onii-chan, when are you coming home? We're ready for your birthday party\Oh, yeah, that was today.\I should go home.\Five cranes?\What's this?\National Mock Exams Day 1 Day 2 840 Socials 1 840 Science 1 950 Socials 2 950 Science 2 1100 Japanese 1100 Math 1 1320 English (written)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 1420 English (listening)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh\I guess I'm not alone. response:	They're working hard, too.
context: From: Raiha Onii-chan, when are you coming home? We're ready for your birthday party\Oh, yeah, that was today.\I should go home.\Five cranes?\What's this?\National Mock Exams Day 1 Day 2 840 Socials 1 840 Science 1 950 Socials 2 950 Science 2 1100 Japanese 1100 Math 1 1320 English (written)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 1420 English (listening)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh\I guess I'm not alone.\They're working hard, too. response:	I have to keep up.
context: Oh, yeah, that was today.\I should go home.\Five cranes?\What's this?\National Mock Exams Day 1 Day 2 840 Socials 1 840 Science 1 950 Socials 2 950 Science 2 1100 Japanese 1100 Math 1 1320 English (written)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 1420 English (listening)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh\I guess I'm not alone.\They're working hard, too.\I have to keep up. response:	We've received the results of the national mock exam from several days ago.
context: I should go home.\Five cranes?\What's this?\National Mock Exams Day 1 Day 2 840 Socials 1 840 Science 1 950 Socials 2 950 Science 2 1100 Japanese 1100 Math 1 1320 English (written)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 1420 English (listening)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh\I guess I'm not alone.\They're working hard, too.\I have to keep up.\We've received the results of the national mock exam from several days ago. response:	Though their grades vary, all of them have made considerable progress since last year.
context: Five cranes?\What's this?\National Mock Exams Day 1 Day 2 840 Socials 1 840 Science 1 950 Socials 2 950 Science 2 1100 Japanese 1100 Math 1 1320 English (written)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 1420 English (listening)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh\I guess I'm not alone.\They're working hard, too.\I have to keep up.\We've received the results of the national mock exam from several days ago.\Though their grades vary, all of them have made considerable progress since last year. response:	I was eighth nationally.
context: What's this?\National Mock Exams Day 1 Day 2 840 Socials 1 840 Science 1 950 Socials 2 950 Science 2 1100 Japanese 1100 Math 1 1320 English (written)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 1420 English (listening)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh\I guess I'm not alone.\They're working hard, too.\I have to keep up.\We've received the results of the national mock exam from several days ago.\Though their grades vary, all of them have made considerable progress since last year.\I was eighth nationally. response:	6 Kurosaki Riko 7 Miyazono Akina 8 Takeda Yusuke 9 Ono Wakana 10 Azumi Hiroto
context: National Mock Exams Day 1 Day 2 840 Socials 1 840 Science 1 950 Socials 2 950 Science 2 1100 Japanese 1100 Math 1 1320 English (written)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 1420 English (listening)hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh\I guess I'm not alone.\They're working hard, too.\I have to keep up.\We've received the results of the national mock exam from several days ago.\Though their grades vary, all of them have made considerable progress since last year.\I was eighth nationally.\6 Kurosaki Riko 7 Miyazono Akina 8 Takeda Yusuke 9 Ono Wakana 10 Azumi Hiroto response:	And Uesugi-kun...
context: I guess I'm not alone.\They're working hard, too.\I have to keep up.\We've received the results of the national mock exam from several days ago.\Though their grades vary, all of them have made considerable progress since last year.\I was eighth nationally.\6 Kurosaki Riko 7 Miyazono Akina 8 Takeda Yusuke 9 Ono Wakana 10 Azumi Hiroto\And Uesugi-kun... response:	5 Hashikawa Masaki 4 Maebashi Yuki 3 Uesugi
context: They're working hard, too.\I have to keep up.\We've received the results of the national mock exam from several days ago.\Though their grades vary, all of them have made considerable progress since last year.\I was eighth nationally.\6 Kurosaki Riko 7 Miyazono Akina 8 Takeda Yusuke 9 Ono Wakana 10 Azumi Hiroto\And Uesugi-kun...\5 Hashikawa Masaki 4 Maebashi Yuki 3 Uesugi response:	You got me.
context: I have to keep up.\We've received the results of the national mock exam from several days ago.\Though their grades vary, all of them have made considerable progress since last year.\I was eighth nationally.\6 Kurosaki Riko 7 Miyazono Akina 8 Takeda Yusuke 9 Ono Wakana 10 Azumi Hiroto\And Uesugi-kun...\5 Hashikawa Masaki 4 Maebashi Yuki 3 Uesugi\You got me. response:	Third nationally?
context: We've received the results of the national mock exam from several days ago.\Though their grades vary, all of them have made considerable progress since last year.\I was eighth nationally.\6 Kurosaki Riko 7 Miyazono Akina 8 Takeda Yusuke 9 Ono Wakana 10 Azumi Hiroto\And Uesugi-kun...\5 Hashikawa Masaki 4 Maebashi Yuki 3 Uesugi\You got me.\Third nationally? response:	I have to tip my hat to you, Uesugi-kun.
context: Though their grades vary, all of them have made considerable progress since last year.\I was eighth nationally.\6 Kurosaki Riko 7 Miyazono Akina 8 Takeda Yusuke 9 Ono Wakana 10 Azumi Hiroto\And Uesugi-kun...\5 Hashikawa Masaki 4 Maebashi Yuki 3 Uesugi\You got me.\Third nationally?\I have to tip my hat to you, Uesugi-kun. response:	Komugiya
context: I was eighth nationally.\6 Kurosaki Riko 7 Miyazono Akina 8 Takeda Yusuke 9 Ono Wakana 10 Azumi Hiroto\And Uesugi-kun...\5 Hashikawa Masaki 4 Maebashi Yuki 3 Uesugi\You got me.\Third nationally?\I have to tip my hat to you, Uesugi-kun.\Komugiya response:	Um...
context: 6 Kurosaki Riko 7 Miyazono Akina 8 Takeda Yusuke 9 Ono Wakana 10 Azumi Hiroto\And Uesugi-kun...\5 Hashikawa Masaki 4 Maebashi Yuki 3 Uesugi\You got me.\Third nationally?\I have to tip my hat to you, Uesugi-kun.\Komugiya\Um... response:	This is a bakery, right?
context: And Uesugi-kun...\5 Hashikawa Masaki 4 Maebashi Yuki 3 Uesugi\You got me.\Third nationally?\I have to tip my hat to you, Uesugi-kun.\Komugiya\Um...\This is a bakery, right? response:	Not a rock shop?
context: 5 Hashikawa Masaki 4 Maebashi Yuki 3 Uesugi\You got me.\Third nationally?\I have to tip my hat to you, Uesugi-kun.\Komugiya\Um...\This is a bakery, right?\Not a rock shop? response:	W-Well, Nakano-san just started working here.
context: You got me.\Third nationally?\I have to tip my hat to you, Uesugi-kun.\Komugiya\Um...\This is a bakery, right?\Not a rock shop?\W-Well, Nakano-san just started working here. response:	It looks dead.
context: Third nationally?\I have to tip my hat to you, Uesugi-kun.\Komugiya\Um...\This is a bakery, right?\Not a rock shop?\W-Well, Nakano-san just started working here.\It looks dead. response:	I don't get it.
context: I have to tip my hat to you, Uesugi-kun.\Komugiya\Um...\This is a bakery, right?\Not a rock shop?\W-Well, Nakano-san just started working here.\It looks dead.\I don't get it. response:	I'm having her follow the instructions.
context: Komugiya\Um...\This is a bakery, right?\Not a rock shop?\W-Well, Nakano-san just started working here.\It looks dead.\I don't get it.\I'm having her follow the instructions. response:	She has some mysterious ability to screw it up.
context: Um...\This is a bakery, right?\Not a rock shop?\W-Well, Nakano-san just started working here.\It looks dead.\I don't get it.\I'm having her follow the instructions.\She has some mysterious ability to screw it up. response:	Maybe I'm not cut out for this.
context: This is a bakery, right?\Not a rock shop?\W-Well, Nakano-san just started working here.\It looks dead.\I don't get it.\I'm having her follow the instructions.\She has some mysterious ability to screw it up.\Maybe I'm not cut out for this. response:	H-Have confidence!
context: Not a rock shop?\W-Well, Nakano-san just started working here.\It looks dead.\I don't get it.\I'm having her follow the instructions.\She has some mysterious ability to screw it up.\Maybe I'm not cut out for this.\H-Have confidence! response:	I think it's becoming more food-like than before.
context: W-Well, Nakano-san just started working here.\It looks dead.\I don't get it.\I'm having her follow the instructions.\She has some mysterious ability to screw it up.\Maybe I'm not cut out for this.\H-Have confidence!\I think it's becoming more food-like than before. response:	Keep it up!
context: It looks dead.\I don't get it.\I'm having her follow the instructions.\She has some mysterious ability to screw it up.\Maybe I'm not cut out for this.\H-Have confidence!\I think it's becoming more food-like than before.\Keep it up! response:	Okay.
context: I don't get it.\I'm having her follow the instructions.\She has some mysterious ability to screw it up.\Maybe I'm not cut out for this.\H-Have confidence!\I think it's becoming more food-like than before.\Keep it up!\Okay. response:	It's bread!
context: I'm having her follow the instructions.\She has some mysterious ability to screw it up.\Maybe I'm not cut out for this.\H-Have confidence!\I think it's becoming more food-like than before.\Keep it up!\Okay.\It's bread! response:	Did you really make this, Miku?
context: She has some mysterious ability to screw it up.\Maybe I'm not cut out for this.\H-Have confidence!\I think it's becoming more food-like than before.\Keep it up!\Okay.\It's bread!\Did you really make this, Miku? response:	Yup.
context: Maybe I'm not cut out for this.\H-Have confidence!\I think it's becoming more food-like than before.\Keep it up!\Okay.\It's bread!\Did you really make this, Miku?\Yup. response:	We can't quite sell this yet.
context: H-Have confidence!\I think it's becoming more food-like than before.\Keep it up!\Okay.\It's bread!\Did you really make this, Miku?\Yup.\We can't quite sell this yet. response:	I'm glad you got this far, though, Miku-chan.
context: I think it's becoming more food-like than before.\Keep it up!\Okay.\It's bread!\Did you really make this, Miku?\Yup.\We can't quite sell this yet.\I'm glad you got this far, though, Miku-chan. response:	Thank you, manager.
context: Keep it up!\Okay.\It's bread!\Did you really make this, Miku?\Yup.\We can't quite sell this yet.\I'm glad you got this far, though, Miku-chan.\Thank you, manager. response:	Let's have Uesugi-san try this.
context: Okay.\It's bread!\Did you really make this, Miku?\Yup.\We can't quite sell this yet.\I'm glad you got this far, though, Miku-chan.\Thank you, manager.\Let's have Uesugi-san try this. response:	I bet he'll be surprised.
context: It's bread!\Did you really make this, Miku?\Yup.\We can't quite sell this yet.\I'm glad you got this far, though, Miku-chan.\Thank you, manager.\Let's have Uesugi-san try this.\I bet he'll be surprised. response:	It's not that good yet.
