context: What are you thinking?! response:	You won't get your way!
context: Yeah. Simply put, I think that Tobio doesn't get along with the giant.\In yesterday's match,\as well as today's, they don't seem to be communicating very well.\I think that out of all of Karasuno's spikers,\Tobio has the hardest time accommodating that giant.\I really don't want to be friends with you.\Why?!\You seem like you'd use our weaknesses against us. response:	Why would I use my teammates' weaknesses against them?!
context: In yesterday's match,\as well as today's, they don't seem to be communicating very well.\I think that out of all of Karasuno's spikers,\Tobio has the hardest time accommodating that giant.\I really don't want to be friends with you.\Why?!\You seem like you'd use our weaknesses against us.\Why would I use my teammates' weaknesses against them?! response:	I think that Sugawara-san makes sure to pay attention to all of
context: as well as today's, they don't seem to be communicating very well.\I think that out of all of Karasuno's spikers,\Tobio has the hardest time accommodating that giant.\I really don't want to be friends with you.\Why?!\You seem like you'd use our weaknesses against us.\Why would I use my teammates' weaknesses against them?!\I think that Sugawara-san makes sure to pay attention to all of response:	Tsukishima, I think you're jumping too soon for the block.
context: I think that out of all of Karasuno's spikers,\Tobio has the hardest time accommodating that giant.\I really don't want to be friends with you.\Why?!\You seem like you'd use our weaknesses against us.\Why would I use my teammates' weaknesses against them?!\I think that Sugawara-san makes sure to pay attention to all of\Tsukishima, I think you're jumping too soon for the block. response:	Hold back a little.
context: Tobio has the hardest time accommodating that giant.\I really don't want to be friends with you.\Why?!\You seem like you'd use our weaknesses against us.\Why would I use my teammates' weaknesses against them?!\I think that Sugawara-san makes sure to pay attention to all of\Tsukishima, I think you're jumping too soon for the block.\Hold back a little. response:	the spikers' expressions as well as how they're doing that day.
context: I really don't want to be friends with you.\Why?!\You seem like you'd use our weaknesses against us.\Why would I use my teammates' weaknesses against them?!\I think that Sugawara-san makes sure to pay attention to all of\Tsukishima, I think you're jumping too soon for the block.\Hold back a little.\the spikers' expressions as well as how they're doing that day. response:	Understood.
context: Why?!\You seem like you'd use our weaknesses against us.\Why would I use my teammates' weaknesses against them?!\I think that Sugawara-san makes sure to pay attention to all of\Tsukishima, I think you're jumping too soon for the block.\Hold back a little.\the spikers' expressions as well as how they're doing that day.\Understood. response:	Yamaguchi, make sure you clearly call everything.
context: You seem like you'd use our weaknesses against us.\Why would I use my teammates' weaknesses against them?!\I think that Sugawara-san makes sure to pay attention to all of\Tsukishima, I think you're jumping too soon for the block.\Hold back a little.\the spikers' expressions as well as how they're doing that day.\Understood.\Yamaguchi, make sure you clearly call everything. response:	Right.
context: Why would I use my teammates' weaknesses against them?!\I think that Sugawara-san makes sure to pay attention to all of\Tsukishima, I think you're jumping too soon for the block.\Hold back a little.\the spikers' expressions as well as how they're doing that day.\Understood.\Yamaguchi, make sure you clearly call everything.\Right. response:	What?
context: I think that Sugawara-san makes sure to pay attention to all of\Tsukishima, I think you're jumping too soon for the block.\Hold back a little.\the spikers' expressions as well as how they're doing that day.\Understood.\Yamaguchi, make sure you clearly call everything.\Right.\What? response:	He may have asked me to read his expression,
context: Tsukishima, I think you're jumping too soon for the block.\Hold back a little.\the spikers' expressions as well as how they're doing that day.\Understood.\Yamaguchi, make sure you clearly call everything.\Right.\What?\He may have asked me to read his expression, response:	but I don't see anything other than a face pisses me off.
context: Hold back a little.\the spikers' expressions as well as how they're doing that day.\Understood.\Yamaguchi, make sure you clearly call everything.\Right.\What?\He may have asked me to read his expression,\but I don't see anything other than a face pisses me off. response:	Kageyama.
context: the spikers' expressions as well as how they're doing that day.\Understood.\Yamaguchi, make sure you clearly call everything.\Right.\What?\He may have asked me to read his expression,\but I don't see anything other than a face pisses me off.\Kageyama. response:	First, you need to have a conversation. Talk.
context: Understood.\Yamaguchi, make sure you clearly call everything.\Right.\What?\He may have asked me to read his expression,\but I don't see anything other than a face pisses me off.\Kageyama.\First, you need to have a conversation. Talk. response:	Especially with Tsukishima, communication is key.
context: Yamaguchi, make sure you clearly call everything.\Right.\What?\He may have asked me to read his expression,\but I don't see anything other than a face pisses me off.\Kageyama.\First, you need to have a conversation. Talk.\Especially with Tsukishima, communication is key. response:	Right...
context: Right.\What?\He may have asked me to read his expression,\but I don't see anything other than a face pisses me off.\Kageyama.\First, you need to have a conversation. Talk.\Especially with Tsukishima, communication is key.\Right... response:	Got it!
context: What?\He may have asked me to read his expression,\but I don't see anything other than a face pisses me off.\Kageyama.\First, you need to have a conversation. Talk.\Especially with Tsukishima, communication is key.\Right...\Got it! response:	He picked it up! Here comes the counter!
context: He may have asked me to read his expression,\but I don't see anything other than a face pisses me off.\Kageyama.\First, you need to have a conversation. Talk.\Especially with Tsukishima, communication is key.\Right...\Got it!\He picked it up! Here comes the counter! response:	Nice receive!
context: but I don't see anything other than a face pisses me off.\Kageyama.\First, you need to have a conversation. Talk.\Especially with Tsukishima, communication is key.\Right...\Got it!\He picked it up! Here comes the counter!\Nice receive! response:	Left!
context: Kageyama.\First, you need to have a conversation. Talk.\Especially with Tsukishima, communication is key.\Right...\Got it!\He picked it up! Here comes the counter!\Nice receive!\Left! response:	Tsukishima's not hitting it with all he's got.
context: First, you need to have a conversation. Talk.\Especially with Tsukishima, communication is key.\Right...\Got it!\He picked it up! Here comes the counter!\Nice receive!\Left!\Tsukishima's not hitting it with all he's got. response:	They caught up!
context: Especially with Tsukishima, communication is key.\Right...\Got it!\He picked it up! Here comes the counter!\Nice receive!\Left!\Tsukishima's not hitting it with all he's got.\They caught up! response:	Damn, they're tied now.
context: Right...\Got it!\He picked it up! Here comes the counter!\Nice receive!\Left!\Tsukishima's not hitting it with all he's got.\They caught up!\Damn, they're tied now. response:	A break!
context: Got it!\He picked it up! Here comes the counter!\Nice receive!\Left!\Tsukishima's not hitting it with all he's got.\They caught up!\Damn, they're tied now.\A break! response:	Yeah, totally.
context: He picked it up! Here comes the counter!\Nice receive!\Left!\Tsukishima's not hitting it with all he's got.\They caught up!\Damn, they're tied now.\A break!\Yeah, totally. response:	Sensei.
context: Nice receive!\Left!\Tsukishima's not hitting it with all he's got.\They caught up!\Damn, they're tied now.\A break!\Yeah, totally.\Sensei. response:	Right.
context: Left!\Tsukishima's not hitting it with all he's got.\They caught up!\Damn, they're tied now.\A break!\Yeah, totally.\Sensei.\Right. response:	All right!
context: Tsukishima's not hitting it with all he's got.\They caught up!\Damn, they're tied now.\A break!\Yeah, totally.\Sensei.\Right.\All right! response:	Maybe they lack attack power, after all.
context: They caught up!\Damn, they're tied now.\A break!\Yeah, totally.\Sensei.\Right.\All right!\Maybe they lack attack power, after all. response:	Karasuno not having 10 here would be rough.
context: Damn, they're tied now.\A break!\Yeah, totally.\Sensei.\Right.\All right!\Maybe they lack attack power, after all.\Karasuno not having 10 here would be rough. response:	Come on, your faces! They're all tense!
context: A break!\Yeah, totally.\Sensei.\Right.\All right!\Maybe they lack attack power, after all.\Karasuno not having 10 here would be rough.\Come on, your faces! They're all tense! response:	Calm down and go! Your moves are great!
context: Yeah, totally.\Sensei.\Right.\All right!\Maybe they lack attack power, after all.\Karasuno not having 10 here would be rough.\Come on, your faces! They're all tense!\Calm down and go! Your moves are great! response:	Yeah.
context: Sensei.\Right.\All right!\Maybe they lack attack power, after all.\Karasuno not having 10 here would be rough.\Come on, your faces! They're all tense!\Calm down and go! Your moves are great!\Yeah. response:	Hey.
context: Right.\All right!\Maybe they lack attack power, after all.\Karasuno not having 10 here would be rough.\Come on, your faces! They're all tense!\Calm down and go! Your moves are great!\Yeah.\Hey. response:	How was that toss, damn it?
context: All right!\Maybe they lack attack power, after all.\Karasuno not having 10 here would be rough.\Come on, your faces! They're all tense!\Calm down and go! Your moves are great!\Yeah.\Hey.\How was that toss, damn it? response:	Why are you talking like Tanaka-san?
context: Maybe they lack attack power, after all.\Karasuno not having 10 here would be rough.\Come on, your faces! They're all tense!\Calm down and go! Your moves are great!\Yeah.\Hey.\How was that toss, damn it?\Why are you talking like Tanaka-san? response:	What was that, damn it?
context: Karasuno not having 10 here would be rough.\Come on, your faces! They're all tense!\Calm down and go! Your moves are great!\Yeah.\Hey.\How was that toss, damn it?\Why are you talking like Tanaka-san?\What was that, damn it? response:	It's like you're saying, Shut up, and hit this toss, you commoner, and it pisses me off.
context: Come on, your faces! They're all tense!\Calm down and go! Your moves are great!\Yeah.\Hey.\How was that toss, damn it?\Why are you talking like Tanaka-san?\What was that, damn it?\It's like you're saying, Shut up, and hit this toss, you commoner, and it pisses me off. response:	What?!
context: Calm down and go! Your moves are great!\Yeah.\Hey.\How was that toss, damn it?\Why are you talking like Tanaka-san?\What was that, damn it?\It's like you're saying, Shut up, and hit this toss, you commoner, and it pisses me off.\What?! response:	Dang it, Tsukishima...
context: Yeah.\Hey.\How was that toss, damn it?\Why are you talking like Tanaka-san?\What was that, damn it?\It's like you're saying, Shut up, and hit this toss, you commoner, and it pisses me off.\What?!\Dang it, Tsukishima... response:	You sound like a kid. Stop picking fights!
context: Hey.\How was that toss, damn it?\Why are you talking like Tanaka-san?\What was that, damn it?\It's like you're saying, Shut up, and hit this toss, you commoner, and it pisses me off.\What?!\Dang it, Tsukishima...\You sound like a kid. Stop picking fights! response:	What do you mean by that?
context: How was that toss, damn it?\Why are you talking like Tanaka-san?\What was that, damn it?\It's like you're saying, Shut up, and hit this toss, you commoner, and it pisses me off.\What?!\Dang it, Tsukishima...\You sound like a kid. Stop picking fights!\What do you mean by that? response:	I have my own way of doing things,
context: Why are you talking like Tanaka-san?\What was that, damn it?\It's like you're saying, Shut up, and hit this toss, you commoner, and it pisses me off.\What?!\Dang it, Tsukishima...\You sound like a kid. Stop picking fights!\What do you mean by that?\I have my own way of doing things, response:	so I'd rather you keep your tosses consistent.
context: What was that, damn it?\It's like you're saying, Shut up, and hit this toss, you commoner, and it pisses me off.\What?!\Dang it, Tsukishima...\You sound like a kid. Stop picking fights!\What do you mean by that?\I have my own way of doing things,\so I'd rather you keep your tosses consistent. response:	Um, what does that mean?
context: It's like you're saying, Shut up, and hit this toss, you commoner, and it pisses me off.\What?!\Dang it, Tsukishima...\You sound like a kid. Stop picking fights!\What do you mean by that?\I have my own way of doing things,\so I'd rather you keep your tosses consistent.\Um, what does that mean? response:	I'm assuming that when Kageyama sets an A-quick to Tsukishima,
context: What?!\Dang it, Tsukishima...\You sound like a kid. Stop picking fights!\What do you mean by that?\I have my own way of doing things,\so I'd rather you keep your tosses consistent.\Um, what does that mean?\I'm assuming that when Kageyama sets an A-quick to Tsukishima, response:	the course it should go in is being determined by the toss.
context: Dang it, Tsukishima...\You sound like a kid. Stop picking fights!\What do you mean by that?\I have my own way of doing things,\so I'd rather you keep your tosses consistent.\Um, what does that mean?\I'm assuming that when Kageyama sets an A-quick to Tsukishima,\the course it should go in is being determined by the toss. response:	Cross
context: You sound like a kid. Stop picking fights!\What do you mean by that?\I have my own way of doing things,\so I'd rather you keep your tosses consistent.\Um, what does that mean?\I'm assuming that when Kageyama sets an A-quick to Tsukishima,\the course it should go in is being determined by the toss.\Cross response:	If the ball is about a ball's width away and center, it's a cross,
context: What do you mean by that?\I have my own way of doing things,\so I'd rather you keep your tosses consistent.\Um, what does that mean?\I'm assuming that when Kageyama sets an A-quick to Tsukishima,\the course it should go in is being determined by the toss.\Cross\If the ball is about a ball's width away and center, it's a cross, response:	and if it's further, it's a turn.
context: I have my own way of doing things,\so I'd rather you keep your tosses consistent.\Um, what does that mean?\I'm assuming that when Kageyama sets an A-quick to Tsukishima,\the course it should go in is being determined by the toss.\Cross\If the ball is about a ball's width away and center, it's a cross,\and if it's further, it's a turn. response:	Turn
context: so I'd rather you keep your tosses consistent.\Um, what does that mean?\I'm assuming that when Kageyama sets an A-quick to Tsukishima,\the course it should go in is being determined by the toss.\Cross\If the ball is about a ball's width away and center, it's a cross,\and if it's further, it's a turn.\Turn response:	Kageyama is, of course, setting it where he thinks it'll succeed the best,
context: Um, what does that mean?\I'm assuming that when Kageyama sets an A-quick to Tsukishima,\the course it should go in is being determined by the toss.\Cross\If the ball is about a ball's width away and center, it's a cross,\and if it's further, it's a turn.\Turn\Kageyama is, of course, setting it where he thinks it'll succeed the best, response:	but I think Tsukshima is having a hard time hitting those.
context: I'm assuming that when Kageyama sets an A-quick to Tsukishima,\the course it should go in is being determined by the toss.\Cross\If the ball is about a ball's width away and center, it's a cross,\and if it's further, it's a turn.\Turn\Kageyama is, of course, setting it where he thinks it'll succeed the best,\but I think Tsukshima is having a hard time hitting those. response:	You're not the only one thinking.
context: the course it should go in is being determined by the toss.\Cross\If the ball is about a ball's width away and center, it's a cross,\and if it's further, it's a turn.\Turn\Kageyama is, of course, setting it where he thinks it'll succeed the best,\but I think Tsukshima is having a hard time hitting those.\You're not the only one thinking. response:	The shape of the opponent's defense.
context: Cross\If the ball is about a ball's width away and center, it's a cross,\and if it's further, it's a turn.\Turn\Kageyama is, of course, setting it where he thinks it'll succeed the best,\but I think Tsukshima is having a hard time hitting those.\You're not the only one thinking.\The shape of the opponent's defense. response:	The best attacks I've been doing today.
context: If the ball is about a ball's width away and center, it's a cross,\and if it's further, it's a turn.\Turn\Kageyama is, of course, setting it where he thinks it'll succeed the best,\but I think Tsukshima is having a hard time hitting those.\You're not the only one thinking.\The shape of the opponent's defense.\The best attacks I've been doing today. response:	We're all thinking about that.
context: and if it's further, it's a turn.\Turn\Kageyama is, of course, setting it where he thinks it'll succeed the best,\but I think Tsukshima is having a hard time hitting those.\You're not the only one thinking.\The shape of the opponent's defense.\The best attacks I've been doing today.\We're all thinking about that. response:	Even Hinata has started thinking enough to use normal quicks now, right?
context: Turn\Kageyama is, of course, setting it where he thinks it'll succeed the best,\but I think Tsukshima is having a hard time hitting those.\You're not the only one thinking.\The shape of the opponent's defense.\The best attacks I've been doing today.\We're all thinking about that.\Even Hinata has started thinking enough to use normal quicks now, right? response:	Though just barely.
context: Kageyama is, of course, setting it where he thinks it'll succeed the best,\but I think Tsukshima is having a hard time hitting those.\You're not the only one thinking.\The shape of the opponent's defense.\The best attacks I've been doing today.\We're all thinking about that.\Even Hinata has started thinking enough to use normal quicks now, right?\Though just barely. response:	What'd you mean by that?! What do you mean, just barely?!
context: but I think Tsukshima is having a hard time hitting those.\You're not the only one thinking.\The shape of the opponent's defense.\The best attacks I've been doing today.\We're all thinking about that.\Even Hinata has started thinking enough to use normal quicks now, right?\Though just barely.\What'd you mean by that?! What do you mean, just barely?! response:	Now, now...
context: You're not the only one thinking.\The shape of the opponent's defense.\The best attacks I've been doing today.\We're all thinking about that.\Even Hinata has started thinking enough to use normal quicks now, right?\Though just barely.\What'd you mean by that?! What do you mean, just barely?!\Now, now... response:	All right.
context: The shape of the opponent's defense.\The best attacks I've been doing today.\We're all thinking about that.\Even Hinata has started thinking enough to use normal quicks now, right?\Though just barely.\What'd you mean by that?! What do you mean, just barely?!\Now, now...\All right. response:	You're rather agreeable today.
context: The best attacks I've been doing today.\We're all thinking about that.\Even Hinata has started thinking enough to use normal quicks now, right?\Though just barely.\What'd you mean by that?! What do you mean, just barely?!\Now, now...\All right.\You're rather agreeable today. response:	You feeling okay?
context: We're all thinking about that.\Even Hinata has started thinking enough to use normal quicks now, right?\Though just barely.\What'd you mean by that?! What do you mean, just barely?!\Now, now...\All right.\You're rather agreeable today.\You feeling okay? response:	We're just going to have to try and find out.
context: Even Hinata has started thinking enough to use normal quicks now, right?\Though just barely.\What'd you mean by that?! What do you mean, just barely?!\Now, now...\All right.\You're rather agreeable today.\You feeling okay?\We're just going to have to try and find out. response:	Tsukishima's probably not used to people who face him head on,
context: Though just barely.\What'd you mean by that?! What do you mean, just barely?!\Now, now...\All right.\You're rather agreeable today.\You feeling okay?\We're just going to have to try and find out.\Tsukishima's probably not used to people who face him head on, response:	We're taking this set, no matter what!
context: What'd you mean by that?! What do you mean, just barely?!\Now, now...\All right.\You're rather agreeable today.\You feeling okay?\We're just going to have to try and find out.\Tsukishima's probably not used to people who face him head on,\We're taking this set, no matter what! response:	and he can't run from that.
context: Now, now...\All right.\You're rather agreeable today.\You feeling okay?\We're just going to have to try and find out.\Tsukishima's probably not used to people who face him head on,\We're taking this set, no matter what!\and he can't run from that. response:	Right!
context: All right.\You're rather agreeable today.\You feeling okay?\We're just going to have to try and find out.\Tsukishima's probably not used to people who face him head on,\We're taking this set, no matter what!\and he can't run from that.\Right! response:	Nice, Noya-san!
context: You're rather agreeable today.\You feeling okay?\We're just going to have to try and find out.\Tsukishima's probably not used to people who face him head on,\We're taking this set, no matter what!\and he can't run from that.\Right!\Nice, Noya-san! response:	I have my own way of doing things,
context: You feeling okay?\We're just going to have to try and find out.\Tsukishima's probably not used to people who face him head on,\We're taking this set, no matter what!\and he can't run from that.\Right!\Nice, Noya-san!\I have my own way of doing things, response:	so I'd like you to keep your tosses consistent.
context: We're just going to have to try and find out.\Tsukishima's probably not used to people who face him head on,\We're taking this set, no matter what!\and he can't run from that.\Right!\Nice, Noya-san!\I have my own way of doing things,\so I'd like you to keep your tosses consistent. response:	A feint!
context: Tsukishima's probably not used to people who face him head on,\We're taking this set, no matter what!\and he can't run from that.\Right!\Nice, Noya-san!\I have my own way of doing things,\so I'd like you to keep your tosses consistent.\A feint! response:	Yeah! He got over the block!
context: We're taking this set, no matter what!\and he can't run from that.\Right!\Nice, Noya-san!\I have my own way of doing things,\so I'd like you to keep your tosses consistent.\A feint!\Yeah! He got over the block! response:	He totally did it!
context: and he can't run from that.\Right!\Nice, Noya-san!\I have my own way of doing things,\so I'd like you to keep your tosses consistent.\A feint!\Yeah! He got over the block!\He totally did it! response:	How annoying!
context: Right!\Nice, Noya-san!\I have my own way of doing things,\so I'd like you to keep your tosses consistent.\A feint!\Yeah! He got over the block!\He totally did it!\How annoying! response:	I thought that he was going to hit it hard up until the end.
context: Nice, Noya-san!\I have my own way of doing things,\so I'd like you to keep your tosses consistent.\A feint!\Yeah! He got over the block!\He totally did it!\How annoying!\I thought that he was going to hit it hard up until the end. response:	Nice! Tsukishima's lively after getting through the opponent's guard.
context: I have my own way of doing things,\so I'd like you to keep your tosses consistent.\A feint!\Yeah! He got over the block!\He totally did it!\How annoying!\I thought that he was going to hit it hard up until the end.\Nice! Tsukishima's lively after getting through the opponent's guard. response:	Lively?
context: so I'd like you to keep your tosses consistent.\A feint!\Yeah! He got over the block!\He totally did it!\How annoying!\I thought that he was going to hit it hard up until the end.\Nice! Tsukishima's lively after getting through the opponent's guard.\Lively? response:	It's hard to see, but that expression he has means he's pretty into it.
context: A feint!\Yeah! He got over the block!\He totally did it!\How annoying!\I thought that he was going to hit it hard up until the end.\Nice! Tsukishima's lively after getting through the opponent's guard.\Lively?\It's hard to see, but that expression he has means he's pretty into it. response:	Oh.
context: Yeah! He got over the block!\He totally did it!\How annoying!\I thought that he was going to hit it hard up until the end.\Nice! Tsukishima's lively after getting through the opponent's guard.\Lively?\It's hard to see, but that expression he has means he's pretty into it.\Oh. response:	Chance ball!
context: He totally did it!\How annoying!\I thought that he was going to hit it hard up until the end.\Nice! Tsukishima's lively after getting through the opponent's guard.\Lively?\It's hard to see, but that expression he has means he's pretty into it.\Oh.\Chance ball! response:	Another feint!
context: How annoying!\I thought that he was going to hit it hard up until the end.\Nice! Tsukishima's lively after getting through the opponent's guard.\Lively?\It's hard to see, but that expression he has means he's pretty into it.\Oh.\Chance ball!\Another feint! response:	Nice, Watari.
context: I thought that he was going to hit it hard up until the end.\Nice! Tsukishima's lively after getting through the opponent's guard.\Lively?\It's hard to see, but that expression he has means he's pretty into it.\Oh.\Chance ball!\Another feint!\Nice, Watari. response:	It's coming back!
context: Nice! Tsukishima's lively after getting through the opponent's guard.\Lively?\It's hard to see, but that expression he has means he's pretty into it.\Oh.\Chance ball!\Another feint!\Nice, Watari.\It's coming back! response:	Chance ball!
context: Lively?\It's hard to see, but that expression he has means he's pretty into it.\Oh.\Chance ball!\Another feint!\Nice, Watari.\It's coming back!\Chance ball! response:	11's pretty good.
context: It's hard to see, but that expression he has means he's pretty into it.\Oh.\Chance ball!\Another feint!\Nice, Watari.\It's coming back!\Chance ball!\11's pretty good. response:	But Seijoh's block is pretty high, so I think they're avoiding a straight-on attack.
context: Oh.\Chance ball!\Another feint!\Nice, Watari.\It's coming back!\Chance ball!\11's pretty good.\But Seijoh's block is pretty high, so I think they're avoiding a straight-on attack. response:	With a feint, you can sort of run away.
context: Chance ball!\Another feint!\Nice, Watari.\It's coming back!\Chance ball!\11's pretty good.\But Seijoh's block is pretty high, so I think they're avoiding a straight-on attack.\With a feint, you can sort of run away. response:	Looks like 11 is running away from the blocks after all.
context: Another feint!\Nice, Watari.\It's coming back!\Chance ball!\11's pretty good.\But Seijoh's block is pretty high, so I think they're avoiding a straight-on attack.\With a feint, you can sort of run away.\Looks like 11 is running away from the blocks after all. response:	All right!
context: Nice, Watari.\It's coming back!\Chance ball!\11's pretty good.\But Seijoh's block is pretty high, so I think they're avoiding a straight-on attack.\With a feint, you can sort of run away.\Looks like 11 is running away from the blocks after all.\All right! response:	Nice, Mattsun.
context: It's coming back!\Chance ball!\11's pretty good.\But Seijoh's block is pretty high, so I think they're avoiding a straight-on attack.\With a feint, you can sort of run away.\Looks like 11 is running away from the blocks after all.\All right!\Nice, Mattsun. response:	Damn it. They're taking back one point after another.
context: Chance ball!\11's pretty good.\But Seijoh's block is pretty high, so I think they're avoiding a straight-on attack.\With a feint, you can sort of run away.\Looks like 11 is running away from the blocks after all.\All right!\Nice, Mattsun.\Damn it. They're taking back one point after another. response:	Karasuno Aoba Johsai
context: 11's pretty good.\But Seijoh's block is pretty high, so I think they're avoiding a straight-on attack.\With a feint, you can sort of run away.\Looks like 11 is running away from the blocks after all.\All right!\Nice, Mattsun.\Damn it. They're taking back one point after another.\Karasuno Aoba Johsai response:	Center, 11!
context: But Seijoh's block is pretty high, so I think they're avoiding a straight-on attack.\With a feint, you can sort of run away.\Looks like 11 is running away from the blocks after all.\All right!\Nice, Mattsun.\Damn it. They're taking back one point after another.\Karasuno Aoba Johsai\Center, 11! response:	Again? All right! This time I'll get it!
context: With a feint, you can sort of run away.\Looks like 11 is running away from the blocks after all.\All right!\Nice, Mattsun.\Damn it. They're taking back one point after another.\Karasuno Aoba Johsai\Center, 11!\Again? All right! This time I'll get it! response:	Nice receive, Watari!
context: Looks like 11 is running away from the blocks after all.\All right!\Nice, Mattsun.\Damn it. They're taking back one point after another.\Karasuno Aoba Johsai\Center, 11!\Again? All right! This time I'll get it!\Nice receive, Watari! response:	All right!
context: All right!\Nice, Mattsun.\Damn it. They're taking back one point after another.\Karasuno Aoba Johsai\Center, 11!\Again? All right! This time I'll get it!\Nice receive, Watari!\All right! response:	Center!
context: Nice, Mattsun.\Damn it. They're taking back one point after another.\Karasuno Aoba Johsai\Center, 11!\Again? All right! This time I'll get it!\Nice receive, Watari!\All right!\Center! response:	Tanaka, nice receive!
context: Damn it. They're taking back one point after another.\Karasuno Aoba Johsai\Center, 11!\Again? All right! This time I'll get it!\Nice receive, Watari!\All right!\Center!\Tanaka, nice receive! response:	Damn it!
context: Karasuno Aoba Johsai\Center, 11!\Again? All right! This time I'll get it!\Nice receive, Watari!\All right!\Center!\Tanaka, nice receive!\Damn it! response:	Be careful!
context: Center, 11!\Again? All right! This time I'll get it!\Nice receive, Watari!\All right!\Center!\Tanaka, nice receive!\Damn it!\Be careful! response:	Sorry, it's a bit short! Cover!
context: Again? All right! This time I'll get it!\Nice receive, Watari!\All right!\Center!\Tanaka, nice receive!\Damn it!\Be careful!\Sorry, it's a bit short! Cover! response:	They really need to get this.
context: Nice receive, Watari!\All right!\Center!\Tanaka, nice receive!\Damn it!\Be careful!\Sorry, it's a bit short! Cover!\They really need to get this. response:	Will it go to the ace after all?
context: All right!\Center!\Tanaka, nice receive!\Damn it!\Be careful!\Sorry, it's a bit short! Cover!\They really need to get this.\Will it go to the ace after all? response:	We're all thinking about that.
context: Center!\Tanaka, nice receive!\Damn it!\Be careful!\Sorry, it's a bit short! Cover!\They really need to get this.\Will it go to the ace after all?\We're all thinking about that. response:	11 again!
context: Tanaka, nice receive!\Damn it!\Be careful!\Sorry, it's a bit short! Cover!\They really need to get this.\Will it go to the ace after all?\We're all thinking about that.\11 again! response:	No! Don't go out too far!
context: Damn it!\Be careful!\Sorry, it's a bit short! Cover!\They really need to get this.\Will it go to the ace after all?\We're all thinking about that.\11 again!\No! Don't go out too far! response:	All right!
context: Be careful!\Sorry, it's a bit short! Cover!\They really need to get this.\Will it go to the ace after all?\We're all thinking about that.\11 again!\No! Don't go out too far!\All right! response:	You piss me off, you know that?
context: Sorry, it's a bit short! Cover!\They really need to get this.\Will it go to the ace after all?\We're all thinking about that.\11 again!\No! Don't go out too far!\All right!\You piss me off, you know that? response:	They're being too cautious about the feints,
context: They really need to get this.\Will it go to the ace after all?\We're all thinking about that.\11 again!\No! Don't go out too far!\All right!\You piss me off, you know that?\They're being too cautious about the feints, response:	so our defense is being concentrated up front.
context: Will it go to the ace after all?\We're all thinking about that.\11 again!\No! Don't go out too far!\All right!\You piss me off, you know that?\They're being too cautious about the feints,\so our defense is being concentrated up front. response:	I'm sorry!
context: We're all thinking about that.\11 again!\No! Don't go out too far!\All right!\You piss me off, you know that?\They're being too cautious about the feints,\so our defense is being concentrated up front.\I'm sorry! response:	They got us.
context: 11 again!\No! Don't go out too far!\All right!\You piss me off, you know that?\They're being too cautious about the feints,\so our defense is being concentrated up front.\I'm sorry!\They got us. response:	It's all right. Next time!
context: No! Don't go out too far!\All right!\You piss me off, you know that?\They're being too cautious about the feints,\so our defense is being concentrated up front.\I'm sorry!\They got us.\It's all right. Next time! response:	Kn-Knife... Nuff... Nice.
context: All right!\You piss me off, you know that?\They're being too cautious about the feints,\so our defense is being concentrated up front.\I'm sorry!\They got us.\It's all right. Next time!\Kn-Knife... Nuff... Nice. response:	Don't mess up that line, Kageyama!
context: You piss me off, you know that?\They're being too cautious about the feints,\so our defense is being concentrated up front.\I'm sorry!\They got us.\It's all right. Next time!\Kn-Knife... Nuff... Nice.\Don't mess up that line, Kageyama! response:	Wow. Kageyama complimented Tsukishima.
context: They're being too cautious about the feints,\so our defense is being concentrated up front.\I'm sorry!\They got us.\It's all right. Next time!\Kn-Knife... Nuff... Nice.\Don't mess up that line, Kageyama!\Wow. Kageyama complimented Tsukishima. response:	Kageyama is definitely changing, as well.
context: so our defense is being concentrated up front.\I'm sorry!\They got us.\It's all right. Next time!\Kn-Knife... Nuff... Nice.\Don't mess up that line, Kageyama!\Wow. Kageyama complimented Tsukishima.\Kageyama is definitely changing, as well. response:	How much do you suck at compliments?!
context: I'm sorry!\They got us.\It's all right. Next time!\Kn-Knife... Nuff... Nice.\Don't mess up that line, Kageyama!\Wow. Kageyama complimented Tsukishima.\Kageyama is definitely changing, as well.\How much do you suck at compliments?! response:	Karasuno Aoba Johsai
context: They got us.\It's all right. Next time!\Kn-Knife... Nuff... Nice.\Don't mess up that line, Kageyama!\Wow. Kageyama complimented Tsukishima.\Kageyama is definitely changing, as well.\How much do you suck at compliments?!\Karasuno Aoba Johsai response:	Karasuno's at set point.
context: It's all right. Next time!\Kn-Knife... Nuff... Nice.\Don't mess up that line, Kageyama!\Wow. Kageyama complimented Tsukishima.\Kageyama is definitely changing, as well.\How much do you suck at compliments?!\Karasuno Aoba Johsai\Karasuno's at set point. response:	Seriously?!
context: Kn-Knife... Nuff... Nice.\Don't mess up that line, Kageyama!\Wow. Kageyama complimented Tsukishima.\Kageyama is definitely changing, as well.\How much do you suck at compliments?!\Karasuno Aoba Johsai\Karasuno's at set point.\Seriously?! response:	Just one more point!
context: Don't mess up that line, Kageyama!\Wow. Kageyama complimented Tsukishima.\Kageyama is definitely changing, as well.\How much do you suck at compliments?!\Karasuno Aoba Johsai\Karasuno's at set point.\Seriously?!\Just one more point! response:	Just one more point!
