context: Shepherd 2, you're going too fast. Where are you right now? response:	I can't find Hound 4... Sasayama.
context: Not only love. I've done all sorts of bad things.\I've glimpsed into a world that a wholesome girl like you can't even imagine.\Really?\For example, this one.\Juice?\No! It's alcohol. Real alcohol.\Ol' Masaoka shared it with me.\These days, people are afraid of getting addicted to it, response:	so they stick to safe therapeutic tripping or go virtual, right?
context: I've glimpsed into a world that a wholesome girl like you can't even imagine.\Really?\For example, this one.\Juice?\No! It's alcohol. Real alcohol.\Ol' Masaoka shared it with me.\These days, people are afraid of getting addicted to it,\so they stick to safe therapeutic tripping or go virtual, right? response:	That's for drinking, right?
context: Really?\For example, this one.\Juice?\No! It's alcohol. Real alcohol.\Ol' Masaoka shared it with me.\These days, people are afraid of getting addicted to it,\so they stick to safe therapeutic tripping or go virtual, right?\That's for drinking, right? response:	Not for blowing fire?
context: For example, this one.\Juice?\No! It's alcohol. Real alcohol.\Ol' Masaoka shared it with me.\These days, people are afraid of getting addicted to it,\so they stick to safe therapeutic tripping or go virtual, right?\That's for drinking, right?\Not for blowing fire? response:	Say what?
context: Juice?\No! It's alcohol. Real alcohol.\Ol' Masaoka shared it with me.\These days, people are afraid of getting addicted to it,\so they stick to safe therapeutic tripping or go virtual, right?\That's for drinking, right?\Not for blowing fire?\Say what? response:	No, nothing.
context: No! It's alcohol. Real alcohol.\Ol' Masaoka shared it with me.\These days, people are afraid of getting addicted to it,\so they stick to safe therapeutic tripping or go virtual, right?\That's for drinking, right?\Not for blowing fire?\Say what?\No, nothing. response:	Well, now's when we get to enjoy vices like this one.
context: Ol' Masaoka shared it with me.\These days, people are afraid of getting addicted to it,\so they stick to safe therapeutic tripping or go virtual, right?\That's for drinking, right?\Not for blowing fire?\Say what?\No, nothing.\Well, now's when we get to enjoy vices like this one. response:	I see.
context: These days, people are afraid of getting addicted to it,\so they stick to safe therapeutic tripping or go virtual, right?\That's for drinking, right?\Not for blowing fire?\Say what?\No, nothing.\Well, now's when we get to enjoy vices like this one.\I see. response:	Whoa! This is good!
context: so they stick to safe therapeutic tripping or go virtual, right?\That's for drinking, right?\Not for blowing fire?\Say what?\No, nothing.\Well, now's when we get to enjoy vices like this one.\I see.\Whoa! This is good! response:	This is real cooking.
context: That's for drinking, right?\Not for blowing fire?\Say what?\No, nothing.\Well, now's when we get to enjoy vices like this one.\I see.\Whoa! This is good!\This is real cooking. response:	Hey, hey! I told you, those snacks are for drinkers only!
context: Not for blowing fire?\Say what?\No, nothing.\Well, now's when we get to enjoy vices like this one.\I see.\Whoa! This is good!\This is real cooking.\Hey, hey! I told you, those snacks are for drinkers only! response:	Spoilsport.
context: Say what?\No, nothing.\Well, now's when we get to enjoy vices like this one.\I see.\Whoa! This is good!\This is real cooking.\Hey, hey! I told you, those snacks are for drinkers only!\Spoilsport. response:	Or would you like to try?
context: No, nothing.\Well, now's when we get to enjoy vices like this one.\I see.\Whoa! This is good!\This is real cooking.\Hey, hey! I told you, those snacks are for drinkers only!\Spoilsport.\Or would you like to try? response:	What?
context: Well, now's when we get to enjoy vices like this one.\I see.\Whoa! This is good!\This is real cooking.\Hey, hey! I told you, those snacks are for drinkers only!\Spoilsport.\Or would you like to try?\What? response:	If I get drunk, I might start talking about all sorts of things.
context: I see.\Whoa! This is good!\This is real cooking.\Hey, hey! I told you, those snacks are for drinkers only!\Spoilsport.\Or would you like to try?\What?\If I get drunk, I might start talking about all sorts of things. response:	The thing is...
context: Whoa! This is good!\This is real cooking.\Hey, hey! I told you, those snacks are for drinkers only!\Spoilsport.\Or would you like to try?\What?\If I get drunk, I might start talking about all sorts of things.\The thing is... response:	When I started here, Ko had already been stripped of his position as Inspector.
context: This is real cooking.\Hey, hey! I told you, those snacks are for drinkers only!\Spoilsport.\Or would you like to try?\What?\If I get drunk, I might start talking about all sorts of things.\The thing is...\When I started here, Ko had already been stripped of his position as Inspector. response:	So I don't know the details.
context: Hey, hey! I told you, those snacks are for drinkers only!\Spoilsport.\Or would you like to try?\What?\If I get drunk, I might start talking about all sorts of things.\The thing is...\When I started here, Ko had already been stripped of his position as Inspector.\So I don't know the details. response:	Though I heard that an Enforcer who was under him at the time got killed.
context: Spoilsport.\Or would you like to try?\What?\If I get drunk, I might start talking about all sorts of things.\The thing is...\When I started here, Ko had already been stripped of his position as Inspector.\So I don't know the details.\Though I heard that an Enforcer who was under him at the time got killed. response:	Killed?
context: Or would you like to try?\What?\If I get drunk, I might start talking about all sorts of things.\The thing is...\When I started here, Ko had already been stripped of his position as Inspector.\So I don't know the details.\Though I heard that an Enforcer who was under him at the time got killed.\Killed? response:	Right. He was going after a culprit, but ended up as a victim.
context: What?\If I get drunk, I might start talking about all sorts of things.\The thing is...\When I started here, Ko had already been stripped of his position as Inspector.\So I don't know the details.\Though I heard that an Enforcer who was under him at the time got killed.\Killed?\Right. He was going after a culprit, but ended up as a victim. response:	If I remember correctly, his name was Sasayama.
context: If I get drunk, I might start talking about all sorts of things.\The thing is...\When I started here, Ko had already been stripped of his position as Inspector.\So I don't know the details.\Though I heard that an Enforcer who was under him at the time got killed.\Killed?\Right. He was going after a culprit, but ended up as a victim.\If I remember correctly, his name was Sasayama. response:	He was killed in the same manner as the other victims. I heard it was terrible.
context: The thing is...\When I started here, Ko had already been stripped of his position as Inspector.\So I don't know the details.\Though I heard that an Enforcer who was under him at the time got killed.\Killed?\Right. He was going after a culprit, but ended up as a victim.\If I remember correctly, his name was Sasayama.\He was killed in the same manner as the other victims. I heard it was terrible. response:	So it messed Ko up and his Crime Coefficient went way too high.
context: When I started here, Ko had already been stripped of his position as Inspector.\So I don't know the details.\Though I heard that an Enforcer who was under him at the time got killed.\Killed?\Right. He was going after a culprit, but ended up as a victim.\If I remember correctly, his name was Sasayama.\He was killed in the same manner as the other victims. I heard it was terrible.\So it messed Ko up and his Crime Coefficient went way too high. response:	That case was never solved, but Ko's still investigating it.
context: So I don't know the details.\Though I heard that an Enforcer who was under him at the time got killed.\Killed?\Right. He was going after a culprit, but ended up as a victim.\If I remember correctly, his name was Sasayama.\He was killed in the same manner as the other victims. I heard it was terrible.\So it messed Ko up and his Crime Coefficient went way too high.\That case was never solved, but Ko's still investigating it. response:	I see...
context: Though I heard that an Enforcer who was under him at the time got killed.\Killed?\Right. He was going after a culprit, but ended up as a victim.\If I remember correctly, his name was Sasayama.\He was killed in the same manner as the other victims. I heard it was terrible.\So it messed Ko up and his Crime Coefficient went way too high.\That case was never solved, but Ko's still investigating it.\I see... response:	Anyway...
context: Killed?\Right. He was going after a culprit, but ended up as a victim.\If I remember correctly, his name was Sasayama.\He was killed in the same manner as the other victims. I heard it was terrible.\So it messed Ko up and his Crime Coefficient went way too high.\That case was never solved, but Ko's still investigating it.\I see...\Anyway... response:	How can you drink so much and still be okay?
context: Right. He was going after a culprit, but ended up as a victim.\If I remember correctly, his name was Sasayama.\He was killed in the same manner as the other victims. I heard it was terrible.\So it messed Ko up and his Crime Coefficient went way too high.\That case was never solved, but Ko's still investigating it.\I see...\Anyway...\How can you drink so much and still be okay? response:	You just get drunk too easily.
context: If I remember correctly, his name was Sasayama.\He was killed in the same manner as the other victims. I heard it was terrible.\So it messed Ko up and his Crime Coefficient went way too high.\That case was never solved, but Ko's still investigating it.\I see...\Anyway...\How can you drink so much and still be okay?\You just get drunk too easily. response:	Enforcer Sasayama?
context: He was killed in the same manner as the other victims. I heard it was terrible.\So it messed Ko up and his Crime Coefficient went way too high.\That case was never solved, but Ko's still investigating it.\I see...\Anyway...\How can you drink so much and still be okay?\You just get drunk too easily.\Enforcer Sasayama? response:	Ah, there's no way I could forget the Specimen Case.
context: So it messed Ko up and his Crime Coefficient went way too high.\That case was never solved, but Ko's still investigating it.\I see...\Anyway...\How can you drink so much and still be okay?\You just get drunk too easily.\Enforcer Sasayama?\Ah, there's no way I could forget the Specimen Case. response:	Specimen Case?
context: That case was never solved, but Ko's still investigating it.\I see...\Anyway...\How can you drink so much and still be okay?\You just get drunk too easily.\Enforcer Sasayama?\Ah, there's no way I could forget the Specimen Case.\Specimen Case? response:	That's how we, and the detectives, referred to the case.
context: I see...\Anyway...\How can you drink so much and still be okay?\You just get drunk too easily.\Enforcer Sasayama?\Ah, there's no way I could forget the Specimen Case.\Specimen Case?\That's how we, and the detectives, referred to the case. response:	Do you know what plastination is, Akane?
context: Anyway...\How can you drink so much and still be okay?\You just get drunk too easily.\Enforcer Sasayama?\Ah, there's no way I could forget the Specimen Case.\Specimen Case?\That's how we, and the detectives, referred to the case.\Do you know what plastination is, Akane? response:	It's a process used to create biological specimens, right?
context: How can you drink so much and still be okay?\You just get drunk too easily.\Enforcer Sasayama?\Ah, there's no way I could forget the Specimen Case.\Specimen Case?\That's how we, and the detectives, referred to the case.\Do you know what plastination is, Akane?\It's a process used to create biological specimens, right? response:	Right. It's a technique for preserving tissue by impregnating it with resin.
context: You just get drunk too easily.\Enforcer Sasayama?\Ah, there's no way I could forget the Specimen Case.\Specimen Case?\That's how we, and the detectives, referred to the case.\Do you know what plastination is, Akane?\It's a process used to create biological specimens, right?\Right. It's a technique for preserving tissue by impregnating it with resin. response:	So, in the Specimen Case, this process was used to commit grotesque murders.
context: Enforcer Sasayama?\Ah, there's no way I could forget the Specimen Case.\Specimen Case?\That's how we, and the detectives, referred to the case.\Do you know what plastination is, Akane?\It's a process used to create biological specimens, right?\Right. It's a technique for preserving tissue by impregnating it with resin.\So, in the Specimen Case, this process was used to commit grotesque murders. response:	They first dismembered and cut open the body,
context: Ah, there's no way I could forget the Specimen Case.\Specimen Case?\That's how we, and the detectives, referred to the case.\Do you know what plastination is, Akane?\It's a process used to create biological specimens, right?\Right. It's a technique for preserving tissue by impregnating it with resin.\So, in the Specimen Case, this process was used to commit grotesque murders.\They first dismembered and cut open the body, response:	and then they used plastination to turn it into a human specimen.
context: Specimen Case?\That's how we, and the detectives, referred to the case.\Do you know what plastination is, Akane?\It's a process used to create biological specimens, right?\Right. It's a technique for preserving tissue by impregnating it with resin.\So, in the Specimen Case, this process was used to commit grotesque murders.\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen. response:	Then they brought it right into the middle of town and displayed it...
context: That's how we, and the detectives, referred to the case.\Do you know what plastination is, Akane?\It's a process used to create biological specimens, right?\Right. It's a technique for preserving tissue by impregnating it with resin.\So, in the Specimen Case, this process was used to commit grotesque murders.\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it... response:	underneath a Holographic illumination used in the entertainment district.
context: Do you know what plastination is, Akane?\It's a process used to create biological specimens, right?\Right. It's a technique for preserving tissue by impregnating it with resin.\So, in the Specimen Case, this process was used to commit grotesque murders.\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\underneath a Holographic illumination used in the entertainment district. response:	How terrible...
context: It's a process used to create biological specimens, right?\Right. It's a technique for preserving tissue by impregnating it with resin.\So, in the Specimen Case, this process was used to commit grotesque murders.\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\underneath a Holographic illumination used in the entertainment district.\How terrible... response:	Thousands of passersby thought they were just looking at environment Holo.
context: Right. It's a technique for preserving tissue by impregnating it with resin.\So, in the Specimen Case, this process was used to commit grotesque murders.\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\underneath a Holographic illumination used in the entertainment district.\How terrible...\Thousands of passersby thought they were just looking at environment Holo. response:	But in truth, there was a dismembered body right underneath it.
context: So, in the Specimen Case, this process was used to commit grotesque murders.\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\underneath a Holographic illumination used in the entertainment district.\How terrible...\Thousands of passersby thought they were just looking at environment Holo.\But in truth, there was a dismembered body right underneath it. response:	When that got out, the area stress jumped up four levels.
context: They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\underneath a Holographic illumination used in the entertainment district.\How terrible...\Thousands of passersby thought they were just looking at environment Holo.\But in truth, there was a dismembered body right underneath it.\When that got out, the area stress jumped up four levels. response:	It was so bad that they even imposed a news ban.
context: and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\underneath a Holographic illumination used in the entertainment district.\How terrible...\Thousands of passersby thought they were just looking at environment Holo.\But in truth, there was a dismembered body right underneath it.\When that got out, the area stress jumped up four levels.\It was so bad that they even imposed a news ban. response:	I'm sorry I asked about it while you were eating.
context: Then they brought it right into the middle of town and displayed it...\underneath a Holographic illumination used in the entertainment district.\How terrible...\Thousands of passersby thought they were just looking at environment Holo.\But in truth, there was a dismembered body right underneath it.\When that got out, the area stress jumped up four levels.\It was so bad that they even imposed a news ban.\I'm sorry I asked about it while you were eating. response:	Huh? What're you talking about?
context: underneath a Holographic illumination used in the entertainment district.\How terrible...\Thousands of passersby thought they were just looking at environment Holo.\But in truth, there was a dismembered body right underneath it.\When that got out, the area stress jumped up four levels.\It was so bad that they even imposed a news ban.\I'm sorry I asked about it while you were eating.\Huh? What're you talking about? response:	Yayoi wouldn't get worked up over something like this.
context: How terrible...\Thousands of passersby thought they were just looking at environment Holo.\But in truth, there was a dismembered body right underneath it.\When that got out, the area stress jumped up four levels.\It was so bad that they even imposed a news ban.\I'm sorry I asked about it while you were eating.\Huh? What're you talking about?\Yayoi wouldn't get worked up over something like this. response:	She's into more violent and passionate stuff.
context: Thousands of passersby thought they were just looking at environment Holo.\But in truth, there was a dismembered body right underneath it.\When that got out, the area stress jumped up four levels.\It was so bad that they even imposed a news ban.\I'm sorry I asked about it while you were eating.\Huh? What're you talking about?\Yayoi wouldn't get worked up over something like this.\She's into more violent and passionate stuff. response:	Um...
context: But in truth, there was a dismembered body right underneath it.\When that got out, the area stress jumped up four levels.\It was so bad that they even imposed a news ban.\I'm sorry I asked about it while you were eating.\Huh? What're you talking about?\Yayoi wouldn't get worked up over something like this.\She's into more violent and passionate stuff.\Um... response:	You guys were talking about the Specimen Case, right? Go on.
context: When that got out, the area stress jumped up four levels.\It was so bad that they even imposed a news ban.\I'm sorry I asked about it while you were eating.\Huh? What're you talking about?\Yayoi wouldn't get worked up over something like this.\She's into more violent and passionate stuff.\Um...\You guys were talking about the Specimen Case, right? Go on. response:	Well, since it was obviously done by an expert,
context: It was so bad that they even imposed a news ban.\I'm sorry I asked about it while you were eating.\Huh? What're you talking about?\Yayoi wouldn't get worked up over something like this.\She's into more violent and passionate stuff.\Um...\You guys were talking about the Specimen Case, right? Go on.\Well, since it was obviously done by an expert, response:	the investigation focused on experts in pharmacology and chemistry.
context: I'm sorry I asked about it while you were eating.\Huh? What're you talking about?\Yayoi wouldn't get worked up over something like this.\She's into more violent and passionate stuff.\Um...\You guys were talking about the Specimen Case, right? Go on.\Well, since it was obviously done by an expert,\the investigation focused on experts in pharmacology and chemistry. response:	But then, Sasayama was killed while working on the case.
context: Huh? What're you talking about?\Yayoi wouldn't get worked up over something like this.\She's into more violent and passionate stuff.\Um...\You guys were talking about the Specimen Case, right? Go on.\Well, since it was obviously done by an expert,\the investigation focused on experts in pharmacology and chemistry.\But then, Sasayama was killed while working on the case. response:	In the end, while investigating a totally unrelated report regarding a missing high school teacher,
context: Yayoi wouldn't get worked up over something like this.\She's into more violent and passionate stuff.\Um...\You guys were talking about the Specimen Case, right? Go on.\Well, since it was obviously done by an expert,\the investigation focused on experts in pharmacology and chemistry.\But then, Sasayama was killed while working on the case.\In the end, while investigating a totally unrelated report regarding a missing high school teacher, response:	they came across plastination resin in his apartment.
context: She's into more violent and passionate stuff.\Um...\You guys were talking about the Specimen Case, right? Go on.\Well, since it was obviously done by an expert,\the investigation focused on experts in pharmacology and chemistry.\But then, Sasayama was killed while working on the case.\In the end, while investigating a totally unrelated report regarding a missing high school teacher,\they came across plastination resin in his apartment. response:	See, this guy. Touma Kouzaburo.
context: Um...\You guys were talking about the Specimen Case, right? Go on.\Well, since it was obviously done by an expert,\the investigation focused on experts in pharmacology and chemistry.\But then, Sasayama was killed while working on the case.\In the end, while investigating a totally unrelated report regarding a missing high school teacher,\they came across plastination resin in his apartment.\See, this guy. Touma Kouzaburo. response:	Right after he went missing, the crimes stopped,
context: You guys were talking about the Specimen Case, right? Go on.\Well, since it was obviously done by an expert,\the investigation focused on experts in pharmacology and chemistry.\But then, Sasayama was killed while working on the case.\In the end, while investigating a totally unrelated report regarding a missing high school teacher,\they came across plastination resin in his apartment.\See, this guy. Touma Kouzaburo.\Right after he went missing, the crimes stopped, response:	so there's no doubt he was the culprit.
context: Well, since it was obviously done by an expert,\the investigation focused on experts in pharmacology and chemistry.\But then, Sasayama was killed while working on the case.\In the end, while investigating a totally unrelated report regarding a missing high school teacher,\they came across plastination resin in his apartment.\See, this guy. Touma Kouzaburo.\Right after he went missing, the crimes stopped,\so there's no doubt he was the culprit. response:	But all we had was circumstantial evidence.
context: the investigation focused on experts in pharmacology and chemistry.\But then, Sasayama was killed while working on the case.\In the end, while investigating a totally unrelated report regarding a missing high school teacher,\they came across plastination resin in his apartment.\See, this guy. Touma Kouzaburo.\Right after he went missing, the crimes stopped,\so there's no doubt he was the culprit.\But all we had was circumstantial evidence. response:	So in the end, it remains an unsolved case.
context: But then, Sasayama was killed while working on the case.\In the end, while investigating a totally unrelated report regarding a missing high school teacher,\they came across plastination resin in his apartment.\See, this guy. Touma Kouzaburo.\Right after he went missing, the crimes stopped,\so there's no doubt he was the culprit.\But all we had was circumstantial evidence.\So in the end, it remains an unsolved case. response:	In addition, Touma didn't know anything about chemistry,
context: In the end, while investigating a totally unrelated report regarding a missing high school teacher,\they came across plastination resin in his apartment.\See, this guy. Touma Kouzaburo.\Right after he went missing, the crimes stopped,\so there's no doubt he was the culprit.\But all we had was circumstantial evidence.\So in the end, it remains an unsolved case.\In addition, Touma didn't know anything about chemistry, response:	so even the question of who created the resin remains a mystery.
context: they came across plastination resin in his apartment.\See, this guy. Touma Kouzaburo.\Right after he went missing, the crimes stopped,\so there's no doubt he was the culprit.\But all we had was circumstantial evidence.\So in the end, it remains an unsolved case.\In addition, Touma didn't know anything about chemistry,\so even the question of who created the resin remains a mystery. response:	Does that mean that there was an accomplice?
context: See, this guy. Touma Kouzaburo.\Right after he went missing, the crimes stopped,\so there's no doubt he was the culprit.\But all we had was circumstantial evidence.\So in the end, it remains an unsolved case.\In addition, Touma didn't know anything about chemistry,\so even the question of who created the resin remains a mystery.\Does that mean that there was an accomplice? response:	I don't know if we can really call them an accomplice
context: Right after he went missing, the crimes stopped,\so there's no doubt he was the culprit.\But all we had was circumstantial evidence.\So in the end, it remains an unsolved case.\In addition, Touma didn't know anything about chemistry,\so even the question of who created the resin remains a mystery.\Does that mean that there was an accomplice?\I don't know if we can really call them an accomplice response:	when we don't even know if they understood what their resin would be used for.
context: so there's no doubt he was the culprit.\But all we had was circumstantial evidence.\So in the end, it remains an unsolved case.\In addition, Touma didn't know anything about chemistry,\so even the question of who created the resin remains a mystery.\Does that mean that there was an accomplice?\I don't know if we can really call them an accomplice\when we don't even know if they understood what their resin would be used for. response:	It remains a mystery as to how it was acquired too.
context: But all we had was circumstantial evidence.\So in the end, it remains an unsolved case.\In addition, Touma didn't know anything about chemistry,\so even the question of who created the resin remains a mystery.\Does that mean that there was an accomplice?\I don't know if we can really call them an accomplice\when we don't even know if they understood what their resin would be used for.\It remains a mystery as to how it was acquired too. response:	At this point, God only knows.
context: So in the end, it remains an unsolved case.\In addition, Touma didn't know anything about chemistry,\so even the question of who created the resin remains a mystery.\Does that mean that there was an accomplice?\I don't know if we can really call them an accomplice\when we don't even know if they understood what their resin would be used for.\It remains a mystery as to how it was acquired too.\At this point, God only knows. response:	Looks like you're having a rough time as usual.
context: In addition, Touma didn't know anything about chemistry,\so even the question of who created the resin remains a mystery.\Does that mean that there was an accomplice?\I don't know if we can really call them an accomplice\when we don't even know if they understood what their resin would be used for.\It remains a mystery as to how it was acquired too.\At this point, God only knows.\Looks like you're having a rough time as usual. response:	You can tell?
context: so even the question of who created the resin remains a mystery.\Does that mean that there was an accomplice?\I don't know if we can really call them an accomplice\when we don't even know if they understood what their resin would be used for.\It remains a mystery as to how it was acquired too.\At this point, God only knows.\Looks like you're having a rough time as usual.\You can tell? response:	Considering how gloomy you look, it'd be hard not to.
context: Does that mean that there was an accomplice?\I don't know if we can really call them an accomplice\when we don't even know if they understood what their resin would be used for.\It remains a mystery as to how it was acquired too.\At this point, God only knows.\Looks like you're having a rough time as usual.\You can tell?\Considering how gloomy you look, it'd be hard not to. response:	Being on the fast track is tough, huh?
context: I don't know if we can really call them an accomplice\when we don't even know if they understood what their resin would be used for.\It remains a mystery as to how it was acquired too.\At this point, God only knows.\Looks like you're having a rough time as usual.\You can tell?\Considering how gloomy you look, it'd be hard not to.\Being on the fast track is tough, huh? response:	You have to keep lots of things confidential.
context: when we don't even know if they understood what their resin would be used for.\It remains a mystery as to how it was acquired too.\At this point, God only knows.\Looks like you're having a rough time as usual.\You can tell?\Considering how gloomy you look, it'd be hard not to.\Being on the fast track is tough, huh?\You have to keep lots of things confidential. response:	Exactly. It's hard.
context: It remains a mystery as to how it was acquired too.\At this point, God only knows.\Looks like you're having a rough time as usual.\You can tell?\Considering how gloomy you look, it'd be hard not to.\Being on the fast track is tough, huh?\You have to keep lots of things confidential.\Exactly. It's hard. response:	Is this still about that erratic colleague of yours?
context: At this point, God only knows.\Looks like you're having a rough time as usual.\You can tell?\Considering how gloomy you look, it'd be hard not to.\Being on the fast track is tough, huh?\You have to keep lots of things confidential.\Exactly. It's hard.\Is this still about that erratic colleague of yours? response:	I still don't know what to make of him.
context: Looks like you're having a rough time as usual.\You can tell?\Considering how gloomy you look, it'd be hard not to.\Being on the fast track is tough, huh?\You have to keep lots of things confidential.\Exactly. It's hard.\Is this still about that erratic colleague of yours?\I still don't know what to make of him. response:	What's more, it seems like he was once in the same position as me.
context: You can tell?\Considering how gloomy you look, it'd be hard not to.\Being on the fast track is tough, huh?\You have to keep lots of things confidential.\Exactly. It's hard.\Is this still about that erratic colleague of yours?\I still don't know what to make of him.\What's more, it seems like he was once in the same position as me. response:	Don't tell me this troublemaker used to be an honor student
context: Considering how gloomy you look, it'd be hard not to.\Being on the fast track is tough, huh?\You have to keep lots of things confidential.\Exactly. It's hard.\Is this still about that erratic colleague of yours?\I still don't know what to make of him.\What's more, it seems like he was once in the same position as me.\Don't tell me this troublemaker used to be an honor student response:	whose test scores were over 700 or something?
context: Being on the fast track is tough, huh?\You have to keep lots of things confidential.\Exactly. It's hard.\Is this still about that erratic colleague of yours?\I still don't know what to make of him.\What's more, it seems like he was once in the same position as me.\Don't tell me this troublemaker used to be an honor student\whose test scores were over 700 or something? response:	Right! That kind of thing!
context: You have to keep lots of things confidential.\Exactly. It's hard.\Is this still about that erratic colleague of yours?\I still don't know what to make of him.\What's more, it seems like he was once in the same position as me.\Don't tell me this troublemaker used to be an honor student\whose test scores were over 700 or something?\Right! That kind of thing! response:	This is just a thought, but...
context: Exactly. It's hard.\Is this still about that erratic colleague of yours?\I still don't know what to make of him.\What's more, it seems like he was once in the same position as me.\Don't tell me this troublemaker used to be an honor student\whose test scores were over 700 or something?\Right! That kind of thing!\This is just a thought, but... response:	Yeah?
context: Is this still about that erratic colleague of yours?\I still don't know what to make of him.\What's more, it seems like he was once in the same position as me.\Don't tell me this troublemaker used to be an honor student\whose test scores were over 700 or something?\Right! That kind of thing!\This is just a thought, but...\Yeah? response:	Could it be that you and your subordinate are quite similar?
context: I still don't know what to make of him.\What's more, it seems like he was once in the same position as me.\Don't tell me this troublemaker used to be an honor student\whose test scores were over 700 or something?\Right! That kind of thing!\This is just a thought, but...\Yeah?\Could it be that you and your subordinate are quite similar? response:	What?!
context: What's more, it seems like he was once in the same position as me.\Don't tell me this troublemaker used to be an honor student\whose test scores were over 700 or something?\Right! That kind of thing!\This is just a thought, but...\Yeah?\Could it be that you and your subordinate are quite similar?\What?! response:	It's urgent! I gotta go!
context: Don't tell me this troublemaker used to be an honor student\whose test scores were over 700 or something?\Right! That kind of thing!\This is just a thought, but...\Yeah?\Could it be that you and your subordinate are quite similar?\What?!\It's urgent! I gotta go! response:	Hey, we just got here!
context: whose test scores were over 700 or something?\Right! That kind of thing!\This is just a thought, but...\Yeah?\Could it be that you and your subordinate are quite similar?\What?!\It's urgent! I gotta go!\Hey, we just got here! response:	I'll make it up to you next time!
context: Right! That kind of thing!\This is just a thought, but...\Yeah?\Could it be that you and your subordinate are quite similar?\What?!\It's urgent! I gotta go!\Hey, we just got here!\I'll make it up to you next time! response:	It seems that Kuzuhara Satsuki is still missing.
context: This is just a thought, but...\Yeah?\Could it be that you and your subordinate are quite similar?\What?!\It's urgent! I gotta go!\Hey, we just got here!\I'll make it up to you next time!\It seems that Kuzuhara Satsuki is still missing. response:	I've heard the teachers have been ordered to keep silent about it
context: Yeah?\Could it be that you and your subordinate are quite similar?\What?!\It's urgent! I gotta go!\Hey, we just got here!\I'll make it up to you next time!\It seems that Kuzuhara Satsuki is still missing.\I've heard the teachers have been ordered to keep silent about it response:	so as not to worry the students.
context: Could it be that you and your subordinate are quite similar?\What?!\It's urgent! I gotta go!\Hey, we just got here!\I'll make it up to you next time!\It seems that Kuzuhara Satsuki is still missing.\I've heard the teachers have been ordered to keep silent about it\so as not to worry the students. response:	Why?
context: What?!\It's urgent! I gotta go!\Hey, we just got here!\I'll make it up to you next time!\It seems that Kuzuhara Satsuki is still missing.\I've heard the teachers have been ordered to keep silent about it\so as not to worry the students.\Why? response:	That worries us even more.
context: It's urgent! I gotta go!\Hey, we just got here!\I'll make it up to you next time!\It seems that Kuzuhara Satsuki is still missing.\I've heard the teachers have been ordered to keep silent about it\so as not to worry the students.\Why?\That worries us even more. response:	The selling point of this school
context: Hey, we just got here!\I'll make it up to you next time!\It seems that Kuzuhara Satsuki is still missing.\I've heard the teachers have been ordered to keep silent about it\so as not to worry the students.\Why?\That worries us even more.\The selling point of this school response:	is that they keep girls of susceptible age isolated from society in a conservatory environment
context: I'll make it up to you next time!\It seems that Kuzuhara Satsuki is still missing.\I've heard the teachers have been ordered to keep silent about it\so as not to worry the students.\Why?\That worries us even more.\The selling point of this school\is that they keep girls of susceptible age isolated from society in a conservatory environment response:	in order to prevent their Psycho-Passes from getting cloudy.
context: It seems that Kuzuhara Satsuki is still missing.\I've heard the teachers have been ordered to keep silent about it\so as not to worry the students.\Why?\That worries us even more.\The selling point of this school\is that they keep girls of susceptible age isolated from society in a conservatory environment\in order to prevent their Psycho-Passes from getting cloudy. response:	So they sweep problems under the rug.
context: I've heard the teachers have been ordered to keep silent about it\so as not to worry the students.\Why?\That worries us even more.\The selling point of this school\is that they keep girls of susceptible age isolated from society in a conservatory environment\in order to prevent their Psycho-Passes from getting cloudy.\So they sweep problems under the rug. response:	They also need to keep up appearances in front of our parents.
context: so as not to worry the students.\Why?\That worries us even more.\The selling point of this school\is that they keep girls of susceptible age isolated from society in a conservatory environment\in order to prevent their Psycho-Passes from getting cloudy.\So they sweep problems under the rug.\They also need to keep up appearances in front of our parents. response:	Oh no, I'm scared!
context: Why?\That worries us even more.\The selling point of this school\is that they keep girls of susceptible age isolated from society in a conservatory environment\in order to prevent their Psycho-Passes from getting cloudy.\So they sweep problems under the rug.\They also need to keep up appearances in front of our parents.\Oh no, I'm scared! response:	There are some other rumors that are pretty scary too.
context: That worries us even more.\The selling point of this school\is that they keep girls of susceptible age isolated from society in a conservatory environment\in order to prevent their Psycho-Passes from getting cloudy.\So they sweep problems under the rug.\They also need to keep up appearances in front of our parents.\Oh no, I'm scared!\There are some other rumors that are pretty scary too. response:	One of the teachers who used to teach in this school was actually...
