context: Shigeo, wait! Remain calm! response:	Look into my eyes!
context: Ugh, I'm going to throw up...\But we managed to shake anyone who was tailing us.\We brought him.\Here's Kageyama Shigeo.\Long time no see, kid.\You haven't let yourself go, have you?\I know we used to be rivals, but I look forward to working with you...\What the hell kind of gathering is this? response:	Mob, are you all right?
context: But we managed to shake anyone who was tailing us.\We brought him.\Here's Kageyama Shigeo.\Long time no see, kid.\You haven't let yourself go, have you?\I know we used to be rivals, but I look forward to working with you...\What the hell kind of gathering is this?\Mob, are you all right? response:	Master...
context: We brought him.\Here's Kageyama Shigeo.\Long time no see, kid.\You haven't let yourself go, have you?\I know we used to be rivals, but I look forward to working with you...\What the hell kind of gathering is this?\Mob, are you all right?\Master... response:	My home... My family...
context: Here's Kageyama Shigeo.\Long time no see, kid.\You haven't let yourself go, have you?\I know we used to be rivals, but I look forward to working with you...\What the hell kind of gathering is this?\Mob, are you all right?\Master...\My home... My family... response:	Go on, but have a seat.
context: Long time no see, kid.\You haven't let yourself go, have you?\I know we used to be rivals, but I look forward to working with you...\What the hell kind of gathering is this?\Mob, are you all right?\Master...\My home... My family...\Go on, but have a seat. response:	I'll actually explain everything in Shigeo's place.
context: You haven't let yourself go, have you?\I know we used to be rivals, but I look forward to working with you...\What the hell kind of gathering is this?\Mob, are you all right?\Master...\My home... My family...\Go on, but have a seat.\I'll actually explain everything in Shigeo's place. response:	Currently explaining the situation
context: I know we used to be rivals, but I look forward to working with you...\What the hell kind of gathering is this?\Mob, are you all right?\Master...\My home... My family...\Go on, but have a seat.\I'll actually explain everything in Shigeo's place.\Currently explaining the situation response:	I see.
context: What the hell kind of gathering is this?\Mob, are you all right?\Master...\My home... My family...\Go on, but have a seat.\I'll actually explain everything in Shigeo's place.\Currently explaining the situation\I see. response:	Dimple, I need to talk to you for a sec.
context: Mob, are you all right?\Master...\My home... My family...\Go on, but have a seat.\I'll actually explain everything in Shigeo's place.\Currently explaining the situation\I see.\Dimple, I need to talk to you for a sec. response:	Sure.
context: Master...\My home... My family...\Go on, but have a seat.\I'll actually explain everything in Shigeo's place.\Currently explaining the situation\I see.\Dimple, I need to talk to you for a sec.\Sure. response:	Did you just panic and lie about the dummies?
context: My home... My family...\Go on, but have a seat.\I'll actually explain everything in Shigeo's place.\Currently explaining the situation\I see.\Dimple, I need to talk to you for a sec.\Sure.\Did you just panic and lie about the dummies? response:	Kinda, but I do have reasons to believe it.
context: Go on, but have a seat.\I'll actually explain everything in Shigeo's place.\Currently explaining the situation\I see.\Dimple, I need to talk to you for a sec.\Sure.\Did you just panic and lie about the dummies?\Kinda, but I do have reasons to believe it. response:	You must've really been panicking.
context: I'll actually explain everything in Shigeo's place.\Currently explaining the situation\I see.\Dimple, I need to talk to you for a sec.\Sure.\Did you just panic and lie about the dummies?\Kinda, but I do have reasons to believe it.\You must've really been panicking. response:	If Mob finds out you lied, he's going to hate you forever.
context: Currently explaining the situation\I see.\Dimple, I need to talk to you for a sec.\Sure.\Did you just panic and lie about the dummies?\Kinda, but I do have reasons to believe it.\You must've really been panicking.\If Mob finds out you lied, he's going to hate you forever. response:	Mob, I need to talk to you.
context: I see.\Dimple, I need to talk to you for a sec.\Sure.\Did you just panic and lie about the dummies?\Kinda, but I do have reasons to believe it.\You must've really been panicking.\If Mob finds out you lied, he's going to hate you forever.\Mob, I need to talk to you. response:	Are you going to tell him? Hang on a sec!
context: Dimple, I need to talk to you for a sec.\Sure.\Did you just panic and lie about the dummies?\Kinda, but I do have reasons to believe it.\You must've really been panicking.\If Mob finds out you lied, he's going to hate you forever.\Mob, I need to talk to you.\Are you going to tell him? Hang on a sec! response:	If he learns the truth...
context: Sure.\Did you just panic and lie about the dummies?\Kinda, but I do have reasons to believe it.\You must've really been panicking.\If Mob finds out you lied, he's going to hate you forever.\Mob, I need to talk to you.\Are you going to tell him? Hang on a sec!\If he learns the truth... response:	Mob, your family...
context: Did you just panic and lie about the dummies?\Kinda, but I do have reasons to believe it.\You must've really been panicking.\If Mob finds out you lied, he's going to hate you forever.\Mob, I need to talk to you.\Are you going to tell him? Hang on a sec!\If he learns the truth...\Mob, your family... response:	I think they're safe, too.
context: Kinda, but I do have reasons to believe it.\You must've really been panicking.\If Mob finds out you lied, he's going to hate you forever.\Mob, I need to talk to you.\Are you going to tell him? Hang on a sec!\If he learns the truth...\Mob, your family...\I think they're safe, too. response:	Those guys were still on the way to your house, right?
context: You must've really been panicking.\If Mob finds out you lied, he's going to hate you forever.\Mob, I need to talk to you.\Are you going to tell him? Hang on a sec!\If he learns the truth...\Mob, your family...\I think they're safe, too.\Those guys were still on the way to your house, right? response:	Someone must've known what was going on and saved them.
context: If Mob finds out you lied, he's going to hate you forever.\Mob, I need to talk to you.\Are you going to tell him? Hang on a sec!\If he learns the truth...\Mob, your family...\I think they're safe, too.\Those guys were still on the way to your house, right?\Someone must've known what was going on and saved them. response:	They started the fire and made them look dead
context: Mob, I need to talk to you.\Are you going to tell him? Hang on a sec!\If he learns the truth...\Mob, your family...\I think they're safe, too.\Those guys were still on the way to your house, right?\Someone must've known what was going on and saved them.\They started the fire and made them look dead response:	so they wouldn't be targeted anymore.
context: Are you going to tell him? Hang on a sec!\If he learns the truth...\Mob, your family...\I think they're safe, too.\Those guys were still on the way to your house, right?\Someone must've known what was going on and saved them.\They started the fire and made them look dead\so they wouldn't be targeted anymore. response:	Isn't that great?
context: If he learns the truth...\Mob, your family...\I think they're safe, too.\Those guys were still on the way to your house, right?\Someone must've known what was going on and saved them.\They started the fire and made them look dead\so they wouldn't be targeted anymore.\Isn't that great? response:	The moment he relaxed, he fell fast asleep.
context: Mob, your family...\I think they're safe, too.\Those guys were still on the way to your house, right?\Someone must've known what was going on and saved them.\They started the fire and made them look dead\so they wouldn't be targeted anymore.\Isn't that great?\The moment he relaxed, he fell fast asleep. response:	Now it's your turn to talk.
context: I think they're safe, too.\Those guys were still on the way to your house, right?\Someone must've known what was going on and saved them.\They started the fire and made them look dead\so they wouldn't be targeted anymore.\Isn't that great?\The moment he relaxed, he fell fast asleep.\Now it's your turn to talk. response:	What the hell brought you lot together?
context: Those guys were still on the way to your house, right?\Someone must've known what was going on and saved them.\They started the fire and made them look dead\so they wouldn't be targeted anymore.\Isn't that great?\The moment he relaxed, he fell fast asleep.\Now it's your turn to talk.\What the hell brought you lot together? response:	Aren't these guys from Claw?!
context: Someone must've known what was going on and saved them.\They started the fire and made them look dead\so they wouldn't be targeted anymore.\Isn't that great?\The moment he relaxed, he fell fast asleep.\Now it's your turn to talk.\What the hell brought you lot together?\Aren't these guys from Claw?! response:	Former Claw 7th Division Member Tsuchiya
context: They started the fire and made them look dead\so they wouldn't be targeted anymore.\Isn't that great?\The moment he relaxed, he fell fast asleep.\Now it's your turn to talk.\What the hell brought you lot together?\Aren't these guys from Claw?!\Former Claw 7th Division Member Tsuchiya response:	Us members of the 7th Division left Claw.
context: so they wouldn't be targeted anymore.\Isn't that great?\The moment he relaxed, he fell fast asleep.\Now it's your turn to talk.\What the hell brought you lot together?\Aren't these guys from Claw?!\Former Claw 7th Division Member Tsuchiya\Us members of the 7th Division left Claw. response:	After being annihilated by a group of middle school kids,
context: Isn't that great?\The moment he relaxed, he fell fast asleep.\Now it's your turn to talk.\What the hell brought you lot together?\Aren't these guys from Claw?!\Former Claw 7th Division Member Tsuchiya\Us members of the 7th Division left Claw.\After being annihilated by a group of middle school kids, response:	Former Claw 7th Division Member Mukai
context: The moment he relaxed, he fell fast asleep.\Now it's your turn to talk.\What the hell brought you lot together?\Aren't these guys from Claw?!\Former Claw 7th Division Member Tsuchiya\Us members of the 7th Division left Claw.\After being annihilated by a group of middle school kids,\Former Claw 7th Division Member Mukai response:	we realized just how foolish we were.
context: Now it's your turn to talk.\What the hell brought you lot together?\Aren't these guys from Claw?!\Former Claw 7th Division Member Tsuchiya\Us members of the 7th Division left Claw.\After being annihilated by a group of middle school kids,\Former Claw 7th Division Member Mukai\we realized just how foolish we were. response:	Mole
context: What the hell brought you lot together?\Aren't these guys from Claw?!\Former Claw 7th Division Member Tsuchiya\Us members of the 7th Division left Claw.\After being annihilated by a group of middle school kids,\Former Claw 7th Division Member Mukai\we realized just how foolish we were.\Mole response:	Former Claw 7th Division Member Muraki
context: Aren't these guys from Claw?!\Former Claw 7th Division Member Tsuchiya\Us members of the 7th Division left Claw.\After being annihilated by a group of middle school kids,\Former Claw 7th Division Member Mukai\we realized just how foolish we were.\Mole\Former Claw 7th Division Member Muraki response:	And now, we're all trying to start a new life.
context: Former Claw 7th Division Member Tsuchiya\Us members of the 7th Division left Claw.\After being annihilated by a group of middle school kids,\Former Claw 7th Division Member Mukai\we realized just how foolish we were.\Mole\Former Claw 7th Division Member Muraki\And now, we're all trying to start a new life. response:	Following Master Reigen's example,
context: Us members of the 7th Division left Claw.\After being annihilated by a group of middle school kids,\Former Claw 7th Division Member Mukai\we realized just how foolish we were.\Mole\Former Claw 7th Division Member Muraki\And now, we're all trying to start a new life.\Following Master Reigen's example, response:	we're trying to find a way to use our powers for the good of society.
context: After being annihilated by a group of middle school kids,\Former Claw 7th Division Member Mukai\we realized just how foolish we were.\Mole\Former Claw 7th Division Member Muraki\And now, we're all trying to start a new life.\Following Master Reigen's example,\we're trying to find a way to use our powers for the good of society. response:	But the organization doesn't let traitors go.
context: Former Claw 7th Division Member Mukai\we realized just how foolish we were.\Mole\Former Claw 7th Division Member Muraki\And now, we're all trying to start a new life.\Following Master Reigen's example,\we're trying to find a way to use our powers for the good of society.\But the organization doesn't let traitors go. response:	We figured they'd come after us sooner rather than later,
context: we realized just how foolish we were.\Mole\Former Claw 7th Division Member Muraki\And now, we're all trying to start a new life.\Following Master Reigen's example,\we're trying to find a way to use our powers for the good of society.\But the organization doesn't let traitors go.\We figured they'd come after us sooner rather than later, response:	but this was a lot faster than we anticipated.
context: Mole\Former Claw 7th Division Member Muraki\And now, we're all trying to start a new life.\Following Master Reigen's example,\we're trying to find a way to use our powers for the good of society.\But the organization doesn't let traitors go.\We figured they'd come after us sooner rather than later,\but this was a lot faster than we anticipated. response:	Former Claw 7th Division Member Terada
context: Former Claw 7th Division Member Muraki\And now, we're all trying to start a new life.\Following Master Reigen's example,\we're trying to find a way to use our powers for the good of society.\But the organization doesn't let traitors go.\We figured they'd come after us sooner rather than later,\but this was a lot faster than we anticipated.\Former Claw 7th Division Member Terada response:	And they launched attacks on all of us at the same time.
context: And now, we're all trying to start a new life.\Following Master Reigen's example,\we're trying to find a way to use our powers for the good of society.\But the organization doesn't let traitors go.\We figured they'd come after us sooner rather than later,\but this was a lot faster than we anticipated.\Former Claw 7th Division Member Terada\And they launched attacks on all of us at the same time. response:	I'm impressed you survived that.
context: Following Master Reigen's example,\we're trying to find a way to use our powers for the good of society.\But the organization doesn't let traitors go.\We figured they'd come after us sooner rather than later,\but this was a lot faster than we anticipated.\Former Claw 7th Division Member Terada\And they launched attacks on all of us at the same time.\I'm impressed you survived that. response:	Who do you think we are? We're former Scars.
context: we're trying to find a way to use our powers for the good of society.\But the organization doesn't let traitors go.\We figured they'd come after us sooner rather than later,\but this was a lot faster than we anticipated.\Former Claw 7th Division Member Terada\And they launched attacks on all of us at the same time.\I'm impressed you survived that.\Who do you think we are? We're former Scars. response:	Right, Tsucchi?
context: But the organization doesn't let traitors go.\We figured they'd come after us sooner rather than later,\but this was a lot faster than we anticipated.\Former Claw 7th Division Member Terada\And they launched attacks on all of us at the same time.\I'm impressed you survived that.\Who do you think we are? We're former Scars.\Right, Tsucchi? response:	Yeah. But the real battle will begin after the guys from HQ show up.
context: We figured they'd come after us sooner rather than later,\but this was a lot faster than we anticipated.\Former Claw 7th Division Member Terada\And they launched attacks on all of us at the same time.\I'm impressed you survived that.\Who do you think we are? We're former Scars.\Right, Tsucchi?\Yeah. But the real battle will begin after the guys from HQ show up. response:	And then, we realized that
context: but this was a lot faster than we anticipated.\Former Claw 7th Division Member Terada\And they launched attacks on all of us at the same time.\I'm impressed you survived that.\Who do you think we are? We're former Scars.\Right, Tsucchi?\Yeah. But the real battle will begin after the guys from HQ show up.\And then, we realized that response:	we're going to need a leader if we want to stand a chance against HQ.
context: Former Claw 7th Division Member Terada\And they launched attacks on all of us at the same time.\I'm impressed you survived that.\Who do you think we are? We're former Scars.\Right, Tsucchi?\Yeah. But the real battle will begin after the guys from HQ show up.\And then, we realized that\we're going to need a leader if we want to stand a chance against HQ. response:	And so, they came to me.
context: And they launched attacks on all of us at the same time.\I'm impressed you survived that.\Who do you think we are? We're former Scars.\Right, Tsucchi?\Yeah. But the real battle will begin after the guys from HQ show up.\And then, we realized that\we're going to need a leader if we want to stand a chance against HQ.\And so, they came to me. response:	You should probably shut up for a bit.
context: I'm impressed you survived that.\Who do you think we are? We're former Scars.\Right, Tsucchi?\Yeah. But the real battle will begin after the guys from HQ show up.\And then, we realized that\we're going to need a leader if we want to stand a chance against HQ.\And so, they came to me.\You should probably shut up for a bit. response:	When we saw Master Reigen put the TV and media people in their place,
context: Who do you think we are? We're former Scars.\Right, Tsucchi?\Yeah. But the real battle will begin after the guys from HQ show up.\And then, we realized that\we're going to need a leader if we want to stand a chance against HQ.\And so, they came to me.\You should probably shut up for a bit.\When we saw Master Reigen put the TV and media people in their place, response:	we thought he was a genius.
context: Right, Tsucchi?\Yeah. But the real battle will begin after the guys from HQ show up.\And then, we realized that\we're going to need a leader if we want to stand a chance against HQ.\And so, they came to me.\You should probably shut up for a bit.\When we saw Master Reigen put the TV and media people in their place,\we thought he was a genius. response:	He's able to see the bigger picture and make things happen.
context: Yeah. But the real battle will begin after the guys from HQ show up.\And then, we realized that\we're going to need a leader if we want to stand a chance against HQ.\And so, they came to me.\You should probably shut up for a bit.\When we saw Master Reigen put the TV and media people in their place,\we thought he was a genius.\He's able to see the bigger picture and make things happen. response:	I seriously don't know about these guys...
context: And then, we realized that\we're going to need a leader if we want to stand a chance against HQ.\And so, they came to me.\You should probably shut up for a bit.\When we saw Master Reigen put the TV and media people in their place,\we thought he was a genius.\He's able to see the bigger picture and make things happen.\I seriously don't know about these guys... response:	You didn't get attacked?
context: we're going to need a leader if we want to stand a chance against HQ.\And so, they came to me.\You should probably shut up for a bit.\When we saw Master Reigen put the TV and media people in their place,\we thought he was a genius.\He's able to see the bigger picture and make things happen.\I seriously don't know about these guys...\You didn't get attacked? response:	My office was destroyed.
context: And so, they came to me.\You should probably shut up for a bit.\When we saw Master Reigen put the TV and media people in their place,\we thought he was a genius.\He's able to see the bigger picture and make things happen.\I seriously don't know about these guys...\You didn't get attacked?\My office was destroyed. response:	I just happened to be away when it happened, thankfully.
context: You should probably shut up for a bit.\When we saw Master Reigen put the TV and media people in their place,\we thought he was a genius.\He's able to see the bigger picture and make things happen.\I seriously don't know about these guys...\You didn't get attacked?\My office was destroyed.\I just happened to be away when it happened, thankfully. response:	Since I gained popularity from my TV appearances,
context: When we saw Master Reigen put the TV and media people in their place,\we thought he was a genius.\He's able to see the bigger picture and make things happen.\I seriously don't know about these guys...\You didn't get attacked?\My office was destroyed.\I just happened to be away when it happened, thankfully.\Since I gained popularity from my TV appearances, response:	I thought I could get some renovations done.
context: we thought he was a genius.\He's able to see the bigger picture and make things happen.\I seriously don't know about these guys...\You didn't get attacked?\My office was destroyed.\I just happened to be away when it happened, thankfully.\Since I gained popularity from my TV appearances,\I thought I could get some renovations done. response:	That's my office.
context: He's able to see the bigger picture and make things happen.\I seriously don't know about these guys...\You didn't get attacked?\My office was destroyed.\I just happened to be away when it happened, thankfully.\Since I gained popularity from my TV appearances,\I thought I could get some renovations done.\That's my office. response:	Spirits and Such Consultation Office
context: I seriously don't know about these guys...\You didn't get attacked?\My office was destroyed.\I just happened to be away when it happened, thankfully.\Since I gained popularity from my TV appearances,\I thought I could get some renovations done.\That's my office.\Spirits and Such Consultation Office response:	It's on fire...
context: You didn't get attacked?\My office was destroyed.\I just happened to be away when it happened, thankfully.\Since I gained popularity from my TV appearances,\I thought I could get some renovations done.\That's my office.\Spirits and Such Consultation Office\It's on fire... response:	But that's going to have to wait.
context: My office was destroyed.\I just happened to be away when it happened, thankfully.\Since I gained popularity from my TV appearances,\I thought I could get some renovations done.\That's my office.\Spirits and Such Consultation Office\It's on fire...\But that's going to have to wait. response:	After that, these guys picked me up.
context: I just happened to be away when it happened, thankfully.\Since I gained popularity from my TV appearances,\I thought I could get some renovations done.\That's my office.\Spirits and Such Consultation Office\It's on fire...\But that's going to have to wait.\After that, these guys picked me up. response:	I was already exhausted from the marathon.
context: Since I gained popularity from my TV appearances,\I thought I could get some renovations done.\That's my office.\Spirits and Such Consultation Office\It's on fire...\But that's going to have to wait.\After that, these guys picked me up.\I was already exhausted from the marathon. response:	Talk about a crappy day.
context: I thought I could get some renovations done.\That's my office.\Spirits and Such Consultation Office\It's on fire...\But that's going to have to wait.\After that, these guys picked me up.\I was already exhausted from the marathon.\Talk about a crappy day. response:	I wonder if Teru-san's okay.
context: That's my office.\Spirits and Such Consultation Office\It's on fire...\But that's going to have to wait.\After that, these guys picked me up.\I was already exhausted from the marathon.\Talk about a crappy day.\I wonder if Teru-san's okay. response:	Oh, I got a message from him earlier. He said he's fine.
context: Spirits and Such Consultation Office\It's on fire...\But that's going to have to wait.\After that, these guys picked me up.\I was already exhausted from the marathon.\Talk about a crappy day.\I wonder if Teru-san's okay.\Oh, I got a message from him earlier. He said he's fine. response:	They exchanged emails
context: It's on fire...\But that's going to have to wait.\After that, these guys picked me up.\I was already exhausted from the marathon.\Talk about a crappy day.\I wonder if Teru-san's okay.\Oh, I got a message from him earlier. He said he's fine.\They exchanged emails response:	When'd that happen?
context: But that's going to have to wait.\After that, these guys picked me up.\I was already exhausted from the marathon.\Talk about a crappy day.\I wonder if Teru-san's okay.\Oh, I got a message from him earlier. He said he's fine.\They exchanged emails\When'd that happen? response:	This sucks...
context: After that, these guys picked me up.\I was already exhausted from the marathon.\Talk about a crappy day.\I wonder if Teru-san's okay.\Oh, I got a message from him earlier. He said he's fine.\They exchanged emails\When'd that happen?\This sucks... response:	What are you guys doing here?
context: I was already exhausted from the marathon.\Talk about a crappy day.\I wonder if Teru-san's okay.\Oh, I got a message from him earlier. He said he's fine.\They exchanged emails\When'd that happen?\This sucks...\What are you guys doing here? response:	We're trying to lay low after what happened with the 7th Division.
context: Talk about a crappy day.\I wonder if Teru-san's okay.\Oh, I got a message from him earlier. He said he's fine.\They exchanged emails\When'd that happen?\This sucks...\What are you guys doing here?\We're trying to lay low after what happened with the 7th Division. response:	Mitsuura-san prepared this hideout for us.
context: I wonder if Teru-san's okay.\Oh, I got a message from him earlier. He said he's fine.\They exchanged emails\When'd that happen?\This sucks...\What are you guys doing here?\We're trying to lay low after what happened with the 7th Division.\Mitsuura-san prepared this hideout for us. response:	So many espers in one spot! I'm so moved!
context: Oh, I got a message from him earlier. He said he's fine.\They exchanged emails\When'd that happen?\This sucks...\What are you guys doing here?\We're trying to lay low after what happened with the 7th Division.\Mitsuura-san prepared this hideout for us.\So many espers in one spot! I'm so moved! response:	Oh, him.
context: They exchanged emails\When'd that happen?\This sucks...\What are you guys doing here?\We're trying to lay low after what happened with the 7th Division.\Mitsuura-san prepared this hideout for us.\So many espers in one spot! I'm so moved!\Oh, him. response:	Teru-san!
context: When'd that happen?\This sucks...\What are you guys doing here?\We're trying to lay low after what happened with the 7th Division.\Mitsuura-san prepared this hideout for us.\So many espers in one spot! I'm so moved!\Oh, him.\Teru-san! response:	Heya. Looks like the gang's all here.
context: This sucks...\What are you guys doing here?\We're trying to lay low after what happened with the 7th Division.\Mitsuura-san prepared this hideout for us.\So many espers in one spot! I'm so moved!\Oh, him.\Teru-san!\Heya. Looks like the gang's all here. response:	You fools!
context: What are you guys doing here?\We're trying to lay low after what happened with the 7th Division.\Mitsuura-san prepared this hideout for us.\So many espers in one spot! I'm so moved!\Oh, him.\Teru-san!\Heya. Looks like the gang's all here.\You fools! response:	You'll never get a word out of me!
context: We're trying to lay low after what happened with the 7th Division.\Mitsuura-san prepared this hideout for us.\So many espers in one spot! I'm so moved!\Oh, him.\Teru-san!\Heya. Looks like the gang's all here.\You fools!\You'll never get a word out of me! response:	I'm a member of Cla
context: Mitsuura-san prepared this hideout for us.\So many espers in one spot! I'm so moved!\Oh, him.\Teru-san!\Heya. Looks like the gang's all here.\You fools!\You'll never get a word out of me!\I'm a member of Cla response:	Resistance is futile. No one's been able to endure this torture.
context: So many espers in one spot! I'm so moved!\Oh, him.\Teru-san!\Heya. Looks like the gang's all here.\You fools!\You'll never get a word out of me!\I'm a member of Cla\Resistance is futile. No one's been able to endure this torture. response:	Sorry! I'll talk!
context: Oh, him.\Teru-san!\Heya. Looks like the gang's all here.\You fools!\You'll never get a word out of me!\I'm a member of Cla\Resistance is futile. No one's been able to endure this torture.\Sorry! I'll talk! response:	The boss was going around the world to scout powerful espers,
context: Teru-san!\Heya. Looks like the gang's all here.\You fools!\You'll never get a word out of me!\I'm a member of Cla\Resistance is futile. No one's been able to endure this torture.\Sorry! I'll talk!\The boss was going around the world to scout powerful espers, response:	and he said he finally had all the soldiers he needed!
context: Heya. Looks like the gang's all here.\You fools!\You'll never get a word out of me!\I'm a member of Cla\Resistance is futile. No one's been able to endure this torture.\Sorry! I'll talk!\The boss was going around the world to scout powerful espers,\and he said he finally had all the soldiers he needed! response:	I see... Espers from around the world, eh?
context: You fools!\You'll never get a word out of me!\I'm a member of Cla\Resistance is futile. No one's been able to endure this torture.\Sorry! I'll talk!\The boss was going around the world to scout powerful espers,\and he said he finally had all the soldiers he needed!\I see... Espers from around the world, eh? response:	Don't tell me you fools still plan to face us after hearing that...
context: You'll never get a word out of me!\I'm a member of Cla\Resistance is futile. No one's been able to endure this torture.\Sorry! I'll talk!\The boss was going around the world to scout powerful espers,\and he said he finally had all the soldiers he needed!\I see... Espers from around the world, eh?\Don't tell me you fools still plan to face us after hearing that... response:	What shall we do, Master Reigen?
context: I'm a member of Cla\Resistance is futile. No one's been able to endure this torture.\Sorry! I'll talk!\The boss was going around the world to scout powerful espers,\and he said he finally had all the soldiers he needed!\I see... Espers from around the world, eh?\Don't tell me you fools still plan to face us after hearing that...\What shall we do, Master Reigen? response:	Well, we can't just let this slide.
context: Resistance is futile. No one's been able to endure this torture.\Sorry! I'll talk!\The boss was going around the world to scout powerful espers,\and he said he finally had all the soldiers he needed!\I see... Espers from around the world, eh?\Don't tell me you fools still plan to face us after hearing that...\What shall we do, Master Reigen?\Well, we can't just let this slide. response:	Let's report them to the police.
context: Sorry! I'll talk!\The boss was going around the world to scout powerful espers,\and he said he finally had all the soldiers he needed!\I see... Espers from around the world, eh?\Don't tell me you fools still plan to face us after hearing that...\What shall we do, Master Reigen?\Well, we can't just let this slide.\Let's report them to the police. response:	Isn't it amazing?
context: The boss was going around the world to scout powerful espers,\and he said he finally had all the soldiers he needed!\I see... Espers from around the world, eh?\Don't tell me you fools still plan to face us after hearing that...\What shall we do, Master Reigen?\Well, we can't just let this slide.\Let's report them to the police.\Isn't it amazing? response:	Claw Foreigner Squad Joseph
context: and he said he finally had all the soldiers he needed!\I see... Espers from around the world, eh?\Don't tell me you fools still plan to face us after hearing that...\What shall we do, Master Reigen?\Well, we can't just let this slide.\Let's report them to the police.\Isn't it amazing?\Claw Foreigner Squad Joseph response:	Ordinary humans actually made all of this.
context: I see... Espers from around the world, eh?\Don't tell me you fools still plan to face us after hearing that...\What shall we do, Master Reigen?\Well, we can't just let this slide.\Let's report them to the police.\Isn't it amazing?\Claw Foreigner Squad Joseph\Ordinary humans actually made all of this. response:	I'm so excited. I can't wait to destroy it all.
context: Don't tell me you fools still plan to face us after hearing that...\What shall we do, Master Reigen?\Well, we can't just let this slide.\Let's report them to the police.\Isn't it amazing?\Claw Foreigner Squad Joseph\Ordinary humans actually made all of this.\I'm so excited. I can't wait to destroy it all. response:	Claw Foreigner Squad
context: What shall we do, Master Reigen?\Well, we can't just let this slide.\Let's report them to the police.\Isn't it amazing?\Claw Foreigner Squad Joseph\Ordinary humans actually made all of this.\I'm so excited. I can't wait to destroy it all.\Claw Foreigner Squad response:	Udo
context: Well, we can't just let this slide.\Let's report them to the police.\Isn't it amazing?\Claw Foreigner Squad Joseph\Ordinary humans actually made all of this.\I'm so excited. I can't wait to destroy it all.\Claw Foreigner Squad\Udo response:	That's why we came to this country, right?
context: Let's report them to the police.\Isn't it amazing?\Claw Foreigner Squad Joseph\Ordinary humans actually made all of this.\I'm so excited. I can't wait to destroy it all.\Claw Foreigner Squad\Udo\That's why we came to this country, right? response:	Really?
context: Isn't it amazing?\Claw Foreigner Squad Joseph\Ordinary humans actually made all of this.\I'm so excited. I can't wait to destroy it all.\Claw Foreigner Squad\Udo\That's why we came to this country, right?\Really? response:	I came here for the money.
context: Claw Foreigner Squad Joseph\Ordinary humans actually made all of this.\I'm so excited. I can't wait to destroy it all.\Claw Foreigner Squad\Udo\That's why we came to this country, right?\Really?\I came here for the money. response:	Mob Psycho
context: Ordinary humans actually made all of this.\I'm so excited. I can't wait to destroy it all.\Claw Foreigner Squad\Udo\That's why we came to this country, right?\Really?\I came here for the money.\Mob Psycho response:	Ladies and gentlemen,
context: I'm so excited. I can't wait to destroy it all.\Claw Foreigner Squad\Udo\That's why we came to this country, right?\Really?\I came here for the money.\Mob Psycho\Ladies and gentlemen, response:	Claw
context: Claw Foreigner Squad\Udo\That's why we came to this country, right?\Really?\I came here for the money.\Mob Psycho\Ladies and gentlemen,\Claw response:	I thank you all for gathering on this memorable day.
context: Udo\That's why we came to this country, right?\Really?\I came here for the money.\Mob Psycho\Ladies and gentlemen,\Claw\I thank you all for gathering on this memorable day. response:	I am the leader of Claw, Suzuki Toichiro.
context: That's why we came to this country, right?\Really?\I came here for the money.\Mob Psycho\Ladies and gentlemen,\Claw\I thank you all for gathering on this memorable day.\I am the leader of Claw, Suzuki Toichiro. response:	Claw Boss Suzuki Toichiro (46)
context: Really?\I came here for the money.\Mob Psycho\Ladies and gentlemen,\Claw\I thank you all for gathering on this memorable day.\I am the leader of Claw, Suzuki Toichiro.\Claw Boss Suzuki Toichiro (46) response:	Let's not waste any time. We are about to declare war on the world.
context: I came here for the money.\Mob Psycho\Ladies and gentlemen,\Claw\I thank you all for gathering on this memorable day.\I am the leader of Claw, Suzuki Toichiro.\Claw Boss Suzuki Toichiro (46)\Let's not waste any time. We are about to declare war on the world. response:	After twenty years, I finally have the funds and manpower that I need.
context: Mob Psycho\Ladies and gentlemen,\Claw\I thank you all for gathering on this memorable day.\I am the leader of Claw, Suzuki Toichiro.\Claw Boss Suzuki Toichiro (46)\Let's not waste any time. We are about to declare war on the world.\After twenty years, I finally have the funds and manpower that I need. response:	We will begin this revolution with destruction.
context: Ladies and gentlemen,\Claw\I thank you all for gathering on this memorable day.\I am the leader of Claw, Suzuki Toichiro.\Claw Boss Suzuki Toichiro (46)\Let's not waste any time. We are about to declare war on the world.\After twenty years, I finally have the funds and manpower that I need.\We will begin this revolution with destruction. response:	Claw
context: Claw\I thank you all for gathering on this memorable day.\I am the leader of Claw, Suzuki Toichiro.\Claw Boss Suzuki Toichiro (46)\Let's not waste any time. We are about to declare war on the world.\After twenty years, I finally have the funds and manpower that I need.\We will begin this revolution with destruction.\Claw response:	We will destroy everything that people built and hold dear.
context: I thank you all for gathering on this memorable day.\I am the leader of Claw, Suzuki Toichiro.\Claw Boss Suzuki Toichiro (46)\Let's not waste any time. We are about to declare war on the world.\After twenty years, I finally have the funds and manpower that I need.\We will begin this revolution with destruction.\Claw\We will destroy everything that people built and hold dear. response:	Let us show the powerless that we exist!
