context: If Inari keeps using that divine power, then... response:	my divinitymy very godliness itselfwill move into her.
context: Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine response:	Please be with me
context: Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Please be with me response:	Please be with me
context: Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Please be with me\Please be with me response:	Please be with me
context: Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Please be with me\Please be with me\Please be with me response:	anata ga soba ni ite
context: Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Please be with me\Please be with me\Please be with me\anata ga soba ni ite response:	anata ga soba ni ite
context: Saga Inari Shrine\Saga Inari Shrine\Saga Inari Shrine\Please be with me\Please be with me\Please be with me\anata ga soba ni ite\anata ga soba ni ite response:	anata ga soba ni ite
context: Saga Inari Shrine\Saga Inari Shrine\Please be with me\Please be with me\Please be with me\anata ga soba ni ite\anata ga soba ni ite\anata ga soba ni ite response:	You gave me the light
context: Saga Inari Shrine\Please be with me\Please be with me\Please be with me\anata ga soba ni ite\anata ga soba ni ite\anata ga soba ni ite\You gave me the light response:	You gave me the light
context: Please be with me\Please be with me\Please be with me\anata ga soba ni ite\anata ga soba ni ite\anata ga soba ni ite\You gave me the light\You gave me the light response:	You gave me the light
context: Please be with me\Please be with me\anata ga soba ni ite\anata ga soba ni ite\anata ga soba ni ite\You gave me the light\You gave me the light\You gave me the light response:	watashi ni hikari wo ataetekureta kara
context: Please be with me\anata ga soba ni ite\anata ga soba ni ite\anata ga soba ni ite\You gave me the light\You gave me the light\You gave me the light\watashi ni hikari wo ataetekureta kara response:	watashi ni hikari wo ataetekureta kara
context: anata ga soba ni ite\anata ga soba ni ite\anata ga soba ni ite\You gave me the light\You gave me the light\You gave me the light\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara response:	watashi ni hikari wo ataetekureta kara
context: anata ga soba ni ite\anata ga soba ni ite\You gave me the light\You gave me the light\You gave me the light\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara response:	You saved me
context: anata ga soba ni ite\You gave me the light\You gave me the light\You gave me the light\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\You saved me response:	You saved me
context: You gave me the light\You gave me the light\You gave me the light\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\You saved me\You saved me response:	You saved me
context: You gave me the light\You gave me the light\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\You saved me\You saved me\You saved me response:	you saved me
context: You gave me the light\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\You saved me\You saved me\You saved me\you saved me response:	you saved me
context: watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\You saved me\You saved me\You saved me\you saved me\you saved me response:	you saved me
context: watashi ni hikari wo ataetekureta kara\watashi ni hikari wo ataetekureta kara\You saved me\You saved me\You saved me\you saved me\you saved me\you saved me response:	Inari, Konkon, Koi Iroha
context: watashi ni hikari wo ataetekureta kara\You saved me\You saved me\You saved me\you saved me\you saved me\you saved me\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: You saved me\You saved me\You saved me\you saved me\you saved me\you saved me\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: You saved me\You saved me\you saved me\you saved me\you saved me\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: You saved me\you saved me\you saved me\you saved me\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Miss Inari!
context: you saved me\you saved me\you saved me\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Miss Inari! response:	Hang on tight, Miss Inari!
context: you saved me\you saved me\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Miss Inari!\Hang on tight, Miss Inari! response:	Kon?
context: you saved me\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Miss Inari!\Hang on tight, Miss Inari!\Kon? response:	Miss Inari...
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Miss Inari!\Hang on tight, Miss Inari!\Kon?\Miss Inari... response:	Miss Inari!
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Miss Inari!\Hang on tight, Miss Inari!\Kon?\Miss Inari...\Miss Inari! response:	I'm about to fulfill my final duty!
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Miss Inari!\Hang on tight, Miss Inari!\Kon?\Miss Inari...\Miss Inari!\I'm about to fulfill my final duty! response:	Thanks. I'm countin' on you, Kon.
context: Inari, Konkon, Koi Iroha\Miss Inari!\Hang on tight, Miss Inari!\Kon?\Miss Inari...\Miss Inari!\I'm about to fulfill my final duty!\Thanks. I'm countin' on you, Kon. response:	Inari, Konkon, Koi Iroha
context: Miss Inari!\Hang on tight, Miss Inari!\Kon?\Miss Inari...\Miss Inari!\I'm about to fulfill my final duty!\Thanks. I'm countin' on you, Kon.\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: Hang on tight, Miss Inari!\Kon?\Miss Inari...\Miss Inari!\I'm about to fulfill my final duty!\Thanks. I'm countin' on you, Kon.\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	That was crazy!
context: Kon?\Miss Inari...\Miss Inari!\I'm about to fulfill my final duty!\Thanks. I'm countin' on you, Kon.\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\That was crazy! response:	Didn't see that coming!
context: Miss Inari...\Miss Inari!\I'm about to fulfill my final duty!\Thanks. I'm countin' on you, Kon.\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\That was crazy!\Didn't see that coming! response:	Class A, roll call! Gather'round!
context: Miss Inari!\I'm about to fulfill my final duty!\Thanks. I'm countin' on you, Kon.\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\That was crazy!\Didn't see that coming!\Class A, roll call! Gather'round! response:	Here we go.
context: I'm about to fulfill my final duty!\Thanks. I'm countin' on you, Kon.\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\That was crazy!\Didn't see that coming!\Class A, roll call! Gather'round!\Here we go. response:	I've got this. My Inari impression is second to none.
context: Thanks. I'm countin' on you, Kon.\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\That was crazy!\Didn't see that coming!\Class A, roll call! Gather'round!\Here we go.\I've got this. My Inari impression is second to none. response:	Really?
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\That was crazy!\Didn't see that coming!\Class A, roll call! Gather'round!\Here we go.\I've got this. My Inari impression is second to none.\Really? response:	Let's do a dry run. Fushimi!
context: Inari, Konkon, Koi Iroha\That was crazy!\Didn't see that coming!\Class A, roll call! Gather'round!\Here we go.\I've got this. My Inari impression is second to none.\Really?\Let's do a dry run. Fushimi! response:	Heeere!
context: That was crazy!\Didn't see that coming!\Class A, roll call! Gather'round!\Here we go.\I've got this. My Inari impression is second to none.\Really?\Let's do a dry run. Fushimi!\Heeere! response:	That's nothin' like her.
context: Didn't see that coming!\Class A, roll call! Gather'round!\Here we go.\I've got this. My Inari impression is second to none.\Really?\Let's do a dry run. Fushimi!\Heeere!\That's nothin' like her. response:	Then you try!
context: Class A, roll call! Gather'round!\Here we go.\I've got this. My Inari impression is second to none.\Really?\Let's do a dry run. Fushimi!\Heeere!\That's nothin' like her.\Then you try! response:	Here.
context: Here we go.\I've got this. My Inari impression is second to none.\Really?\Let's do a dry run. Fushimi!\Heeere!\That's nothin' like her.\Then you try!\Here. response:	Tanbabashi!
context: I've got this. My Inari impression is second to none.\Really?\Let's do a dry run. Fushimi!\Heeere!\That's nothin' like her.\Then you try!\Here.\Tanbabashi! response:	That's even worse! Sumizome?
context: Really?\Let's do a dry run. Fushimi!\Heeere!\That's nothin' like her.\Then you try!\Here.\Tanbabashi!\That's even worse! Sumizome? response:	Here!
context: Let's do a dry run. Fushimi!\Heeere!\That's nothin' like her.\Then you try!\Here.\Tanbabashi!\That's even worse! Sumizome?\Here! response:	Hey, that could work!
context: Heeere!\That's nothin' like her.\Then you try!\Here.\Tanbabashi!\That's even worse! Sumizome?\Here!\Hey, that could work! response:	Tanbabashi!
context: That's nothin' like her.\Then you try!\Here.\Tanbabashi!\That's even worse! Sumizome?\Here!\Hey, that could work!\Tanbabashi! response:	You think? I'll give it a shot!
context: Then you try!\Here.\Tanbabashi!\That's even worse! Sumizome?\Here!\Hey, that could work!\Tanbabashi!\You think? I'll give it a shot! response:	Here!
context: Here.\Tanbabashi!\That's even worse! Sumizome?\Here!\Hey, that could work!\Tanbabashi!\You think? I'll give it a shot!\Here! response:	So you're just gonna up and disappear?
context: Tanbabashi!\That's even worse! Sumizome?\Here!\Hey, that could work!\Tanbabashi!\You think? I'll give it a shot!\Here!\So you're just gonna up and disappear? response:	Not on my watch, you won't!
context: That's even worse! Sumizome?\Here!\Hey, that could work!\Tanbabashi!\You think? I'll give it a shot!\Here!\So you're just gonna up and disappear?\Not on my watch, you won't! response:	I'm so afraid.
context: Here!\Hey, that could work!\Tanbabashi!\You think? I'll give it a shot!\Here!\So you're just gonna up and disappear?\Not on my watch, you won't!\I'm so afraid. response:	Please... Inari...
context: Hey, that could work!\Tanbabashi!\You think? I'll give it a shot!\Here!\So you're just gonna up and disappear?\Not on my watch, you won't!\I'm so afraid.\Please... Inari... response:	Lady Uka!
context: Tanbabashi!\You think? I'll give it a shot!\Here!\So you're just gonna up and disappear?\Not on my watch, you won't!\I'm so afraid.\Please... Inari...\Lady Uka! response:	Miss Inari!
context: You think? I'll give it a shot!\Here!\So you're just gonna up and disappear?\Not on my watch, you won't!\I'm so afraid.\Please... Inari...\Lady Uka!\Miss Inari! response:	Miya! Lady Uka's...
context: Here!\So you're just gonna up and disappear?\Not on my watch, you won't!\I'm so afraid.\Please... Inari...\Lady Uka!\Miss Inari!\Miya! Lady Uka's... response:	Keep your wits about you, Miss Inari!
context: So you're just gonna up and disappear?\Not on my watch, you won't!\I'm so afraid.\Please... Inari...\Lady Uka!\Miss Inari!\Miya! Lady Uka's...\Keep your wits about you, Miss Inari! response:	You're the only one who can save her!
context: Not on my watch, you won't!\I'm so afraid.\Please... Inari...\Lady Uka!\Miss Inari!\Miya! Lady Uka's...\Keep your wits about you, Miss Inari!\You're the only one who can save her! response:	I'm done for! I simply can't go on!
context: I'm so afraid.\Please... Inari...\Lady Uka!\Miss Inari!\Miya! Lady Uka's...\Keep your wits about you, Miss Inari!\You're the only one who can save her!\I'm done for! I simply can't go on! response:	You've done well. Thank you.
context: Please... Inari...\Lady Uka!\Miss Inari!\Miya! Lady Uka's...\Keep your wits about you, Miss Inari!\You're the only one who can save her!\I'm done for! I simply can't go on!\You've done well. Thank you. response:	But will Miss Inari be all right on her own?
context: Lady Uka!\Miss Inari!\Miya! Lady Uka's...\Keep your wits about you, Miss Inari!\You're the only one who can save her!\I'm done for! I simply can't go on!\You've done well. Thank you.\But will Miss Inari be all right on her own? response:	I believe in her.
context: Miss Inari!\Miya! Lady Uka's...\Keep your wits about you, Miss Inari!\You're the only one who can save her!\I'm done for! I simply can't go on!\You've done well. Thank you.\But will Miss Inari be all right on her own?\I believe in her. response:	Huh?
context: Miya! Lady Uka's...\Keep your wits about you, Miss Inari!\You're the only one who can save her!\I'm done for! I simply can't go on!\You've done well. Thank you.\But will Miss Inari be all right on her own?\I believe in her.\Huh? response:	Soba Sei
context: Keep your wits about you, Miss Inari!\You're the only one who can save her!\I'm done for! I simply can't go on!\You've done well. Thank you.\But will Miss Inari be all right on her own?\I believe in her.\Huh?\Soba Sei response:	Miss Inari?
context: You're the only one who can save her!\I'm done for! I simply can't go on!\You've done well. Thank you.\But will Miss Inari be all right on her own?\I believe in her.\Huh?\Soba Sei\Miss Inari? response:	What's going on?
context: I'm done for! I simply can't go on!\You've done well. Thank you.\But will Miss Inari be all right on her own?\I believe in her.\Huh?\Soba Sei\Miss Inari?\What's going on? response:	Uka...
context: You've done well. Thank you.\But will Miss Inari be all right on her own?\I believe in her.\Huh?\Soba Sei\Miss Inari?\What's going on?\Uka... response:	Uka! Your darling, darling... brother has come to resc
context: But will Miss Inari be all right on her own?\I believe in her.\Huh?\Soba Sei\Miss Inari?\What's going on?\Uka...\Uka! Your darling, darling... brother has come to resc response:	Lady Uka!
context: I believe in her.\Huh?\Soba Sei\Miss Inari?\What's going on?\Uka...\Uka! Your darling, darling... brother has come to resc\Lady Uka! response:	Lady Uka!
context: Huh?\Soba Sei\Miss Inari?\What's going on?\Uka...\Uka! Your darling, darling... brother has come to resc\Lady Uka!\Lady Uka! response:	You!
context: Soba Sei\Miss Inari?\What's going on?\Uka...\Uka! Your darling, darling... brother has come to resc\Lady Uka!\Lady Uka!\You! response:	Lady Uka! Lady Uka!
context: Miss Inari?\What's going on?\Uka...\Uka! Your darling, darling... brother has come to resc\Lady Uka!\Lady Uka!\You!\Lady Uka! Lady Uka! response:	She's in here, isn't she?
context: What's going on?\Uka...\Uka! Your darling, darling... brother has come to resc\Lady Uka!\Lady Uka!\You!\Lady Uka! Lady Uka!\She's in here, isn't she? response:	That's right.
context: Uka...\Uka! Your darling, darling... brother has come to resc\Lady Uka!\Lady Uka!\You!\Lady Uka! Lady Uka!\She's in here, isn't she?\That's right. response:	Lady Uka!
context: Uka! Your darling, darling... brother has come to resc\Lady Uka!\Lady Uka!\You!\Lady Uka! Lady Uka!\She's in here, isn't she?\That's right.\Lady Uka! response:	Inari, Konkon, Koi Iroha
context: Lady Uka!\Lady Uka!\You!\Lady Uka! Lady Uka!\She's in here, isn't she?\That's right.\Lady Uka!\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: Lady Uka!\You!\Lady Uka! Lady Uka!\She's in here, isn't she?\That's right.\Lady Uka!\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: You!\Lady Uka! Lady Uka!\She's in here, isn't she?\That's right.\Lady Uka!\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: Lady Uka! Lady Uka!\She's in here, isn't she?\That's right.\Lady Uka!\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: She's in here, isn't she?\That's right.\Lady Uka!\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: That's right.\Lady Uka!\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: Lady Uka!\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	Lady Uka! Lady Uka!
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Lady Uka! Lady Uka! response:	Lady Uka...
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Lady Uka! Lady Uka!\Lady Uka... response:	Miss Inari!
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Lady Uka! Lady Uka!\Lady Uka...\Miss Inari! response:	Miss Inari?
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Lady Uka! Lady Uka!\Lady Uka...\Miss Inari!\Miss Inari? response:	Why?
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Lady Uka! Lady Uka!\Lady Uka...\Miss Inari!\Miss Inari?\Why? response:	Why didn't you tell me?
context: Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\Lady Uka! Lady Uka!\Lady Uka...\Miss Inari!\Miss Inari?\Why?\Why didn't you tell me? response:	Not even somethin' as serious as you fadin' away?
context: Inari, Konkon, Koi Iroha\Lady Uka! Lady Uka!\Lady Uka...\Miss Inari!\Miss Inari?\Why?\Why didn't you tell me?\Not even somethin' as serious as you fadin' away? response:	I thought we were friends.
context: Lady Uka! Lady Uka!\Lady Uka...\Miss Inari!\Miss Inari?\Why?\Why didn't you tell me?\Not even somethin' as serious as you fadin' away?\I thought we were friends. response:	What was I trying to accomplish?
context: Lady Uka...\Miss Inari!\Miss Inari?\Why?\Why didn't you tell me?\Not even somethin' as serious as you fadin' away?\I thought we were friends.\What was I trying to accomplish? response:	I, a god, wanted to be friends with Inari.
context: Miss Inari!\Miss Inari?\Why?\Why didn't you tell me?\Not even somethin' as serious as you fadin' away?\I thought we were friends.\What was I trying to accomplish?\I, a god, wanted to be friends with Inari. response:	So I gave her my divine power,
context: Miss Inari?\Why?\Why didn't you tell me?\Not even somethin' as serious as you fadin' away?\I thought we were friends.\What was I trying to accomplish?\I, a god, wanted to be friends with Inari.\So I gave her my divine power, response:	but all it brought her was suffering.
context: Why?\Why didn't you tell me?\Not even somethin' as serious as you fadin' away?\I thought we were friends.\What was I trying to accomplish?\I, a god, wanted to be friends with Inari.\So I gave her my divine power,\but all it brought her was suffering. response:	It won't open.
context: Why didn't you tell me?\Not even somethin' as serious as you fadin' away?\I thought we were friends.\What was I trying to accomplish?\I, a god, wanted to be friends with Inari.\So I gave her my divine power,\but all it brought her was suffering.\It won't open. response:	I was so afraid of losing her, but now it's all going to end in tears.
context: Not even somethin' as serious as you fadin' away?\I thought we were friends.\What was I trying to accomplish?\I, a god, wanted to be friends with Inari.\So I gave her my divine power,\but all it brought her was suffering.\It won't open.\I was so afraid of losing her, but now it's all going to end in tears. response:	It's all my fault. All of it.
context: I thought we were friends.\What was I trying to accomplish?\I, a god, wanted to be friends with Inari.\So I gave her my divine power,\but all it brought her was suffering.\It won't open.\I was so afraid of losing her, but now it's all going to end in tears.\It's all my fault. All of it. response:	And this is my punishment.
context: What was I trying to accomplish?\I, a god, wanted to be friends with Inari.\So I gave her my divine power,\but all it brought her was suffering.\It won't open.\I was so afraid of losing her, but now it's all going to end in tears.\It's all my fault. All of it.\And this is my punishment. response:	But this is my fault!
context: I, a god, wanted to be friends with Inari.\So I gave her my divine power,\but all it brought her was suffering.\It won't open.\I was so afraid of losing her, but now it's all going to end in tears.\It's all my fault. All of it.\And this is my punishment.\But this is my fault! response:	Kon!
context: So I gave her my divine power,\but all it brought her was suffering.\It won't open.\I was so afraid of losing her, but now it's all going to end in tears.\It's all my fault. All of it.\And this is my punishment.\But this is my fault!\Kon! response:	Heave ho!
context: but all it brought her was suffering.\It won't open.\I was so afraid of losing her, but now it's all going to end in tears.\It's all my fault. All of it.\And this is my punishment.\But this is my fault!\Kon!\Heave ho! response:	Heave ho!
context: It won't open.\I was so afraid of losing her, but now it's all going to end in tears.\It's all my fault. All of it.\And this is my punishment.\But this is my fault!\Kon!\Heave ho!\Heave ho! response:	Heave ho!
context: I was so afraid of losing her, but now it's all going to end in tears.\It's all my fault. All of it.\And this is my punishment.\But this is my fault!\Kon!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: It's all my fault. All of it.\And this is my punishment.\But this is my fault!\Kon!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: And this is my punishment.\But this is my fault!\Kon!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: But this is my fault!\Kon!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Kon!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Inari, my gift of divine power...
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Inari, my gift of divine power... response:	Open!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Inari, my gift of divine power...\Open! response:	Open up!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Inari, my gift of divine power...\Open!\Open up! response:	Open!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Inari, my gift of divine power...\Open!\Open up!\Open! response:	It's caused you so much pain.
context: Heave ho!\Heave ho!\Heave ho!\Inari, my gift of divine power...\Open!\Open up!\Open!\It's caused you so much pain. response:	Open!
context: Heave ho!\Heave ho!\Inari, my gift of divine power...\Open!\Open up!\Open!\It's caused you so much pain.\Open! response:	It opened!
context: Heave ho!\Inari, my gift of divine power...\Open!\Open up!\Open!\It's caused you so much pain.\Open!\It opened! response:	Lady Uka!
context: Inari, my gift of divine power...\Open!\Open up!\Open!\It's caused you so much pain.\Open!\It opened!\Lady Uka! response:	Inari... How did you...
context: Open!\Open up!\Open!\It's caused you so much pain.\Open!\It opened!\Lady Uka!\Inari... How did you... response:	Ah! My beloved Uka!
context: Open up!\Open!\It's caused you so much pain.\Open!\It opened!\Lady Uka!\Inari... How did you...\Ah! My beloved Uka! response:	I'll be right there, Lady Uka!
context: Open!\It's caused you so much pain.\Open!\It opened!\Lady Uka!\Inari... How did you...\Ah! My beloved Uka!\I'll be right there, Lady Uka! response:	But you're hurt, Inari!
context: It's caused you so much pain.\Open!\It opened!\Lady Uka!\Inari... How did you...\Ah! My beloved Uka!\I'll be right there, Lady Uka!\But you're hurt, Inari! response:	Just a few scratches.
context: Open!\It opened!\Lady Uka!\Inari... How did you...\Ah! My beloved Uka!\I'll be right there, Lady Uka!\But you're hurt, Inari!\Just a few scratches. response:	I'm so sorry, Inari.
context: It opened!\Lady Uka!\Inari... How did you...\Ah! My beloved Uka!\I'll be right there, Lady Uka!\But you're hurt, Inari!\Just a few scratches.\I'm so sorry, Inari. response:	I can't protect you anymore.
context: Lady Uka!\Inari... How did you...\Ah! My beloved Uka!\I'll be right there, Lady Uka!\But you're hurt, Inari!\Just a few scratches.\I'm so sorry, Inari.\I can't protect you anymore. response:	Even though I said I would.
context: Inari... How did you...\Ah! My beloved Uka!\I'll be right there, Lady Uka!\But you're hurt, Inari!\Just a few scratches.\I'm so sorry, Inari.\I can't protect you anymore.\Even though I said I would. response:	I'm fading away.
context: Ah! My beloved Uka!\I'll be right there, Lady Uka!\But you're hurt, Inari!\Just a few scratches.\I'm so sorry, Inari.\I can't protect you anymore.\Even though I said I would.\I'm fading away. response:	Forgive me, Inari.
context: I'll be right there, Lady Uka!\But you're hurt, Inari!\Just a few scratches.\I'm so sorry, Inari.\I can't protect you anymore.\Even though I said I would.\I'm fading away.\Forgive me, Inari. response:	What are you talkin' about?!
context: But you're hurt, Inari!\Just a few scratches.\I'm so sorry, Inari.\I can't protect you anymore.\Even though I said I would.\I'm fading away.\Forgive me, Inari.\What are you talkin' about?! response:	I'm not about to give up!
context: Just a few scratches.\I'm so sorry, Inari.\I can't protect you anymore.\Even though I said I would.\I'm fading away.\Forgive me, Inari.\What are you talkin' about?!\I'm not about to give up! response:	I'm not givin' up, period!
context: I'm so sorry, Inari.\I can't protect you anymore.\Even though I said I would.\I'm fading away.\Forgive me, Inari.\What are you talkin' about?!\I'm not about to give up!\I'm not givin' up, period! response:	Heave ho!
context: I can't protect you anymore.\Even though I said I would.\I'm fading away.\Forgive me, Inari.\What are you talkin' about?!\I'm not about to give up!\I'm not givin' up, period!\Heave ho! response:	Heave ho!
context: Even though I said I would.\I'm fading away.\Forgive me, Inari.\What are you talkin' about?!\I'm not about to give up!\I'm not givin' up, period!\Heave ho!\Heave ho! response:	Heave ho!
context: I'm fading away.\Forgive me, Inari.\What are you talkin' about?!\I'm not about to give up!\I'm not givin' up, period!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
