context: Today was another exhausting day. response:	I just want to hurry home so I can relax.
context: You draw 19 pages of such elaborate art in just one week?!\I can draw them in four days. Five if there are color pages.\What?!\On the remaining days, I have fun going on trips and such.\I don't really like dealing with people,\and that's why I chose to be a manga artist.\If I had an assistant, it'd be harder for me to work.\That's so amazing... Wow. response:	You're a genius!
context: I can draw them in four days. Five if there are color pages.\What?!\On the remaining days, I have fun going on trips and such.\I don't really like dealing with people,\and that's why I chose to be a manga artist.\If I had an assistant, it'd be harder for me to work.\That's so amazing... Wow.\You're a genius! response:	Pardon me for a moment.
context: What?!\On the remaining days, I have fun going on trips and such.\I don't really like dealing with people,\and that's why I chose to be a manga artist.\If I had an assistant, it'd be harder for me to work.\That's so amazing... Wow.\You're a genius!\Pardon me for a moment. response:	Whoa, a s-spider!
context: On the remaining days, I have fun going on trips and such.\I don't really like dealing with people,\and that's why I chose to be a manga artist.\If I had an assistant, it'd be harder for me to work.\That's so amazing... Wow.\You're a genius!\Pardon me for a moment.\Whoa, a s-spider! response:	We really are out in the burbs.
context: I don't really like dealing with people,\and that's why I chose to be a manga artist.\If I had an assistant, it'd be harder for me to work.\That's so amazing... Wow.\You're a genius!\Pardon me for a moment.\Whoa, a s-spider!\We really are out in the burbs. response:	There are a lot of bugs and spiders.
context: and that's why I chose to be a manga artist.\If I had an assistant, it'd be harder for me to work.\That's so amazing... Wow.\You're a genius!\Pardon me for a moment.\Whoa, a s-spider!\We really are out in the burbs.\There are a lot of bugs and spiders. response:	Um... Sensei?
context: If I had an assistant, it'd be harder for me to work.\That's so amazing... Wow.\You're a genius!\Pardon me for a moment.\Whoa, a s-spider!\We really are out in the burbs.\There are a lot of bugs and spiders.\Um... Sensei? response:	I see... So this spider is an Araneus ventricosus...
context: That's so amazing... Wow.\You're a genius!\Pardon me for a moment.\Whoa, a s-spider!\We really are out in the burbs.\There are a lot of bugs and spiders.\Um... Sensei?\I see... So this spider is an Araneus ventricosus... response:	It can be found in houses and mountainous regions all across Japan.
context: You're a genius!\Pardon me for a moment.\Whoa, a s-spider!\We really are out in the burbs.\There are a lot of bugs and spiders.\Um... Sensei?\I see... So this spider is an Araneus ventricosus...\It can be found in houses and mountainous regions all across Japan. response:	Though it is an orb-weaver,
context: Pardon me for a moment.\Whoa, a s-spider!\We really are out in the burbs.\There are a lot of bugs and spiders.\Um... Sensei?\I see... So this spider is an Araneus ventricosus...\It can be found in houses and mountainous regions all across Japan.\Though it is an orb-weaver, response:	there are some that make webs day and night.
context: Whoa, a s-spider!\We really are out in the burbs.\There are a lot of bugs and spiders.\Um... Sensei?\I see... So this spider is an Araneus ventricosus...\It can be found in houses and mountainous regions all across Japan.\Though it is an orb-weaver,\there are some that make webs day and night. response:	By the way,
context: We really are out in the burbs.\There are a lot of bugs and spiders.\Um... Sensei?\I see... So this spider is an Araneus ventricosus...\It can be found in houses and mountainous regions all across Japan.\Though it is an orb-weaver,\there are some that make webs day and night.\By the way, response:	do you two know what it takes to draw an interesting manga?
context: There are a lot of bugs and spiders.\Um... Sensei?\I see... So this spider is an Araneus ventricosus...\It can be found in houses and mountainous regions all across Japan.\Though it is an orb-weaver,\there are some that make webs day and night.\By the way,\do you two know what it takes to draw an interesting manga? response:	Reality!
context: Um... Sensei?\I see... So this spider is an Araneus ventricosus...\It can be found in houses and mountainous regions all across Japan.\Though it is an orb-weaver,\there are some that make webs day and night.\By the way,\do you two know what it takes to draw an interesting manga?\Reality! response:	Reality is the energy that breathes life into a piece of work,
context: I see... So this spider is an Araneus ventricosus...\It can be found in houses and mountainous regions all across Japan.\Though it is an orb-weaver,\there are some that make webs day and night.\By the way,\do you two know what it takes to draw an interesting manga?\Reality!\Reality is the energy that breathes life into a piece of work, response:	and reality itself is entertainment.
context: It can be found in houses and mountainous regions all across Japan.\Though it is an orb-weaver,\there are some that make webs day and night.\By the way,\do you two know what it takes to draw an interesting manga?\Reality!\Reality is the energy that breathes life into a piece of work,\and reality itself is entertainment. response:	People often think that manga are drawn from imagination and fantasy,
context: Though it is an orb-weaver,\there are some that make webs day and night.\By the way,\do you two know what it takes to draw an interesting manga?\Reality!\Reality is the energy that breathes life into a piece of work,\and reality itself is entertainment.\People often think that manga are drawn from imagination and fantasy, response:	but that's not actually true!
context: there are some that make webs day and night.\By the way,\do you two know what it takes to draw an interesting manga?\Reality!\Reality is the energy that breathes life into a piece of work,\and reality itself is entertainment.\People often think that manga are drawn from imagination and fantasy,\but that's not actually true! response:	For me, drawing something that I've experienced,
context: By the way,\do you two know what it takes to draw an interesting manga?\Reality!\Reality is the energy that breathes life into a piece of work,\and reality itself is entertainment.\People often think that manga are drawn from imagination and fantasy,\but that's not actually true!\For me, drawing something that I've experienced, response:	or something that has moved me, is what makes it interesting!
context: do you two know what it takes to draw an interesting manga?\Reality!\Reality is the energy that breathes life into a piece of work,\and reality itself is entertainment.\People often think that manga are drawn from imagination and fantasy,\but that's not actually true!\For me, drawing something that I've experienced,\or something that has moved me, is what makes it interesting! response:	For example, in the city, people would just be grossed out by this spider and kill it.
context: Reality!\Reality is the energy that breathes life into a piece of work,\and reality itself is entertainment.\People often think that manga are drawn from imagination and fantasy,\but that's not actually true!\For me, drawing something that I've experienced,\or something that has moved me, is what makes it interesting!\For example, in the city, people would just be grossed out by this spider and kill it. response:	As a manga artist, you need to know how its legs are connected,
context: Reality is the energy that breathes life into a piece of work,\and reality itself is entertainment.\People often think that manga are drawn from imagination and fantasy,\but that's not actually true!\For me, drawing something that I've experienced,\or something that has moved me, is what makes it interesting!\For example, in the city, people would just be grossed out by this spider and kill it.\As a manga artist, you need to know how its legs are connected, response:	where the eyes are, and how to tell the difference between a male
context: and reality itself is entertainment.\People often think that manga are drawn from imagination and fantasy,\but that's not actually true!\For me, drawing something that I've experienced,\or something that has moved me, is what makes it interesting!\For example, in the city, people would just be grossed out by this spider and kill it.\As a manga artist, you need to know how its legs are connected,\where the eyes are, and how to tell the difference between a male response:	and a female in order to be able to draw it.
context: People often think that manga are drawn from imagination and fantasy,\but that's not actually true!\For me, drawing something that I've experienced,\or something that has moved me, is what makes it interesting!\For example, in the city, people would just be grossed out by this spider and kill it.\As a manga artist, you need to know how its legs are connected,\where the eyes are, and how to tell the difference between a male\and a female in order to be able to draw it. response:	Apparently a spider's webbing hardens when it's exposed to the air,
context: but that's not actually true!\For me, drawing something that I've experienced,\or something that has moved me, is what makes it interesting!\For example, in the city, people would just be grossed out by this spider and kill it.\As a manga artist, you need to know how its legs are connected,\where the eyes are, and how to tell the difference between a male\and a female in order to be able to draw it.\Apparently a spider's webbing hardens when it's exposed to the air, response:	but you have to know what hole it comes from,
context: For me, drawing something that I've experienced,\or something that has moved me, is what makes it interesting!\For example, in the city, people would just be grossed out by this spider and kill it.\As a manga artist, you need to know how its legs are connected,\where the eyes are, and how to tell the difference between a male\and a female in order to be able to draw it.\Apparently a spider's webbing hardens when it's exposed to the air,\but you have to know what hole it comes from, response:	and what its innards look like.
context: or something that has moved me, is what makes it interesting!\For example, in the city, people would just be grossed out by this spider and kill it.\As a manga artist, you need to know how its legs are connected,\where the eyes are, and how to tell the difference between a male\and a female in order to be able to draw it.\Apparently a spider's webbing hardens when it's exposed to the air,\but you have to know what hole it comes from,\and what its innards look like. response:	When a spider's belly is cut upon, how does it suffer before it dies?
context: For example, in the city, people would just be grossed out by this spider and kill it.\As a manga artist, you need to know how its legs are connected,\where the eyes are, and how to tell the difference between a male\and a female in order to be able to draw it.\Apparently a spider's webbing hardens when it's exposed to the air,\but you have to know what hole it comes from,\and what its innards look like.\When a spider's belly is cut upon, how does it suffer before it dies? response:	You have to know these things for the sake of reality.
context: As a manga artist, you need to know how its legs are connected,\where the eyes are, and how to tell the difference between a male\and a female in order to be able to draw it.\Apparently a spider's webbing hardens when it's exposed to the air,\but you have to know what hole it comes from,\and what its innards look like.\When a spider's belly is cut upon, how does it suffer before it dies?\You have to know these things for the sake of reality. response:	That's so cruel!
context: where the eyes are, and how to tell the difference between a male\and a female in order to be able to draw it.\Apparently a spider's webbing hardens when it's exposed to the air,\but you have to know what hole it comes from,\and what its innards look like.\When a spider's belly is cut upon, how does it suffer before it dies?\You have to know these things for the sake of reality.\That's so cruel! response:	Cruel?!
context: and a female in order to be able to draw it.\Apparently a spider's webbing hardens when it's exposed to the air,\but you have to know what hole it comes from,\and what its innards look like.\When a spider's belly is cut upon, how does it suffer before it dies?\You have to know these things for the sake of reality.\That's so cruel!\Cruel?! response:	An amateur brat like you is criticizing me, Rohan Kishibe?!
context: Apparently a spider's webbing hardens when it's exposed to the air,\but you have to know what hole it comes from,\and what its innards look like.\When a spider's belly is cut upon, how does it suffer before it dies?\You have to know these things for the sake of reality.\That's so cruel!\Cruel?!\An amateur brat like you is criticizing me, Rohan Kishibe?! response:	N-No! I wasn't criticizing at all! I'm sorry!
context: but you have to know what hole it comes from,\and what its innards look like.\When a spider's belly is cut upon, how does it suffer before it dies?\You have to know these things for the sake of reality.\That's so cruel!\Cruel?!\An amateur brat like you is criticizing me, Rohan Kishibe?!\N-No! I wasn't criticizing at all! I'm sorry! response:	I should have a taste, too.
context: and what its innards look like.\When a spider's belly is cut upon, how does it suffer before it dies?\You have to know these things for the sake of reality.\That's so cruel!\Cruel?!\An amateur brat like you is criticizing me, Rohan Kishibe?!\N-No! I wasn't criticizing at all! I'm sorry!\I should have a taste, too. response:	Manga artists are really strange people, just as the world perceives them!
context: When a spider's belly is cut upon, how does it suffer before it dies?\You have to know these things for the sake of reality.\That's so cruel!\Cruel?!\An amateur brat like you is criticizing me, Rohan Kishibe?!\N-No! I wasn't criticizing at all! I'm sorry!\I should have a taste, too.\Manga artists are really strange people, just as the world perceives them! response:	Very nice! That agonized expression...
context: You have to know these things for the sake of reality.\That's so cruel!\Cruel?!\An amateur brat like you is criticizing me, Rohan Kishibe?!\N-No! I wasn't criticizing at all! I'm sorry!\I should have a taste, too.\Manga artists are really strange people, just as the world perceives them!\Very nice! That agonized expression... response:	Perfect example of how one looks when puking!
context: That's so cruel!\Cruel?!\An amateur brat like you is criticizing me, Rohan Kishibe?!\N-No! I wasn't criticizing at all! I'm sorry!\I should have a taste, too.\Manga artists are really strange people, just as the world perceives them!\Very nice! That agonized expression...\Perfect example of how one looks when puking! response:	I should sketch it.
context: Cruel?!\An amateur brat like you is criticizing me, Rohan Kishibe?!\N-No! I wasn't criticizing at all! I'm sorry!\I should have a taste, too.\Manga artists are really strange people, just as the world perceives them!\Very nice! That agonized expression...\Perfect example of how one looks when puking!\I should sketch it. response:	R-Really?
context: An amateur brat like you is criticizing me, Rohan Kishibe?!\N-No! I wasn't criticizing at all! I'm sorry!\I should have a taste, too.\Manga artists are really strange people, just as the world perceives them!\Very nice! That agonized expression...\Perfect example of how one looks when puking!\I should sketch it.\R-Really? response:	Now it looks fake.
context: N-No! I wasn't criticizing at all! I'm sorry!\I should have a taste, too.\Manga artists are really strange people, just as the world perceives them!\Very nice! That agonized expression...\Perfect example of how one looks when puking!\I should sketch it.\R-Really?\Now it looks fake. response:	Forget it. I won't sketch it.
context: I should have a taste, too.\Manga artists are really strange people, just as the world perceives them!\Very nice! That agonized expression...\Perfect example of how one looks when puking!\I should sketch it.\R-Really?\Now it looks fake.\Forget it. I won't sketch it. response:	It won't be of any use.
context: Manga artists are really strange people, just as the world perceives them!\Very nice! That agonized expression...\Perfect example of how one looks when puking!\I should sketch it.\R-Really?\Now it looks fake.\Forget it. I won't sketch it.\It won't be of any use. response:	I-I'm sorry.
context: Very nice! That agonized expression...\Perfect example of how one looks when puking!\I should sketch it.\R-Really?\Now it looks fake.\Forget it. I won't sketch it.\It won't be of any use.\I-I'm sorry. response:	Autographs, wasn't it?
context: Perfect example of how one looks when puking!\I should sketch it.\R-Really?\Now it looks fake.\Forget it. I won't sketch it.\It won't be of any use.\I-I'm sorry.\Autographs, wasn't it? response:	I'll go get a signing pen from the kitchen,
context: I should sketch it.\R-Really?\Now it looks fake.\Forget it. I won't sketch it.\It won't be of any use.\I-I'm sorry.\Autographs, wasn't it?\I'll go get a signing pen from the kitchen, response:	and bring out some tea, as well.
context: R-Really?\Now it looks fake.\Forget it. I won't sketch it.\It won't be of any use.\I-I'm sorry.\Autographs, wasn't it?\I'll go get a signing pen from the kitchen,\and bring out some tea, as well. response:	Oh, you don't have to...
context: Now it looks fake.\Forget it. I won't sketch it.\It won't be of any use.\I-I'm sorry.\Autographs, wasn't it?\I'll go get a signing pen from the kitchen,\and bring out some tea, as well.\Oh, you don't have to... response:	But that's amazing! I had no idea...
context: Forget it. I won't sketch it.\It won't be of any use.\I-I'm sorry.\Autographs, wasn't it?\I'll go get a signing pen from the kitchen,\and bring out some tea, as well.\Oh, you don't have to...\But that's amazing! I had no idea... response:	Pink Dark Boy must be so amazing
context: It won't be of any use.\I-I'm sorry.\Autographs, wasn't it?\I'll go get a signing pen from the kitchen,\and bring out some tea, as well.\Oh, you don't have to...\But that's amazing! I had no idea...\Pink Dark Boy must be so amazing response:	because of how far he goes to figure out all kinds of things...
context: I-I'm sorry.\Autographs, wasn't it?\I'll go get a signing pen from the kitchen,\and bring out some tea, as well.\Oh, you don't have to...\But that's amazing! I had no idea...\Pink Dark Boy must be so amazing\because of how far he goes to figure out all kinds of things... response:	Um, Hazamada...
context: Autographs, wasn't it?\I'll go get a signing pen from the kitchen,\and bring out some tea, as well.\Oh, you don't have to...\But that's amazing! I had no idea...\Pink Dark Boy must be so amazing\because of how far he goes to figure out all kinds of things...\Um, Hazamada... response:	I know we just got here, but, um...
context: I'll go get a signing pen from the kitchen,\and bring out some tea, as well.\Oh, you don't have to...\But that's amazing! I had no idea...\Pink Dark Boy must be so amazing\because of how far he goes to figure out all kinds of things...\Um, Hazamada...\I know we just got here, but, um... response:	Maybe we should go home.
context: and bring out some tea, as well.\Oh, you don't have to...\But that's amazing! I had no idea...\Pink Dark Boy must be so amazing\because of how far he goes to figure out all kinds of things...\Um, Hazamada...\I know we just got here, but, um...\Maybe we should go home. response:	Huh? Go home? You want to go home? Why?
context: Oh, you don't have to...\But that's amazing! I had no idea...\Pink Dark Boy must be so amazing\because of how far he goes to figure out all kinds of things...\Um, Hazamada...\I know we just got here, but, um...\Maybe we should go home.\Huh? Go home? You want to go home? Why? response:	This is a lot of fun!
context: But that's amazing! I had no idea...\Pink Dark Boy must be so amazing\because of how far he goes to figure out all kinds of things...\Um, Hazamada...\I know we just got here, but, um...\Maybe we should go home.\Huh? Go home? You want to go home? Why?\This is a lot of fun! response:	I don't really have a reason, but...
context: Pink Dark Boy must be so amazing\because of how far he goes to figure out all kinds of things...\Um, Hazamada...\I know we just got here, but, um...\Maybe we should go home.\Huh? Go home? You want to go home? Why?\This is a lot of fun!\I don't really have a reason, but... response:	I guess you could call it a hunch.
context: because of how far he goes to figure out all kinds of things...\Um, Hazamada...\I know we just got here, but, um...\Maybe we should go home.\Huh? Go home? You want to go home? Why?\This is a lot of fun!\I don't really have a reason, but...\I guess you could call it a hunch. response:	Though I'm not usually that perceptive...
context: Um, Hazamada...\I know we just got here, but, um...\Maybe we should go home.\Huh? Go home? You want to go home? Why?\This is a lot of fun!\I don't really have a reason, but...\I guess you could call it a hunch.\Though I'm not usually that perceptive... response:	I just suddenly got the feeling that Rohan-sensei is a bit dangerous.
context: I know we just got here, but, um...\Maybe we should go home.\Huh? Go home? You want to go home? Why?\This is a lot of fun!\I don't really have a reason, but...\I guess you could call it a hunch.\Though I'm not usually that perceptive...\I just suddenly got the feeling that Rohan-sensei is a bit dangerous. response:	Dangerous?
context: Maybe we should go home.\Huh? Go home? You want to go home? Why?\This is a lot of fun!\I don't really have a reason, but...\I guess you could call it a hunch.\Though I'm not usually that perceptive...\I just suddenly got the feeling that Rohan-sensei is a bit dangerous.\Dangerous? response:	Do you mean that he might be a Stand user?
context: Huh? Go home? You want to go home? Why?\This is a lot of fun!\I don't really have a reason, but...\I guess you could call it a hunch.\Though I'm not usually that perceptive...\I just suddenly got the feeling that Rohan-sensei is a bit dangerous.\Dangerous?\Do you mean that he might be a Stand user? response:	No! Nothing like that. Just, um...
context: This is a lot of fun!\I don't really have a reason, but...\I guess you could call it a hunch.\Though I'm not usually that perceptive...\I just suddenly got the feeling that Rohan-sensei is a bit dangerous.\Dangerous?\Do you mean that he might be a Stand user?\No! Nothing like that. Just, um... response:	Just because Rohan-sensei's a bit unusual,
context: I don't really have a reason, but...\I guess you could call it a hunch.\Though I'm not usually that perceptive...\I just suddenly got the feeling that Rohan-sensei is a bit dangerous.\Dangerous?\Do you mean that he might be a Stand user?\No! Nothing like that. Just, um...\Just because Rohan-sensei's a bit unusual, response:	I don't think you should just assume that he's a Stand user.
context: I guess you could call it a hunch.\Though I'm not usually that perceptive...\I just suddenly got the feeling that Rohan-sensei is a bit dangerous.\Dangerous?\Do you mean that he might be a Stand user?\No! Nothing like that. Just, um...\Just because Rohan-sensei's a bit unusual,\I don't think you should just assume that he's a Stand user. response:	I'm not assuming that he is...
context: Though I'm not usually that perceptive...\I just suddenly got the feeling that Rohan-sensei is a bit dangerous.\Dangerous?\Do you mean that he might be a Stand user?\No! Nothing like that. Just, um...\Just because Rohan-sensei's a bit unusual,\I don't think you should just assume that he's a Stand user.\I'm not assuming that he is... response:	I just said I have a bad feeling.
context: I just suddenly got the feeling that Rohan-sensei is a bit dangerous.\Dangerous?\Do you mean that he might be a Stand user?\No! Nothing like that. Just, um...\Just because Rohan-sensei's a bit unusual,\I don't think you should just assume that he's a Stand user.\I'm not assuming that he is...\I just said I have a bad feeling. response:	Besides, if Rohan-sensei actually is a Stand user,
context: Dangerous?\Do you mean that he might be a Stand user?\No! Nothing like that. Just, um...\Just because Rohan-sensei's a bit unusual,\I don't think you should just assume that he's a Stand user.\I'm not assuming that he is...\I just said I have a bad feeling.\Besides, if Rohan-sensei actually is a Stand user, response:	wouldn't that be great for us?
context: Do you mean that he might be a Stand user?\No! Nothing like that. Just, um...\Just because Rohan-sensei's a bit unusual,\I don't think you should just assume that he's a Stand user.\I'm not assuming that he is...\I just said I have a bad feeling.\Besides, if Rohan-sensei actually is a Stand user,\wouldn't that be great for us? response:	That means I have something in common with a famous manga artist.
context: No! Nothing like that. Just, um...\Just because Rohan-sensei's a bit unusual,\I don't think you should just assume that he's a Stand user.\I'm not assuming that he is...\I just said I have a bad feeling.\Besides, if Rohan-sensei actually is a Stand user,\wouldn't that be great for us?\That means I have something in common with a famous manga artist. response:	But, all right.
context: Just because Rohan-sensei's a bit unusual,\I don't think you should just assume that he's a Stand user.\I'm not assuming that he is...\I just said I have a bad feeling.\Besides, if Rohan-sensei actually is a Stand user,\wouldn't that be great for us?\That means I have something in common with a famous manga artist.\But, all right. response:	If you have a bad feeling, we can go home for today.
context: I don't think you should just assume that he's a Stand user.\I'm not assuming that he is...\I just said I have a bad feeling.\Besides, if Rohan-sensei actually is a Stand user,\wouldn't that be great for us?\That means I have something in common with a famous manga artist.\But, all right.\If you have a bad feeling, we can go home for today. response:	We can always come again.
context: I'm not assuming that he is...\I just said I have a bad feeling.\Besides, if Rohan-sensei actually is a Stand user,\wouldn't that be great for us?\That means I have something in common with a famous manga artist.\But, all right.\If you have a bad feeling, we can go home for today.\We can always come again. response:	But!
context: I just said I have a bad feeling.\Besides, if Rohan-sensei actually is a Stand user,\wouldn't that be great for us?\That means I have something in common with a famous manga artist.\But, all right.\If you have a bad feeling, we can go home for today.\We can always come again.\But! response:	Only after I've looked at this thing that caught my eye.
context: Besides, if Rohan-sensei actually is a Stand user,\wouldn't that be great for us?\That means I have something in common with a famous manga artist.\But, all right.\If you have a bad feeling, we can go home for today.\We can always come again.\But!\Only after I've looked at this thing that caught my eye. response:	Thing? What thing?
context: wouldn't that be great for us?\That means I have something in common with a famous manga artist.\But, all right.\If you have a bad feeling, we can go home for today.\We can always come again.\But!\Only after I've looked at this thing that caught my eye.\Thing? What thing? response:	Jeez, you're dense, Koichi!
context: That means I have something in common with a famous manga artist.\But, all right.\If you have a bad feeling, we can go home for today.\We can always come again.\But!\Only after I've looked at this thing that caught my eye.\Thing? What thing?\Jeez, you're dense, Koichi! response:	On top of the desk, next to the phone.
context: But, all right.\If you have a bad feeling, we can go home for today.\We can always come again.\But!\Only after I've looked at this thing that caught my eye.\Thing? What thing?\Jeez, you're dense, Koichi!\On top of the desk, next to the phone. response:	Look carefully.
context: If you have a bad feeling, we can go home for today.\We can always come again.\But!\Only after I've looked at this thing that caught my eye.\Thing? What thing?\Jeez, you're dense, Koichi!\On top of the desk, next to the phone.\Look carefully. response:	Oh! C-Could this be...
context: We can always come again.\But!\Only after I've looked at this thing that caught my eye.\Thing? What thing?\Jeez, you're dense, Koichi!\On top of the desk, next to the phone.\Look carefully.\Oh! C-Could this be... response:	Yup! He said he just finished working, right?
context: But!\Only after I've looked at this thing that caught my eye.\Thing? What thing?\Jeez, you're dense, Koichi!\On top of the desk, next to the phone.\Look carefully.\Oh! C-Could this be...\Yup! He said he just finished working, right? response:	I've been eyeing that carefully.
context: Only after I've looked at this thing that caught my eye.\Thing? What thing?\Jeez, you're dense, Koichi!\On top of the desk, next to the phone.\Look carefully.\Oh! C-Could this be...\Yup! He said he just finished working, right?\I've been eyeing that carefully. response:	A manuscript for Pink Dark Boy that's just been finished?!
context: Thing? What thing?\Jeez, you're dense, Koichi!\On top of the desk, next to the phone.\Look carefully.\Oh! C-Could this be...\Yup! He said he just finished working, right?\I've been eyeing that carefully.\A manuscript for Pink Dark Boy that's just been finished?! response:	Does that mean no one else has even seen it yet?!
context: Jeez, you're dense, Koichi!\On top of the desk, next to the phone.\Look carefully.\Oh! C-Could this be...\Yup! He said he just finished working, right?\I've been eyeing that carefully.\A manuscript for Pink Dark Boy that's just been finished?!\Does that mean no one else has even seen it yet?! response:	Once I get a glimpse of this, we can go home.
context: On top of the desk, next to the phone.\Look carefully.\Oh! C-Could this be...\Yup! He said he just finished working, right?\I've been eyeing that carefully.\A manuscript for Pink Dark Boy that's just been finished?!\Does that mean no one else has even seen it yet?!\Once I get a glimpse of this, we can go home. response:	We should get permission first.
context: Look carefully.\Oh! C-Could this be...\Yup! He said he just finished working, right?\I've been eyeing that carefully.\A manuscript for Pink Dark Boy that's just been finished?!\Does that mean no one else has even seen it yet?!\Once I get a glimpse of this, we can go home.\We should get permission first. response:	Koichi, you don't know manga artists at all.
context: Oh! C-Could this be...\Yup! He said he just finished working, right?\I've been eyeing that carefully.\A manuscript for Pink Dark Boy that's just been finished?!\Does that mean no one else has even seen it yet?!\Once I get a glimpse of this, we can go home.\We should get permission first.\Koichi, you don't know manga artists at all. response:	These manuscripts, before they've gone to the printers,
context: Yup! He said he just finished working, right?\I've been eyeing that carefully.\A manuscript for Pink Dark Boy that's just been finished?!\Does that mean no one else has even seen it yet?!\Once I get a glimpse of this, we can go home.\We should get permission first.\Koichi, you don't know manga artists at all.\These manuscripts, before they've gone to the printers, response:	are a closely-guarded trade secret!
context: I've been eyeing that carefully.\A manuscript for Pink Dark Boy that's just been finished?!\Does that mean no one else has even seen it yet?!\Once I get a glimpse of this, we can go home.\We should get permission first.\Koichi, you don't know manga artists at all.\These manuscripts, before they've gone to the printers,\are a closely-guarded trade secret! response:	There's no way he'd let us outsiders read a
context: A manuscript for Pink Dark Boy that's just been finished?!\Does that mean no one else has even seen it yet?!\Once I get a glimpse of this, we can go home.\We should get permission first.\Koichi, you don't know manga artists at all.\These manuscripts, before they've gone to the printers,\are a closely-guarded trade secret!\There's no way he'd let us outsiders read a response:	manuscript that hasn't even been checked by the editor yet!
context: Does that mean no one else has even seen it yet?!\Once I get a glimpse of this, we can go home.\We should get permission first.\Koichi, you don't know manga artists at all.\These manuscripts, before they've gone to the printers,\are a closely-guarded trade secret!\There's no way he'd let us outsiders read a\manuscript that hasn't even been checked by the editor yet! response:	I'll have a look, then put it right back.
context: Once I get a glimpse of this, we can go home.\We should get permission first.\Koichi, you don't know manga artists at all.\These manuscripts, before they've gone to the printers,\are a closely-guarded trade secret!\There's no way he'd let us outsiders read a\manuscript that hasn't even been checked by the editor yet!\I'll have a look, then put it right back. response:	That's an even worse idea!
context: We should get permission first.\Koichi, you don't know manga artists at all.\These manuscripts, before they've gone to the printers,\are a closely-guarded trade secret!\There's no way he'd let us outsiders read a\manuscript that hasn't even been checked by the editor yet!\I'll have a look, then put it right back.\That's an even worse idea! response:	It's fine! It's not like it can hurt anything.
context: Koichi, you don't know manga artists at all.\These manuscripts, before they've gone to the printers,\are a closely-guarded trade secret!\There's no way he'd let us outsiders read a\manuscript that hasn't even been checked by the editor yet!\I'll have a look, then put it right back.\That's an even worse idea!\It's fine! It's not like it can hurt anything. response:	Huh?
context: These manuscripts, before they've gone to the printers,\are a closely-guarded trade secret!\There's no way he'd let us outsiders read a\manuscript that hasn't even been checked by the editor yet!\I'll have a look, then put it right back.\That's an even worse idea!\It's fine! It's not like it can hurt anything.\Huh? response:	What is this feeling?
context: are a closely-guarded trade secret!\There's no way he'd let us outsiders read a\manuscript that hasn't even been checked by the editor yet!\I'll have a look, then put it right back.\That's an even worse idea!\It's fine! It's not like it can hurt anything.\Huh?\What is this feeling? response:	It's always a thrilling manga, but is this the impact of a raw manuscript?
context: There's no way he'd let us outsiders read a\manuscript that hasn't even been checked by the editor yet!\I'll have a look, then put it right back.\That's an even worse idea!\It's fine! It's not like it can hurt anything.\Huh?\What is this feeling?\It's always a thrilling manga, but is this the impact of a raw manuscript? response:	I'm getting goosebumps!
context: manuscript that hasn't even been checked by the editor yet!\I'll have a look, then put it right back.\That's an even worse idea!\It's fine! It's not like it can hurt anything.\Huh?\What is this feeling?\It's always a thrilling manga, but is this the impact of a raw manuscript?\I'm getting goosebumps! response:	It's so good!
context: I'll have a look, then put it right back.\That's an even worse idea!\It's fine! It's not like it can hurt anything.\Huh?\What is this feeling?\It's always a thrilling manga, but is this the impact of a raw manuscript?\I'm getting goosebumps!\It's so good! response:	Hurry up and turn the page, Hazamada.
context: That's an even worse idea!\It's fine! It's not like it can hurt anything.\Huh?\What is this feeling?\It's always a thrilling manga, but is this the impact of a raw manuscript?\I'm getting goosebumps!\It's so good!\Hurry up and turn the page, Hazamada. response:	I'm so moved!
context: It's fine! It's not like it can hurt anything.\Huh?\What is this feeling?\It's always a thrilling manga, but is this the impact of a raw manuscript?\I'm getting goosebumps!\It's so good!\Hurry up and turn the page, Hazamada.\I'm so moved! response:	It appears
context: Huh?\What is this feeling?\It's always a thrilling manga, but is this the impact of a raw manuscript?\I'm getting goosebumps!\It's so good!\Hurry up and turn the page, Hazamada.\I'm so moved!\It appears response:	that my manuscript was compatible with you two after all.
context: What is this feeling?\It's always a thrilling manga, but is this the impact of a raw manuscript?\I'm getting goosebumps!\It's so good!\Hurry up and turn the page, Hazamada.\I'm so moved!\It appears\that my manuscript was compatible with you two after all. response:	I thought you would read it.
context: It's always a thrilling manga, but is this the impact of a raw manuscript?\I'm getting goosebumps!\It's so good!\Hurry up and turn the page, Hazamada.\I'm so moved!\It appears\that my manuscript was compatible with you two after all.\I thought you would read it. response:	And only those who are the first to read my manuscript, and are compatible...
context: I'm getting goosebumps!\It's so good!\Hurry up and turn the page, Hazamada.\I'm so moved!\It appears\that my manuscript was compatible with you two after all.\I thought you would read it.\And only those who are the first to read my manuscript, and are compatible... response:	H-Hazamada...
context: It's so good!\Hurry up and turn the page, Hazamada.\I'm so moved!\It appears\that my manuscript was compatible with you two after all.\I thought you would read it.\And only those who are the first to read my manuscript, and are compatible...\H-Hazamada... response:	K-Koichi...
context: Hurry up and turn the page, Hazamada.\I'm so moved!\It appears\that my manuscript was compatible with you two after all.\I thought you would read it.\And only those who are the first to read my manuscript, and are compatible...\H-Hazamada...\K-Koichi... response:	A-Ability?!
