context: Koizumi. response:	Can't you pull a better face than that?
context: I'm great!\Oh, this is a friend of mine from middle school.\Ah. Hello.\Don't tell me this is your boyfriend?\No, no. We're just friends, just friends.\But he might be my boyfriend tomorrow...\Of course.\You always said you'd never go for a guy shorter than you, right Risa? response:	No! I meant...
context: Oh, this is a friend of mine from middle school.\Ah. Hello.\Don't tell me this is your boyfriend?\No, no. We're just friends, just friends.\But he might be my boyfriend tomorrow...\Of course.\You always said you'd never go for a guy shorter than you, right Risa?\No! I meant... response:	Well, I've got to get going. See you around!
context: Ah. Hello.\Don't tell me this is your boyfriend?\No, no. We're just friends, just friends.\But he might be my boyfriend tomorrow...\Of course.\You always said you'd never go for a guy shorter than you, right Risa?\No! I meant...\Well, I've got to get going. See you around! response:	Yeah, uh... see ya.
context: Don't tell me this is your boyfriend?\No, no. We're just friends, just friends.\But he might be my boyfriend tomorrow...\Of course.\You always said you'd never go for a guy shorter than you, right Risa?\No! I meant...\Well, I've got to get going. See you around!\Yeah, uh... see ya. response:	Otani?
context: No, no. We're just friends, just friends.\But he might be my boyfriend tomorrow...\Of course.\You always said you'd never go for a guy shorter than you, right Risa?\No! I meant...\Well, I've got to get going. See you around!\Yeah, uh... see ya.\Otani? response:	A-Are you angry?
context: But he might be my boyfriend tomorrow...\Of course.\You always said you'd never go for a guy shorter than you, right Risa?\No! I meant...\Well, I've got to get going. See you around!\Yeah, uh... see ya.\Otani?\A-Are you angry? response:	Not really.
context: Of course.\You always said you'd never go for a guy shorter than you, right Risa?\No! I meant...\Well, I've got to get going. See you around!\Yeah, uh... see ya.\Otani?\A-Are you angry?\Not really. response:	I said that stuff about not wanting a boyfriend shorter than me a long time ago.
context: You always said you'd never go for a guy shorter than you, right Risa?\No! I meant...\Well, I've got to get going. See you around!\Yeah, uh... see ya.\Otani?\A-Are you angry?\Not really.\I said that stuff about not wanting a boyfriend shorter than me a long time ago. response:	Like I care about that.
context: No! I meant...\Well, I've got to get going. See you around!\Yeah, uh... see ya.\Otani?\A-Are you angry?\Not really.\I said that stuff about not wanting a boyfriend shorter than me a long time ago.\Like I care about that. response:	Then what is it?
context: Well, I've got to get going. See you around!\Yeah, uh... see ya.\Otani?\A-Are you angry?\Not really.\I said that stuff about not wanting a boyfriend shorter than me a long time ago.\Like I care about that.\Then what is it? response:	You...! I'm...!
context: Yeah, uh... see ya.\Otani?\A-Are you angry?\Not really.\I said that stuff about not wanting a boyfriend shorter than me a long time ago.\Like I care about that.\Then what is it?\You...! I'm...! response:	Never mind.
context: Otani?\A-Are you angry?\Not really.\I said that stuff about not wanting a boyfriend shorter than me a long time ago.\Like I care about that.\Then what is it?\You...! I'm...!\Never mind. response:	What's the matter? I'm concerned.
context: A-Are you angry?\Not really.\I said that stuff about not wanting a boyfriend shorter than me a long time ago.\Like I care about that.\Then what is it?\You...! I'm...!\Never mind.\What's the matter? I'm concerned. response:	Be concerned.
context: Not really.\I said that stuff about not wanting a boyfriend shorter than me a long time ago.\Like I care about that.\Then what is it?\You...! I'm...!\Never mind.\What's the matter? I'm concerned.\Be concerned. response:	Hey, what's the matter? Otani!
context: I said that stuff about not wanting a boyfriend shorter than me a long time ago.\Like I care about that.\Then what is it?\You...! I'm...!\Never mind.\What's the matter? I'm concerned.\Be concerned.\Hey, what's the matter? Otani! response:	Sorry! I'm really sorry!
context: Like I care about that.\Then what is it?\You...! I'm...!\Never mind.\What's the matter? I'm concerned.\Be concerned.\Hey, what's the matter? Otani!\Sorry! I'm really sorry! response:	You're late.
context: Then what is it?\You...! I'm...!\Never mind.\What's the matter? I'm concerned.\Be concerned.\Hey, what's the matter? Otani!\Sorry! I'm really sorry!\You're late. response:	Well, you are always like this.
context: You...! I'm...!\Never mind.\What's the matter? I'm concerned.\Be concerned.\Hey, what's the matter? Otani!\Sorry! I'm really sorry!\You're late.\Well, you are always like this. response:	What do you mean, I'm always like this?
context: Never mind.\What's the matter? I'm concerned.\Be concerned.\Hey, what's the matter? Otani!\Sorry! I'm really sorry!\You're late.\Well, you are always like this.\What do you mean, I'm always like this? response:	You make it sound like I'm always late!
context: What's the matter? I'm concerned.\Be concerned.\Hey, what's the matter? Otani!\Sorry! I'm really sorry!\You're late.\Well, you are always like this.\What do you mean, I'm always like this?\You make it sound like I'm always late! response:	You're late one in every three times we go somewhere.
context: Be concerned.\Hey, what's the matter? Otani!\Sorry! I'm really sorry!\You're late.\Well, you are always like this.\What do you mean, I'm always like this?\You make it sound like I'm always late!\You're late one in every three times we go somewhere. response:	You're just as bad!
context: Hey, what's the matter? Otani!\Sorry! I'm really sorry!\You're late.\Well, you are always like this.\What do you mean, I'm always like this?\You make it sound like I'm always late!\You're late one in every three times we go somewhere.\You're just as bad! response:	You're gonna lecture me when you're the one who was late?
context: Sorry! I'm really sorry!\You're late.\Well, you are always like this.\What do you mean, I'm always like this?\You make it sound like I'm always late!\You're late one in every three times we go somewhere.\You're just as bad!\You're gonna lecture me when you're the one who was late? response:	N-No.
context: You're late.\Well, you are always like this.\What do you mean, I'm always like this?\You make it sound like I'm always late!\You're late one in every three times we go somewhere.\You're just as bad!\You're gonna lecture me when you're the one who was late?\N-No. response:	Well, I'll treat you to something today.
context: Well, you are always like this.\What do you mean, I'm always like this?\You make it sound like I'm always late!\You're late one in every three times we go somewhere.\You're just as bad!\You're gonna lecture me when you're the one who was late?\N-No.\Well, I'll treat you to something today. response:	Sorry. Were you waiting long?
context: What do you mean, I'm always like this?\You make it sound like I'm always late!\You're late one in every three times we go somewhere.\You're just as bad!\You're gonna lecture me when you're the one who was late?\N-No.\Well, I'll treat you to something today.\Sorry. Were you waiting long? response:	Nope. I just got here.
context: You make it sound like I'm always late!\You're late one in every three times we go somewhere.\You're just as bad!\You're gonna lecture me when you're the one who was late?\N-No.\Well, I'll treat you to something today.\Sorry. Were you waiting long?\Nope. I just got here. response:	It should've been like that...
context: You're late one in every three times we go somewhere.\You're just as bad!\You're gonna lecture me when you're the one who was late?\N-No.\Well, I'll treat you to something today.\Sorry. Were you waiting long?\Nope. I just got here.\It should've been like that... response:	What is it?
context: You're just as bad!\You're gonna lecture me when you're the one who was late?\N-No.\Well, I'll treat you to something today.\Sorry. Were you waiting long?\Nope. I just got here.\It should've been like that...\What is it? response:	I forgot my handbag!
context: You're gonna lecture me when you're the one who was late?\N-No.\Well, I'll treat you to something today.\Sorry. Were you waiting long?\Nope. I just got here.\It should've been like that...\What is it?\I forgot my handbag! response:	I was in a rush...
context: N-No.\Well, I'll treat you to something today.\Sorry. Were you waiting long?\Nope. I just got here.\It should've been like that...\What is it?\I forgot my handbag!\I was in a rush... response:	I'll go get it.
context: Well, I'll treat you to something today.\Sorry. Were you waiting long?\Nope. I just got here.\It should've been like that...\What is it?\I forgot my handbag!\I was in a rush...\I'll go get it. response:	You idiot! The event is about to start.
context: Sorry. Were you waiting long?\Nope. I just got here.\It should've been like that...\What is it?\I forgot my handbag!\I was in a rush...\I'll go get it.\You idiot! The event is about to start. response:	But my purse is...
context: Nope. I just got here.\It should've been like that...\What is it?\I forgot my handbag!\I was in a rush...\I'll go get it.\You idiot! The event is about to start.\But my purse is... response:	Ah... I have some change in my pocket.
context: It should've been like that...\What is it?\I forgot my handbag!\I was in a rush...\I'll go get it.\You idiot! The event is about to start.\But my purse is...\Ah... I have some change in my pocket. response:	What are you, some old geezer?!
context: What is it?\I forgot my handbag!\I was in a rush...\I'll go get it.\You idiot! The event is about to start.\But my purse is...\Ah... I have some change in my pocket.\What are you, some old geezer?! response:	Were you on your way to go play Pachinko?
context: I forgot my handbag!\I was in a rush...\I'll go get it.\You idiot! The event is about to start.\But my purse is...\Ah... I have some change in my pocket.\What are you, some old geezer?!\Were you on your way to go play Pachinko? response:	That's why I wanted to get my bag.
context: I was in a rush...\I'll go get it.\You idiot! The event is about to start.\But my purse is...\Ah... I have some change in my pocket.\What are you, some old geezer?!\Were you on your way to go play Pachinko?\That's why I wanted to get my bag. response:	Fine. It'll be my treat today.
context: I'll go get it.\You idiot! The event is about to start.\But my purse is...\Ah... I have some change in my pocket.\What are you, some old geezer?!\Were you on your way to go play Pachinko?\That's why I wanted to get my bag.\Fine. It'll be my treat today. response:	Sorry.
context: You idiot! The event is about to start.\But my purse is...\Ah... I have some change in my pocket.\What are you, some old geezer?!\Were you on your way to go play Pachinko?\That's why I wanted to get my bag.\Fine. It'll be my treat today.\Sorry. response:	Come one. Let's go.
context: But my purse is...\Ah... I have some change in my pocket.\What are you, some old geezer?!\Were you on your way to go play Pachinko?\That's why I wanted to get my bag.\Fine. It'll be my treat today.\Sorry.\Come one. Let's go. response:	It's a good thing I held on to your ticket.
context: Ah... I have some change in my pocket.\What are you, some old geezer?!\Were you on your way to go play Pachinko?\That's why I wanted to get my bag.\Fine. It'll be my treat today.\Sorry.\Come one. Let's go.\It's a good thing I held on to your ticket. response:	Honi-san! Iwashi-san! Hurry! Hurry!
context: What are you, some old geezer?!\Were you on your way to go play Pachinko?\That's why I wanted to get my bag.\Fine. It'll be my treat today.\Sorry.\Come one. Let's go.\It's a good thing I held on to your ticket.\Honi-san! Iwashi-san! Hurry! Hurry! response:	It's about to start.
context: Were you on your way to go play Pachinko?\That's why I wanted to get my bag.\Fine. It'll be my treat today.\Sorry.\Come one. Let's go.\It's a good thing I held on to your ticket.\Honi-san! Iwashi-san! Hurry! Hurry!\It's about to start. response:	We'll miss Murouchi!
context: That's why I wanted to get my bag.\Fine. It'll be my treat today.\Sorry.\Come one. Let's go.\It's a good thing I held on to your ticket.\Honi-san! Iwashi-san! Hurry! Hurry!\It's about to start.\We'll miss Murouchi! response:	Okay!
context: Fine. It'll be my treat today.\Sorry.\Come one. Let's go.\It's a good thing I held on to your ticket.\Honi-san! Iwashi-san! Hurry! Hurry!\It's about to start.\We'll miss Murouchi!\Okay! response:	You there, get out of the way!
context: Sorry.\Come one. Let's go.\It's a good thing I held on to your ticket.\Honi-san! Iwashi-san! Hurry! Hurry!\It's about to start.\We'll miss Murouchi!\Okay!\You there, get out of the way! response:	Otani?
context: Come one. Let's go.\It's a good thing I held on to your ticket.\Honi-san! Iwashi-san! Hurry! Hurry!\It's about to start.\We'll miss Murouchi!\Okay!\You there, get out of the way!\Otani? response:	What are you doing, you old bags?
context: It's a good thing I held on to your ticket.\Honi-san! Iwashi-san! Hurry! Hurry!\It's about to start.\We'll miss Murouchi!\Okay!\You there, get out of the way!\Otani?\What are you doing, you old bags? response:	Nothing. Never mind.
context: Honi-san! Iwashi-san! Hurry! Hurry!\It's about to start.\We'll miss Murouchi!\Okay!\You there, get out of the way!\Otani?\What are you doing, you old bags?\Nothing. Never mind. response:	Let's go! Hurry!
context: It's about to start.\We'll miss Murouchi!\Okay!\You there, get out of the way!\Otani?\What are you doing, you old bags?\Nothing. Never mind.\Let's go! Hurry! response:	Okay! Okay!
context: We'll miss Murouchi!\Okay!\You there, get out of the way!\Otani?\What are you doing, you old bags?\Nothing. Never mind.\Let's go! Hurry!\Okay! Okay! response:	Are you all right?
context: Okay!\You there, get out of the way!\Otani?\What are you doing, you old bags?\Nothing. Never mind.\Let's go! Hurry!\Okay! Okay!\Are you all right? response:	What is it?
context: You there, get out of the way!\Otani?\What are you doing, you old bags?\Nothing. Never mind.\Let's go! Hurry!\Okay! Okay!\Are you all right?\What is it? response:	I think my finger got cut by one of those women's handbags.
context: Otani?\What are you doing, you old bags?\Nothing. Never mind.\Let's go! Hurry!\Okay! Okay!\Are you all right?\What is it?\I think my finger got cut by one of those women's handbags. response:	I see. Just a minute. I have bandages.
context: What are you doing, you old bags?\Nothing. Never mind.\Let's go! Hurry!\Okay! Okay!\Are you all right?\What is it?\I think my finger got cut by one of those women's handbags.\I see. Just a minute. I have bandages. response:	I always keep some in my handb
context: Nothing. Never mind.\Let's go! Hurry!\Okay! Okay!\Are you all right?\What is it?\I think my finger got cut by one of those women's handbags.\I see. Just a minute. I have bandages.\I always keep some in my handb response:	Ugh, that's right. I forgot my handbag.
context: Let's go! Hurry!\Okay! Okay!\Are you all right?\What is it?\I think my finger got cut by one of those women's handbags.\I see. Just a minute. I have bandages.\I always keep some in my handb\Ugh, that's right. I forgot my handbag. response:	That might Murouchi. Let's go!
context: Okay! Okay!\Are you all right?\What is it?\I think my finger got cut by one of those women's handbags.\I see. Just a minute. I have bandages.\I always keep some in my handb\Ugh, that's right. I forgot my handbag.\That might Murouchi. Let's go! response:	Murouchi is amazing!
context: Are you all right?\What is it?\I think my finger got cut by one of those women's handbags.\I see. Just a minute. I have bandages.\I always keep some in my handb\Ugh, that's right. I forgot my handbag.\That might Murouchi. Let's go!\Murouchi is amazing! response:	He easily passed the 80 meter mark!
context: What is it?\I think my finger got cut by one of those women's handbags.\I see. Just a minute. I have bandages.\I always keep some in my handb\Ugh, that's right. I forgot my handbag.\That might Murouchi. Let's go!\Murouchi is amazing!\He easily passed the 80 meter mark! response:	This the worst.
context: I think my finger got cut by one of those women's handbags.\I see. Just a minute. I have bandages.\I always keep some in my handb\Ugh, that's right. I forgot my handbag.\That might Murouchi. Let's go!\Murouchi is amazing!\He easily passed the 80 meter mark!\This the worst. response:	I can't take it.
context: I see. Just a minute. I have bandages.\I always keep some in my handb\Ugh, that's right. I forgot my handbag.\That might Murouchi. Let's go!\Murouchi is amazing!\He easily passed the 80 meter mark!\This the worst.\I can't take it. response:	If Otani's ex-girlfriend, Kanzaki, was in that situation,
context: I always keep some in my handb\Ugh, that's right. I forgot my handbag.\That might Murouchi. Let's go!\Murouchi is amazing!\He easily passed the 80 meter mark!\This the worst.\I can't take it.\If Otani's ex-girlfriend, Kanzaki, was in that situation, response:	She was manager of the basketball team, after all.
context: Ugh, that's right. I forgot my handbag.\That might Murouchi. Let's go!\Murouchi is amazing!\He easily passed the 80 meter mark!\This the worst.\I can't take it.\If Otani's ex-girlfriend, Kanzaki, was in that situation,\She was manager of the basketball team, after all. response:	Thanks.
context: That might Murouchi. Let's go!\Murouchi is amazing!\He easily passed the 80 meter mark!\This the worst.\I can't take it.\If Otani's ex-girlfriend, Kanzaki, was in that situation,\She was manager of the basketball team, after all.\Thanks. response:	Or something like that...
context: Murouchi is amazing!\He easily passed the 80 meter mark!\This the worst.\I can't take it.\If Otani's ex-girlfriend, Kanzaki, was in that situation,\She was manager of the basketball team, after all.\Thanks.\Or something like that... response:	She really was a sweet girl, that Kanzaki-san.
context: He easily passed the 80 meter mark!\This the worst.\I can't take it.\If Otani's ex-girlfriend, Kanzaki, was in that situation,\She was manager of the basketball team, after all.\Thanks.\Or something like that...\She really was a sweet girl, that Kanzaki-san. response:	Koizumi, you've been sighing for a while now.
context: This the worst.\I can't take it.\If Otani's ex-girlfriend, Kanzaki, was in that situation,\She was manager of the basketball team, after all.\Thanks.\Or something like that...\She really was a sweet girl, that Kanzaki-san.\Koizumi, you've been sighing for a while now. response:	Aren't you having fun?
context: I can't take it.\If Otani's ex-girlfriend, Kanzaki, was in that situation,\She was manager of the basketball team, after all.\Thanks.\Or something like that...\She really was a sweet girl, that Kanzaki-san.\Koizumi, you've been sighing for a while now.\Aren't you having fun? response:	What? No. I'm having fun, I'm having fun.
context: If Otani's ex-girlfriend, Kanzaki, was in that situation,\She was manager of the basketball team, after all.\Thanks.\Or something like that...\She really was a sweet girl, that Kanzaki-san.\Koizumi, you've been sighing for a while now.\Aren't you having fun?\What? No. I'm having fun, I'm having fun. response:	Is Murouchi about to start? I'm so excited!
context: She was manager of the basketball team, after all.\Thanks.\Or something like that...\She really was a sweet girl, that Kanzaki-san.\Koizumi, you've been sighing for a while now.\Aren't you having fun?\What? No. I'm having fun, I'm having fun.\Is Murouchi about to start? I'm so excited! response:	Right. Come here for a sec.
context: Thanks.\Or something like that...\She really was a sweet girl, that Kanzaki-san.\Koizumi, you've been sighing for a while now.\Aren't you having fun?\What? No. I'm having fun, I'm having fun.\Is Murouchi about to start? I'm so excited!\Right. Come here for a sec. response:	What's up with you? It's just a handbag.
context: Or something like that...\She really was a sweet girl, that Kanzaki-san.\Koizumi, you've been sighing for a while now.\Aren't you having fun?\What? No. I'm having fun, I'm having fun.\Is Murouchi about to start? I'm so excited!\Right. Come here for a sec.\What's up with you? It's just a handbag. response:	I'm sorry...
context: She really was a sweet girl, that Kanzaki-san.\Koizumi, you've been sighing for a while now.\Aren't you having fun?\What? No. I'm having fun, I'm having fun.\Is Murouchi about to start? I'm so excited!\Right. Come here for a sec.\What's up with you? It's just a handbag.\I'm sorry... response:	I'm sorry for being like this...
context: Koizumi, you've been sighing for a while now.\Aren't you having fun?\What? No. I'm having fun, I'm having fun.\Is Murouchi about to start? I'm so excited!\Right. Come here for a sec.\What's up with you? It's just a handbag.\I'm sorry...\I'm sorry for being like this... response:	Koizumi.
context: Aren't you having fun?\What? No. I'm having fun, I'm having fun.\Is Murouchi about to start? I'm so excited!\Right. Come here for a sec.\What's up with you? It's just a handbag.\I'm sorry...\I'm sorry for being like this...\Koizumi. response:	I'll tell you what bothered me last time.
context: What? No. I'm having fun, I'm having fun.\Is Murouchi about to start? I'm so excited!\Right. Come here for a sec.\What's up with you? It's just a handbag.\I'm sorry...\I'm sorry for being like this...\Koizumi.\I'll tell you what bothered me last time. response:	Are we friends?
context: Is Murouchi about to start? I'm so excited!\Right. Come here for a sec.\What's up with you? It's just a handbag.\I'm sorry...\I'm sorry for being like this...\Koizumi.\I'll tell you what bothered me last time.\Are we friends? response:	Couldn't you have paused for a second before saying we were just friends?
context: Right. Come here for a sec.\What's up with you? It's just a handbag.\I'm sorry...\I'm sorry for being like this...\Koizumi.\I'll tell you what bothered me last time.\Are we friends?\Couldn't you have paused for a second before saying we were just friends? response:	Are you talking about what I said when I bumped into Ake-chi back then?
context: What's up with you? It's just a handbag.\I'm sorry...\I'm sorry for being like this...\Koizumi.\I'll tell you what bothered me last time.\Are we friends?\Couldn't you have paused for a second before saying we were just friends?\Are you talking about what I said when I bumped into Ake-chi back then? response:	Would friends do that?
context: I'm sorry...\I'm sorry for being like this...\Koizumi.\I'll tell you what bothered me last time.\Are we friends?\Couldn't you have paused for a second before saying we were just friends?\Are you talking about what I said when I bumped into Ake-chi back then?\Would friends do that? response:	hat?
context: I'm sorry for being like this...\Koizumi.\I'll tell you what bothered me last time.\Are we friends?\Couldn't you have paused for a second before saying we were just friends?\Are you talking about what I said when I bumped into Ake-chi back then?\Would friends do that?\hat? response:	Do you honestly think I would do that with someone I considered just a friend?!
context: Koizumi.\I'll tell you what bothered me last time.\Are we friends?\Couldn't you have paused for a second before saying we were just friends?\Are you talking about what I said when I bumped into Ake-chi back then?\Would friends do that?\hat?\Do you honestly think I would do that with someone I considered just a friend?! response:	I would never kiss a girl who was just a friend!
context: I'll tell you what bothered me last time.\Are we friends?\Couldn't you have paused for a second before saying we were just friends?\Are you talking about what I said when I bumped into Ake-chi back then?\Would friends do that?\hat?\Do you honestly think I would do that with someone I considered just a friend?!\I would never kiss a girl who was just a friend! response:	Oh, I see...
context: Are we friends?\Couldn't you have paused for a second before saying we were just friends?\Are you talking about what I said when I bumped into Ake-chi back then?\Would friends do that?\hat?\Do you honestly think I would do that with someone I considered just a friend?!\I would never kiss a girl who was just a friend!\Oh, I see... response:	That's right.
context: Couldn't you have paused for a second before saying we were just friends?\Are you talking about what I said when I bumped into Ake-chi back then?\Would friends do that?\hat?\Do you honestly think I would do that with someone I considered just a friend?!\I would never kiss a girl who was just a friend!\Oh, I see...\That's right. response:	After kissing like that, we're not just friends, are we?
context: Are you talking about what I said when I bumped into Ake-chi back then?\Would friends do that?\hat?\Do you honestly think I would do that with someone I considered just a friend?!\I would never kiss a girl who was just a friend!\Oh, I see...\That's right.\After kissing like that, we're not just friends, are we? response:	So... What am I to you?
context: Would friends do that?\hat?\Do you honestly think I would do that with someone I considered just a friend?!\I would never kiss a girl who was just a friend!\Oh, I see...\That's right.\After kissing like that, we're not just friends, are we?\So... What am I to you? response:	You really are an idiot.
context: hat?\Do you honestly think I would do that with someone I considered just a friend?!\I would never kiss a girl who was just a friend!\Oh, I see...\That's right.\After kissing like that, we're not just friends, are we?\So... What am I to you?\You really are an idiot. response:	But you never told me clearly. How should I know?!
context: Do you honestly think I would do that with someone I considered just a friend?!\I would never kiss a girl who was just a friend!\Oh, I see...\That's right.\After kissing like that, we're not just friends, are we?\So... What am I to you?\You really are an idiot.\But you never told me clearly. How should I know?! response:	You should know!
context: I would never kiss a girl who was just a friend!\Oh, I see...\That's right.\After kissing like that, we're not just friends, are we?\So... What am I to you?\You really are an idiot.\But you never told me clearly. How should I know?!\You should know! response:	What should I know?!
context: Oh, I see...\That's right.\After kissing like that, we're not just friends, are we?\So... What am I to you?\You really are an idiot.\But you never told me clearly. How should I know?!\You should know!\What should I know?! response:	The kiss alone was enough to make me happy!
context: That's right.\After kissing like that, we're not just friends, are we?\So... What am I to you?\You really are an idiot.\But you never told me clearly. How should I know?!\You should know!\What should I know?!\The kiss alone was enough to make me happy! response:	Why would I have done something like that for no reason?
context: After kissing like that, we're not just friends, are we?\So... What am I to you?\You really are an idiot.\But you never told me clearly. How should I know?!\You should know!\What should I know?!\The kiss alone was enough to make me happy!\Why would I have done something like that for no reason? response:	It made me happy, too.
context: So... What am I to you?\You really are an idiot.\But you never told me clearly. How should I know?!\You should know!\What should I know?!\The kiss alone was enough to make me happy!\Why would I have done something like that for no reason?\It made me happy, too. response:	What's with you?
context: You really are an idiot.\But you never told me clearly. How should I know?!\You should know!\What should I know?!\The kiss alone was enough to make me happy!\Why would I have done something like that for no reason?\It made me happy, too.\What's with you? response:	I'm going to have you arrested for stealing my heart, old man.
context: But you never told me clearly. How should I know?!\You should know!\What should I know?!\The kiss alone was enough to make me happy!\Why would I have done something like that for no reason?\It made me happy, too.\What's with you?\I'm going to have you arrested for stealing my heart, old man. response:	It's an illusion...
context: You should know!\What should I know?!\The kiss alone was enough to make me happy!\Why would I have done something like that for no reason?\It made me happy, too.\What's with you?\I'm going to have you arrested for stealing my heart, old man.\It's an illusion... response:	Don't cry, you.
context: What should I know?!\The kiss alone was enough to make me happy!\Why would I have done something like that for no reason?\It made me happy, too.\What's with you?\I'm going to have you arrested for stealing my heart, old man.\It's an illusion...\Don't cry, you. response:	Here.
context: The kiss alone was enough to make me happy!\Why would I have done something like that for no reason?\It made me happy, too.\What's with you?\I'm going to have you arrested for stealing my heart, old man.\It's an illusion...\Don't cry, you.\Here. response:	I-I like you...
context: Why would I have done something like that for no reason?\It made me happy, too.\What's with you?\I'm going to have you arrested for stealing my heart, old man.\It's an illusion...\Don't cry, you.\Here.\I-I like you... response:	I like you a lot, Otani!
context: It made me happy, too.\What's with you?\I'm going to have you arrested for stealing my heart, old man.\It's an illusion...\Don't cry, you.\Here.\I-I like you...\I like you a lot, Otani! response:	I love you!
context: What's with you?\I'm going to have you arrested for stealing my heart, old man.\It's an illusion...\Don't cry, you.\Here.\I-I like you...\I like you a lot, Otani!\I love you! response:	I really, really love you!
context: I'm going to have you arrested for stealing my heart, old man.\It's an illusion...\Don't cry, you.\Here.\I-I like you...\I like you a lot, Otani!\I love you!\I really, really love you! response:	I'm seriously in love with you!
context: It's an illusion...\Don't cry, you.\Here.\I-I like you...\I like you a lot, Otani!\I love you!\I really, really love you!\I'm seriously in love with you! response:	I get it!
context: Don't cry, you.\Here.\I-I like you...\I like you a lot, Otani!\I love you!\I really, really love you!\I'm seriously in love with you!\I get it! response:	I love you so much!
context: Here.\I-I like you...\I like you a lot, Otani!\I love you!\I really, really love you!\I'm seriously in love with you!\I get it!\I love you so much! response:	I get it!
context: I-I like you...\I like you a lot, Otani!\I love you!\I really, really love you!\I'm seriously in love with you!\I get it!\I love you so much!\I get it! response:	I love you.
context: I like you a lot, Otani!\I love you!\I really, really love you!\I'm seriously in love with you!\I get it!\I love you so much!\I get it!\I love you. response:	I know.
context: I love you!\I really, really love you!\I'm seriously in love with you!\I get it!\I love you so much!\I get it!\I love you.\I know. response:	And... you love me too, right, Otani?
context: I really, really love you!\I'm seriously in love with you!\I get it!\I love you so much!\I get it!\I love you.\I know.\And... you love me too, right, Otani? response:	Good job, buddy!
context: I'm seriously in love with you!\I get it!\I love you so much!\I get it!\I love you.\I know.\And... you love me too, right, Otani?\Good job, buddy! response:	You idiot!
context: I get it!\I love you so much!\I get it!\I love you.\I know.\And... you love me too, right, Otani?\Good job, buddy!\You idiot! response:	What were you thinking, saying all that in front of so many people?! Geez!
context: I love you so much!\I get it!\I love you.\I know.\And... you love me too, right, Otani?\Good job, buddy!\You idiot!\What were you thinking, saying all that in front of so many people?! Geez! response:	But... I was just so happy!
context: I get it!\I love you.\I know.\And... you love me too, right, Otani?\Good job, buddy!\You idiot!\What were you thinking, saying all that in front of so many people?! Geez!\But... I was just so happy! response:	What's with that ugly face of yours?
context: I love you.\I know.\And... you love me too, right, Otani?\Good job, buddy!\You idiot!\What were you thinking, saying all that in front of so many people?! Geez!\But... I was just so happy!\What's with that ugly face of yours? response:	But I can't help it!
context: I know.\And... you love me too, right, Otani?\Good job, buddy!\You idiot!\What were you thinking, saying all that in front of so many people?! Geez!\But... I was just so happy!\What's with that ugly face of yours?\But I can't help it! response:	You've stolen my heart, Otani.
context: And... you love me too, right, Otani?\Good job, buddy!\You idiot!\What were you thinking, saying all that in front of so many people?! Geez!\But... I was just so happy!\What's with that ugly face of yours?\But I can't help it!\You've stolen my heart, Otani. response:	Oh dear. I've stolen it, have I?
context: Good job, buddy!\You idiot!\What were you thinking, saying all that in front of so many people?! Geez!\But... I was just so happy!\What's with that ugly face of yours?\But I can't help it!\You've stolen my heart, Otani.\Oh dear. I've stolen it, have I? response:	Yeah. It's not fair.
context: You idiot!\What were you thinking, saying all that in front of so many people?! Geez!\But... I was just so happy!\What's with that ugly face of yours?\But I can't help it!\You've stolen my heart, Otani.\Oh dear. I've stolen it, have I?\Yeah. It's not fair. response:	I want to steal yours, too.
context: What were you thinking, saying all that in front of so many people?! Geez!\But... I was just so happy!\What's with that ugly face of yours?\But I can't help it!\You've stolen my heart, Otani.\Oh dear. I've stolen it, have I?\Yeah. It's not fair.\I want to steal yours, too. response:	You idiot. Mine isn't so easy to steal.
context: But... I was just so happy!\What's with that ugly face of yours?\But I can't help it!\You've stolen my heart, Otani.\Oh dear. I've stolen it, have I?\Yeah. It's not fair.\I want to steal yours, too.\You idiot. Mine isn't so easy to steal. response:	I'm thirsty. Go get me something to drink.
context: What's with that ugly face of yours?\But I can't help it!\You've stolen my heart, Otani.\Oh dear. I've stolen it, have I?\Yeah. It's not fair.\I want to steal yours, too.\You idiot. Mine isn't so easy to steal.\I'm thirsty. Go get me something to drink. response:	Your choice.
context: But I can't help it!\You've stolen my heart, Otani.\Oh dear. I've stolen it, have I?\Yeah. It's not fair.\I want to steal yours, too.\You idiot. Mine isn't so easy to steal.\I'm thirsty. Go get me something to drink.\Your choice. response:	You have change, don't you?
context: You've stolen my heart, Otani.\Oh dear. I've stolen it, have I?\Yeah. It's not fair.\I want to steal yours, too.\You idiot. Mine isn't so easy to steal.\I'm thirsty. Go get me something to drink.\Your choice.\You have change, don't you? response:	You want to steal my heart, don't you?
context: Oh dear. I've stolen it, have I?\Yeah. It's not fair.\I want to steal yours, too.\You idiot. Mine isn't so easy to steal.\I'm thirsty. Go get me something to drink.\Your choice.\You have change, don't you?\You want to steal my heart, don't you? response:	Yes, I do!
context: Yeah. It's not fair.\I want to steal yours, too.\You idiot. Mine isn't so easy to steal.\I'm thirsty. Go get me something to drink.\Your choice.\You have change, don't you?\You want to steal my heart, don't you?\Yes, I do! response:	Off you go.
context: I want to steal yours, too.\You idiot. Mine isn't so easy to steal.\I'm thirsty. Go get me something to drink.\Your choice.\You have change, don't you?\You want to steal my heart, don't you?\Yes, I do!\Off you go. response:	Roger!
