context: You mean... response:	Don't worry.
context: I don't think that's it.\There are still some things that haven't gone back to how they were.\They used to launch fireworks from the lake.\Fireworks.\Yuzuki still wants to see the fireworks.\Fireworks?\Obviously we can't.\Why not? response:	We promised to watch the fireworks together!
context: There are still some things that haven't gone back to how they were.\They used to launch fireworks from the lake.\Fireworks.\Yuzuki still wants to see the fireworks.\Fireworks?\Obviously we can't.\Why not?\We promised to watch the fireworks together! response:	They were canceled because of the saucer.
context: They used to launch fireworks from the lake.\Fireworks.\Yuzuki still wants to see the fireworks.\Fireworks?\Obviously we can't.\Why not?\We promised to watch the fireworks together!\They were canceled because of the saucer. response:	What do you want me to do?
context: Fireworks.\Yuzuki still wants to see the fireworks.\Fireworks?\Obviously we can't.\Why not?\We promised to watch the fireworks together!\They were canceled because of the saucer.\What do you want me to do? response:	Onii-chan, you idiot!
context: Yuzuki still wants to see the fireworks.\Fireworks?\Obviously we can't.\Why not?\We promised to watch the fireworks together!\They were canceled because of the saucer.\What do you want me to do?\Onii-chan, you idiot! response:	Stupid Yuzuki.
context: Fireworks?\Obviously we can't.\Why not?\We promised to watch the fireworks together!\They were canceled because of the saucer.\What do you want me to do?\Onii-chan, you idiot!\Stupid Yuzuki. response:	Shiihara Shop
context: Obviously we can't.\Why not?\We promised to watch the fireworks together!\They were canceled because of the saucer.\What do you want me to do?\Onii-chan, you idiot!\Stupid Yuzuki.\Shiihara Shop response:	Please!
context: Why not?\We promised to watch the fireworks together!\They were canceled because of the saucer.\What do you want me to do?\Onii-chan, you idiot!\Stupid Yuzuki.\Shiihara Shop\Please! response:	Please help!
context: We promised to watch the fireworks together!\They were canceled because of the saucer.\What do you want me to do?\Onii-chan, you idiot!\Stupid Yuzuki.\Shiihara Shop\Please!\Please help! response:	Don't look at the saucer!
context: They were canceled because of the saucer.\What do you want me to do?\Onii-chan, you idiot!\Stupid Yuzuki.\Shiihara Shop\Please!\Please help!\Don't look at the saucer! response:	Please!
context: What do you want me to do?\Onii-chan, you idiot!\Stupid Yuzuki.\Shiihara Shop\Please!\Please help!\Don't look at the saucer!\Please! response:	Don't look at the saucer!
context: Onii-chan, you idiot!\Stupid Yuzuki.\Shiihara Shop\Please!\Please help!\Don't look at the saucer!\Please!\Don't look at the saucer! response:	Why not?
context: Stupid Yuzuki.\Shiihara Shop\Please!\Please help!\Don't look at the saucer!\Please!\Don't look at the saucer!\Why not? response:	Because it's embarrassing.
context: Shiihara Shop\Please!\Please help!\Don't look at the saucer!\Please!\Don't look at the saucer!\Why not?\Because it's embarrassing. response:	No, that's not it.
context: Please!\Please help!\Don't look at the saucer!\Please!\Don't look at the saucer!\Why not?\Because it's embarrassing.\No, that's not it. response:	It's because nothing good comes of being involved with the saucer.
context: Please help!\Don't look at the saucer!\Please!\Don't look at the saucer!\Why not?\Because it's embarrassing.\No, that's not it.\It's because nothing good comes of being involved with the saucer. response:	Come on, Noel, don't say weird things.
context: Don't look at the saucer!\Please!\Don't look at the saucer!\Why not?\Because it's embarrassing.\No, that's not it.\It's because nothing good comes of being involved with the saucer.\Come on, Noel, don't say weird things. response:	But!
context: Please!\Don't look at the saucer!\Why not?\Because it's embarrassing.\No, that's not it.\It's because nothing good comes of being involved with the saucer.\Come on, Noel, don't say weird things.\But! response:	Thank you.
context: Don't look at the saucer!\Why not?\Because it's embarrassing.\No, that's not it.\It's because nothing good comes of being involved with the saucer.\Come on, Noel, don't say weird things.\But!\Thank you. response:	Saucer Palace
context: Why not?\Because it's embarrassing.\No, that's not it.\It's because nothing good comes of being involved with the saucer.\Come on, Noel, don't say weird things.\But!\Thank you.\Saucer Palace response:	Excuse me.
context: Because it's embarrassing.\No, that's not it.\It's because nothing good comes of being involved with the saucer.\Come on, Noel, don't say weird things.\But!\Thank you.\Saucer Palace\Excuse me. response:	Coming.
context: No, that's not it.\It's because nothing good comes of being involved with the saucer.\Come on, Noel, don't say weird things.\But!\Thank you.\Saucer Palace\Excuse me.\Coming. response:	Thank you.
context: It's because nothing good comes of being involved with the saucer.\Come on, Noel, don't say weird things.\But!\Thank you.\Saucer Palace\Excuse me.\Coming.\Thank you. response:	Hey, what's that outside?
context: Come on, Noel, don't say weird things.\But!\Thank you.\Saucer Palace\Excuse me.\Coming.\Thank you.\Hey, what's that outside? response:	I'm sorry.
context: But!\Thank you.\Saucer Palace\Excuse me.\Coming.\Thank you.\Hey, what's that outside?\I'm sorry. response:	Please!
context: Thank you.\Saucer Palace\Excuse me.\Coming.\Thank you.\Hey, what's that outside?\I'm sorry.\Please! response:	Please help!
context: Saucer Palace\Excuse me.\Coming.\Thank you.\Hey, what's that outside?\I'm sorry.\Please!\Please help! response:	Yuzuki.
context: Excuse me.\Coming.\Thank you.\Hey, what's that outside?\I'm sorry.\Please!\Please help!\Yuzuki. response:	What?
context: Coming.\Thank you.\Hey, what's that outside?\I'm sorry.\Please!\Please help!\Yuzuki.\What? response:	Can I ask you to stop?
context: Thank you.\Hey, what's that outside?\I'm sorry.\Please!\Please help!\Yuzuki.\What?\Can I ask you to stop? response:	It's bothering the customers.
context: Hey, what's that outside?\I'm sorry.\Please!\Please help!\Yuzuki.\What?\Can I ask you to stop?\It's bothering the customers. response:	I'm not bothering them.
context: I'm sorry.\Please!\Please help!\Yuzuki.\What?\Can I ask you to stop?\It's bothering the customers.\I'm not bothering them. response:	I'm getting complaints from customers.
context: Please!\Please help!\Yuzuki.\What?\Can I ask you to stop?\It's bothering the customers.\I'm not bothering them.\I'm getting complaints from customers. response:	You're saying that to try to get rid of me, too, aren't you?
context: Please help!\Yuzuki.\What?\Can I ask you to stop?\It's bothering the customers.\I'm not bothering them.\I'm getting complaints from customers.\You're saying that to try to get rid of me, too, aren't you? response:	Like the other places.
context: Yuzuki.\What?\Can I ask you to stop?\It's bothering the customers.\I'm not bothering them.\I'm getting complaints from customers.\You're saying that to try to get rid of me, too, aren't you?\Like the other places. response:	Please, Yuzuki, don't make me say any more.
context: What?\Can I ask you to stop?\It's bothering the customers.\I'm not bothering them.\I'm getting complaints from customers.\You're saying that to try to get rid of me, too, aren't you?\Like the other places.\Please, Yuzuki, don't make me say any more. response:	What's wrong?
context: Can I ask you to stop?\It's bothering the customers.\I'm not bothering them.\I'm getting complaints from customers.\You're saying that to try to get rid of me, too, aren't you?\Like the other places.\Please, Yuzuki, don't make me say any more.\What's wrong? response:	Sorry for the trouble, everyone.
context: It's bothering the customers.\I'm not bothering them.\I'm getting complaints from customers.\You're saying that to try to get rid of me, too, aren't you?\Like the other places.\Please, Yuzuki, don't make me say any more.\What's wrong?\Sorry for the trouble, everyone. response:	Wait.
context: I'm not bothering them.\I'm getting complaints from customers.\You're saying that to try to get rid of me, too, aren't you?\Like the other places.\Please, Yuzuki, don't make me say any more.\What's wrong?\Sorry for the trouble, everyone.\Wait. response:	Wait!
context: I'm getting complaints from customers.\You're saying that to try to get rid of me, too, aren't you?\Like the other places.\Please, Yuzuki, don't make me say any more.\What's wrong?\Sorry for the trouble, everyone.\Wait.\Wait! response:	Please.
context: You're saying that to try to get rid of me, too, aren't you?\Like the other places.\Please, Yuzuki, don't make me say any more.\What's wrong?\Sorry for the trouble, everyone.\Wait.\Wait!\Please. response:	Um, here.
context: Like the other places.\Please, Yuzuki, don't make me say any more.\What's wrong?\Sorry for the trouble, everyone.\Wait.\Wait!\Please.\Um, here. response:	I'll help.
context: Please, Yuzuki, don't make me say any more.\What's wrong?\Sorry for the trouble, everyone.\Wait.\Wait!\Please.\Um, here.\I'll help. response:	But are you sure?
context: What's wrong?\Sorry for the trouble, everyone.\Wait.\Wait!\Please.\Um, here.\I'll help.\But are you sure? response:	Yes.
context: Sorry for the trouble, everyone.\Wait.\Wait!\Please.\Um, here.\I'll help.\But are you sure?\Yes. response:	I'm always on your side, Yuzuki.
context: Wait.\Wait!\Please.\Um, here.\I'll help.\But are you sure?\Yes.\I'm always on your side, Yuzuki. response:	Liar.
context: Wait!\Please.\Um, here.\I'll help.\But are you sure?\Yes.\I'm always on your side, Yuzuki.\Liar. response:	Yuzuki,
context: Please.\Um, here.\I'll help.\But are you sure?\Yes.\I'm always on your side, Yuzuki.\Liar.\Yuzuki, response:	where are we going next?
context: Um, here.\I'll help.\But are you sure?\Yes.\I'm always on your side, Yuzuki.\Liar.\Yuzuki,\where are we going next? response:	There's nowhere left to go.
context: I'll help.\But are you sure?\Yes.\I'm always on your side, Yuzuki.\Liar.\Yuzuki,\where are we going next?\There's nowhere left to go. response:	I'll work even harder.
context: But are you sure?\Yes.\I'm always on your side, Yuzuki.\Liar.\Yuzuki,\where are we going next?\There's nowhere left to go.\I'll work even harder. response:	Forget it.
context: Yes.\I'm always on your side, Yuzuki.\Liar.\Yuzuki,\where are we going next?\There's nowhere left to go.\I'll work even harder.\Forget it. response:	It's not worth it.
context: I'm always on your side, Yuzuki.\Liar.\Yuzuki,\where are we going next?\There's nowhere left to go.\I'll work even harder.\Forget it.\It's not worth it. response:	Thanks for helping me.
context: Liar.\Yuzuki,\where are we going next?\There's nowhere left to go.\I'll work even harder.\Forget it.\It's not worth it.\Thanks for helping me. response:	But...
context: Yuzuki,\where are we going next?\There's nowhere left to go.\I'll work even harder.\Forget it.\It's not worth it.\Thanks for helping me.\But... response:	Thanks.
context: where are we going next?\There's nowhere left to go.\I'll work even harder.\Forget it.\It's not worth it.\Thanks for helping me.\But...\Thanks. response:	What's wrong with that kid?
context: There's nowhere left to go.\I'll work even harder.\Forget it.\It's not worth it.\Thanks for helping me.\But...\Thanks.\What's wrong with that kid? response:	What is that Mizusaka-san person doing?
context: I'll work even harder.\Forget it.\It's not worth it.\Thanks for helping me.\But...\Thanks.\What's wrong with that kid?\What is that Mizusaka-san person doing? response:	What?
context: Forget it.\It's not worth it.\Thanks for helping me.\But...\Thanks.\What's wrong with that kid?\What is that Mizusaka-san person doing?\What? response:	We live in different towns,
context: It's not worth it.\Thanks for helping me.\But...\Thanks.\What's wrong with that kid?\What is that Mizusaka-san person doing?\What?\We live in different towns, response:	but if this whole class cooperates,
context: Thanks for helping me.\But...\Thanks.\What's wrong with that kid?\What is that Mizusaka-san person doing?\What?\We live in different towns,\but if this whole class cooperates, response:	I think we can get rid of the saucer.
context: But...\Thanks.\What's wrong with that kid?\What is that Mizusaka-san person doing?\What?\We live in different towns,\but if this whole class cooperates,\I think we can get rid of the saucer. response:	What's with her?
context: Thanks.\What's wrong with that kid?\What is that Mizusaka-san person doing?\What?\We live in different towns,\but if this whole class cooperates,\I think we can get rid of the saucer.\What's with her? response:	Mizusaka hasn't changed, even in middle school.
context: What's wrong with that kid?\What is that Mizusaka-san person doing?\What?\We live in different towns,\but if this whole class cooperates,\I think we can get rid of the saucer.\What's with her?\Mizusaka hasn't changed, even in middle school. response:	If only she didn't do that.
context: What is that Mizusaka-san person doing?\What?\We live in different towns,\but if this whole class cooperates,\I think we can get rid of the saucer.\What's with her?\Mizusaka hasn't changed, even in middle school.\If only she didn't do that. response:	Come on, listen up!
context: What?\We live in different towns,\but if this whole class cooperates,\I think we can get rid of the saucer.\What's with her?\Mizusaka hasn't changed, even in middle school.\If only she didn't do that.\Come on, listen up! response:	Hey, don't you think so, too, Shiihara-san?
context: We live in different towns,\but if this whole class cooperates,\I think we can get rid of the saucer.\What's with her?\Mizusaka hasn't changed, even in middle school.\If only she didn't do that.\Come on, listen up!\Hey, don't you think so, too, Shiihara-san? response:	I know Yuzuki really well.
context: but if this whole class cooperates,\I think we can get rid of the saucer.\What's with her?\Mizusaka hasn't changed, even in middle school.\If only she didn't do that.\Come on, listen up!\Hey, don't you think so, too, Shiihara-san?\I know Yuzuki really well. response:	So I can't laugh.
context: I think we can get rid of the saucer.\What's with her?\Mizusaka hasn't changed, even in middle school.\If only she didn't do that.\Come on, listen up!\Hey, don't you think so, too, Shiihara-san?\I know Yuzuki really well.\So I can't laugh. response:	You don't know her. How can you say something like that?
context: What's with her?\Mizusaka hasn't changed, even in middle school.\If only she didn't do that.\Come on, listen up!\Hey, don't you think so, too, Shiihara-san?\I know Yuzuki really well.\So I can't laugh.\You don't know her. How can you say something like that? response:	Sorry.
context: Mizusaka hasn't changed, even in middle school.\If only she didn't do that.\Come on, listen up!\Hey, don't you think so, too, Shiihara-san?\I know Yuzuki really well.\So I can't laugh.\You don't know her. How can you say something like that?\Sorry. response:	Could you stop helping Yuzuki?
context: If only she didn't do that.\Come on, listen up!\Hey, don't you think so, too, Shiihara-san?\I know Yuzuki really well.\So I can't laugh.\You don't know her. How can you say something like that?\Sorry.\Could you stop helping Yuzuki? response:	Why?
context: Come on, listen up!\Hey, don't you think so, too, Shiihara-san?\I know Yuzuki really well.\So I can't laugh.\You don't know her. How can you say something like that?\Sorry.\Could you stop helping Yuzuki?\Why? response:	I don't want her to cause you trouble.
context: Hey, don't you think so, too, Shiihara-san?\I know Yuzuki really well.\So I can't laugh.\You don't know her. How can you say something like that?\Sorry.\Could you stop helping Yuzuki?\Why?\I don't want her to cause you trouble. response:	I'm fine.
context: I know Yuzuki really well.\So I can't laugh.\You don't know her. How can you say something like that?\Sorry.\Could you stop helping Yuzuki?\Why?\I don't want her to cause you trouble.\I'm fine. response:	I'm glad we talked.
context: So I can't laugh.\You don't know her. How can you say something like that?\Sorry.\Could you stop helping Yuzuki?\Why?\I don't want her to cause you trouble.\I'm fine.\I'm glad we talked. response:	It's nothing, really.
context: You don't know her. How can you say something like that?\Sorry.\Could you stop helping Yuzuki?\Why?\I don't want her to cause you trouble.\I'm fine.\I'm glad we talked.\It's nothing, really. response:	Besides, Koharu probably understands Yuzuki better than I do.
context: Sorry.\Could you stop helping Yuzuki?\Why?\I don't want her to cause you trouble.\I'm fine.\I'm glad we talked.\It's nothing, really.\Besides, Koharu probably understands Yuzuki better than I do. response:	Thanks for this.
context: Could you stop helping Yuzuki?\Why?\I don't want her to cause you trouble.\I'm fine.\I'm glad we talked.\It's nothing, really.\Besides, Koharu probably understands Yuzuki better than I do.\Thanks for this. response:	Can't you make up with Yuzuki?
context: Why?\I don't want her to cause you trouble.\I'm fine.\I'm glad we talked.\It's nothing, really.\Besides, Koharu probably understands Yuzuki better than I do.\Thanks for this.\Can't you make up with Yuzuki? response:	I wonder.
context: I don't want her to cause you trouble.\I'm fine.\I'm glad we talked.\It's nothing, really.\Besides, Koharu probably understands Yuzuki better than I do.\Thanks for this.\Can't you make up with Yuzuki?\I wonder. response:	I used to know everything.
context: I'm fine.\I'm glad we talked.\It's nothing, really.\Besides, Koharu probably understands Yuzuki better than I do.\Thanks for this.\Can't you make up with Yuzuki?\I wonder.\I used to know everything. response:	How can I help her?
context: I'm glad we talked.\It's nothing, really.\Besides, Koharu probably understands Yuzuki better than I do.\Thanks for this.\Can't you make up with Yuzuki?\I wonder.\I used to know everything.\How can I help her? response:	Can you talk to her, too?
context: It's nothing, really.\Besides, Koharu probably understands Yuzuki better than I do.\Thanks for this.\Can't you make up with Yuzuki?\I wonder.\I used to know everything.\How can I help her?\Can you talk to her, too? response:	I will, too.
context: Besides, Koharu probably understands Yuzuki better than I do.\Thanks for this.\Can't you make up with Yuzuki?\I wonder.\I used to know everything.\How can I help her?\Can you talk to her, too?\I will, too. response:	Why won't anyone understand?
context: Thanks for this.\Can't you make up with Yuzuki?\I wonder.\I used to know everything.\How can I help her?\Can you talk to her, too?\I will, too.\Why won't anyone understand? response:	I don't need anyone if nobody's going to help me!
context: Can't you make up with Yuzuki?\I wonder.\I used to know everything.\How can I help her?\Can you talk to her, too?\I will, too.\Why won't anyone understand?\I don't need anyone if nobody's going to help me! response:	Yuzuki.
context: I wonder.\I used to know everything.\How can I help her?\Can you talk to her, too?\I will, too.\Why won't anyone understand?\I don't need anyone if nobody's going to help me!\Yuzuki. response:	Yuzuki!
context: I used to know everything.\How can I help her?\Can you talk to her, too?\I will, too.\Why won't anyone understand?\I don't need anyone if nobody's going to help me!\Yuzuki.\Yuzuki! response:	What are you doing, Yuzuki?
context: How can I help her?\Can you talk to her, too?\I will, too.\Why won't anyone understand?\I don't need anyone if nobody's going to help me!\Yuzuki.\Yuzuki!\What are you doing, Yuzuki? response:	Let go!
context: Can you talk to her, too?\I will, too.\Why won't anyone understand?\I don't need anyone if nobody's going to help me!\Yuzuki.\Yuzuki!\What are you doing, Yuzuki?\Let go! response:	Don't get in my way!
context: I will, too.\Why won't anyone understand?\I don't need anyone if nobody's going to help me!\Yuzuki.\Yuzuki!\What are you doing, Yuzuki?\Let go!\Don't get in my way! response:	Stop it already.
context: Why won't anyone understand?\I don't need anyone if nobody's going to help me!\Yuzuki.\Yuzuki!\What are you doing, Yuzuki?\Let go!\Don't get in my way!\Stop it already. response:	You're just causing people trouble.
context: I don't need anyone if nobody's going to help me!\Yuzuki.\Yuzuki!\What are you doing, Yuzuki?\Let go!\Don't get in my way!\Stop it already.\You're just causing people trouble. response:	You're not accomplishing anything.
context: Yuzuki.\Yuzuki!\What are you doing, Yuzuki?\Let go!\Don't get in my way!\Stop it already.\You're just causing people trouble.\You're not accomplishing anything. response:	You're more worried about your shop, aren't you?
context: Yuzuki!\What are you doing, Yuzuki?\Let go!\Don't get in my way!\Stop it already.\You're just causing people trouble.\You're not accomplishing anything.\You're more worried about your shop, aren't you? response:	How could you say that?
context: What are you doing, Yuzuki?\Let go!\Don't get in my way!\Stop it already.\You're just causing people trouble.\You're not accomplishing anything.\You're more worried about your shop, aren't you?\How could you say that? response:	You're just like Souta.
context: Let go!\Don't get in my way!\Stop it already.\You're just causing people trouble.\You're not accomplishing anything.\You're more worried about your shop, aren't you?\How could you say that?\You're just like Souta. response:	You think what I'm doing is stupid!
context: Don't get in my way!\Stop it already.\You're just causing people trouble.\You're not accomplishing anything.\You're more worried about your shop, aren't you?\How could you say that?\You're just like Souta.\You think what I'm doing is stupid! response:	But you know that what Yuzuki's doing is pointless, right, Koharu?
context: Stop it already.\You're just causing people trouble.\You're not accomplishing anything.\You're more worried about your shop, aren't you?\How could you say that?\You're just like Souta.\You think what I'm doing is stupid!\But you know that what Yuzuki's doing is pointless, right, Koharu? response:	Well...
context: You're just causing people trouble.\You're not accomplishing anything.\You're more worried about your shop, aren't you?\How could you say that?\You're just like Souta.\You think what I'm doing is stupid!\But you know that what Yuzuki's doing is pointless, right, Koharu?\Well... response:	You think it doesn't mean anything, don't you?
context: You're not accomplishing anything.\You're more worried about your shop, aren't you?\How could you say that?\You're just like Souta.\You think what I'm doing is stupid!\But you know that what Yuzuki's doing is pointless, right, Koharu?\Well...\You think it doesn't mean anything, don't you? response:	You do, don't you?
context: You're more worried about your shop, aren't you?\How could you say that?\You're just like Souta.\You think what I'm doing is stupid!\But you know that what Yuzuki's doing is pointless, right, Koharu?\Well...\You think it doesn't mean anything, don't you?\You do, don't you? response:	Well...
context: How could you say that?\You're just like Souta.\You think what I'm doing is stupid!\But you know that what Yuzuki's doing is pointless, right, Koharu?\Well...\You think it doesn't mean anything, don't you?\You do, don't you?\Well... response:	Say it!
context: You're just like Souta.\You think what I'm doing is stupid!\But you know that what Yuzuki's doing is pointless, right, Koharu?\Well...\You think it doesn't mean anything, don't you?\You do, don't you?\Well...\Say it! response:	I do.
context: You think what I'm doing is stupid!\But you know that what Yuzuki's doing is pointless, right, Koharu?\Well...\You think it doesn't mean anything, don't you?\You do, don't you?\Well...\Say it!\I do. response:	I hate you.
context: But you know that what Yuzuki's doing is pointless, right, Koharu?\Well...\You think it doesn't mean anything, don't you?\You do, don't you?\Well...\Say it!\I do.\I hate you. response:	The one thing I can do...
context: Well...\You think it doesn't mean anything, don't you?\You do, don't you?\Well...\Say it!\I do.\I hate you.\The one thing I can do... response:	We're closed for today.
context: You think it doesn't mean anything, don't you?\You do, don't you?\Well...\Say it!\I do.\I hate you.\The one thing I can do...\We're closed for today. response:	Koharu!
context: You do, don't you?\Well...\Say it!\I do.\I hate you.\The one thing I can do...\We're closed for today.\Koharu! response:	Nonoka.
context: Well...\Say it!\I do.\I hate you.\The one thing I can do...\We're closed for today.\Koharu!\Nonoka. response:	Are you all right?
context: Say it!\I do.\I hate you.\The one thing I can do...\We're closed for today.\Koharu!\Nonoka.\Are you all right? response:	Did you need something?
context: I do.\I hate you.\The one thing I can do...\We're closed for today.\Koharu!\Nonoka.\Are you all right?\Did you need something? response:	Lend me a hand, Koharu.
context: I hate you.\The one thing I can do...\We're closed for today.\Koharu!\Nonoka.\Are you all right?\Did you need something?\Lend me a hand, Koharu. response:	Next episode of Celestial Method : Flower of Light.
context: The one thing I can do...\We're closed for today.\Koharu!\Nonoka.\Are you all right?\Did you need something?\Lend me a hand, Koharu.\Next episode of Celestial Method : Flower of Light. response:	Enjoy.
context: We're closed for today.\Koharu!\Nonoka.\Are you all right?\Did you need something?\Lend me a hand, Koharu.\Next episode of Celestial Method : Flower of Light.\Enjoy. response:	Flower of Light
