context: Inferior Terran scum! Don't think that you'll get away with this! response:	The Kataphrakt that defeated Sir Vlad was orange in color, correct?
context: It flew away!\Crap!\What is that?!\I don't know, either!\It's gained distance! It's accelerating this way!\Use your rifle to throw off its trajectory!\It's too big for a rifle!\I'm too heavy with you aboard! I can't dodge it! response:	I'm going to crush you like the bugs you are...
context: Crap!\What is that?!\I don't know, either!\It's gained distance! It's accelerating this way!\Use your rifle to throw off its trajectory!\It's too big for a rifle!\I'm too heavy with you aboard! I can't dodge it!\I'm going to crush you like the bugs you are... response:	It's almost on us, Bat!
context: What is that?!\I don't know, either!\It's gained distance! It's accelerating this way!\Use your rifle to throw off its trajectory!\It's too big for a rifle!\I'm too heavy with you aboard! I can't dodge it!\I'm going to crush you like the bugs you are...\It's almost on us, Bat! response:	Keep quiet, Orange!
context: I don't know, either!\It's gained distance! It's accelerating this way!\Use your rifle to throw off its trajectory!\It's too big for a rifle!\I'm too heavy with you aboard! I can't dodge it!\I'm going to crush you like the bugs you are...\It's almost on us, Bat!\Keep quiet, Orange! response:	It dodged me?!
context: It's gained distance! It's accelerating this way!\Use your rifle to throw off its trajectory!\It's too big for a rifle!\I'm too heavy with you aboard! I can't dodge it!\I'm going to crush you like the bugs you are...\It's almost on us, Bat!\Keep quiet, Orange!\It dodged me?! response:	He stalled out to lose altitude?
context: Use your rifle to throw off its trajectory!\It's too big for a rifle!\I'm too heavy with you aboard! I can't dodge it!\I'm going to crush you like the bugs you are...\It's almost on us, Bat!\Keep quiet, Orange!\It dodged me?!\He stalled out to lose altitude? response:	It's back.
context: It's too big for a rifle!\I'm too heavy with you aboard! I can't dodge it!\I'm going to crush you like the bugs you are...\It's almost on us, Bat!\Keep quiet, Orange!\It dodged me?!\He stalled out to lose altitude?\It's back. response:	I can't pull out!
context: I'm too heavy with you aboard! I can't dodge it!\I'm going to crush you like the bugs you are...\It's almost on us, Bat!\Keep quiet, Orange!\It dodged me?!\He stalled out to lose altitude?\It's back.\I can't pull out! response:	The same trick won't work on me twice!
context: I'm going to crush you like the bugs you are...\It's almost on us, Bat!\Keep quiet, Orange!\It dodged me?!\He stalled out to lose altitude?\It's back.\I can't pull out!\The same trick won't work on me twice! response:	It's all over.
context: It's almost on us, Bat!\Keep quiet, Orange!\It dodged me?!\He stalled out to lose altitude?\It's back.\I can't pull out!\The same trick won't work on me twice!\It's all over. response:	What just happened?!
context: Keep quiet, Orange!\It dodged me?!\He stalled out to lose altitude?\It's back.\I can't pull out!\The same trick won't work on me twice!\It's all over.\What just happened?! response:	What...?
context: It dodged me?!\He stalled out to lose altitude?\It's back.\I can't pull out!\The same trick won't work on me twice!\It's all over.\What just happened?!\What...? response:	That's...
context: He stalled out to lose altitude?\It's back.\I can't pull out!\The same trick won't work on me twice!\It's all over.\What just happened?!\What...?\That's... response:	A flying ship?
context: It's back.\I can't pull out!\The same trick won't work on me twice!\It's all over.\What just happened?!\What...?\That's...\A flying ship? response:	No...
context: I can't pull out!\The same trick won't work on me twice!\It's all over.\What just happened?!\What...?\That's...\A flying ship?\No... response:	A battleship?
context: The same trick won't work on me twice!\It's all over.\What just happened?!\What...?\That's...\A flying ship?\No...\A battleship? response:	I've found you!
context: It's all over.\What just happened?!\What...?\That's...\A flying ship?\No...\A battleship?\I've found you! response:	Princess Asseylum!
context: What just happened?!\What...?\That's...\A flying ship?\No...\A battleship?\I've found you!\Princess Asseylum! response:	Impossible!
context: What...?\That's...\A flying ship?\No...\A battleship?\I've found you!\Princess Asseylum!\Impossible! response:	The Terrans have no Aldnoah! How could they have such a thing?!
context: That's...\A flying ship?\No...\A battleship?\I've found you!\Princess Asseylum!\Impossible!\The Terrans have no Aldnoah! How could they have such a thing?! response:	Flying enemy craft closing in from 12 o'clock!
context: A flying ship?\No...\A battleship?\I've found you!\Princess Asseylum!\Impossible!\The Terrans have no Aldnoah! How could they have such a thing?!\Flying enemy craft closing in from 12 o'clock! response:	Collision course!
context: No...\A battleship?\I've found you!\Princess Asseylum!\Impossible!\The Terrans have no Aldnoah! How could they have such a thing?!\Flying enemy craft closing in from 12 o'clock!\Collision course! response:	Filthy Terrans!
context: A battleship?\I've found you!\Princess Asseylum!\Impossible!\The Terrans have no Aldnoah! How could they have such a thing?!\Flying enemy craft closing in from 12 o'clock!\Collision course!\Filthy Terrans! response:	Brace for impact, everyone!
context: I've found you!\Princess Asseylum!\Impossible!\The Terrans have no Aldnoah! How could they have such a thing?!\Flying enemy craft closing in from 12 o'clock!\Collision course!\Filthy Terrans!\Brace for impact, everyone! response:	Damn you... I'm still-
context: Princess Asseylum!\Impossible!\The Terrans have no Aldnoah! How could they have such a thing?!\Flying enemy craft closing in from 12 o'clock!\Collision course!\Filthy Terrans!\Brace for impact, everyone!\Damn you... I'm still- response:	All Martians... will pay for Father's death.
context: Impossible!\The Terrans have no Aldnoah! How could they have such a thing?!\Flying enemy craft closing in from 12 o'clock!\Collision course!\Filthy Terrans!\Brace for impact, everyone!\Damn you... I'm still-\All Martians... will pay for Father's death. response:	We did it!
context: The Terrans have no Aldnoah! How could they have such a thing?!\Flying enemy craft closing in from 12 o'clock!\Collision course!\Filthy Terrans!\Brace for impact, everyone!\Damn you... I'm still-\All Martians... will pay for Father's death.\We did it! response:	Princess Asseylum, I've found you at last!
context: Flying enemy craft closing in from 12 o'clock!\Collision course!\Filthy Terrans!\Brace for impact, everyone!\Damn you... I'm still-\All Martians... will pay for Father's death.\We did it!\Princess Asseylum, I've found you at last! response:	Your princess was dead.
context: Collision course!\Filthy Terrans!\Brace for impact, everyone!\Damn you... I'm still-\All Martians... will pay for Father's death.\We did it!\Princess Asseylum, I've found you at last!\Your princess was dead. response:	And in spite of that...
context: Filthy Terrans!\Brace for impact, everyone!\Damn you... I'm still-\All Martians... will pay for Father's death.\We did it!\Princess Asseylum, I've found you at last!\Your princess was dead.\And in spite of that... response:	You knew that the princess was alive. So why?
context: Brace for impact, everyone!\Damn you... I'm still-\All Martians... will pay for Father's death.\We did it!\Princess Asseylum, I've found you at last!\Your princess was dead.\And in spite of that...\You knew that the princess was alive. So why? response:	What do you mean?
context: Damn you... I'm still-\All Martians... will pay for Father's death.\We did it!\Princess Asseylum, I've found you at last!\Your princess was dead.\And in spite of that...\You knew that the princess was alive. So why?\What do you mean? response:	Answer me.
context: All Martians... will pay for Father's death.\We did it!\Princess Asseylum, I've found you at last!\Your princess was dead.\And in spite of that...\You knew that the princess was alive. So why?\What do you mean?\Answer me. response:	Take me to Her Highness.
context: We did it!\Princess Asseylum, I've found you at last!\Your princess was dead.\And in spite of that...\You knew that the princess was alive. So why?\What do you mean?\Answer me.\Take me to Her Highness. response:	Answer my question first.
context: Princess Asseylum, I've found you at last!\Your princess was dead.\And in spite of that...\You knew that the princess was alive. So why?\What do you mean?\Answer me.\Take me to Her Highness.\Answer my question first. response:	Wait... Are you intending to exploit her to your own ends?
context: Your princess was dead.\And in spite of that...\You knew that the princess was alive. So why?\What do you mean?\Answer me.\Take me to Her Highness.\Answer my question first.\Wait... Are you intending to exploit her to your own ends? response:	If she's exploited,
context: And in spite of that...\You knew that the princess was alive. So why?\What do you mean?\Answer me.\Take me to Her Highness.\Answer my question first.\Wait... Are you intending to exploit her to your own ends?\If she's exploited, response:	do you have a problem with that?
context: You knew that the princess was alive. So why?\What do you mean?\Answer me.\Take me to Her Highness.\Answer my question first.\Wait... Are you intending to exploit her to your own ends?\If she's exploited,\do you have a problem with that? response:	Are you...
context: What do you mean?\Answer me.\Take me to Her Highness.\Answer my question first.\Wait... Are you intending to exploit her to your own ends?\If she's exploited,\do you have a problem with that?\Are you... response:	Are you my enemy?!
context: Answer me.\Take me to Her Highness.\Answer my question first.\Wait... Are you intending to exploit her to your own ends?\If she's exploited,\do you have a problem with that?\Are you...\Are you my enemy?! response:	You...
context: Take me to Her Highness.\Answer my question first.\Wait... Are you intending to exploit her to your own ends?\If she's exploited,\do you have a problem with that?\Are you...\Are you my enemy?!\You... response:	are my enemy.
