context: Count Cruhteo? response:	Yes, his eldest son inherited his title.
context: The Stygis Squadron?\Ready for launch.\See Count Klancain to a safe location.\Enemy force will be in firing range in 7 minutes.\We'll gradually move the line back as we engage them\and separate the enemy force from the moonbase.\All hands to battle stations.\Now beginning launch sequence. response:	Connecting flywheel.
context: Ready for launch.\See Count Klancain to a safe location.\Enemy force will be in firing range in 7 minutes.\We'll gradually move the line back as we engage them\and separate the enemy force from the moonbase.\All hands to battle stations.\Now beginning launch sequence.\Connecting flywheel. response:	Starting catapult arm rotation.
context: See Count Klancain to a safe location.\Enemy force will be in firing range in 7 minutes.\We'll gradually move the line back as we engage them\and separate the enemy force from the moonbase.\All hands to battle stations.\Now beginning launch sequence.\Connecting flywheel.\Starting catapult arm rotation. response:	Opening hatch.
context: Enemy force will be in firing range in 7 minutes.\We'll gradually move the line back as we engage them\and separate the enemy force from the moonbase.\All hands to battle stations.\Now beginning launch sequence.\Connecting flywheel.\Starting catapult arm rotation.\Opening hatch. response:	Clydesdale Platoon, move to launch position.
context: We'll gradually move the line back as we engage them\and separate the enemy force from the moonbase.\All hands to battle stations.\Now beginning launch sequence.\Connecting flywheel.\Starting catapult arm rotation.\Opening hatch.\Clydesdale Platoon, move to launch position. response:	Roger. Clydesdale Leader to all units.
context: and separate the enemy force from the moonbase.\All hands to battle stations.\Now beginning launch sequence.\Connecting flywheel.\Starting catapult arm rotation.\Opening hatch.\Clydesdale Platoon, move to launch position.\Roger. Clydesdale Leader to all units. response:	Move to launch position.
context: All hands to battle stations.\Now beginning launch sequence.\Connecting flywheel.\Starting catapult arm rotation.\Opening hatch.\Clydesdale Platoon, move to launch position.\Roger. Clydesdale Leader to all units.\Move to launch position. response:	Anchors engaged. Catapult arm rotation nominal.
context: Now beginning launch sequence.\Connecting flywheel.\Starting catapult arm rotation.\Opening hatch.\Clydesdale Platoon, move to launch position.\Roger. Clydesdale Leader to all units.\Move to launch position.\Anchors engaged. Catapult arm rotation nominal. response:	Beginning acceleration. Go for launch in 20 seconds.
context: Connecting flywheel.\Starting catapult arm rotation.\Opening hatch.\Clydesdale Platoon, move to launch position.\Roger. Clydesdale Leader to all units.\Move to launch position.\Anchors engaged. Catapult arm rotation nominal.\Beginning acceleration. Go for launch in 20 seconds. response:	Clydesdale Leader, cleared for launch.
context: Starting catapult arm rotation.\Opening hatch.\Clydesdale Platoon, move to launch position.\Roger. Clydesdale Leader to all units.\Move to launch position.\Anchors engaged. Catapult arm rotation nominal.\Beginning acceleration. Go for launch in 20 seconds.\Clydesdale Leader, cleared for launch. response:	Roger, cleared for launch.
context: Opening hatch.\Clydesdale Platoon, move to launch position.\Roger. Clydesdale Leader to all units.\Move to launch position.\Anchors engaged. Catapult arm rotation nominal.\Beginning acceleration. Go for launch in 20 seconds.\Clydesdale Leader, cleared for launch.\Roger, cleared for launch. response:	All units, launch.
context: Clydesdale Platoon, move to launch position.\Roger. Clydesdale Leader to all units.\Move to launch position.\Anchors engaged. Catapult arm rotation nominal.\Beginning acceleration. Go for launch in 20 seconds.\Clydesdale Leader, cleared for launch.\Roger, cleared for launch.\All units, launch. response:	Blast off!
context: Roger. Clydesdale Leader to all units.\Move to launch position.\Anchors engaged. Catapult arm rotation nominal.\Beginning acceleration. Go for launch in 20 seconds.\Clydesdale Leader, cleared for launch.\Roger, cleared for launch.\All units, launch.\Blast off! response:	And now Mustang Platoon, prepare for launch.
context: Move to launch position.\Anchors engaged. Catapult arm rotation nominal.\Beginning acceleration. Go for launch in 20 seconds.\Clydesdale Leader, cleared for launch.\Roger, cleared for launch.\All units, launch.\Blast off!\And now Mustang Platoon, prepare for launch. response:	Breton Company and Deucalion, begin attack as planned.
context: Anchors engaged. Catapult arm rotation nominal.\Beginning acceleration. Go for launch in 20 seconds.\Clydesdale Leader, cleared for launch.\Roger, cleared for launch.\All units, launch.\Blast off!\And now Mustang Platoon, prepare for launch.\Breton Company and Deucalion, begin attack as planned. response:	Roger that. Let's go, too.
context: Beginning acceleration. Go for launch in 20 seconds.\Clydesdale Leader, cleared for launch.\Roger, cleared for launch.\All units, launch.\Blast off!\And now Mustang Platoon, prepare for launch.\Breton Company and Deucalion, begin attack as planned.\Roger that. Let's go, too. response:	Begin attack!
context: Clydesdale Leader, cleared for launch.\Roger, cleared for launch.\All units, launch.\Blast off!\And now Mustang Platoon, prepare for launch.\Breton Company and Deucalion, begin attack as planned.\Roger that. Let's go, too.\Begin attack! response:	Multiple enemy contacts detected in the direction of Libra. Kataphrakts.
context: Roger, cleared for launch.\All units, launch.\Blast off!\And now Mustang Platoon, prepare for launch.\Breton Company and Deucalion, begin attack as planned.\Roger that. Let's go, too.\Begin attack!\Multiple enemy contacts detected in the direction of Libra. Kataphrakts. response:	Intercept them.
context: All units, launch.\Blast off!\And now Mustang Platoon, prepare for launch.\Breton Company and Deucalion, begin attack as planned.\Roger that. Let's go, too.\Begin attack!\Multiple enemy contacts detected in the direction of Libra. Kataphrakts.\Intercept them. response:	It's begun.
context: Blast off!\And now Mustang Platoon, prepare for launch.\Breton Company and Deucalion, begin attack as planned.\Roger that. Let's go, too.\Begin attack!\Multiple enemy contacts detected in the direction of Libra. Kataphrakts.\Intercept them.\It's begun. response:	Yeah.
context: And now Mustang Platoon, prepare for launch.\Breton Company and Deucalion, begin attack as planned.\Roger that. Let's go, too.\Begin attack!\Multiple enemy contacts detected in the direction of Libra. Kataphrakts.\Intercept them.\It's begun.\Yeah. response:	Enemy defenses are pretty tough, all right...
context: Breton Company and Deucalion, begin attack as planned.\Roger that. Let's go, too.\Begin attack!\Multiple enemy contacts detected in the direction of Libra. Kataphrakts.\Intercept them.\It's begun.\Yeah.\Enemy defenses are pretty tough, all right... response:	They knew that this was going to be a tough fight.
context: Roger that. Let's go, too.\Begin attack!\Multiple enemy contacts detected in the direction of Libra. Kataphrakts.\Intercept them.\It's begun.\Yeah.\Enemy defenses are pretty tough, all right...\They knew that this was going to be a tough fight. response:	The reason it was necessary to push ahead with this operation in spite of that...
context: Begin attack!\Multiple enemy contacts detected in the direction of Libra. Kataphrakts.\Intercept them.\It's begun.\Yeah.\Enemy defenses are pretty tough, all right...\They knew that this was going to be a tough fight.\The reason it was necessary to push ahead with this operation in spite of that... response:	The captain was right to be suspicious.
context: Multiple enemy contacts detected in the direction of Libra. Kataphrakts.\Intercept them.\It's begun.\Yeah.\Enemy defenses are pretty tough, all right...\They knew that this was going to be a tough fight.\The reason it was necessary to push ahead with this operation in spite of that...\The captain was right to be suspicious. response:	That's a covert infiltration by an assault team during an all-out offensive...
context: Intercept them.\It's begun.\Yeah.\Enemy defenses are pretty tough, all right...\They knew that this was going to be a tough fight.\The reason it was necessary to push ahead with this operation in spite of that...\The captain was right to be suspicious.\That's a covert infiltration by an assault team during an all-out offensive... response:	For sabotage?
context: It's begun.\Yeah.\Enemy defenses are pretty tough, all right...\They knew that this was going to be a tough fight.\The reason it was necessary to push ahead with this operation in spite of that...\The captain was right to be suspicious.\That's a covert infiltration by an assault team during an all-out offensive...\For sabotage? response:	No, there would be no need for secrecy then.
context: Yeah.\Enemy defenses are pretty tough, all right...\They knew that this was going to be a tough fight.\The reason it was necessary to push ahead with this operation in spite of that...\The captain was right to be suspicious.\That's a covert infiltration by an assault team during an all-out offensive...\For sabotage?\No, there would be no need for secrecy then. response:	Their objective has to be...
context: Enemy defenses are pretty tough, all right...\They knew that this was going to be a tough fight.\The reason it was necessary to push ahead with this operation in spite of that...\The captain was right to be suspicious.\That's a covert infiltration by an assault team during an all-out offensive...\For sabotage?\No, there would be no need for secrecy then.\Their objective has to be... response:	Bastard!
context: They knew that this was going to be a tough fight.\The reason it was necessary to push ahead with this operation in spite of that...\The captain was right to be suspicious.\That's a covert infiltration by an assault team during an all-out offensive...\For sabotage?\No, there would be no need for secrecy then.\Their objective has to be...\Bastard! response:	Fire!
context: The reason it was necessary to push ahead with this operation in spite of that...\The captain was right to be suspicious.\That's a covert infiltration by an assault team during an all-out offensive...\For sabotage?\No, there would be no need for secrecy then.\Their objective has to be...\Bastard!\Fire! response:	Next!
context: The captain was right to be suspicious.\That's a covert infiltration by an assault team during an all-out offensive...\For sabotage?\No, there would be no need for secrecy then.\Their objective has to be...\Bastard!\Fire!\Next! response:	90 seconds to closest approach.
context: That's a covert infiltration by an assault team during an all-out offensive...\For sabotage?\No, there would be no need for secrecy then.\Their objective has to be...\Bastard!\Fire!\Next!\90 seconds to closest approach. response:	Roger. Let's stick to the plan, then.
context: For sabotage?\No, there would be no need for secrecy then.\Their objective has to be...\Bastard!\Fire!\Next!\90 seconds to closest approach.\Roger. Let's stick to the plan, then. response:	Inko.
context: No, there would be no need for secrecy then.\Their objective has to be...\Bastard!\Fire!\Next!\90 seconds to closest approach.\Roger. Let's stick to the plan, then.\Inko. response:	I had wanted to come alone.
context: Their objective has to be...\Bastard!\Fire!\Next!\90 seconds to closest approach.\Roger. Let's stick to the plan, then.\Inko.\I had wanted to come alone. response:	It's going to be dangerous from here on. So
context: Bastard!\Fire!\Next!\90 seconds to closest approach.\Roger. Let's stick to the plan, then.\Inko.\I had wanted to come alone.\It's going to be dangerous from here on. So response:	Oh, come on... You're giving me that again?
context: Fire!\Next!\90 seconds to closest approach.\Roger. Let's stick to the plan, then.\Inko.\I had wanted to come alone.\It's going to be dangerous from here on. So\Oh, come on... You're giving me that again? response:	The captain assigned me to provide support
context: Next!\90 seconds to closest approach.\Roger. Let's stick to the plan, then.\Inko.\I had wanted to come alone.\It's going to be dangerous from here on. So\Oh, come on... You're giving me that again?\The captain assigned me to provide support response:	out of recognition for my accomplishments.
context: 90 seconds to closest approach.\Roger. Let's stick to the plan, then.\Inko.\I had wanted to come alone.\It's going to be dangerous from here on. So\Oh, come on... You're giving me that again?\The captain assigned me to provide support\out of recognition for my accomplishments. response:	For the fact that I've been fighting alongside you and the others.
context: Roger. Let's stick to the plan, then.\Inko.\I had wanted to come alone.\It's going to be dangerous from here on. So\Oh, come on... You're giving me that again?\The captain assigned me to provide support\out of recognition for my accomplishments.\For the fact that I've been fighting alongside you and the others. response:	Sorry, Inko.
context: Inko.\I had wanted to come alone.\It's going to be dangerous from here on. So\Oh, come on... You're giving me that again?\The captain assigned me to provide support\out of recognition for my accomplishments.\For the fact that I've been fighting alongside you and the others.\Sorry, Inko. response:	All right, let's go.
context: I had wanted to come alone.\It's going to be dangerous from here on. So\Oh, come on... You're giving me that again?\The captain assigned me to provide support\out of recognition for my accomplishments.\For the fact that I've been fighting alongside you and the others.\Sorry, Inko.\All right, let's go. response:	This is close enough. I'll make the drop from here.
context: It's going to be dangerous from here on. So\Oh, come on... You're giving me that again?\The captain assigned me to provide support\out of recognition for my accomplishments.\For the fact that I've been fighting alongside you and the others.\Sorry, Inko.\All right, let's go.\This is close enough. I'll make the drop from here. response:	It's too dangerous. We're still too high.
context: Oh, come on... You're giving me that again?\The captain assigned me to provide support\out of recognition for my accomplishments.\For the fact that I've been fighting alongside you and the others.\Sorry, Inko.\All right, let's go.\This is close enough. I'll make the drop from here.\It's too dangerous. We're still too high. response:	Enemy units!
context: The captain assigned me to provide support\out of recognition for my accomplishments.\For the fact that I've been fighting alongside you and the others.\Sorry, Inko.\All right, let's go.\This is close enough. I'll make the drop from here.\It's too dangerous. We're still too high.\Enemy units! response:	Drop me! You can't return fire like this!
context: out of recognition for my accomplishments.\For the fact that I've been fighting alongside you and the others.\Sorry, Inko.\All right, let's go.\This is close enough. I'll make the drop from here.\It's too dangerous. We're still too high.\Enemy units!\Drop me! You can't return fire like this! response:	It's okay! The wind's strong!
context: For the fact that I've been fighting alongside you and the others.\Sorry, Inko.\All right, let's go.\This is close enough. I'll make the drop from here.\It's too dangerous. We're still too high.\Enemy units!\Drop me! You can't return fire like this!\It's okay! The wind's strong! response:	I can dodge it from this range.
context: Sorry, Inko.\All right, let's go.\This is close enough. I'll make the drop from here.\It's too dangerous. We're still too high.\Enemy units!\Drop me! You can't return fire like this!\It's okay! The wind's strong!\I can dodge it from this range. response:	Inko!
context: All right, let's go.\This is close enough. I'll make the drop from here.\It's too dangerous. We're still too high.\Enemy units!\Drop me! You can't return fire like this!\It's okay! The wind's strong!\I can dodge it from this range.\Inko! response:	A little more!
context: This is close enough. I'll make the drop from here.\It's too dangerous. We're still too high.\Enemy units!\Drop me! You can't return fire like this!\It's okay! The wind's strong!\I can dodge it from this range.\Inko!\A little more! response:	Yuki!
context: It's too dangerous. We're still too high.\Enemy units!\Drop me! You can't return fire like this!\It's okay! The wind's strong!\I can dodge it from this range.\Inko!\A little more!\Yuki! response:	I've got this!
context: Enemy units!\Drop me! You can't return fire like this!\It's okay! The wind's strong!\I can dodge it from this range.\Inko!\A little more!\Yuki!\I've got this! response:	Thanks, Yuki. It's safe to drop me, Inko.
context: Drop me! You can't return fire like this!\It's okay! The wind's strong!\I can dodge it from this range.\Inko!\A little more!\Yuki!\I've got this!\Thanks, Yuki. It's safe to drop me, Inko. response:	Roger.
context: It's okay! The wind's strong!\I can dodge it from this range.\Inko!\A little more!\Yuki!\I've got this!\Thanks, Yuki. It's safe to drop me, Inko.\Roger. response:	Be careful.
context: I can dodge it from this range.\Inko!\A little more!\Yuki!\I've got this!\Thanks, Yuki. It's safe to drop me, Inko.\Roger.\Be careful. response:	We'll split up here. Each team will search their assigned route.
context: Inko!\A little more!\Yuki!\I've got this!\Thanks, Yuki. It's safe to drop me, Inko.\Roger.\Be careful.\We'll split up here. Each team will search their assigned route. response:	When the target is spotted, carry out mission immediately.
context: A little more!\Yuki!\I've got this!\Thanks, Yuki. It's safe to drop me, Inko.\Roger.\Be careful.\We'll split up here. Each team will search their assigned route.\When the target is spotted, carry out mission immediately. response:	Dismissed.
context: Yuki!\I've got this!\Thanks, Yuki. It's safe to drop me, Inko.\Roger.\Be careful.\We'll split up here. Each team will search their assigned route.\When the target is spotted, carry out mission immediately.\Dismissed. response:	Ambush!
context: I've got this!\Thanks, Yuki. It's safe to drop me, Inko.\Roger.\Be careful.\We'll split up here. Each team will search their assigned route.\When the target is spotted, carry out mission immediately.\Dismissed.\Ambush! response:	I was also expecting an infiltration team.
context: Thanks, Yuki. It's safe to drop me, Inko.\Roger.\Be careful.\We'll split up here. Each team will search their assigned route.\When the target is spotted, carry out mission immediately.\Dismissed.\Ambush!\I was also expecting an infiltration team. response:	It is likely that the enemy has also infiltrated other zones.
context: Roger.\Be careful.\We'll split up here. Each team will search their assigned route.\When the target is spotted, carry out mission immediately.\Dismissed.\Ambush!\I was also expecting an infiltration team.\It is likely that the enemy has also infiltrated other zones. response:	I will dispatch guards.
context: Be careful.\We'll split up here. Each team will search their assigned route.\When the target is spotted, carry out mission immediately.\Dismissed.\Ambush!\I was also expecting an infiltration team.\It is likely that the enemy has also infiltrated other zones.\I will dispatch guards. response:	The princesses?
context: We'll split up here. Each team will search their assigned route.\When the target is spotted, carry out mission immediately.\Dismissed.\Ambush!\I was also expecting an infiltration team.\It is likely that the enemy has also infiltrated other zones.\I will dispatch guards.\The princesses? response:	Being relocated to a more secure block.
context: When the target is spotted, carry out mission immediately.\Dismissed.\Ambush!\I was also expecting an infiltration team.\It is likely that the enemy has also infiltrated other zones.\I will dispatch guards.\The princesses?\Being relocated to a more secure block. response:	Lord Troyard.
context: Dismissed.\Ambush!\I was also expecting an infiltration team.\It is likely that the enemy has also infiltrated other zones.\I will dispatch guards.\The princesses?\Being relocated to a more secure block.\Lord Troyard. response:	Your servant Barouhcruz has rushed over to provide assistance!!
context: Ambush!\I was also expecting an infiltration team.\It is likely that the enemy has also infiltrated other zones.\I will dispatch guards.\The princesses?\Being relocated to a more secure block.\Lord Troyard.\Your servant Barouhcruz has rushed over to provide assistance!! response:	Ah, you have come. You have my thanks.
context: I was also expecting an infiltration team.\It is likely that the enemy has also infiltrated other zones.\I will dispatch guards.\The princesses?\Being relocated to a more secure block.\Lord Troyard.\Your servant Barouhcruz has rushed over to provide assistance!!\Ah, you have come. You have my thanks. response:	I will also send Harklight to your location.
context: It is likely that the enemy has also infiltrated other zones.\I will dispatch guards.\The princesses?\Being relocated to a more secure block.\Lord Troyard.\Your servant Barouhcruz has rushed over to provide assistance!!\Ah, you have come. You have my thanks.\I will also send Harklight to your location. response:	What in the world is happening?
context: I will dispatch guards.\The princesses?\Being relocated to a more secure block.\Lord Troyard.\Your servant Barouhcruz has rushed over to provide assistance!!\Ah, you have come. You have my thanks.\I will also send Harklight to your location.\What in the world is happening? response:	I'll hold them off here. The rest of you, locate the target!
context: The princesses?\Being relocated to a more secure block.\Lord Troyard.\Your servant Barouhcruz has rushed over to provide assistance!!\Ah, you have come. You have my thanks.\I will also send Harklight to your location.\What in the world is happening?\I'll hold them off here. The rest of you, locate the target! response:	Importing base security feeds and generating map.
context: Being relocated to a more secure block.\Lord Troyard.\Your servant Barouhcruz has rushed over to provide assistance!!\Ah, you have come. You have my thanks.\I will also send Harklight to your location.\What in the world is happening?\I'll hold them off here. The rest of you, locate the target!\Importing base security feeds and generating map. response:	I'm using you too much, huh?
context: Lord Troyard.\Your servant Barouhcruz has rushed over to provide assistance!!\Ah, you have come. You have my thanks.\I will also send Harklight to your location.\What in the world is happening?\I'll hold them off here. The rest of you, locate the target!\Importing base security feeds and generating map.\I'm using you too much, huh? response:	I-I'm all right... Infiltration team position confirmed.
context: Your servant Barouhcruz has rushed over to provide assistance!!\Ah, you have come. You have my thanks.\I will also send Harklight to your location.\What in the world is happening?\I'll hold them off here. The rest of you, locate the target!\Importing base security feeds and generating map.\I'm using you too much, huh?\I-I'm all right... Infiltration team position confirmed. response:	If I follow their path of advance... that's where Seylum will be.
context: Ah, you have come. You have my thanks.\I will also send Harklight to your location.\What in the world is happening?\I'll hold them off here. The rest of you, locate the target!\Importing base security feeds and generating map.\I'm using you too much, huh?\I-I'm all right... Infiltration team position confirmed.\If I follow their path of advance... that's where Seylum will be. response:	We can do this. The enemy is as good as wiped
context: I will also send Harklight to your location.\What in the world is happening?\I'll hold them off here. The rest of you, locate the target!\Importing base security feeds and generating map.\I'm using you too much, huh?\I-I'm all right... Infiltration team position confirmed.\If I follow their path of advance... that's where Seylum will be.\We can do this. The enemy is as good as wiped response:	Ultra high-tension monofilament wire spooled around
context: What in the world is happening?\I'll hold them off here. The rest of you, locate the target!\Importing base security feeds and generating map.\I'm using you too much, huh?\I-I'm all right... Infiltration team position confirmed.\If I follow their path of advance... that's where Seylum will be.\We can do this. The enemy is as good as wiped\Ultra high-tension monofilament wire spooled around response:	a superconducting electromagnetic bobbin.
context: I'll hold them off here. The rest of you, locate the target!\Importing base security feeds and generating map.\I'm using you too much, huh?\I-I'm all right... Infiltration team position confirmed.\If I follow their path of advance... that's where Seylum will be.\We can do this. The enemy is as good as wiped\Ultra high-tension monofilament wire spooled around\a superconducting electromagnetic bobbin. response:	There is nothing that this blade cannot cut through!
context: Importing base security feeds and generating map.\I'm using you too much, huh?\I-I'm all right... Infiltration team position confirmed.\If I follow their path of advance... that's where Seylum will be.\We can do this. The enemy is as good as wiped\Ultra high-tension monofilament wire spooled around\a superconducting electromagnetic bobbin.\There is nothing that this blade cannot cut through! response:	You see to the rats in the area,
context: I'm using you too much, huh?\I-I'm all right... Infiltration team position confirmed.\If I follow their path of advance... that's where Seylum will be.\We can do this. The enemy is as good as wiped\Ultra high-tension monofilament wire spooled around\a superconducting electromagnetic bobbin.\There is nothing that this blade cannot cut through!\You see to the rats in the area, response:	Sir Harklight!
context: I-I'm all right... Infiltration team position confirmed.\If I follow their path of advance... that's where Seylum will be.\We can do this. The enemy is as good as wiped\Ultra high-tension monofilament wire spooled around\a superconducting electromagnetic bobbin.\There is nothing that this blade cannot cut through!\You see to the rats in the area,\Sir Harklight! response:	Consider it done!
context: If I follow their path of advance... that's where Seylum will be.\We can do this. The enemy is as good as wiped\Ultra high-tension monofilament wire spooled around\a superconducting electromagnetic bobbin.\There is nothing that this blade cannot cut through!\You see to the rats in the area,\Sir Harklight!\Consider it done! response:	Target located!
context: We can do this. The enemy is as good as wiped\Ultra high-tension monofilament wire spooled around\a superconducting electromagnetic bobbin.\There is nothing that this blade cannot cut through!\You see to the rats in the area,\Sir Harklight!\Consider it done!\Target located! response:	Please get back!
context: Ultra high-tension monofilament wire spooled around\a superconducting electromagnetic bobbin.\There is nothing that this blade cannot cut through!\You see to the rats in the area,\Sir Harklight!\Consider it done!\Target located!\Please get back! response:	You two!
context: a superconducting electromagnetic bobbin.\There is nothing that this blade cannot cut through!\You see to the rats in the area,\Sir Harklight!\Consider it done!\Target located!\Please get back!\You two! response:	Run, Highness!
context: There is nothing that this blade cannot cut through!\You see to the rats in the area,\Sir Harklight!\Consider it done!\Target located!\Please get back!\You two!\Run, Highness! response:	Milord Slaine, we've lost contact with the escorts!
context: You see to the rats in the area,\Sir Harklight!\Consider it done!\Target located!\Please get back!\You two!\Run, Highness!\Milord Slaine, we've lost contact with the escorts! response:	What?! Where are the princesses?!
context: Sir Harklight!\Consider it done!\Target located!\Please get back!\You two!\Run, Highness!\Milord Slaine, we've lost contact with the escorts!\What?! Where are the princesses?! response:	Making for the landing port, but enemy forces are heading there as well!
context: Consider it done!\Target located!\Please get back!\You two!\Run, Highness!\Milord Slaine, we've lost contact with the escorts!\What?! Where are the princesses?!\Making for the landing port, but enemy forces are heading there as well! response:	Sending more personnel immed
context: Target located!\Please get back!\You two!\Run, Highness!\Milord Slaine, we've lost contact with the escorts!\What?! Where are the princesses?!\Making for the landing port, but enemy forces are heading there as well!\Sending more personnel immed response:	I'll go!
context: Please get back!\You two!\Run, Highness!\Milord Slaine, we've lost contact with the escorts!\What?! Where are the princesses?!\Making for the landing port, but enemy forces are heading there as well!\Sending more personnel immed\I'll go! response:	Why would you help me?
context: You two!\Run, Highness!\Milord Slaine, we've lost contact with the escorts!\What?! Where are the princesses?!\Making for the landing port, but enemy forces are heading there as well!\Sending more personnel immed\I'll go!\Why would you help me? response:	I do not need a reason to save someone.
context: Run, Highness!\Milord Slaine, we've lost contact with the escorts!\What?! Where are the princesses?!\Making for the landing port, but enemy forces are heading there as well!\Sending more personnel immed\I'll go!\Why would you help me?\I do not need a reason to save someone. response:	Such arrogance...
context: Milord Slaine, we've lost contact with the escorts!\What?! Where are the princesses?!\Making for the landing port, but enemy forces are heading there as well!\Sending more personnel immed\I'll go!\Why would you help me?\I do not need a reason to save someone.\Such arrogance... response:	The suffering of those you save never enters your mind, does it?
context: What?! Where are the princesses?!\Making for the landing port, but enemy forces are heading there as well!\Sending more personnel immed\I'll go!\Why would you help me?\I do not need a reason to save someone.\Such arrogance...\The suffering of those you save never enters your mind, does it? response:	Milady Lemrina!
context: Making for the landing port, but enemy forces are heading there as well!\Sending more personnel immed\I'll go!\Why would you help me?\I do not need a reason to save someone.\Such arrogance...\The suffering of those you save never enters your mind, does it?\Milady Lemrina! response:	Leave me. I will remain here.
context: Sending more personnel immed\I'll go!\Why would you help me?\I do not need a reason to save someone.\Such arrogance...\The suffering of those you save never enters your mind, does it?\Milady Lemrina!\Leave me. I will remain here. response:	We must escape at once!
context: I'll go!\Why would you help me?\I do not need a reason to save someone.\Such arrogance...\The suffering of those you save never enters your mind, does it?\Milady Lemrina!\Leave me. I will remain here.\We must escape at once! response:	Escape to where? And from whom?
context: Why would you help me?\I do not need a reason to save someone.\Such arrogance...\The suffering of those you save never enters your mind, does it?\Milady Lemrina!\Leave me. I will remain here.\We must escape at once!\Escape to where? And from whom? response:	I'm certain we can find safety
context: I do not need a reason to save someone.\Such arrogance...\The suffering of those you save never enters your mind, does it?\Milady Lemrina!\Leave me. I will remain here.\We must escape at once!\Escape to where? And from whom?\I'm certain we can find safety response:	This place is my only shelter.
context: Such arrogance...\The suffering of those you save never enters your mind, does it?\Milady Lemrina!\Leave me. I will remain here.\We must escape at once!\Escape to where? And from whom?\I'm certain we can find safety\This place is my only shelter. response:	Go!
context: The suffering of those you save never enters your mind, does it?\Milady Lemrina!\Leave me. I will remain here.\We must escape at once!\Escape to where? And from whom?\I'm certain we can find safety\This place is my only shelter.\Go! response:	Where are we? Do... Do another search. Seylum...
context: Milady Lemrina!\Leave me. I will remain here.\We must escape at once!\Escape to where? And from whom?\I'm certain we can find safety\This place is my only shelter.\Go!\Where are we? Do... Do another search. Seylum... response:	I didn't expect to see you here, Inaho Kaizuka.
context: Leave me. I will remain here.\We must escape at once!\Escape to where? And from whom?\I'm certain we can find safety\This place is my only shelter.\Go!\Where are we? Do... Do another search. Seylum...\I didn't expect to see you here, Inaho Kaizuka. response:	Slaine Troyard...
context: We must escape at once!\Escape to where? And from whom?\I'm certain we can find safety\This place is my only shelter.\Go!\Where are we? Do... Do another search. Seylum...\I didn't expect to see you here, Inaho Kaizuka.\Slaine Troyard... response:	Calculate firing point from bullet path.
context: Escape to where? And from whom?\I'm certain we can find safety\This place is my only shelter.\Go!\Where are we? Do... Do another search. Seylum...\I didn't expect to see you here, Inaho Kaizuka.\Slaine Troyard...\Calculate firing point from bullet path. response:	Thermograph.
context: I'm certain we can find safety\This place is my only shelter.\Go!\Where are we? Do... Do another search. Seylum...\I didn't expect to see you here, Inaho Kaizuka.\Slaine Troyard...\Calculate firing point from bullet path.\Thermograph. response:	Steam pipes...
context: This place is my only shelter.\Go!\Where are we? Do... Do another search. Seylum...\I didn't expect to see you here, Inaho Kaizuka.\Slaine Troyard...\Calculate firing point from bullet path.\Thermograph.\Steam pipes... response:	Where's Seylum... Where is Princess Asseylum?
context: Go!\Where are we? Do... Do another search. Seylum...\I didn't expect to see you here, Inaho Kaizuka.\Slaine Troyard...\Calculate firing point from bullet path.\Thermograph.\Steam pipes...\Where's Seylum... Where is Princess Asseylum? response:	Don't get her involved!
context: Where are we? Do... Do another search. Seylum...\I didn't expect to see you here, Inaho Kaizuka.\Slaine Troyard...\Calculate firing point from bullet path.\Thermograph.\Steam pipes...\Where's Seylum... Where is Princess Asseylum?\Don't get her involved! response:	Get her involved? She is a means to achieving my ends.
context: I didn't expect to see you here, Inaho Kaizuka.\Slaine Troyard...\Calculate firing point from bullet path.\Thermograph.\Steam pipes...\Where's Seylum... Where is Princess Asseylum?\Don't get her involved!\Get her involved? She is a means to achieving my ends. response:	Nothing more.
context: Slaine Troyard...\Calculate firing point from bullet path.\Thermograph.\Steam pipes...\Where's Seylum... Where is Princess Asseylum?\Don't get her involved!\Get her involved? She is a means to achieving my ends.\Nothing more. response:	You're going to exploit her?
context: Calculate firing point from bullet path.\Thermograph.\Steam pipes...\Where's Seylum... Where is Princess Asseylum?\Don't get her involved!\Get her involved? She is a means to achieving my ends.\Nothing more.\You're going to exploit her? response:	If she is, do you have a problem with that?!
context: Thermograph.\Steam pipes...\Where's Seylum... Where is Princess Asseylum?\Don't get her involved!\Get her involved? She is a means to achieving my ends.\Nothing more.\You're going to exploit her?\If she is, do you have a problem with that?! response:	You were an enemy all along!
context: Steam pipes...\Where's Seylum... Where is Princess Asseylum?\Don't get her involved!\Get her involved? She is a means to achieving my ends.\Nothing more.\You're going to exploit her?\If she is, do you have a problem with that?!\You were an enemy all along! response:	If that's all you were, there would have been no need to hate you.
context: Where's Seylum... Where is Princess Asseylum?\Don't get her involved!\Get her involved? She is a means to achieving my ends.\Nothing more.\You're going to exploit her?\If she is, do you have a problem with that?!\You were an enemy all along!\If that's all you were, there would have been no need to hate you. response:	Over there!
context: Don't get her involved!\Get her involved? She is a means to achieving my ends.\Nothing more.\You're going to exploit her?\If she is, do you have a problem with that?!\You were an enemy all along!\If that's all you were, there would have been no need to hate you.\Over there! response:	After him!
context: Get her involved? She is a means to achieving my ends.\Nothing more.\You're going to exploit her?\If she is, do you have a problem with that?!\You were an enemy all along!\If that's all you were, there would have been no need to hate you.\Over there!\After him! response:	Let's go!
