context: You've noticed, have you?! response:	Butts?!
context: And who are you?\I'm the master here, Macao.\I would know your purpose in coming here.\Actually...\We need to speak with Lucy-sama directly.\Quite so! It has to do with that sky.\Lucy and Natsu were both captured by Oracion Seis.\What?! response:	Would you tell us?
context: I'm the master here, Macao.\I would know your purpose in coming here.\Actually...\We need to speak with Lucy-sama directly.\Quite so! It has to do with that sky.\Lucy and Natsu were both captured by Oracion Seis.\What?!\Would you tell us? response:	We would like to hear even a little information.
context: I would know your purpose in coming here.\Actually...\We need to speak with Lucy-sama directly.\Quite so! It has to do with that sky.\Lucy and Natsu were both captured by Oracion Seis.\What?!\Would you tell us?\We would like to hear even a little information. response:	Now, with circumstances continually changing,
context: Actually...\We need to speak with Lucy-sama directly.\Quite so! It has to do with that sky.\Lucy and Natsu were both captured by Oracion Seis.\What?!\Would you tell us?\We would like to hear even a little information.\Now, with circumstances continually changing, response:	I suppose there's no longer any reason to hide it, actually.
context: We need to speak with Lucy-sama directly.\Quite so! It has to do with that sky.\Lucy and Natsu were both captured by Oracion Seis.\What?!\Would you tell us?\We would like to hear even a little information.\Now, with circumstances continually changing,\I suppose there's no longer any reason to hide it, actually. response:	Everyone, you know of Will Neville, yes?
context: Quite so! It has to do with that sky.\Lucy and Natsu were both captured by Oracion Seis.\What?!\Would you tell us?\We would like to hear even a little information.\Now, with circumstances continually changing,\I suppose there's no longer any reason to hide it, actually.\Everyone, you know of Will Neville, yes? response:	Actually, I am Jean-Luc Neville, Will's great-grandson.
context: Lucy and Natsu were both captured by Oracion Seis.\What?!\Would you tell us?\We would like to hear even a little information.\Now, with circumstances continually changing,\I suppose there's no longer any reason to hide it, actually.\Everyone, you know of Will Neville, yes?\Actually, I am Jean-Luc Neville, Will's great-grandson. response:	This is unexpected...
context: What?!\Would you tell us?\We would like to hear even a little information.\Now, with circumstances continually changing,\I suppose there's no longer any reason to hide it, actually.\Everyone, you know of Will Neville, yes?\Actually, I am Jean-Luc Neville, Will's great-grandson.\This is unexpected... response:	Actually, I was on good terms with Lucy-sama's father, Jude Heartfilia-sama.
context: Would you tell us?\We would like to hear even a little information.\Now, with circumstances continually changing,\I suppose there's no longer any reason to hide it, actually.\Everyone, you know of Will Neville, yes?\Actually, I am Jean-Luc Neville, Will's great-grandson.\This is unexpected...\Actually, I was on good terms with Lucy-sama's father, Jude Heartfilia-sama. response:	Lucy's dad... This story is starting to come together somehow...
context: We would like to hear even a little information.\Now, with circumstances continually changing,\I suppose there's no longer any reason to hide it, actually.\Everyone, you know of Will Neville, yes?\Actually, I am Jean-Luc Neville, Will's great-grandson.\This is unexpected...\Actually, I was on good terms with Lucy-sama's father, Jude Heartfilia-sama.\Lucy's dad... This story is starting to come together somehow... response:	Actually, I have devoted my life to seeing that the Infinity Clock stays sealed away.
context: Now, with circumstances continually changing,\I suppose there's no longer any reason to hide it, actually.\Everyone, you know of Will Neville, yes?\Actually, I am Jean-Luc Neville, Will's great-grandson.\This is unexpected...\Actually, I was on good terms with Lucy-sama's father, Jude Heartfilia-sama.\Lucy's dad... This story is starting to come together somehow...\Actually, I have devoted my life to seeing that the Infinity Clock stays sealed away. response:	Are you a Celestial Spirit Wizard?
context: I suppose there's no longer any reason to hide it, actually.\Everyone, you know of Will Neville, yes?\Actually, I am Jean-Luc Neville, Will's great-grandson.\This is unexpected...\Actually, I was on good terms with Lucy-sama's father, Jude Heartfilia-sama.\Lucy's dad... This story is starting to come together somehow...\Actually, I have devoted my life to seeing that the Infinity Clock stays sealed away.\Are you a Celestial Spirit Wizard? response:	No. As someone who has inherited the Neville name,
context: Everyone, you know of Will Neville, yes?\Actually, I am Jean-Luc Neville, Will's great-grandson.\This is unexpected...\Actually, I was on good terms with Lucy-sama's father, Jude Heartfilia-sama.\Lucy's dad... This story is starting to come together somehow...\Actually, I have devoted my life to seeing that the Infinity Clock stays sealed away.\Are you a Celestial Spirit Wizard?\No. As someone who has inherited the Neville name, response:	I just know the history of the Infinity Clock.
context: Actually, I am Jean-Luc Neville, Will's great-grandson.\This is unexpected...\Actually, I was on good terms with Lucy-sama's father, Jude Heartfilia-sama.\Lucy's dad... This story is starting to come together somehow...\Actually, I have devoted my life to seeing that the Infinity Clock stays sealed away.\Are you a Celestial Spirit Wizard?\No. As someone who has inherited the Neville name,\I just know the history of the Infinity Clock. response:	My purpose is to give the warning if there is a threat of chaos
context: This is unexpected...\Actually, I was on good terms with Lucy-sama's father, Jude Heartfilia-sama.\Lucy's dad... This story is starting to come together somehow...\Actually, I have devoted my life to seeing that the Infinity Clock stays sealed away.\Are you a Celestial Spirit Wizard?\No. As someone who has inherited the Neville name,\I just know the history of the Infinity Clock.\My purpose is to give the warning if there is a threat of chaos response:	spreading throughout the world and to take precautions against it.
context: Actually, I was on good terms with Lucy-sama's father, Jude Heartfilia-sama.\Lucy's dad... This story is starting to come together somehow...\Actually, I have devoted my life to seeing that the Infinity Clock stays sealed away.\Are you a Celestial Spirit Wizard?\No. As someone who has inherited the Neville name,\I just know the history of the Infinity Clock.\My purpose is to give the warning if there is a threat of chaos\spreading throughout the world and to take precautions against it. response:	Actually, it happened several months ago...
context: Lucy's dad... This story is starting to come together somehow...\Actually, I have devoted my life to seeing that the Infinity Clock stays sealed away.\Are you a Celestial Spirit Wizard?\No. As someone who has inherited the Neville name,\I just know the history of the Infinity Clock.\My purpose is to give the warning if there is a threat of chaos\spreading throughout the world and to take precautions against it.\Actually, it happened several months ago... response:	At the excavation site of certain ruins, a hand of the Infinity Clock was discovered.
context: Actually, I have devoted my life to seeing that the Infinity Clock stays sealed away.\Are you a Celestial Spirit Wizard?\No. As someone who has inherited the Neville name,\I just know the history of the Infinity Clock.\My purpose is to give the warning if there is a threat of chaos\spreading throughout the world and to take precautions against it.\Actually, it happened several months ago...\At the excavation site of certain ruins, a hand of the Infinity Clock was discovered. response:	The ruins were there to keep magic sealed away.
context: Are you a Celestial Spirit Wizard?\No. As someone who has inherited the Neville name,\I just know the history of the Infinity Clock.\My purpose is to give the warning if there is a threat of chaos\spreading throughout the world and to take precautions against it.\Actually, it happened several months ago...\At the excavation site of certain ruins, a hand of the Infinity Clock was discovered.\The ruins were there to keep magic sealed away. response:	Actually, the Archaeological Society received word from the expedition,
context: No. As someone who has inherited the Neville name,\I just know the history of the Infinity Clock.\My purpose is to give the warning if there is a threat of chaos\spreading throughout the world and to take precautions against it.\Actually, it happened several months ago...\At the excavation site of certain ruins, a hand of the Infinity Clock was discovered.\The ruins were there to keep magic sealed away.\Actually, the Archaeological Society received word from the expedition, response:	but by the time we got there, it was too late.
context: I just know the history of the Infinity Clock.\My purpose is to give the warning if there is a threat of chaos\spreading throughout the world and to take precautions against it.\Actually, it happened several months ago...\At the excavation site of certain ruins, a hand of the Infinity Clock was discovered.\The ruins were there to keep magic sealed away.\Actually, the Archaeological Society received word from the expedition,\but by the time we got there, it was too late. response:	Somehow, it had actually had fallen into Jude's hands.
context: My purpose is to give the warning if there is a threat of chaos\spreading throughout the world and to take precautions against it.\Actually, it happened several months ago...\At the excavation site of certain ruins, a hand of the Infinity Clock was discovered.\The ruins were there to keep magic sealed away.\Actually, the Archaeological Society received word from the expedition,\but by the time we got there, it was too late.\Somehow, it had actually had fallen into Jude's hands. response:	Actually, the clock hand possesses an extremely high level of magic
context: spreading throughout the world and to take precautions against it.\Actually, it happened several months ago...\At the excavation site of certain ruins, a hand of the Infinity Clock was discovered.\The ruins were there to keep magic sealed away.\Actually, the Archaeological Society received word from the expedition,\but by the time we got there, it was too late.\Somehow, it had actually had fallen into Jude's hands.\Actually, the clock hand possesses an extremely high level of magic response:	that is easy to track down.
context: Actually, it happened several months ago...\At the excavation site of certain ruins, a hand of the Infinity Clock was discovered.\The ruins were there to keep magic sealed away.\Actually, the Archaeological Society received word from the expedition,\but by the time we got there, it was too late.\Somehow, it had actually had fallen into Jude's hands.\Actually, the clock hand possesses an extremely high level of magic\that is easy to track down. response:	If it had fallen into the wrong hands, it's very likely that chaos would be summoned.
context: At the excavation site of certain ruins, a hand of the Infinity Clock was discovered.\The ruins were there to keep magic sealed away.\Actually, the Archaeological Society received word from the expedition,\but by the time we got there, it was too late.\Somehow, it had actually had fallen into Jude's hands.\Actually, the clock hand possesses an extremely high level of magic\that is easy to track down.\If it had fallen into the wrong hands, it's very likely that chaos would be summoned. response:	I was anxious, but when I found out at last that Jude-sama had it, I got in touch with him.
context: The ruins were there to keep magic sealed away.\Actually, the Archaeological Society received word from the expedition,\but by the time we got there, it was too late.\Somehow, it had actually had fallen into Jude's hands.\Actually, the clock hand possesses an extremely high level of magic\that is easy to track down.\If it had fallen into the wrong hands, it's very likely that chaos would be summoned.\I was anxious, but when I found out at last that Jude-sama had it, I got in touch with him. response:	In order to seal away the magic that it was emitting, I wrapped it in a magic cloth.
context: Actually, the Archaeological Society received word from the expedition,\but by the time we got there, it was too late.\Somehow, it had actually had fallen into Jude's hands.\Actually, the clock hand possesses an extremely high level of magic\that is easy to track down.\If it had fallen into the wrong hands, it's very likely that chaos would be summoned.\I was anxious, but when I found out at last that Jude-sama had it, I got in touch with him.\In order to seal away the magic that it was emitting, I wrapped it in a magic cloth. response:	Then, Jude-sama searched for another safe place to seal it away.
context: but by the time we got there, it was too late.\Somehow, it had actually had fallen into Jude's hands.\Actually, the clock hand possesses an extremely high level of magic\that is easy to track down.\If it had fallen into the wrong hands, it's very likely that chaos would be summoned.\I was anxious, but when I found out at last that Jude-sama had it, I got in touch with him.\In order to seal away the magic that it was emitting, I wrapped it in a magic cloth.\Then, Jude-sama searched for another safe place to seal it away. response:	He made me that promise, actually.
context: Somehow, it had actually had fallen into Jude's hands.\Actually, the clock hand possesses an extremely high level of magic\that is easy to track down.\If it had fallen into the wrong hands, it's very likely that chaos would be summoned.\I was anxious, but when I found out at last that Jude-sama had it, I got in touch with him.\In order to seal away the magic that it was emitting, I wrapped it in a magic cloth.\Then, Jude-sama searched for another safe place to seal it away.\He made me that promise, actually. response:	So my guess is that Lucy's father meant to entrust that to her...
context: Actually, the clock hand possesses an extremely high level of magic\that is easy to track down.\If it had fallen into the wrong hands, it's very likely that chaos would be summoned.\I was anxious, but when I found out at last that Jude-sama had it, I got in touch with him.\In order to seal away the magic that it was emitting, I wrapped it in a magic cloth.\Then, Jude-sama searched for another safe place to seal it away.\He made me that promise, actually.\So my guess is that Lucy's father meant to entrust that to her... response:	How dangerous is the Infinity Clock?
context: that is easy to track down.\If it had fallen into the wrong hands, it's very likely that chaos would be summoned.\I was anxious, but when I found out at last that Jude-sama had it, I got in touch with him.\In order to seal away the magic that it was emitting, I wrapped it in a magic cloth.\Then, Jude-sama searched for another safe place to seal it away.\He made me that promise, actually.\So my guess is that Lucy's father meant to entrust that to her...\How dangerous is the Infinity Clock? response:	It's powerful magic that activates the endless nightmare... Real Nightmare.
context: If it had fallen into the wrong hands, it's very likely that chaos would be summoned.\I was anxious, but when I found out at last that Jude-sama had it, I got in touch with him.\In order to seal away the magic that it was emitting, I wrapped it in a magic cloth.\Then, Jude-sama searched for another safe place to seal it away.\He made me that promise, actually.\So my guess is that Lucy's father meant to entrust that to her...\How dangerous is the Infinity Clock?\It's powerful magic that activates the endless nightmare... Real Nightmare. response:	Real Nightmare?
context: I was anxious, but when I found out at last that Jude-sama had it, I got in touch with him.\In order to seal away the magic that it was emitting, I wrapped it in a magic cloth.\Then, Jude-sama searched for another safe place to seal it away.\He made me that promise, actually.\So my guess is that Lucy's father meant to entrust that to her...\How dangerous is the Infinity Clock?\It's powerful magic that activates the endless nightmare... Real Nightmare.\Real Nightmare? response:	Actually, it controls the sense of time that humans possess,
context: In order to seal away the magic that it was emitting, I wrapped it in a magic cloth.\Then, Jude-sama searched for another safe place to seal it away.\He made me that promise, actually.\So my guess is that Lucy's father meant to entrust that to her...\How dangerous is the Infinity Clock?\It's powerful magic that activates the endless nightmare... Real Nightmare.\Real Nightmare?\Actually, it controls the sense of time that humans possess, response:	thereby controlling time itself!
context: Then, Jude-sama searched for another safe place to seal it away.\He made me that promise, actually.\So my guess is that Lucy's father meant to entrust that to her...\How dangerous is the Infinity Clock?\It's powerful magic that activates the endless nightmare... Real Nightmare.\Real Nightmare?\Actually, it controls the sense of time that humans possess,\thereby controlling time itself! response:	It's a bit difficult to explain,
context: He made me that promise, actually.\So my guess is that Lucy's father meant to entrust that to her...\How dangerous is the Infinity Clock?\It's powerful magic that activates the endless nightmare... Real Nightmare.\Real Nightmare?\Actually, it controls the sense of time that humans possess,\thereby controlling time itself!\It's a bit difficult to explain, response:	but it doesn't actually manipulate time.
context: So my guess is that Lucy's father meant to entrust that to her...\How dangerous is the Infinity Clock?\It's powerful magic that activates the endless nightmare... Real Nightmare.\Real Nightmare?\Actually, it controls the sense of time that humans possess,\thereby controlling time itself!\It's a bit difficult to explain,\but it doesn't actually manipulate time. response:	It's all a matter of the human sense...
context: How dangerous is the Infinity Clock?\It's powerful magic that activates the endless nightmare... Real Nightmare.\Real Nightmare?\Actually, it controls the sense of time that humans possess,\thereby controlling time itself!\It's a bit difficult to explain,\but it doesn't actually manipulate time.\It's all a matter of the human sense... response:	Do you understand?
context: It's powerful magic that activates the endless nightmare... Real Nightmare.\Real Nightmare?\Actually, it controls the sense of time that humans possess,\thereby controlling time itself!\It's a bit difficult to explain,\but it doesn't actually manipulate time.\It's all a matter of the human sense...\Do you understand? response:	Don't ask me!
context: Real Nightmare?\Actually, it controls the sense of time that humans possess,\thereby controlling time itself!\It's a bit difficult to explain,\but it doesn't actually manipulate time.\It's all a matter of the human sense...\Do you understand?\Don't ask me! response:	The control of time is what's meant by chaos will descend.
context: Actually, it controls the sense of time that humans possess,\thereby controlling time itself!\It's a bit difficult to explain,\but it doesn't actually manipulate time.\It's all a matter of the human sense...\Do you understand?\Don't ask me!\The control of time is what's meant by chaos will descend. response:	And that'll bring about the end of the world?
context: thereby controlling time itself!\It's a bit difficult to explain,\but it doesn't actually manipulate time.\It's all a matter of the human sense...\Do you understand?\Don't ask me!\The control of time is what's meant by chaos will descend.\And that'll bring about the end of the world? response:	I'm finding it hard to picture that.
context: It's a bit difficult to explain,\but it doesn't actually manipulate time.\It's all a matter of the human sense...\Do you understand?\Don't ask me!\The control of time is what's meant by chaos will descend.\And that'll bring about the end of the world?\I'm finding it hard to picture that. response:	Think about it. Right now is when, actually?
context: but it doesn't actually manipulate time.\It's all a matter of the human sense...\Do you understand?\Don't ask me!\The control of time is what's meant by chaos will descend.\And that'll bring about the end of the world?\I'm finding it hard to picture that.\Think about it. Right now is when, actually? response:	What are you actually doing right now?
context: It's all a matter of the human sense...\Do you understand?\Don't ask me!\The control of time is what's meant by chaos will descend.\And that'll bring about the end of the world?\I'm finding it hard to picture that.\Think about it. Right now is when, actually?\What are you actually doing right now? response:	Who is actually standing in front of you?
context: Do you understand?\Don't ask me!\The control of time is what's meant by chaos will descend.\And that'll bring about the end of the world?\I'm finding it hard to picture that.\Think about it. Right now is when, actually?\What are you actually doing right now?\Who is actually standing in front of you? response:	You'll lose the ability to comprehend every last bit of your own mind.
context: Don't ask me!\The control of time is what's meant by chaos will descend.\And that'll bring about the end of the world?\I'm finding it hard to picture that.\Think about it. Right now is when, actually?\What are you actually doing right now?\Who is actually standing in front of you?\You'll lose the ability to comprehend every last bit of your own mind. response:	A person's memories and consciousness are actually an accumulation of all of his or her experiences up to now.
context: The control of time is what's meant by chaos will descend.\And that'll bring about the end of the world?\I'm finding it hard to picture that.\Think about it. Right now is when, actually?\What are you actually doing right now?\Who is actually standing in front of you?\You'll lose the ability to comprehend every last bit of your own mind.\A person's memories and consciousness are actually an accumulation of all of his or her experiences up to now. response:	If the connection between all those times are manipulated, actually...
context: And that'll bring about the end of the world?\I'm finding it hard to picture that.\Think about it. Right now is when, actually?\What are you actually doing right now?\Who is actually standing in front of you?\You'll lose the ability to comprehend every last bit of your own mind.\A person's memories and consciousness are actually an accumulation of all of his or her experiences up to now.\If the connection between all those times are manipulated, actually... response:	That's some serious stuff.
context: I'm finding it hard to picture that.\Think about it. Right now is when, actually?\What are you actually doing right now?\Who is actually standing in front of you?\You'll lose the ability to comprehend every last bit of your own mind.\A person's memories and consciousness are actually an accumulation of all of his or her experiences up to now.\If the connection between all those times are manipulated, actually...\That's some serious stuff. response:	Chaos doesn't even begin to describe it.
context: Think about it. Right now is when, actually?\What are you actually doing right now?\Who is actually standing in front of you?\You'll lose the ability to comprehend every last bit of your own mind.\A person's memories and consciousness are actually an accumulation of all of his or her experiences up to now.\If the connection between all those times are manipulated, actually...\That's some serious stuff.\Chaos doesn't even begin to describe it. response:	The Infinity Clock is in the sky over Zentopia Cathedral.
context: What are you actually doing right now?\Who is actually standing in front of you?\You'll lose the ability to comprehend every last bit of your own mind.\A person's memories and consciousness are actually an accumulation of all of his or her experiences up to now.\If the connection between all those times are manipulated, actually...\That's some serious stuff.\Chaos doesn't even begin to describe it.\The Infinity Clock is in the sky over Zentopia Cathedral. response:	I'm told that the roots of the religion's liturgy comes from that.
context: Who is actually standing in front of you?\You'll lose the ability to comprehend every last bit of your own mind.\A person's memories and consciousness are actually an accumulation of all of his or her experiences up to now.\If the connection between all those times are manipulated, actually...\That's some serious stuff.\Chaos doesn't even begin to describe it.\The Infinity Clock is in the sky over Zentopia Cathedral.\I'm told that the roots of the religion's liturgy comes from that. response:	It's said that the people who survived the chaos of the clock long ago
context: You'll lose the ability to comprehend every last bit of your own mind.\A person's memories and consciousness are actually an accumulation of all of his or her experiences up to now.\If the connection between all those times are manipulated, actually...\That's some serious stuff.\Chaos doesn't even begin to describe it.\The Infinity Clock is in the sky over Zentopia Cathedral.\I'm told that the roots of the religion's liturgy comes from that.\It's said that the people who survived the chaos of the clock long ago response:	are the ones who actually founded Zentopia.
context: A person's memories and consciousness are actually an accumulation of all of his or her experiences up to now.\If the connection between all those times are manipulated, actually...\That's some serious stuff.\Chaos doesn't even begin to describe it.\The Infinity Clock is in the sky over Zentopia Cathedral.\I'm told that the roots of the religion's liturgy comes from that.\It's said that the people who survived the chaos of the clock long ago\are the ones who actually founded Zentopia. response:	They sealed away the terror and have warned of it all along, actually.
context: If the connection between all those times are manipulated, actually...\That's some serious stuff.\Chaos doesn't even begin to describe it.\The Infinity Clock is in the sky over Zentopia Cathedral.\I'm told that the roots of the religion's liturgy comes from that.\It's said that the people who survived the chaos of the clock long ago\are the ones who actually founded Zentopia.\They sealed away the terror and have warned of it all along, actually. response:	For a long time, its existence was actually hidden from Zentopia's history,
context: That's some serious stuff.\Chaos doesn't even begin to describe it.\The Infinity Clock is in the sky over Zentopia Cathedral.\I'm told that the roots of the religion's liturgy comes from that.\It's said that the people who survived the chaos of the clock long ago\are the ones who actually founded Zentopia.\They sealed away the terror and have warned of it all along, actually.\For a long time, its existence was actually hidden from Zentopia's history, response:	but once every 100 years, the magic it accumulated was released,
context: Chaos doesn't even begin to describe it.\The Infinity Clock is in the sky over Zentopia Cathedral.\I'm told that the roots of the religion's liturgy comes from that.\It's said that the people who survived the chaos of the clock long ago\are the ones who actually founded Zentopia.\They sealed away the terror and have warned of it all along, actually.\For a long time, its existence was actually hidden from Zentopia's history,\but once every 100 years, the magic it accumulated was released, response:	often making it the target of evildoers.
context: The Infinity Clock is in the sky over Zentopia Cathedral.\I'm told that the roots of the religion's liturgy comes from that.\It's said that the people who survived the chaos of the clock long ago\are the ones who actually founded Zentopia.\They sealed away the terror and have warned of it all along, actually.\For a long time, its existence was actually hidden from Zentopia's history,\but once every 100 years, the magic it accumulated was released,\often making it the target of evildoers. response:	I'm begging you. Please take this job, Fairy Tail.
context: I'm told that the roots of the religion's liturgy comes from that.\It's said that the people who survived the chaos of the clock long ago\are the ones who actually founded Zentopia.\They sealed away the terror and have warned of it all along, actually.\For a long time, its existence was actually hidden from Zentopia's history,\but once every 100 years, the magic it accumulated was released,\often making it the target of evildoers.\I'm begging you. Please take this job, Fairy Tail. response:	Please stop it... Stop the Infinity Clock!
context: It's said that the people who survived the chaos of the clock long ago\are the ones who actually founded Zentopia.\They sealed away the terror and have warned of it all along, actually.\For a long time, its existence was actually hidden from Zentopia's history,\but once every 100 years, the magic it accumulated was released,\often making it the target of evildoers.\I'm begging you. Please take this job, Fairy Tail.\Please stop it... Stop the Infinity Clock! response:	We don't need to be asked, right?
context: are the ones who actually founded Zentopia.\They sealed away the terror and have warned of it all along, actually.\For a long time, its existence was actually hidden from Zentopia's history,\but once every 100 years, the magic it accumulated was released,\often making it the target of evildoers.\I'm begging you. Please take this job, Fairy Tail.\Please stop it... Stop the Infinity Clock!\We don't need to be asked, right? response:	Nope.
context: They sealed away the terror and have warned of it all along, actually.\For a long time, its existence was actually hidden from Zentopia's history,\but once every 100 years, the magic it accumulated was released,\often making it the target of evildoers.\I'm begging you. Please take this job, Fairy Tail.\Please stop it... Stop the Infinity Clock!\We don't need to be asked, right?\Nope. response:	Yeah! We have to save Natsu and Lucy, too!
context: For a long time, its existence was actually hidden from Zentopia's history,\but once every 100 years, the magic it accumulated was released,\often making it the target of evildoers.\I'm begging you. Please take this job, Fairy Tail.\Please stop it... Stop the Infinity Clock!\We don't need to be asked, right?\Nope.\Yeah! We have to save Natsu and Lucy, too! response:	Alright. We'll accept this job.
context: but once every 100 years, the magic it accumulated was released,\often making it the target of evildoers.\I'm begging you. Please take this job, Fairy Tail.\Please stop it... Stop the Infinity Clock!\We don't need to be asked, right?\Nope.\Yeah! We have to save Natsu and Lucy, too!\Alright. We'll accept this job. response:	Fairy Tail will take care of this!
context: often making it the target of evildoers.\I'm begging you. Please take this job, Fairy Tail.\Please stop it... Stop the Infinity Clock!\We don't need to be asked, right?\Nope.\Yeah! We have to save Natsu and Lucy, too!\Alright. We'll accept this job.\Fairy Tail will take care of this! response:	Congratulations on the restoration of the Infinity Castle, Brain II!
context: I'm begging you. Please take this job, Fairy Tail.\Please stop it... Stop the Infinity Clock!\We don't need to be asked, right?\Nope.\Yeah! We have to save Natsu and Lucy, too!\Alright. We'll accept this job.\Fairy Tail will take care of this!\Congratulations on the restoration of the Infinity Castle, Brain II! response:	It's been tough on you, huh, Klodoa?
context: Please stop it... Stop the Infinity Clock!\We don't need to be asked, right?\Nope.\Yeah! We have to save Natsu and Lucy, too!\Alright. We'll accept this job.\Fairy Tail will take care of this!\Congratulations on the restoration of the Infinity Castle, Brain II!\It's been tough on you, huh, Klodoa? response:	No, no. All I did was follow Master Zero's orders, yeah.
context: We don't need to be asked, right?\Nope.\Yeah! We have to save Natsu and Lucy, too!\Alright. We'll accept this job.\Fairy Tail will take care of this!\Congratulations on the restoration of the Infinity Castle, Brain II!\It's been tough on you, huh, Klodoa?\No, no. All I did was follow Master Zero's orders, yeah. response:	That being said, we've progressed this far because of Master Zero's favorite thing, your skill.
context: Nope.\Yeah! We have to save Natsu and Lucy, too!\Alright. We'll accept this job.\Fairy Tail will take care of this!\Congratulations on the restoration of the Infinity Castle, Brain II!\It's been tough on you, huh, Klodoa?\No, no. All I did was follow Master Zero's orders, yeah.\That being said, we've progressed this far because of Master Zero's favorite thing, your skill. response:	I'm impressed as always!
context: Yeah! We have to save Natsu and Lucy, too!\Alright. We'll accept this job.\Fairy Tail will take care of this!\Congratulations on the restoration of the Infinity Castle, Brain II!\It's been tough on you, huh, Klodoa?\No, no. All I did was follow Master Zero's orders, yeah.\That being said, we've progressed this far because of Master Zero's favorite thing, your skill.\I'm impressed as always! response:	And on top of that, this smart alec brat!
context: Alright. We'll accept this job.\Fairy Tail will take care of this!\Congratulations on the restoration of the Infinity Castle, Brain II!\It's been tough on you, huh, Klodoa?\No, no. All I did was follow Master Zero's orders, yeah.\That being said, we've progressed this far because of Master Zero's favorite thing, your skill.\I'm impressed as always!\And on top of that, this smart alec brat! response:	It's also impressive how Imitatia-sama used her.
context: Fairy Tail will take care of this!\Congratulations on the restoration of the Infinity Castle, Brain II!\It's been tough on you, huh, Klodoa?\No, no. All I did was follow Master Zero's orders, yeah.\That being said, we've progressed this far because of Master Zero's favorite thing, your skill.\I'm impressed as always!\And on top of that, this smart alec brat!\It's also impressive how Imitatia-sama used her. response:	Michelle... Tell me... Why...?
context: Congratulations on the restoration of the Infinity Castle, Brain II!\It's been tough on you, huh, Klodoa?\No, no. All I did was follow Master Zero's orders, yeah.\That being said, we've progressed this far because of Master Zero's favorite thing, your skill.\I'm impressed as always!\And on top of that, this smart alec brat!\It's also impressive how Imitatia-sama used her.\Michelle... Tell me... Why...? response:	Say something!
context: It's been tough on you, huh, Klodoa?\No, no. All I did was follow Master Zero's orders, yeah.\That being said, we've progressed this far because of Master Zero's favorite thing, your skill.\I'm impressed as always!\And on top of that, this smart alec brat!\It's also impressive how Imitatia-sama used her.\Michelle... Tell me... Why...?\Say something! response:	My name is Imitatia, not Michelle.
context: No, no. All I did was follow Master Zero's orders, yeah.\That being said, we've progressed this far because of Master Zero's favorite thing, your skill.\I'm impressed as always!\And on top of that, this smart alec brat!\It's also impressive how Imitatia-sama used her.\Michelle... Tell me... Why...?\Say something!\My name is Imitatia, not Michelle. response:	Stop making me tell you that.
context: That being said, we've progressed this far because of Master Zero's favorite thing, your skill.\I'm impressed as always!\And on top of that, this smart alec brat!\It's also impressive how Imitatia-sama used her.\Michelle... Tell me... Why...?\Say something!\My name is Imitatia, not Michelle.\Stop making me tell you that. response:	We have a Celestial Spirit Wizard.
context: I'm impressed as always!\And on top of that, this smart alec brat!\It's also impressive how Imitatia-sama used her.\Michelle... Tell me... Why...?\Say something!\My name is Imitatia, not Michelle.\Stop making me tell you that.\We have a Celestial Spirit Wizard. response:	The endless nightmare will begin...
context: And on top of that, this smart alec brat!\It's also impressive how Imitatia-sama used her.\Michelle... Tell me... Why...?\Say something!\My name is Imitatia, not Michelle.\Stop making me tell you that.\We have a Celestial Spirit Wizard.\The endless nightmare will begin... response:	You know that to seal the Infinity Clock,
context: It's also impressive how Imitatia-sama used her.\Michelle... Tell me... Why...?\Say something!\My name is Imitatia, not Michelle.\Stop making me tell you that.\We have a Celestial Spirit Wizard.\The endless nightmare will begin...\You know that to seal the Infinity Clock, response:	Celestial Spirit Wizards were actually utilizing a biological link, yes?
context: Michelle... Tell me... Why...?\Say something!\My name is Imitatia, not Michelle.\Stop making me tell you that.\We have a Celestial Spirit Wizard.\The endless nightmare will begin...\You know that to seal the Infinity Clock,\Celestial Spirit Wizards were actually utilizing a biological link, yes? response:	We heard something like that.
context: Say something!\My name is Imitatia, not Michelle.\Stop making me tell you that.\We have a Celestial Spirit Wizard.\The endless nightmare will begin...\You know that to seal the Infinity Clock,\Celestial Spirit Wizards were actually utilizing a biological link, yes?\We heard something like that. response:	The new Oracion Seis was cutting that link, right?
context: My name is Imitatia, not Michelle.\Stop making me tell you that.\We have a Celestial Spirit Wizard.\The endless nightmare will begin...\You know that to seal the Infinity Clock,\Celestial Spirit Wizards were actually utilizing a biological link, yes?\We heard something like that.\The new Oracion Seis was cutting that link, right? response:	Actually, if the link is severed,
context: Stop making me tell you that.\We have a Celestial Spirit Wizard.\The endless nightmare will begin...\You know that to seal the Infinity Clock,\Celestial Spirit Wizards were actually utilizing a biological link, yes?\We heard something like that.\The new Oracion Seis was cutting that link, right?\Actually, if the link is severed, response:	it seems the Celestial Spirit Wizard is cursed with 100 years of sleep
context: We have a Celestial Spirit Wizard.\The endless nightmare will begin...\You know that to seal the Infinity Clock,\Celestial Spirit Wizards were actually utilizing a biological link, yes?\We heard something like that.\The new Oracion Seis was cutting that link, right?\Actually, if the link is severed,\it seems the Celestial Spirit Wizard is cursed with 100 years of sleep response:	and goes into a chrysalis-like state.
