context: Uesugi-san! response:	Y-Yotsuba!
context: We're going to pick out clothes for Uesugi-san to wear at the school camp.\I'll go first.\I chose something really loud.\I can't help but think you're messing with me.\A hint of Japanese style would suit Futaro the best.\This is way more than a hint!\I've chosen a manly outfit for you.\What the hell is your idea of manliness?! response:	Nino's choosing really carefully.
context: I'll go first.\I chose something really loud.\I can't help but think you're messing with me.\A hint of Japanese style would suit Futaro the best.\This is way more than a hint!\I've chosen a manly outfit for you.\What the hell is your idea of manliness?!\Nino's choosing really carefully. response:	She's serious.
context: I chose something really loud.\I can't help but think you're messing with me.\A hint of Japanese style would suit Futaro the best.\This is way more than a hint!\I've chosen a manly outfit for you.\What the hell is your idea of manliness?!\Nino's choosing really carefully.\She's serious. response:	Why aren't you all taking this seriously?!
context: I can't help but think you're messing with me.\A hint of Japanese style would suit Futaro the best.\This is way more than a hint!\I've chosen a manly outfit for you.\What the hell is your idea of manliness?!\Nino's choosing really carefully.\She's serious.\Why aren't you all taking this seriously?! response:	Are you all sure about this?
context: A hint of Japanese style would suit Futaro the best.\This is way more than a hint!\I've chosen a manly outfit for you.\What the hell is your idea of manliness?!\Nino's choosing really carefully.\She's serious.\Why aren't you all taking this seriously?!\Are you all sure about this? response:	The money...
context: This is way more than a hint!\I've chosen a manly outfit for you.\What the hell is your idea of manliness?!\Nino's choosing really carefully.\She's serious.\Why aren't you all taking this seriously?!\Are you all sure about this?\The money... response:	This isn't for your sake.
context: I've chosen a manly outfit for you.\What the hell is your idea of manliness?!\Nino's choosing really carefully.\She's serious.\Why aren't you all taking this seriously?!\Are you all sure about this?\The money...\This isn't for your sake. response:	It'd be a nuisance to have you hanging around us while dressed like a hobo.
context: What the hell is your idea of manliness?!\Nino's choosing really carefully.\She's serious.\Why aren't you all taking this seriously?!\Are you all sure about this?\The money...\This isn't for your sake.\It'd be a nuisance to have you hanging around us while dressed like a hobo. response:	But you know, picking out clothes and shopping with a guy...
context: Nino's choosing really carefully.\She's serious.\Why aren't you all taking this seriously?!\Are you all sure about this?\The money...\This isn't for your sake.\It'd be a nuisance to have you hanging around us while dressed like a hobo.\But you know, picking out clothes and shopping with a guy... response:	It's kind of like a date, don't you think?
context: She's serious.\Why aren't you all taking this seriously?!\Are you all sure about this?\The money...\This isn't for your sake.\It'd be a nuisance to have you hanging around us while dressed like a hobo.\But you know, picking out clothes and shopping with a guy...\It's kind of like a date, don't you think? response:	This is just a shopping run.
context: Why aren't you all taking this seriously?!\Are you all sure about this?\The money...\This isn't for your sake.\It'd be a nuisance to have you hanging around us while dressed like a hobo.\But you know, picking out clothes and shopping with a guy...\It's kind of like a date, don't you think?\This is just a shopping run. response:	Students shouldn't be dating.
context: Are you all sure about this?\The money...\This isn't for your sake.\It'd be a nuisance to have you hanging around us while dressed like a hobo.\But you know, picking out clothes and shopping with a guy...\It's kind of like a date, don't you think?\This is just a shopping run.\Students shouldn't be dating. response:	It's improper.
context: The money...\This isn't for your sake.\It'd be a nuisance to have you hanging around us while dressed like a hobo.\But you know, picking out clothes and shopping with a guy...\It's kind of like a date, don't you think?\This is just a shopping run.\Students shouldn't be dating.\It's improper. response:	You sound like Uesugi-san.
context: This isn't for your sake.\It'd be a nuisance to have you hanging around us while dressed like a hobo.\But you know, picking out clothes and shopping with a guy...\It's kind of like a date, don't you think?\This is just a shopping run.\Students shouldn't be dating.\It's improper.\You sound like Uesugi-san. response:	Don't lump me with him!
context: It'd be a nuisance to have you hanging around us while dressed like a hobo.\But you know, picking out clothes and shopping with a guy...\It's kind of like a date, don't you think?\This is just a shopping run.\Students shouldn't be dating.\It's improper.\You sound like Uesugi-san.\Don't lump me with him! response:	We're no more than students and teacher.
context: But you know, picking out clothes and shopping with a guy...\It's kind of like a date, don't you think?\This is just a shopping run.\Students shouldn't be dating.\It's improper.\You sound like Uesugi-san.\Don't lump me with him!\We're no more than students and teacher. response:	We need to keep a certain distance.
context: It's kind of like a date, don't you think?\This is just a shopping run.\Students shouldn't be dating.\It's improper.\You sound like Uesugi-san.\Don't lump me with him!\We're no more than students and teacher.\We need to keep a certain distance. response:	I already keep one!
context: This is just a shopping run.\Students shouldn't be dating.\It's improper.\You sound like Uesugi-san.\Don't lump me with him!\We're no more than students and teacher.\We need to keep a certain distance.\I already keep one! response:	Uesugi-san!
context: Students shouldn't be dating.\It's improper.\You sound like Uesugi-san.\Don't lump me with him!\We're no more than students and teacher.\We need to keep a certain distance.\I already keep one!\Uesugi-san! response:	Be sure you take a look through the leaflet.
context: It's improper.\You sound like Uesugi-san.\Don't lump me with him!\We're no more than students and teacher.\We need to keep a certain distance.\I already keep one!\Uesugi-san!\Be sure you take a look through the leaflet. response:	Why should I?
context: You sound like Uesugi-san.\Don't lump me with him!\We're no more than students and teacher.\We need to keep a certain distance.\I already keep one!\Uesugi-san!\Be sure you take a look through the leaflet.\Why should I? response:	You better show up!
context: Don't lump me with him!\We're no more than students and teacher.\We need to keep a certain distance.\I already keep one!\Uesugi-san!\Be sure you take a look through the leaflet.\Why should I?\You better show up! response:	Let's make some awesome memories!
context: We're no more than students and teacher.\We need to keep a certain distance.\I already keep one!\Uesugi-san!\Be sure you take a look through the leaflet.\Why should I?\You better show up!\Let's make some awesome memories! response:	Oh, right.
context: We need to keep a certain distance.\I already keep one!\Uesugi-san!\Be sure you take a look through the leaflet.\Why should I?\You better show up!\Let's make some awesome memories!\Oh, right. response:	My phone...
context: I already keep one!\Uesugi-san!\Be sure you take a look through the leaflet.\Why should I?\You better show up!\Let's make some awesome memories!\Oh, right.\My phone... response:	Received calls
context: Uesugi-san!\Be sure you take a look through the leaflet.\Why should I?\You better show up!\Let's make some awesome memories!\Oh, right.\My phone...\Received calls response:	Dad Missed Dad Missed Dad Missed Dad Missed
context: Be sure you take a look through the leaflet.\Why should I?\You better show up!\Let's make some awesome memories!\Oh, right.\My phone...\Received calls\Dad Missed Dad Missed Dad Missed Dad Missed response:	Dad?
context: Why should I?\You better show up!\Let's make some awesome memories!\Oh, right.\My phone...\Received calls\Dad Missed Dad Missed Dad Missed Dad Missed\Dad? response:	Raiha! Are you all right?
context: You better show up!\Let's make some awesome memories!\Oh, right.\My phone...\Received calls\Dad Missed Dad Missed Dad Missed Dad Missed\Dad?\Raiha! Are you all right? response:	Onii-chan, I think I have a fever.
context: Let's make some awesome memories!\Oh, right.\My phone...\Received calls\Dad Missed Dad Missed Dad Missed Dad Missed\Dad?\Raiha! Are you all right?\Onii-chan, I think I have a fever. response:	Sorry for bothering you while you were out.
context: Oh, right.\My phone...\Received calls\Dad Missed Dad Missed Dad Missed Dad Missed\Dad?\Raiha! Are you all right?\Onii-chan, I think I have a fever.\Sorry for bothering you while you were out. response:	You've always been frail. It's okay, I understand.
context: My phone...\Received calls\Dad Missed Dad Missed Dad Missed Dad Missed\Dad?\Raiha! Are you all right?\Onii-chan, I think I have a fever.\Sorry for bothering you while you were out.\You've always been frail. It's okay, I understand. response:	I bought some medicine and drinks.
context: Received calls\Dad Missed Dad Missed Dad Missed Dad Missed\Dad?\Raiha! Are you all right?\Onii-chan, I think I have a fever.\Sorry for bothering you while you were out.\You've always been frail. It's okay, I understand.\I bought some medicine and drinks. response:	Give me the medicine, then, please.
context: Dad Missed Dad Missed Dad Missed Dad Missed\Dad?\Raiha! Are you all right?\Onii-chan, I think I have a fever.\Sorry for bothering you while you were out.\You've always been frail. It's okay, I understand.\I bought some medicine and drinks.\Give me the medicine, then, please. response:	Okay.
context: Dad?\Raiha! Are you all right?\Onii-chan, I think I have a fever.\Sorry for bothering you while you were out.\You've always been frail. It's okay, I understand.\I bought some medicine and drinks.\Give me the medicine, then, please.\Okay. response:	Wipe down my sweat.
context: Raiha! Are you all right?\Onii-chan, I think I have a fever.\Sorry for bothering you while you were out.\You've always been frail. It's okay, I understand.\I bought some medicine and drinks.\Give me the medicine, then, please.\Okay.\Wipe down my sweat. response:	Okay.
context: Onii-chan, I think I have a fever.\Sorry for bothering you while you were out.\You've always been frail. It's okay, I understand.\I bought some medicine and drinks.\Give me the medicine, then, please.\Okay.\Wipe down my sweat.\Okay. response:	Do my homework.
context: Sorry for bothering you while you were out.\You've always been frail. It's okay, I understand.\I bought some medicine and drinks.\Give me the medicine, then, please.\Okay.\Wipe down my sweat.\Okay.\Do my homework. response:	Yup.
context: You've always been frail. It's okay, I understand.\I bought some medicine and drinks.\Give me the medicine, then, please.\Okay.\Wipe down my sweat.\Okay.\Do my homework.\Yup. response:	You're really making me pamper you.
context: I bought some medicine and drinks.\Give me the medicine, then, please.\Okay.\Wipe down my sweat.\Okay.\Do my homework.\Yup.\You're really making me pamper you. response:	Thanks.
context: Give me the medicine, then, please.\Okay.\Wipe down my sweat.\Okay.\Do my homework.\Yup.\You're really making me pamper you.\Thanks. response:	Dad says he'll be back as soon as he's done at work.
context: Okay.\Wipe down my sweat.\Okay.\Do my homework.\Yup.\You're really making me pamper you.\Thanks.\Dad says he'll be back as soon as he's done at work. response:	Okay.
context: Wipe down my sweat.\Okay.\Do my homework.\Yup.\You're really making me pamper you.\Thanks.\Dad says he'll be back as soon as he's done at work.\Okay. response:	Onii-chan, you have school camp starting tomorrow, right?
context: Okay.\Do my homework.\Yup.\You're really making me pamper you.\Thanks.\Dad says he'll be back as soon as he's done at work.\Okay.\Onii-chan, you have school camp starting tomorrow, right? response:	Yeah.
context: Do my homework.\Yup.\You're really making me pamper you.\Thanks.\Dad says he'll be back as soon as he's done at work.\Okay.\Onii-chan, you have school camp starting tomorrow, right?\Yeah. response:	Can I ask you for one last thing?
context: Yup.\You're really making me pamper you.\Thanks.\Dad says he'll be back as soon as he's done at work.\Okay.\Onii-chan, you have school camp starting tomorrow, right?\Yeah.\Can I ask you for one last thing? response:	Tell me lots of fun stories when you get home.
context: You're really making me pamper you.\Thanks.\Dad says he'll be back as soon as he's done at work.\Okay.\Onii-chan, you have school camp starting tomorrow, right?\Yeah.\Can I ask you for one last thing?\Tell me lots of fun stories when you get home. response:	I'll be okay on my own.
context: Thanks.\Dad says he'll be back as soon as he's done at work.\Okay.\Onii-chan, you have school camp starting tomorrow, right?\Yeah.\Can I ask you for one last thing?\Tell me lots of fun stories when you get home.\I'll be okay on my own. response:	Fine.
context: Dad says he'll be back as soon as he's done at work.\Okay.\Onii-chan, you have school camp starting tomorrow, right?\Yeah.\Can I ask you for one last thing?\Tell me lots of fun stories when you get home.\I'll be okay on my own.\Fine. response:	Get some sleep.
context: Okay.\Onii-chan, you have school camp starting tomorrow, right?\Yeah.\Can I ask you for one last thing?\Tell me lots of fun stories when you get home.\I'll be okay on my own.\Fine.\Get some sleep. response:	All right, line up, please.
context: Onii-chan, you have school camp starting tomorrow, right?\Yeah.\Can I ask you for one last thing?\Tell me lots of fun stories when you get home.\I'll be okay on my own.\Fine.\Get some sleep.\All right, line up, please. response:	Nakano.
context: Yeah.\Can I ask you for one last thing?\Tell me lots of fun stories when you get home.\I'll be okay on my own.\Fine.\Get some sleep.\All right, line up, please.\Nakano. response:	Nakano Itsuki.
context: Can I ask you for one last thing?\Tell me lots of fun stories when you get home.\I'll be okay on my own.\Fine.\Get some sleep.\All right, line up, please.\Nakano.\Nakano Itsuki. response:	Yes?
context: Tell me lots of fun stories when you get home.\I'll be okay on my own.\Fine.\Get some sleep.\All right, line up, please.\Nakano.\Nakano Itsuki.\Yes? response:	Get in line!
context: I'll be okay on my own.\Fine.\Get some sleep.\All right, line up, please.\Nakano.\Nakano Itsuki.\Yes?\Get in line! response:	Would you mind taking over the test of courage planning?
context: Fine.\Get some sleep.\All right, line up, please.\Nakano.\Nakano Itsuki.\Yes?\Get in line!\Would you mind taking over the test of courage planning? response:	Raiha!
context: Get some sleep.\All right, line up, please.\Nakano.\Nakano Itsuki.\Yes?\Get in line!\Would you mind taking over the test of courage planning?\Raiha! response:	Are you alive?!
context: All right, line up, please.\Nakano.\Nakano Itsuki.\Yes?\Get in line!\Would you mind taking over the test of courage planning?\Raiha!\Are you alive?! response:	Futaro.
context: Nakano.\Nakano Itsuki.\Yes?\Get in line!\Would you mind taking over the test of courage planning?\Raiha!\Are you alive?!\Futaro. response:	She's still sleeping, Dad.
context: Nakano Itsuki.\Yes?\Get in line!\Would you mind taking over the test of courage planning?\Raiha!\Are you alive?!\Futaro.\She's still sleeping, Dad. response:	Keep it down.
context: Yes?\Get in line!\Would you mind taking over the test of courage planning?\Raiha!\Are you alive?!\Futaro.\She's still sleeping, Dad.\Keep it down. response:	You've been taking care of her?
context: Get in line!\Would you mind taking over the test of courage planning?\Raiha!\Are you alive?!\Futaro.\She's still sleeping, Dad.\Keep it down.\You've been taking care of her? response:	Wait, the bus for your school camping trip must've left already.
context: Would you mind taking over the test of courage planning?\Raiha!\Are you alive?!\Futaro.\She's still sleeping, Dad.\Keep it down.\You've been taking care of her?\Wait, the bus for your school camping trip must've left already. response:	You think?
context: Raiha!\Are you alive?!\Futaro.\She's still sleeping, Dad.\Keep it down.\You've been taking care of her?\Wait, the bus for your school camping trip must've left already.\You think? response:	I cared so little, I totally forgot.
context: Are you alive?!\Futaro.\She's still sleeping, Dad.\Keep it down.\You've been taking care of her?\Wait, the bus for your school camping trip must've left already.\You think?\I cared so little, I totally forgot. response:	Now I can study to my heart's content for the next three days.
context: Futaro.\She's still sleeping, Dad.\Keep it down.\You've been taking care of her?\Wait, the bus for your school camping trip must've left already.\You think?\I cared so little, I totally forgot.\Now I can study to my heart's content for the next three days. response:	Futaro, you forgot something.
context: She's still sleeping, Dad.\Keep it down.\You've been taking care of her?\Wait, the bus for your school camping trip must've left already.\You think?\I cared so little, I totally forgot.\Now I can study to my heart's content for the next three days.\Futaro, you forgot something. response:	Sorry I couldn't get home sooner.
context: Keep it down.\You've been taking care of her?\Wait, the bus for your school camping trip must've left already.\You think?\I cared so little, I totally forgot.\Now I can study to my heart's content for the next three days.\Futaro, you forgot something.\Sorry I couldn't get home sooner. response:	It's a once-in-a-lifetime event.
context: You've been taking care of her?\Wait, the bus for your school camping trip must've left already.\You think?\I cared so little, I totally forgot.\Now I can study to my heart's content for the next three days.\Futaro, you forgot something.\Sorry I couldn't get home sooner.\It's a once-in-a-lifetime event. response:	You could still make it, couldn't you?
context: Wait, the bus for your school camping trip must've left already.\You think?\I cared so little, I totally forgot.\Now I can study to my heart's content for the next three days.\Futaro, you forgot something.\Sorry I couldn't get home sooner.\It's a once-in-a-lifetime event.\You could still make it, couldn't you? response:	The bus is gone anyway.
context: You think?\I cared so little, I totally forgot.\Now I can study to my heart's content for the next three days.\Futaro, you forgot something.\Sorry I couldn't get home sooner.\It's a once-in-a-lifetime event.\You could still make it, couldn't you?\The bus is gone anyway. response:	I don't mind not going.
context: I cared so little, I totally forgot.\Now I can study to my heart's content for the next three days.\Futaro, you forgot something.\Sorry I couldn't get home sooner.\It's a once-in-a-lifetime event.\You could still make it, couldn't you?\The bus is gone anyway.\I don't mind not going. response:	I'm hungry.
context: Now I can study to my heart's content for the next three days.\Futaro, you forgot something.\Sorry I couldn't get home sooner.\It's a once-in-a-lifetime event.\You could still make it, couldn't you?\The bus is gone anyway.\I don't mind not going.\I'm hungry. response:	Raiha.
context: Futaro, you forgot something.\Sorry I couldn't get home sooner.\It's a once-in-a-lifetime event.\You could still make it, couldn't you?\The bus is gone anyway.\I don't mind not going.\I'm hungry.\Raiha. response:	What about your fever?
context: Sorry I couldn't get home sooner.\It's a once-in-a-lifetime event.\You could still make it, couldn't you?\The bus is gone anyway.\I don't mind not going.\I'm hungry.\Raiha.\What about your fever? response:	All better.
context: It's a once-in-a-lifetime event.\You could still make it, couldn't you?\The bus is gone anyway.\I don't mind not going.\I'm hungry.\Raiha.\What about your fever?\All better. response:	Thanks, Onii-chan.
context: You could still make it, couldn't you?\The bus is gone anyway.\I don't mind not going.\I'm hungry.\Raiha.\What about your fever?\All better.\Thanks, Onii-chan. response:	I'm all right now.
context: The bus is gone anyway.\I don't mind not going.\I'm hungry.\Raiha.\What about your fever?\All better.\Thanks, Onii-chan.\I'm all right now. response:	Go to school camp.
context: I don't mind not going.\I'm hungry.\Raiha.\What about your fever?\All better.\Thanks, Onii-chan.\I'm all right now.\Go to school camp. response:	I just said the bus is...
context: I'm hungry.\Raiha.\What about your fever?\All better.\Thanks, Onii-chan.\I'm all right now.\Go to school camp.\I just said the bus is... response:	The bus has already left.
context: Raiha.\What about your fever?\All better.\Thanks, Onii-chan.\I'm all right now.\Go to school camp.\I just said the bus is...\The bus has already left. response:	Itsuki?
context: What about your fever?\All better.\Thanks, Onii-chan.\I'm all right now.\Go to school camp.\I just said the bus is...\The bus has already left.\Itsuki? response:	Why...
context: All better.\Thanks, Onii-chan.\I'm all right now.\Go to school camp.\I just said the bus is...\The bus has already left.\Itsuki?\Why... response:	I understand the situation.
context: Thanks, Onii-chan.\I'm all right now.\Go to school camp.\I just said the bus is...\The bus has already left.\Itsuki?\Why...\I understand the situation. response:	H-Hey!
context: I'm all right now.\Go to school camp.\I just said the bus is...\The bus has already left.\Itsuki?\Why...\I understand the situation.\H-Hey! response:	Pardon me.
context: Go to school camp.\I just said the bus is...\The bus has already left.\Itsuki?\Why...\I understand the situation.\H-Hey!\Pardon me. response:	I'm going to borrow Uesugi-kun.
context: I just said the bus is...\The bus has already left.\Itsuki?\Why...\I understand the situation.\H-Hey!\Pardon me.\I'm going to borrow Uesugi-kun. response:	Okay.
context: The bus has already left.\Itsuki?\Why...\I understand the situation.\H-Hey!\Pardon me.\I'm going to borrow Uesugi-kun.\Okay. response:	Where are we going, Itsuki?
context: Itsuki?\Why...\I understand the situation.\H-Hey!\Pardon me.\I'm going to borrow Uesugi-kun.\Okay.\Where are we going, Itsuki? response:	Y-You guys...
context: Why...\I understand the situation.\H-Hey!\Pardon me.\I'm going to borrow Uesugi-kun.\Okay.\Where are we going, Itsuki?\Y-You guys... response:	Futaro.
context: I understand the situation.\H-Hey!\Pardon me.\I'm going to borrow Uesugi-kun.\Okay.\Where are we going, Itsuki?\Y-You guys...\Futaro. response:	You're late.
context: H-Hey!\Pardon me.\I'm going to borrow Uesugi-kun.\Okay.\Where are we going, Itsuki?\Y-You guys...\Futaro.\You're late. response:	Over here!
context: Pardon me.\I'm going to borrow Uesugi-kun.\Okay.\Where are we going, Itsuki?\Y-You guys...\Futaro.\You're late.\Over here! response:	What the hell took you so long?
context: I'm going to borrow Uesugi-kun.\Okay.\Where are we going, Itsuki?\Y-You guys...\Futaro.\You're late.\Over here!\What the hell took you so long? response:	About planning the test of courage...
context: Okay.\Where are we going, Itsuki?\Y-You guys...\Futaro.\You're late.\Over here!\What the hell took you so long?\About planning the test of courage... response:	I can't do it.
context: Where are we going, Itsuki?\Y-You guys...\Futaro.\You're late.\Over here!\What the hell took you so long?\About planning the test of courage...\I can't do it. response:	I'm afraid of ghosts.
context: Y-You guys...\Futaro.\You're late.\Over here!\What the hell took you so long?\About planning the test of courage...\I can't do it.\I'm afraid of ghosts. response:	You do it.
context: Futaro.\You're late.\Over here!\What the hell took you so long?\About planning the test of courage...\I can't do it.\I'm afraid of ghosts.\You do it. response:	All right, fine.
context: You're late.\Over here!\What the hell took you so long?\About planning the test of courage...\I can't do it.\I'm afraid of ghosts.\You do it.\All right, fine. response:	I guess I'll go.
context: Over here!\What the hell took you so long?\About planning the test of courage...\I can't do it.\I'm afraid of ghosts.\You do it.\All right, fine.\I guess I'll go. response:	Okay, off we go!
context: What the hell took you so long?\About planning the test of courage...\I can't do it.\I'm afraid of ghosts.\You do it.\All right, fine.\I guess I'll go.\Okay, off we go! response:	Quintuplet Game
context: About planning the test of courage...\I can't do it.\I'm afraid of ghosts.\You do it.\All right, fine.\I guess I'll go.\Okay, off we go!\Quintuplet Game response:	Quintuplet Game! Yay!
context: I can't do it.\I'm afraid of ghosts.\You do it.\All right, fine.\I guess I'll go.\Okay, off we go!\Quintuplet Game\Quintuplet Game! Yay! response:	In this game, we assign each of us to the digits of a hand,
context: I'm afraid of ghosts.\You do it.\All right, fine.\I guess I'll go.\Okay, off we go!\Quintuplet Game\Quintuplet Game! Yay!\In this game, we assign each of us to the digits of a hand, response:	and try to guess whose finger it is we're hiding.
context: You do it.\All right, fine.\I guess I'll go.\Okay, off we go!\Quintuplet Game\Quintuplet Game! Yay!\In this game, we assign each of us to the digits of a hand,\and try to guess whose finger it is we're hiding. response:	Who am I?
context: All right, fine.\I guess I'll go.\Okay, off we go!\Quintuplet Game\Quintuplet Game! Yay!\In this game, we assign each of us to the digits of a hand,\and try to guess whose finger it is we're hiding.\Who am I? response:	Nino.
context: I guess I'll go.\Okay, off we go!\Quintuplet Game\Quintuplet Game! Yay!\In this game, we assign each of us to the digits of a hand,\and try to guess whose finger it is we're hiding.\Who am I?\Nino. response:	I think Miku.
context: Okay, off we go!\Quintuplet Game\Quintuplet Game! Yay!\In this game, we assign each of us to the digits of a hand,\and try to guess whose finger it is we're hiding.\Who am I?\Nino.\I think Miku. response:	Yotsuba.
context: Quintuplet Game\Quintuplet Game! Yay!\In this game, we assign each of us to the digits of a hand,\and try to guess whose finger it is we're hiding.\Who am I?\Nino.\I think Miku.\Yotsuba. response:	It's Nino.
context: Quintuplet Game! Yay!\In this game, we assign each of us to the digits of a hand,\and try to guess whose finger it is we're hiding.\Who am I?\Nino.\I think Miku.\Yotsuba.\It's Nino. response:	Hey, no touching!
context: In this game, we assign each of us to the digits of a hand,\and try to guess whose finger it is we're hiding.\Who am I?\Nino.\I think Miku.\Yotsuba.\It's Nino.\Hey, no touching! response:	Don't touch me!
context: and try to guess whose finger it is we're hiding.\Who am I?\Nino.\I think Miku.\Yotsuba.\It's Nino.\Hey, no touching!\Don't touch me! response:	It's Nino.
context: Who am I?\Nino.\I think Miku.\Yotsuba.\It's Nino.\Hey, no touching!\Don't touch me!\It's Nino. response:	Nice try.
context: Nino.\I think Miku.\Yotsuba.\It's Nino.\Hey, no touching!\Don't touch me!\It's Nino.\Nice try. response:	It's Miku.
context: I think Miku.\Yotsuba.\It's Nino.\Hey, no touching!\Don't touch me!\It's Nino.\Nice try.\It's Miku. response:	Why is your hand facing backwards?
context: Yotsuba.\It's Nino.\Hey, no touching!\Don't touch me!\It's Nino.\Nice try.\It's Miku.\Why is your hand facing backwards? response:	Damn it.
context: It's Nino.\Hey, no touching!\Don't touch me!\It's Nino.\Nice try.\It's Miku.\Why is your hand facing backwards?\Damn it. response:	Next.
context: Hey, no touching!\Don't touch me!\It's Nino.\Nice try.\It's Miku.\Why is your hand facing backwards?\Damn it.\Next. response:	I'm up.
context: Don't touch me!\It's Nino.\Nice try.\It's Miku.\Why is your hand facing backwards?\Damn it.\Next.\I'm up. response:	You seem oddly pumped about this.
context: It's Nino.\Nice try.\It's Miku.\Why is your hand facing backwards?\Damn it.\Next.\I'm up.\You seem oddly pumped about this. response:	Other than your place, I haven't spent a night away from home since elementary school.
context: Nice try.\It's Miku.\Why is your hand facing backwards?\Damn it.\Next.\I'm up.\You seem oddly pumped about this.\Other than your place, I haven't spent a night away from home since elementary school. response:	No one can stop me now!
context: It's Miku.\Why is your hand facing backwards?\Damn it.\Next.\I'm up.\You seem oddly pumped about this.\Other than your place, I haven't spent a night away from home since elementary school.\No one can stop me now! response:	Well, uh...
context: Why is your hand facing backwards?\Damn it.\Next.\I'm up.\You seem oddly pumped about this.\Other than your place, I haven't spent a night away from home since elementary school.\No one can stop me now!\Well, uh... response:	Too bad we've been stuck in traffic for more than an hour, huh?
context: Damn it.\Next.\I'm up.\You seem oddly pumped about this.\Other than your place, I haven't spent a night away from home since elementary school.\No one can stop me now!\Well, uh...\Too bad we've been stuck in traffic for more than an hour, huh? response:	This is a nice room.
context: Next.\I'm up.\You seem oddly pumped about this.\Other than your place, I haven't spent a night away from home since elementary school.\No one can stop me now!\Well, uh...\Too bad we've been stuck in traffic for more than an hour, huh?\This is a nice room. response:	It's a four-person room, though.
context: I'm up.\You seem oddly pumped about this.\Other than your place, I haven't spent a night away from home since elementary school.\No one can stop me now!\Well, uh...\Too bad we've been stuck in traffic for more than an hour, huh?\This is a nice room.\It's a four-person room, though. response:	I'm not sharing a room with him.
context: You seem oddly pumped about this.\Other than your place, I haven't spent a night away from home since elementary school.\No one can stop me now!\Well, uh...\Too bad we've been stuck in traffic for more than an hour, huh?\This is a nice room.\It's a four-person room, though.\I'm not sharing a room with him. response:	They had a large group that came in without a reservation.
context: Other than your place, I haven't spent a night away from home since elementary school.\No one can stop me now!\Well, uh...\Too bad we've been stuck in traffic for more than an hour, huh?\This is a nice room.\It's a four-person room, though.\I'm not sharing a room with him.\They had a large group that came in without a reservation. response:	This was the only one that was available.
context: No one can stop me now!\Well, uh...\Too bad we've been stuck in traffic for more than an hour, huh?\This is a nice room.\It's a four-person room, though.\I'm not sharing a room with him.\They had a large group that came in without a reservation.\This was the only one that was available. response:	We have the car.
context: Well, uh...\Too bad we've been stuck in traffic for more than an hour, huh?\This is a nice room.\It's a four-person room, though.\I'm not sharing a room with him.\They had a large group that came in without a reservation.\This was the only one that was available.\We have the car. response:	He had work, so he went home.
context: Too bad we've been stuck in traffic for more than an hour, huh?\This is a nice room.\It's a four-person room, though.\I'm not sharing a room with him.\They had a large group that came in without a reservation.\This was the only one that was available.\We have the car.\He had work, so he went home. response:	Oh, hey, there was a room in front of the inn.
context: This is a nice room.\It's a four-person room, though.\I'm not sharing a room with him.\They had a large group that came in without a reservation.\This was the only one that was available.\We have the car.\He had work, so he went home.\Oh, hey, there was a room in front of the inn. response:	He'd be dead by morning!
context: It's a four-person room, though.\I'm not sharing a room with him.\They had a large group that came in without a reservation.\This was the only one that was available.\We have the car.\He had work, so he went home.\Oh, hey, there was a room in front of the inn.\He'd be dead by morning! response:	I'm sure he'll be fine.
context: I'm not sharing a room with him.\They had a large group that came in without a reservation.\This was the only one that was available.\We have the car.\He had work, so he went home.\Oh, hey, there was a room in front of the inn.\He'd be dead by morning!\I'm sure he'll be fine. response:	No way!
context: They had a large group that came in without a reservation.\This was the only one that was available.\We have the car.\He had work, so he went home.\Oh, hey, there was a room in front of the inn.\He'd be dead by morning!\I'm sure he'll be fine.\No way! response:	He should be fine.
context: This was the only one that was available.\We have the car.\He had work, so he went home.\Oh, hey, there was a room in front of the inn.\He'd be dead by morning!\I'm sure he'll be fine.\No way!\He should be fine. response:	What's this?
context: We have the car.\He had work, so he went home.\Oh, hey, there was a room in front of the inn.\He'd be dead by morning!\I'm sure he'll be fine.\No way!\He should be fine.\What's this? response:	Dear Onii-chan, I made a good luck charm to keep you safe on your trip. Have fun at school camp P.S. I'm expecting a gift in return. Raiha
context: He had work, so he went home.\Oh, hey, there was a room in front of the inn.\He'd be dead by morning!\I'm sure he'll be fine.\No way!\He should be fine.\What's this?\Dear Onii-chan, I made a good luck charm to keep you safe on your trip. Have fun at school camp P.S. I'm expecting a gift in return. Raiha response:	I made a good luck charm to keep you safe on your trip.
context: Oh, hey, there was a room in front of the inn.\He'd be dead by morning!\I'm sure he'll be fine.\No way!\He should be fine.\What's this?\Dear Onii-chan, I made a good luck charm to keep you safe on your trip. Have fun at school camp P.S. I'm expecting a gift in return. Raiha\I made a good luck charm to keep you safe on your trip. response:	Have fun at school camp.
context: He'd be dead by morning!\I'm sure he'll be fine.\No way!\He should be fine.\What's this?\Dear Onii-chan, I made a good luck charm to keep you safe on your trip. Have fun at school camp P.S. I'm expecting a gift in return. Raiha\I made a good luck charm to keep you safe on your trip.\Have fun at school camp. response:	Raiha.
context: I'm sure he'll be fine.\No way!\He should be fine.\What's this?\Dear Onii-chan, I made a good luck charm to keep you safe on your trip. Have fun at school camp P.S. I'm expecting a gift in return. Raiha\I made a good luck charm to keep you safe on your trip.\Have fun at school camp.\Raiha. response:	I told you...
