context: Out! response:	Lucky!
context: Though that itself makes him an even better decoy.\I'll make your fangs even sharper.\Let's play carefully! That's a Seijoh we're not familiar with.\Aoba Johsai Karasuno\Kindaichi, nice serve!\Got it!\Left!\Center! response:	Is this a strategy where one middle blocker is always on Hinata?
context: I'll make your fangs even sharper.\Let's play carefully! That's a Seijoh we're not familiar with.\Aoba Johsai Karasuno\Kindaichi, nice serve!\Got it!\Left!\Center!\Is this a strategy where one middle blocker is always on Hinata? response:	It's up! Cover!
context: Let's play carefully! That's a Seijoh we're not familiar with.\Aoba Johsai Karasuno\Kindaichi, nice serve!\Got it!\Left!\Center!\Is this a strategy where one middle blocker is always on Hinata?\It's up! Cover! response:	Got it! Kyotani, get the last!
context: Aoba Johsai Karasuno\Kindaichi, nice serve!\Got it!\Left!\Center!\Is this a strategy where one middle blocker is always on Hinata?\It's up! Cover!\Got it! Kyotani, get the last! response:	Sorry! It's close to the net!
context: Kindaichi, nice serve!\Got it!\Left!\Center!\Is this a strategy where one middle blocker is always on Hinata?\It's up! Cover!\Got it! Kyotani, get the last!\Sorry! It's close to the net! response:	Three blockers!
context: Got it!\Left!\Center!\Is this a strategy where one middle blocker is always on Hinata?\It's up! Cover!\Got it! Kyotani, get the last!\Sorry! It's close to the net!\Three blockers! response:	If he hits it, it'll get caught.
context: Left!\Center!\Is this a strategy where one middle blocker is always on Hinata?\It's up! Cover!\Got it! Kyotani, get the last!\Sorry! It's close to the net!\Three blockers!\If he hits it, it'll get caught. response:	Bring it back once!
context: Center!\Is this a strategy where one middle blocker is always on Hinata?\It's up! Cover!\Got it! Kyotani, get the last!\Sorry! It's close to the net!\Three blockers!\If he hits it, it'll get caught.\Bring it back once! response:	Nice block!
context: Is this a strategy where one middle blocker is always on Hinata?\It's up! Cover!\Got it! Kyotani, get the last!\Sorry! It's close to the net!\Three blockers!\If he hits it, it'll get caught.\Bring it back once!\Nice block! response:	All right!
context: It's up! Cover!\Got it! Kyotani, get the last!\Sorry! It's close to the net!\Three blockers!\If he hits it, it'll get caught.\Bring it back once!\Nice block!\All right! response:	That was an intense full swing.
context: Got it! Kyotani, get the last!\Sorry! It's close to the net!\Three blockers!\If he hits it, it'll get caught.\Bring it back once!\Nice block!\All right!\That was an intense full swing. response:	That idiot...
context: Sorry! It's close to the net!\Three blockers!\If he hits it, it'll get caught.\Bring it back once!\Nice block!\All right!\That was an intense full swing.\That idiot... response:	You idiot! There are other ways to hit or even feint!
context: Three blockers!\If he hits it, it'll get caught.\Bring it back once!\Nice block!\All right!\That was an intense full swing.\That idiot...\You idiot! There are other ways to hit or even feint! response:	If I don't attack in with all I've got, it doesn't feel good!
context: If he hits it, it'll get caught.\Bring it back once!\Nice block!\All right!\That was an intense full swing.\That idiot...\You idiot! There are other ways to hit or even feint!\If I don't attack in with all I've got, it doesn't feel good! response:	Why you...
context: Bring it back once!\Nice block!\All right!\That was an intense full swing.\That idiot...\You idiot! There are other ways to hit or even feint!\If I don't attack in with all I've got, it doesn't feel good!\Why you... response:	Now, now, Mizoguchi-kun...
context: Nice block!\All right!\That was an intense full swing.\That idiot...\You idiot! There are other ways to hit or even feint!\If I don't attack in with all I've got, it doesn't feel good!\Why you...\Now, now, Mizoguchi-kun... response:	He'll eventually correct what he has to correct.
context: All right!\That was an intense full swing.\That idiot...\You idiot! There are other ways to hit or even feint!\If I don't attack in with all I've got, it doesn't feel good!\Why you...\Now, now, Mizoguchi-kun...\He'll eventually correct what he has to correct. response:	Right...
context: That was an intense full swing.\That idiot...\You idiot! There are other ways to hit or even feint!\If I don't attack in with all I've got, it doesn't feel good!\Why you...\Now, now, Mizoguchi-kun...\He'll eventually correct what he has to correct.\Right... response:	So about him being pretty smart...
context: That idiot...\You idiot! There are other ways to hit or even feint!\If I don't attack in with all I've got, it doesn't feel good!\Why you...\Now, now, Mizoguchi-kun...\He'll eventually correct what he has to correct.\Right...\So about him being pretty smart... response:	I just thought that he might be!
context: You idiot! There are other ways to hit or even feint!\If I don't attack in with all I've got, it doesn't feel good!\Why you...\Now, now, Mizoguchi-kun...\He'll eventually correct what he has to correct.\Right...\So about him being pretty smart...\I just thought that he might be! response:	He doesn't know the bliss of a feint... What a waste.
context: If I don't attack in with all I've got, it doesn't feel good!\Why you...\Now, now, Mizoguchi-kun...\He'll eventually correct what he has to correct.\Right...\So about him being pretty smart...\I just thought that he might be!\He doesn't know the bliss of a feint... What a waste. response:	Aoba Johsai Karasuno
context: Why you...\Now, now, Mizoguchi-kun...\He'll eventually correct what he has to correct.\Right...\So about him being pretty smart...\I just thought that he might be!\He doesn't know the bliss of a feint... What a waste.\Aoba Johsai Karasuno response:	Makki!
context: Now, now, Mizoguchi-kun...\He'll eventually correct what he has to correct.\Right...\So about him being pretty smart...\I just thought that he might be!\He doesn't know the bliss of a feint... What a waste.\Aoba Johsai Karasuno\Makki! response:	Nice, Nishinoya!
context: He'll eventually correct what he has to correct.\Right...\So about him being pretty smart...\I just thought that he might be!\He doesn't know the bliss of a feint... What a waste.\Aoba Johsai Karasuno\Makki!\Nice, Nishinoya! response:	Nice, Makki! Mad Dog-chan!
context: Right...\So about him being pretty smart...\I just thought that he might be!\He doesn't know the bliss of a feint... What a waste.\Aoba Johsai Karasuno\Makki!\Nice, Nishinoya!\Nice, Makki! Mad Dog-chan! response:	It's the guy who hits from the side again.
context: So about him being pretty smart...\I just thought that he might be!\He doesn't know the bliss of a feint... What a waste.\Aoba Johsai Karasuno\Makki!\Nice, Nishinoya!\Nice, Makki! Mad Dog-chan!\It's the guy who hits from the side again. response:	I'm going to stop him this time!
context: I just thought that he might be!\He doesn't know the bliss of a feint... What a waste.\Aoba Johsai Karasuno\Makki!\Nice, Nishinoya!\Nice, Makki! Mad Dog-chan!\It's the guy who hits from the side again.\I'm going to stop him this time! response:	All right!
context: He doesn't know the bliss of a feint... What a waste.\Aoba Johsai Karasuno\Makki!\Nice, Nishinoya!\Nice, Makki! Mad Dog-chan!\It's the guy who hits from the side again.\I'm going to stop him this time!\All right! response:	We're saved.
context: Aoba Johsai Karasuno\Makki!\Nice, Nishinoya!\Nice, Makki! Mad Dog-chan!\It's the guy who hits from the side again.\I'm going to stop him this time!\All right!\We're saved. response:	Having three blockers on you and then trying to hit
context: Makki!\Nice, Nishinoya!\Nice, Makki! Mad Dog-chan!\It's the guy who hits from the side again.\I'm going to stop him this time!\All right!\We're saved.\Having three blockers on you and then trying to hit response:	as hard as you can on a narrow course is pretty risky.
context: Nice, Nishinoya!\Nice, Makki! Mad Dog-chan!\It's the guy who hits from the side again.\I'm going to stop him this time!\All right!\We're saved.\Having three blockers on you and then trying to hit\as hard as you can on a narrow course is pretty risky. response:	That attack that seems to be powerful, but unreliable...
context: Nice, Makki! Mad Dog-chan!\It's the guy who hits from the side again.\I'm going to stop him this time!\All right!\We're saved.\Having three blockers on you and then trying to hit\as hard as you can on a narrow course is pretty risky.\That attack that seems to be powerful, but unreliable... response:	Since he didn't start in this match,
context: It's the guy who hits from the side again.\I'm going to stop him this time!\All right!\We're saved.\Having three blockers on you and then trying to hit\as hard as you can on a narrow course is pretty risky.\That attack that seems to be powerful, but unreliable...\Since he didn't start in this match, response:	that 16 just might be a double-edged sword.
context: I'm going to stop him this time!\All right!\We're saved.\Having three blockers on you and then trying to hit\as hard as you can on a narrow course is pretty risky.\That attack that seems to be powerful, but unreliable...\Since he didn't start in this match,\that 16 just might be a double-edged sword. response:	That 16's spike...
context: All right!\We're saved.\Having three blockers on you and then trying to hit\as hard as you can on a narrow course is pretty risky.\That attack that seems to be powerful, but unreliable...\Since he didn't start in this match,\that 16 just might be a double-edged sword.\That 16's spike... response:	It's all shwing! Whoosh!
context: We're saved.\Having three blockers on you and then trying to hit\as hard as you can on a narrow course is pretty risky.\That attack that seems to be powerful, but unreliable...\Since he didn't start in this match,\that 16 just might be a double-edged sword.\That 16's spike...\It's all shwing! Whoosh! response:	It's so cool!
context: Having three blockers on you and then trying to hit\as hard as you can on a narrow course is pretty risky.\That attack that seems to be powerful, but unreliable...\Since he didn't start in this match,\that 16 just might be a double-edged sword.\That 16's spike...\It's all shwing! Whoosh!\It's so cool! response:	Right? Right?
context: as hard as you can on a narrow course is pretty risky.\That attack that seems to be powerful, but unreliable...\Since he didn't start in this match,\that 16 just might be a double-edged sword.\That 16's spike...\It's all shwing! Whoosh!\It's so cool!\Right? Right? response:	Of course, Mad Dog-chan is a strong jumper,
context: That attack that seems to be powerful, but unreliable...\Since he didn't start in this match,\that 16 just might be a double-edged sword.\That 16's spike...\It's all shwing! Whoosh!\It's so cool!\Right? Right?\Of course, Mad Dog-chan is a strong jumper, response:	as well as unbelievable dorsal and abdominal muscles...
context: Since he didn't start in this match,\that 16 just might be a double-edged sword.\That 16's spike...\It's all shwing! Whoosh!\It's so cool!\Right? Right?\Of course, Mad Dog-chan is a strong jumper,\as well as unbelievable dorsal and abdominal muscles... response:	He goes in tight and lets loose!
context: that 16 just might be a double-edged sword.\That 16's spike...\It's all shwing! Whoosh!\It's so cool!\Right? Right?\Of course, Mad Dog-chan is a strong jumper,\as well as unbelievable dorsal and abdominal muscles...\He goes in tight and lets loose! response:	It's intense, right?
context: That 16's spike...\It's all shwing! Whoosh!\It's so cool!\Right? Right?\Of course, Mad Dog-chan is a strong jumper,\as well as unbelievable dorsal and abdominal muscles...\He goes in tight and lets loose!\It's intense, right? response:	If he gets through a block, the ball won't be easy to pick up.
context: It's all shwing! Whoosh!\It's so cool!\Right? Right?\Of course, Mad Dog-chan is a strong jumper,\as well as unbelievable dorsal and abdominal muscles...\He goes in tight and lets loose!\It's intense, right?\If he gets through a block, the ball won't be easy to pick up. response:	He finally got one in.
context: It's so cool!\Right? Right?\Of course, Mad Dog-chan is a strong jumper,\as well as unbelievable dorsal and abdominal muscles...\He goes in tight and lets loose!\It's intense, right?\If he gets through a block, the ball won't be easy to pick up.\He finally got one in. response:	Oikawa used him well.
context: Right? Right?\Of course, Mad Dog-chan is a strong jumper,\as well as unbelievable dorsal and abdominal muscles...\He goes in tight and lets loose!\It's intense, right?\If he gets through a block, the ball won't be easy to pick up.\He finally got one in.\Oikawa used him well. response:	If it were me, I would have passed to someone else.
context: Of course, Mad Dog-chan is a strong jumper,\as well as unbelievable dorsal and abdominal muscles...\He goes in tight and lets loose!\It's intense, right?\If he gets through a block, the ball won't be easy to pick up.\He finally got one in.\Oikawa used him well.\If it were me, I would have passed to someone else. response:	All right!
context: as well as unbelievable dorsal and abdominal muscles...\He goes in tight and lets loose!\It's intense, right?\If he gets through a block, the ball won't be easy to pick up.\He finally got one in.\Oikawa used him well.\If it were me, I would have passed to someone else.\All right! response:	Tenacity and boldness.
context: He goes in tight and lets loose!\It's intense, right?\If he gets through a block, the ball won't be easy to pick up.\He finally got one in.\Oikawa used him well.\If it were me, I would have passed to someone else.\All right!\Tenacity and boldness. response:	You can't use the mad dog if you're scared.
context: It's intense, right?\If he gets through a block, the ball won't be easy to pick up.\He finally got one in.\Oikawa used him well.\If it were me, I would have passed to someone else.\All right!\Tenacity and boldness.\You can't use the mad dog if you're scared. response:	Kyotani, nice serve!
context: If he gets through a block, the ball won't be easy to pick up.\He finally got one in.\Oikawa used him well.\If it were me, I would have passed to someone else.\All right!\Tenacity and boldness.\You can't use the mad dog if you're scared.\Kyotani, nice serve! response:	Out!
context: He finally got one in.\Oikawa used him well.\If it were me, I would have passed to someone else.\All right!\Tenacity and boldness.\You can't use the mad dog if you're scared.\Kyotani, nice serve!\Out! response:	All right!
context: Oikawa used him well.\If it were me, I would have passed to someone else.\All right!\Tenacity and boldness.\You can't use the mad dog if you're scared.\Kyotani, nice serve!\Out!\All right! response:	His serve is quite dynamic, too.
context: If it were me, I would have passed to someone else.\All right!\Tenacity and boldness.\You can't use the mad dog if you're scared.\Kyotani, nice serve!\Out!\All right!\His serve is quite dynamic, too. response:	Nice call!
context: All right!\Tenacity and boldness.\You can't use the mad dog if you're scared.\Kyotani, nice serve!\Out!\All right!\His serve is quite dynamic, too.\Nice call! response:	Aoba Johsai Karasuno
context: Tenacity and boldness.\You can't use the mad dog if you're scared.\Kyotani, nice serve!\Out!\All right!\His serve is quite dynamic, too.\Nice call!\Aoba Johsai Karasuno response:	One step forward, one step back.
context: You can't use the mad dog if you're scared.\Kyotani, nice serve!\Out!\All right!\His serve is quite dynamic, too.\Nice call!\Aoba Johsai Karasuno\One step forward, one step back. response:	It's basically a stalemate.
context: Kyotani, nice serve!\Out!\All right!\His serve is quite dynamic, too.\Nice call!\Aoba Johsai Karasuno\One step forward, one step back.\It's basically a stalemate. response:	Yeah. That 16 can score a lot, but makes just as many mistakes.
context: Out!\All right!\His serve is quite dynamic, too.\Nice call!\Aoba Johsai Karasuno\One step forward, one step back.\It's basically a stalemate.\Yeah. That 16 can score a lot, but makes just as many mistakes. response:	All right!
context: All right!\His serve is quite dynamic, too.\Nice call!\Aoba Johsai Karasuno\One step forward, one step back.\It's basically a stalemate.\Yeah. That 16 can score a lot, but makes just as many mistakes.\All right! response:	Iwaizumi-san, nice serve!
context: His serve is quite dynamic, too.\Nice call!\Aoba Johsai Karasuno\One step forward, one step back.\It's basically a stalemate.\Yeah. That 16 can score a lot, but makes just as many mistakes.\All right!\Iwaizumi-san, nice serve! response:	Cover! Cover!
context: Nice call!\Aoba Johsai Karasuno\One step forward, one step back.\It's basically a stalemate.\Yeah. That 16 can score a lot, but makes just as many mistakes.\All right!\Iwaizumi-san, nice serve!\Cover! Cover! response:	Makki, get the last!
context: Aoba Johsai Karasuno\One step forward, one step back.\It's basically a stalemate.\Yeah. That 16 can score a lot, but makes just as many mistakes.\All right!\Iwaizumi-san, nice serve!\Cover! Cover!\Makki, get the last! response:	Got it!
context: One step forward, one step back.\It's basically a stalemate.\Yeah. That 16 can score a lot, but makes just as many mistakes.\All right!\Iwaizumi-san, nice serve!\Cover! Cover!\Makki, get the last!\Got it! response:	One more! One more!
context: It's basically a stalemate.\Yeah. That 16 can score a lot, but makes just as many mistakes.\All right!\Iwaizumi-san, nice serve!\Cover! Cover!\Makki, get the last!\Got it!\One more! One more! response:	The receive is off!
context: Yeah. That 16 can score a lot, but makes just as many mistakes.\All right!\Iwaizumi-san, nice serve!\Cover! Cover!\Makki, get the last!\Got it!\One more! One more!\The receive is off! response:	It's coming to the left!
context: All right!\Iwaizumi-san, nice serve!\Cover! Cover!\Makki, get the last!\Got it!\One more! One more!\The receive is off!\It's coming to the left! response:	It's on purpose.
context: Iwaizumi-san, nice serve!\Cover! Cover!\Makki, get the last!\Got it!\One more! One more!\The receive is off!\It's coming to the left!\It's on purpose. response:	Mad Dog! His timing's even faster now.
context: Cover! Cover!\Makki, get the last!\Got it!\One more! One more!\The receive is off!\It's coming to the left!\It's on purpose.\Mad Dog! His timing's even faster now. response:	Second tempo!
context: Makki, get the last!\Got it!\One more! One more!\The receive is off!\It's coming to the left!\It's on purpose.\Mad Dog! His timing's even faster now.\Second tempo! response:	We're well aware that he's a double-edged sword.
context: Got it!\One more! One more!\The receive is off!\It's coming to the left!\It's on purpose.\Mad Dog! His timing's even faster now.\Second tempo!\We're well aware that he's a double-edged sword. response:	That's why we put him in!
context: One more! One more!\The receive is off!\It's coming to the left!\It's on purpose.\Mad Dog! His timing's even faster now.\Second tempo!\We're well aware that he's a double-edged sword.\That's why we put him in! response:	All right!
context: The receive is off!\It's coming to the left!\It's on purpose.\Mad Dog! His timing's even faster now.\Second tempo!\We're well aware that he's a double-edged sword.\That's why we put him in!\All right! response:	All right!
context: It's coming to the left!\It's on purpose.\Mad Dog! His timing's even faster now.\Second tempo!\We're well aware that he's a double-edged sword.\That's why we put him in!\All right!\All right! response:	Great, great, Kentaro! Push it, push it, Kentaro! One more time!
context: It's on purpose.\Mad Dog! His timing's even faster now.\Second tempo!\We're well aware that he's a double-edged sword.\That's why we put him in!\All right!\All right!\Great, great, Kentaro! Push it, push it, Kentaro! One more time! response:	That's a crazy angle.
context: Mad Dog! His timing's even faster now.\Second tempo!\We're well aware that he's a double-edged sword.\That's why we put him in!\All right!\All right!\Great, great, Kentaro! Push it, push it, Kentaro! One more time!\That's a crazy angle. response:	Tearing off a block with your own hands
context: Second tempo!\We're well aware that he's a double-edged sword.\That's why we put him in!\All right!\All right!\Great, great, Kentaro! Push it, push it, Kentaro! One more time!\That's a crazy angle.\Tearing off a block with your own hands response:	is definitely bliss only a setter knows.
context: We're well aware that he's a double-edged sword.\That's why we put him in!\All right!\All right!\Great, great, Kentaro! Push it, push it, Kentaro! One more time!\That's a crazy angle.\Tearing off a block with your own hands\is definitely bliss only a setter knows. response:	Get on it!
context: That's why we put him in!\All right!\All right!\Great, great, Kentaro! Push it, push it, Kentaro! One more time!\That's a crazy angle.\Tearing off a block with your own hands\is definitely bliss only a setter knows.\Get on it! response:	Nice receive!
context: All right!\All right!\Great, great, Kentaro! Push it, push it, Kentaro! One more time!\That's a crazy angle.\Tearing off a block with your own hands\is definitely bliss only a setter knows.\Get on it!\Nice receive! response:	Center!
context: All right!\Great, great, Kentaro! Push it, push it, Kentaro! One more time!\That's a crazy angle.\Tearing off a block with your own hands\is definitely bliss only a setter knows.\Get on it!\Nice receive!\Center! response:	Aoba Johsai Karasuno
context: Great, great, Kentaro! Push it, push it, Kentaro! One more time!\That's a crazy angle.\Tearing off a block with your own hands\is definitely bliss only a setter knows.\Get on it!\Nice receive!\Center!\Aoba Johsai Karasuno response:	All right!
context: That's a crazy angle.\Tearing off a block with your own hands\is definitely bliss only a setter knows.\Get on it!\Nice receive!\Center!\Aoba Johsai Karasuno\All right! response:	Shoyo, nice serve!
context: Tearing off a block with your own hands\is definitely bliss only a setter knows.\Get on it!\Nice receive!\Center!\Aoba Johsai Karasuno\All right!\Shoyo, nice serve! response:	Hinata, give it all you've got!
context: is definitely bliss only a setter knows.\Get on it!\Nice receive!\Center!\Aoba Johsai Karasuno\All right!\Shoyo, nice serve!\Hinata, give it all you've got! response:	Again, I'm rotated to the back without getting a single spike in...
context: Get on it!\Nice receive!\Center!\Aoba Johsai Karasuno\All right!\Shoyo, nice serve!\Hinata, give it all you've got!\Again, I'm rotated to the back without getting a single spike in... response:	Got it!
context: Nice receive!\Center!\Aoba Johsai Karasuno\All right!\Shoyo, nice serve!\Hinata, give it all you've got!\Again, I'm rotated to the back without getting a single spike in...\Got it! response:	Nice receive!
context: Center!\Aoba Johsai Karasuno\All right!\Shoyo, nice serve!\Hinata, give it all you've got!\Again, I'm rotated to the back without getting a single spike in...\Got it!\Nice receive! response:	All right! Here we go!
context: Aoba Johsai Karasuno\All right!\Shoyo, nice serve!\Hinata, give it all you've got!\Again, I'm rotated to the back without getting a single spike in...\Got it!\Nice receive!\All right! Here we go! response:	Hinata's back attack!
context: All right!\Shoyo, nice serve!\Hinata, give it all you've got!\Again, I'm rotated to the back without getting a single spike in...\Got it!\Nice receive!\All right! Here we go!\Hinata's back attack! response:	My first back attack!
context: Shoyo, nice serve!\Hinata, give it all you've got!\Again, I'm rotated to the back without getting a single spike in...\Got it!\Nice receive!\All right! Here we go!\Hinata's back attack!\My first back attack! response:	All right!
context: Hinata, give it all you've got!\Again, I'm rotated to the back without getting a single spike in...\Got it!\Nice receive!\All right! Here we go!\Hinata's back attack!\My first back attack!\All right! response:	Did you think now was your opportunity to use that?
context: Again, I'm rotated to the back without getting a single spike in...\Got it!\Nice receive!\All right! Here we go!\Hinata's back attack!\My first back attack!\All right!\Did you think now was your opportunity to use that? response:	I did, too.
context: Got it!\Nice receive!\All right! Here we go!\Hinata's back attack!\My first back attack!\All right!\Did you think now was your opportunity to use that?\I did, too. response:	Keep calm, keep calm, keep calm...
context: Nice receive!\All right! Here we go!\Hinata's back attack!\My first back attack!\All right!\Did you think now was your opportunity to use that?\I did, too.\Keep calm, keep calm, keep calm... response:	My back attack debut...
context: All right! Here we go!\Hinata's back attack!\My first back attack!\All right!\Did you think now was your opportunity to use that?\I did, too.\Keep calm, keep calm, keep calm...\My back attack debut... response:	I thought they could break it, too.
context: Hinata's back attack!\My first back attack!\All right!\Did you think now was your opportunity to use that?\I did, too.\Keep calm, keep calm, keep calm...\My back attack debut...\I thought they could break it, too. response:	If they don't start catching up, this'll get ugly.
context: My first back attack!\All right!\Did you think now was your opportunity to use that?\I did, too.\Keep calm, keep calm, keep calm...\My back attack debut...\I thought they could break it, too.\If they don't start catching up, this'll get ugly. response:	Ah!
context: All right!\Did you think now was your opportunity to use that?\I did, too.\Keep calm, keep calm, keep calm...\My back attack debut...\I thought they could break it, too.\If they don't start catching up, this'll get ugly.\Ah! response:	Ah?!
context: Did you think now was your opportunity to use that?\I did, too.\Keep calm, keep calm, keep calm...\My back attack debut...\I thought they could break it, too.\If they don't start catching up, this'll get ugly.\Ah!\Ah?! response:	Sugawara got called to the bench?
context: I did, too.\Keep calm, keep calm, keep calm...\My back attack debut...\I thought they could break it, too.\If they don't start catching up, this'll get ugly.\Ah!\Ah?!\Sugawara got called to the bench? response:	They're changing setters again?
context: Keep calm, keep calm, keep calm...\My back attack debut...\I thought they could break it, too.\If they don't start catching up, this'll get ugly.\Ah!\Ah?!\Sugawara got called to the bench?\They're changing setters again? response:	Kageyama doesn't seem to be doing bad.
context: My back attack debut...\I thought they could break it, too.\If they don't start catching up, this'll get ugly.\Ah!\Ah?!\Sugawara got called to the bench?\They're changing setters again?\Kageyama doesn't seem to be doing bad. response:	What happened now was just due to Oikawa being intense...
context: I thought they could break it, too.\If they don't start catching up, this'll get ugly.\Ah!\Ah?!\Sugawara got called to the bench?\They're changing setters again?\Kageyama doesn't seem to be doing bad.\What happened now was just due to Oikawa being intense... response:	Actually, I don't think they're switching out Kageyama.
context: If they don't start catching up, this'll get ugly.\Ah!\Ah?!\Sugawara got called to the bench?\They're changing setters again?\Kageyama doesn't seem to be doing bad.\What happened now was just due to Oikawa being intense...\Actually, I don't think they're switching out Kageyama. response:	We're not going to let you just take it.
context: Ah!\Ah?!\Sugawara got called to the bench?\They're changing setters again?\Kageyama doesn't seem to be doing bad.\What happened now was just due to Oikawa being intense...\Actually, I don't think they're switching out Kageyama.\We're not going to let you just take it. response:	We're going to do everything we can.
context: Ah?!\Sugawara got called to the bench?\They're changing setters again?\Kageyama doesn't seem to be doing bad.\What happened now was just due to Oikawa being intense...\Actually, I don't think they're switching out Kageyama.\We're not going to let you just take it.\We're going to do everything we can. response:	Haikyu!!
context: Sugawara got called to the bench?\They're changing setters again?\Kageyama doesn't seem to be doing bad.\What happened now was just due to Oikawa being intense...\Actually, I don't think they're switching out Kageyama.\We're not going to let you just take it.\We're going to do everything we can.\Haikyu!! response:	Haikyu!!
context: They're changing setters again?\Kageyama doesn't seem to be doing bad.\What happened now was just due to Oikawa being intense...\Actually, I don't think they're switching out Kageyama.\We're not going to let you just take it.\We're going to do everything we can.\Haikyu!!\Haikyu!! response:	Is Sugawara-san switching with someone?
context: Kageyama doesn't seem to be doing bad.\What happened now was just due to Oikawa being intense...\Actually, I don't think they're switching out Kageyama.\We're not going to let you just take it.\We're going to do everything we can.\Haikyu!!\Haikyu!!\Is Sugawara-san switching with someone? response:	It's a strategic player trade.
context: What happened now was just due to Oikawa being intense...\Actually, I don't think they're switching out Kageyama.\We're not going to let you just take it.\We're going to do everything we can.\Haikyu!!\Haikyu!!\Is Sugawara-san switching with someone?\It's a strategic player trade. response:	Don't make it sound so complicated.
context: Actually, I don't think they're switching out Kageyama.\We're not going to let you just take it.\We're going to do everything we can.\Haikyu!!\Haikyu!!\Is Sugawara-san switching with someone?\It's a strategic player trade.\Don't make it sound so complicated. response:	Come on, college student.
context: We're not going to let you just take it.\We're going to do everything we can.\Haikyu!!\Haikyu!!\Is Sugawara-san switching with someone?\It's a strategic player trade.\Don't make it sound so complicated.\Come on, college student. response:	When someone's not doing well or someone gets hurt,
context: We're going to do everything we can.\Haikyu!!\Haikyu!!\Is Sugawara-san switching with someone?\It's a strategic player trade.\Don't make it sound so complicated.\Come on, college student.\When someone's not doing well or someone gets hurt, response:	there are times where a pinch server or a one-point blocker goes in, right?
context: Haikyu!!\Haikyu!!\Is Sugawara-san switching with someone?\It's a strategic player trade.\Don't make it sound so complicated.\Come on, college student.\When someone's not doing well or someone gets hurt,\there are times where a pinch server or a one-point blocker goes in, right? response:	The latter is a strategic player trade.
context: Haikyu!!\Is Sugawara-san switching with someone?\It's a strategic player trade.\Don't make it sound so complicated.\Come on, college student.\When someone's not doing well or someone gets hurt,\there are times where a pinch server or a one-point blocker goes in, right?\The latter is a strategic player trade. response:	All right!
context: Is Sugawara-san switching with someone?\It's a strategic player trade.\Don't make it sound so complicated.\Come on, college student.\When someone's not doing well or someone gets hurt,\there are times where a pinch server or a one-point blocker goes in, right?\The latter is a strategic player trade.\All right! response:	Aoba Johsai Karasuno
context: It's a strategic player trade.\Don't make it sound so complicated.\Come on, college student.\When someone's not doing well or someone gets hurt,\there are times where a pinch server or a one-point blocker goes in, right?\The latter is a strategic player trade.\All right!\Aoba Johsai Karasuno response:	Iwaizumi, nice kill!
context: Don't make it sound so complicated.\Come on, college student.\When someone's not doing well or someone gets hurt,\there are times where a pinch server or a one-point blocker goes in, right?\The latter is a strategic player trade.\All right!\Aoba Johsai Karasuno\Iwaizumi, nice kill! response:	In the last Seijoh match,
context: Come on, college student.\When someone's not doing well or someone gets hurt,\there are times where a pinch server or a one-point blocker goes in, right?\The latter is a strategic player trade.\All right!\Aoba Johsai Karasuno\Iwaizumi, nice kill!\In the last Seijoh match, response:	they were cornered and ended up being forced to switch, but...
context: When someone's not doing well or someone gets hurt,\there are times where a pinch server or a one-point blocker goes in, right?\The latter is a strategic player trade.\All right!\Aoba Johsai Karasuno\Iwaizumi, nice kill!\In the last Seijoh match,\they were cornered and ended up being forced to switch, but... response:	This time, it's most likely for them to get the win.
context: there are times where a pinch server or a one-point blocker goes in, right?\The latter is a strategic player trade.\All right!\Aoba Johsai Karasuno\Iwaizumi, nice kill!\In the last Seijoh match,\they were cornered and ended up being forced to switch, but...\This time, it's most likely for them to get the win. response:	16 is an unknown element, and dealing with Seijoh has gotten even more difficult.
context: The latter is a strategic player trade.\All right!\Aoba Johsai Karasuno\Iwaizumi, nice kill!\In the last Seijoh match,\they were cornered and ended up being forced to switch, but...\This time, it's most likely for them to get the win.\16 is an unknown element, and dealing with Seijoh has gotten even more difficult. response:	But we're not going to just let them take the game.
context: All right!\Aoba Johsai Karasuno\Iwaizumi, nice kill!\In the last Seijoh match,\they were cornered and ended up being forced to switch, but...\This time, it's most likely for them to get the win.\16 is an unknown element, and dealing with Seijoh has gotten even more difficult.\But we're not going to just let them take the game. response:	Yes, but before that...
context: Aoba Johsai Karasuno\Iwaizumi, nice kill!\In the last Seijoh match,\they were cornered and ended up being forced to switch, but...\This time, it's most likely for them to get the win.\16 is an unknown element, and dealing with Seijoh has gotten even more difficult.\But we're not going to just let them take the game.\Yes, but before that... response:	Oikawa-san, nice serve!
context: Iwaizumi, nice kill!\In the last Seijoh match,\they were cornered and ended up being forced to switch, but...\This time, it's most likely for them to get the win.\16 is an unknown element, and dealing with Seijoh has gotten even more difficult.\But we're not going to just let them take the game.\Yes, but before that...\Oikawa-san, nice serve! response:	Oh, here it comes.
context: In the last Seijoh match,\they were cornered and ended up being forced to switch, but...\This time, it's most likely for them to get the win.\16 is an unknown element, and dealing with Seijoh has gotten even more difficult.\But we're not going to just let them take the game.\Yes, but before that...\Oikawa-san, nice serve!\Oh, here it comes. response:	That's a nice serve toss.
context: they were cornered and ended up being forced to switch, but...\This time, it's most likely for them to get the win.\16 is an unknown element, and dealing with Seijoh has gotten even more difficult.\But we're not going to just let them take the game.\Yes, but before that...\Oikawa-san, nice serve!\Oh, here it comes.\That's a nice serve toss. response:	All right!
