context: Pai! Pai! response:	Are you all right, Pai?
context: It's been thirty years.\No... Since Toshikyuki was still in elementary school back then, it's been longer than that.\Don't you remember?\He insisted on watching the meteor shower, so I drove him out in the middle of the night.\We waited for quite a while, but we never saw it that evening.\In the end, he fell asleep.\To those of you who plan to go outside soon,\No, I haven't made any plans. response:	Rie has some tips for you.
context: No... Since Toshikyuki was still in elementary school back then, it's been longer than that.\Don't you remember?\He insisted on watching the meteor shower, so I drove him out in the middle of the night.\We waited for quite a while, but we never saw it that evening.\In the end, he fell asleep.\To those of you who plan to go outside soon,\No, I haven't made any plans.\Rie has some tips for you. response:	Although it's still overcast, showers are expected later in the evening, so make sure to bring an umbrella with you.
context: Don't you remember?\He insisted on watching the meteor shower, so I drove him out in the middle of the night.\We waited for quite a while, but we never saw it that evening.\In the end, he fell asleep.\To those of you who plan to go outside soon,\No, I haven't made any plans.\Rie has some tips for you.\Although it's still overcast, showers are expected later in the evening, so make sure to bring an umbrella with you. response:	I just don't have the time to be gazing at the stars.
context: He insisted on watching the meteor shower, so I drove him out in the middle of the night.\We waited for quite a while, but we never saw it that evening.\In the end, he fell asleep.\To those of you who plan to go outside soon,\No, I haven't made any plans.\Rie has some tips for you.\Although it's still overcast, showers are expected later in the evening, so make sure to bring an umbrella with you.\I just don't have the time to be gazing at the stars. response:	It looks like it might be called off. The forecast says it's going to rain.
context: We waited for quite a while, but we never saw it that evening.\In the end, he fell asleep.\To those of you who plan to go outside soon,\No, I haven't made any plans.\Rie has some tips for you.\Although it's still overcast, showers are expected later in the evening, so make sure to bring an umbrella with you.\I just don't have the time to be gazing at the stars.\It looks like it might be called off. The forecast says it's going to rain. response:	The skies aren't going to be clear? We won't be able to see the stars of the past, will we?
context: In the end, he fell asleep.\To those of you who plan to go outside soon,\No, I haven't made any plans.\Rie has some tips for you.\Although it's still overcast, showers are expected later in the evening, so make sure to bring an umbrella with you.\I just don't have the time to be gazing at the stars.\It looks like it might be called off. The forecast says it's going to rain.\The skies aren't going to be clear? We won't be able to see the stars of the past, will we? response:	Do you believe in it, too?
context: To those of you who plan to go outside soon,\No, I haven't made any plans.\Rie has some tips for you.\Although it's still overcast, showers are expected later in the evening, so make sure to bring an umbrella with you.\I just don't have the time to be gazing at the stars.\It looks like it might be called off. The forecast says it's going to rain.\The skies aren't going to be clear? We won't be able to see the stars of the past, will we?\Do you believe in it, too? response:	Well, who knows?
context: No, I haven't made any plans.\Rie has some tips for you.\Although it's still overcast, showers are expected later in the evening, so make sure to bring an umbrella with you.\I just don't have the time to be gazing at the stars.\It looks like it might be called off. The forecast says it's going to rain.\The skies aren't going to be clear? We won't be able to see the stars of the past, will we?\Do you believe in it, too?\Well, who knows? response:	Not that rumor again.
context: Rie has some tips for you.\Although it's still overcast, showers are expected later in the evening, so make sure to bring an umbrella with you.\I just don't have the time to be gazing at the stars.\It looks like it might be called off. The forecast says it's going to rain.\The skies aren't going to be clear? We won't be able to see the stars of the past, will we?\Do you believe in it, too?\Well, who knows?\Not that rumor again. response:	Come to think of it, I do have some memories of the stars.
context: Although it's still overcast, showers are expected later in the evening, so make sure to bring an umbrella with you.\I just don't have the time to be gazing at the stars.\It looks like it might be called off. The forecast says it's going to rain.\The skies aren't going to be clear? We won't be able to see the stars of the past, will we?\Do you believe in it, too?\Well, who knows?\Not that rumor again.\Come to think of it, I do have some memories of the stars. response:	What kind of memories? Something romantic?
context: I just don't have the time to be gazing at the stars.\It looks like it might be called off. The forecast says it's going to rain.\The skies aren't going to be clear? We won't be able to see the stars of the past, will we?\Do you believe in it, too?\Well, who knows?\Not that rumor again.\Come to think of it, I do have some memories of the stars.\What kind of memories? Something romantic? response:	No, nothing like that.
context: It looks like it might be called off. The forecast says it's going to rain.\The skies aren't going to be clear? We won't be able to see the stars of the past, will we?\Do you believe in it, too?\Well, who knows?\Not that rumor again.\Come to think of it, I do have some memories of the stars.\What kind of memories? Something romantic?\No, nothing like that. response:	Do you remember when you were about this tall?
context: The skies aren't going to be clear? We won't be able to see the stars of the past, will we?\Do you believe in it, too?\Well, who knows?\Not that rumor again.\Come to think of it, I do have some memories of the stars.\What kind of memories? Something romantic?\No, nothing like that.\Do you remember when you were about this tall? response:	You got lost in an amusement park.
context: Do you believe in it, too?\Well, who knows?\Not that rumor again.\Come to think of it, I do have some memories of the stars.\What kind of memories? Something romantic?\No, nothing like that.\Do you remember when you were about this tall?\You got lost in an amusement park. response:	By the time I found you, it was already dark.
context: Well, who knows?\Not that rumor again.\Come to think of it, I do have some memories of the stars.\What kind of memories? Something romantic?\No, nothing like that.\Do you remember when you were about this tall?\You got lost in an amusement park.\By the time I found you, it was already dark. response:	I was scared to death, but you kept a straight face and said,
context: Not that rumor again.\Come to think of it, I do have some memories of the stars.\What kind of memories? Something romantic?\No, nothing like that.\Do you remember when you were about this tall?\You got lost in an amusement park.\By the time I found you, it was already dark.\I was scared to death, but you kept a straight face and said, response:	I was watching the stars.
context: Come to think of it, I do have some memories of the stars.\What kind of memories? Something romantic?\No, nothing like that.\Do you remember when you were about this tall?\You got lost in an amusement park.\By the time I found you, it was already dark.\I was scared to death, but you kept a straight face and said,\I was watching the stars. response:	You're kidding! I was really cute, wasn't I?
context: What kind of memories? Something romantic?\No, nothing like that.\Do you remember when you were about this tall?\You got lost in an amusement park.\By the time I found you, it was already dark.\I was scared to death, but you kept a straight face and said,\I was watching the stars.\You're kidding! I was really cute, wasn't I? response:	You sure were. That happened while your mother was still well.
context: No, nothing like that.\Do you remember when you were about this tall?\You got lost in an amusement park.\By the time I found you, it was already dark.\I was scared to death, but you kept a straight face and said,\I was watching the stars.\You're kidding! I was really cute, wasn't I?\You sure were. That happened while your mother was still well. response:	That was a pretty horrible attempt at tailing somebody, Saitou, Kouno.
context: Do you remember when you were about this tall?\You got lost in an amusement park.\By the time I found you, it was already dark.\I was scared to death, but you kept a straight face and said,\I was watching the stars.\You're kidding! I was really cute, wasn't I?\You sure were. That happened while your mother was still well.\That was a pretty horrible attempt at tailing somebody, Saitou, Kouno. response:	What's the meaning of this? Who ordered you to do it?
context: You got lost in an amusement park.\By the time I found you, it was already dark.\I was scared to death, but you kept a straight face and said,\I was watching the stars.\You're kidding! I was really cute, wasn't I?\You sure were. That happened while your mother was still well.\That was a pretty horrible attempt at tailing somebody, Saitou, Kouno.\What's the meaning of this? Who ordered you to do it? response:	Er... That's...
context: By the time I found you, it was already dark.\I was scared to death, but you kept a straight face and said,\I was watching the stars.\You're kidding! I was really cute, wasn't I?\You sure were. That happened while your mother was still well.\That was a pretty horrible attempt at tailing somebody, Saitou, Kouno.\What's the meaning of this? Who ordered you to do it?\Er... That's... response:	If you were ordered to follow me, you should have asked Ohtsuka to do it in your place.
context: I was scared to death, but you kept a straight face and said,\I was watching the stars.\You're kidding! I was really cute, wasn't I?\You sure were. That happened while your mother was still well.\That was a pretty horrible attempt at tailing somebody, Saitou, Kouno.\What's the meaning of this? Who ordered you to do it?\Er... That's...\If you were ordered to follow me, you should have asked Ohtsuka to do it in your place. response:	B-Boss!
context: I was watching the stars.\You're kidding! I was really cute, wasn't I?\You sure were. That happened while your mother was still well.\That was a pretty horrible attempt at tailing somebody, Saitou, Kouno.\What's the meaning of this? Who ordered you to do it?\Er... That's...\If you were ordered to follow me, you should have asked Ohtsuka to do it in your place.\B-Boss! response:	Li-kun?
context: You're kidding! I was really cute, wasn't I?\You sure were. That happened while your mother was still well.\That was a pretty horrible attempt at tailing somebody, Saitou, Kouno.\What's the meaning of this? Who ordered you to do it?\Er... That's...\If you were ordered to follow me, you should have asked Ohtsuka to do it in your place.\B-Boss!\Li-kun? response:	Wait!
context: You sure were. That happened while your mother was still well.\That was a pretty horrible attempt at tailing somebody, Saitou, Kouno.\What's the meaning of this? Who ordered you to do it?\Er... That's...\If you were ordered to follow me, you should have asked Ohtsuka to do it in your place.\B-Boss!\Li-kun?\Wait! response:	U-Um... Are you hungry by any chance?
context: That was a pretty horrible attempt at tailing somebody, Saitou, Kouno.\What's the meaning of this? Who ordered you to do it?\Er... That's...\If you were ordered to follow me, you should have asked Ohtsuka to do it in your place.\B-Boss!\Li-kun?\Wait!\U-Um... Are you hungry by any chance? response:	Episode Twenty-Three
context: What's the meaning of this? Who ordered you to do it?\Er... That's...\If you were ordered to follow me, you should have asked Ohtsuka to do it in your place.\B-Boss!\Li-kun?\Wait!\U-Um... Are you hungry by any chance?\Episode Twenty-Three response:	God is In His Heaven...
context: Er... That's...\If you were ordered to follow me, you should have asked Ohtsuka to do it in your place.\B-Boss!\Li-kun?\Wait!\U-Um... Are you hungry by any chance?\Episode Twenty-Three\God is In His Heaven... response:	Did I look that hungry to you?
context: If you were ordered to follow me, you should have asked Ohtsuka to do it in your place.\B-Boss!\Li-kun?\Wait!\U-Um... Are you hungry by any chance?\Episode Twenty-Three\God is In His Heaven...\Did I look that hungry to you? response:	Well, sort of. You looked like someone I knew.
context: B-Boss!\Li-kun?\Wait!\U-Um... Are you hungry by any chance?\Episode Twenty-Three\God is In His Heaven...\Did I look that hungry to you?\Well, sort of. You looked like someone I knew. response:	Did I look like the criminal you're looking for?
context: Li-kun?\Wait!\U-Um... Are you hungry by any chance?\Episode Twenty-Three\God is In His Heaven...\Did I look that hungry to you?\Well, sort of. You looked like someone I knew.\Did I look like the criminal you're looking for? response:	I was right, just as I thought.
context: Wait!\U-Um... Are you hungry by any chance?\Episode Twenty-Three\God is In His Heaven...\Did I look that hungry to you?\Well, sort of. You looked like someone I knew.\Did I look like the criminal you're looking for?\I was right, just as I thought. response:	That's...
context: U-Um... Are you hungry by any chance?\Episode Twenty-Three\God is In His Heaven...\Did I look that hungry to you?\Well, sort of. You looked like someone I knew.\Did I look like the criminal you're looking for?\I was right, just as I thought.\That's... response:	Don't move.
context: Episode Twenty-Three\God is In His Heaven...\Did I look that hungry to you?\Well, sort of. You looked like someone I knew.\Did I look like the criminal you're looking for?\I was right, just as I thought.\That's...\Don't move. response:	Someone's trying to snipe you from the seats in the aft.
context: God is In His Heaven...\Did I look that hungry to you?\Well, sort of. You looked like someone I knew.\Did I look like the criminal you're looking for?\I was right, just as I thought.\That's...\Don't move.\Someone's trying to snipe you from the seats in the aft. response:	Come on. That wasn't convincing at all.
context: Did I look that hungry to you?\Well, sort of. You looked like someone I knew.\Did I look like the criminal you're looking for?\I was right, just as I thought.\That's...\Don't move.\Someone's trying to snipe you from the seats in the aft.\Come on. That wasn't convincing at all. response:	Is that so?
context: Well, sort of. You looked like someone I knew.\Did I look like the criminal you're looking for?\I was right, just as I thought.\That's...\Don't move.\Someone's trying to snipe you from the seats in the aft.\Come on. That wasn't convincing at all.\Is that so? response:	Because...
context: Did I look like the criminal you're looking for?\I was right, just as I thought.\That's...\Don't move.\Someone's trying to snipe you from the seats in the aft.\Come on. That wasn't convincing at all.\Is that so?\Because... response:	It's a strange feeling. When you've chased suspects for as long as I have,
context: I was right, just as I thought.\That's...\Don't move.\Someone's trying to snipe you from the seats in the aft.\Come on. That wasn't convincing at all.\Is that so?\Because...\It's a strange feeling. When you've chased suspects for as long as I have, response:	you develop an attachment to what you do.
context: That's...\Don't move.\Someone's trying to snipe you from the seats in the aft.\Come on. That wasn't convincing at all.\Is that so?\Because...\It's a strange feeling. When you've chased suspects for as long as I have,\you develop an attachment to what you do. response:	Always on the job, aren't you?
context: Don't move.\Someone's trying to snipe you from the seats in the aft.\Come on. That wasn't convincing at all.\Is that so?\Because...\It's a strange feeling. When you've chased suspects for as long as I have,\you develop an attachment to what you do.\Always on the job, aren't you? response:	It's true that I've put in a lot of time,
context: Someone's trying to snipe you from the seats in the aft.\Come on. That wasn't convincing at all.\Is that so?\Because...\It's a strange feeling. When you've chased suspects for as long as I have,\you develop an attachment to what you do.\Always on the job, aren't you?\It's true that I've put in a lot of time, response:	but after a while, you become another face in the crowd to the organization.
context: Come on. That wasn't convincing at all.\Is that so?\Because...\It's a strange feeling. When you've chased suspects for as long as I have,\you develop an attachment to what you do.\Always on the job, aren't you?\It's true that I've put in a lot of time,\but after a while, you become another face in the crowd to the organization. response:	It feels like I've lost a part of my identity.
context: Is that so?\Because...\It's a strange feeling. When you've chased suspects for as long as I have,\you develop an attachment to what you do.\Always on the job, aren't you?\It's true that I've put in a lot of time,\but after a while, you become another face in the crowd to the organization.\It feels like I've lost a part of my identity. response:	Every organization is the same.
context: Because...\It's a strange feeling. When you've chased suspects for as long as I have,\you develop an attachment to what you do.\Always on the job, aren't you?\It's true that I've put in a lot of time,\but after a while, you become another face in the crowd to the organization.\It feels like I've lost a part of my identity.\Every organization is the same. response:	They treat you like a pawn and exploit you at will.
context: It's a strange feeling. When you've chased suspects for as long as I have,\you develop an attachment to what you do.\Always on the job, aren't you?\It's true that I've put in a lot of time,\but after a while, you become another face in the crowd to the organization.\It feels like I've lost a part of my identity.\Every organization is the same.\They treat you like a pawn and exploit you at will. response:	You might be right.
context: you develop an attachment to what you do.\Always on the job, aren't you?\It's true that I've put in a lot of time,\but after a while, you become another face in the crowd to the organization.\It feels like I've lost a part of my identity.\Every organization is the same.\They treat you like a pawn and exploit you at will.\You might be right. response:	Like I said, it's not that I can't pay the bill.
context: Always on the job, aren't you?\It's true that I've put in a lot of time,\but after a while, you become another face in the crowd to the organization.\It feels like I've lost a part of my identity.\Every organization is the same.\They treat you like a pawn and exploit you at will.\You might be right.\Like I said, it's not that I can't pay the bill. response:	I'm just short on cash right now, so I'll pay you later.
context: It's true that I've put in a lot of time,\but after a while, you become another face in the crowd to the organization.\It feels like I've lost a part of my identity.\Every organization is the same.\They treat you like a pawn and exploit you at will.\You might be right.\Like I said, it's not that I can't pay the bill.\I'm just short on cash right now, so I'll pay you later. response:	Sir, your name is on our blacklist.
context: but after a while, you become another face in the crowd to the organization.\It feels like I've lost a part of my identity.\Every organization is the same.\They treat you like a pawn and exploit you at will.\You might be right.\Like I said, it's not that I can't pay the bill.\I'm just short on cash right now, so I'll pay you later.\Sir, your name is on our blacklist. response:	If I recall, you pulled the same stunt last year.
context: It feels like I've lost a part of my identity.\Every organization is the same.\They treat you like a pawn and exploit you at will.\You might be right.\Like I said, it's not that I can't pay the bill.\I'm just short on cash right now, so I'll pay you later.\Sir, your name is on our blacklist.\If I recall, you pulled the same stunt last year. response:	You must be kidding! You must have mistaken me for someone else!
context: Every organization is the same.\They treat you like a pawn and exploit you at will.\You might be right.\Like I said, it's not that I can't pay the bill.\I'm just short on cash right now, so I'll pay you later.\Sir, your name is on our blacklist.\If I recall, you pulled the same stunt last year.\You must be kidding! You must have mistaken me for someone else! response:	Right. There's no way my boss could afford to come to a place like this very often.
context: They treat you like a pawn and exploit you at will.\You might be right.\Like I said, it's not that I can't pay the bill.\I'm just short on cash right now, so I'll pay you later.\Sir, your name is on our blacklist.\If I recall, you pulled the same stunt last year.\You must be kidding! You must have mistaken me for someone else!\Right. There's no way my boss could afford to come to a place like this very often. response:	No way! Are you serious?
context: You might be right.\Like I said, it's not that I can't pay the bill.\I'm just short on cash right now, so I'll pay you later.\Sir, your name is on our blacklist.\If I recall, you pulled the same stunt last year.\You must be kidding! You must have mistaken me for someone else!\Right. There's no way my boss could afford to come to a place like this very often.\No way! Are you serious? response:	I'm shocked. I didn't know you liked middle-aged women!
context: Like I said, it's not that I can't pay the bill.\I'm just short on cash right now, so I'll pay you later.\Sir, your name is on our blacklist.\If I recall, you pulled the same stunt last year.\You must be kidding! You must have mistaken me for someone else!\Right. There's no way my boss could afford to come to a place like this very often.\No way! Are you serious?\I'm shocked. I didn't know you liked middle-aged women! response:	M-Middle-aged...
context: I'm just short on cash right now, so I'll pay you later.\Sir, your name is on our blacklist.\If I recall, you pulled the same stunt last year.\You must be kidding! You must have mistaken me for someone else!\Right. There's no way my boss could afford to come to a place like this very often.\No way! Are you serious?\I'm shocked. I didn't know you liked middle-aged women!\M-Middle-aged... response:	Well, if it isn't Li-kun! Your timing couldn't have been better.
context: Sir, your name is on our blacklist.\If I recall, you pulled the same stunt last year.\You must be kidding! You must have mistaken me for someone else!\Right. There's no way my boss could afford to come to a place like this very often.\No way! Are you serious?\I'm shocked. I didn't know you liked middle-aged women!\M-Middle-aged...\Well, if it isn't Li-kun! Your timing couldn't have been better. response:	Stars?
context: If I recall, you pulled the same stunt last year.\You must be kidding! You must have mistaken me for someone else!\Right. There's no way my boss could afford to come to a place like this very often.\No way! Are you serious?\I'm shocked. I didn't know you liked middle-aged women!\M-Middle-aged...\Well, if it isn't Li-kun! Your timing couldn't have been better.\Stars? response:	Yeah, any memories about the stars of the past.
context: You must be kidding! You must have mistaken me for someone else!\Right. There's no way my boss could afford to come to a place like this very often.\No way! Are you serious?\I'm shocked. I didn't know you liked middle-aged women!\M-Middle-aged...\Well, if it isn't Li-kun! Your timing couldn't have been better.\Stars?\Yeah, any memories about the stars of the past. response:	People sure like to talk about them.
context: Right. There's no way my boss could afford to come to a place like this very often.\No way! Are you serious?\I'm shocked. I didn't know you liked middle-aged women!\M-Middle-aged...\Well, if it isn't Li-kun! Your timing couldn't have been better.\Stars?\Yeah, any memories about the stars of the past.\People sure like to talk about them. response:	Memories tend to become exaggerated.
context: No way! Are you serious?\I'm shocked. I didn't know you liked middle-aged women!\M-Middle-aged...\Well, if it isn't Li-kun! Your timing couldn't have been better.\Stars?\Yeah, any memories about the stars of the past.\People sure like to talk about them.\Memories tend to become exaggerated. response:	Well, taking the emergence of the gate and everything else into consideration,
context: I'm shocked. I didn't know you liked middle-aged women!\M-Middle-aged...\Well, if it isn't Li-kun! Your timing couldn't have been better.\Stars?\Yeah, any memories about the stars of the past.\People sure like to talk about them.\Memories tend to become exaggerated.\Well, taking the emergence of the gate and everything else into consideration, response:	I suppose it's a result of their insecurity.
context: M-Middle-aged...\Well, if it isn't Li-kun! Your timing couldn't have been better.\Stars?\Yeah, any memories about the stars of the past.\People sure like to talk about them.\Memories tend to become exaggerated.\Well, taking the emergence of the gate and everything else into consideration,\I suppose it's a result of their insecurity. response:	Insecurity?
context: Well, if it isn't Li-kun! Your timing couldn't have been better.\Stars?\Yeah, any memories about the stars of the past.\People sure like to talk about them.\Memories tend to become exaggerated.\Well, taking the emergence of the gate and everything else into consideration,\I suppose it's a result of their insecurity.\Insecurity? response:	The recent terrorist attack, for example.
context: Stars?\Yeah, any memories about the stars of the past.\People sure like to talk about them.\Memories tend to become exaggerated.\Well, taking the emergence of the gate and everything else into consideration,\I suppose it's a result of their insecurity.\Insecurity?\The recent terrorist attack, for example. response:	People appear to be calm and collected, but I'm sure they're insecure about the present,
context: Yeah, any memories about the stars of the past.\People sure like to talk about them.\Memories tend to become exaggerated.\Well, taking the emergence of the gate and everything else into consideration,\I suppose it's a result of their insecurity.\Insecurity?\The recent terrorist attack, for example.\People appear to be calm and collected, but I'm sure they're insecure about the present, response:	which is why they rely on their memories.
context: People sure like to talk about them.\Memories tend to become exaggerated.\Well, taking the emergence of the gate and everything else into consideration,\I suppose it's a result of their insecurity.\Insecurity?\The recent terrorist attack, for example.\People appear to be calm and collected, but I'm sure they're insecure about the present,\which is why they rely on their memories. response:	This is where we part ways.
context: Memories tend to become exaggerated.\Well, taking the emergence of the gate and everything else into consideration,\I suppose it's a result of their insecurity.\Insecurity?\The recent terrorist attack, for example.\People appear to be calm and collected, but I'm sure they're insecure about the present,\which is why they rely on their memories.\This is where we part ways. response:	You saved my ass. Thanks for the meal.
context: Well, taking the emergence of the gate and everything else into consideration,\I suppose it's a result of their insecurity.\Insecurity?\The recent terrorist attack, for example.\People appear to be calm and collected, but I'm sure they're insecure about the present,\which is why they rely on their memories.\This is where we part ways.\You saved my ass. Thanks for the meal. response:	What do you mean by that? Make sure you pay me back.
context: I suppose it's a result of their insecurity.\Insecurity?\The recent terrorist attack, for example.\People appear to be calm and collected, but I'm sure they're insecure about the present,\which is why they rely on their memories.\This is where we part ways.\You saved my ass. Thanks for the meal.\What do you mean by that? Make sure you pay me back. response:	Thanks.
context: Insecurity?\The recent terrorist attack, for example.\People appear to be calm and collected, but I'm sure they're insecure about the present,\which is why they rely on their memories.\This is where we part ways.\You saved my ass. Thanks for the meal.\What do you mean by that? Make sure you pay me back.\Thanks. response:	Isn't it a wonderful sight?
context: The recent terrorist attack, for example.\People appear to be calm and collected, but I'm sure they're insecure about the present,\which is why they rely on their memories.\This is where we part ways.\You saved my ass. Thanks for the meal.\What do you mean by that? Make sure you pay me back.\Thanks.\Isn't it a wonderful sight? response:	Yeah.
context: People appear to be calm and collected, but I'm sure they're insecure about the present,\which is why they rely on their memories.\This is where we part ways.\You saved my ass. Thanks for the meal.\What do you mean by that? Make sure you pay me back.\Thanks.\Isn't it a wonderful sight?\Yeah. response:	How do you feel about this city? Do you like it?
context: which is why they rely on their memories.\This is where we part ways.\You saved my ass. Thanks for the meal.\What do you mean by that? Make sure you pay me back.\Thanks.\Isn't it a wonderful sight?\Yeah.\How do you feel about this city? Do you like it? response:	Well, it's not that I don't like it.
context: This is where we part ways.\You saved my ass. Thanks for the meal.\What do you mean by that? Make sure you pay me back.\Thanks.\Isn't it a wonderful sight?\Yeah.\How do you feel about this city? Do you like it?\Well, it's not that I don't like it. response:	It's moderately indifferent,
context: You saved my ass. Thanks for the meal.\What do you mean by that? Make sure you pay me back.\Thanks.\Isn't it a wonderful sight?\Yeah.\How do you feel about this city? Do you like it?\Well, it's not that I don't like it.\It's moderately indifferent, response:	yet moderately warm.
context: What do you mean by that? Make sure you pay me back.\Thanks.\Isn't it a wonderful sight?\Yeah.\How do you feel about this city? Do you like it?\Well, it's not that I don't like it.\It's moderately indifferent,\yet moderately warm. response:	I wasn't supposed to stay here as long as I have,
context: Thanks.\Isn't it a wonderful sight?\Yeah.\How do you feel about this city? Do you like it?\Well, it's not that I don't like it.\It's moderately indifferent,\yet moderately warm.\I wasn't supposed to stay here as long as I have, response:	but now I wish I could make it my home.
context: Isn't it a wonderful sight?\Yeah.\How do you feel about this city? Do you like it?\Well, it's not that I don't like it.\It's moderately indifferent,\yet moderately warm.\I wasn't supposed to stay here as long as I have,\but now I wish I could make it my home. response:	I see. This city is getting more violent by the day, though.
context: Yeah.\How do you feel about this city? Do you like it?\Well, it's not that I don't like it.\It's moderately indifferent,\yet moderately warm.\I wasn't supposed to stay here as long as I have,\but now I wish I could make it my home.\I see. This city is getting more violent by the day, though. response:	This city is serene
context: How do you feel about this city? Do you like it?\Well, it's not that I don't like it.\It's moderately indifferent,\yet moderately warm.\I wasn't supposed to stay here as long as I have,\but now I wish I could make it my home.\I see. This city is getting more violent by the day, though.\This city is serene response:	compared to the tragedy my sister and I lived through.
context: Well, it's not that I don't like it.\It's moderately indifferent,\yet moderately warm.\I wasn't supposed to stay here as long as I have,\but now I wish I could make it my home.\I see. This city is getting more violent by the day, though.\This city is serene\compared to the tragedy my sister and I lived through. response:	Were you in a combat zone?
context: It's moderately indifferent,\yet moderately warm.\I wasn't supposed to stay here as long as I have,\but now I wish I could make it my home.\I see. This city is getting more violent by the day, though.\This city is serene\compared to the tragedy my sister and I lived through.\Were you in a combat zone? response:	How about your sister? Is she still there?
context: yet moderately warm.\I wasn't supposed to stay here as long as I have,\but now I wish I could make it my home.\I see. This city is getting more violent by the day, though.\This city is serene\compared to the tragedy my sister and I lived through.\Were you in a combat zone?\How about your sister? Is she still there? response:	No, she isn't.
context: I wasn't supposed to stay here as long as I have,\but now I wish I could make it my home.\I see. This city is getting more violent by the day, though.\This city is serene\compared to the tragedy my sister and I lived through.\Were you in a combat zone?\How about your sister? Is she still there?\No, she isn't. response:	Did she pass away?
context: but now I wish I could make it my home.\I see. This city is getting more violent by the day, though.\This city is serene\compared to the tragedy my sister and I lived through.\Were you in a combat zone?\How about your sister? Is she still there?\No, she isn't.\Did she pass away? response:	That must have been a sad moment.
context: I see. This city is getting more violent by the day, though.\This city is serene\compared to the tragedy my sister and I lived through.\Were you in a combat zone?\How about your sister? Is she still there?\No, she isn't.\Did she pass away?\That must have been a sad moment. response:	I wonder about that.
context: This city is serene\compared to the tragedy my sister and I lived through.\Were you in a combat zone?\How about your sister? Is she still there?\No, she isn't.\Did she pass away?\That must have been a sad moment.\I wonder about that. response:	A part of me might have felt relieved.
context: compared to the tragedy my sister and I lived through.\Were you in a combat zone?\How about your sister? Is she still there?\No, she isn't.\Did she pass away?\That must have been a sad moment.\I wonder about that.\A part of me might have felt relieved. response:	Have you heard about the rumor?
context: Were you in a combat zone?\How about your sister? Is she still there?\No, she isn't.\Did she pass away?\That must have been a sad moment.\I wonder about that.\A part of me might have felt relieved.\Have you heard about the rumor? response:	I have, but I don't think it's going to happen.
context: How about your sister? Is she still there?\No, she isn't.\Did she pass away?\That must have been a sad moment.\I wonder about that.\A part of me might have felt relieved.\Have you heard about the rumor?\I have, but I don't think it's going to happen. response:	I didn't think anyone would believe it, but...
context: No, she isn't.\Did she pass away?\That must have been a sad moment.\I wonder about that.\A part of me might have felt relieved.\Have you heard about the rumor?\I have, but I don't think it's going to happen.\I didn't think anyone would believe it, but... response:	Oh, look.
context: Did she pass away?\That must have been a sad moment.\I wonder about that.\A part of me might have felt relieved.\Have you heard about the rumor?\I have, but I don't think it's going to happen.\I didn't think anyone would believe it, but...\Oh, look. response:	Do you think we'll be able to see it?
context: That must have been a sad moment.\I wonder about that.\A part of me might have felt relieved.\Have you heard about the rumor?\I have, but I don't think it's going to happen.\I didn't think anyone would believe it, but...\Oh, look.\Do you think we'll be able to see it? response:	Dad!
context: I wonder about that.\A part of me might have felt relieved.\Have you heard about the rumor?\I have, but I don't think it's going to happen.\I didn't think anyone would believe it, but...\Oh, look.\Do you think we'll be able to see it?\Dad! response:	Is everyone going to wait until the skies clear up just to catch a glimpse of the stars?
context: A part of me might have felt relieved.\Have you heard about the rumor?\I have, but I don't think it's going to happen.\I didn't think anyone would believe it, but...\Oh, look.\Do you think we'll be able to see it?\Dad!\Is everyone going to wait until the skies clear up just to catch a glimpse of the stars? response:	Do you want to see the stars of the past?
context: Have you heard about the rumor?\I have, but I don't think it's going to happen.\I didn't think anyone would believe it, but...\Oh, look.\Do you think we'll be able to see it?\Dad!\Is everyone going to wait until the skies clear up just to catch a glimpse of the stars?\Do you want to see the stars of the past? response:	I do, but I want to show it to others even more.
context: I have, but I don't think it's going to happen.\I didn't think anyone would believe it, but...\Oh, look.\Do you think we'll be able to see it?\Dad!\Is everyone going to wait until the skies clear up just to catch a glimpse of the stars?\Do you want to see the stars of the past?\I do, but I want to show it to others even more. response:	It won't happen unless the stars of the present fade away, though.
context: I didn't think anyone would believe it, but...\Oh, look.\Do you think we'll be able to see it?\Dad!\Is everyone going to wait until the skies clear up just to catch a glimpse of the stars?\Do you want to see the stars of the past?\I do, but I want to show it to others even more.\It won't happen unless the stars of the present fade away, though. response:	They weren't real to begin with.
context: Oh, look.\Do you think we'll be able to see it?\Dad!\Is everyone going to wait until the skies clear up just to catch a glimpse of the stars?\Do you want to see the stars of the past?\I do, but I want to show it to others even more.\It won't happen unless the stars of the present fade away, though.\They weren't real to begin with. response:	True, but if those stars were to disappear all at once,
context: Do you think we'll be able to see it?\Dad!\Is everyone going to wait until the skies clear up just to catch a glimpse of the stars?\Do you want to see the stars of the past?\I do, but I want to show it to others even more.\It won't happen unless the stars of the present fade away, though.\They weren't real to begin with.\True, but if those stars were to disappear all at once, response:	I think it'd be sad in its own way.
context: Dad!\Is everyone going to wait until the skies clear up just to catch a glimpse of the stars?\Do you want to see the stars of the past?\I do, but I want to show it to others even more.\It won't happen unless the stars of the present fade away, though.\They weren't real to begin with.\True, but if those stars were to disappear all at once,\I think it'd be sad in its own way. response:	I have to go. I'm glad we were able to talk.
