context: It was a silent night response:	Eclipse was beginnin'
context: They found fang marks on the victims' necks and-\That's the kind of stuff you only read about in the tabloids.\You never hear about it on the real news.\Must have imagined it.\F Squad has gone on ahead and blocked the target's escape route.\Sawazaki, F Squad, I copy.\I'm with one striker, and one doctor.\On our way to apprehend the target. response:	Initiating information control.
context: That's the kind of stuff you only read about in the tabloids.\You never hear about it on the real news.\Must have imagined it.\F Squad has gone on ahead and blocked the target's escape route.\Sawazaki, F Squad, I copy.\I'm with one striker, and one doctor.\On our way to apprehend the target.\Initiating information control. response:	Issuing gag order to all police officers.
context: You never hear about it on the real news.\Must have imagined it.\F Squad has gone on ahead and blocked the target's escape route.\Sawazaki, F Squad, I copy.\I'm with one striker, and one doctor.\On our way to apprehend the target.\Initiating information control.\Issuing gag order to all police officers. response:	Requesting backup from the MPD Aviation Unit's EC135.
context: Must have imagined it.\F Squad has gone on ahead and blocked the target's escape route.\Sawazaki, F Squad, I copy.\I'm with one striker, and one doctor.\On our way to apprehend the target.\Initiating information control.\Issuing gag order to all police officers.\Requesting backup from the MPD Aviation Unit's EC135. response:	Division 5 detectives and riot police now in position on target's escape route.
context: F Squad has gone on ahead and blocked the target's escape route.\Sawazaki, F Squad, I copy.\I'm with one striker, and one doctor.\On our way to apprehend the target.\Initiating information control.\Issuing gag order to all police officers.\Requesting backup from the MPD Aviation Unit's EC135.\Division 5 detectives and riot police now in position on target's escape route. response:	Freeze!
context: Sawazaki, F Squad, I copy.\I'm with one striker, and one doctor.\On our way to apprehend the target.\Initiating information control.\Issuing gag order to all police officers.\Requesting backup from the MPD Aviation Unit's EC135.\Division 5 detectives and riot police now in position on target's escape route.\Freeze! response:	This is Sawazaki.
context: I'm with one striker, and one doctor.\On our way to apprehend the target.\Initiating information control.\Issuing gag order to all police officers.\Requesting backup from the MPD Aviation Unit's EC135.\Division 5 detectives and riot police now in position on target's escape route.\Freeze!\This is Sawazaki. response:	He's headed your way, just like we planned.
context: On our way to apprehend the target.\Initiating information control.\Issuing gag order to all police officers.\Requesting backup from the MPD Aviation Unit's EC135.\Division 5 detectives and riot police now in position on target's escape route.\Freeze!\This is Sawazaki.\He's headed your way, just like we planned. response:	It's up to you, Jill.
context: Initiating information control.\Issuing gag order to all police officers.\Requesting backup from the MPD Aviation Unit's EC135.\Division 5 detectives and riot police now in position on target's escape route.\Freeze!\This is Sawazaki.\He's headed your way, just like we planned.\It's up to you, Jill. response:	Did you think we'd let you get away?
context: Issuing gag order to all police officers.\Requesting backup from the MPD Aviation Unit's EC135.\Division 5 detectives and riot police now in position on target's escape route.\Freeze!\This is Sawazaki.\He's headed your way, just like we planned.\It's up to you, Jill.\Did you think we'd let you get away? response:	This game of tag ends here.
context: Requesting backup from the MPD Aviation Unit's EC135.\Division 5 detectives and riot police now in position on target's escape route.\Freeze!\This is Sawazaki.\He's headed your way, just like we planned.\It's up to you, Jill.\Did you think we'd let you get away?\This game of tag ends here. response:	Think he's a first offender?
context: Division 5 detectives and riot police now in position on target's escape route.\Freeze!\This is Sawazaki.\He's headed your way, just like we planned.\It's up to you, Jill.\Did you think we'd let you get away?\This game of tag ends here.\Think he's a first offender? response:	Hard to say.
context: Freeze!\This is Sawazaki.\He's headed your way, just like we planned.\It's up to you, Jill.\Did you think we'd let you get away?\This game of tag ends here.\Think he's a first offender?\Hard to say. response:	Once they get a taste of blood, they never forget it.
context: This is Sawazaki.\He's headed your way, just like we planned.\It's up to you, Jill.\Did you think we'd let you get away?\This game of tag ends here.\Think he's a first offender?\Hard to say.\Once they get a taste of blood, they never forget it. response:	They lose themselves to the mental high and the sexual rush.
context: He's headed your way, just like we planned.\It's up to you, Jill.\Did you think we'd let you get away?\This game of tag ends here.\Think he's a first offender?\Hard to say.\Once they get a taste of blood, they never forget it.\They lose themselves to the mental high and the sexual rush. response:	Human blood is just like a narcotic to them.
context: It's up to you, Jill.\Did you think we'd let you get away?\This game of tag ends here.\Think he's a first offender?\Hard to say.\Once they get a taste of blood, they never forget it.\They lose themselves to the mental high and the sexual rush.\Human blood is just like a narcotic to them. response:	And they get ten times higher than any human on drugs.
context: Did you think we'd let you get away?\This game of tag ends here.\Think he's a first offender?\Hard to say.\Once they get a taste of blood, they never forget it.\They lose themselves to the mental high and the sexual rush.\Human blood is just like a narcotic to them.\And they get ten times higher than any human on drugs. response:	I can't even imagine it.
context: This game of tag ends here.\Think he's a first offender?\Hard to say.\Once they get a taste of blood, they never forget it.\They lose themselves to the mental high and the sexual rush.\Human blood is just like a narcotic to them.\And they get ten times higher than any human on drugs.\I can't even imagine it. response:	An entire race, born with an addiction to human blood.
context: Think he's a first offender?\Hard to say.\Once they get a taste of blood, they never forget it.\They lose themselves to the mental high and the sexual rush.\Human blood is just like a narcotic to them.\And they get ten times higher than any human on drugs.\I can't even imagine it.\An entire race, born with an addiction to human blood. response:	Vampires.
context: Hard to say.\Once they get a taste of blood, they never forget it.\They lose themselves to the mental high and the sexual rush.\Human blood is just like a narcotic to them.\And they get ten times higher than any human on drugs.\I can't even imagine it.\An entire race, born with an addiction to human blood.\Vampires. response:	I know you're suffering.
context: Once they get a taste of blood, they never forget it.\They lose themselves to the mental high and the sexual rush.\Human blood is just like a narcotic to them.\And they get ten times higher than any human on drugs.\I can't even imagine it.\An entire race, born with an addiction to human blood.\Vampires.\I know you're suffering. response:	Let me put you out of your misery.
context: They lose themselves to the mental high and the sexual rush.\Human blood is just like a narcotic to them.\And they get ten times higher than any human on drugs.\I can't even imagine it.\An entire race, born with an addiction to human blood.\Vampires.\I know you're suffering.\Let me put you out of your misery. response:	Is he the one behind the serial vampire murders?
context: Human blood is just like a narcotic to them.\And they get ten times higher than any human on drugs.\I can't even imagine it.\An entire race, born with an addiction to human blood.\Vampires.\I know you're suffering.\Let me put you out of your misery.\Is he the one behind the serial vampire murders? response:	No. Those were done by...
context: And they get ten times higher than any human on drugs.\I can't even imagine it.\An entire race, born with an addiction to human blood.\Vampires.\I know you're suffering.\Let me put you out of your misery.\Is he the one behind the serial vampire murders?\No. Those were done by... response:	Hey, Tsukasa, what do you think?
context: I can't even imagine it.\An entire race, born with an addiction to human blood.\Vampires.\I know you're suffering.\Let me put you out of your misery.\Is he the one behind the serial vampire murders?\No. Those were done by...\Hey, Tsukasa, what do you think? response:	What's really behind the Vampire Murders?
context: An entire race, born with an addiction to human blood.\Vampires.\I know you're suffering.\Let me put you out of your misery.\Is he the one behind the serial vampire murders?\No. Those were done by...\Hey, Tsukasa, what do you think?\What's really behind the Vampire Murders? response:	Come on, she doesn't need to see that stuff!
context: Vampires.\I know you're suffering.\Let me put you out of your misery.\Is he the one behind the serial vampire murders?\No. Those were done by...\Hey, Tsukasa, what do you think?\What's really behind the Vampire Murders?\Come on, she doesn't need to see that stuff! response:	Aww, look at you, Akimura.
context: I know you're suffering.\Let me put you out of your misery.\Is he the one behind the serial vampire murders?\No. Those were done by...\Hey, Tsukasa, what do you think?\What's really behind the Vampire Murders?\Come on, she doesn't need to see that stuff!\Aww, look at you, Akimura. response:	Why are you looking at me like that?
context: Let me put you out of your misery.\Is he the one behind the serial vampire murders?\No. Those were done by...\Hey, Tsukasa, what do you think?\What's really behind the Vampire Murders?\Come on, she doesn't need to see that stuff!\Aww, look at you, Akimura.\Why are you looking at me like that? response:	The next station is Korakuen.
context: Is he the one behind the serial vampire murders?\No. Those were done by...\Hey, Tsukasa, what do you think?\What's really behind the Vampire Murders?\Come on, she doesn't need to see that stuff!\Aww, look at you, Akimura.\Why are you looking at me like that?\The next station is Korakuen. response:	Tsukasa's place is pretty far from the station. The next station is Korakuen.
context: No. Those were done by...\Hey, Tsukasa, what do you think?\What's really behind the Vampire Murders?\Come on, she doesn't need to see that stuff!\Aww, look at you, Akimura.\Why are you looking at me like that?\The next station is Korakuen.\Tsukasa's place is pretty far from the station. The next station is Korakuen. response:	Tsukasa's place is pretty far from the station.
context: Hey, Tsukasa, what do you think?\What's really behind the Vampire Murders?\Come on, she doesn't need to see that stuff!\Aww, look at you, Akimura.\Why are you looking at me like that?\The next station is Korakuen.\Tsukasa's place is pretty far from the station. The next station is Korakuen.\Tsukasa's place is pretty far from the station. response:	Tsukasa's place is pretty far from the station. The doors on the right side will open.
context: What's really behind the Vampire Murders?\Come on, she doesn't need to see that stuff!\Aww, look at you, Akimura.\Why are you looking at me like that?\The next station is Korakuen.\Tsukasa's place is pretty far from the station. The next station is Korakuen.\Tsukasa's place is pretty far from the station.\Tsukasa's place is pretty far from the station. The doors on the right side will open. response:	Make sure she gets there safely! The doors on the right side will open.
context: Come on, she doesn't need to see that stuff!\Aww, look at you, Akimura.\Why are you looking at me like that?\The next station is Korakuen.\Tsukasa's place is pretty far from the station. The next station is Korakuen.\Tsukasa's place is pretty far from the station.\Tsukasa's place is pretty far from the station. The doors on the right side will open.\Make sure she gets there safely! The doors on the right side will open. response:	I will. Get off my back.
context: Aww, look at you, Akimura.\Why are you looking at me like that?\The next station is Korakuen.\Tsukasa's place is pretty far from the station. The next station is Korakuen.\Tsukasa's place is pretty far from the station.\Tsukasa's place is pretty far from the station. The doors on the right side will open.\Make sure she gets there safely! The doors on the right side will open.\I will. Get off my back. response:	It was so pretty!
context: Why are you looking at me like that?\The next station is Korakuen.\Tsukasa's place is pretty far from the station. The next station is Korakuen.\Tsukasa's place is pretty far from the station.\Tsukasa's place is pretty far from the station. The doors on the right side will open.\Make sure she gets there safely! The doors on the right side will open.\I will. Get off my back.\It was so pretty! response:	Yeah, it was.
context: The next station is Korakuen.\Tsukasa's place is pretty far from the station. The next station is Korakuen.\Tsukasa's place is pretty far from the station.\Tsukasa's place is pretty far from the station. The doors on the right side will open.\Make sure she gets there safely! The doors on the right side will open.\I will. Get off my back.\It was so pretty!\Yeah, it was. response:	What do you wanna do now?
context: Tsukasa's place is pretty far from the station. The next station is Korakuen.\Tsukasa's place is pretty far from the station.\Tsukasa's place is pretty far from the station. The doors on the right side will open.\Make sure she gets there safely! The doors on the right side will open.\I will. Get off my back.\It was so pretty!\Yeah, it was.\What do you wanna do now? response:	You really don't have to worry about it, Tsukasa.
context: Tsukasa's place is pretty far from the station.\Tsukasa's place is pretty far from the station. The doors on the right side will open.\Make sure she gets there safely! The doors on the right side will open.\I will. Get off my back.\It was so pretty!\Yeah, it was.\What do you wanna do now?\You really don't have to worry about it, Tsukasa. response:	Huh?
context: Tsukasa's place is pretty far from the station. The doors on the right side will open.\Make sure she gets there safely! The doors on the right side will open.\I will. Get off my back.\It was so pretty!\Yeah, it was.\What do you wanna do now?\You really don't have to worry about it, Tsukasa.\Huh? response:	What I said to you the other day.
context: Make sure she gets there safely! The doors on the right side will open.\I will. Get off my back.\It was so pretty!\Yeah, it was.\What do you wanna do now?\You really don't have to worry about it, Tsukasa.\Huh?\What I said to you the other day. response:	I always knew you didn't think of me that way. It's okay.
context: I will. Get off my back.\It was so pretty!\Yeah, it was.\What do you wanna do now?\You really don't have to worry about it, Tsukasa.\Huh?\What I said to you the other day.\I always knew you didn't think of me that way. It's okay. response:	I'm not trying to make you feel bad.
context: It was so pretty!\Yeah, it was.\What do you wanna do now?\You really don't have to worry about it, Tsukasa.\Huh?\What I said to you the other day.\I always knew you didn't think of me that way. It's okay.\I'm not trying to make you feel bad. response:	I know that, okay!
context: Yeah, it was.\What do you wanna do now?\You really don't have to worry about it, Tsukasa.\Huh?\What I said to you the other day.\I always knew you didn't think of me that way. It's okay.\I'm not trying to make you feel bad.\I know that, okay! response:	Whoa. If looks could kill.
context: What do you wanna do now?\You really don't have to worry about it, Tsukasa.\Huh?\What I said to you the other day.\I always knew you didn't think of me that way. It's okay.\I'm not trying to make you feel bad.\I know that, okay!\Whoa. If looks could kill. response:	What?!
context: You really don't have to worry about it, Tsukasa.\Huh?\What I said to you the other day.\I always knew you didn't think of me that way. It's okay.\I'm not trying to make you feel bad.\I know that, okay!\Whoa. If looks could kill.\What?! response:	But anyway, it does help to know that you don't have a boyfriend, Tsukasa.
context: Huh?\What I said to you the other day.\I always knew you didn't think of me that way. It's okay.\I'm not trying to make you feel bad.\I know that, okay!\Whoa. If looks could kill.\What?!\But anyway, it does help to know that you don't have a boyfriend, Tsukasa. response:	I just feel like, if you did have one...
context: What I said to you the other day.\I always knew you didn't think of me that way. It's okay.\I'm not trying to make you feel bad.\I know that, okay!\Whoa. If looks could kill.\What?!\But anyway, it does help to know that you don't have a boyfriend, Tsukasa.\I just feel like, if you did have one... response:	I might not be able to recover.
context: I always knew you didn't think of me that way. It's okay.\I'm not trying to make you feel bad.\I know that, okay!\Whoa. If looks could kill.\What?!\But anyway, it does help to know that you don't have a boyfriend, Tsukasa.\I just feel like, if you did have one...\I might not be able to recover. response:	What are you talking about?
context: I'm not trying to make you feel bad.\I know that, okay!\Whoa. If looks could kill.\What?!\But anyway, it does help to know that you don't have a boyfriend, Tsukasa.\I just feel like, if you did have one...\I might not be able to recover.\What are you talking about? response:	I'm serious.
context: I know that, okay!\Whoa. If looks could kill.\What?!\But anyway, it does help to know that you don't have a boyfriend, Tsukasa.\I just feel like, if you did have one...\I might not be able to recover.\What are you talking about?\I'm serious. response:	What?
context: Whoa. If looks could kill.\What?!\But anyway, it does help to know that you don't have a boyfriend, Tsukasa.\I just feel like, if you did have one...\I might not be able to recover.\What are you talking about?\I'm serious.\What? response:	For now...
context: What?!\But anyway, it does help to know that you don't have a boyfriend, Tsukasa.\I just feel like, if you did have one...\I might not be able to recover.\What are you talking about?\I'm serious.\What?\For now... response:	I'm okay as friends.
context: But anyway, it does help to know that you don't have a boyfriend, Tsukasa.\I just feel like, if you did have one...\I might not be able to recover.\What are you talking about?\I'm serious.\What?\For now...\I'm okay as friends. response:	But someday,
context: I just feel like, if you did have one...\I might not be able to recover.\What are you talking about?\I'm serious.\What?\For now...\I'm okay as friends.\But someday, response:	if you ever start to...
context: I might not be able to recover.\What are you talking about?\I'm serious.\What?\For now...\I'm okay as friends.\But someday,\if you ever start to... response:	Never mind.
context: What are you talking about?\I'm serious.\What?\For now...\I'm okay as friends.\But someday,\if you ever start to...\Never mind. response:	Akimura?
context: I'm serious.\What?\For now...\I'm okay as friends.\But someday,\if you ever start to...\Never mind.\Akimura? response:	Let's take a different way.
context: What?\For now...\I'm okay as friends.\But someday,\if you ever start to...\Never mind.\Akimura?\Let's take a different way. response:	I don't feel safe here.
context: For now...\I'm okay as friends.\But someday,\if you ever start to...\Never mind.\Akimura?\Let's take a different way.\I don't feel safe here. response:	Okay.
context: I'm okay as friends.\But someday,\if you ever start to...\Never mind.\Akimura?\Let's take a different way.\I don't feel safe here.\Okay. response:	We should be far enough away by now.
context: But someday,\if you ever start to...\Never mind.\Akimura?\Let's take a different way.\I don't feel safe here.\Okay.\We should be far enough away by now. response:	It's definitely him.
context: if you ever start to...\Never mind.\Akimura?\Let's take a different way.\I don't feel safe here.\Okay.\We should be far enough away by now.\It's definitely him. response:	That's the guy I saw on the train.
context: Never mind.\Akimura?\Let's take a different way.\I don't feel safe here.\Okay.\We should be far enough away by now.\It's definitely him.\That's the guy I saw on the train. response:	I don't believe it.
context: Akimura?\Let's take a different way.\I don't feel safe here.\Okay.\We should be far enough away by now.\It's definitely him.\That's the guy I saw on the train.\I don't believe it. response:	He followed me?
context: Let's take a different way.\I don't feel safe here.\Okay.\We should be far enough away by now.\It's definitely him.\That's the guy I saw on the train.\I don't believe it.\He followed me? response:	Sorry.
context: I don't feel safe here.\Okay.\We should be far enough away by now.\It's definitely him.\That's the guy I saw on the train.\I don't believe it.\He followed me?\Sorry. response:	Let's go.
context: Okay.\We should be far enough away by now.\It's definitely him.\That's the guy I saw on the train.\I don't believe it.\He followed me?\Sorry.\Let's go. response:	Hey there, vampire.
context: We should be far enough away by now.\It's definitely him.\That's the guy I saw on the train.\I don't believe it.\He followed me?\Sorry.\Let's go.\Hey there, vampire. response:	What? A man's blood doesn't do it for you?
context: It's definitely him.\That's the guy I saw on the train.\I don't believe it.\He followed me?\Sorry.\Let's go.\Hey there, vampire.\What? A man's blood doesn't do it for you? response:	Don't...
context: That's the guy I saw on the train.\I don't believe it.\He followed me?\Sorry.\Let's go.\Hey there, vampire.\What? A man's blood doesn't do it for you?\Don't... response:	Who are you?
context: I don't believe it.\He followed me?\Sorry.\Let's go.\Hey there, vampire.\What? A man's blood doesn't do it for you?\Don't...\Who are you? response:	What are you...
context: He followed me?\Sorry.\Let's go.\Hey there, vampire.\What? A man's blood doesn't do it for you?\Don't...\Who are you?\What are you... response:	I'm not going to drink her blood.
context: Sorry.\Let's go.\Hey there, vampire.\What? A man's blood doesn't do it for you?\Don't...\Who are you?\What are you...\I'm not going to drink her blood. response:	Leave us alone.
context: Let's go.\Hey there, vampire.\What? A man's blood doesn't do it for you?\Don't...\Who are you?\What are you...\I'm not going to drink her blood.\Leave us alone. response:	Akimura...?
context: Hey there, vampire.\What? A man's blood doesn't do it for you?\Don't...\Who are you?\What are you...\I'm not going to drink her blood.\Leave us alone.\Akimura...? response:	Look what you did. You scared her.
context: What? A man's blood doesn't do it for you?\Don't...\Who are you?\What are you...\I'm not going to drink her blood.\Leave us alone.\Akimura...?\Look what you did. You scared her. response:	I don't know who you are, but there's nothing to worry about.
context: Don't...\Who are you?\What are you...\I'm not going to drink her blood.\Leave us alone.\Akimura...?\Look what you did. You scared her.\I don't know who you are, but there's nothing to worry about. response:	I've never directed my bloodlust at her.
context: Who are you?\What are you...\I'm not going to drink her blood.\Leave us alone.\Akimura...?\Look what you did. You scared her.\I don't know who you are, but there's nothing to worry about.\I've never directed my bloodlust at her. response:	Of course not. You found an outlet.
context: What are you...\I'm not going to drink her blood.\Leave us alone.\Akimura...?\Look what you did. You scared her.\I don't know who you are, but there's nothing to worry about.\I've never directed my bloodlust at her.\Of course not. You found an outlet. response:	You turned your bloodlust on the three other random women you murdered.
context: I'm not going to drink her blood.\Leave us alone.\Akimura...?\Look what you did. You scared her.\I don't know who you are, but there's nothing to worry about.\I've never directed my bloodlust at her.\Of course not. You found an outlet.\You turned your bloodlust on the three other random women you murdered. response:	That wasn't me.
context: Leave us alone.\Akimura...?\Look what you did. You scared her.\I don't know who you are, but there's nothing to worry about.\I've never directed my bloodlust at her.\Of course not. You found an outlet.\You turned your bloodlust on the three other random women you murdered.\That wasn't me. response:	I'm told your semen was found at each of those scenes.
context: Akimura...?\Look what you did. You scared her.\I don't know who you are, but there's nothing to worry about.\I've never directed my bloodlust at her.\Of course not. You found an outlet.\You turned your bloodlust on the three other random women you murdered.\That wasn't me.\I'm told your semen was found at each of those scenes. response:	It wasn't mine!
context: Look what you did. You scared her.\I don't know who you are, but there's nothing to worry about.\I've never directed my bloodlust at her.\Of course not. You found an outlet.\You turned your bloodlust on the three other random women you murdered.\That wasn't me.\I'm told your semen was found at each of those scenes.\It wasn't mine! response:	Don't talk about that in front of a lady!
context: I don't know who you are, but there's nothing to worry about.\I've never directed my bloodlust at her.\Of course not. You found an outlet.\You turned your bloodlust on the three other random women you murdered.\That wasn't me.\I'm told your semen was found at each of those scenes.\It wasn't mine!\Don't talk about that in front of a lady! response:	Your DNA was a match.
context: I've never directed my bloodlust at her.\Of course not. You found an outlet.\You turned your bloodlust on the three other random women you murdered.\That wasn't me.\I'm told your semen was found at each of those scenes.\It wasn't mine!\Don't talk about that in front of a lady!\Your DNA was a match. response:	I wouldn't be following you without the evidence.
context: Of course not. You found an outlet.\You turned your bloodlust on the three other random women you murdered.\That wasn't me.\I'm told your semen was found at each of those scenes.\It wasn't mine!\Don't talk about that in front of a lady!\Your DNA was a match.\I wouldn't be following you without the evidence. response:	Get away from here.
context: You turned your bloodlust on the three other random women you murdered.\That wasn't me.\I'm told your semen was found at each of those scenes.\It wasn't mine!\Don't talk about that in front of a lady!\Your DNA was a match.\I wouldn't be following you without the evidence.\Get away from here. response:	Tsukasa!
context: That wasn't me.\I'm told your semen was found at each of those scenes.\It wasn't mine!\Don't talk about that in front of a lady!\Your DNA was a match.\I wouldn't be following you without the evidence.\Get away from here.\Tsukasa! response:	You keep your hands off of her!
context: I'm told your semen was found at each of those scenes.\It wasn't mine!\Don't talk about that in front of a lady!\Your DNA was a match.\I wouldn't be following you without the evidence.\Get away from here.\Tsukasa!\You keep your hands off of her! response:	So you can act like a hero in front of your girl, eh?
context: It wasn't mine!\Don't talk about that in front of a lady!\Your DNA was a match.\I wouldn't be following you without the evidence.\Get away from here.\Tsukasa!\You keep your hands off of her!\So you can act like a hero in front of your girl, eh? response:	Devil, human. Either way, you're piece of trash.
context: Don't talk about that in front of a lady!\Your DNA was a match.\I wouldn't be following you without the evidence.\Get away from here.\Tsukasa!\You keep your hands off of her!\So you can act like a hero in front of your girl, eh?\Devil, human. Either way, you're piece of trash. response:	You're better off letting me arrest you now.
context: Your DNA was a match.\I wouldn't be following you without the evidence.\Get away from here.\Tsukasa!\You keep your hands off of her!\So you can act like a hero in front of your girl, eh?\Devil, human. Either way, you're piece of trash.\You're better off letting me arrest you now. response:	Once a vampire has raped and murdered a victim, they can never shake the thirst for that pleasure.
context: I wouldn't be following you without the evidence.\Get away from here.\Tsukasa!\You keep your hands off of her!\So you can act like a hero in front of your girl, eh?\Devil, human. Either way, you're piece of trash.\You're better off letting me arrest you now.\Once a vampire has raped and murdered a victim, they can never shake the thirst for that pleasure. response:	They're guaranteed to kill again.
context: Get away from here.\Tsukasa!\You keep your hands off of her!\So you can act like a hero in front of your girl, eh?\Devil, human. Either way, you're piece of trash.\You're better off letting me arrest you now.\Once a vampire has raped and murdered a victim, they can never shake the thirst for that pleasure.\They're guaranteed to kill again. response:	Sooner or later, you would have done the same thing to her, too.
context: Tsukasa!\You keep your hands off of her!\So you can act like a hero in front of your girl, eh?\Devil, human. Either way, you're piece of trash.\You're better off letting me arrest you now.\Once a vampire has raped and murdered a victim, they can never shake the thirst for that pleasure.\They're guaranteed to kill again.\Sooner or later, you would have done the same thing to her, too. response:	I would never hurt her.
context: You keep your hands off of her!\So you can act like a hero in front of your girl, eh?\Devil, human. Either way, you're piece of trash.\You're better off letting me arrest you now.\Once a vampire has raped and murdered a victim, they can never shake the thirst for that pleasure.\They're guaranteed to kill again.\Sooner or later, you would have done the same thing to her, too.\I would never hurt her. response:	I've been taking medicine to help me.
context: So you can act like a hero in front of your girl, eh?\Devil, human. Either way, you're piece of trash.\You're better off letting me arrest you now.\Once a vampire has raped and murdered a victim, they can never shake the thirst for that pleasure.\They're guaranteed to kill again.\Sooner or later, you would have done the same thing to her, too.\I would never hurt her.\I've been taking medicine to help me. response:	I even gave myself a sedative earlier.
context: Devil, human. Either way, you're piece of trash.\You're better off letting me arrest you now.\Once a vampire has raped and murdered a victim, they can never shake the thirst for that pleasure.\They're guaranteed to kill again.\Sooner or later, you would have done the same thing to her, too.\I would never hurt her.\I've been taking medicine to help me.\I even gave myself a sedative earlier. response:	I was going to take this secret to my grave.
context: You're better off letting me arrest you now.\Once a vampire has raped and murdered a victim, they can never shake the thirst for that pleasure.\They're guaranteed to kill again.\Sooner or later, you would have done the same thing to her, too.\I would never hurt her.\I've been taking medicine to help me.\I even gave myself a sedative earlier.\I was going to take this secret to my grave. response:	I know human lives are all equal.
context: Once a vampire has raped and murdered a victim, they can never shake the thirst for that pleasure.\They're guaranteed to kill again.\Sooner or later, you would have done the same thing to her, too.\I would never hurt her.\I've been taking medicine to help me.\I even gave myself a sedative earlier.\I was going to take this secret to my grave.\I know human lives are all equal. response:	But they're not equally important to everyone.
context: They're guaranteed to kill again.\Sooner or later, you would have done the same thing to her, too.\I would never hurt her.\I've been taking medicine to help me.\I even gave myself a sedative earlier.\I was going to take this secret to my grave.\I know human lives are all equal.\But they're not equally important to everyone. response:	I just can't protect everyone, okay?
context: Sooner or later, you would have done the same thing to her, too.\I would never hurt her.\I've been taking medicine to help me.\I even gave myself a sedative earlier.\I was going to take this secret to my grave.\I know human lives are all equal.\But they're not equally important to everyone.\I just can't protect everyone, okay? response:	I agree, it's not right.
context: I would never hurt her.\I've been taking medicine to help me.\I even gave myself a sedative earlier.\I was going to take this secret to my grave.\I know human lives are all equal.\But they're not equally important to everyone.\I just can't protect everyone, okay?\I agree, it's not right. response:	Why should I have to kill other women just to keep Tsukasa safe?
context: I've been taking medicine to help me.\I even gave myself a sedative earlier.\I was going to take this secret to my grave.\I know human lives are all equal.\But they're not equally important to everyone.\I just can't protect everyone, okay?\I agree, it's not right.\Why should I have to kill other women just to keep Tsukasa safe? response:	Or should I have killed Tsukasa to stop myself from killing the others?
context: I even gave myself a sedative earlier.\I was going to take this secret to my grave.\I know human lives are all equal.\But they're not equally important to everyone.\I just can't protect everyone, okay?\I agree, it's not right.\Why should I have to kill other women just to keep Tsukasa safe?\Or should I have killed Tsukasa to stop myself from killing the others? response:	Or should I have died myself?
context: I was going to take this secret to my grave.\I know human lives are all equal.\But they're not equally important to everyone.\I just can't protect everyone, okay?\I agree, it's not right.\Why should I have to kill other women just to keep Tsukasa safe?\Or should I have killed Tsukasa to stop myself from killing the others?\Or should I have died myself? response:	Tsukasa.
context: I know human lives are all equal.\But they're not equally important to everyone.\I just can't protect everyone, okay?\I agree, it's not right.\Why should I have to kill other women just to keep Tsukasa safe?\Or should I have killed Tsukasa to stop myself from killing the others?\Or should I have died myself?\Tsukasa. response:	I'm so sorry. I should have realized.
context: But they're not equally important to everyone.\I just can't protect everyone, okay?\I agree, it's not right.\Why should I have to kill other women just to keep Tsukasa safe?\Or should I have killed Tsukasa to stop myself from killing the others?\Or should I have died myself?\Tsukasa.\I'm so sorry. I should have realized. response:	Tsukasa.
context: I just can't protect everyone, okay?\I agree, it's not right.\Why should I have to kill other women just to keep Tsukasa safe?\Or should I have killed Tsukasa to stop myself from killing the others?\Or should I have died myself?\Tsukasa.\I'm so sorry. I should have realized.\Tsukasa. response:	Can you walk?
context: I agree, it's not right.\Why should I have to kill other women just to keep Tsukasa safe?\Or should I have killed Tsukasa to stop myself from killing the others?\Or should I have died myself?\Tsukasa.\I'm so sorry. I should have realized.\Tsukasa.\Can you walk? response:	Ow!
context: Why should I have to kill other women just to keep Tsukasa safe?\Or should I have killed Tsukasa to stop myself from killing the others?\Or should I have died myself?\Tsukasa.\I'm so sorry. I should have realized.\Tsukasa.\Can you walk?\Ow! response:	Not on that leg, you can't.
context: Or should I have killed Tsukasa to stop myself from killing the others?\Or should I have died myself?\Tsukasa.\I'm so sorry. I should have realized.\Tsukasa.\Can you walk?\Ow!\Not on that leg, you can't. response:	This is Anzai from F Squad.
context: Or should I have died myself?\Tsukasa.\I'm so sorry. I should have realized.\Tsukasa.\Can you walk?\Ow!\Not on that leg, you can't.\This is Anzai from F Squad. response:	I've apprehended Target A.
context: Tsukasa.\I'm so sorry. I should have realized.\Tsukasa.\Can you walk?\Ow!\Not on that leg, you can't.\This is Anzai from F Squad.\I've apprehended Target A. response:	Currently at Hongo 4.
context: I'm so sorry. I should have realized.\Tsukasa.\Can you walk?\Ow!\Not on that leg, you can't.\This is Anzai from F Squad.\I've apprehended Target A.\Currently at Hongo 4. response:	This is Sawazaki.
context: Tsukasa.\Can you walk?\Ow!\Not on that leg, you can't.\This is Anzai from F Squad.\I've apprehended Target A.\Currently at Hongo 4.\This is Sawazaki. response:	Hidaka will be there to back you up in three minutes.
context: Can you walk?\Ow!\Not on that leg, you can't.\This is Anzai from F Squad.\I've apprehended Target A.\Currently at Hongo 4.\This is Sawazaki.\Hidaka will be there to back you up in three minutes. response:	I tranqed him.
context: Ow!\Not on that leg, you can't.\This is Anzai from F Squad.\I've apprehended Target A.\Currently at Hongo 4.\This is Sawazaki.\Hidaka will be there to back you up in three minutes.\I tranqed him. response:	And sorry, something came up. Take him in for me.
