context: Watch Duty response:	Tamaki Miyake
context: This scenery, too...\Hey, just hypothetically...\Hypothetically...\Well, no one else needs the rooms.\And we can keep sending video from here, right?\So there's no reason we have to leave right now, is there?\You're going to hurt me!\I'm not, I'm not. response:	Liar!
context: Hey, just hypothetically...\Hypothetically...\Well, no one else needs the rooms.\And we can keep sending video from here, right?\So there's no reason we have to leave right now, is there?\You're going to hurt me!\I'm not, I'm not.\Liar! response:	What did you think? If we don't go back now, we're stuck here all year.
context: Hypothetically...\Well, no one else needs the rooms.\And we can keep sending video from here, right?\So there's no reason we have to leave right now, is there?\You're going to hurt me!\I'm not, I'm not.\Liar!\What did you think? If we don't go back now, we're stuck here all year. response:	I know that. It'll be fine.
context: Well, no one else needs the rooms.\And we can keep sending video from here, right?\So there's no reason we have to leave right now, is there?\You're going to hurt me!\I'm not, I'm not.\Liar!\What did you think? If we don't go back now, we're stuck here all year.\I know that. It'll be fine. response:	I bet that once it gets dark I could sleep forever.
context: And we can keep sending video from here, right?\So there's no reason we have to leave right now, is there?\You're going to hurt me!\I'm not, I'm not.\Liar!\What did you think? If we don't go back now, we're stuck here all year.\I know that. It'll be fine.\I bet that once it gets dark I could sleep forever. response:	What about school? By the time we get back, everyone will have graduated.
context: So there's no reason we have to leave right now, is there?\You're going to hurt me!\I'm not, I'm not.\Liar!\What did you think? If we don't go back now, we're stuck here all year.\I know that. It'll be fine.\I bet that once it gets dark I could sleep forever.\What about school? By the time we get back, everyone will have graduated. response:	Well...
context: You're going to hurt me!\I'm not, I'm not.\Liar!\What did you think? If we don't go back now, we're stuck here all year.\I know that. It'll be fine.\I bet that once it gets dark I could sleep forever.\What about school? By the time we get back, everyone will have graduated.\Well... response:	What about our families?
context: I'm not, I'm not.\Liar!\What did you think? If we don't go back now, we're stuck here all year.\I know that. It'll be fine.\I bet that once it gets dark I could sleep forever.\What about school? By the time we get back, everyone will have graduated.\Well...\What about our families? response:	And Yuzu's drama?
context: Liar!\What did you think? If we don't go back now, we're stuck here all year.\I know that. It'll be fine.\I bet that once it gets dark I could sleep forever.\What about school? By the time we get back, everyone will have graduated.\Well...\What about our families?\And Yuzu's drama? response:	Well, I do understand not wanting to go back...
context: What did you think? If we don't go back now, we're stuck here all year.\I know that. It'll be fine.\I bet that once it gets dark I could sleep forever.\What about school? By the time we get back, everyone will have graduated.\Well...\What about our families?\And Yuzu's drama?\Well, I do understand not wanting to go back... response:	You'll come back, then?
context: I know that. It'll be fine.\I bet that once it gets dark I could sleep forever.\What about school? By the time we get back, everyone will have graduated.\Well...\What about our families?\And Yuzu's drama?\Well, I do understand not wanting to go back...\You'll come back, then? response:	What? Sure...
context: I bet that once it gets dark I could sleep forever.\What about school? By the time we get back, everyone will have graduated.\Well...\What about our families?\And Yuzu's drama?\Well, I do understand not wanting to go back...\You'll come back, then?\What? Sure... response:	For the winter stay. All four of us!
context: What about school? By the time we get back, everyone will have graduated.\Well...\What about our families?\And Yuzu's drama?\Well, I do understand not wanting to go back...\You'll come back, then?\What? Sure...\For the winter stay. All four of us! response:	Fine.
context: Well...\What about our families?\And Yuzu's drama?\Well, I do understand not wanting to go back...\You'll come back, then?\What? Sure...\For the winter stay. All four of us!\Fine. response:	You'd better mean it! You'd better not let me down!
context: What about our families?\And Yuzu's drama?\Well, I do understand not wanting to go back...\You'll come back, then?\What? Sure...\For the winter stay. All four of us!\Fine.\You'd better mean it! You'd better not let me down! response:	Yeah, yeah...
context: And Yuzu's drama?\Well, I do understand not wanting to go back...\You'll come back, then?\What? Sure...\For the winter stay. All four of us!\Fine.\You'd better mean it! You'd better not let me down!\Yeah, yeah... response:	I'm asking seriously.
context: Well, I do understand not wanting to go back...\You'll come back, then?\What? Sure...\For the winter stay. All four of us!\Fine.\You'd better mean it! You'd better not let me down!\Yeah, yeah...\I'm asking seriously. response:	I'm answering seriously.
context: You'll come back, then?\What? Sure...\For the winter stay. All four of us!\Fine.\You'd better mean it! You'd better not let me down!\Yeah, yeah...\I'm asking seriously.\I'm answering seriously. response:	Okay, then!
context: What? Sure...\For the winter stay. All four of us!\Fine.\You'd better mean it! You'd better not let me down!\Yeah, yeah...\I'm asking seriously.\I'm answering seriously.\Okay, then! response:	But... what are we going to do?
context: For the winter stay. All four of us!\Fine.\You'd better mean it! You'd better not let me down!\Yeah, yeah...\I'm asking seriously.\I'm answering seriously.\Okay, then!\But... what are we going to do? response:	Remember what the captain said?
context: Fine.\You'd better mean it! You'd better not let me down!\Yeah, yeah...\I'm asking seriously.\I'm answering seriously.\Okay, then!\But... what are we going to do?\Remember what the captain said? response:	If there was anything we wanted to do before we leave, we should tell her.
context: You'd better mean it! You'd better not let me down!\Yeah, yeah...\I'm asking seriously.\I'm answering seriously.\Okay, then!\But... what are we going to do?\Remember what the captain said?\If there was anything we wanted to do before we leave, we should tell her. response:	Before we leave, huh?
context: Yeah, yeah...\I'm asking seriously.\I'm answering seriously.\Okay, then!\But... what are we going to do?\Remember what the captain said?\If there was anything we wanted to do before we leave, we should tell her.\Before we leave, huh? response:	Are you sure that's all you want?
context: I'm asking seriously.\I'm answering seriously.\Okay, then!\But... what are we going to do?\Remember what the captain said?\If there was anything we wanted to do before we leave, we should tell her.\Before we leave, huh?\Are you sure that's all you want? response:	Yeah. Before we leave, we want to play with everyone here!
context: I'm answering seriously.\Okay, then!\But... what are we going to do?\Remember what the captain said?\If there was anything we wanted to do before we leave, we should tell her.\Before we leave, huh?\Are you sure that's all you want?\Yeah. Before we leave, we want to play with everyone here! response:	Hey! Let'er rip!
context: Okay, then!\But... what are we going to do?\Remember what the captain said?\If there was anything we wanted to do before we leave, we should tell her.\Before we leave, huh?\Are you sure that's all you want?\Yeah. Before we leave, we want to play with everyone here!\Hey! Let'er rip! response:	You can do it!
context: But... what are we going to do?\Remember what the captain said?\If there was anything we wanted to do before we leave, we should tell her.\Before we leave, huh?\Are you sure that's all you want?\Yeah. Before we leave, we want to play with everyone here!\Hey! Let'er rip!\You can do it! response:	Let's do this!
context: Remember what the captain said?\If there was anything we wanted to do before we leave, we should tell her.\Before we leave, huh?\Are you sure that's all you want?\Yeah. Before we leave, we want to play with everyone here!\Hey! Let'er rip!\You can do it!\Let's do this! response:	Captain! If I hit it out of the park, will you consider my offer?
context: If there was anything we wanted to do before we leave, we should tell her.\Before we leave, huh?\Are you sure that's all you want?\Yeah. Before we leave, we want to play with everyone here!\Hey! Let'er rip!\You can do it!\Let's do this!\Captain! If I hit it out of the park, will you consider my offer? response:	Sure.
context: Before we leave, huh?\Are you sure that's all you want?\Yeah. Before we leave, we want to play with everyone here!\Hey! Let'er rip!\You can do it!\Let's do this!\Captain! If I hit it out of the park, will you consider my offer?\Sure. response:	I'm holding you to that!
context: Are you sure that's all you want?\Yeah. Before we leave, we want to play with everyone here!\Hey! Let'er rip!\You can do it!\Let's do this!\Captain! If I hit it out of the park, will you consider my offer?\Sure.\I'm holding you to that! response:	He still hasn't given up?
context: Yeah. Before we leave, we want to play with everyone here!\Hey! Let'er rip!\You can do it!\Let's do this!\Captain! If I hit it out of the park, will you consider my offer?\Sure.\I'm holding you to that!\He still hasn't given up? response:	Can he hit it?
context: Hey! Let'er rip!\You can do it!\Let's do this!\Captain! If I hit it out of the park, will you consider my offer?\Sure.\I'm holding you to that!\He still hasn't given up?\Can he hit it? response:	I doubt it. Gin-chan is known as the Antarctic 19-in-Pinstripes.
context: You can do it!\Let's do this!\Captain! If I hit it out of the park, will you consider my offer?\Sure.\I'm holding you to that!\He still hasn't given up?\Can he hit it?\I doubt it. Gin-chan is known as the Antarctic 19-in-Pinstripes. response:	Her pitches are first-rate.
context: Let's do this!\Captain! If I hit it out of the park, will you consider my offer?\Sure.\I'm holding you to that!\He still hasn't given up?\Can he hit it?\I doubt it. Gin-chan is known as the Antarctic 19-in-Pinstripes.\Her pitches are first-rate. response:	And...
context: Captain! If I hit it out of the park, will you consider my offer?\Sure.\I'm holding you to that!\He still hasn't given up?\Can he hit it?\I doubt it. Gin-chan is known as the Antarctic 19-in-Pinstripes.\Her pitches are first-rate.\And... response:	No one can dodge them.
context: Sure.\I'm holding you to that!\He still hasn't given up?\Can he hit it?\I doubt it. Gin-chan is known as the Antarctic 19-in-Pinstripes.\Her pitches are first-rate.\And...\No one can dodge them. response:	No way...
context: I'm holding you to that!\He still hasn't given up?\Can he hit it?\I doubt it. Gin-chan is known as the Antarctic 19-in-Pinstripes.\Her pitches are first-rate.\And...\No one can dodge them.\No way... response:	Don't worry.
context: He still hasn't given up?\Can he hit it?\I doubt it. Gin-chan is known as the Antarctic 19-in-Pinstripes.\Her pitches are first-rate.\And...\No one can dodge them.\No way...\Don't worry. response:	Takako could still hit them.
context: Can he hit it?\I doubt it. Gin-chan is known as the Antarctic 19-in-Pinstripes.\Her pitches are first-rate.\And...\No one can dodge them.\No way...\Don't worry.\Takako could still hit them. response:	Takako...
context: I doubt it. Gin-chan is known as the Antarctic 19-in-Pinstripes.\Her pitches are first-rate.\And...\No one can dodge them.\No way...\Don't worry.\Takako could still hit them.\Takako... response:	You're watching, right?
context: Her pitches are first-rate.\And...\No one can dodge them.\No way...\Don't worry.\Takako could still hit them.\Takako...\You're watching, right? response:	Hinata-san!
context: And...\No one can dodge them.\No way...\Don't worry.\Takako could still hit them.\Takako...\You're watching, right?\Hinata-san! response:	Lavatory Bath Washroom
context: No one can dodge them.\No way...\Don't worry.\Takako could still hit them.\Takako...\You're watching, right?\Hinata-san!\Lavatory Bath Washroom response:	What, now?
context: No way...\Don't worry.\Takako could still hit them.\Takako...\You're watching, right?\Hinata-san!\Lavatory Bath Washroom\What, now? response:	If you were gonna cut it, you should have done it when we arrived.
context: Don't worry.\Takako could still hit them.\Takako...\You're watching, right?\Hinata-san!\Lavatory Bath Washroom\What, now?\If you were gonna cut it, you should have done it when we arrived. response:	I just got the urge to cut it.
context: Takako could still hit them.\Takako...\You're watching, right?\Hinata-san!\Lavatory Bath Washroom\What, now?\If you were gonna cut it, you should have done it when we arrived.\I just got the urge to cut it. response:	Should I do it?
context: Takako...\You're watching, right?\Hinata-san!\Lavatory Bath Washroom\What, now?\If you were gonna cut it, you should have done it when we arrived.\I just got the urge to cut it.\Should I do it? response:	Kimari-san, please stand back.
context: You're watching, right?\Hinata-san!\Lavatory Bath Washroom\What, now?\If you were gonna cut it, you should have done it when we arrived.\I just got the urge to cut it.\Should I do it?\Kimari-san, please stand back. response:	Aw...
context: Hinata-san!\Lavatory Bath Washroom\What, now?\If you were gonna cut it, you should have done it when we arrived.\I just got the urge to cut it.\Should I do it?\Kimari-san, please stand back.\Aw... response:	Up to where?
context: Lavatory Bath Washroom\What, now?\If you were gonna cut it, you should have done it when we arrived.\I just got the urge to cut it.\Should I do it?\Kimari-san, please stand back.\Aw...\Up to where? response:	Seriously?
context: What, now?\If you were gonna cut it, you should have done it when we arrived.\I just got the urge to cut it.\Should I do it?\Kimari-san, please stand back.\Aw...\Up to where?\Seriously? response:	Yeah!
context: If you were gonna cut it, you should have done it when we arrived.\I just got the urge to cut it.\Should I do it?\Kimari-san, please stand back.\Aw...\Up to where?\Seriously?\Yeah! response:	Farewell, Summer Team!
context: I just got the urge to cut it.\Should I do it?\Kimari-san, please stand back.\Aw...\Up to where?\Seriously?\Yeah!\Farewell, Summer Team! response:	You can't keep putting it off. She's really going, you know...
context: Should I do it?\Kimari-san, please stand back.\Aw...\Up to where?\Seriously?\Yeah!\Farewell, Summer Team!\You can't keep putting it off. She's really going, you know... response:	Farewell, Summer Team!
context: Kimari-san, please stand back.\Aw...\Up to where?\Seriously?\Yeah!\Farewell, Summer Team!\You can't keep putting it off. She's really going, you know...\Farewell, Summer Team! response:	Challenge for Antarctica High School Girl Reporters
context: Aw...\Up to where?\Seriously?\Yeah!\Farewell, Summer Team!\You can't keep putting it off. She's really going, you know...\Farewell, Summer Team!\Challenge for Antarctica High School Girl Reporters response:	Remember us when you're home
context: Up to where?\Seriously?\Yeah!\Farewell, Summer Team!\You can't keep putting it off. She's really going, you know...\Farewell, Summer Team!\Challenge for Antarctica High School Girl Reporters\Remember us when you're home response:	There.
context: Seriously?\Yeah!\Farewell, Summer Team!\You can't keep putting it off. She's really going, you know...\Farewell, Summer Team!\Challenge for Antarctica High School Girl Reporters\Remember us when you're home\There. response:	Is this flag handmade?
context: Yeah!\Farewell, Summer Team!\You can't keep putting it off. She's really going, you know...\Farewell, Summer Team!\Challenge for Antarctica High School Girl Reporters\Remember us when you're home\There.\Is this flag handmade? response:	The guests of honor are here.
context: Farewell, Summer Team!\You can't keep putting it off. She's really going, you know...\Farewell, Summer Team!\Challenge for Antarctica High School Girl Reporters\Remember us when you're home\There.\Is this flag handmade?\The guests of honor are here. response:	Come on, line up here!
context: You can't keep putting it off. She's really going, you know...\Farewell, Summer Team!\Challenge for Antarctica High School Girl Reporters\Remember us when you're home\There.\Is this flag handmade?\The guests of honor are here.\Come on, line up here! response:	Okay!
context: Farewell, Summer Team!\Challenge for Antarctica High School Girl Reporters\Remember us when you're home\There.\Is this flag handmade?\The guests of honor are here.\Come on, line up here!\Okay! response:	Huh?
context: Challenge for Antarctica High School Girl Reporters\Remember us when you're home\There.\Is this flag handmade?\The guests of honor are here.\Come on, line up here!\Okay!\Huh? response:	Well? Does it look good on me?
context: Remember us when you're home\There.\Is this flag handmade?\The guests of honor are here.\Come on, line up here!\Okay!\Huh?\Well? Does it look good on me? response:	You really are your mother's daughter.
context: There.\Is this flag handmade?\The guests of honor are here.\Come on, line up here!\Okay!\Huh?\Well? Does it look good on me?\You really are your mother's daughter. response:	You look just like her when you smile.
context: Is this flag handmade?\The guests of honor are here.\Come on, line up here!\Okay!\Huh?\Well? Does it look good on me?\You really are your mother's daughter.\You look just like her when you smile. response:	What happened? Broken heart?
context: The guests of honor are here.\Come on, line up here!\Okay!\Huh?\Well? Does it look good on me?\You really are your mother's daughter.\You look just like her when you smile.\What happened? Broken heart? response:	No.
context: Come on, line up here!\Okay!\Huh?\Well? Does it look good on me?\You really are your mother's daughter.\You look just like her when you smile.\What happened? Broken heart?\No. response:	But maybe, in a way...
context: Okay!\Huh?\Well? Does it look good on me?\You really are your mother's daughter.\You look just like her when you smile.\What happened? Broken heart?\No.\But maybe, in a way... response:	In a way?
context: Huh?\Well? Does it look good on me?\You really are your mother's daughter.\You look just like her when you smile.\What happened? Broken heart?\No.\But maybe, in a way...\In a way? response:	Use your imagination.
context: Well? Does it look good on me?\You really are your mother's daughter.\You look just like her when you smile.\What happened? Broken heart?\No.\But maybe, in a way...\In a way?\Use your imagination. response:	I don't get it!
context: You really are your mother's daughter.\You look just like her when you smile.\What happened? Broken heart?\No.\But maybe, in a way...\In a way?\Use your imagination.\I don't get it! response:	Normally, we'd be changing places with the winter team,
context: You look just like her when you smile.\What happened? Broken heart?\No.\But maybe, in a way...\In a way?\Use your imagination.\I don't get it!\Normally, we'd be changing places with the winter team, response:	but there's no one swapping in this time,
context: What happened? Broken heart?\No.\But maybe, in a way...\In a way?\Use your imagination.\I don't get it!\Normally, we'd be changing places with the winter team,\but there's no one swapping in this time, response:	so it's just a farewell party for the departing summer team.
context: No.\But maybe, in a way...\In a way?\Use your imagination.\I don't get it!\Normally, we'd be changing places with the winter team,\but there's no one swapping in this time,\so it's just a farewell party for the departing summer team. response:	Well, Captain?
context: But maybe, in a way...\In a way?\Use your imagination.\I don't get it!\Normally, we'd be changing places with the winter team,\but there's no one swapping in this time,\so it's just a farewell party for the departing summer team.\Well, Captain? response:	You've done an excellent job, everyone.
context: In a way?\Use your imagination.\I don't get it!\Normally, we'd be changing places with the winter team,\but there's no one swapping in this time,\so it's just a farewell party for the departing summer team.\Well, Captain?\You've done an excellent job, everyone. response:	This morning, the weather is nice. It's an excellent morning for a departure.
context: Use your imagination.\I don't get it!\Normally, we'd be changing places with the winter team,\but there's no one swapping in this time,\so it's just a farewell party for the departing summer team.\Well, Captain?\You've done an excellent job, everyone.\This morning, the weather is nice. It's an excellent morning for a departure. response:	In particular, I'd like to talk about
context: I don't get it!\Normally, we'd be changing places with the winter team,\but there's no one swapping in this time,\so it's just a farewell party for the departing summer team.\Well, Captain?\You've done an excellent job, everyone.\This morning, the weather is nice. It's an excellent morning for a departure.\In particular, I'd like to talk about response:	Japan's first high school-aged Antarctic research team members.
context: Normally, we'd be changing places with the winter team,\but there's no one swapping in this time,\so it's just a farewell party for the departing summer team.\Well, Captain?\You've done an excellent job, everyone.\This morning, the weather is nice. It's an excellent morning for a departure.\In particular, I'd like to talk about\Japan's first high school-aged Antarctic research team members. response:	This was a major experiment.
context: but there's no one swapping in this time,\so it's just a farewell party for the departing summer team.\Well, Captain?\You've done an excellent job, everyone.\This morning, the weather is nice. It's an excellent morning for a departure.\In particular, I'd like to talk about\Japan's first high school-aged Antarctic research team members.\This was a major experiment. response:	I'm sure they were all nervous.
context: so it's just a farewell party for the departing summer team.\Well, Captain?\You've done an excellent job, everyone.\This morning, the weather is nice. It's an excellent morning for a departure.\In particular, I'd like to talk about\Japan's first high school-aged Antarctic research team members.\This was a major experiment.\I'm sure they were all nervous. response:	We were all very, very nervous, too.
context: Well, Captain?\You've done an excellent job, everyone.\This morning, the weather is nice. It's an excellent morning for a departure.\In particular, I'd like to talk about\Japan's first high school-aged Antarctic research team members.\This was a major experiment.\I'm sure they were all nervous.\We were all very, very nervous, too. response:	But they did an excellent job as expedition members.
context: You've done an excellent job, everyone.\This morning, the weather is nice. It's an excellent morning for a departure.\In particular, I'd like to talk about\Japan's first high school-aged Antarctic research team members.\This was a major experiment.\I'm sure they were all nervous.\We were all very, very nervous, too.\But they did an excellent job as expedition members. response:	The male team members' internal wishing
context: This morning, the weather is nice. It's an excellent morning for a departure.\In particular, I'd like to talk about\Japan's first high school-aged Antarctic research team members.\This was a major experiment.\I'm sure they were all nervous.\We were all very, very nervous, too.\But they did an excellent job as expedition members.\The male team members' internal wishing response:	for them to stay has been so loud, it's audible.
context: In particular, I'd like to talk about\Japan's first high school-aged Antarctic research team members.\This was a major experiment.\I'm sure they were all nervous.\We were all very, very nervous, too.\But they did an excellent job as expedition members.\The male team members' internal wishing\for them to stay has been so loud, it's audible. response:	But they are going home.
context: Japan's first high school-aged Antarctic research team members.\This was a major experiment.\I'm sure they were all nervous.\We were all very, very nervous, too.\But they did an excellent job as expedition members.\The male team members' internal wishing\for them to stay has been so loud, it's audible.\But they are going home. response:	It's time to give up on them.
context: This was a major experiment.\I'm sure they were all nervous.\We were all very, very nervous, too.\But they did an excellent job as expedition members.\The male team members' internal wishing\for them to stay has been so loud, it's audible.\But they are going home.\It's time to give up on them. response:	Lastly...
context: I'm sure they were all nervous.\We were all very, very nervous, too.\But they did an excellent job as expedition members.\The male team members' internal wishing\for them to stay has been so loud, it's audible.\But they are going home.\It's time to give up on them.\Lastly... response:	Thank you for everything.
context: We were all very, very nervous, too.\But they did an excellent job as expedition members.\The male team members' internal wishing\for them to stay has been so loud, it's audible.\But they are going home.\It's time to give up on them.\Lastly...\Thank you for everything. response:	Even after you go home, I hope you'll occasionally think of us,
context: But they did an excellent job as expedition members.\The male team members' internal wishing\for them to stay has been so loud, it's audible.\But they are going home.\It's time to give up on them.\Lastly...\Thank you for everything.\Even after you go home, I hope you'll occasionally think of us, response:	here in the darkness, far over the horizon, silently lasting through the winter.
context: The male team members' internal wishing\for them to stay has been so loud, it's audible.\But they are going home.\It's time to give up on them.\Lastly...\Thank you for everything.\Even after you go home, I hope you'll occasionally think of us,\here in the darkness, far over the horizon, silently lasting through the winter. response:	Let's meet again here some day.
context: for them to stay has been so loud, it's audible.\But they are going home.\It's time to give up on them.\Lastly...\Thank you for everything.\Even after you go home, I hope you'll occasionally think of us,\here in the darkness, far over the horizon, silently lasting through the winter.\Let's meet again here some day. response:	Now, as a representative of the summer team,
context: But they are going home.\It's time to give up on them.\Lastly...\Thank you for everything.\Even after you go home, I hope you'll occasionally think of us,\here in the darkness, far over the horizon, silently lasting through the winter.\Let's meet again here some day.\Now, as a representative of the summer team, response:	Kobuchizawa Shirase-san.
context: It's time to give up on them.\Lastly...\Thank you for everything.\Even after you go home, I hope you'll occasionally think of us,\here in the darkness, far over the horizon, silently lasting through the winter.\Let's meet again here some day.\Now, as a representative of the summer team,\Kobuchizawa Shirase-san. response:	Yes ma'am.
context: Lastly...\Thank you for everything.\Even after you go home, I hope you'll occasionally think of us,\here in the darkness, far over the horizon, silently lasting through the winter.\Let's meet again here some day.\Now, as a representative of the summer team,\Kobuchizawa Shirase-san.\Yes ma'am. response:	Everyone.
context: Thank you for everything.\Even after you go home, I hope you'll occasionally think of us,\here in the darkness, far over the horizon, silently lasting through the winter.\Let's meet again here some day.\Now, as a representative of the summer team,\Kobuchizawa Shirase-san.\Yes ma'am.\Everyone. response:	Good morning.
context: Even after you go home, I hope you'll occasionally think of us,\here in the darkness, far over the horizon, silently lasting through the winter.\Let's meet again here some day.\Now, as a representative of the summer team,\Kobuchizawa Shirase-san.\Yes ma'am.\Everyone.\Good morning. response:	As you all know,
context: here in the darkness, far over the horizon, silently lasting through the winter.\Let's meet again here some day.\Now, as a representative of the summer team,\Kobuchizawa Shirase-san.\Yes ma'am.\Everyone.\Good morning.\As you all know, response:	my mother was a member of your Antarctic expedition.
context: Let's meet again here some day.\Now, as a representative of the summer team,\Kobuchizawa Shirase-san.\Yes ma'am.\Everyone.\Good morning.\As you all know,\my mother was a member of your Antarctic expedition. response:	She loved Antarctica, and left our house in her obsession.
context: Now, as a representative of the summer team,\Kobuchizawa Shirase-san.\Yes ma'am.\Everyone.\Good morning.\As you all know,\my mother was a member of your Antarctic expedition.\She loved Antarctica, and left our house in her obsession. response:	When I looked at her,
context: Kobuchizawa Shirase-san.\Yes ma'am.\Everyone.\Good morning.\As you all know,\my mother was a member of your Antarctic expedition.\She loved Antarctica, and left our house in her obsession.\When I looked at her, response:	to be honest, it was hard for me to have positive feelings about Antarctica.
context: Yes ma'am.\Everyone.\Good morning.\As you all know,\my mother was a member of your Antarctic expedition.\She loved Antarctica, and left our house in her obsession.\When I looked at her,\to be honest, it was hard for me to have positive feelings about Antarctica. response:	I think wanting to change that feeling was the reason I came here.
context: Everyone.\Good morning.\As you all know,\my mother was a member of your Antarctic expedition.\She loved Antarctica, and left our house in her obsession.\When I looked at her,\to be honest, it was hard for me to have positive feelings about Antarctica.\I think wanting to change that feeling was the reason I came here. response:	A place further than the universe.
context: Good morning.\As you all know,\my mother was a member of your Antarctic expedition.\She loved Antarctica, and left our house in her obsession.\When I looked at her,\to be honest, it was hard for me to have positive feelings about Antarctica.\I think wanting to change that feeling was the reason I came here.\A place further than the universe. response:	Mom... rather, my mother called it that.
context: As you all know,\my mother was a member of your Antarctic expedition.\She loved Antarctica, and left our house in her obsession.\When I looked at her,\to be honest, it was hard for me to have positive feelings about Antarctica.\I think wanting to change that feeling was the reason I came here.\A place further than the universe.\Mom... rather, my mother called it that. response:	It's a place that strips everything bare.
context: my mother was a member of your Antarctic expedition.\She loved Antarctica, and left our house in her obsession.\When I looked at her,\to be honest, it was hard for me to have positive feelings about Antarctica.\I think wanting to change that feeling was the reason I came here.\A place further than the universe.\Mom... rather, my mother called it that.\It's a place that strips everything bare. response:	Time, life, hearts...
context: She loved Antarctica, and left our house in her obsession.\When I looked at her,\to be honest, it was hard for me to have positive feelings about Antarctica.\I think wanting to change that feeling was the reason I came here.\A place further than the universe.\Mom... rather, my mother called it that.\It's a place that strips everything bare.\Time, life, hearts... response:	It's a place with nothing to protect you and nowhere to hide.
context: When I looked at her,\to be honest, it was hard for me to have positive feelings about Antarctica.\I think wanting to change that feeling was the reason I came here.\A place further than the universe.\Mom... rather, my mother called it that.\It's a place that strips everything bare.\Time, life, hearts...\It's a place with nothing to protect you and nowhere to hide. response:	It's an environment that exposes everything we're embarrassed about,
context: to be honest, it was hard for me to have positive feelings about Antarctica.\I think wanting to change that feeling was the reason I came here.\A place further than the universe.\Mom... rather, my mother called it that.\It's a place that strips everything bare.\Time, life, hearts...\It's a place with nothing to protect you and nowhere to hide.\It's an environment that exposes everything we're embarrassed about, response:	and everything we want to hide,
context: I think wanting to change that feeling was the reason I came here.\A place further than the universe.\Mom... rather, my mother called it that.\It's a place that strips everything bare.\Time, life, hearts...\It's a place with nothing to protect you and nowhere to hide.\It's an environment that exposes everything we're embarrassed about,\and everything we want to hide, response:	and so naked and crying, we're forced to come face-to-face with who we really are.
context: A place further than the universe.\Mom... rather, my mother called it that.\It's a place that strips everything bare.\Time, life, hearts...\It's a place with nothing to protect you and nowhere to hide.\It's an environment that exposes everything we're embarrassed about,\and everything we want to hide,\and so naked and crying, we're forced to come face-to-face with who we really are. response:	We've overcome trial after trial together.
context: Mom... rather, my mother called it that.\It's a place that strips everything bare.\Time, life, hearts...\It's a place with nothing to protect you and nowhere to hide.\It's an environment that exposes everything we're embarrassed about,\and everything we want to hide,\and so naked and crying, we're forced to come face-to-face with who we really are.\We've overcome trial after trial together. response:	And from that, I think I now understand...
context: It's a place that strips everything bare.\Time, life, hearts...\It's a place with nothing to protect you and nowhere to hide.\It's an environment that exposes everything we're embarrassed about,\and everything we want to hide,\and so naked and crying, we're forced to come face-to-face with who we really are.\We've overcome trial after trial together.\And from that, I think I now understand... response:	the reason my mother loved this place was not just this scenery, this sky, this wind,
context: Time, life, hearts...\It's a place with nothing to protect you and nowhere to hide.\It's an environment that exposes everything we're embarrassed about,\and everything we want to hide,\and so naked and crying, we're forced to come face-to-face with who we really are.\We've overcome trial after trial together.\And from that, I think I now understand...\the reason my mother loved this place was not just this scenery, this sky, this wind, response:	but also the time she spent here, overcoming things with her team.
context: It's a place with nothing to protect you and nowhere to hide.\It's an environment that exposes everything we're embarrassed about,\and everything we want to hide,\and so naked and crying, we're forced to come face-to-face with who we really are.\We've overcome trial after trial together.\And from that, I think I now understand...\the reason my mother loved this place was not just this scenery, this sky, this wind,\but also the time she spent here, overcoming things with her team. response:	She loved this atmosphere,
context: It's an environment that exposes everything we're embarrassed about,\and everything we want to hide,\and so naked and crying, we're forced to come face-to-face with who we really are.\We've overcome trial after trial together.\And from that, I think I now understand...\the reason my mother loved this place was not just this scenery, this sky, this wind,\but also the time she spent here, overcoming things with her team.\She loved this atmosphere, response:	where you have no choice but to overcome things with your team,
context: and everything we want to hide,\and so naked and crying, we're forced to come face-to-face with who we really are.\We've overcome trial after trial together.\And from that, I think I now understand...\the reason my mother loved this place was not just this scenery, this sky, this wind,\but also the time she spent here, overcoming things with her team.\She loved this atmosphere,\where you have no choice but to overcome things with your team, response:	with nothing else to get in the way.
context: and so naked and crying, we're forced to come face-to-face with who we really are.\We've overcome trial after trial together.\And from that, I think I now understand...\the reason my mother loved this place was not just this scenery, this sky, this wind,\but also the time she spent here, overcoming things with her team.\She loved this atmosphere,\where you have no choice but to overcome things with your team,\with nothing else to get in the way. response:	I love this place.
context: We've overcome trial after trial together.\And from that, I think I now understand...\the reason my mother loved this place was not just this scenery, this sky, this wind,\but also the time she spent here, overcoming things with her team.\She loved this atmosphere,\where you have no choice but to overcome things with your team,\with nothing else to get in the way.\I love this place. response:	Good luck over the winter.
context: And from that, I think I now understand...\the reason my mother loved this place was not just this scenery, this sky, this wind,\but also the time she spent here, overcoming things with her team.\She loved this atmosphere,\where you have no choice but to overcome things with your team,\with nothing else to get in the way.\I love this place.\Good luck over the winter. response:	I'll be back again, I swear.
context: the reason my mother loved this place was not just this scenery, this sky, this wind,\but also the time she spent here, overcoming things with her team.\She loved this atmosphere,\where you have no choice but to overcome things with your team,\with nothing else to get in the way.\I love this place.\Good luck over the winter.\I'll be back again, I swear. response:	Are you crying?
