context: Closed response:	Sangetsu Bakery
context: Hospital Director Hajime Hiura Purchased a Bankrupt Regional Hospital\Rumors of Rampant Bribery in the Prefectural Assembly\You don't need to read this trash.\To us, Dr. Hiura is a savior. No matter what anybody says.\A savior?\Saki Morimi?\Hello?\Would you be the one calling himself a Selecao? response:	Um, my name is Takizawa.
context: Rumors of Rampant Bribery in the Prefectural Assembly\You don't need to read this trash.\To us, Dr. Hiura is a savior. No matter what anybody says.\A savior?\Saki Morimi?\Hello?\Would you be the one calling himself a Selecao?\Um, my name is Takizawa. response:	How did you find me here?
context: You don't need to read this trash.\To us, Dr. Hiura is a savior. No matter what anybody says.\A savior?\Saki Morimi?\Hello?\Would you be the one calling himself a Selecao?\Um, my name is Takizawa.\How did you find me here? response:	Well, I found out where the MRI machine in your log was delivered.
context: To us, Dr. Hiura is a savior. No matter what anybody says.\A savior?\Saki Morimi?\Hello?\Would you be the one calling himself a Selecao?\Um, my name is Takizawa.\How did you find me here?\Well, I found out where the MRI machine in your log was delivered. response:	Hmm... What number are you?
context: A savior?\Saki Morimi?\Hello?\Would you be the one calling himself a Selecao?\Um, my name is Takizawa.\How did you find me here?\Well, I found out where the MRI machine in your log was delivered.\Hmm... What number are you? response:	-Pardon? -What number Selecao are you?
context: Saki Morimi?\Hello?\Would you be the one calling himself a Selecao?\Um, my name is Takizawa.\How did you find me here?\Well, I found out where the MRI machine in your log was delivered.\Hmm... What number are you?\-Pardon? -What number Selecao are you? response:	Number 9.
context: Hello?\Would you be the one calling himself a Selecao?\Um, my name is Takizawa.\How did you find me here?\Well, I found out where the MRI machine in your log was delivered.\Hmm... What number are you?\-Pardon? -What number Selecao are you?\Number 9. response:	I see, so Number 9 is the Supporter.
context: Would you be the one calling himself a Selecao?\Um, my name is Takizawa.\How did you find me here?\Well, I found out where the MRI machine in your log was delivered.\Hmm... What number are you?\-Pardon? -What number Selecao are you?\Number 9.\I see, so Number 9 is the Supporter. response:	Hold on a minute. That Kondou guy said the same thing to me,
context: Um, my name is Takizawa.\How did you find me here?\Well, I found out where the MRI machine in your log was delivered.\Hmm... What number are you?\-Pardon? -What number Selecao are you?\Number 9.\I see, so Number 9 is the Supporter.\Hold on a minute. That Kondou guy said the same thing to me, response:	but what does it mean?
context: How did you find me here?\Well, I found out where the MRI machine in your log was delivered.\Hmm... What number are you?\-Pardon? -What number Selecao are you?\Number 9.\I see, so Number 9 is the Supporter.\Hold on a minute. That Kondou guy said the same thing to me,\but what does it mean? response:	And would Kondou refer to Number 4?
context: Well, I found out where the MRI machine in your log was delivered.\Hmm... What number are you?\-Pardon? -What number Selecao are you?\Number 9.\I see, so Number 9 is the Supporter.\Hold on a minute. That Kondou guy said the same thing to me,\but what does it mean?\And would Kondou refer to Number 4? response:	Yeah.
context: Hmm... What number are you?\-Pardon? -What number Selecao are you?\Number 9.\I see, so Number 9 is the Supporter.\Hold on a minute. That Kondou guy said the same thing to me,\but what does it mean?\And would Kondou refer to Number 4?\Yeah. response:	Say, why don't we talk face to face?
context: -Pardon? -What number Selecao are you?\Number 9.\I see, so Number 9 is the Supporter.\Hold on a minute. That Kondou guy said the same thing to me,\but what does it mean?\And would Kondou refer to Number 4?\Yeah.\Say, why don't we talk face to face? response:	Apparently I erased my own memory, and I can't remember anything.
context: Number 9.\I see, so Number 9 is the Supporter.\Hold on a minute. That Kondou guy said the same thing to me,\but what does it mean?\And would Kondou refer to Number 4?\Yeah.\Say, why don't we talk face to face?\Apparently I erased my own memory, and I can't remember anything. response:	Not about this phone, or Selecao,
context: I see, so Number 9 is the Supporter.\Hold on a minute. That Kondou guy said the same thing to me,\but what does it mean?\And would Kondou refer to Number 4?\Yeah.\Say, why don't we talk face to face?\Apparently I erased my own memory, and I can't remember anything.\Not about this phone, or Selecao, response:	or this game we're supposedly playing.
context: Hold on a minute. That Kondou guy said the same thing to me,\but what does it mean?\And would Kondou refer to Number 4?\Yeah.\Say, why don't we talk face to face?\Apparently I erased my own memory, and I can't remember anything.\Not about this phone, or Selecao,\or this game we're supposedly playing. response:	So I'd just like you to tell me about it, that's all.
context: but what does it mean?\And would Kondou refer to Number 4?\Yeah.\Say, why don't we talk face to face?\Apparently I erased my own memory, and I can't remember anything.\Not about this phone, or Selecao,\or this game we're supposedly playing.\So I'd just like you to tell me about it, that's all. response:	Please!
context: And would Kondou refer to Number 4?\Yeah.\Say, why don't we talk face to face?\Apparently I erased my own memory, and I can't remember anything.\Not about this phone, or Selecao,\or this game we're supposedly playing.\So I'd just like you to tell me about it, that's all.\Please! response:	I don't mind you killing me,if that's the rule.
context: Yeah.\Say, why don't we talk face to face?\Apparently I erased my own memory, and I can't remember anything.\Not about this phone, or Selecao,\or this game we're supposedly playing.\So I'd just like you to tell me about it, that's all.\Please!\I don't mind you killing me,if that's the rule. response:	However, I'm not inclined to be killed while I still have money left.
context: Say, why don't we talk face to face?\Apparently I erased my own memory, and I can't remember anything.\Not about this phone, or Selecao,\or this game we're supposedly playing.\So I'd just like you to tell me about it, that's all.\Please!\I don't mind you killing me,if that's the rule.\However, I'm not inclined to be killed while I still have money left. response:	Er, I'm not going to kill you.
context: Apparently I erased my own memory, and I can't remember anything.\Not about this phone, or Selecao,\or this game we're supposedly playing.\So I'd just like you to tell me about it, that's all.\Please!\I don't mind you killing me,if that's the rule.\However, I'm not inclined to be killed while I still have money left.\Er, I'm not going to kill you. response:	Well, I suppose it's fine. I'll have someone bring you medicine.
context: Not about this phone, or Selecao,\or this game we're supposedly playing.\So I'd just like you to tell me about it, that's all.\Please!\I don't mind you killing me,if that's the rule.\However, I'm not inclined to be killed while I still have money left.\Er, I'm not going to kill you.\Well, I suppose it's fine. I'll have someone bring you medicine. response:	If you take it, you should find out how you got that cell phone.
context: or this game we're supposedly playing.\So I'd just like you to tell me about it, that's all.\Please!\I don't mind you killing me,if that's the rule.\However, I'm not inclined to be killed while I still have money left.\Er, I'm not going to kill you.\Well, I suppose it's fine. I'll have someone bring you medicine.\If you take it, you should find out how you got that cell phone. response:	Um, what is the medicine, exactly?
context: So I'd just like you to tell me about it, that's all.\Please!\I don't mind you killing me,if that's the rule.\However, I'm not inclined to be killed while I still have money left.\Er, I'm not going to kill you.\Well, I suppose it's fine. I'll have someone bring you medicine.\If you take it, you should find out how you got that cell phone.\Um, what is the medicine, exactly? response:	You'll find out.
context: Please!\I don't mind you killing me,if that's the rule.\However, I'm not inclined to be killed while I still have money left.\Er, I'm not going to kill you.\Well, I suppose it's fine. I'll have someone bring you medicine.\If you take it, you should find out how you got that cell phone.\Um, what is the medicine, exactly?\You'll find out. response:	That was fast! So I don't have time to think about this?!
context: I don't mind you killing me,if that's the rule.\However, I'm not inclined to be killed while I still have money left.\Er, I'm not going to kill you.\Well, I suppose it's fine. I'll have someone bring you medicine.\If you take it, you should find out how you got that cell phone.\Um, what is the medicine, exactly?\You'll find out.\That was fast! So I don't have time to think about this?! response:	Fine, I'll take it.
context: However, I'm not inclined to be killed while I still have money left.\Er, I'm not going to kill you.\Well, I suppose it's fine. I'll have someone bring you medicine.\If you take it, you should find out how you got that cell phone.\Um, what is the medicine, exactly?\You'll find out.\That was fast! So I don't have time to think about this?!\Fine, I'll take it. response:	What kind of doctor poisons someone in a hospital?
context: Er, I'm not going to kill you.\Well, I suppose it's fine. I'll have someone bring you medicine.\If you take it, you should find out how you got that cell phone.\Um, what is the medicine, exactly?\You'll find out.\That was fast! So I don't have time to think about this?!\Fine, I'll take it.\What kind of doctor poisons someone in a hospital? response:	jeez, he's some doctor!
context: Well, I suppose it's fine. I'll have someone bring you medicine.\If you take it, you should find out how you got that cell phone.\Um, what is the medicine, exactly?\You'll find out.\That was fast! So I don't have time to think about this?!\Fine, I'll take it.\What kind of doctor poisons someone in a hospital?\jeez, he's some doctor! response:	Good day. This is Mr. Outside.
context: If you take it, you should find out how you got that cell phone.\Um, what is the medicine, exactly?\You'll find out.\That was fast! So I don't have time to think about this?!\Fine, I'll take it.\What kind of doctor poisons someone in a hospital?\jeez, he's some doctor!\Good day. This is Mr. Outside. response:	Mr. Outside?
context: Um, what is the medicine, exactly?\You'll find out.\That was fast! So I don't have time to think about this?!\Fine, I'll take it.\What kind of doctor poisons someone in a hospital?\jeez, he's some doctor!\Good day. This is Mr. Outside.\Mr. Outside? response:	Acting on my own highly personal convictions,
context: You'll find out.\That was fast! So I don't have time to think about this?!\Fine, I'll take it.\What kind of doctor poisons someone in a hospital?\jeez, he's some doctor!\Good day. This is Mr. Outside.\Mr. Outside?\Acting on my own highly personal convictions, response:	I have decided to peremptorily select twelve saviors
context: That was fast! So I don't have time to think about this?!\Fine, I'll take it.\What kind of doctor poisons someone in a hospital?\jeez, he's some doctor!\Good day. This is Mr. Outside.\Mr. Outside?\Acting on my own highly personal convictions,\I have decided to peremptorily select twelve saviors response:	in order to save this country.
context: Fine, I'll take it.\What kind of doctor poisons someone in a hospital?\jeez, he's some doctor!\Good day. This is Mr. Outside.\Mr. Outside?\Acting on my own highly personal convictions,\I have decided to peremptorily select twelve saviors\in order to save this country. response:	I am calling those twelve the Selecao,
context: What kind of doctor poisons someone in a hospital?\jeez, he's some doctor!\Good day. This is Mr. Outside.\Mr. Outside?\Acting on my own highly personal convictions,\I have decided to peremptorily select twelve saviors\in order to save this country.\I am calling those twelve the Selecao, response:	and I have appointed one of them as the Supporter.
context: jeez, he's some doctor!\Good day. This is Mr. Outside.\Mr. Outside?\Acting on my own highly personal convictions,\I have decided to peremptorily select twelve saviors\in order to save this country.\I am calling those twelve the Selecao,\and I have appointed one of them as the Supporter. response:	Starting today, you are a Selecao. Congratulations.
context: Good day. This is Mr. Outside.\Mr. Outside?\Acting on my own highly personal convictions,\I have decided to peremptorily select twelve saviors\in order to save this country.\I am calling those twelve the Selecao,\and I have appointed one of them as the Supporter.\Starting today, you are a Selecao. Congratulations. response:	a fanatic supporter of the team as well as a cold-hearted watchman.
context: Mr. Outside?\Acting on my own highly personal convictions,\I have decided to peremptorily select twelve saviors\in order to save this country.\I am calling those twelve the Selecao,\and I have appointed one of them as the Supporter.\Starting today, you are a Selecao. Congratulations.\a fanatic supporter of the team as well as a cold-hearted watchman. response:	Please be aware that if you do not function correctly as a Selecao,
context: Acting on my own highly personal convictions,\I have decided to peremptorily select twelve saviors\in order to save this country.\I am calling those twelve the Selecao,\and I have appointed one of them as the Supporter.\Starting today, you are a Selecao. Congratulations.\a fanatic supporter of the team as well as a cold-hearted watchman.\Please be aware that if you do not function correctly as a Selecao, response:	you will be judged harshly by the Supporter.
context: I have decided to peremptorily select twelve saviors\in order to save this country.\I am calling those twelve the Selecao,\and I have appointed one of them as the Supporter.\Starting today, you are a Selecao. Congratulations.\a fanatic supporter of the team as well as a cold-hearted watchman.\Please be aware that if you do not function correctly as a Selecao,\you will be judged harshly by the Supporter. response:	So I'm not the Supporter, then.
context: in order to save this country.\I am calling those twelve the Selecao,\and I have appointed one of them as the Supporter.\Starting today, you are a Selecao. Congratulations.\a fanatic supporter of the team as well as a cold-hearted watchman.\Please be aware that if you do not function correctly as a Selecao,\you will be judged harshly by the Supporter.\So I'm not the Supporter, then. response:	Only I know which of the twelve is the Supporter.
context: I am calling those twelve the Selecao,\and I have appointed one of them as the Supporter.\Starting today, you are a Selecao. Congratulations.\a fanatic supporter of the team as well as a cold-hearted watchman.\Please be aware that if you do not function correctly as a Selecao,\you will be judged harshly by the Supporter.\So I'm not the Supporter, then.\Only I know which of the twelve is the Supporter. response:	It might be you, or it might not.
context: and I have appointed one of them as the Supporter.\Starting today, you are a Selecao. Congratulations.\a fanatic supporter of the team as well as a cold-hearted watchman.\Please be aware that if you do not function correctly as a Selecao,\you will be judged harshly by the Supporter.\So I'm not the Supporter, then.\Only I know which of the twelve is the Supporter.\It might be you, or it might not. response:	As for the twelve, they are people I recognize
context: Starting today, you are a Selecao. Congratulations.\a fanatic supporter of the team as well as a cold-hearted watchman.\Please be aware that if you do not function correctly as a Selecao,\you will be judged harshly by the Supporter.\So I'm not the Supporter, then.\Only I know which of the twelve is the Supporter.\It might be you, or it might not.\As for the twelve, they are people I recognize response:	to have strongly wished to be Selecao, whether they realized it or not.
context: a fanatic supporter of the team as well as a cold-hearted watchman.\Please be aware that if you do not function correctly as a Selecao,\you will be judged harshly by the Supporter.\So I'm not the Supporter, then.\Only I know which of the twelve is the Supporter.\It might be you, or it might not.\As for the twelve, they are people I recognize\to have strongly wished to be Selecao, whether they realized it or not. response:	Therefore, you will not be allowed to refuse this task.
context: Please be aware that if you do not function correctly as a Selecao,\you will be judged harshly by the Supporter.\So I'm not the Supporter, then.\Only I know which of the twelve is the Supporter.\It might be you, or it might not.\As for the twelve, they are people I recognize\to have strongly wished to be Selecao, whether they realized it or not.\Therefore, you will not be allowed to refuse this task. response:	The phone I've given you contains ten billion yen.
context: you will be judged harshly by the Supporter.\So I'm not the Supporter, then.\Only I know which of the twelve is the Supporter.\It might be you, or it might not.\As for the twelve, they are people I recognize\to have strongly wished to be Selecao, whether they realized it or not.\Therefore, you will not be allowed to refuse this task.\The phone I've given you contains ten billion yen. response:	I leave its use entirely to your discretion.
context: So I'm not the Supporter, then.\Only I know which of the twelve is the Supporter.\It might be you, or it might not.\As for the twelve, they are people I recognize\to have strongly wished to be Selecao, whether they realized it or not.\Therefore, you will not be allowed to refuse this task.\The phone I've given you contains ten billion yen.\I leave its use entirely to your discretion. response:	I'd like you to lead this country in the right direction
context: Only I know which of the twelve is the Supporter.\It might be you, or it might not.\As for the twelve, they are people I recognize\to have strongly wished to be Selecao, whether they realized it or not.\Therefore, you will not be allowed to refuse this task.\The phone I've given you contains ten billion yen.\I leave its use entirely to your discretion.\I'd like you to lead this country in the right direction response:	using whatever ideas you may have.
context: It might be you, or it might not.\As for the twelve, they are people I recognize\to have strongly wished to be Selecao, whether they realized it or not.\Therefore, you will not be allowed to refuse this task.\The phone I've given you contains ten billion yen.\I leave its use entirely to your discretion.\I'd like you to lead this country in the right direction\using whatever ideas you may have. response:	However, this ten billion cannot be converted to cash.
context: As for the twelve, they are people I recognize\to have strongly wished to be Selecao, whether they realized it or not.\Therefore, you will not be allowed to refuse this task.\The phone I've given you contains ten billion yen.\I leave its use entirely to your discretion.\I'd like you to lead this country in the right direction\using whatever ideas you may have.\However, this ten billion cannot be converted to cash. response:	Should you have any requests,
context: to have strongly wished to be Selecao, whether they realized it or not.\Therefore, you will not be allowed to refuse this task.\The phone I've given you contains ten billion yen.\I leave its use entirely to your discretion.\I'd like you to lead this country in the right direction\using whatever ideas you may have.\However, this ten billion cannot be converted to cash.\Should you have any requests, response:	a concierge is available to assist you at all times
context: Therefore, you will not be allowed to refuse this task.\The phone I've given you contains ten billion yen.\I leave its use entirely to your discretion.\I'd like you to lead this country in the right direction\using whatever ideas you may have.\However, this ten billion cannot be converted to cash.\Should you have any requests,\a concierge is available to assist you at all times response:	if you push the center button on your phone.
context: The phone I've given you contains ten billion yen.\I leave its use entirely to your discretion.\I'd like you to lead this country in the right direction\using whatever ideas you may have.\However, this ten billion cannot be converted to cash.\Should you have any requests,\a concierge is available to assist you at all times\if you push the center button on your phone. response:	The cost of these requests will be deducted from your ten billion yen,
context: I leave its use entirely to your discretion.\I'd like you to lead this country in the right direction\using whatever ideas you may have.\However, this ten billion cannot be converted to cash.\Should you have any requests,\a concierge is available to assist you at all times\if you push the center button on your phone.\The cost of these requests will be deducted from your ten billion yen, response:	and other Selecao will be notified of your usage history.
context: I'd like you to lead this country in the right direction\using whatever ideas you may have.\However, this ten billion cannot be converted to cash.\Should you have any requests,\a concierge is available to assist you at all times\if you push the center button on your phone.\The cost of these requests will be deducted from your ten billion yen,\and other Selecao will be notified of your usage history. response:	Finally, let me tell you about the penalties involved.
context: using whatever ideas you may have.\However, this ten billion cannot be converted to cash.\Should you have any requests,\a concierge is available to assist you at all times\if you push the center button on your phone.\The cost of these requests will be deducted from your ten billion yen,\and other Selecao will be notified of your usage history.\Finally, let me tell you about the penalties involved. response:	Be aware that Selecao who meet the following conditions
context: However, this ten billion cannot be converted to cash.\Should you have any requests,\a concierge is available to assist you at all times\if you push the center button on your phone.\The cost of these requests will be deducted from your ten billion yen,\and other Selecao will be notified of your usage history.\Finally, let me tell you about the penalties involved.\Be aware that Selecao who meet the following conditions response:	will meet a swift and sure death at the hands of the Supporter.
context: Should you have any requests,\a concierge is available to assist you at all times\if you push the center button on your phone.\The cost of these requests will be deducted from your ten billion yen,\and other Selecao will be notified of your usage history.\Finally, let me tell you about the penalties involved.\Be aware that Selecao who meet the following conditions\will meet a swift and sure death at the hands of the Supporter. response:	First: Those who seek to abandon their mission and escape.
context: a concierge is available to assist you at all times\if you push the center button on your phone.\The cost of these requests will be deducted from your ten billion yen,\and other Selecao will be notified of your usage history.\Finally, let me tell you about the penalties involved.\Be aware that Selecao who meet the following conditions\will meet a swift and sure death at the hands of the Supporter.\First: Those who seek to abandon their mission and escape. response:	Second: Those who go a long period of time without using their phone
context: if you push the center button on your phone.\The cost of these requests will be deducted from your ten billion yen,\and other Selecao will be notified of your usage history.\Finally, let me tell you about the penalties involved.\Be aware that Selecao who meet the following conditions\will meet a swift and sure death at the hands of the Supporter.\First: Those who seek to abandon their mission and escape.\Second: Those who go a long period of time without using their phone response:	and achieve no results.
context: The cost of these requests will be deducted from your ten billion yen,\and other Selecao will be notified of your usage history.\Finally, let me tell you about the penalties involved.\Be aware that Selecao who meet the following conditions\will meet a swift and sure death at the hands of the Supporter.\First: Those who seek to abandon their mission and escape.\Second: Those who go a long period of time without using their phone\and achieve no results. response:	Third: Those who exhibit a pattern of using the ten billion
context: and other Selecao will be notified of your usage history.\Finally, let me tell you about the penalties involved.\Be aware that Selecao who meet the following conditions\will meet a swift and sure death at the hands of the Supporter.\First: Those who seek to abandon their mission and escape.\Second: Those who go a long period of time without using their phone\and achieve no results.\Third: Those who exhibit a pattern of using the ten billion response:	fortheir own personal desires instead of in the national interest.
context: Finally, let me tell you about the penalties involved.\Be aware that Selecao who meet the following conditions\will meet a swift and sure death at the hands of the Supporter.\First: Those who seek to abandon their mission and escape.\Second: Those who go a long period of time without using their phone\and achieve no results.\Third: Those who exhibit a pattern of using the ten billion\fortheir own personal desires instead of in the national interest. response:	Fourth: Those whose balance reaches zero before they've saved the country.
context: Be aware that Selecao who meet the following conditions\will meet a swift and sure death at the hands of the Supporter.\First: Those who seek to abandon their mission and escape.\Second: Those who go a long period of time without using their phone\and achieve no results.\Third: Those who exhibit a pattern of using the ten billion\fortheir own personal desires instead of in the national interest.\Fourth: Those whose balance reaches zero before they've saved the country. response:	However, this list is by no means exhaustive.
context: will meet a swift and sure death at the hands of the Supporter.\First: Those who seek to abandon their mission and escape.\Second: Those who go a long period of time without using their phone\and achieve no results.\Third: Those who exhibit a pattern of using the ten billion\fortheir own personal desires instead of in the national interest.\Fourth: Those whose balance reaches zero before they've saved the country.\However, this list is by no means exhaustive. response:	I'd like all chosen ones to take the utmost responsibility for their actions.
context: First: Those who seek to abandon their mission and escape.\Second: Those who go a long period of time without using their phone\and achieve no results.\Third: Those who exhibit a pattern of using the ten billion\fortheir own personal desires instead of in the national interest.\Fourth: Those whose balance reaches zero before they've saved the country.\However, this list is by no means exhaustive.\I'd like all chosen ones to take the utmost responsibility for their actions. response:	In addition, only the first Selecao to accomplish the mission
context: Second: Those who go a long period of time without using their phone\and achieve no results.\Third: Those who exhibit a pattern of using the ten billion\fortheir own personal desires instead of in the national interest.\Fourth: Those whose balance reaches zero before they've saved the country.\However, this list is by no means exhaustive.\I'd like all chosen ones to take the utmost responsibility for their actions.\In addition, only the first Selecao to accomplish the mission response:	will ultimately survive.
context: and achieve no results.\Third: Those who exhibit a pattern of using the ten billion\fortheir own personal desires instead of in the national interest.\Fourth: Those whose balance reaches zero before they've saved the country.\However, this list is by no means exhaustive.\I'd like all chosen ones to take the utmost responsibility for their actions.\In addition, only the first Selecao to accomplish the mission\will ultimately survive. response:	As soon as someone crosses the finish line,
context: Third: Those who exhibit a pattern of using the ten billion\fortheir own personal desires instead of in the national interest.\Fourth: Those whose balance reaches zero before they've saved the country.\However, this list is by no means exhaustive.\I'd like all chosen ones to take the utmost responsibility for their actions.\In addition, only the first Selecao to accomplish the mission\will ultimately survive.\As soon as someone crosses the finish line, response:	the remaining Selecao will be automatically eliminated.
context: fortheir own personal desires instead of in the national interest.\Fourth: Those whose balance reaches zero before they've saved the country.\However, this list is by no means exhaustive.\I'd like all chosen ones to take the utmost responsibility for their actions.\In addition, only the first Selecao to accomplish the mission\will ultimately survive.\As soon as someone crosses the finish line,\the remaining Selecao will be automatically eliminated. response:	What the heck? So just getting chosen is a penalty!
context: Fourth: Those whose balance reaches zero before they've saved the country.\However, this list is by no means exhaustive.\I'd like all chosen ones to take the utmost responsibility for their actions.\In addition, only the first Selecao to accomplish the mission\will ultimately survive.\As soon as someone crosses the finish line,\the remaining Selecao will be automatically eliminated.\What the heck? So just getting chosen is a penalty! response:	That will be all from me.
context: However, this list is by no means exhaustive.\I'd like all chosen ones to take the utmost responsibility for their actions.\In addition, only the first Selecao to accomplish the mission\will ultimately survive.\As soon as someone crosses the finish line,\the remaining Selecao will be automatically eliminated.\What the heck? So just getting chosen is a penalty!\That will be all from me. response:	If you successfully find a way to save this country
context: I'd like all chosen ones to take the utmost responsibility for their actions.\In addition, only the first Selecao to accomplish the mission\will ultimately survive.\As soon as someone crosses the finish line,\the remaining Selecao will be automatically eliminated.\What the heck? So just getting chosen is a penalty!\That will be all from me.\If you successfully find a way to save this country response:	and cross the finish line first, you will automatically be brought to me.
context: In addition, only the first Selecao to accomplish the mission\will ultimately survive.\As soon as someone crosses the finish line,\the remaining Selecao will be automatically eliminated.\What the heck? So just getting chosen is a penalty!\That will be all from me.\If you successfully find a way to save this country\and cross the finish line first, you will automatically be brought to me. response:	Noblesse oblige. I sincerely pray you shall be a savior.
context: will ultimately survive.\As soon as someone crosses the finish line,\the remaining Selecao will be automatically eliminated.\What the heck? So just getting chosen is a penalty!\That will be all from me.\If you successfully find a way to save this country\and cross the finish line first, you will automatically be brought to me.\Noblesse oblige. I sincerely pray you shall be a savior. response:	Was it like this foryou when you got your phone, too, Mr. Hiura?
context: As soon as someone crosses the finish line,\the remaining Selecao will be automatically eliminated.\What the heck? So just getting chosen is a penalty!\That will be all from me.\If you successfully find a way to save this country\and cross the finish line first, you will automatically be brought to me.\Noblesse oblige. I sincerely pray you shall be a savior.\Was it like this foryou when you got your phone, too, Mr. Hiura? response:	I suppose it was a little theatrical.
context: the remaining Selecao will be automatically eliminated.\What the heck? So just getting chosen is a penalty!\That will be all from me.\If you successfully find a way to save this country\and cross the finish line first, you will automatically be brought to me.\Noblesse oblige. I sincerely pray you shall be a savior.\Was it like this foryou when you got your phone, too, Mr. Hiura?\I suppose it was a little theatrical. response:	Why did you do this?
context: What the heck? So just getting chosen is a penalty!\That will be all from me.\If you successfully find a way to save this country\and cross the finish line first, you will automatically be brought to me.\Noblesse oblige. I sincerely pray you shall be a savior.\Was it like this foryou when you got your phone, too, Mr. Hiura?\I suppose it was a little theatrical.\Why did you do this? response:	You see, I wanted to live to see my request granted
context: That will be all from me.\If you successfully find a way to save this country\and cross the finish line first, you will automatically be brought to me.\Noblesse oblige. I sincerely pray you shall be a savior.\Was it like this foryou when you got your phone, too, Mr. Hiura?\I suppose it was a little theatrical.\Why did you do this?\You see, I wanted to live to see my request granted response:	at today's Prefectural Assembly meeting.
context: If you successfully find a way to save this country\and cross the finish line first, you will automatically be brought to me.\Noblesse oblige. I sincerely pray you shall be a savior.\Was it like this foryou when you got your phone, too, Mr. Hiura?\I suppose it was a little theatrical.\Why did you do this?\You see, I wanted to live to see my request granted\at today's Prefectural Assembly meeting. response:	So I put you to sleep, in case you were the Supporter.
context: and cross the finish line first, you will automatically be brought to me.\Noblesse oblige. I sincerely pray you shall be a savior.\Was it like this foryou when you got your phone, too, Mr. Hiura?\I suppose it was a little theatrical.\Why did you do this?\You see, I wanted to live to see my request granted\at today's Prefectural Assembly meeting.\So I put you to sleep, in case you were the Supporter. response:	What I showed you should be more or less correct.
context: Noblesse oblige. I sincerely pray you shall be a savior.\Was it like this foryou when you got your phone, too, Mr. Hiura?\I suppose it was a little theatrical.\Why did you do this?\You see, I wanted to live to see my request granted\at today's Prefectural Assembly meeting.\So I put you to sleep, in case you were the Supporter.\What I showed you should be more or less correct. response:	That day I stumbled into a taxi drunk,
context: Was it like this foryou when you got your phone, too, Mr. Hiura?\I suppose it was a little theatrical.\Why did you do this?\You see, I wanted to live to see my request granted\at today's Prefectural Assembly meeting.\So I put you to sleep, in case you were the Supporter.\What I showed you should be more or less correct.\That day I stumbled into a taxi drunk, response:	and the next thing I knew, I was covered in vomit facing a strange box.
context: I suppose it was a little theatrical.\Why did you do this?\You see, I wanted to live to see my request granted\at today's Prefectural Assembly meeting.\So I put you to sleep, in case you were the Supporter.\What I showed you should be more or less correct.\That day I stumbled into a taxi drunk,\and the next thing I knew, I was covered in vomit facing a strange box. response:	You didn't have to reproduce the vomit part...
context: Why did you do this?\You see, I wanted to live to see my request granted\at today's Prefectural Assembly meeting.\So I put you to sleep, in case you were the Supporter.\What I showed you should be more or less correct.\That day I stumbled into a taxi drunk,\and the next thing I knew, I was covered in vomit facing a strange box.\You didn't have to reproduce the vomit part... response:	So, do you know what he meant when he said you wanted to play this game?
context: You see, I wanted to live to see my request granted\at today's Prefectural Assembly meeting.\So I put you to sleep, in case you were the Supporter.\What I showed you should be more or less correct.\That day I stumbled into a taxi drunk,\and the next thing I knew, I was covered in vomit facing a strange box.\You didn't have to reproduce the vomit part...\So, do you know what he meant when he said you wanted to play this game? response:	No.
context: at today's Prefectural Assembly meeting.\So I put you to sleep, in case you were the Supporter.\What I showed you should be more or less correct.\That day I stumbled into a taxi drunk,\and the next thing I knew, I was covered in vomit facing a strange box.\You didn't have to reproduce the vomit part...\So, do you know what he meant when he said you wanted to play this game?\No. response:	But, in a way, yes.
context: So I put you to sleep, in case you were the Supporter.\What I showed you should be more or less correct.\That day I stumbled into a taxi drunk,\and the next thing I knew, I was covered in vomit facing a strange box.\You didn't have to reproduce the vomit part...\So, do you know what he meant when he said you wanted to play this game?\No.\But, in a way, yes. response:	I'd felt the limitations of myself as a brain surgeon for some time.
context: What I showed you should be more or less correct.\That day I stumbled into a taxi drunk,\and the next thing I knew, I was covered in vomit facing a strange box.\You didn't have to reproduce the vomit part...\So, do you know what he meant when he said you wanted to play this game?\No.\But, in a way, yes.\I'd felt the limitations of myself as a brain surgeon for some time. response:	In the end, one doctor can only save so many people in his lifetime.
context: That day I stumbled into a taxi drunk,\and the next thing I knew, I was covered in vomit facing a strange box.\You didn't have to reproduce the vomit part...\So, do you know what he meant when he said you wanted to play this game?\No.\But, in a way, yes.\I'd felt the limitations of myself as a brain surgeon for some time.\In the end, one doctor can only save so many people in his lifetime. response:	Look.
context: and the next thing I knew, I was covered in vomit facing a strange box.\You didn't have to reproduce the vomit part...\So, do you know what he meant when he said you wanted to play this game?\No.\But, in a way, yes.\I'd felt the limitations of myself as a brain surgeon for some time.\In the end, one doctor can only save so many people in his lifetime.\Look. response:	I gathered patients in this neighborhood,
context: You didn't have to reproduce the vomit part...\So, do you know what he meant when he said you wanted to play this game?\No.\But, in a way, yes.\I'd felt the limitations of myself as a brain surgeon for some time.\In the end, one doctor can only save so many people in his lifetime.\Look.\I gathered patients in this neighborhood, response:	and at the same time had their families move here,
context: So, do you know what he meant when he said you wanted to play this game?\No.\But, in a way, yes.\I'd felt the limitations of myself as a brain surgeon for some time.\In the end, one doctor can only save so many people in his lifetime.\Look.\I gathered patients in this neighborhood,\and at the same time had their families move here, response:	and had the law changed so that we could hire them.
