context: It all began in China, in Qingqing City. response:	There was news that a baby that gave off light was born.
context: Although he didn't reveal his own Quirk,\he bragged about that Nomu's Quirk...\And when things didn't go the way he wanted, he was visibly upset.\Well, the incident with the Quirk was to also force my hand, but...\Even so, it was foolish to throw away the advantage of having unknown Quirks\when fighting against heroes.\He made immature, wild statements with a straight face.\He bragged about his possessions. response:	He thought everything would simply go his way.
context: he bragged about that Nomu's Quirk...\And when things didn't go the way he wanted, he was visibly upset.\Well, the incident with the Quirk was to also force my hand, but...\Even so, it was foolish to throw away the advantage of having unknown Quirks\when fighting against heroes.\He made immature, wild statements with a straight face.\He bragged about his possessions.\He thought everything would simply go his way. response:	Adding that to what I saw of him when he carried out the attack,
context: And when things didn't go the way he wanted, he was visibly upset.\Well, the incident with the Quirk was to also force my hand, but...\Even so, it was foolish to throw away the advantage of having unknown Quirks\when fighting against heroes.\He made immature, wild statements with a straight face.\He bragged about his possessions.\He thought everything would simply go his way.\Adding that to what I saw of him when he carried out the attack, response:	the picture I get of Shigaraki is...
context: Well, the incident with the Quirk was to also force my hand, but...\Even so, it was foolish to throw away the advantage of having unknown Quirks\when fighting against heroes.\He made immature, wild statements with a straight face.\He bragged about his possessions.\He thought everything would simply go his way.\Adding that to what I saw of him when he carried out the attack,\the picture I get of Shigaraki is... response:	A man-child.
context: Even so, it was foolish to throw away the advantage of having unknown Quirks\when fighting against heroes.\He made immature, wild statements with a straight face.\He bragged about his possessions.\He thought everything would simply go his way.\Adding that to what I saw of him when he carried out the attack,\the picture I get of Shigaraki is...\A man-child. response:	A child with power?
context: when fighting against heroes.\He made immature, wild statements with a straight face.\He bragged about his possessions.\He thought everything would simply go his way.\Adding that to what I saw of him when he carried out the attack,\the picture I get of Shigaraki is...\A man-child.\A child with power? response:	Could it be that he never received the Quirk counseling every child
context: He made immature, wild statements with a straight face.\He bragged about his possessions.\He thought everything would simply go his way.\Adding that to what I saw of him when he carried out the attack,\the picture I get of Shigaraki is...\A man-child.\A child with power?\Could it be that he never received the Quirk counseling every child response:	gets in elementary school?
context: He bragged about his possessions.\He thought everything would simply go his way.\Adding that to what I saw of him when he carried out the attack,\the picture I get of Shigaraki is...\A man-child.\A child with power?\Could it be that he never received the Quirk counseling every child\gets in elementary school? response:	Well, what does that have to do with anything?
context: He thought everything would simply go his way.\Adding that to what I saw of him when he carried out the attack,\the picture I get of Shigaraki is...\A man-child.\A child with power?\Could it be that he never received the Quirk counseling every child\gets in elementary school?\Well, what does that have to do with anything? response:	There were 72 villains arrested the other day at USJ.
context: Adding that to what I saw of him when he carried out the attack,\the picture I get of Shigaraki is...\A man-child.\A child with power?\Could it be that he never received the Quirk counseling every child\gets in elementary school?\Well, what does that have to do with anything?\There were 72 villains arrested the other day at USJ. response:	They were all small-timers that lurked in back alleys.
context: the picture I get of Shigaraki is...\A man-child.\A child with power?\Could it be that he never received the Quirk counseling every child\gets in elementary school?\Well, what does that have to do with anything?\There were 72 villains arrested the other day at USJ.\They were all small-timers that lurked in back alleys. response:	But the problem is how they all agreed with that man-child and followed him.
context: A man-child.\A child with power?\Could it be that he never received the Quirk counseling every child\gets in elementary school?\Well, what does that have to do with anything?\There were 72 villains arrested the other day at USJ.\They were all small-timers that lurked in back alleys.\But the problem is how they all agreed with that man-child and followed him. response:	In the current environment saturated with heroes,
context: A child with power?\Could it be that he never received the Quirk counseling every child\gets in elementary school?\Well, what does that have to do with anything?\There were 72 villains arrested the other day at USJ.\They were all small-timers that lurked in back alleys.\But the problem is how they all agreed with that man-child and followed him.\In the current environment saturated with heroes, response:	villainous people who have been oppressed
context: Could it be that he never received the Quirk counseling every child\gets in elementary school?\Well, what does that have to do with anything?\There were 72 villains arrested the other day at USJ.\They were all small-timers that lurked in back alleys.\But the problem is how they all agreed with that man-child and followed him.\In the current environment saturated with heroes,\villainous people who have been oppressed response:	may be drawn to that kind of simple-minded evil.
context: gets in elementary school?\Well, what does that have to do with anything?\There were 72 villains arrested the other day at USJ.\They were all small-timers that lurked in back alleys.\But the problem is how they all agreed with that man-child and followed him.\In the current environment saturated with heroes,\villainous people who have been oppressed\may be drawn to that kind of simple-minded evil. response:	That's true.
context: Well, what does that have to do with anything?\There were 72 villains arrested the other day at USJ.\They were all small-timers that lurked in back alleys.\But the problem is how they all agreed with that man-child and followed him.\In the current environment saturated with heroes,\villainous people who have been oppressed\may be drawn to that kind of simple-minded evil.\That's true. response:	There are plenty of people who don't know what to do with their Quirks.
context: There were 72 villains arrested the other day at USJ.\They were all small-timers that lurked in back alleys.\But the problem is how they all agreed with that man-child and followed him.\In the current environment saturated with heroes,\villainous people who have been oppressed\may be drawn to that kind of simple-minded evil.\That's true.\There are plenty of people who don't know what to do with their Quirks. response:	This is alarming, though...
context: They were all small-timers that lurked in back alleys.\But the problem is how they all agreed with that man-child and followed him.\In the current environment saturated with heroes,\villainous people who have been oppressed\may be drawn to that kind of simple-minded evil.\That's true.\There are plenty of people who don't know what to do with their Quirks.\This is alarming, though... response:	Well, it's thanks to you heroes
context: But the problem is how they all agreed with that man-child and followed him.\In the current environment saturated with heroes,\villainous people who have been oppressed\may be drawn to that kind of simple-minded evil.\That's true.\There are plenty of people who don't know what to do with their Quirks.\This is alarming, though...\Well, it's thanks to you heroes response:	that we are able to devote ourselves to our investigation.
context: In the current environment saturated with heroes,\villainous people who have been oppressed\may be drawn to that kind of simple-minded evil.\That's true.\There are plenty of people who don't know what to do with their Quirks.\This is alarming, though...\Well, it's thanks to you heroes\that we are able to devote ourselves to our investigation. response:	We'll expand our search network and continue to assist in arresting the perpetrators.
context: villainous people who have been oppressed\may be drawn to that kind of simple-minded evil.\That's true.\There are plenty of people who don't know what to do with their Quirks.\This is alarming, though...\Well, it's thanks to you heroes\that we are able to devote ourselves to our investigation.\We'll expand our search network and continue to assist in arresting the perpetrators. response:	A man-child...
context: may be drawn to that kind of simple-minded evil.\That's true.\There are plenty of people who don't know what to do with their Quirks.\This is alarming, though...\Well, it's thanks to you heroes\that we are able to devote ourselves to our investigation.\We'll expand our search network and continue to assist in arresting the perpetrators.\A man-child... response:	In some sense, he's like our students.
context: That's true.\There are plenty of people who don't know what to do with their Quirks.\This is alarming, though...\Well, it's thanks to you heroes\that we are able to devote ourselves to our investigation.\We'll expand our search network and continue to assist in arresting the perpetrators.\A man-child...\In some sense, he's like our students. response:	He still has room to grow.
context: There are plenty of people who don't know what to do with their Quirks.\This is alarming, though...\Well, it's thanks to you heroes\that we are able to devote ourselves to our investigation.\We'll expand our search network and continue to assist in arresting the perpetrators.\A man-child...\In some sense, he's like our students.\He still has room to grow. response:	If there was someone capable backing him, trying to cultivate his malice...
context: This is alarming, though...\Well, it's thanks to you heroes\that we are able to devote ourselves to our investigation.\We'll expand our search network and continue to assist in arresting the perpetrators.\A man-child...\In some sense, he's like our students.\He still has room to grow.\If there was someone capable backing him, trying to cultivate his malice... response:	I don't want to think about what could happen...
context: Well, it's thanks to you heroes\that we are able to devote ourselves to our investigation.\We'll expand our search network and continue to assist in arresting the perpetrators.\A man-child...\In some sense, he's like our students.\He still has room to grow.\If there was someone capable backing him, trying to cultivate his malice...\I don't want to think about what could happen... response:	The day after the League of Villains attacked USJ,
context: that we are able to devote ourselves to our investigation.\We'll expand our search network and continue to assist in arresting the perpetrators.\A man-child...\In some sense, he's like our students.\He still has room to grow.\If there was someone capable backing him, trying to cultivate his malice...\I don't want to think about what could happen...\The day after the League of Villains attacked USJ, response:	school was closed temporarily,
context: We'll expand our search network and continue to assist in arresting the perpetrators.\A man-child...\In some sense, he's like our students.\He still has room to grow.\If there was someone capable backing him, trying to cultivate his malice...\I don't want to think about what could happen...\The day after the League of Villains attacked USJ,\school was closed temporarily, response:	but it was hard to take it easy.
context: A man-child...\In some sense, he's like our students.\He still has room to grow.\If there was someone capable backing him, trying to cultivate his malice...\I don't want to think about what could happen...\The day after the League of Villains attacked USJ,\school was closed temporarily,\but it was hard to take it easy. response:	Can you see that?
context: In some sense, he's like our students.\He still has room to grow.\If there was someone capable backing him, trying to cultivate his malice...\I don't want to think about what could happen...\The day after the League of Villains attacked USJ,\school was closed temporarily,\but it was hard to take it easy.\Can you see that? response:	He's already saved a hundred people!
context: He still has room to grow.\If there was someone capable backing him, trying to cultivate his malice...\I don't want to think about what could happen...\The day after the League of Villains attacked USJ,\school was closed temporarily,\but it was hard to take it easy.\Can you see that?\He's already saved a hundred people! response:	That's crazy! It hasn't even been ten minutes!
context: If there was someone capable backing him, trying to cultivate his malice...\I don't want to think about what could happen...\The day after the League of Villains attacked USJ,\school was closed temporarily,\but it was hard to take it easy.\Can you see that?\He's already saved a hundred people!\That's crazy! It hasn't even been ten minutes! response:	That's crazy!
context: I don't want to think about what could happen...\The day after the League of Villains attacked USJ,\school was closed temporarily,\but it was hard to take it easy.\Can you see that?\He's already saved a hundred people!\That's crazy! It hasn't even been ten minutes!\That's crazy! response:	He's laughing!
context: The day after the League of Villains attacked USJ,\school was closed temporarily,\but it was hard to take it easy.\Can you see that?\He's already saved a hundred people!\That's crazy! It hasn't even been ten minutes!\That's crazy!\He's laughing! response:	It's fine now. Why?
context: school was closed temporarily,\but it was hard to take it easy.\Can you see that?\He's already saved a hundred people!\That's crazy! It hasn't even been ten minutes!\That's crazy!\He's laughing!\It's fine now. Why? response:	Because I am here.
context: but it was hard to take it easy.\Can you see that?\He's already saved a hundred people!\That's crazy! It hasn't even been ten minutes!\That's crazy!\He's laughing!\It's fine now. Why?\Because I am here. response:	What I aspire to be seems so out of reach...
context: Can you see that?\He's already saved a hundred people!\That's crazy! It hasn't even been ten minutes!\That's crazy!\He's laughing!\It's fine now. Why?\Because I am here.\What I aspire to be seems so out of reach... response:	During the USJ incident, the villains just toyed with us with their malice and strength.
context: He's already saved a hundred people!\That's crazy! It hasn't even been ten minutes!\That's crazy!\He's laughing!\It's fine now. Why?\Because I am here.\What I aspire to be seems so out of reach...\During the USJ incident, the villains just toyed with us with their malice and strength. response:	We just slowed down Mr. Aizawa and Thirteen.
context: That's crazy! It hasn't even been ten minutes!\That's crazy!\He's laughing!\It's fine now. Why?\Because I am here.\What I aspire to be seems so out of reach...\During the USJ incident, the villains just toyed with us with their malice and strength.\We just slowed down Mr. Aizawa and Thirteen. response:	In order to oppose that evil,
context: That's crazy!\He's laughing!\It's fine now. Why?\Because I am here.\What I aspire to be seems so out of reach...\During the USJ incident, the villains just toyed with us with their malice and strength.\We just slowed down Mr. Aizawa and Thirteen.\In order to oppose that evil, response:	I must make this power that I inherited from All Might, One For All,
context: He's laughing!\It's fine now. Why?\Because I am here.\What I aspire to be seems so out of reach...\During the USJ incident, the villains just toyed with us with their malice and strength.\We just slowed down Mr. Aizawa and Thirteen.\In order to oppose that evil,\I must make this power that I inherited from All Might, One For All, response:	more and more my own.
context: It's fine now. Why?\Because I am here.\What I aspire to be seems so out of reach...\During the USJ incident, the villains just toyed with us with their malice and strength.\We just slowed down Mr. Aizawa and Thirteen.\In order to oppose that evil,\I must make this power that I inherited from All Might, One For All,\more and more my own. response:	Because time is of the essence...
context: Because I am here.\What I aspire to be seems so out of reach...\During the USJ incident, the villains just toyed with us with their malice and strength.\We just slowed down Mr. Aizawa and Thirteen.\In order to oppose that evil,\I must make this power that I inherited from All Might, One For All,\more and more my own.\Because time is of the essence... response:	Because I'm the one who inherited it...
context: What I aspire to be seems so out of reach...\During the USJ incident, the villains just toyed with us with their malice and strength.\We just slowed down Mr. Aizawa and Thirteen.\In order to oppose that evil,\I must make this power that I inherited from All Might, One For All,\more and more my own.\Because time is of the essence...\Because I'm the one who inherited it... response:	Izuku...?
context: During the USJ incident, the villains just toyed with us with their malice and strength.\We just slowed down Mr. Aizawa and Thirteen.\In order to oppose that evil,\I must make this power that I inherited from All Might, One For All,\more and more my own.\Because time is of the essence...\Because I'm the one who inherited it...\Izuku...? response:	Yes?
context: We just slowed down Mr. Aizawa and Thirteen.\In order to oppose that evil,\I must make this power that I inherited from All Might, One For All,\more and more my own.\Because time is of the essence...\Because I'm the one who inherited it...\Izuku...?\Yes? response:	The food's ready.
context: In order to oppose that evil,\I must make this power that I inherited from All Might, One For All,\more and more my own.\Because time is of the essence...\Because I'm the one who inherited it...\Izuku...?\Yes?\The food's ready. response:	Thanks, I'll be right there.
context: I must make this power that I inherited from All Might, One For All,\more and more my own.\Because time is of the essence...\Because I'm the one who inherited it...\Izuku...?\Yes?\The food's ready.\Thanks, I'll be right there. response:	Today, we're having pork cutlet bowls!
context: more and more my own.\Because time is of the essence...\Because I'm the one who inherited it...\Izuku...?\Yes?\The food's ready.\Thanks, I'll be right there.\Today, we're having pork cutlet bowls! response:	Hey, did you watch the news last night?
context: Because time is of the essence...\Because I'm the one who inherited it...\Izuku...?\Yes?\The food's ready.\Thanks, I'll be right there.\Today, we're having pork cutlet bowls!\Hey, did you watch the news last night? response:	Yeah.
context: Because I'm the one who inherited it...\Izuku...?\Yes?\The food's ready.\Thanks, I'll be right there.\Today, we're having pork cutlet bowls!\Hey, did you watch the news last night?\Yeah. response:	Did you see how everyone in class was on-screen for a second?
context: Izuku...?\Yes?\The food's ready.\Thanks, I'll be right there.\Today, we're having pork cutlet bowls!\Hey, did you watch the news last night?\Yeah.\Did you see how everyone in class was on-screen for a second? response:	I didn't stand out at all...
context: Yes?\The food's ready.\Thanks, I'll be right there.\Today, we're having pork cutlet bowls!\Hey, did you watch the news last night?\Yeah.\Did you see how everyone in class was on-screen for a second?\I didn't stand out at all... response:	That's true.
context: The food's ready.\Thanks, I'll be right there.\Today, we're having pork cutlet bowls!\Hey, did you watch the news last night?\Yeah.\Did you see how everyone in class was on-screen for a second?\I didn't stand out at all...\That's true. response:	It's hard to stand out looking like that, huh?
context: Thanks, I'll be right there.\Today, we're having pork cutlet bowls!\Hey, did you watch the news last night?\Yeah.\Did you see how everyone in class was on-screen for a second?\I didn't stand out at all...\That's true.\It's hard to stand out looking like that, huh? response:	But man, all the channels made a big deal out of it.
context: Today, we're having pork cutlet bowls!\Hey, did you watch the news last night?\Yeah.\Did you see how everyone in class was on-screen for a second?\I didn't stand out at all...\That's true.\It's hard to stand out looking like that, huh?\But man, all the channels made a big deal out of it. response:	I was surprised.
context: Hey, did you watch the news last night?\Yeah.\Did you see how everyone in class was on-screen for a second?\I didn't stand out at all...\That's true.\It's hard to stand out looking like that, huh?\But man, all the channels made a big deal out of it.\I was surprised. response:	Can you blame them?
context: Yeah.\Did you see how everyone in class was on-screen for a second?\I didn't stand out at all...\That's true.\It's hard to stand out looking like that, huh?\But man, all the channels made a big deal out of it.\I was surprised.\Can you blame them? response:	The hero course that keeps pumping out pro heroes was attacked.
context: Did you see how everyone in class was on-screen for a second?\I didn't stand out at all...\That's true.\It's hard to stand out looking like that, huh?\But man, all the channels made a big deal out of it.\I was surprised.\Can you blame them?\The hero course that keeps pumping out pro heroes was attacked. response:	Who knows what would've happened if the teachers hadn't come when they did.
context: I didn't stand out at all...\That's true.\It's hard to stand out looking like that, huh?\But man, all the channels made a big deal out of it.\I was surprised.\Can you blame them?\The hero course that keeps pumping out pro heroes was attacked.\Who knows what would've happened if the teachers hadn't come when they did. response:	Stop that, Sero!
context: That's true.\It's hard to stand out looking like that, huh?\But man, all the channels made a big deal out of it.\I was surprised.\Can you blame them?\The hero course that keeps pumping out pro heroes was attacked.\Who knows what would've happened if the teachers hadn't come when they did.\Stop that, Sero! response:	Just thinking about it's making me wet myself-
context: It's hard to stand out looking like that, huh?\But man, all the channels made a big deal out of it.\I was surprised.\Can you blame them?\The hero course that keeps pumping out pro heroes was attacked.\Who knows what would've happened if the teachers hadn't come when they did.\Stop that, Sero!\Just thinking about it's making me wet myself- response:	Shut up! Be quiet, scum!
context: But man, all the channels made a big deal out of it.\I was surprised.\Can you blame them?\The hero course that keeps pumping out pro heroes was attacked.\Who knows what would've happened if the teachers hadn't come when they did.\Stop that, Sero!\Just thinking about it's making me wet myself-\Shut up! Be quiet, scum! response:	But man, All Might was great.
context: I was surprised.\Can you blame them?\The hero course that keeps pumping out pro heroes was attacked.\Who knows what would've happened if the teachers hadn't come when they did.\Stop that, Sero!\Just thinking about it's making me wet myself-\Shut up! Be quiet, scum!\But man, All Might was great. response:	He pushed back those crazy strong villains.
context: Can you blame them?\The hero course that keeps pumping out pro heroes was attacked.\Who knows what would've happened if the teachers hadn't come when they did.\Stop that, Sero!\Just thinking about it's making me wet myself-\Shut up! Be quiet, scum!\But man, All Might was great.\He pushed back those crazy strong villains. response:	Yes, his strength is worth wondering at.
context: The hero course that keeps pumping out pro heroes was attacked.\Who knows what would've happened if the teachers hadn't come when they did.\Stop that, Sero!\Just thinking about it's making me wet myself-\Shut up! Be quiet, scum!\But man, All Might was great.\He pushed back those crazy strong villains.\Yes, his strength is worth wondering at. response:	Everyone! Morning homeroom is about to start!
context: Who knows what would've happened if the teachers hadn't come when they did.\Stop that, Sero!\Just thinking about it's making me wet myself-\Shut up! Be quiet, scum!\But man, All Might was great.\He pushed back those crazy strong villains.\Yes, his strength is worth wondering at.\Everyone! Morning homeroom is about to start! response:	Stop talking and take your seats!
context: Stop that, Sero!\Just thinking about it's making me wet myself-\Shut up! Be quiet, scum!\But man, All Might was great.\He pushed back those crazy strong villains.\Yes, his strength is worth wondering at.\Everyone! Morning homeroom is about to start!\Stop talking and take your seats! response:	We're already in our seats.
context: Just thinking about it's making me wet myself-\Shut up! Be quiet, scum!\But man, All Might was great.\He pushed back those crazy strong villains.\Yes, his strength is worth wondering at.\Everyone! Morning homeroom is about to start!\Stop talking and take your seats!\We're already in our seats. response:	You're the only one who's not.
context: Shut up! Be quiet, scum!\But man, All Might was great.\He pushed back those crazy strong villains.\Yes, his strength is worth wondering at.\Everyone! Morning homeroom is about to start!\Stop talking and take your seats!\We're already in our seats.\You're the only one who's not. response:	Shoot!
context: But man, All Might was great.\He pushed back those crazy strong villains.\Yes, his strength is worth wondering at.\Everyone! Morning homeroom is about to start!\Stop talking and take your seats!\We're already in our seats.\You're the only one who's not.\Shoot! response:	Don't worry about it.
context: He pushed back those crazy strong villains.\Yes, his strength is worth wondering at.\Everyone! Morning homeroom is about to start!\Stop talking and take your seats!\We're already in our seats.\You're the only one who's not.\Shoot!\Don't worry about it. response:	Tsu, who's...
context: Yes, his strength is worth wondering at.\Everyone! Morning homeroom is about to start!\Stop talking and take your seats!\We're already in our seats.\You're the only one who's not.\Shoot!\Don't worry about it.\Tsu, who's... response:	Well, Mr. Aizawa is supposed to be in the hospital recovering from his injuries...
context: Everyone! Morning homeroom is about to start!\Stop talking and take your seats!\We're already in our seats.\You're the only one who's not.\Shoot!\Don't worry about it.\Tsu, who's...\Well, Mr. Aizawa is supposed to be in the hospital recovering from his injuries... response:	Ribbit?
context: Stop talking and take your seats!\We're already in our seats.\You're the only one who's not.\Shoot!\Don't worry about it.\Tsu, who's...\Well, Mr. Aizawa is supposed to be in the hospital recovering from his injuries...\Ribbit? response:	Morning.
context: We're already in our seats.\You're the only one who's not.\Shoot!\Don't worry about it.\Tsu, who's...\Well, Mr. Aizawa is supposed to be in the hospital recovering from his injuries...\Ribbit?\Morning. response:	Mr. Aizawa, you're back too soon!
context: You're the only one who's not.\Shoot!\Don't worry about it.\Tsu, who's...\Well, Mr. Aizawa is supposed to be in the hospital recovering from his injuries...\Ribbit?\Morning.\Mr. Aizawa, you're back too soon! response:	You're too much of a pro!
context: Shoot!\Don't worry about it.\Tsu, who's...\Well, Mr. Aizawa is supposed to be in the hospital recovering from his injuries...\Ribbit?\Morning.\Mr. Aizawa, you're back too soon!\You're too much of a pro! response:	So you're all right, Mr. Aizawa?
context: Don't worry about it.\Tsu, who's...\Well, Mr. Aizawa is supposed to be in the hospital recovering from his injuries...\Ribbit?\Morning.\Mr. Aizawa, you're back too soon!\You're too much of a pro!\So you're all right, Mr. Aizawa? response:	Can you really call that all right?
context: Tsu, who's...\Well, Mr. Aizawa is supposed to be in the hospital recovering from his injuries...\Ribbit?\Morning.\Mr. Aizawa, you're back too soon!\You're too much of a pro!\So you're all right, Mr. Aizawa?\Can you really call that all right? response:	My well-being doesn't matter.
context: Well, Mr. Aizawa is supposed to be in the hospital recovering from his injuries...\Ribbit?\Morning.\Mr. Aizawa, you're back too soon!\You're too much of a pro!\So you're all right, Mr. Aizawa?\Can you really call that all right?\My well-being doesn't matter. response:	More importantly, the fight is not yet over.
context: Ribbit?\Morning.\Mr. Aizawa, you're back too soon!\You're too much of a pro!\So you're all right, Mr. Aizawa?\Can you really call that all right?\My well-being doesn't matter.\More importantly, the fight is not yet over. response:	Fight?
context: Morning.\Mr. Aizawa, you're back too soon!\You're too much of a pro!\So you're all right, Mr. Aizawa?\Can you really call that all right?\My well-being doesn't matter.\More importantly, the fight is not yet over.\Fight? response:	Don't tell me...
context: Mr. Aizawa, you're back too soon!\You're too much of a pro!\So you're all right, Mr. Aizawa?\Can you really call that all right?\My well-being doesn't matter.\More importantly, the fight is not yet over.\Fight?\Don't tell me... response:	The villains again...?!
context: You're too much of a pro!\So you're all right, Mr. Aizawa?\Can you really call that all right?\My well-being doesn't matter.\More importantly, the fight is not yet over.\Fight?\Don't tell me...\The villains again...?! response:	The U.A. sports festival is drawing near.
context: So you're all right, Mr. Aizawa?\Can you really call that all right?\My well-being doesn't matter.\More importantly, the fight is not yet over.\Fight?\Don't tell me...\The villains again...?!\The U.A. sports festival is drawing near. response:	That's a super normal school event!
context: Can you really call that all right?\My well-being doesn't matter.\More importantly, the fight is not yet over.\Fight?\Don't tell me...\The villains again...?!\The U.A. sports festival is drawing near.\That's a super normal school event! response:	The sports festival!
context: My well-being doesn't matter.\More importantly, the fight is not yet over.\Fight?\Don't tell me...\The villains again...?!\The U.A. sports festival is drawing near.\That's a super normal school event!\The sports festival! response:	That's a super normal school event-
context: More importantly, the fight is not yet over.\Fight?\Don't tell me...\The villains again...?!\The U.A. sports festival is drawing near.\That's a super normal school event!\The sports festival!\That's a super normal school event- response:	Wait a minute.
context: Fight?\Don't tell me...\The villains again...?!\The U.A. sports festival is drawing near.\That's a super normal school event!\The sports festival!\That's a super normal school event-\Wait a minute. response:	Is it okay to have a sports festival so soon after the villains snuck inside?
context: Don't tell me...\The villains again...?!\The U.A. sports festival is drawing near.\That's a super normal school event!\The sports festival!\That's a super normal school event-\Wait a minute.\Is it okay to have a sports festival so soon after the villains snuck inside? response:	What if they attack us again or something...?
context: The villains again...?!\The U.A. sports festival is drawing near.\That's a super normal school event!\The sports festival!\That's a super normal school event-\Wait a minute.\Is it okay to have a sports festival so soon after the villains snuck inside?\What if they attack us again or something...? response:	Apparently, they think of it as U.A. showing
context: The U.A. sports festival is drawing near.\That's a super normal school event!\The sports festival!\That's a super normal school event-\Wait a minute.\Is it okay to have a sports festival so soon after the villains snuck inside?\What if they attack us again or something...?\Apparently, they think of it as U.A. showing response:	that our crisis management system is solid as a rock by holding the event.
context: That's a super normal school event!\The sports festival!\That's a super normal school event-\Wait a minute.\Is it okay to have a sports festival so soon after the villains snuck inside?\What if they attack us again or something...?\Apparently, they think of it as U.A. showing\that our crisis management system is solid as a rock by holding the event. response:	Security will also be strengthened to five times that of previous years.
context: The sports festival!\That's a super normal school event-\Wait a minute.\Is it okay to have a sports festival so soon after the villains snuck inside?\What if they attack us again or something...?\Apparently, they think of it as U.A. showing\that our crisis management system is solid as a rock by holding the event.\Security will also be strengthened to five times that of previous years. response:	Above all, our sports festival is a huge chance.
context: That's a super normal school event-\Wait a minute.\Is it okay to have a sports festival so soon after the villains snuck inside?\What if they attack us again or something...?\Apparently, they think of it as U.A. showing\that our crisis management system is solid as a rock by holding the event.\Security will also be strengthened to five times that of previous years.\Above all, our sports festival is a huge chance. response:	It's not an event to be cancelled because of a few villains.
context: Wait a minute.\Is it okay to have a sports festival so soon after the villains snuck inside?\What if they attack us again or something...?\Apparently, they think of it as U.A. showing\that our crisis management system is solid as a rock by holding the event.\Security will also be strengthened to five times that of previous years.\Above all, our sports festival is a huge chance.\It's not an event to be cancelled because of a few villains. response:	But that's a good reason, isn't it? It's just a festival of sports.
context: Is it okay to have a sports festival so soon after the villains snuck inside?\What if they attack us again or something...?\Apparently, they think of it as U.A. showing\that our crisis management system is solid as a rock by holding the event.\Security will also be strengthened to five times that of previous years.\Above all, our sports festival is a huge chance.\It's not an event to be cancelled because of a few villains.\But that's a good reason, isn't it? It's just a festival of sports. response:	Mineta, you've never seen the U.A. sports festival?
context: What if they attack us again or something...?\Apparently, they think of it as U.A. showing\that our crisis management system is solid as a rock by holding the event.\Security will also be strengthened to five times that of previous years.\Above all, our sports festival is a huge chance.\It's not an event to be cancelled because of a few villains.\But that's a good reason, isn't it? It's just a festival of sports.\Mineta, you've never seen the U.A. sports festival? response:	Of course I have.
context: Apparently, they think of it as U.A. showing\that our crisis management system is solid as a rock by holding the event.\Security will also be strengthened to five times that of previous years.\Above all, our sports festival is a huge chance.\It's not an event to be cancelled because of a few villains.\But that's a good reason, isn't it? It's just a festival of sports.\Mineta, you've never seen the U.A. sports festival?\Of course I have. response:	That's not what I meant!
context: that our crisis management system is solid as a rock by holding the event.\Security will also be strengthened to five times that of previous years.\Above all, our sports festival is a huge chance.\It's not an event to be cancelled because of a few villains.\But that's a good reason, isn't it? It's just a festival of sports.\Mineta, you've never seen the U.A. sports festival?\Of course I have.\That's not what I meant! response:	Our sports festival is one of Japan's biggest events.
context: Security will also be strengthened to five times that of previous years.\Above all, our sports festival is a huge chance.\It's not an event to be cancelled because of a few villains.\But that's a good reason, isn't it? It's just a festival of sports.\Mineta, you've never seen the U.A. sports festival?\Of course I have.\That's not what I meant!\Our sports festival is one of Japan's biggest events. response:	In the past, the Olympics were called a festival of sports,
context: Above all, our sports festival is a huge chance.\It's not an event to be cancelled because of a few villains.\But that's a good reason, isn't it? It's just a festival of sports.\Mineta, you've never seen the U.A. sports festival?\Of course I have.\That's not what I meant!\Our sports festival is one of Japan's biggest events.\In the past, the Olympics were called a festival of sports, response:	and the whole country was crazy about them.
context: It's not an event to be cancelled because of a few villains.\But that's a good reason, isn't it? It's just a festival of sports.\Mineta, you've never seen the U.A. sports festival?\Of course I have.\That's not what I meant!\Our sports festival is one of Japan's biggest events.\In the past, the Olympics were called a festival of sports,\and the whole country was crazy about them. response:	As you know, with reductions in scale and population,
context: But that's a good reason, isn't it? It's just a festival of sports.\Mineta, you've never seen the U.A. sports festival?\Of course I have.\That's not what I meant!\Our sports festival is one of Japan's biggest events.\In the past, the Olympics were called a festival of sports,\and the whole country was crazy about them.\As you know, with reductions in scale and population, response:	they're now a shell of their former glory.
context: Mineta, you've never seen the U.A. sports festival?\Of course I have.\That's not what I meant!\Our sports festival is one of Japan's biggest events.\In the past, the Olympics were called a festival of sports,\and the whole country was crazy about them.\As you know, with reductions in scale and population,\they're now a shell of their former glory. response:	And now, for Japan, what has taken the place of those Olympics
context: Of course I have.\That's not what I meant!\Our sports festival is one of Japan's biggest events.\In the past, the Olympics were called a festival of sports,\and the whole country was crazy about them.\As you know, with reductions in scale and population,\they're now a shell of their former glory.\And now, for Japan, what has taken the place of those Olympics response:	is the U.A. sports festival!
context: That's not what I meant!\Our sports festival is one of Japan's biggest events.\In the past, the Olympics were called a festival of sports,\and the whole country was crazy about them.\As you know, with reductions in scale and population,\they're now a shell of their former glory.\And now, for Japan, what has taken the place of those Olympics\is the U.A. sports festival! response:	Of course, all the top heroes around the country will be watching.
context: Our sports festival is one of Japan's biggest events.\In the past, the Olympics were called a festival of sports,\and the whole country was crazy about them.\As you know, with reductions in scale and population,\they're now a shell of their former glory.\And now, for Japan, what has taken the place of those Olympics\is the U.A. sports festival!\Of course, all the top heroes around the country will be watching. response:	For scouting purposes!
