context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: I'll make more and bring it again!\No!\Yamada genocide!\Thank you very much!\Okay then...\I'm glad I made everyone happy today.\H-Hey, wait a second! Where on earth did you get an idea like that?!\It turned into a bit of a commotion, but that must mean they're looking forward to the next time, right? response:	Morita
context: No!\Yamada genocide!\Thank you very much!\Okay then...\I'm glad I made everyone happy today.\H-Hey, wait a second! Where on earth did you get an idea like that?!\It turned into a bit of a commotion, but that must mean they're looking forward to the next time, right?\Morita response:	Where in the world did you go...?
context: Yamada genocide!\Thank you very much!\Okay then...\I'm glad I made everyone happy today.\H-Hey, wait a second! Where on earth did you get an idea like that?!\It turned into a bit of a commotion, but that must mean they're looking forward to the next time, right?\Morita\Where in the world did you go...? response:	I'll leave a video phone behind when I'm going away again.
context: Thank you very much!\Okay then...\I'm glad I made everyone happy today.\H-Hey, wait a second! Where on earth did you get an idea like that?!\It turned into a bit of a commotion, but that must mean they're looking forward to the next time, right?\Morita\Where in the world did you go...?\I'll leave a video phone behind when I'm going away again. response:	Morita
context: Okay then...\I'm glad I made everyone happy today.\H-Hey, wait a second! Where on earth did you get an idea like that?!\It turned into a bit of a commotion, but that must mean they're looking forward to the next time, right?\Morita\Where in the world did you go...?\I'll leave a video phone behind when I'm going away again.\Morita response:	Liar.
context: I'm glad I made everyone happy today.\H-Hey, wait a second! Where on earth did you get an idea like that?!\It turned into a bit of a commotion, but that must mean they're looking forward to the next time, right?\Morita\Where in the world did you go...?\I'll leave a video phone behind when I'm going away again.\Morita\Liar. response:	Get out of here!
context: H-Hey, wait a second! Where on earth did you get an idea like that?!\It turned into a bit of a commotion, but that must mean they're looking forward to the next time, right?\Morita\Where in the world did you go...?\I'll leave a video phone behind when I'm going away again.\Morita\Liar.\Get out of here! response:	Rika!
context: It turned into a bit of a commotion, but that must mean they're looking forward to the next time, right?\Morita\Where in the world did you go...?\I'll leave a video phone behind when I'm going away again.\Morita\Liar.\Get out of here!\Rika! response:	Rika, Rika!
context: Morita\Where in the world did you go...?\I'll leave a video phone behind when I'm going away again.\Morita\Liar.\Get out of here!\Rika!\Rika, Rika! response:	Why do you keep coming day after after day?!
context: Where in the world did you go...?\I'll leave a video phone behind when I'm going away again.\Morita\Liar.\Get out of here!\Rika!\Rika, Rika!\Why do you keep coming day after after day?! response:	Ole!
context: I'll leave a video phone behind when I'm going away again.\Morita\Liar.\Get out of here!\Rika!\Rika, Rika!\Why do you keep coming day after after day?!\Ole! response:	We don't have any appointments with you today!
context: Morita\Liar.\Get out of here!\Rika!\Rika, Rika!\Why do you keep coming day after after day?!\Ole!\We don't have any appointments with you today! response:	Rika, Rika!
context: Liar.\Get out of here!\Rika!\Rika, Rika!\Why do you keep coming day after after day?!\Ole!\We don't have any appointments with you today!\Rika, Rika! response:	And actually, we'll hold all of our meetings elsewhere,
context: Get out of here!\Rika!\Rika, Rika!\Why do you keep coming day after after day?!\Ole!\We don't have any appointments with you today!\Rika, Rika!\And actually, we'll hold all of our meetings elsewhere, response:	Oh, my goodness, move! Move, punk!
context: Rika!\Rika, Rika!\Why do you keep coming day after after day?!\Ole!\We don't have any appointments with you today!\Rika, Rika!\And actually, we'll hold all of our meetings elsewhere,\Oh, my goodness, move! Move, punk! response:	so don't ever come here again!
context: Rika, Rika!\Why do you keep coming day after after day?!\Ole!\We don't have any appointments with you today!\Rika, Rika!\And actually, we'll hold all of our meetings elsewhere,\Oh, my goodness, move! Move, punk!\so don't ever come here again! response:	Ow! Oh, my God.
context: Why do you keep coming day after after day?!\Ole!\We don't have any appointments with you today!\Rika, Rika!\And actually, we'll hold all of our meetings elsewhere,\Oh, my goodness, move! Move, punk!\so don't ever come here again!\Ow! Oh, my God. response:	Rika!
context: Ole!\We don't have any appointments with you today!\Rika, Rika!\And actually, we'll hold all of our meetings elsewhere,\Oh, my goodness, move! Move, punk!\so don't ever come here again!\Ow! Oh, my God.\Rika! response:	Rika!
context: We don't have any appointments with you today!\Rika, Rika!\And actually, we'll hold all of our meetings elsewhere,\Oh, my goodness, move! Move, punk!\so don't ever come here again!\Ow! Oh, my God.\Rika!\Rika! response:	Damn that suspicious head.
context: Rika, Rika!\And actually, we'll hold all of our meetings elsewhere,\Oh, my goodness, move! Move, punk!\so don't ever come here again!\Ow! Oh, my God.\Rika!\Rika!\Damn that suspicious head. response:	I'll finally expose him tonight!
context: And actually, we'll hold all of our meetings elsewhere,\Oh, my goodness, move! Move, punk!\so don't ever come here again!\Ow! Oh, my God.\Rika!\Rika!\Damn that suspicious head.\I'll finally expose him tonight! response:	That's right, I'm gonna make it clear.
context: Oh, my goodness, move! Move, punk!\so don't ever come here again!\Ow! Oh, my God.\Rika!\Rika!\Damn that suspicious head.\I'll finally expose him tonight!\That's right, I'm gonna make it clear. response:	Both the issue with Rika-san and the secret behind his hair!
context: so don't ever come here again!\Ow! Oh, my God.\Rika!\Rika!\Damn that suspicious head.\I'll finally expose him tonight!\That's right, I'm gonna make it clear.\Both the issue with Rika-san and the secret behind his hair! response:	Yamada?
context: Ow! Oh, my God.\Rika!\Rika!\Damn that suspicious head.\I'll finally expose him tonight!\That's right, I'm gonna make it clear.\Both the issue with Rika-san and the secret behind his hair!\Yamada? response:	No way...
context: Rika!\Rika!\Damn that suspicious head.\I'll finally expose him tonight!\That's right, I'm gonna make it clear.\Both the issue with Rika-san and the secret behind his hair!\Yamada?\No way... response:	Here, Takemoto-kun.
context: Rika!\Damn that suspicious head.\I'll finally expose him tonight!\That's right, I'm gonna make it clear.\Both the issue with Rika-san and the secret behind his hair!\Yamada?\No way...\Here, Takemoto-kun. response:	Are these okay?
context: Damn that suspicious head.\I'll finally expose him tonight!\That's right, I'm gonna make it clear.\Both the issue with Rika-san and the secret behind his hair!\Yamada?\No way...\Here, Takemoto-kun.\Are these okay? response:	It might be pretty to paste some shattered white pottery onto my tower.
context: I'll finally expose him tonight!\That's right, I'm gonna make it clear.\Both the issue with Rika-san and the secret behind his hair!\Yamada?\No way...\Here, Takemoto-kun.\Are these okay?\It might be pretty to paste some shattered white pottery onto my tower. response:	I'm happy you can use them.
context: That's right, I'm gonna make it clear.\Both the issue with Rika-san and the secret behind his hair!\Yamada?\No way...\Here, Takemoto-kun.\Are these okay?\It might be pretty to paste some shattered white pottery onto my tower.\I'm happy you can use them. response:	Parts always break off.
context: Both the issue with Rika-san and the secret behind his hair!\Yamada?\No way...\Here, Takemoto-kun.\Are these okay?\It might be pretty to paste some shattered white pottery onto my tower.\I'm happy you can use them.\Parts always break off. response:	M-Morita-san!
context: Yamada?\No way...\Here, Takemoto-kun.\Are these okay?\It might be pretty to paste some shattered white pottery onto my tower.\I'm happy you can use them.\Parts always break off.\M-Morita-san! response:	Where's Mouse?
context: No way...\Here, Takemoto-kun.\Are these okay?\It might be pretty to paste some shattered white pottery onto my tower.\I'm happy you can use them.\Parts always break off.\M-Morita-san!\Where's Mouse? response:	But why...?
context: Here, Takemoto-kun.\Are these okay?\It might be pretty to paste some shattered white pottery onto my tower.\I'm happy you can use them.\Parts always break off.\M-Morita-san!\Where's Mouse?\But why...? response:	We've been looking for you! Where have you been?
context: Are these okay?\It might be pretty to paste some shattered white pottery onto my tower.\I'm happy you can use them.\Parts always break off.\M-Morita-san!\Where's Mouse?\But why...?\We've been looking for you! Where have you been? response:	Where were you all this time...?
context: It might be pretty to paste some shattered white pottery onto my tower.\I'm happy you can use them.\Parts always break off.\M-Morita-san!\Where's Mouse?\But why...?\We've been looking for you! Where have you been?\Where were you all this time...? response:	I heard from Mayama.
context: I'm happy you can use them.\Parts always break off.\M-Morita-san!\Where's Mouse?\But why...?\We've been looking for you! Where have you been?\Where were you all this time...?\I heard from Mayama. response:	Where's Mouse?
context: Parts always break off.\M-Morita-san!\Where's Mouse?\But why...?\We've been looking for you! Where have you been?\Where were you all this time...?\I heard from Mayama.\Where's Mouse? response:	Oh... W-West Eifuku Hospital.
context: M-Morita-san!\Where's Mouse?\But why...?\We've been looking for you! Where have you been?\Where were you all this time...?\I heard from Mayama.\Where's Mouse?\Oh... W-West Eifuku Hospital. response:	That big one by the park...
context: Where's Mouse?\But why...?\We've been looking for you! Where have you been?\Where were you all this time...?\I heard from Mayama.\Where's Mouse?\Oh... W-West Eifuku Hospital.\That big one by the park... response:	Got it.
context: But why...?\We've been looking for you! Where have you been?\Where were you all this time...?\I heard from Mayama.\Where's Mouse?\Oh... W-West Eifuku Hospital.\That big one by the park...\Got it. response:	Morita-san!
context: We've been looking for you! Where have you been?\Where were you all this time...?\I heard from Mayama.\Where's Mouse?\Oh... W-West Eifuku Hospital.\That big one by the park...\Got it.\Morita-san! response:	Wait! Hey, wait a minute!
context: Where were you all this time...?\I heard from Mayama.\Where's Mouse?\Oh... W-West Eifuku Hospital.\That big one by the park...\Got it.\Morita-san!\Wait! Hey, wait a minute! response:	Morita-san!
context: I heard from Mayama.\Where's Mouse?\Oh... W-West Eifuku Hospital.\That big one by the park...\Got it.\Morita-san!\Wait! Hey, wait a minute!\Morita-san! response:	M-Morita? He's back?
context: Where's Mouse?\Oh... W-West Eifuku Hospital.\That big one by the park...\Got it.\Morita-san!\Wait! Hey, wait a minute!\Morita-san!\M-Morita? He's back? response:	Did someone say Morita's name?
context: Oh... W-West Eifuku Hospital.\That big one by the park...\Got it.\Morita-san!\Wait! Hey, wait a minute!\Morita-san!\M-Morita? He's back?\Did someone say Morita's name? response:	Hey, did you just say Morita?
context: That big one by the park...\Got it.\Morita-san!\Wait! Hey, wait a minute!\Morita-san!\M-Morita? He's back?\Did someone say Morita's name?\Hey, did you just say Morita? response:	He put the Robot Club's action figures on a net auction without asking us!
context: Got it.\Morita-san!\Wait! Hey, wait a minute!\Morita-san!\M-Morita? He's back?\Did someone say Morita's name?\Hey, did you just say Morita?\He put the Robot Club's action figures on a net auction without asking us! response:	Where is that man?!
context: Morita-san!\Wait! Hey, wait a minute!\Morita-san!\M-Morita? He's back?\Did someone say Morita's name?\Hey, did you just say Morita?\He put the Robot Club's action figures on a net auction without asking us!\Where is that man?! response:	That man is the reincarnation of Taikan-sama!
context: Wait! Hey, wait a minute!\Morita-san!\M-Morita? He's back?\Did someone say Morita's name?\Hey, did you just say Morita?\He put the Robot Club's action figures on a net auction without asking us!\Where is that man?!\That man is the reincarnation of Taikan-sama! response:	Yokoyama Taikan (1868-1958) was an important leader in the Japanese traditional school of modern Japanese art.
context: Morita-san!\M-Morita? He's back?\Did someone say Morita's name?\Hey, did you just say Morita?\He put the Robot Club's action figures on a net auction without asking us!\Where is that man?!\That man is the reincarnation of Taikan-sama!\Yokoyama Taikan (1868-1958) was an important leader in the Japanese traditional school of modern Japanese art. response:	Well... um...
context: M-Morita? He's back?\Did someone say Morita's name?\Hey, did you just say Morita?\He put the Robot Club's action figures on a net auction without asking us!\Where is that man?!\That man is the reincarnation of Taikan-sama!\Yokoyama Taikan (1868-1958) was an important leader in the Japanese traditional school of modern Japanese art.\Well... um... response:	Why, all of a sudden...?
context: Did someone say Morita's name?\Hey, did you just say Morita?\He put the Robot Club's action figures on a net auction without asking us!\Where is that man?!\That man is the reincarnation of Taikan-sama!\Yokoyama Taikan (1868-1958) was an important leader in the Japanese traditional school of modern Japanese art.\Well... um...\Why, all of a sudden...? response:	No one could figure out where he was all of this time...
context: Hey, did you just say Morita?\He put the Robot Club's action figures on a net auction without asking us!\Where is that man?!\That man is the reincarnation of Taikan-sama!\Yokoyama Taikan (1868-1958) was an important leader in the Japanese traditional school of modern Japanese art.\Well... um...\Why, all of a sudden...?\No one could figure out where he was all of this time... response:	On top of that, how did he know about Hagu-chan?
context: He put the Robot Club's action figures on a net auction without asking us!\Where is that man?!\That man is the reincarnation of Taikan-sama!\Yokoyama Taikan (1868-1958) was an important leader in the Japanese traditional school of modern Japanese art.\Well... um...\Why, all of a sudden...?\No one could figure out where he was all of this time...\On top of that, how did he know about Hagu-chan? response:	I asked.
context: Where is that man?!\That man is the reincarnation of Taikan-sama!\Yokoyama Taikan (1868-1958) was an important leader in the Japanese traditional school of modern Japanese art.\Well... um...\Why, all of a sudden...?\No one could figure out where he was all of this time...\On top of that, how did he know about Hagu-chan?\I asked. response:	I asked Mayama in an e-mail to find Morita-san.
context: That man is the reincarnation of Taikan-sama!\Yokoyama Taikan (1868-1958) was an important leader in the Japanese traditional school of modern Japanese art.\Well... um...\Why, all of a sudden...?\No one could figure out where he was all of this time...\On top of that, how did he know about Hagu-chan?\I asked.\I asked Mayama in an e-mail to find Morita-san. response:	Since Mayama is in Spain, I didn't know if it was a good idea to tell him about Hagu-chan...
context: Yokoyama Taikan (1868-1958) was an important leader in the Japanese traditional school of modern Japanese art.\Well... um...\Why, all of a sudden...?\No one could figure out where he was all of this time...\On top of that, how did he know about Hagu-chan?\I asked.\I asked Mayama in an e-mail to find Morita-san.\Since Mayama is in Spain, I didn't know if it was a good idea to tell him about Hagu-chan... response:	But, well...
context: Well... um...\Why, all of a sudden...?\No one could figure out where he was all of this time...\On top of that, how did he know about Hagu-chan?\I asked.\I asked Mayama in an e-mail to find Morita-san.\Since Mayama is in Spain, I didn't know if it was a good idea to tell him about Hagu-chan...\But, well... response:	Takemoto-kun... um...
context: Why, all of a sudden...?\No one could figure out where he was all of this time...\On top of that, how did he know about Hagu-chan?\I asked.\I asked Mayama in an e-mail to find Morita-san.\Since Mayama is in Spain, I didn't know if it was a good idea to tell him about Hagu-chan...\But, well...\Takemoto-kun... um... response:	Hold on a second.
context: No one could figure out where he was all of this time...\On top of that, how did he know about Hagu-chan?\I asked.\I asked Mayama in an e-mail to find Morita-san.\Since Mayama is in Spain, I didn't know if it was a good idea to tell him about Hagu-chan...\But, well...\Takemoto-kun... um...\Hold on a second. response:	Yamada-san, there's no need to apologize to me.
context: On top of that, how did he know about Hagu-chan?\I asked.\I asked Mayama in an e-mail to find Morita-san.\Since Mayama is in Spain, I didn't know if it was a good idea to tell him about Hagu-chan...\But, well...\Takemoto-kun... um...\Hold on a second.\Yamada-san, there's no need to apologize to me. response:	Please, spare me that.
context: I asked.\I asked Mayama in an e-mail to find Morita-san.\Since Mayama is in Spain, I didn't know if it was a good idea to tell him about Hagu-chan...\But, well...\Takemoto-kun... um...\Hold on a second.\Yamada-san, there's no need to apologize to me.\Please, spare me that. response:	Um, well then, I'll be going, too.
context: I asked Mayama in an e-mail to find Morita-san.\Since Mayama is in Spain, I didn't know if it was a good idea to tell him about Hagu-chan...\But, well...\Takemoto-kun... um...\Hold on a second.\Yamada-san, there's no need to apologize to me.\Please, spare me that.\Um, well then, I'll be going, too. response:	Morita-san didn't seem like himself.
context: Since Mayama is in Spain, I didn't know if it was a good idea to tell him about Hagu-chan...\But, well...\Takemoto-kun... um...\Hold on a second.\Yamada-san, there's no need to apologize to me.\Please, spare me that.\Um, well then, I'll be going, too.\Morita-san didn't seem like himself. response:	I'm worried about what he might do.
context: But, well...\Takemoto-kun... um...\Hold on a second.\Yamada-san, there's no need to apologize to me.\Please, spare me that.\Um, well then, I'll be going, too.\Morita-san didn't seem like himself.\I'm worried about what he might do. response:	T-Takemoto-kun! Are you all right?
context: Takemoto-kun... um...\Hold on a second.\Yamada-san, there's no need to apologize to me.\Please, spare me that.\Um, well then, I'll be going, too.\Morita-san didn't seem like himself.\I'm worried about what he might do.\T-Takemoto-kun! Are you all right? response:	T-Takemoto-kun?
context: Hold on a second.\Yamada-san, there's no need to apologize to me.\Please, spare me that.\Um, well then, I'll be going, too.\Morita-san didn't seem like himself.\I'm worried about what he might do.\T-Takemoto-kun! Are you all right?\T-Takemoto-kun? response:	A-Are you all right?
context: Yamada-san, there's no need to apologize to me.\Please, spare me that.\Um, well then, I'll be going, too.\Morita-san didn't seem like himself.\I'm worried about what he might do.\T-Takemoto-kun! Are you all right?\T-Takemoto-kun?\A-Are you all right? response:	I'm all right.
context: Please, spare me that.\Um, well then, I'll be going, too.\Morita-san didn't seem like himself.\I'm worried about what he might do.\T-Takemoto-kun! Are you all right?\T-Takemoto-kun?\A-Are you all right?\I'm all right. response:	I'm all right.
context: Um, well then, I'll be going, too.\Morita-san didn't seem like himself.\I'm worried about what he might do.\T-Takemoto-kun! Are you all right?\T-Takemoto-kun?\A-Are you all right?\I'm all right.\I'm all right. response:	Yamada-san, please lend me your bike.
context: Morita-san didn't seem like himself.\I'm worried about what he might do.\T-Takemoto-kun! Are you all right?\T-Takemoto-kun?\A-Are you all right?\I'm all right.\I'm all right.\Yamada-san, please lend me your bike. response:	Sure.
context: I'm worried about what he might do.\T-Takemoto-kun! Are you all right?\T-Takemoto-kun?\A-Are you all right?\I'm all right.\I'm all right.\Yamada-san, please lend me your bike.\Sure. response:	Even if I'm 100 sure to be rejected...
context: T-Takemoto-kun! Are you all right?\T-Takemoto-kun?\A-Are you all right?\I'm all right.\I'm all right.\Yamada-san, please lend me your bike.\Sure.\Even if I'm 100 sure to be rejected... response:	Even if I look pathetic...
context: T-Takemoto-kun?\A-Are you all right?\I'm all right.\I'm all right.\Yamada-san, please lend me your bike.\Sure.\Even if I'm 100 sure to be rejected...\Even if I look pathetic... response:	Even if I can't even afford a single bouquet...
context: A-Are you all right?\I'm all right.\I'm all right.\Yamada-san, please lend me your bike.\Sure.\Even if I'm 100 sure to be rejected...\Even if I look pathetic...\Even if I can't even afford a single bouquet... response:	Right now, she's the one in pain.
context: I'm all right.\I'm all right.\Yamada-san, please lend me your bike.\Sure.\Even if I'm 100 sure to be rejected...\Even if I look pathetic...\Even if I can't even afford a single bouquet...\Right now, she's the one in pain. response:	She's the one who's suffering.
context: I'm all right.\Yamada-san, please lend me your bike.\Sure.\Even if I'm 100 sure to be rejected...\Even if I look pathetic...\Even if I can't even afford a single bouquet...\Right now, she's the one in pain.\She's the one who's suffering. response:	This isn't the time for me to call myself powerless and swallow in self-pity.
context: Yamada-san, please lend me your bike.\Sure.\Even if I'm 100 sure to be rejected...\Even if I look pathetic...\Even if I can't even afford a single bouquet...\Right now, she's the one in pain.\She's the one who's suffering.\This isn't the time for me to call myself powerless and swallow in self-pity. response:	I won't make a mistake.
context: Sure.\Even if I'm 100 sure to be rejected...\Even if I look pathetic...\Even if I can't even afford a single bouquet...\Right now, she's the one in pain.\She's the one who's suffering.\This isn't the time for me to call myself powerless and swallow in self-pity.\I won't make a mistake. response:	I don't want to make a mistake!
context: Even if I'm 100 sure to be rejected...\Even if I look pathetic...\Even if I can't even afford a single bouquet...\Right now, she's the one in pain.\She's the one who's suffering.\This isn't the time for me to call myself powerless and swallow in self-pity.\I won't make a mistake.\I don't want to make a mistake! response:	I want to be at least that much of a man!
context: Even if I look pathetic...\Even if I can't even afford a single bouquet...\Right now, she's the one in pain.\She's the one who's suffering.\This isn't the time for me to call myself powerless and swallow in self-pity.\I won't make a mistake.\I don't want to make a mistake!\I want to be at least that much of a man! response:	All right, I'm gonna push down slowly.
context: Even if I can't even afford a single bouquet...\Right now, she's the one in pain.\She's the one who's suffering.\This isn't the time for me to call myself powerless and swallow in self-pity.\I won't make a mistake.\I don't want to make a mistake!\I want to be at least that much of a man!\All right, I'm gonna push down slowly. response:	One, two, three.
context: Right now, she's the one in pain.\She's the one who's suffering.\This isn't the time for me to call myself powerless and swallow in self-pity.\I won't make a mistake.\I don't want to make a mistake!\I want to be at least that much of a man!\All right, I'm gonna push down slowly.\One, two, three. response:	Does it hurt?
context: She's the one who's suffering.\This isn't the time for me to call myself powerless and swallow in self-pity.\I won't make a mistake.\I don't want to make a mistake!\I want to be at least that much of a man!\All right, I'm gonna push down slowly.\One, two, three.\Does it hurt? response:	Don't push yourself.
context: This isn't the time for me to call myself powerless and swallow in self-pity.\I won't make a mistake.\I don't want to make a mistake!\I want to be at least that much of a man!\All right, I'm gonna push down slowly.\One, two, three.\Does it hurt?\Don't push yourself. response:	It hurts.
context: I won't make a mistake.\I don't want to make a mistake!\I want to be at least that much of a man!\All right, I'm gonna push down slowly.\One, two, three.\Does it hurt?\Don't push yourself.\It hurts. response:	But...
context: I don't want to make a mistake!\I want to be at least that much of a man!\All right, I'm gonna push down slowly.\One, two, three.\Does it hurt?\Don't push yourself.\It hurts.\But... response:	I can still take this much.
context: I want to be at least that much of a man!\All right, I'm gonna push down slowly.\One, two, three.\Does it hurt?\Don't push yourself.\It hurts.\But...\I can still take this much. response:	It hurts!
context: All right, I'm gonna push down slowly.\One, two, three.\Does it hurt?\Don't push yourself.\It hurts.\But...\I can still take this much.\It hurts! response:	I hate this!
context: One, two, three.\Does it hurt?\Don't push yourself.\It hurts.\But...\I can still take this much.\It hurts!\I hate this! response:	I don't want any more anesthesia or rehab!
context: Does it hurt?\Don't push yourself.\It hurts.\But...\I can still take this much.\It hurts!\I hate this!\I don't want any more anesthesia or rehab! response:	It's the boy from yesterday.
context: Don't push yourself.\It hurts.\But...\I can still take this much.\It hurts!\I hate this!\I don't want any more anesthesia or rehab!\It's the boy from yesterday. response:	I've had enough.
context: It hurts.\But...\I can still take this much.\It hurts!\I hate this!\I don't want any more anesthesia or rehab!\It's the boy from yesterday.\I've had enough. response:	It's not gonna get better anyway!
context: But...\I can still take this much.\It hurts!\I hate this!\I don't want any more anesthesia or rehab!\It's the boy from yesterday.\I've had enough.\It's not gonna get better anyway! response:	It's never gonna move again, is it?!
context: I can still take this much.\It hurts!\I hate this!\I don't want any more anesthesia or rehab!\It's the boy from yesterday.\I've had enough.\It's not gonna get better anyway!\It's never gonna move again, is it?! response:	Then I don't wanna hurt anymore.
context: It hurts!\I hate this!\I don't want any more anesthesia or rehab!\It's the boy from yesterday.\I've had enough.\It's not gonna get better anyway!\It's never gonna move again, is it?!\Then I don't wanna hurt anymore. response:	I don't wanna hurt!
context: I hate this!\I don't want any more anesthesia or rehab!\It's the boy from yesterday.\I've had enough.\It's not gonna get better anyway!\It's never gonna move again, is it?!\Then I don't wanna hurt anymore.\I don't wanna hurt! response:	Hagu...
context: I don't want any more anesthesia or rehab!\It's the boy from yesterday.\I've had enough.\It's not gonna get better anyway!\It's never gonna move again, is it?!\Then I don't wanna hurt anymore.\I don't wanna hurt!\Hagu... response:	Why don't we go outside for a bit?
context: It's the boy from yesterday.\I've had enough.\It's not gonna get better anyway!\It's never gonna move again, is it?!\Then I don't wanna hurt anymore.\I don't wanna hurt!\Hagu...\Why don't we go outside for a bit? response:	It must be nice to be able to throw a tantrum like that kid.
context: I've had enough.\It's not gonna get better anyway!\It's never gonna move again, is it?!\Then I don't wanna hurt anymore.\I don't wanna hurt!\Hagu...\Why don't we go outside for a bit?\It must be nice to be able to throw a tantrum like that kid. response:	Feel free to throw a tantrum as well, Hagu.
context: It's not gonna get better anyway!\It's never gonna move again, is it?!\Then I don't wanna hurt anymore.\I don't wanna hurt!\Hagu...\Why don't we go outside for a bit?\It must be nice to be able to throw a tantrum like that kid.\Feel free to throw a tantrum as well, Hagu. response:	You're in this for the long haul. If you keep your emotions pent up, you won't last.
context: It's never gonna move again, is it?!\Then I don't wanna hurt anymore.\I don't wanna hurt!\Hagu...\Why don't we go outside for a bit?\It must be nice to be able to throw a tantrum like that kid.\Feel free to throw a tantrum as well, Hagu.\You're in this for the long haul. If you keep your emotions pent up, you won't last. response:	I'm afraid... that if I start, I won't be able to stop.
context: Then I don't wanna hurt anymore.\I don't wanna hurt!\Hagu...\Why don't we go outside for a bit?\It must be nice to be able to throw a tantrum like that kid.\Feel free to throw a tantrum as well, Hagu.\You're in this for the long haul. If you keep your emotions pent up, you won't last.\I'm afraid... that if I start, I won't be able to stop. response:	It's all right. Say it.
context: I don't wanna hurt!\Hagu...\Why don't we go outside for a bit?\It must be nice to be able to throw a tantrum like that kid.\Feel free to throw a tantrum as well, Hagu.\You're in this for the long haul. If you keep your emotions pent up, you won't last.\I'm afraid... that if I start, I won't be able to stop.\It's all right. Say it. response:	I can't.
context: Hagu...\Why don't we go outside for a bit?\It must be nice to be able to throw a tantrum like that kid.\Feel free to throw a tantrum as well, Hagu.\You're in this for the long haul. If you keep your emotions pent up, you won't last.\I'm afraid... that if I start, I won't be able to stop.\It's all right. Say it.\I can't. response:	I've been causing you so much trouble.
context: Why don't we go outside for a bit?\It must be nice to be able to throw a tantrum like that kid.\Feel free to throw a tantrum as well, Hagu.\You're in this for the long haul. If you keep your emotions pent up, you won't last.\I'm afraid... that if I start, I won't be able to stop.\It's all right. Say it.\I can't.\I've been causing you so much trouble. response:	At this rate, you're going to hate me someday.
context: It must be nice to be able to throw a tantrum like that kid.\Feel free to throw a tantrum as well, Hagu.\You're in this for the long haul. If you keep your emotions pent up, you won't last.\I'm afraid... that if I start, I won't be able to stop.\It's all right. Say it.\I can't.\I've been causing you so much trouble.\At this rate, you're going to hate me someday. response:	I won't hate you.
context: Feel free to throw a tantrum as well, Hagu.\You're in this for the long haul. If you keep your emotions pent up, you won't last.\I'm afraid... that if I start, I won't be able to stop.\It's all right. Say it.\I can't.\I've been causing you so much trouble.\At this rate, you're going to hate me someday.\I won't hate you. response:	Go ahead and say it.
context: You're in this for the long haul. If you keep your emotions pent up, you won't last.\I'm afraid... that if I start, I won't be able to stop.\It's all right. Say it.\I can't.\I've been causing you so much trouble.\At this rate, you're going to hate me someday.\I won't hate you.\Go ahead and say it. response:	You know, I even took care of you when you used to wet your bed.
context: I'm afraid... that if I start, I won't be able to stop.\It's all right. Say it.\I can't.\I've been causing you so much trouble.\At this rate, you're going to hate me someday.\I won't hate you.\Go ahead and say it.\You know, I even took care of you when you used to wet your bed. response:	If I thought you were too much trouble, I would've hated you already.
context: It's all right. Say it.\I can't.\I've been causing you so much trouble.\At this rate, you're going to hate me someday.\I won't hate you.\Go ahead and say it.\You know, I even took care of you when you used to wet your bed.\If I thought you were too much trouble, I would've hated you already. response:	What are you talking about, seriously?
context: I can't.\I've been causing you so much trouble.\At this rate, you're going to hate me someday.\I won't hate you.\Go ahead and say it.\You know, I even took care of you when you used to wet your bed.\If I thought you were too much trouble, I would've hated you already.\What are you talking about, seriously? response:	When I gave you a ride in my car, you got carsick and threw up.
context: I've been causing you so much trouble.\At this rate, you're going to hate me someday.\I won't hate you.\Go ahead and say it.\You know, I even took care of you when you used to wet your bed.\If I thought you were too much trouble, I would've hated you already.\What are you talking about, seriously?\When I gave you a ride in my car, you got carsick and threw up. response:	When I took you to the river, you got carried away by the current.
context: At this rate, you're going to hate me someday.\I won't hate you.\Go ahead and say it.\You know, I even took care of you when you used to wet your bed.\If I thought you were too much trouble, I would've hated you already.\What are you talking about, seriously?\When I gave you a ride in my car, you got carsick and threw up.\When I took you to the river, you got carried away by the current. response:	No matter what else happens, I'm not going to change.
context: I won't hate you.\Go ahead and say it.\You know, I even took care of you when you used to wet your bed.\If I thought you were too much trouble, I would've hated you already.\What are you talking about, seriously?\When I gave you a ride in my car, you got carsick and threw up.\When I took you to the river, you got carried away by the current.\No matter what else happens, I'm not going to change. response:	I won't change.
context: Go ahead and say it.\You know, I even took care of you when you used to wet your bed.\If I thought you were too much trouble, I would've hated you already.\What are you talking about, seriously?\When I gave you a ride in my car, you got carsick and threw up.\When I took you to the river, you got carried away by the current.\No matter what else happens, I'm not going to change.\I won't change. response:	Shuu-chan...
context: You know, I even took care of you when you used to wet your bed.\If I thought you were too much trouble, I would've hated you already.\What are you talking about, seriously?\When I gave you a ride in my car, you got carsick and threw up.\When I took you to the river, you got carried away by the current.\No matter what else happens, I'm not going to change.\I won't change.\Shuu-chan... response:	Shuu-chan...!
context: If I thought you were too much trouble, I would've hated you already.\What are you talking about, seriously?\When I gave you a ride in my car, you got carsick and threw up.\When I took you to the river, you got carried away by the current.\No matter what else happens, I'm not going to change.\I won't change.\Shuu-chan...\Shuu-chan...! response:	The truth is... I'm scared!
