context: Pre! Preparation! response:	I'm not strong
context: Please, can I stay with you for a moment?\That's the guy from earlier.\Hey, Kawashi -\You're -\Hey, how long do you intend to cling to him?\Completely ignoring my existence, sticking closely to him,\clinging onto him...!\Wait, Taiga! Now is not a - ! response:	I'm scared, Takasu-kun!
context: That's the guy from earlier.\Hey, Kawashi -\You're -\Hey, how long do you intend to cling to him?\Completely ignoring my existence, sticking closely to him,\clinging onto him...!\Wait, Taiga! Now is not a - !\I'm scared, Takasu-kun! response:	You lewd exhibitionist woman!
context: Hey, Kawashi -\You're -\Hey, how long do you intend to cling to him?\Completely ignoring my existence, sticking closely to him,\clinging onto him...!\Wait, Taiga! Now is not a - !\I'm scared, Takasu-kun!\You lewd exhibitionist woman! response:	Hey Kawashima, who was that?
context: You're -\Hey, how long do you intend to cling to him?\Completely ignoring my existence, sticking closely to him,\clinging onto him...!\Wait, Taiga! Now is not a - !\I'm scared, Takasu-kun!\You lewd exhibitionist woman!\Hey Kawashima, who was that? response:	It's not someone you know, right?
context: Hey, how long do you intend to cling to him?\Completely ignoring my existence, sticking closely to him,\clinging onto him...!\Wait, Taiga! Now is not a - !\I'm scared, Takasu-kun!\You lewd exhibitionist woman!\Hey Kawashima, who was that?\It's not someone you know, right? response:	Ah, yeah. When you're a model, things like this happen sometimes.
context: Completely ignoring my existence, sticking closely to him,\clinging onto him...!\Wait, Taiga! Now is not a - !\I'm scared, Takasu-kun!\You lewd exhibitionist woman!\Hey Kawashima, who was that?\It's not someone you know, right?\Ah, yeah. When you're a model, things like this happen sometimes. response:	It's like getting entangled with your fans, or well...
context: clinging onto him...!\Wait, Taiga! Now is not a - !\I'm scared, Takasu-kun!\You lewd exhibitionist woman!\Hey Kawashima, who was that?\It's not someone you know, right?\Ah, yeah. When you're a model, things like this happen sometimes.\It's like getting entangled with your fans, or well... response:	And here I even went and changed schools...
context: Wait, Taiga! Now is not a - !\I'm scared, Takasu-kun!\You lewd exhibitionist woman!\Hey Kawashima, who was that?\It's not someone you know, right?\Ah, yeah. When you're a model, things like this happen sometimes.\It's like getting entangled with your fans, or well...\And here I even went and changed schools... response:	Huh?
context: I'm scared, Takasu-kun!\You lewd exhibitionist woman!\Hey Kawashima, who was that?\It's not someone you know, right?\Ah, yeah. When you're a model, things like this happen sometimes.\It's like getting entangled with your fans, or well...\And here I even went and changed schools...\Huh? response:	Hey, you're going home now, right?
context: You lewd exhibitionist woman!\Hey Kawashima, who was that?\It's not someone you know, right?\Ah, yeah. When you're a model, things like this happen sometimes.\It's like getting entangled with your fans, or well...\And here I even went and changed schools...\Huh?\Hey, you're going home now, right? response:	Well, yeah.
context: Hey Kawashima, who was that?\It's not someone you know, right?\Ah, yeah. When you're a model, things like this happen sometimes.\It's like getting entangled with your fans, or well...\And here I even went and changed schools...\Huh?\Hey, you're going home now, right?\Well, yeah. response:	Could you hide me in your house for a little while?
context: It's not someone you know, right?\Ah, yeah. When you're a model, things like this happen sometimes.\It's like getting entangled with your fans, or well...\And here I even went and changed schools...\Huh?\Hey, you're going home now, right?\Well, yeah.\Could you hide me in your house for a little while? response:	Meeting him again would be scary...
context: Ah, yeah. When you're a model, things like this happen sometimes.\It's like getting entangled with your fans, or well...\And here I even went and changed schools...\Huh?\Hey, you're going home now, right?\Well, yeah.\Could you hide me in your house for a little while?\Meeting him again would be scary... response:	So that's how it is.
context: It's like getting entangled with your fans, or well...\And here I even went and changed schools...\Huh?\Hey, you're going home now, right?\Well, yeah.\Could you hide me in your house for a little while?\Meeting him again would be scary...\So that's how it is. response:	If that's the case, then just leave it to me.
context: And here I even went and changed schools...\Huh?\Hey, you're going home now, right?\Well, yeah.\Could you hide me in your house for a little while?\Meeting him again would be scary...\So that's how it is.\If that's the case, then just leave it to me. response:	What?
context: Huh?\Hey, you're going home now, right?\Well, yeah.\Could you hide me in your house for a little while?\Meeting him again would be scary...\So that's how it is.\If that's the case, then just leave it to me.\What? response:	Between a draughty, wooden, rented house, and an auto-locked,
context: Hey, you're going home now, right?\Well, yeah.\Could you hide me in your house for a little while?\Meeting him again would be scary...\So that's how it is.\If that's the case, then just leave it to me.\What?\Between a draughty, wooden, rented house, and an auto-locked, response:	high-security, expensive apartment, which would you prefer?
context: Well, yeah.\Could you hide me in your house for a little while?\Meeting him again would be scary...\So that's how it is.\If that's the case, then just leave it to me.\What?\Between a draughty, wooden, rented house, and an auto-locked,\high-security, expensive apartment, which would you prefer? response:	The expensive apartment!
context: Could you hide me in your house for a little while?\Meeting him again would be scary...\So that's how it is.\If that's the case, then just leave it to me.\What?\Between a draughty, wooden, rented house, and an auto-locked,\high-security, expensive apartment, which would you prefer?\The expensive apartment! response:	It's decided, then.
context: Meeting him again would be scary...\So that's how it is.\If that's the case, then just leave it to me.\What?\Between a draughty, wooden, rented house, and an auto-locked,\high-security, expensive apartment, which would you prefer?\The expensive apartment!\It's decided, then. response:	Come to my place.
context: So that's how it is.\If that's the case, then just leave it to me.\What?\Between a draughty, wooden, rented house, and an auto-locked,\high-security, expensive apartment, which would you prefer?\The expensive apartment!\It's decided, then.\Come to my place. response:	Why? Wait a minute, why does Ami-chan have to go to your place?
context: If that's the case, then just leave it to me.\What?\Between a draughty, wooden, rented house, and an auto-locked,\high-security, expensive apartment, which would you prefer?\The expensive apartment!\It's decided, then.\Come to my place.\Why? Wait a minute, why does Ami-chan have to go to your place? response:	It's okay, I won't force you.
context: What?\Between a draughty, wooden, rented house, and an auto-locked,\high-security, expensive apartment, which would you prefer?\The expensive apartment!\It's decided, then.\Come to my place.\Why? Wait a minute, why does Ami-chan have to go to your place?\It's okay, I won't force you. response:	But keep in mind that Ryuuji's place is so vulnerable that even I could easily sneak in.
context: Between a draughty, wooden, rented house, and an auto-locked,\high-security, expensive apartment, which would you prefer?\The expensive apartment!\It's decided, then.\Come to my place.\Why? Wait a minute, why does Ami-chan have to go to your place?\It's okay, I won't force you.\But keep in mind that Ryuuji's place is so vulnerable that even I could easily sneak in. response:	Fine then, it's none of my business anyway.
context: high-security, expensive apartment, which would you prefer?\The expensive apartment!\It's decided, then.\Come to my place.\Why? Wait a minute, why does Ami-chan have to go to your place?\It's okay, I won't force you.\But keep in mind that Ryuuji's place is so vulnerable that even I could easily sneak in.\Fine then, it's none of my business anyway. response:	W-Wait! Aisaka-san!
context: The expensive apartment!\It's decided, then.\Come to my place.\Why? Wait a minute, why does Ami-chan have to go to your place?\It's okay, I won't force you.\But keep in mind that Ryuuji's place is so vulnerable that even I could easily sneak in.\Fine then, it's none of my business anyway.\W-Wait! Aisaka-san! response:	I'm telling you to wait already!
context: It's decided, then.\Come to my place.\Why? Wait a minute, why does Ami-chan have to go to your place?\It's okay, I won't force you.\But keep in mind that Ryuuji's place is so vulnerable that even I could easily sneak in.\Fine then, it's none of my business anyway.\W-Wait! Aisaka-san!\I'm telling you to wait already! response:	Oh well, whatever.
context: Come to my place.\Why? Wait a minute, why does Ami-chan have to go to your place?\It's okay, I won't force you.\But keep in mind that Ryuuji's place is so vulnerable that even I could easily sneak in.\Fine then, it's none of my business anyway.\W-Wait! Aisaka-san!\I'm telling you to wait already!\Oh well, whatever. response:	Here you go.
context: Why? Wait a minute, why does Ami-chan have to go to your place?\It's okay, I won't force you.\But keep in mind that Ryuuji's place is so vulnerable that even I could easily sneak in.\Fine then, it's none of my business anyway.\W-Wait! Aisaka-san!\I'm telling you to wait already!\Oh well, whatever.\Here you go. response:	Way too sweet!
context: It's okay, I won't force you.\But keep in mind that Ryuuji's place is so vulnerable that even I could easily sneak in.\Fine then, it's none of my business anyway.\W-Wait! Aisaka-san!\I'm telling you to wait already!\Oh well, whatever.\Here you go.\Way too sweet! response:	This is the honey-preserved kumquat that Ryuuji has been making a lot of.
context: But keep in mind that Ryuuji's place is so vulnerable that even I could easily sneak in.\Fine then, it's none of my business anyway.\W-Wait! Aisaka-san!\I'm telling you to wait already!\Oh well, whatever.\Here you go.\Way too sweet!\This is the honey-preserved kumquat that Ryuuji has been making a lot of. response:	I tried mixing it with soda.
context: Fine then, it's none of my business anyway.\W-Wait! Aisaka-san!\I'm telling you to wait already!\Oh well, whatever.\Here you go.\Way too sweet!\This is the honey-preserved kumquat that Ryuuji has been making a lot of.\I tried mixing it with soda. response:	Isn't it too thick?
context: W-Wait! Aisaka-san!\I'm telling you to wait already!\Oh well, whatever.\Here you go.\Way too sweet!\This is the honey-preserved kumquat that Ryuuji has been making a lot of.\I tried mixing it with soda.\Isn't it too thick? response:	Sheesh, making me drink this. Who's the dieting warrior, huh?
context: I'm telling you to wait already!\Oh well, whatever.\Here you go.\Way too sweet!\This is the honey-preserved kumquat that Ryuuji has been making a lot of.\I tried mixing it with soda.\Isn't it too thick?\Sheesh, making me drink this. Who's the dieting warrior, huh? response:	It's like your brain is the same size you are.
context: Oh well, whatever.\Here you go.\Way too sweet!\This is the honey-preserved kumquat that Ryuuji has been making a lot of.\I tried mixing it with soda.\Isn't it too thick?\Sheesh, making me drink this. Who's the dieting warrior, huh?\It's like your brain is the same size you are. response:	Man, you sure do change when you're like that.
context: Here you go.\Way too sweet!\This is the honey-preserved kumquat that Ryuuji has been making a lot of.\I tried mixing it with soda.\Isn't it too thick?\Sheesh, making me drink this. Who's the dieting warrior, huh?\It's like your brain is the same size you are.\Man, you sure do change when you're like that. response:	It makes me want to show the people in our class how you really are.
context: Way too sweet!\This is the honey-preserved kumquat that Ryuuji has been making a lot of.\I tried mixing it with soda.\Isn't it too thick?\Sheesh, making me drink this. Who's the dieting warrior, huh?\It's like your brain is the same size you are.\Man, you sure do change when you're like that.\It makes me want to show the people in our class how you really are. response:	Like I would ever show my true self to anyone.
context: This is the honey-preserved kumquat that Ryuuji has been making a lot of.\I tried mixing it with soda.\Isn't it too thick?\Sheesh, making me drink this. Who's the dieting warrior, huh?\It's like your brain is the same size you are.\Man, you sure do change when you're like that.\It makes me want to show the people in our class how you really are.\Like I would ever show my true self to anyone. response:	I see.
context: I tried mixing it with soda.\Isn't it too thick?\Sheesh, making me drink this. Who's the dieting warrior, huh?\It's like your brain is the same size you are.\Man, you sure do change when you're like that.\It makes me want to show the people in our class how you really are.\Like I would ever show my true self to anyone.\I see. response:	Now, when you drink honey-preserved kumquat, your throat becomes nice and clear.
context: Isn't it too thick?\Sheesh, making me drink this. Who's the dieting warrior, huh?\It's like your brain is the same size you are.\Man, you sure do change when you're like that.\It makes me want to show the people in our class how you really are.\Like I would ever show my true self to anyone.\I see.\Now, when you drink honey-preserved kumquat, your throat becomes nice and clear. response:	Huh?
context: Sheesh, making me drink this. Who's the dieting warrior, huh?\It's like your brain is the same size you are.\Man, you sure do change when you're like that.\It makes me want to show the people in our class how you really are.\Like I would ever show my true self to anyone.\I see.\Now, when you drink honey-preserved kumquat, your throat becomes nice and clear.\Huh? response:	You don't intend to show your true self?
context: It's like your brain is the same size you are.\Man, you sure do change when you're like that.\It makes me want to show the people in our class how you really are.\Like I would ever show my true self to anyone.\I see.\Now, when you drink honey-preserved kumquat, your throat becomes nice and clear.\Huh?\You don't intend to show your true self? response:	Well then,
context: Man, you sure do change when you're like that.\It makes me want to show the people in our class how you really are.\Like I would ever show my true self to anyone.\I see.\Now, when you drink honey-preserved kumquat, your throat becomes nice and clear.\Huh?\You don't intend to show your true self?\Well then, response:	let's have you show off your fake self instead.
context: It makes me want to show the people in our class how you really are.\Like I would ever show my true self to anyone.\I see.\Now, when you drink honey-preserved kumquat, your throat becomes nice and clear.\Huh?\You don't intend to show your true self?\Well then,\let's have you show off your fake self instead. response:	Thoroughly...
context: Like I would ever show my true self to anyone.\I see.\Now, when you drink honey-preserved kumquat, your throat becomes nice and clear.\Huh?\You don't intend to show your true self?\Well then,\let's have you show off your fake self instead.\Thoroughly... response:	What?
context: I see.\Now, when you drink honey-preserved kumquat, your throat becomes nice and clear.\Huh?\You don't intend to show your true self?\Well then,\let's have you show off your fake self instead.\Thoroughly...\What? response:	Hey, good morning.
context: Now, when you drink honey-preserved kumquat, your throat becomes nice and clear.\Huh?\You don't intend to show your true self?\Well then,\let's have you show off your fake self instead.\Thoroughly...\What?\Hey, good morning. response:	Good morning.
context: Huh?\You don't intend to show your true self?\Well then,\let's have you show off your fake self instead.\Thoroughly...\What?\Hey, good morning.\Good morning. response:	Kawashima, you look worn out.
context: You don't intend to show your true self?\Well then,\let's have you show off your fake self instead.\Thoroughly...\What?\Hey, good morning.\Good morning.\Kawashima, you look worn out. response:	Yeah, I couldn't shake off my exhaustion from yesterday...
context: Well then,\let's have you show off your fake self instead.\Thoroughly...\What?\Hey, good morning.\Good morning.\Kawashima, you look worn out.\Yeah, I couldn't shake off my exhaustion from yesterday... response:	Right, you went through a scary situation there.
context: let's have you show off your fake self instead.\Thoroughly...\What?\Hey, good morning.\Good morning.\Kawashima, you look worn out.\Yeah, I couldn't shake off my exhaustion from yesterday...\Right, you went through a scary situation there. response:	Not that.
context: Thoroughly...\What?\Hey, good morning.\Good morning.\Kawashima, you look worn out.\Yeah, I couldn't shake off my exhaustion from yesterday...\Right, you went through a scary situation there.\Not that. response:	For roughly five hours in Aisaka Taiga's apartment... no, six hours...
context: What?\Hey, good morning.\Good morning.\Kawashima, you look worn out.\Yeah, I couldn't shake off my exhaustion from yesterday...\Right, you went through a scary situation there.\Not that.\For roughly five hours in Aisaka Taiga's apartment... no, six hours... response:	Did Taiga do something to you?
context: Hey, good morning.\Good morning.\Kawashima, you look worn out.\Yeah, I couldn't shake off my exhaustion from yesterday...\Right, you went through a scary situation there.\Not that.\For roughly five hours in Aisaka Taiga's apartment... no, six hours...\Did Taiga do something to you? response:	Jackson.
context: Good morning.\Kawashima, you look worn out.\Yeah, I couldn't shake off my exhaustion from yesterday...\Right, you went through a scary situation there.\Not that.\For roughly five hours in Aisaka Taiga's apartment... no, six hours...\Did Taiga do something to you?\Jackson. response:	Uganda.
context: Kawashima, you look worn out.\Yeah, I couldn't shake off my exhaustion from yesterday...\Right, you went through a scary situation there.\Not that.\For roughly five hours in Aisaka Taiga's apartment... no, six hours...\Did Taiga do something to you?\Jackson.\Uganda. response:	Uganda?
context: Yeah, I couldn't shake off my exhaustion from yesterday...\Right, you went through a scary situation there.\Not that.\For roughly five hours in Aisaka Taiga's apartment... no, six hours...\Did Taiga do something to you?\Jackson.\Uganda.\Uganda? response:	Falcon.
context: Right, you went through a scary situation there.\Not that.\For roughly five hours in Aisaka Taiga's apartment... no, six hours...\Did Taiga do something to you?\Jackson.\Uganda.\Uganda?\Falcon. response:	Akechi Mitsuhide.
context: Not that.\For roughly five hours in Aisaka Taiga's apartment... no, six hours...\Did Taiga do something to you?\Jackson.\Uganda.\Uganda?\Falcon.\Akechi Mitsuhide. response:	Matsumoto Seichou.
context: For roughly five hours in Aisaka Taiga's apartment... no, six hours...\Did Taiga do something to you?\Jackson.\Uganda.\Uganda?\Falcon.\Akechi Mitsuhide.\Matsumoto Seichou. response:	Oda Nobunaga singing French songs with enthusiasm...
context: Did Taiga do something to you?\Jackson.\Uganda.\Uganda?\Falcon.\Akechi Mitsuhide.\Matsumoto Seichou.\Oda Nobunaga singing French songs with enthusiasm... response:	Dazai Osamu cheering on Japan...
context: Jackson.\Uganda.\Uganda?\Falcon.\Akechi Mitsuhide.\Matsumoto Seichou.\Oda Nobunaga singing French songs with enthusiasm...\Dazai Osamu cheering on Japan... response:	Huh?
context: Uganda.\Uganda?\Falcon.\Akechi Mitsuhide.\Matsumoto Seichou.\Oda Nobunaga singing French songs with enthusiasm...\Dazai Osamu cheering on Japan...\Huh? response:	Susano-o, Amaterasu, Uzume, Quetzalcoatl, Matthew, Judas!
context: Uganda?\Falcon.\Akechi Mitsuhide.\Matsumoto Seichou.\Oda Nobunaga singing French songs with enthusiasm...\Dazai Osamu cheering on Japan...\Huh?\Susano-o, Amaterasu, Uzume, Quetzalcoatl, Matthew, Judas! response:	H-Hey, are you okay, Kawashima?
context: Falcon.\Akechi Mitsuhide.\Matsumoto Seichou.\Oda Nobunaga singing French songs with enthusiasm...\Dazai Osamu cheering on Japan...\Huh?\Susano-o, Amaterasu, Uzume, Quetzalcoatl, Matthew, Judas!\H-Hey, are you okay, Kawashima? response:	Oh yes, I made her do a medley of 150 different imitations!
context: Akechi Mitsuhide.\Matsumoto Seichou.\Oda Nobunaga singing French songs with enthusiasm...\Dazai Osamu cheering on Japan...\Huh?\Susano-o, Amaterasu, Uzume, Quetzalcoatl, Matthew, Judas!\H-Hey, are you okay, Kawashima?\Oh yes, I made her do a medley of 150 different imitations! response:	It was an incredible blast!
context: Matsumoto Seichou.\Oda Nobunaga singing French songs with enthusiasm...\Dazai Osamu cheering on Japan...\Huh?\Susano-o, Amaterasu, Uzume, Quetzalcoatl, Matthew, Judas!\H-Hey, are you okay, Kawashima?\Oh yes, I made her do a medley of 150 different imitations!\It was an incredible blast! response:	I can't even begin to guess how to imitate Akechi Mitsuhide.
context: Oda Nobunaga singing French songs with enthusiasm...\Dazai Osamu cheering on Japan...\Huh?\Susano-o, Amaterasu, Uzume, Quetzalcoatl, Matthew, Judas!\H-Hey, are you okay, Kawashima?\Oh yes, I made her do a medley of 150 different imitations!\It was an incredible blast!\I can't even begin to guess how to imitate Akechi Mitsuhide. response:	I told her I'd throw her out if she didn't do what I told her to.
context: Dazai Osamu cheering on Japan...\Huh?\Susano-o, Amaterasu, Uzume, Quetzalcoatl, Matthew, Judas!\H-Hey, are you okay, Kawashima?\Oh yes, I made her do a medley of 150 different imitations!\It was an incredible blast!\I can't even begin to guess how to imitate Akechi Mitsuhide.\I told her I'd throw her out if she didn't do what I told her to. response:	Then she frantically did my every bidding.
context: Huh?\Susano-o, Amaterasu, Uzume, Quetzalcoatl, Matthew, Judas!\H-Hey, are you okay, Kawashima?\Oh yes, I made her do a medley of 150 different imitations!\It was an incredible blast!\I can't even begin to guess how to imitate Akechi Mitsuhide.\I told her I'd throw her out if she didn't do what I told her to.\Then she frantically did my every bidding. response:	So cruel.
context: Susano-o, Amaterasu, Uzume, Quetzalcoatl, Matthew, Judas!\H-Hey, are you okay, Kawashima?\Oh yes, I made her do a medley of 150 different imitations!\It was an incredible blast!\I can't even begin to guess how to imitate Akechi Mitsuhide.\I told her I'd throw her out if she didn't do what I told her to.\Then she frantically did my every bidding.\So cruel. response:	No, I'm thankful, Aisaka!
context: H-Hey, are you okay, Kawashima?\Oh yes, I made her do a medley of 150 different imitations!\It was an incredible blast!\I can't even begin to guess how to imitate Akechi Mitsuhide.\I told her I'd throw her out if she didn't do what I told her to.\Then she frantically did my every bidding.\So cruel.\No, I'm thankful, Aisaka! response:	Kitamura?
context: Oh yes, I made her do a medley of 150 different imitations!\It was an incredible blast!\I can't even begin to guess how to imitate Akechi Mitsuhide.\I told her I'd throw her out if she didn't do what I told her to.\Then she frantically did my every bidding.\So cruel.\No, I'm thankful, Aisaka!\Kitamura? response:	K-Kitamura-kun!
context: It was an incredible blast!\I can't even begin to guess how to imitate Akechi Mitsuhide.\I told her I'd throw her out if she didn't do what I told her to.\Then she frantically did my every bidding.\So cruel.\No, I'm thankful, Aisaka!\Kitamura?\K-Kitamura-kun! response:	Aisaka, I have a favour to ask of you!
context: I can't even begin to guess how to imitate Akechi Mitsuhide.\I told her I'd throw her out if she didn't do what I told her to.\Then she frantically did my every bidding.\So cruel.\No, I'm thankful, Aisaka!\Kitamura?\K-Kitamura-kun!\Aisaka, I have a favour to ask of you! response:	Ami-chan, you don't look so good.
context: I told her I'd throw her out if she didn't do what I told her to.\Then she frantically did my every bidding.\So cruel.\No, I'm thankful, Aisaka!\Kitamura?\K-Kitamura-kun!\Aisaka, I have a favour to ask of you!\Ami-chan, you don't look so good. response:	Are you sure you shouldn't go to the infirmary?
context: Then she frantically did my every bidding.\So cruel.\No, I'm thankful, Aisaka!\Kitamura?\K-Kitamura-kun!\Aisaka, I have a favour to ask of you!\Ami-chan, you don't look so good.\Are you sure you shouldn't go to the infirmary? response:	I'm fine, really.
context: So cruel.\No, I'm thankful, Aisaka!\Kitamura?\K-Kitamura-kun!\Aisaka, I have a favour to ask of you!\Ami-chan, you don't look so good.\Are you sure you shouldn't go to the infirmary?\I'm fine, really. response:	H-Hey.
context: No, I'm thankful, Aisaka!\Kitamura?\K-Kitamura-kun!\Aisaka, I have a favour to ask of you!\Ami-chan, you don't look so good.\Are you sure you shouldn't go to the infirmary?\I'm fine, really.\H-Hey. response:	Come, Stupid Chihuahua. It's feeding time.
context: Kitamura?\K-Kitamura-kun!\Aisaka, I have a favour to ask of you!\Ami-chan, you don't look so good.\Are you sure you shouldn't go to the infirmary?\I'm fine, really.\H-Hey.\Come, Stupid Chihuahua. It's feeding time. response:	Stupid Chihuahua?
context: K-Kitamura-kun!\Aisaka, I have a favour to ask of you!\Ami-chan, you don't look so good.\Are you sure you shouldn't go to the infirmary?\I'm fine, really.\H-Hey.\Come, Stupid Chihuahua. It's feeding time.\Stupid Chihuahua? response:	Yes, you. Putting on a sweet and innocent act, yelping all the time, and you're always in heat...
context: Aisaka, I have a favour to ask of you!\Ami-chan, you don't look so good.\Are you sure you shouldn't go to the infirmary?\I'm fine, really.\H-Hey.\Come, Stupid Chihuahua. It's feeding time.\Stupid Chihuahua?\Yes, you. Putting on a sweet and innocent act, yelping all the time, and you're always in heat... response:	Either way, just come along.
context: Ami-chan, you don't look so good.\Are you sure you shouldn't go to the infirmary?\I'm fine, really.\H-Hey.\Come, Stupid Chihuahua. It's feeding time.\Stupid Chihuahua?\Yes, you. Putting on a sweet and innocent act, yelping all the time, and you're always in heat...\Either way, just come along. response:	Like I ever would.
context: Are you sure you shouldn't go to the infirmary?\I'm fine, really.\H-Hey.\Come, Stupid Chihuahua. It's feeding time.\Stupid Chihuahua?\Yes, you. Putting on a sweet and innocent act, yelping all the time, and you're always in heat...\Either way, just come along.\Like I ever would. response:	Why should I come with you, huh?! I got plans with my frie -
context: I'm fine, really.\H-Hey.\Come, Stupid Chihuahua. It's feeding time.\Stupid Chihuahua?\Yes, you. Putting on a sweet and innocent act, yelping all the time, and you're always in heat...\Either way, just come along.\Like I ever would.\Why should I come with you, huh?! I got plans with my frie - response:	Michael Jackson guiding a bus.
context: H-Hey.\Come, Stupid Chihuahua. It's feeding time.\Stupid Chihuahua?\Yes, you. Putting on a sweet and innocent act, yelping all the time, and you're always in heat...\Either way, just come along.\Like I ever would.\Why should I come with you, huh?! I got plans with my frie -\Michael Jackson guiding a bus. response:	Mona Lisa attacking a corner at 200 kilometres an hour.
context: Come, Stupid Chihuahua. It's feeding time.\Stupid Chihuahua?\Yes, you. Putting on a sweet and innocent act, yelping all the time, and you're always in heat...\Either way, just come along.\Like I ever would.\Why should I come with you, huh?! I got plans with my frie -\Michael Jackson guiding a bus.\Mona Lisa attacking a corner at 200 kilometres an hour. response:	A happy'The Thinker'.
context: Stupid Chihuahua?\Yes, you. Putting on a sweet and innocent act, yelping all the time, and you're always in heat...\Either way, just come along.\Like I ever would.\Why should I come with you, huh?! I got plans with my frie -\Michael Jackson guiding a bus.\Mona Lisa attacking a corner at 200 kilometres an hour.\A happy'The Thinker'. response:	I've already made copies of the pictures I took.
context: Yes, you. Putting on a sweet and innocent act, yelping all the time, and you're always in heat...\Either way, just come along.\Like I ever would.\Why should I come with you, huh?! I got plans with my frie -\Michael Jackson guiding a bus.\Mona Lisa attacking a corner at 200 kilometres an hour.\A happy'The Thinker'.\I've already made copies of the pictures I took. response:	There's a chance they might accidentally get spread around.
context: Either way, just come along.\Like I ever would.\Why should I come with you, huh?! I got plans with my frie -\Michael Jackson guiding a bus.\Mona Lisa attacking a corner at 200 kilometres an hour.\A happy'The Thinker'.\I've already made copies of the pictures I took.\There's a chance they might accidentally get spread around. response:	Wha - Stop that!
context: Like I ever would.\Why should I come with you, huh?! I got plans with my frie -\Michael Jackson guiding a bus.\Mona Lisa attacking a corner at 200 kilometres an hour.\A happy'The Thinker'.\I've already made copies of the pictures I took.\There's a chance they might accidentally get spread around.\Wha - Stop that! response:	Okay, fine! I just have to come along, right?! Damn you!
context: Why should I come with you, huh?! I got plans with my frie -\Michael Jackson guiding a bus.\Mona Lisa attacking a corner at 200 kilometres an hour.\A happy'The Thinker'.\I've already made copies of the pictures I took.\There's a chance they might accidentally get spread around.\Wha - Stop that!\Okay, fine! I just have to come along, right?! Damn you! response:	Um, Ami-chan?
context: Michael Jackson guiding a bus.\Mona Lisa attacking a corner at 200 kilometres an hour.\A happy'The Thinker'.\I've already made copies of the pictures I took.\There's a chance they might accidentally get spread around.\Wha - Stop that!\Okay, fine! I just have to come along, right?! Damn you!\Um, Ami-chan? response:	I-I'm sorry!
context: Mona Lisa attacking a corner at 200 kilometres an hour.\A happy'The Thinker'.\I've already made copies of the pictures I took.\There's a chance they might accidentally get spread around.\Wha - Stop that!\Okay, fine! I just have to come along, right?! Damn you!\Um, Ami-chan?\I-I'm sorry! response:	I forgot I was going to eat lunch with Aisaka-san today.
context: A happy'The Thinker'.\I've already made copies of the pictures I took.\There's a chance they might accidentally get spread around.\Wha - Stop that!\Okay, fine! I just have to come along, right?! Damn you!\Um, Ami-chan?\I-I'm sorry!\I forgot I was going to eat lunch with Aisaka-san today. response:	I'm really sorry!
context: I've already made copies of the pictures I took.\There's a chance they might accidentally get spread around.\Wha - Stop that!\Okay, fine! I just have to come along, right?! Damn you!\Um, Ami-chan?\I-I'm sorry!\I forgot I was going to eat lunch with Aisaka-san today.\I'm really sorry! response:	Hey you! Wait up!
context: There's a chance they might accidentally get spread around.\Wha - Stop that!\Okay, fine! I just have to come along, right?! Damn you!\Um, Ami-chan?\I-I'm sorry!\I forgot I was going to eat lunch with Aisaka-san today.\I'm really sorry!\Hey you! Wait up! response:	Let's eat!
context: Wha - Stop that!\Okay, fine! I just have to come along, right?! Damn you!\Um, Ami-chan?\I-I'm sorry!\I forgot I was going to eat lunch with Aisaka-san today.\I'm really sorry!\Hey you! Wait up!\Let's eat! response:	Let's eat.
context: Okay, fine! I just have to come along, right?! Damn you!\Um, Ami-chan?\I-I'm sorry!\I forgot I was going to eat lunch with Aisaka-san today.\I'm really sorry!\Hey you! Wait up!\Let's eat!\Let's eat. response:	What's this supposed to be?
context: Um, Ami-chan?\I-I'm sorry!\I forgot I was going to eat lunch with Aisaka-san today.\I'm really sorry!\Hey you! Wait up!\Let's eat!\Let's eat.\What's this supposed to be? response:	If she keeps interacting with people just using her faCade,
context: I-I'm sorry!\I forgot I was going to eat lunch with Aisaka-san today.\I'm really sorry!\Hey you! Wait up!\Let's eat!\Let's eat.\What's this supposed to be?\If she keeps interacting with people just using her faCade, response:	Ami won't make any real friends.
context: I forgot I was going to eat lunch with Aisaka-san today.\I'm really sorry!\Hey you! Wait up!\Let's eat!\Let's eat.\What's this supposed to be?\If she keeps interacting with people just using her faCade,\Ami won't make any real friends. response:	So I'm asking you two, who know her true colours already, to take care of her.
context: I'm really sorry!\Hey you! Wait up!\Let's eat!\Let's eat.\What's this supposed to be?\If she keeps interacting with people just using her faCade,\Ami won't make any real friends.\So I'm asking you two, who know her true colours already, to take care of her. response:	You say that... I wouldn't mind,
context: Hey you! Wait up!\Let's eat!\Let's eat.\What's this supposed to be?\If she keeps interacting with people just using her faCade,\Ami won't make any real friends.\So I'm asking you two, who know her true colours already, to take care of her.\You say that... I wouldn't mind, response:	but no matter how you look at it, the chemistry between Taiga and Kawashima's not really...
context: Let's eat!\Let's eat.\What's this supposed to be?\If she keeps interacting with people just using her faCade,\Ami won't make any real friends.\So I'm asking you two, who know her true colours already, to take care of her.\You say that... I wouldn't mind,\but no matter how you look at it, the chemistry between Taiga and Kawashima's not really... response:	Aisaka!
