context: My brother, my brother... response:	My brother, my brother...
context: It finally stopped.\Come on, let's go home.\Listen, I'm not living here just for the hell of it.\I'm living in a dorm because there's something I need to do.\You're lying.\When we lived near here,\you said you wanted to go to Suimei High...\because it was the closest school to our house. response:	I-I can't have you underestimating me, Sis.
context: Come on, let's go home.\Listen, I'm not living here just for the hell of it.\I'm living in a dorm because there's something I need to do.\You're lying.\When we lived near here,\you said you wanted to go to Suimei High...\because it was the closest school to our house.\I-I can't have you underestimating me, Sis. response:	There really is something...
context: Listen, I'm not living here just for the hell of it.\I'm living in a dorm because there's something I need to do.\You're lying.\When we lived near here,\you said you wanted to go to Suimei High...\because it was the closest school to our house.\I-I can't have you underestimating me, Sis.\There really is something... response:	I have to do over summer vacation.
context: I'm living in a dorm because there's something I need to do.\You're lying.\When we lived near here,\you said you wanted to go to Suimei High...\because it was the closest school to our house.\I-I can't have you underestimating me, Sis.\There really is something...\I have to do over summer vacation. response:	Do what exactly?!
context: You're lying.\When we lived near here,\you said you wanted to go to Suimei High...\because it was the closest school to our house.\I-I can't have you underestimating me, Sis.\There really is something...\I have to do over summer vacation.\Do what exactly?! response:	So, you really are doing those unmentionable things with Mashiro-san and Nanami-san...
context: When we lived near here,\you said you wanted to go to Suimei High...\because it was the closest school to our house.\I-I can't have you underestimating me, Sis.\There really is something...\I have to do over summer vacation.\Do what exactly?!\So, you really are doing those unmentionable things with Mashiro-san and Nanami-san... response:	Like hell I am!
context: you said you wanted to go to Suimei High...\because it was the closest school to our house.\I-I can't have you underestimating me, Sis.\There really is something...\I have to do over summer vacation.\Do what exactly?!\So, you really are doing those unmentionable things with Mashiro-san and Nanami-san...\Like hell I am! response:	Sorata.
context: because it was the closest school to our house.\I-I can't have you underestimating me, Sis.\There really is something...\I have to do over summer vacation.\Do what exactly?!\So, you really are doing those unmentionable things with Mashiro-san and Nanami-san...\Like hell I am!\Sorata. response:	Shiina? What's wrong?
context: I-I can't have you underestimating me, Sis.\There really is something...\I have to do over summer vacation.\Do what exactly?!\So, you really are doing those unmentionable things with Mashiro-san and Nanami-san...\Like hell I am!\Sorata.\Shiina? What's wrong? response:	It's ready.
context: There really is something...\I have to do over summer vacation.\Do what exactly?!\So, you really are doing those unmentionable things with Mashiro-san and Nanami-san...\Like hell I am!\Sorata.\Shiina? What's wrong?\It's ready. response:	What? Congratulations?
context: I have to do over summer vacation.\Do what exactly?!\So, you really are doing those unmentionable things with Mashiro-san and Nanami-san...\Like hell I am!\Sorata.\Shiina? What's wrong?\It's ready.\What? Congratulations? response:	Wh-What the heck did you do?!
context: Do what exactly?!\So, you really are doing those unmentionable things with Mashiro-san and Nanami-san...\Like hell I am!\Sorata.\Shiina? What's wrong?\It's ready.\What? Congratulations?\Wh-What the heck did you do?! response:	Nothing! I didn't do anything!
context: So, you really are doing those unmentionable things with Mashiro-san and Nanami-san...\Like hell I am!\Sorata.\Shiina? What's wrong?\It's ready.\What? Congratulations?\Wh-What the heck did you do?!\Nothing! I didn't do anything! response:	I'm innocent!
context: Like hell I am!\Sorata.\Shiina? What's wrong?\It's ready.\What? Congratulations?\Wh-What the heck did you do?!\Nothing! I didn't do anything!\I'm innocent! response:	Dinner's ready.
context: Sorata.\Shiina? What's wrong?\It's ready.\What? Congratulations?\Wh-What the heck did you do?!\Nothing! I didn't do anything!\I'm innocent!\Dinner's ready. response:	Say that first!
context: Shiina? What's wrong?\It's ready.\What? Congratulations?\Wh-What the heck did you do?!\Nothing! I didn't do anything!\I'm innocent!\Dinner's ready.\Say that first! response:	Thanks for the food.
context: It's ready.\What? Congratulations?\Wh-What the heck did you do?!\Nothing! I didn't do anything!\I'm innocent!\Dinner's ready.\Say that first!\Thanks for the food. response:	Huh?
context: What? Congratulations?\Wh-What the heck did you do?!\Nothing! I didn't do anything!\I'm innocent!\Dinner's ready.\Say that first!\Thanks for the food.\Huh? response:	Misaki-senpai isn't here.
context: Wh-What the heck did you do?!\Nothing! I didn't do anything!\I'm innocent!\Dinner's ready.\Say that first!\Thanks for the food.\Huh?\Misaki-senpai isn't here. response:	I bet right now she's...
context: Nothing! I didn't do anything!\I'm innocent!\Dinner's ready.\Say that first!\Thanks for the food.\Huh?\Misaki-senpai isn't here.\I bet right now she's... response:	Ralph the Ripper's heading towards the suburbs!
context: I'm innocent!\Dinner's ready.\Say that first!\Thanks for the food.\Huh?\Misaki-senpai isn't here.\I bet right now she's...\Ralph the Ripper's heading towards the suburbs! response:	The target is a white sports car!
context: Dinner's ready.\Say that first!\Thanks for the food.\Huh?\Misaki-senpai isn't here.\I bet right now she's...\Ralph the Ripper's heading towards the suburbs!\The target is a white sports car! response:	Found him! Boom!
context: Say that first!\Thanks for the food.\Huh?\Misaki-senpai isn't here.\I bet right now she's...\Ralph the Ripper's heading towards the suburbs!\The target is a white sports car!\Found him! Boom! response:	He counters with eye beams! Blammo!
context: Thanks for the food.\Huh?\Misaki-senpai isn't here.\I bet right now she's...\Ralph the Ripper's heading towards the suburbs!\The target is a white sports car!\Found him! Boom!\He counters with eye beams! Blammo! response:	That must be it.
context: Huh?\Misaki-senpai isn't here.\I bet right now she's...\Ralph the Ripper's heading towards the suburbs!\The target is a white sports car!\Found him! Boom!\He counters with eye beams! Blammo!\That must be it. response:	By the way, Yuko-chan, what year are you in?
context: Misaki-senpai isn't here.\I bet right now she's...\Ralph the Ripper's heading towards the suburbs!\The target is a white sports car!\Found him! Boom!\He counters with eye beams! Blammo!\That must be it.\By the way, Yuko-chan, what year are you in? response:	My third year.
context: I bet right now she's...\Ralph the Ripper's heading towards the suburbs!\The target is a white sports car!\Found him! Boom!\He counters with eye beams! Blammo!\That must be it.\By the way, Yuko-chan, what year are you in?\My third year. response:	I see.
context: Ralph the Ripper's heading towards the suburbs!\The target is a white sports car!\Found him! Boom!\He counters with eye beams! Blammo!\That must be it.\By the way, Yuko-chan, what year are you in?\My third year.\I see. response:	You're pretty tall for a third year.
context: The target is a white sports car!\Found him! Boom!\He counters with eye beams! Blammo!\That must be it.\By the way, Yuko-chan, what year are you in?\My third year.\I see.\You're pretty tall for a third year. response:	She is a third year, but she meant her third year of middle school.
context: Found him! Boom!\He counters with eye beams! Blammo!\That must be it.\By the way, Yuko-chan, what year are you in?\My third year.\I see.\You're pretty tall for a third year.\She is a third year, but she meant her third year of middle school. response:	What?!
context: He counters with eye beams! Blammo!\That must be it.\By the way, Yuko-chan, what year are you in?\My third year.\I see.\You're pretty tall for a third year.\She is a third year, but she meant her third year of middle school.\What?! response:	O-Oh, I see. I should've known.
context: That must be it.\By the way, Yuko-chan, what year are you in?\My third year.\I see.\You're pretty tall for a third year.\She is a third year, but she meant her third year of middle school.\What?!\O-Oh, I see. I should've known. response:	Yes!
context: By the way, Yuko-chan, what year are you in?\My third year.\I see.\You're pretty tall for a third year.\She is a third year, but she meant her third year of middle school.\What?!\O-Oh, I see. I should've known.\Yes! response:	What should I do, Bro?
context: My third year.\I see.\You're pretty tall for a third year.\She is a third year, but she meant her third year of middle school.\What?!\O-Oh, I see. I should've known.\Yes!\What should I do, Bro? response:	Everyone's saying I'm really mature.
context: I see.\You're pretty tall for a third year.\She is a third year, but she meant her third year of middle school.\What?!\O-Oh, I see. I should've known.\Yes!\What should I do, Bro?\Everyone's saying I'm really mature. response:	How can you be happy about the route this conversation has taken?
context: You're pretty tall for a third year.\She is a third year, but she meant her third year of middle school.\What?!\O-Oh, I see. I should've known.\Yes!\What should I do, Bro?\Everyone's saying I'm really mature.\How can you be happy about the route this conversation has taken? response:	You're too optimistic, or too positive... or something.
context: She is a third year, but she meant her third year of middle school.\What?!\O-Oh, I see. I should've known.\Yes!\What should I do, Bro?\Everyone's saying I'm really mature.\How can you be happy about the route this conversation has taken?\You're too optimistic, or too positive... or something. response:	That's what's so great about me.
context: What?!\O-Oh, I see. I should've known.\Yes!\What should I do, Bro?\Everyone's saying I'm really mature.\How can you be happy about the route this conversation has taken?\You're too optimistic, or too positive... or something.\That's what's so great about me. response:	Sure, sure.
context: O-Oh, I see. I should've known.\Yes!\What should I do, Bro?\Everyone's saying I'm really mature.\How can you be happy about the route this conversation has taken?\You're too optimistic, or too positive... or something.\That's what's so great about me.\Sure, sure. response:	Great about... Great about... Great about me.
context: Yes!\What should I do, Bro?\Everyone's saying I'm really mature.\How can you be happy about the route this conversation has taken?\You're too optimistic, or too positive... or something.\That's what's so great about me.\Sure, sure.\Great about... Great about... Great about me. response:	Sora
context: What should I do, Bro?\Everyone's saying I'm really mature.\How can you be happy about the route this conversation has taken?\You're too optimistic, or too positive... or something.\That's what's so great about me.\Sure, sure.\Great about... Great about... Great about me.\Sora response:	Mashiro, look at you. You've got food on your face.
context: Everyone's saying I'm really mature.\How can you be happy about the route this conversation has taken?\You're too optimistic, or too positive... or something.\That's what's so great about me.\Sure, sure.\Great about... Great about... Great about me.\Sora\Mashiro, look at you. You've got food on your face. response:	You've got some on yours, too.
context: How can you be happy about the route this conversation has taken?\You're too optimistic, or too positive... or something.\That's what's so great about me.\Sure, sure.\Great about... Great about... Great about me.\Sora\Mashiro, look at you. You've got food on your face.\You've got some on yours, too. response:	What?!
context: You're too optimistic, or too positive... or something.\That's what's so great about me.\Sure, sure.\Great about... Great about... Great about me.\Sora\Mashiro, look at you. You've got food on your face.\You've got some on yours, too.\What?! response:	Huh? What?
context: That's what's so great about me.\Sure, sure.\Great about... Great about... Great about me.\Sora\Mashiro, look at you. You've got food on your face.\You've got some on yours, too.\What?!\Huh? What? response:	Aoyama-sama, you're surprisingly assertive, aren't you?
context: Sure, sure.\Great about... Great about... Great about me.\Sora\Mashiro, look at you. You've got food on your face.\You've got some on yours, too.\What?!\Huh? What?\Aoyama-sama, you're surprisingly assertive, aren't you? response:	N-No, I'm not!
context: Great about... Great about... Great about me.\Sora\Mashiro, look at you. You've got food on your face.\You've got some on yours, too.\What?!\Huh? What?\Aoyama-sama, you're surprisingly assertive, aren't you?\N-No, I'm not! response:	That was a coincidence!
context: Sora\Mashiro, look at you. You've got food on your face.\You've got some on yours, too.\What?!\Huh? What?\Aoyama-sama, you're surprisingly assertive, aren't you?\N-No, I'm not!\That was a coincidence! response:	Getting worked up like that just makes you more suspicious.
context: Mashiro, look at you. You've got food on your face.\You've got some on yours, too.\What?!\Huh? What?\Aoyama-sama, you're surprisingly assertive, aren't you?\N-No, I'm not!\That was a coincidence!\Getting worked up like that just makes you more suspicious. response:	No! I'm really not!
context: You've got some on yours, too.\What?!\Huh? What?\Aoyama-sama, you're surprisingly assertive, aren't you?\N-No, I'm not!\That was a coincidence!\Getting worked up like that just makes you more suspicious.\No! I'm really not! response:	It's fine.
context: What?!\Huh? What?\Aoyama-sama, you're surprisingly assertive, aren't you?\N-No, I'm not!\That was a coincidence!\Getting worked up like that just makes you more suspicious.\No! I'm really not!\It's fine. response:	No, it's not!
context: Huh? What?\Aoyama-sama, you're surprisingly assertive, aren't you?\N-No, I'm not!\That was a coincidence!\Getting worked up like that just makes you more suspicious.\No! I'm really not!\It's fine.\No, it's not! response:	I'm telling you, I'm really not like that!
context: Aoyama-sama, you're surprisingly assertive, aren't you?\N-No, I'm not!\That was a coincidence!\Getting worked up like that just makes you more suspicious.\No! I'm really not!\It's fine.\No, it's not!\I'm telling you, I'm really not like that! response:	Well, I'm going to take a bath and head over to Kana-san's place.
context: N-No, I'm not!\That was a coincidence!\Getting worked up like that just makes you more suspicious.\No! I'm really not!\It's fine.\No, it's not!\I'm telling you, I'm really not like that!\Well, I'm going to take a bath and head over to Kana-san's place. response:	Senpai!
context: That was a coincidence!\Getting worked up like that just makes you more suspicious.\No! I'm really not!\It's fine.\No, it's not!\I'm telling you, I'm really not like that!\Well, I'm going to take a bath and head over to Kana-san's place.\Senpai! response:	The bath is actually, well...
context: Getting worked up like that just makes you more suspicious.\No! I'm really not!\It's fine.\No, it's not!\I'm telling you, I'm really not like that!\Well, I'm going to take a bath and head over to Kana-san's place.\Senpai!\The bath is actually, well... response:	I'm really not... That was just...
context: No! I'm really not!\It's fine.\No, it's not!\I'm telling you, I'm really not like that!\Well, I'm going to take a bath and head over to Kana-san's place.\Senpai!\The bath is actually, well...\I'm really not... That was just... response:	It's nice to do this every once in a while.
context: It's fine.\No, it's not!\I'm telling you, I'm really not like that!\Well, I'm going to take a bath and head over to Kana-san's place.\Senpai!\The bath is actually, well...\I'm really not... That was just...\It's nice to do this every once in a while. response:	Yeah.
context: No, it's not!\I'm telling you, I'm really not like that!\Well, I'm going to take a bath and head over to Kana-san's place.\Senpai!\The bath is actually, well...\I'm really not... That was just...\It's nice to do this every once in a while.\Yeah. response:	Oh, wow! Mashiro-san, what's up with your body?!
context: I'm telling you, I'm really not like that!\Well, I'm going to take a bath and head over to Kana-san's place.\Senpai!\The bath is actually, well...\I'm really not... That was just...\It's nice to do this every once in a while.\Yeah.\Oh, wow! Mashiro-san, what's up with your body?! response:	Your skin's so white and smooth.
context: Well, I'm going to take a bath and head over to Kana-san's place.\Senpai!\The bath is actually, well...\I'm really not... That was just...\It's nice to do this every once in a while.\Yeah.\Oh, wow! Mashiro-san, what's up with your body?!\Your skin's so white and smooth. response:	I thought you were flatter than this...
context: Senpai!\The bath is actually, well...\I'm really not... That was just...\It's nice to do this every once in a while.\Yeah.\Oh, wow! Mashiro-san, what's up with your body?!\Your skin's so white and smooth.\I thought you were flatter than this... response:	Your boobs are surprisingly large, and your waistline's a knockout!
context: The bath is actually, well...\I'm really not... That was just...\It's nice to do this every once in a while.\Yeah.\Oh, wow! Mashiro-san, what's up with your body?!\Your skin's so white and smooth.\I thought you were flatter than this...\Your boobs are surprisingly large, and your waistline's a knockout! response:	It sure is...
context: I'm really not... That was just...\It's nice to do this every once in a while.\Yeah.\Oh, wow! Mashiro-san, what's up with your body?!\Your skin's so white and smooth.\I thought you were flatter than this...\Your boobs are surprisingly large, and your waistline's a knockout!\It sure is... response:	I can't believe you're a human like me!
context: It's nice to do this every once in a while.\Yeah.\Oh, wow! Mashiro-san, what's up with your body?!\Your skin's so white and smooth.\I thought you were flatter than this...\Your boobs are surprisingly large, and your waistline's a knockout!\It sure is...\I can't believe you're a human like me! response:	You're a fairy!
context: Yeah.\Oh, wow! Mashiro-san, what's up with your body?!\Your skin's so white and smooth.\I thought you were flatter than this...\Your boobs are surprisingly large, and your waistline's a knockout!\It sure is...\I can't believe you're a human like me!\You're a fairy! response:	Yuko, you're a dwarf.
context: Oh, wow! Mashiro-san, what's up with your body?!\Your skin's so white and smooth.\I thought you were flatter than this...\Your boobs are surprisingly large, and your waistline's a knockout!\It sure is...\I can't believe you're a human like me!\You're a fairy!\Yuko, you're a dwarf. response:	Dwarf
context: Your skin's so white and smooth.\I thought you were flatter than this...\Your boobs are surprisingly large, and your waistline's a knockout!\It sure is...\I can't believe you're a human like me!\You're a fairy!\Yuko, you're a dwarf.\Dwarf response:	Ow!
context: I thought you were flatter than this...\Your boobs are surprisingly large, and your waistline's a knockout!\It sure is...\I can't believe you're a human like me!\You're a fairy!\Yuko, you're a dwarf.\Dwarf\Ow! response:	H-Hey, Yuko-chan?! Stop it! Stop!
context: Your boobs are surprisingly large, and your waistline's a knockout!\It sure is...\I can't believe you're a human like me!\You're a fairy!\Yuko, you're a dwarf.\Dwarf\Ow!\H-Hey, Yuko-chan?! Stop it! Stop! response:	Mashiro-san's making fun of me.
context: It sure is...\I can't believe you're a human like me!\You're a fairy!\Yuko, you're a dwarf.\Dwarf\Ow!\H-Hey, Yuko-chan?! Stop it! Stop!\Mashiro-san's making fun of me. response:	Nanami-san's are bigger. She's a formidable opponent.
context: I can't believe you're a human like me!\You're a fairy!\Yuko, you're a dwarf.\Dwarf\Ow!\H-Hey, Yuko-chan?! Stop it! Stop!\Mashiro-san's making fun of me.\Nanami-san's are bigger. She's a formidable opponent. response:	Nanami, you're soft.
context: You're a fairy!\Yuko, you're a dwarf.\Dwarf\Ow!\H-Hey, Yuko-chan?! Stop it! Stop!\Mashiro-san's making fun of me.\Nanami-san's are bigger. She's a formidable opponent.\Nanami, you're soft. response:	Mashiro, why are you touching me, too?!
context: Yuko, you're a dwarf.\Dwarf\Ow!\H-Hey, Yuko-chan?! Stop it! Stop!\Mashiro-san's making fun of me.\Nanami-san's are bigger. She's a formidable opponent.\Nanami, you're soft.\Mashiro, why are you touching me, too?! response:	I see. So, Aoyama-san's soft, is she?
context: Dwarf\Ow!\H-Hey, Yuko-chan?! Stop it! Stop!\Mashiro-san's making fun of me.\Nanami-san's are bigger. She's a formidable opponent.\Nanami, you're soft.\Mashiro, why are you touching me, too?!\I see. So, Aoyama-san's soft, is she? response:	Sorata, whose naked body are you visualizing?
context: Ow!\H-Hey, Yuko-chan?! Stop it! Stop!\Mashiro-san's making fun of me.\Nanami-san's are bigger. She's a formidable opponent.\Nanami, you're soft.\Mashiro, why are you touching me, too?!\I see. So, Aoyama-san's soft, is she?\Sorata, whose naked body are you visualizing? response:	What?! N-Nobody's!
context: H-Hey, Yuko-chan?! Stop it! Stop!\Mashiro-san's making fun of me.\Nanami-san's are bigger. She's a formidable opponent.\Nanami, you're soft.\Mashiro, why are you touching me, too?!\I see. So, Aoyama-san's soft, is she?\Sorata, whose naked body are you visualizing?\What?! N-Nobody's! response:	K-Kanda-kun, don't fantasize about us!
context: Mashiro-san's making fun of me.\Nanami-san's are bigger. She's a formidable opponent.\Nanami, you're soft.\Mashiro, why are you touching me, too?!\I see. So, Aoyama-san's soft, is she?\Sorata, whose naked body are you visualizing?\What?! N-Nobody's!\K-Kanda-kun, don't fantasize about us! response:	What a waste.
context: Nanami-san's are bigger. She's a formidable opponent.\Nanami, you're soft.\Mashiro, why are you touching me, too?!\I see. So, Aoyama-san's soft, is she?\Sorata, whose naked body are you visualizing?\What?! N-Nobody's!\K-Kanda-kun, don't fantasize about us!\What a waste. response:	In this country, the law recognizes our right to free thought.
context: Nanami, you're soft.\Mashiro, why are you touching me, too?!\I see. So, Aoyama-san's soft, is she?\Sorata, whose naked body are you visualizing?\What?! N-Nobody's!\K-Kanda-kun, don't fantasize about us!\What a waste.\In this country, the law recognizes our right to free thought. response:	It doesn't give you the right to fantasize!
context: Mashiro, why are you touching me, too?!\I see. So, Aoyama-san's soft, is she?\Sorata, whose naked body are you visualizing?\What?! N-Nobody's!\K-Kanda-kun, don't fantasize about us!\What a waste.\In this country, the law recognizes our right to free thought.\It doesn't give you the right to fantasize! response:	Boys are always so
context: I see. So, Aoyama-san's soft, is she?\Sorata, whose naked body are you visualizing?\What?! N-Nobody's!\K-Kanda-kun, don't fantasize about us!\What a waste.\In this country, the law recognizes our right to free thought.\It doesn't give you the right to fantasize!\Boys are always so response:	Huh? Wh-What?
context: Sorata, whose naked body are you visualizing?\What?! N-Nobody's!\K-Kanda-kun, don't fantasize about us!\What a waste.\In this country, the law recognizes our right to free thought.\It doesn't give you the right to fantasize!\Boys are always so\Huh? Wh-What? response:	Nanami-san, you seduced my brother with that body.
context: What?! N-Nobody's!\K-Kanda-kun, don't fantasize about us!\What a waste.\In this country, the law recognizes our right to free thought.\It doesn't give you the right to fantasize!\Boys are always so\Huh? Wh-What?\Nanami-san, you seduced my brother with that body. response:	I-I didn't do anything of the sort!
context: K-Kanda-kun, don't fantasize about us!\What a waste.\In this country, the law recognizes our right to free thought.\It doesn't give you the right to fantasize!\Boys are always so\Huh? Wh-What?\Nanami-san, you seduced my brother with that body.\I-I didn't do anything of the sort! response:	Anyway, he has someone more amazing closer to him...
context: What a waste.\In this country, the law recognizes our right to free thought.\It doesn't give you the right to fantasize!\Boys are always so\Huh? Wh-What?\Nanami-san, you seduced my brother with that body.\I-I didn't do anything of the sort!\Anyway, he has someone more amazing closer to him... response:	Kaboom!
context: In this country, the law recognizes our right to free thought.\It doesn't give you the right to fantasize!\Boys are always so\Huh? Wh-What?\Nanami-san, you seduced my brother with that body.\I-I didn't do anything of the sort!\Anyway, he has someone more amazing closer to him...\Kaboom! response:	Nanami-san, you're plenty big!
context: It doesn't give you the right to fantasize!\Boys are always so\Huh? Wh-What?\Nanami-san, you seduced my brother with that body.\I-I didn't do anything of the sort!\Anyway, he has someone more amazing closer to him...\Kaboom!\Nanami-san, you're plenty big! response:	Why am I the only dwarf?
context: Boys are always so\Huh? Wh-What?\Nanami-san, you seduced my brother with that body.\I-I didn't do anything of the sort!\Anyway, he has someone more amazing closer to him...\Kaboom!\Nanami-san, you're plenty big!\Why am I the only dwarf? response:	It's okay, Yuko-chan.
context: Huh? Wh-What?\Nanami-san, you seduced my brother with that body.\I-I didn't do anything of the sort!\Anyway, he has someone more amazing closer to him...\Kaboom!\Nanami-san, you're plenty big!\Why am I the only dwarf?\It's okay, Yuko-chan. response:	I'm sure they'll get bigger once you start high school.
context: Nanami-san, you seduced my brother with that body.\I-I didn't do anything of the sort!\Anyway, he has someone more amazing closer to him...\Kaboom!\Nanami-san, you're plenty big!\Why am I the only dwarf?\It's okay, Yuko-chan.\I'm sure they'll get bigger once you start high school. response:	Big and bouncy, just like Aoyama-san's.
context: I-I didn't do anything of the sort!\Anyway, he has someone more amazing closer to him...\Kaboom!\Nanami-san, you're plenty big!\Why am I the only dwarf?\It's okay, Yuko-chan.\I'm sure they'll get bigger once you start high school.\Big and bouncy, just like Aoyama-san's. response:	Mitaka-senpai!
context: Anyway, he has someone more amazing closer to him...\Kaboom!\Nanami-san, you're plenty big!\Why am I the only dwarf?\It's okay, Yuko-chan.\I'm sure they'll get bigger once you start high school.\Big and bouncy, just like Aoyama-san's.\Mitaka-senpai! response:	You're right. My battle is just beginning!
context: Kaboom!\Nanami-san, you're plenty big!\Why am I the only dwarf?\It's okay, Yuko-chan.\I'm sure they'll get bigger once you start high school.\Big and bouncy, just like Aoyama-san's.\Mitaka-senpai!\You're right. My battle is just beginning! response:	Just you wait, Bro.
context: Nanami-san, you're plenty big!\Why am I the only dwarf?\It's okay, Yuko-chan.\I'm sure they'll get bigger once you start high school.\Big and bouncy, just like Aoyama-san's.\Mitaka-senpai!\You're right. My battle is just beginning!\Just you wait, Bro. response:	I'll save you from the clutches of evil!
context: Why am I the only dwarf?\It's okay, Yuko-chan.\I'm sure they'll get bigger once you start high school.\Big and bouncy, just like Aoyama-san's.\Mitaka-senpai!\You're right. My battle is just beginning!\Just you wait, Bro.\I'll save you from the clutches of evil! response:	The Clutches of Evil
context: It's okay, Yuko-chan.\I'm sure they'll get bigger once you start high school.\Big and bouncy, just like Aoyama-san's.\Mitaka-senpai!\You're right. My battle is just beginning!\Just you wait, Bro.\I'll save you from the clutches of evil!\The Clutches of Evil response:	If that's a TV show, it should be canceled.
context: I'm sure they'll get bigger once you start high school.\Big and bouncy, just like Aoyama-san's.\Mitaka-senpai!\You're right. My battle is just beginning!\Just you wait, Bro.\I'll save you from the clutches of evil!\The Clutches of Evil\If that's a TV show, it should be canceled. response:	It's tough being popular.
context: Big and bouncy, just like Aoyama-san's.\Mitaka-senpai!\You're right. My battle is just beginning!\Just you wait, Bro.\I'll save you from the clutches of evil!\The Clutches of Evil\If that's a TV show, it should be canceled.\It's tough being popular. response:	Student Driver
context: Mitaka-senpai!\You're right. My battle is just beginning!\Just you wait, Bro.\I'll save you from the clutches of evil!\The Clutches of Evil\If that's a TV show, it should be canceled.\It's tough being popular.\Student Driver response:	You're late, Nancy!
context: You're right. My battle is just beginning!\Just you wait, Bro.\I'll save you from the clutches of evil!\The Clutches of Evil\If that's a TV show, it should be canceled.\It's tough being popular.\Student Driver\You're late, Nancy! response:	Nanba Shiori
context: Just you wait, Bro.\I'll save you from the clutches of evil!\The Clutches of Evil\If that's a TV show, it should be canceled.\It's tough being popular.\Student Driver\You're late, Nancy!\Nanba Shiori response:	Who are you calling Nancy?!
context: I'll save you from the clutches of evil!\The Clutches of Evil\If that's a TV show, it should be canceled.\It's tough being popular.\Student Driver\You're late, Nancy!\Nanba Shiori\Who are you calling Nancy?! response:	No announcement of the screening results yet...
context: The Clutches of Evil\If that's a TV show, it should be canceled.\It's tough being popular.\Student Driver\You're late, Nancy!\Nanba Shiori\Who are you calling Nancy?!\No announcement of the screening results yet... response:	I can't relax!
context: If that's a TV show, it should be canceled.\It's tough being popular.\Student Driver\You're late, Nancy!\Nanba Shiori\Who are you calling Nancy?!\No announcement of the screening results yet...\I can't relax! response:	Um, don't you think...
context: It's tough being popular.\Student Driver\You're late, Nancy!\Nanba Shiori\Who are you calling Nancy?!\No announcement of the screening results yet...\I can't relax!\Um, don't you think... response:	that the population density of my room's been awfully high lately?
context: Student Driver\You're late, Nancy!\Nanba Shiori\Who are you calling Nancy?!\No announcement of the screening results yet...\I can't relax!\Um, don't you think...\that the population density of my room's been awfully high lately? response:	This is an emergency report from Nancy.
context: You're late, Nancy!\Nanba Shiori\Who are you calling Nancy?!\No announcement of the screening results yet...\I can't relax!\Um, don't you think...\that the population density of my room's been awfully high lately?\This is an emergency report from Nancy. response:	Carlos, the wanted bank robber, has been spotted on Route 301.
context: Nanba Shiori\Who are you calling Nancy?!\No announcement of the screening results yet...\I can't relax!\Um, don't you think...\that the population density of my room's been awfully high lately?\This is an emergency report from Nancy.\Carlos, the wanted bank robber, has been spotted on Route 301. response:	Gotcha!
context: Who are you calling Nancy?!\No announcement of the screening results yet...\I can't relax!\Um, don't you think...\that the population density of my room's been awfully high lately?\This is an emergency report from Nancy.\Carlos, the wanted bank robber, has been spotted on Route 301.\Gotcha! response:	Be the way, Yuko,
context: No announcement of the screening results yet...\I can't relax!\Um, don't you think...\that the population density of my room's been awfully high lately?\This is an emergency report from Nancy.\Carlos, the wanted bank robber, has been spotted on Route 301.\Gotcha!\Be the way, Yuko, response:	didn't you want to talk to me about your future?
context: I can't relax!\Um, don't you think...\that the population density of my room's been awfully high lately?\This is an emergency report from Nancy.\Carlos, the wanted bank robber, has been spotted on Route 301.\Gotcha!\Be the way, Yuko,\didn't you want to talk to me about your future? response:	If you don't hurry, you'll run out of time.
context: Um, don't you think...\that the population density of my room's been awfully high lately?\This is an emergency report from Nancy.\Carlos, the wanted bank robber, has been spotted on Route 301.\Gotcha!\Be the way, Yuko,\didn't you want to talk to me about your future?\If you don't hurry, you'll run out of time. response:	That was just an excuse to come here.
context: that the population density of my room's been awfully high lately?\This is an emergency report from Nancy.\Carlos, the wanted bank robber, has been spotted on Route 301.\Gotcha!\Be the way, Yuko,\didn't you want to talk to me about your future?\If you don't hurry, you'll run out of time.\That was just an excuse to come here. response:	I actually just came to impose on you.
context: This is an emergency report from Nancy.\Carlos, the wanted bank robber, has been spotted on Route 301.\Gotcha!\Be the way, Yuko,\didn't you want to talk to me about your future?\If you don't hurry, you'll run out of time.\That was just an excuse to come here.\I actually just came to impose on you. response:	Take a look at the available jobs!
context: Carlos, the wanted bank robber, has been spotted on Route 301.\Gotcha!\Be the way, Yuko,\didn't you want to talk to me about your future?\If you don't hurry, you'll run out of time.\That was just an excuse to come here.\I actually just came to impose on you.\Take a look at the available jobs! response:	If you don't need anything here, go back to Fukuoka.
context: Gotcha!\Be the way, Yuko,\didn't you want to talk to me about your future?\If you don't hurry, you'll run out of time.\That was just an excuse to come here.\I actually just came to impose on you.\Take a look at the available jobs!\If you don't need anything here, go back to Fukuoka. response:	Don't you have anything to do besides playing games...
context: Be the way, Yuko,\didn't you want to talk to me about your future?\If you don't hurry, you'll run out of time.\That was just an excuse to come here.\I actually just came to impose on you.\Take a look at the available jobs!\If you don't need anything here, go back to Fukuoka.\Don't you have anything to do besides playing games... response:	and reading manga day after day?
context: didn't you want to talk to me about your future?\If you don't hurry, you'll run out of time.\That was just an excuse to come here.\I actually just came to impose on you.\Take a look at the available jobs!\If you don't need anything here, go back to Fukuoka.\Don't you have anything to do besides playing games...\and reading manga day after day? response:	Then, take me out somewhere!
