context: Why are you doing this? response:	I want you to go back to your Landing Castle
context: to those Orbital Knights who distinguished themselves in battle?\Me, you mean?\Yes. If Princess Asseylum were to honor their achievements,\it would win over more Orbital Knights to our side.\Our side?\Yes, Princess Lemrina.\Very well.\Incidentally, Slaine, what is my sister's condition? response:	The reports say that she is still in critical condition.
context: Me, you mean?\Yes. If Princess Asseylum were to honor their achievements,\it would win over more Orbital Knights to our side.\Our side?\Yes, Princess Lemrina.\Very well.\Incidentally, Slaine, what is my sister's condition?\The reports say that she is still in critical condition. response:	I see.
context: Yes. If Princess Asseylum were to honor their achievements,\it would win over more Orbital Knights to our side.\Our side?\Yes, Princess Lemrina.\Very well.\Incidentally, Slaine, what is my sister's condition?\The reports say that she is still in critical condition.\I see. response:	For now, all we can do is have faith in the medical staff and entrust her to their care.
context: it would win over more Orbital Knights to our side.\Our side?\Yes, Princess Lemrina.\Very well.\Incidentally, Slaine, what is my sister's condition?\The reports say that she is still in critical condition.\I see.\For now, all we can do is have faith in the medical staff and entrust her to their care. response:	That's true, let's pray for a quick recovery.
context: Our side?\Yes, Princess Lemrina.\Very well.\Incidentally, Slaine, what is my sister's condition?\The reports say that she is still in critical condition.\I see.\For now, all we can do is have faith in the medical staff and entrust her to their care.\That's true, let's pray for a quick recovery. response:	You shouldn't dwell on it too much either, Slaine.
context: Yes, Princess Lemrina.\Very well.\Incidentally, Slaine, what is my sister's condition?\The reports say that she is still in critical condition.\I see.\For now, all we can do is have faith in the medical staff and entrust her to their care.\That's true, let's pray for a quick recovery.\You shouldn't dwell on it too much either, Slaine. response:	Thank you for your kind words. Excuse me, but I must go.
context: Very well.\Incidentally, Slaine, what is my sister's condition?\The reports say that she is still in critical condition.\I see.\For now, all we can do is have faith in the medical staff and entrust her to their care.\That's true, let's pray for a quick recovery.\You shouldn't dwell on it too much either, Slaine.\Thank you for your kind words. Excuse me, but I must go. response:	You liar.
context: Incidentally, Slaine, what is my sister's condition?\The reports say that she is still in critical condition.\I see.\For now, all we can do is have faith in the medical staff and entrust her to their care.\That's true, let's pray for a quick recovery.\You shouldn't dwell on it too much either, Slaine.\Thank you for your kind words. Excuse me, but I must go.\You liar. response:	Clydesdale Leader to all units! All units, spread out!
context: The reports say that she is still in critical condition.\I see.\For now, all we can do is have faith in the medical staff and entrust her to their care.\That's true, let's pray for a quick recovery.\You shouldn't dwell on it too much either, Slaine.\Thank you for your kind words. Excuse me, but I must go.\You liar.\Clydesdale Leader to all units! All units, spread out! response:	Mustang Leader to Mustang 00. Nao, what's their position?
context: I see.\For now, all we can do is have faith in the medical staff and entrust her to their care.\That's true, let's pray for a quick recovery.\You shouldn't dwell on it too much either, Slaine.\Thank you for your kind words. Excuse me, but I must go.\You liar.\Clydesdale Leader to all units! All units, spread out!\Mustang Leader to Mustang 00. Nao, what's their position? response:	Preliminary results are in.
context: For now, all we can do is have faith in the medical staff and entrust her to their care.\That's true, let's pray for a quick recovery.\You shouldn't dwell on it too much either, Slaine.\Thank you for your kind words. Excuse me, but I must go.\You liar.\Clydesdale Leader to all units! All units, spread out!\Mustang Leader to Mustang 00. Nao, what's their position?\Preliminary results are in. response:	Sending coordinates and timing.
context: That's true, let's pray for a quick recovery.\You shouldn't dwell on it too much either, Slaine.\Thank you for your kind words. Excuse me, but I must go.\You liar.\Clydesdale Leader to all units! All units, spread out!\Mustang Leader to Mustang 00. Nao, what's their position?\Preliminary results are in.\Sending coordinates and timing. response:	Mustang 11, 22. Move out.
context: You shouldn't dwell on it too much either, Slaine.\Thank you for your kind words. Excuse me, but I must go.\You liar.\Clydesdale Leader to all units! All units, spread out!\Mustang Leader to Mustang 00. Nao, what's their position?\Preliminary results are in.\Sending coordinates and timing.\Mustang 11, 22. Move out. response:	- Roger. - Roger.
context: Thank you for your kind words. Excuse me, but I must go.\You liar.\Clydesdale Leader to all units! All units, spread out!\Mustang Leader to Mustang 00. Nao, what's their position?\Preliminary results are in.\Sending coordinates and timing.\Mustang 11, 22. Move out.\- Roger. - Roger. response:	Ortygia Master is our first target.
context: You liar.\Clydesdale Leader to all units! All units, spread out!\Mustang Leader to Mustang 00. Nao, what's their position?\Preliminary results are in.\Sending coordinates and timing.\Mustang 11, 22. Move out.\- Roger. - Roger.\Ortygia Master is our first target. response:	Attack simultaneously and destroy it.
context: Clydesdale Leader to all units! All units, spread out!\Mustang Leader to Mustang 00. Nao, what's their position?\Preliminary results are in.\Sending coordinates and timing.\Mustang 11, 22. Move out.\- Roger. - Roger.\Ortygia Master is our first target.\Attack simultaneously and destroy it. response:	Sorraia Platoon, straight ahead!
context: Mustang Leader to Mustang 00. Nao, what's their position?\Preliminary results are in.\Sending coordinates and timing.\Mustang 11, 22. Move out.\- Roger. - Roger.\Ortygia Master is our first target.\Attack simultaneously and destroy it.\Sorraia Platoon, straight ahead! response:	Gotland Platoon, swing around to the west!
context: Preliminary results are in.\Sending coordinates and timing.\Mustang 11, 22. Move out.\- Roger. - Roger.\Ortygia Master is our first target.\Attack simultaneously and destroy it.\Sorraia Platoon, straight ahead!\Gotland Platoon, swing around to the west! response:	Sorraia Platoon, acknowledged.
context: Sending coordinates and timing.\Mustang 11, 22. Move out.\- Roger. - Roger.\Ortygia Master is our first target.\Attack simultaneously and destroy it.\Sorraia Platoon, straight ahead!\Gotland Platoon, swing around to the west!\Sorraia Platoon, acknowledged. response:	Gotland Platoon, acknowledged!
context: Mustang 11, 22. Move out.\- Roger. - Roger.\Ortygia Master is our first target.\Attack simultaneously and destroy it.\Sorraia Platoon, straight ahead!\Gotland Platoon, swing around to the west!\Sorraia Platoon, acknowledged.\Gotland Platoon, acknowledged! response:	Master is the third from the right.
context: - Roger. - Roger.\Ortygia Master is our first target.\Attack simultaneously and destroy it.\Sorraia Platoon, straight ahead!\Gotland Platoon, swing around to the west!\Sorraia Platoon, acknowledged.\Gotland Platoon, acknowledged!\Master is the third from the right. response:	Commence attack!
context: Ortygia Master is our first target.\Attack simultaneously and destroy it.\Sorraia Platoon, straight ahead!\Gotland Platoon, swing around to the west!\Sorraia Platoon, acknowledged.\Gotland Platoon, acknowledged!\Master is the third from the right.\Commence attack! response:	You thought you had the original? Guess again.
context: Attack simultaneously and destroy it.\Sorraia Platoon, straight ahead!\Gotland Platoon, swing around to the west!\Sorraia Platoon, acknowledged.\Gotland Platoon, acknowledged!\Master is the third from the right.\Commence attack!\You thought you had the original? Guess again. response:	I, Orga, will deal with the main enemy force.
context: Sorraia Platoon, straight ahead!\Gotland Platoon, swing around to the west!\Sorraia Platoon, acknowledged.\Gotland Platoon, acknowledged!\Master is the third from the right.\Commence attack!\You thought you had the original? Guess again.\I, Orga, will deal with the main enemy force. response:	Nonius Platoon, Pleven Platoon, launch focused attack on the Skandia and destroy it.
context: Gotland Platoon, swing around to the west!\Sorraia Platoon, acknowledged.\Gotland Platoon, acknowledged!\Master is the third from the right.\Commence attack!\You thought you had the original? Guess again.\I, Orga, will deal with the main enemy force.\Nonius Platoon, Pleven Platoon, launch focused attack on the Skandia and destroy it. response:	Smoke grenades, fire.
context: Sorraia Platoon, acknowledged.\Gotland Platoon, acknowledged!\Master is the third from the right.\Commence attack!\You thought you had the original? Guess again.\I, Orga, will deal with the main enemy force.\Nonius Platoon, Pleven Platoon, launch focused attack on the Skandia and destroy it.\Smoke grenades, fire. response:	Spotted him! Over there!
context: Gotland Platoon, acknowledged!\Master is the third from the right.\Commence attack!\You thought you had the original? Guess again.\I, Orga, will deal with the main enemy force.\Nonius Platoon, Pleven Platoon, launch focused attack on the Skandia and destroy it.\Smoke grenades, fire.\Spotted him! Over there! response:	Fire, fire, fire, fire!
context: Master is the third from the right.\Commence attack!\You thought you had the original? Guess again.\I, Orga, will deal with the main enemy force.\Nonius Platoon, Pleven Platoon, launch focused attack on the Skandia and destroy it.\Smoke grenades, fire.\Spotted him! Over there!\Fire, fire, fire, fire! response:	Up to the same tricks again? What an unimaginative bunch.
context: Commence attack!\You thought you had the original? Guess again.\I, Orga, will deal with the main enemy force.\Nonius Platoon, Pleven Platoon, launch focused attack on the Skandia and destroy it.\Smoke grenades, fire.\Spotted him! Over there!\Fire, fire, fire, fire!\Up to the same tricks again? What an unimaginative bunch. response:	Don't you agree, Count Sebring?
context: You thought you had the original? Guess again.\I, Orga, will deal with the main enemy force.\Nonius Platoon, Pleven Platoon, launch focused attack on the Skandia and destroy it.\Smoke grenades, fire.\Spotted him! Over there!\Fire, fire, fire, fire!\Up to the same tricks again? What an unimaginative bunch.\Don't you agree, Count Sebring? response:	Let's have a little fun with them, Count Raffia!
context: I, Orga, will deal with the main enemy force.\Nonius Platoon, Pleven Platoon, launch focused attack on the Skandia and destroy it.\Smoke grenades, fire.\Spotted him! Over there!\Fire, fire, fire, fire!\Up to the same tricks again? What an unimaginative bunch.\Don't you agree, Count Sebring?\Let's have a little fun with them, Count Raffia! response:	The smoke screen vanished?!
context: Nonius Platoon, Pleven Platoon, launch focused attack on the Skandia and destroy it.\Smoke grenades, fire.\Spotted him! Over there!\Fire, fire, fire, fire!\Up to the same tricks again? What an unimaginative bunch.\Don't you agree, Count Sebring?\Let's have a little fun with them, Count Raffia!\The smoke screen vanished?! response:	Colloids are absorbed by ions.
context: Smoke grenades, fire.\Spotted him! Over there!\Fire, fire, fire, fire!\Up to the same tricks again? What an unimaginative bunch.\Don't you agree, Count Sebring?\Let's have a little fun with them, Count Raffia!\The smoke screen vanished?!\Colloids are absorbed by ions. response:	This is another way to use electricity.
context: Spotted him! Over there!\Fire, fire, fire, fire!\Up to the same tricks again? What an unimaginative bunch.\Don't you agree, Count Sebring?\Let's have a little fun with them, Count Raffia!\The smoke screen vanished?!\Colloids are absorbed by ions.\This is another way to use electricity. response:	A lightning attack from Invisibility?!
context: Fire, fire, fire, fire!\Up to the same tricks again? What an unimaginative bunch.\Don't you agree, Count Sebring?\Let's have a little fun with them, Count Raffia!\The smoke screen vanished?!\Colloids are absorbed by ions.\This is another way to use electricity.\A lightning attack from Invisibility?! response:	When one dies in battle, it ought to be a beautiful death, don't you think?
context: Up to the same tricks again? What an unimaginative bunch.\Don't you agree, Count Sebring?\Let's have a little fun with them, Count Raffia!\The smoke screen vanished?!\Colloids are absorbed by ions.\This is another way to use electricity.\A lightning attack from Invisibility?!\When one dies in battle, it ought to be a beautiful death, don't you think? response:	Assuming that you are true Kataphraktos operators.
context: Don't you agree, Count Sebring?\Let's have a little fun with them, Count Raffia!\The smoke screen vanished?!\Colloids are absorbed by ions.\This is another way to use electricity.\A lightning attack from Invisibility?!\When one dies in battle, it ought to be a beautiful death, don't you think?\Assuming that you are true Kataphraktos operators. response:	Main force and assault units both seem to be having trouble!
context: Let's have a little fun with them, Count Raffia!\The smoke screen vanished?!\Colloids are absorbed by ions.\This is another way to use electricity.\A lightning attack from Invisibility?!\When one dies in battle, it ought to be a beautiful death, don't you think?\Assuming that you are true Kataphraktos operators.\Main force and assault units both seem to be having trouble! response:	Meaning that Lightning and Invisibility are working together.
context: The smoke screen vanished?!\Colloids are absorbed by ions.\This is another way to use electricity.\A lightning attack from Invisibility?!\When one dies in battle, it ought to be a beautiful death, don't you think?\Assuming that you are true Kataphraktos operators.\Main force and assault units both seem to be having trouble!\Meaning that Lightning and Invisibility are working together. response:	Mustang 00, what's your status?
context: Colloids are absorbed by ions.\This is another way to use electricity.\A lightning attack from Invisibility?!\When one dies in battle, it ought to be a beautiful death, don't you think?\Assuming that you are true Kataphraktos operators.\Main force and assault units both seem to be having trouble!\Meaning that Lightning and Invisibility are working together.\Mustang 00, what's your status? response:	Data collected!
context: This is another way to use electricity.\A lightning attack from Invisibility?!\When one dies in battle, it ought to be a beautiful death, don't you think?\Assuming that you are true Kataphraktos operators.\Main force and assault units both seem to be having trouble!\Meaning that Lightning and Invisibility are working together.\Mustang 00, what's your status?\Data collected! response:	The smoke screen negation and expanded invisibility field were unexpected, though.
context: A lightning attack from Invisibility?!\When one dies in battle, it ought to be a beautiful death, don't you think?\Assuming that you are true Kataphraktos operators.\Main force and assault units both seem to be having trouble!\Meaning that Lightning and Invisibility are working together.\Mustang 00, what's your status?\Data collected!\The smoke screen negation and expanded invisibility field were unexpected, though. response:	Can you compensate?
context: When one dies in battle, it ought to be a beautiful death, don't you think?\Assuming that you are true Kataphraktos operators.\Main force and assault units both seem to be having trouble!\Meaning that Lightning and Invisibility are working together.\Mustang 00, what's your status?\Data collected!\The smoke screen negation and expanded invisibility field were unexpected, though.\Can you compensate? response:	I'll manage.
context: Assuming that you are true Kataphraktos operators.\Main force and assault units both seem to be having trouble!\Meaning that Lightning and Invisibility are working together.\Mustang 00, what's your status?\Data collected!\The smoke screen negation and expanded invisibility field were unexpected, though.\Can you compensate?\I'll manage. response:	I see...
context: Main force and assault units both seem to be having trouble!\Meaning that Lightning and Invisibility are working together.\Mustang 00, what's your status?\Data collected!\The smoke screen negation and expanded invisibility field were unexpected, though.\Can you compensate?\I'll manage.\I see... response:	After I lost consciousness, the war has gone on for nearly two years.
context: Meaning that Lightning and Invisibility are working together.\Mustang 00, what's your status?\Data collected!\The smoke screen negation and expanded invisibility field were unexpected, though.\Can you compensate?\I'll manage.\I see...\After I lost consciousness, the war has gone on for nearly two years. response:	Yes, Milady.
context: Mustang 00, what's your status?\Data collected!\The smoke screen negation and expanded invisibility field were unexpected, though.\Can you compensate?\I'll manage.\I see...\After I lost consciousness, the war has gone on for nearly two years.\Yes, Milady. response:	And it is Slaine who...
context: Data collected!\The smoke screen negation and expanded invisibility field were unexpected, though.\Can you compensate?\I'll manage.\I see...\After I lost consciousness, the war has gone on for nearly two years.\Yes, Milady.\And it is Slaine who... response:	What in the world is going on?
context: The smoke screen negation and expanded invisibility field were unexpected, though.\Can you compensate?\I'll manage.\I see...\After I lost consciousness, the war has gone on for nearly two years.\Yes, Milady.\And it is Slaine who...\What in the world is going on? response:	Milady, where are you going?
context: Can you compensate?\I'll manage.\I see...\After I lost consciousness, the war has gone on for nearly two years.\Yes, Milady.\And it is Slaine who...\What in the world is going on?\Milady, where are you going? response:	To see Slaine.
context: I'll manage.\I see...\After I lost consciousness, the war has gone on for nearly two years.\Yes, Milady.\And it is Slaine who...\What in the world is going on?\Milady, where are you going?\To see Slaine. response:	And to learn the truth.
context: I see...\After I lost consciousness, the war has gone on for nearly two years.\Yes, Milady.\And it is Slaine who...\What in the world is going on?\Milady, where are you going?\To see Slaine.\And to learn the truth. response:	Milady...
context: After I lost consciousness, the war has gone on for nearly two years.\Yes, Milady.\And it is Slaine who...\What in the world is going on?\Milady, where are you going?\To see Slaine.\And to learn the truth.\Milady... response:	You
context: Yes, Milady.\And it is Slaine who...\What in the world is going on?\Milady, where are you going?\To see Slaine.\And to learn the truth.\Milady...\You response:	Why...?
context: And it is Slaine who...\What in the world is going on?\Milady, where are you going?\To see Slaine.\And to learn the truth.\Milady...\You\Why...? response:	Why... must you always stand in my way?
context: What in the world is going on?\Milady, where are you going?\To see Slaine.\And to learn the truth.\Milady...\You\Why...?\Why... must you always stand in my way? response:	Who are...
context: Milady, where are you going?\To see Slaine.\And to learn the truth.\Milady...\You\Why...?\Why... must you always stand in my way?\Who are... response:	I am you!
context: To see Slaine.\And to learn the truth.\Milady...\You\Why...?\Why... must you always stand in my way?\Who are...\I am you! response:	Using tactical data link to analyze enemy behavior multidimensionally
context: And to learn the truth.\Milady...\You\Why...?\Why... must you always stand in my way?\Who are...\I am you!\Using tactical data link to analyze enemy behavior multidimensionally response:	and deduce enemy's habits in battle.
context: Milady...\You\Why...?\Why... must you always stand in my way?\Who are...\I am you!\Using tactical data link to analyze enemy behavior multidimensionally\and deduce enemy's habits in battle. response:	Will deploy friendlies in positions vulnerable to enemies' preferred attack patterns
context: You\Why...?\Why... must you always stand in my way?\Who are...\I am you!\Using tactical data link to analyze enemy behavior multidimensionally\and deduce enemy's habits in battle.\Will deploy friendlies in positions vulnerable to enemies' preferred attack patterns response:	and prompt them to attack.
context: Why...?\Why... must you always stand in my way?\Who are...\I am you!\Using tactical data link to analyze enemy behavior multidimensionally\and deduce enemy's habits in battle.\Will deploy friendlies in positions vulnerable to enemies' preferred attack patterns\and prompt them to attack. response:	Whether the analysis will be complete in time, though...
context: Why... must you always stand in my way?\Who are...\I am you!\Using tactical data link to analyze enemy behavior multidimensionally\and deduce enemy's habits in battle.\Will deploy friendlies in positions vulnerable to enemies' preferred attack patterns\and prompt them to attack.\Whether the analysis will be complete in time, though... response:	Sending most recent data. Take positions!
context: Who are...\I am you!\Using tactical data link to analyze enemy behavior multidimensionally\and deduce enemy's habits in battle.\Will deploy friendlies in positions vulnerable to enemies' preferred attack patterns\and prompt them to attack.\Whether the analysis will be complete in time, though...\Sending most recent data. Take positions! response:	- Roger. - Roger.
context: I am you!\Using tactical data link to analyze enemy behavior multidimensionally\and deduce enemy's habits in battle.\Will deploy friendlies in positions vulnerable to enemies' preferred attack patterns\and prompt them to attack.\Whether the analysis will be complete in time, though...\Sending most recent data. Take positions!\- Roger. - Roger. response:	Roger here, too.
context: Using tactical data link to analyze enemy behavior multidimensionally\and deduce enemy's habits in battle.\Will deploy friendlies in positions vulnerable to enemies' preferred attack patterns\and prompt them to attack.\Whether the analysis will be complete in time, though...\Sending most recent data. Take positions!\- Roger. - Roger.\Roger here, too. response:	He's probably right-handed.
context: and deduce enemy's habits in battle.\Will deploy friendlies in positions vulnerable to enemies' preferred attack patterns\and prompt them to attack.\Whether the analysis will be complete in time, though...\Sending most recent data. Take positions!\- Roger. - Roger.\Roger here, too.\He's probably right-handed. response:	He moves counter-clockwise to make it easier to attack enemies to the left.
context: Will deploy friendlies in positions vulnerable to enemies' preferred attack patterns\and prompt them to attack.\Whether the analysis will be complete in time, though...\Sending most recent data. Take positions!\- Roger. - Roger.\Roger here, too.\He's probably right-handed.\He moves counter-clockwise to make it easier to attack enemies to the left. response:	I don't like being bait...
context: and prompt them to attack.\Whether the analysis will be complete in time, though...\Sending most recent data. Take positions!\- Roger. - Roger.\Roger here, too.\He's probably right-handed.\He moves counter-clockwise to make it easier to attack enemies to the left.\I don't like being bait... response:	Where is he now?
context: Whether the analysis will be complete in time, though...\Sending most recent data. Take positions!\- Roger. - Roger.\Roger here, too.\He's probably right-handed.\He moves counter-clockwise to make it easier to attack enemies to the left.\I don't like being bait...\Where is he now? response:	He's circling around behind you.
context: Sending most recent data. Take positions!\- Roger. - Roger.\Roger here, too.\He's probably right-handed.\He moves counter-clockwise to make it easier to attack enemies to the left.\I don't like being bait...\Where is he now?\He's circling around behind you. response:	To keep from giving away his position,
context: - Roger. - Roger.\Roger here, too.\He's probably right-handed.\He moves counter-clockwise to make it easier to attack enemies to the left.\I don't like being bait...\Where is he now?\He's circling around behind you.\To keep from giving away his position, response:	he should stop his lightning attack and then,
context: Roger here, too.\He's probably right-handed.\He moves counter-clockwise to make it easier to attack enemies to the left.\I don't like being bait...\Where is he now?\He's circling around behind you.\To keep from giving away his position,\he should stop his lightning attack and then, response:	once he's behind his target, he'll momentarily come to a stop and take careful aim.
context: He's probably right-handed.\He moves counter-clockwise to make it easier to attack enemies to the left.\I don't like being bait...\Where is he now?\He's circling around behind you.\To keep from giving away his position,\he should stop his lightning attack and then,\once he's behind his target, he'll momentarily come to a stop and take careful aim. response:	Yuki, now!
context: He moves counter-clockwise to make it easier to attack enemies to the left.\I don't like being bait...\Where is he now?\He's circling around behind you.\To keep from giving away his position,\he should stop his lightning attack and then,\once he's behind his target, he'll momentarily come to a stop and take careful aim.\Yuki, now! response:	Is he really there?
context: I don't like being bait...\Where is he now?\He's circling around behind you.\To keep from giving away his position,\he should stop his lightning attack and then,\once he's behind his target, he'll momentarily come to a stop and take careful aim.\Yuki, now!\Is he really there? response:	Found him!
context: Where is he now?\He's circling around behind you.\To keep from giving away his position,\he should stop his lightning attack and then,\once he's behind his target, he'll momentarily come to a stop and take careful aim.\Yuki, now!\Is he really there?\Found him! response:	Impossible!
context: He's circling around behind you.\To keep from giving away his position,\he should stop his lightning attack and then,\once he's behind his target, he'll momentarily come to a stop and take careful aim.\Yuki, now!\Is he really there?\Found him!\Impossible! response:	This is Mustang Leader, target spotted!
context: To keep from giving away his position,\he should stop his lightning attack and then,\once he's behind his target, he'll momentarily come to a stop and take careful aim.\Yuki, now!\Is he really there?\Found him!\Impossible!\This is Mustang Leader, target spotted! response:	Mustang 00, launching.
context: he should stop his lightning attack and then,\once he's behind his target, he'll momentarily come to a stop and take careful aim.\Yuki, now!\Is he really there?\Found him!\Impossible!\This is Mustang Leader, target spotted!\Mustang 00, launching. response:	Roger, Mustang 00! Dropping!
context: once he's behind his target, he'll momentarily come to a stop and take careful aim.\Yuki, now!\Is he really there?\Found him!\Impossible!\This is Mustang Leader, target spotted!\Mustang 00, launching.\Roger, Mustang 00! Dropping! response:	The Skandia's leg...!
context: Yuki, now!\Is he really there?\Found him!\Impossible!\This is Mustang Leader, target spotted!\Mustang 00, launching.\Roger, Mustang 00! Dropping!\The Skandia's leg...! response:	It can't support the Elektris' weight.
context: Is he really there?\Found him!\Impossible!\This is Mustang Leader, target spotted!\Mustang 00, launching.\Roger, Mustang 00! Dropping!\The Skandia's leg...!\It can't support the Elektris' weight. response:	Disengage linkup!
context: Found him!\Impossible!\This is Mustang Leader, target spotted!\Mustang 00, launching.\Roger, Mustang 00! Dropping!\The Skandia's leg...!\It can't support the Elektris' weight.\Disengage linkup! response:	I will handle this! Get clear!
context: Impossible!\This is Mustang Leader, target spotted!\Mustang 00, launching.\Roger, Mustang 00! Dropping!\The Skandia's leg...!\It can't support the Elektris' weight.\Disengage linkup!\I will handle this! Get clear! response:	Targets confirmed.
context: This is Mustang Leader, target spotted!\Mustang 00, launching.\Roger, Mustang 00! Dropping!\The Skandia's leg...!\It can't support the Elektris' weight.\Disengage linkup!\I will handle this! Get clear!\Targets confirmed. response:	9, fire.
context: Mustang 00, launching.\Roger, Mustang 00! Dropping!\The Skandia's leg...!\It can't support the Elektris' weight.\Disengage linkup!\I will handle this! Get clear!\Targets confirmed.\9, fire. response:	As I told you, that won't work!
context: Roger, Mustang 00! Dropping!\The Skandia's leg...!\It can't support the Elektris' weight.\Disengage linkup!\I will handle this! Get clear!\Targets confirmed.\9, fire.\As I told you, that won't work! response:	How about these rounds?
context: The Skandia's leg...!\It can't support the Elektris' weight.\Disengage linkup!\I will handle this! Get clear!\Targets confirmed.\9, fire.\As I told you, that won't work!\How about these rounds? response:	How?!
context: It can't support the Elektris' weight.\Disengage linkup!\I will handle this! Get clear!\Targets confirmed.\9, fire.\As I told you, that won't work!\How about these rounds?\How?! response:	Electricity flows from high potential to low potential.
context: Disengage linkup!\I will handle this! Get clear!\Targets confirmed.\9, fire.\As I told you, that won't work!\How about these rounds?\How?!\Electricity flows from high potential to low potential. response:	Your lightning won't strike an object with the same electrical potential as you.
context: I will handle this! Get clear!\Targets confirmed.\9, fire.\As I told you, that won't work!\How about these rounds?\How?!\Electricity flows from high potential to low potential.\Your lightning won't strike an object with the same electrical potential as you. response:	That's to keep you from being struck yourself.
context: Targets confirmed.\9, fire.\As I told you, that won't work!\How about these rounds?\How?!\Electricity flows from high potential to low potential.\Your lightning won't strike an object with the same electrical potential as you.\That's to keep you from being struck yourself. response:	Have a taste of this!
context: 9, fire.\As I told you, that won't work!\How about these rounds?\How?!\Electricity flows from high potential to low potential.\Your lightning won't strike an object with the same electrical potential as you.\That's to keep you from being struck yourself.\Have a taste of this! response:	It's too late. I'm the same potential as you now.
context: As I told you, that won't work!\How about these rounds?\How?!\Electricity flows from high potential to low potential.\Your lightning won't strike an object with the same electrical potential as you.\That's to keep you from being struck yourself.\Have a taste of this!\It's too late. I'm the same potential as you now. response:	It can't be... This is the orange one I've heard about?
context: How about these rounds?\How?!\Electricity flows from high potential to low potential.\Your lightning won't strike an object with the same electrical potential as you.\That's to keep you from being struck yourself.\Have a taste of this!\It's too late. I'm the same potential as you now.\It can't be... This is the orange one I've heard about? response:	Count Sebring!
context: How?!\Electricity flows from high potential to low potential.\Your lightning won't strike an object with the same electrical potential as you.\That's to keep you from being struck yourself.\Have a taste of this!\It's too late. I'm the same potential as you now.\It can't be... This is the orange one I've heard about?\Count Sebring! response:	I am sending assistance! Hold on!
context: Electricity flows from high potential to low potential.\Your lightning won't strike an object with the same electrical potential as you.\That's to keep you from being struck yourself.\Have a taste of this!\It's too late. I'm the same potential as you now.\It can't be... This is the orange one I've heard about?\Count Sebring!\I am sending assistance! Hold on! response:	Inaho!
context: Your lightning won't strike an object with the same electrical potential as you.\That's to keep you from being struck yourself.\Have a taste of this!\It's too late. I'm the same potential as you now.\It can't be... This is the orange one I've heard about?\Count Sebring!\I am sending assistance! Hold on!\Inaho! response:	Smoke grenades!
context: That's to keep you from being struck yourself.\Have a taste of this!\It's too late. I'm the same potential as you now.\It can't be... This is the orange one I've heard about?\Count Sebring!\I am sending assistance! Hold on!\Inaho!\Smoke grenades! response:	Gotcha! Fire!
context: Have a taste of this!\It's too late. I'm the same potential as you now.\It can't be... This is the orange one I've heard about?\Count Sebring!\I am sending assistance! Hold on!\Inaho!\Smoke grenades!\Gotcha! Fire! response:	It can't be...
context: It's too late. I'm the same potential as you now.\It can't be... This is the orange one I've heard about?\Count Sebring!\I am sending assistance! Hold on!\Inaho!\Smoke grenades!\Gotcha! Fire!\It can't be... response:	Curse you, you've killed my comrades...
context: It can't be... This is the orange one I've heard about?\Count Sebring!\I am sending assistance! Hold on!\Inaho!\Smoke grenades!\Gotcha! Fire!\It can't be...\Curse you, you've killed my comrades... response:	You will pay!
context: Count Sebring!\I am sending assistance! Hold on!\Inaho!\Smoke grenades!\Gotcha! Fire!\It can't be...\Curse you, you've killed my comrades...\You will pay! response:	Are you okay, Nao?
context: I am sending assistance! Hold on!\Inaho!\Smoke grenades!\Gotcha! Fire!\It can't be...\Curse you, you've killed my comrades...\You will pay!\Are you okay, Nao? response:	Yeah. Thanks, Yuki.
context: Inaho!\Smoke grenades!\Gotcha! Fire!\It can't be...\Curse you, you've killed my comrades...\You will pay!\Are you okay, Nao?\Yeah. Thanks, Yuki. response:	9 o'clock!
context: Smoke grenades!\Gotcha! Fire!\It can't be...\Curse you, you've killed my comrades...\You will pay!\Are you okay, Nao?\Yeah. Thanks, Yuki.\9 o'clock! response:	Here they come! Pick them off!
context: Gotcha! Fire!\It can't be...\Curse you, you've killed my comrades...\You will pay!\Are you okay, Nao?\Yeah. Thanks, Yuki.\9 o'clock!\Here they come! Pick them off! response:	You wished to see me, Princess Lemrina?
context: It can't be...\Curse you, you've killed my comrades...\You will pay!\Are you okay, Nao?\Yeah. Thanks, Yuki.\9 o'clock!\Here they come! Pick them off!\You wished to see me, Princess Lemrina? response:	Slaine...
context: Curse you, you've killed my comrades...\You will pay!\Are you okay, Nao?\Yeah. Thanks, Yuki.\9 o'clock!\Here they come! Pick them off!\You wished to see me, Princess Lemrina?\Slaine... response:	What is the meaning of this?
context: You will pay!\Are you okay, Nao?\Yeah. Thanks, Yuki.\9 o'clock!\Here they come! Pick them off!\You wished to see me, Princess Lemrina?\Slaine...\What is the meaning of this? response:	Princess Asseylum... My sister... She has already woken up, hasn't she?
context: Are you okay, Nao?\Yeah. Thanks, Yuki.\9 o'clock!\Here they come! Pick them off!\You wished to see me, Princess Lemrina?\Slaine...\What is the meaning of this?\Princess Asseylum... My sister... She has already woken up, hasn't she? response:	I always knew that I would have to tell you eventually.
context: Yeah. Thanks, Yuki.\9 o'clock!\Here they come! Pick them off!\You wished to see me, Princess Lemrina?\Slaine...\What is the meaning of this?\Princess Asseylum... My sister... She has already woken up, hasn't she?\I always knew that I would have to tell you eventually. response:	Would you mind explaining yourself?
