context: Them! response:	Oracion Seis!
context: Look at how strong they are...\The outcome is as obvious as vinegar melting papyrus!\Slow...\A gale force wind from the fore... becomes a tornado.\What are you going to do?!\There's still something that I can do!\Since I was born a man, there's still something I can do, even if it puts my life at risk!\You people! response:	You have something that doesn't rightfully belong to you!
context: The outcome is as obvious as vinegar melting papyrus!\Slow...\A gale force wind from the fore... becomes a tornado.\What are you going to do?!\There's still something that I can do!\Since I was born a man, there's still something I can do, even if it puts my life at risk!\You people!\You have something that doesn't rightfully belong to you! response:	Even if there's a difference in our strengths,
context: Slow...\A gale force wind from the fore... becomes a tornado.\What are you going to do?!\There's still something that I can do!\Since I was born a man, there's still something I can do, even if it puts my life at risk!\You people!\You have something that doesn't rightfully belong to you!\Even if there's a difference in our strengths, response:	I won't take even one step back!
context: A gale force wind from the fore... becomes a tornado.\What are you going to do?!\There's still something that I can do!\Since I was born a man, there's still something I can do, even if it puts my life at risk!\You people!\You have something that doesn't rightfully belong to you!\Even if there's a difference in our strengths,\I won't take even one step back! response:	Dan!
context: What are you going to do?!\There's still something that I can do!\Since I was born a man, there's still something I can do, even if it puts my life at risk!\You people!\You have something that doesn't rightfully belong to you!\Even if there's a difference in our strengths,\I won't take even one step back!\Dan! response:	He can be a decent person too, huh?
context: There's still something that I can do!\Since I was born a man, there's still something I can do, even if it puts my life at risk!\You people!\You have something that doesn't rightfully belong to you!\Even if there's a difference in our strengths,\I won't take even one step back!\Dan!\He can be a decent person too, huh? response:	I'm not sure...
context: Since I was born a man, there's still something I can do, even if it puts my life at risk!\You people!\You have something that doesn't rightfully belong to you!\Even if there's a difference in our strengths,\I won't take even one step back!\Dan!\He can be a decent person too, huh?\I'm not sure... response:	Even though it's pointless... Dull-witted fellow!
context: You people!\You have something that doesn't rightfully belong to you!\Even if there's a difference in our strengths,\I won't take even one step back!\Dan!\He can be a decent person too, huh?\I'm not sure...\Even though it's pointless... Dull-witted fellow! response:	Hey! Are you listening to me?!
context: You have something that doesn't rightfully belong to you!\Even if there's a difference in our strengths,\I won't take even one step back!\Dan!\He can be a decent person too, huh?\I'm not sure...\Even though it's pointless... Dull-witted fellow!\Hey! Are you listening to me?! response:	You're... You're...
context: Even if there's a difference in our strengths,\I won't take even one step back!\Dan!\He can be a decent person too, huh?\I'm not sure...\Even though it's pointless... Dull-witted fellow!\Hey! Are you listening to me?!\You're... You're... response:	You're my Rosslyn!
context: I won't take even one step back!\Dan!\He can be a decent person too, huh?\I'm not sure...\Even though it's pointless... Dull-witted fellow!\Hey! Are you listening to me?!\You're... You're...\You're my Rosslyn! response:	What's that?!
context: Dan!\He can be a decent person too, huh?\I'm not sure...\Even though it's pointless... Dull-witted fellow!\Hey! Are you listening to me?!\You're... You're...\You're my Rosslyn!\What's that?! response:	What's your name?
context: He can be a decent person too, huh?\I'm not sure...\Even though it's pointless... Dull-witted fellow!\Hey! Are you listening to me?!\You're... You're...\You're my Rosslyn!\What's that?!\What's your name? response:	Angel. And I hate men who act too familiar.
context: I'm not sure...\Even though it's pointless... Dull-witted fellow!\Hey! Are you listening to me?!\You're... You're...\You're my Rosslyn!\What's that?!\What's your name?\Angel. And I hate men who act too familiar. response:	Lightning bonus!
context: Even though it's pointless... Dull-witted fellow!\Hey! Are you listening to me?!\You're... You're...\You're my Rosslyn!\What's that?!\What's your name?\Angel. And I hate men who act too familiar.\Lightning bonus! response:	Love at first sight?
context: Hey! Are you listening to me?!\You're... You're...\You're my Rosslyn!\What's that?!\What's your name?\Angel. And I hate men who act too familiar.\Lightning bonus!\Love at first sight? response:	He'll never be popular.
context: You're... You're...\You're my Rosslyn!\What's that?!\What's your name?\Angel. And I hate men who act too familiar.\Lightning bonus!\Love at first sight?\He'll never be popular. response:	It made my whole body shudder. Definitely a presentiment of romance.
context: You're my Rosslyn!\What's that?!\What's your name?\Angel. And I hate men who act too familiar.\Lightning bonus!\Love at first sight?\He'll never be popular.\It made my whole body shudder. Definitely a presentiment of romance. response:	No, I'm the one that zapped you.
context: What's that?!\What's your name?\Angel. And I hate men who act too familiar.\Lightning bonus!\Love at first sight?\He'll never be popular.\It made my whole body shudder. Definitely a presentiment of romance.\No, I'm the one that zapped you. response:	The difference in power between us is obvious.
context: What's your name?\Angel. And I hate men who act too familiar.\Lightning bonus!\Love at first sight?\He'll never be popular.\It made my whole body shudder. Definitely a presentiment of romance.\No, I'm the one that zapped you.\The difference in power between us is obvious. response:	Wasting time...
context: Angel. And I hate men who act too familiar.\Lightning bonus!\Love at first sight?\He'll never be popular.\It made my whole body shudder. Definitely a presentiment of romance.\No, I'm the one that zapped you.\The difference in power between us is obvious.\Wasting time... response:	Fairy Tail is weak.
context: Lightning bonus!\Love at first sight?\He'll never be popular.\It made my whole body shudder. Definitely a presentiment of romance.\No, I'm the one that zapped you.\The difference in power between us is obvious.\Wasting time...\Fairy Tail is weak. response:	Let's get going.
context: Love at first sight?\He'll never be popular.\It made my whole body shudder. Definitely a presentiment of romance.\No, I'm the one that zapped you.\The difference in power between us is obvious.\Wasting time...\Fairy Tail is weak.\Let's get going. response:	Angel, get rid of them.
context: He'll never be popular.\It made my whole body shudder. Definitely a presentiment of romance.\No, I'm the one that zapped you.\The difference in power between us is obvious.\Wasting time...\Fairy Tail is weak.\Let's get going.\Angel, get rid of them. response:	Understood.
context: It made my whole body shudder. Definitely a presentiment of romance.\No, I'm the one that zapped you.\The difference in power between us is obvious.\Wasting time...\Fairy Tail is weak.\Let's get going.\Angel, get rid of them.\Understood. response:	The cost is 30...
context: No, I'm the one that zapped you.\The difference in power between us is obvious.\Wasting time...\Fairy Tail is weak.\Let's get going.\Angel, get rid of them.\Understood.\The cost is 30... response:	She's Angel! The Celestial Wizard, Angel!
context: The difference in power between us is obvious.\Wasting time...\Fairy Tail is weak.\Let's get going.\Angel, get rid of them.\Understood.\The cost is 30...\She's Angel! The Celestial Wizard, Angel! response:	I suspected as much, though it seems like she's got an odd personality!
context: Wasting time...\Fairy Tail is weak.\Let's get going.\Angel, get rid of them.\Understood.\The cost is 30...\She's Angel! The Celestial Wizard, Angel!\I suspected as much, though it seems like she's got an odd personality! response:	Maiden who walks with the Celestial Spirits...
context: Fairy Tail is weak.\Let's get going.\Angel, get rid of them.\Understood.\The cost is 30...\She's Angel! The Celestial Wizard, Angel!\I suspected as much, though it seems like she's got an odd personality!\Maiden who walks with the Celestial Spirits... response:	I was a child then.
context: Let's get going.\Angel, get rid of them.\Understood.\The cost is 30...\She's Angel! The Celestial Wizard, Angel!\I suspected as much, though it seems like she's got an odd personality!\Maiden who walks with the Celestial Spirits...\I was a child then. response:	But now, as my name implies, I'm an angel!
context: Angel, get rid of them.\Understood.\The cost is 30...\She's Angel! The Celestial Wizard, Angel!\I suspected as much, though it seems like she's got an odd personality!\Maiden who walks with the Celestial Spirits...\I was a child then.\But now, as my name implies, I'm an angel! response:	You think that Spirits can stand up against an angel?
context: Understood.\The cost is 30...\She's Angel! The Celestial Wizard, Angel!\I suspected as much, though it seems like she's got an odd personality!\Maiden who walks with the Celestial Spirits...\I was a child then.\But now, as my name implies, I'm an angel!\You think that Spirits can stand up against an angel? response:	I'll show you some beautiful Angel Magic.
context: The cost is 30...\She's Angel! The Celestial Wizard, Angel!\I suspected as much, though it seems like she's got an odd personality!\Maiden who walks with the Celestial Spirits...\I was a child then.\But now, as my name implies, I'm an angel!\You think that Spirits can stand up against an angel?\I'll show you some beautiful Angel Magic. response:	But before that, people will grovel before me, despair...
context: She's Angel! The Celestial Wizard, Angel!\I suspected as much, though it seems like she's got an odd personality!\Maiden who walks with the Celestial Spirits...\I was a child then.\But now, as my name implies, I'm an angel!\You think that Spirits can stand up against an angel?\I'll show you some beautiful Angel Magic.\But before that, people will grovel before me, despair... response:	Look at the power that comes from the light in my own name!
context: I suspected as much, though it seems like she's got an odd personality!\Maiden who walks with the Celestial Spirits...\I was a child then.\But now, as my name implies, I'm an angel!\You think that Spirits can stand up against an angel?\I'll show you some beautiful Angel Magic.\But before that, people will grovel before me, despair...\Look at the power that comes from the light in my own name! response:	I summon the angel that calls forth victory... Barakiel!
context: Maiden who walks with the Celestial Spirits...\I was a child then.\But now, as my name implies, I'm an angel!\You think that Spirits can stand up against an angel?\I'll show you some beautiful Angel Magic.\But before that, people will grovel before me, despair...\Look at the power that comes from the light in my own name!\I summon the angel that calls forth victory... Barakiel! response:	Protect the seal and seal away this burial ground!
context: I was a child then.\But now, as my name implies, I'm an angel!\You think that Spirits can stand up against an angel?\I'll show you some beautiful Angel Magic.\But before that, people will grovel before me, despair...\Look at the power that comes from the light in my own name!\I summon the angel that calls forth victory... Barakiel!\Protect the seal and seal away this burial ground! response:	That's...
context: But now, as my name implies, I'm an angel!\You think that Spirits can stand up against an angel?\I'll show you some beautiful Angel Magic.\But before that, people will grovel before me, despair...\Look at the power that comes from the light in my own name!\I summon the angel that calls forth victory... Barakiel!\Protect the seal and seal away this burial ground!\That's... response:	No! What the blazes is goin' on here?!
context: You think that Spirits can stand up against an angel?\I'll show you some beautiful Angel Magic.\But before that, people will grovel before me, despair...\Look at the power that comes from the light in my own name!\I summon the angel that calls forth victory... Barakiel!\Protect the seal and seal away this burial ground!\That's...\No! What the blazes is goin' on here?! response:	Oh, no. My bad feeling turned out to be right.
context: I'll show you some beautiful Angel Magic.\But before that, people will grovel before me, despair...\Look at the power that comes from the light in my own name!\I summon the angel that calls forth victory... Barakiel!\Protect the seal and seal away this burial ground!\That's...\No! What the blazes is goin' on here?!\Oh, no. My bad feeling turned out to be right. response:	You were right? Wait...
context: But before that, people will grovel before me, despair...\Look at the power that comes from the light in my own name!\I summon the angel that calls forth victory... Barakiel!\Protect the seal and seal away this burial ground!\That's...\No! What the blazes is goin' on here?!\Oh, no. My bad feeling turned out to be right.\You were right? Wait... response:	Is this the result you predicted, Samuel?
context: Look at the power that comes from the light in my own name!\I summon the angel that calls forth victory... Barakiel!\Protect the seal and seal away this burial ground!\That's...\No! What the blazes is goin' on here?!\Oh, no. My bad feeling turned out to be right.\You were right? Wait...\Is this the result you predicted, Samuel? response:	My calculations were off-base... not.
context: I summon the angel that calls forth victory... Barakiel!\Protect the seal and seal away this burial ground!\That's...\No! What the blazes is goin' on here?!\Oh, no. My bad feeling turned out to be right.\You were right? Wait...\Is this the result you predicted, Samuel?\My calculations were off-base... not. response:	I only made it look like my calculations were wrong.
context: Protect the seal and seal away this burial ground!\That's...\No! What the blazes is goin' on here?!\Oh, no. My bad feeling turned out to be right.\You were right? Wait...\Is this the result you predicted, Samuel?\My calculations were off-base... not.\I only made it look like my calculations were wrong. response:	I have no idea what you're saying.
context: That's...\No! What the blazes is goin' on here?!\Oh, no. My bad feeling turned out to be right.\You were right? Wait...\Is this the result you predicted, Samuel?\My calculations were off-base... not.\I only made it look like my calculations were wrong.\I have no idea what you're saying. response:	What do you mean?
context: No! What the blazes is goin' on here?!\Oh, no. My bad feeling turned out to be right.\You were right? Wait...\Is this the result you predicted, Samuel?\My calculations were off-base... not.\I only made it look like my calculations were wrong.\I have no idea what you're saying.\What do you mean? response:	Don't you feel it?
context: Oh, no. My bad feeling turned out to be right.\You were right? Wait...\Is this the result you predicted, Samuel?\My calculations were off-base... not.\I only made it look like my calculations were wrong.\I have no idea what you're saying.\What do you mean?\Don't you feel it? response:	The presence of evil, like you've never felt before...
context: You were right? Wait...\Is this the result you predicted, Samuel?\My calculations were off-base... not.\I only made it look like my calculations were wrong.\I have no idea what you're saying.\What do you mean?\Don't you feel it?\The presence of evil, like you've never felt before... response:	Where are Byro-sama, Dan, and Coco?
context: Is this the result you predicted, Samuel?\My calculations were off-base... not.\I only made it look like my calculations were wrong.\I have no idea what you're saying.\What do you mean?\Don't you feel it?\The presence of evil, like you've never felt before...\Where are Byro-sama, Dan, and Coco? response:	What happened?!
context: My calculations were off-base... not.\I only made it look like my calculations were wrong.\I have no idea what you're saying.\What do you mean?\Don't you feel it?\The presence of evil, like you've never felt before...\Where are Byro-sama, Dan, and Coco?\What happened?! response:	Oracion Seis? How?!
context: I only made it look like my calculations were wrong.\I have no idea what you're saying.\What do you mean?\Don't you feel it?\The presence of evil, like you've never felt before...\Where are Byro-sama, Dan, and Coco?\What happened?!\Oracion Seis? How?! response:	They should still be imprisoned!
context: I have no idea what you're saying.\What do you mean?\Don't you feel it?\The presence of evil, like you've never felt before...\Where are Byro-sama, Dan, and Coco?\What happened?!\Oracion Seis? How?!\They should still be imprisoned! response:	What's going on here?!
context: What do you mean?\Don't you feel it?\The presence of evil, like you've never felt before...\Where are Byro-sama, Dan, and Coco?\What happened?!\Oracion Seis? How?!\They should still be imprisoned!\What's going on here?! response:	So... who else is at the site?
context: Don't you feel it?\The presence of evil, like you've never felt before...\Where are Byro-sama, Dan, and Coco?\What happened?!\Oracion Seis? How?!\They should still be imprisoned!\What's going on here?!\So... who else is at the site? response:	Actually...
context: The presence of evil, like you've never felt before...\Where are Byro-sama, Dan, and Coco?\What happened?!\Oracion Seis? How?!\They should still be imprisoned!\What's going on here?!\So... who else is at the site?\Actually... response:	The Fairy Tail wizards, for example...
context: Where are Byro-sama, Dan, and Coco?\What happened?!\Oracion Seis? How?!\They should still be imprisoned!\What's going on here?!\So... who else is at the site?\Actually...\The Fairy Tail wizards, for example... response:	Fairy Tail again?!
context: What happened?!\Oracion Seis? How?!\They should still be imprisoned!\What's going on here?!\So... who else is at the site?\Actually...\The Fairy Tail wizards, for example...\Fairy Tail again?! response:	However, ever since that guild got a new master,
context: Oracion Seis? How?!\They should still be imprisoned!\What's going on here?!\So... who else is at the site?\Actually...\The Fairy Tail wizards, for example...\Fairy Tail again?!\However, ever since that guild got a new master, response:	I don't believe they've caused any major trouble!
context: They should still be imprisoned!\What's going on here?!\So... who else is at the site?\Actually...\The Fairy Tail wizards, for example...\Fairy Tail again?!\However, ever since that guild got a new master,\I don't believe they've caused any major trouble! response:	Didn't you know?
context: What's going on here?!\So... who else is at the site?\Actually...\The Fairy Tail wizards, for example...\Fairy Tail again?!\However, ever since that guild got a new master,\I don't believe they've caused any major trouble!\Didn't you know? response:	Makarov Dreyar has returned.
context: So... who else is at the site?\Actually...\The Fairy Tail wizards, for example...\Fairy Tail again?!\However, ever since that guild got a new master,\I don't believe they've caused any major trouble!\Didn't you know?\Makarov Dreyar has returned. response:	That's what I've heard, too.
context: Actually...\The Fairy Tail wizards, for example...\Fairy Tail again?!\However, ever since that guild got a new master,\I don't believe they've caused any major trouble!\Didn't you know?\Makarov Dreyar has returned.\That's what I've heard, too. response:	The moment he's back, this happens...
context: The Fairy Tail wizards, for example...\Fairy Tail again?!\However, ever since that guild got a new master,\I don't believe they've caused any major trouble!\Didn't you know?\Makarov Dreyar has returned.\That's what I've heard, too.\The moment he's back, this happens... response:	Org, what's funny?
context: Fairy Tail again?!\However, ever since that guild got a new master,\I don't believe they've caused any major trouble!\Didn't you know?\Makarov Dreyar has returned.\That's what I've heard, too.\The moment he's back, this happens...\Org, what's funny? response:	Nothing. I thought this is just like him...
context: However, ever since that guild got a new master,\I don't believe they've caused any major trouble!\Didn't you know?\Makarov Dreyar has returned.\That's what I've heard, too.\The moment he's back, this happens...\Org, what's funny?\Nothing. I thought this is just like him... response:	It's nothing to laugh about.
context: I don't believe they've caused any major trouble!\Didn't you know?\Makarov Dreyar has returned.\That's what I've heard, too.\The moment he's back, this happens...\Org, what's funny?\Nothing. I thought this is just like him...\It's nothing to laugh about. response:	The captain of the Detention Corps is here.
context: Didn't you know?\Makarov Dreyar has returned.\That's what I've heard, too.\The moment he's back, this happens...\Org, what's funny?\Nothing. I thought this is just like him...\It's nothing to laugh about.\The captain of the Detention Corps is here. response:	Yes. Good timing. Let him in.
context: Makarov Dreyar has returned.\That's what I've heard, too.\The moment he's back, this happens...\Org, what's funny?\Nothing. I thought this is just like him...\It's nothing to laugh about.\The captain of the Detention Corps is here.\Yes. Good timing. Let him in. response:	Captain Lahar of the 4th Enforcement and Detention Corps, at your service.
context: That's what I've heard, too.\The moment he's back, this happens...\Org, what's funny?\Nothing. I thought this is just like him...\It's nothing to laugh about.\The captain of the Detention Corps is here.\Yes. Good timing. Let him in.\Captain Lahar of the 4th Enforcement and Detention Corps, at your service. response:	We've been waiting for you. Speak.
context: The moment he's back, this happens...\Org, what's funny?\Nothing. I thought this is just like him...\It's nothing to laugh about.\The captain of the Detention Corps is here.\Yes. Good timing. Let him in.\Captain Lahar of the 4th Enforcement and Detention Corps, at your service.\We've been waiting for you. Speak. response:	Yes, sir. I shall make my report.
context: Org, what's funny?\Nothing. I thought this is just like him...\It's nothing to laugh about.\The captain of the Detention Corps is here.\Yes. Good timing. Let him in.\Captain Lahar of the 4th Enforcement and Detention Corps, at your service.\We've been waiting for you. Speak.\Yes, sir. I shall make my report. response:	Judging by your expression,
context: Nothing. I thought this is just like him...\It's nothing to laugh about.\The captain of the Detention Corps is here.\Yes. Good timing. Let him in.\Captain Lahar of the 4th Enforcement and Detention Corps, at your service.\We've been waiting for you. Speak.\Yes, sir. I shall make my report.\Judging by your expression, response:	the Oracion Seis that appeared in the desert is the genuine article.
context: It's nothing to laugh about.\The captain of the Detention Corps is here.\Yes. Good timing. Let him in.\Captain Lahar of the 4th Enforcement and Detention Corps, at your service.\We've been waiting for you. Speak.\Yes, sir. I shall make my report.\Judging by your expression,\the Oracion Seis that appeared in the desert is the genuine article. response:	I am astonished at your discerning eyes, Chairman.
context: The captain of the Detention Corps is here.\Yes. Good timing. Let him in.\Captain Lahar of the 4th Enforcement and Detention Corps, at your service.\We've been waiting for you. Speak.\Yes, sir. I shall make my report.\Judging by your expression,\the Oracion Seis that appeared in the desert is the genuine article.\I am astonished at your discerning eyes, Chairman. response:	I see...
context: Yes. Good timing. Let him in.\Captain Lahar of the 4th Enforcement and Detention Corps, at your service.\We've been waiting for you. Speak.\Yes, sir. I shall make my report.\Judging by your expression,\the Oracion Seis that appeared in the desert is the genuine article.\I am astonished at your discerning eyes, Chairman.\I see... response:	I regret to report
context: Captain Lahar of the 4th Enforcement and Detention Corps, at your service.\We've been waiting for you. Speak.\Yes, sir. I shall make my report.\Judging by your expression,\the Oracion Seis that appeared in the desert is the genuine article.\I am astonished at your discerning eyes, Chairman.\I see...\I regret to report response:	that those who should be in prison,
context: We've been waiting for you. Speak.\Yes, sir. I shall make my report.\Judging by your expression,\the Oracion Seis that appeared in the desert is the genuine article.\I am astonished at your discerning eyes, Chairman.\I see...\I regret to report\that those who should be in prison, response:	namely, Midnight, Cobra, Angel, and Racer, four of Oracion Seis,
context: Yes, sir. I shall make my report.\Judging by your expression,\the Oracion Seis that appeared in the desert is the genuine article.\I am astonished at your discerning eyes, Chairman.\I see...\I regret to report\that those who should be in prison,\namely, Midnight, Cobra, Angel, and Racer, four of Oracion Seis, response:	along with the one they later acted with,
context: Judging by your expression,\the Oracion Seis that appeared in the desert is the genuine article.\I am astonished at your discerning eyes, Chairman.\I see...\I regret to report\that those who should be in prison,\namely, Midnight, Cobra, Angel, and Racer, four of Oracion Seis,\along with the one they later acted with, response:	formerly of Eisenwald, Erigor...
context: the Oracion Seis that appeared in the desert is the genuine article.\I am astonished at your discerning eyes, Chairman.\I see...\I regret to report\that those who should be in prison,\namely, Midnight, Cobra, Angel, and Racer, four of Oracion Seis,\along with the one they later acted with,\formerly of Eisenwald, Erigor... response:	Simulacra made from magic were in each of their cells.
context: I am astonished at your discerning eyes, Chairman.\I see...\I regret to report\that those who should be in prison,\namely, Midnight, Cobra, Angel, and Racer, four of Oracion Seis,\along with the one they later acted with,\formerly of Eisenwald, Erigor...\Simulacra made from magic were in each of their cells. response:	First him, then the Six Generals...
context: I see...\I regret to report\that those who should be in prison,\namely, Midnight, Cobra, Angel, and Racer, four of Oracion Seis,\along with the one they later acted with,\formerly of Eisenwald, Erigor...\Simulacra made from magic were in each of their cells.\First him, then the Six Generals... response:	Simulation Magic?
context: I regret to report\that those who should be in prison,\namely, Midnight, Cobra, Angel, and Racer, four of Oracion Seis,\along with the one they later acted with,\formerly of Eisenwald, Erigor...\Simulacra made from magic were in each of their cells.\First him, then the Six Generals...\Simulation Magic? response:	Though magic shouldn't have worked in any of the cells...
context: that those who should be in prison,\namely, Midnight, Cobra, Angel, and Racer, four of Oracion Seis,\along with the one they later acted with,\formerly of Eisenwald, Erigor...\Simulacra made from magic were in each of their cells.\First him, then the Six Generals...\Simulation Magic?\Though magic shouldn't have worked in any of the cells... response:	We think they were helped by someone.
context: namely, Midnight, Cobra, Angel, and Racer, four of Oracion Seis,\along with the one they later acted with,\formerly of Eisenwald, Erigor...\Simulacra made from magic were in each of their cells.\First him, then the Six Generals...\Simulation Magic?\Though magic shouldn't have worked in any of the cells...\We think they were helped by someone. response:	They were imprisoned for seven years.
context: along with the one they later acted with,\formerly of Eisenwald, Erigor...\Simulacra made from magic were in each of their cells.\First him, then the Six Generals...\Simulation Magic?\Though magic shouldn't have worked in any of the cells...\We think they were helped by someone.\They were imprisoned for seven years. response:	Was there someone who had contact with Oracion Seis?
context: formerly of Eisenwald, Erigor...\Simulacra made from magic were in each of their cells.\First him, then the Six Generals...\Simulation Magic?\Though magic shouldn't have worked in any of the cells...\We think they were helped by someone.\They were imprisoned for seven years.\Was there someone who had contact with Oracion Seis? response:	Yes, sir. Just one person.
context: Simulacra made from magic were in each of their cells.\First him, then the Six Generals...\Simulation Magic?\Though magic shouldn't have worked in any of the cells...\We think they were helped by someone.\They were imprisoned for seven years.\Was there someone who had contact with Oracion Seis?\Yes, sir. Just one person. response:	A priest sent over by the archbishop of Zentopia.
context: First him, then the Six Generals...\Simulation Magic?\Though magic shouldn't have worked in any of the cells...\We think they were helped by someone.\They were imprisoned for seven years.\Was there someone who had contact with Oracion Seis?\Yes, sir. Just one person.\A priest sent over by the archbishop of Zentopia. response:	He came to visit them at certain set times to take their confessions
context: Simulation Magic?\Though magic shouldn't have worked in any of the cells...\We think they were helped by someone.\They were imprisoned for seven years.\Was there someone who had contact with Oracion Seis?\Yes, sir. Just one person.\A priest sent over by the archbishop of Zentopia.\He came to visit them at certain set times to take their confessions response:	and help them atone for their sins.
context: Though magic shouldn't have worked in any of the cells...\We think they were helped by someone.\They were imprisoned for seven years.\Was there someone who had contact with Oracion Seis?\Yes, sir. Just one person.\A priest sent over by the archbishop of Zentopia.\He came to visit them at certain set times to take their confessions\and help them atone for their sins. response:	Who is that priest?
context: We think they were helped by someone.\They were imprisoned for seven years.\Was there someone who had contact with Oracion Seis?\Yes, sir. Just one person.\A priest sent over by the archbishop of Zentopia.\He came to visit them at certain set times to take their confessions\and help them atone for their sins.\Who is that priest? response:	There's no record of him.
context: They were imprisoned for seven years.\Was there someone who had contact with Oracion Seis?\Yes, sir. Just one person.\A priest sent over by the archbishop of Zentopia.\He came to visit them at certain set times to take their confessions\and help them atone for their sins.\Who is that priest?\There's no record of him. response:	Impossible.
context: Was there someone who had contact with Oracion Seis?\Yes, sir. Just one person.\A priest sent over by the archbishop of Zentopia.\He came to visit them at certain set times to take their confessions\and help them atone for their sins.\Who is that priest?\There's no record of him.\Impossible. response:	And even if there is no record, there must be surveillance lacrima, yes?
context: Yes, sir. Just one person.\A priest sent over by the archbishop of Zentopia.\He came to visit them at certain set times to take their confessions\and help them atone for their sins.\Who is that priest?\There's no record of him.\Impossible.\And even if there is no record, there must be surveillance lacrima, yes? response:	There must still be footage of the priest.
context: A priest sent over by the archbishop of Zentopia.\He came to visit them at certain set times to take their confessions\and help them atone for their sins.\Who is that priest?\There's no record of him.\Impossible.\And even if there is no record, there must be surveillance lacrima, yes?\There must still be footage of the priest. response:	The other day, all of the surveillance lacrima in the prison were switched out at the same time,
context: He came to visit them at certain set times to take their confessions\and help them atone for their sins.\Who is that priest?\There's no record of him.\Impossible.\And even if there is no record, there must be surveillance lacrima, yes?\There must still be footage of the priest.\The other day, all of the surveillance lacrima in the prison were switched out at the same time, response:	so everything related to this was disposed of.
context: and help them atone for their sins.\Who is that priest?\There's no record of him.\Impossible.\And even if there is no record, there must be surveillance lacrima, yes?\There must still be footage of the priest.\The other day, all of the surveillance lacrima in the prison were switched out at the same time,\so everything related to this was disposed of. response:	Follow the disposal route.
context: Who is that priest?\There's no record of him.\Impossible.\And even if there is no record, there must be surveillance lacrima, yes?\There must still be footage of the priest.\The other day, all of the surveillance lacrima in the prison were switched out at the same time,\so everything related to this was disposed of.\Follow the disposal route. response:	Find the footage and verify the person's identity.
context: There's no record of him.\Impossible.\And even if there is no record, there must be surveillance lacrima, yes?\There must still be footage of the priest.\The other day, all of the surveillance lacrima in the prison were switched out at the same time,\so everything related to this was disposed of.\Follow the disposal route.\Find the footage and verify the person's identity. response:	And Zentopia should be paid a visit.
context: Impossible.\And even if there is no record, there must be surveillance lacrima, yes?\There must still be footage of the priest.\The other day, all of the surveillance lacrima in the prison were switched out at the same time,\so everything related to this was disposed of.\Follow the disposal route.\Find the footage and verify the person's identity.\And Zentopia should be paid a visit. response:	I shall meet with the archbishop.
context: And even if there is no record, there must be surveillance lacrima, yes?\There must still be footage of the priest.\The other day, all of the surveillance lacrima in the prison were switched out at the same time,\so everything related to this was disposed of.\Follow the disposal route.\Find the footage and verify the person's identity.\And Zentopia should be paid a visit.\I shall meet with the archbishop. response:	At the moment, our only clue is that priest. Tread carefully.
context: There must still be footage of the priest.\The other day, all of the surveillance lacrima in the prison were switched out at the same time,\so everything related to this was disposed of.\Follow the disposal route.\Find the footage and verify the person's identity.\And Zentopia should be paid a visit.\I shall meet with the archbishop.\At the moment, our only clue is that priest. Tread carefully. response:	Yes, sir.
context: The other day, all of the surveillance lacrima in the prison were switched out at the same time,\so everything related to this was disposed of.\Follow the disposal route.\Find the footage and verify the person's identity.\And Zentopia should be paid a visit.\I shall meet with the archbishop.\At the moment, our only clue is that priest. Tread carefully.\Yes, sir. response:	Men!
context: so everything related to this was disposed of.\Follow the disposal route.\Find the footage and verify the person's identity.\And Zentopia should be paid a visit.\I shall meet with the archbishop.\At the moment, our only clue is that priest. Tread carefully.\Yes, sir.\Men! response:	Natsu! You regained consciousness?!
context: Follow the disposal route.\Find the footage and verify the person's identity.\And Zentopia should be paid a visit.\I shall meet with the archbishop.\At the moment, our only clue is that priest. Tread carefully.\Yes, sir.\Men!\Natsu! You regained consciousness?! response:	Huh? Where are we?
context: Find the footage and verify the person's identity.\And Zentopia should be paid a visit.\I shall meet with the archbishop.\At the moment, our only clue is that priest. Tread carefully.\Yes, sir.\Men!\Natsu! You regained consciousness?!\Huh? Where are we? response:	Blue Pegasus!
context: And Zentopia should be paid a visit.\I shall meet with the archbishop.\At the moment, our only clue is that priest. Tread carefully.\Yes, sir.\Men!\Natsu! You regained consciousness?!\Huh? Where are we?\Blue Pegasus! response:	Blue Pegasus?!
context: I shall meet with the archbishop.\At the moment, our only clue is that priest. Tread carefully.\Yes, sir.\Men!\Natsu! You regained consciousness?!\Huh? Where are we?\Blue Pegasus!\Blue Pegasus?! response:	Did you remember my parfum?
context: At the moment, our only clue is that priest. Tread carefully.\Yes, sir.\Men!\Natsu! You regained consciousness?!\Huh? Where are we?\Blue Pegasus!\Blue Pegasus?!\Did you remember my parfum? response:	You saved me? Where's everyone else?
context: Yes, sir.\Men!\Natsu! You regained consciousness?!\Huh? Where are we?\Blue Pegasus!\Blue Pegasus?!\Did you remember my parfum?\You saved me? Where's everyone else? response:	Worry not.
context: Men!\Natsu! You regained consciousness?!\Huh? Where are we?\Blue Pegasus!\Blue Pegasus?!\Did you remember my parfum?\You saved me? Where's everyone else?\Worry not. response:	They're all just sleeping.
context: Natsu! You regained consciousness?!\Huh? Where are we?\Blue Pegasus!\Blue Pegasus?!\Did you remember my parfum?\You saved me? Where's everyone else?\Worry not.\They're all just sleeping. response:	No one is seriously injured, so we're letting them rest up a bit. Men!
