context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: I heard you'll change, body and soul,\when you are completely overtaken by Gandalfr's power.\Is that true?\You become a different person when you become Gandalfr?\You should know that best.\What? So Saito's with me because he's Gandalfr?\So once I'm no longer a Void mage, it's over between us?\If I can't use my magic anymore, response:	then someone else will become the Void mage and...
context: when you are completely overtaken by Gandalfr's power.\Is that true?\You become a different person when you become Gandalfr?\You should know that best.\What? So Saito's with me because he's Gandalfr?\So once I'm no longer a Void mage, it's over between us?\If I can't use my magic anymore,\then someone else will become the Void mage and... response:	Saito!
context: Is that true?\You become a different person when you become Gandalfr?\You should know that best.\What? So Saito's with me because he's Gandalfr?\So once I'm no longer a Void mage, it's over between us?\If I can't use my magic anymore,\then someone else will become the Void mage and...\Saito! response:	What did it feel like when you got out of your Gandalfr state?
context: You become a different person when you become Gandalfr?\You should know that best.\What? So Saito's with me because he's Gandalfr?\So once I'm no longer a Void mage, it's over between us?\If I can't use my magic anymore,\then someone else will become the Void mage and...\Saito!\What did it feel like when you got out of your Gandalfr state? response:	What did it feel like? Nothing special.
context: You should know that best.\What? So Saito's with me because he's Gandalfr?\So once I'm no longer a Void mage, it's over between us?\If I can't use my magic anymore,\then someone else will become the Void mage and...\Saito!\What did it feel like when you got out of your Gandalfr state?\What did it feel like? Nothing special. response:	Don't lie to me! You should have felt a change in your heart!
context: What? So Saito's with me because he's Gandalfr?\So once I'm no longer a Void mage, it's over between us?\If I can't use my magic anymore,\then someone else will become the Void mage and...\Saito!\What did it feel like when you got out of your Gandalfr state?\What did it feel like? Nothing special.\Don't lie to me! You should have felt a change in your heart! response:	I'm not sure...
context: So once I'm no longer a Void mage, it's over between us?\If I can't use my magic anymore,\then someone else will become the Void mage and...\Saito!\What did it feel like when you got out of your Gandalfr state?\What did it feel like? Nothing special.\Don't lie to me! You should have felt a change in your heart!\I'm not sure... response:	So why did you form a contract with me again?!
context: If I can't use my magic anymore,\then someone else will become the Void mage and...\Saito!\What did it feel like when you got out of your Gandalfr state?\What did it feel like? Nothing special.\Don't lie to me! You should have felt a change in your heart!\I'm not sure...\So why did you form a contract with me again?! response:	Are you an idiot?
context: then someone else will become the Void mage and...\Saito!\What did it feel like when you got out of your Gandalfr state?\What did it feel like? Nothing special.\Don't lie to me! You should have felt a change in your heart!\I'm not sure...\So why did you form a contract with me again?!\Are you an idiot? response:	You're the one that summoned me.
context: Saito!\What did it feel like when you got out of your Gandalfr state?\What did it feel like? Nothing special.\Don't lie to me! You should have felt a change in your heart!\I'm not sure...\So why did you form a contract with me again?!\Are you an idiot?\You're the one that summoned me. response:	Don't call me an idiot!
context: What did it feel like when you got out of your Gandalfr state?\What did it feel like? Nothing special.\Don't lie to me! You should have felt a change in your heart!\I'm not sure...\So why did you form a contract with me again?!\Are you an idiot?\You're the one that summoned me.\Don't call me an idiot! response:	I'm being serious here!
context: What did it feel like? Nothing special.\Don't lie to me! You should have felt a change in your heart!\I'm not sure...\So why did you form a contract with me again?!\Are you an idiot?\You're the one that summoned me.\Don't call me an idiot!\I'm being serious here! response:	Everyone! Look!
context: Don't lie to me! You should have felt a change in your heart!\I'm not sure...\So why did you form a contract with me again?!\Are you an idiot?\You're the one that summoned me.\Don't call me an idiot!\I'm being serious here!\Everyone! Look! response:	What's it?
context: I'm not sure...\So why did you form a contract with me again?!\Are you an idiot?\You're the one that summoned me.\Don't call me an idiot!\I'm being serious here!\Everyone! Look!\What's it? response:	Hey -
context: So why did you form a contract with me again?!\Are you an idiot?\You're the one that summoned me.\Don't call me an idiot!\I'm being serious here!\Everyone! Look!\What's it?\Hey - response:	Saito...
context: Are you an idiot?\You're the one that summoned me.\Don't call me an idiot!\I'm being serious here!\Everyone! Look!\What's it?\Hey -\Saito... response:	What?
context: You're the one that summoned me.\Don't call me an idiot!\I'm being serious here!\Everyone! Look!\What's it?\Hey -\Saito...\What? response:	Look ahead.
context: Don't call me an idiot!\I'm being serious here!\Everyone! Look!\What's it?\Hey -\Saito...\What?\Look ahead. response:	It's the border!
context: I'm being serious here!\Everyone! Look!\What's it?\Hey -\Saito...\What?\Look ahead.\It's the border! response:	Once we're over the bridge, we're in Tristain.
context: Everyone! Look!\What's it?\Hey -\Saito...\What?\Look ahead.\It's the border!\Once we're over the bridge, we're in Tristain. response:	Go right over it!
context: What's it?\Hey -\Saito...\What?\Look ahead.\It's the border!\Once we're over the bridge, we're in Tristain.\Go right over it! response:	Watch out!
context: Hey -\Saito...\What?\Look ahead.\It's the border!\Once we're over the bridge, we're in Tristain.\Go right over it!\Watch out! response:	You're joking...
context: Saito...\What?\Look ahead.\It's the border!\Once we're over the bridge, we're in Tristain.\Go right over it!\Watch out!\You're joking... response:	You've got to be kidding me...
context: What?\Look ahead.\It's the border!\Once we're over the bridge, we're in Tristain.\Go right over it!\Watch out!\You're joking...\You've got to be kidding me... response:	What is this thing?
context: Look ahead.\It's the border!\Once we're over the bridge, we're in Tristain.\Go right over it!\Watch out!\You're joking...\You've got to be kidding me...\What is this thing? response:	Long time no see, Gandalfr.
context: It's the border!\Once we're over the bridge, we're in Tristain.\Go right over it!\Watch out!\You're joking...\You've got to be kidding me...\What is this thing?\Long time no see, Gandalfr. response:	Sheffield!
context: Once we're over the bridge, we're in Tristain.\Go right over it!\Watch out!\You're joking...\You've got to be kidding me...\What is this thing?\Long time no see, Gandalfr.\Sheffield! response:	You didn't think you would be able to get away that easily, did you?
context: Go right over it!\Watch out!\You're joking...\You've got to be kidding me...\What is this thing?\Long time no see, Gandalfr.\Sheffield!\You didn't think you would be able to get away that easily, did you? response:	Sylphid.
context: Watch out!\You're joking...\You've got to be kidding me...\What is this thing?\Long time no see, Gandalfr.\Sheffield!\You didn't think you would be able to get away that easily, did you?\Sylphid. response:	You got it.
context: You're joking...\You've got to be kidding me...\What is this thing?\Long time no see, Gandalfr.\Sheffield!\You didn't think you would be able to get away that easily, did you?\Sylphid.\You got it. response:	Ow.
context: You've got to be kidding me...\What is this thing?\Long time no see, Gandalfr.\Sheffield!\You didn't think you would be able to get away that easily, did you?\Sylphid.\You got it.\Ow. response:	They're after me.
context: What is this thing?\Long time no see, Gandalfr.\Sheffield!\You didn't think you would be able to get away that easily, did you?\Sylphid.\You got it.\Ow.\They're after me. response:	Find an opportunity to cross the bridge.
context: Long time no see, Gandalfr.\Sheffield!\You didn't think you would be able to get away that easily, did you?\Sylphid.\You got it.\Ow.\They're after me.\Find an opportunity to cross the bridge. response:	Don't go, Tabitha!
context: Sheffield!\You didn't think you would be able to get away that easily, did you?\Sylphid.\You got it.\Ow.\They're after me.\Find an opportunity to cross the bridge.\Don't go, Tabitha! response:	Dages forter lis.
context: You didn't think you would be able to get away that easily, did you?\Sylphid.\You got it.\Ow.\They're after me.\Find an opportunity to cross the bridge.\Don't go, Tabitha!\Dages forter lis. response:	Hello, Princess. I'm glad to see you're safe.
context: Sylphid.\You got it.\Ow.\They're after me.\Find an opportunity to cross the bridge.\Don't go, Tabitha!\Dages forter lis.\Hello, Princess. I'm glad to see you're safe. response:	You're very brave to fight against this Jormungand.
context: You got it.\Ow.\They're after me.\Find an opportunity to cross the bridge.\Don't go, Tabitha!\Dages forter lis.\Hello, Princess. I'm glad to see you're safe.\You're very brave to fight against this Jormungand. response:	Jormungand?
context: Ow.\They're after me.\Find an opportunity to cross the bridge.\Don't go, Tabitha!\Dages forter lis.\Hello, Princess. I'm glad to see you're safe.\You're very brave to fight against this Jormungand.\Jormungand? response:	Iisan Hagaras.
context: They're after me.\Find an opportunity to cross the bridge.\Don't go, Tabitha!\Dages forter lis.\Hello, Princess. I'm glad to see you're safe.\You're very brave to fight against this Jormungand.\Jormungand?\Iisan Hagaras. response:	Javelin!
context: Find an opportunity to cross the bridge.\Don't go, Tabitha!\Dages forter lis.\Hello, Princess. I'm glad to see you're safe.\You're very brave to fight against this Jormungand.\Jormungand?\Iisan Hagaras.\Javelin! response:	Sorry, but aren't here for you.
context: Don't go, Tabitha!\Dages forter lis.\Hello, Princess. I'm glad to see you're safe.\You're very brave to fight against this Jormungand.\Jormungand?\Iisan Hagaras.\Javelin!\Sorry, but aren't here for you. response:	Get lost!
context: Dages forter lis.\Hello, Princess. I'm glad to see you're safe.\You're very brave to fight against this Jormungand.\Jormungand?\Iisan Hagaras.\Javelin!\Sorry, but aren't here for you.\Get lost! response:	In that case, allow us to entertain you.
context: Hello, Princess. I'm glad to see you're safe.\You're very brave to fight against this Jormungand.\Jormungand?\Iisan Hagaras.\Javelin!\Sorry, but aren't here for you.\Get lost!\In that case, allow us to entertain you. response:	Valkyrie! Take it down!
context: You're very brave to fight against this Jormungand.\Jormungand?\Iisan Hagaras.\Javelin!\Sorry, but aren't here for you.\Get lost!\In that case, allow us to entertain you.\Valkyrie! Take it down! response:	Fire!
context: Jormungand?\Iisan Hagaras.\Javelin!\Sorry, but aren't here for you.\Get lost!\In that case, allow us to entertain you.\Valkyrie! Take it down!\Fire! response:	We did it!
context: Iisan Hagaras.\Javelin!\Sorry, but aren't here for you.\Get lost!\In that case, allow us to entertain you.\Valkyrie! Take it down!\Fire!\We did it! response:	Not yet.
context: Javelin!\Sorry, but aren't here for you.\Get lost!\In that case, allow us to entertain you.\Valkyrie! Take it down!\Fire!\We did it!\Not yet. response:	Gandalfr.
context: Sorry, but aren't here for you.\Get lost!\In that case, allow us to entertain you.\Valkyrie! Take it down!\Fire!\We did it!\Not yet.\Gandalfr. response:	Isn't it about time for the trump card to come out?
context: Get lost!\In that case, allow us to entertain you.\Valkyrie! Take it down!\Fire!\We did it!\Not yet.\Gandalfr.\Isn't it about time for the trump card to come out? response:	Trump card?
context: In that case, allow us to entertain you.\Valkyrie! Take it down!\Fire!\We did it!\Not yet.\Gandalfr.\Isn't it about time for the trump card to come out?\Trump card? response:	Fine. If you don't understand what I'm talking about...
context: Valkyrie! Take it down!\Fire!\We did it!\Not yet.\Gandalfr.\Isn't it about time for the trump card to come out?\Trump card?\Fine. If you don't understand what I'm talking about... response:	I won't let you!
context: Fire!\We did it!\Not yet.\Gandalfr.\Isn't it about time for the trump card to come out?\Trump card?\Fine. If you don't understand what I'm talking about...\I won't let you! response:	Saito!
context: We did it!\Not yet.\Gandalfr.\Isn't it about time for the trump card to come out?\Trump card?\Fine. If you don't understand what I'm talking about...\I won't let you!\Saito! response:	Don't come out! She's after you!
context: Not yet.\Gandalfr.\Isn't it about time for the trump card to come out?\Trump card?\Fine. If you don't understand what I'm talking about...\I won't let you!\Saito!\Don't come out! She's after you! response:	No! I'll fight with you!
context: Gandalfr.\Isn't it about time for the trump card to come out?\Trump card?\Fine. If you don't understand what I'm talking about...\I won't let you!\Saito!\Don't come out! She's after you!\No! I'll fight with you! response:	You can't, Louise-san!
context: Isn't it about time for the trump card to come out?\Trump card?\Fine. If you don't understand what I'm talking about...\I won't let you!\Saito!\Don't come out! She's after you!\No! I'll fight with you!\You can't, Louise-san! response:	No, let go of me!
context: Trump card?\Fine. If you don't understand what I'm talking about...\I won't let you!\Saito!\Don't come out! She's after you!\No! I'll fight with you!\You can't, Louise-san!\No, let go of me! response:	Malicorn! Hurry and get us moving!
context: Fine. If you don't understand what I'm talking about...\I won't let you!\Saito!\Don't come out! She's after you!\No! I'll fight with you!\You can't, Louise-san!\No, let go of me!\Malicorn! Hurry and get us moving! response:	O-Okay!
context: I won't let you!\Saito!\Don't come out! She's after you!\No! I'll fight with you!\You can't, Louise-san!\No, let go of me!\Malicorn! Hurry and get us moving!\O-Okay! response:	Let go of me!
context: Saito!\Don't come out! She's after you!\No! I'll fight with you!\You can't, Louise-san!\No, let go of me!\Malicorn! Hurry and get us moving!\O-Okay!\Let go of me! response:	Louise-san!
context: Don't come out! She's after you!\No! I'll fight with you!\You can't, Louise-san!\No, let go of me!\Malicorn! Hurry and get us moving!\O-Okay!\Let go of me!\Louise-san! response:	Saito...
context: No! I'll fight with you!\You can't, Louise-san!\No, let go of me!\Malicorn! Hurry and get us moving!\O-Okay!\Let go of me!\Louise-san!\Saito... response:	Spirits of fire!
context: You can't, Louise-san!\No, let go of me!\Malicorn! Hurry and get us moving!\O-Okay!\Let go of me!\Louise-san!\Saito...\Spirits of fire! response:	Spirits of earth!
context: No, let go of me!\Malicorn! Hurry and get us moving!\O-Okay!\Let go of me!\Louise-san!\Saito...\Spirits of fire!\Spirits of earth! response:	Did we do it?
context: Malicorn! Hurry and get us moving!\O-Okay!\Let go of me!\Louise-san!\Saito...\Spirits of fire!\Spirits of earth!\Did we do it? response:	Looks like it's not working after all.
context: O-Okay!\Let go of me!\Louise-san!\Saito...\Spirits of fire!\Spirits of earth!\Did we do it?\Looks like it's not working after all. response:	I'll stop it!
context: Let go of me!\Louise-san!\Saito...\Spirits of fire!\Spirits of earth!\Did we do it?\Looks like it's not working after all.\I'll stop it! response:	It's useless!
context: Louise-san!\Saito...\Spirits of fire!\Spirits of earth!\Did we do it?\Looks like it's not working after all.\I'll stop it!\It's useless! response:	Let go of me!
context: Saito...\Spirits of fire!\Spirits of earth!\Did we do it?\Looks like it's not working after all.\I'll stop it!\It's useless!\Let go of me! response:	I said let go!
context: Spirits of fire!\Spirits of earth!\Did we do it?\Looks like it's not working after all.\I'll stop it!\It's useless!\Let go of me!\I said let go! response:	Louise!
context: Spirits of earth!\Did we do it?\Looks like it's not working after all.\I'll stop it!\It's useless!\Let go of me!\I said let go!\Louise! response:	You idiot! Why did you come back?!
context: Did we do it?\Looks like it's not working after all.\I'll stop it!\It's useless!\Let go of me!\I said let go!\Louise!\You idiot! Why did you come back?! response:	Void mage.
context: Looks like it's not working after all.\I'll stop it!\It's useless!\Let go of me!\I said let go!\Louise!\You idiot! Why did you come back?!\Void mage. response:	Show me your strength.
context: I'll stop it!\It's useless!\Let go of me!\I said let go!\Louise!\You idiot! Why did you come back?!\Void mage.\Show me your strength. response:	Show me the true power of a Void mage!
context: It's useless!\Let go of me!\I said let go!\Louise!\You idiot! Why did you come back?!\Void mage.\Show me your strength.\Show me the true power of a Void mage! response:	She doesn't know yet that I can't use magic.
context: Let go of me!\I said let go!\Louise!\You idiot! Why did you come back?!\Void mage.\Show me your strength.\Show me the true power of a Void mage!\She doesn't know yet that I can't use magic. response:	Let go of me, you coward!
context: I said let go!\Louise!\You idiot! Why did you come back?!\Void mage.\Show me your strength.\Show me the true power of a Void mage!\She doesn't know yet that I can't use magic.\Let go of me, you coward! response:	You have no right to order me around!
context: Louise!\You idiot! Why did you come back?!\Void mage.\Show me your strength.\Show me the true power of a Void mage!\She doesn't know yet that I can't use magic.\Let go of me, you coward!\You have no right to order me around! response:	Looks like you don't know your place.
context: You idiot! Why did you come back?!\Void mage.\Show me your strength.\Show me the true power of a Void mage!\She doesn't know yet that I can't use magic.\Let go of me, you coward!\You have no right to order me around!\Looks like you don't know your place. response:	Louise!
context: Void mage.\Show me your strength.\Show me the true power of a Void mage!\She doesn't know yet that I can't use magic.\Let go of me, you coward!\You have no right to order me around!\Looks like you don't know your place.\Louise! response:	I already told you it's useless!
context: Show me your strength.\Show me the true power of a Void mage!\She doesn't know yet that I can't use magic.\Let go of me, you coward!\You have no right to order me around!\Looks like you don't know your place.\Louise!\I already told you it's useless! response:	What?
context: Show me the true power of a Void mage!\She doesn't know yet that I can't use magic.\Let go of me, you coward!\You have no right to order me around!\Looks like you don't know your place.\Louise!\I already told you it's useless!\What? response:	Tabitha!
context: She doesn't know yet that I can't use magic.\Let go of me, you coward!\You have no right to order me around!\Looks like you don't know your place.\Louise!\I already told you it's useless!\What?\Tabitha! response:	Reinforcements.
context: Let go of me, you coward!\You have no right to order me around!\Looks like you don't know your place.\Louise!\I already told you it's useless!\What?\Tabitha!\Reinforcements. response:	That's...
context: You have no right to order me around!\Looks like you don't know your place.\Louise!\I already told you it's useless!\What?\Tabitha!\Reinforcements.\That's... response:	The Ostland!
context: Looks like you don't know your place.\Louise!\I already told you it's useless!\What?\Tabitha!\Reinforcements.\That's...\The Ostland! response:	Louise!
context: Louise!\I already told you it's useless!\What?\Tabitha!\Reinforcements.\That's...\The Ostland!\Louise! response:	Saito?
context: I already told you it's useless!\What?\Tabitha!\Reinforcements.\That's...\The Ostland!\Louise!\Saito? response:	Don't come!
context: What?\Tabitha!\Reinforcements.\That's...\The Ostland!\Louise!\Saito?\Don't come! response:	Louise...
context: Tabitha!\Reinforcements.\That's...\The Ostland!\Louise!\Saito?\Don't come!\Louise... response:	Saito saved me.
context: Reinforcements.\That's...\The Ostland!\Louise!\Saito?\Don't come!\Louise...\Saito saved me. response:	So this time, I'll protect Saito.
context: That's...\The Ostland!\Louise!\Saito?\Don't come!\Louise...\Saito saved me.\So this time, I'll protect Saito. response:	Sheffield!
context: The Ostland!\Louise!\Saito?\Don't come!\Louise...\Saito saved me.\So this time, I'll protect Saito.\Sheffield! response:	I'm the one you want, right?!
context: Louise!\Saito?\Don't come!\Louise...\Saito saved me.\So this time, I'll protect Saito.\Sheffield!\I'm the one you want, right?! response:	So let everyone else go!
context: Saito?\Don't come!\Louise...\Saito saved me.\So this time, I'll protect Saito.\Sheffield!\I'm the one you want, right?!\So let everyone else go! response:	Ful blisars ansul ken.
context: Don't come!\Louise...\Saito saved me.\So this time, I'll protect Saito.\Sheffield!\I'm the one you want, right?!\So let everyone else go!\Ful blisars ansul ken. response:	Gyofu need -
context: Louise...\Saito saved me.\So this time, I'll protect Saito.\Sheffield!\I'm the one you want, right?!\So let everyone else go!\Ful blisars ansul ken.\Gyofu need - response:	Louise, what are you doing?!
context: Saito saved me.\So this time, I'll protect Saito.\Sheffield!\I'm the one you want, right?!\So let everyone else go!\Ful blisars ansul ken.\Gyofu need -\Louise, what are you doing?! response:	Shut up!
context: So this time, I'll protect Saito.\Sheffield!\I'm the one you want, right?!\So let everyone else go!\Ful blisars ansul ken.\Gyofu need -\Louise, what are you doing?!\Shut up! response:	But your magic's...
context: Sheffield!\I'm the one you want, right?!\So let everyone else go!\Ful blisars ansul ken.\Gyofu need -\Louise, what are you doing?!\Shut up!\But your magic's... response:	I don't have time to babysit you!
context: I'm the one you want, right?!\So let everyone else go!\Ful blisars ansul ken.\Gyofu need -\Louise, what are you doing?!\Shut up!\But your magic's...\I don't have time to babysit you! response:	Don't come near me!
context: So let everyone else go!\Ful blisars ansul ken.\Gyofu need -\Louise, what are you doing?!\Shut up!\But your magic's...\I don't have time to babysit you!\Don't come near me! response:	How could I do that?!
context: Ful blisars ansul ken.\Gyofu need -\Louise, what are you doing?!\Shut up!\But your magic's...\I don't have time to babysit you!\Don't come near me!\How could I do that?! response:	Why did you come save me?
context: Gyofu need -\Louise, what are you doing?!\Shut up!\But your magic's...\I don't have time to babysit you!\Don't come near me!\How could I do that?!\Why did you come save me? response:	You ruined my plan to buy time.
context: Louise, what are you doing?!\Shut up!\But your magic's...\I don't have time to babysit you!\Don't come near me!\How could I do that?!\Why did you come save me?\You ruined my plan to buy time. response:	Don't be ridiculous. That's my role!
context: Shut up!\But your magic's...\I don't have time to babysit you!\Don't come near me!\How could I do that?!\Why did you come save me?\You ruined my plan to buy time.\Don't be ridiculous. That's my role! response:	Why don't you get it?
context: But your magic's...\I don't have time to babysit you!\Don't come near me!\How could I do that?!\Why did you come save me?\You ruined my plan to buy time.\Don't be ridiculous. That's my role!\Why don't you get it? response:	I'm back to being the Zero Louise.
context: I don't have time to babysit you!\Don't come near me!\How could I do that?!\Why did you come save me?\You ruined my plan to buy time.\Don't be ridiculous. That's my role!\Why don't you get it?\I'm back to being the Zero Louise. response:	I'm not worth being protected.
context: Don't come near me!\How could I do that?!\Why did you come save me?\You ruined my plan to buy time.\Don't be ridiculous. That's my role!\Why don't you get it?\I'm back to being the Zero Louise.\I'm not worth being protected. response:	What nonsense are you speaking?
context: How could I do that?!\Why did you come save me?\You ruined my plan to buy time.\Don't be ridiculous. That's my role!\Why don't you get it?\I'm back to being the Zero Louise.\I'm not worth being protected.\What nonsense are you speaking? response:	Hey, you weren't thinking about sacrificing yourself, were you?
context: Why did you come save me?\You ruined my plan to buy time.\Don't be ridiculous. That's my role!\Why don't you get it?\I'm back to being the Zero Louise.\I'm not worth being protected.\What nonsense are you speaking?\Hey, you weren't thinking about sacrificing yourself, were you? response:	You idiot.
context: You ruined my plan to buy time.\Don't be ridiculous. That's my role!\Why don't you get it?\I'm back to being the Zero Louise.\I'm not worth being protected.\What nonsense are you speaking?\Hey, you weren't thinking about sacrificing yourself, were you?\You idiot. response:	Colbert-sensei!
context: Don't be ridiculous. That's my role!\Why don't you get it?\I'm back to being the Zero Louise.\I'm not worth being protected.\What nonsense are you speaking?\Hey, you weren't thinking about sacrificing yourself, were you?\You idiot.\Colbert-sensei! response:	What's this?
context: Why don't you get it?\I'm back to being the Zero Louise.\I'm not worth being protected.\What nonsense are you speaking?\Hey, you weren't thinking about sacrificing yourself, were you?\You idiot.\Colbert-sensei!\What's this? response:	It's the Great Spear.
context: I'm back to being the Zero Louise.\I'm not worth being protected.\What nonsense are you speaking?\Hey, you weren't thinking about sacrificing yourself, were you?\You idiot.\Colbert-sensei!\What's this?\It's the Great Spear. response:	Why is this thing here?
context: I'm not worth being protected.\What nonsense are you speaking?\Hey, you weren't thinking about sacrificing yourself, were you?\You idiot.\Colbert-sensei!\What's this?\It's the Great Spear.\Why is this thing here? response:	We don't have time! I'll explain later!
context: What nonsense are you speaking?\Hey, you weren't thinking about sacrificing yourself, were you?\You idiot.\Colbert-sensei!\What's this?\It's the Great Spear.\Why is this thing here?\We don't have time! I'll explain later! response:	Reinard! Turn the handle and set the bearing!
context: Hey, you weren't thinking about sacrificing yourself, were you?\You idiot.\Colbert-sensei!\What's this?\It's the Great Spear.\Why is this thing here?\We don't have time! I'll explain later!\Reinard! Turn the handle and set the bearing! response:	Okay!
context: You idiot.\Colbert-sensei!\What's this?\It's the Great Spear.\Why is this thing here?\We don't have time! I'll explain later!\Reinard! Turn the handle and set the bearing!\Okay! response:	Guiche, you set the elevation!
context: Colbert-sensei!\What's this?\It's the Great Spear.\Why is this thing here?\We don't have time! I'll explain later!\Reinard! Turn the handle and set the bearing!\Okay!\Guiche, you set the elevation! response:	Gimli and Malicorn, prepare the shell!
context: What's this?\It's the Great Spear.\Why is this thing here?\We don't have time! I'll explain later!\Reinard! Turn the handle and set the bearing!\Okay!\Guiche, you set the elevation!\Gimli and Malicorn, prepare the shell! response:	Okay.
context: It's the Great Spear.\Why is this thing here?\We don't have time! I'll explain later!\Reinard! Turn the handle and set the bearing!\Okay!\Guiche, you set the elevation!\Gimli and Malicorn, prepare the shell!\Okay. response:	Okay.
context: Why is this thing here?\We don't have time! I'll explain later!\Reinard! Turn the handle and set the bearing!\Okay!\Guiche, you set the elevation!\Gimli and Malicorn, prepare the shell!\Okay.\Okay. response:	What's elevation?
context: We don't have time! I'll explain later!\Reinard! Turn the handle and set the bearing!\Okay!\Guiche, you set the elevation!\Gimli and Malicorn, prepare the shell!\Okay.\Okay.\What's elevation? response:	Get a move on!
context: Reinard! Turn the handle and set the bearing!\Okay!\Guiche, you set the elevation!\Gimli and Malicorn, prepare the shell!\Okay.\Okay.\What's elevation?\Get a move on! response:	I-It's heavy...
context: Okay!\Guiche, you set the elevation!\Gimli and Malicorn, prepare the shell!\Okay.\Okay.\What's elevation?\Get a move on!\I-It's heavy... response:	I'll help.
context: Guiche, you set the elevation!\Gimli and Malicorn, prepare the shell!\Okay.\Okay.\What's elevation?\Get a move on!\I-It's heavy...\I'll help. response:	Does this go here?
context: Gimli and Malicorn, prepare the shell!\Okay.\Okay.\What's elevation?\Get a move on!\I-It's heavy...\I'll help.\Does this go here? response:	Yeah, that's it.
context: Okay.\Okay.\What's elevation?\Get a move on!\I-It's heavy...\I'll help.\Does this go here?\Yeah, that's it. response:	Reinard! Set the bearing to 45 degrees!
context: Okay.\What's elevation?\Get a move on!\I-It's heavy...\I'll help.\Does this go here?\Yeah, that's it.\Reinard! Set the bearing to 45 degrees! response:	Guiche! Elevation twenty degrees!
context: What's elevation?\Get a move on!\I-It's heavy...\I'll help.\Does this go here?\Yeah, that's it.\Reinard! Set the bearing to 45 degrees!\Guiche! Elevation twenty degrees! response:	Roger!
context: Get a move on!\I-It's heavy...\I'll help.\Does this go here?\Yeah, that's it.\Reinard! Set the bearing to 45 degrees!\Guiche! Elevation twenty degrees!\Roger! response:	Roger!
context: I-It's heavy...\I'll help.\Does this go here?\Yeah, that's it.\Reinard! Set the bearing to 45 degrees!\Guiche! Elevation twenty degrees!\Roger!\Roger! response:	Everyone, plug your ears!
context: I'll help.\Does this go here?\Yeah, that's it.\Reinard! Set the bearing to 45 degrees!\Guiche! Elevation twenty degrees!\Roger!\Roger!\Everyone, plug your ears! response:	Fire!
context: Does this go here?\Yeah, that's it.\Reinard! Set the bearing to 45 degrees!\Guiche! Elevation twenty degrees!\Roger!\Roger!\Everyone, plug your ears!\Fire! response:	We did it!
context: Yeah, that's it.\Reinard! Set the bearing to 45 degrees!\Guiche! Elevation twenty degrees!\Roger!\Roger!\Everyone, plug your ears!\Fire!\We did it! response:	No...
context: Reinard! Set the bearing to 45 degrees!\Guiche! Elevation twenty degrees!\Roger!\Roger!\Everyone, plug your ears!\Fire!\We did it!\No... response:	Hurry with the next round!
context: Guiche! Elevation twenty degrees!\Roger!\Roger!\Everyone, plug your ears!\Fire!\We did it!\No...\Hurry with the next round! response:	It has Counter on its armour.
context: Roger!\Roger!\Everyone, plug your ears!\Fire!\We did it!\No...\Hurry with the next round!\It has Counter on its armour. response:	What do we do?
context: Roger!\Everyone, plug your ears!\Fire!\We did it!\No...\Hurry with the next round!\It has Counter on its armour.\What do we do? response:	Cast Dispel on the shell.
context: Everyone, plug your ears!\Fire!\We did it!\No...\Hurry with the next round!\It has Counter on its armour.\What do we do?\Cast Dispel on the shell. response:	That's the only way to pierce it.
context: Fire!\We did it!\No...\Hurry with the next round!\It has Counter on its armour.\What do we do?\Cast Dispel on the shell.\That's the only way to pierce it. response:	Dispel?
context: We did it!\No...\Hurry with the next round!\It has Counter on its armour.\What do we do?\Cast Dispel on the shell.\That's the only way to pierce it.\Dispel? response:	Louise...
context: No...\Hurry with the next round!\It has Counter on its armour.\What do we do?\Cast Dispel on the shell.\That's the only way to pierce it.\Dispel?\Louise... response:	Saito!
context: Hurry with the next round!\It has Counter on its armour.\What do we do?\Cast Dispel on the shell.\That's the only way to pierce it.\Dispel?\Louise...\Saito! response:	Spirit of fire!
context: It has Counter on its armour.\What do we do?\Cast Dispel on the shell.\That's the only way to pierce it.\Dispel?\Louise...\Saito!\Spirit of fire! response:	Colbert-sensei!
context: What do we do?\Cast Dispel on the shell.\That's the only way to pierce it.\Dispel?\Louise...\Saito!\Spirit of fire!\Colbert-sensei! response:	I'll help, too!
context: Cast Dispel on the shell.\That's the only way to pierce it.\Dispel?\Louise...\Saito!\Spirit of fire!\Colbert-sensei!\I'll help, too! response:	Wind!
context: That's the only way to pierce it.\Dispel?\Louise...\Saito!\Spirit of fire!\Colbert-sensei!\I'll help, too!\Wind! response:	Damn mages!
context: Dispel?\Louise...\Saito!\Spirit of fire!\Colbert-sensei!\I'll help, too!\Wind!\Damn mages! response:	Louise!
context: Louise...\Saito!\Spirit of fire!\Colbert-sensei!\I'll help, too!\Wind!\Damn mages!\Louise! response:	I can't do it...
context: Saito!\Spirit of fire!\Colbert-sensei!\I'll help, too!\Wind!\Damn mages!\Louise!\I can't do it... response:	I can't do it!
context: Spirit of fire!\Colbert-sensei!\I'll help, too!\Wind!\Damn mages!\Louise!\I can't do it...\I can't do it! response:	I just can't do it!
context: Colbert-sensei!\I'll help, too!\Wind!\Damn mages!\Louise!\I can't do it...\I can't do it!\I just can't do it! response:	My heart's empty!
