context: Cockroach... response:	Under Shinichirou's shoe, there is a cockroach, too.
context: Sorry, but please leave us be.\We...\They're beautiful.\Your tears.\Ahh, I'm starving.\Hey, where you off to, master?\Oh, err, just some place.\Here, sorry for the wait! response:	Hey bro, the one just now wasn't completely cooked.
context: We...\They're beautiful.\Your tears.\Ahh, I'm starving.\Hey, where you off to, master?\Oh, err, just some place.\Here, sorry for the wait!\Hey bro, the one just now wasn't completely cooked. response:	That's because we use only selected wheat!
context: They're beautiful.\Your tears.\Ahh, I'm starving.\Hey, where you off to, master?\Oh, err, just some place.\Here, sorry for the wait!\Hey bro, the one just now wasn't completely cooked.\That's because we use only selected wheat! response:	Half cooked is just right.
context: Your tears.\Ahh, I'm starving.\Hey, where you off to, master?\Oh, err, just some place.\Here, sorry for the wait!\Hey bro, the one just now wasn't completely cooked.\That's because we use only selected wheat!\Half cooked is just right. response:	Well said...
context: Ahh, I'm starving.\Hey, where you off to, master?\Oh, err, just some place.\Here, sorry for the wait!\Hey bro, the one just now wasn't completely cooked.\That's because we use only selected wheat!\Half cooked is just right.\Well said... response:	Alright, next custo-
context: Hey, where you off to, master?\Oh, err, just some place.\Here, sorry for the wait!\Hey bro, the one just now wasn't completely cooked.\That's because we use only selected wheat!\Half cooked is just right.\Well said...\Alright, next custo- response:	Yo.
context: Oh, err, just some place.\Here, sorry for the wait!\Hey bro, the one just now wasn't completely cooked.\That's because we use only selected wheat!\Half cooked is just right.\Well said...\Alright, next custo-\Yo. response:	Ai-chan went to the community center, so I'm watching the store for her.
context: Here, sorry for the wait!\Hey bro, the one just now wasn't completely cooked.\That's because we use only selected wheat!\Half cooked is just right.\Well said...\Alright, next custo-\Yo.\Ai-chan went to the community center, so I'm watching the store for her. response:	You're getting along well, aren't you?
context: Hey bro, the one just now wasn't completely cooked.\That's because we use only selected wheat!\Half cooked is just right.\Well said...\Alright, next custo-\Yo.\Ai-chan went to the community center, so I'm watching the store for her.\You're getting along well, aren't you? response:	Speaking of it, what are you doing?
context: That's because we use only selected wheat!\Half cooked is just right.\Well said...\Alright, next custo-\Yo.\Ai-chan went to the community center, so I'm watching the store for her.\You're getting along well, aren't you?\Speaking of it, what are you doing? response:	What do you mean?
context: Half cooked is just right.\Well said...\Alright, next custo-\Yo.\Ai-chan went to the community center, so I'm watching the store for her.\You're getting along well, aren't you?\Speaking of it, what are you doing?\What do you mean? response:	Should the star of the Mugiha dance really be loitering around here?
context: Well said...\Alright, next custo-\Yo.\Ai-chan went to the community center, so I'm watching the store for her.\You're getting along well, aren't you?\Speaking of it, what are you doing?\What do you mean?\Should the star of the Mugiha dance really be loitering around here? response:	Really... What am I doing?
context: Alright, next custo-\Yo.\Ai-chan went to the community center, so I'm watching the store for her.\You're getting along well, aren't you?\Speaking of it, what are you doing?\What do you mean?\Should the star of the Mugiha dance really be loitering around here?\Really... What am I doing? response:	Huh?!
context: Yo.\Ai-chan went to the community center, so I'm watching the store for her.\You're getting along well, aren't you?\Speaking of it, what are you doing?\What do you mean?\Should the star of the Mugiha dance really be loitering around here?\Really... What am I doing?\Huh?! response:	Shut up, Shinichirou!
context: Ai-chan went to the community center, so I'm watching the store for her.\You're getting along well, aren't you?\Speaking of it, what are you doing?\What do you mean?\Should the star of the Mugiha dance really be loitering around here?\Really... What am I doing?\Huh?!\Shut up, Shinichirou! response:	Inside Shinichirou's butt, there is a cockroach, too!
context: You're getting along well, aren't you?\Speaking of it, what are you doing?\What do you mean?\Should the star of the Mugiha dance really be loitering around here?\Really... What am I doing?\Huh?!\Shut up, Shinichirou!\Inside Shinichirou's butt, there is a cockroach, too! response:	Noe...
context: Speaking of it, what are you doing?\What do you mean?\Should the star of the Mugiha dance really be loitering around here?\Really... What am I doing?\Huh?!\Shut up, Shinichirou!\Inside Shinichirou's butt, there is a cockroach, too!\Noe... response:	There was a call... from a printing company in Tokyo.
context: What do you mean?\Should the star of the Mugiha dance really be loitering around here?\Really... What am I doing?\Huh?!\Shut up, Shinichirou!\Inside Shinichirou's butt, there is a cockroach, too!\Noe...\There was a call... from a printing company in Tokyo. response:	The boss went to watch the festival.
context: Should the star of the Mugiha dance really be loitering around here?\Really... What am I doing?\Huh?!\Shut up, Shinichirou!\Inside Shinichirou's butt, there is a cockroach, too!\Noe...\There was a call... from a printing company in Tokyo.\The boss went to watch the festival. response:	You can hang out here for a while.
context: Really... What am I doing?\Huh?!\Shut up, Shinichirou!\Inside Shinichirou's butt, there is a cockroach, too!\Noe...\There was a call... from a printing company in Tokyo.\The boss went to watch the festival.\You can hang out here for a while. response:	Why did you decide that on your own?
context: Huh?!\Shut up, Shinichirou!\Inside Shinichirou's butt, there is a cockroach, too!\Noe...\There was a call... from a printing company in Tokyo.\The boss went to watch the festival.\You can hang out here for a while.\Why did you decide that on your own? response:	You told me you were going to specialty school!
context: Shut up, Shinichirou!\Inside Shinichirou's butt, there is a cockroach, too!\Noe...\There was a call... from a printing company in Tokyo.\The boss went to watch the festival.\You can hang out here for a while.\Why did you decide that on your own?\You told me you were going to specialty school! response:	Why are you going to work, all of a sudden?
context: Inside Shinichirou's butt, there is a cockroach, too!\Noe...\There was a call... from a printing company in Tokyo.\The boss went to watch the festival.\You can hang out here for a while.\Why did you decide that on your own?\You told me you were going to specialty school!\Why are you going to work, all of a sudden? response:	Because I promised Granny.
context: Noe...\There was a call... from a printing company in Tokyo.\The boss went to watch the festival.\You can hang out here for a while.\Why did you decide that on your own?\You told me you were going to specialty school!\Why are you going to work, all of a sudden?\Because I promised Granny. response:	Remember that you locked yourself in your room after Granny died?
context: There was a call... from a printing company in Tokyo.\The boss went to watch the festival.\You can hang out here for a while.\Why did you decide that on your own?\You told me you were going to specialty school!\Why are you going to work, all of a sudden?\Because I promised Granny.\Remember that you locked yourself in your room after Granny died? response:	You didn't even come out to play with your friends.
context: The boss went to watch the festival.\You can hang out here for a while.\Why did you decide that on your own?\You told me you were going to specialty school!\Why are you going to work, all of a sudden?\Because I promised Granny.\Remember that you locked yourself in your room after Granny died?\You didn't even come out to play with your friends. response:	I felt that I had to protect you...
context: You can hang out here for a while.\Why did you decide that on your own?\You told me you were going to specialty school!\Why are you going to work, all of a sudden?\Because I promised Granny.\Remember that you locked yourself in your room after Granny died?\You didn't even come out to play with your friends.\I felt that I had to protect you... response:	Forever...
context: Why did you decide that on your own?\You told me you were going to specialty school!\Why are you going to work, all of a sudden?\Because I promised Granny.\Remember that you locked yourself in your room after Granny died?\You didn't even come out to play with your friends.\I felt that I had to protect you...\Forever... response:	But... I am getting more and more confused.
context: You told me you were going to specialty school!\Why are you going to work, all of a sudden?\Because I promised Granny.\Remember that you locked yourself in your room after Granny died?\You didn't even come out to play with your friends.\I felt that I had to protect you...\Forever...\But... I am getting more and more confused. response:	I thought I only wanted to protect you, but I've done a lot of pointless stuff.
context: Why are you going to work, all of a sudden?\Because I promised Granny.\Remember that you locked yourself in your room after Granny died?\You didn't even come out to play with your friends.\I felt that I had to protect you...\Forever...\But... I am getting more and more confused.\I thought I only wanted to protect you, but I've done a lot of pointless stuff. response:	Onii-chan?
context: Because I promised Granny.\Remember that you locked yourself in your room after Granny died?\You didn't even come out to play with your friends.\I felt that I had to protect you...\Forever...\But... I am getting more and more confused.\I thought I only wanted to protect you, but I've done a lot of pointless stuff.\Onii-chan? response:	I love you.
context: Remember that you locked yourself in your room after Granny died?\You didn't even come out to play with your friends.\I felt that I had to protect you...\Forever...\But... I am getting more and more confused.\I thought I only wanted to protect you, but I've done a lot of pointless stuff.\Onii-chan?\I love you. response:	I love Jun too.
context: You didn't even come out to play with your friends.\I felt that I had to protect you...\Forever...\But... I am getting more and more confused.\I thought I only wanted to protect you, but I've done a lot of pointless stuff.\Onii-chan?\I love you.\I love Jun too. response:	But I think I love you a bit more than that.
context: I felt that I had to protect you...\Forever...\But... I am getting more and more confused.\I thought I only wanted to protect you, but I've done a lot of pointless stuff.\Onii-chan?\I love you.\I love Jun too.\But I think I love you a bit more than that. response:	It's strange to have such feelings,
context: Forever...\But... I am getting more and more confused.\I thought I only wanted to protect you, but I've done a lot of pointless stuff.\Onii-chan?\I love you.\I love Jun too.\But I think I love you a bit more than that.\It's strange to have such feelings, response:	that's why I asked him to take care of it.
context: But... I am getting more and more confused.\I thought I only wanted to protect you, but I've done a lot of pointless stuff.\Onii-chan?\I love you.\I love Jun too.\But I think I love you a bit more than that.\It's strange to have such feelings,\that's why I asked him to take care of it. response:	Him?
context: I thought I only wanted to protect you, but I've done a lot of pointless stuff.\Onii-chan?\I love you.\I love Jun too.\But I think I love you a bit more than that.\It's strange to have such feelings,\that's why I asked him to take care of it.\Him? response:	I don't get it.
context: Onii-chan?\I love you.\I love Jun too.\But I think I love you a bit more than that.\It's strange to have such feelings,\that's why I asked him to take care of it.\Him?\I don't get it. response:	Is it really that strange to say you love me?
context: I love you.\I love Jun too.\But I think I love you a bit more than that.\It's strange to have such feelings,\that's why I asked him to take care of it.\Him?\I don't get it.\Is it really that strange to say you love me? response:	How is it wrong?
context: I love Jun too.\But I think I love you a bit more than that.\It's strange to have such feelings,\that's why I asked him to take care of it.\Him?\I don't get it.\Is it really that strange to say you love me?\How is it wrong? response:	May I kiss you?
context: But I think I love you a bit more than that.\It's strange to have such feelings,\that's why I asked him to take care of it.\Him?\I don't get it.\Is it really that strange to say you love me?\How is it wrong?\May I kiss you? response:	Didn't we kiss when we were kids?
context: It's strange to have such feelings,\that's why I asked him to take care of it.\Him?\I don't get it.\Is it really that strange to say you love me?\How is it wrong?\May I kiss you?\Didn't we kiss when we were kids? response:	Alright.
context: that's why I asked him to take care of it.\Him?\I don't get it.\Is it really that strange to say you love me?\How is it wrong?\May I kiss you?\Didn't we kiss when we were kids?\Alright. response:	But, in return, you need to rethink about getting yourself a job.
context: Him?\I don't get it.\Is it really that strange to say you love me?\How is it wrong?\May I kiss you?\Didn't we kiss when we were kids?\Alright.\But, in return, you need to rethink about getting yourself a job. response:	Onii-chan...
context: I don't get it.\Is it really that strange to say you love me?\How is it wrong?\May I kiss you?\Didn't we kiss when we were kids?\Alright.\But, in return, you need to rethink about getting yourself a job.\Onii-chan... response:	That's probably the kind of kiss that I'd want.
context: Is it really that strange to say you love me?\How is it wrong?\May I kiss you?\Didn't we kiss when we were kids?\Alright.\But, in return, you need to rethink about getting yourself a job.\Onii-chan...\That's probably the kind of kiss that I'd want. response:	I made many selfish decisions...
context: How is it wrong?\May I kiss you?\Didn't we kiss when we were kids?\Alright.\But, in return, you need to rethink about getting yourself a job.\Onii-chan...\That's probably the kind of kiss that I'd want.\I made many selfish decisions... response:	but being by your side... is too painful.
context: May I kiss you?\Didn't we kiss when we were kids?\Alright.\But, in return, you need to rethink about getting yourself a job.\Onii-chan...\That's probably the kind of kiss that I'd want.\I made many selfish decisions...\but being by your side... is too painful. response:	Inside Shinichirou's heart...
context: Didn't we kiss when we were kids?\Alright.\But, in return, you need to rethink about getting yourself a job.\Onii-chan...\That's probably the kind of kiss that I'd want.\I made many selfish decisions...\but being by your side... is too painful.\Inside Shinichirou's heart... response:	Inside my heart...
context: Alright.\But, in return, you need to rethink about getting yourself a job.\Onii-chan...\That's probably the kind of kiss that I'd want.\I made many selfish decisions...\but being by your side... is too painful.\Inside Shinichirou's heart...\Inside my heart... response:	I didn't realize onii-chan's feelings...
context: But, in return, you need to rethink about getting yourself a job.\Onii-chan...\That's probably the kind of kiss that I'd want.\I made many selfish decisions...\but being by your side... is too painful.\Inside Shinichirou's heart...\Inside my heart...\I didn't realize onii-chan's feelings... response:	Nor did I realize Yuasa Hiromi's feelings...
context: Onii-chan...\That's probably the kind of kiss that I'd want.\I made many selfish decisions...\but being by your side... is too painful.\Inside Shinichirou's heart...\Inside my heart...\I didn't realize onii-chan's feelings...\Nor did I realize Yuasa Hiromi's feelings... response:	I didn't even realize how Shinichirou really feels.
context: That's probably the kind of kiss that I'd want.\I made many selfish decisions...\but being by your side... is too painful.\Inside Shinichirou's heart...\Inside my heart...\I didn't realize onii-chan's feelings...\Nor did I realize Yuasa Hiromi's feelings...\I didn't even realize how Shinichirou really feels. response:	Can tears really be shed...
context: I made many selfish decisions...\but being by your side... is too painful.\Inside Shinichirou's heart...\Inside my heart...\I didn't realize onii-chan's feelings...\Nor did I realize Yuasa Hiromi's feelings...\I didn't even realize how Shinichirou really feels.\Can tears really be shed... response:	Looks like this year's lead suddenly got better!
context: but being by your side... is too painful.\Inside Shinichirou's heart...\Inside my heart...\I didn't realize onii-chan's feelings...\Nor did I realize Yuasa Hiromi's feelings...\I didn't even realize how Shinichirou really feels.\Can tears really be shed...\Looks like this year's lead suddenly got better! response:	I'm pretty sure that's Nakagami's son.
context: Inside Shinichirou's heart...\Inside my heart...\I didn't realize onii-chan's feelings...\Nor did I realize Yuasa Hiromi's feelings...\I didn't even realize how Shinichirou really feels.\Can tears really be shed...\Looks like this year's lead suddenly got better!\I'm pretty sure that's Nakagami's son. response:	Like father, like son.
context: Inside my heart...\I didn't realize onii-chan's feelings...\Nor did I realize Yuasa Hiromi's feelings...\I didn't even realize how Shinichirou really feels.\Can tears really be shed...\Looks like this year's lead suddenly got better!\I'm pretty sure that's Nakagami's son.\Like father, like son. response:	But, why all of a sudden...
context: I didn't realize onii-chan's feelings...\Nor did I realize Yuasa Hiromi's feelings...\I didn't even realize how Shinichirou really feels.\Can tears really be shed...\Looks like this year's lead suddenly got better!\I'm pretty sure that's Nakagami's son.\Like father, like son.\But, why all of a sudden... response:	When Raigoumaru came to,
context: Nor did I realize Yuasa Hiromi's feelings...\I didn't even realize how Shinichirou really feels.\Can tears really be shed...\Looks like this year's lead suddenly got better!\I'm pretty sure that's Nakagami's son.\Like father, like son.\But, why all of a sudden...\When Raigoumaru came to, response:	He's was tempted by the red seeds,
context: I didn't even realize how Shinichirou really feels.\Can tears really be shed...\Looks like this year's lead suddenly got better!\I'm pretty sure that's Nakagami's son.\Like father, like son.\But, why all of a sudden...\When Raigoumaru came to,\He's was tempted by the red seeds, response:	And stood up on the cliff.
context: Can tears really be shed...\Looks like this year's lead suddenly got better!\I'm pretty sure that's Nakagami's son.\Like father, like son.\But, why all of a sudden...\When Raigoumaru came to,\He's was tempted by the red seeds,\And stood up on the cliff. response:	'I want to fly!'
context: Looks like this year's lead suddenly got better!\I'm pretty sure that's Nakagami's son.\Like father, like son.\But, why all of a sudden...\When Raigoumaru came to,\He's was tempted by the red seeds,\And stood up on the cliff.\'I want to fly!' response:	Is it because he wants to eat those red seeds?
context: I'm pretty sure that's Nakagami's son.\Like father, like son.\But, why all of a sudden...\When Raigoumaru came to,\He's was tempted by the red seeds,\And stood up on the cliff.\'I want to fly!'\Is it because he wants to eat those red seeds? response:	Or is it because of this white snow?
context: Like father, like son.\But, why all of a sudden...\When Raigoumaru came to,\He's was tempted by the red seeds,\And stood up on the cliff.\'I want to fly!'\Is it because he wants to eat those red seeds?\Or is it because of this white snow? response:	That I do not know.
context: But, why all of a sudden...\When Raigoumaru came to,\He's was tempted by the red seeds,\And stood up on the cliff.\'I want to fly!'\Is it because he wants to eat those red seeds?\Or is it because of this white snow?\That I do not know. response:	But, that's what Raigoumaru was thinking deep within.
context: When Raigoumaru came to,\He's was tempted by the red seeds,\And stood up on the cliff.\'I want to fly!'\Is it because he wants to eat those red seeds?\Or is it because of this white snow?\That I do not know.\But, that's what Raigoumaru was thinking deep within. response:	Yeah...
context: He's was tempted by the red seeds,\And stood up on the cliff.\'I want to fly!'\Is it because he wants to eat those red seeds?\Or is it because of this white snow?\That I do not know.\But, that's what Raigoumaru was thinking deep within.\Yeah... response:	The only reason that I thought of drawing a picture book was...
context: And stood up on the cliff.\'I want to fly!'\Is it because he wants to eat those red seeds?\Or is it because of this white snow?\That I do not know.\But, that's what Raigoumaru was thinking deep within.\Yeah...\The only reason that I thought of drawing a picture book was... response:	because of those eyes... that believed I could fly.
context: 'I want to fly!'\Is it because he wants to eat those red seeds?\Or is it because of this white snow?\That I do not know.\But, that's what Raigoumaru was thinking deep within.\Yeah...\The only reason that I thought of drawing a picture book was...\because of those eyes... that believed I could fly. response:	You want to fly high in the sky.
context: Is it because he wants to eat those red seeds?\Or is it because of this white snow?\That I do not know.\But, that's what Raigoumaru was thinking deep within.\Yeah...\The only reason that I thought of drawing a picture book was...\because of those eyes... that believed I could fly.\You want to fly high in the sky. response:	Not for anyone else's sake,
context: Or is it because of this white snow?\That I do not know.\But, that's what Raigoumaru was thinking deep within.\Yeah...\The only reason that I thought of drawing a picture book was...\because of those eyes... that believed I could fly.\You want to fly high in the sky.\Not for anyone else's sake, response:	Not for glory or history.
context: That I do not know.\But, that's what Raigoumaru was thinking deep within.\Yeah...\The only reason that I thought of drawing a picture book was...\because of those eyes... that believed I could fly.\You want to fly high in the sky.\Not for anyone else's sake,\Not for glory or history. response:	And Raigoumaru spread his wings and flew.
context: But, that's what Raigoumaru was thinking deep within.\Yeah...\The only reason that I thought of drawing a picture book was...\because of those eyes... that believed I could fly.\You want to fly high in the sky.\Not for anyone else's sake,\Not for glory or history.\And Raigoumaru spread his wings and flew. response:	The dance was great, wasn't it?
context: Yeah...\The only reason that I thought of drawing a picture book was...\because of those eyes... that believed I could fly.\You want to fly high in the sky.\Not for anyone else's sake,\Not for glory or history.\And Raigoumaru spread his wings and flew.\The dance was great, wasn't it? response:	I know! I was totally into it!
context: The only reason that I thought of drawing a picture book was...\because of those eyes... that believed I could fly.\You want to fly high in the sky.\Not for anyone else's sake,\Not for glory or history.\And Raigoumaru spread his wings and flew.\The dance was great, wasn't it?\I know! I was totally into it! response:	I watched. It was really good.
context: because of those eyes... that believed I could fly.\You want to fly high in the sky.\Not for anyone else's sake,\Not for glory or history.\And Raigoumaru spread his wings and flew.\The dance was great, wasn't it?\I know! I was totally into it!\I watched. It was really good. response:	Yeah...
context: You want to fly high in the sky.\Not for anyone else's sake,\Not for glory or history.\And Raigoumaru spread his wings and flew.\The dance was great, wasn't it?\I know! I was totally into it!\I watched. It was really good.\Yeah... response:	Hiromi, I... need to...
context: Not for anyone else's sake,\Not for glory or history.\And Raigoumaru spread his wings and flew.\The dance was great, wasn't it?\I know! I was totally into it!\I watched. It was really good.\Yeah...\Hiromi, I... need to... response:	Are you looking for Isurugi-san?
context: Not for glory or history.\And Raigoumaru spread his wings and flew.\The dance was great, wasn't it?\I know! I was totally into it!\I watched. It was really good.\Yeah...\Hiromi, I... need to...\Are you looking for Isurugi-san? response:	Huh?
context: And Raigoumaru spread his wings and flew.\The dance was great, wasn't it?\I know! I was totally into it!\I watched. It was really good.\Yeah...\Hiromi, I... need to...\Are you looking for Isurugi-san?\Huh? response:	I told her...
context: The dance was great, wasn't it?\I know! I was totally into it!\I watched. It was really good.\Yeah...\Hiromi, I... need to...\Are you looking for Isurugi-san?\Huh?\I told her... response:	I told Isurugi-san not to interfere with us anymore.
context: I know! I was totally into it!\I watched. It was really good.\Yeah...\Hiromi, I... need to...\Are you looking for Isurugi-san?\Huh?\I told her...\I told Isurugi-san not to interfere with us anymore. response:	Are you mad?
context: I watched. It was really good.\Yeah...\Hiromi, I... need to...\Are you looking for Isurugi-san?\Huh?\I told her...\I told Isurugi-san not to interfere with us anymore.\Are you mad? response:	No, not really...
context: Yeah...\Hiromi, I... need to...\Are you looking for Isurugi-san?\Huh?\I told her...\I told Isurugi-san not to interfere with us anymore.\Are you mad?\No, not really... response:	It's about time for me to go.
context: Hiromi, I... need to...\Are you looking for Isurugi-san?\Huh?\I told her...\I told Isurugi-san not to interfere with us anymore.\Are you mad?\No, not really...\It's about time for me to go. response:	The festival is about to end.
context: Are you looking for Isurugi-san?\Huh?\I told her...\I told Isurugi-san not to interfere with us anymore.\Are you mad?\No, not really...\It's about time for me to go.\The festival is about to end. response:	Don't leave me alone...
context: Huh?\I told her...\I told Isurugi-san not to interfere with us anymore.\Are you mad?\No, not really...\It's about time for me to go.\The festival is about to end.\Don't leave me alone... response:	Don't leave me alone...
context: I told her...\I told Isurugi-san not to interfere with us anymore.\Are you mad?\No, not really...\It's about time for me to go.\The festival is about to end.\Don't leave me alone...\Don't leave me alone... response:	I wonder how the view is from the sky...
context: I told Isurugi-san not to interfere with us anymore.\Are you mad?\No, not really...\It's about time for me to go.\The festival is about to end.\Don't leave me alone...\Don't leave me alone...\I wonder how the view is from the sky... response:	My picture book... I finished it!
context: Are you mad?\No, not really...\It's about time for me to go.\The festival is about to end.\Don't leave me alone...\Don't leave me alone...\I wonder how the view is from the sky...\My picture book... I finished it! response:	Can I see it too if I look from the sky?
context: No, not really...\It's about time for me to go.\The festival is about to end.\Don't leave me alone...\Don't leave me alone...\I wonder how the view is from the sky...\My picture book... I finished it!\Can I see it too if I look from the sky? response:	I want you to see it!
context: It's about time for me to go.\The festival is about to end.\Don't leave me alone...\Don't leave me alone...\I wonder how the view is from the sky...\My picture book... I finished it!\Can I see it too if I look from the sky?\I want you to see it! response:	I want to know what you think!
context: The festival is about to end.\Don't leave me alone...\Don't leave me alone...\I wonder how the view is from the sky...\My picture book... I finished it!\Can I see it too if I look from the sky?\I want you to see it!\I want to know what you think! response:	Really?
context: Don't leave me alone...\Don't leave me alone...\I wonder how the view is from the sky...\My picture book... I finished it!\Can I see it too if I look from the sky?\I want you to see it!\I want to know what you think!\Really? response:	Thank you.
context: Don't leave me alone...\I wonder how the view is from the sky...\My picture book... I finished it!\Can I see it too if I look from the sky?\I want you to see it!\I want to know what you think!\Really?\Thank you. response:	Let's go in.
context: I wonder how the view is from the sky...\My picture book... I finished it!\Can I see it too if I look from the sky?\I want you to see it!\I want to know what you think!\Really?\Thank you.\Let's go in. response:	I hate how I am now.
context: My picture book... I finished it!\Can I see it too if I look from the sky?\I want you to see it!\I want to know what you think!\Really?\Thank you.\Let's go in.\I hate how I am now. response:	Shinichirou said I can fly.
context: Can I see it too if I look from the sky?\I want you to see it!\I want to know what you think!\Really?\Thank you.\Let's go in.\I hate how I am now.\Shinichirou said I can fly. response:	Your tears
