context: She won't come back, will she? response:	I did the right thing, didn't I, Onii-sama?
context: You are authorized to use anti-air weapons.\Destroy the DRAGONs\at all costs.\Who's going to defend the base if we deploy all the Para-mails?\What's going on?\Die, bad guys!\Commander, the communicator and radar...\We hereby abandon the command center. response:	Further communications will be issued from emergency command.
context: Destroy the DRAGONs\at all costs.\Who's going to defend the base if we deploy all the Para-mails?\What's going on?\Die, bad guys!\Commander, the communicator and radar...\We hereby abandon the command center.\Further communications will be issued from emergency command. response:	Yes, ma'am.
context: at all costs.\Who's going to defend the base if we deploy all the Para-mails?\What's going on?\Die, bad guys!\Commander, the communicator and radar...\We hereby abandon the command center.\Further communications will be issued from emergency command.\Yes, ma'am. response:	It looks like we got most of them.
context: Who's going to defend the base if we deploy all the Para-mails?\What's going on?\Die, bad guys!\Commander, the communicator and radar...\We hereby abandon the command center.\Further communications will be issued from emergency command.\Yes, ma'am.\It looks like we got most of them. response:	Thanks to Eleanor Squad and Betty Squad.
context: What's going on?\Die, bad guys!\Commander, the communicator and radar...\We hereby abandon the command center.\Further communications will be issued from emergency command.\Yes, ma'am.\It looks like we got most of them.\Thanks to Eleanor Squad and Betty Squad. response:	They took our earnings.
context: Die, bad guys!\Commander, the communicator and radar...\We hereby abandon the command center.\Further communications will be issued from emergency command.\Yes, ma'am.\It looks like we got most of them.\Thanks to Eleanor Squad and Betty Squad.\They took our earnings. response:	Huh? They're fleeing.
context: Commander, the communicator and radar...\We hereby abandon the command center.\Further communications will be issued from emergency command.\Yes, ma'am.\It looks like we got most of them.\Thanks to Eleanor Squad and Betty Squad.\They took our earnings.\Huh? They're fleeing. response:	Singing...
context: We hereby abandon the command center.\Further communications will be issued from emergency command.\Yes, ma'am.\It looks like we got most of them.\Thanks to Eleanor Squad and Betty Squad.\They took our earnings.\Huh? They're fleeing.\Singing... response:	A Para-mail?
context: Further communications will be issued from emergency command.\Yes, ma'am.\It looks like we got most of them.\Thanks to Eleanor Squad and Betty Squad.\They took our earnings.\Huh? They're fleeing.\Singing...\A Para-mail? response:	What the heck? Where's that machine from?
context: Yes, ma'am.\It looks like we got most of them.\Thanks to Eleanor Squad and Betty Squad.\They took our earnings.\Huh? They're fleeing.\Singing...\A Para-mail?\What the heck? Where's that machine from? response:	Ow.
context: It looks like we got most of them.\Thanks to Eleanor Squad and Betty Squad.\They took our earnings.\Huh? They're fleeing.\Singing...\A Para-mail?\What the heck? Where's that machine from?\Ow. response:	What just happened?
context: Thanks to Eleanor Squad and Betty Squad.\They took our earnings.\Huh? They're fleeing.\Singing...\A Para-mail?\What the heck? Where's that machine from?\Ow.\What just happened? response:	Angelise-sama.
context: They took our earnings.\Huh? They're fleeing.\Singing...\A Para-mail?\What the heck? Where's that machine from?\Ow.\What just happened?\Angelise-sama. response:	Please say something if you're okay.
context: Huh? They're fleeing.\Singing...\A Para-mail?\What the heck? Where's that machine from?\Ow.\What just happened?\Angelise-sama.\Please say something if you're okay. response:	Momoka.
context: Singing...\A Para-mail?\What the heck? Where's that machine from?\Ow.\What just happened?\Angelise-sama.\Please say something if you're okay.\Momoka. response:	Open.
context: A Para-mail?\What the heck? Where's that machine from?\Ow.\What just happened?\Angelise-sama.\Please say something if you're okay.\Momoka.\Open. response:	Thanks, Momoka.
context: What the heck? Where's that machine from?\Ow.\What just happened?\Angelise-sama.\Please say something if you're okay.\Momoka.\Open.\Thanks, Momoka. response:	No, it's nothing.
context: Ow.\What just happened?\Angelise-sama.\Please say something if you're okay.\Momoka.\Open.\Thanks, Momoka.\No, it's nothing. response:	Momoka?
context: What just happened?\Angelise-sama.\Please say something if you're okay.\Momoka.\Open.\Thanks, Momoka.\No, it's nothing.\Momoka? response:	It's nothing.
context: Angelise-sama.\Please say something if you're okay.\Momoka.\Open.\Thanks, Momoka.\No, it's nothing.\Momoka?\It's nothing. response:	Who did this?
context: Please say something if you're okay.\Momoka.\Open.\Thanks, Momoka.\No, it's nothing.\Momoka?\It's nothing.\Who did this? response:	Just after we finally got back...
context: Momoka.\Open.\Thanks, Momoka.\No, it's nothing.\Momoka?\It's nothing.\Who did this?\Just after we finally got back... response:	We'll find out if we go to the Para-mails.
context: Open.\Thanks, Momoka.\No, it's nothing.\Momoka?\It's nothing.\Who did this?\Just after we finally got back...\We'll find out if we go to the Para-mails. response:	Let's hurry.
context: Thanks, Momoka.\No, it's nothing.\Momoka?\It's nothing.\Who did this?\Just after we finally got back...\We'll find out if we go to the Para-mails.\Let's hurry. response:	But first take a bath.
context: No, it's nothing.\Momoka?\It's nothing.\Who did this?\Just after we finally got back...\We'll find out if we go to the Para-mails.\Let's hurry.\But first take a bath. response:	Good idea.
context: Momoka?\It's nothing.\Who did this?\Just after we finally got back...\We'll find out if we go to the Para-mails.\Let's hurry.\But first take a bath.\Good idea. response:	We don't have time for that.
context: It's nothing.\Who did this?\Just after we finally got back...\We'll find out if we go to the Para-mails.\Let's hurry.\But first take a bath.\Good idea.\We don't have time for that. response:	Second Troop, annihilated.
context: Who did this?\Just after we finally got back...\We'll find out if we go to the Para-mails.\Let's hurry.\But first take a bath.\Good idea.\We don't have time for that.\Second Troop, annihilated. response:	Third Troop, four units lost other than the Captain.
context: Just after we finally got back...\We'll find out if we go to the Para-mails.\Let's hurry.\But first take a bath.\Good idea.\We don't have time for that.\Second Troop, annihilated.\Third Troop, four units lost other than the Captain. response:	Give all command authority to Salia of First Troop.
context: We'll find out if we go to the Para-mails.\Let's hurry.\But first take a bath.\Good idea.\We don't have time for that.\Second Troop, annihilated.\Third Troop, four units lost other than the Captain.\Give all command authority to Salia of First Troop. response:	Instruct all the remaining Para-mail to attack the DRAGONs.
context: Let's hurry.\But first take a bath.\Good idea.\We don't have time for that.\Second Troop, annihilated.\Third Troop, four units lost other than the Captain.\Give all command authority to Salia of First Troop.\Instruct all the remaining Para-mail to attack the DRAGONs. response:	Yes.
context: But first take a bath.\Good idea.\We don't have time for that.\Second Troop, annihilated.\Third Troop, four units lost other than the Captain.\Give all command authority to Salia of First Troop.\Instruct all the remaining Para-mail to attack the DRAGONs.\Yes. response:	You heard it, Salia.
context: Good idea.\We don't have time for that.\Second Troop, annihilated.\Third Troop, four units lost other than the Captain.\Give all command authority to Salia of First Troop.\Instruct all the remaining Para-mail to attack the DRAGONs.\Yes.\You heard it, Salia. response:	And return Ange to the squad.
context: We don't have time for that.\Second Troop, annihilated.\Third Troop, four units lost other than the Captain.\Give all command authority to Salia of First Troop.\Instruct all the remaining Para-mail to attack the DRAGONs.\Yes.\You heard it, Salia.\And return Ange to the squad. response:	Only the Villkiss can stop that machine.
context: Second Troop, annihilated.\Third Troop, four units lost other than the Captain.\Give all command authority to Salia of First Troop.\Instruct all the remaining Para-mail to attack the DRAGONs.\Yes.\You heard it, Salia.\And return Ange to the squad.\Only the Villkiss can stop that machine. response:	Put Ange in it.
context: Third Troop, four units lost other than the Captain.\Give all command authority to Salia of First Troop.\Instruct all the remaining Para-mail to attack the DRAGONs.\Yes.\You heard it, Salia.\And return Ange to the squad.\Only the Villkiss can stop that machine.\Put Ange in it. response:	Then I'll deploy in the Villkiss.
context: Give all command authority to Salia of First Troop.\Instruct all the remaining Para-mail to attack the DRAGONs.\Yes.\You heard it, Salia.\And return Ange to the squad.\Only the Villkiss can stop that machine.\Put Ange in it.\Then I'll deploy in the Villkiss. response:	Shut up.
context: Instruct all the remaining Para-mail to attack the DRAGONs.\Yes.\You heard it, Salia.\And return Ange to the squad.\Only the Villkiss can stop that machine.\Put Ange in it.\Then I'll deploy in the Villkiss.\Shut up. response:	Follow your orders.
context: Yes.\You heard it, Salia.\And return Ange to the squad.\Only the Villkiss can stop that machine.\Put Ange in it.\Then I'll deploy in the Villkiss.\Shut up.\Follow your orders. response:	Am I not good enough?
context: You heard it, Salia.\And return Ange to the squad.\Only the Villkiss can stop that machine.\Put Ange in it.\Then I'll deploy in the Villkiss.\Shut up.\Follow your orders.\Am I not good enough? response:	I've always wanted to be useful to you.
context: And return Ange to the squad.\Only the Villkiss can stop that machine.\Put Ange in it.\Then I'll deploy in the Villkiss.\Shut up.\Follow your orders.\Am I not good enough?\I've always wanted to be useful to you. response:	I've worked so hard.
context: Only the Villkiss can stop that machine.\Put Ange in it.\Then I'll deploy in the Villkiss.\Shut up.\Follow your orders.\Am I not good enough?\I've always wanted to be useful to you.\I've worked so hard. response:	And it's still Ange?
context: Put Ange in it.\Then I'll deploy in the Villkiss.\Shut up.\Follow your orders.\Am I not good enough?\I've always wanted to be useful to you.\I've worked so hard.\And it's still Ange? response:	Ange's kind of good at piloting, and she's a bit clever.
context: Then I'll deploy in the Villkiss.\Shut up.\Follow your orders.\Am I not good enough?\I've always wanted to be useful to you.\I've worked so hard.\And it's still Ange?\Ange's kind of good at piloting, and she's a bit clever. response:	But she violated orders, and she deserted.
context: Shut up.\Follow your orders.\Am I not good enough?\I've always wanted to be useful to you.\I've worked so hard.\And it's still Ange?\Ange's kind of good at piloting, and she's a bit clever.\But she violated orders, and she deserted. response:	She's in detention.
context: Follow your orders.\Am I not good enough?\I've always wanted to be useful to you.\I've worked so hard.\And it's still Ange?\Ange's kind of good at piloting, and she's a bit clever.\But she violated orders, and she deserted.\She's in detention. response:	And it's still Ange?
context: Am I not good enough?\I've always wanted to be useful to you.\I've worked so hard.\And it's still Ange?\Ange's kind of good at piloting, and she's a bit clever.\But she violated orders, and she deserted.\She's in detention.\And it's still Ange? response:	That's right.
context: I've always wanted to be useful to you.\I've worked so hard.\And it's still Ange?\Ange's kind of good at piloting, and she's a bit clever.\But she violated orders, and she deserted.\She's in detention.\And it's still Ange?\That's right. response:	You think I'm stupid.
context: I've worked so hard.\And it's still Ange?\Ange's kind of good at piloting, and she's a bit clever.\But she violated orders, and she deserted.\She's in detention.\And it's still Ange?\That's right.\You think I'm stupid. response:	Salia.
context: And it's still Ange?\Ange's kind of good at piloting, and she's a bit clever.\But she violated orders, and she deserted.\She's in detention.\And it's still Ange?\That's right.\You think I'm stupid.\Salia. response:	Everyone, fall back to resupply.
context: Ange's kind of good at piloting, and she's a bit clever.\But she violated orders, and she deserted.\She's in detention.\And it's still Ange?\That's right.\You think I'm stupid.\Salia.\Everyone, fall back to resupply. response:	We've got this one!
context: But she violated orders, and she deserted.\She's in detention.\And it's still Ange?\That's right.\You think I'm stupid.\Salia.\Everyone, fall back to resupply.\We've got this one! response:	R-Right!
context: She's in detention.\And it's still Ange?\That's right.\You think I'm stupid.\Salia.\Everyone, fall back to resupply.\We've got this one!\R-Right! response:	First Troop deployed.
context: And it's still Ange?\That's right.\You think I'm stupid.\Salia.\Everyone, fall back to resupply.\We've got this one!\R-Right!\First Troop deployed. response:	Good.
context: That's right.\You think I'm stupid.\Salia.\Everyone, fall back to resupply.\We've got this one!\R-Right!\First Troop deployed.\Good. response:	Ange, your target is that unidentified machine.
context: You think I'm stupid.\Salia.\Everyone, fall back to resupply.\We've got this one!\R-Right!\First Troop deployed.\Good.\Ange, your target is that unidentified machine. response:	It's equipped with an unknown high-yield weapon.
context: Salia.\Everyone, fall back to resupply.\We've got this one!\R-Right!\First Troop deployed.\Good.\Ange, your target is that unidentified machine.\It's equipped with an unknown high-yield weapon. response:	Be careful.
context: Everyone, fall back to resupply.\We've got this one!\R-Right!\First Troop deployed.\Good.\Ange, your target is that unidentified machine.\It's equipped with an unknown high-yield weapon.\Be careful. response:	I know, Jill.
context: We've got this one!\R-Right!\First Troop deployed.\Good.\Ange, your target is that unidentified machine.\It's equipped with an unknown high-yield weapon.\Be careful.\I know, Jill. response:	Salia?
context: R-Right!\First Troop deployed.\Good.\Ange, your target is that unidentified machine.\It's equipped with an unknown high-yield weapon.\Be careful.\I know, Jill.\Salia? response:	What are you doing, Salia?
context: First Troop deployed.\Good.\Ange, your target is that unidentified machine.\It's equipped with an unknown high-yield weapon.\Be careful.\I know, Jill.\Salia?\What are you doing, Salia? response:	Return to base!
context: Good.\Ange, your target is that unidentified machine.\It's equipped with an unknown high-yield weapon.\Be careful.\I know, Jill.\Salia?\What are you doing, Salia?\Return to base! response:	You're violating orders!
context: Ange, your target is that unidentified machine.\It's equipped with an unknown high-yield weapon.\Be careful.\I know, Jill.\Salia?\What are you doing, Salia?\Return to base!\You're violating orders! response:	Shut up!
context: It's equipped with an unknown high-yield weapon.\Be careful.\I know, Jill.\Salia?\What are you doing, Salia?\Return to base!\You're violating orders!\Shut up! response:	You don't get it, so I'm going to show you.
context: Be careful.\I know, Jill.\Salia?\What are you doing, Salia?\Return to base!\You're violating orders!\Shut up!\You don't get it, so I'm going to show you. response:	I'm going to defeat them!
context: I know, Jill.\Salia?\What are you doing, Salia?\Return to base!\You're violating orders!\Shut up!\You don't get it, so I'm going to show you.\I'm going to defeat them! response:	I'm going to do it for Alektra.
context: Salia?\What are you doing, Salia?\Return to base!\You're violating orders!\Shut up!\You don't get it, so I'm going to show you.\I'm going to defeat them!\I'm going to do it for Alektra. response:	Fool.
context: What are you doing, Salia?\Return to base!\You're violating orders!\Shut up!\You don't get it, so I'm going to show you.\I'm going to defeat them!\I'm going to do it for Alektra.\Fool. response:	They're not here.
context: Return to base!\You're violating orders!\Shut up!\You don't get it, so I'm going to show you.\I'm going to defeat them!\I'm going to do it for Alektra.\Fool.\They're not here. response:	Why?
context: You're violating orders!\Shut up!\You don't get it, so I'm going to show you.\I'm going to defeat them!\I'm going to do it for Alektra.\Fool.\They're not here.\Why? response:	Did they get wiped out?
context: Shut up!\You don't get it, so I'm going to show you.\I'm going to defeat them!\I'm going to do it for Alektra.\Fool.\They're not here.\Why?\Did they get wiped out? response:	No, it's Salia.
context: You don't get it, so I'm going to show you.\I'm going to defeat them!\I'm going to do it for Alektra.\Fool.\They're not here.\Why?\Did they get wiped out?\No, it's Salia. response:	More.
context: I'm going to defeat them!\I'm going to do it for Alektra.\Fool.\They're not here.\Why?\Did they get wiped out?\No, it's Salia.\More. response:	Faster.
context: I'm going to do it for Alektra.\Fool.\They're not here.\Why?\Did they get wiped out?\No, it's Salia.\More.\Faster. response:	Can't you fly faster?
context: Fool.\They're not here.\Why?\Did they get wiped out?\No, it's Salia.\More.\Faster.\Can't you fly faster? response:	Move!
context: They're not here.\Why?\Did they get wiped out?\No, it's Salia.\More.\Faster.\Can't you fly faster?\Move! response:	Salia-chan!
context: Why?\Did they get wiped out?\No, it's Salia.\More.\Faster.\Can't you fly faster?\Move!\Salia-chan! response:	Something's wrong.
context: Did they get wiped out?\No, it's Salia.\More.\Faster.\Can't you fly faster?\Move!\Salia-chan!\Something's wrong. response:	The Villkiss has to have more power.
context: No, it's Salia.\More.\Faster.\Can't you fly faster?\Move!\Salia-chan!\Something's wrong.\The Villkiss has to have more power. response:	Ange was more
context: More.\Faster.\Can't you fly faster?\Move!\Salia-chan!\Something's wrong.\The Villkiss has to have more power.\Ange was more response:	Dammit, my chest! I can't breathe!
context: Faster.\Can't you fly faster?\Move!\Salia-chan!\Something's wrong.\The Villkiss has to have more power.\Ange was more\Dammit, my chest! I can't breathe! response:	It's cramped. Deal with it.
context: Can't you fly faster?\Move!\Salia-chan!\Something's wrong.\The Villkiss has to have more power.\Ange was more\Dammit, my chest! I can't breathe!\It's cramped. Deal with it. response:	Ange!
context: Move!\Salia-chan!\Something's wrong.\The Villkiss has to have more power.\Ange was more\Dammit, my chest! I can't breathe!\It's cramped. Deal with it.\Ange! response:	Hilda-chan.
context: Salia-chan!\Something's wrong.\The Villkiss has to have more power.\Ange was more\Dammit, my chest! I can't breathe!\It's cramped. Deal with it.\Ange!\Hilda-chan. response:	Salia, give me back my machine!
context: Something's wrong.\The Villkiss has to have more power.\Ange was more\Dammit, my chest! I can't breathe!\It's cramped. Deal with it.\Ange!\Hilda-chan.\Salia, give me back my machine! response:	I'll take care of it.
context: The Villkiss has to have more power.\Ange was more\Dammit, my chest! I can't breathe!\It's cramped. Deal with it.\Ange!\Hilda-chan.\Salia, give me back my machine!\I'll take care of it. response:	It's my Villkiss!
context: Ange was more\Dammit, my chest! I can't breathe!\It's cramped. Deal with it.\Ange!\Hilda-chan.\Salia, give me back my machine!\I'll take care of it.\It's my Villkiss! response:	You must think I'm stupid!
context: Dammit, my chest! I can't breathe!\It's cramped. Deal with it.\Ange!\Hilda-chan.\Salia, give me back my machine!\I'll take care of it.\It's my Villkiss!\You must think I'm stupid! response:	Only Ange and the Villkiss can stop that machine.
context: It's cramped. Deal with it.\Ange!\Hilda-chan.\Salia, give me back my machine!\I'll take care of it.\It's my Villkiss!\You must think I'm stupid!\Only Ange and the Villkiss can stop that machine. response:	Ange's kind of good at piloting, and she's a bit clever.
context: Ange!\Hilda-chan.\Salia, give me back my machine!\I'll take care of it.\It's my Villkiss!\You must think I'm stupid!\Only Ange and the Villkiss can stop that machine.\Ange's kind of good at piloting, and she's a bit clever. response:	No matter how hard you try, if you can't do it, you can't do it.
context: Hilda-chan.\Salia, give me back my machine!\I'll take care of it.\It's my Villkiss!\You must think I'm stupid!\Only Ange and the Villkiss can stop that machine.\Ange's kind of good at piloting, and she's a bit clever.\No matter how hard you try, if you can't do it, you can't do it. response:	No, that's not true!
context: Salia, give me back my machine!\I'll take care of it.\It's my Villkiss!\You must think I'm stupid!\Only Ange and the Villkiss can stop that machine.\Ange's kind of good at piloting, and she's a bit clever.\No matter how hard you try, if you can't do it, you can't do it.\No, that's not true! response:	I worked harder than everyone.
context: I'll take care of it.\It's my Villkiss!\You must think I'm stupid!\Only Ange and the Villkiss can stop that machine.\Ange's kind of good at piloting, and she's a bit clever.\No matter how hard you try, if you can't do it, you can't do it.\No, that's not true!\I worked harder than everyone. response:	There's no point.
context: It's my Villkiss!\You must think I'm stupid!\Only Ange and the Villkiss can stop that machine.\Ange's kind of good at piloting, and she's a bit clever.\No matter how hard you try, if you can't do it, you can't do it.\No, that's not true!\I worked harder than everyone.\There's no point. response:	Chase her, Hilda.
context: You must think I'm stupid!\Only Ange and the Villkiss can stop that machine.\Ange's kind of good at piloting, and she's a bit clever.\No matter how hard you try, if you can't do it, you can't do it.\No, that's not true!\I worked harder than everyone.\There's no point.\Chase her, Hilda. response:	What are you thinking?
context: Only Ange and the Villkiss can stop that machine.\Ange's kind of good at piloting, and she's a bit clever.\No matter how hard you try, if you can't do it, you can't do it.\No, that's not true!\I worked harder than everyone.\There's no point.\Chase her, Hilda.\What are you thinking? response:	I'll jump over.
context: Ange's kind of good at piloting, and she's a bit clever.\No matter how hard you try, if you can't do it, you can't do it.\No, that's not true!\I worked harder than everyone.\There's no point.\Chase her, Hilda.\What are you thinking?\I'll jump over. response:	What?
context: No matter how hard you try, if you can't do it, you can't do it.\No, that's not true!\I worked harder than everyone.\There's no point.\Chase her, Hilda.\What are you thinking?\I'll jump over.\What? response:	Well, that's something you'd do.
context: No, that's not true!\I worked harder than everyone.\There's no point.\Chase her, Hilda.\What are you thinking?\I'll jump over.\What?\Well, that's something you'd do. response:	We're charging in.
context: I worked harder than everyone.\There's no point.\Chase her, Hilda.\What are you thinking?\I'll jump over.\What?\Well, that's something you'd do.\We're charging in. response:	Why won't you move?
context: There's no point.\Chase her, Hilda.\What are you thinking?\I'll jump over.\What?\Well, that's something you'd do.\We're charging in.\Why won't you move? response:	You have to move.
context: Chase her, Hilda.\What are you thinking?\I'll jump over.\What?\Well, that's something you'd do.\We're charging in.\Why won't you move?\You have to move. response:	Or else I can't help my beloved Alektra.
context: What are you thinking?\I'll jump over.\What?\Well, that's something you'd do.\We're charging in.\Why won't you move?\You have to move.\Or else I can't help my beloved Alektra. response:	Now!
context: I'll jump over.\What?\Well, that's something you'd do.\We're charging in.\Why won't you move?\You have to move.\Or else I can't help my beloved Alektra.\Now! response:	Go, Burn Princess!
context: What?\Well, that's something you'd do.\We're charging in.\Why won't you move?\You have to move.\Or else I can't help my beloved Alektra.\Now!\Go, Burn Princess! response:	Good.
context: Well, that's something you'd do.\We're charging in.\Why won't you move?\You have to move.\Or else I can't help my beloved Alektra.\Now!\Go, Burn Princess!\Good. response:	Here we go.
context: We're charging in.\Why won't you move?\You have to move.\Or else I can't help my beloved Alektra.\Now!\Go, Burn Princess!\Good.\Here we go. response:	It's over.
context: Why won't you move?\You have to move.\Or else I can't help my beloved Alektra.\Now!\Go, Burn Princess!\Good.\Here we go.\It's over. response:	What?
context: You have to move.\Or else I can't help my beloved Alektra.\Now!\Go, Burn Princess!\Good.\Here we go.\It's over.\What? response:	We're past the drop threshold.
context: Or else I can't help my beloved Alektra.\Now!\Go, Burn Princess!\Good.\Here we go.\It's over.\What?\We're past the drop threshold. response:	We'll have to fall.
context: Now!\Go, Burn Princess!\Good.\Here we go.\It's over.\What?\We're past the drop threshold.\We'll have to fall. response:	It's not over yet.
context: Go, Burn Princess!\Good.\Here we go.\It's over.\What?\We're past the drop threshold.\We'll have to fall.\It's not over yet. response:	Not for this machine.
context: Good.\Here we go.\It's over.\What?\We're past the drop threshold.\We'll have to fall.\It's not over yet.\Not for this machine. response:	That was refreshing.
context: Here we go.\It's over.\What?\We're past the drop threshold.\We'll have to fall.\It's not over yet.\Not for this machine.\That was refreshing. response:	Hilda.
context: It's over.\What?\We're past the drop threshold.\We'll have to fall.\It's not over yet.\Not for this machine.\That was refreshing.\Hilda. response:	Now what?
context: What?\We're past the drop threshold.\We'll have to fall.\It's not over yet.\Not for this machine.\That was refreshing.\Hilda.\Now what? response:	I'm dropping her. Catch!
context: We're past the drop threshold.\We'll have to fall.\It's not over yet.\Not for this machine.\That was refreshing.\Hilda.\Now what?\I'm dropping her. Catch! response:	I'm charging you extra, Idiot Princess!
context: We'll have to fall.\It's not over yet.\Not for this machine.\That was refreshing.\Hilda.\Now what?\I'm dropping her. Catch!\I'm charging you extra, Idiot Princess! response:	Let's do it, then.
context: It's not over yet.\Not for this machine.\That was refreshing.\Hilda.\Now what?\I'm dropping her. Catch!\I'm charging you extra, Idiot Princess!\Let's do it, then. response:	Damn.
context: Not for this machine.\That was refreshing.\Hilda.\Now what?\I'm dropping her. Catch!\I'm charging you extra, Idiot Princess!\Let's do it, then.\Damn. response:	This song...
context: That was refreshing.\Hilda.\Now what?\I'm dropping her. Catch!\I'm charging you extra, Idiot Princess!\Let's do it, then.\Damn.\This song... response:	That's...
context: Hilda.\Now what?\I'm dropping her. Catch!\I'm charging you extra, Idiot Princess!\Let's do it, then.\Damn.\This song...\That's... response:	For what reason does a false citizen sing the true Star Song?
context: Now what?\I'm dropping her. Catch!\I'm charging you extra, Idiot Princess!\Let's do it, then.\Damn.\This song...\That's...\For what reason does a false citizen sing the true Star Song? response:	And who are you?
context: I'm dropping her. Catch!\I'm charging you extra, Idiot Princess!\Let's do it, then.\Damn.\This song...\That's...\For what reason does a false citizen sing the true Star Song?\And who are you? response:	What is that song?
context: I'm charging you extra, Idiot Princess!\Let's do it, then.\Damn.\This song...\That's...\For what reason does a false citizen sing the true Star Song?\And who are you?\What is that song? response:	The time comes, it seems.
context: Let's do it, then.\Damn.\This song...\That's...\For what reason does a false citizen sing the true Star Song?\And who are you?\What is that song?\The time comes, it seems. response:	Wait.
context: Damn.\This song...\That's...\For what reason does a false citizen sing the true Star Song?\And who are you?\What is that song?\The time comes, it seems.\Wait. response:	The truth is with Aura.
context: This song...\That's...\For what reason does a false citizen sing the true Star Song?\And who are you?\What is that song?\The time comes, it seems.\Wait.\The truth is with Aura. response:	The unidentified machine and DRAGONs are retreating.
context: That's...\For what reason does a false citizen sing the true Star Song?\And who are you?\What is that song?\The time comes, it seems.\Wait.\The truth is with Aura.\The unidentified machine and DRAGONs are retreating. response:	Truth?
context: For what reason does a false citizen sing the true Star Song?\And who are you?\What is that song?\The time comes, it seems.\Wait.\The truth is with Aura.\The unidentified machine and DRAGONs are retreating.\Truth? response:	I see.
context: And who are you?\What is that song?\The time comes, it seems.\Wait.\The truth is with Aura.\The unidentified machine and DRAGONs are retreating.\Truth?\I see. response:	The last key was...
context: What is that song?\The time comes, it seems.\Wait.\The truth is with Aura.\The unidentified machine and DRAGONs are retreating.\Truth?\I see.\The last key was... response:	That's the real Villkiss.
context: The time comes, it seems.\Wait.\The truth is with Aura.\The unidentified machine and DRAGONs are retreating.\Truth?\I see.\The last key was...\That's the real Villkiss. response:	Jill was right.
context: Wait.\The truth is with Aura.\The unidentified machine and DRAGONs are retreating.\Truth?\I see.\The last key was...\That's the real Villkiss.\Jill was right. response:	Well, well, we made it somehow.
context: The truth is with Aura.\The unidentified machine and DRAGONs are retreating.\Truth?\I see.\The last key was...\That's the real Villkiss.\Jill was right.\Well, well, we made it somehow. response:	It feels totally different from Ange.
context: The unidentified machine and DRAGONs are retreating.\Truth?\I see.\The last key was...\That's the real Villkiss.\Jill was right.\Well, well, we made it somehow.\It feels totally different from Ange. response:	Yes, I am.
context: Truth?\I see.\The last key was...\That's the real Villkiss.\Jill was right.\Well, well, we made it somehow.\It feels totally different from Ange.\Yes, I am. response:	She was completely different.
context: I see.\The last key was...\That's the real Villkiss.\Jill was right.\Well, well, we made it somehow.\It feels totally different from Ange.\Yes, I am.\She was completely different. response:	Hilda...
context: The last key was...\That's the real Villkiss.\Jill was right.\Well, well, we made it somehow.\It feels totally different from Ange.\Yes, I am.\She was completely different.\Hilda... response:	What?
context: That's the real Villkiss.\Jill was right.\Well, well, we made it somehow.\It feels totally different from Ange.\Yes, I am.\She was completely different.\Hilda...\What? response:	You stink.
context: Jill was right.\Well, well, we made it somehow.\It feels totally different from Ange.\Yes, I am.\She was completely different.\Hilda...\What?\You stink. response:	A complete disaster, huh?
context: Well, well, we made it somehow.\It feels totally different from Ange.\Yes, I am.\She was completely different.\Hilda...\What?\You stink.\A complete disaster, huh? response:	We have a bad situation.
context: It feels totally different from Ange.\Yes, I am.\She was completely different.\Hilda...\What?\You stink.\A complete disaster, huh?\We have a bad situation. response:	Worse than it already is?
context: Yes, I am.\She was completely different.\Hilda...\What?\You stink.\A complete disaster, huh?\We have a bad situation.\Worse than it already is? response:	We lost the plant.
context: She was completely different.\Hilda...\What?\You stink.\A complete disaster, huh?\We have a bad situation.\Worse than it already is?\We lost the plant. response:	Whoa, this is bad!
context: Hilda...\What?\You stink.\A complete disaster, huh?\We have a bad situation.\Worse than it already is?\We lost the plant.\Whoa, this is bad! response:	Oh, well.
context: What?\You stink.\A complete disaster, huh?\We have a bad situation.\Worse than it already is?\We lost the plant.\Whoa, this is bad!\Oh, well. response:	Ange's song was so pretty.
context: You stink.\A complete disaster, huh?\We have a bad situation.\Worse than it already is?\We lost the plant.\Whoa, this is bad!\Oh, well.\Ange's song was so pretty. response:	How long do we have?
context: A complete disaster, huh?\We have a bad situation.\Worse than it already is?\We lost the plant.\Whoa, this is bad!\Oh, well.\Ange's song was so pretty.\How long do we have? response:	I don't know, but...
context: We have a bad situation.\Worse than it already is?\We lost the plant.\Whoa, this is bad!\Oh, well.\Ange's song was so pretty.\How long do we have?\I don't know, but... response:	Next episode
context: Worse than it already is?\We lost the plant.\Whoa, this is bad!\Oh, well.\Ange's song was so pretty.\How long do we have?\I don't know, but...\Next episode response:	I've been in the opening and ending, kept waiting for years.
context: We lost the plant.\Whoa, this is bad!\Oh, well.\Ange's song was so pretty.\How long do we have?\I don't know, but...\Next episode\I've been in the opening and ending, kept waiting for years. response:	My name and identity are left unknown,
context: Whoa, this is bad!\Oh, well.\Ange's song was so pretty.\How long do we have?\I don't know, but...\Next episode\I've been in the opening and ending, kept waiting for years.\My name and identity are left unknown, response:	and yet I have no role next week.
context: Oh, well.\Ange's song was so pretty.\How long do we have?\I don't know, but...\Next episode\I've been in the opening and ending, kept waiting for years.\My name and identity are left unknown,\and yet I have no role next week. response:	I'm an important character, am I not?
