context: It's short! response:	Nice cover.
context: Nice kill, Suga!\Yeah!\We did it!\Satori!\How many times do I have to tell you? Don't jump just on your hunch!\But I've scored a ton of points just on my hunches.\That's not going to happen all the time.\There are limits to individual skills. response:	There's no point if you don't feel good now.
context: Yeah!\We did it!\Satori!\How many times do I have to tell you? Don't jump just on your hunch!\But I've scored a ton of points just on my hunches.\That's not going to happen all the time.\There are limits to individual skills.\There's no point if you don't feel good now. response:	Practice always stops when Tendo's around,
context: We did it!\Satori!\How many times do I have to tell you? Don't jump just on your hunch!\But I've scored a ton of points just on my hunches.\That's not going to happen all the time.\There are limits to individual skills.\There's no point if you don't feel good now.\Practice always stops when Tendo's around, response:	though it's nice to be able to rest.
context: Satori!\How many times do I have to tell you? Don't jump just on your hunch!\But I've scored a ton of points just on my hunches.\That's not going to happen all the time.\There are limits to individual skills.\There's no point if you don't feel good now.\Practice always stops when Tendo's around,\though it's nice to be able to rest. response:	Or rather, Tendo's sort of scary.
context: How many times do I have to tell you? Don't jump just on your hunch!\But I've scored a ton of points just on my hunches.\That's not going to happen all the time.\There are limits to individual skills.\There's no point if you don't feel good now.\Practice always stops when Tendo's around,\though it's nice to be able to rest.\Or rather, Tendo's sort of scary. response:	You never know what he's thinking.
context: But I've scored a ton of points just on my hunches.\That's not going to happen all the time.\There are limits to individual skills.\There's no point if you don't feel good now.\Practice always stops when Tendo's around,\though it's nice to be able to rest.\Or rather, Tendo's sort of scary.\You never know what he's thinking. response:	I know, right?
context: That's not going to happen all the time.\There are limits to individual skills.\There's no point if you don't feel good now.\Practice always stops when Tendo's around,\though it's nice to be able to rest.\Or rather, Tendo's sort of scary.\You never know what he's thinking.\I know, right? response:	Just want to play volleyball that makes me feel good.
context: There are limits to individual skills.\There's no point if you don't feel good now.\Practice always stops when Tendo's around,\though it's nice to be able to rest.\Or rather, Tendo's sort of scary.\You never know what he's thinking.\I know, right?\Just want to play volleyball that makes me feel good. response:	I don't have any complaints, as long as you can score.
context: There's no point if you don't feel good now.\Practice always stops when Tendo's around,\though it's nice to be able to rest.\Or rather, Tendo's sort of scary.\You never know what he's thinking.\I know, right?\Just want to play volleyball that makes me feel good.\I don't have any complaints, as long as you can score. response:	Keep on breaking them!
context: Practice always stops when Tendo's around,\though it's nice to be able to rest.\Or rather, Tendo's sort of scary.\You never know what he's thinking.\I know, right?\Just want to play volleyball that makes me feel good.\I don't have any complaints, as long as you can score.\Keep on breaking them! response:	What, you say?
context: though it's nice to be able to rest.\Or rather, Tendo's sort of scary.\You never know what he's thinking.\I know, right?\Just want to play volleyball that makes me feel good.\I don't have any complaints, as long as you can score.\Keep on breaking them!\What, you say? response:	Their hearts...
context: Or rather, Tendo's sort of scary.\You never know what he's thinking.\I know, right?\Just want to play volleyball that makes me feel good.\I don't have any complaints, as long as you can score.\Keep on breaking them!\What, you say?\Their hearts... response:	Haikyu!! Karasuno High School vs Shiratorizawa Academy
context: You never know what he's thinking.\I know, right?\Just want to play volleyball that makes me feel good.\I don't have any complaints, as long as you can score.\Keep on breaking them!\What, you say?\Their hearts...\Haikyu!! Karasuno High School vs Shiratorizawa Academy response:	Haikyu!! Karasuno High School vs Shiratorizawa Academy
context: I know, right?\Just want to play volleyball that makes me feel good.\I don't have any complaints, as long as you can score.\Keep on breaking them!\What, you say?\Their hearts...\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy response:	Wakatoshi-kun, did you catch Sadako when it was on last week?
context: Just want to play volleyball that makes me feel good.\I don't have any complaints, as long as you can score.\Keep on breaking them!\What, you say?\Their hearts...\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Wakatoshi-kun, did you catch Sadako when it was on last week? response:	I didn't.
context: I don't have any complaints, as long as you can score.\Keep on breaking them!\What, you say?\Their hearts...\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Wakatoshi-kun, did you catch Sadako when it was on last week?\I didn't. response:	It's scary, but I ended up watching it because the leading actress,
context: Keep on breaking them!\What, you say?\Their hearts...\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Wakatoshi-kun, did you catch Sadako when it was on last week?\I didn't.\It's scary, but I ended up watching it because the leading actress, response:	Brunhilde Reiko, is super cute!
context: What, you say?\Their hearts...\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Wakatoshi-kun, did you catch Sadako when it was on last week?\I didn't.\It's scary, but I ended up watching it because the leading actress,\Brunhilde Reiko, is super cute! response:	I see.
context: Their hearts...\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Wakatoshi-kun, did you catch Sadako when it was on last week?\I didn't.\It's scary, but I ended up watching it because the leading actress,\Brunhilde Reiko, is super cute!\I see. response:	Isn't she cute? Brunhilde Reiko.
context: Haikyu!! Karasuno High School vs Shiratorizawa Academy\Haikyu!! Karasuno High School vs Shiratorizawa Academy\Wakatoshi-kun, did you catch Sadako when it was on last week?\I didn't.\It's scary, but I ended up watching it because the leading actress,\Brunhilde Reiko, is super cute!\I see.\Isn't she cute? Brunhilde Reiko. response:	The only person who could excitedly talk to Wakatoshi about TV is Satori...
context: Haikyu!! Karasuno High School vs Shiratorizawa Academy\Wakatoshi-kun, did you catch Sadako when it was on last week?\I didn't.\It's scary, but I ended up watching it because the leading actress,\Brunhilde Reiko, is super cute!\I see.\Isn't she cute? Brunhilde Reiko.\The only person who could excitedly talk to Wakatoshi about TV is Satori... response:	I don't know who that is.
context: Wakatoshi-kun, did you catch Sadako when it was on last week?\I didn't.\It's scary, but I ended up watching it because the leading actress,\Brunhilde Reiko, is super cute!\I see.\Isn't she cute? Brunhilde Reiko.\The only person who could excitedly talk to Wakatoshi about TV is Satori...\I don't know who that is. response:	But you know, I don't know about the other girl, at least in my opinion.
context: I didn't.\It's scary, but I ended up watching it because the leading actress,\Brunhilde Reiko, is super cute!\I see.\Isn't she cute? Brunhilde Reiko.\The only person who could excitedly talk to Wakatoshi about TV is Satori...\I don't know who that is.\But you know, I don't know about the other girl, at least in my opinion. response:	One of them doesn't look too excited.
context: It's scary, but I ended up watching it because the leading actress,\Brunhilde Reiko, is super cute!\I see.\Isn't she cute? Brunhilde Reiko.\The only person who could excitedly talk to Wakatoshi about TV is Satori...\I don't know who that is.\But you know, I don't know about the other girl, at least in my opinion.\One of them doesn't look too excited. response:	No matter how you look at it.
context: Brunhilde Reiko, is super cute!\I see.\Isn't she cute? Brunhilde Reiko.\The only person who could excitedly talk to Wakatoshi about TV is Satori...\I don't know who that is.\But you know, I don't know about the other girl, at least in my opinion.\One of them doesn't look too excited.\No matter how you look at it. response:	You never look like you're having fun doing anything, Wakatoshi-kun.
context: I see.\Isn't she cute? Brunhilde Reiko.\The only person who could excitedly talk to Wakatoshi about TV is Satori...\I don't know who that is.\But you know, I don't know about the other girl, at least in my opinion.\One of them doesn't look too excited.\No matter how you look at it.\You never look like you're having fun doing anything, Wakatoshi-kun. response:	That's so rude!
context: Isn't she cute? Brunhilde Reiko.\The only person who could excitedly talk to Wakatoshi about TV is Satori...\I don't know who that is.\But you know, I don't know about the other girl, at least in my opinion.\One of them doesn't look too excited.\No matter how you look at it.\You never look like you're having fun doing anything, Wakatoshi-kun.\That's so rude! response:	Why did you start playing volleyball, Wakatoshi-kun?
context: The only person who could excitedly talk to Wakatoshi about TV is Satori...\I don't know who that is.\But you know, I don't know about the other girl, at least in my opinion.\One of them doesn't look too excited.\No matter how you look at it.\You never look like you're having fun doing anything, Wakatoshi-kun.\That's so rude!\Why did you start playing volleyball, Wakatoshi-kun? response:	I learned it from my father for a little while.
context: I don't know who that is.\But you know, I don't know about the other girl, at least in my opinion.\One of them doesn't look too excited.\No matter how you look at it.\You never look like you're having fun doing anything, Wakatoshi-kun.\That's so rude!\Why did you start playing volleyball, Wakatoshi-kun?\I learned it from my father for a little while. response:	Huh...
context: But you know, I don't know about the other girl, at least in my opinion.\One of them doesn't look too excited.\No matter how you look at it.\You never look like you're having fun doing anything, Wakatoshi-kun.\That's so rude!\Why did you start playing volleyball, Wakatoshi-kun?\I learned it from my father for a little while.\Huh... response:	Ushijima
context: One of them doesn't look too excited.\No matter how you look at it.\You never look like you're having fun doing anything, Wakatoshi-kun.\That's so rude!\Why did you start playing volleyball, Wakatoshi-kun?\I learned it from my father for a little while.\Huh...\Ushijima response:	I thought it'd be better to fix his left-handedness early on...
context: No matter how you look at it.\You never look like you're having fun doing anything, Wakatoshi-kun.\That's so rude!\Why did you start playing volleyball, Wakatoshi-kun?\I learned it from my father for a little while.\Huh...\Ushijima\I thought it'd be better to fix his left-handedness early on... response:	What? No, that's not necessary.
context: You never look like you're having fun doing anything, Wakatoshi-kun.\That's so rude!\Why did you start playing volleyball, Wakatoshi-kun?\I learned it from my father for a little while.\Huh...\Ushijima\I thought it'd be better to fix his left-handedness early on...\What? No, that's not necessary. response:	We've always done that in our household.
context: That's so rude!\Why did you start playing volleyball, Wakatoshi-kun?\I learned it from my father for a little while.\Huh...\Ushijima\I thought it'd be better to fix his left-handedness early on...\What? No, that's not necessary.\We've always done that in our household. response:	I'm sorry, but please... Anything but that.
context: Why did you start playing volleyball, Wakatoshi-kun?\I learned it from my father for a little while.\Huh...\Ushijima\I thought it'd be better to fix his left-handedness early on...\What? No, that's not necessary.\We've always done that in our household.\I'm sorry, but please... Anything but that. response:	The fact that he's different from other people
context: I learned it from my father for a little while.\Huh...\Ushijima\I thought it'd be better to fix his left-handedness early on...\What? No, that's not necessary.\We've always done that in our household.\I'm sorry, but please... Anything but that.\The fact that he's different from other people response:	will probably end up being his strength.
context: Huh...\Ushijima\I thought it'd be better to fix his left-handedness early on...\What? No, that's not necessary.\We've always done that in our household.\I'm sorry, but please... Anything but that.\The fact that he's different from other people\will probably end up being his strength. response:	I won't complain about anything else!
context: Ushijima\I thought it'd be better to fix his left-handedness early on...\What? No, that's not necessary.\We've always done that in our household.\I'm sorry, but please... Anything but that.\The fact that he's different from other people\will probably end up being his strength.\I won't complain about anything else! response:	Was your dad a volleyball player?
context: I thought it'd be better to fix his left-handedness early on...\What? No, that's not necessary.\We've always done that in our household.\I'm sorry, but please... Anything but that.\The fact that he's different from other people\will probably end up being his strength.\I won't complain about anything else!\Was your dad a volleyball player? response:	Yeah, he was a secondary league player.
context: What? No, that's not necessary.\We've always done that in our household.\I'm sorry, but please... Anything but that.\The fact that he's different from other people\will probably end up being his strength.\I won't complain about anything else!\Was your dad a volleyball player?\Yeah, he was a secondary league player. response:	But apparently, before he got married, he got injured quite often and retired.
context: We've always done that in our household.\I'm sorry, but please... Anything but that.\The fact that he's different from other people\will probably end up being his strength.\I won't complain about anything else!\Was your dad a volleyball player?\Yeah, he was a secondary league player.\But apparently, before he got married, he got injured quite often and retired. response:	Huh... What's his name?
context: I'm sorry, but please... Anything but that.\The fact that he's different from other people\will probably end up being his strength.\I won't complain about anything else!\Was your dad a volleyball player?\Yeah, he was a secondary league player.\But apparently, before he got married, he got injured quite often and retired.\Huh... What's his name? response:	Utsui Takashi.
context: The fact that he's different from other people\will probably end up being his strength.\I won't complain about anything else!\Was your dad a volleyball player?\Yeah, he was a secondary league player.\But apparently, before he got married, he got injured quite often and retired.\Huh... What's his name?\Utsui Takashi. response:	Don't know him. So his name's not Ushijima?
context: will probably end up being his strength.\I won't complain about anything else!\Was your dad a volleyball player?\Yeah, he was a secondary league player.\But apparently, before he got married, he got injured quite often and retired.\Huh... What's his name?\Utsui Takashi.\Don't know him. So his name's not Ushijima? response:	He married into my mother's family.
context: I won't complain about anything else!\Was your dad a volleyball player?\Yeah, he was a secondary league player.\But apparently, before he got married, he got injured quite often and retired.\Huh... What's his name?\Utsui Takashi.\Don't know him. So his name's not Ushijima?\He married into my mother's family. response:	Though my parents divorced a while back.
context: Was your dad a volleyball player?\Yeah, he was a secondary league player.\But apparently, before he got married, he got injured quite often and retired.\Huh... What's his name?\Utsui Takashi.\Don't know him. So his name's not Ushijima?\He married into my mother's family.\Though my parents divorced a while back. response:	Huh? Oh, sorry...
context: Yeah, he was a secondary league player.\But apparently, before he got married, he got injured quite often and retired.\Huh... What's his name?\Utsui Takashi.\Don't know him. So his name's not Ushijima?\He married into my mother's family.\Though my parents divorced a while back.\Huh? Oh, sorry... response:	Hm? It's fine.
context: But apparently, before he got married, he got injured quite often and retired.\Huh... What's his name?\Utsui Takashi.\Don't know him. So his name's not Ushijima?\He married into my mother's family.\Though my parents divorced a while back.\Huh? Oh, sorry...\Hm? It's fine. response:	Do you ever see him?
context: Huh... What's his name?\Utsui Takashi.\Don't know him. So his name's not Ushijima?\He married into my mother's family.\Though my parents divorced a while back.\Huh? Oh, sorry...\Hm? It's fine.\Do you ever see him? response:	No. He's overseas right now.
context: Utsui Takashi.\Don't know him. So his name's not Ushijima?\He married into my mother's family.\Though my parents divorced a while back.\Huh? Oh, sorry...\Hm? It's fine.\Do you ever see him?\No. He's overseas right now. response:	Wow, that's so cool!
context: Don't know him. So his name's not Ushijima?\He married into my mother's family.\Though my parents divorced a while back.\Huh? Oh, sorry...\Hm? It's fine.\Do you ever see him?\No. He's overseas right now.\Wow, that's so cool! response:	So if you become a star, your dad will probably watch you, too.
context: He married into my mother's family.\Though my parents divorced a while back.\Huh? Oh, sorry...\Hm? It's fine.\Do you ever see him?\No. He's overseas right now.\Wow, that's so cool!\So if you become a star, your dad will probably watch you, too. response:	Perhaps.
context: Though my parents divorced a while back.\Huh? Oh, sorry...\Hm? It's fine.\Do you ever see him?\No. He's overseas right now.\Wow, that's so cool!\So if you become a star, your dad will probably watch you, too.\Perhaps. response:	I think back in your dad's time, Shiratorizawa conquered nationals.
context: Huh? Oh, sorry...\Hm? It's fine.\Do you ever see him?\No. He's overseas right now.\Wow, that's so cool!\So if you become a star, your dad will probably watch you, too.\Perhaps.\I think back in your dad's time, Shiratorizawa conquered nationals. response:	Seriously?! That's awesome!
context: Hm? It's fine.\Do you ever see him?\No. He's overseas right now.\Wow, that's so cool!\So if you become a star, your dad will probably watch you, too.\Perhaps.\I think back in your dad's time, Shiratorizawa conquered nationals.\Seriously?! That's awesome! response:	So you wanted to be like your dad, or something?
context: Do you ever see him?\No. He's overseas right now.\Wow, that's so cool!\So if you become a star, your dad will probably watch you, too.\Perhaps.\I think back in your dad's time, Shiratorizawa conquered nationals.\Seriously?! That's awesome!\So you wanted to be like your dad, or something? response:	No, not really.
context: No. He's overseas right now.\Wow, that's so cool!\So if you become a star, your dad will probably watch you, too.\Perhaps.\I think back in your dad's time, Shiratorizawa conquered nationals.\Seriously?! That's awesome!\So you wanted to be like your dad, or something?\No, not really. response:	Oh, I see.
context: Wow, that's so cool!\So if you become a star, your dad will probably watch you, too.\Perhaps.\I think back in your dad's time, Shiratorizawa conquered nationals.\Seriously?! That's awesome!\So you wanted to be like your dad, or something?\No, not really.\Oh, I see. response:	It's just...
context: So if you become a star, your dad will probably watch you, too.\Perhaps.\I think back in your dad's time, Shiratorizawa conquered nationals.\Seriously?! That's awesome!\So you wanted to be like your dad, or something?\No, not really.\Oh, I see.\It's just... response:	Our ace was literally the best ace in Japan.
context: Perhaps.\I think back in your dad's time, Shiratorizawa conquered nationals.\Seriously?! That's awesome!\So you wanted to be like your dad, or something?\No, not really.\Oh, I see.\It's just...\Our ace was literally the best ace in Japan. response:	Back then, he was 190 centimeters tall.
context: I think back in your dad's time, Shiratorizawa conquered nationals.\Seriously?! That's awesome!\So you wanted to be like your dad, or something?\No, not really.\Oh, I see.\It's just...\Our ace was literally the best ace in Japan.\Back then, he was 190 centimeters tall. response:	He was a third-year in high school, but he was still growing.
context: Seriously?! That's awesome!\So you wanted to be like your dad, or something?\No, not really.\Oh, I see.\It's just...\Our ace was literally the best ace in Japan.\Back then, he was 190 centimeters tall.\He was a third-year in high school, but he was still growing. response:	But it wasn't just his physique.
context: So you wanted to be like your dad, or something?\No, not really.\Oh, I see.\It's just...\Our ace was literally the best ace in Japan.\Back then, he was 190 centimeters tall.\He was a third-year in high school, but he was still growing.\But it wasn't just his physique. response:	He made you think that if you tossed to him,
context: No, not really.\Oh, I see.\It's just...\Our ace was literally the best ace in Japan.\Back then, he was 190 centimeters tall.\He was a third-year in high school, but he was still growing.\But it wasn't just his physique.\He made you think that if you tossed to him, response:	he would never disappoint you.
context: Oh, I see.\It's just...\Our ace was literally the best ace in Japan.\Back then, he was 190 centimeters tall.\He was a third-year in high school, but he was still growing.\But it wasn't just his physique.\He made you think that if you tossed to him,\he would never disappoint you. response:	He would make it work.
context: It's just...\Our ace was literally the best ace in Japan.\Back then, he was 190 centimeters tall.\He was a third-year in high school, but he was still growing.\But it wasn't just his physique.\He made you think that if you tossed to him,\he would never disappoint you.\He would make it work. response:	It makes you get all excited.
context: Our ace was literally the best ace in Japan.\Back then, he was 190 centimeters tall.\He was a third-year in high school, but he was still growing.\But it wasn't just his physique.\He made you think that if you tossed to him,\he would never disappoint you.\He would make it work.\It makes you get all excited. response:	I wanted to be like that.
context: Back then, he was 190 centimeters tall.\He was a third-year in high school, but he was still growing.\But it wasn't just his physique.\He made you think that if you tossed to him,\he would never disappoint you.\He would make it work.\It makes you get all excited.\I wanted to be like that. response:	Karasuno Shiratorizawa
context: He was a third-year in high school, but he was still growing.\But it wasn't just his physique.\He made you think that if you tossed to him,\he would never disappoint you.\He would make it work.\It makes you get all excited.\I wanted to be like that.\Karasuno Shiratorizawa response:	All right!
context: But it wasn't just his physique.\He made you think that if you tossed to him,\he would never disappoint you.\He would make it work.\It makes you get all excited.\I wanted to be like that.\Karasuno Shiratorizawa\All right! response:	Why don't you do that, too, Kageyama?
context: He made you think that if you tossed to him,\he would never disappoint you.\He would make it work.\It makes you get all excited.\I wanted to be like that.\Karasuno Shiratorizawa\All right!\Why don't you do that, too, Kageyama? response:	I can't... I haven't practiced that.
context: he would never disappoint you.\He would make it work.\It makes you get all excited.\I wanted to be like that.\Karasuno Shiratorizawa\All right!\Why don't you do that, too, Kageyama?\I can't... I haven't practiced that. response:	I haven't practiced to match up with Nishinoya-san.
context: He would make it work.\It makes you get all excited.\I wanted to be like that.\Karasuno Shiratorizawa\All right!\Why don't you do that, too, Kageyama?\I can't... I haven't practiced that.\I haven't practiced to match up with Nishinoya-san. response:	Shiratorizawa!
context: It makes you get all excited.\I wanted to be like that.\Karasuno Shiratorizawa\All right!\Why don't you do that, too, Kageyama?\I can't... I haven't practiced that.\I haven't practiced to match up with Nishinoya-san.\Shiratorizawa! response:	That was fast! Already?
context: I wanted to be like that.\Karasuno Shiratorizawa\All right!\Why don't you do that, too, Kageyama?\I can't... I haven't practiced that.\I haven't practiced to match up with Nishinoya-san.\Shiratorizawa!\That was fast! Already? response:	Well, once someone gets the lead in the fifth set, it's over in no time.
context: Karasuno Shiratorizawa\All right!\Why don't you do that, too, Kageyama?\I can't... I haven't practiced that.\I haven't practiced to match up with Nishinoya-san.\Shiratorizawa!\That was fast! Already?\Well, once someone gets the lead in the fifth set, it's over in no time. response:	Shiratorizawa!
context: All right!\Why don't you do that, too, Kageyama?\I can't... I haven't practiced that.\I haven't practiced to match up with Nishinoya-san.\Shiratorizawa!\That was fast! Already?\Well, once someone gets the lead in the fifth set, it's over in no time.\Shiratorizawa! response:	Take it back! That is all.
context: Why don't you do that, too, Kageyama?\I can't... I haven't practiced that.\I haven't practiced to match up with Nishinoya-san.\Shiratorizawa!\That was fast! Already?\Well, once someone gets the lead in the fifth set, it's over in no time.\Shiratorizawa!\Take it back! That is all. response:	Shiratorizawa! Karasuno!
context: I can't... I haven't practiced that.\I haven't practiced to match up with Nishinoya-san.\Shiratorizawa!\That was fast! Already?\Well, once someone gets the lead in the fifth set, it's over in no time.\Shiratorizawa!\Take it back! That is all.\Shiratorizawa! Karasuno! response:	Right!
context: I haven't practiced to match up with Nishinoya-san.\Shiratorizawa!\That was fast! Already?\Well, once someone gets the lead in the fifth set, it's over in no time.\Shiratorizawa!\Take it back! That is all.\Shiratorizawa! Karasuno!\Right! response:	Shiratorizawa! Karasuno!
context: Shiratorizawa!\That was fast! Already?\Well, once someone gets the lead in the fifth set, it's over in no time.\Shiratorizawa!\Take it back! That is all.\Shiratorizawa! Karasuno!\Right!\Shiratorizawa! Karasuno! response:	Karasuno sure does some reckless attacks.
context: That was fast! Already?\Well, once someone gets the lead in the fifth set, it's over in no time.\Shiratorizawa!\Take it back! That is all.\Shiratorizawa! Karasuno!\Right!\Shiratorizawa! Karasuno!\Karasuno sure does some reckless attacks. response:	Yeah. I've never seen a libero set up and then everyone else come in to attack.
context: Well, once someone gets the lead in the fifth set, it's over in no time.\Shiratorizawa!\Take it back! That is all.\Shiratorizawa! Karasuno!\Right!\Shiratorizawa! Karasuno!\Karasuno sure does some reckless attacks.\Yeah. I've never seen a libero set up and then everyone else come in to attack. response:	Shiratorizawa!
context: Shiratorizawa!\Take it back! That is all.\Shiratorizawa! Karasuno!\Right!\Shiratorizawa! Karasuno!\Karasuno sure does some reckless attacks.\Yeah. I've never seen a libero set up and then everyone else come in to attack.\Shiratorizawa! response:	Shiratorizawa! Karasuno!
context: Take it back! That is all.\Shiratorizawa! Karasuno!\Right!\Shiratorizawa! Karasuno!\Karasuno sure does some reckless attacks.\Yeah. I've never seen a libero set up and then everyone else come in to attack.\Shiratorizawa!\Shiratorizawa! Karasuno! response:	You're impressed with that, but you don't like their 10, huh?
context: Shiratorizawa! Karasuno!\Right!\Shiratorizawa! Karasuno!\Karasuno sure does some reckless attacks.\Yeah. I've never seen a libero set up and then everyone else come in to attack.\Shiratorizawa!\Shiratorizawa! Karasuno!\You're impressed with that, but you don't like their 10, huh? response:	Shiratorizawa! Karasuno!
context: Right!\Shiratorizawa! Karasuno!\Karasuno sure does some reckless attacks.\Yeah. I've never seen a libero set up and then everyone else come in to attack.\Shiratorizawa!\Shiratorizawa! Karasuno!\You're impressed with that, but you don't like their 10, huh?\Shiratorizawa! Karasuno! response:	You probably don't like their 10 because he's so enigmatic, right?
context: Shiratorizawa! Karasuno!\Karasuno sure does some reckless attacks.\Yeah. I've never seen a libero set up and then everyone else come in to attack.\Shiratorizawa!\Shiratorizawa! Karasuno!\You're impressed with that, but you don't like their 10, huh?\Shiratorizawa! Karasuno!\You probably don't like their 10 because he's so enigmatic, right? response:	Shiratorizawa!
context: Karasuno sure does some reckless attacks.\Yeah. I've never seen a libero set up and then everyone else come in to attack.\Shiratorizawa!\Shiratorizawa! Karasuno!\You're impressed with that, but you don't like their 10, huh?\Shiratorizawa! Karasuno!\You probably don't like their 10 because he's so enigmatic, right?\Shiratorizawa! response:	Karasuno!
context: Yeah. I've never seen a libero set up and then everyone else come in to attack.\Shiratorizawa!\Shiratorizawa! Karasuno!\You're impressed with that, but you don't like their 10, huh?\Shiratorizawa! Karasuno!\You probably don't like their 10 because he's so enigmatic, right?\Shiratorizawa!\Karasuno! response:	Shiratorizawa!
context: Shiratorizawa!\Shiratorizawa! Karasuno!\You're impressed with that, but you don't like their 10, huh?\Shiratorizawa! Karasuno!\You probably don't like their 10 because he's so enigmatic, right?\Shiratorizawa!\Karasuno!\Shiratorizawa! response:	Things you can't understand are scary, right?
context: Shiratorizawa! Karasuno!\You're impressed with that, but you don't like their 10, huh?\Shiratorizawa! Karasuno!\You probably don't like their 10 because he's so enigmatic, right?\Shiratorizawa!\Karasuno!\Shiratorizawa!\Things you can't understand are scary, right? response:	Shiratorizawa!
context: You're impressed with that, but you don't like their 10, huh?\Shiratorizawa! Karasuno!\You probably don't like their 10 because he's so enigmatic, right?\Shiratorizawa!\Karasuno!\Shiratorizawa!\Things you can't understand are scary, right?\Shiratorizawa! response:	They're not scary.
context: Shiratorizawa! Karasuno!\You probably don't like their 10 because he's so enigmatic, right?\Shiratorizawa!\Karasuno!\Shiratorizawa!\Things you can't understand are scary, right?\Shiratorizawa!\They're not scary. response:	No, I mean, they're sort of creepy.
context: You probably don't like their 10 because he's so enigmatic, right?\Shiratorizawa!\Karasuno!\Shiratorizawa!\Things you can't understand are scary, right?\Shiratorizawa!\They're not scary.\No, I mean, they're sort of creepy. response:	If anything, the feeling of something
context: Shiratorizawa!\Karasuno!\Shiratorizawa!\Things you can't understand are scary, right?\Shiratorizawa!\They're not scary.\No, I mean, they're sort of creepy.\If anything, the feeling of something response:	Shiratorizawa!
context: Karasuno!\Shiratorizawa!\Things you can't understand are scary, right?\Shiratorizawa!\They're not scary.\No, I mean, they're sort of creepy.\If anything, the feeling of something\Shiratorizawa! response:	being slightly creepy must be a new feeling for you, huh?
context: Shiratorizawa!\Things you can't understand are scary, right?\Shiratorizawa!\They're not scary.\No, I mean, they're sort of creepy.\If anything, the feeling of something\Shiratorizawa!\being slightly creepy must be a new feeling for you, huh? response:	Shiratorizawa! Karasuno!
context: Things you can't understand are scary, right?\Shiratorizawa!\They're not scary.\No, I mean, they're sort of creepy.\If anything, the feeling of something\Shiratorizawa!\being slightly creepy must be a new feeling for you, huh?\Shiratorizawa! Karasuno! response:	Asahi-san, one more!
context: Shiratorizawa!\They're not scary.\No, I mean, they're sort of creepy.\If anything, the feeling of something\Shiratorizawa!\being slightly creepy must be a new feeling for you, huh?\Shiratorizawa! Karasuno!\Asahi-san, one more! response:	This time, it hit the net on our side.
context: They're not scary.\No, I mean, they're sort of creepy.\If anything, the feeling of something\Shiratorizawa!\being slightly creepy must be a new feeling for you, huh?\Shiratorizawa! Karasuno!\Asahi-san, one more!\This time, it hit the net on our side. response:	Karasuno Shiratorizawa
context: No, I mean, they're sort of creepy.\If anything, the feeling of something\Shiratorizawa!\being slightly creepy must be a new feeling for you, huh?\Shiratorizawa! Karasuno!\Asahi-san, one more!\This time, it hit the net on our side.\Karasuno Shiratorizawa response:	One more!
context: If anything, the feeling of something\Shiratorizawa!\being slightly creepy must be a new feeling for you, huh?\Shiratorizawa! Karasuno!\Asahi-san, one more!\This time, it hit the net on our side.\Karasuno Shiratorizawa\One more! response:	All right, they broke through.
context: Shiratorizawa!\being slightly creepy must be a new feeling for you, huh?\Shiratorizawa! Karasuno!\Asahi-san, one more!\This time, it hit the net on our side.\Karasuno Shiratorizawa\One more!\All right, they broke through. response:	How beautiful.
context: being slightly creepy must be a new feeling for you, huh?\Shiratorizawa! Karasuno!\Asahi-san, one more!\This time, it hit the net on our side.\Karasuno Shiratorizawa\One more!\All right, they broke through.\How beautiful. response:	All right!
context: Shiratorizawa! Karasuno!\Asahi-san, one more!\This time, it hit the net on our side.\Karasuno Shiratorizawa\One more!\All right, they broke through.\How beautiful.\All right! response:	The fact that he's different from other people
context: Asahi-san, one more!\This time, it hit the net on our side.\Karasuno Shiratorizawa\One more!\All right, they broke through.\How beautiful.\All right!\The fact that he's different from other people response:	will probably end up being his strength.
context: This time, it hit the net on our side.\Karasuno Shiratorizawa\One more!\All right, they broke through.\How beautiful.\All right!\The fact that he's different from other people\will probably end up being his strength. response:	Karasuno Shiratorizawa
context: Karasuno Shiratorizawa\One more!\All right, they broke through.\How beautiful.\All right!\The fact that he's different from other people\will probably end up being his strength.\Karasuno Shiratorizawa response:	Ushijima-san! One more nice serve!
context: One more!\All right, they broke through.\How beautiful.\All right!\The fact that he's different from other people\will probably end up being his strength.\Karasuno Shiratorizawa\Ushijima-san! One more nice serve! response:	Wakatoshi! Get an intense one over!
context: All right, they broke through.\How beautiful.\All right!\The fact that he's different from other people\will probably end up being his strength.\Karasuno Shiratorizawa\Ushijima-san! One more nice serve!\Wakatoshi! Get an intense one over! response:	Bring it!
