context: As far as he is concerned response:	your eyesight didn't hold much significance to begin with.
context: Why would you have to humble yourself in such a way?\What do you know?\Dijun might never involve himself in the affairs of the Celestial Palace\but if he says the word, nobody would dare disobey him.\Just now, he was obviously angry.\Even if Heavenly Lord were here, he wouldn't help me.\He may even sentence me to kneel here for the whole day.\Xin Nu. response:	It was not easy for me to reach this point.
context: What do you know?\Dijun might never involve himself in the affairs of the Celestial Palace\but if he says the word, nobody would dare disobey him.\Just now, he was obviously angry.\Even if Heavenly Lord were here, he wouldn't help me.\He may even sentence me to kneel here for the whole day.\Xin Nu.\It was not easy for me to reach this point. response:	I will endure whatever grievances I can.
context: Dijun might never involve himself in the affairs of the Celestial Palace\but if he says the word, nobody would dare disobey him.\Just now, he was obviously angry.\Even if Heavenly Lord were here, he wouldn't help me.\He may even sentence me to kneel here for the whole day.\Xin Nu.\It was not easy for me to reach this point.\I will endure whatever grievances I can. response:	As long as I can get into Xiwu Palace, nothing else is a concern for me.
context: but if he says the word, nobody would dare disobey him.\Just now, he was obviously angry.\Even if Heavenly Lord were here, he wouldn't help me.\He may even sentence me to kneel here for the whole day.\Xin Nu.\It was not easy for me to reach this point.\I will endure whatever grievances I can.\As long as I can get into Xiwu Palace, nothing else is a concern for me. response:	Your Highness.
context: Just now, he was obviously angry.\Even if Heavenly Lord were here, he wouldn't help me.\He may even sentence me to kneel here for the whole day.\Xin Nu.\It was not easy for me to reach this point.\I will endure whatever grievances I can.\As long as I can get into Xiwu Palace, nothing else is a concern for me.\Your Highness. response:	It would be nice if the Crown Prince knew of your devotion to him.
context: Even if Heavenly Lord were here, he wouldn't help me.\He may even sentence me to kneel here for the whole day.\Xin Nu.\It was not easy for me to reach this point.\I will endure whatever grievances I can.\As long as I can get into Xiwu Palace, nothing else is a concern for me.\Your Highness.\It would be nice if the Crown Prince knew of your devotion to him. response:	He will know sooner or later.
context: He may even sentence me to kneel here for the whole day.\Xin Nu.\It was not easy for me to reach this point.\I will endure whatever grievances I can.\As long as I can get into Xiwu Palace, nothing else is a concern for me.\Your Highness.\It would be nice if the Crown Prince knew of your devotion to him.\He will know sooner or later. response:	This is a report submitted by the water kings of the four seas
context: Xin Nu.\It was not easy for me to reach this point.\I will endure whatever grievances I can.\As long as I can get into Xiwu Palace, nothing else is a concern for me.\Your Highness.\It would be nice if the Crown Prince knew of your devotion to him.\He will know sooner or later.\This is a report submitted by the water kings of the four seas response:	the various clan leaders, and the vassals of every sea altogether.
context: It was not easy for me to reach this point.\I will endure whatever grievances I can.\As long as I can get into Xiwu Palace, nothing else is a concern for me.\Your Highness.\It would be nice if the Crown Prince knew of your devotion to him.\He will know sooner or later.\This is a report submitted by the water kings of the four seas\the various clan leaders, and the vassals of every sea altogether. response:	The Far North war has won many people's hearts for Ye Hua.
context: I will endure whatever grievances I can.\As long as I can get into Xiwu Palace, nothing else is a concern for me.\Your Highness.\It would be nice if the Crown Prince knew of your devotion to him.\He will know sooner or later.\This is a report submitted by the water kings of the four seas\the various clan leaders, and the vassals of every sea altogether.\The Far North war has won many people's hearts for Ye Hua. response:	They are all requesting
context: As long as I can get into Xiwu Palace, nothing else is a concern for me.\Your Highness.\It would be nice if the Crown Prince knew of your devotion to him.\He will know sooner or later.\This is a report submitted by the water kings of the four seas\the various clan leaders, and the vassals of every sea altogether.\The Far North war has won many people's hearts for Ye Hua.\They are all requesting response:	to allow the Crown Prince to officially accept the seal.
context: Your Highness.\It would be nice if the Crown Prince knew of your devotion to him.\He will know sooner or later.\This is a report submitted by the water kings of the four seas\the various clan leaders, and the vassals of every sea altogether.\The Far North war has won many people's hearts for Ye Hua.\They are all requesting\to allow the Crown Prince to officially accept the seal. response:	Congratulations, Brother and Father.
context: It would be nice if the Crown Prince knew of your devotion to him.\He will know sooner or later.\This is a report submitted by the water kings of the four seas\the various clan leaders, and the vassals of every sea altogether.\The Far North war has won many people's hearts for Ye Hua.\They are all requesting\to allow the Crown Prince to officially accept the seal.\Congratulations, Brother and Father. response:	Once Ye Hua receives the Crown Prince seal
context: He will know sooner or later.\This is a report submitted by the water kings of the four seas\the various clan leaders, and the vassals of every sea altogether.\The Far North war has won many people's hearts for Ye Hua.\They are all requesting\to allow the Crown Prince to officially accept the seal.\Congratulations, Brother and Father.\Once Ye Hua receives the Crown Prince seal response:	the two of you will have someone to share the burdens of official matters.
context: This is a report submitted by the water kings of the four seas\the various clan leaders, and the vassals of every sea altogether.\The Far North war has won many people's hearts for Ye Hua.\They are all requesting\to allow the Crown Prince to officially accept the seal.\Congratulations, Brother and Father.\Once Ye Hua receives the Crown Prince seal\the two of you will have someone to share the burdens of official matters. response:	He has not betrayed my expectations.
context: the various clan leaders, and the vassals of every sea altogether.\The Far North war has won many people's hearts for Ye Hua.\They are all requesting\to allow the Crown Prince to officially accept the seal.\Congratulations, Brother and Father.\Once Ye Hua receives the Crown Prince seal\the two of you will have someone to share the burdens of official matters.\He has not betrayed my expectations. response:	In this world, there are trials in life.
context: The Far North war has won many people's hearts for Ye Hua.\They are all requesting\to allow the Crown Prince to officially accept the seal.\Congratulations, Brother and Father.\Once Ye Hua receives the Crown Prince seal\the two of you will have someone to share the burdens of official matters.\He has not betrayed my expectations.\In this world, there are trials in life. response:	Whether you are an immortal or a human, you have your own trials.
context: They are all requesting\to allow the Crown Prince to officially accept the seal.\Congratulations, Brother and Father.\Once Ye Hua receives the Crown Prince seal\the two of you will have someone to share the burdens of official matters.\He has not betrayed my expectations.\In this world, there are trials in life.\Whether you are an immortal or a human, you have your own trials. response:	You can't help her. She can't help you either.
context: to allow the Crown Prince to officially accept the seal.\Congratulations, Brother and Father.\Once Ye Hua receives the Crown Prince seal\the two of you will have someone to share the burdens of official matters.\He has not betrayed my expectations.\In this world, there are trials in life.\Whether you are an immortal or a human, you have your own trials.\You can't help her. She can't help you either. response:	- Heavenly Lord. - Heavenly Lord.
context: Congratulations, Brother and Father.\Once Ye Hua receives the Crown Prince seal\the two of you will have someone to share the burdens of official matters.\He has not betrayed my expectations.\In this world, there are trials in life.\Whether you are an immortal or a human, you have your own trials.\You can't help her. She can't help you either.\- Heavenly Lord. - Heavenly Lord. response:	Dijun.
context: Once Ye Hua receives the Crown Prince seal\the two of you will have someone to share the burdens of official matters.\He has not betrayed my expectations.\In this world, there are trials in life.\Whether you are an immortal or a human, you have your own trials.\You can't help her. She can't help you either.\- Heavenly Lord. - Heavenly Lord.\Dijun. response:	Something good seems to have happened to you.
context: the two of you will have someone to share the burdens of official matters.\He has not betrayed my expectations.\In this world, there are trials in life.\Whether you are an immortal or a human, you have your own trials.\You can't help her. She can't help you either.\- Heavenly Lord. - Heavenly Lord.\Dijun.\Something good seems to have happened to you. response:	I have received numerous reports in the past few days.
context: He has not betrayed my expectations.\In this world, there are trials in life.\Whether you are an immortal or a human, you have your own trials.\You can't help her. She can't help you either.\- Heavenly Lord. - Heavenly Lord.\Dijun.\Something good seems to have happened to you.\I have received numerous reports in the past few days. response:	They are all asking for the Crown Prince to complete his investiture.
context: In this world, there are trials in life.\Whether you are an immortal or a human, you have your own trials.\You can't help her. She can't help you either.\- Heavenly Lord. - Heavenly Lord.\Dijun.\Something good seems to have happened to you.\I have received numerous reports in the past few days.\They are all asking for the Crown Prince to complete his investiture. response:	Is that so?
context: Whether you are an immortal or a human, you have your own trials.\You can't help her. She can't help you either.\- Heavenly Lord. - Heavenly Lord.\Dijun.\Something good seems to have happened to you.\I have received numerous reports in the past few days.\They are all asking for the Crown Prince to complete his investiture.\Is that so? response:	Congratulations are in order, Heavenly Lord.
context: You can't help her. She can't help you either.\- Heavenly Lord. - Heavenly Lord.\Dijun.\Something good seems to have happened to you.\I have received numerous reports in the past few days.\They are all asking for the Crown Prince to complete his investiture.\Is that so?\Congratulations are in order, Heavenly Lord. response:	The Crown Prince has not disappointed you
context: - Heavenly Lord. - Heavenly Lord.\Dijun.\Something good seems to have happened to you.\I have received numerous reports in the past few days.\They are all asking for the Crown Prince to complete his investiture.\Is that so?\Congratulations are in order, Heavenly Lord.\The Crown Prince has not disappointed you response:	and has won the hearts of all those around the world.
context: Dijun.\Something good seems to have happened to you.\I have received numerous reports in the past few days.\They are all asking for the Crown Prince to complete his investiture.\Is that so?\Congratulations are in order, Heavenly Lord.\The Crown Prince has not disappointed you\and has won the hearts of all those around the world. response:	Yes, I am also very pleased.
context: Something good seems to have happened to you.\I have received numerous reports in the past few days.\They are all asking for the Crown Prince to complete his investiture.\Is that so?\Congratulations are in order, Heavenly Lord.\The Crown Prince has not disappointed you\and has won the hearts of all those around the world.\Yes, I am also very pleased. response:	Haven't you been sending official affairs
context: I have received numerous reports in the past few days.\They are all asking for the Crown Prince to complete his investiture.\Is that so?\Congratulations are in order, Heavenly Lord.\The Crown Prince has not disappointed you\and has won the hearts of all those around the world.\Yes, I am also very pleased.\Haven't you been sending official affairs response:	to Zichen Hall starting from 20,000 years ago?
context: They are all asking for the Crown Prince to complete his investiture.\Is that so?\Congratulations are in order, Heavenly Lord.\The Crown Prince has not disappointed you\and has won the hearts of all those around the world.\Yes, I am also very pleased.\Haven't you been sending official affairs\to Zichen Hall starting from 20,000 years ago? response:	After the Crown Prince receives his seal, you can be like me
context: Is that so?\Congratulations are in order, Heavenly Lord.\The Crown Prince has not disappointed you\and has won the hearts of all those around the world.\Yes, I am also very pleased.\Haven't you been sending official affairs\to Zichen Hall starting from 20,000 years ago?\After the Crown Prince receives his seal, you can be like me response:	free of all matters and no longer concerned with palace affairs.
context: Congratulations are in order, Heavenly Lord.\The Crown Prince has not disappointed you\and has won the hearts of all those around the world.\Yes, I am also very pleased.\Haven't you been sending official affairs\to Zichen Hall starting from 20,000 years ago?\After the Crown Prince receives his seal, you can be like me\free of all matters and no longer concerned with palace affairs. response:	You are right.
context: The Crown Prince has not disappointed you\and has won the hearts of all those around the world.\Yes, I am also very pleased.\Haven't you been sending official affairs\to Zichen Hall starting from 20,000 years ago?\After the Crown Prince receives his seal, you can be like me\free of all matters and no longer concerned with palace affairs.\You are right. response:	In the past dozen years
context: and has won the hearts of all those around the world.\Yes, I am also very pleased.\Haven't you been sending official affairs\to Zichen Hall starting from 20,000 years ago?\After the Crown Prince receives his seal, you can be like me\free of all matters and no longer concerned with palace affairs.\You are right.\In the past dozen years response:	I have deeply felt myself to be less capable than I wish to be.
context: Yes, I am also very pleased.\Haven't you been sending official affairs\to Zichen Hall starting from 20,000 years ago?\After the Crown Prince receives his seal, you can be like me\free of all matters and no longer concerned with palace affairs.\You are right.\In the past dozen years\I have deeply felt myself to be less capable than I wish to be. response:	Start preparations for Ye Hua's investiture early next month.
context: Haven't you been sending official affairs\to Zichen Hall starting from 20,000 years ago?\After the Crown Prince receives his seal, you can be like me\free of all matters and no longer concerned with palace affairs.\You are right.\In the past dozen years\I have deeply felt myself to be less capable than I wish to be.\Start preparations for Ye Hua's investiture early next month. response:	Thank you, Heavenly Lord.
context: to Zichen Hall starting from 20,000 years ago?\After the Crown Prince receives his seal, you can be like me\free of all matters and no longer concerned with palace affairs.\You are right.\In the past dozen years\I have deeply felt myself to be less capable than I wish to be.\Start preparations for Ye Hua's investiture early next month.\Thank you, Heavenly Lord. response:	Rise.
context: After the Crown Prince receives his seal, you can be like me\free of all matters and no longer concerned with palace affairs.\You are right.\In the past dozen years\I have deeply felt myself to be less capable than I wish to be.\Start preparations for Ye Hua's investiture early next month.\Thank you, Heavenly Lord.\Rise. response:	Ye Hua.
context: free of all matters and no longer concerned with palace affairs.\You are right.\In the past dozen years\I have deeply felt myself to be less capable than I wish to be.\Start preparations for Ye Hua's investiture early next month.\Thank you, Heavenly Lord.\Rise.\Ye Hua. response:	I have to congratulate you.
context: You are right.\In the past dozen years\I have deeply felt myself to be less capable than I wish to be.\Start preparations for Ye Hua's investiture early next month.\Thank you, Heavenly Lord.\Rise.\Ye Hua.\I have to congratulate you. response:	Thank you, Third Uncle.
context: In the past dozen years\I have deeply felt myself to be less capable than I wish to be.\Start preparations for Ye Hua's investiture early next month.\Thank you, Heavenly Lord.\Rise.\Ye Hua.\I have to congratulate you.\Thank you, Third Uncle. response:	Ye Hua.
context: I have deeply felt myself to be less capable than I wish to be.\Start preparations for Ye Hua's investiture early next month.\Thank you, Heavenly Lord.\Rise.\Ye Hua.\I have to congratulate you.\Thank you, Third Uncle.\Ye Hua. response:	Father has always had high expectations of you.
context: Start preparations for Ye Hua's investiture early next month.\Thank you, Heavenly Lord.\Rise.\Ye Hua.\I have to congratulate you.\Thank you, Third Uncle.\Ye Hua.\Father has always had high expectations of you. response:	After your investiture, you must be prudent with your words and actions
context: Thank you, Heavenly Lord.\Rise.\Ye Hua.\I have to congratulate you.\Thank you, Third Uncle.\Ye Hua.\Father has always had high expectations of you.\After your investiture, you must be prudent with your words and actions response:	and carry on Father's principles as a ruler.
context: Rise.\Ye Hua.\I have to congratulate you.\Thank you, Third Uncle.\Ye Hua.\Father has always had high expectations of you.\After your investiture, you must be prudent with your words and actions\and carry on Father's principles as a ruler. response:	I shall sincerely obey Father's instruction.
context: Ye Hua.\I have to congratulate you.\Thank you, Third Uncle.\Ye Hua.\Father has always had high expectations of you.\After your investiture, you must be prudent with your words and actions\and carry on Father's principles as a ruler.\I shall sincerely obey Father's instruction. response:	Nai Nai, the lotuses are so fragrant.
context: I have to congratulate you.\Thank you, Third Uncle.\Ye Hua.\Father has always had high expectations of you.\After your investiture, you must be prudent with your words and actions\and carry on Father's principles as a ruler.\I shall sincerely obey Father's instruction.\Nai Nai, the lotuses are so fragrant. response:	If Your Highness likes it, I will come with you every day to enjoy them.
context: Thank you, Third Uncle.\Ye Hua.\Father has always had high expectations of you.\After your investiture, you must be prudent with your words and actions\and carry on Father's principles as a ruler.\I shall sincerely obey Father's instruction.\Nai Nai, the lotuses are so fragrant.\If Your Highness likes it, I will come with you every day to enjoy them. response:	Your Highness, Heavenly Lord has recently ordered
context: Ye Hua.\Father has always had high expectations of you.\After your investiture, you must be prudent with your words and actions\and carry on Father's principles as a ruler.\I shall sincerely obey Father's instruction.\Nai Nai, the lotuses are so fragrant.\If Your Highness likes it, I will come with you every day to enjoy them.\Your Highness, Heavenly Lord has recently ordered response:	that Your Highness is not to step out of the Hall of Beautiful Youth.
context: Father has always had high expectations of you.\After your investiture, you must be prudent with your words and actions\and carry on Father's principles as a ruler.\I shall sincerely obey Father's instruction.\Nai Nai, the lotuses are so fragrant.\If Your Highness likes it, I will come with you every day to enjoy them.\Your Highness, Heavenly Lord has recently ordered\that Your Highness is not to step out of the Hall of Beautiful Youth. response:	Your Highness has slept for a long while again.
context: After your investiture, you must be prudent with your words and actions\and carry on Father's principles as a ruler.\I shall sincerely obey Father's instruction.\Nai Nai, the lotuses are so fragrant.\If Your Highness likes it, I will come with you every day to enjoy them.\Your Highness, Heavenly Lord has recently ordered\that Your Highness is not to step out of the Hall of Beautiful Youth.\Your Highness has slept for a long while again. response:	Nai Nai.
context: and carry on Father's principles as a ruler.\I shall sincerely obey Father's instruction.\Nai Nai, the lotuses are so fragrant.\If Your Highness likes it, I will come with you every day to enjoy them.\Your Highness, Heavenly Lord has recently ordered\that Your Highness is not to step out of the Hall of Beautiful Youth.\Your Highness has slept for a long while again.\Nai Nai. response:	What day is it? How come I am always so drowsy?
context: I shall sincerely obey Father's instruction.\Nai Nai, the lotuses are so fragrant.\If Your Highness likes it, I will come with you every day to enjoy them.\Your Highness, Heavenly Lord has recently ordered\that Your Highness is not to step out of the Hall of Beautiful Youth.\Your Highness has slept for a long while again.\Nai Nai.\What day is it? How come I am always so drowsy? response:	It must be because you are pregnant, so you are exceptionally sleepy.
context: Nai Nai, the lotuses are so fragrant.\If Your Highness likes it, I will come with you every day to enjoy them.\Your Highness, Heavenly Lord has recently ordered\that Your Highness is not to step out of the Hall of Beautiful Youth.\Your Highness has slept for a long while again.\Nai Nai.\What day is it? How come I am always so drowsy?\It must be because you are pregnant, so you are exceptionally sleepy. response:	Your Highness, the Crown Prince has come to visit you.
context: If Your Highness likes it, I will come with you every day to enjoy them.\Your Highness, Heavenly Lord has recently ordered\that Your Highness is not to step out of the Hall of Beautiful Youth.\Your Highness has slept for a long while again.\Nai Nai.\What day is it? How come I am always so drowsy?\It must be because you are pregnant, so you are exceptionally sleepy.\Your Highness, the Crown Prince has come to visit you. response:	Ye Hua has come?
context: Your Highness, Heavenly Lord has recently ordered\that Your Highness is not to step out of the Hall of Beautiful Youth.\Your Highness has slept for a long while again.\Nai Nai.\What day is it? How come I am always so drowsy?\It must be because you are pregnant, so you are exceptionally sleepy.\Your Highness, the Crown Prince has come to visit you.\Ye Hua has come? response:	Are the stars bright tonight?
context: that Your Highness is not to step out of the Hall of Beautiful Youth.\Your Highness has slept for a long while again.\Nai Nai.\What day is it? How come I am always so drowsy?\It must be because you are pregnant, so you are exceptionally sleepy.\Your Highness, the Crown Prince has come to visit you.\Ye Hua has come?\Are the stars bright tonight? response:	Su Su, have you forgotten there is no day and night in the Celestial Palace?
context: Your Highness has slept for a long while again.\Nai Nai.\What day is it? How come I am always so drowsy?\It must be because you are pregnant, so you are exceptionally sleepy.\Your Highness, the Crown Prince has come to visit you.\Ye Hua has come?\Are the stars bright tonight?\Su Su, have you forgotten there is no day and night in the Celestial Palace? response:	I will soon be officially conferred the title of Crown Prince.
context: Nai Nai.\What day is it? How come I am always so drowsy?\It must be because you are pregnant, so you are exceptionally sleepy.\Your Highness, the Crown Prince has come to visit you.\Ye Hua has come?\Are the stars bright tonight?\Su Su, have you forgotten there is no day and night in the Celestial Palace?\I will soon be officially conferred the title of Crown Prince. response:	We will be able to marry very soon.
context: What day is it? How come I am always so drowsy?\It must be because you are pregnant, so you are exceptionally sleepy.\Your Highness, the Crown Prince has come to visit you.\Ye Hua has come?\Are the stars bright tonight?\Su Su, have you forgotten there is no day and night in the Celestial Palace?\I will soon be officially conferred the title of Crown Prince.\We will be able to marry very soon. response:	Once you are Crown Princess
context: It must be because you are pregnant, so you are exceptionally sleepy.\Your Highness, the Crown Prince has come to visit you.\Ye Hua has come?\Are the stars bright tonight?\Su Su, have you forgotten there is no day and night in the Celestial Palace?\I will soon be officially conferred the title of Crown Prince.\We will be able to marry very soon.\Once you are Crown Princess response:	we will no longer have to consider other people's opinions
context: Your Highness, the Crown Prince has come to visit you.\Ye Hua has come?\Are the stars bright tonight?\Su Su, have you forgotten there is no day and night in the Celestial Palace?\I will soon be officially conferred the title of Crown Prince.\We will be able to marry very soon.\Once you are Crown Princess\we will no longer have to consider other people's opinions response:	and we can begin living the life we want.
context: Ye Hua has come?\Are the stars bright tonight?\Su Su, have you forgotten there is no day and night in the Celestial Palace?\I will soon be officially conferred the title of Crown Prince.\We will be able to marry very soon.\Once you are Crown Princess\we will no longer have to consider other people's opinions\and we can begin living the life we want. response:	I know you are very busy. Go attend to your affairs.
context: Are the stars bright tonight?\Su Su, have you forgotten there is no day and night in the Celestial Palace?\I will soon be officially conferred the title of Crown Prince.\We will be able to marry very soon.\Once you are Crown Princess\we will no longer have to consider other people's opinions\and we can begin living the life we want.\I know you are very busy. Go attend to your affairs. response:	I'm a bit sleepy. I'm going to sleep.
context: Su Su, have you forgotten there is no day and night in the Celestial Palace?\I will soon be officially conferred the title of Crown Prince.\We will be able to marry very soon.\Once you are Crown Princess\we will no longer have to consider other people's opinions\and we can begin living the life we want.\I know you are very busy. Go attend to your affairs.\I'm a bit sleepy. I'm going to sleep. response:	I heard from Medicine King that you have been feeling lethargic lately.
context: I will soon be officially conferred the title of Crown Prince.\We will be able to marry very soon.\Once you are Crown Princess\we will no longer have to consider other people's opinions\and we can begin living the life we want.\I know you are very busy. Go attend to your affairs.\I'm a bit sleepy. I'm going to sleep.\I heard from Medicine King that you have been feeling lethargic lately. response:	Yes.
context: We will be able to marry very soon.\Once you are Crown Princess\we will no longer have to consider other people's opinions\and we can begin living the life we want.\I know you are very busy. Go attend to your affairs.\I'm a bit sleepy. I'm going to sleep.\I heard from Medicine King that you have been feeling lethargic lately.\Yes. response:	Go to sleep then.
context: Once you are Crown Princess\we will no longer have to consider other people's opinions\and we can begin living the life we want.\I know you are very busy. Go attend to your affairs.\I'm a bit sleepy. I'm going to sleep.\I heard from Medicine King that you have been feeling lethargic lately.\Yes.\Go to sleep then. response:	I will be receiving the Crown Prince's seal in a few days.
context: we will no longer have to consider other people's opinions\and we can begin living the life we want.\I know you are very busy. Go attend to your affairs.\I'm a bit sleepy. I'm going to sleep.\I heard from Medicine King that you have been feeling lethargic lately.\Yes.\Go to sleep then.\I will be receiving the Crown Prince's seal in a few days. response:	I will be struck with 36 sacred blazes and 9 holy lightning bolts.
context: and we can begin living the life we want.\I know you are very busy. Go attend to your affairs.\I'm a bit sleepy. I'm going to sleep.\I heard from Medicine King that you have been feeling lethargic lately.\Yes.\Go to sleep then.\I will be receiving the Crown Prince's seal in a few days.\I will be struck with 36 sacred blazes and 9 holy lightning bolts. response:	If Su Su hears the thunder, don't tell her the truth.
context: I know you are very busy. Go attend to your affairs.\I'm a bit sleepy. I'm going to sleep.\I heard from Medicine King that you have been feeling lethargic lately.\Yes.\Go to sleep then.\I will be receiving the Crown Prince's seal in a few days.\I will be struck with 36 sacred blazes and 9 holy lightning bolts.\If Su Su hears the thunder, don't tell her the truth. response:	I'm afraid she will worry.
context: I'm a bit sleepy. I'm going to sleep.\I heard from Medicine King that you have been feeling lethargic lately.\Yes.\Go to sleep then.\I will be receiving the Crown Prince's seal in a few days.\I will be struck with 36 sacred blazes and 9 holy lightning bolts.\If Su Su hears the thunder, don't tell her the truth.\I'm afraid she will worry. response:	Yes.
context: I heard from Medicine King that you have been feeling lethargic lately.\Yes.\Go to sleep then.\I will be receiving the Crown Prince's seal in a few days.\I will be struck with 36 sacred blazes and 9 holy lightning bolts.\If Su Su hears the thunder, don't tell her the truth.\I'm afraid she will worry.\Yes. response:	Not eating is counter-productive.
context: Yes.\Go to sleep then.\I will be receiving the Crown Prince's seal in a few days.\I will be struck with 36 sacred blazes and 9 holy lightning bolts.\If Su Su hears the thunder, don't tell her the truth.\I'm afraid she will worry.\Yes.\Not eating is counter-productive. response:	I will order someone to extend your life. I guarantee you won't die.
context: Go to sleep then.\I will be receiving the Crown Prince's seal in a few days.\I will be struck with 36 sacred blazes and 9 holy lightning bolts.\If Su Su hears the thunder, don't tell her the truth.\I'm afraid she will worry.\Yes.\Not eating is counter-productive.\I will order someone to extend your life. I guarantee you won't die. response:	If I had known this day would come, I wouldn't have-
context: I will be receiving the Crown Prince's seal in a few days.\I will be struck with 36 sacred blazes and 9 holy lightning bolts.\If Su Su hears the thunder, don't tell her the truth.\I'm afraid she will worry.\Yes.\Not eating is counter-productive.\I will order someone to extend your life. I guarantee you won't die.\If I had known this day would come, I wouldn't have- response:	Wouldn't have what? Wouldn't have let me off?
context: I will be struck with 36 sacred blazes and 9 holy lightning bolts.\If Su Su hears the thunder, don't tell her the truth.\I'm afraid she will worry.\Yes.\Not eating is counter-productive.\I will order someone to extend your life. I guarantee you won't die.\If I had known this day would come, I wouldn't have-\Wouldn't have what? Wouldn't have let me off? response:	Or, when you killed my mother, would you have killed me too?
context: If Su Su hears the thunder, don't tell her the truth.\I'm afraid she will worry.\Yes.\Not eating is counter-productive.\I will order someone to extend your life. I guarantee you won't die.\If I had known this day would come, I wouldn't have-\Wouldn't have what? Wouldn't have let me off?\Or, when you killed my mother, would you have killed me too? response:	That's correct.
context: I'm afraid she will worry.\Yes.\Not eating is counter-productive.\I will order someone to extend your life. I guarantee you won't die.\If I had known this day would come, I wouldn't have-\Wouldn't have what? Wouldn't have let me off?\Or, when you killed my mother, would you have killed me too?\That's correct. response:	The mistake I regret the most in my life
context: Yes.\Not eating is counter-productive.\I will order someone to extend your life. I guarantee you won't die.\If I had known this day would come, I wouldn't have-\Wouldn't have what? Wouldn't have let me off?\Or, when you killed my mother, would you have killed me too?\That's correct.\The mistake I regret the most in my life response:	is not tearing you to pieces 70,000 years ago!
context: Not eating is counter-productive.\I will order someone to extend your life. I guarantee you won't die.\If I had known this day would come, I wouldn't have-\Wouldn't have what? Wouldn't have let me off?\Or, when you killed my mother, would you have killed me too?\That's correct.\The mistake I regret the most in my life\is not tearing you to pieces 70,000 years ago! response:	Let me tell you.
context: I will order someone to extend your life. I guarantee you won't die.\If I had known this day would come, I wouldn't have-\Wouldn't have what? Wouldn't have let me off?\Or, when you killed my mother, would you have killed me too?\That's correct.\The mistake I regret the most in my life\is not tearing you to pieces 70,000 years ago!\Let me tell you. response:	Don't think that Father loves you so very much.
context: If I had known this day would come, I wouldn't have-\Wouldn't have what? Wouldn't have let me off?\Or, when you killed my mother, would you have killed me too?\That's correct.\The mistake I regret the most in my life\is not tearing you to pieces 70,000 years ago!\Let me tell you.\Don't think that Father loves you so very much. response:	You are just a worm he kept.
context: Wouldn't have what? Wouldn't have let me off?\Or, when you killed my mother, would you have killed me too?\That's correct.\The mistake I regret the most in my life\is not tearing you to pieces 70,000 years ago!\Let me tell you.\Don't think that Father loves you so very much.\You are just a worm he kept. response:	What do you mean?
context: Or, when you killed my mother, would you have killed me too?\That's correct.\The mistake I regret the most in my life\is not tearing you to pieces 70,000 years ago!\Let me tell you.\Don't think that Father loves you so very much.\You are just a worm he kept.\What do you mean? response:	You, Yan Zhi, and I
context: That's correct.\The mistake I regret the most in my life\is not tearing you to pieces 70,000 years ago!\Let me tell you.\Don't think that Father loves you so very much.\You are just a worm he kept.\What do you mean?\You, Yan Zhi, and I response:	are his children, the Ghost Realm's princes and princess
context: The mistake I regret the most in my life\is not tearing you to pieces 70,000 years ago!\Let me tell you.\Don't think that Father loves you so very much.\You are just a worm he kept.\What do you mean?\You, Yan Zhi, and I\are his children, the Ghost Realm's princes and princess response:	as well as his lifesavers.
context: is not tearing you to pieces 70,000 years ago!\Let me tell you.\Don't think that Father loves you so very much.\You are just a worm he kept.\What do you mean?\You, Yan Zhi, and I\are his children, the Ghost Realm's princes and princess\as well as his lifesavers. response:	Regardless of whichever of the three of us dies
context: Let me tell you.\Don't think that Father loves you so very much.\You are just a worm he kept.\What do you mean?\You, Yan Zhi, and I\are his children, the Ghost Realm's princes and princess\as well as his lifesavers.\Regardless of whichever of the three of us dies response:	his powers increase.
context: Don't think that Father loves you so very much.\You are just a worm he kept.\What do you mean?\You, Yan Zhi, and I\are his children, the Ghost Realm's princes and princess\as well as his lifesavers.\Regardless of whichever of the three of us dies\his powers increase. response:	The three of us are just vessels of kin used for cultivation of his powers.
context: You are just a worm he kept.\What do you mean?\You, Yan Zhi, and I\are his children, the Ghost Realm's princes and princess\as well as his lifesavers.\Regardless of whichever of the three of us dies\his powers increase.\The three of us are just vessels of kin used for cultivation of his powers. response:	When my mother gave birth to me, she discovered this secret.
context: What do you mean?\You, Yan Zhi, and I\are his children, the Ghost Realm's princes and princess\as well as his lifesavers.\Regardless of whichever of the three of us dies\his powers increase.\The three of us are just vessels of kin used for cultivation of his powers.\When my mother gave birth to me, she discovered this secret. response:	That was why she was banished to the Cold Palace.
context: You, Yan Zhi, and I\are his children, the Ghost Realm's princes and princess\as well as his lifesavers.\Regardless of whichever of the three of us dies\his powers increase.\The three of us are just vessels of kin used for cultivation of his powers.\When my mother gave birth to me, she discovered this secret.\That was why she was banished to the Cold Palace. response:	That is how you had the chance to kill her.
context: are his children, the Ghost Realm's princes and princess\as well as his lifesavers.\Regardless of whichever of the three of us dies\his powers increase.\The three of us are just vessels of kin used for cultivation of his powers.\When my mother gave birth to me, she discovered this secret.\That was why she was banished to the Cold Palace.\That is how you had the chance to kill her. response:	Trust me.
